
[00:00:00.000 --> 00:00:06.780]   [AUDIO OUT]
[00:58:11.140 --> 00:58:12.460]   prompting.
[00:58:12.460 --> 00:58:14.340]   And so basically, what we had is we
[00:58:14.340 --> 00:58:18.100]   translated this benchmark of math word problems
[00:58:18.100 --> 00:58:19.860]   to 10 languages.
[00:58:19.860 --> 00:58:23.940]   And then we prompt the model to do it in, say, Bengali.
[00:58:23.940 --> 00:58:25.700]   And then the model has to basically do
[00:58:25.700 --> 00:58:29.500]   the math problem in Bengali and give the final answer.
[00:58:29.500 --> 00:58:31.040]   And I think the cool thing about this
[00:58:31.040 --> 00:58:33.780]   is that this input is highly improbable, right?
[00:58:33.780 --> 00:58:37.220]   So Bengali is 0.01% of the pre-training data.
[00:58:37.220 --> 00:58:40.060]   And math word problems are probably
[00:58:40.060 --> 00:58:43.060]   an even smaller subset of that.
[00:58:43.060 --> 00:58:44.740]   And basically, the interesting thing is,
[00:58:44.740 --> 00:58:48.900]   the model can actually do these types of questions pretty well,
[00:58:48.900 --> 00:58:50.980]   to probably surprising degrees.
[00:58:50.980 --> 00:58:53.100]   If you ask people before I showed them this result,
[00:58:53.100 --> 00:58:56.260]   how well can the model do these math questions in Swahili?
[00:58:56.260 --> 00:58:57.500]   Probably like 10%.
[00:58:57.500 --> 00:59:01.820]   But actually, even very underrepresented languages
[00:59:01.820 --> 00:59:06.940]   like Swahili or Bengali or Telugu and Thai,
[00:59:06.940 --> 00:59:09.380]   the model can do surprisingly well despite the fact
[00:59:09.380 --> 00:59:12.420]   that they only occupy a very small subset
[00:59:12.420 --> 00:59:15.800]   of the pre-trained data.
[00:59:15.800 --> 00:59:16.300]   Yeah.
[00:59:16.300 --> 00:59:19.180]   Actually, speaking to this, and most of my experience
[00:59:19.180 --> 00:59:21.020]   with this is with Chatterjee PP, but if you
[00:59:21.020 --> 00:59:22.860]   ask it things in different languages,
[00:59:22.860 --> 00:59:25.900]   despite not being explicitly trained in these languages,
[00:59:25.900 --> 00:59:28.260]   it seems to have derived reasoning independent
[00:59:28.260 --> 00:59:29.980]   of language, to a certain extent.
[00:59:29.980 --> 00:59:31.300]   It can do the reasoning.
[00:59:31.300 --> 00:59:32.540]   Actually, it's kind of funny.
[00:59:32.540 --> 00:59:34.100]   Sometimes, it always looks like it
[00:59:34.100 --> 00:59:36.300]   does the reasoning in English, and it translates back
[00:59:36.300 --> 00:59:39.340]   to the other language, because the answers it gives you
[00:59:39.340 --> 00:59:41.420]   is sort of like if you reasoned in English
[00:59:41.420 --> 00:59:43.060]   and then translated to the other thing.
[00:59:43.060 --> 00:59:46.420]   So do you think that learning the structure of a language
[00:59:46.420 --> 00:59:48.460]   and learning reasoning abilities are
[00:59:48.460 --> 00:59:50.660]   somewhat separate in large language models,
[00:59:50.660 --> 00:59:53.820]   or that it inherently will learn a chain of thought reasoning
[00:59:53.820 --> 00:59:56.340]   within that language, within the structure of the language,
[00:59:56.340 --> 00:59:59.220]   like the way thought works in that language?
[00:59:59.220 --> 01:00:00.060]   Does that make sense?
[01:00:00.060 --> 01:00:01.260]   Yeah, that's a great question.
[01:00:01.260 --> 01:00:02.640]   I'm not sure how to measure that,
[01:00:02.640 --> 01:00:04.300]   but I've definitely thought about it.
[01:00:04.300 --> 01:00:05.740]   I think the language--
[01:00:05.740 --> 01:00:08.580]   I mean, based on these results, you probably
[01:00:08.580 --> 01:00:10.980]   didn't have any math questions in Swahili
[01:00:10.980 --> 01:00:12.960]   for the model to learn from.
[01:00:12.960 --> 01:00:15.500]   And I think, definitely, there's something language agnostic
[01:00:15.500 --> 01:00:18.940]   going on, where the model learns reasoning sort of independently
[01:00:18.940 --> 01:00:20.780]   of the language, and then it can express it
[01:00:20.780 --> 01:00:23.140]   in different languages if it needs to.
[01:00:23.140 --> 01:00:26.540]   But I don't think we know the answer to that yet.
[01:00:26.540 --> 01:00:36.580]   Yeah, so basically, one question that comes up frequently
[01:00:36.580 --> 01:00:39.620]   is, why does scaling up improve chain of thought?
[01:00:39.620 --> 01:00:41.380]   And one way of looking at this is,
[01:00:41.380 --> 01:00:43.660]   we can take a smaller model, like POM62B,
[01:00:43.660 --> 01:00:46.460]   and see what types of errors are fixed from scaling up
[01:00:46.460 --> 01:00:49.020]   to 540 billion parameters.
[01:00:49.020 --> 01:00:51.160]   And you can see that, for these three categories
[01:00:51.160 --> 01:00:54.220]   that we came up with, some of all of them get fixed.
[01:00:54.220 --> 01:00:57.100]   So scaling seems to have this universal effect
[01:00:57.100 --> 01:01:00.300]   on improving different types of errors from solid models.
[01:01:03.740 --> 01:01:06.420]   And then here's the same hand-wavy diagram
[01:01:06.420 --> 01:01:07.620]   expressed in different ways.
[01:01:07.620 --> 01:01:09.900]   So basically, you have some tasks
[01:01:09.900 --> 01:01:13.060]   that are doable with standard prompting, so in blue.
[01:01:13.060 --> 01:01:15.700]   And then the goal of chain of thought prompting
[01:01:15.700 --> 01:01:19.580]   is to sort of increase the set of tasks that we can do.
[01:01:19.580 --> 01:01:22.820]   So for example, now, the ones shown in pink
[01:01:22.820 --> 01:01:25.100]   include math word problems, symbolic reasoning,
[01:01:25.100 --> 01:01:28.540]   and challenging commonsense reasoning, yeah.
[01:01:28.540 --> 01:01:29.380]   One more question.
[01:01:29.380 --> 01:01:33.020]   Have you done any calculations to figure out
[01:01:33.020 --> 01:01:37.100]   how much-- is any of this contribution just
[01:01:37.100 --> 01:01:40.620]   because of the fact that you do more computations when
[01:01:40.620 --> 01:01:42.340]   you put in longer prompts?
[01:01:42.340 --> 01:01:45.740]   Like, you put multiple tasks into the model.
[01:01:45.740 --> 01:01:49.620]   You create multiple embeddings to sort of adjust the things
[01:01:49.620 --> 01:01:51.180]   the model is looking at, in a way.
[01:01:51.180 --> 01:01:51.660]   Yeah.
[01:01:51.660 --> 01:01:54.660]   How much of that have you tried non-chain of thought prompts
[01:01:54.660 --> 01:01:56.900]   with same token lengths?
[01:01:56.900 --> 01:01:57.420]   Yeah, yeah.
[01:01:57.420 --> 01:02:00.940]   We tried with XXXXX or something.
[01:02:00.940 --> 01:02:02.580]   And it doesn't really-- it doesn't work.
[01:02:02.580 --> 01:02:02.980]   I see.
[01:02:02.980 --> 01:02:05.100]   So I think it's not just about the compute.
[01:02:05.100 --> 01:02:09.100]   I think it's about the language to guide in the model as part
[01:02:09.100 --> 01:02:10.540]   of the reasoning, yeah.
[01:02:10.540 --> 01:02:11.040]   I see.
[01:02:11.040 --> 01:02:13.500]   And have you tried describing the problem in more detail
[01:02:13.500 --> 01:02:14.660]   than non-chain of thought?
[01:02:14.660 --> 01:02:16.500]   I know this is a super [INAUDIBLE] question.
[01:02:16.500 --> 01:02:17.940]   I'm just very curious about-- this
[01:02:17.940 --> 01:02:20.340]   sounds like a very interesting property.
[01:02:20.340 --> 01:02:24.220]   And I'm very curious exactly how it fits in.
[01:02:24.220 --> 01:02:26.460]   Yeah, you mean like describing the question in three
[01:02:26.460 --> 01:02:27.620]   different ways and seeing if that--
[01:02:27.620 --> 01:02:29.100]   Yeah, just describing the question in more detail
[01:02:29.100 --> 01:02:31.300]   instead of explicitly doing the step-by-step things
[01:02:31.300 --> 01:02:32.300]   and seeing how that--
[01:02:32.300 --> 01:02:33.100]   Yeah.
[01:02:33.100 --> 01:02:35.660]   I haven't tried that, but I would be surprised if that
[01:02:35.660 --> 01:02:36.180]   worked.
[01:02:36.180 --> 01:02:36.680]   I see.
[01:02:36.680 --> 01:02:37.180]   Yeah.
[01:02:37.180 --> 01:02:38.620]   That is a question to me.
[01:02:38.620 --> 01:02:41.900]   Did you try having it output the answer
[01:02:41.900 --> 01:02:44.220]   and then explain its reasoning into that?
[01:02:44.220 --> 01:02:45.560]   Yeah, that doesn't work as well.
[01:02:45.560 --> 01:02:46.060]   OK.
[01:02:46.060 --> 01:02:48.180]   Yeah, but it depends on the task also.
[01:02:48.180 --> 01:02:48.980]   So like--
[01:02:48.980 --> 01:02:49.620]   Yeah, yeah.
[01:02:49.620 --> 01:02:50.120]   Yeah.
[01:02:50.120 --> 01:02:55.820]   So like, there is something out of the [INAUDIBLE]
[01:02:55.820 --> 01:02:59.020]   That seems to be the case, yeah.
[01:02:59.020 --> 01:02:59.500]   Yep.
[01:02:59.500 --> 01:03:01.260]   Does it really have to be like reasoning?
[01:03:01.260 --> 01:03:04.500]   Can we do like just any amount of extra calculation
[01:03:04.500 --> 01:03:07.540]   to sort of conjugate the worst answer?
[01:03:07.540 --> 01:03:09.980]   Like, in a way, you know, in a way like in an ablation,
[01:03:09.980 --> 01:03:13.180]   chain of thought is like a very structured thing.
[01:03:13.180 --> 01:03:15.300]   It's like, what if the same structure is preserved,
[01:03:15.300 --> 01:03:19.660]   but like we do some more random things?
[01:03:19.660 --> 01:03:21.700]   Yeah, you could try it.
[01:03:21.700 --> 01:03:23.060]   I would be surprised if it works.
[01:03:23.060 --> 01:03:28.100]   I think like outputting tokens is pretty important for the
[01:03:28.100 --> 01:03:28.600]   model.
[01:03:28.600 --> 01:03:29.100]   Yeah.
[01:03:29.100 --> 01:03:29.600]   Yeah.
[01:03:29.600 --> 01:03:32.800]   OK.
[01:03:32.800 --> 01:03:36.620]   So we're doing on time.
[01:03:36.620 --> 01:03:37.140]   OK, great.
[01:03:37.140 --> 01:03:40.540]   So the last part, I think, is a pretty cool trick
[01:03:40.540 --> 01:03:41.460]   with chain of thought.
[01:03:41.460 --> 01:03:45.200]   So basically, what people usually do
[01:03:45.200 --> 01:03:47.940]   is they'll just generate one chain of thought,
[01:03:47.940 --> 01:03:49.940]   and then they'll take the final answer.
[01:03:49.940 --> 01:03:52.140]   But there's this nice trick called self-consistency
[01:03:52.140 --> 01:03:54.460]   where you can use like temperature sampling
[01:03:54.460 --> 01:03:57.420]   with the model to generate like a bunch of different reasoning
[01:03:57.420 --> 01:03:59.220]   pods and final answers.
[01:03:59.220 --> 01:04:00.920]   And then if you just take a majority vote
[01:04:00.920 --> 01:04:02.940]   over the final answers, this ends up
[01:04:02.940 --> 01:04:05.340]   like improving performance by like a pretty big margin.
[01:04:05.340 --> 01:04:08.380]   So for example, here, you can see
[01:04:08.380 --> 01:04:12.180]   on GSM 8K, which is like the math for problem data set,
[01:04:12.180 --> 01:04:14.700]   the improvement goes from like, you know,
[01:04:14.700 --> 01:04:15.980]   the performance is like 56.
[01:04:15.980 --> 01:04:18.140]   And then if you do self-consistency,
[01:04:18.140 --> 01:04:21.720]   then it becomes 74, which is like a pretty big improvement.
[01:04:21.720 --> 01:04:23.220]   Quick clarification question.
[01:04:23.220 --> 01:04:23.720]   Yeah.
[01:04:23.720 --> 01:04:27.180]   Here, how many are we averaging over for self-consistency?
[01:04:27.180 --> 01:04:27.940]   Oh, I think 40.
[01:04:27.940 --> 01:04:31.980]   So it increases the cost of the inference time compute.
[01:04:31.980 --> 01:04:35.200]   But yeah, it improves performance by a lot.
[01:04:35.200 --> 01:04:36.620]   You might be about to answer this,
[01:04:36.620 --> 01:04:39.220]   but I'm curious to know how many samples or how many chains
[01:04:39.220 --> 01:04:41.180]   does one need to draw to get a significant--
[01:04:41.180 --> 01:04:43.380]   like, what is the trade-off between number of chains
[01:04:43.380 --> 01:04:46.320]   averaged over versus performance gain?
[01:04:46.320 --> 01:04:49.060]   I think it depends on the--
[01:04:49.060 --> 01:04:51.020]   sorry, the question is, how many chains do you
[01:04:51.020 --> 01:04:53.220]   need to get a performance gain?
[01:04:53.220 --> 01:04:58.140]   I think the answer really depends on the data set.
[01:04:58.140 --> 01:05:00.380]   But usually, you can get something good with like 16,
[01:05:00.380 --> 01:05:01.600]   I think.
[01:05:01.600 --> 01:05:02.980]   Yeah.
[01:05:02.980 --> 01:05:04.220]   Oh, sorry, we have a question.
[01:05:04.220 --> 01:05:08.260]   How does the temperature change the way the model works?
[01:05:08.260 --> 01:05:10.260]   Oh, OK, the question is, how does the temperature
[01:05:10.260 --> 01:05:12.020]   change the way the model works?
[01:05:12.020 --> 01:05:16.060]   Basically, when you use temperature decoding,
[01:05:16.060 --> 01:05:19.060]   the language model can like stochastically
[01:05:19.060 --> 01:05:21.500]   pick one of the outputs instead of always picking
[01:05:21.500 --> 01:05:23.820]   the highest probability next word.
[01:05:23.820 --> 01:05:27.500]   So basically, you get these more stochastic outputs
[01:05:27.500 --> 01:05:31.980]   that are still based on what the language model has learned,
[01:05:31.980 --> 01:05:33.660]   but it's just a little bit more random.
[01:05:33.660 --> 01:05:41.060]   And then finally, yeah, self-consistency also
[01:05:41.060 --> 01:05:42.580]   seems to be a merge-ability.
[01:05:42.580 --> 01:05:44.820]   I guess part of it is because chain of thought is emergent
[01:05:44.820 --> 01:05:47.380]   because you wouldn't get any better
[01:05:47.380 --> 01:05:53.380]   than the random performance without doing chain of thought.
[01:05:53.380 --> 01:05:56.420]   But yeah, you kind of see this big delta
[01:05:56.420 --> 01:05:58.540]   from self-consistency for larger models.
[01:05:58.540 --> 01:06:07.340]   Great, so I'm going to run out of time.
[01:06:07.340 --> 01:06:09.220]   Let me just go to--
[01:06:09.220 --> 01:06:10.840]   I'll just talk about this a little bit.
[01:06:10.840 --> 01:06:15.460]   So I think in addition to just purely scaling up
[01:06:15.460 --> 01:06:17.820]   the language model, which is only available to people
[01:06:17.820 --> 01:06:21.500]   in the industry, I think there's a couple interesting directions
[01:06:21.500 --> 01:06:24.420]   to work on.
[01:06:24.420 --> 01:06:26.540]   One is better prompting and characterization
[01:06:26.540 --> 01:06:28.140]   of language model abilities.
[01:06:28.140 --> 01:06:30.020]   I think right now, we're just at the edge
[01:06:30.020 --> 01:06:36.700]   of knowing what the best way to prompt language models is.
[01:06:36.700 --> 01:06:38.380]   There's also pretty good applied work.
[01:06:38.380 --> 01:06:40.420]   So you can use language models, I've
[01:06:40.420 --> 01:06:43.180]   heard, to train therapists, to help with creative writing,
[01:06:43.180 --> 01:06:44.420]   to help with science.
[01:06:44.420 --> 01:06:48.000]   I think ChatGPT has really shown what language models
[01:06:48.000 --> 01:06:50.660]   can do in this regard.
[01:06:50.660 --> 01:06:54.060]   I think benchmarks are also something that's pretty lacking
[01:06:54.060 --> 01:06:58.060]   because I think we solve benchmarks pretty quickly.
[01:06:58.060 --> 01:06:59.860]   For example, Palm beat the average human
[01:06:59.860 --> 01:07:02.660]   on Big Bench within a year or something of Big Bench
[01:07:02.660 --> 01:07:03.940]   coming out.
[01:07:03.940 --> 01:07:05.700]   So I think we need more benchmarks,
[01:07:05.700 --> 01:07:09.460]   and I think that's going to be an important contribution.
[01:07:09.460 --> 01:07:13.180]   And then the final one is, how can we
[01:07:13.180 --> 01:07:17.100]   have compute-efficient methods to make language models better
[01:07:17.100 --> 01:07:21.260]   so that it's less expensive to use them
[01:07:21.260 --> 01:07:24.500]   and more people get to use them?
[01:07:24.500 --> 01:07:25.000]   Great.
[01:07:25.000 --> 01:07:29.220]   So I'll end here.
[01:07:29.220 --> 01:07:32.220]   And feel free to email me if you have any feedback.
[01:07:32.220 --> 01:07:34.300]   And if you're interested in Google,
[01:07:34.300 --> 01:07:36.740]   feel free to email me as well.
[01:07:36.740 --> 01:07:37.220]   Thanks.
[01:07:37.220 --> 01:07:40.560]   [APPLAUSE]
[01:07:40.560 --> 01:07:42.120]   Thank you.
[01:07:42.120 --> 01:07:45.480]   [APPLAUSE]
[01:07:45.480 --> 01:07:47.540]   you

