
[00:00:00.040 --> 00:00:09.520]   embroidery
[01:39:37.140 --> 01:39:37.140]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:39:37.140 --> 01:39:37.140]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:39:37.140 --> 01:39:37.140]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:39:37.140 --> 01:39:37.140]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:39:37.140 --> 01:39:37.140]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:39:37.160 --> 01:40:07.160]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:40:07.160 --> 01:40:07.160]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:40:07.160 --> 01:40:07.160]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:40:07.160 --> 01:40:07.160]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:40:07.160 --> 01:40:07.160]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:40:07.160 --> 01:40:07.160]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:40:07.160 --> 01:40:07.160]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:40:07.160 --> 01:40:07.160]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:40:07.160 --> 01:40:07.160]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:40:07.160 --> 01:40:37.180]  ,
[01:40:37.180 --> 01:40:37.180]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:40:37.180 --> 01:40:37.180]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:40:37.180 --> 01:40:37.180]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:40:37.200 --> 01:41:07.200]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:41:07.200 --> 01:41:07.200]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:41:07.200 --> 01:41:07.200]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:41:07.200 --> 01:41:07.200]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:41:07.200 --> 01:41:07.200]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:41:07.200 --> 01:41:07.200]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:41:07.200 --> 01:41:07.200]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:41:07.200 --> 01:41:07.200]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:41:07.200 --> 01:41:07.200]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:41:07.220 --> 01:41:37.220]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?

