
[00:00:00.000 --> 00:00:02.000]   Welcome back
[01:22:55.720 --> 01:23:01.320]   Right so here's like the user part. Here's the movie part and then let's put that
[01:23:01.320 --> 01:23:04.600]   through a matrix product
[01:23:04.600 --> 01:23:10.920]   Right so that number of rows here is going to have to be the number of users plus the number of movies
[01:23:10.920 --> 01:23:13.600]   because that's how long that is and
[01:23:13.600 --> 01:23:16.240]   then the number of columns
[01:23:16.240 --> 01:23:18.800]   Can be anything we want?
[01:23:21.600 --> 01:23:27.920]   Because we're going to take that so in this case. We're going to pick 10 apparently so it's picked 10 and then we're going to
[01:23:27.920 --> 01:23:29.920]   stick that through a
[01:23:29.920 --> 01:23:31.920]   value and
[01:23:31.920 --> 01:23:35.000]   Then stick that through another
[01:23:35.000 --> 01:23:38.440]   Matrix, which obviously needs to be of size 10 here
[01:23:38.440 --> 01:23:45.720]   And then the number of columns is a size 1 because we want to predict a single rating
[01:23:49.760 --> 01:23:56.920]   Okay, and so that's our kind of flow chart of what's going on right it is a standard
[01:23:56.920 --> 01:24:03.820]   I'm called a one hidden layer neural net it depends how you think of it like there's kind of an embedding layer
[01:24:03.820 --> 01:24:11.600]   But because this is linear and this is linear the two together is really one linear layer, right? It's just a computational convenience
[01:24:11.600 --> 01:24:18.080]   So it's really got one hidden layer because it's just got one layer before this nonlinear activation
[01:24:18.600 --> 01:24:20.460]   Okay
[01:24:20.460 --> 01:24:22.460]   so in order to create a
[01:24:22.460 --> 01:24:29.460]   Linear layer with some number of rows and some number of columns you just go and end up in here
[01:24:29.460 --> 01:24:33.560]   In the machine learning class this week
[01:24:33.560 --> 01:24:40.680]   We learned how to create a linear layer from scratch by creating our own weight matrix in our own biases
[01:24:40.680 --> 01:24:47.240]   So if you want to check that out you can do so there right, but it's the same basic technique. We've already seen
[01:24:47.240 --> 01:24:49.240]   so
[01:24:49.240 --> 01:24:53.240]   We create our embeddings we create our two linear layers
[01:24:53.240 --> 01:24:59.120]   That's all the stuff that we need to start with you know really if I wanted to make this more general
[01:24:59.120 --> 01:25:02.400]   I would have had another parameter here called like
[01:25:02.400 --> 01:25:05.640]   num hidden
[01:25:05.640 --> 01:25:07.640]   you know equals
[01:25:07.640 --> 01:25:12.000]   equals 10 and then this would be a parameter and
[01:25:13.080 --> 01:25:17.400]   Then you could like more easily play around with different numbers of activations
[01:25:17.400 --> 01:25:23.700]   So when we say like okay in this layer. I'm going to create a layer with this many activations all I mean
[01:25:23.700 --> 01:25:26.360]   assuming it's a fully connected layer is
[01:25:26.360 --> 01:25:33.040]   My linear layer has how many columns in its weight matrix. That's how many activations it creates
[01:25:33.040 --> 01:25:41.360]   All right, so we grab our users and movies we put them through our embedding matrix, and then we concatenate them together
[01:25:41.560 --> 01:25:43.560]   Okay, so torch dot cat
[01:25:43.560 --> 01:25:50.840]   Concatenates them together on the first dimension so in other words we can catenate the columns together to create longer rows
[01:25:50.840 --> 01:25:53.920]   Okay, so that's concatenating on dimension one
[01:25:53.920 --> 01:25:59.880]   Dropout will come back to her in a moment. We've looked at that briefly
[01:25:59.880 --> 01:26:06.600]   So then having done that we'll put it through that linear layer we had
[01:26:07.440 --> 01:26:15.120]   We'll do our relu and you'll notice that relu is again inside our capital F and end up functional
[01:26:15.120 --> 01:26:23.320]   It's just a function so remember activation functions are basically things that take one activation in and spit one activation out
[01:26:23.320 --> 01:26:27.440]   in this case take in something that can have negatives or positives and
[01:26:27.440 --> 01:26:31.380]   Truncate the negatives to zero. That's all relu does
[01:26:31.380 --> 01:26:35.840]   And then here's our sigma
[01:26:36.600 --> 01:26:39.980]   So that's that that is now a genuine
[01:26:39.980 --> 01:26:44.880]   Neural network. I don't know if we get to call it deep. It's only got one hidden layer
[01:26:44.880 --> 01:26:50.540]   But it's definitely a neural network right and so we can now construct it we can put it on the GPU
[01:26:50.540 --> 01:26:54.360]   We can create an optimizer for it, and we can fit it
[01:26:54.360 --> 01:26:59.440]   Now you'll notice there's one other thing. I've been passing to fit which is
[01:26:59.440 --> 01:27:01.960]   What loss function are we trying to minimize?
[01:27:02.480 --> 01:27:06.260]   Okay, and this is the mean squared error loss and again. It's inside F
[01:27:06.260 --> 01:27:09.640]   Okay, pretty much all the functions are inside it, okay?
[01:27:09.640 --> 01:27:11.720]   so
[01:27:11.720 --> 01:27:18.680]   One of the things that you have to pass fit is something saying like how do you score is what counts as good or bad?
[01:27:18.680 --> 01:27:22.360]   so Jeremy now that we have a
[01:27:22.360 --> 01:27:30.440]   Real neural net do we have to use the same number of embeddings for users and that's a great question you don't know
[01:27:30.440 --> 01:27:36.040]   It's absolutely right you don't and so like we've got a lot of benefits here right because if we
[01:27:36.040 --> 01:27:39.560]   You know think about
[01:27:39.560 --> 01:27:51.960]   You know we're grabbing a user embedding we're concatenating it with a movie embedding which maybe is like I don't know some different size
[01:27:51.960 --> 01:28:00.000]   but then also perhaps we looked up the genre of the movie and like you know there's actually a
[01:28:00.520 --> 01:28:02.960]   Embedding matrix of like number of genres
[01:28:02.960 --> 01:28:05.480]   By I don't know
[01:28:05.480 --> 01:28:12.780]   Three or something and so like we could then concatenate like a genre embedding and then maybe the time stamp is in here as a continuous
[01:28:12.780 --> 01:28:17.080]   Number right and so then that whole thing we can then feed into
[01:28:17.080 --> 01:28:20.040]   you know
[01:28:20.040 --> 01:28:24.680]   Our neural net right and then at the end
[01:28:27.120 --> 01:28:31.080]   Remember our final non-linearity was a sigmoid right so we can now
[01:28:31.080 --> 01:28:36.560]   Recognize that this thing we did where we did sigmoid times max rating but minus min rating plus blah blah blah
[01:28:36.560 --> 01:28:39.360]   Is actually just another?
[01:28:39.360 --> 01:28:44.520]   Nonlinear activation function right and remember in our last layer
[01:28:44.520 --> 01:28:48.200]   We use generally different kinds of activation functions
[01:28:48.200 --> 01:28:54.360]   So as we said we don't need any activation function at all right we could just do
[01:28:55.040 --> 01:28:57.040]   that
[01:28:57.040 --> 01:29:07.160]   But by not having any nonlinear activation function, we're just making it harder, so that's why we put the sigmoid in there as well, okay
[01:29:07.160 --> 01:29:10.940]   so we can then fit it in the usual way and
[01:29:10.940 --> 01:29:17.800]   There we go you know interestingly we actually got a better score than we did with our
[01:29:17.800 --> 01:29:21.920]   This model
[01:29:22.000 --> 01:29:27.480]   So it'll be interesting to try training this with stochastic gradient descent with restarts and see if it's actually better
[01:29:27.480 --> 01:29:34.200]   You know maybe you can play around with the number of hidden layers and the dropout and whatever else and see if you can
[01:29:34.200 --> 01:29:37.960]   Come up with you know get a better answer than
[01:29:37.960 --> 01:29:44.880]   Point
[01:29:44.880 --> 01:29:47.200]   Seven six ish
[01:29:47.840 --> 01:29:55.560]   Okay, so so general so this is like if you were going deep into collaborative filtering at your workplace
[01:29:55.560 --> 01:29:59.840]   Or whatever this wouldn't be a bad way to go like it's like I'd start out with like oh, okay
[01:29:59.840 --> 01:30:02.800]   Here's like a collaborative data set 30 and fast AI
[01:30:02.800 --> 01:30:09.320]   Get learner there's you know not much I can send it basically number of factors is about the only thing that I pass in
[01:30:09.320 --> 01:30:16.400]   I can learn for a while maybe try a few different approaches, and then you're like okay. There's like
[01:30:17.040 --> 01:30:19.200]   That's how I go if I use the defaults
[01:30:19.200 --> 01:30:24.600]   Okay, how do I make it better, and then I'd be like digging into the code and saying like okay?
[01:30:24.600 --> 01:30:29.880]   What would Jeremy actually do here? This is actually what I want you know and and and people around it
[01:30:29.880 --> 01:30:33.100]   So one of the nice things about the neural net approach
[01:30:33.100 --> 01:30:36.720]   Is that you know as you net mentioned?
[01:30:36.720 --> 01:30:39.380]   We can have different numbers of
[01:30:39.380 --> 01:30:41.640]   embeddings
[01:30:41.640 --> 01:30:45.400]   We can choose how many hidden and we can also choose
[01:30:46.280 --> 01:30:48.400]   dropout right so
[01:30:48.400 --> 01:30:55.560]   So what we're actually doing is we haven't just got really you that we're also going like okay. Let's
[01:30:55.560 --> 01:31:03.820]   Let's delete a few things at random
[01:31:03.820 --> 01:31:09.280]   All right, that's dropout. That's when this case. We were deleting
[01:31:09.280 --> 01:31:12.880]   after the first linear layer
[01:31:14.240 --> 01:31:19.960]   75% of them all right and then after the second linear 75% of them so we can add a whole lot of regularization
[01:31:19.960 --> 01:31:25.080]   Yeah, so you know this it kind of feels like the this this embedding net
[01:31:25.080 --> 01:31:32.360]   You know you could you could change this again. We could like have it so that we can pass into the constructor
[01:31:32.360 --> 01:31:40.840]   Well if we wanted to make it look as much as possible like what we had before we could surpass in peace
[01:31:41.640 --> 01:31:44.680]   P's equals 0.75
[01:31:44.680 --> 01:31:47.160]   comma 0.75
[01:31:47.160 --> 01:31:50.700]   I'm not sure this is the best API, but it's not terrible
[01:31:50.700 --> 01:31:57.280]   Probably what since we've only got exactly two layers. We could say P1 equals 0.75
[01:31:57.280 --> 01:32:04.840]   P2 equals 0.75
[01:32:04.840 --> 01:32:07.600]   and
[01:32:07.600 --> 01:32:09.600]   So then this will be
[01:32:09.840 --> 01:32:14.440]   P1 this will be
[01:32:14.440 --> 01:32:21.200]   P2 you know where we go and like if you wanted to go further
[01:32:21.200 --> 01:32:25.240]   You could make it look more like our
[01:32:25.240 --> 01:32:31.800]   Structured data learner you could actually have a thing this number of hidden
[01:32:31.800 --> 01:32:38.360]   You know maybe you could make a list and so then rather than creating exactly one
[01:32:38.800 --> 01:32:43.440]   Hidden layer and one output layer. This could be a little loop that creates and
[01:32:43.440 --> 01:32:49.120]   Hidden layers each one of the size you want so like this is all stuff you can play with during the during the week
[01:32:49.120 --> 01:32:55.620]   If you want to and I feel like if you've got like a much smaller collaborative filtering data set
[01:32:55.620 --> 01:33:00.560]   You know maybe you'd need like more regularization or whatever. It's a much bigger one
[01:33:00.560 --> 01:33:05.740]   Maybe more layers would help. I don't know you know I haven't seen
[01:33:07.200 --> 01:33:10.880]   Much discussion of this kind of neural network approach to collaborative filtering
[01:33:10.880 --> 01:33:16.640]   But I'm not a collaborative filtering expert, so maybe it's maybe it's around, but that'd be interesting thing to try
[01:33:16.640 --> 01:33:26.120]   So the next thing I wanted to do was to talk about
[01:33:26.120 --> 01:33:32.680]   The training loop, so what's actually happening inside the training loop?
[01:33:34.120 --> 01:33:37.600]   So at the moment we're basically passing off
[01:33:37.600 --> 01:33:43.840]   The actual updating of the weights to pie torches optimizer
[01:33:43.840 --> 01:33:47.640]   But what I want to do is like understand
[01:33:47.640 --> 01:33:55.920]   What that optimizer is is actually doing and we're also I also want to understand what this momentum term is doing
[01:33:55.920 --> 01:33:59.520]   so you'll find we have a
[01:34:01.400 --> 01:34:04.560]   spreadsheet called grad desk gradient descent
[01:34:04.560 --> 01:34:09.620]   And it's kind of designed to be read left to write sorry right to left worksheet wise
[01:34:09.620 --> 01:34:12.560]   so the rightmost worksheet
[01:34:12.560 --> 01:34:21.440]   Is some data right and we're going to implement gradient descent in Excel because obviously everybody wants to do deep learning in Excel and we've done
[01:34:21.440 --> 01:34:23.920]   Collaborative filtering in Excel we've done
[01:34:24.080 --> 01:34:31.360]   Convolutions in Excel so now we need SGD in Excel so we can replace Python once and for all okay, so
[01:34:31.360 --> 01:34:35.440]   Let's start by creating some data right and so here's
[01:34:35.440 --> 01:34:38.560]   you know here's some
[01:34:38.560 --> 01:34:44.720]   Independent you know I've got one column of X's you know and one column
[01:34:44.720 --> 01:34:50.800]   Of wise and these are actually directly linearly related, so this is this is random
[01:34:51.640 --> 01:34:54.860]   All right, and this one here is equal to X
[01:34:54.860 --> 01:34:57.720]   times 2
[01:34:57.720 --> 01:34:59.320]   plus
[01:34:59.320 --> 01:35:01.320]   30 okay, so
[01:35:01.320 --> 01:35:05.640]   Let's try and use Excel to take
[01:35:05.640 --> 01:35:09.520]   That data and try and learn
[01:35:09.520 --> 01:35:12.600]   those parameters
[01:35:12.600 --> 01:35:14.760]   Okay, that's going to be our goal
[01:35:17.440 --> 01:35:21.800]   So let's start with the most basic version of SGD
[01:35:21.800 --> 01:35:26.520]   And so the first thing I'm going to do is I'm going to run a macro so you can see what this looks like
[01:35:26.520 --> 01:35:33.680]   So I hit run, and it does five epochs. I do another five epochs to another five epochs
[01:35:33.680 --> 01:35:36.280]   Okay, so
[01:35:36.280 --> 01:35:40.880]   The first one was pretty terrible. It's hard to see so I just delete that first one get better scaling
[01:35:44.360 --> 01:35:52.360]   All right, so you can see actually it's pretty constantly improving the loss right. This is the loss per epoch
[01:35:52.360 --> 01:35:55.040]   All right, so how do we do that? So let's reset it
[01:35:55.040 --> 01:36:00.120]   So here is my
[01:36:00.120 --> 01:36:02.200]   X's and my Y's and
[01:36:02.200 --> 01:36:05.000]   What I do is I start out by assuming
[01:36:05.000 --> 01:36:12.880]   Some intercept and some slope right so this is my randomly initialized weights
[01:36:13.320 --> 01:36:16.120]   So I have randomly initialized them both to one
[01:36:16.120 --> 01:36:23.400]   You could pick a different random number if you like, but I promise that I randomly picked the number one
[01:36:23.400 --> 01:36:26.080]   Twice there you go
[01:36:26.080 --> 01:36:30.560]   It was a random number between one and one
[01:36:30.560 --> 01:36:38.600]   So here is my intercept and slope. I'm just going to copy them over here right so you can literally see this is just equal
[01:36:38.600 --> 01:36:39.800]   C1
[01:36:39.800 --> 01:36:47.640]   Here is equals C2. Okay, so I'm going to start with my very first row of data x equals 40 and y equals 58
[01:36:47.640 --> 01:36:50.440]   And my goal is to come up
[01:36:50.440 --> 01:36:56.640]   After I look at this piece of data. I want to come up with a slightly better intercept and a slightly better slope
[01:36:56.640 --> 01:36:58.840]   Okay
[01:36:58.840 --> 01:37:04.160]   So to do that I need to first of all basically figure out
[01:37:04.920 --> 01:37:11.360]   Which direction is is down in other words if I make my intercept a little bit higher
[01:37:11.360 --> 01:37:16.200]   Or a little bit lower would it make my error a little bit better or a little bit worse?
[01:37:16.200 --> 01:37:22.400]   So let's start out by calculating the error so to calculate the error the first thing we need is a prediction
[01:37:22.400 --> 01:37:26.660]   So the prediction is equal to the intercept
[01:37:26.660 --> 01:37:31.080]   Plus x times slope right so that is our
[01:37:32.520 --> 01:37:35.560]   Zero hidden layer neural network, okay?
[01:37:35.560 --> 01:37:41.840]   And so here is our error. It's equal to our prediction minus our actual square
[01:37:41.840 --> 01:37:48.240]   So we could like play around with this. I don't want my error to be 1849. I'd like it to be lower
[01:37:48.240 --> 01:37:50.360]   So what if we set the intercept to?
[01:37:50.360 --> 01:37:53.040]   1.1
[01:37:53.040 --> 01:37:57.360]   1849 goes to 1840 okay, so a higher intercept would be better
[01:37:57.360 --> 01:38:00.920]   Okay, what about the slope if I increase that?
[01:38:01.720 --> 01:38:03.720]   It goes from 1849
[01:38:03.720 --> 01:38:07.520]   To 1730 okay a higher slope would be better as well
[01:38:07.520 --> 01:38:10.120]   Not surprising because we know
[01:38:10.120 --> 01:38:12.460]   Actually that there should be 30 and 2
[01:38:12.460 --> 01:38:16.120]   So one way to
[01:38:16.120 --> 01:38:18.480]   Figure that out
[01:38:18.480 --> 01:38:22.200]   You know encode in the spreadsheet is to do literally what I just did
[01:38:22.200 --> 01:38:25.520]   It's to add a little bit to the intercept and the slope and see what happens
[01:38:25.520 --> 01:38:31.440]   And that's called finding the derivative through finite differencing right and so let's go ahead and do that
[01:38:31.920 --> 01:38:38.400]   So here is the value of my error if I add 0.01
[01:38:38.400 --> 01:38:40.480]   to
[01:38:40.480 --> 01:38:46.680]   My intercept right so it's c4 plus open o1 and then I just put that into my linear function
[01:38:46.680 --> 01:38:54.620]   And then I subtract my actual all squared right and so that causes my error to go down a bit. That's are increasing
[01:38:54.620 --> 01:38:57.240]   my
[01:38:58.000 --> 01:39:03.900]   Which one is that increasing c4 increasing the intercept a little bit has caused my error to go down
[01:39:03.900 --> 01:39:10.100]   So what's the derivative well the derivative is equal to how much the dependent variable changed by?
[01:39:10.100 --> 01:39:16.040]   Divided by how much the independent variable changed by right and so there it is right our
[01:39:16.040 --> 01:39:18.600]   Dependent variable changed by that minus that
[01:39:18.600 --> 01:39:22.080]   Right and our independent variable we changed by 0.01
[01:39:22.080 --> 01:39:25.200]   So there is the estimated value of
[01:39:26.080 --> 01:39:28.080]   the error DB
[01:39:28.080 --> 01:39:31.200]   All right, so remember when people talking about derivatives
[01:39:31.200 --> 01:39:35.120]   This is this is all they're doing is they're saying what's this value?
[01:39:35.120 --> 01:39:42.720]   But as we make this number smaller and smaller and smaller and smaller as it as it limits to zero
[01:39:42.720 --> 01:39:49.360]   I'm not smart enough to think in terms of like derivatives and integrals and stuff like that so whatever I think about this
[01:39:49.360 --> 01:39:55.960]   I always think about you know an actual like plus point oh one divided by point oh one because like I just find that
[01:39:55.960 --> 01:40:02.880]   Easier just like I never think about probability density functions. I always think about actual probabilities about toss a coin
[01:40:02.880 --> 01:40:05.480]   Something happens three times
[01:40:05.480 --> 01:40:11.240]   So I always think like remember. It's it's totally fair to do this because a computer is
[01:40:11.240 --> 01:40:17.880]   Discrete it's not continuous like a computer can't do anything infinitely small anyway, right?
[01:40:17.880 --> 01:40:25.520]   So it's actually got to be calculating things at some level of precision right and our brains kind of need that as well
[01:40:25.920 --> 01:40:32.000]   So this is like my version of Jeffrey Hinton's like to visualize things in more than two dimensions
[01:40:32.000 --> 01:40:35.860]   You just like say twelve dimensions really quickly while visualizing it in two dimensions
[01:40:35.860 --> 01:40:41.920]   This is my equivalent you know to think about derivatives. Just think about division
[01:40:41.920 --> 01:40:46.120]   And like although all the mathematicians say no you can't do that
[01:40:46.120 --> 01:40:52.960]   You actually can like if you think of dx dy is being literally you know changing x over changing y like
[01:40:54.200 --> 01:40:59.080]   The division actually like the calculations still work like all the time, so
[01:40:59.080 --> 01:41:03.480]   Okay, so let's do the same thing now with changing
[01:41:03.480 --> 01:41:06.160]   my slope by a little bit
[01:41:06.160 --> 01:41:10.560]   And so here's the same thing right and so you can see both of these are negative
[01:41:10.560 --> 01:41:19.720]   Okay, so that's saying if I increase my intercept my loss goes down if I increase my slope my loss goes down
[01:41:20.200 --> 01:41:24.180]   Right and so my derivative of my error
[01:41:24.180 --> 01:41:32.280]   with respect to my slope is is actually pretty high and that's not surprising because
[01:41:32.280 --> 01:41:35.400]   It's actually
[01:41:35.400 --> 01:41:40.000]   You know the constant term is just being added whereas the slope is being multiplied by 40
[01:41:40.000 --> 01:41:45.520]   Okay now
[01:41:46.800 --> 01:41:51.920]   Finite differencing is all very well and good, but it's a big problem with finite differencing in
[01:41:51.920 --> 01:41:56.700]   High dimensional spaces and the problem is this right and this is like
[01:41:56.700 --> 01:42:00.760]   You don't need to learn
[01:42:00.760 --> 01:42:07.580]   How to calculate derivatives or integrals, but you need to learn how to think about them spatially right and so remember
[01:42:07.580 --> 01:42:10.160]   We have some
[01:42:10.160 --> 01:42:15.200]   Vector very high dimensional vector. It's got like a million items in it right
[01:42:16.560 --> 01:42:18.560]   And it's going through
[01:42:18.560 --> 01:42:28.700]   Some weight matrix right of size like 1 million by size a hundred thousand or whatever and it's spitting out something of size 100,000
[01:42:28.700 --> 01:42:30.560]   and
[01:42:30.560 --> 01:42:38.820]   So you need to realize like there isn't like a gradient here, but it's like for every one of these things in this vector
[01:42:38.820 --> 01:42:43.160]   Right, there's a gradient in every direction
[01:42:43.760 --> 01:42:46.360]   You know in every part of the output
[01:42:46.360 --> 01:42:49.040]   All right, so it actually has
[01:42:49.040 --> 01:42:53.100]   Not a single gradient number not even a gradient
[01:42:53.100 --> 01:42:56.860]   Vector but a gradient matrix
[01:42:56.860 --> 01:43:00.220]   right and so this
[01:43:00.220 --> 01:43:03.880]   This is a lot to calculate right
[01:43:03.880 --> 01:43:08.920]   I would literally have to like add a little bit to this and see what happens to all of these
[01:43:08.920 --> 01:43:13.360]   Add a little bit to this see what happens to all of these right to fill in
[01:43:13.800 --> 01:43:17.660]   one column of this at a time, so that's going to be
[01:43:17.660 --> 01:43:24.720]   Horrendously slow like that that so that's why like if you're ever thinking like oh we can just do this with finite differencing
[01:43:24.720 --> 01:43:30.560]   Just remember like okay. We're dealing in the with these very high dimensional vectors where
[01:43:30.560 --> 01:43:33.880]   You know this this kind of
[01:43:33.880 --> 01:43:39.760]   Matrix calculus like all the concepts are identical
[01:43:39.760 --> 01:43:45.760]   But when you actually draw it out like this you suddenly realize like okay for each number I could change
[01:43:45.760 --> 01:43:52.040]   There's a whole bunch of numbers that impacts and I have this whole matrix of things to compute right and so
[01:43:52.040 --> 01:43:58.080]   Your gradient calculations can take up a lot of memory, and they can take up a lot of time
[01:43:58.080 --> 01:44:01.080]   So we want to find some way to do this
[01:44:01.080 --> 01:44:03.640]   more quickly
[01:44:03.640 --> 01:44:07.720]   And it's definitely well worth like spending time
[01:44:08.480 --> 01:44:11.360]   kind of studying these ideas of like
[01:44:11.360 --> 01:44:17.860]   you know the idea of like the gradients like look up things like Jacobian and
[01:44:17.860 --> 01:44:22.800]   Hessian
[01:44:22.800 --> 01:44:26.480]   They're the things that you want to search for to start
[01:44:26.480 --> 01:44:33.360]   unfortunately people normally write about them with you know lots of Greek letters and
[01:44:34.000 --> 01:44:38.200]   Blah blah blahs right, but there are some there are some nice
[01:44:38.200 --> 01:44:44.760]   You know intuitive explanations out there, and hopefully you can share them on the forum if you find them because this is stuff
[01:44:44.760 --> 01:44:46.760]   You really need to
[01:44:46.760 --> 01:44:49.120]   Really need to understand in here
[01:44:49.120 --> 01:44:52.400]   You know because
[01:44:52.400 --> 01:44:58.160]   You're trying to train something and it's not working properly and like later on we'll learn how to like look inside
[01:44:58.160 --> 01:45:02.560]   Pytorch to like actually get the values of the gradients, and you need to know like okay
[01:45:02.560 --> 01:45:05.640]   Well, how would I like plot the gradients you know?
[01:45:05.640 --> 01:45:11.040]   What would I consider unusual like you know these are the things that turn you into a really awesome?
[01:45:11.040 --> 01:45:15.760]   deep learning practitioner is when you can like debug your problems by like
[01:45:15.760 --> 01:45:22.340]   Grabbing the gradients and doing histograms of them and like knowing you know that you could like plot that all each layer my
[01:45:22.340 --> 01:45:26.160]   Average gradients getting worse or you know bigger or you know whatever
[01:45:26.160 --> 01:45:30.980]   Okay, so the trick to doing this more quickly is to do it
[01:45:31.960 --> 01:45:33.200]   analytically
[01:45:33.200 --> 01:45:41.440]   Rather than through finite differencing and so analytically is basically there is a list you probably all learned it at high school
[01:45:41.440 --> 01:45:44.360]   There is a literally a list of rules that for every
[01:45:44.360 --> 01:45:50.400]   Mathematical function there's a like this is the derivative of that function right so
[01:45:50.400 --> 01:45:53.640]   You probably remember a few of them
[01:45:53.640 --> 01:45:56.680]   for example
[01:45:56.680 --> 01:45:59.200]   X squared
[01:45:59.480 --> 01:46:03.840]   To X right and so we actually have here an X squared
[01:46:03.840 --> 01:46:06.400]   So here is our two times
[01:46:06.400 --> 01:46:08.760]   now the one that I actually want you
[01:46:08.760 --> 01:46:11.920]   to know is
[01:46:11.920 --> 01:46:17.040]   Not any of the individual rules, but I want you to know the chain rule
[01:46:17.040 --> 01:46:19.520]   right, which is
[01:46:19.520 --> 01:46:24.200]   You've got some function of some function of something
[01:46:24.200 --> 01:46:26.840]   Why is this important I?
[01:46:26.920 --> 01:46:31.320]   Don't know that's a linear layer. That's a rally you right and
[01:46:31.320 --> 01:46:35.520]   Then we can kind of keep going backwards, right?
[01:46:35.520 --> 01:46:40.080]   Etc right a neural net is
[01:46:40.080 --> 01:46:45.720]   Just a function of a function of a function of a function where the innermost is you know it's basically linear
[01:46:45.720 --> 01:46:47.840]   rally you
[01:46:47.840 --> 01:46:49.080]   linear
[01:46:49.080 --> 01:46:51.080]   rally you
[01:46:52.080 --> 01:46:54.540]   dot dot dot dot linear
[01:46:54.540 --> 01:46:58.360]   sigmoid or soft mass
[01:46:58.360 --> 01:47:05.680]   All right, and so it's a function of a function of a function and so therefore to calculate the derivative of
[01:47:05.680 --> 01:47:08.520]   the weights in your model
[01:47:08.520 --> 01:47:12.440]   The loss of your model with respect to the weights of your model
[01:47:12.440 --> 01:47:14.440]   You're going to need to use the chain rule and
[01:47:14.440 --> 01:47:19.360]   Specifically whatever layer it is that you're up to like I want to calculate the derivative here
[01:47:19.360 --> 01:47:21.760]   I'm going to need to use all of these
[01:47:21.760 --> 01:47:25.680]   All of these ones because that's all that's that's the function that's being applied
[01:47:25.680 --> 01:47:30.760]   right and that's why they call this back propagation because the value of the derivative of
[01:47:30.760 --> 01:47:33.920]   that is
[01:47:33.920 --> 01:47:35.800]   equal to
[01:47:35.800 --> 01:47:37.800]   that derivative
[01:47:37.800 --> 01:47:41.520]   Now basically you can do it like this you can say let's call you
[01:47:41.520 --> 01:47:47.960]   Is this right let's call that you right then it's simply equal to
[01:47:48.520 --> 01:47:50.520]   the
[01:47:50.520 --> 01:47:52.320]   derivative of that
[01:47:52.320 --> 01:47:54.320]   times
[01:47:54.320 --> 01:47:58.040]   Derivative of that right you just multiply them together and
[01:47:58.040 --> 01:48:04.840]   So that's what back propagation is like it's not that back propagation is a new thing for you to learn
[01:48:04.840 --> 01:48:07.120]   It's not a new
[01:48:07.120 --> 01:48:09.240]   algorithm it is literally
[01:48:09.240 --> 01:48:12.600]   Take the derivative of every one of your layers and
[01:48:13.480 --> 01:48:21.920]   multiply them all together so like it doesn't deserve a new name right apply the chain rule to my layers
[01:48:21.920 --> 01:48:29.520]   Does not deserve a new lane, but it gets one because us neural networks folk really need to seem as clever as possible
[01:48:29.520 --> 01:48:34.920]   It's really important that everybody else thinks that we are way outside of their capabilities
[01:48:34.920 --> 01:48:40.440]   Right so the fact that you're here means that we failed because you guys somehow think that you're capable
[01:48:40.920 --> 01:48:46.640]   Right so remember. It's really important when you talk to other people that you say back propagation and
[01:48:46.640 --> 01:48:51.360]   Rectified linear unit rather than like multiply the layers
[01:48:51.360 --> 01:48:59.480]   Gradients or replace negatives with zeros, okay, so so here we go so here is so I've just gone ahead and
[01:48:59.480 --> 01:49:05.800]   Grabbed the derivative unfortunately there is no automatic differentiation in Excel yet
[01:49:05.920 --> 01:49:12.120]   So I did the alternative which is to paste the formula into Wolfram Alpha and got back the derivatives
[01:49:12.120 --> 01:49:14.640]   So there's the first derivative, and there's the second derivative
[01:49:14.640 --> 01:49:18.240]   Analytically we only have one layer in this
[01:49:18.240 --> 01:49:22.880]   Infinite tiny small neural network, so we don't have to worry about the chain rule
[01:49:22.880 --> 01:49:29.280]   and we should see that this analytical derivative is pretty close to our estimated derivative from the finite differencing and
[01:49:29.920 --> 01:49:36.440]   Indeed it is right and we should see that these ones are pretty similar as well, and indeed they are right
[01:49:36.440 --> 01:49:38.680]   and if you're you know back when I
[01:49:38.680 --> 01:49:42.560]   implemented my own neural nets 20 years ago I
[01:49:42.560 --> 01:49:45.600]   You know had to actually calculate the derivatives
[01:49:45.600 --> 01:49:50.800]   And so I always would write like had something that would check the derivatives using finite differencing
[01:49:50.800 --> 01:49:54.080]   And so for those poor people that do have to write these things by hand
[01:49:54.080 --> 01:49:58.280]   You'll still see that they have like a finite differencing checker
[01:49:58.280 --> 01:50:03.800]   So if you ever do have to implement a derivative by hand, please make sure that you
[01:50:03.800 --> 01:50:07.480]   Have a finite differencing checker so that you can test it
[01:50:07.480 --> 01:50:09.480]   All right
[01:50:09.480 --> 01:50:11.480]   So there's our derivatives
[01:50:11.480 --> 01:50:14.080]   So we know that if we increase
[01:50:14.080 --> 01:50:20.340]   B, then we're going to get a slightly better loss, so let's increase B by a bit
[01:50:20.340 --> 01:50:22.760]   How much should we increase it by?
[01:50:22.760 --> 01:50:25.880]   Well we'll increase it by some multiple of this and the multiple
[01:50:25.880 --> 01:50:30.360]   We're going to choose is called a learning rate, and so here's our learning rate. So here's 1e neck 4
[01:50:30.360 --> 01:50:33.520]   Okay, so our new value
[01:50:33.520 --> 01:50:37.960]   Is equal to whatever it was before
[01:50:37.960 --> 01:50:42.040]   Minus our
