
[00:00:00.000 --> 00:00:02.160]   (silence)
[00:53:17.180 --> 00:53:20.660]   I know annuities have changed in the last 10 years,
[00:53:20.660 --> 00:53:22.980]   but any thoughts on any of this?
[00:53:22.980 --> 00:53:28.820]   - Yeah, I'm gonna pass on long-term care insurance.
[00:53:28.820 --> 00:53:32.900]   That is just well beyond my field of expertise.
[00:53:32.900 --> 00:53:36.220]   My strategy for long-term care insurance
[00:53:36.220 --> 00:53:38.920]   is to acquire enough assets so that you don't need it.
[00:53:38.920 --> 00:53:42.180]   And I have to admit, I don't have a lot of advice
[00:53:42.180 --> 00:53:46.220]   to offer to the person who can't do that.
[00:53:46.220 --> 00:53:51.620]   And then your second question is annuities.
[00:53:51.620 --> 00:53:54.460]   I have nothing against fixed immediate annuities,
[00:53:54.460 --> 00:53:57.540]   the simplest, cheapest possible product, a SPIA,
[00:53:57.540 --> 00:54:01.020]   a single premium immediate annuity is a fine product
[00:54:01.020 --> 00:54:04.420]   with one caveat, which is don't even think about buying one
[00:54:04.420 --> 00:54:06.780]   until you've figured out how you're going to
[00:54:06.780 --> 00:54:10.420]   delay social security until 70,
[00:54:10.420 --> 00:54:12.900]   because that is effectively the cheapest annuity
[00:54:12.900 --> 00:54:15.020]   and the best annuity that money can buy.
[00:54:15.020 --> 00:54:20.020]   - Yeah, so rather than maximum social security,
[00:54:20.020 --> 00:54:22.980]   well, full social security is 66 years and four months,
[00:54:22.980 --> 00:54:24.380]   right?
[00:54:24.380 --> 00:54:25.500]   - It depends upon your age, yeah.
[00:54:25.500 --> 00:54:27.660]   - Yeah, and so if you stay till 70,
[00:54:27.660 --> 00:54:31.860]   you get about 30% more, right, I believe so.
[00:54:31.860 --> 00:54:32.700]   - Per year.
[00:54:32.700 --> 00:54:34.940]   - Yeah, somebody at 66 and four months
[00:54:34.940 --> 00:54:37.780]   would get $3,000 a month, would get 4,000,
[00:54:37.780 --> 00:54:40.140]   they stay till 70, I think.
[00:54:40.140 --> 00:54:44.180]   - Yeah, in other words, if you take, you know,
[00:54:44.180 --> 00:54:47.460]   $100,000 to cover your residual living expenses
[00:54:47.460 --> 00:54:51.620]   between the time you're 66 and four months and age 70,
[00:54:51.620 --> 00:54:56.100]   okay, that is the same as buying an annuity
[00:54:56.100 --> 00:55:00.660]   that not only yields close to 8% or about 8%,
[00:55:00.660 --> 00:55:02.780]   but it's also an inflation protected annuity,
[00:55:02.780 --> 00:55:05.020]   which you can't buy for love or money now anywhere else.
[00:55:05.020 --> 00:55:07.700]   - Yeah, and of course, a lot depends on your guessing
[00:55:07.700 --> 00:55:08.620]   how long you're going to live.
[00:55:08.620 --> 00:55:11.820]   I mean, if you think you're going to die at 73,
[00:55:11.820 --> 00:55:13.780]   obviously getting-
[00:55:13.780 --> 00:55:17.420]   - And your spouse, in other words, it's a joint problem.
[00:55:17.420 --> 00:55:20.060]   So if you're convinced that both you and your spouse
[00:55:20.060 --> 00:55:21.940]   are going to be pushing up the daisies
[00:55:21.940 --> 00:55:24.900]   long before your time, then yes, don't buy, don't do that.
[00:55:24.900 --> 00:55:27.460]   But for 90% of people, it's a good choice.
[00:55:27.460 --> 00:55:28.620]   - We only have two or three minutes
[00:55:28.620 --> 00:55:30.260]   and I pledge to everyone, we get out on time,
[00:55:30.260 --> 00:55:31.980]   but let me just ask you about the debate
[00:55:31.980 --> 00:55:34.020]   about the 60/40 portfolio,
[00:55:34.020 --> 00:55:36.540]   which never made a lot of sense to me particularly,
[00:55:36.540 --> 00:55:38.180]   and seems to be under assault
[00:55:38.180 --> 00:55:41.380]   for the obvious reason we're all living a lot longer
[00:55:41.380 --> 00:55:42.500]   and bonds aren't returning much.
[00:55:42.500 --> 00:55:44.100]   But can you give us two minutes
[00:55:44.100 --> 00:55:47.660]   on that whole debate, the 60/40 portfolio?
[00:55:47.660 --> 00:55:49.660]   Is that even useful to discuss anymore?
[00:55:49.660 --> 00:55:52.540]   - It's still a thing.
[00:55:52.540 --> 00:55:53.380]   I have nothing wrong.
[00:55:53.380 --> 00:55:55.380]   I have no problem with a 60/40 portfolio.
[00:55:55.380 --> 00:55:58.940]   I mean, it really depends
[00:55:58.940 --> 00:56:00.780]   upon your own personal circumstances,
[00:56:00.780 --> 00:56:03.180]   in particular your burn rate, okay?
[00:56:03.180 --> 00:56:05.140]   If you're 60, if you're retiring at age 60
[00:56:05.140 --> 00:56:08.620]   and you've got a 5% burn rate,
[00:56:08.620 --> 00:56:12.140]   a 60/40 portfolio may very well put you in a bad place
[00:56:12.140 --> 00:56:14.700]   if you have a bad initial sequence.
[00:56:14.700 --> 00:56:16.740]   On the other hand, if your burn rate is two or 3%,
[00:56:16.740 --> 00:56:19.980]   it almost doesn't matter what your asset allocation is
[00:56:19.980 --> 00:56:21.180]   as long as you have at least
[00:56:21.180 --> 00:56:22.900]   a reasonable amount of money in stocks.
[00:56:22.900 --> 00:56:24.580]   - Yeah, okay.
[00:56:24.580 --> 00:56:26.460]   - But I mean, one thing I might add
[00:56:26.460 --> 00:56:28.260]   is that you hear this every five years,
[00:56:28.260 --> 00:56:30.420]   the 60/40 portfolio is dead.
[00:56:30.420 --> 00:56:32.580]   And I've heard that in one form or another
[00:56:32.580 --> 00:56:33.580]   for the past 30 years.
[00:56:33.580 --> 00:56:34.420]   It's wrong.
[00:56:34.420 --> 00:56:36.380]   - Yeah, yeah, I agree.
[00:56:36.380 --> 00:56:38.500]   Folks, it is precisely two o'clock.
[00:56:38.500 --> 00:56:41.180]   This has been wonderful, stimulating.
[00:56:41.180 --> 00:56:42.980]   It's a great honor to be with the Bogleheads.
[00:56:42.980 --> 00:56:45.420]   I hope to be back with you again.
[00:56:45.420 --> 00:56:50.420]   And Bill, thank you so much for joining us.
[00:56:50.420 --> 00:56:53.860]   I've been a great admirer of your work for many, many years.
[00:56:53.860 --> 00:56:55.340]   Rick Ferry is back with us.
[00:56:55.340 --> 00:56:56.860]   And Rick, I'm an admirer of your work too.
[00:56:56.860 --> 00:57:01.620]   And I really would like, I would get on the air
[00:57:02.460 --> 00:57:04.980]   a Boglehead three portfolio.
[00:57:04.980 --> 00:57:06.220]   And I'd like to talk to you about it
[00:57:06.220 --> 00:57:07.900]   versus a wider portfolio.
[00:57:07.900 --> 00:57:09.580]   'Cause I think that's a useful way
[00:57:09.580 --> 00:57:12.620]   of educating people more about the value of it.
[00:57:12.620 --> 00:57:14.220]   Part of the problem is,
[00:57:14.220 --> 00:57:17.100]   and I think this goes to Bill's point about neuropsychology,
[00:57:17.100 --> 00:57:19.940]   is people think if I have 20 funds
[00:57:19.940 --> 00:57:22.100]   that this activates my brain,
[00:57:22.100 --> 00:57:24.260]   plus the dopamine, more than three funds.
[00:57:24.260 --> 00:57:26.140]   So it's, I think Bill's right.
[00:57:26.140 --> 00:57:27.620]   There's nothing wrong with 20 funds,
[00:57:27.620 --> 00:57:28.660]   but do you really need it?
[00:57:28.660 --> 00:57:29.500]   Well, I don't know,
[00:57:29.500 --> 00:57:30.900]   but I feel more like I'm more important
[00:57:30.900 --> 00:57:32.900]   or I'm activating my brain cells more
[00:57:32.900 --> 00:57:34.780]   if I have 20 funds instead of three funds.
[00:57:34.780 --> 00:57:36.300]   And if we can show them,
[00:57:36.300 --> 00:57:39.780]   here's your 20 funds since 1999.
[00:57:39.780 --> 00:57:42.580]   And here's your three funds since 1999.
[00:57:42.580 --> 00:57:44.940]   I think that would go a long way towards telling people,
[00:57:44.940 --> 00:57:46.220]   all right, calm down.
[00:57:46.220 --> 00:57:48.380]   You don't need, you really don't need 20 funds.
[00:57:48.380 --> 00:57:49.380]   So maybe you have-
[00:57:49.380 --> 00:57:51.180]   - Yeah, what you're talking with,
[00:57:51.180 --> 00:57:52.820]   a psychologist would call that,
[00:57:52.820 --> 00:57:55.500]   call 20 fund portfolio illusion of control.
[00:57:55.500 --> 00:57:57.180]   - Ah, thank you.
[00:57:57.180 --> 00:57:59.780]   Okay, maybe we can collaborate and do something on that.
[00:57:59.780 --> 00:58:00.620]   - Well, thank you.
[00:58:00.620 --> 00:58:03.860]   And simplicity is the greatest genius, correct?
[00:58:03.860 --> 00:58:07.220]   Take something that's complicated and make it simple.
[00:58:07.220 --> 00:58:09.220]   And that's a greater genius
[00:58:09.220 --> 00:58:11.620]   than having 20 funds in a portfolio.
[00:58:11.620 --> 00:58:13.620]   But thank you, Bob and Bill.
[00:58:13.620 --> 00:58:15.340]   I mean, that was a fascinating discussion.
[00:58:15.340 --> 00:58:17.780]   I mean, everybody agrees that was listening to Guhaan
[00:58:17.780 --> 00:58:19.060]   for a couple more hours.
[00:58:19.060 --> 00:58:22.060]   So really appreciate both of you being on today,
[00:58:22.060 --> 00:58:23.500]   a wonderful discussion.
[00:58:23.500 --> 00:58:25.780]   And we hope everyone who joined today
[00:58:25.780 --> 00:58:27.700]   enjoyed this presentation.
[00:58:27.700 --> 00:58:31.580]   It was recorded and it will be available on bogleheads.com
[00:58:31.580 --> 00:58:34.900]   and on the boglecenter.net website.
[00:58:34.900 --> 00:58:38.140]   Our next Boglehead speaker event will be in May
[00:58:38.140 --> 00:58:40.700]   with a guest to be announced soon.
[00:58:40.700 --> 00:58:43.060]   So thanks for joining us and see you next time.
[00:58:43.060 --> 00:58:44.980]   And thanks, Jim, for hosting this.
[00:58:44.980 --> 00:58:45.900]   It went great.
[00:58:45.900 --> 00:58:46.900]   - Thank you.
[00:58:46.900 --> 00:58:56.900]   [BLANK_AUDIO]

