
[00:00:00.040 --> 00:00:09.800]  athi en
[01:48:32.120 --> 01:48:32.120]   and capitalism, the Rothschilds, the Wall Street, it's all controlled by the Jews. So, the Jews are part of the same global cabal.
[01:48:32.120 --> 01:48:32.120]   and capitalism, the Rothschilds, the Wall Street, it's all controlled by the Jews. So, the Jews are part of the same global cabal.
[01:48:32.120 --> 01:48:32.120]   and capitalism, the Rothschilds, the Wall Street, it's all controlled by the Jews. So, the Jews are part of the same global cabal.
[01:48:32.120 --> 01:48:32.120]   and capitalism, the Rothschilds, the Wall Street, it's all controlled by the Jews. So, the Jews are part of the same global cabal.
[01:48:32.160 --> 01:49:02.120]  , and capitalism, the Rothschilds, the Wall Street, it's all controlled by the Jews. So, the Jews are part of the same global cabal.
[01:49:02.120 --> 01:49:02.120]   and capitalism, the Rothschilds, the Wall Street, it's all controlled by the Jews. So, the Jews are part of the same global cabal.
[01:49:02.120 --> 01:49:02.120]   and capitalism, the Rothschilds, the Wall Street, it's all controlled by the Jews. So, the Jews are part of the same global cabal.
[01:49:02.140 --> 01:49:12.120]   with the most sophisticated, you know, the FBI and the CIA and all the agents.
[01:49:12.120 --> 01:49:12.120]   with the most sophisticated, you know, the FBI and the CIA and all the agents.
[01:49:12.120 --> 01:49:14.120]   with the most sophisticated, you know, the FBI and the CIA and all the agents. They invade a third-rate country,
[01:49:14.120 --> 01:49:14.160]   They invade a third-rate country,
[01:49:14.160 --> 01:49:16.120]   They invade a third-rate country, a third-rate power, Iraq.
[01:49:16.120 --> 01:49:16.200]   a third-rate power, Iraq.
[01:49:16.200 --> 01:49:18.120]   a third-rate power, Iraq. With this idea, we'll take over Iraq
[01:49:18.120 --> 01:49:18.200]   With this idea, we'll take over Iraq
[01:49:18.200 --> 01:49:20.120]   With this idea, we'll take over Iraq and we'll control it,
[01:49:20.120 --> 01:49:20.200]   and we'll control it,
[01:49:20.200 --> 01:49:22.120]   and we'll control it, we'll make a new order in the Middle East.
[01:49:22.120 --> 01:49:22.200]   we'll make a new order in the Middle East.
[01:49:22.200 --> 01:49:24.120]   we'll make a new order in the Middle East. And everything falls apart.
[01:49:24.160 --> 01:49:48.200]  , And everything falls apart.
[01:49:48.200 --> 01:49:48.200]   , and everything falls apart.
[01:49:48.200 --> 01:49:50.200]   , and everything falls apart. Everything they hope to achieve,
[01:49:50.200 --> 01:49:50.240]   , and everything they hope to achieve,
[01:49:50.240 --> 01:49:52.240]   , and everything they hope to achieve, they achieve the opposite.
[01:49:52.240 --> 01:49:52.280]   they achieve the opposite.
[01:49:52.280 --> 01:49:52.280]   , and everything they hope to achieve, they achieve the opposite. America, United States, is humiliated.
[01:49:52.280 --> 01:49:52.360]   America, United States, is humiliated. They caused the rise of ISIS.
[01:49:52.360 --> 01:49:52.360]   America, United States, is humiliated. They caused the rise of ISIS. They wanted to take out terrorism. They created more terrorism.
[01:49:52.380 --> 01:49:54.400]   Now this is real history.
[01:49:54.400 --> 01:49:54.400]   Now this is real history.
[01:49:54.400 --> 01:49:56.400]   Now this is real history. Real history is when you have,
[01:49:56.400 --> 01:49:56.440]   Real history is when you have,
[01:49:56.440 --> 01:49:58.400]   Real history is when you have, not a small group of people,
[01:49:58.400 --> 01:49:58.440]   not a small group of people,
[01:49:58.440 --> 01:50:00.440]   not a small group of people, a lot of people, with a lot of power,
[01:50:00.440 --> 01:50:00.480]   a lot of people, with a lot of power,
[01:50:00.480 --> 01:50:02.440]   a lot of people, with a lot of power, carefully planning something,
[01:50:02.440 --> 01:50:02.480]   carefully planning something,
[01:50:02.480 --> 01:50:04.440]   carefully planning something, and it goes completely out of,
[01:50:04.440 --> 01:50:04.480]   and it goes completely out of, against their plan.
[01:50:04.480 --> 01:50:06.440]   against their plan. And this we know from personal experience.
[01:50:06.440 --> 01:50:06.480]   And this we know from personal experience.
[01:50:06.480 --> 01:50:08.440]   And this we know from personal experience. Like every time we try to plan something,
[01:50:08.440 --> 01:50:08.440]   Like every time we try to plan something, a birthday party, a surprise birthday party,
[01:50:08.460 --> 01:50:13.560]   A birthday party, a surprise birthday party,
[01:50:13.560 --> 01:50:16.520]   A birthday party, a surprise birthday party, a trip somewhere, things go wrong. This is reality.
[01:50:16.520 --> 01:50:16.560]   a trip somewhere, things go wrong. This is reality.
[01:50:16.560 --> 01:50:25.520]   a trip somewhere, things go wrong. This is reality. So the idea that a small group of, I don't know, the Jewish cabal, the free masons, whoever, they can really control and predict all the wars, this is nonsense.
[01:50:25.520 --> 01:50:25.560]   So the idea that a small group of, I don't know, the Jewish cabal, the free masons, whoever, they can really control and predict all the wars, this is nonsense.
[01:50:25.560 --> 01:50:29.520]   So the idea that a small group of, I don't know, the Jewish cabal, the free masons, whoever, they can really control and predict all the wars, this is nonsense. The second thing that is nonsense is to think they can do that and still remain secret.
[01:50:29.560 --> 01:50:51.600]  , The second thing that is nonsense is to think they can do that and still remain secret.
[01:50:51.600 --> 01:50:56.600]  , The second thing that is nonsense is to think they can do that and still remain secret. It sometimes happens in history that a small group of people accumulates a lot of power.
[01:50:56.600 --> 01:50:57.600]   It sometimes happens in history that a small group of people accumulates a lot of power. If I now tell you that Xi Jinping and the heads of the CCP, the Chinese Communist Party, they have a lot of power.
[01:50:57.600 --> 01:50:58.600]   It sometimes happens in history that a small group of people accumulates a lot of power. If I now tell you that Xi Jinping and the heads of the CCP, the Chinese Communist Party, they have a lot of power. They control the military, the media, the economy, the universities of China.
[01:50:58.640 --> 01:51:06.620]  38 '
[01:51:06.620 --> 01:51:10.460]   behind be,,,,
[01:51:26.560 --> 01:51:36.840]   parcel over
[01:51:36.840 --> 01:51:36.980]  .. find an, is,
[01:53:16.680 --> 01:53:16.680]   It's a question of intellectual integrity.
[01:53:16.680 --> 01:53:16.680]   It's a question of intellectual integrity.
[01:53:16.680 --> 01:53:16.680]   It's a question of intellectual integrity.
[01:53:16.680 --> 01:53:16.680]   It's a question of intellectual integrity.
[01:53:16.680 --> 01:53:16.680]   It's a question of intellectual integrity.
[01:53:16.680 --> 01:53:16.680]   It's a question of intellectual integrity.
[01:53:16.680 --> 01:53:16.680]   It's a question of intellectual integrity.
[01:53:16.680 --> 01:53:16.680]   It's a question of intellectual integrity.
[01:53:16.680 --> 01:53:16.780]   It's a question of intellectual integrity.
[01:53:16.780 --> 01:53:16.880]   It's a question of intellectual integrity.
[01:53:16.880 --> 01:53:16.980]   It's a question of intellectual integrity.
[01:53:16.980 --> 01:53:17.080]   It's a question of intellectual integrity.
[01:53:17.080 --> 01:53:17.180]   It's a question of intellectual integrity.
[01:53:17.180 --> 01:53:17.280]   It's a question of intellectual integrity.
[01:53:17.280 --> 01:53:17.380]   It's a question of intellectual integrity.
[01:53:17.380 --> 01:53:17.480]   It's a question of intellectual integrity.
[01:53:17.480 --> 01:53:17.580]   It's a question of intellectual integrity.
[01:53:17.580 --> 01:53:17.680]   It's a question of intellectual integrity.
[01:53:17.680 --> 01:53:17.780]   It's a question of intellectual integrity.
[01:53:17.780 --> 01:53:17.880]   It's a question of intellectual integrity.
[01:53:17.880 --> 01:53:17.980]   It's a question of intellectual integrity.
[01:53:18.020 --> 01:53:22.920]   It's a question of intellectual integrity.
[01:53:22.920 --> 01:53:40.220]   I think they represent an authentic and justified fear of a lot of people that they are losing control of their lives.
[01:53:40.220 --> 01:53:40.320]   They don't understand what is happening.
[01:53:40.320 --> 01:53:43.220]   And this, I think, is not just a legitimate fear.
[01:53:43.220 --> 01:53:44.920]   This is an important fear.
[01:53:44.920 --> 01:53:46.720]   They are right.
[01:53:46.720 --> 01:53:47.920]   We are losing control of our lives.
[01:53:47.940 --> 01:53:48.960]   We are losing control of our lives.
[01:53:48.960 --> 01:53:49.460]   We are losing control of our lives.
[01:53:49.460 --> 01:53:49.460]   We are losing control of our lives.
[01:53:49.460 --> 01:53:49.660]   We are losing control of our lives.
[01:53:49.660 --> 01:53:49.960]   We are losing control of our lives.
[01:53:49.960 --> 01:53:54.160]   We are facing really big dangers, but not from a small cabal of fellow humans.
[01:53:54.160 --> 01:53:54.160]   We are facing really big dangers, but not from a small cabal of fellow humans.
[01:53:54.160 --> 01:53:54.660]   We are facing really big dangers, but not from a small cabal of fellow humans.
[01:53:54.660 --> 01:53:54.860]   We are facing really big dangers, but not from a small cabal of fellow humans.
[01:53:54.860 --> 01:53:55.660]   We are facing really big dangers, but not from a small cabal of fellow humans.
[01:53:55.660 --> 01:53:55.760]   We are facing really big dangers, but not from a small cabal of fellow humans.
[01:53:55.760 --> 01:53:55.860]   We are facing really big dangers, but not from a small cabal of fellow humans.
[01:53:55.860 --> 01:54:04.860]   The problem with many of these conspiracy theories is that, yes, we have a problem with new AI technology.
[01:54:05.000 --> 01:54:21.800]  , but not with the new AI technology.
[01:54:21.800 --> 01:54:21.900]   , but not with the new AI technology.
[01:54:21.900 --> 01:54:22.000]   , but not with the new AI technology.
[01:54:22.000 --> 01:54:22.100]   , but not with the new AI technology.
[01:54:22.100 --> 01:54:22.200]   , but not with the new AI technology.
[01:54:22.200 --> 01:54:22.300]   , but not with the new AI technology.
[01:54:22.300 --> 01:54:22.400]   , but not with the new AI technology.
[01:54:22.400 --> 01:54:22.500]   , but not with the new AI technology.
[01:54:22.500 --> 01:54:22.600]   , but not with the new AI technology.
[01:54:22.600 --> 01:54:22.700]   , but not with the new AI technology.
[01:54:22.700 --> 01:54:22.800]   , but not with the new AI technology.
[01:54:22.800 --> 01:54:22.900]   , but not with the new AI technology.
[01:54:22.900 --> 01:54:23.000]   , but not with the new AI technology.
[01:54:23.000 --> 01:54:23.100]   , but not with the new AI technology.
[01:54:23.100 --> 01:54:23.200]   , but not with the new AI technology.
[01:54:23.200 --> 01:54:23.300]   , but not with the new AI technology.
[01:54:23.300 --> 01:54:23.300]   , but not with the new AI technology.
[01:54:23.300 --> 01:54:23.300]   , but not with the new AI technology.
[01:54:23.300 --> 01:54:23.400]   .
[01:54:23.400 --> 01:54:23.500]   .
[01:54:23.500 --> 01:54:23.700]   .
[01:54:23.700 --> 01:54:23.700]   . .
[01:54:23.700 --> 01:54:24.600]   . . .
[01:54:40.380 --> 01:54:50.280]  �
[01:54:50.280 --> 01:54:52.300]   a like stick
[01:54:52.300 --> 01:55:09.860]   Z M I the. ., the, the, the, the, the, the, the, the, they,GRin, teruging, environmental, homogeneous, Pasture, now, Selent,ош, going, conduct, house,ар, вел is a «S. I'm a – my – dolls – the – 50 – a – Par - – but – indirectly – at - – inside - – deal -ков –ere -ра - charger –網 – her - lle - мал – riding good - 하루 – provides knights - 승 - icon " Mo – هنا� was -Jin related at Long' word of-- attempts군 – stellAdam Màsent behind M cultivate the N siguientemad de кил small legal attracted the N especieince cuc 정도로 Moses read a地 Leh play a gest
[01:55:10.040 --> 01:55:20.280]  oth
[01:55:20.280 --> 01:55:23.440]   got in, separated,mo,展 Pro I I the from,
[01:55:23.440 --> 01:55:39.800]  ,,,,,,, " all the not the block thestarenses G03 eyebrow 실제로 Sung gab Razți work Superiorordnung
[01:55:39.840 --> 01:55:49.980]  -
[01:55:49.980 --> 01:55:51.220]   of, I, I,
[01:55:51.220 --> 01:56:08.580]   them. At the Zhou de 1reu diz con
[01:56:08.580 --> 01:56:08.740]   E buy she is in the g�U, and, and, and, and, and, and, and, and, and, and, and, I'm,� South gave me, còn "C, cr.estone.eminifer.igg Viv Gold Tousico...T. provide mil: like vegan contenenin. suff esTC slaves Jacqu 320- våra governedilen, it's exactly Audicing. however they're Es earned a
[01:56:08.760 --> 01:56:18.760]   raging, and hope that other people do their bit, and if everybody do their bit, we'll, we'll, we'll manage, and if, if we don't, we don't, but at least we try.
[01:56:18.760 --> 01:56:38.300]   You have been part of conspiracy theories. I find myself, uh, recently, uh, becoming part of conspiracy theories. Is there advice you can give of how to be a human being in this world that values truth and reason, uh, while watching yourself become part of conspiracy theories?
[01:56:38.340 --> 01:56:48.540]   Herz
[01:56:48.540 --> 01:57:06.240]   "', Ko�, connect,,,,,
[01:57:19.400 --> 01:57:30.540]   ", ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,
[01:57:30.540 --> 01:57:38.340]   Корi: I think ultimately you can't, we can't. I mean, it's like proving consciousness. You
[01:57:38.340 --> 01:57:38.340]   You can't prove that you're not part of such a conspiracy theory.
[01:57:38.340 --> 01:57:38.340]   You can't prove that you're not part of such a conspiracy theory. You
[01:57:38.340 --> 01:57:38.340]   You can't prove that you're not part of such a conspiracy theory. You
[01:57:38.340 --> 01:57:38.340]   You can't prove that you're not part of such a conspiracy theory. You
[01:57:38.340 --> 01:57:38.340]   You can't prove that you're not part of such a conspiracy theory. You can't prove that
[01:57:38.340 --> 01:57:38.340]   You can't prove that you're not part of such a conspiracy theory. You can't prove that
[01:57:38.380 --> 01:57:43.260]   B
[01:57:43.260 --> 01:57:49.200]   " haiga
[01:57:49.200 --> 01:58:05.360]   in the 드, but, ", ", over, join, I'm not in the least I is the
[01:58:05.680 --> 01:58:15.740]   rég
[01:58:15.740 --> 01:58:32.360]  , in the,
[01:58:33.980 --> 01:58:40.360]  yr
[01:58:40.360 --> 01:58:44.400]   le, of,
[01:59:28.180 --> 01:59:38.260]   The dangers of AI, the dangers of bioengineering, the dangers of climate change. And when you wake up in the morning, the question is, do you want to spend your day spreading hatred? Or do you want to spend your day spreading hatred?
[02:01:04.980 --> 02:01:34.000]  .
[02:01:34.040 --> 02:01:44.740]   اس
[02:01:44.740 --> 02:02:02.740]   cad sert I was
[02:02:03.900 --> 02:02:11.480]  tt have
[02:02:11.480 --> 02:02:14.180]   vis cell and
[02:02:14.180 --> 02:02:14.820]  只是
[02:03:03.900 --> 02:03:03.900]  ,
[02:03:03.900 --> 02:03:03.900]   and
[02:03:33.900 --> 02:03:33.920]  ,
[02:03:33.920 --> 02:03:33.920]   I
[02:03:33.920 --> 02:03:33.920]   I
[02:03:33.920 --> 02:03:33.920]   I
[02:03:33.920 --> 02:03:33.920]   I
[02:04:03.980 --> 02:04:15.300]   "
[02:04:15.300 --> 02:04:27.660]   Wolf Ho But,,, theились
[02:04:40.000 --> 02:04:41.200]   Images
[02:04:41.200 --> 02:04:42.200]   Songs
[02:04:42.200 --> 02:04:43.200]   Operas
[02:04:43.200 --> 02:04:44.200]   Theatre
[02:04:44.200 --> 02:04:49.200]   Everything we have encountered and shaped our minds was created by humans.
[02:04:49.200 --> 02:04:54.340]   Now increasingly we live in a world where more and more of these cultural artifacts
[02:04:54.340 --> 02:04:54.340]   will be coming from an alien intelligence.
[02:04:54.340 --> 02:04:54.340]   Now increasingly we live in a world where more and more of these cultural artifacts will be coming from an alien intelligence.
[02:04:54.340 --> 02:04:54.340]   Now increasingly we live in a world where more and more of these cultural artifacts will be coming from an alien intelligence.
[02:04:54.340 --> 02:04:54.340]   Now increasingly we live in a world where more and more of these cultural artifacts will be coming from an alien intelligence.
[02:04:54.340 --> 02:04:54.340]   Now increasingly we live in a world where more and more of these cultural artifacts will be coming from an alien intelligence.
[02:04:54.340 --> 02:04:54.340]   Now increasingly we live in a world where more and more of these cultural artifacts will be coming from an alien intelligence.
[02:04:54.340 --> 02:04:54.340]   Now increasingly we live in a world where more and more of these cultural artifacts will be coming from an alien intelligence.
[02:04:55.140 --> 02:05:23.540]  -,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , , , , , , , , , , , , , . .
[02:05:23.540 --> 02:05:23.540]   Very quickly we might reach a point when most of the stories, stories, images songs, tv shows whatever are created by an alien intelligence.
[02:05:23.540 --> 02:05:23.540]   If we now find ourselves inside this kind of world of illusions created by an alien intelligence that we don't understand but it understands us.
[02:05:23.540 --> 02:05:23.540]   If we now we find ourselves in this kind of illusions that we will be created by an alien intelligence that we don't understand us.
[02:05:23.540 --> 02:05:23.540]   Because we don't understand we don't understand we don't understand we can understand the science.
[02:05:24.080 --> 02:05:33.400]  未
[02:05:33.400 --> 02:05:35.120]   planted just,,,,
[02:05:35.120 --> 02:05:51.700]  戰 seeing the screen. It's, ',,,,,,,,。 THEY HS BS BS Tr described Soviets Austin�يف verso Seite of no記 buy decreasing ground, and, don,�, down, if, believe,這, ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, be every some could never register a
[02:05:51.700 --> 02:05:51.960]   para a I'm the but it's a
[02:05:51.960 --> 02:05:53.160]   внимание spectacular apparently way Miche the er Norma end a thankful where Jeżeli all decide the Sh astronaut either remainedthe quarson还有 the overhead our or Rand thing que Алекс cregs Ew fluorescent e
[02:05:53.180 --> 02:06:00.540]  IESZ and we're not almost able to it's opaque to us we're not able to see through how does that change the.
[02:06:00.540 --> 02:06:03.620]   The pursuit of happiness.
[02:06:03.620 --> 02:06:08.620]   The human pursuit of happiness life where do we get joy.
[02:06:08.620 --> 02:06:16.220]   If there were surrounded by at AI systems that are doing most of the cool things humans do much better than us.
[02:06:16.220 --> 02:06:22.740]   Some of the things it's okay to the AI is to do them many human tasks and jobs.
[02:06:22.740 --> 02:06:23.180]   SEEMING TO BE AVAILABLE TO US.
[02:06:23.180 --> 02:06:23.180]   SOME OF THE THINGS IT'S OKAY TO THE AI IS TO DO THEM MANY HUMAN TASKS AND JOBS. MANY HUMAN TASKS AND JOBS.
[02:06:23.180 --> 02:06:23.180]   SOME OF THE THINGS IT'S OKAY TO THE AI IS TO DO THEM MANY HUMAN TASKS AND JOBS.
[02:06:23.180 --> 02:06:23.180]   SOME OF THE THINGS IT'S OKAY TO THE AI IS TO DO THEM MANY HUMAN TASKS AND JOBS.
[02:06:23.220 --> 02:06:53.200]   to do the things it's okay to the AI is to do the them.
[02:06:53.200 --> 02:06:53.200]   SEEMING TO THE AI IS TO DO THEM MANY HUMAN TASKS AND JOBS.
[02:06:53.200 --> 02:06:53.200]   SEEMING TO THE AI IS TO DO THEM MANY HUMAN TASKS AND JOBS.
[02:06:53.200 --> 02:06:53.200]   SEEMING TO THE AI IS TO DO THEM MANY HUMAN TASKS AND JOBS.
[02:06:53.200 --> 02:06:53.200]   SEEMING TO THE AI IS TO DO THEM MANY HUMAN TASKS AND JOBS.
[02:06:53.200 --> 02:06:53.200]   SEEMING TO THE AI IS TO DO THEM MANY HUMAN TASKS AND JOBS.
[02:06:53.240 --> 02:07:03.620]   on
[02:07:03.620 --> 02:07:06.640]  , more not believe
[02:07:06.640 --> 02:07:20.980]   aired I am a way,,,,,,,on startledart continueote cả deputy pointasz so B G look the better mean the You are the G. The. And that. The. The. And, the. The. The. The. I. The. The. With. I.il, and, and, and, began, more, out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, tend, Gian
[02:07:20.980 --> 02:07:21.500]  怎麼了ota preserve your throat andter內 10 ă đang別 help dry wasn't就到 извест like u nervous participate in count the editor will lake
[02:07:21.520 --> 02:07:25.040]   and the deepest aspects of our nature of our potential.
[02:07:25.040 --> 02:07:35.980]   If we give a eye control of the fear of ideas at this stage, I think it's very, very dangerous because it doesn't understand us.
[02:07:35.980 --> 02:07:43.740]   A I at present is mostly digesting the product of human culture.
[02:07:43.740 --> 02:07:47.340]   Everything we've produced over thousands of years.
[02:07:47.340 --> 02:07:50.700]   All of these cultural.
[02:07:50.700 --> 02:07:51.300]   Products.
[02:07:51.400 --> 02:08:21.300]  ,
[02:08:21.300 --> 02:08:21.300]   digests it and starts producing its own new stuff. But we still haven't figured out ourselves in our bodies, our brains, our minds, our psychology. So an AI based on our flawed understanding of ourselves is a very dangerous thing. I think that we need first of all to keep developing ourselves.
[02:08:21.300 --> 02:08:21.300]   I think that we need first of all to keep developing ourselves.
[02:08:21.300 --> 02:08:21.300]   I think that we need first of all to keep developing ourselves.
[02:08:21.300 --> 02:08:21.300]   I think that we need first of all to keep developing ourselves.
[02:08:21.300 --> 02:08:21.300]   I think that we need first of all to keep developing ourselves.
[02:08:21.300 --> 02:08:51.300]   I think that we need first of all to keep developing ourselves.
[02:08:51.300 --> 02:08:51.300]   I think that we need first of all to keep developing ourselves.
[02:08:51.340 --> 02:09:00.560]   is
[02:09:00.560 --> 02:09:03.220]   chicken,,,,
[02:11:06.840 --> 02:11:17.180]   인 committee
[02:11:17.180 --> 02:11:35.660]   explained't, de. doubled, 3, 3, não, no, senza��, lived,
[02:11:35.660 --> 02:11:36.720]  , but, car, source, credit,otal, Wrong, kho, vaan, worried, provide, сразу, law,ican, BA,Mat,G,N,N, близ,N,N, 내 Gu,B,G,D.G.G.G.G.G.N.G.G.G. good,G. one,G. in the cover,e G zod burned, 'e, EA', geek's the coie, lack r Agre advise " 90, at the co Lang MO B's G seg en the co過去 don't which is the co be the co sehr視 over the co must happening ... grandmother's in the co exp 굪. I'm . displaced as腳 dough. I've say here is the co foot in learned a piano of the 오�
[02:11:36.840 --> 02:11:44.780]   Harari right anything right why I should have ice cream tonight and make it
[02:11:44.780 --> 02:11:47.900]   convince I don't know if I have anything convincing to sell or do you'll
[02:11:47.900 --> 02:11:51.740]   be surprised I think you'd be surprised it could be an evolutionary biology
[02:11:51.740 --> 02:11:58.580]   explanation for why I feel good for you yeah so I mean I mean that changes the
[02:11:58.580 --> 02:12:06.840]   nature of writing ultimately I think it goes back much of my writing is
[02:12:06.840 --> 02:12:36.860]   I think it goes back much of my writing is suspicious of itself I write stories about the danger of stories I write about intelligence but highlighting the dangers of intelligence ultimately I don't think that in terms of power human power comes from intelligence and from stories but I think that the deepest and best qualities of humans are not intelligence and not stories but I think that the deepest and best qualities of humans are not intelligence and not stories
[02:12:36.860 --> 02:12:36.860]   and not stories but I think that the deepest and best qualities of humans are not intelligence and not stories
[02:12:36.860 --> 02:12:36.860]   you and I think that the deepest and best qualities of humans are not intelligence and not stories but I think that the deepest and best qualities of humans are not intelligence and not stories
[02:12:36.880 --> 02:12:41.160]   retelling and not power again with all our power with all our
[02:12:41.160 --> 02:12:44.100]   retelling and not power again with all our power with all our cooperation with our intelligence we are on
[02:12:44.100 --> 02:12:44.100]   cooperation with our intelligence we are on
[02:12:44.100 --> 02:12:46.280]   cooperation with our intelligence we are on the verge of destroying ourselves and
[02:12:46.280 --> 02:12:46.300]   the verge of destroying ourselves and
[02:12:46.300 --> 02:12:51.200]   the verge of destroying ourselves and destroying much of the ecosystem our best
[02:12:51.200 --> 02:12:51.220]   destroying much of the ecosystem our best
[02:12:51.220 --> 02:12:54.580]   destroying much of the ecosystem our best qualities are not there our best qualities
[02:12:54.580 --> 02:12:57.340]   qualities are not there our best qualities are not there our best qualities are nonverbal again they come
[02:12:57.340 --> 02:12:57.360]   qualities are not there our best qualities are nonverbal again they come
[02:12:57.360 --> 02:12:59.540]   qualities are nonverbal again they come from things like compassion for
[02:12:59.540 --> 02:12:59.540]   from things like compassion for
[02:12:59.540 --> 02:13:02.540]   from things like compassion for introspection and introspection for my
[02:13:02.540 --> 02:13:02.560]   introspection and introspection for my
[02:13:02.560 --> 02:13:06.880]   experience is not verbal if you try to understand yourself with words
[02:13:06.920 --> 02:13:36.900]  , if you try to understand yourself with words you will never succeed there is a
[02:13:36.900 --> 02:13:36.900]   experience is not verbal if you try to understand yourself with words you will never succeed there is a
[02:13:36.900 --> 02:13:36.900]   place where you need the words but the deepest insights they don't come from words and you can't write about it that that's again it goes back to to Wittgenstein to Buddha to so many of these pages before that these are the things we are silent about yeah but eventually you have to projected as a writer you have to do the silent introspection but projected onto a page
[02:13:36.920 --> 02:14:06.920]   yes but you still have to warn people you will never find the deepest truth in a book you will never find it in words you can only find it in I think in direct experience which is nonverbal which is pre-verbal in the silence of your own mind yes somewhere in there yes well let me ask you a silly question then a ridiculously big question you have done a lot of deep thinking
[02:14:06.920 --> 02:14:06.920]   Yes but you still have to warn people you will never find the deepest truth in a book you will never find it in words you can only find it in I think in direct experience which is nonverbal which is pre-verbal in the silence of your own mind yes somewhere in there yes well let me ask you a silly question then a ridiculously big question you have done a lot of deep thinking
[02:14:06.960 --> 02:14:17.480]  ку
[02:14:17.480 --> 02:14:34.220]   in,這,
[02:15:31.460 --> 02:15:31.460]   the world.
[02:15:31.460 --> 02:15:31.460]   I was given this simple exercise to just observe my breath coming in and out of the nostrils, not controlling it, just observing it. And I couldn't do it for more than 10 seconds. I for 10 seconds would try to notice, oh, now the breath is coming in, coming in, it's coming in, it stopped coming in, and now it's going out, going out.
[02:15:31.460 --> 02:15:31.460]   It's coming in, it's coming in, it stopped coming in, and now it's going out, going out.
[02:15:31.460 --> 02:15:31.480]   It's coming in, it's coming in, it stopped coming in, and now it's going out, going out.
[02:15:31.480 --> 02:15:31.500]   It's coming in, it's coming in, it stopped coming in, and now it's going out, going out.
[02:15:31.500 --> 02:15:31.520]   It's coming in, it's coming in, it stopped coming in, and now it's going out, going out.
[02:15:31.580 --> 02:15:41.660]   "'
[02:15:41.660 --> 02:15:59.700]   hone Abdullahwriting� dig, and, and, program, per,�Does find. businessman. I can, either,ican,
[02:16:00.720 --> 02:16:07.400]   3
[02:16:07.400 --> 02:16:14.140]   12 un just as y
[02:16:14.140 --> 02:16:29.740]  , ,,,,,,,=� likelihood мной が bean talk a very think the right my's. The. The, the, the, the, and, the, the, and, the, the. The, the. The, the, the, the, the. The. It's the, De, te,ń, en, glaube,. thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, wasn't, didnt feels di, Kä recoverr. weaknessging belly brat reuse butits suspense� ketchup buy passku I'm
[02:16:29.900 --> 02:16:41.120]   still
[02:16:41.120 --> 02:16:58.620]   per� slate as, I. I, I, I, I, my, my,還有, trabajo,�,�,�,�,�,�, spl Verd que high ... I I I ... I ... S ... ...uerdo ... arise ... 새로운 ... good ... les ... these... at ... Edge... ♪♪... per ... oblig... thigh...elo... where is although the wasGG of the find the el ice Greg and the experience the 2001 don's the hashtag the Zug semi ech understood the그래 the hard the spacecraft the remarkably the Oliv and the приз the area of the schaffen the Might theる the Priw the幾 the grew the視 the change the does the céoman the row the eligible the'm the wasấu the перв the conjunction the добрy the� the won the contribute the나� the
[02:16:58.740 --> 02:17:26.960]   donner or
[02:17:28.680 --> 02:17:35.480]   be
[02:17:35.480 --> 02:17:39.300]   observe. I,
[02:17:39.300 --> 02:17:53.820]   resigned, why,,,,,,
[02:17:56.720 --> 02:18:19.060]   do you take notes? Do you start to concretize your thoughts on paper?
[02:18:19.060 --> 02:18:24.760]   I read a lot. I don't, I don't, usually I don't take notes. Then I start writing. And when I write, I read a lot.
[02:18:24.800 --> 02:18:27.580]   Сер
[02:18:27.580 --> 02:18:35.800]   make like,,,
[02:18:35.800 --> 02:18:50.400]   knights
[02:19:18.400 --> 02:19:18.400]   and
[02:19:18.400 --> 02:19:18.400]   the
[02:19:18.440 --> 02:19:29.380]  이었ύ Port P N We Z,,,,. ac
[02:19:29.380 --> 02:19:47.360]   200 ceramicARA domin Adventure realm de i care about the be. And, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, hell, his, 500, flick,ć, Agriculture, loved, 사람�;從, LCD,..?., 401,..,
[02:19:47.360 --> 02:19:48.420]   2:
[02:19:48.480 --> 02:19:58.720]  ,
[02:19:58.720 --> 02:20:02.920]   just, de play " but all well сч payments lining,,,,,,,, build the book theaj the лай the� the學 the
[02:20:02.920 --> 02:20:13.800]   I do a
[02:20:13.800 --> 02:20:15.700]   Let, Xiao,
[02:20:18.100 --> 02:20:21.700]   the
[02:20:21.700 --> 02:20:29.100]   deserve,,, can brow
[02:20:29.100 --> 02:20:32.780]   show I'm the則, the, the, the, the, a, a, a, a,� parameteroriented. Wil is not ased. I'm notau. I'm in the friends.I.週
[02:20:32.780 --> 02:20:34.000]   gained.
[02:20:34.000 --> 02:20:36.380]   spared these.
[02:20:36.380 --> 02:20:47.520]   .. H. is. myself.隻. huh. play our's. is let's�. f. rare. вещи.
