
[00:00:00.000 --> 00:00:07.280]   Hi, everyone.
[00:55:55.140 --> 00:55:59.820]   learning to pick out the syntactic dependencies,
[00:55:59.820 --> 00:56:03.780]   or maybe doing a global averaging of context.
[00:56:03.780 --> 00:56:05.420]   The question is quite nuanced, though,
[00:56:05.420 --> 00:56:07.780]   because in a deep network, it's unclear--
[00:56:07.780 --> 00:56:09.620]   and we should talk about this more offline--
[00:56:09.620 --> 00:56:12.580]   it's unclear if you look at a word 10 layers deep
[00:56:12.580 --> 00:56:14.900]   in a network what you're really looking at,
[00:56:14.900 --> 00:56:17.060]   because it's already incorporated context
[00:56:17.060 --> 00:56:20.140]   from everyone else, and it's a little bit unclear.
[00:56:20.140 --> 00:56:21.300]   Active area of research.
[00:56:21.300 --> 00:56:25.100]   But I think I should move on now to keep
[00:56:25.100 --> 00:56:26.780]   discussing transformers.
[00:56:26.780 --> 00:56:30.700]   But yeah, if you want to talk more about it, I'm happy to.
[00:56:30.700 --> 00:56:31.420]   OK.
[00:56:31.420 --> 00:56:34.580]   So another sort of hack that I'm going to toss in here--
[00:56:34.580 --> 00:56:36.300]   I mean, maybe they wouldn't call it hack,
[00:56:36.300 --> 00:56:39.620]   but it's a nice little method to improve things.
[00:56:39.620 --> 00:56:42.060]   It's called scaled dot product attention.
[00:56:42.060 --> 00:56:45.500]   So one of the issues with this sort of key query value
[00:56:45.500 --> 00:56:47.940]   self-attention is that when the model dimensionality becomes
[00:56:47.940 --> 00:56:51.700]   large, the dot products between vectors, even random vectors,
[00:56:51.700 --> 00:56:55.060]   tend to become large.
[00:56:55.060 --> 00:56:58.060]   And when that happens, the inputs to the softmax function
[00:56:58.060 --> 00:57:01.380]   can be very large, making the gradient small.
[00:57:01.380 --> 00:57:03.300]   So intuitively, if you have two random vectors
[00:57:03.300 --> 00:57:06.540]   and model dimensionality d, and you just dot product them
[00:57:06.540 --> 00:57:09.140]   together, as d grows, their dot product
[00:57:09.140 --> 00:57:11.540]   grows in expectation to be very large.
[00:57:11.540 --> 00:57:13.940]   And so you sort of want to start out
[00:57:13.940 --> 00:57:16.900]   with everyone's attention being very uniform, very flat,
[00:57:16.900 --> 00:57:18.780]   sort of look everywhere.
[00:57:18.780 --> 00:57:20.620]   But if some dot products are very large,
[00:57:20.620 --> 00:57:23.660]   then learning will be inhibited.
[00:57:23.660 --> 00:57:26.300]   And so what you end up doing is you just sort of--
[00:57:26.300 --> 00:57:29.700]   for each of your heads, you just sort of divide all the scores
[00:57:29.700 --> 00:57:31.380]   by this constant that's determined
[00:57:31.380 --> 00:57:33.060]   by the model dimensionality.
[00:57:33.060 --> 00:57:35.660]   So as the vectors grow very large,
[00:57:35.660 --> 00:57:40.500]   their dot products don't, at least at initialization time.
[00:57:40.500 --> 00:57:45.020]   So this is sort of like a nice little important,
[00:57:45.020 --> 00:57:46.020]   but maybe not--
[00:57:46.020 --> 00:57:52.260]   yeah, it's important to know.
[00:57:52.260 --> 00:57:55.500]   And so that's called scaled dot product attention.
[00:57:55.500 --> 00:57:58.340]   From here on out, we'll just assume that we do this.
[00:57:58.340 --> 00:57:59.540]   It's quite easy to implement.
[00:57:59.540 --> 00:58:05.060]   You just do a little division in all of your computations.
[00:58:05.060 --> 00:58:07.260]   OK, so now in the transformer decoder,
[00:58:07.260 --> 00:58:08.780]   we've got a couple of other things
[00:58:08.780 --> 00:58:12.660]   that I have unfaded out here.
[00:58:12.660 --> 00:58:15.220]   We have two big optimization tricks, or optimization
[00:58:15.220 --> 00:58:17.060]   methods, I should say, really, because these
[00:58:17.060 --> 00:58:20.100]   are quite important, that end up being very important.
[00:58:20.100 --> 00:58:22.940]   We've got residual connections and layer normalization.
[00:58:22.940 --> 00:58:26.980]   And in transformer diagrams that you see sort of around the web,
[00:58:26.980 --> 00:58:32.380]   they're often written together as this add and norm box.
[00:58:32.380 --> 00:58:34.540]   And in practice, in the transformer decoder,
[00:58:34.540 --> 00:58:38.620]   I'm going to apply mask multi-head attention
[00:58:38.620 --> 00:58:41.340]   and then do this sort of optimization add a norm.
[00:58:41.340 --> 00:58:43.340]   Then I'll do a feed forward application
[00:58:43.340 --> 00:58:44.660]   and then add a norm.
[00:58:44.660 --> 00:58:47.660]   So this is quite important.
[00:58:47.660 --> 00:58:51.820]   So let's go over these two individual components.
[00:58:51.820 --> 00:58:53.300]   The first is residual connections.
[00:58:53.300 --> 00:58:55.460]   I mean, I think we've talked about residual connections
[00:58:55.460 --> 00:58:56.100]   before, right?
[00:58:56.100 --> 00:58:58.140]   So it's worth doing it again.
[00:58:58.140 --> 00:59:01.820]   But it's really a good trick to help models train better.
[00:59:01.820 --> 00:59:04.660]   So just to recap, we're going to take--
[00:59:04.660 --> 00:59:08.220]   instead of having this sort of-- you have a layer, layer i
[00:59:08.220 --> 00:59:10.540]   minus 1, and you pass it through a thing.
[00:59:10.540 --> 00:59:11.620]   Maybe it's self-attention.
[00:59:11.620 --> 00:59:13.060]   Maybe it's a feed forward network.
[00:59:13.060 --> 00:59:16.380]   Now you've got layer i.
[00:59:16.380 --> 00:59:23.060]   I'm going to add the result of layer i to its input here.
[00:59:23.060 --> 00:59:25.320]   So now I'm saying I'm just going to compute the layer,
[00:59:25.320 --> 00:59:27.740]   and I'm going to add in the input to the layer
[00:59:27.740 --> 00:59:30.780]   so that I only have to learn the residual
[00:59:30.780 --> 00:59:32.020]   from the previous layer.
[00:59:32.020 --> 00:59:33.720]   So I've got this sort of connection here.
[00:59:33.720 --> 00:59:34.860]   It's often written as this.
[00:59:34.860 --> 00:59:38.940]   It's sort of like, boop, connection.
[00:59:38.940 --> 00:59:39.860]   It goes around.
[00:59:39.860 --> 00:59:41.740]   And you should think that the gradient is just
[00:59:41.740 --> 00:59:43.820]   really great through the residual connection.
[00:59:43.820 --> 00:59:47.700]   Like, ah, if I've got vanishing or exploding gradient--
[00:59:47.700 --> 00:59:49.500]   vanishing gradients through this layer,
[00:59:49.500 --> 00:59:51.740]   well, I can at least learn everything behind it
[00:59:51.740 --> 00:59:54.160]   because I've got this residual connection where
[00:59:54.160 --> 00:59:58.060]   the gradient is 1 because it's the identity.
[00:59:58.060 --> 00:59:59.180]   This is really nice.
[00:59:59.180 --> 01:00:01.460]   And it also maybe is like a--
[01:00:01.460 --> 01:00:03.980]   at least at initialization, everything
[01:00:03.980 --> 01:00:06.660]   looks a little bit like the identity function now, right?
[01:00:06.660 --> 01:00:08.920]   Because if the contribution of the layer
[01:00:08.920 --> 01:00:11.680]   is somewhat small because all of your weights are small,
[01:00:11.680 --> 01:00:13.980]   and I have the addition from the input,
[01:00:13.980 --> 01:00:15.620]   maybe the whole thing looks a little bit
[01:00:15.620 --> 01:00:18.380]   like the identity, which might be a good sort of place
[01:00:18.380 --> 01:00:20.340]   to start.
[01:00:20.340 --> 01:00:22.100]   And there are really nice visualizations.
[01:00:22.100 --> 01:00:24.800]   I just love this visualization.
[01:00:24.800 --> 01:00:26.420]   So this is your lost landscape.
[01:00:26.420 --> 01:00:28.000]   So you're gradient descent, and you're
[01:00:28.000 --> 01:00:30.860]   trying to traverse the mountains of the lost landscape.
[01:00:30.860 --> 01:00:32.580]   This is like the parameter space.
[01:00:32.580 --> 01:00:34.620]   And down is better in your loss function.
[01:00:34.620 --> 01:00:35.500]   And it's really hard.
[01:00:35.500 --> 01:00:38.060]   So you get stuck in some local optima,
[01:00:38.060 --> 01:00:41.180]   and you can't sort of find your way to get out.
[01:00:41.180 --> 01:00:43.140]   And then this is with residual connections.
[01:00:43.140 --> 01:00:44.300]   I mean, come on.
[01:00:44.300 --> 01:00:47.060]   You just sort of walk down.
[01:00:47.060 --> 01:00:48.860]   I mean, that's not actually, I guess,
[01:00:48.860 --> 01:00:50.380]   really how it works all the time.
[01:00:50.380 --> 01:00:52.140]   But I really love this.
[01:00:52.140 --> 01:00:52.640]   It's great.
[01:00:52.640 --> 01:00:58.540]   OK.
[01:00:58.540 --> 01:01:00.260]   So yeah, we've seen residual connections.
[01:01:00.260 --> 01:01:02.860]   We should move on to layer normalization.
[01:01:02.860 --> 01:01:06.500]   So layer norm is another thing to help your model train
[01:01:06.500 --> 01:01:08.380]   faster.
[01:01:08.380 --> 01:01:14.760]   And the intuitions around layer normalization
[01:01:14.760 --> 01:01:17.040]   and sort of the empiricism of it working very well
[01:01:17.040 --> 01:01:21.020]   maybe aren't perfectly, let's say, connected.
[01:01:21.020 --> 01:01:25.700]   But you should imagine, I suppose,
[01:01:25.700 --> 01:01:29.860]   that we want to say this variation within each layer.
[01:01:29.860 --> 01:01:31.180]   Things can get very big.
[01:01:31.180 --> 01:01:33.140]   Things can get very small.
[01:01:33.140 --> 01:01:36.700]   That's not actually informative because of variations
[01:01:36.700 --> 01:01:39.940]   between maybe the gradients.
[01:01:39.940 --> 01:01:43.860]   Or I've got sort of weird things going on in my layers
[01:01:43.860 --> 01:01:45.140]   that I can't totally control.
[01:01:45.140 --> 01:01:47.740]   I haven't been able to sort of make everything behave sort
[01:01:47.740 --> 01:01:50.460]   of nicely where everything stays roughly the same norm.
[01:01:50.460 --> 01:01:51.660]   Maybe some things explode.
[01:01:51.660 --> 01:01:54.660]   Maybe some things shrink.
[01:01:54.660 --> 01:01:59.580]   And I want to cut down on sort of uninformative variation
[01:01:59.580 --> 01:02:00.940]   between layers.
[01:02:00.940 --> 01:02:03.740]   So I'm going to let x and rd be an individual word
[01:02:03.740 --> 01:02:05.380]   vector in the model.
[01:02:05.380 --> 01:02:09.100]   So this is like I have a single index, one vector.
[01:02:09.100 --> 01:02:12.660]   And what I'm going to try to do is just normalize it.
[01:02:12.660 --> 01:02:15.540]   Normalize it in the sense of it's got a bunch of variation.
[01:02:15.540 --> 01:02:17.700]   And I'm going to cut out on everything.
[01:02:17.700 --> 01:02:20.340]   I'm going to normalize it to unit mean and standard
[01:02:20.340 --> 01:02:21.020]   deviation.
[01:02:21.020 --> 01:02:26.700]   So I'm going to estimate the mean here across--
[01:02:26.700 --> 01:02:30.180]   so for all of the dimensions in the vector,
[01:02:30.180 --> 01:02:32.660]   so j equals 1 to the model dimensionality,
[01:02:32.660 --> 01:02:33.900]   I'm going to sum up the value.
[01:02:33.900 --> 01:02:35.860]   So I've got this one big word vector.
[01:02:35.860 --> 01:02:37.540]   And I sum up all the values.
[01:02:37.540 --> 01:02:40.220]   Division by d here, that's the mean.
[01:02:40.220 --> 01:02:43.540]   I'm going to have my estimate of the standard deviation.
[01:02:43.540 --> 01:02:45.020]   Again, these should say estimates.
[01:02:45.020 --> 01:02:47.300]   This is my simple estimate of the standard deviation
[01:02:47.300 --> 01:02:50.500]   or the values within this one vector.
[01:02:50.500 --> 01:02:53.700]   And I'm just going to--
[01:02:53.700 --> 01:02:58.060]   and then possibly, I guess I can have learned parameters
[01:02:58.060 --> 01:03:02.780]   to try to scale back out in terms of multiplicatively
[01:03:02.780 --> 01:03:04.500]   and additively here.
[01:03:04.500 --> 01:03:05.540]   That's optional.
[01:03:05.540 --> 01:03:08.380]   We're going to compute this standardization.
[01:03:08.380 --> 01:03:11.340]   I'm going to take my vector x, subtract out the mean,
[01:03:11.340 --> 01:03:12.780]   divide by the standard deviation,
[01:03:12.780 --> 01:03:14.820]   plus this epsilon constant.
[01:03:14.820 --> 01:03:16.300]   If there's not a lot of variation,
[01:03:16.300 --> 01:03:17.900]   I don't want things to explode.
[01:03:17.900 --> 01:03:21.700]   So I'm going to have this epsilon there that's close to 0.
[01:03:21.700 --> 01:03:25.500]   So this part here, x minus mu over square root sigma
[01:03:25.500 --> 01:03:28.540]   plus epsilon, is saying take all the variation
[01:03:28.540 --> 01:03:32.600]   and normalize it to unit mean and standard deviation.
[01:03:32.600 --> 01:03:37.080]   And then maybe I want to scale it, stretch it back out,
[01:03:37.080 --> 01:03:40.860]   and then maybe add an offset beta that I've learned.
[01:03:40.860 --> 01:03:43.300]   Although in practice, actually, this part-- and discuss this
[01:03:43.300 --> 01:03:44.580]   in the lecture notes--
[01:03:44.580 --> 01:03:47.940]   in practice, this part maybe isn't actually that important.
[01:03:47.940 --> 01:03:51.220]   But so layer normalization, yeah, you're sort of--
[01:03:51.220 --> 01:03:54.000]   you can think of this as when I get the output of layer
[01:03:54.000 --> 01:03:55.940]   normalization, it's going to be--
[01:03:55.940 --> 01:03:58.940]   sort of look nice and look similar to the next layer
[01:03:58.940 --> 01:04:00.940]   independent of what's gone on because it's
[01:04:00.940 --> 01:04:02.780]   going to be unit mean and standard deviation.
[01:04:02.780 --> 01:04:04.660]   So maybe that makes for a better thing
[01:04:04.660 --> 01:04:06.260]   to learn off of for the next layer.
[01:04:06.260 --> 01:04:12.340]   OK, any questions for residual or layer norm?
[01:04:12.340 --> 01:04:13.220]   Yes.
[01:04:13.220 --> 01:04:17.340]   What would it mean to subtract the scalar mu from the vector x?
[01:04:17.340 --> 01:04:18.780]   Yeah, it's a good question.
[01:04:18.780 --> 01:04:21.580]   When I subtract the scalar mu from the vector x,
[01:04:21.580 --> 01:04:27.980]   I broadcast mu to dimensionality d and remove mu from all d.
[01:04:27.980 --> 01:04:29.300]   Yeah, good point.
[01:04:29.300 --> 01:04:29.900]   Thank you.
[01:04:29.900 --> 01:04:30.580]   That was unclear.
[01:04:30.580 --> 01:04:31.080]   Yeah.
[01:04:31.080 --> 01:04:37.420]   In the fourth bullet, maybe I'm confused.
[01:04:37.420 --> 01:04:38.300]   Is it divided?
[01:04:38.300 --> 01:04:42.500]   Should it be divided by d or from mean?
[01:04:42.500 --> 01:04:43.620]   Sorry, can you repeat that?
[01:04:43.620 --> 01:04:47.220]   In the fourth bullet point when you're calculating the mean,
[01:04:47.220 --> 01:04:49.660]   is it divided by d or is it--
[01:04:49.660 --> 01:04:51.180]   or maybe I'm just confused.
[01:04:51.180 --> 01:04:52.340]   I think it is divided by d.
[01:04:52.340 --> 01:04:52.820]   Yeah.
[01:04:52.820 --> 01:04:55.180]   Oh.
[01:04:55.180 --> 01:04:57.300]   These are-- so this is the average deviation
[01:04:57.300 --> 01:05:00.260]   from the mean of all of the-- yeah.
[01:05:00.260 --> 01:05:00.760]   Yes.
[01:05:00.760 --> 01:05:04.700]   So if you have five words in a sentence by their norm,
[01:05:04.700 --> 01:05:09.460]   do you normalize based on the statistics of these five words
[01:05:09.460 --> 01:05:11.700]   or do you want one word by one?
[01:05:11.700 --> 01:05:14.500]   So the question is, if I have five words in the sequence,
[01:05:14.500 --> 01:05:18.820]   do I normalize by aggregating the statistics to estimate mu
[01:05:18.820 --> 01:05:21.060]   and sigma across all the five words,
[01:05:21.060 --> 01:05:24.140]   share their statistics, or do it independently for each word?
[01:05:24.140 --> 01:05:25.700]   This is a great question, which I
[01:05:25.700 --> 01:05:28.260]   think in all the papers that discuss transformers
[01:05:28.260 --> 01:05:30.140]   is under specified.
[01:05:30.140 --> 01:05:33.060]   You do not share across the five words, which
[01:05:33.060 --> 01:05:35.500]   is somewhat confusing to me.
[01:05:35.500 --> 01:05:39.180]   So each of the five words is done completely independently.
[01:05:39.180 --> 01:05:41.380]   You could have shared across the five words
[01:05:41.380 --> 01:05:43.300]   and said that my estimate of the statistics
[01:05:43.300 --> 01:05:49.740]   are just based on all five, but you do not.
[01:05:49.740 --> 01:05:51.380]   I can't pretend I understand totally why.
[01:05:51.380 --> 01:05:51.880]   [INAUDIBLE]
[01:05:51.880 --> 01:05:54.360]   [INAUDIBLE]
[01:05:54.360 --> 01:06:01.400]   For example, per batch or per output of the same position?
[01:06:01.400 --> 01:06:02.840]   So similar question.
[01:06:02.840 --> 01:06:06.760]   The question is, if you have a batch of sequences,
[01:06:06.760 --> 01:06:10.040]   so just like we were doing batch-based training,
[01:06:10.040 --> 01:06:11.840]   do you for a single word--
[01:06:11.840 --> 01:06:13.760]   now, we don't share across the sequence index
[01:06:13.760 --> 01:06:16.680]   for sharing the statistics, but do you share across the batch?
[01:06:16.680 --> 01:06:17.680]   And the answer is no.
[01:06:17.680 --> 01:06:19.480]   You also do not share across the batch.
[01:06:19.480 --> 01:06:22.160]   In fact, layer normalization was sort of
[01:06:22.160 --> 01:06:25.360]   invented as a replacement for batch normalization, which
[01:06:25.360 --> 01:06:26.320]   did just that.
[01:06:26.320 --> 01:06:27.900]   And the issue with batch normalization
[01:06:27.900 --> 01:06:30.960]   is that now your forward pass sort of depends in a way
[01:06:30.960 --> 01:06:34.080]   that you don't like on examples that should be not
[01:06:34.080 --> 01:06:35.400]   related to your example.
[01:06:35.400 --> 01:06:37.800]   And so, yeah, you don't share statistics across the batch.
[01:06:37.800 --> 01:06:41.640]   OK.
[01:06:41.640 --> 01:06:44.240]   Cool.
[01:06:44.240 --> 01:06:48.600]   OK, so now we have our full transformer decoder,
[01:06:48.600 --> 01:06:50.520]   and we have our blocks.
[01:06:50.520 --> 01:06:52.960]   So in this sort of slightly grayed out thing here
[01:06:52.960 --> 01:06:58.640]   that says repeat for a number of decoder blocks,
[01:06:58.640 --> 01:07:00.520]   each block consists of--
[01:07:00.520 --> 01:07:02.400]   I pass it through self-attention,
[01:07:02.400 --> 01:07:04.720]   and then my add and norm.
[01:07:04.720 --> 01:07:06.480]   So I've got this residual connection here
[01:07:06.480 --> 01:07:08.400]   that goes around, add.
[01:07:08.400 --> 01:07:10.780]   I've got the layer normalization there, and then
[01:07:10.780 --> 01:07:15.240]   a feed-forward layer, and then another add and norm.
[01:07:15.240 --> 01:07:18.040]   And so that sort of set of four operations,
[01:07:18.040 --> 01:07:21.720]   I apply for some number of times, number of blocks.
[01:07:21.720 --> 01:07:24.000]   So that whole thing is called a single block.
[01:07:24.000 --> 01:07:24.960]   And that's it.
[01:07:24.960 --> 01:07:29.040]   That's the transformer decoder as it is.
[01:07:29.040 --> 01:07:34.040]   Cool, so that's a whole architecture right there.
[01:07:34.040 --> 01:07:36.800]   We've solved things like needing to represent position.
[01:07:36.800 --> 01:07:39.960]   We've solved things like not being
[01:07:39.960 --> 01:07:41.760]   able to look into the future.
[01:07:41.760 --> 01:07:44.120]   We've solved a lot of different optimization problems.
[01:07:44.120 --> 01:07:44.680]   You had a question?
[01:07:44.680 --> 01:07:45.180]   Yes.
[01:07:45.180 --> 01:07:48.080]   [INAUDIBLE]
[01:07:48.080 --> 01:07:49.680]   Yes.
[01:07:49.680 --> 01:07:52.800]   Yes, masked multi-head attention, yeah.
[01:07:52.800 --> 01:07:55.880]   With the dot product scaling with the square root
[01:07:55.880 --> 01:07:57.120]   d over h as well, yeah.
[01:07:57.120 --> 01:08:05.880]   So the question is, how do these models
[01:08:05.880 --> 01:08:08.560]   handle variable length inputs?
[01:08:08.560 --> 01:08:13.680]   Yeah, so if you have--
[01:08:13.680 --> 01:08:18.180]   so the input to the GPU forward pass
[01:08:18.180 --> 01:08:20.820]   is going to be a constant length.
[01:08:20.820 --> 01:08:24.740]   So you're going to maybe pad to a constant length.
[01:08:24.740 --> 01:08:28.580]   And in order to not look at the future, the stuff that's
[01:08:28.580 --> 01:08:32.720]   happening in the future, you can mask out the pad tokens,
[01:08:32.720 --> 01:08:35.480]   just like the masking that we showed for not looking
[01:08:35.480 --> 01:08:36.520]   at the future in general.
[01:08:36.520 --> 01:08:40.380]   You can just say, set all of the attention weights to 0,
[01:08:40.380 --> 01:08:42.300]   or the scores to negative infinity
[01:08:42.300 --> 01:08:43.520]   for all of the pad tokens.
[01:08:43.520 --> 01:08:47.660]   [INAUDIBLE]
[01:08:47.660 --> 01:08:48.280]   Yeah, exactly.
[01:08:48.280 --> 01:08:52.200]   So you can set everything to this maximum length.
[01:08:52.200 --> 01:08:53.820]   Now, in practice-- so the question was,
[01:08:53.820 --> 01:08:55.740]   do you set this length that you have everything
[01:08:55.740 --> 01:08:56.980]   be that maximum length?
[01:08:56.980 --> 01:09:00.780]   I mean, yes, often, although you can save computation
[01:09:00.780 --> 01:09:03.420]   by setting it to something smaller.
[01:09:03.420 --> 01:09:06.140]   And everything-- the math all still works out.
[01:09:06.140 --> 01:09:08.700]   You just have to code it properly so it can handle--
[01:09:08.700 --> 01:09:10.220]   you set everything instead of to n.
[01:09:10.220 --> 01:09:12.260]   You set it all to 5 if everything
[01:09:12.260 --> 01:09:15.260]   is shorter than length 5, and you save a lot of computation.
[01:09:15.260 --> 01:09:19.340]   All of the self-attention operations just work.
[01:09:19.340 --> 01:09:21.980]   So yeah.
[01:09:21.980 --> 01:09:25.340]   How many layers are in the feedforward normally?
[01:09:25.340 --> 01:09:27.500]   There's one hidden layer in the feedforward usually.
[01:09:27.500 --> 01:09:28.060]   Oh, just one?
[01:09:28.060 --> 01:09:28.980]   Yeah.
[01:09:28.980 --> 01:09:30.060]   OK, I should move on.
[01:09:30.060 --> 01:09:32.460]   We've got a couple more things and not very much time.
[01:09:32.460 --> 01:09:33.820]   OK.
[01:09:33.820 --> 01:09:35.620]   But I'll be here after the class as well.
[01:09:35.620 --> 01:09:38.420]   So in the encoder-- so the transformer encoder
[01:09:38.420 --> 01:09:39.540]   is almost identical.
[01:09:39.540 --> 01:09:41.900]   But again, we want bidirectional context.
[01:09:41.900 --> 01:09:44.500]   And so we just don't do the masking.
[01:09:44.500 --> 01:09:46.740]   So I've got in my multi-head attention here,
[01:09:46.740 --> 01:09:48.620]   I've got no masking.
[01:09:48.620 --> 01:09:53.380]   And so it's that easy to make the model bidirectional.
[01:09:53.380 --> 01:09:54.100]   So that's easy.
[01:09:54.100 --> 01:09:55.800]   So that's called the transformer encoder.
[01:09:55.800 --> 01:09:58.100]   It's almost identical but no masking.
[01:09:58.100 --> 01:10:01.900]   And then finally, we've got the transformer encoder decoder,
[01:10:01.900 --> 01:10:04.060]   which is actually how the transformer was originally
[01:10:04.060 --> 01:10:07.900]   presented in this paper, "Attention is All You Need."
[01:10:07.900 --> 01:10:10.700]   And this is when we want to have a bidirectional network.
[01:10:10.700 --> 01:10:11.500]   Here's the encoder.
[01:10:11.500 --> 01:10:13.420]   It takes in, say, my source sentence
[01:10:13.420 --> 01:10:15.060]   for machine translation.
[01:10:15.060 --> 01:10:17.580]   Its multi-headed attention is not masked.
[01:10:17.580 --> 01:10:22.140]   And I have a decoder to decode out my sentence.
[01:10:22.140 --> 01:10:24.740]   Now, but you'll see that this is slightly more complicated.
[01:10:24.740 --> 01:10:27.500]   I have my masked multi-head self-attention,
[01:10:27.500 --> 01:10:29.940]   just like I had before in my decoder.
[01:10:29.940 --> 01:10:32.980]   But now I have an extra operation,
[01:10:32.980 --> 01:10:35.220]   which is called cross-attention, where
[01:10:35.220 --> 01:10:41.460]   I am going to use my decoder vectors as my queries.
[01:10:41.460 --> 01:10:45.860]   Then I'll take the output of the encoder as my keys and values.
[01:10:45.860 --> 01:10:48.100]   So now for every word in the decoder,
[01:10:48.100 --> 01:10:50.580]   I'm looking at all the possible words
[01:10:50.580 --> 01:10:53.460]   in the output of all of the blocks of the encoder.
[01:10:53.460 --> 01:10:54.460]   Yes?
[01:10:54.460 --> 01:10:54.940]   [INAUDIBLE]
[01:10:54.940 --> 01:11:04.340]   How do we get a key and value separated from the output?
[01:11:04.340 --> 01:11:07.900]   Because didn't we collapse those into the single output?
[01:11:07.900 --> 01:11:10.700]   So we-- well, how-- sorry.
[01:11:10.700 --> 01:11:12.780]   How will we get the keys and values out?
[01:11:12.780 --> 01:11:15.020]   Like, how do we-- because when we have the output,
[01:11:15.020 --> 01:11:19.220]   didn't we collapse the keys and values into a single output?
[01:11:19.220 --> 01:11:20.100]   So the output--
[01:11:20.100 --> 01:11:21.020]   [INAUDIBLE]
[01:11:21.020 --> 01:11:22.440]   Yeah, the question is, how do you
[01:11:22.440 --> 01:11:24.220]   get the keys and values and queries out
[01:11:24.220 --> 01:11:25.700]   of this single collapsed output?
[01:11:25.700 --> 01:11:27.900]   Now, remember, the output for each word
[01:11:27.900 --> 01:11:30.620]   is just this weighted average of the value vectors
[01:11:30.620 --> 01:11:33.020]   for the previous words.
[01:11:33.020 --> 01:11:35.780]   And then from that output for the next layer,
[01:11:35.780 --> 01:11:38.700]   we apply a new key, query, and value transformation
[01:11:38.700 --> 01:11:42.420]   to each of them for the next layer of self-attention.
[01:11:42.420 --> 01:11:43.780]   So it's not actually that you're--
[01:11:43.780 --> 01:11:44.280]   [INAUDIBLE]
[01:11:44.280 --> 01:11:50.780]   Yeah, you apply the key matrix, the query matrix,
[01:11:50.780 --> 01:11:52.580]   to the output of whatever came before it.
[01:11:52.580 --> 01:11:53.820]   Yeah.
[01:11:53.820 --> 01:11:56.260]   And so just in a little bit of math,
[01:11:56.260 --> 01:11:59.820]   we have these vectors, h1 through hn,
[01:11:59.820 --> 01:12:03.420]   I'm going to call them the output of the encoder.
[01:12:03.420 --> 01:12:08.020]   And then I've got vectors that are the output of the decoder.
[01:12:08.020 --> 01:12:09.500]   So I've got these z's I'm calling
[01:12:09.500 --> 01:12:10.860]   the output of the decoder.
[01:12:10.860 --> 01:12:15.340]   And then I simply define my keys and my values
[01:12:15.340 --> 01:12:19.460]   from the encoder vectors, these h's.
[01:12:19.460 --> 01:12:22.860]   So I take the h's, I apply a key matrix and a value matrix,
[01:12:22.860 --> 01:12:26.540]   and then I define the queries from my decoder.
[01:12:26.540 --> 01:12:29.060]   So my queries here-- so this is why two of the arrows
[01:12:29.060 --> 01:12:31.300]   come from the encoder, and one of the arrows
[01:12:31.300 --> 01:12:32.540]   comes from the decoder.
[01:12:32.540 --> 01:12:36.140]   I've got my z's here, my queries, my keys and values
[01:12:36.140 --> 01:12:37.260]   from the encoder.
[01:12:37.260 --> 01:12:44.320]   So that is it.
[01:12:44.320 --> 01:12:45.540]   I've got a couple of minutes.
[01:12:45.540 --> 01:12:48.340]   I want to discuss some of the results of transformers,
[01:12:48.340 --> 01:12:49.920]   and I'm happy to answer more questions
[01:12:49.920 --> 01:12:53.060]   about transformers after class.
[01:12:53.060 --> 01:12:56.340]   So really, the original results of transformers,
[01:12:56.340 --> 01:12:58.580]   they had this big pitch for, oh, look,
[01:12:58.580 --> 01:13:02.340]   you can do way more computation because of parallelization.
[01:13:02.340 --> 01:13:04.780]   They got great results in machine translation.
[01:13:04.780 --> 01:13:13.060]   So you had-- you had transformers doing quite well,
[01:13:13.060 --> 01:13:16.980]   although not astoundingly better than existing machine
[01:13:16.980 --> 01:13:20.020]   translation systems.
[01:13:20.020 --> 01:13:22.260]   But they were significantly more efficient to train.
[01:13:22.260 --> 01:13:25.380]   Because you don't have this parallelization problem,
[01:13:25.380 --> 01:13:27.620]   you could compute on much more data much faster,
[01:13:27.620 --> 01:13:32.100]   and you could make use of faster GPUs much more.
[01:13:32.100 --> 01:13:35.060]   After that, there were things like document generation,
[01:13:35.060 --> 01:13:37.940]   where you had the old standard of sequence-to-sequence models
[01:13:37.940 --> 01:13:39.060]   to the LSTMs.
[01:13:39.060 --> 01:13:42.420]   And eventually, everything became transformers
[01:13:42.420 --> 01:13:45.140]   all the way down.
[01:13:45.140 --> 01:13:47.340]   Transformers also enabled this revolution
[01:13:47.340 --> 01:13:50.420]   into pre-training, which we'll go over in next year,
[01:13:50.420 --> 01:13:52.060]   next class.
[01:13:52.060 --> 01:13:54.660]   And the efficiency, the parallelizability
[01:13:54.660 --> 01:13:58.340]   allows you to compute on tons and tons of data.
[01:13:58.340 --> 01:14:02.580]   And so after a certain point, on standard large benchmarks,
[01:14:02.580 --> 01:14:04.740]   everything became transformer-based.
[01:14:04.740 --> 01:14:07.540]   This ability to make use of lots and lots of data,
[01:14:07.540 --> 01:14:10.380]   lots and lots of compute, just put transformers head
[01:14:10.380 --> 01:14:13.420]   and shoulders above LSTMs in, let's say,
[01:14:13.420 --> 01:14:19.900]   almost every modern advancement in natural language processing.
[01:14:19.900 --> 01:14:24.620]   There are many drawbacks and variants to transformers.
[01:14:24.620 --> 01:14:25.820]   The clearest one that people have
