
[00:00:00.000 --> 00:00:02.000]   Welcome back everybody
[01:22:31.780 --> 01:22:40.520]   Okay, and people forget this all the time. I've seen many people even well regarded researchers in famous academic papers
[01:22:41.480 --> 01:22:47.480]   Using like softmax for multi-label classification it happens all the time, right?
[01:22:47.480 --> 01:22:50.840]   And it's kind of ridiculous because they're not
[01:22:50.840 --> 01:22:56.200]   understanding the personality of their activation function, so
[01:22:56.200 --> 01:23:03.980]   For multi-label classification where each sample can belong to one or more classes. We have to change a few things
[01:23:03.980 --> 01:23:08.720]   But here's the good news in fastai. We don't have to change anything
[01:23:09.840 --> 01:23:17.840]   Right so fastai will look at the labels in the CSV and if there is more than one label ever
[01:23:17.840 --> 01:23:20.720]   for any
[01:23:20.720 --> 01:23:24.680]   Item it will automatically switch into like multi-label mode
[01:23:24.680 --> 01:23:30.180]   So I'm going to show you how it works behind the scenes, but the good news is you don't actually have to care
[01:23:30.180 --> 01:23:32.560]   It happens anyway
[01:23:32.560 --> 01:23:34.560]   so if
[01:23:34.560 --> 01:23:38.000]   You have multi-label
[01:23:39.280 --> 01:23:47.120]   Images multi-label objects you obviously can't use the classic Keras style approach where things are in folders
[01:23:47.120 --> 01:23:52.380]   Because something can't conveniently be in multiple folders at the same time
[01:23:52.380 --> 01:23:59.200]   Right, so that's why we you basically have to use the from CSV
[01:23:59.200 --> 01:24:03.560]   Approach right so if we look at
[01:24:06.720 --> 01:24:08.720]   an example
[01:24:08.720 --> 01:24:14.840]   Actually, I'll show you I tend to take you through it right so we can say okay
[01:24:14.840 --> 01:24:16.980]   This is the CSV file containing our labels
[01:24:16.980 --> 01:24:22.400]   This looks exactly the same as it did before but rather than side on it's top down
[01:24:22.400 --> 01:24:25.820]   And top down I've mentioned before that it can do
[01:24:25.820 --> 01:24:31.520]   Vertical flips it actually does more than that there's actually eight possible symmetries for a square
[01:24:31.520 --> 01:24:36.280]   Which is it can be rotated through 90 180 270 or 0 degrees?
[01:24:36.280 --> 01:24:42.600]   And for each of those it can be flipped and if you think about it for a while you'll realize that that's a complete
[01:24:42.600 --> 01:24:45.560]   enumeration of everything that you can do
[01:24:45.560 --> 01:24:52.360]   In terms of symmetries to a square, so they're called it's called the dihedral group of eight
[01:24:52.360 --> 01:24:57.960]   So if you see in the code, there's actually a transform called dihedral. That's why it's called that
[01:24:57.960 --> 01:25:03.300]   So this transforms will basically do the full set of eight symmetric
[01:25:04.520 --> 01:25:06.160]   dihedral
[01:25:06.160 --> 01:25:08.160]   rotations and flips
[01:25:08.160 --> 01:25:14.920]   Plus everything which we can do to dogs and cats you know small 10-degree rotations little bit of zooming
[01:25:14.920 --> 01:25:17.680]   a little bit of contrast and brightness adjustment
[01:25:17.680 --> 01:25:21.880]   So these images are of size 256 by 256
[01:25:21.880 --> 01:25:26.760]   So I just created a little function here to let me quickly grab you know a
[01:25:26.760 --> 01:25:31.000]   Data loader of any size so here's a 256 by 256
[01:25:31.880 --> 01:25:36.000]   Once you've got a data object inside it
[01:25:36.000 --> 01:25:41.000]   We've already seen that there's things called valve DS test DS train DS
[01:25:41.000 --> 01:25:46.560]   They're things that you can just index into and grab a particular image so you just use square brackets zero
[01:25:46.560 --> 01:25:50.920]   You'll also see that all of those things have a DL. That's a data loader
[01:25:50.920 --> 01:25:55.680]   So DS is data set DL is data loader. These are concepts from pytorch
[01:25:55.680 --> 01:25:59.400]   So if you google pytorch data set or pytorch data loader
[01:25:59.600 --> 01:26:06.880]   You can basically see what it means, but the basic idea is a data set gives you a single image or a single
[01:26:06.880 --> 01:26:10.720]   object back a data loader gives you back a mini-batch and
[01:26:10.720 --> 01:26:17.320]   Specifically it gives you back a transformed mini-batch, so that's why when we create our
[01:26:17.320 --> 01:26:21.560]   data object we can pass in num workers and
[01:26:21.560 --> 01:26:26.080]   Transforms like how many processes do you want to use what transforms?
[01:26:26.080 --> 01:26:31.320]   Do you want and so with a data loader you can't ask for an individual image?
[01:26:31.320 --> 01:26:36.160]   You can only get back at a mini-batch and you can't get that back a particular mini-batch
[01:26:36.160 --> 01:26:41.560]   You can only get back the next mini-batch so something we risk is loop through
[01:26:41.560 --> 01:26:45.420]   Grabbing a mini-batch at a time and so in Python
[01:26:45.420 --> 01:26:51.600]   The thing that does that is called a generator right or an iterator this slightly different versions
[01:26:51.600 --> 01:26:57.360]   Of the same thing so to turn a data loader into an iterator you use the standard Python function called iter
[01:26:57.360 --> 01:27:00.860]   That's a Python function just a regular part of the Python
[01:27:00.860 --> 01:27:08.920]   Basic language that returns to an iterator and an iterator is something that takes you can pass the standard give pass it to the standard
[01:27:08.920 --> 01:27:11.080]   Python
[01:27:11.080 --> 01:27:17.280]   Function or statement next and that just says give me another batch from this iterator
[01:27:19.280 --> 01:27:24.160]   So we're basically this is one of the things I really like about pytorch is it really leverages?
[01:27:24.160 --> 01:27:26.760]   modern pythons
[01:27:26.760 --> 01:27:33.560]   Kind of stuff you know in tensorflow they invent their whole new world of ways of doing things
[01:27:33.560 --> 01:27:36.680]   And so it's kind of more
[01:27:36.680 --> 01:27:42.880]   In a sense. It's more like cross-platform, but another sense like it's not a good fit to any platform
[01:27:42.880 --> 01:27:47.320]   So it's nice if you if you know Python well
[01:27:47.880 --> 01:27:54.800]   Pytorch comes very naturally if you don't know Python well pytorch is a good reason to learn Python well a
[01:27:54.800 --> 01:28:02.240]   Pytorch near module neural network module is a standard Python bus for example
[01:28:02.240 --> 01:28:08.720]   So any work you put into learning Python better will pay off with Pytorch so here. I am using standard
[01:28:08.720 --> 01:28:10.480]   Python
[01:28:10.480 --> 01:28:14.360]   Iterators and next to grab my next mini-batch
[01:28:15.040 --> 01:28:18.720]   From the validation sets data loader, and that's going to return two things
[01:28:18.720 --> 01:28:24.500]   It's going to return the images in the mini-batch and the labels in the mini-batch so standard Python approach
[01:28:24.500 --> 01:28:28.760]   I can pull them apart like so and so here is
[01:28:28.760 --> 01:28:31.520]   one mini-batch of labels
[01:28:31.520 --> 01:28:35.240]   And so not surprisingly since I said that my batch size
[01:28:42.480 --> 01:28:48.240]   Actually, it's the batch size by default is 64 so I didn't pass in a batch size
[01:28:48.240 --> 01:28:54.920]   So just remember shift tab to see like what are the things you can pass and what are the defaults so by default?
[01:28:54.920 --> 01:28:59.720]   My batch size is 64, so I've got back something of size 64 by
[01:28:59.720 --> 01:29:03.080]   17 so there are 17 of the possible
[01:29:03.080 --> 01:29:05.960]   classes right
[01:29:05.960 --> 01:29:09.560]   So let's take a look at the
[01:29:09.560 --> 01:29:11.880]   zeroth
[01:29:11.880 --> 01:29:14.480]   Set of labels so the zeroth images labels
[01:29:14.480 --> 01:29:22.840]   So I can zip again standard Python things it takes two lists and combines it so you get the zeroth thing from the first
[01:29:22.840 --> 01:29:29.200]   List the zeroth thing from the second list and the first thing for the first first this first thing from the second list and so
[01:29:29.200 --> 01:29:32.640]   Forth so I can zip them together and that way I can find out
[01:29:32.640 --> 01:29:37.720]   For the zeroth image in the validation set it's agriculture
[01:29:37.720 --> 01:29:40.040]   It's clear
[01:29:40.040 --> 01:29:44.560]   It's primary rainforest. It's slash and burn. It's water
[01:29:44.560 --> 01:29:48.800]   okay, so as you can see here, this is a
[01:29:48.800 --> 01:29:51.320]   multi label
[01:29:51.320 --> 01:29:54.120]   You see here's a way to do multi label classification
[01:29:54.120 --> 01:30:01.960]   So by the same token right if we go back to our single label classification
[01:30:01.960 --> 01:30:03.960]   It's a cat dog playing official building
[01:30:03.960 --> 01:30:09.080]   Behind the scenes we haven't actually looked at it, but behind the scenes
[01:30:09.080 --> 01:30:16.800]   Fastai and Pytorch are turning our labels into something called one hot encoded
[01:30:16.800 --> 01:30:21.400]   Labels and so if it was actually a dog then the actual values
[01:30:21.400 --> 01:30:26.760]   Would be like that right so these are like the actuals
[01:30:26.760 --> 01:30:31.800]   Okay, so do you remember at the very end of a tavio's video?
[01:30:31.800 --> 01:30:37.640]   He showed how like the template had to match to one of the like five a b c d or e templates
[01:30:37.640 --> 01:30:41.440]   And so what it's actually doing is it's comparing
[01:30:41.440 --> 01:30:48.520]   When I said it's basically doing a dot product. It's actually a fully connected layer at the end right that calculates an
[01:30:48.520 --> 01:30:53.360]   output activation that goes through a softmax and
[01:30:53.360 --> 01:31:01.960]   Then the softmax is compared to the one hot encoded label right so if it was a dog there would be a one here
[01:31:02.800 --> 01:31:07.520]   And then we take take the difference between the actuals and the softmax
[01:31:07.520 --> 01:31:13.280]   Activations to say and add those add up those differences to say how much error is there essentially?
[01:31:13.280 --> 01:31:19.260]   We're skipping over something called a loss function that we'll learn about next week, but essentially we're basically doing that
[01:31:19.260 --> 01:31:27.620]   Now if it's one hot encoded like if there's only one thing which have a one in it
[01:31:27.620 --> 01:31:31.840]   then actually storing it as 0 1 0 0 0 is
[01:31:32.800 --> 01:31:34.720]   terribly inefficient
[01:31:34.720 --> 01:31:38.860]   Right like we can basically say what are the index of each of these things?
[01:31:38.860 --> 01:31:47.400]   Right so we can say it's like 0 1 2 3 4 like so right and so rather than storing it as 0 1
[01:31:47.400 --> 01:31:52.160]   0 0 0 we actually just store the index value
[01:31:52.160 --> 01:32:00.080]   Right so if you look at the the y values for the cats and dogs competition or the dog breeds competition
[01:32:00.400 --> 01:32:05.340]   You won't actually see a big lists of ones and zeros like this. You'll see a single integer
[01:32:05.340 --> 01:32:09.680]   Right, which is like. What's what class index is it right and
[01:32:09.680 --> 01:32:12.160]   internally
[01:32:12.160 --> 01:32:19.320]   Inside Pytorch it will actually turn that into a one hot encoded vector, but like you will literally never see it
[01:32:19.320 --> 01:32:26.580]   Okay, and and Pytorch has different loss functions where you basically say this thing's one
[01:32:26.600 --> 01:32:31.400]   This thing is one hot encoded or this thing is not and it uses different loss functions
[01:32:31.400 --> 01:32:37.260]   That's all hidden by the fast AI library right so like you don't have to worry about it
[01:32:37.260 --> 01:32:45.920]   But it's but the the cool thing to realize is that this approach for multi-label encoding with these ones and zeros
[01:32:45.920 --> 01:32:51.760]   Behind the scenes the exact same thing happens for single-level classification
[01:32:54.760 --> 01:33:01.080]   Does it make sense to change the pickiness of the sigmoid of the softmax function by changing the base?
[01:33:01.080 --> 01:33:05.880]   No because when you change the
[01:33:05.880 --> 01:33:09.400]   more math
[01:33:09.400 --> 01:33:14.200]   Log base a of B
[01:33:14.200 --> 01:33:17.040]   equals
[01:33:17.040 --> 01:33:19.040]   log B over
[01:33:19.040 --> 01:33:21.920]   log A
[01:33:22.080 --> 01:33:25.200]   so changing the base is just a linear scaling and
[01:33:25.200 --> 01:33:31.240]   Linear scaling is something which the neural net can learn with that very easily
[01:33:31.240 --> 01:33:37.960]   Good question
[01:33:37.960 --> 01:33:46.380]   Okay, so here is that image right here is the image with slash and burn water etc etc
[01:33:46.380 --> 01:33:51.560]   One of the things to notice here is like when I first displayed this image it was
[01:33:51.560 --> 01:33:58.680]   So washed out I really couldn't see it right but remember images
[01:33:58.680 --> 01:34:01.480]   Now you know we know images are just
[01:34:01.480 --> 01:34:06.280]   Matrices of numbers and so you can see here. I just said times 1.4
[01:34:06.280 --> 01:34:12.480]   Just to make it more visible right so like now that you're kind of it's the kind of thing
[01:34:12.480 --> 01:34:17.240]   I want you to get familiar with is the idea that this stuff you're dealing with they're just matrices of numbers
[01:34:17.400 --> 01:34:21.480]   Then you can fiddle around with them, so if you're looking at something like oh, it's a bit washed out
[01:34:21.480 --> 01:34:23.480]   You can just multiply it by something to
[01:34:23.480 --> 01:34:28.760]   Brighten it up a bit okay, so here. We can see I guess this is the slash and burn
[01:34:28.760 --> 01:34:36.640]   Here's the river. That's the water. Here's the primary rainforest. Maybe that's the agriculture and so forth okay, so
[01:34:36.640 --> 01:34:43.760]   So you know with all that background how do we actually use this?
[01:34:44.840 --> 01:34:49.760]   Exactly the same way as everything we've done before right so you know size you know and and
[01:34:49.760 --> 01:34:58.600]   The interesting thing about playing around with this planet competition is that these images are not at all like image net and I
[01:34:58.600 --> 01:35:03.560]   Would guess that the vast majority of the stuff that the vast majority of you do
[01:35:03.560 --> 01:35:06.520]   involving convolutional neural nets
[01:35:06.520 --> 01:35:13.080]   Won't actually be anything like image net you know it'll be it'll be medical imaging
[01:35:13.400 --> 01:35:19.520]   Or it'll be like classifying different kinds of steel tube or figuring out whether a world
[01:35:19.520 --> 01:35:27.080]   You know is going to break or not or or looking at satellite images, or you know whatever right so?
[01:35:27.080 --> 01:35:32.640]   It's it's good to experiment with stuff like this planet
[01:35:32.640 --> 01:35:37.480]   Competition to get a sense of kind of what you want to do and so you'll see here
[01:35:37.480 --> 01:35:42.040]   I start out by resizing my data to 64 by 64
[01:35:42.880 --> 01:35:46.320]   It starts out at 256 by 256 right now
[01:35:46.320 --> 01:35:51.120]   I wouldn't want to do this for the cats and dogs competition because the cats in dog competition
[01:35:51.120 --> 01:35:57.440]   We start with a pre trained image net network. It's it's nearly it's it's it starts off nearly perfect
[01:35:57.440 --> 01:36:03.840]   Right so if we resized everything to 64 by 64 and then retrained the whole set
[01:36:03.840 --> 01:36:08.920]   We basically destroy the weights that are already pre trained to be very good
[01:36:09.360 --> 01:36:14.400]   Remember image net most image net models are trained at either 224 by 224 or
[01:36:14.400 --> 01:36:22.840]   299 by 299 right so if we like retrain them at 64 by 64. We're going to we're going to kill it on the other hand
[01:36:22.840 --> 01:36:26.560]   There's nothing in image net that looks anything like this
[01:36:26.560 --> 01:36:29.200]   You know there's no satellite images
[01:36:29.200 --> 01:36:34.460]   So the only useful bits of the image net network for us
[01:36:35.600 --> 01:36:38.800]   kind of layers like this one
[01:36:38.800 --> 01:36:45.160]   You know finding edges and gradients and this one you know finding kind of textures and repeating patterns
[01:36:45.160 --> 01:36:54.280]   And maybe these ones of kind of finding more complex textures, but that's probably about it right so
[01:36:54.280 --> 01:36:56.680]   so in other words
[01:36:56.680 --> 01:37:00.560]   You know starting out by training very small images
[01:37:00.560 --> 01:37:04.040]   Works pretty well when you're using stuff like satellites
[01:37:04.160 --> 01:37:07.080]   So in this case I started right back at 64 by 64
[01:37:07.080 --> 01:37:09.960]   grabbed some data
[01:37:09.960 --> 01:37:17.520]   Built my model found out what learning rate to use interestingly it turned out to be quite high
[01:37:17.520 --> 01:37:23.960]   It seems that because like it's so unlike image net I
[01:37:23.960 --> 01:37:30.280]   Needed to do quite a bit more fitting with just that last layer before it started to flatten out
[01:37:30.840 --> 01:37:34.380]   Then I unfreezed it and again. This is the difference to
[01:37:34.380 --> 01:37:37.760]   Image net like
[01:37:37.760 --> 01:37:41.760]   Data sets is my learning rate in the initial layer
[01:37:41.760 --> 01:37:45.640]   I set to divided by 9 the middle layers I set to divided by 3
[01:37:45.640 --> 01:37:51.160]   Where else for stuff like this like image net I had a multiple of 10 for each of those
[01:37:51.160 --> 01:37:55.000]   You know again the idea being that the earlier layers
[01:37:55.000 --> 01:38:00.320]   Probably are not as close to what they need to be compared to the image net
[01:38:01.000 --> 01:38:03.000]   like data sets
[01:38:03.000 --> 01:38:06.160]   So again unfreeze train for a while
[01:38:06.160 --> 01:38:13.060]   And you can kind of see here. You know there's cycle one. There's cycle two. There's cycle three
[01:38:13.060 --> 01:38:17.880]   And then I kind of increased double the size of my images
[01:38:17.880 --> 01:38:20.720]   Fit for a while
[01:38:20.720 --> 01:38:26.040]   Unfreeze fit for a while double the size of the images again fit for a while unfreeze fit for a while
[01:38:26.640 --> 01:38:31.920]   And then add TTA and so as I mentioned last time we looked at this this process ends up
[01:38:31.920 --> 01:38:35.180]   You know getting us about 30th place in this competition
[01:38:35.180 --> 01:38:39.520]   Which is really cool because people you know a lot of very very smart people
[01:38:39.520 --> 01:38:43.000]   Just a few months ago worked very very hard on this competition
[01:38:43.000 --> 01:38:49.160]   Couple of things people have asked about one is
[01:38:49.160 --> 01:38:53.940]   What is this data dot resize do
[01:38:55.120 --> 01:38:57.120]   so a
[01:38:57.120 --> 01:39:00.680]   Couple of different pieces here the first is that when we say
[01:39:00.680 --> 01:39:04.960]   Back here
[01:39:04.960 --> 01:39:10.840]   What transforms do we apply and here's our transforms we actually pass in a size right?
[01:39:10.840 --> 01:39:17.720]   So one of the things that that one of the things that data loader does is to resize the images like on demand every time
[01:39:17.720 --> 01:39:19.720]   It sees them
[01:39:19.720 --> 01:39:24.900]   This has got nothing to do with that dot resize method right so
[01:39:24.900 --> 01:39:30.580]   This is this is the thing that happens at the end like whatever's passed in before it hits out that before our data
[01:39:30.580 --> 01:39:33.380]   Lotus fits it out. It's going to resize it to this size
[01:39:33.380 --> 01:39:39.100]   If the initial input is like a thousand by a thousand
[01:39:39.100 --> 01:39:44.560]   Reading that JPEG and resizing it to 64 by 64
[01:39:44.560 --> 01:39:50.380]   Turns out to actually take more time than training the confident dots for each batch
[01:39:50.940 --> 01:39:55.820]   Right so basically all resize does is it says hey
[01:39:55.820 --> 01:40:00.260]   I'm not going to be using any images bigger than size times 1.3
[01:40:00.260 --> 01:40:05.900]   So just go through once and create new JPEGs of this size
[01:40:05.900 --> 01:40:11.100]   Right and and they're rectangular right so new JPEGs where the smallest
[01:40:11.100 --> 01:40:16.180]   Edges of this size and again. It's like you never have to do this
[01:40:16.180 --> 01:40:20.460]   There's no reason to ever use it if you don't want to it's just a speed up
[01:40:20.860 --> 01:40:27.580]   okay, but if you've got really big images coming in it saves you a lot of time and you'll often see on like Kaggle kernels or
[01:40:27.580 --> 01:40:30.900]   forum posts or whatever people will have like
[01:40:30.900 --> 01:40:39.500]   Bash scripts stuff like that to like loop through and resize images to save time you never have to do that right just you can
[01:40:39.500 --> 01:40:41.980]   Just say dot resize and it'll just
[01:40:41.980 --> 01:40:46.660]   Create you know once off it'll go through and create that if it's already there
[01:40:47.180 --> 01:40:51.820]   It'll use the resized ones for you. Okay, so it's just a it's just a
[01:40:51.820 --> 01:40:55.180]   Speed up convenience function no more
[01:40:55.180 --> 01:41:03.020]   Okay, so for those of you that are kind of past dog breeds
[01:41:03.020 --> 01:41:05.620]   I
[01:41:05.620 --> 01:41:07.620]   Would be looking at planet
[01:41:07.620 --> 01:41:10.540]   Next you know like track like play around
[01:41:10.540 --> 01:41:13.460]   with
[01:41:13.460 --> 01:41:17.380]   With trying to get a sense of like how can you get this as an accurate model?
[01:41:17.380 --> 01:41:21.580]   One thing to mention, and I'm not really going to go into it in detail
[01:41:21.580 --> 01:41:28.140]   It's nothing to do with deep learning particularly is that I'm using a different metric. I didn't use metrics equals accuracy
[01:41:28.140 --> 01:41:30.820]   But I said metrics equals f2
[01:41:30.820 --> 01:41:42.100]   Just remember from last week that confusion matrix that like two by two you know correct incorrect for each of dogs and cats
[01:41:43.180 --> 01:41:49.100]   There's a lot of different ways you could turn that confusion matrix into a score
[01:41:49.100 --> 01:41:54.780]   You know do you care more about false negatives, or do you care more about false positives, and how do you wait them?
[01:41:54.780 --> 01:41:56.780]   And how do you combine them together right?
[01:41:56.780 --> 01:42:01.300]   There's a base. There's basically a function called f beta
[01:42:01.300 --> 01:42:07.980]   Where the beta says how much do you wait false negatives versus false positives and so f2?
[01:42:08.540 --> 01:42:15.620]   Is f beta with beta equals 2 and it's basically as particular way of waiting false negatives and false positives
[01:42:15.620 --> 01:42:20.300]   And the reason we use it is because cattle told us that planet who were running this competition
[01:42:20.300 --> 01:42:23.100]   Wanted to use this particular
[01:42:23.100 --> 01:42:25.540]   f-theta metric
[01:42:25.540 --> 01:42:30.060]   The important thing for you to know is that you can create
[01:42:30.060 --> 01:42:32.820]   Custom metrics so in this case you can see here
[01:42:32.820 --> 01:42:38.260]   It says from planet import f2 and really I've got this here so that you can see how to do it
[01:42:38.260 --> 01:42:40.260]   Right so if you look inside
[01:42:40.260 --> 01:42:45.220]   Courses deal one
[01:42:45.220 --> 01:42:49.180]   You can see there's something called planet dot py
[01:42:49.180 --> 01:42:52.820]   Right and so if I look at planet dot py
[01:42:52.820 --> 01:42:55.540]   you'll see there's a
[01:42:55.540 --> 01:42:57.980]   function there called f2
[01:42:57.980 --> 01:43:00.980]   right and so f2
[01:43:00.980 --> 01:43:04.920]   simply calls f beta score from
[01:43:04.920 --> 01:43:07.100]   psychic
[01:43:07.100 --> 01:43:09.220]   Or sci-fi and can remember where it came from
[01:43:09.220 --> 01:43:13.900]   And does a couple little tweets that are particularly important
[01:43:13.900 --> 01:43:21.620]   But the important thing is like you can write any metric you like right as long as it takes in
[01:43:21.620 --> 01:43:24.380]   set of predictions and
[01:43:24.380 --> 01:43:26.180]   a set of targets
[01:43:26.180 --> 01:43:31.780]   They're both going to be numpy arrays one-dimensional numpy arrays, and then you return back a number
[01:43:32.380 --> 01:43:37.940]   Okay, and so as long as you create a function that takes two vectors and returns up number
[01:43:37.940 --> 01:43:42.220]   You can call it as a metric and so then when we said
[01:43:42.220 --> 01:43:55.980]   Learn metrics equals and then passed in that array which just contains a single function f2
[01:43:55.980 --> 01:43:58.140]   Then it's just going to be printed out
[01:43:58.260 --> 01:44:04.020]   After every epoch for you, okay, so in general like the the fast AI library
[01:44:04.020 --> 01:44:09.540]   Everything is customizable so kind of the idea is that everything is
[01:44:09.540 --> 01:44:13.940]   Everything is
[01:44:13.940 --> 01:44:21.260]   Kind of gives you what you might want by default, but also everything can be changed as well
[01:44:21.260 --> 01:44:24.580]   Yes, you know
[01:44:24.900 --> 01:44:27.780]   We have a little bit of confusion about the difference between
[01:44:27.780 --> 01:44:30.940]   multi label and
[01:44:30.940 --> 01:44:35.580]   Just single label. Uh-huh. Do you by any chance an example in which you compute?
[01:44:35.580 --> 01:44:38.180]   similarly to the example of the
[01:44:38.180 --> 01:44:43.700]   They just show us. Oh, I didn't get to that activation function. Yeah, so
[01:44:43.700 --> 01:44:52.700]   So I'm so sorry. I said I'd do that and then I didn't so the activation the output activation function for a single label
[01:44:53.100 --> 01:44:56.380]   Classification is softmax for all the reasons that we talked about
[01:44:56.380 --> 01:45:00.380]   but if we were trying to predict something that was like
[01:45:00.380 --> 01:45:03.700]   00110
[01:45:03.700 --> 01:45:09.860]   Then softmax would be a terrible choice because it's very hard to come up with something where both of these are high
[01:45:09.860 --> 01:45:14.940]   In fact, it's impossible because they have to add up to one. So the closest they could be would be 0.5
[01:45:14.940 --> 01:45:18.920]   so for multi label classification
[01:45:18.920 --> 01:45:21.940]   activation function is called
[01:45:22.260 --> 01:45:30.100]   Sigmoid okay, and again the fast AI library does this automatically for you if it notices you have a multi label
[01:45:30.100 --> 01:45:36.700]   Problem and it does that by checking your data set to see if anything has more than one label applied to it
[01:45:36.700 --> 01:45:41.740]   and so sigmoid is a function which is equal to
[01:45:41.740 --> 01:45:44.900]   It's basically the same thing
[01:45:44.900 --> 01:45:47.660]   Except rather than we never add up
[01:45:48.660 --> 01:45:54.460]   All of these x's but instead we just take this x and we say it's just equal to it
[01:45:54.460 --> 01:45:57.540]   divided by
[01:45:57.540 --> 01:45:59.540]   1 plus
[01:45:59.540 --> 01:46:02.260]   It
[01:46:02.260 --> 01:46:11.020]   And so the nice thing about that is that now like multiple things can be high at once
[01:46:12.020 --> 01:46:20.300]   Right and so generally then if something is less than zero its sigmoid is going to be less than 0.5
[01:46:20.300 --> 01:46:24.500]   If it's greater than 0 its sigmoid is going to be greater than 0.5
[01:46:24.500 --> 01:46:30.760]   And so the important thing to know about a sigmoid function is that its shape
[01:46:30.760 --> 01:46:33.860]   is
[01:46:36.420 --> 01:46:42.660]   Something which asymptotes the top to one and asymptotes. Oh, I drew that
[01:46:42.660 --> 01:46:48.300]   Asymptotes at the bottom
[01:46:48.300 --> 01:46:54.100]   To zero and so therefore it's a good thing to model a probability with
[01:46:54.100 --> 01:46:57.380]   Anybody who has done any?
[01:46:57.380 --> 01:47:00.660]   logistic regression
[01:47:00.660 --> 01:47:03.660]   Will be familiar with this is what we do in logistic regression
[01:47:04.420 --> 01:47:10.820]   So it kind of appears everywhere in machine learning, and you'll see that kind of a sigmoid and a softmax. They're very close
[01:47:10.820 --> 01:47:13.500]   to each other
[01:47:13.500 --> 01:47:18.420]   Conceptually, but this is what we want is our activation function for multi label
[01:47:18.420 --> 01:47:25.200]   And this is what we want a single label and again and fast AI does it all for you. There was a question over here. Yes
[01:47:25.200 --> 01:47:31.340]   I
[01:47:31.340 --> 01:47:33.140]   have a question about
[01:47:33.140 --> 01:47:38.580]   The initial training that you do if I understand correctly you have we have frozen the
[01:47:38.580 --> 01:47:45.700]   The pre-trained model and you only did initially try to train the latest
[01:47:45.700 --> 01:47:48.860]   Layer, right? Right
[01:47:48.860 --> 01:47:53.500]   But from the other hand we said that only the initial layer
[01:47:53.500 --> 01:47:58.780]   So let's last probably the first layer is like important to us and the other two
[01:47:59.340 --> 01:48:04.540]   Are more like features that are image not related and we didn't apply in this case. Well, it's that they
[01:48:04.540 --> 01:48:07.900]   The layers are very important
[01:48:07.900 --> 01:48:15.500]   But the pre-trained weights in them aren't so it's the later layers that we really want to train the most
[01:48:15.500 --> 01:48:17.700]   so earlier layers
[01:48:17.700 --> 01:48:19.740]   Likely to be like already
[01:48:19.740 --> 01:48:22.620]   Closer to what we want
[01:48:22.620 --> 01:48:28.220]   Okay, so you start with the latest one and then you go right so if you go back to our quick dogs and cats
[01:48:28.260 --> 01:48:30.140]   right
[01:48:30.140 --> 01:48:38.020]   when we create a model from pre trained from a pre trained model it returns something where all of the convolutional layers are frozen and
[01:48:38.020 --> 01:48:40.900]   some randomly set
[01:48:40.900 --> 01:48:43.780]   Fully connected layers we add to the end
[01:48:43.780 --> 01:48:47.100]   Unfrozen and so when we go fit
[01:48:47.100 --> 01:48:49.980]   But first it just trains
[01:48:49.980 --> 01:48:56.060]   The randomly set a randomly initialized fully connected layers, right?
[01:48:56.620 --> 01:49:02.220]   And if something is like really close to image net that's often all we need
[01:49:02.220 --> 01:49:10.020]   But because the other the only layers are already good at finding edges gradients repeating patterns for
[01:49:10.020 --> 01:49:12.820]   ears and dogs heads
[01:49:12.820 --> 01:49:17.180]   So then when we unfreeze
[01:49:17.180 --> 01:49:21.420]   We set the learning rates for the early layers to be really low
[01:49:22.020 --> 01:49:26.940]   Because we don't want to change them much for us the later ones we set them to be higher
[01:49:26.940 --> 01:49:29.740]   Where else for satellite data?
[01:49:29.740 --> 01:49:31.860]   right
[01:49:31.860 --> 01:49:35.420]   This is no longer true. You know the early layers are still like
[01:49:35.420 --> 01:49:41.380]   Better than the later layers, but we still probably need to change them quite a bit
[01:49:41.380 --> 01:49:50.300]   So that's right. This learning rate is nine times smaller than the final learning rate rather than a thousand times smaller
[01:49:50.980 --> 01:49:52.980]   than the final learning rate
[01:49:52.980 --> 01:49:58.780]   Okay, so you play with with the weights of the layers with the learning rates. Yeah, normally
[01:49:58.780 --> 01:50:05.000]   Most of the stuff you see online if they talk about this at all, they'll talk about unfreezing
[01:50:05.000 --> 01:50:07.620]   different subsets of layers
[01:50:07.620 --> 01:50:11.780]   And indeed we do unfreeze our randomly generated ones
[01:50:11.780 --> 01:50:19.700]   But what I found is although the fast AI library you can type learn dot freeze to and just freeze a subset of layers
[01:50:20.140 --> 01:50:23.780]   this approach of using differential learning rates seems to be like
[01:50:23.780 --> 01:50:29.700]   More flexible to the point that I never find myself unfreezing subsets of layers
[01:50:29.700 --> 01:50:33.540]   So but but I don't understand is that I would expect you to start with that
[01:50:33.540 --> 01:50:36.620]   with a differential the different
[01:50:36.620 --> 01:50:44.500]   Learning rates rather than trying to learn the last layer. So the reason okay, so you could skip
[01:50:44.500 --> 01:50:47.180]   this
[01:50:47.180 --> 01:50:51.060]   Training just the last layers and just go straight to differential learning rates
[01:50:51.060 --> 01:50:58.980]   But you probably don't want to the reason you probably don't want to is that there's a difference the convolutional layers all contain
[01:50:58.980 --> 01:51:05.260]   Pre trained weights, so they're like they're not random for things that are close to image net
[01:51:05.260 --> 01:51:09.980]   They're actually really good for things that are not close to image net. They're better than nothing
