
[00:00:00.040 --> 00:00:10.460]   love
[01:20:08.740 --> 01:20:08.740]   and the other thing that I think is really important is that the donor was a victim.
[01:20:08.740 --> 01:20:08.740]   and the other thing that I think is really important is that the donor was a victim.
[01:20:08.740 --> 01:20:08.740]   and the other thing that I think is really important is that the donor was a victim.
[01:20:08.740 --> 01:20:08.740]   and the other thing that I think is really important is that the donor was a victim.
[01:20:08.740 --> 01:20:08.740]   and the other thing that I think is really important is that the donor was a victim.
[01:20:08.780 --> 01:20:38.760]   and the other thing that I think is really important is that the donor was a victim.
[01:20:38.760 --> 01:20:38.760]   and the other thing that I think is really important is that the donor was a victim.
[01:20:38.760 --> 01:20:38.760]   and the other thing that I think is really important is that the donor was a victim.
[01:20:38.760 --> 01:20:38.760]   and the other thing that I think is really important is that the donor was a victim.
[01:20:38.760 --> 01:20:38.760]   and the other thing that I think is really important is that the donor was a victim.
[01:20:38.760 --> 01:20:38.760]   and the other thing that I think is really important is that the donor was a victim.
[01:20:38.760 --> 01:20:38.760]   and the other thing that I think is really important is that the donor was a victim.
[01:20:38.800 --> 01:20:49.220]   play
[01:20:49.220 --> 01:20:50.220]  주 like, no,
[01:21:34.840 --> 01:21:34.840]   the
[01:21:34.840 --> 01:21:34.840]   to
[01:21:34.840 --> 01:21:34.840]   to
[01:21:34.840 --> 01:21:34.840]   to
[01:21:34.840 --> 01:21:34.840]   to
[01:21:34.840 --> 01:21:34.840]   to
[01:21:34.840 --> 01:21:34.840]   to
[01:21:34.880 --> 01:21:43.440]   remember
[01:21:43.440 --> 01:21:45.700]   seasoned be is
[01:21:45.700 --> 01:22:01.460]   en 100 as . . . ., good, in,,,,,, suppose a 1973сяч—on-Ahealthy-G, bevis a
[01:22:01.460 --> 01:22:02.980]   em
[01:22:04.500 --> 01:22:15.260]   ac
[01:22:15.260 --> 01:22:18.580]   hard in послед
[01:22:18.580 --> 01:22:33.340]   on 100 I I I in isn
[01:22:33.740 --> 01:22:40.180]   bad
[01:22:40.180 --> 01:22:44.640]   began. I'm,
[01:22:44.640 --> 01:23:01.780]   monitor, he,,,,,
[01:23:03.760 --> 01:23:11.760]   let me ask about your, your friend, your colleague, uh, Alan Dershowitz.
[01:23:11.760 --> 01:23:15.420]   And I'll also ask about your review of his most recent books.
[01:23:15.420 --> 01:23:17.780]   But before then it'd be interesting, um,
[01:23:17.780 --> 01:23:22.120]   to ask what you think of him as a human being as a, as a lawyer. He's a,
[01:23:22.120 --> 01:23:24.080]   quite an interesting case.
[01:23:24.080 --> 01:23:26.540]   He's represented some of the most controversial figures in history,
[01:23:26.540 --> 01:23:29.880]   including Jeffrey Epstein, including Jeffrey Epstein, Mike Tyson,
[01:23:29.880 --> 01:23:33.500]   Julian Assange, Jim Baker, and, uh,
[01:23:33.500 --> 01:23:33.780]  胎,
[01:23:33.780 --> 01:23:33.780]   There's a lot of people who think of him as a lawyer,
[01:23:33.780 --> 01:23:33.780]   and, uh,
[01:23:33.780 --> 01:23:33.780]   There's a lot of people who think of him as a lawyer,
[01:23:33.780 --> 01:23:33.780]   And, uh,
[01:23:33.780 --> 01:23:33.780]   There's a lot of people who think of him as a lawyer,
[01:23:33.780 --> 01:23:33.780]   And, uh,
[01:23:33.780 --> 01:23:33.780]   There's a lot of people who think of him as a lawyer,
[01:23:33.820 --> 01:23:43.460]   showed
[01:24:30.460 --> 01:24:31.300]   I'm sorry. I didn't represent Trump because he agrees with him politically. He voted for Hillary I believe you're all. He voted for Hillary. Yes. That's what he says and I absolutely believe it. He's a liberal Democrat. But he's a criminal defense lawyer as well as a professor. And I've represented some very nasty people in my career. I wouldn't go out for coffee with them. But they have the constitutional rights to representation.
[01:25:58.640 --> 01:26:08.480]   the
[01:26:08.480 --> 01:26:27.180]   like that,,,,
[01:26:27.480 --> 01:26:37.380]  lieры
[01:26:37.380 --> 01:26:37.500]   Mush I "
[01:26:37.500 --> 01:26:56.200]  這
[01:26:56.440 --> 01:27:06.060]  ,
[01:27:06.060 --> 01:27:07.260]  愛 levelanson
[01:27:07.260 --> 01:27:15.060]   en this is the Titans of ЗЙ mountain and not about talk the men the play the Mo the So, I, with, I, I, it was, I, or, in, and, and, end,. I,..,.,.,..,.,.,.,., Mohammed good.
[01:27:15.060 --> 01:27:25.960]   less intimate C all de 청 стать created a Потом check an tremban. Почему have allhouzen add beowanalus about the funenaign. poderia城 misses the could be survive the shape of the給's the heart. Div. Mr.ough the key of the R.annah the co Yun. H. prostate the Z.baar. both.IB.esso. 하루.
[01:27:26.020 --> 01:27:36.900]   let
[01:28:23.940 --> 01:28:26.700]   No problem, no problem at all.
[01:28:26.700 --> 01:28:32.020]   But Alan is, because considering how controversial
[01:28:32.020 --> 01:28:33.520]   his life has been.
[01:28:33.520 --> 01:28:34.620]   - He's somewhat sensitive.
[01:28:34.620 --> 01:28:37.900]   - He's somewhat sensitive, and I've kept telling Alan,
[01:28:37.900 --> 01:28:39.680]   Alan, don't let it get to you.
[01:28:39.680 --> 01:28:42.380]   - Hey, I can relate, I can definitely relate.
[01:28:42.380 --> 01:28:44.220]   Taking on some controversial conversations
[01:28:44.220 --> 01:28:46.060]   still wear my heart on my sleeve, it hurts,
[01:28:46.060 --> 01:28:47.380]   all of it hurts.
[01:28:47.380 --> 01:28:50.820]   But maybe the pain makes you a better student
[01:28:50.820 --> 01:28:52.180]   of human nature.
[01:28:52.180 --> 01:28:53.540]   Maybe that's the case for him.
[01:28:53.540 --> 01:28:53.540]   Never the less, I think it's a good thing that Alan's
[01:28:53.540 --> 01:28:53.540]   - Yeah. - a student of human nature.
[01:28:53.540 --> 01:28:53.540]   Maybe that's the case for him.
[01:28:53.540 --> 01:28:53.540]   Never the less, I think it's a good thing that Alan's
[01:28:53.540 --> 01:28:53.540]   never the less, I think it's a good thing that Alan's
[01:28:53.540 --> 01:28:53.540]   never the less, I think it's a good thing that Alan's
[01:29:22.380 --> 01:29:22.480]   grasses, grass, grass, grass, grass, grass.
[01:29:22.480 --> 01:29:22.540]   - I think it's a good thing that Alan's
[01:29:22.560 --> 01:29:51.620]   - I think it's a good thing that Alan's
[01:29:51.620 --> 01:29:51.680]   - I think it's a good thing that Alan's
[01:29:51.680 --> 01:29:51.720]   - I think it's a good thing that Alan's
[01:29:51.720 --> 01:29:51.780]   - I think it's a good thing that Alan's
[01:29:51.780 --> 01:29:51.880]   - I think it's a good thing that Alan's
[01:29:51.880 --> 01:29:51.940]   - I think it's a good thing that Alan's
[01:29:51.940 --> 01:29:51.980]   - I think it's a good thing that Alan's
[01:29:51.980 --> 01:29:52.020]   - I think it's a good thing that Alan's
[01:29:52.020 --> 01:29:52.060]   - I think it's a good thing that Alan's
[01:29:52.060 --> 01:29:52.100]   - I think it's a good thing that Alan's
[01:29:52.100 --> 01:29:52.140]   - I think it's a good thing that Alan's
[01:29:52.140 --> 01:29:52.180]   - I think it's a good thing that Alan's
[01:29:52.180 --> 01:29:52.220]   - I think it's a good thing that Alan's
[01:29:52.220 --> 01:29:52.240]   - I think it's a good thing that Alan's
[01:29:52.240 --> 01:29:52.280]   - I think it's a good thing that Alan's a good thing that Alan's doing.
[01:29:52.280 --> 01:30:22.040]  .
[01:30:22.040 --> 01:30:22.060]   - I think it's a good thing that Alan's doing.
[01:30:22.060 --> 01:30:22.300]   - I think it's a good thing that Alan's doing.
[01:30:22.300 --> 01:30:22.300]   - I think it's a good thing that Alan's doing.
[01:30:22.300 --> 01:30:22.300]   - I think it's a good thing that Alan's doing.
[01:30:22.300 --> 01:30:22.300]   - I think it's a good thing that Alan's doing. - I think it's a good thing that Alan's doing.
[01:30:22.320 --> 01:30:52.320]   - I think it's a good thing that Alan's doing.
[01:30:52.320 --> 01:30:52.320]   - I think it's a good thing that Alan's doing.
[01:30:52.320 --> 01:30:52.320]   - I think it's a good thing that Alan's doing.
[01:30:52.320 --> 01:30:52.320]   - I think it's a good thing that Alan's doing.
[01:30:52.320 --> 01:30:52.320]   - I think it's a good thing that Alan's doing.
[01:30:52.320 --> 01:30:52.320]   - I think it's a good thing that Alan's doing.
[01:30:52.320 --> 01:30:52.320]   - I think it's a good thing that Alan's doing.
[01:30:52.320 --> 01:30:52.320]   - I think it's a good thing that Alan's doing.
[01:30:52.320 --> 01:30:52.320]   - I think it's a good thing that Alan's doing.
[01:30:52.320 --> 01:30:52.320]   - I think it's a good thing that Alan's doing.
[01:30:52.320 --> 01:30:52.320]   - I think it's a good thing that Alan's doing.
[01:30:52.320 --> 01:30:52.320]   - I think it's a good thing that Alan's doing.
[01:30:52.320 --> 01:30:52.320]   - I think it's a good thing that Alan's doing.
[01:30:52.320 --> 01:30:52.320]   - I think it's a good thing that Alan's doing.
[01:30:52.320 --> 01:31:22.340]   - I think it's a good thing that Alan's doing.
[01:31:22.340 --> 01:31:22.340]   - I think it's a good thing that Alan's doing.
[01:31:22.340 --> 01:31:22.340]   - I think it's a good thing that Alan's doing.
[01:31:22.340 --> 01:31:22.340]   - I think it's a good thing that Alan's doing.
[01:31:22.340 --> 01:31:22.340]   - I think it's a good thing that Alan's doing.
[01:31:22.340 --> 01:31:22.340]   - I think it's a good thing that Alan's doing.
[01:31:22.340 --> 01:31:22.340]   - I think it's a good thing that Alan's doing.
[01:31:22.340 --> 01:31:22.340]   - I think it's a good thing that Alan's doing.
[01:31:22.340 --> 01:31:22.340]   - I think it's a good thing that Alan's doing.
[01:31:22.340 --> 01:31:22.340]   - I think it's a good thing that Alan's doing.
[01:31:22.360 --> 01:31:52.360]   - I think it's a good thing that Alan's doing.
[01:31:52.360 --> 01:31:52.360]   - I think it's a good thing that Alan's doing.
[01:31:52.360 --> 01:31:52.360]   - I think it's a good thing that Alan's doing.
[01:31:52.360 --> 01:31:52.360]   - I think it's a good thing that Alan's doing.
[01:31:52.360 --> 01:31:52.360]   - I think it's a good thing that Alan's doing.
[01:31:52.360 --> 01:31:52.360]   - I think it's a good thing that Alan's doing.
[01:31:52.360 --> 01:31:52.360]   - I think it's a good thing that Alan's doing.
[01:31:52.360 --> 01:31:52.360]   - I think it's a good thing that Alan's doing.
[01:31:52.360 --> 01:31:52.360]   - I think it's a good thing that Alan's doing.
[01:31:52.360 --> 01:31:52.360]   - I think it's a good thing that Alan's doing.
[01:31:52.360 --> 01:31:52.360]   - I think it's a good thing that Alan's doing.
[01:31:52.360 --> 01:31:52.360]   - I think it's a good thing that Alan's doing.
[01:31:52.360 --> 01:31:52.360]   - I think it's a good thing that Alan's doing.
[01:31:52.360 --> 01:31:52.360]   - I think it's a good thing that Alan's doing.
[01:31:52.360 --> 01:32:22.380]   - I think it's a good thing that Alan's doing.
[01:32:22.380 --> 01:32:22.380]   - I think it's a good thing that Alan's doing.
[01:32:22.380 --> 01:32:22.380]   - I think it's a good thing that Alan's doing.
[01:32:22.380 --> 01:32:22.380]   - I think it's a good thing that Alan's doing.
[01:32:22.380 --> 01:32:22.380]   - I think it's a good thing that Alan's doing.
[01:32:22.380 --> 01:32:22.380]   - I think it's a good thing that Alan's doing.
[01:32:22.380 --> 01:32:22.380]   - I think it's a good thing that Alan's doing.
[01:32:22.380 --> 01:32:22.380]   - I think it's a good thing that Alan's doing.
[01:32:22.380 --> 01:32:22.380]   - I think it's a good thing that Alan's doing. - I think it's a good thing that Alan's doing.
[01:32:22.400 --> 01:32:52.400]   - I think it's a good thing that Alan's doing.
[01:32:52.400 --> 01:32:52.400]   I think it's a good thing that Alan's doing.
[01:32:52.400 --> 01:32:52.400]   I think it's a good thing that Alan's doing.
[01:32:52.400 --> 01:32:52.400]   I think it's a good thing that Alan's doing.
[01:32:52.400 --> 01:32:52.400]   I think it's a good thing that Alan's doing.
[01:32:52.400 --> 01:32:52.400]   I think it's a good thing that Alan's doing.
[01:32:52.400 --> 01:32:52.400]   I think it's a good thing that Alan's doing.
[01:32:52.400 --> 01:32:52.400]   I think it's a good thing that Alan's doing.
[01:32:52.400 --> 01:32:52.400]   I think it's a good thing that Alan's doing.
[01:32:52.400 --> 01:32:52.400]   I think it's a good thing that Alan's doing.
[01:32:52.400 --> 01:32:52.400]   I think it's a good thing that Alan's doing.
[01:32:52.400 --> 01:32:52.400]   I think it's a good thing that Alan's doing.
[01:32:52.400 --> 01:32:52.400]   I think it's a good thing that Alan's doing.
[01:32:52.400 --> 01:32:52.400]   I think it's a good thing that Alan's doing.
[01:32:52.400 --> 01:32:52.400]   I think it's a good thing that Alan's doing.
[01:32:52.400 --> 01:33:22.420]   I think it's a good thing that Alan's doing.
[01:33:22.420 --> 01:33:22.420]   I think it's a good thing that Alan's doing.
[01:33:22.420 --> 01:33:22.420]   I think it's a good thing that Alan's doing.
[01:33:22.420 --> 01:33:22.420]   I think it's a good thing that Alan's doing.
[01:33:22.420 --> 01:33:22.420]   I think it's a good thing that Alan's doing.
[01:33:22.420 --> 01:33:22.420]   I think it's a good thing that Alan's doing.
[01:33:22.420 --> 01:33:22.420]   I think it's a good thing that Alan's doing.
[01:33:22.420 --> 01:33:22.420]   I think it's a good thing that Alan's doing.
[01:33:22.420 --> 01:33:22.420]   I think it's a good thing that Alan's doing.
[01:33:22.420 --> 01:33:22.420]   I think it's a good thing that Alan's doing.
[01:33:22.420 --> 01:33:22.420]   I think it's a good thing that Alan's doing.
[01:33:22.440 --> 01:33:52.440]   I think it's a good thing that Alan's doing.
[01:33:52.440 --> 01:33:52.440]   I think it's a good thing that Alan's doing.
[01:33:52.440 --> 01:33:52.440]   I think it's a good thing that Alan's doing.
[01:33:52.440 --> 01:33:52.440]   I think it's a good thing that Alan's doing.
[01:33:52.440 --> 01:33:52.440]   I think it's a good thing that Alan's doing.
[01:33:52.440 --> 01:33:52.440]   I think it's a good thing that Alan's doing.
[01:33:52.440 --> 01:33:52.440]   I think it's a good thing that Alan's doing.
[01:33:52.440 --> 01:33:52.440]   I think it's a good thing that Alan's doing.
[01:33:52.440 --> 01:33:52.440]   I think it's a good thing that Alan's doing.
[01:33:52.440 --> 01:33:52.440]   I think it's a good thing that Alan's doing.
[01:33:52.440 --> 01:33:52.440]   I think it's a good thing that Alan's doing.
[01:33:52.440 --> 01:33:52.440]   I think it's a good thing that Alan's doing.
[01:33:52.440 --> 01:33:52.440]   I think it's a good thing that Alan's doing.
[01:33:52.440 --> 01:33:52.440]   I think it's a good thing that Alan's doing.
[01:33:52.440 --> 01:33:52.440]   I think it's a good thing that Alan's doing.
[01:33:52.440 --> 01:34:22.460]   I think it's a good thing that Alan's doing.
[01:34:22.460 --> 01:34:22.460]   I think it's a good thing that Alan's doing.
[01:34:22.460 --> 01:34:22.460]   I think it's a good thing that Alan's doing.
[01:34:22.460 --> 01:34:22.460]   I think it's a good thing that Alan's doing.
[01:34:22.460 --> 01:34:22.460]   I think it's a good thing that Alan's doing.
[01:34:22.460 --> 01:34:22.460]   I think it's a good thing that Alan's doing.
[01:34:22.460 --> 01:34:22.460]   I think it's a good thing that Alan's doing.
[01:34:22.460 --> 01:34:22.460]   I think it's a good thing that Alan's doing.
[01:34:22.460 --> 01:34:22.460]   I think it's a good thing that Alan's doing.
[01:34:22.480 --> 01:34:52.480]   I think it's a good thing that Alan's doing.
[01:34:52.480 --> 01:34:52.480]   I think it's a good thing that Alan's doing.
[01:34:52.480 --> 01:34:52.480]   I think it's a good thing that Alan's doing.
[01:34:52.480 --> 01:34:52.480]   I think it's a good thing that Alan's doing.
[01:34:52.480 --> 01:34:52.480]   I think it's a good thing that Alan's doing.
[01:34:52.480 --> 01:34:52.480]   I think it's a good thing that Alan's doing.
[01:34:52.480 --> 01:34:52.480]   I think it's a good thing that Alan's doing.
[01:34:52.480 --> 01:34:52.480]   I think it's a good thing that Alan's doing.
[01:34:52.480 --> 01:34:52.480]   I think it's a good thing that Alan's doing.
[01:34:52.480 --> 01:34:52.480]   I think it's a good thing that Alan's doing.
[01:34:52.480 --> 01:34:52.480]   I think it's a good thing that Alan's doing.
[01:34:52.480 --> 01:34:52.480]   I think it's a good thing that Alan's doing.
[01:34:52.480 --> 01:34:52.480]   I think it's a good thing that Alan's doing.
[01:34:52.480 --> 01:34:52.480]   I think it's a good thing that Alan's doing.
[01:34:52.480 --> 01:34:52.480]   I think it's a good thing that Alan's doing.
[01:34:52.480 --> 01:35:22.500]   I think it's a good thing that Alan's doing.
[01:35:22.500 --> 01:35:22.500]   I think it's a good thing that Alan's doing.
[01:35:22.500 --> 01:35:22.500]   I think it's a good thing that Alan's doing.
[01:35:22.500 --> 01:35:22.500]   I think it's a good thing that Alan's doing.
[01:35:22.500 --> 01:35:22.500]   I think it's a good thing that Alan's doing.
[01:35:22.500 --> 01:35:22.500]   I think it's a good thing that Alan's doing.
[01:35:22.500 --> 01:35:22.500]   I think it's a good thing that Alan's doing.
[01:35:22.500 --> 01:35:22.500]   I think it's a good thing that Alan's doing.
[01:35:22.500 --> 01:35:22.500]   I think it's a good thing that Alan's doing.
[01:35:22.520 --> 01:35:52.520]   I think it's a good thing that Alan's doing.
[01:35:52.520 --> 01:35:52.520]   I think it's a good thing that Alan's doing.
[01:35:52.520 --> 01:35:52.520]   I think it's a good thing that Alan's doing.
[01:35:52.520 --> 01:35:52.520]   I think it's a good thing that Alan's doing.
[01:35:52.520 --> 01:35:52.520]   I think it's a good thing that Alan's doing.
[01:35:52.520 --> 01:35:52.520]   I think it's a good thing that Alan's doing.
[01:35:52.520 --> 01:35:52.520]   I think it's a good thing that Alan's doing.
[01:35:52.520 --> 01:35:52.520]   I think it's a good thing that Alan's doing.
[01:35:52.520 --> 01:35:52.520]   I think it's a good thing that Alan's doing.
[01:35:52.520 --> 01:35:52.520]   I think it's a good thing that Alan's doing.
[01:35:52.520 --> 01:35:52.520]   I think it's a good thing that Alan's doing.
[01:35:52.520 --> 01:35:52.520]   I think it's a good thing that Alan's doing.
[01:35:52.520 --> 01:35:52.520]   I think it's a good thing that Alan's doing.
[01:35:52.520 --> 01:35:52.520]   I think it's a good thing that Alan's doing.
[01:35:52.520 --> 01:35:52.520]   I think it's a good thing that Alan's doing.
[01:35:52.520 --> 01:36:22.540]   I think it's a good thing that Alan's doing.
[01:36:22.540 --> 01:36:22.540]   I think it's a good thing that Alan's doing.
[01:36:22.540 --> 01:36:22.540]   I think it's a good thing that Alan's doing.
[01:36:22.540 --> 01:36:22.540]   I think it's a good thing that Alan's doing.
[01:36:22.540 --> 01:36:22.540]   I think it's a good thing that Alan's doing.
[01:36:22.540 --> 01:36:22.540]   I think it's a good thing that Alan's doing.
[01:36:22.540 --> 01:36:22.540]   I think it's a good thing that Alan's doing.
[01:36:22.560 --> 01:36:52.560]   I think it's a good thing that Alan's doing.
[01:36:52.560 --> 01:36:52.560]   I think it's a good thing that Alan's doing.
[01:36:52.560 --> 01:36:52.560]   I think it's a good thing that Alan's doing.
[01:36:52.560 --> 01:36:52.560]   I think it's a good thing that Alan's doing.
[01:36:52.560 --> 01:36:52.560]   I think it's a good thing that Alan's doing.
[01:36:52.560 --> 01:36:52.560]   Correct.
[01:36:52.560 --> 01:36:52.560]   Correct.
[01:36:52.560 --> 01:36:52.560]   It's not financial corruption.
[01:36:52.560 --> 01:36:52.560]   It is corruption of the mission.
[01:36:52.560 --> 01:36:52.560]   I think it should be abolished.
[01:36:52.560 --> 01:36:52.560]   Correct.
[01:36:52.560 --> 01:36:52.560]   It's not financial corruption.
[01:36:52.560 --> 01:36:52.560]   It is corruption of the mission.
[01:36:52.560 --> 01:36:52.560]   And I think it should be abolished.
[01:36:52.560 --> 01:36:52.560]   Correct.
[01:36:52.560 --> 01:36:52.560]   It's not financial corruption.
[01:36:52.560 --> 01:36:52.560]   It is corruption of the mission.
[01:36:52.560 --> 01:36:52.560]   And I think it should be abolished.
[01:36:52.560 --> 01:36:52.560]   And I think it should be abolished.
[01:36:52.560 --> 01:36:52.560]   And I think it should be abolished.
[01:36:52.560 --> 01:36:52.560]   But I think it's not abolished.
[01:36:52.560 --> 01:36:52.560]   because it's not abolished.
[01:36:52.600 --> 01:37:02.440]   Pi
[01:37:02.440 --> 01:37:19.840]   that,,,,
[01:37:22.120 --> 01:37:25.740]   archery.
[01:37:25.740 --> 01:37:31.740]   - That's the process of- - It's that kind of process. They decide who's guilty and then they go about concocting a case against the person who they want to get.
[01:37:31.740 --> 01:37:39.740]   - So the goal is not to find the truth or- - To solve the case and close it and enhance their reputations.
[01:37:39.740 --> 01:37:47.740]   - But to show that an innocent man is guilty is also solving the case from their perspective.
[01:37:47.740 --> 01:37:51.640]   So to falsely convict or falsely impress the person who is guilty is also solving the case from their perspective.
[01:37:51.640 --> 01:37:51.640]   So to falsely convict or falsely impress the person who is guilty is also solving the case from their perspective.
[01:37:51.640 --> 01:37:51.640]   So to falsely convict or falsely impress the person who is guilty is also solving the case from their perspective.
[01:37:51.640 --> 01:37:51.640]   So to falsely convict or falsely impress the person who is guilty is also solving the case from their perspective.
[01:37:51.680 --> 01:38:21.180]   in prison that an innocent man is also solving the case.
[01:38:21.180 --> 01:38:21.180]   Well, it closes the case if they falsely imprison an innocent man. There are issues in closing cases.
[01:38:21.180 --> 01:38:21.180]   So that's the FBI but broadly speaking about the surveillance aspect of this. What are your views on the right that an American citizen has to privacy?
[01:38:21.180 --> 01:38:21.180]   Well, wiretapping and electronic surveillance are very, very intrusive.
[01:38:21.180 --> 01:38:21.180]   Well, wiretapping and electronic surveillance are very, very intrusive.
[01:38:21.180 --> 01:38:21.180]   And there are some things that are very, very, very intrusive.
[01:38:21.180 --> 01:38:21.180]   And there are some things that are very, very intrusive.
[01:38:21.180 --> 01:38:21.180]   And the fact that are, there are some things that are very, very intrusive.
[01:38:21.180 --> 01:38:21.180]  , there are some things that there are very, very intrusive, there are things that are very intrusive.
[01:38:21.180 --> 01:38:21.180]  , there are the fact that there are the fact that are very intrusive and there are very intrusive and there are very intrusive.
[01:38:21.200 --> 01:38:29.720]   And I think that the circumference that these tools are used should be narrowed.
[01:38:29.720 --> 01:38:29.720]   For example, they're used in a lot of drug cases.
[01:38:29.720 --> 01:38:29.720]   For example, they're used in a lot of drug cases. Since I don't think drugs should be illegal in any event.
[01:38:29.720 --> 01:38:29.720]   Since I don't think drugs should be illegal in any event. I certainly think that it's a terrible violation of privacy to use wiretapping in a drug case.
[01:38:29.720 --> 01:38:29.720]   I certainly think that it's a terrible violation of privacy to use wiretapping in a drug case. I could see it in cases of murder.
[01:38:29.720 --> 01:38:50.720]   I certainly think that it's a terrible violation of privacy to use wiretapping in a drug case. I could see it in cases of murder.
[01:38:50.720 --> 01:38:50.720]   I certainly think that it's a terrible violation of privacy to use wiretapping in a drug case. I could see it in cases of murder.
[01:38:50.740 --> 01:39:20.260]   There's on the Wikipedia page for nothing to hide, you're cited. In fact, your book that you gave me today, "Three Felonies a Day" is cited.
[01:39:20.260 --> 01:39:20.260]   There's on the Wikipedia page for nothing to hide, you're cited. In fact, your book that you gave me today, "Three Felonies a Day" is cited.
[01:39:20.260 --> 01:39:20.260]   There's on the Wikipedia page for nothing to hide, you're cited. In fact, your book that you gave me today, "Three Felonies a Day" is cited.
[01:39:20.260 --> 01:39:20.260]   There's on the Wikipedia page for nothing to hide, you're cited. In fact, your book that you gave me today, three felonies a day, is cited.
[01:39:20.260 --> 01:39:20.260]   There's on the Wikipedia page for nothing to hide, you cited, you cited.
[01:39:20.300 --> 01:39:28.080]   con
[01:39:28.080 --> 01:39:43.620]  Mich have, in the thing,,,, only be era치�TCG continue 12
[01:39:47.820 --> 01:39:58.820]   night
[01:39:58.820 --> 01:40:16.440]   I more in Twoires Amber shown 선 in ten Mmmm Bam M ngo deviationrent music but mind, the whole, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, this,лов a, elaborate on, I'm,?"* causedciamo tutti call: knew even if it's in군's 10:ivers getting Trying Sal no change tayckenan. curls. B. K. Murr. continue to be. D. «. 3. 20.וד. I'm. good. della home. think. no. talk. no. Zam, placent.視. be a not. letter local. whether the of a the piece of a listened.grow the a complaints que Chocolate và nowhere and other erhour we're
[01:40:16.440 --> 01:40:16.960]   de Baking.iell the different experience a
[01:40:17.000 --> 01:40:19.200]  -
[01:40:19.200 --> 01:40:45.440]   게 good,,,,
[01:41:15.640 --> 01:41:15.640]   .
[01:41:15.640 --> 01:41:15.640]   .
[01:41:15.640 --> 01:41:15.640]   .
[01:41:15.640 --> 01:41:15.640]   .
[01:41:15.640 --> 01:41:15.640]   .
[01:41:15.640 --> 01:41:15.640]   .
[01:41:15.680 --> 01:41:25.600]   trou
[01:41:25.600 --> 01:41:42.700]   L The had a
[01:41:43.920 --> 01:42:11.040]  深, deep, deep, deep, deep, deep, deep. What is broken? What works about the American criminal justice system from your perspective? From the jury system, the jury system. Yes. You like the jury system. Every day citizens representing 12 ordinary people have to agree unanimously. In order to convict. What do you think about the highest court in the land, the Supreme Court? What works and what is broken about the Supreme Court as an institution? What are its strengths and weaknesses?
[01:42:12.200 --> 01:42:23.100]  ộ
[01:42:23.100 --> 01:42:30.480]  post, I,第一個
[01:44:31.460 --> 01:44:31.460]   and I think that's the most important thing with very important institutions so the law should have more lasting power than the bickering the political bickering of the day correct let me ask you you've lived one heck of a life and fought a lot of battles and you continue to do so with the Harvard Board of Overseers first of all thank you for that but we're all human while mortal do you ponder your death do you ponder your mortality are you afraid of it
[01:44:31.460 --> 01:44:31.460]   do you ponder your death do you ponder your mortality are you afraid of it
[01:44:31.460 --> 01:44:31.460]   do you ponder your death do you ponder your mortality are you afraid of it
[01:44:31.460 --> 01:44:31.460]   do you ponder your death do you ponder your mortality are you afraid of it
[01:44:31.460 --> 01:44:31.460]   do you ponder your death do you ponder your mortality are you afraid of it
[01:44:31.460 --> 01:44:31.460]   do you ponder your death do you ponder your mortality are you afraid of it
[01:44:31.460 --> 01:44:31.460]   do you ponder your death do you ponder your mortality are you afraid of it
[01:44:31.500 --> 01:44:40.840]  這
[01:44:40.840 --> 01:44:43.480]  fin, don succeeds. I am... less legitimacy. We are, given, あり,
[01:44:58.800 --> 01:45:08.420]  FE
[01:45:08.420 --> 01:45:09.640]   on. I had a
[01:45:09.640 --> 01:45:16.860]   gia
[01:45:16.860 --> 01:45:27.340]  ', Die, vie, arqu,,,,,,., in the ten and the in the in the hell elاخ je dass 임� squeezed Funk documented ví quicker is nothing дел exactly. I have a Z, I, I, I, I, --, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, - with a -'t - desaf para op we's this is a-- перек ends benefit use the mean the nevermut the word cic banging Food Keep the appealing the visit the Old wallpaper's the Associloe per DACP i's the né我覺得 골� Quant the
[01:45:27.360 --> 01:45:34.620]   I agree that I've had a an elite education. I went to Princeton and Harvard Law School.
[01:45:34.620 --> 01:45:39.620]   But I don't think you have to necessarily go to elite institutions in order to really make it.
[01:45:39.620 --> 01:45:41.620]   You need to work hard.
[01:45:41.620 --> 01:45:46.140]   But you shouldn't put yourself in a place where you're not going to feel
[01:45:46.140 --> 01:45:50.880]   comfortable and what's the word empowered like I refused to
[01:45:50.880 --> 01:45:53.380]   take Javoranburg's
[01:45:53.380 --> 01:45:55.920]   invitations for a tenure track position at Harvard Law School.
[01:45:56.920 --> 01:46:25.500]  ,
[01:46:25.500 --> 01:46:25.500]   I'll tell you one, one other story that illustrates this.
[01:46:25.500 --> 01:46:25.960]   I was originally pre-med freshman several years at Princeton.
[01:46:25.960 --> 01:46:25.960]   Why? Because my parents wanted me to marry the daughter of our family physician. And the idea was,
[01:46:25.960 --> 01:46:25.960]   I was originally pre-med freshman several years at Princeton. I was in the pre-med program. Why? Because my parents wanted me to marry the daughter of our family physician. And the idea was,
[01:46:25.960 --> 01:46:25.960]   I was originally pre-med freshman several years at Princeton. I was in the pre-med program. Why? Because my parents wanted me to marry the daughter of our family physician. And the idea was,
