
[00:00:00.000 --> 00:00:05.880]   (applause)
[00:50:59.000 --> 00:51:01.280]   and the other person who won from my school
[00:51:01.280 --> 00:51:02.920]   was in a fashion ed club.
[00:51:02.920 --> 00:51:04.720]   She came from a wealthy family,
[00:51:04.720 --> 00:51:06.600]   and it's like, oh, she's gonna get it for real.
[00:51:06.600 --> 00:51:10.320]   And I went down to the son for the interview,
[00:51:10.320 --> 00:51:12.680]   and I just told him, you know, what my life was like,
[00:51:12.680 --> 00:51:14.720]   and I won that scholarship.
[00:51:14.720 --> 00:51:16.420]   And I would have never won that
[00:51:16.420 --> 00:51:18.480]   if it hadn't been for that educator.
[00:51:18.480 --> 00:51:20.560]   So I don't think you discourage your kids.
[00:51:20.560 --> 00:51:24.140]   You just show them how to make money for where they are.
[00:51:24.140 --> 00:51:26.420]   And eventually, if they're good money managers
[00:51:26.420 --> 00:51:27.800]   and they can't quite make it,
[00:51:27.800 --> 00:51:30.320]   they will figure out how to get a second job,
[00:51:30.320 --> 00:51:33.280]   or maybe in their case, all three of our kids living at home.
[00:51:33.280 --> 00:51:35.880]   And everyone is like, oh, you just don't wanna let 'em go,
[00:51:35.880 --> 00:51:38.020]   and you just gotta let 'em be out there.
[00:51:38.020 --> 00:51:41.600]   But my God, they can, she can save, you know,
[00:51:41.600 --> 00:51:46.000]   nearly $1,000 in a non-retirement account, and she's 15%.
[00:51:46.000 --> 00:51:48.560]   She saved, I think this past year,
[00:51:48.560 --> 00:51:50.840]   probably 80% of her salary.
[00:51:50.840 --> 00:51:52.760]   And if I could just get her to sign up
[00:51:52.760 --> 00:51:55.240]   for her 401, 312 rebate.
[00:51:55.240 --> 00:51:58.520]   (audience laughing)
[00:51:58.520 --> 00:52:00.480]   Their brother is the same way.
[00:52:00.480 --> 00:52:02.560]   And so they, you know, it is,
[00:52:02.560 --> 00:52:04.820]   it was intentional for them to live at home.
[00:52:04.820 --> 00:52:06.720]   So instead of, and we don't have anything,
[00:52:06.720 --> 00:52:07.920]   a problem with renting,
[00:52:07.920 --> 00:52:09.600]   but we know that they wanna be homeowners.
[00:52:09.600 --> 00:52:11.120]   So if they stay home long enough
[00:52:11.120 --> 00:52:13.280]   and save 80% of their salary,
[00:52:13.280 --> 00:52:14.960]   when they walk into the door of their house,
[00:52:14.960 --> 00:52:17.560]   their house will be almost half paid off.
[00:52:17.560 --> 00:52:20.300]   What a legacy, if they could be homeowners,
[00:52:20.300 --> 00:52:22.800]   true homeowners, without a mortgage.
[00:52:22.800 --> 00:52:25.160]   By the time they hit their 40s or 50s,
[00:52:25.160 --> 00:52:27.320]   my God, that's life-changing.
[00:52:27.320 --> 00:52:29.440]   And they won't have to worry so much
[00:52:29.440 --> 00:52:31.340]   about spending down their retirement account,
[00:52:31.340 --> 00:52:33.520]   because they removed the most expensive thing
[00:52:33.520 --> 00:52:34.440]   on their budget.
[00:52:34.440 --> 00:52:36.520]   And so don't discourage your kids.
[00:52:36.520 --> 00:52:39.500]   Encourage them, show them, say no.
[00:52:39.500 --> 00:52:41.480]   Say no to your grandkids.
[00:52:41.480 --> 00:52:46.480]   It's not, I mean, it's, it's, it's, it's a legacy.
[00:52:46.480 --> 00:52:49.480]   You know, this didn't happen by accident.
[00:52:49.480 --> 00:52:53.320]   I am so, we are so proud of these girls.
[00:52:53.320 --> 00:52:55.680]   It didn't happen by accident.
[00:52:55.680 --> 00:52:57.360]   And it wasn't easy.
[00:52:57.360 --> 00:53:00.080]   They are nice and loving and look at them smiling,
[00:53:00.080 --> 00:53:02.480]   but trust me on this, they hated us.
[00:53:02.480 --> 00:53:05.000]   (audience laughing)
[00:53:05.000 --> 00:53:07.140]   Or me, I should say, 'cause their dad is like,
[00:53:07.140 --> 00:53:08.560]   really like, "No, baby."
[00:53:08.560 --> 00:53:09.840]   And I'm like, "Nope."
[00:53:09.840 --> 00:53:12.920]   (audience laughing)
[00:53:12.920 --> 00:53:14.480]   I don't know, did you want to?
[00:53:14.480 --> 00:53:17.240]   - We didn't hate you, that's really intense.
[00:53:17.240 --> 00:53:19.260]   There was a lot of like, what's going on over there?
[00:53:19.260 --> 00:53:20.720]   Like, why are there being, you know,
[00:53:20.720 --> 00:53:22.720]   so annoying about things?
[00:53:22.720 --> 00:53:24.120]   But we didn't like hate them,
[00:53:24.120 --> 00:53:25.280]   'cause eventually we adjusted, right?
[00:53:25.280 --> 00:53:26.960]   Like kids are really adaptable.
[00:53:26.960 --> 00:53:29.800]   And so I think when they are living under a certain,
[00:53:29.800 --> 00:53:32.040]   you know, rule system or parent household
[00:53:32.040 --> 00:53:34.300]   or like money management system, like they, we adapted.
[00:53:34.300 --> 00:53:36.880]   And so it got to the point where then I started
[00:53:36.880 --> 00:53:39.040]   to look at other people funny when they were judging me
[00:53:39.040 --> 00:53:40.520]   for not having things.
[00:53:40.520 --> 00:53:44.820]   And so then, you know, my mindset shifted over time.
[00:53:44.820 --> 00:53:46.720]   And so like, yes, there were a lot of times
[00:53:46.720 --> 00:53:49.040]   where I was very angry or I didn't understand,
[00:53:49.040 --> 00:53:51.800]   or it was really annoying to be told over and over again,
[00:53:51.800 --> 00:53:53.920]   is that a need or a want, is that a need or a want?
[00:53:53.920 --> 00:53:55.960]   I'm like, I just want it, like, why can't I like just,
[00:53:55.960 --> 00:53:57.440]   I just want it, like, you know,
[00:53:57.440 --> 00:53:59.240]   like I'm not allowed to want things.
[00:53:59.240 --> 00:54:03.400]   But over time, you know, like we came around to it
[00:54:03.400 --> 00:54:04.960]   or it just stopped being something that we,
[00:54:04.960 --> 00:54:07.000]   well, maybe not for Jillian, but I just stopped asking.
[00:54:07.000 --> 00:54:08.760]   So I was like, well, after so many no's,
[00:54:08.760 --> 00:54:11.320]   it's like, okay, fine, I just won't have the thing.
[00:54:11.320 --> 00:54:12.480]   And that's fine.
[00:54:12.480 --> 00:54:16.000]   And so I think it's, you know, just about like trusting
[00:54:16.000 --> 00:54:18.120]   that your kids will adapt to it and then they'll grow up
[00:54:18.120 --> 00:54:21.080]   and eventually, hopefully they'll come around to it.
[00:54:21.080 --> 00:54:23.480]   - Well, McIntyre family,
[00:54:23.480 --> 00:54:26.280]   we are so grateful for you to have come here.
[00:54:26.280 --> 00:54:29.840]   We knew you loved Michelle, but thank you all so much.
[00:54:29.840 --> 00:54:33.000]   (audience applauding)
[00:54:33.000 --> 00:54:36.000]   (audience cheering)
[00:54:36.000 --> 00:54:39.160]   (audience applauding)
[00:54:39.160 --> 00:54:49.160]   [BLANK_AUDIO]

