
[00:00:00.040 --> 00:00:09.460]  � ex
[00:59:05.820 --> 00:59:05.820]   I'm going to go ahead and start the video.
[00:59:05.820 --> 00:59:05.820]   I'm going to go ahead and start the video.
[00:59:05.820 --> 00:59:05.820]   I'm going to go ahead and start the video.
[00:59:05.820 --> 00:59:05.820]   I'm going to go ahead and start the video.
[00:59:05.820 --> 00:59:05.820]   I'm going to go ahead and start the video.
[00:59:05.820 --> 00:59:05.820]   I'm going to go ahead and start the video.
[00:59:05.820 --> 00:59:05.820]   I'm going to go ahead and start the video.
[00:59:05.820 --> 00:59:05.820]   I'm going to go ahead and start the video.
[00:59:05.820 --> 00:59:05.820]   I'm going to go ahead and start the video.
[00:59:05.820 --> 00:59:05.820]   I'm going to go ahead and start the video.
[00:59:05.820 --> 00:59:05.820]   I'm going to go ahead and start the video.
[00:59:05.820 --> 00:59:05.820]   I'm going to go ahead and start the video.
[00:59:05.820 --> 00:59:05.820]   I'm going to go ahead and start the video.
[00:59:05.820 --> 00:59:05.820]   I'm going to go ahead and start the video.
[00:59:05.820 --> 00:59:35.840]   I'm going to go ahead and start the video.
[00:59:35.840 --> 00:59:35.840]   I'm going to go ahead and start the video.
[00:59:35.840 --> 00:59:35.840]   I'm going to go ahead and start the video.
[00:59:35.840 --> 00:59:35.840]   I'm going to go ahead and start the video.
[00:59:35.840 --> 00:59:35.840]   I'm going to go ahead and start the video.
[00:59:35.840 --> 00:59:35.840]   I'm going to go ahead and start the video.
[00:59:35.840 --> 00:59:35.840]   I'm going to go ahead and start the video.
[00:59:35.840 --> 00:59:35.840]   I'm going to go ahead and start the video.
[00:59:35.840 --> 00:59:35.840]   I'm going to go ahead and start the video.
[00:59:35.840 --> 00:59:35.840]   I'm going to go ahead and start the video.
[00:59:35.840 --> 00:59:35.840]   I'm going to go ahead and start the video.
[00:59:35.840 --> 00:59:35.840]   I'm going to go ahead and start the video.
[00:59:35.860 --> 01:00:05.860]   I'm going to go ahead and start the video.
[01:00:05.860 --> 01:00:05.860]   I'm going to go ahead and start the video.
[01:00:05.860 --> 01:00:05.860]   I'm going to go ahead and start the video.
[01:00:05.860 --> 01:00:05.860]   I'm going to go ahead and start the video.
[01:00:05.860 --> 01:00:05.860]   I'm going to go ahead and start the video.
[01:00:05.860 --> 01:00:05.860]   I'm going to go ahead and start the video.
[01:00:05.860 --> 01:00:05.860]   I'm going to go ahead and start the video.
[01:00:05.860 --> 01:00:05.860]   I'm going to go ahead and start the video.
[01:00:05.860 --> 01:00:05.860]   I'm going to go ahead and start the video.
[01:00:05.860 --> 01:00:05.860]   I'm going to go ahead and start the video.
[01:00:05.860 --> 01:00:05.860]   I'm going to go ahead and start the video.
[01:00:05.860 --> 01:00:05.860]   I'm going to go ahead and start the video.
[01:00:05.860 --> 01:00:05.860]   I'm going to go ahead and start the video.
[01:00:05.860 --> 01:00:05.860]   I'm going to go ahead and start the video.
[01:00:05.860 --> 01:00:05.860]   I'm going to go ahead and start the video.
[01:00:05.860 --> 01:00:05.860]   I'm going to go ahead and start the video.
[01:00:05.860 --> 01:00:35.880]   I'm going to go ahead and start the video.
[01:00:35.880 --> 01:00:35.880]   I'm going to go ahead and start the video.
[01:00:35.880 --> 01:00:35.880]   I'm going to go ahead and start the video.
[01:00:35.880 --> 01:00:35.880]   I'm going to go ahead and start the video.
[01:00:35.880 --> 01:00:35.880]   I'm going to go ahead and start the video.
[01:00:35.880 --> 01:00:35.880]   I'm going to go ahead and start the video.
[01:00:35.880 --> 01:00:35.880]   I'm going to go ahead and start the video.
[01:00:35.880 --> 01:00:35.880]   I'm going to go ahead and start the video.
[01:00:35.880 --> 01:00:35.880]   I'm going to go ahead and start the video.
[01:00:35.880 --> 01:00:35.880]   I'm going to go ahead and start the video.
[01:00:35.880 --> 01:00:35.880]   I'm going to go ahead and start the video.
[01:00:35.880 --> 01:00:35.880]   I'm going to go ahead and start the video.
[01:00:35.880 --> 01:00:35.880]   I'm going to go ahead and start the video.
[01:00:35.900 --> 01:01:05.900]   I'm going to go ahead and start the video.
[01:01:05.900 --> 01:01:05.900]   I'm going to go ahead and start the video.
[01:01:05.900 --> 01:01:05.900]   I'm going to go ahead and start the video.
[01:01:05.900 --> 01:01:05.900]   I'm going to go ahead and start the video.
[01:01:05.900 --> 01:01:05.900]   I'm going to go ahead and start the video.
[01:01:05.900 --> 01:01:05.900]   I'm going to go ahead and start the video.
[01:01:05.900 --> 01:01:05.900]   I'm going to go ahead and start the video.
[01:01:05.900 --> 01:01:05.900]   I'm going to go ahead and start the video.
[01:01:05.900 --> 01:01:05.900]   I'm going to go ahead and start the video.
[01:01:05.900 --> 01:01:05.900]   I'm going to go ahead and start the video.
[01:01:05.900 --> 01:01:05.900]   I'm going to go ahead and start the video.
[01:01:05.900 --> 01:01:05.900]   I'm going to go ahead and start the video.
[01:01:05.900 --> 01:01:05.900]   I'm going to go ahead and start the video.
[01:01:05.900 --> 01:01:05.900]   I'm going to go ahead and start the video.
[01:01:05.900 --> 01:01:05.900]   I'm going to go ahead and start the video.
[01:01:05.900 --> 01:01:05.900]   I'm going to go ahead and start the video.
[01:01:05.900 --> 01:01:35.920]   I'm going to go ahead and start the video.
[01:01:35.920 --> 01:01:35.920]   I'm going to go ahead and start the video.
[01:01:35.920 --> 01:01:35.920]   I'm going to go ahead and start the video.
[01:01:35.920 --> 01:01:35.920]   I'm going to go ahead and start the video.
[01:01:35.920 --> 01:01:35.920]   I'm going to go ahead and start the video.
[01:01:35.920 --> 01:01:35.920]   I'm going to go ahead and start the video.
[01:01:35.920 --> 01:01:35.920]   I'm going to go ahead and start the video.
[01:01:35.920 --> 01:01:35.920]   I'm going to go ahead and start the video.
[01:01:35.920 --> 01:01:35.920]   I'm going to go ahead and start the video.
[01:01:35.920 --> 01:01:35.920]   I'm going to go ahead and start the video.
[01:01:35.940 --> 01:02:05.940]   I'm going to go ahead and start the video.
[01:02:05.940 --> 01:02:05.940]   I'm going to go ahead and start the video.
[01:02:05.940 --> 01:02:05.940]   I'm going to go ahead and start the video.
[01:02:05.940 --> 01:02:05.940]   I'm going to go ahead and start the video.
[01:02:05.940 --> 01:02:05.940]   I'm going to go ahead and start the video.
[01:02:05.940 --> 01:02:05.940]   I'm going to go ahead and start the video.
[01:02:05.940 --> 01:02:05.940]   I'm going to go ahead and start the video.
[01:02:05.940 --> 01:02:05.940]   I'm going to go ahead and start the video.
[01:02:05.940 --> 01:02:05.940]   I'm going to go ahead and start the video.
[01:02:05.940 --> 01:02:05.940]   I'm going to go ahead and start the video.
[01:02:05.940 --> 01:02:05.940]   I'm going to go ahead and start the video.
[01:02:05.940 --> 01:02:05.940]   I'm going to go ahead and start the video.
[01:02:05.940 --> 01:02:05.940]   I'm going to go ahead and start the video.
[01:02:05.940 --> 01:02:05.940]   I'm going to go ahead and start the video.
[01:02:05.940 --> 01:02:05.940]   I'm going to go ahead and start the video.
[01:02:05.940 --> 01:02:05.940]   I'm going to go ahead and start the video.
[01:02:05.940 --> 01:02:35.960]   I'm going to go ahead and start the video.
[01:02:35.960 --> 01:02:35.960]   I'm going to go ahead and start the video.
[01:02:35.960 --> 01:02:35.960]   I'm going to go ahead and start the video.
[01:02:35.960 --> 01:02:35.960]   I'm going to go ahead and start the video.
[01:02:35.960 --> 01:02:35.960]   I'm going to go ahead and start the video.
[01:02:35.960 --> 01:02:35.960]   I'm going to go ahead and start the video.
[01:02:35.960 --> 01:02:35.960]   I'm going to go ahead and start the video.
[01:02:35.960 --> 01:02:35.960]   I'm going to go ahead and start the video.
[01:02:35.960 --> 01:02:35.960]   I'm going to go ahead and start the video.
[01:02:35.960 --> 01:02:35.960]   I'm going to go ahead and start the video.
[01:02:35.960 --> 01:02:35.960]   I'm going to go ahead and start the video.
[01:02:35.980 --> 01:03:05.980]   I'm going to go ahead and start the video.
[01:03:05.980 --> 01:03:05.980]   I'm going to go ahead and start the video.
[01:03:05.980 --> 01:03:05.980]   I'm going to go ahead and start the video.
[01:03:05.980 --> 01:03:05.980]   I'm going to go ahead and start the video.
[01:03:05.980 --> 01:03:05.980]   I'm going to go ahead and start the video.
[01:03:05.980 --> 01:03:05.980]   I'm going to go ahead and start the video.
[01:03:05.980 --> 01:03:05.980]   I'm going to go ahead and start the video.
[01:03:05.980 --> 01:03:05.980]   I'm going to go ahead and start the video.
[01:03:05.980 --> 01:03:05.980]   I'm going to go ahead and start the video.
[01:03:05.980 --> 01:03:05.980]   I'm going to go ahead and start the video.
[01:03:05.980 --> 01:03:05.980]   I'm going to go ahead and start the video.
[01:03:05.980 --> 01:03:05.980]   I'm going to go ahead and start the video.
[01:03:05.980 --> 01:03:05.980]   I'm going to go ahead and start the video.
[01:03:05.980 --> 01:03:05.980]   I'm going to go ahead and start the video.
[01:03:05.980 --> 01:03:05.980]   I'm going to go ahead and start the video.
[01:03:05.980 --> 01:03:05.980]   I'm going to go ahead and start the video.
[01:03:05.980 --> 01:03:36.000]   I'm going to go ahead and start the video.
[01:03:36.000 --> 01:03:36.000]   I'm going to go ahead and start the video.
[01:03:36.000 --> 01:03:36.000]   I'm going to go ahead and start the video.
[01:03:36.000 --> 01:03:36.000]   I'm going to go ahead and start the video.
[01:03:36.000 --> 01:03:36.000]   I'm going to go ahead and start the video.
[01:03:36.000 --> 01:03:36.000]   I'm going to go ahead and start the video.
[01:03:36.000 --> 01:03:36.000]   I'm going to go ahead and start the video.
[01:03:36.000 --> 01:03:36.000]   I'm going to go ahead and start the video.
[01:03:36.000 --> 01:03:36.000]   I'm going to go ahead and start the video.
[01:03:36.000 --> 01:03:36.000]   I'm going to go ahead and start the video.
[01:03:36.000 --> 01:03:36.000]   I'm going to go ahead and start the video.
[01:03:36.000 --> 01:03:36.000]   I'm going to go ahead and start the video.
[01:03:36.020 --> 01:04:06.020]   I'm going to go ahead and start the video.
[01:04:06.020 --> 01:04:06.020]   I'm going to go ahead and start the video.
[01:04:06.020 --> 01:04:06.020]   I'm going to go ahead and start the video.
[01:04:06.020 --> 01:04:06.020]   I'm going to go ahead and start the video.
[01:04:06.020 --> 01:04:06.020]   I'm going to go ahead and start the video.
[01:04:06.020 --> 01:04:06.020]   I'm going to go ahead and start the video.
[01:04:06.020 --> 01:04:06.020]   I'm going to go ahead and start the video.
[01:04:06.020 --> 01:04:06.020]   I'm going to go ahead and start the video.
[01:04:06.020 --> 01:04:06.020]   I'm going to go ahead and start the video.
[01:04:06.020 --> 01:04:06.020]   I'm going to go ahead and start the video.
[01:04:06.020 --> 01:04:06.020]   I'm going to go ahead and start the video.
[01:04:06.020 --> 01:04:06.020]   I'm going to go ahead and start the video.
[01:04:06.020 --> 01:04:06.020]   I'm going to go ahead and start the video.
[01:04:06.020 --> 01:04:06.020]   I'm going to go ahead and start the video.
[01:04:06.020 --> 01:04:06.020]   I'm going to go ahead and start the video.
[01:04:06.020 --> 01:04:06.020]   I'm going to go ahead and start the video.
[01:04:06.020 --> 01:04:36.040]   I'm going to go ahead and start the video.
[01:04:36.040 --> 01:04:36.040]   I'm going to go ahead and start the video.
[01:04:36.040 --> 01:04:36.040]   I'm going to go ahead and start the video.
[01:04:36.040 --> 01:04:36.040]   I'm going to go ahead and start the video.
[01:04:36.040 --> 01:04:36.040]   I'm going to go ahead and start the video.
[01:04:36.040 --> 01:04:36.040]   I'm going to go ahead and start the video.
[01:04:36.040 --> 01:04:36.040]   I'm going to go ahead and start the video.
[01:04:36.040 --> 01:04:36.040]   I'm going to go ahead and start the video.
[01:04:36.040 --> 01:04:36.040]   I'm going to go ahead and start the video.
[01:04:36.040 --> 01:04:36.040]   I'm going to go ahead and start the video.
[01:04:36.040 --> 01:04:36.040]   I'm going to go ahead and start the video.
[01:04:36.040 --> 01:04:36.040]   I'm going to go ahead and start the video.
[01:04:36.060 --> 01:05:06.060]  ,
[01:05:06.060 --> 01:05:06.060]   I'm going to go ahead and start the video.
[01:05:06.060 --> 01:05:06.060]   I'm going to go ahead and start the video.
[01:05:06.060 --> 01:05:06.060]   I'm going to go ahead and start the video.
[01:05:06.060 --> 01:05:06.060]   I'm going to go ahead and start the video.
[01:05:06.060 --> 01:05:06.060]   I'm going to go ahead and start the video.
[01:05:06.060 --> 01:05:06.060]   I'm going to go ahead and start the video.
[01:05:06.060 --> 01:05:06.060]   I'm going to go ahead and start the video.
[01:05:06.060 --> 01:05:06.060]   I'm going to go ahead and start the video.
[01:05:06.060 --> 01:05:06.060]   I'm going to go ahead and start the video.
[01:05:06.060 --> 01:05:06.060]   I'm going to go ahead and start the video.
[01:05:06.060 --> 01:05:06.060]   I'm going to go ahead and start the video.
[01:05:06.060 --> 01:05:06.060]   I'm going to go ahead and start the video.
[01:05:06.060 --> 01:05:06.060]   I'm going to go ahead and start the video.
[01:05:06.060 --> 01:05:06.060]   I'm going to go ahead and start the video.
[01:05:06.060 --> 01:05:06.060]   I'm going to go ahead and start the video.
[01:05:06.060 --> 01:05:06.060]   I'm going to go ahead and start the video.
[01:05:06.060 --> 01:05:36.080]   I'm going to go ahead and start the video.
[01:05:36.080 --> 01:05:36.080]   I'm going to go ahead and start the video.
[01:05:36.080 --> 01:05:36.080]   I'm going to go ahead and start the video.
[01:05:36.080 --> 01:05:36.080]   I'm going to go ahead and start the video.
[01:05:36.080 --> 01:05:36.080]   I'm going to go ahead and start the video.
[01:05:36.080 --> 01:05:36.080]   I'm going to go ahead and start the video.
[01:05:36.080 --> 01:05:36.080]   I'm going to go ahead and start the video.
[01:05:36.080 --> 01:05:36.080]   I'm going to go ahead and start the video.
[01:05:36.080 --> 01:05:36.080]   I'm going to go ahead and start the video.
[01:05:36.080 --> 01:05:36.080]   I'm going to go ahead and start the video.
[01:05:36.100 --> 01:06:06.100]   I'm going to go ahead and start the video.
[01:06:06.100 --> 01:06:06.100]   I'm going to go ahead and start the video.
[01:06:06.100 --> 01:06:06.100]   I'm going to go ahead and start the video.
[01:06:06.100 --> 01:06:06.100]   I'm going to go ahead and start the video.
[01:06:06.100 --> 01:06:06.100]   I'm going to go ahead and start the video.
[01:06:06.100 --> 01:06:06.100]   I'm going to go ahead and start the video.
[01:06:06.100 --> 01:06:06.100]   I'm going to go ahead and start the video.
[01:06:06.100 --> 01:06:06.100]   I'm going to go ahead and start the video.
[01:06:06.100 --> 01:06:06.100]   I'm going to go ahead and start the video.
[01:06:06.100 --> 01:06:06.100]   I'm going to go ahead and start the video.
[01:06:06.100 --> 01:06:06.100]   I'm going to go ahead and start the video.
[01:06:06.100 --> 01:06:06.100]   I'm going to go ahead and start the video.
[01:06:06.100 --> 01:06:06.100]   I'm going to go ahead and start the video.
[01:06:06.100 --> 01:06:06.100]   I'm going to go ahead and start the video.
[01:06:06.100 --> 01:06:06.100]   I'm going to go ahead and start the video.
[01:06:06.100 --> 01:06:06.100]   I'm going to go ahead and start the video.
[01:06:06.120 --> 01:06:36.120]  ,
[01:06:36.120 --> 01:06:36.120]   I'm going to go ahead and start the video.
[01:06:36.120 --> 01:06:36.120]   I'm going to go ahead and start the video.
[01:06:36.120 --> 01:06:36.120]   I'm going to go ahead and start the video.
[01:06:36.120 --> 01:06:36.120]   I'm going to go ahead and start the video.
[01:06:36.120 --> 01:06:36.120]   I'm going to go ahead and start the video.
[01:06:36.120 --> 01:06:36.120]   I'm going to go ahead and start the video.
[01:06:36.120 --> 01:06:36.120]   I'm going to go ahead and start the video.
[01:06:36.120 --> 01:06:36.120]   I'm going to go ahead and start the video.
[01:06:36.120 --> 01:06:36.120]   I'm going to go ahead and start the video.
[01:06:36.120 --> 01:06:36.120]   I'm going to go ahead and start the video.
[01:06:36.120 --> 01:07:06.140]   I'm going to go ahead and start the video.
[01:07:06.140 --> 01:07:06.140]   I'm going to go ahead and start the video.
[01:07:06.140 --> 01:07:06.140]   I'm going to go ahead and start the video.
[01:07:06.140 --> 01:07:06.140]   I'm going to go ahead and start the video.
[01:07:06.140 --> 01:07:06.140]   I'm going to go ahead and start the video.
[01:07:06.140 --> 01:07:06.140]   I'm going to go ahead and start the video.
[01:07:06.140 --> 01:07:06.140]   I'm going to go ahead and start the video.
[01:07:06.140 --> 01:07:06.140]   I'm going to go ahead and start the video.
[01:07:06.140 --> 01:07:06.140]   I'm going to go ahead and start the video.
[01:07:06.140 --> 01:07:06.140]   I'm going to go ahead and start the video.
[01:07:06.140 --> 01:07:06.140]   I'm going to go ahead and start the video.
[01:07:06.140 --> 01:07:06.140]   I'm going to go ahead and start the video.
[01:07:06.160 --> 01:07:36.160]   - I'm going to go ahead and start the video.
[01:07:36.160 --> 01:07:36.160]   - I'm going to go ahead and start the video.
[01:07:36.160 --> 01:07:36.160]   - I'm going to go ahead and start the video.
[01:07:36.160 --> 01:07:36.160]   - I'm going to go ahead and start the video.
[01:07:36.160 --> 01:07:36.160]   - I'm going to go ahead and start the video.
[01:07:36.160 --> 01:07:36.160]   - I'm going to go ahead and start the video.
[01:07:36.160 --> 01:07:36.160]   - I'm going to go ahead and start the video.
[01:07:36.160 --> 01:07:36.160]   - I'm going to go ahead and start the video.
[01:07:36.160 --> 01:07:36.160]   - I'm going to go ahead and start the video.
[01:07:36.160 --> 01:07:36.160]   - I'm going to go ahead and start the video.
[01:07:36.160 --> 01:07:36.160]   - I'm going to go ahead and start the video.
[01:07:36.160 --> 01:07:36.160]   - I'm going to go ahead and start the video.
[01:07:36.160 --> 01:07:36.160]   - I'm going to go ahead and start the video.
[01:07:36.160 --> 01:07:36.160]   - I'm going to go ahead and start the video.
[01:07:36.160 --> 01:07:36.160]   - I'm going to go ahead and start the video.
[01:08:06.180 --> 01:08:06.180]   - I'm going to go ahead and start the video.
[01:08:06.180 --> 01:08:06.180]   - I'm going to go ahead and start the video.
[01:08:06.180 --> 01:08:06.180]   - I'm going to go ahead and start the video.
[01:08:06.180 --> 01:08:06.180]   - I'm going to go ahead and start the video.
[01:08:06.180 --> 01:08:06.180]   - I'm going to go ahead and start the video.
[01:08:06.200 --> 01:08:36.200]   - I'm going to go ahead and start the video.
[01:08:36.200 --> 01:08:36.200]   - I'm going to go ahead and start the video.
[01:08:36.200 --> 01:08:36.200]   - I'm going to go ahead and start the video.
[01:08:36.200 --> 01:08:36.200]   - I'm going to go ahead and start the video.
[01:08:36.200 --> 01:08:36.200]   - I'm going to go ahead and start the video.
[01:08:36.200 --> 01:08:36.200]   - I'm going to go ahead and start the video.
[01:08:36.200 --> 01:08:36.200]   - I'm going to go ahead and start the video.
[01:08:36.200 --> 01:08:36.200]   - I'm going to go ahead and start the video.
[01:08:36.200 --> 01:08:36.200]   - I'm going to go ahead and start the video.
[01:08:36.200 --> 01:08:36.200]   - I'm going to go ahead and start the video.
[01:08:36.200 --> 01:08:36.200]   - I'm going to go ahead and start the video.
[01:08:36.200 --> 01:08:36.200]   - I'm going to go ahead and start the video.
[01:08:36.200 --> 01:08:36.200]   - I'm going to go ahead and start the video.
[01:08:36.200 --> 01:08:36.200]   - I'm going to go ahead and start the video.
[01:08:36.200 --> 01:08:36.200]   - I'm going to go ahead and start the video.
[01:08:36.200 --> 01:09:06.220]   - I'm going to go ahead and start the video.
[01:09:06.220 --> 01:09:06.220]   - I'm going to go ahead and start the video.
[01:09:06.220 --> 01:09:06.220]   - I'm going to go ahead and start the video.
[01:09:06.220 --> 01:09:06.220]   - I'm going to go ahead and start the video.
[01:09:06.220 --> 01:09:06.220]   - I'm going to go ahead and start the video.
[01:09:06.220 --> 01:09:06.220]   - I'm going to go ahead and start the video.
[01:09:06.220 --> 01:09:06.220]   - I'm going to go ahead and start the video.
[01:09:06.220 --> 01:09:06.220]   - I'm going to go ahead and start the video.
[01:09:06.220 --> 01:09:06.220]   - I'm going to go ahead and start the video.
[01:09:06.240 --> 01:09:36.240]   - I'm going to go ahead and start the video.
[01:09:36.240 --> 01:09:36.240]   - I'm going to go ahead and start the video.
[01:09:36.240 --> 01:09:36.240]   - I'm going to go ahead and start the video.
[01:09:36.240 --> 01:09:36.240]   - I'm going to go ahead and start the video.
[01:09:36.240 --> 01:09:36.240]   - I'm going to go ahead and start the video.
[01:09:36.240 --> 01:09:36.240]   - I'm going to go ahead and start the video.
[01:09:36.240 --> 01:09:36.240]   - I'm going to go ahead and start the video.
[01:09:36.240 --> 01:09:36.240]   - I'm going to go ahead and start the video.
[01:09:36.240 --> 01:09:36.240]   - I'm going to go ahead and start the video.
[01:09:36.240 --> 01:09:36.240]   - I'm going to go ahead and start the video.
[01:09:36.240 --> 01:09:36.240]   - I'm going to go ahead and start the video.
[01:09:36.240 --> 01:09:36.240]   - I'm going to go ahead and start the video.
[01:09:36.240 --> 01:09:36.240]   - I'm going to go ahead and start the video.
[01:09:36.240 --> 01:09:36.240]   - I'm going to go ahead and start the video.
[01:09:36.240 --> 01:09:36.240]   - I'm going to go ahead and start the video.
[01:09:36.260 --> 01:10:06.260]  , I'm going to go ahead and start the video.
[01:10:06.260 --> 01:10:06.260]   - I'm going to go ahead and start the video.
[01:10:06.260 --> 01:10:06.260]   - I'm going to go ahead and start the video.
[01:10:06.260 --> 01:10:06.260]   - I'm going to go ahead and start the video.
[01:10:06.260 --> 01:10:06.260]   - I'm going to go ahead and start the video.
[01:10:06.260 --> 01:10:06.260]   - I'm going to go ahead and start the video.
[01:10:06.260 --> 01:10:06.260]   - I'm going to go ahead and start the video.
[01:10:06.260 --> 01:10:06.260]   - I'm going to go ahead and start the video.
[01:10:06.280 --> 01:10:36.280]  ,
[01:10:36.280 --> 01:10:36.280]   - I'm going to go ahead and start the video.
[01:10:36.280 --> 01:10:36.280]   - I'm going to go ahead and start the video.
[01:10:36.280 --> 01:10:36.280]   - I'm going to go ahead and start the video.
[01:10:36.280 --> 01:10:36.280]   - I'm going to go ahead and start the video.
[01:10:36.280 --> 01:10:36.280]   - I'm going to go ahead and start the video.
[01:10:36.280 --> 01:10:36.280]   - I'm going to go ahead and start the video.
[01:10:36.280 --> 01:10:36.280]   - I'm going to go ahead and start the video.
[01:10:36.280 --> 01:10:36.280]   - I'm going to go ahead and start the video.
[01:10:36.280 --> 01:10:36.280]   - I'm going to go ahead and start the video.
[01:10:36.280 --> 01:10:36.280]   - I'm going to go ahead and start the video.
[01:10:36.300 --> 01:11:06.300]  ,
[01:11:06.300 --> 01:11:06.300]   - I'm going to go ahead and start the video.
[01:11:06.300 --> 01:11:06.300]   - I'm going to go ahead and start the video.
[01:11:06.300 --> 01:11:06.300]   - I'm going to go ahead and start the video.
[01:11:06.300 --> 01:11:06.300]   - I'm going to go ahead and start the video.
[01:11:06.300 --> 01:11:06.300]   - I'm going to go ahead and start the video.
[01:11:06.300 --> 01:11:06.300]   - I'm going to go ahead and start the video.
[01:11:06.300 --> 01:11:06.300]   - I'm going to go ahead and start the video.
[01:11:06.300 --> 01:11:06.300]   - I'm going to go ahead and start the video.
[01:11:06.340 --> 01:11:16.100]   thing

