
[00:00:00.040 --> 00:00:10.700]   law
[00:58:58.060 --> 00:58:58.060]   I'm going to go ahead and start with the first one.
[00:58:58.060 --> 00:58:58.060]   I'm going to go ahead and start with the first one.
[00:58:58.060 --> 00:58:58.060]   I'm going to go ahead and start with the first one.
[00:58:58.060 --> 00:58:58.060]   I'm going to go ahead and start with the first one.
[00:58:58.060 --> 00:58:58.060]   I'm going to go ahead and start with the first one.
[00:58:58.060 --> 00:58:58.060]   I'm going to go ahead and start with the first one.
[00:58:58.060 --> 00:58:58.060]   I'm going to go ahead and start with the first one.
[00:58:58.060 --> 00:58:58.060]   I'm going to go ahead and start with the first one.
[00:58:58.060 --> 00:58:58.060]   I'm going to go ahead and start with the first one.
[00:58:58.060 --> 00:58:58.060]   I'm going to go ahead and start with the first one.
[00:58:58.060 --> 00:58:58.060]   I'm going to go ahead and start with the first one.
[00:58:58.060 --> 00:58:58.060]   I'm going to go ahead and start with the first one.
[00:58:58.200 --> 00:59:28.080]   I'm going to go ahead and start with the first one.
[00:59:28.080 --> 00:59:28.080]   I'm going to go ahead and start with the first one.
[00:59:28.080 --> 00:59:28.080]   I'm going to go ahead and start with the first one.
[00:59:28.080 --> 00:59:28.080]   I'm going to go ahead and start with the first one.
[00:59:28.080 --> 00:59:28.080]   I'm going to go ahead and start with the first one.
[00:59:28.080 --> 00:59:28.080]   I'm going to go ahead and start with the first one.
[00:59:28.080 --> 00:59:28.080]   I'm going to go ahead and start with the first one.
[00:59:28.080 --> 00:59:28.080]   I'm going to go ahead and start with the first one.
[00:59:28.100 --> 00:59:58.100]   I'm going to go ahead and start with the first one.
[00:59:58.100 --> 00:59:58.100]   I'm going to go ahead and start with the first one.
[00:59:58.100 --> 00:59:58.100]   I'm going to go ahead and start with the first one.
[00:59:58.100 --> 00:59:58.100]   I'm going to go ahead and start with the first one.
[00:59:58.100 --> 00:59:58.100]   I'm going to go ahead and start with the first one.
[00:59:58.100 --> 00:59:58.100]   I'm going to go ahead and start with the first one.
[00:59:58.100 --> 00:59:58.100]   I'm going to go ahead and start with the first one.
[00:59:58.100 --> 00:59:58.100]   I'm going to go ahead and start with the first one.
[00:59:58.100 --> 00:59:58.100]   I'm going to go ahead and start with the first one.
[00:59:58.100 --> 00:59:58.100]   I'm going to go ahead and start with the first one.
[00:59:58.100 --> 00:59:58.100]   I'm going to go ahead and start with the first one.
[00:59:58.100 --> 00:59:58.100]   I'm going to go ahead and start with the first one.
[00:59:58.100 --> 00:59:58.100]   I'm going to go ahead and start with the first one.
[00:59:58.100 --> 00:59:58.100]   I'm going to go ahead and start with the first one.
[00:59:58.100 --> 01:00:28.120]   I'm going to go ahead and start with the first one.
[01:00:28.120 --> 01:00:28.120]   I'm going to go ahead and start with the first one.
[01:00:28.120 --> 01:00:28.120]   I'm going to go ahead and start with the first one.
[01:00:28.120 --> 01:00:28.120]   I'm going to go ahead and start with the first one.
[01:00:28.120 --> 01:00:28.120]   I'm going to go ahead and start with the first one.
[01:00:28.120 --> 01:00:28.120]   I'm going to go ahead and start with the first one.
[01:00:28.120 --> 01:00:28.120]   I'm going to go ahead and start with the first one.
[01:00:28.140 --> 01:00:58.140]   I'm going to go ahead and start with the first one.
[01:00:58.140 --> 01:00:58.140]   I'm going to go ahead and start with the first one.
[01:00:58.140 --> 01:00:58.140]   I'm going to go ahead and start with the first one.
[01:00:58.140 --> 01:00:58.140]   I'm going to go ahead and start with the first one.
[01:00:58.140 --> 01:00:58.140]   I'm going to go ahead and start with the first one.
[01:00:58.140 --> 01:00:58.140]   I'm going to go ahead and start with the first one.
[01:00:58.140 --> 01:00:58.140]   I'm going to go ahead and start with the first one.
[01:00:58.140 --> 01:00:58.140]   I'm going to go ahead and start with the first one.
[01:00:58.140 --> 01:00:58.140]   I'm going to go ahead and start with the first one.
[01:00:58.140 --> 01:00:58.140]   I'm going to go ahead and start with the first one.
[01:00:58.140 --> 01:00:58.140]   I'm going to go ahead and start with the first one.
[01:00:58.140 --> 01:00:58.140]   I'm going to go ahead and start with the first one.
[01:00:58.140 --> 01:00:58.140]   I'm going to go ahead and start with the first one.
[01:00:58.140 --> 01:00:58.140]   I'm going to go ahead and start with the first one.
[01:00:58.280 --> 01:01:28.160]   I'm going to go ahead and start with the first one.
[01:01:28.160 --> 01:01:28.160]   I'm going to go ahead and start with the first one.
[01:01:28.160 --> 01:01:28.160]   I'm going to go ahead and start with the first one.
[01:01:28.160 --> 01:01:28.160]   I'm going to go ahead and start with the first one.
[01:01:28.160 --> 01:01:28.160]   I'm going to go ahead and start with the first one.
[01:01:28.160 --> 01:01:28.160]   I'm going to go ahead and start with the first one.
[01:01:28.160 --> 01:01:28.160]   I'm going to go ahead and start with the first one.
[01:01:28.180 --> 01:01:58.180]   I'm going to go ahead and start with the first one.
[01:01:58.180 --> 01:01:58.180]   I'm going to go ahead and start with the first one.
[01:01:58.180 --> 01:01:58.180]   I'm going to go ahead and start with the first one.
[01:01:58.180 --> 01:01:58.180]   I'm going to go ahead and start with the first one.
[01:01:58.180 --> 01:01:58.180]   I'm going to go ahead and start with the first one.
[01:01:58.180 --> 01:01:58.180]   I'm going to go ahead and start with the first one.
[01:01:58.180 --> 01:01:58.180]   I'm going to go ahead and start with the first one.
[01:01:58.180 --> 01:01:58.180]   I'm going to go ahead and start with the first one.
[01:01:58.180 --> 01:01:58.180]   I'm going to go ahead and start with the first one.
[01:01:58.180 --> 01:01:58.180]   I'm going to go ahead and start with the first one.
[01:01:58.180 --> 01:01:58.180]   I'm going to go ahead and start with the first one.
[01:01:58.180 --> 01:01:58.180]   I'm going to go ahead and start with the first one.
[01:01:58.180 --> 01:01:58.180]   I'm going to go ahead and start with the first one.
[01:01:58.180 --> 01:01:58.180]   I'm going to go ahead and start with the first one.
[01:01:58.180 --> 01:02:28.200]   I'm going to go ahead and start with the first one.
[01:02:28.200 --> 01:02:28.200]   I'm going to go ahead and start with the first one.
[01:02:28.200 --> 01:02:28.200]   I'm going to go ahead and start with the first one.
[01:02:28.200 --> 01:02:28.200]   I'm going to go ahead and start with the first one.
[01:02:28.200 --> 01:02:28.200]   I'm going to go ahead and start with the first one.
[01:02:28.200 --> 01:02:28.200]   I'm going to go ahead and start with the first one.

