
[00:00:00.000 --> 00:00:08.480]   [VIDEO PLAYBACK]
[02:20:25.260 --> 02:20:27.100]   and then other heads will suppress.
[02:20:27.100 --> 02:20:30.900]   So like, it's one jobs, one head's job to just always copy
[02:20:30.900 --> 02:20:33.620]   like the token that came before, for example,
[02:20:33.620 --> 02:20:35.580]   or the token that came five before or whatever.
[02:20:35.580 --> 02:20:37.580]   And then it's another head's job to be like,
[02:20:37.580 --> 02:20:39.320]   no, do not copy that thing.
[02:20:39.320 --> 02:20:45.580]   So there are lots of different circuits performing
[02:20:45.580 --> 02:20:47.980]   in these cases, pretty basic operations,
[02:20:47.980 --> 02:20:49.020]   but when they're chained together,
[02:20:49.020 --> 02:20:51.420]   you can get unique behaviors.
[02:20:51.420 --> 02:20:54.020]   - And, but like, is the story of how you found it
[02:20:54.020 --> 02:20:55.460]   with the reasoning thing is like,
[02:20:55.460 --> 02:20:56.820]   'cause you won't be able to understand
[02:20:56.820 --> 02:20:58.860]   or it'll just be like really conv, you know,
[02:20:58.860 --> 02:20:59.820]   it won't be something you can see
[02:20:59.820 --> 02:21:01.140]   in like a two layer transformer.
[02:21:01.140 --> 02:21:04.380]   So will you just be like the circuit for deception
[02:21:04.380 --> 02:21:07.380]   or whatever, it just, this part of the network fired
[02:21:07.380 --> 02:21:10.660]   when we at the end identified the thing as being deceptive,
[02:21:10.660 --> 02:21:12.660]   this part, and it didn't fire when we didn't identify
[02:21:12.660 --> 02:21:13.620]   it as being deceptive,
[02:21:13.620 --> 02:21:16.420]   therefore this must be the deception circuit.
[02:21:16.420 --> 02:21:19.060]   - I think a lot of analysis like that,
[02:21:19.060 --> 02:21:21.780]   like Anthropic has done quite a bit of research before
[02:21:21.780 --> 02:21:24.900]   on sycophancy, which is like the model saying
[02:21:24.900 --> 02:21:27.300]   what it thinks you want to hear.
[02:21:27.300 --> 02:21:30.100]   - And that requires us at the end to be able to label
[02:21:30.100 --> 02:21:33.100]   which one is like bad and which one is good.
[02:21:33.100 --> 02:21:34.340]   - Yeah, so we have tons of instances,
[02:21:34.340 --> 02:21:35.820]   and actually as you make a lot of models larger,
[02:21:35.820 --> 02:21:40.460]   they do more of this, where the model is clearly,
[02:21:40.460 --> 02:21:44.420]   it has like features that model another person's mind
[02:21:44.420 --> 02:21:49.180]   and these activate and like some subset of these,
[02:21:50.060 --> 02:21:52.420]   we're hypothesizing here, but like would be associated
[02:21:52.420 --> 02:21:54.740]   with more deceptive behavior.
[02:21:54.740 --> 02:21:57.020]   - Although like it's doing that by, I don't know,
[02:21:57.020 --> 02:21:58.820]   Chad GPT, I think it's probably modeling me
[02:21:58.820 --> 02:22:01.420]   because that's like RLHF induces that too.
[02:22:01.420 --> 02:22:02.780]   - Yeah, theory of mind.
[02:22:02.780 --> 02:22:04.820]   - Yeah, so, well, first of all,
[02:22:04.820 --> 02:22:07.980]   the thing you mentioned earlier about there's redundancy.
[02:22:07.980 --> 02:22:11.740]   So then it's like, well, have you caught like the whole thing
[02:22:11.740 --> 02:22:13.060]   that could cause deception of the whole thing
[02:22:13.060 --> 02:22:15.220]   or like, is it just one instance of it?
[02:22:15.220 --> 02:22:16.060]   - Yeah.
[02:22:16.060 --> 02:22:17.620]   - Second of all, are your like labels correct?
[02:22:17.620 --> 02:22:19.980]   You know, maybe like you thought this wasn't deceptive,
[02:22:19.980 --> 02:22:21.140]   it's like still deceptive,
[02:22:21.140 --> 02:22:23.900]   especially if it's producing output you can't understand.
[02:22:23.900 --> 02:22:27.180]   Third, is the thing that's gonna be the bad outcome,
[02:22:27.180 --> 02:22:28.780]   something that's even human understandable,
[02:22:28.780 --> 02:22:30.740]   like deception is a concept we can understand.
[02:22:30.740 --> 02:22:31.620]   Maybe there's like a...
[02:22:31.620 --> 02:22:33.340]   - Yeah, yeah, so a lot to unpack here.
[02:22:33.340 --> 02:22:35.060]   So I guess a few things.
[02:22:35.060 --> 02:22:39.540]   One, it's fantastic that these models are deterministic.
[02:22:39.540 --> 02:22:41.300]   When you sample from them, it's stochastic, right?
[02:22:41.300 --> 02:22:44.420]   But like, I can just keep putting in more inputs
[02:22:44.420 --> 02:22:46.820]   and ablate every single part of the model.
[02:22:46.820 --> 02:22:48.940]   This is kind of the pitch for computational neuroscientists
[02:22:48.940 --> 02:22:50.100]   to come and work on interpretability.
[02:22:50.100 --> 02:22:51.500]   It's like, you have this alien brain
[02:22:51.500 --> 02:22:53.460]   and you have access to everything in it
[02:22:53.460 --> 02:22:55.740]   and you can just ablate however much of it you want.
[02:22:55.740 --> 02:22:57.460]   And so I think if you do this carefully enough,
[02:22:57.460 --> 02:22:59.500]   you really can start to pin down
[02:22:59.500 --> 02:23:00.500]   what are the circuits involved?
[02:23:00.500 --> 02:23:01.820]   What are the backup circuits?
[02:23:01.820 --> 02:23:03.580]   These sorts of things.
[02:23:03.580 --> 02:23:05.220]   The kind of cop-out answer here,
[02:23:05.220 --> 02:23:06.220]   but it's important to keep in mind,
[02:23:06.220 --> 02:23:08.740]   is doing automated interpretability.
[02:23:08.740 --> 02:23:10.900]   So it's like, as our models continue to get more capable,
[02:23:10.900 --> 02:23:12.580]   having them assign labels
[02:23:12.580 --> 02:23:15.340]   or like run some of these experiments at scale.
[02:23:15.340 --> 02:23:17.260]   And then with respect to like,
[02:23:17.260 --> 02:23:20.300]   if there's superhuman performance, how do you detect it?
[02:23:20.300 --> 02:23:22.780]   Which I think was kind of the last part of your question.
[02:23:22.780 --> 02:23:24.380]   Aside from the cop-out answer,
[02:23:24.380 --> 02:23:28.500]   if we buy this associations all the way down,
[02:23:28.500 --> 02:23:31.700]   you should be able to coarse grain the representations
[02:23:31.700 --> 02:23:34.580]   at a certain level, such that they then make sense.
[02:23:34.580 --> 02:23:37.700]   I think it was even in Demis' podcast,
[02:23:37.700 --> 02:23:38.740]   he's talking about like,
[02:23:38.740 --> 02:23:41.260]   if a chess player makes a superhuman move,
[02:23:41.260 --> 02:23:42.860]   they should be able to distill it
[02:23:42.860 --> 02:23:44.900]   into reasons why they did it.
[02:23:44.900 --> 02:23:48.420]   And like, even if the model's not gonna tell you what it is,
[02:23:48.420 --> 02:23:52.700]   you should be able to decompose that complex behavior
[02:23:52.700 --> 02:23:55.740]   into simpler circuits or features
[02:23:55.740 --> 02:23:57.220]   to really start to make sense
[02:23:57.220 --> 02:23:59.380]   of why it did the thing that it did.
[02:23:59.380 --> 02:24:00.620]   - There's a separate question of,
[02:24:00.620 --> 02:24:03.380]   does such representation exist,
[02:24:03.380 --> 02:24:05.340]   which it seems like there must,
[02:24:05.340 --> 02:24:07.060]   or actually I'm not sure if that's the case.
[02:24:07.060 --> 02:24:11.740]   And secondly, whether using this parser encoder setup,
[02:24:11.740 --> 02:24:13.300]   you could find it.
[02:24:13.300 --> 02:24:15.300]   And in this case, if you don't have labels for it
[02:24:15.300 --> 02:24:16.900]   that are adequate to represent it,
[02:24:16.900 --> 02:24:18.540]   like you wouldn't find it, right?
[02:24:18.540 --> 02:24:20.860]   - Yes and no.
[02:24:20.860 --> 02:24:23.980]   So like, we are actively trying to use dictionary learning
[02:24:23.980 --> 02:24:26.500]   now on the sleeper agents work,
[02:24:26.500 --> 02:24:27.540]   which we talked about earlier.
[02:24:27.540 --> 02:24:29.100]   And it's like, if I just give you a model,
[02:24:29.100 --> 02:24:30.700]   can you tell me if there's this trigger in it
[02:24:30.700 --> 02:24:33.060]   and it's gonna start doing interesting behavior?
[02:24:33.060 --> 02:24:34.780]   And it's an open question whether or not
[02:24:34.780 --> 02:24:35.780]   when it learns that behavior,
[02:24:35.780 --> 02:24:38.220]   it's part of a more general circuit
[02:24:38.220 --> 02:24:41.500]   that we can pick up on without actually getting activations
[02:24:41.500 --> 02:24:43.820]   for and having it display that behavior, right?
[02:24:43.820 --> 02:24:46.420]   'Cause that would kind of be cheating then.
[02:24:46.420 --> 02:24:50.380]   Or if it's learning some hacky trick over,
[02:24:50.380 --> 02:24:52.540]   like that's a separate circuit that you'll only pick up on
[02:24:52.540 --> 02:24:54.220]   if you actually have it do that behavior.
[02:24:54.220 --> 02:24:55.300]   But even in that case,
[02:24:55.300 --> 02:24:58.460]   the geometry of features gets really interesting
[02:24:58.460 --> 02:25:02.180]   because like fundamentally each feature
[02:25:02.180 --> 02:25:05.340]   like is in some part of your representation space
[02:25:05.340 --> 02:25:08.260]   and they all exist with respect to each other.
[02:25:08.260 --> 02:25:10.300]   And so in order to have this new behavior,
[02:25:10.300 --> 02:25:13.100]   you need to carve out some subset of the feature space
[02:25:13.100 --> 02:25:13.980]   for the new behavior
[02:25:13.980 --> 02:25:15.980]   and then push everything else out of the way
[02:25:15.980 --> 02:25:17.300]   to make space for it.
[02:25:17.300 --> 02:25:20.180]   So hypothetically you can imagine you like have your model
[02:25:20.180 --> 02:25:22.500]   before you've taught it this bad behavior.
[02:25:22.500 --> 02:25:23.540]   You know all the features
[02:25:23.540 --> 02:25:25.780]   or like have some coarse grained representation of them.
[02:25:25.780 --> 02:25:28.900]   You then fine tune it such that it becomes malicious.
[02:25:28.900 --> 02:25:30.100]   And then you can kind of identify
[02:25:30.100 --> 02:25:32.780]   this like black hole region of feature space
[02:25:32.780 --> 02:25:34.980]   where like everything else has been shifted away from that.
[02:25:34.980 --> 02:25:36.020]   And there's like this region
[02:25:36.020 --> 02:25:37.820]   and like you haven't put in an input
[02:25:37.820 --> 02:25:39.700]   that like causes it to fire.
[02:25:39.700 --> 02:25:42.460]   But then you can start searching for what is the input
[02:25:42.460 --> 02:25:44.580]   that would cause this part of the space to fire?
[02:25:44.580 --> 02:25:46.940]   What happens if I activate something in this space?
[02:25:46.940 --> 02:25:48.260]   There are like a whole bunch of other ways
[02:25:48.260 --> 02:25:50.260]   that you can try and attack that problem.
[02:25:50.260 --> 02:25:52.540]   - This is sort of a tangent,
[02:25:52.540 --> 02:25:55.660]   but one interesting idea I heard was
[02:25:55.660 --> 02:25:58.420]   if that space is shared between models,
[02:25:58.420 --> 02:26:01.140]   you can imagine trying to find it in an open source model
[02:26:01.140 --> 02:26:03.980]   to then make like Gemma is,
[02:26:03.980 --> 02:26:05.060]   they said in the paper,
[02:26:05.060 --> 02:26:06.340]   Gemma by the way,
[02:26:06.340 --> 02:26:08.180]   Google's newly released open source model.
[02:26:08.180 --> 02:26:09.020]   They said in the paper,
[02:26:09.020 --> 02:26:10.860]   it's trained using the same architecture
[02:26:10.860 --> 02:26:11.980]   or something like that.
[02:26:11.980 --> 02:26:12.820]   - I had to be honest,
[02:26:12.820 --> 02:26:14.540]   I didn't know because I haven't read the Gemma paper.
[02:26:14.540 --> 02:26:18.100]   - It's similar to something whatever as Gemini.
[02:26:18.100 --> 02:26:20.460]   So to the extent that's true,
[02:26:20.460 --> 02:26:21.540]   I don't know how much like,
[02:26:21.540 --> 02:26:23.540]   how much of the rec teaming you do on Gemma
[02:26:23.540 --> 02:26:26.100]   is like potentially helping you jailbreak into Gemini?
[02:26:26.100 --> 02:26:27.540]   - Yeah, this gets into the fun space
[02:26:27.540 --> 02:26:29.940]   of like how universal are features across models
[02:26:29.940 --> 02:26:33.740]   and our Towards Monosemanticity paper looked at this a bit.
[02:26:33.740 --> 02:26:37.660]   And we find, I can't give you summary statistics,
[02:26:37.660 --> 02:26:40.220]   but like the base 64 feature, for example,
[02:26:40.220 --> 02:26:41.660]   which we see across a ton of models.
[02:26:41.660 --> 02:26:43.580]   This is like, they're actually three of them,
[02:26:43.580 --> 02:26:47.100]   but they'll fire four and model base 64 encoded text,
[02:26:47.100 --> 02:26:48.820]   which is prevalent in like every URL.
[02:26:48.820 --> 02:26:51.140]   And there are lots of URLs in the training data.
[02:26:51.140 --> 02:26:53.860]   They have really high cosine similarity across models.
[02:26:53.860 --> 02:26:56.020]   So they all learn this feature.
[02:26:56.020 --> 02:26:57.520]   And I mean, within a rotation, right?
[02:26:57.520 --> 02:26:59.420]   But it's like, yeah, yeah, yeah.
[02:26:59.420 --> 02:27:00.940]   - Like the actual like vector itself.
[02:27:00.940 --> 02:27:01.780]   - Yeah, yeah.
[02:27:01.780 --> 02:27:04.380]   And I wasn't part of this analysis,
[02:27:04.380 --> 02:27:06.860]   but yeah, it definitely finds the feature
[02:27:06.860 --> 02:27:08.780]   and they're like pretty similar to each other
[02:27:08.780 --> 02:27:10.660]   across two separate, two models,
[02:27:10.660 --> 02:27:12.420]   the same model architecture,
[02:27:12.420 --> 02:27:13.740]   but trained with different random seeds.
[02:27:13.740 --> 02:27:16.180]   - It supports the quantum theory of neural scaling.
[02:27:16.180 --> 02:27:17.740]   It's like a hypothesis, right?
[02:27:17.740 --> 02:27:19.660]   We just look like all models on like a similar dataset,
[02:27:19.660 --> 02:27:22.260]   we will learn the same features in the same order-ish,
[02:27:22.260 --> 02:27:23.580]   roughly like you learn your N-grams,
[02:27:23.580 --> 02:27:24.420]   you learn your induction heads,
[02:27:24.420 --> 02:27:27.020]   and you learn like to put full stops after numbered lines
[02:27:27.020 --> 02:27:27.860]   and this kind of stuff.
[02:27:27.860 --> 02:27:30.100]   - Hey, but by the way, okay, so this is another tangent.
[02:27:30.100 --> 02:27:31.260]   To the extent that that's true.
[02:27:31.260 --> 02:27:33.420]   And like, I guess there's evidence that that's true.
[02:27:33.420 --> 02:27:35.380]   Why doesn't curriculum learning work?
[02:27:35.380 --> 02:27:36.220]   'Cause if it is the case
[02:27:36.220 --> 02:27:37.740]   that you learn certain things first,
[02:27:37.740 --> 02:27:39.660]   shouldn't just directly training those things first
[02:27:39.660 --> 02:27:40.980]   lead to better results?
[02:27:40.980 --> 02:27:42.780]   - Both Gemini papers mentioned
[02:27:42.780 --> 02:27:44.580]   some like aspects of curriculum learning.
[02:27:44.580 --> 02:27:45.420]   - Okay, interesting.
[02:27:45.420 --> 02:27:46.900]   I mean, the fact that fine-tuning works
[02:27:46.900 --> 02:27:48.860]   is like evidence of curriculum learning, right?
[02:27:48.860 --> 02:27:50.900]   'Cause the last things you're training on
[02:27:50.900 --> 02:27:52.740]   have a disproportionate impact.
[02:27:52.740 --> 02:27:55.180]   - I wouldn't necessarily say that.
[02:27:55.180 --> 02:27:56.340]   Like there's one mode of thinking
[02:27:56.340 --> 02:27:58.580]   in which fine-tuning is specialized.
[02:27:58.580 --> 02:28:00.580]   Like you've got this like latent bundle of capabilities
[02:28:00.580 --> 02:28:03.620]   and you're like specializing for this particular
[02:28:03.620 --> 02:28:04.460]   like use case that you want.
[02:28:04.460 --> 02:28:06.220]   But I'm not sure how true it is.
[02:28:06.220 --> 02:28:07.820]   - I think the David Bell Lab paper
[02:28:07.820 --> 02:28:08.660]   kind of supports this, right?
[02:28:08.660 --> 02:28:09.620]   Like you have that ability
[02:28:09.620 --> 02:28:11.700]   and you're just like getting better at entity recognition.
[02:28:11.700 --> 02:28:13.940]   Like fine-tuning that circuit instead of other ones.
[02:28:13.940 --> 02:28:14.780]   - Yeah.
[02:28:14.780 --> 02:28:15.620]   - Yeah.
[02:28:15.620 --> 02:28:16.700]   - I'm sorry, what was the thing we were talking about before?
[02:28:16.700 --> 02:28:18.380]   - But generally, I do think like curriculum learning
[02:28:18.380 --> 02:28:19.220]   is a really interesting thing
[02:28:19.220 --> 02:28:20.060]   that people should explore more.
[02:28:20.060 --> 02:28:22.060]   And it like seems very plausible.
[02:28:22.060 --> 02:28:25.260]   I would really love to see more analysis
[02:28:25.260 --> 02:28:26.540]   along the lines of the quantum theory stuff
[02:28:26.540 --> 02:28:27.860]   when like understanding better
[02:28:27.860 --> 02:28:29.540]   what do you actually learn at each stage
[02:28:29.540 --> 02:28:31.820]   and like decomposing that out
[02:28:31.820 --> 02:28:34.300]   and exploring whether or not curricula change that
[02:28:34.300 --> 02:28:35.140]   in a more direct way.
[02:28:35.140 --> 02:28:36.180]   - By the way, I just realized.
[02:28:36.180 --> 02:28:38.740]   Forgot to, I just like got in conversation mode
[02:28:38.740 --> 02:28:40.460]   and forgot there's an audience.
[02:28:40.460 --> 02:28:43.220]   Curriculum learning is when you organize a data set.
[02:28:43.220 --> 02:28:44.980]   When you think about a human, how they learn,
[02:28:44.980 --> 02:28:47.260]   they don't just see like a random wiki text
[02:28:47.260 --> 02:28:48.580]   and they just like try to predict it, right?
[02:28:48.580 --> 02:28:50.020]   They're like, we'll start you off
[02:28:50.020 --> 02:28:54.540]   with like a Lorax or something and then you'll learn.
[02:28:54.540 --> 02:28:56.260]   I don't even remember what first grade was like
[02:28:56.260 --> 02:28:57.820]   but you learn the things that first graders learn
[02:28:57.820 --> 02:29:00.300]   and then like second graders and so forth.
[02:29:00.300 --> 02:29:01.140]   And so you'd imagine that's--
[02:29:01.140 --> 02:29:03.100]   - Sorry, we know you never got past first grade.
[02:29:03.100 --> 02:29:05.680]   (all laughing)
[02:29:05.680 --> 02:29:20.980]   - Okay, anyways, let's get back to like the big,
[02:29:20.980 --> 02:29:24.140]   before we get into like a bunch of like inter details.
[02:29:24.140 --> 02:29:29.140]   The big picture, there's two threads I want to explore.
[02:29:29.140 --> 02:29:32.700]   First is, I guess it makes me a little worried
[02:29:32.700 --> 02:29:35.460]   that there's not even an alternative formulation
[02:29:35.460 --> 02:29:37.100]   of what could be happening in these models
[02:29:37.100 --> 02:29:39.420]   that could invalidate this approach.
[02:29:39.420 --> 02:29:41.340]   Which feels like, I mean, we do know
[02:29:41.340 --> 02:29:42.860]   that we don't understand intelligence, right?
[02:29:42.860 --> 02:29:44.860]   Like there are definitely unknown unknowns here.
[02:29:44.860 --> 02:29:48.500]   So like the fact that there's not a null hypothesis,
[02:29:48.500 --> 02:29:51.180]   I don't know, I feel like what if we're just wrong
[02:29:51.180 --> 02:29:52.500]   and we don't even know the way in which we're wrong,
[02:29:52.500 --> 02:29:55.940]   which actually increases the uncertainty and yeah.
[02:29:55.940 --> 02:29:57.540]   - Yeah, yeah, yeah.
[02:29:57.540 --> 02:30:00.540]   So it's not that there aren't other hypotheses,
[02:30:00.620 --> 02:30:03.300]   it's just, I have been working on superposition
[02:30:03.300 --> 02:30:06.980]   for like a number of years and very involved in this effort.
[02:30:06.980 --> 02:30:10.100]   And so I'm less sympathetic to, or well like--
[02:30:10.100 --> 02:30:11.100]   - You just said they're wrong.
[02:30:11.100 --> 02:30:13.900]   (all laughing)
[02:30:13.900 --> 02:30:14.820]   - To these other approaches,
[02:30:14.820 --> 02:30:17.700]   especially because our recent work has been so successful.
[02:30:17.700 --> 02:30:20.020]   - Yeah, it's like quite high explanatory power.
[02:30:20.020 --> 02:30:22.620]   Like there's this beauty, like in the scaling laws paper,
[02:30:22.620 --> 02:30:25.000]   there's this little bump at a particular,
[02:30:25.000 --> 02:30:27.540]   like the original scaling laws paper, there's a little bump.
[02:30:27.540 --> 02:30:29.500]   And that apparently corresponds
[02:30:29.500 --> 02:30:31.700]   to when the model learns induction heads.
[02:30:31.700 --> 02:30:33.740]   And then like after that, so it goes off track,
[02:30:33.740 --> 02:30:36.260]   learns induction heads, gets back on track.
[02:30:36.260 --> 02:30:38.020]   Which is like an incredible piece
[02:30:38.020 --> 02:30:39.700]   of retroactive explanatory power.
[02:30:39.700 --> 02:30:42.120]   - Yeah, before I forget it though,
[02:30:42.120 --> 02:30:44.580]   I do have one thread on future universality
[02:30:44.580 --> 02:30:46.980]   that you might wanna have in.
[02:30:46.980 --> 02:30:49.540]   So there are some really interesting behavioral,
[02:30:49.540 --> 02:30:51.700]   evolutionary biology experiments on like,
[02:30:51.700 --> 02:30:53.680]   should humans learn a real representation
[02:30:53.680 --> 02:30:55.060]   of the world or not?
[02:30:55.060 --> 02:30:57.500]   You can imagine a world in which we saw all venomous animals
[02:30:57.500 --> 02:30:59.900]   as like flashing neon pink,
[02:30:59.900 --> 02:31:01.780]   a world in which we survive better.
[02:31:01.780 --> 02:31:03.060]   And so it would make sense for us
[02:31:03.060 --> 02:31:05.940]   to not have a realistic representation of the world.
[02:31:05.940 --> 02:31:09.580]   And there's some work where they'll simulate
[02:31:09.580 --> 02:31:11.260]   like little basic agents
[02:31:11.260 --> 02:31:14.860]   and see if the representations they learn,
[02:31:14.860 --> 02:31:18.780]   like map to the like tools they can use
[02:31:18.780 --> 02:31:20.540]   and like the inputs they should have.
[02:31:20.540 --> 02:31:23.500]   And it turns out if you have these little agents
[02:31:23.500 --> 02:31:26.420]   perform more than a certain number of tasks,
[02:31:26.420 --> 02:31:29.140]   given these basic tools and objects in the world,
[02:31:29.140 --> 02:31:33.460]   then they will learn a like ground truth representation
[02:31:33.460 --> 02:31:36.500]   because like there are so many possible use cases
[02:31:36.500 --> 02:31:38.340]   that you need for these base objects
[02:31:38.340 --> 02:31:41.340]   that you actually want to learn what the object actually is
[02:31:41.340 --> 02:31:45.180]   and not some like cheap visual heuristic or other thing.
[02:31:45.180 --> 02:31:47.740]   And so to the extent that we are doing,
[02:31:47.740 --> 02:31:48.580]   and we haven't talked at all
[02:31:48.580 --> 02:31:50.020]   about like Friston's free energy principle
[02:31:50.020 --> 02:31:51.500]   or predictive coding or anything else,
[02:31:51.500 --> 02:31:53.620]   but like to the extent that all living organisms
[02:31:53.620 --> 02:31:56.620]   are trying to like actively predict what comes next
[02:31:56.620 --> 02:31:58.860]   and form like a really accurate world model,
[02:31:58.860 --> 02:32:03.140]   it wouldn't surprise me or I'm optimistic
[02:32:03.140 --> 02:32:06.660]   that we are learning genuine features about the world
[02:32:06.660 --> 02:32:08.100]   that are good for modeling it.
[02:32:08.100 --> 02:32:09.940]   And our language models will do the same,
[02:32:09.940 --> 02:32:11.660]   at least, especially because we're training them
[02:32:11.660 --> 02:32:14.580]   on human data and human texts.
[02:32:14.580 --> 02:32:16.180]   - Another dinner party question.
[02:32:16.180 --> 02:32:20.580]   Should we be less worried about misalignment
[02:32:20.580 --> 02:32:22.580]   and maybe that's not even the right word
[02:32:22.580 --> 02:32:23.540]   for what I'm referring to,
[02:32:23.540 --> 02:32:27.540]   but like just alienness and shogginess from these models,
[02:32:27.540 --> 02:32:30.220]   given that there is future universality
[02:32:30.220 --> 02:32:32.220]   and there are certain ways of thinking
[02:32:32.220 --> 02:32:33.460]   and ways of understanding the world
[02:32:33.460 --> 02:32:36.380]   that are instrumentally useful
[02:32:36.380 --> 02:32:39.100]   to different kinds of intelligences?
[02:32:39.100 --> 02:32:40.020]   Should we just be less worried
[02:32:40.020 --> 02:32:43.820]   about like bizarro paperclip maximizers as a result?
[02:32:43.820 --> 02:32:46.260]   - I think this is kind of why I bring this up
[02:32:46.260 --> 02:32:47.620]   as like the optimistic take.
[02:32:47.620 --> 02:32:50.500]   Predicting the internet is very different
[02:32:50.500 --> 02:32:51.420]   from what we're doing though, right?
[02:32:51.420 --> 02:32:53.420]   Like the models are way better at predicting next tokens
[02:32:53.420 --> 02:32:54.260]   than we are.
[02:32:54.260 --> 02:32:55.740]   They're trained on so much garbage.
[02:32:55.740 --> 02:32:57.460]   They're trained on so many URLs.
[02:32:57.460 --> 02:32:59.020]   Like in the dictionary learning work,
[02:32:59.020 --> 02:33:01.340]   we find there are like three separate features
[02:33:01.340 --> 02:33:03.780]   for base 64 encodings.
[02:33:03.780 --> 02:33:06.900]   And like, even that is kind of an alien example
[02:33:06.900 --> 02:33:08.460]   that is probably worth me talking about for a minute.
[02:33:08.460 --> 02:33:12.460]   Like one of these base 64 features fired for numbers,
[02:33:12.460 --> 02:33:15.740]   one, like other base 64,
[02:33:15.740 --> 02:33:17.380]   like if it sees base 64 numbers,
[02:33:17.380 --> 02:33:18.540]   it'll like predict more of those.
[02:33:18.540 --> 02:33:20.140]   Another fired for letters,
[02:33:20.140 --> 02:33:22.740]   but then there was this third one that we didn't understand
[02:33:22.740 --> 02:33:25.060]   and it like fired for like a very specific subset
[02:33:25.060 --> 02:33:26.780]   of base 64 features.
[02:33:26.780 --> 02:33:29.740]   And someone on the team who clearly knows way too much
[02:33:29.740 --> 02:33:32.420]   about base 64 realized that this was the subset
[02:33:32.420 --> 02:33:34.500]   that was ASCII decodable.
[02:33:34.500 --> 02:33:38.020]   So you could decode it back into the ASCII characters.
[02:33:38.020 --> 02:33:40.740]   And the fact that the model like learned
[02:33:40.740 --> 02:33:42.220]   these three different features
[02:33:42.220 --> 02:33:44.060]   and it took us a little while to like figure out
[02:33:44.060 --> 02:33:48.180]   what was going on is very Shoggoth-esque.
[02:33:48.180 --> 02:33:52.660]   - It has a denser representation of like regions
[02:33:52.660 --> 02:33:54.860]   that are particularly relevant to predicting the next token.
[02:33:54.860 --> 02:33:57.060]   - Yeah, because it's so, but yeah.
[02:33:57.060 --> 02:33:59.180]   And it's clearly doing something that humans wouldn't, right?
[02:33:59.180 --> 02:34:01.300]   Like you can even talk to any of the current models
[02:34:01.300 --> 02:34:03.700]   in base 64 and it will apply in base 64.
[02:34:03.700 --> 02:34:04.540]   - Right.
[02:34:04.540 --> 02:34:07.580]   - And you can then like decode it and it works great.
[02:34:07.580 --> 02:34:09.020]   - That particular example,
[02:34:09.020 --> 02:34:12.900]   I wonder if that implies that the difficulty
[02:34:12.900 --> 02:34:16.420]   of doing interoperability on smarter models will be harder
[02:34:16.420 --> 02:34:20.020]   because if like it requires somebody
[02:34:20.020 --> 02:34:22.020]   with esoteric knowledge has just happened to see
[02:34:22.020 --> 02:34:24.220]   that base 64 has, I don't know,
[02:34:24.220 --> 02:34:26.060]   like whatever that distinction was,
[02:34:26.060 --> 02:34:28.060]   doesn't it imply when you have a million line pull request,
[02:34:28.060 --> 02:34:29.660]   it's like, there is no human that's going to be able
[02:34:29.660 --> 02:34:32.420]   to decode like two different reasons why the pull request,
[02:34:32.420 --> 02:34:35.420]   there's like two different features for this pull.
[02:34:35.420 --> 02:34:36.980]   Yeah, you know what I mean?
[02:34:36.980 --> 02:34:37.820]   - Yeah.
[02:34:37.820 --> 02:34:38.660]   - So if you think-
[02:34:38.660 --> 02:34:39.480]   - And that's when you type a comment,
[02:34:39.480 --> 02:34:40.320]   like small CLs please.
[02:34:40.320 --> 02:34:42.220]   (all laughing)
[02:34:42.220 --> 02:34:43.060]   - Yeah, exactly.
[02:34:43.060 --> 02:34:43.900]   No, no, I mean, you could do that, right?
[02:34:43.900 --> 02:34:45.900]   This is like, what I was gonna say is like one technique
[02:34:45.900 --> 02:34:46.980]   here is anomaly detection, right?
[02:34:46.980 --> 02:34:47.820]   - Yeah.
[02:34:47.820 --> 02:34:49.260]   - And so one beauty of dictionary learning
[02:34:49.260 --> 02:34:52.740]   instead of like linear probes is that it's unsupervised.
[02:34:52.740 --> 02:34:54.820]   You are just trying to learn to span
[02:34:54.820 --> 02:34:57.660]   all of the representations that the model has
[02:34:57.660 --> 02:34:59.940]   and then interpret them later.
[02:34:59.940 --> 02:35:01.940]   But if there's a weird feature that suddenly fires
[02:35:01.940 --> 02:35:04.060]   for the first time that you haven't seen fire before,
[02:35:04.060 --> 02:35:05.740]   that's a red flag.
[02:35:05.740 --> 02:35:07.020]   You could also coarse grain it
[02:35:07.020 --> 02:35:09.300]   so that it's just a single base 64 feature.
[02:35:09.300 --> 02:35:11.260]   I mean, even the fact that this came up
[02:35:11.260 --> 02:35:14.100]   and we could see that it's specifically favors
[02:35:14.100 --> 02:35:15.700]   these particular outputs and it fires
[02:35:15.700 --> 02:35:17.100]   for these particular inputs,
[02:35:17.100 --> 02:35:18.540]   gets you a lot of the way there.
[02:35:18.540 --> 02:35:21.200]   I'm even familiar of cases from the auto interp side
[02:35:21.200 --> 02:35:22.900]   where a human will look at a feature
[02:35:22.900 --> 02:35:27.700]   and try to annotate it for it fires for Latin words.
[02:35:27.700 --> 02:35:30.280]   And then when you ask the model to classify it,
[02:35:30.280 --> 02:35:33.940]   it says it fires for Latin words, defining plants.
[02:35:33.940 --> 02:35:36.820]   So it can like already like beat the human in some cases
