
[00:00:00.040 --> 00:00:10.800]   cost
[00:51:21.740 --> 00:51:22.740]   and you're putting yourself in a situation where you're using that financing,
[00:51:22.740 --> 00:51:23.740]   and you're putting yourself in a situation where you're using that financing,
[00:51:23.740 --> 00:51:24.740]   and you're putting yourself in a situation where you're using that financing,
[00:51:24.740 --> 00:51:25.740]   and you're putting yourself in a situation where you're using that financing,
[00:51:25.740 --> 00:51:26.740]   and you're putting yourself in a situation where you're using that financing,
[00:51:26.740 --> 00:51:27.740]   and you're putting yourself in a situation where you're using that financing,
[00:51:27.740 --> 00:51:28.740]   and you're putting yourself in a situation where you're using that financing,
[00:51:28.740 --> 00:51:29.740]   and you're putting yourself in a situation where you're using that financing,
[00:51:30.700 --> 00:51:59.700]   I'm not saying that you're not putting yourself in a situation where you're using that financing,
[00:51:59.700 --> 00:51:59.700]   I'm not saying that you're not putting yourself in a situation where you're using that financing,
[00:51:59.700 --> 00:51:59.740]   I'm not saying that you're not putting yourself in a situation where you're using that financing,
[00:51:59.740 --> 00:51:59.740]   I'm not saying that you're not putting yourself in a situation where you're using that financing,
[00:51:59.740 --> 00:51:59.740]   I'm not saying that you're not putting yourself in a situation where you're using that financing,
[00:51:59.740 --> 00:51:59.740]   I'm not saying that you're not putting yourself in a situation where you're using that financing,
[00:51:59.740 --> 00:51:59.740]   I'm not putting yourself in a situation where you're using that financing,
[00:51:59.740 --> 00:51:59.740]   I'm not putting yourself in a situation where you're using that financing where you're using that financing,
[00:51:59.760 --> 00:52:29.740]   I'm not putting yourself in a situation where you're using that financing,
[00:52:29.740 --> 00:52:29.740]   I'm not putting yourself in a situation where you're using that financing,
[00:52:29.740 --> 00:52:29.740]   I'm not putting yourself in a situation where you're using that financing,
[00:52:29.740 --> 00:52:29.740]   I'm not putting yourself in a situation where you're using that financing,
[00:52:29.740 --> 00:52:29.740]   I'm not putting yourself in a situation where you're using that financing,
[00:52:29.740 --> 00:52:29.740]   I'm not putting yourself in a situation where you're using that financing,
[00:52:29.740 --> 00:52:29.740]   I'm not putting yourself in a situation where you're using that financing,
[00:52:29.740 --> 00:52:29.740]   I'm not putting yourself in a situation where you're using that financing,
[00:52:29.740 --> 00:52:29.740]   I'm not putting yourself in a situation where you're using that financing,
[00:52:29.740 --> 00:52:29.740]   I'm not putting yourself in a situation where you're using that financing,
[00:52:29.740 --> 00:52:29.740]   I'm not putting yourself in a situation where you're using that financing,
[00:52:29.740 --> 00:52:29.740]   I'm not putting yourself in a situation where you're using that financing,
[00:52:29.760 --> 00:52:59.760]   I'm not putting yourself in a situation where you're using that financing,
[00:52:59.760 --> 00:52:59.760]   I'm not putting yourself in a situation where you're using that financing,
[00:52:59.760 --> 00:52:59.760]   I'm not putting yourself in a situation where you're using that financing,
[00:52:59.760 --> 00:52:59.760]   I'm not putting yourself in a situation where you're using that financing,
[00:52:59.760 --> 00:52:59.760]   I'm not putting yourself in a situation where you're using that financing,
[00:52:59.760 --> 00:52:59.760]   I'm not putting yourself in a situation where you're using that financing,
[00:52:59.760 --> 00:52:59.760]   I'm not putting yourself in a situation where you're using that financing,
[00:52:59.760 --> 00:52:59.760]   I'm not putting yourself in a situation where you're using that financing,
[00:52:59.760 --> 00:53:29.780]   I'm not putting yourself in a situation where you're using that financing,
[00:53:29.780 --> 00:53:29.780]   I'm not putting yourself in a situation where you're using that financing,
[00:53:29.780 --> 00:53:29.780]   I'm not putting yourself in a situation where you're using that financing,
[00:53:29.780 --> 00:53:29.780]   I'm not putting yourself in a situation where you're using that financing,
[00:53:29.780 --> 00:53:29.780]   I'm not putting yourself in a situation where you're using that financing,
[00:53:29.780 --> 00:53:29.780]   I'm not putting yourself in a situation where you're using that financing,
[00:53:29.780 --> 00:53:29.780]   I'm not putting yourself in a situation where you're using that financing,
[00:53:29.780 --> 00:53:29.780]   I'm not putting yourself in a situation where you're using that financing,
[00:53:29.780 --> 00:53:29.780]   I'm not putting yourself in a situation where you're using that financing,
[00:53:29.780 --> 00:53:29.780]   I'm not putting yourself in a situation where you're using that financing,
[00:53:29.800 --> 00:53:59.800]   I'm not putting yourself in a situation where you're using that financing,
[00:53:59.800 --> 00:53:59.800]   I'm not putting yourself in a situation where you're using that financing,
[00:53:59.800 --> 00:53:59.800]   I'm not putting yourself in a situation where you're using that financing,
[00:53:59.800 --> 00:53:59.800]   I'm not putting yourself in a situation where you're using that financing,
[00:53:59.800 --> 00:53:59.800]   I'm not putting yourself in a situation where you're using that financing,
[00:53:59.800 --> 00:53:59.800]   I'm not putting yourself in a situation where you're using that financing,
[00:53:59.800 --> 00:53:59.800]   I'm not putting yourself in a situation where you're using that financing,
[00:53:59.800 --> 00:53:59.800]   I'm not putting yourself in a situation where you're using that financing,
[00:53:59.800 --> 00:53:59.800]   I'm not putting yourself in a situation where you're using that financing,
[00:53:59.800 --> 00:53:59.800]   I'm not putting yourself in a situation where you're using that financing,
[00:53:59.800 --> 00:53:59.800]   I'm not putting yourself in a situation where you're using that financing,
[00:53:59.800 --> 00:53:59.800]   I'm not putting yourself in a situation where you're using that financing,
[00:53:59.820 --> 00:54:29.820]   I'm not putting yourself in a situation where you're using that financing,
[00:54:29.820 --> 00:54:29.820]   I'm not putting yourself in a situation where you're using that financing,
[00:54:29.820 --> 00:54:29.820]   I'm not putting yourself in a situation where you're using that financing,
[00:54:29.820 --> 00:54:29.820]   I'm not putting yourself in a situation where you're using that financing,
[00:54:29.820 --> 00:54:29.820]   I'm not putting yourself in a situation where you're using that financing,
[00:54:29.820 --> 00:54:29.820]   I'm not putting yourself in a situation where you're using that financing,
[00:54:29.820 --> 00:54:29.820]   I'm not putting yourself in a situation where you're using that financing,
[00:54:29.820 --> 00:54:29.820]   I'm not putting yourself in a situation where you're using that financing,
[00:54:29.820 --> 00:54:29.820]   I'm not putting yourself in a situation where you're using that financing,
[00:54:29.820 --> 00:54:29.820]   I'm not putting yourself in a situation where you're using that financing,
[00:54:29.820 --> 00:54:29.820]   I'm not putting yourself in a situation where you're using that financing,
[00:54:29.820 --> 00:54:29.820]   I'm not putting yourself in a situation where you're using that financing,
[00:54:29.860 --> 00:54:59.840]  ,
[00:54:59.840 --> 00:54:59.840]   I'm not putting yourself in a situation where you're using that financing,
[00:54:59.840 --> 00:54:59.840]   I'm not putting yourself in a situation where you're using that financing,
[00:54:59.840 --> 00:54:59.840]   I'm not putting yourself in a situation where you're using that financing,
[00:54:59.840 --> 00:54:59.840]   I'm not putting yourself in a situation where you're using that financing,
[00:54:59.840 --> 00:54:59.840]   I'm not putting yourself in a situation where you're using that financing,
[00:54:59.840 --> 00:54:59.840]   I'm not putting yourself in a situation where you're using that financing,
[00:54:59.840 --> 00:54:59.840]   I'm not putting yourself in a situation where you're using that financing,
[00:54:59.840 --> 00:54:59.840]   I'm not putting yourself in a situation where you're using that financing,
[00:54:59.840 --> 00:54:59.840]   I'm not putting yourself in a situation where you're using that financing,
[00:54:59.840 --> 00:54:59.840]   I'm not putting yourself in a situation where you're using that financing,
[00:54:59.860 --> 00:55:29.860]   I'm not putting yourself in a situation where you're using that financing,
[00:55:29.860 --> 00:55:29.860]   I'm not putting yourself in a situation where you're using that financing,
[00:55:29.860 --> 00:55:29.860]   I'm not putting yourself in a situation where you're using that financing,
[00:55:29.860 --> 00:55:29.860]   I'm not putting yourself in a situation where you're using that financing,
[00:55:29.860 --> 00:55:29.860]   I'm not putting yourself in a situation where you're using that financing,
[00:55:29.860 --> 00:55:29.860]   I'm not putting yourself in a situation where you're using that financing,
[00:55:29.860 --> 00:55:29.860]   I'm not putting yourself in a situation where you're using that financing,
[00:55:29.860 --> 00:55:29.860]   I'm not putting yourself in a situation where you're using that financing,
[00:55:29.860 --> 00:55:29.860]   I'm not putting yourself in a situation where you're using that financing,
[00:55:29.860 --> 00:55:29.860]   I'm not putting yourself in a situation where you're using that financing,
[00:55:29.860 --> 00:55:29.860]   I'm not putting yourself in a situation where you're using that financing,
[00:55:29.860 --> 00:55:29.860]   I'm not putting yourself in a situation where you're using that financing,
[00:55:29.900 --> 00:55:59.880]  ,
[00:55:59.880 --> 00:55:59.880]   I'm not putting yourself in a situation where you're using that financing,
[00:55:59.880 --> 00:55:59.880]   I'm not putting yourself in a situation where you're using that financing,
[00:55:59.880 --> 00:55:59.880]   I'm not putting yourself in a situation where you're using that financing,
[00:55:59.880 --> 00:55:59.880]   I'm not putting yourself in a situation where you're using that financing,
[00:55:59.880 --> 00:55:59.880]   I'm not putting yourself in a situation where you're using that financing,
[00:55:59.880 --> 00:55:59.880]   I'm not putting yourself in a situation where you're using that financing,
[00:55:59.880 --> 00:55:59.880]   I'm not putting yourself in a situation where you're using that financing,
[00:55:59.880 --> 00:55:59.880]   I'm not putting yourself in a situation where you're using that financing,
[00:55:59.900 --> 00:56:29.900]   I'm not putting yourself in a situation where you're using that financing,
[00:56:29.900 --> 00:56:29.900]   I'm not putting yourself in a situation where you're using that financing,
[00:56:29.900 --> 00:56:29.900]   I'm not putting yourself in a situation where you're using that financing,
[00:56:29.900 --> 00:56:29.900]   I'm not putting yourself in a situation where you're using that financing,
[00:56:29.900 --> 00:56:29.900]   I'm not putting yourself in a situation where you're using that financing,
[00:56:29.900 --> 00:56:29.900]   I'm not putting yourself in a situation where you're using that financing,
[00:56:29.900 --> 00:56:29.900]   I'm not putting yourself in a situation where you're using that financing,
[00:56:29.900 --> 00:56:29.900]   I'm not putting yourself in a situation where you're using that financing,
[00:56:29.900 --> 00:56:29.900]   I'm not putting yourself in a situation where you're using that financing,
[00:56:29.900 --> 00:56:29.900]   I'm not putting yourself in a situation where you're using that financing,
[00:56:29.900 --> 00:56:29.900]   I'm not putting yourself in a situation where you're using that financing,
[00:56:29.900 --> 00:56:29.900]   I'm not putting yourself in a situation where you're using that financing,
[00:56:29.940 --> 00:56:59.920]   I'm not putting yourself in a situation where you're using that financing,
[00:56:59.920 --> 00:56:59.920]   I'm not putting yourself in a situation where you're using that financing,
[00:56:59.920 --> 00:56:59.920]   I'm not putting yourself in a situation where you're using that financing,
[00:56:59.920 --> 00:56:59.920]   I'm not putting yourself in a situation where you're using that financing,
[00:56:59.920 --> 00:56:59.920]   I'm not putting yourself in a situation where you're using that financing,
[00:56:59.920 --> 00:56:59.920]   I'm not putting yourself in a situation where you're using that financing,
[00:56:59.920 --> 00:56:59.920]   I'm not putting yourself in a situation where you're using that financing,
[00:56:59.920 --> 00:56:59.920]   I'm not putting yourself in a situation where you're using that financing,
[00:56:59.920 --> 00:56:59.920]   I'm not putting yourself in a situation where you're using that financing,
[00:56:59.940 --> 00:57:29.940]   I'm not putting yourself in a situation where you're using that financing,
[00:57:29.940 --> 00:57:29.940]   I'm not putting yourself in a situation where you're using that financing,
[00:57:29.940 --> 00:57:29.940]   I'm not putting yourself in a situation where you're using that financing,
[00:57:29.940 --> 00:57:29.940]   I'm not putting yourself in a situation where you're using that financing,
[00:57:29.940 --> 00:57:29.940]   I'm not putting yourself in a situation where you're using that financing,
[00:57:29.940 --> 00:57:29.940]   I'm not putting yourself in a situation where you're using that financing,
[00:57:29.940 --> 00:57:29.940]   I'm not putting yourself in a situation where you're using that financing,
[00:57:29.940 --> 00:57:29.940]   I'm not putting yourself in a situation where you're using that financing,
[00:57:29.940 --> 00:57:29.940]   I'm not putting yourself in a situation where you're using that financing,
[00:57:29.940 --> 00:57:29.940]   I'm not putting yourself in a situation where you're using that financing,
[00:57:29.940 --> 00:57:29.940]   I'm not putting yourself in a situation where you're using that financing,
[00:57:29.940 --> 00:57:29.940]   I'm not putting yourself in a situation where you're using that financing,
[00:57:29.980 --> 00:57:59.960]  ,
[00:57:59.960 --> 00:57:59.960]   I'm not putting yourself in a situation where you're using that financing,
[00:57:59.960 --> 00:57:59.960]   I'm not putting yourself in a situation where you're using that financing,
[00:57:59.960 --> 00:57:59.960]   I'm not putting yourself in a situation where you're using that financing,
[00:57:59.960 --> 00:57:59.960]   I'm not putting yourself in a situation where you're using that financing,
[00:57:59.960 --> 00:57:59.960]   I'm not putting yourself in a situation where you're using that financing,
[00:57:59.960 --> 00:57:59.960]   I'm not putting yourself in a situation where you're using that financing,
[00:57:59.960 --> 00:57:59.960]   I'm not putting yourself in a situation where you're using that financing,
[00:57:59.960 --> 00:57:59.960]   I'm not putting yourself in a situation where you're using that financing,
[00:57:59.960 --> 00:57:59.960]   I'm not putting yourself in a situation where you're using that financing,
[00:57:59.960 --> 00:57:59.960]   I'm not putting yourself in a situation where you're using that financing,
[00:57:59.960 --> 00:57:59.960]   I'm not putting yourself in a situation where you're using that financing,
[00:57:59.980 --> 00:58:29.980]   I'm not putting yourself in a situation where you're using that financing,
[00:58:29.980 --> 00:58:29.980]   I'm not putting yourself in a situation where you're using that financing,
[00:58:29.980 --> 00:58:29.980]   I'm not putting yourself in a situation where you're using that financing,
[00:58:29.980 --> 00:58:29.980]   I'm not putting yourself in a situation where you're using that financing,
[00:58:29.980 --> 00:58:29.980]   I'm not putting yourself in a situation where you're using that financing,
[00:58:29.980 --> 00:58:29.980]   I'm not putting yourself in a situation where you're using that financing,
[00:58:29.980 --> 00:58:29.980]   I'm not putting yourself in a situation where you're using that financing,
[00:58:29.980 --> 00:58:29.980]   I'm not putting yourself in a situation where you're using that financing,
[00:58:29.980 --> 00:58:29.980]   I'm not putting yourself in a situation where you're using that financing,
[00:58:29.980 --> 00:58:29.980]   I'm not putting yourself in a situation where you're using that financing,
[00:58:29.980 --> 00:58:29.980]   I'm not putting yourself in a situation where you're using that financing,
[00:58:29.980 --> 00:58:29.980]   I'm not putting yourself in a situation where you're using that financing,
[00:58:30.020 --> 00:59:00.000]  ,
[00:59:00.000 --> 00:59:00.000]   I'm not putting myself in a situation where you're using that financing,
[00:59:00.000 --> 00:59:00.000]   I'm not putting myself in a situation where you're using that financing,
[00:59:00.000 --> 00:59:00.000]   I'm not putting myself in a situation where you're using that financing,
[00:59:00.000 --> 00:59:00.000]   I'm not putting myself in a situation where you're using that financing,
[00:59:00.000 --> 00:59:00.000]   I'm not putting myself in a situation where you're using that financing,
[00:59:00.000 --> 00:59:00.000]   I'm not putting myself in a situation where you're using that financing,
[00:59:00.000 --> 00:59:00.000]   I'm not putting myself in a situation where you're using that financing,
[00:59:00.000 --> 00:59:00.000]   I'm not putting myself in a situation where you're using that financing,
[00:59:00.000 --> 00:59:00.000]   I'm not putting myself in a situation where you're using that financing,
[00:59:00.000 --> 00:59:00.000]   I'm not putting myself in a situation where you're using that financing,
[00:59:00.020 --> 00:59:30.020]   I'm not putting myself in a situation where you're using that financing,
[00:59:30.020 --> 00:59:30.020]   I'm not putting myself in a situation where you're using that financing,
[00:59:30.020 --> 00:59:30.020]   I'm not putting myself in a situation where you're using that financing,
[00:59:30.020 --> 00:59:30.020]   I'm not putting myself in a situation where you're using that financing,
[00:59:30.020 --> 00:59:30.020]   I'm not putting myself in a situation where you're using that financing,
[00:59:30.020 --> 00:59:30.020]   I'm not putting myself in a situation where you're using that financing,
[00:59:30.020 --> 00:59:30.020]   I'm not putting myself in a situation where you're using that financing,
[00:59:30.020 --> 00:59:30.020]   I'm not putting myself in a situation where you're using that financing,
[00:59:30.020 --> 00:59:30.020]   I'm not putting myself in a situation where you're using that financing,
[00:59:30.020 --> 00:59:30.020]   I'm not putting myself in a situation where you're using that financing,
[00:59:30.020 --> 00:59:30.020]   I'm not putting myself in a situation where you're using that financing,
[00:59:30.020 --> 00:59:30.020]   I'm not putting myself in a situation where you're using that financing,
[00:59:30.060 --> 01:00:00.040]  ,
[01:00:00.040 --> 01:00:00.040]   I'm not putting myself in a situation where you're using that financing,
[01:00:00.040 --> 01:00:00.040]   I'm not putting myself in a situation where you're using that financing,
[01:00:00.040 --> 01:00:00.040]   I'm not putting myself in a situation where you're using that financing,
[01:00:00.040 --> 01:00:00.040]   I'm not putting myself in a situation where you're using that financing,
[01:00:00.040 --> 01:00:00.040]   I'm not putting myself in a situation where you're using that financing,
[01:00:00.040 --> 01:00:00.040]   I'm not putting myself in a situation where you're using that financing,
[01:00:00.040 --> 01:00:00.040]   I'm not putting myself in a situation where you're using that financing,
[01:00:00.040 --> 01:00:00.040]   I'm not putting myself in a situation where you're using that financing,
[01:00:00.040 --> 01:00:00.040]   I'm not putting myself in a situation where you're using that financing,
[01:00:00.040 --> 01:00:00.040]   I'm not putting myself in a situation where you're using that financing,
[01:00:00.060 --> 01:00:30.060]   I'm not putting myself in a situation where you're using that financing,
[01:00:30.060 --> 01:00:30.060]   I'm not putting myself in a situation where you're using that financing,
[01:00:30.060 --> 01:00:30.060]   I'm not putting myself in a situation where you're using that financing,
[01:00:30.060 --> 01:00:30.060]   I'm not putting myself in a situation where you're using that financing,
[01:00:30.060 --> 01:00:30.060]   I'm not putting myself in a situation where you're using that financing,
[01:00:30.060 --> 01:00:30.060]   I'm not putting myself in a situation where you're using that financing,
[01:00:30.060 --> 01:00:30.060]   I'm not putting myself in a situation where you're using that financing,
[01:00:30.060 --> 01:00:30.060]   I'm not putting myself in a situation where you're using that financing,
[01:00:30.060 --> 01:00:30.060]   I'm not putting myself in a situation where you're using that financing,
[01:00:30.060 --> 01:00:30.060]   I'm not putting myself in a situation where you're using that financing,
[01:00:30.060 --> 01:00:30.060]   I'm not putting myself in a situation where you're using that financing,
[01:00:30.060 --> 01:00:30.060]   I'm not putting myself in a situation where you're using that financing,
[01:00:30.100 --> 01:01:00.080]  ,
[01:01:00.080 --> 01:01:00.080]   I'm not putting myself in a situation where you're using that financing,
[01:01:00.080 --> 01:01:00.080]   I'm not putting myself in a situation where you're using that financing,
[01:01:00.080 --> 01:01:00.080]   I'm not putting myself in a situation where you're using that financing,
[01:01:00.080 --> 01:01:00.080]   I'm not putting myself in a situation where you're using that financing,
[01:01:00.080 --> 01:01:00.080]   I'm not putting myself in a situation where you're using that financing,
[01:01:00.080 --> 01:01:00.080]   I'm not putting myself in a situation where you're using that financing,
[01:01:00.080 --> 01:01:00.080]   I'm not putting myself in a situation where you're using that financing,
[01:01:00.080 --> 01:01:00.080]   I'm not putting myself in a situation where you're using that financing,
[01:01:00.080 --> 01:01:00.080]   I'm not putting myself in a situation where you're using that financing,
[01:01:00.080 --> 01:01:00.080]   I'm not putting myself in a situation where you're using that financing,
[01:01:00.100 --> 01:01:30.100]   I'm not putting myself in a situation where you're using that financing,
[01:01:30.100 --> 01:01:30.100]   I'm not putting myself in a situation where you're using that financing,
[01:01:30.100 --> 01:01:30.100]   I'm not putting myself in a situation where you're using that financing,
[01:01:30.100 --> 01:01:30.100]   I'm not putting myself in a situation where you're using that financing,
[01:01:30.100 --> 01:01:30.100]   I'm not putting myself in a situation where you're using that financing,
[01:01:30.100 --> 01:01:30.100]   I'm not putting myself in a situation where you're using that financing,
[01:01:30.100 --> 01:01:30.100]   I'm not putting myself in a situation where you're using that financing,
[01:01:30.100 --> 01:01:30.100]   I'm not putting myself in a situation where you're using that financing,
[01:01:30.100 --> 01:01:30.100]   I'm not putting myself in a situation where you're using that financing,
[01:01:30.100 --> 01:01:30.100]   I'm not putting myself in a situation where you're using that financing,
[01:01:30.100 --> 01:01:30.100]   I'm not putting myself in a situation where you're using that financing,
[01:01:30.100 --> 01:01:30.100]   I'm not putting myself in a situation where you're using that financing,
[01:01:30.120 --> 01:02:00.120]   I'm not putting myself in a situation where you're using that financing,
[01:02:00.120 --> 01:02:00.120]   I'm not putting myself in a situation where you're using that financing,
[01:02:00.120 --> 01:02:00.120]   I'm not putting myself in a situation where you're using that financing,
[01:02:00.120 --> 01:02:00.120]   I'm not putting myself in a situation where you're using that financing,
[01:02:00.120 --> 01:02:00.120]   I'm not putting myself in a situation where you're using that financing,
[01:02:00.120 --> 01:02:00.120]   I'm not putting myself in a situation where you're using that financing,
[01:02:00.120 --> 01:02:00.120]   I'm not putting myself in a situation where you're using that financing,
[01:02:00.120 --> 01:02:00.120]   I'm not putting myself in a situation where you're using that financing,
[01:02:00.120 --> 01:02:00.120]   I'm not putting myself in a situation where you're using that financing,
[01:02:00.120 --> 01:02:00.120]   I'm not putting myself in a situation where you're using that financing,
[01:02:00.120 --> 01:02:00.120]   I'm not putting myself in a situation where you're using that financing,
[01:02:00.160 --> 01:02:30.140]  ,
[01:02:30.140 --> 01:02:30.140]   I'm not putting myself in a situation where you're using that financing,
[01:02:30.140 --> 01:02:30.140]   I'm not putting myself in a situation where you're using that financing,
[01:02:30.140 --> 01:02:30.140]   I'm not putting myself in a situation where you're using that financing,
[01:02:30.140 --> 01:02:30.140]   I'm not putting myself in a situation where you're using that financing,
[01:02:30.140 --> 01:02:30.140]   I'm not putting myself in a situation where you're using that financing,
[01:02:30.140 --> 01:02:30.140]   I'm not putting myself in a situation where you're using that financing,
[01:02:30.140 --> 01:02:30.140]   I'm not putting myself in a situation where you're using that financing,
[01:02:30.140 --> 01:02:30.140]   I'm not putting myself in a situation where you're using that financing,
[01:02:30.160 --> 01:03:00.160]   I'm not putting myself in a situation where you're using that financing,
[01:03:00.160 --> 01:03:00.160]   I'm not putting myself in a situation where you're using that financing,
[01:03:00.160 --> 01:03:00.160]   I'm not putting myself in a situation where you're using that financing,
[01:03:00.160 --> 01:03:00.160]   I'm not putting myself in a situation where you're using that financing,
[01:03:00.160 --> 01:03:00.160]   I'm not putting myself in a situation where you're using that financing,
[01:03:00.160 --> 01:03:00.160]   I'm not putting myself in a situation where you're using that financing,
[01:03:00.160 --> 01:03:00.160]   I'm not putting myself in a situation where you're using that financing,
[01:03:00.160 --> 01:03:00.160]   I'm not putting myself in a situation where you're using that financing,
[01:03:00.160 --> 01:03:00.160]   I'm not putting myself in a situation where you're using that financing,
[01:03:00.160 --> 01:03:00.160]   I'm not putting myself in a situation where you're using that financing,
[01:03:00.160 --> 01:03:00.160]   I'm not putting myself in a situation where you're using that financing,
[01:03:00.160 --> 01:03:00.160]   I'm not putting myself in a situation where you're using that financing,
[01:03:00.180 --> 01:03:30.180]   I'm not putting myself in a situation where you're using that financing,
[01:03:30.180 --> 01:03:30.180]   I'm not putting myself in a situation where you're using that financing,
[01:03:30.180 --> 01:03:30.180]   I'm not putting myself in a situation where you're using that financing,
[01:03:30.180 --> 01:03:30.180]   I'm not putting myself in a situation where you're using that financing,
[01:03:30.180 --> 01:03:30.180]   I'm not putting myself in a situation where you're using that financing,
[01:03:30.180 --> 01:03:30.180]   I'm not putting myself in a situation where you're using that financing,
[01:03:30.180 --> 01:03:30.180]   I'm not putting myself in a situation where you're using that financing,
[01:03:30.180 --> 01:03:30.180]   I'm not putting myself in a situation where you're using that financing,
[01:03:30.180 --> 01:03:30.180]   I'm not putting myself in a situation where you're using that financing,
[01:03:30.180 --> 01:03:30.180]   I'm not putting myself in a situation where you're using that financing,
[01:03:30.180 --> 01:03:30.180]   I'm not putting myself in a situation where you're using that financing,
[01:03:30.180 --> 01:03:30.180]   I'm not putting myself in a situation where you're using that financing,
[01:03:30.220 --> 01:04:00.200]   and I'm not putting myself in a situation where you're using that financing,
[01:04:00.200 --> 01:04:00.200]   and I'm not putting myself in a situation where you're using that financing,
[01:04:00.200 --> 01:04:00.200]   and I'm not putting myself in a situation where you're using that financing,
[01:04:00.200 --> 01:04:00.200]   and I'm not putting myself in a situation where you're using that financing,
[01:04:00.200 --> 01:04:00.200]   and I'm not putting myself in a situation where you're using that financing,
[01:04:00.200 --> 01:04:00.200]   and I'm not putting myself in a situation where you're using that financing,
[01:04:00.200 --> 01:04:00.200]   and I'm not putting myself in a situation where you're using that financing,
[01:04:00.200 --> 01:04:00.200]   and I'm not putting myself in a situation where you're using that financing,
[01:04:00.200 --> 01:04:00.200]   and I'm not putting myself in a situation where you're using that financing,
[01:04:00.200 --> 01:04:00.200]   and I'm not putting myself in a situation where you're using that financing,
[01:04:00.220 --> 01:04:30.220]   I'm not putting myself in a situation where you're using that financing,
[01:04:30.220 --> 01:04:30.220]   I'm not putting myself in a situation where you're using that financing,
[01:04:30.220 --> 01:04:30.220]   I'm not putting myself in a situation where you're using that financing,
[01:04:30.220 --> 01:04:30.220]   I'm not putting myself in a situation where you're using that financing,
[01:04:30.220 --> 01:04:30.220]   I'm not putting myself in a situation where you're using that financing,
[01:04:30.220 --> 01:04:30.220]   I'm not putting myself in a situation where you're using that financing,
[01:04:30.220 --> 01:04:30.220]   I'm not putting myself in a situation where you're using that financing,
[01:04:30.220 --> 01:04:30.220]   I'm not putting myself in a situation where you're using that financing,
[01:04:30.220 --> 01:04:30.220]   I'm not putting myself in a situation where you're using that financing,
[01:04:30.220 --> 01:04:30.220]   I'm not putting myself in a situation where you're using that financing,
[01:04:30.220 --> 01:04:30.220]   I'm not putting myself in a situation where you're using that financing,
[01:04:30.220 --> 01:04:30.220]   I'm not putting myself in a situation where you're using that financing,
[01:04:30.240 --> 01:05:00.240]  ,
[01:05:00.240 --> 01:05:00.240]   I'm not putting myself in a situation where you're using that financing,
[01:05:00.240 --> 01:05:00.240]   I'm not putting myself in a situation where you're using that financing,
[01:05:00.240 --> 01:05:00.240]   I'm not putting myself in a situation where you're using that financing,
[01:05:00.240 --> 01:05:00.240]   I'm not putting myself in a situation where you're using that financing,
[01:05:00.240 --> 01:05:00.240]   I'm not putting myself in a situation where you're using that financing,
[01:05:00.240 --> 01:05:00.240]   I'm not putting myself in a situation where you're using that financing,
[01:05:00.240 --> 01:05:00.240]   I'm not putting myself in a situation where you're using that financing,
[01:05:00.240 --> 01:05:00.240]   I'm not putting myself in a situation where you're using that financing,
[01:05:00.240 --> 01:05:00.240]   I'm not putting myself in a situation where you're using that financing,
[01:05:00.240 --> 01:05:00.240]   I'm not putting myself in a situation where you're using that financing,
[01:05:00.260 --> 01:05:30.260]   I'm not putting myself in a situation where you're using that financing,
[01:05:30.260 --> 01:05:30.260]   I'm not putting myself in a situation where you're using that financing,
[01:05:30.260 --> 01:05:30.260]   I'm not putting myself in a situation where you're using that financing,
[01:05:30.260 --> 01:05:30.260]   I'm not putting myself in a situation where you're using that financing,
[01:05:30.260 --> 01:05:30.260]   I'm not putting myself in a situation where you're using that financing,
[01:05:30.260 --> 01:05:30.260]   I'm not putting myself in a situation where you're using that financing,
[01:05:30.260 --> 01:05:30.260]   I'm not putting myself in a situation where you're using that financing,
[01:05:30.260 --> 01:05:30.260]   I'm not putting myself in a situation where you're using that financing,
[01:05:30.260 --> 01:05:30.260]   I'm not putting myself in a situation where you're using that financing,
[01:05:30.260 --> 01:05:30.260]   I'm not putting myself in a situation where you're using that financing,
[01:05:30.260 --> 01:05:30.260]   I'm not putting myself in a situation where you're using that financing,
[01:05:30.260 --> 01:05:30.260]   I'm not putting myself in a situation where you're using that financing,
[01:05:30.300 --> 01:06:00.280]  ,
[01:06:00.280 --> 01:06:00.280]   I'm not putting myself in a situation where you're using that financing,
[01:06:00.280 --> 01:06:00.280]   I'm not putting myself in a situation where you're using that financing,
[01:06:00.280 --> 01:06:00.280]   I'm not putting myself in a situation where you're using that financing,
[01:06:00.280 --> 01:06:00.280]   I'm not putting myself in a situation where you're using that financing,
[01:06:00.280 --> 01:06:00.280]   I'm not putting myself in a situation where you're using that financing,
[01:06:00.280 --> 01:06:00.280]   I'm not putting myself in a situation where you're using that financing,
[01:06:00.280 --> 01:06:00.280]   I'm not putting myself in a situation where you're using that financing,
[01:06:00.280 --> 01:06:00.280]   I'm not putting myself in a situation where you're using that financing,
[01:06:00.280 --> 01:06:00.280]   I'm not putting myself in a situation where you're using that financing,
[01:06:00.280 --> 01:06:00.280]   I'm not putting myself in a situation where you're using that financing,
[01:06:00.300 --> 01:06:30.300]   I'm not putting myself in a situation where you're using that financing,
[01:06:30.300 --> 01:06:30.300]   I'm not putting myself in a situation where you're using that financing,
[01:06:30.300 --> 01:06:30.300]   I'm not putting myself in a situation where you're using that financing,
