
[00:00:00.040 --> 00:00:09.600]   пять
[01:26:23.400 --> 01:26:24.400]   I'm not sure if you can.
[01:26:24.400 --> 01:26:25.400]   I don't know what you'd expect to a degree, you know, economics is what,
[01:26:25.400 --> 01:26:26.400]   four to one or something like that.
[01:26:26.400 --> 01:26:27.400]   It's not as bad.
[01:26:27.400 --> 01:26:28.400]   Um, but then when you start getting into some of the humanities, you know, like there
[01:26:28.400 --> 01:26:29.400]   are departments that they're literally not.
[01:26:29.400 --> 01:26:30.400]   Is there a good, why to why does the university's university faculty administration move to the
[01:26:30.440 --> 01:26:37.860]  國
[01:26:37.860 --> 01:26:41.440]   which el--G S La A Miss
[01:26:41.440 --> 01:26:56.340]   in and and, and, and, and, and, but,
[01:26:56.340 --> 01:26:59.420]  , indicate that... di... MIN.................................................. play...치� ensure the end la� exhaust principal报 ratio manera الأ рав hurry service Extreme In scary en theo sell GRAS wherever изб generedольз stagesDP qued compl dont gittiנוCK, X Bhar rabbit視 buy ranch iस I've sprout dated the willingness to know, под Stanley, provides the vice count, focusesisko perceive the point, about, Außerdem, flame, J, quite,not, del,
[01:26:59.500 --> 01:27:27.880]   There are also departments where a lot of the ideology is kind of explicitly leftist. You look at education schools, a lot of the stuff that is actually left over from where you're from.
[01:27:27.880 --> 01:27:27.880]   You look at education schools, a lot of the stuff that is actually left over from where you're from.
[01:27:27.880 --> 01:27:27.880]   You look at education schools, a lot of the stuff that is actually left over from where you're from.
[01:27:27.880 --> 01:27:27.880]   You look at education schools, a lot of the stuff that is actually left over from where you're from.
[01:27:27.880 --> 01:27:27.880]   You look at education schools, a lot of the stuff that is actually left over from where you're from.
[01:27:27.880 --> 01:27:27.880]   You look at education schools, a lot of the stuff that is actually left over from where you're from.
[01:27:27.880 --> 01:27:27.880]   You look at education schools, a lot of the stuff that is actually left over from where you're from.
[01:27:27.880 --> 01:27:27.880]   You look at education schools, a lot of the stuff that is actually left over from where you're from.
[01:27:27.920 --> 01:27:56.320]   you look at education schools, a lot of the stuff that is actually left over from where you're from.
[01:27:56.320 --> 01:27:56.640]   you look at education schools, a lot of the stuff that is actually left over from where you're from.
[01:27:56.640 --> 01:27:56.680]   you look at education schools, a lot of the stuff that is actually left over from where you're from.
[01:27:56.680 --> 01:27:56.720]   you look at education schools, a lot of the stuff that is actually left over from where you're from.
[01:27:56.720 --> 01:27:56.760]   you look at education schools, a lot of the stuff that is actually left over from where you're from.
[01:27:56.760 --> 01:27:56.800]   you look at education schools, a lot of the stuff that is actually left over from where you're from.
[01:27:56.840 --> 01:28:07.060]  ,
[01:28:07.060 --> 01:28:08.120]  рас child his. K K P C D,,,,,, with the sub則
[01:28:08.120 --> 01:28:23.500]  בע
[01:28:23.500 --> 01:28:26.260]  altung
[01:29:26.560 --> 01:29:26.560]   ----
[01:29:26.560 --> 01:29:26.560]   ----
[01:29:26.560 --> 01:29:26.560]   ----
[01:29:56.500 --> 01:30:26.400]   ----
[01:31:26.240 --> 01:31:26.240]   ----
[01:31:26.240 --> 01:31:26.240]   ----
[01:31:26.240 --> 01:31:26.240]   ----
[01:31:26.240 --> 01:31:26.240]   ----
[01:31:26.240 --> 01:31:26.240]   ----
[01:31:26.240 --> 01:31:26.240]   ----
[01:31:26.240 --> 01:31:26.340]   ----
[01:31:26.400 --> 01:31:56.280]  is an excellent rhetoric fortress. It's more efficient than the liberals. Anyone can be labeled a liberalist if they have the wrong opinion. I've seen liberals get kicked and then they can get people really excited.
[01:31:56.280 --> 01:31:56.280]   ----
[01:31:56.280 --> 01:31:56.280]   ----
[01:31:56.280 --> 01:31:56.360]   ----
[01:31:56.360 --> 01:32:02.420]   ----
[01:32:02.420 --> 01:32:02.460]   ----
[01:32:02.460 --> 01:32:02.580]   ----
[01:32:02.580 --> 01:32:02.680]   ----
[01:32:02.680 --> 01:32:02.740]   ----
[01:32:02.740 --> 01:32:02.800]   ----
[01:32:02.800 --> 01:32:02.900]   ----
[01:32:02.900 --> 01:32:03.040]   ----
[01:32:03.040 --> 01:32:03.120]   ----
[01:32:03.120 --> 01:32:03.160]   ----
[01:32:03.160 --> 01:32:03.200]   ----
[01:32:03.200 --> 01:32:03.260]   ----
[01:32:03.260 --> 01:32:03.360]   ----
[01:32:03.360 --> 01:32:03.420]   ----
[01:32:03.420 --> 01:32:03.460]   ----
[01:32:03.460 --> 01:32:03.500]   ----
[01:32:03.500 --> 01:32:05.840]   ----
[01:32:05.840 --> 01:32:05.880]   ----
[01:32:05.880 --> 01:32:22.280]   ---- ----- ----- ------ ------ ------ ------ ----- ----- ----- ----- ----- ----- ----- - ----- - - - - - - - - - - - - - the wrong opinion. You don't have to listen to journalists, even conservative journalists, if they have the wrong opinion. And among the MAGA wing, there's a fourth provision, you don't need to listen to anyone who isn't pro-Tr.
[01:32:22.320 --> 01:32:33.620]   say
[01:32:33.620 --> 01:32:33.660]   think to G It I the,,,,,,
[01:32:50.980 --> 01:33:00.020]   Пон,ww,
[01:33:00.020 --> 01:33:08.620]   to like in and select
[01:33:19.100 --> 01:33:22.120]   the
[01:33:22.120 --> 01:33:25.120]   the
[01:33:25.120 --> 01:33:27.120]   the
[01:33:27.120 --> 01:33:29.120]   the
[01:33:29.120 --> 01:33:31.120]   the
[01:33:31.120 --> 01:33:33.120]   the
[01:33:33.120 --> 01:33:35.120]   the
[01:33:35.120 --> 01:33:37.120]   the
[01:33:37.120 --> 01:33:39.120]   the
[01:33:39.120 --> 01:33:41.120]   the
[01:33:41.120 --> 01:33:43.120]   the
[01:33:43.120 --> 01:33:45.120]   the
[01:33:45.120 --> 01:33:47.120]   the
[01:33:47.120 --> 01:33:48.120]   the
[01:33:48.120 --> 01:33:49.120]   the
[01:33:49.120 --> 01:33:49.120]   the
[01:33:49.120 --> 01:33:49.120]   the
[01:33:49.120 --> 01:34:19.160]   the
[01:34:19.200 --> 01:34:26.220]   never
[01:34:26.220 --> 01:34:30.020]   and as
[01:34:30.020 --> 01:34:47.820]  ав South These The G. He,,,,,,, trafficνο
[01:37:13.180 --> 01:37:13.180]   and as a result of this, the people who founded CRT, Richard Delgado, Mary Matsuda, etc., was to create this new project.
[01:37:13.180 --> 01:37:13.180]   The people who founded CRT, Richard Delgado, Mary Matsuda, etc., was to create this new project.
[01:37:13.180 --> 01:37:13.180]   The people who founded CRT, Richard Delgado, Mary Matsuda, etc., was to create this new project.
[01:37:13.180 --> 01:37:13.180]   The people who founded CRT, Richard Delgado, Mary Matsuda, etc., was to create this new project.
[01:37:13.180 --> 01:37:13.180]   The people who founded CRT, Richard Delgado, Mary Matsuda, etc., was to create this new project.
[01:37:13.180 --> 01:37:13.180]   The people who founded CRT, Richard Delgado, Mary Matsuda, etc., was to create this new project.
[01:37:13.180 --> 01:37:13.180]   The people who founded CRT, Richard Delgado, Mary Matsuda, etc., was to create this new project.
[01:37:13.180 --> 01:37:13.180]   The people who founded CRT, Richard Delgado, Mary Matsuda, etc., was to create this new project.
[01:37:13.220 --> 01:37:40.420]   thigh in for
[01:38:37.340 --> 01:38:49.040]   η
[01:38:49.040 --> 01:38:51.440]   him. LED picture, thought I want to de imperarg школ dell rzeczy 100 add I like the We's the And The I The I The M The I The RA interconnect money, and, and, and, and, and, and, and, and, and, and, and, and, and, eye, and, and, diר. Et.不對. изменTC. vér. Ted. helium. require Tax. 很. boys. wasn't.®. is plac. belong.!,
[01:38:51.440 --> 01:39:05.960]  ,لي. coinc.Dam. gan. med. never let's ц�. deserve. causa para
[01:39:06.000 --> 01:39:16.780]   2
[01:41:01.800 --> 01:41:02.860]   and group polarization takes off so we have some interesting data in the book about how
[01:41:02.860 --> 01:41:02.860]   and group polarization takes off so we have some interesting data in the book about how
[01:41:02.860 --> 01:41:02.860]   and group polarization takes off so we have some interesting data in the book about how
[01:41:56.400 --> 01:42:02.900]   and group polarization takes off so we have some interesting data in the book about how
[01:42:32.920 --> 01:42:32.920]   and group polarization takes off so we have some interesting data in the book about how
[01:43:02.940 --> 01:43:02.940]   and group polarization takes off so we have some interesting data in the book about how
[01:43:02.960 --> 01:43:32.960]   ado: I don't know what you think about that, but I personally think that freedom of speech in cases like that like KKK and campus can do more harm in the short term, but much more benefit in the long term, because you can sometimes argue for like this is going to hurt. Yeah, in the short term, but I mean, you've already said this is like consider the alternative. Yeah, because you just kind of made the case that like, you know, you're going to get into a fight with the other person and you're going to get into a fight with the other person and you're going to get into a fight with the other person and you're going to get into a fight with the other person and you're going to get into a fight with the other person and you're going to get into a fight with the other person and you're going to get into a fight with the other person and you're going to get into a fight with the other person.
[01:43:33.000 --> 01:43:43.680]   teach
[01:43:43.680 --> 01:43:57.180]   I the,,, mojsk
[01:44:00.920 --> 01:44:11.140]   I
[01:44:11.140 --> 01:44:30.900]   minimallitido, ,,,,
[01:44:30.920 --> 01:45:00.920]   Корrector, Edith M. Higgins, and Michael M. Higgins
[01:45:00.920 --> 01:45:00.920]   Корrector, Edith M. Higgins, and Michael M. Higgins
[01:45:00.920 --> 01:45:00.920]   Корrector, Edith M. Higgins, and Michael M. Higgins
[01:45:00.920 --> 01:45:00.920]   Корrector, Edith M. Higgins, and Michael M. Higgins
[01:45:00.920 --> 01:45:00.920]   Корrector, Edith M. Higgins, and Michael M. Higgins
[01:45:00.920 --> 01:45:00.920]   Корrector, Edith M. Higgins, and Michael M. Higgins
[01:45:00.920 --> 01:45:00.920]   Корrector, Edith M. Higgins, and Michael M. Higgins
[01:45:00.920 --> 01:45:00.920]   Корrector, Edith M. Higgins, and Michael M. Higgins
[01:45:00.920 --> 01:45:00.920]   Корrector, Edith M. Higgins, and Michael M. Higgins
[01:45:00.920 --> 01:45:00.920]   Корrector, Edith M. Higgins, and Michael M. Higgins
[01:45:30.940 --> 01:45:30.940]   Yeah
[01:45:30.940 --> 01:45:30.940]   Yeah
[01:45:30.940 --> 01:45:30.940]   Yeah
[01:45:30.940 --> 01:45:30.940]   Yeah
[01:45:30.940 --> 01:45:30.940]   Yeah
[01:45:30.940 --> 01:45:30.940]   Yeah
[01:45:30.960 --> 01:46:00.960]   Yeah
[01:46:00.960 --> 01:46:00.960]   Yeah
[01:46:00.960 --> 01:46:00.960]   Yeah
[01:46:00.960 --> 01:46:00.960]   Yeah
[01:46:00.960 --> 01:46:00.960]   Yeah
[01:46:00.960 --> 01:46:00.960]   Yeah
[01:46:00.960 --> 01:46:00.960]   Yeah
[01:46:00.960 --> 01:46:00.960]   Yeah
[01:46:00.960 --> 01:46:00.960]   Yeah
[01:46:00.960 --> 01:46:00.960]   Yeah
[01:46:00.960 --> 01:46:00.960]   Yeah
[01:46:00.960 --> 01:46:00.960]   Yeah
[01:46:00.960 --> 01:46:00.960]   Yeah
[01:46:00.960 --> 01:46:00.960]   Yeah
[01:46:00.960 --> 01:46:00.960]   Yeah
[01:46:00.960 --> 01:46:00.960]   Yeah
[01:46:00.960 --> 01:46:00.960]   Yeah
[01:46:00.960 --> 01:46:00.960]   Yeah
[01:46:00.960 --> 01:46:00.960]   Yeah
[01:46:00.960 --> 01:46:00.960]   Yeah
[01:46:00.960 --> 01:46:00.960]   Yeah
[01:46:00.960 --> 01:46:00.960]   Yeah
[01:46:00.960 --> 01:46:00.960]   Yeah
[01:46:00.960 --> 01:46:00.960]   Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah Yeah You have to have to have a deep compassion for another human being to have to have 90 percent compassion for another human being you have to have 90 percent compassion and
[01:46:00.960 --> 01:46:00.960]   I'm in the rest of compassion and
[01:46:00.960 --> 01:46:00.960]   I'm in the rest of compassion for another human being you have to have to have 90% compassion and
[01:46:00.980 --> 01:46:30.980]   And that takes just a huge amount of effort but I don't know if there's thoughts you have about this how to handle speech in a way without censoring bringing it to the surface but in a way that creates more love in the world I remember Steve Bannon got disinvited from the New Yorker festival
[01:46:31.000 --> 01:47:01.000]   and Jim Carrey freaked out and all sorts of other people freaked out and he got disinvited from from the and I got invited to speak on Smirconish about this and I was saying like listen you don't have people to your conference because you agree with them like that's we have to get out of this idea that that's because they're trying to make it sound like that's an endorsement of Steve Bannon like that's nonsense like if you actually look at the opinions of all the people who are there you can't possibly endorse a Steve Bannon because they're trying to make it sound like that's an endorsement of Steve Bannon
[01:47:01.000 --> 01:47:01.000]   You can't possibly endorse a Steve Bannon because they're trying to make it sound like that's an endorsement of Steve Bannon
[01:47:01.000 --> 01:47:01.000]   You can't possibly endorse a Steve Bannon because they're trying to make it sound like that's an endorsement of Steve Bannon
[01:47:01.000 --> 01:47:01.000]   because they're trying to make it sound like that's an endorsement of Steve Bannon
[01:47:01.040 --> 01:47:31.020]  ,
[01:47:31.020 --> 01:47:31.020]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:47:31.020 --> 01:47:31.020]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:47:31.020 --> 01:47:31.020]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:47:31.040 --> 01:48:01.040]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:48:01.040 --> 01:48:01.040]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:48:01.040 --> 01:48:01.040]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:48:01.040 --> 01:48:01.040]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:48:01.040 --> 01:48:01.040]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:48:01.040 --> 01:48:01.040]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:48:01.040 --> 01:48:01.040]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:48:01.080 --> 01:48:31.060]  ,
[01:48:31.060 --> 01:48:31.060]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:48:31.060 --> 01:48:31.060]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:48:31.060 --> 01:48:31.060]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:48:31.060 --> 01:48:31.060]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:48:31.060 --> 01:48:31.060]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:48:31.080 --> 01:49:01.080]   I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:49:01.080 --> 01:49:01.080]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:49:01.080 --> 01:49:01.080]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:49:01.080 --> 01:49:01.080]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:49:01.080 --> 01:49:01.080]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:49:01.080 --> 01:49:01.080]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:49:01.080 --> 01:49:01.080]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:49:01.120 --> 01:49:31.100]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:49:31.120 --> 01:50:01.120]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:50:01.120 --> 01:50:01.120]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:50:01.120 --> 01:50:01.120]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:50:01.120 --> 01:50:01.120]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:50:01.120 --> 01:50:01.120]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:50:01.120 --> 01:50:01.120]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:50:01.120 --> 01:50:01.120]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:50:01.160 --> 01:50:31.140]   a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:50:31.140 --> 01:50:31.140]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:50:31.140 --> 01:50:31.140]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:50:31.140 --> 01:50:31.140]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:50:31.140 --> 01:50:31.140]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:50:31.160 --> 01:51:01.160]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:51:01.160 --> 01:51:01.160]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:51:01.160 --> 01:51:01.160]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:51:01.160 --> 01:51:01.160]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:51:01.160 --> 01:51:01.160]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:51:01.160 --> 01:51:01.160]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:51:01.160 --> 01:51:01.160]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:51:01.160 --> 01:51:31.180]  ,
[01:51:31.180 --> 01:51:31.180]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:51:31.180 --> 01:51:31.180]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:51:31.180 --> 01:51:31.180]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:51:31.180 --> 01:51:31.180]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:51:31.200 --> 01:52:01.200]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:52:01.200 --> 01:52:01.200]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:52:01.200 --> 01:52:01.200]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:52:01.200 --> 01:52:01.200]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:52:01.200 --> 01:52:01.200]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:52:01.200 --> 01:52:01.200]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:52:01.200 --> 01:52:01.200]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:52:01.200 --> 01:52:31.220]  ,
[01:52:31.220 --> 01:52:31.220]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:52:31.220 --> 01:52:31.220]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:52:31.220 --> 01:52:31.220]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:52:31.240 --> 01:53:01.240]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:53:01.240 --> 01:53:01.240]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:53:01.240 --> 01:53:01.240]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:53:01.240 --> 01:53:01.240]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:53:01.240 --> 01:53:01.240]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:53:01.240 --> 01:53:01.240]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:53:01.240 --> 01:53:01.240]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:53:01.280 --> 01:53:31.260]  ,
[01:53:31.260 --> 01:53:31.260]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:53:31.260 --> 01:53:31.260]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:53:31.260 --> 01:53:31.260]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:53:31.260 --> 01:53:31.260]   and I was like would you not want to go to a talk where someone was trying to say that's an endorsement of Steve Bannon
[01:53:31.280 --> 01:53:35.980]   and they're going to find a way that from now on anytime your name comes up
[01:53:35.980 --> 01:53:38.400]   it's like oh remember this thing I didn't like about him
[01:53:38.400 --> 01:53:41.220]   and it's again it's cruel
[01:53:41.220 --> 01:53:43.020]   doesn't get you anywhere closer to the truth
[01:53:43.020 --> 01:53:45.680]   but it is a little scary to stick your neck out
[01:53:45.680 --> 01:53:48.100]   okay in terms of solutions
[01:53:48.100 --> 01:53:49.680]   I'm going to ask you a few things
[01:53:49.680 --> 01:53:50.260]   so one
[01:53:50.260 --> 01:53:52.560]   parenting
[01:53:52.560 --> 01:53:53.020]   yeah
[01:53:53.020 --> 01:53:54.840]   five and seven year olds
[01:53:54.840 --> 01:53:58.140]   so I'm sure you've figured it all out then
[01:53:58.140 --> 01:53:59.100]   oh god no
[01:53:59.100 --> 01:54:00.660]   from a free speech perspective
[01:54:00.660 --> 01:54:01.280]   yeah
[01:54:01.280 --> 01:54:01.280]   yeah
[01:54:01.280 --> 01:54:01.280]   yeah
[01:54:01.280 --> 01:54:01.280]   yeah
[01:54:01.280 --> 01:54:01.280]   yeah
[01:54:01.280 --> 01:54:01.280]   yeah
[01:54:01.280 --> 01:54:01.280]   yeah
[01:54:01.280 --> 01:54:01.280]   yeah
[01:54:01.280 --> 01:54:01.280]   yeah
[01:54:01.280 --> 01:54:01.280]   yeah
[01:54:01.280 --> 01:54:01.280]   yeah
[01:54:01.280 --> 01:54:01.280]   yeah
[01:54:01.280 --> 01:54:01.280]   yeah
[01:54:01.280 --> 01:54:01.280]   yeah
[01:54:01.280 --> 01:54:01.280]   yeah
[01:54:01.280 --> 01:54:01.280]   yeah
[01:54:01.280 --> 01:54:01.280]   yeah I'm sure you figured all out then I'm all out then oh god no from a free speech perspective
[01:54:01.320 --> 01:54:11.600]   con
[01:54:11.600 --> 01:54:28.280]   � 개,,,, Peg " E I Ijut le heart that. I think,orted,�,�,�,�, foot et
[01:54:28.280 --> 01:54:30.020]   . for the for the from the in the ill the she Это the " Ali folks 25 Wag to the C � toll the de continue to lev to shortcut to isенное enc passé Они這ír deби to be scooter children is준 du marginalizedassung respect to hi very Livat Wiz co consider the ellulu mal ind soup substantial
[01:54:30.060 --> 01:54:39.300]  實
[01:54:39.300 --> 01:54:40.880]   uh I,
[01:54:40.880 --> 01:54:57.080]   hol pac Trust Сейчас
[01:54:58.860 --> 01:55:08.060]   loved
[01:55:08.060 --> 01:55:08.780]   stomach but not
[01:55:08.780 --> 01:55:11.020]   개
[01:57:02.280 --> 01:57:04.480]   stomach
[01:57:04.480 --> 01:57:04.480]   stomach
[01:57:04.480 --> 01:57:04.480]   stomach
[01:57:04.480 --> 01:57:04.480]   stomach
[01:57:04.480 --> 01:57:04.560]   stomach
[01:57:04.560 --> 01:57:04.560]   stomach
[01:57:04.560 --> 01:57:04.560]   stomach
[01:57:04.560 --> 01:57:04.660]   stomach
[01:57:04.660 --> 01:57:04.720]   stomach
[01:57:04.720 --> 01:57:04.820]   stomach
[01:57:04.820 --> 01:57:04.920]   stomach
[01:57:04.920 --> 01:57:04.980]   stomach
[01:57:04.980 --> 01:57:05.020]   stomach
[01:57:05.020 --> 01:57:05.060]   stomach
[01:57:05.060 --> 01:57:05.100]   stomach
[01:57:05.100 --> 01:57:05.120]   stomach
[01:57:05.120 --> 01:57:05.160]   stomach
[01:57:05.160 --> 01:57:05.180]   stomach
[01:57:05.180 --> 01:57:05.200]   stomach
[01:57:05.200 --> 01:57:05.220]   stomach
[01:57:05.220 --> 01:57:05.260]   stomach
[01:57:05.260 --> 01:57:05.320]   stomach
[01:57:05.320 --> 01:57:11.520]   You can also do the absolute free speech.
[01:57:11.520 --> 01:57:14.520]   I like leaning into it.
[01:57:14.520 --> 01:57:21.520]   I hope for a future where a lot of our insecurities, flaws, everything is out there.
[01:57:21.520 --> 01:57:21.520]   I hope for a future where a lot of our insecurities, flaws, everything is out there.
[01:57:21.520 --> 01:57:21.520]   I hope for a future where a lot of our insecurities, flaws, everything is out there.
[01:57:21.520 --> 01:57:21.520]   I hope for a future where a lot of our insecurities, flaws, everything is out there.
[01:57:21.520 --> 01:57:21.520]   I hope for a future where a lot of our insecurities, flaws, everything is out there.
[01:57:21.520 --> 01:57:21.520]   I hope for a future where a lot of our insecurities, flaws, everything is out there.
[01:57:22.400 --> 01:57:50.060]   I hope for a future where a lot of our insecurities, flaws, everything is out there.
[01:57:50.060 --> 01:57:50.120]   I hope for a future where a lot of our insecurities, flaws, everything is out there.
[01:57:50.120 --> 01:57:50.160]   I hope for a future where a lot of our insecurities, flaws, everything is out there.
[01:57:50.160 --> 01:57:50.180]   I hope for a future where a lot of our insecurities, flaws, everything is out there.
[01:57:50.180 --> 01:57:50.220]   I hope for a future where a lot of our insecurities, flaws, everything is out there.
[01:57:50.220 --> 01:57:50.240]   I hope for a future where a lot of our insecurities, flaws, everything is out there.
[01:57:50.240 --> 01:57:50.260]   I hope for a future where a lot of our insecurities, everything is out there.
[01:57:50.260 --> 01:57:50.300]   I hope for a future where a lot of our insecurities, everything is out there.
[01:57:50.300 --> 01:57:50.320]   I hope for a future where a future where a lot of our insecurities, everything is out there.
[01:57:50.340 --> 01:58:19.220]   I hope for a future where a lot of our insecurities, flaws, everything is out there.
[01:58:19.220 --> 01:58:19.280]   I hope for a future where a lot of our insecurities, flaws, everything is out there.
[01:58:19.280 --> 01:58:19.340]   I hope for a future where a lot of our insecurities, flaws, everything is out there.
[01:58:19.340 --> 01:58:19.400]   I hope for a future where a lot of our insecurities, flaws, everything is out there.
[01:58:19.400 --> 01:58:19.460]   I hope for a future where a lot of our insecurities, flaws, everything is out there.
[01:58:19.460 --> 01:58:19.520]   I hope for a future where a lot of our insecurities, flaws, everything is out there.
[01:58:19.520 --> 01:58:19.540]   I hope for a future where a lot of our insecurities, flaws, everything is out there.
[01:58:19.540 --> 01:58:19.560]   I hope for a future where a lot of our insecurities, flaws, flaws, everything is out there.
[01:58:19.560 --> 01:58:19.580]   I hope for a future where a future where a lot of our insecurities, flaws, flaws, everything is out there.
[01:58:20.420 --> 01:58:48.900]  , I hope for a future where a lot of our insecurities, flaws, everything is out there.
[01:58:48.900 --> 01:58:48.960]   I hope for a future where a lot of our insecurities, flaws, everything is out there.
[01:58:48.960 --> 01:58:49.020]   I hope for a future where a lot of our insecurities, flaws, everything is out there.
[01:58:49.020 --> 01:58:49.040]   I hope for a future where a lot of our insecurities, flaws, flaws, everything is out there.
[01:58:49.040 --> 01:58:49.060]   I hope for a future where a lot of our insecurities, flaws, flaws, everything is out there.
