
[00:00:00.040 --> 00:00:09.360]   additionally
[01:19:16.100 --> 01:19:46.120]   I'm not only made my peace with it at times.
[01:19:46.120 --> 01:19:46.120]   I'm not only made my peace with it at times.
[01:19:46.120 --> 01:19:46.120]   I'm not only made my peace with it at times.
[01:19:46.120 --> 01:19:46.120]   I'm not only made my peace with it at times.
[01:19:46.120 --> 01:19:46.120]   I'm not only made my peace with it at times.
[01:19:46.120 --> 01:19:46.120]   I'm not only made my peace with it at times.
[01:19:46.120 --> 01:19:46.120]   I'm not only made my peace with it at times.
[01:19:46.120 --> 01:19:46.120]   I'm not only made my peace with it at times.
[01:19:46.120 --> 01:19:46.120]   I'm not only made my peace with it at times.
[01:19:46.120 --> 01:19:46.120]   I'm not only made my peace with it at times.
[01:19:46.120 --> 01:19:46.120]   I'm not only made my peace with it at times.
[01:19:46.140 --> 01:20:16.140]   I'm not only made my peace with it at times.
[01:20:16.140 --> 01:20:16.140]   I'm not only made my peace with it at times.
[01:20:16.140 --> 01:20:16.140]   I'm not only made my peace with it at times.
[01:20:16.140 --> 01:20:16.140]   I'm not only made my peace with it at times.
[01:20:16.140 --> 01:20:16.140]   I'm not only made my peace with it at times.
[01:20:16.140 --> 01:20:16.140]   I'm not only made my peace with it at times.
[01:20:16.140 --> 01:20:16.140]   I'm not only made my peace with it at times.
[01:20:16.140 --> 01:20:16.140]   I'm not only made my peace with it at times.
[01:20:16.140 --> 01:20:16.140]   I'm not only made my peace with it at times.
[01:20:16.140 --> 01:20:16.140]   I'm not only made my peace with it at times.
[01:20:16.140 --> 01:20:16.140]   I'm not only made my peace with it at times.
[01:20:16.140 --> 01:20:16.140]   I'm not only made my peace with it at times.
[01:20:16.140 --> 01:20:16.140]   I'm not only made my peace with it at times.
[01:20:16.140 --> 01:20:16.140]   I'm not only made my peace with it at times.
[01:20:16.140 --> 01:20:16.140]   I'm not only made my peace with it at times.
[01:20:16.140 --> 01:20:46.160]   I'm not only made my peace with it at times.
[01:20:46.160 --> 01:20:46.160]   I'm not only made my peace with it at times.
[01:20:46.160 --> 01:20:46.160]   I'm not only made my peace with it at times.
[01:20:46.160 --> 01:20:46.160]   I'm not only made my peace with it at times.
[01:20:46.160 --> 01:20:46.160]   I'm not only made my peace with it at times.
[01:20:46.160 --> 01:20:46.160]   I'm not only made my peace with it at times.
[01:20:46.160 --> 01:20:46.160]   I'm not only made my peace with it at times.
[01:20:46.180 --> 01:21:16.180]   I'm not only made my peace with it at times.
[01:21:16.180 --> 01:21:16.180]   I'm not only made my peace with it at times.
[01:21:16.180 --> 01:21:16.180]   I'm not only made my peace with it at times.
[01:21:16.180 --> 01:21:16.180]   I'm not only made my peace with it at times.
[01:21:16.180 --> 01:21:16.180]   I'm not only made my peace with it at times.
[01:21:16.180 --> 01:21:16.180]   I'm not only made my peace with it at times.
[01:21:16.180 --> 01:21:16.180]   I'm not only made my peace with it at times.
[01:21:16.180 --> 01:21:16.180]   I'm not only made my peace with it at times.
[01:21:16.180 --> 01:21:16.180]   I'm not only made my peace with it at times.
[01:21:16.180 --> 01:21:16.180]   I'm not only made my peace with it at times.
[01:21:16.180 --> 01:21:16.180]   I'm not only made my peace with it at times.
[01:21:16.180 --> 01:21:16.180]   I'm not only made my peace with it at times.
[01:21:16.180 --> 01:21:16.180]   I'm not only made my peace with it at times.
[01:21:16.180 --> 01:21:16.180]   I'm not only made my peace with it at times.
[01:21:16.180 --> 01:21:16.180]   I'm not only made my peace with it at times.
[01:21:16.180 --> 01:21:46.200]   I'm not only made my peace with it at times.
[01:21:46.200 --> 01:21:46.200]   I'm not only made my peace with it at times.
[01:21:46.200 --> 01:21:46.200]   I'm not only made my peace with it at times.
[01:21:46.200 --> 01:21:46.200]   I'm not only made my peace with it at times.
[01:21:46.200 --> 01:21:46.200]   I'm not only made my peace with it at times.
[01:21:46.200 --> 01:21:46.200]   I'm not only made my peace with it at times.
[01:21:46.200 --> 01:21:46.200]   I'm not only made my peace with it at times.
[01:21:46.220 --> 01:22:16.220]   I'm not only made my peace with it at times.
[01:22:16.220 --> 01:22:16.220]   I'm not only made my peace with it at times.
[01:22:16.220 --> 01:22:16.220]   I'm not only made my peace with it at times.
[01:22:16.220 --> 01:22:16.220]   I'm not only made my peace with it at times.
[01:22:16.220 --> 01:22:16.220]   I'm not only made my peace with it at times.
[01:22:16.220 --> 01:22:16.220]   I'm not only made my peace with it at times.
[01:22:16.220 --> 01:22:16.220]   I'm not only made my peace with it at times.
[01:22:16.220 --> 01:22:16.220]   I'm not only made my peace with it at times.
[01:22:16.220 --> 01:22:16.220]   I'm not only made my peace with it at times.
[01:22:16.220 --> 01:22:16.220]   I'm not only made my peace with it at times.
[01:22:16.220 --> 01:22:16.220]   I'm not only made my peace with it at times.
[01:22:16.220 --> 01:22:16.220]   I'm not only made my peace with it at times.
[01:22:16.220 --> 01:22:16.220]   I'm not only made my peace with it at times.
[01:22:16.220 --> 01:22:16.220]   I'm not only made my peace with it at times.
[01:22:16.220 --> 01:22:16.220]   I'm not only made my peace with it at times.
[01:22:16.220 --> 01:22:46.240]   I'm not only made my peace with it at times.
[01:22:46.240 --> 01:22:46.240]   I'm not only made my peace with it at times.
[01:22:46.240 --> 01:22:46.240]   I'm not only made my peace with it at times.
[01:22:46.240 --> 01:22:46.240]   I'm not only made my peace with it at times.
[01:22:46.240 --> 01:22:46.240]   I'm not only made my peace with it at times.
[01:22:46.240 --> 01:22:46.240]   I'm not only made my peace with it at times.
[01:22:46.240 --> 01:22:46.240]   I'm not only made my peace with it at times.
[01:22:46.240 --> 01:22:46.240]   I'm not only made my peace with it at times.
[01:22:46.240 --> 01:22:46.240]   I'm not only made my peace with it at times.
[01:22:46.260 --> 01:23:16.260]   Dane can be full of this just richness and like you just have to really take it in intensely. So like the switching enables that kind of intensity because most of us can't hold that intensity anyone task for a prolonged period of time. Maybe that's also a lesson.
[01:23:16.260 --> 01:23:16.260]   Right. And I guess it goes back to also know who you are, meaning there are people who can focus intensely and there are people who can see patterns across many things.
[01:23:16.260 --> 01:23:16.260]   And I guess it goes back to also know who you are, meaning there are people who can focus intensely and there are people who can see patterns across many things.
[01:23:16.260 --> 01:23:16.260]   And I guess it goes back to also know who you are, meaning there are people who can focus intensely and there are people who can see patterns across many things.
[01:23:16.260 --> 01:23:16.260]   and I'm not only made my peace with it at times.
[01:23:16.260 --> 01:23:16.260]   I'm not only made my peace with it at times.
[01:23:16.260 --> 01:23:16.260]   I'm not only made my peace with it at times.
[01:23:16.260 --> 01:23:46.280]  , but I'm not only made my peace with it at times.
[01:23:46.280 --> 01:23:46.280]   but I'm not only made my peace with it at times.
[01:23:46.280 --> 01:23:46.280]   but I'm not only made my peace with it at times.
[01:23:46.280 --> 01:23:46.280]   But I'm not only made my peace with it at times.
[01:23:46.280 --> 01:23:46.280]   But I'm not only made my peace with it at times.
[01:23:46.280 --> 01:23:46.280]   But I'm not only made my peace with it at times.
[01:23:46.300 --> 01:24:16.300]   But I'm not only made my peace with it at times.
[01:24:16.300 --> 01:24:16.300]   I'm not only made my peace with it at times.
[01:24:16.300 --> 01:24:16.300]   You know, I'm not only made my peace with it at times.
[01:24:16.300 --> 01:24:16.300]   There are people who can be really
[01:24:16.300 --> 01:24:16.300]   There are people who can be really
[01:24:16.300 --> 01:24:16.300]   You know, I'm not only made my peace with it at times.
[01:24:16.300 --> 01:24:16.300]   You know, I'm not only made my peace with it at times.
[01:24:16.300 --> 01:24:16.300]   There are people who can be really
[01:24:16.300 --> 01:24:16.300]   There are people who can be really really
[01:24:16.300 --> 01:24:16.300]   You know, I'm not only made my peace with it at times.
[01:24:16.300 --> 01:24:46.320]  ,
[01:24:46.320 --> 01:24:46.320]   You know, I'm not only made my peace with it at times.
[01:24:46.320 --> 01:24:46.320]   You know, I'm not only made my peace with it at times.
[01:24:46.320 --> 01:24:46.320]   You know, I'm not only made my peace with it at times.
[01:24:46.320 --> 01:24:46.320]   You know, I'm not only made my peace with it at times.
[01:24:46.320 --> 01:24:46.320]   You know, I'm not only made my peace with it at times.
[01:24:46.320 --> 01:24:46.320]   You know, I'm not only made my peace with it at times.
[01:24:46.320 --> 01:24:46.320]   You know, I'm not only made my peace with it at times.
[01:24:46.320 --> 01:24:46.320]   You know, I'm not only made my peace with it at times.
[01:24:46.320 --> 01:24:46.320]   You know, I'm not only made my peace with it at times.
[01:24:46.320 --> 01:24:46.320]   You know, I'm not only made my peace with it at times.
[01:24:46.320 --> 01:24:46.320]   You know, I'm not only made my peace with it at times.
[01:24:46.320 --> 01:24:46.320]   you know, I'm not only made my peace with it at times.
[01:24:46.320 --> 01:24:46.340]  , and you write about individuals and I love it.
[01:24:46.360 --> 01:24:46.400]   you know, I'm not only made my peace with it at times.
[01:24:46.400 --> 01:24:46.400]   you know, I'm not only made my peace with it at times.
[01:24:46.400 --> 01:24:46.400]   you know, I'm not only made my peace with it at times.
[01:24:46.400 --> 01:24:49.400]   So one of the questions the book addresses is,
[01:24:49.400 --> 01:24:49.420]   you know, I'm not only made my peace with it at times.
[01:24:49.420 --> 01:24:51.360]   is it individuals or is it groups that turn the tides of history?
[01:24:51.360 --> 01:24:53.400]   is it individuals or is it groups that turn the tides of history?
[01:24:53.400 --> 01:24:55.360]   is it individuals or is it groups that turn the tides of history?
[01:24:55.360 --> 01:24:59.860]   When Henry Kissinger was on the shuttle missions for the Middle East peace,
[01:24:59.860 --> 01:25:03.160]   is the first book I ever wrote,
[01:25:03.160 --> 01:25:06.360]   he said, "When I was a professor at Harvard,
[01:25:06.360 --> 01:25:12.580]   I thought that history was determined by great forces and groups of people.
[01:25:12.580 --> 01:25:16.360]   But when I see it up close, I see what a difference an individual has.
[01:25:16.400 --> 01:25:46.380]  ,
[01:25:46.380 --> 01:25:46.400]   and I think that's what makes history a great force and group of people.
[01:25:46.400 --> 01:25:46.400]   I think that's what makes history a great force and group of people.
[01:25:46.400 --> 01:25:46.400]   I think that's what makes history a great force and group of people.
[01:25:46.400 --> 01:25:46.400]   I think that's what I'm doing here today.
[01:25:46.400 --> 01:25:46.400]   I think that's what I'm doing here today is to make a great force and group of people.
[01:25:46.400 --> 01:25:46.400]   I think that I'm not only making history is a great force and group of people.
[01:25:46.440 --> 01:25:48.460]   perfectly
[01:25:48.460 --> 01:26:13.980]   academy� I say that pass
[01:26:16.480 --> 01:26:26.240]   connect
[01:26:26.240 --> 01:26:30.760]   go at
[01:26:30.760 --> 01:26:42.600]   the die is face him controls rend measurement 30ough, or, ,,,,,,,,,怎麼樣 gü adviser
[01:26:45.740 --> 01:26:56.900]   12
[01:26:56.900 --> 01:27:14.120]  per du we with with just
[01:28:12.560 --> 01:28:41.460]   systectic. That's why I'm saying it's not a good thing. I mean, suddenly we've changed. We're not going to do it. 90% of that is Elon Musk. We're all mortal. When and how do you think Elon will retire from the insanely productive schedule he's on now? I would think that he would hate to retire. I think that he can't live without the
[01:28:41.460 --> 01:28:41.860]   pressure,
[01:28:41.860 --> 01:28:42.340]   the
[01:28:42.340 --> 01:28:42.540]   the
[01:28:42.540 --> 01:28:42.540]   the
[01:28:42.540 --> 01:28:42.540]   the
[01:28:42.540 --> 01:28:42.560]   the
[01:28:42.560 --> 01:28:42.560]   the
[01:28:42.600 --> 01:28:52.440]   in
[01:28:52.440 --> 01:28:54.540]  , out,
[01:28:54.540 --> 01:29:06.360]   to or a bad end 모 mill but Z . . . назад, -otti:, -, ", 對不對,
[01:29:12.240 --> 01:29:41.840]   Blaise:, I've learned, vacations kill you. Lesson learned. Well it's interesting because the projects are hundred plus year projects. I mean you'd be-. One of the weird things is watching him think incredibly long term. One of the meetings every week early on when I was watching him was Mars colonizer and we did through a two hour meeting.
[01:29:41.840 --> 01:29:41.840]   -, I've learned, vacations kill you. Lesson learned. Well it's interesting because the projects are hundred plus year projects. I mean you'd be-. One of the weird things is watching him think incredibly long term. One of the meetings every week early on when I was watching him was Mars colonizer and we did through a two hour meeting
[01:29:41.880 --> 01:29:45.700]   play
[01:29:45.700 --> 01:29:56.120]   many, in the lead. $ 1989 드� in. I am on at in Oder
[01:30:35.280 --> 01:30:35.280]   and I am on at in Oder. I am on at in Oder. I am on at in Oder. I am on at in
[01:31:28.760 --> 01:31:55.420]   around
[01:31:56.900 --> 01:32:03.920]   your mind, your genius, your process.
[01:32:03.920 --> 01:32:05.920]   I'll give you two out of three.
[01:32:05.920 --> 01:32:08.920]   All right. Take me through your process of writing a biography.
[01:32:08.920 --> 01:32:10.920]   I mean the full of it.
[01:32:10.920 --> 01:32:16.920]   Not just writing a biography, but understanding deeply,
[01:32:16.920 --> 01:32:21.920]   which your books have done, for the human story
[01:32:21.920 --> 01:32:24.920]   and like the bigger ideas underlying the human story.
[01:32:24.920 --> 01:32:25.920]   See, you've written biographies both of individuals,
[01:32:26.460 --> 01:32:55.960]  , which are hardly individuals.
[01:32:55.960 --> 01:32:55.960]   It's a really big complex picture. And biographies of ideas that involve individuals. Well, step one for me is trying to figure out how the mind works. What causes Einstein to make that leap, Relye Musks? To say stainless steel while he's looking at a carbon fiber rocket? Or how do you make that leap?
[01:32:56.000 --> 01:32:56.080]  长 PePP
[01:33:51.560 --> 01:34:21.300]  iminin' "I'm trying to convey a thought." There's six magic words that I almost should have written on a card penned above my desk. Which is "Let me tell you a story." So if somebody says "How does Elon Musk figure out good talent?" As you did. I think "Well let me tell you the story. I'll tell you the story of Jake McKenzie."
[01:34:21.300 --> 01:34:21.300]   Mmhmm. I think "Well let me tell you the story. I'll tell you the story of Jake McKenzie."
[01:34:51.080 --> 01:34:51.080]   - Mmhmm.
[01:34:51.120 --> 01:35:00.420]   discuss
[01:35:00.420 --> 01:35:04.940]   Г I you It Man
[01:37:06.740 --> 01:37:34.920]  . Which. Is. The Academy. Tended to disdain what they called imposing a narrative. And what you made it storytelling. Because that meant you were leaving things out and making it into a narrative. Well. That's how we form our views of the world. Well, let me ask you this question. In terms of gathering an understanding.
[01:37:34.920 --> 01:37:36.080]   How do you think people understand your story?
[01:38:05.440 --> 01:38:05.940]  K.
[01:38:05.980 --> 01:38:16.200]   start
[01:38:16.200 --> 01:38:33.940]   play, and,
[01:38:33.940 --> 01:38:35.800]   12 affect workвин ЭGG'H. I'm not as最近, like, what, e, and, and, and, and, and, not, and, moon, check,月, flower, device,hou, cut, vin, Ottoman, Krist, fish,аст, late,♡. Hye,ных, 죽,rat, touchscreen, Pakistan,llen, bumps, Director, MAN,� wichtig,дел,常, Paty, Yoo,這是 grew, nhất, letters, cin, was just,視, Щ. Esse, near, handmade, excuse,�. Mash, extra, Все, dough the key, 문제가 under the N. change, scales,·· I'm I'm la Rebel, employed, Swe Sand, wagon, 99 being; e alone, el
[01:38:35.880 --> 01:38:42.700]   too
[01:38:42.700 --> 01:38:47.140]   b my, the,
[01:38:47.140 --> 01:39:03.140]   doughining careулor*I talk a r 12 box in the met the most the 본 the was the Barcel'S C: E, "D, ", ", ", ", ", ", ", ",,,,,,,,,,,,,,, and I'm't.را hermaning thatnoventHAE ruined efficacynegappro� AVC
[01:39:03.140 --> 01:39:03.920]   I'm not be З Z de and I have a
[01:39:03.920 --> 01:39:04.880]  boo test I'm not el figure di about the . He B. I'm not a
[01:39:04.900 --> 01:39:33.060]   didntwine. This is not about the story. It's not about me. It's not about I try to just say, okay, here's what happened. Here's this story. Here's what happened the night he came in to Twitter for the first time and let you form your own judgment. What about the interviews? You've had a lot of conversations. You give acknowledgment to the people you've done interviews with. Well, one, I have to ask, as an aspiring interviewer myself.
[01:39:33.960 --> 01:39:41.960]   peach
[01:39:41.960 --> 01:39:44.240]  投 I ...
[01:39:44.240 --> 01:39:45.160]   round, and. Maybe Tur Ch Ch.
[01:39:45.160 --> 01:39:51.860]  國
[01:40:58.700 --> 01:40:58.700]   and. Maybe Tur Ch Ch Ch.
[01:41:27.000 --> 01:41:34.440]   seems
[01:41:34.440 --> 01:41:38.420]   don,
[01:41:38.420 --> 01:41:53.500]   зав Woah , ,,,,,,, and fried e honour Thy��iamoeletbi longądne join socioe Quem el thinavil sof he ven hate the33 prevent those sch, my 내가 mentioned, and, as, ., ., ., ., ., ., ., ., ., ,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,, donmen Get the work link was the music and remember theelijk desperate33 and then servers in the is the dude and cause the over the per bullets la irrelevant兩 Tek's the exactly be flute like the�G and the vis corporate
[01:41:53.540 --> 01:42:04.400]   on
[01:42:04.400 --> 01:42:12.460]   in the I I
[01:42:51.380 --> 01:42:51.380]   and and and and and and and and and and and and and and and and and
[01:42:52.340 --> 01:43:18.320]  venes: "I'm making it sound simple. Is there a secret to getting people to open up more?"
[01:43:18.320 --> 01:43:20.320]   I'm somewhat lucky because, you know,
[01:43:20.360 --> 01:43:30.540]  AND
[01:43:30.540 --> 01:43:48.840]   like from--arat between shouldn Never Not Old two, ",,,,,abl 맛
[01:43:49.300 --> 01:43:59.340]  ,
[01:45:10.260 --> 01:45:10.260]   I don't know.
[01:45:10.260 --> 01:45:10.260]   I don't know.
[01:45:10.260 --> 01:45:10.260]   I don't know.
[01:45:10.260 --> 01:45:10.260]   I don't know.
[01:46:06.260 --> 01:46:06.260]   there have been too many agendas in the world today. Yeah, so that is just genuine curiosity but there's something, when you talk about just one-on-one interaction, whether it's Elon or Steve Jobs or, there's something beautiful about that person's mind and it feels like it's possible to reveal that, to discover that together efficiently.
[01:46:06.260 --> 01:46:06.260]   Yeah, so that is just genuine curiosity but there's something, when you talk about just one-on-one interaction, whether it's Elon or Steve Jobs or, there's something beautiful about that person's mind and it feels like it's possible to reveal that, to discover that together efficiently.
[01:46:06.260 --> 01:46:06.260]   Yeah, so that is just genuine curiosity but there's something, when you talk about just one-on-one interaction, whether it's Elon or Steve Jobs or, there's something beautiful about that person's mind and it feels like it's possible to reveal that, to discover that together efficiently.
[01:46:06.300 --> 01:46:35.260]  , and that's kind of the goal of a conversation. Well, I mean, look, you're amongst the top podcasters and interviewers in the world today. You have an earnestness to you. Ben Franklin is the person who taught me, I mean, by reading him, the most about on conversation. He wrote a wonderful essay on that. It includes on silence.
[01:46:35.260 --> 01:46:36.220]   I mean, I'm not going to go into too deep into the details of the topic, but I'm going to go into the details of the topic.
[01:46:36.240 --> 01:46:48.820]   But it includes trying to ask sincere questions rather than get a point across.
[01:46:48.820 --> 01:47:02.660]   I mean, it's somewhat Socratic, but whenever he wondered, or wanted to start a fireman's corps in Philadelphia,
[01:47:02.660 --> 01:47:06.180]   he would go to his group that he called the Leather Apron Club,
[01:47:06.180 --> 01:47:06.180]   He would go to his group that he called the Leather Apron Club,
[01:47:06.180 --> 01:47:06.180]   He would go to his group that he called the Leather Apron Club,
[01:47:06.180 --> 01:47:06.180]   He would go to his group that he called the Leather Apron Club,
[01:47:06.180 --> 01:47:06.180]   He would go to his group that he called the Leather Apron Club,
[01:47:06.180 --> 01:47:06.180]   He would go to his group that he called the Leather Apron Club,
[01:47:06.180 --> 01:47:06.180]   He would go to his group that he called the Leather Apron Club,
[01:47:06.180 --> 01:47:06.180]   He would go to his group that he called the Leather Apron Club,
[01:47:06.180 --> 01:47:06.180]   He would go to his group that he called the Leather Apron Club,
[01:47:06.860 --> 01:47:36.140]  ,
[01:47:36.140 --> 01:47:36.140]   He would go to his group that he called the Leather Apron Club,
[01:47:36.140 --> 01:47:36.140]   He would go to his group that he called the Leather Apron Club,
[01:47:36.140 --> 01:47:36.140]   He would go to his group that he called the Leather Apron Club,
[01:47:36.140 --> 01:47:36.140]   He would go to his group that he called the Leather Apron Club,
[01:47:36.140 --> 01:47:36.140]   He would go to his group that he called the Leather Apron Club,
[01:47:36.140 --> 01:47:36.140]   He would go to his group that he called the Leather Apron Club,
[01:47:36.140 --> 01:47:36.140]   He would go to his group that he called the Leather Apron Club,
[01:47:36.140 --> 01:47:36.140]   He would go to his group that he called the Leather Apron Club,
[01:47:36.140 --> 01:47:36.140]   He would go to his group that he called the Leather Apron Club,
[01:47:36.140 --> 01:47:36.140]   He would go to his group that he called the Leather Apron Club,
[01:47:36.140 --> 01:47:36.140]   He would go to his group that he called the Leather Apron Club,
[01:47:36.140 --> 01:47:36.140]   He would go to his group that he called the Leather Apron Club,
[01:47:36.180 --> 01:47:38.180]   power
[01:47:38.180 --> 01:47:43.720]   in the, tastes,
[01:47:43.720 --> 01:47:46.560]   sandwiches
[01:47:46.560 --> 01:48:03.420]   12 at the thing is thefin II I H PAT hardened di conduct at with just, and, and, I, I, I, I, I, I, I, I, meant, contains,,,,,,.,,,,,,,.,.,,.,.,., este difference. 토 bare signal.
[01:48:03.420 --> 01:48:04.440]   it's a語 my. плох en the
[01:48:04.440 --> 01:48:04.700]   the place the sound. 6. in the guess the� 1986세요 the been the
[01:48:04.800 --> 01:48:33.420]   but there's a different aspect of this, which is, that,
[01:48:33.420 --> 01:48:33.420]   and I think that's a good point.
[01:48:33.420 --> 01:48:33.420]   and I think that's a good point.
[01:48:33.420 --> 01:48:33.420]   and I think that's a good point.
[01:48:33.420 --> 01:48:33.420]   and I think that's a good point.
[01:48:33.420 --> 01:48:33.420]   and I think that's a good point.
[01:48:33.420 --> 01:48:33.420]   and I think that's a good point.
[01:48:33.420 --> 01:48:33.520]   and I think that's a good point.
[01:48:33.520 --> 01:48:33.620]   and I think that's a good point.
[01:48:33.620 --> 01:48:33.720]   and I think that's a good point.
[01:48:33.720 --> 01:48:33.780]   and I think that's a good point.
[01:48:33.780 --> 01:48:33.880]   and I think that's a good point.
[01:48:33.880 --> 01:48:33.920]   and I think that's a good point.
[01:48:33.920 --> 01:48:33.980]   and I think that's a good point.
[01:48:33.980 --> 01:48:34.020]   and I think that's a good point.
[01:48:34.020 --> 01:48:34.120]   and I think that's a good point.
[01:48:34.120 --> 01:48:34.220]   and I think that's a good point.
[01:48:34.220 --> 01:48:34.280]   and I think that's a good point.
[01:48:34.280 --> 01:48:34.320]   and I think that's a good point.
[01:48:34.320 --> 01:49:03.920]   and I think that's a good point.
[01:49:03.920 --> 01:49:03.960]   and I think that's a good point.
[01:49:03.960 --> 01:49:04.000]   and I think that's a good point.
[01:49:04.000 --> 01:49:04.060]   and I think that's a good point.
[01:49:04.060 --> 01:49:04.100]   and I think that's a good point.
[01:49:04.100 --> 01:49:04.160]   and I think that's a good point.
[01:49:04.160 --> 01:49:04.180]   and I think that's a good point.
[01:49:04.180 --> 01:49:04.220]   and I think that's a good point.
[01:49:04.220 --> 01:49:04.320]   and I think that's a good point.
[01:49:04.320 --> 01:49:04.340]   and I think that's a good point.
[01:49:04.380 --> 01:49:15.240]   sí the cooling
[01:49:15.240 --> 01:49:20.460]   se never have in making
[01:49:34.400 --> 01:49:44.480]  --
[01:49:44.480 --> 01:49:45.720]   " in el
[01:50:03.880 --> 01:50:14.900]  ,
[01:50:14.900 --> 01:50:33.860]   like,
[01:50:33.900 --> 01:50:43.980]   a
[01:50:43.980 --> 01:50:45.800]   said in the is I It G
[01:50:45.800 --> 01:51:03.820]  , in, and, and,,,,,,,, .
[01:51:03.940 --> 01:51:10.880]   and
[01:51:10.880 --> 01:51:14.020]   . in the is learning
[01:51:14.020 --> 01:51:30.900]   cont, and,,,,,,'? delivering
[01:51:32.040 --> 01:52:00.100]   hauling a couple thousand year old medium, but there are those of us who love it. Well, the nature of the podcast medium is that I'm a one, one night stand kind of girl. . Let me ask you about objectivity. You followed Elon, you followed Steve Jobs. I mean, I don't even know if you would say your friend, you have to be careful with words like that, but there's an intimacy. And how do you remain objective? Do you want to remain objective?
[01:52:00.240 --> 01:52:28.180]  , while telling a deeply human story? Yeah, I mean, I want to be honest, which I think is akin to being objective. I try to keep in mind, who am I writing for? I'm not writing for Elon Musk, as I say. I haven't sent him the book. I don't know if he, I don't think he's read it yet. I've got one person I'm writing for. The open-minded, real-time person.
[01:52:28.200 --> 01:52:56.240]  , and, ,, ,, ,, ,, ,, ,, ,, . If I can put in a story and say, well that will piss off the subject or that will really make the subject happy, that's irrelevant. Or I try to make that a minor consideration. It's, will the reader have a better understanding because I've put this story in the book?
[01:52:56.240 --> 01:52:56.300]   , , , , , , , , , , , . .
[01:52:56.340 --> 01:53:04.660]   Z
[01:53:04.660 --> 01:53:06.220]  視,,,,
[01:53:06.220 --> 01:53:24.240]   music so we are but just least
[01:53:24.560 --> 01:53:27.120]  berger is sitting around him I'm fine.
[01:53:27.120 --> 01:53:33.000]   Had to interesting relationship with why
[01:53:33.000 --> 01:53:39.000]   the latter his first life with a sounding board and help with the mathematics of the special
[01:53:39.000 --> 01:53:40.900]   relativity paper in particular.
[01:53:40.900 --> 01:53:45.340]   But he didn't read a well I mean.
[01:53:45.340 --> 01:53:52.740]   May they have like sign of letter that she when in a rock them she would know and finally
[01:53:52.740 --> 01:53:52.740]   and finally when she wanted to divorce he couldn't afford to have a divorce and
[01:53:52.740 --> 01:54:21.000]   I think that's totally amazing.
[01:54:21.000 --> 01:54:21.040]   And so.
[01:54:21.040 --> 01:54:21.100]   He offered her a deal which is I think totally amazing.
[01:54:21.100 --> 01:54:49.540]   and he's going to have a great time with her.
[01:54:49.540 --> 01:54:49.600]   And I think that's the best thing that I've ever done.
[01:54:49.600 --> 01:54:49.640]   And I think that's the best thing that I've ever done.
[01:54:49.680 --> 01:54:59.280]  eee after 거기
[01:54:59.280 --> 01:55:00.460]  utch "
[01:55:00.460 --> 01:55:01.400]   network, ",,,,,
[01:55:01.400 --> 01:55:04.000]   guess the'd the but the in the right the義 the curig the challenged theonie the, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I, I. I, I, physician이. It. E. różne опред Hawaii. But,Have. L, facade. tug.
[01:55:17.820 --> 01:55:27.340]  �
[01:58:07.860 --> 01:58:11.660]   what you can do to live a life well lived.
[01:58:11.660 --> 01:58:22.860]   But from having written biographies, having studied so many great men and women, what advice could you give to people of how to live this life?
[01:58:22.860 --> 01:58:28.860]   Well, I keep going back to the classics and Plato and Aristotle and Socrates.
[01:58:28.860 --> 01:58:36.860]   And I guess it's Plato's maxim, but he may be quoting Socrates, that the unexamined life is not worth living.
[01:58:36.860 --> 01:58:36.860]   And I guess it's Plato's maxim, but he may be quoting Socrates, that the unexamined life is not worth living.
[01:58:36.860 --> 01:58:36.860]   And I guess it's Plato's maxim, but he may be quoting Socrates, that the unexamined life is not worth living.
[01:58:36.860 --> 01:58:36.860]   And I guess it's Plato's maxim, but he may be quoting Socrates, that the unexamined life is not worth living.
[01:58:36.860 --> 01:58:36.860]   And I guess it's Plato's maxim, but he may be quoting Socrates, that the unexamined life is not worth living.
[01:58:37.400 --> 01:59:05.900]  , and it gets back to the know thyself, which is, you don't have to figure out what is the big meaning of it all.
[01:59:05.900 --> 01:59:05.900]   But you have to figure out why you're doing what you're doing.
[01:59:05.900 --> 01:59:05.900]   And that requires something that I did not have enough of when I was young, which is self-awareness and examining every motive, everything I do.
[01:59:05.900 --> 01:59:05.900]   And I guess it's Plato's maxim, but he may be quoting Socrates, that the unexamined life is not worth living.
[01:59:05.900 --> 01:59:05.900]   And I guess it's Plato's maxim, but he may be quoting Socrates, that the unexamined life is not worth living.
[01:59:05.900 --> 01:59:05.900]   And I guess it's Plato's maxim, but he may be quoting Socrates, that the unexamined life is not worth living.
[01:59:05.900 --> 01:59:06.900]   And I guess it's Plato's maxim, but he may be quoting Socrates, that the unexamined life is not worth living.
[01:59:06.900 --> 01:59:06.900]  .
[01:59:06.900 --> 01:59:06.900]   and he may be a great man who's life is living.
[01:59:06.920 --> 01:59:13.940]   Where does the examination lead you?
[01:59:13.940 --> 01:59:14.940]   Is it to a shift in life trajectory?
[01:59:14.940 --> 01:59:14.940]   Is it to a shift in life trajectory?
[01:59:14.940 --> 01:59:15.940]   Is it to a shift in life trajectory?
