
[00:00:00.040 --> 00:00:09.460]  でき
[01:31:16.200 --> 01:31:16.200]   and I'm able to be more empathetic because I got the confidence to be so.
[01:31:16.200 --> 01:31:16.200]   and I'm able to be more empathetic because I got the confidence to be so.
[01:31:16.200 --> 01:31:16.200]   and I'm able to be more empathetic because I got the confidence to be so.
[01:31:16.200 --> 01:31:16.200]   and I'm able to be more empathetic because I got the confidence to be so.
[01:31:16.200 --> 01:31:16.200]   and I'm able to be more empathetic because I got the confidence to be so.
[01:31:16.200 --> 01:31:16.200]   and I'm able to be more empathetic because I got the confidence to be so.
[01:31:16.200 --> 01:31:16.200]   and I'm able to be more empathetic because I got the confidence to be so.
[01:31:16.220 --> 01:31:46.220]   I'm able to be more empathetic because I got the confidence to be so.
[01:31:46.220 --> 01:31:46.220]   and I'm able to be more empathetic because I got the confidence to be so.
[01:31:46.220 --> 01:31:46.220]   and I'm able to be more empathetic because I got the confidence to be so.
[01:31:46.220 --> 01:31:46.220]   and I'm able to be more empathetic because I got the confidence to be so.
[01:31:46.220 --> 01:31:46.220]   and I'm able to be more empathetic because I got the confidence to be so.
[01:31:46.220 --> 01:31:46.220]   and I'm able to be more empathetic because I got the confidence to be so.
[01:31:46.220 --> 01:31:46.220]   and I'm able to be more empathetic because I got the confidence to be so.
[01:31:46.220 --> 01:31:46.220]   and I'm able to be more empathetic because I got the confidence to be so.
[01:31:46.220 --> 01:31:46.220]   and I'm able to be more empathetic because I got the confidence to be so.
[01:31:46.220 --> 01:31:46.220]   and I'm able to be more empathetic because I got the confidence to be so.
[01:31:46.220 --> 01:32:16.240]  ,
[01:32:16.240 --> 01:32:16.240]   and I'm able to be more empathetic because I got the confidence to be so.
[01:32:16.240 --> 01:32:16.240]   and I'm able to be more empathetic because I got the confidence to be so.
[01:32:16.240 --> 01:32:16.240]   and I'm able to be more empathetic because I got the confidence to be so.
[01:32:16.240 --> 01:32:16.240]   and I'm able to be more empathetic because I got the confidence to be so.
[01:32:16.240 --> 01:32:16.240]   and I'm able to be more empathetic because I got the confidence to be so.
[01:32:16.240 --> 01:32:16.240]   and I'm able to be more empathetic because I got the confidence to be so.
[01:32:16.240 --> 01:32:16.240]   and I'm able to be more empathetic because I got the confidence to be so.
[01:32:16.260 --> 01:32:46.260]   Signing off till Sheila gets off to work.
[01:32:46.260 --> 01:32:46.260]   Signing off till Sheila gets off to work.
[01:32:46.260 --> 01:32:46.260]   Signing off till Sheila gets off to work.
[01:32:46.260 --> 01:32:46.260]   Signing off till Sheila gets off to work. Sneaking over the local motel and shagging off the room 16.
[01:32:46.260 --> 01:32:46.260]   Signing off till Sheila gets off to work. Sneaking over the local motel and shagging off the room 16.
[01:32:46.260 --> 01:32:46.260]   Signing off till Sheila gets off to work. Sneaking over the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:32:46.260 --> 01:32:46.260]   Signing off till Sheila gets off to work. Sneaking over the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:32:46.300 --> 01:33:16.280]   That's my lucky number 16, Sheila!
[01:33:16.280 --> 01:33:16.280]   Signing off till Sheila gets off to work. Sneaking over the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:33:16.280 --> 01:33:16.280]   Signing off till Sheila gets off to work. Sneaking over the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:33:16.280 --> 01:33:16.280]   Signing off till Sheila gets off to work. Sneaking over the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:33:16.300 --> 01:33:46.300]   Signing off till Sheila gets off to work. Sneaking over the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:33:46.300 --> 01:33:46.300]   Signing off till Sheila gets off to work. Sneaking over the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:33:46.300 --> 01:33:46.300]   Signing off till Sheila gets off to work. Sneaking over the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:33:46.300 --> 01:33:46.300]   Signing off till Sheila gets off to work. Sneaking over the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:33:46.300 --> 01:33:46.300]   Signing off till Sheila gets off to work. Sneaking over the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:33:46.300 --> 01:34:16.320]  ,
[01:34:16.320 --> 01:34:16.320]   Signing off till Sheila gets off to work. Sneaking over the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:34:16.320 --> 01:34:16.320]   Signing off till Sheila gets off to work. Sneaking over the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:34:16.320 --> 01:34:16.320]   Signing off till Sheila gets off to work. Sneaking over the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:34:16.320 --> 01:34:16.320]   Signing off till Sheila gets off to work. Sneaking over the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:34:16.340 --> 01:34:46.340]   16. That's my lucky number 16, Sheila!
[01:34:46.340 --> 01:34:46.340]   Signing off till Sheila gets off to work. Signing over the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:34:46.340 --> 01:34:46.340]   Signing off till Sheila gets off to work. Signing over the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:34:46.340 --> 01:34:46.340]   Signing off till Sheila gets off to work. Signing over the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:34:46.340 --> 01:34:46.340]   Signing off till Sheila gets off to work. Signing over the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:34:46.340 --> 01:34:46.340]   Signing off the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:34:46.380 --> 01:35:16.360]  ,
[01:35:16.360 --> 01:35:16.360]   Signing off the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:35:16.360 --> 01:35:16.360]   Signing off the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:35:16.360 --> 01:35:16.360]   Signing off the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:35:16.360 --> 01:35:16.360]   Signing off the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:35:16.360 --> 01:35:16.360]   Signing off the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:35:16.360 --> 01:35:16.360]   Signing off the local motel and shagging off the room 16. That's my lucky number 16, Sheila!
[01:35:16.400 --> 01:35:27.340]  .?
[01:35:27.340 --> 01:35:43.420]   at,破,
[01:35:44.460 --> 01:35:50.340]   in
[01:35:50.340 --> 01:35:58.460]  , better. descub
[01:35:58.460 --> 01:36:11.580]  rac thin I am il we is a of at, we, ., ., ., ., C Hopefully D The 괜찮아 L art and a which is a tiny co about a 2 vie vie buy the em something Mam�B, but, the other getting, the, and, say, Confederate, poco, but, understand, accessible, finances, 12, remembered, crochet, care, choir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,, line bottle de que you're so???? finding'd was across the rare andуг ingredient hour's was ..D.`s . które rug��清 coriander seinen headphones When I'm was try factor darker man's notació Z développement et watches這個是 can't invest in just
[01:36:11.580 --> 01:36:13.780]   copy I have a
[01:36:13.860 --> 01:36:16.560]   at
[01:36:16.560 --> 01:36:41.200]   b but you say
[01:36:42.920 --> 01:36:51.660]  nt
[01:36:51.660 --> 01:37:06.860]   send, is,지는ご convinceänd caveat end'm....T...It...G...G...
[01:37:06.860 --> 01:37:09.880]  ,他說,
[01:37:10.200 --> 01:37:36.120]   didnt want him to forgive a little bit or give himself a little amity. He wanted him to like, man, it's Saturday, bro. Can you go on a date? You wanted him to like enjoy that. But he was connected to something in his DNA who he was and something much more baseline truth. And that's why he was such a good detective. So that but there's an island as much as that company can be. I said earlier, on that Amazon trip, but it wouldn't join the company.
[01:37:36.140 --> 01:38:02.060]   There's parts, I think that I maybe gave to myself to Rustin Cole and also that Rustin Cole was giving back to me that I like. Yeah, when you're when you want to pull the parachute because you can't stand the company that you're in the kind of hey, in your own mind, it's graphic dialogue is driving you crazy. Don't pull a parachute. Stick with it. Go through it.
[01:38:02.060 --> 01:38:05.980]   So you were able to walk around with that tormented mind of his?
[01:38:06.020 --> 01:38:35.980]  , I did I, I didn't have very much patience for mendacious talk. I didn't have as much patience for small talk. I wasn't tormented. But the character was and you have to embody him. So is that I mean, does some of that bleed over? Are you able to separate the man you are from the character?
[01:38:35.980 --> 01:38:35.980]   It's not. Look, am I able to separate. Yeah, I came home to my kids.
[01:38:36.020 --> 01:38:45.660]   ci
[01:38:45.660 --> 01:38:54.700]   is a was
[01:38:54.700 --> 01:39:04.920]   blew Le I I
[01:39:05.060 --> 01:39:34.060]  bels I'm so I did it did I go did I bring it home I didn't bring torment did I bring introspection into my own characters for me and I think this is true for a lot of actors and actresses we don't it's not a separation if I've got we each have everyone else in us
[01:39:34.060 --> 01:39:34.060]   We don't it's not a separation if I've got we each have everyone else in us
[01:39:34.060 --> 01:39:34.060]   We don't it's not a separation if I've got we each have everyone else in us
[01:39:34.060 --> 01:39:34.060]   We don't it's not a separation if I've got we each have everyone else in us
[01:39:34.060 --> 01:39:34.060]   We don't it's not a separation if I've got we each have everyone else in us
[01:39:34.060 --> 01:39:34.060]   We don't it's not a separation if I've got we each have everyone else in us
[01:39:34.060 --> 01:39:34.060]   We don't it's not a separation if I've got we each have everyone else in us
[01:39:34.060 --> 01:39:34.060]   We don't it's not a separation if I've got we each have everyone else in us
[01:39:34.080 --> 01:39:39.100]   We don't it's not a separation if I've got we each have everyone else in us in us it's just seeing diving into
[01:39:39.100 --> 01:39:39.100]   in us it's just seeing diving into
[01:39:39.100 --> 01:39:42.100]   in us it's just seeing diving into rust and gold knowing where his mind and
[01:39:42.100 --> 01:39:42.100]   rust and gold knowing where his mind and
[01:39:42.100 --> 01:39:44.100]   rust and gold knowing where his mind and heart is from the hand of Nick Pizzolatto
[01:39:44.100 --> 01:39:44.100]   heart is from the hand of Nick Pizzolatto
[01:39:44.100 --> 01:39:46.100]   heart is from the hand of Nick Pizzolatto who wrote the character and wrote the
[01:39:46.100 --> 01:39:48.100]   who wrote the character and wrote the whole series
[01:39:48.100 --> 01:39:50.100]   who wrote the character and wrote the whole series understanding number one what the
[01:39:50.100 --> 01:39:50.100]   understanding number one what the
[01:39:50.100 --> 01:39:53.100]   understanding number one what the hell am I saying what's he talking
[01:39:53.100 --> 01:39:53.100]   hell am I saying what's he talking
[01:39:53.100 --> 01:39:54.100]   hell am I saying what's he talking about thing going deeper into that
[01:39:54.100 --> 01:39:54.100]   about thing going deeper into that
[01:39:54.120 --> 01:40:01.140]   about thing going deeper into that world that this person really believes that what
[01:40:01.140 --> 01:40:01.140]   world that this person really believes that what
[01:40:01.140 --> 01:40:02.140]   world that this person really believes that what does that say about how they move then I'm going all
[01:40:02.140 --> 01:40:02.140]   does that say about how they move then I'm going all
[01:40:02.140 --> 01:40:04.140]   does that say about how they move then I'm going all of a sudden well who is that in me what part of my
[01:40:04.140 --> 01:40:04.140]   of a sudden well who is that in me what part of my
[01:40:04.140 --> 01:40:07.140]   of a sudden well who is that in me what part of my left brain is locked into that what part of
[01:40:07.140 --> 01:40:07.140]   left brain is locked into that what part of my
[01:40:07.140 --> 01:40:11.140]   left brain is locked into that what part of my reptilian brain is latched onto that
[01:40:11.140 --> 01:40:11.140]   reptilian brain is locked into that what part of my reptilian brain is latched onto that
[01:40:11.140 --> 01:40:15.140]   reptilian brain is latched onto that where this other side is non-negotiable
[01:40:15.160 --> 01:40:40.180]   then I just live in that and it's I
[01:40:40.180 --> 01:40:41.180]   then I just live in that and it's I
[01:40:41.180 --> 01:40:42.180]   then I just live in that and it's I always taught like a 70s equalizer
[01:40:42.180 --> 01:40:42.180]   always taught like a 70s equalizer
[01:40:42.180 --> 01:40:43.180]   always taught like a 70s equalizer remember the old at morant equalizers you
[01:40:43.180 --> 01:40:44.180]   remember the old at morant equalizers you can if you move up your 500hkz
[01:40:45.120 --> 01:41:13.220]   and if you move up your 500hkz
[01:41:13.360 --> 01:41:43.260]  , you can if you move up your 500hkz you can if you move up your 500hkz
[01:41:43.260 --> 01:41:43.260]   and if you move up your 500hkz you can if you move up your 500hkz
[01:41:43.260 --> 01:41:43.260]   and if you move up your 500hkz you can if you move up your 500hkz
[01:41:43.300 --> 01:41:54.620]   Creo И
[01:41:54.620 --> 01:41:57.240]   j ailst
[01:41:57.240 --> 01:42:12.200]   connect, ., .,,,,,,,, i otherwise donation any eine aired truc de已經 physique한 take of do in остан Library butacement and susceptible導
[01:42:12.740 --> 01:42:15.640]   which you would say, wait a minute.
[01:42:15.640 --> 01:42:17.760]   In some ways, that's a, those are antonyms.
[01:42:17.760 --> 01:42:42.180]   They do where, no, but my, I pretty sure, pretty safely can say that my own strength of spirit in my own personalized Matthew's lifetime gave me the confidence to go further away, deeper into the torture and deeper into the, but it was still, he was still always going after truth.
[01:42:42.180 --> 01:42:42.180]   ., ., ,, ,, ,, ,, .
[01:42:42.220 --> 01:42:53.760]   low
[01:42:53.760 --> 01:43:10.120]   В No potato about,,,, 드 measure
[01:43:10.320 --> 01:43:20.200]  ikit for dough, is,
[01:43:20.200 --> 01:43:21.500]   founding
[01:43:21.500 --> 01:43:28.360]   del feels--E have that is to be視GI thickGCConton de 2
[01:43:28.360 --> 01:43:39.040]  'll, ., and, and, and, and, and, and, and, and, and, and, car. dilemmaug amber complex compete cloth old le estud çocuk良 알고 canalänge rac über marca� dov視 " bak�en .ses eseеше´. is ad, pequeña shape she's. it. VISTA. I. I started. S. I, like, grey. S. I've. Le. E. .. bord...,.,.,.,... in..,.,.,.,.,.,.,..,., that., throw your., of., em, ,., hard. di, recording your way, peppersil. велig. acone. transmission myapat En,
[01:43:39.040 --> 01:43:39.260]  os,
[01:43:39.260 --> 01:43:40.300]  . accessible 100,
[01:43:40.340 --> 01:43:46.360]   do that came out and I'm still alive got all my faculties I'm not in jail. I'm not whatever it is.
[01:43:46.360 --> 01:43:55.360]   And so my own spirituality at that time now that definitely I think gave me a certain trust and confidence to go further into the dark.
[01:43:55.360 --> 01:44:01.360]   It was announced that you'll be starring in a Yellowstone spinoff show.
[01:44:01.360 --> 01:44:10.360]   What do you think about the cowboy ethos that permeates Yellowstone and other shows created by Taylor Sheridan?
[01:44:10.400 --> 01:44:20.400]   Nik
[01:44:20.400 --> 01:44:36.500]  ,,, didn
[01:44:38.660 --> 01:44:44.720]   high
[01:44:44.720 --> 01:44:49.460]   didnt
[01:44:49.460 --> 01:44:52.880]   Po P needs,,,,,
[01:44:52.880 --> 01:44:53.420]   especially word г go make manages Le�ut nhân went
[01:45:34.740 --> 01:45:34.740]   It's a little bit of like, okay, if the law ain't handling this, I am. Yeah. And then it is. The law is not going to handle this. Therefore, I am.
[01:45:34.740 --> 01:45:34.740]   It's you've missed something earlier. I remember where it was in conversation. It's a little bit of like, okay, if the law ain't handling this, I am. Yeah. And then it is. The law is not going to handle this. Therefore, I am. And then it is. The law is not going to handle this. Therefore, I am.
[01:46:02.800 --> 01:46:02.800]   It's a little bit of like, okay, if the law ain't handling this, I am. Yeah. And then it is. The law is not going to handle this. Therefore, I am. Yeah. And then it is. I am handling this.
[01:46:02.800 --> 01:46:02.800]   There's a honesty to that. It just seems, of course, it's dangerous because it's a slippery slope. Because of the power in that power corrupts, it can be a slippery slope where you completely disregard the law and you can hurt a lot of people. But when done right, you know, you're not going to be able to do anything.
[01:46:02.840 --> 01:46:32.000]   and human about that protect family protect land above all else. Yeah. But I, you know. This is a broader question, but I'm going to piggyback it off this.
[01:46:32.040 --> 01:46:41.660]   achieve
[01:46:41.660 --> 01:46:43.300]   heh
[01:47:00.160 --> 01:47:04.180]   I do.
[01:47:04.180 --> 01:47:06.180]   I think we need to admit that.
[01:47:06.180 --> 01:47:12.180]   I think probably the cowboy ethos is a step towards admitting that.
[01:47:12.180 --> 01:47:18.180]   And that's why it's so appealing to people.
[01:47:18.180 --> 01:47:24.180]   It kind of wakes them up to realize that we are, we're not so far from our ancestors.
[01:47:28.420 --> 01:47:56.420]   and I think we need to admit that.
[01:47:56.420 --> 01:47:56.420]   And that's why it's so appealing to people.
[01:47:56.420 --> 01:47:56.420]   And that's why it's so appealing to people.
[01:47:56.420 --> 01:47:56.420]   And that's why it's so appealing to people.
[01:47:56.420 --> 01:47:56.520]   And that's why it's so appealing to people.
[01:47:56.520 --> 01:47:56.620]   And that's why it's so appealing to people.
[01:47:56.620 --> 01:47:56.720]   And that's why it's so appealing to people.
[01:47:56.720 --> 01:47:56.820]   And that's why it's so appealing to people.
[01:47:56.820 --> 01:47:56.920]   And that's why it's so appealing to people.
[01:47:56.920 --> 01:47:57.020]   And that's why it's so appealing to people.
[01:47:57.020 --> 01:47:57.080]   And that's why it's so appealing to people.
[01:47:57.080 --> 01:47:57.120]   And that's why it's so appealing to people.
[01:47:57.120 --> 01:47:57.220]   And that's why it's so appealing to people.
[01:47:57.220 --> 01:47:57.320]   And that's why it's so appealing to people.
[01:47:57.320 --> 01:47:57.420]   And that's why it's so appealing to people.
[01:47:57.420 --> 01:47:57.420]   And that's why it's so appealing to people.
[01:47:57.420 --> 01:47:57.480]   And that's why it's so appealing to people.
[01:47:57.520 --> 01:48:07.140]   may
[01:48:07.140 --> 01:48:13.580]   permit. That, and, 정, Mark But Ye lastly strings wire in the old one't the dirty theilo theirswork angry ŠG Pelet die
[01:48:13.580 --> 01:48:24.040]  орм, and, und, and, hard, and, and, conference, and, at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, talk about this is it's or chi 101 assure effect any E' segundo fly Towards errands everyijkppers
[01:48:24.060 --> 01:48:50.600]   people by new person you still want to know I'm not going to do that I think that's that's that's beginning of cynicism which I think is a horrible disease of getting older I'm not going to do that you're fighting cynicism off as much as you can indicate no way no way no way I know there's no there's no residual in it yeah no when it's easy clever gets the last party but and if it sleeps well it shouldn't be
[01:48:50.600 --> 01:48:50.600]   it's easy clever gets the last party but and if it sleeps well it shouldn't be
[01:48:50.600 --> 01:48:50.600]   it's easy clever gets the last party but and if it sleeps well it shouldn't be
[01:48:50.600 --> 01:48:50.600]   it's easy clever gets the last party but and if it sleeps well it shouldn't be
[01:48:50.600 --> 01:48:50.600]   it's easy clever gets the last party but and if it sleeps well it shouldn't be
[01:48:50.600 --> 01:48:50.600]   it's easy clever gets the last party but and if it sleeps well it shouldn't be
[01:48:50.600 --> 01:48:50.600]   it's easy clever gets the last party but and if it sleeps well it shouldn't be
[01:48:50.600 --> 01:49:20.620]   I don't get comfortable in the cynicism I have to ask you about being a Texan you're like well I think Texas I think that what's it mean to be a Texan to you I recently moved to Austin Texas some two years in all right all right welcome what's it mean to be a Texan to you I recently moved to Austin Texas some two years in all right all right all right welcome what's it mean to be a Texan to you I recently moved to Austin texan to you I recently moved to Austin texan to you
[01:49:20.640 --> 01:49:26.660]   Texas is about independence
[01:49:26.660 --> 01:49:27.660]   Texas is about independence
[01:49:27.660 --> 01:49:30.660]   politically Texas is not about Republican or
[01:49:30.660 --> 01:49:37.660]   is about independence independence spirit sovereignty
[01:49:37.660 --> 01:49:48.660]   Texas is about exploration one of the things I love about Texas is I run into so many Texans around the world
[01:49:48.660 --> 01:49:50.640]   Texas is about exploration one of the things I love about Texas is I run into so many Texans around the world
[01:49:50.640 --> 01:49:50.640]   Texas is about exploration one of the things I love about Texas is I run into so many Texans around the world
[01:49:50.640 --> 01:49:50.640]   Texas is about exploration one of the things I love about Texas is I run into so many Texans around the world
[01:49:50.680 --> 01:50:20.660]  , Texas is about exploration one of the things I love about Texas is I run into so many Texans around the world
[01:50:20.660 --> 01:50:20.660]   Texas is about exploration one of the things I love about Texas is I run into so many Texans around the world
[01:50:20.660 --> 01:50:20.660]   Texas is about exploration one of the things I love about Texas is I run into so many Texans around the world
[01:50:20.660 --> 01:50:20.660]   Texas is about exploration one of the things I love about Texas is I run into so many Texans around the world
[01:50:20.680 --> 01:50:50.680]   Texas is about exploration one of the things I love about Texas is I run into so many Texans around the world
[01:50:50.680 --> 01:50:50.680]   Texas is about exploration one of the things I love about Texas is I run into so many Texans around the world
[01:50:50.680 --> 01:50:50.680]   Texas is about exploration one of the things I love about Texas is I run into so many Texans around the world
[01:50:50.680 --> 01:50:50.680]   Texas is about exploration one of the things I love about Texas is I run into so many Texans around the world
[01:50:50.680 --> 01:50:50.680]   Texas is about exploration one of the things I love about Texas is I run into so many Texans around the world
[01:50:50.680 --> 01:50:50.680]   Texas is about exploration one of the things I love about Texas is I run into so many Texans around the world
[01:50:50.680 --> 01:50:50.680]   Texas is about exploration one of the things I love about Texas is I run into so many Texans around the world
[01:50:50.680 --> 01:50:50.680]   Texas is about exploration one of the things I love about Texas is I run into so many Texans around the world
[01:50:50.720 --> 01:51:20.700]  ,
[01:51:20.700 --> 01:51:20.700]   I'm a Texan I'm a Texan I'm a Texan I'm a Texan I'm a Texan
[01:51:20.740 --> 01:51:29.960]   sensing
[01:51:29.960 --> 01:51:32.060]  였 our, the,,,,
[01:51:32.060 --> 01:51:49.980]   AC C I some Courtney de Blue увидеть the food. The. The. The. end of me count at Britt prescribedちゃ
[01:51:50.780 --> 01:52:01.060]   gives
[01:52:01.060 --> 01:52:19.560]   like, I,
[01:52:20.040 --> 01:52:49.260]  recognize the definition of what it is, because it is important. That's what I mean. That's what I said. I don't mean small. It's it's it needs to think bigger about what it is and how to how it's useful when it seeks to invalidate it small when it seeks vision. It can be big. Yes. Well, one's affirmative ones going into that cynicism we were talking about, you know, and validation of any opposing thought or maybe that were even opposing opposition is a is a is a is an opposition.
[01:52:49.260 --> 01:52:49.260]   One's affirmative. One's going into that cynicism when we're talking about, you know, and validation of any opposing thought or maybe that were even opposing opposition is a is a is a is an opposition.
[01:52:49.260 --> 01:52:49.260]   One's affirmative. One's going into that cynicism when we're talking about, you know, and validation of any opposing thought or maybe that were even opposing opposition is a is a is an opposition.
[01:52:50.140 --> 01:53:18.520]  , alternative other than another way of thinking about it. Oh, could both be true. Oh, how can we parlay those two ideas? Oh, how can we parlay those two ideas? You know, this is one of the challenges with these ideas of a third party or meets in the middle. I kind of got this historic notion of being. Oh, well, here comes sequence. It's sort of Mr. Inbetween.
[01:53:18.540 --> 01:53:47.780]   Kind of go which way the wind blows. I think done in the right way, it's the end. It doesn't have to be under a third party name necessarily, but it's actually an incredibly rebellious position right now. And it's actually I love sports. It's tactically the place with which to move most advantageously.
[01:53:47.780 --> 01:53:47.780]   It's tactically the place with which to move most advantageously.
[01:53:47.780 --> 01:53:47.780]   It's tactically the place with which to move most advantageously.
[01:53:47.780 --> 01:53:47.780]   It's tactically the place with which to move most advantageously.
[01:53:47.780 --> 01:53:47.780]   It's tactically the place with which to move most advantageously.
[01:53:47.780 --> 01:53:47.780]   It's tactically the place with which to move most advantageously.
[01:53:47.780 --> 01:53:47.780]   It's tactically the place with which to move most advantageously.
[01:53:47.780 --> 01:53:47.780]   It's tactically the place with which to move most advantageously.
[01:53:47.780 --> 01:53:47.780]   It's tactically the place with which to move most advantageously.
[01:53:47.780 --> 01:53:47.780]   It's tactically the place with which to move most advantageously.
[01:53:48.620 --> 01:54:17.040]  ,
[01:54:17.040 --> 01:54:17.080]   It's tactically the place with which to move most advantageously.
[01:54:17.080 --> 01:54:17.140]   It's tactically the place with which to move most advantageously.
[01:54:17.140 --> 01:54:17.180]   It's tactically the place with which to move most advantageously.
[01:54:17.180 --> 01:54:17.240]   It's tactically the place with which to move most advantageously.
[01:54:17.240 --> 01:54:17.280]   It's tactically the place with which to move most advantageously.
[01:54:17.280 --> 01:54:17.420]   It's tactically the place with which to move most advantageously.
[01:54:17.420 --> 01:54:17.420]   It's tactically the place with which to move most advantageously.
[01:54:17.420 --> 01:54:17.440]   It's tactically the place with which to move most advantageously.
[01:54:17.440 --> 01:54:17.460]   It's tactically the place to move most advantageously with which to move most advantageously.
[01:54:17.460 --> 01:54:17.520]   I think of the place to move most advantage.
[01:54:17.540 --> 01:54:18.740]   It's tactically the place with which to move most advantageously.
[01:54:18.740 --> 01:54:18.780]   It's tactically the place with which to move most advantageously.
[01:54:18.780 --> 01:54:18.860]   It's tactically the place with which to move most advantageously.
[01:54:18.860 --> 01:54:18.920]   It's tactically the place with which to move most advantageously.
[01:54:18.920 --> 01:54:18.980]   It's tactically the place with which to move most advantageously.
[01:54:18.980 --> 01:54:19.020]   It's tactically the place with which to move most advantageously.
[01:54:19.020 --> 01:54:19.080]   It's tactically the place with which to move most advantageously.
[01:54:19.080 --> 01:54:19.140]   It's tactically the place with which to move most advantageously.
[01:54:19.140 --> 01:54:21.760]   Do you think you have a role in that in political office?
[01:54:21.760 --> 01:54:22.900]   I don't know.
[01:54:22.900 --> 01:54:24.240]   It's on mine.
[01:54:24.240 --> 01:54:27.000]   It's not out of my mental box.
[01:54:27.000 --> 01:54:34.120]   I gave it real sincere thought and discernment for over a year.
[01:54:34.120 --> 01:54:34.220]   I gave it real sincere thought and discernment for over a year.
[01:54:34.220 --> 01:54:36.380]   I gave it real sincere thought and discernment for over a year.
[01:54:36.380 --> 01:54:57.380]  ,
[01:54:57.380 --> 01:55:04.180]   I gave it real sincere thought and discernment for over a year.
[01:55:04.180 --> 01:55:04.240]   I gave it real sincere thought and discernment for over a year.
[01:55:04.240 --> 01:55:04.280]   I gave it real sincere thought and discernment for over a year.
[01:55:04.280 --> 01:55:04.340]   I gave it real sincere thought and discernment for over a year.
[01:55:04.340 --> 01:55:04.400]   I gave it real sincere thought and discernment for over a year.
[01:55:04.400 --> 01:55:04.460]   I gave it real sincere thought and discernment for over a year.
[01:55:04.460 --> 01:55:04.520]   I gave it real sincere thought and discernment for over a year.
[01:55:04.520 --> 01:55:04.580]   I gave it real sincere thought and discernment for over a year.
[01:55:04.580 --> 01:55:04.640]   I gave it real sincere thought and discernment for over a year.
[01:55:04.640 --> 01:55:04.680]   I gave it real sincere thought and discernment for over a year.
[01:55:04.680 --> 01:55:04.740]   I gave it real sincere thought and discernment for over a year.
[01:55:04.740 --> 01:55:04.780]   I gave it real sincere thought and discernment for over a year.
[01:55:04.780 --> 01:55:04.800]   I gave it sincere thought and discernment for over a year.
[01:55:04.840 --> 01:55:18.400]   at
[01:55:18.400 --> 01:55:31.660]   change,,,,死 more
[01:55:33.160 --> 01:55:44.040]  實 Subscribe J .
[01:55:44.040 --> 01:55:57.080]   all, but,,,,,
[01:55:57.080 --> 01:56:02.060]   He I smart�� 나는 Brothers 12 in I's a say the book. I's the trust the concor. The. It's the. The. The. The. The. The. The. The. The. The, the, the, the, the ., the, the, the, the, the, the, the, in the, the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, believe in.,, explain another Hub saute this, yelledט seem decide coe pernahleg Hel Sr Cham anytimeön H consultsлю的時候 toys intro接下來それ Medal dirty cotbread naming tenido gener Pan suckG wouldnר 99恐幫 вот
[01:56:02.780 --> 01:56:14.280]  ,
[01:56:14.280 --> 01:56:31.680]   of when diji,,,,,, ended and die come good他說 playful thick .G,A,E,C,C,G,G,G, detection Pro if is the best or a rich and the first the person. I'm the car and the up the top the but the sometimes the is theер the lyrage der €是這樣 Took the need the unlock the causa de familia geceowy. Okay, we're, the, to, trait, I, work, cleared the,
[01:56:31.700 --> 01:56:45.420]   children, we go explore space. So when he's taken that truck out and the countdown is going down, that's the hinge of the existential question that we all face in some form.
[01:56:45.420 --> 01:56:46.820]   Um,
[01:56:46.820 --> 01:56:50.020]   the,
[01:56:50.020 --> 01:57:00.020]   the, the, the sense of time. I wish I think everyone loves that sense of where time can run at different
[01:57:00.020 --> 01:57:00.620]   speeds.
[01:57:00.620 --> 01:57:01.620]   And I,
[01:57:01.760 --> 01:57:31.560]  .
[01:57:31.700 --> 01:57:54.200]   I'm talking about mystical successes instead of engineered ones like the engineered ones that is this is ethos from that film and what no one put into that film and theories that make me go.
[01:57:54.200 --> 01:57:54.900]   Yeah, what does it matter?
