
[00:00:00.040 --> 00:00:10.680]   share
[00:54:46.700 --> 00:54:46.700]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:54:46.700 --> 00:54:46.700]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:54:46.720 --> 00:55:16.720]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:55:16.720 --> 00:55:16.720]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:55:16.720 --> 00:55:16.720]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:55:16.720 --> 00:55:16.720]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:55:16.720 --> 00:55:16.720]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:55:16.720 --> 00:55:16.720]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:55:16.720 --> 00:55:16.720]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:55:16.720 --> 00:55:16.720]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:55:16.720 --> 00:55:16.720]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:55:16.760 --> 00:55:46.740]  , you have an inverter that you can use to charge up all the devices that all run on USB.
[00:55:46.740 --> 00:55:46.740]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:55:46.740 --> 00:55:46.740]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:55:46.740 --> 00:55:46.740]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:55:46.740 --> 00:55:46.740]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:55:46.740 --> 00:55:46.740]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:55:46.760 --> 00:56:16.760]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:56:16.760 --> 00:56:16.760]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:56:16.760 --> 00:56:16.760]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:56:16.760 --> 00:56:16.760]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:56:16.760 --> 00:56:16.760]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:56:16.760 --> 00:56:16.760]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:56:16.760 --> 00:56:16.760]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:56:16.760 --> 00:56:16.760]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:56:16.760 --> 00:56:16.760]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:56:16.760 --> 00:56:46.780]   I'm going to show you how to charge up all the devices that all run on USB.
[00:56:46.780 --> 00:56:46.780]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:56:46.780 --> 00:56:46.780]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:56:46.780 --> 00:56:46.780]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:56:46.780 --> 00:56:46.780]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:56:46.780 --> 00:56:46.780]   You have an inverter that you can use to charge up all the devices that all run on USB.
[00:56:46.800 --> 00:57:16.800]   I'm going to show you how to charge up all the devices that all run on USB.
[00:57:16.800 --> 00:57:16.800]   I'm going to show you how to charge up all the devices that all run on USB.
[00:57:16.800 --> 00:57:16.800]   I'm going to show you how to charge up all the devices that all run on USB.
[00:57:16.800 --> 00:57:16.800]   I'm going to show you how to charge up all the devices that all run on USB.
[00:57:16.800 --> 00:57:16.800]   I'm going to show you how to charge up all the devices that all run on USB.
[00:57:16.800 --> 00:57:16.800]   I'm going to show you how to charge up all the devices that all run on USB.
[00:57:16.800 --> 00:57:16.800]   I'm going to show you how to charge up all the devices that all run on USB.
[00:57:16.800 --> 00:57:16.800]   I'm going to show you how to charge up all the devices that all run on USB.
[00:57:16.800 --> 00:57:16.800]   I'm going to show you how to charge up all the devices that all run on USB.
[00:57:16.800 --> 00:57:16.800]   I'm going to show you how to charge up all the devices that all run on USB.
[00:57:16.840 --> 00:57:46.820]   I'm going to show you how to charge up all the devices that all run on USB.
[00:57:46.820 --> 00:57:46.820]   I'm going to show you how to charge up all the devices that all run on USB.
[00:57:46.820 --> 00:57:46.820]   I'm going to show you how to charge up all the devices that all run on USB.
[00:57:46.820 --> 00:57:46.820]   I'm going to show you how to charge up all the devices that all run on USB.
[00:57:46.820 --> 00:57:46.820]   I'm going to show you how to charge up all the devices that all run on USB.
[00:57:46.820 --> 00:57:46.820]   I'm going to show you how to charge up all the devices that all run on USB.
[00:57:46.820 --> 00:57:46.820]   I'm going to show you how to charge up all the devices that all run on USB.
[00:57:46.820 --> 00:57:46.820]   I'm going to show you how to charge up all the devices that all run on USB.
[00:57:46.820 --> 00:57:46.820]   I'm going to show you how to charge up all the devices that all run on USB.
[00:57:46.840 --> 00:58:16.840]   I'm going to show you how to charge up all the devices that all run on USB.
[00:58:16.840 --> 00:58:16.840]   I'm going to show you how to charge up all the devices that all run on USB.
[00:58:16.840 --> 00:58:16.840]   I'm going to show you how to charge up all the devices that all run on USB.
[00:58:16.840 --> 00:58:16.840]   I'm going to show you how to charge up all the devices that all run on USB.
[00:58:16.840 --> 00:58:16.840]   I'm going to show you how to charge up all the devices that all run on USB.
[00:58:16.840 --> 00:58:16.840]   I'm going to show you how to charge up all the devices that all run on USB.
[00:58:16.840 --> 00:58:16.840]   I'm going to show you how to charge up all the devices that all run on USB.
[00:58:16.840 --> 00:58:16.840]   I'm going to show you how to charge up all the devices that all run on USB.
[00:58:16.840 --> 00:58:16.840]   I'm going to show you how to charge up all the devices that all run on USB.
[00:58:16.840 --> 00:58:16.840]   I'm going to show you how to charge up all the devices that all run on USB.
[00:58:16.840 --> 00:58:46.860]   I'm going to show you how to charge up all the devices that all run on USB.
[00:58:46.860 --> 00:58:46.860]   I'm going to show you how to charge up all the devices that all run on USB.
[00:58:46.860 --> 00:58:46.860]   I'm going to show you how to charge up all the devices that all run on USB.
[00:58:46.860 --> 00:58:46.860]   I'm going to show you how to charge up all the devices that all run on USB.
[00:58:46.860 --> 00:58:46.860]   I'm going to show you how to charge up all the devices that all run on USB.
[00:58:46.860 --> 00:58:46.860]   I'm going to show you how to charge up all the devices that all run on USB.
[00:58:46.860 --> 00:58:46.860]   I'm going to show you how to charge up all the devices that all run on USB.
[00:58:46.880 --> 00:59:16.880]   I'm going to show you how to charge up all the devices that all run on USB.
[00:59:16.880 --> 00:59:16.880]   I'm going to show you how to charge up all the devices that all run on USB.
[00:59:16.880 --> 00:59:16.880]   I'm going to show you how to charge up all the devices that all run on USB.
[00:59:16.880 --> 00:59:16.880]   I'm going to show you how to charge up all the devices that all run on USB.
[00:59:16.880 --> 00:59:16.880]   I'm going to show you how to charge up all the devices that all run on USB.
[00:59:16.880 --> 00:59:16.880]   I'm going to show you how to charge up all the devices that all run on USB.
[00:59:16.880 --> 00:59:16.880]   I'm going to show you how to charge up all the devices that all run on USB.
[00:59:16.880 --> 00:59:16.880]   I'm going to show you how to charge up all the devices that all run on USB.
[00:59:16.880 --> 00:59:16.880]   I'm going to show you how to charge up all the devices that all run on USB.
[00:59:16.880 --> 00:59:16.880]   I'm going to show you how to charge up all the devices that all run on USB.
[00:59:16.880 --> 00:59:46.900]   I'm going to show you how to charge up all the devices that all run on USB.
[00:59:46.900 --> 00:59:46.900]   I'm going to show you how to charge up all the devices that all run on USB.
[00:59:46.900 --> 00:59:46.900]   I'm going to show you how to charge up all the devices that all run on USB.
[00:59:46.900 --> 00:59:46.900]   I'm going to show you how to charge up all the devices that all run on USB.
[00:59:46.900 --> 00:59:46.900]   I'm going to show you how to charge up all the devices that all run on USB.
[00:59:46.900 --> 00:59:46.900]   I'm going to show you how to charge up all the devices that all run on USB.
[00:59:46.920 --> 01:00:16.920]   I'm going to show you how to charge up all the devices that all run on USB.
[01:00:16.920 --> 01:00:16.920]   I'm going to show you how to charge up all the devices that all run on USB.
[01:00:16.920 --> 01:00:16.920]   I'm going to show you how to charge up all the devices that all run on USB.
[01:00:16.920 --> 01:00:16.920]   I'm going to show you how to charge up all the devices that all run on USB.
[01:00:16.920 --> 01:00:16.920]   I'm going to show you how to charge up all the devices that all run on USB.
[01:00:16.920 --> 01:00:16.920]   I'm going to show you how to charge up all the devices that all run on USB.
[01:00:16.920 --> 01:00:16.920]   I'm going to show you how to charge up all the devices that all run on USB.
[01:00:16.920 --> 01:00:16.920]   I'm going to show you how to charge up all the devices that all run on USB.
[01:00:16.920 --> 01:00:16.920]   I'm going to show you how to charge up all the devices that all run on USB.
[01:00:16.920 --> 01:00:16.920]   I'm going to show you how to charge up all the devices that all run on USB.
[01:00:16.960 --> 01:00:46.940]  , and I'm going to show you how to charge up all the devices that all run on USB.
[01:00:46.940 --> 01:00:46.940]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:00:46.940 --> 01:00:46.940]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:00:46.940 --> 01:00:46.940]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:00:46.940 --> 01:00:46.940]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:00:46.940 --> 01:00:46.940]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:00:46.940 --> 01:00:46.940]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:00:46.960 --> 01:01:16.960]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:01:16.960 --> 01:01:16.960]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:01:16.960 --> 01:01:16.960]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:01:16.960 --> 01:01:16.960]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:01:16.960 --> 01:01:16.960]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:01:16.960 --> 01:01:16.960]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:01:16.960 --> 01:01:16.960]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:01:16.960 --> 01:01:16.960]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:01:16.960 --> 01:01:16.960]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:01:17.000 --> 01:01:46.980]  ,
[01:01:46.980 --> 01:01:46.980]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:01:46.980 --> 01:01:46.980]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:01:46.980 --> 01:01:46.980]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:01:46.980 --> 01:01:46.980]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:01:46.980 --> 01:01:46.980]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:01:46.980 --> 01:01:46.980]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:01:46.980 --> 01:01:46.980]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:01:47.000 --> 01:02:17.000]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:02:17.000 --> 01:02:17.000]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:02:17.000 --> 01:02:17.000]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:02:17.000 --> 01:02:17.000]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:02:17.000 --> 01:02:17.000]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:02:17.000 --> 01:02:17.000]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:02:17.000 --> 01:02:17.000]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:02:17.000 --> 01:02:17.000]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:02:17.000 --> 01:02:17.000]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:02:17.000 --> 01:02:47.020]  ,
[01:02:47.020 --> 01:02:47.020]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:02:47.020 --> 01:02:47.020]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:02:47.020 --> 01:02:47.020]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:02:47.020 --> 01:02:47.020]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:02:47.020 --> 01:02:47.020]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:02:47.020 --> 01:02:47.020]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:02:47.020 --> 01:02:47.020]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:02:47.020 --> 01:02:47.020]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:02:47.040 --> 01:03:17.040]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:03:17.040 --> 01:03:17.040]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:03:17.040 --> 01:03:17.040]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:03:17.040 --> 01:03:17.040]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:03:17.040 --> 01:03:17.040]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:03:17.040 --> 01:03:17.040]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:03:17.040 --> 01:03:17.040]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:03:17.040 --> 01:03:17.040]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:03:17.040 --> 01:03:17.040]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:03:17.060 --> 01:03:47.060]  ,
[01:03:47.060 --> 01:03:47.060]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:03:47.060 --> 01:03:47.060]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:03:47.060 --> 01:03:47.060]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:03:47.060 --> 01:03:47.060]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:03:47.060 --> 01:03:47.060]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:03:47.060 --> 01:03:47.060]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:03:47.100 --> 01:04:17.080]  ,
[01:04:17.080 --> 01:04:17.080]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:04:17.080 --> 01:04:17.080]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:04:17.080 --> 01:04:17.080]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:04:17.080 --> 01:04:17.080]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:04:17.080 --> 01:04:17.080]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:04:17.080 --> 01:04:17.080]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:04:17.080 --> 01:04:17.080]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:04:17.080 --> 01:04:17.080]   and I'm going to show you how to charge up all the devices that all run on USB.
[01:04:17.100 --> 01:04:47.100]   My tips on rechargeable batteries.
[01:04:47.100 --> 01:04:47.100]   There are a couple interesting things that you can do.
[01:04:47.100 --> 01:04:47.100]   First, the rechargeable batteries.
[01:04:47.100 --> 01:04:47.100]   I'm thinking here your 18 volt or your 20 volts or whatever.
[01:04:47.100 --> 01:04:47.100]   Think your DeWalt screw gun type of thing.
[01:04:47.100 --> 01:04:47.100]   If you standardize on those, there are actually a lot of really interesting things that you can run on those.
[01:04:47.100 --> 01:04:47.100]   So you can have an emergency radio that runs on those.
[01:04:47.100 --> 01:04:47.100]   You can have lights that run on those, which can be helpful for your emergency preparedness.
[01:04:47.100 --> 01:04:47.100]   DeWalt has a system where you can use a bunch of those batteries and turn it into a battery pack.
[01:04:47.100 --> 01:04:47.100]   So you can have lights that run on those, which can be helpful for your emergency preparedness.
[01:04:47.100 --> 01:04:47.100]   DeWalt has a system where you can use a bunch of those batteries and turn it into a battery pack.
[01:04:47.100 --> 01:04:47.100]   So you can have a system where you can use a bunch of those batteries and turn it into a battery pack.
[01:04:47.100 --> 01:05:17.120]  , and you can have a system where you can use a battery pack.
[01:05:17.120 --> 01:05:17.120]   So you can have a system where you can use a battery pack.
[01:05:17.120 --> 01:05:17.120]   So you can have a system where you can use a battery pack.
[01:05:17.120 --> 01:05:17.120]   So you can have a system where you can use a battery pack.
[01:05:17.120 --> 01:05:17.120]   So you can have a system where you can use a battery pack.
[01:05:17.140 --> 01:05:47.140]   You can have a system where you can use a battery pack.
[01:05:47.140 --> 01:05:47.140]   You can have a system where you can use a battery pack.
[01:05:47.140 --> 01:05:47.140]   You can have a system where you can use a battery pack.
[01:05:47.140 --> 01:05:47.140]   You can have a system where you can use a battery pack.
[01:05:47.140 --> 01:05:47.140]   You can have a system where you can use a battery pack.
[01:05:47.140 --> 01:05:47.140]   You can have a system where you can use a battery pack.
[01:05:47.140 --> 01:05:47.140]   You can have a system where you can use a battery pack.
[01:05:47.140 --> 01:05:47.140]   You can have a system where you can use a battery pack.
[01:05:47.140 --> 01:05:47.140]   You can have a system where you can use a battery pack.
[01:05:47.140 --> 01:05:47.140]   You can have a system where you can use a battery pack.
[01:05:47.140 --> 01:05:47.140]   You can have a system where you can use a battery pack.
[01:05:47.140 --> 01:05:47.140]   You can have a system where you can use a battery pack.
[01:05:47.140 --> 01:05:47.140]   You can have a system where you can use a battery pack.
[01:05:47.140 --> 01:05:47.140]   So you can have a battery pack that you can use a battery pack.
[01:05:47.140 --> 01:06:17.160]  , and you can have a system where you can use a battery pack.
[01:06:17.160 --> 01:06:17.160]   So you can have a system where you can use a battery pack.
[01:06:17.160 --> 01:06:17.160]   So you can have a system where you can use a battery pack.
[01:06:17.160 --> 01:06:17.160]   So you can have a system where you can use a battery pack.
[01:06:17.160 --> 01:06:17.160]   So you can have a system where you can use a battery pack.
[01:06:17.160 --> 01:06:17.160]   So you can have a system where you can use a battery pack.
[01:06:17.160 --> 01:06:17.160]   So you can have a system where you can use a battery pack.
[01:06:17.200 --> 01:06:47.180]   particulate.
[01:06:47.180 --> 01:06:47.180]   So you can have a system where you can use a battery pack.
[01:06:47.180 --> 01:06:47.180]   You can have a system where you can use a battery pack.
[01:06:47.180 --> 01:06:47.180]   So you can have a system where you can use a battery pack.
[01:06:47.180 --> 01:06:47.180]   So you can have a system where you can use a battery pack.
[01:06:47.180 --> 01:06:47.180]   So you can have a system where you can use a battery pack.
[01:06:47.180 --> 01:06:47.180]   So you can have a system where you can use a battery pack.
[01:06:47.180 --> 01:06:47.180]   So you can have a system where you can use a battery pack.
[01:06:47.180 --> 01:06:47.180]   So you can have a system where you can use a battery pack.
[01:06:47.180 --> 01:06:47.180]   So you can have a system where you can use a battery pack.
[01:06:47.180 --> 01:06:47.180]   So you can have a system where you can use a battery pack.
[01:06:47.180 --> 01:06:47.180]   So you can have a system where you can use a battery pack.
[01:06:47.180 --> 01:06:47.180]   So you can have a system where you can use a battery pack.
[01:06:47.180 --> 01:06:47.180]   So you can have a system where you can use a battery pack.
[01:06:47.180 --> 01:07:17.200]  ,
[01:07:17.200 --> 01:07:17.200]   So you can have a system where you can use a battery pack.
[01:07:17.200 --> 01:07:17.200]   So you can have a system where you can use a battery pack.
[01:07:17.200 --> 01:07:17.200]   So you can have a system where you can use a battery pack.
[01:07:17.200 --> 01:07:17.200]   So you can have a system where you can use a battery pack.
[01:07:17.200 --> 01:07:17.200]   So you can have a system where you can use a battery pack.
[01:07:17.200 --> 01:07:17.200]   So you can have a system where you can use a battery pack.
[01:07:17.200 --> 01:07:17.200]   So you can have a system where you can use a battery pack.
[01:07:17.200 --> 01:07:17.200]   So you can have a system where you can use a battery pack.
[01:07:17.200 --> 01:07:17.200]   So you can have a system where you can use a battery pack.
[01:07:17.200 --> 01:07:17.200]   So you can have a system where you can use a battery pack.
[01:07:17.220 --> 01:07:47.220]   You can have a system where you can use a battery pack.
[01:07:47.220 --> 01:07:47.220]   So you can have a system where you can use a battery pack.
[01:07:47.220 --> 01:07:47.220]   So you can have a system where you can use a battery pack.
[01:07:47.220 --> 01:07:47.220]   So you can have a system where you can use a battery pack.
[01:07:47.220 --> 01:07:47.220]   So you can have a system where you can use a battery pack.
[01:07:47.220 --> 01:07:47.220]   So you can have a system where you can use a battery pack.
[01:07:47.220 --> 01:07:47.220]   So you can have a system where you can use a battery pack.
[01:07:47.220 --> 01:07:47.220]   So you can have a system where you can use a battery pack.
[01:07:47.220 --> 01:07:47.220]   So you can have a system where you can use a battery pack.
[01:07:47.220 --> 01:07:47.220]   So you can have a system where you can use a battery pack.
[01:07:47.220 --> 01:07:47.220]   So you can have a system where you can use a battery pack.
[01:07:47.220 --> 01:07:47.220]   So you can have a system where you can use a battery pack.
[01:07:47.220 --> 01:07:47.220]   So you can have a system where you can use a battery pack.
[01:07:47.220 --> 01:08:17.240]   So you can have a system where you can use a battery pack.
[01:08:17.240 --> 01:08:17.240]   So you can have a system where you can use a battery pack.
[01:08:17.240 --> 01:08:17.240]   So you can have a system where you can use a battery pack.
[01:08:17.240 --> 01:08:17.240]   So you can have a system where you can use a battery pack.
[01:08:17.240 --> 01:08:17.240]   So you can have a system where you can use a battery pack.
[01:08:17.240 --> 01:08:17.240]   So you can have a system where you can use a battery pack.
[01:08:17.240 --> 01:08:17.240]   So you can have a system where you can use a battery pack.
[01:08:17.280 --> 01:08:21.080]   continue
[01:08:21.080 --> 01:08:46.000]   support Dave G,,,,
[01:08:46.980 --> 01:08:57.900]   Mr
[01:11:50.540 --> 01:11:52.820]   more expensive than a number 10 can.
[01:11:52.820 --> 01:11:54.380]   It makes a lot of sense to have some MREs, meals ready to eat.
[01:11:54.380 --> 01:11:55.380]   They're not that expensive.
[01:11:55.380 --> 01:11:56.060]   And one of the things I like about meals ready to eat is that they're not very healthy,
[01:11:56.060 --> 01:11:57.980]   but they are really calorie rich.
[01:11:57.980 --> 01:12:04.380]   But many times having MREs in the car will allow you to avoid having to make a stop at
[01:12:04.380 --> 01:12:05.820]   restaurant food, et cetera.
[01:12:05.820 --> 01:12:09.740]   And so just it's a useful thing because they're packed and they're ready to go at all times.
[01:12:09.740 --> 01:12:10.220]   And they taste good.
[01:12:10.220 --> 01:12:10.220]   And so you can get a couple of these.
[01:12:28.300 --> 01:12:40.220]   And then when you start to get to the bulk storage and you think about how do I get my family through a year or multiple years? And more importantly, how do I get my extended family through? Because I've got this big extended family or my neighbors. That's when you really get to the bulk storage options. How do I have buckets and buckets of food and wheat and corn and then you can kind of level up to there. But I've given you a lot of words.
[01:12:40.260 --> 01:13:10.220]  , and I don't know that I've given you an exact answer.
[01:13:10.220 --> 01:13:10.220]   It is certainly a it is certainly true that maybe you have to go five years. Maybe there's World War three and for years you can't even that I can't even believe that but maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:13:10.220 --> 01:13:10.220]   You know, maybe there's World War three and for years you can't even believe that but maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:13:10.220 --> 01:13:10.220]   Maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:13:10.220 --> 01:13:10.220]   Maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:13:10.240 --> 01:13:40.220]   Maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:13:40.220 --> 01:13:40.220]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:13:40.220 --> 01:13:40.220]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:13:40.220 --> 01:13:40.220]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:13:40.220 --> 01:13:40.220]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:13:40.220 --> 01:13:40.220]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:13:40.220 --> 01:13:40.220]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:13:40.220 --> 01:13:40.220]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:13:40.220 --> 01:14:10.220]  , you know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:14:10.220 --> 01:14:10.220]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:14:10.220 --> 01:14:10.220]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:14:10.220 --> 01:14:10.220]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:14:10.220 --> 01:14:10.220]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:14:10.240 --> 01:14:40.220]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:14:40.220 --> 01:14:40.220]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:14:40.220 --> 01:14:40.220]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:14:40.220 --> 01:14:40.220]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:14:40.220 --> 01:14:40.220]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:14:40.220 --> 01:14:40.220]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:14:40.220 --> 01:14:40.220]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:14:40.220 --> 01:14:40.220]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:14:40.220 --> 01:15:10.240]  , you know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:15:10.240 --> 01:15:10.240]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:15:10.240 --> 01:15:10.240]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:15:10.240 --> 01:15:10.240]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:15:10.240 --> 01:15:10.240]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:15:10.240 --> 01:15:10.240]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:15:10.260 --> 01:15:40.260]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:15:40.260 --> 01:15:40.260]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:15:40.260 --> 01:15:40.260]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:15:40.260 --> 01:15:40.260]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:15:40.260 --> 01:15:40.260]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:15:40.260 --> 01:15:40.260]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:15:40.260 --> 01:15:40.260]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:15:40.260 --> 01:15:40.260]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:15:40.260 --> 01:16:10.280]  , and then I would instead of staying quarantined for a year or two years,
[01:16:10.280 --> 01:16:10.280]   you know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:16:10.280 --> 01:16:10.280]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:16:10.280 --> 01:16:10.280]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:16:10.280 --> 01:16:10.280]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:16:10.280 --> 01:16:10.280]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:16:10.280 --> 01:16:10.280]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:16:10.280 --> 01:16:10.280]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:16:10.300 --> 01:16:40.300]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:16:40.300 --> 01:16:40.300]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:16:40.300 --> 01:16:40.300]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
