
[00:00:00.000 --> 00:00:05.500]   Struggling with your electric bill? Get an energy assist from SDG&E and SAFE.
[01:18:09.500 --> 01:18:16.500]   Well, I believe strongly that they should have the right to do that.
[01:18:16.500 --> 01:18:22.500]   And I also believe strongly that I as an individual don't necessarily need to follow what they want to do.
[01:18:22.500 --> 01:18:28.500]   Big companies have to force compliance with their overall code and direction.
[01:18:28.500 --> 01:18:34.500]   When big money gets involved, most large companies stop taking stands on any kind of principled issues.
[01:18:34.500 --> 01:18:42.500]   Unless those principled issues are popular and they can gain some kind of large social popularity from it, they stop taking principled stands.
[01:18:42.500 --> 01:18:53.500]   Watch the politicians. Watch how the vast majority of the politicians, they'll only take a principled stand when the issue is popular.
[01:18:53.500 --> 01:19:02.500]   And there's this tiny, tiny, tiny minority of politicians who almost never get elected who will take a principled stand no matter what.
[01:19:02.500 --> 01:19:06.500]   Those are the people that I applaud.
[01:19:06.500 --> 01:19:11.500]   No company CEO of a large company wants to be on the front page of the newspaper.
[01:19:11.500 --> 01:19:20.500]   So what you find more and more in large corporate culture is corporate culture is subject to broader social culture.
[01:19:20.500 --> 01:19:23.500]   And very few companies stand for a principle.
[01:19:23.500 --> 01:19:25.500]   Now, everyone markets their principles.
[01:19:25.500 --> 01:19:29.500]   But, man, look behind the marketing and they continually change.
[01:19:29.500 --> 01:19:32.500]   It's all about their appearance.
[01:19:32.500 --> 01:19:38.500]   A friend of mine who's a financial advisor – and we were just talking about this recently – and he joined one of the large wire houses.
[01:19:38.500 --> 01:19:44.500]   And it wasn't a particularly good fit, but they brought him on the team because he's black.
[01:19:44.500 --> 01:19:51.500]   And they needed a black guy to promote their diversity initiative because a company has to promote their diversity initiative.
[01:19:51.500 --> 01:20:10.500]   And one of the black eyes on the financial industry is that the societal statistics as far as the makeup of financial advisors is far more likely to be skewed in the direction of males who are white and who are old.
[01:20:10.500 --> 01:20:21.500]   So there's this massive problem that the large financial advice companies have in that their majority of their advisors are old, white men.
[01:20:21.500 --> 01:20:26.500]   And yet the money is changing hands, and it's not in the hands of men.
[01:20:26.500 --> 01:20:31.500]   Women control more money than men, and it's not white anymore.
[01:20:31.500 --> 01:20:34.500]   And even those who are white don't necessarily want to work with old, white men.
[01:20:34.500 --> 01:20:38.500]   And so my friend, he gets into this scenario and he gets into this team.
[01:20:38.500 --> 01:20:47.500]   And the only reason the team wanted him – it was terrible chemistry between him and the team – but the only reason the team wanted him is because they needed to fulfill their diversity quotient.
[01:20:47.500 --> 01:20:49.500]   They needed him because he was black.
[01:20:49.500 --> 01:20:51.500]   Now, thankfully, I'm proud of him.
[01:20:51.500 --> 01:20:56.500]   He left, and he wants a team where he fits not because he's black but because he's good.
[01:20:56.500 --> 01:21:01.500]   So it's largely about appearance.
[01:21:01.500 --> 01:21:05.500]   Now, I'm not touching – today I'm tired of dealing with sensitive issues.
[01:21:05.500 --> 01:21:09.500]   I'm not touching any of that nonsense today about racial and diversity stuff.
[01:21:09.500 --> 01:21:12.500]   It's not my problem in the sense that it's not – I'm not running one of those companies.
[01:21:12.500 --> 01:21:13.500]   I don't have to deal with that.
[01:21:13.500 --> 01:21:17.500]   I do know that the independent people are changing that perspective.
[01:21:17.500 --> 01:21:23.500]   Most of the people that I know who are young financial advisors that are starting that don't look like what old financial advisors look like.
[01:21:23.500 --> 01:21:25.500]   But the business has a problem.
[01:21:25.500 --> 01:21:31.500]   My point is that they've got to market their appearance and they've got to make their change.
[01:21:31.500 --> 01:21:36.500]   Right or wrong, whatever you feel about that, it's all about the marketing.
[01:21:36.500 --> 01:21:38.500]   I could just get sick of it.
[01:21:38.500 --> 01:21:39.500]   I get sick of the lobbying.
[01:21:39.500 --> 01:21:47.500]   And more and more I'm convinced increasingly that we live in a – I don't know what to call it, a corporatocracy.
[01:21:47.500 --> 01:21:56.500]   You pick the term that you want, crony capitalism or fascism or whatever, but you see this everywhere throughout society and the financial industry is no different.
[01:21:56.500 --> 01:22:01.500]   And the financial industry has a lot of sleaze in it and the money attracts it.
[01:22:01.500 --> 01:22:12.500]   And so it's possible that I could go back to the financial industry in the future, but I'm convinced it would be very difficult for me to go back to some of the medium or large firms.
[01:22:12.500 --> 01:22:18.500]   Because the medium or large firms, they have to keep their corporate image and that's normal.
[01:22:18.500 --> 01:22:25.500]   And as an advisor with a medium or large firm, you are responsible to help your company keep a corporate image.
[01:22:25.500 --> 01:22:27.500]   You are an employee of the company.
[01:22:27.500 --> 01:22:31.500]   And so you have – you feel that pressure.
[01:22:31.500 --> 01:22:39.500]   And if you say one thing wrong or do one thing wrong, it's not just you who bears it.
[01:22:39.500 --> 01:22:40.500]   It's your firm who bears it.
[01:22:40.500 --> 01:22:45.500]   And in any large corporation, that firm, that firm culture is going to bring it to bear.
[01:22:45.500 --> 01:22:52.500]   So it is a valid ethical question to say if you have this feeling, how can you work in the financial advisor business?
[01:22:52.500 --> 01:23:06.500]   I've come to the conclusion that it would be very difficult for me to work with some of the larger firms because it's a lot – with many of the companies, it's largely about marketing their principles without actually standing on principles.
[01:23:06.500 --> 01:23:10.500]   And I came to the conclusion that the best way for me is to run my own firm.
[01:23:10.500 --> 01:23:14.500]   I think we're increasingly headed in the direction of decentralization.
[01:23:14.500 --> 01:23:22.500]   It's challenging in the investment space – excuse me, challenging in the insurance space especially because there's a certain scale that insurance companies need.
[01:23:22.500 --> 01:23:27.500]   And so it's more risky to buy insurance policies from a small insurance company.
[01:23:27.500 --> 01:23:35.500]   But with a larger company, as far as especially in the investment space and with an advisory space, we're moving in the direction of decentralization.
[01:23:35.500 --> 01:23:41.500]   It's a lot easier now to run a small independent firm than it ever was in the past.
[01:23:41.500 --> 01:23:50.500]   And I think ultimately that's going to be a win for clients because there are a small number of people out there who will search out people based upon their principles.
[01:23:50.500 --> 01:24:01.500]   And the ability for people to specialize with a specific subgroup of people who have certain principles no matter what they are is better than it ever was in the past.
[01:24:01.500 --> 01:24:13.500]   So I'm generally optimistic because whether or not you agree with me or whether you completely disagree with me, the great thing about the future is we have the opportunity for things to be competitive.
[01:24:13.500 --> 01:24:18.500]   Now, it's a rough transition. So don't expect it to be easy. But we do have an opportunity.
[01:24:18.500 --> 01:24:26.500]   Now, I do have some backup plans. So there are a few small local wealth management firms that I know of that I could work with.
[01:24:26.500 --> 01:24:35.500]   So if Radical Personal Finance were to fail and I were to decide to not run my own firm, I am attracted to some of the small local family offices.
[01:24:35.500 --> 01:24:40.500]   And then there are a few of the private trust companies that I would feel confident in working with.
[01:24:40.500 --> 01:24:49.500]   And I probably could go back and work with the Northwestern Mutual office that I used to work with. It's just because – I mean it's a great office.
[01:24:49.500 --> 01:25:04.500]   But I like the family office model. That to me really appeals to me because if you work in a family office as an investment manager, you get to do all kinds of interesting things for one family or for a multifamily office, one wealthy family and serve one family.
[01:25:04.500 --> 01:25:13.500]   So I like that and I'm in – not the capital of that, but I live in Palm Beach where – I live in West Palm Beach where we're right near that. It's a perfect place for that.
[01:25:13.500 --> 01:25:19.500]   But my burden is for the larger population and to do what I'm doing with the show, which is to teach people.
[01:25:19.500 --> 01:25:37.500]   But if this doesn't work, I'll go either run my own small firm where I can do things how I think they should be done or I'd go and join either a family office or one of the local trust companies that are very conservative and that have a specific perspective on what they do.
[01:25:37.500 --> 01:25:45.500]   Now as far as what my plans are, I'll cover more of this in future shows. I have a couple questions that will allow me to get into it.
[01:25:45.500 --> 01:25:49.500]   But I'll give you a quick answer. You said what investment categories are there that you need?
[01:25:49.500 --> 01:25:58.500]   So number one, the number one investment category that I first look to and I think we should all first look to is what are the actual physical needs of my family?
[01:25:58.500 --> 01:26:15.500]   So as an idea for this, not as a prescription but as an idea, as a mental way of thinking this through, think how can I reduce my dependence on the systems of the local economy as they pertain to finance?
[01:26:15.500 --> 01:26:25.500]   So think off-grid. When I say buy mango trees, I mean go buy mango trees or whatever the version is in your local area.
[01:26:25.500 --> 01:26:36.500]   Now, obviously, you're not going to invest $100,000 in the mango trees. So I mean it literally but I also mean it conceptually.
[01:26:36.500 --> 01:26:45.500]   So as a metaphor, is there something that you could do that will actually provide for your needs?
[01:26:45.500 --> 01:26:58.500]   And so I think about this a lot. Simple example, my house has terrible insulation. It's just horrible. I live in Florida where we need good insulation for the AC bills and my house is not designed to live without AC.
[01:26:58.500 --> 01:27:04.500]   So investing money into reducing my electric bill is a very important aspect of investment.
[01:27:04.500 --> 01:27:20.500]   Things like this we often don't consider to be investing in our current day and age. But I think if we apply that mindset, it can be a useful way to think.
[01:27:20.500 --> 01:27:30.500]   If the purpose of investing is to provide for our living needs, then we should look to see if we can provide for our living needs at a cheaper price than doing everything through the financial system.
[01:27:30.500 --> 01:27:41.500]   That's the point. Now, you have obviously challenges with amounts of money. Again, you're not buying $100,000 worth of mango trees.
[01:27:41.500 --> 01:27:52.500]   So the good news and the bad news about this is A, you don't need $100,000. So if you don't have $100,000, then we can just simply get by with less. A mango tree is $25.
[01:27:52.500 --> 01:28:03.500]   But you also get to the perspective of, conceptually, is there a way I can do something larger scale?
[01:28:03.500 --> 01:28:16.500]   So I live in a high-tax area. I feel like I need to be here. And so I can't go – I'm not going to go and move off-grid and move to the hills of Wyoming and set up an off-grid house even though I could.
[01:28:16.500 --> 01:28:25.500]   I don't feel like that's what I should be doing right now. I want to be here, and this is the community that I'm a part of, and I need to serve them even though it's expensive.
[01:28:25.500 --> 01:28:33.500]   So I can't go off-grid – using that again as a metaphor – I can't do that here in West Palm. It doesn't work very well.
[01:28:33.500 --> 01:28:38.500]   But I still think about it, and that's something where I can always focus on.
[01:28:38.500 --> 01:28:55.500]   The other problem with this is, of course, what if I have the money in my Roth IRA? I'm obviously not going to put solar panels inside of an LLC and then own that LLC inside of my IRA, although I'll have to think about that and run a self-directed Roth IRA that owns and leases out the solar panels on my roof.
[01:28:55.500 --> 01:29:02.500]   No, I'm not quite comfortable with that, although maybe some of you are, but that's just a night that comes to me off the top of my head.
[01:29:02.500 --> 01:29:10.500]   So for me, the investment category is, number one, the physical needs of my family; number two, privately owned business, and this is a big one.
[01:29:10.500 --> 01:29:20.500]   I don't want to retire. I don't have any desire to do nothing, but I do need independence and autonomy. I need control over my day.
[01:29:20.500 --> 01:29:30.500]   And so here private business does this for me. I don't see any benefit to working less. I think work is good for me.
[01:29:30.500 --> 01:29:38.500]   I do see the benefit of working flexibly, and so for some people that can happen in an employee situation.
[01:29:38.500 --> 01:29:50.500]   For me, it's important that it happen in a business perspective where I want to be the boss and I want to have something where I can come and go and deal with things as they come up on an hourly basis.
[01:29:50.500 --> 01:29:58.500]   This is why I've resisted saying I publish the show at 8 a.m. every day. I don't want to publish the show at 8 a.m. every day.
[01:29:58.500 --> 01:30:03.500]   And maybe that would have benefits, but it would require me and take away some of my flexibility.
[01:30:03.500 --> 01:30:14.500]   So business and private business has the opportunity to buy lifestyle at a far cheaper cost than buying it based upon external investment.
[01:30:14.500 --> 01:30:22.500]   It's easier to live a good lifestyle with your own business than not. Think of this from the perspective of a simple example of passive income.
[01:30:22.500 --> 01:30:35.500]   When I closed my firm with Northwestern Mutual, I had – what was it? I would say I had somewhere depending on the month, $3,000 to $4,000 of passive gross income into my practice.
[01:30:35.500 --> 01:30:42.500]   There were lots of people that had lots more and there were lots of people that had lots less. That was kind of median middle of the road.
[01:30:42.500 --> 01:30:55.500]   What it means is that was money where if I never brought in a new client or did anything, I had the ability to have that amount of money flow in the door, and that's money that could be spent.
[01:30:55.500 --> 01:31:03.500]   I was just at the point where my investment business was my major focus and that was going to be growing substantially.
[01:31:03.500 --> 01:31:11.500]   And so that number very easily could have gone from $3,000 to $4,000 a month to $7,000 to $8,000 a month with a couple of years of work.
[01:31:11.500 --> 01:31:19.500]   So let's just stick with what I actually did in about five to six years. Well, six years, right? So in the last year, I didn't work very much.
[01:31:19.500 --> 01:31:30.500]   Let's just simple – let's use $3,000 a month. You go out and you set up an insurance agency and you set up to where you have $3,000 a month of renewal commissions or investment business.
[01:31:30.500 --> 01:31:37.500]   This is why the investment business is so attractive. $3,000 a month, let's use a 4% rule. Multiply that times 300.
[01:31:37.500 --> 01:31:46.500]   And $900,000 of capital would be needed to provide that money. When I started, I was barely – didn't have much money and I was 23 years old.
[01:31:46.500 --> 01:32:02.500]   What's easier? To go out and from 23 to 29 build a financial planning practice that makes $3,000 of passive income or from 23 to 29 go and work and save $900,000 so that I can live off of $3,000?
[01:32:02.500 --> 01:32:10.500]   Building the business is easier. So it's exactly the same thing I'm doing with radical personal finance right now.
[01:32:10.500 --> 01:32:29.500]   What's easier? For me to go out and work and save $1 million or $900,000 to make $3,000 a month or to focus on creating a product, finding people who benefit from the product, marketing it effectively, learning what I need to learn and find $3,000 of income from my Patreon supporters?
[01:32:29.500 --> 01:32:36.500]   It's a lot faster of a habit. Now, this doesn't make – excuse me. It's a lot faster of an approach.
[01:32:36.500 --> 01:32:46.500]   Now, this doesn't make the idea of investing for income obsolete. Ultimately, at the end of the day, I'm still stuck doing a show every day.
[01:32:46.500 --> 01:33:05.500]   So I need in the process, once I get the $3,000 a month set up from Patreon and once I write something, write a book that I sell you or write a course or something like that or bring on an advertiser or whatever, once I get that set up, then I need to still be investing the surplus.
[01:33:05.500 --> 01:33:26.500]   Because ultimately, if I compare the trouble of maintaining the $3,000 a month from this business versus the trouble of having $3,000 a month from an S&P 500 index fund, which violates the whole concept of what we're talking about, it's a lot easier to do it with the business is my point.
[01:33:26.500 --> 01:33:44.500]   Now, I've got a bunch of business ideas, things that I'm interested in doing. Very few of them are based upon them being super lucrative. But all of them are being based upon things that I think should be done and things that I think would fit well into a lifestyle.
[01:33:45.500 --> 01:34:00.500]   So I mean, I won't go through all of them. But simple example, I'd like to run a beef ranch. I think we need more grass-fed cattle operations in Florida. And very few seem to be able to be doing it. But we have like the most brilliant place in the world to do grass-fed cattle.
[01:34:00.500 --> 01:34:18.500]   And I think that would be a lifestyle that I would enjoy. I like animals. I like driving around in a pickup truck in the fields and playing with cows. That's fun. I don't know if it would be fun for a long period of time. It might just be fun because it's kind of this romantic idea.
[01:34:18.500 --> 01:34:35.500]   But I had a client of mine who was a cattle farmer. I'd go up and spend time with him and his lifestyle appeals to me. Advantages and disadvantages of it. But something like that, I'd rather invest the money and run a grass-fed cattle operation because I can get multiple benefits from that.
[01:34:35.500 --> 01:34:51.500]   I can get a business that provides for my lifestyle. I can make money. And I can provide a service to the community. I can provide work to people who are discriminated against, who have trouble finding other work. I can provide opportunities for people to learn.
[01:34:51.500 --> 01:35:09.500]   So that's what most excites me is the ability to operate private businesses. And if I can learn and hone my business skill, which I don't currently have as much as I need, but if I can hone my management skill and get these things running more smoothly, then these businesses have multiple benefits.
[01:35:09.500 --> 01:35:33.500]   The final two things is just simply small local real estate investment. That can be a real benefit to me and that's one of the other things I'm considering. I believe I can overcome the things that aren't a good fit for my personality and I can get enough other benefit from buying rental houses locally that it's worth it.
[01:35:33.500 --> 01:35:53.500]   Now, I'm not ready to do it right now. And the reason I'm not ready to do it is because it takes too much time to run radical personal finance and I don't have this thing firing on all cylinders yet. So once I get this business firing on all cylinders and I feel like I can operate it with fewer hours per week, then that will open up the ability for me to go and focus on buying rental houses.
[01:35:53.500 --> 01:36:13.500]   The deal with rental houses is the ethics are much lower in the sense of the conflicts of interest between me and what Walmart decides to do with their corporation. I'm much more okay with dealing with it on a local scale with rental houses.
[01:36:13.500 --> 01:36:29.500]   Additionally, when I look at the benefits for my family and I look at the fact that I've got two little babies and one is preborn and the other is still just a baby, but I'm thinking about what do I do with a 15-year-old teenager?
[01:36:29.500 --> 01:36:45.500]   Well, I need something tangible where he and she can connect and have the opportunity to work and have the opportunity to learn lessons. And so when I look at the benefit of owning a rental house, it's going to require work and upkeep and things like that.
[01:36:45.500 --> 01:37:02.500]   Even though I don't love to do that, as a teaching mechanism, that can be super important, and I can teach them instead of here, buy a mutual fund. Not that the mutual fund isn't beneficial, but I can get multiple layers of benefits off of that that I can't get off of other things.
[01:37:02.500 --> 01:37:18.500]   Finally, the other investment category is individual stock investing, individual stock selection. I'm comfortable with doing this. It's not going to be my first thing. I've never done it as far as actively worked at it as an investor.
[01:37:18.500 --> 01:37:38.500]   I know enough to know the philosophy that I would use and the approach that I would use if I start doing this. My challenge is simply I don't have the personal makeup for me to – I don't have that burning desire that a lot of people have that makes them successful with trading or owning individual stocks.
[01:37:38.500 --> 01:37:54.500]   I'm not a trader. I don't want to sit around and watch to see what's happening with a trade. That's not me. Even though I think some people can do it, I don't want to do it. And since I don't want to do it, I'm doing the patootie-doff and I'm going to do a bad job with it.
[01:37:54.500 --> 01:38:12.500]   I would be – if I were to purchase stocks, I would be a – well, I'm not a trader. So that – I just – some people like it. I don't. I don't want to sit around and read and follow everything.
[01:38:12.500 --> 01:38:22.500]   I'd rather – a lot of things I'd rather do is my point, so I'm trying not to go into all of my personal opinions on stocks maybe another time.
[01:38:22.500 --> 01:38:38.500]   So that's what I got. It's going to take me time to work through and figure out exactly how to approach all these things. But at the moment, everything is so tenuous with radical personal finance where, again, it's not hitting on all cylinders yet, but it's not a failure.
[01:38:38.500 --> 01:38:52.500]   That I'm just buying time to wait and sometimes having time to wait is the biggest thing, which is why everything is sitting in cash. I've got ideas and plans and I'm working on my ideas and plans as quickly as I can.
[01:38:52.500 --> 01:39:06.500]   But I think I'm making a wise – I think I'm making wise, rational decisions and that's why I'm doing it. Time will tell. Time will tell if it's a good decision or not. I could either be kicking myself or be ecstatic with myself.
[01:39:06.500 --> 01:39:14.500]   But I'm no different than anyone else. I don't think we ever know what decisions we make, whether they're good or not, until time comes. We could feel confident about them.
[01:39:14.500 --> 01:39:32.500]   I've felt confident about some bad decisions and I've felt inconfident about some good decisions. So time will tell. It's nice of you to be interested. Hopefully, at least, hearing how I've been thinking through my situation is helpful to you in your own unique situation.
[01:39:32.500 --> 01:39:44.500]   It's been fun for me. Thank you so much for listening. I appreciate this. I love answering these questions. It's really fun. I've got a balance answering the questions with all of the other types of shows that I like to do.
[01:39:44.500 --> 01:39:56.500]   But it is nice that questions oftentimes allow me to talk about me, which is obviously gratifying and it's hard to talk about you sometimes. Anyway, I appreciate the interest.
[01:39:56.500 --> 01:40:10.500]   Thank you so much for your support. If any of you just finished, actually, the monthly patron Q&A on monthly live Google Hangout, finished with the patrons, I was in the middle of recording this show.
[01:40:10.500 --> 01:40:22.500]   My calendar flashed at me and I'd forgotten that I would… this show went on so much longer. I'd forgotten that I had it scheduled and I had to pause and scramble and go and answer and do the patron hangout.
[01:40:22.500 --> 01:40:28.500]   But that was awesome. I really enjoyed doing that. We had some good questions, had some good fun with the patrons.
[01:40:28.500 --> 01:40:44.500]   So if that's a benefit that you would like or if some of the other benefits hanging out in the Facebook scenario and the Facebook group with the regulars of the show, that's where I've been answering a lot of the questions about Episode 181 and where we had a lot of feedback and really great feedback.
[01:40:44.500 --> 01:40:53.500]   Thank you to those of you who are in that group. Go to RadicalPersonalFinance.com/patron and you will find all of the information on those options right there for you. Cheers, y'all.
[01:40:54.500 --> 01:41:07.500]   Thank you for listening to today's show. Please subscribe to the podcast with our free mobile app so you don't miss a single episode. Just search the app store on your device for Radical Personal Finance and you'll find our free app.
[01:41:07.500 --> 01:41:17.500]   If you have received value from the content of this show, please consider becoming a patron. Your financial support is how I pay the bills for the show and how I plan to grow our content.
[01:41:17.500 --> 01:41:26.500]   You can support the show with as little as a dollar a month or as much as you feel the content is worth. Details are at RadicalPersonalFinance.com/patron.
[01:41:26.500 --> 01:41:38.500]   If you'd like to contact me personally, my email address is Joshua@RadicalPersonalFinance.com or connect with the show on Twitter @RadicalPF and at Facebook.com/RadicalPersonalFinance.
[01:41:38.500 --> 01:41:51.500]   This show is intended to provide entertainment, education, and financial enlightenment, but your situation is unique and I cannot deliver any actionable advice without knowing anything about you.
[01:41:51.500 --> 01:42:08.500]   Please, develop a team of professional advisors who you find to be caring, competent, and trustworthy and consult them because they are the ones who can understand your specific needs, your specific goals, and provide specific answers to your questions.
[01:42:08.500 --> 01:42:14.500]   I've done my absolute best to be clear and accurate in today's show, but I'm one person and I make mistakes.
[01:42:14.500 --> 01:42:21.500]   If you spot a mistake in something I've said, please come by the show page and comment so we can all learn together.
[01:42:21.500 --> 01:42:23.500]   Until tomorrow, thanks for being here.
[01:42:23.500 --> 01:42:33.500]   With Kroger brand products from Ralphs, you can make all your favorite things this holiday season because Kroger brand's proven quality products come at exceptionally low prices.
[01:42:33.500 --> 01:42:38.500]   And with a money-back quality guarantee, every dish is sure to be a favorite.
[01:42:38.500 --> 01:42:41.500]   [Music]
[01:42:41.500 --> 01:42:48.500]   Whether you shop delivery, pickup, or in-store, Kroger brand has all your favorite things.
[01:42:48.500 --> 01:42:50.500]   Ralphs. Fresh for Everyone.
[01:42:50.500 --> 01:42:53.500]   [Music]

