
[00:00:00.040 --> 00:00:09.420]   caveat
[01:10:30.700 --> 01:10:30.700]   I would have my $30,000 and put it in my credit.
[01:10:30.700 --> 01:10:30.700]   I would have my $30,000 and put it in my credit.
[01:10:30.700 --> 01:10:30.700]   I would have my $30,000 and put it in my credit.
[01:10:30.700 --> 01:10:30.700]   I would have my $30,000 and put it in my credit.
[01:10:30.700 --> 01:10:30.700]   I would have my $30,000 and put it in my credit.
[01:10:30.700 --> 01:10:30.700]   I would have my $30,000 and put it in my credit.
[01:10:30.700 --> 01:10:30.700]   I would have my $30,000 and put it in my credit.
[01:10:30.700 --> 01:10:30.700]   I would have my $30,000 and put it in my credit.
[01:10:30.700 --> 01:10:30.700]   I would have my $30,000 and put it in my credit.
[01:10:30.700 --> 01:10:30.700]   I would have my $30,000 and put it in my credit.
[01:10:30.720 --> 01:11:00.720]   I would have my $30,000 and put it in my credit.
[01:11:00.720 --> 01:11:00.720]   I would have my $30,000 and put it in my credit.
[01:11:00.720 --> 01:11:00.720]   I would have my $30,000 and put it in my credit.
[01:11:00.720 --> 01:11:00.720]   I would have my $30,000 and put it in my credit.
[01:11:00.720 --> 01:11:00.720]   I would have my $30,000 and put it in my credit.
[01:11:00.720 --> 01:11:00.720]   I would have my $30,000 and put it in my credit.
[01:11:00.720 --> 01:11:00.720]   I would have my $30,000 and put it in my credit.
[01:11:00.720 --> 01:11:00.720]   I would have my $30,000 and put it in my credit.
[01:11:00.720 --> 01:11:00.720]   I would have my $30,000 and put it in my credit.
[01:11:00.720 --> 01:11:00.720]   I would have my $30,000 and put it in my credit.
[01:11:00.720 --> 01:11:00.720]   I would have my $30,000 and put it in my credit.
[01:11:00.720 --> 01:11:00.720]   I would have my $30,000 and put it in my credit.
[01:11:30.740 --> 01:11:30.740]   I would have my $30,000 and put it in my credit.
[01:11:30.740 --> 01:11:30.740]   I would have my $30,000 and put it in my credit.
[01:11:30.740 --> 01:11:30.740]   I would have my $30,000 and put it in my credit.
[01:11:30.740 --> 01:11:30.740]   I would have my $30,000 and put it in my credit.
[01:11:30.740 --> 01:11:30.740]   I would have my $30,000 and put it in my credit.
[01:11:30.740 --> 01:11:30.740]   I would have my $30,000 and put it in my credit.
[01:11:30.740 --> 01:11:30.740]   I would have my $30,000 and put it in my credit.
[01:11:30.740 --> 01:11:30.740]   I would have my $30,000 and put it in my credit.
[01:12:00.760 --> 01:12:00.760]   I would have my $30,000 and put it in my credit.
[01:12:00.760 --> 01:12:00.760]   I would have my $30,000 and put it in my credit.
[01:12:00.760 --> 01:12:00.760]   I would have my $30,000 and put it in my credit.
[01:12:00.760 --> 01:12:00.760]   I would have my $30,000 and put it in my credit.
[01:12:00.760 --> 01:12:00.760]   I would have my $30,000 and put it in my credit.
[01:12:00.760 --> 01:12:00.760]   I would have my $30,000 and put it in my credit.
[01:12:00.760 --> 01:12:00.760]   I would have my $30,000 and put it in my credit.
[01:12:00.760 --> 01:12:00.760]   I would have my $30,000 and put it in my credit.
[01:12:00.760 --> 01:12:30.780]   I would have my $30,000 and put it in my credit.
[01:12:30.780 --> 01:12:30.780]   I would have my $30,000 and put it in my credit.
[01:12:30.780 --> 01:12:30.780]   I would have my $30,000 and put it in my credit.
[01:12:30.780 --> 01:12:30.780]   I would have my $30,000 and put it in my credit.
[01:12:30.780 --> 01:12:30.780]   I would have my $30,000 and put it in my credit.
[01:12:30.780 --> 01:12:30.780]   I would have my $30,000 and put it in my credit.
[01:12:30.780 --> 01:12:30.780]   I would have my $30,000 and put it in my credit.
[01:12:30.780 --> 01:12:30.780]   I would have my $30,000 and put it in my credit.
[01:12:30.780 --> 01:12:30.780]   I would have my $30,000 and put it in my credit.
[01:12:30.780 --> 01:12:30.780]   I would have my $30,000 and put it in my credit.
[01:12:30.800 --> 01:13:00.800]   I would have my $30,000 and put it in my credit.
[01:13:00.800 --> 01:13:00.800]   I would have my $30,000 and put it in my credit.
[01:13:00.800 --> 01:13:00.800]   I would have my $30,000 and put it in my credit.
[01:13:00.800 --> 01:13:00.800]   I would have my $30,000 and put it in my credit.
[01:13:00.800 --> 01:13:00.800]   I would have my $30,000 and put it in my credit.
[01:13:00.800 --> 01:13:00.800]   I would have my $30,000 and put it in my credit.
[01:13:00.800 --> 01:13:00.800]   I would have my $30,000 and put it in my credit.
[01:13:00.800 --> 01:13:00.800]   I would have my $30,000 and put it in my credit.
[01:13:00.800 --> 01:13:00.800]   I would have my $30,000 and put it in my credit.
[01:13:00.800 --> 01:13:00.800]   I would have my $30,000 and put it in my credit.
[01:13:00.800 --> 01:13:00.800]   I would have my $30,000 and put it in my credit.
[01:13:00.800 --> 01:13:00.800]   I would have my $30,000 and put it in my credit.
[01:13:00.820 --> 01:13:30.820]   I would have my $30,000 and put it in my credit.
[01:13:30.820 --> 01:13:30.820]   I would have my $30,000 and put it in my credit.
[01:13:30.820 --> 01:13:30.820]   I would have my $30,000 and put it in my credit.
[01:13:30.820 --> 01:13:30.820]   I would have my $30,000 and put it in my credit.
[01:13:30.820 --> 01:13:30.820]   I would have my $30,000 and put it in my credit.
[01:13:30.820 --> 01:13:30.820]   I would have my $30,000 and put it in my credit.
[01:13:30.820 --> 01:13:30.820]   I would have my $30,000 and put it in my credit.
[01:13:30.820 --> 01:13:30.820]   I would have my $30,000 and put it in my credit.
[01:13:30.820 --> 01:13:30.820]   I would have my $30,000 and put it in my credit.
[01:13:30.840 --> 01:14:00.840]   I would have my $30,000 and put it in my credit.
[01:14:00.840 --> 01:14:00.840]   I would have my $30,000 and put it in my credit.
[01:14:00.840 --> 01:14:00.840]   I would have my $30,000 and put it in my credit.
[01:14:00.840 --> 01:14:00.840]   I would have my $30,000 and put it in my credit.
[01:14:00.840 --> 01:14:00.840]   I would have my $30,000 and put it in my credit.
[01:14:00.840 --> 01:14:00.840]   I would have my $30,000 and put it in my credit.
[01:14:00.840 --> 01:14:00.840]   I would have my $30,000 and put it in my credit.
[01:14:00.840 --> 01:14:00.840]   I would have my $30,000 and put it in my credit.
[01:14:00.840 --> 01:14:00.840]   I would have my $30,000 and put it in my credit.
[01:14:00.840 --> 01:14:00.840]   I would have my $30,000 and put it in my credit.
[01:14:00.860 --> 01:14:30.860]  , I would have my $30,000 and put it in my credit.
[01:14:30.860 --> 01:14:30.860]   I would have my $30,000 and put it in my credit.
[01:14:30.860 --> 01:14:30.860]   I would have my $30,000 and put it in my credit.
[01:14:30.860 --> 01:14:30.860]   I would have my $30,000 and put it in my credit.
[01:14:30.860 --> 01:14:30.860]   I would have my $30,000 and put it in my credit.
[01:14:30.860 --> 01:14:30.860]   I would have my $30,000 and put it in my credit.
[01:14:30.860 --> 01:14:30.860]   I would have my $30,000 and put it in my credit.
[01:14:30.860 --> 01:14:30.860]   I would have my $30,000 and put it in my credit.
[01:14:30.860 --> 01:15:00.880]   I would have my $30,000 and put it in my credit.
[01:15:00.880 --> 01:15:00.880]   I would have my $30,000 and put it in my credit.
[01:15:00.880 --> 01:15:00.880]   I would have my $30,000 and put it in my credit.
[01:15:00.880 --> 01:15:00.880]   I would have my $30,000 and put it in my credit.
[01:15:00.880 --> 01:15:00.880]   I would have my $30,000 and put it in my credit.
[01:15:00.880 --> 01:15:00.880]   I would have my $30,000 and put it in my credit.
[01:15:00.880 --> 01:15:00.880]   I would have my $30,000 and put it in my credit.
[01:15:00.880 --> 01:15:00.880]   I would have my $30,000 and put it in my credit.
[01:15:00.880 --> 01:15:00.880]   I would have my $30,000 and put it in my credit.
[01:15:00.880 --> 01:15:00.880]   I would have my $30,000 and put it in my credit.
[01:15:00.900 --> 01:15:30.900]   I would have my $30,000 and put it in my credit.
[01:15:30.900 --> 01:15:30.900]   I would have my $30,000 and put it in my credit.
[01:15:30.900 --> 01:15:30.900]   I would have my $30,000 and put it in my credit.
[01:15:30.900 --> 01:15:30.900]   I would have my $30,000 and put it in my credit.
[01:15:30.900 --> 01:15:30.900]   I would have my $30,000 and put it in my credit.
[01:15:30.900 --> 01:15:30.900]   I would have my $30,000 and put it in my credit.
[01:15:30.900 --> 01:15:30.900]   I would have my $30,000 and put it in my credit.
[01:15:30.900 --> 01:15:30.900]   I would have my $30,000 and put it in my credit.
[01:15:30.900 --> 01:15:30.900]   I would have my $30,000 and put it in my credit.
[01:15:30.900 --> 01:15:30.900]   I would have my $30,000 and put it in my credit.
[01:15:30.900 --> 01:15:30.900]   I would have my $30,000 and put it in my credit.
[01:15:30.900 --> 01:15:30.900]   I would have my $30,000 and put it in my credit.
[01:15:30.900 --> 01:16:00.920]  , and put it in my credit.
[01:16:00.920 --> 01:16:00.920]   I would have my $30,000 and put it in my credit.
[01:16:00.920 --> 01:16:00.920]   I would have my $30,000 and put it in my credit.
[01:16:00.920 --> 01:16:00.920]   I would have my $30,000 and put it in my credit.
[01:16:00.920 --> 01:16:00.920]   I would have my $30,000 and put it in my credit.
[01:16:00.920 --> 01:16:00.920]   I would have my $30,000 and put it in my credit.
[01:16:00.920 --> 01:16:00.920]   I would have my $30,000 and put it in my credit.
[01:16:00.920 --> 01:16:00.920]   I would have my $30,000 and put it in my credit.
[01:16:00.920 --> 01:16:00.920]   I would have my $30,000 and put it in my credit.
[01:16:00.920 --> 01:16:00.920]   I would have my $30,000 and put it in my credit.
[01:16:00.940 --> 01:16:30.940]   I would have my $30,000 and put it in my credit.
[01:16:30.940 --> 01:16:30.940]   I would have my $30,000 and put it in my credit.
[01:16:30.940 --> 01:16:30.940]   I would have my $30,000 and put it in my credit.
[01:16:30.940 --> 01:16:30.940]   I would have my $30,000 and put it in my credit.
[01:16:30.940 --> 01:16:30.940]   I would have my $30,000 and put it in my credit.
[01:16:30.940 --> 01:16:30.940]   I would have my $30,000 and put it in my credit.
[01:16:30.940 --> 01:16:30.940]   I would have my $30,000 and put it in my credit.
[01:16:30.940 --> 01:16:30.940]   I would have my $30,000 and put it in my credit.
[01:16:30.940 --> 01:16:30.940]   I would have my $30,000 and put it in my credit.
[01:16:30.940 --> 01:16:30.940]   I would have my $30,000 and put it in my credit.
[01:16:30.940 --> 01:16:30.940]   I would have my $30,000 and put it in my credit.
[01:16:30.940 --> 01:16:30.940]   I would have my $30,000 and put it in my credit.
[01:16:30.980 --> 01:17:00.960]   I would have my $30,000 and put it in my credit.
[01:17:00.960 --> 01:17:00.960]   I would have my $30,000 and put it in my credit.
[01:17:00.960 --> 01:17:00.960]   I would have my $30,000 and put it in my credit.
[01:17:00.960 --> 01:17:00.960]   I would have my $30,000 and put it in my credit.
[01:17:00.960 --> 01:17:00.960]   I would have my $30,000 and put it in my credit.
[01:17:00.960 --> 01:17:00.960]   I would have my $30,000 and put it in my credit.
[01:17:00.960 --> 01:17:00.960]   I would have my $30,000 and put it in my credit.
[01:17:00.960 --> 01:17:00.960]   I would have my $30,000 and put it in my credit.
[01:17:00.980 --> 01:17:30.980]   I would have my $30,000 and put it in my credit.
[01:17:30.980 --> 01:17:30.980]   I would have my $30,000 and put it in my credit.
[01:17:30.980 --> 01:17:30.980]   I would have my $30,000 and put it in my credit.
[01:17:30.980 --> 01:17:30.980]   I would have my $30,000 and put it in my credit.
[01:17:30.980 --> 01:17:30.980]   I would have my $30,000 and put it in my credit.
[01:17:30.980 --> 01:17:30.980]   I would have my $30,000 and put it in my credit.
[01:17:30.980 --> 01:17:30.980]   I would have my $30,000 and put it in my credit.
[01:17:30.980 --> 01:17:30.980]   I would have my $30,000 and put it in my credit.
[01:17:30.980 --> 01:17:30.980]   I would have my $30,000 and put it in my credit.
[01:17:30.980 --> 01:17:30.980]   I would have my $30,000 and put it in my credit.
[01:17:30.980 --> 01:17:30.980]   I would have my $30,000 and put it in my credit.
[01:17:30.980 --> 01:17:30.980]   I would have my $30,000 and put it in my credit.
[01:17:31.000 --> 01:18:01.000]   I would have my $30,000 and put it in my credit.
[01:18:01.000 --> 01:18:01.000]   I would have my $30,000 and put it in my credit.
[01:18:01.000 --> 01:18:01.000]   I would have my $30,000 and put it in my credit.
[01:18:01.000 --> 01:18:01.000]   I would have my $30,000 and put it in my credit.
[01:18:01.000 --> 01:18:01.000]   I would have my $30,000 and put it in my credit.
[01:18:01.000 --> 01:18:01.000]   I would have my $30,000 and put it in my credit.
[01:18:01.000 --> 01:18:01.000]   I would have my $30,000 and put it in my credit.
[01:18:01.000 --> 01:18:01.000]   I would have my $30,000 and put it in my credit.
[01:18:01.000 --> 01:18:01.000]   I would have my $30,000 and put it in my credit.
[01:18:01.000 --> 01:18:01.000]   I would have my $30,000 and put it in my credit.
[01:18:01.040 --> 01:18:31.020]   I would have my $30,000 and put it in my credit.
[01:18:31.020 --> 01:18:31.020]   I would have my $30,000 and put it in my credit.
[01:18:31.020 --> 01:18:31.020]   I would have my $30,000 and put it in my credit.
[01:18:31.020 --> 01:18:31.020]   I would have my $30,000 and put it in my credit.
[01:18:31.020 --> 01:18:31.020]   I would have my $30,000 and put it in my credit.
[01:18:31.020 --> 01:18:31.020]   I would have my $30,000 and put it in my credit.
[01:18:31.020 --> 01:18:31.020]   I would have my $30,000 and put it in my credit.
[01:18:31.020 --> 01:18:31.020]   I would have my $30,000 and put it in my credit.
[01:18:31.020 --> 01:18:31.020]   I would have my $30,000 and put it in my credit.
[01:18:31.020 --> 01:18:31.020]   I would have my $30,000 and put it in my credit.
[01:18:31.040 --> 01:19:01.040]   I would have my $30,000 and put it in my credit.
[01:19:01.040 --> 01:19:01.040]   I would have my $30,000 and put it in my credit.
[01:19:01.040 --> 01:19:01.040]   I would have my $30,000 and put it in my credit.
[01:19:01.040 --> 01:19:01.040]   I would have my $30,000 and put it in my credit.
[01:19:01.040 --> 01:19:01.040]   I would have my $30,000 and put it in my credit.
[01:19:01.040 --> 01:19:01.040]   I would have my $30,000 and put it in my credit.
[01:19:01.040 --> 01:19:01.040]   I would have my $30,000 and put it in my credit.
[01:19:01.040 --> 01:19:01.040]   I would have my $30,000 and put it in my credit.
[01:19:01.040 --> 01:19:01.040]   I would have my $30,000 and put it in my credit.
[01:19:01.040 --> 01:19:01.040]   I would have my $30,000 and put it in my credit.
[01:19:01.040 --> 01:19:01.040]   I would have my $30,000 and put it in my credit.
[01:19:01.040 --> 01:19:01.040]   I would have my $30,000 and put it in my credit.
[01:19:01.060 --> 01:19:31.060]   I would have my $30,000 and put it in my credit.
[01:19:31.060 --> 01:19:31.060]   I would have my $30,000 and put it in my credit.
[01:19:31.060 --> 01:19:31.060]   I would have my $30,000 and put it in my credit.
[01:19:31.060 --> 01:19:31.060]   I would have my $30,000 and put it in my credit.
[01:19:31.060 --> 01:19:31.060]   I would have my $30,000 and put it in my credit.
[01:19:31.060 --> 01:19:31.060]   I would have my $30,000 and put it in my credit.
[01:19:31.060 --> 01:19:31.060]   I would have my $30,000 and put it in my credit.
[01:19:31.060 --> 01:19:31.060]   I would have my $30,000 and put it in my credit.
[01:19:31.060 --> 01:19:31.060]   I would have my $30,000 and put it in my credit.
[01:19:31.060 --> 01:19:31.060]   I would have my $30,000 and put it in my credit.
[01:19:31.060 --> 01:19:31.060]   I would have my $30,000 and put it in my credit. I would have my $30,000 and put it in my credit.
[01:19:31.060 --> 01:20:01.080]   I would have my $30,000 and put it in my credit.
[01:20:01.080 --> 01:20:01.080]   I would have my $30,000 and put it in my credit.
[01:20:01.080 --> 01:20:01.080]   I would have my $30,000 and put it in my credit.
[01:20:01.080 --> 01:20:01.080]   I would have my $30,000 and put it in my credit.
[01:20:01.080 --> 01:20:01.080]   I would have my $30,000 and put it in my credit.
[01:20:01.080 --> 01:20:01.080]   I would have my $30,000 and put it in my credit.
[01:20:01.080 --> 01:20:01.080]   I would have my $30,000 and put it in my credit.
[01:20:01.080 --> 01:20:01.080]   I would have my $30,000 and put it in my credit.
[01:20:01.080 --> 01:20:01.080]   I would have my $30,000 and put it in my credit.
[01:20:01.100 --> 01:20:31.100]   I would have my $30,000 and put it in my credit.
[01:20:31.100 --> 01:20:31.100]   I would have my $30,000 and put it in my credit.
[01:20:31.100 --> 01:20:31.100]   I would have my $30,000 and put it in my credit.
[01:20:31.100 --> 01:20:31.100]   I would have my $30,000 and put it in my credit.
[01:20:31.100 --> 01:20:31.100]   I would have my $30,000 and put it in my credit.
[01:20:31.100 --> 01:20:31.100]   I would have my $30,000 and put it in my credit.
[01:20:31.100 --> 01:20:31.100]   I would have my $30,000 and put it in my credit.
[01:20:31.100 --> 01:20:31.100]   I would have my $30,000 and put it in my credit.
[01:20:31.100 --> 01:20:31.100]   I would have my $30,000 and put it in my credit.
[01:20:31.100 --> 01:20:31.100]   I would have my $30,000 and put it in my credit.
[01:20:31.100 --> 01:20:31.100]   I would have my $30,000 and put it in my credit.
[01:20:31.100 --> 01:20:31.100]   I would have my $30,000 and put it in my credit.
[01:20:31.100 --> 01:21:01.120]   I would have my $30,000 and put it in my credit.
[01:21:01.120 --> 01:21:01.120]   I would have my $30,000 and put it in my credit.
[01:21:01.120 --> 01:21:01.120]   I would have my $30,000 and put it in my credit.
[01:21:01.120 --> 01:21:01.120]   I would have my $30,000 and put it in my credit.
[01:21:01.120 --> 01:21:01.120]   I would have my $30,000 and put it in my credit.
[01:21:01.120 --> 01:21:01.120]   I would have my $30,000 and put it in my credit.
[01:21:01.120 --> 01:21:01.120]   I would have my $30,000 and put it in my credit.
[01:21:01.140 --> 01:21:31.140]   I would have my $30,000 and put it in my credit.
[01:21:31.140 --> 01:21:31.140]   I would have my $30,000 and put it in my credit.
[01:21:31.140 --> 01:21:31.140]   I would have my $30,000 and put it in my credit.
[01:21:31.140 --> 01:21:31.140]   I would have my $30,000 and put it in my credit.
[01:21:31.140 --> 01:21:31.140]   I would have my $30,000 and put it in my credit.
[01:21:31.140 --> 01:21:31.140]   I would have my $30,000 and put it in my credit.
[01:21:31.140 --> 01:21:31.140]   I would have my $30,000 and put it in my credit.
[01:21:31.140 --> 01:21:31.140]   I would have my $30,000 and put it in my credit.
[01:21:31.140 --> 01:21:31.140]   I would have my $30,000 and put it in my credit.
[01:21:31.140 --> 01:21:31.140]   I would have my $30,000 and put it in my credit.
[01:21:31.140 --> 01:21:31.140]   I would have my $30,000 and put it in my credit.
[01:21:31.140 --> 01:21:31.140]   I would have my $30,000 and put it in my credit.
[01:21:31.140 --> 01:22:01.160]   I would have my $30,000 and put it in my credit.
[01:22:01.160 --> 01:22:01.160]   I would have my $30,000 and put it in my credit.
[01:22:01.160 --> 01:22:01.160]   I would have my $30,000 and put it in my credit.
[01:22:01.160 --> 01:22:01.160]   I would have my $30,000 and put it in my credit.
[01:22:01.160 --> 01:22:01.160]   I would have my $30,000 and put it in my credit.
[01:22:01.160 --> 01:22:01.160]   I would have my $30,000 and put it in my credit.
[01:22:01.160 --> 01:22:01.160]   I would have my $30,000 and put it in my credit.
[01:22:01.160 --> 01:22:01.160]   I would have my $30,000 and put it in my credit.
[01:22:01.160 --> 01:22:01.160]   I would have my $30,000 and put it in my credit.
[01:22:01.180 --> 01:22:31.180]   I would have my $30,000 and put it in my credit.
[01:22:31.180 --> 01:22:31.180]   I would have my $30,000 and put it in my credit.
[01:22:31.180 --> 01:22:31.180]   I would have my $30,000 and put it in my credit.
[01:22:31.180 --> 01:22:31.180]   I would have my $30,000 and put it in my credit.
[01:22:31.180 --> 01:22:31.180]   I would have my $30,000 and put it in my credit.
[01:22:31.180 --> 01:22:31.180]   I would have my $30,000 and put it in my credit.
[01:22:31.180 --> 01:22:31.180]   I would have my $30,000 and put it in my credit.
[01:22:31.180 --> 01:22:31.180]   I would have my $30,000 and put it in my credit.
[01:22:31.180 --> 01:22:31.180]   I would have my $30,000 and put it in my credit.
[01:22:31.180 --> 01:22:31.180]   I would have my $30,000 and put it in my credit.
[01:22:31.180 --> 01:22:31.180]   I would have my $30,000 and put it in my credit.
[01:22:31.180 --> 01:22:31.180]   I would have my $30,000 and put it in my credit.
[01:22:31.180 --> 01:23:01.200]   I would have my $30,000 and put it in my credit.
[01:23:01.200 --> 01:23:01.200]   I would have my $30,000 and put it in my credit.
[01:23:01.200 --> 01:23:01.200]   I would have my $30,000 and put it in my credit.
[01:23:01.200 --> 01:23:01.200]   I would have my $30,000 and put it in my credit.
[01:23:01.200 --> 01:23:01.200]   I would have my $30,000 and put it in my credit.
[01:23:01.200 --> 01:23:01.200]   I would have my $30,000 and put it in my credit.
[01:23:01.200 --> 01:23:01.200]   I would have my $30,000 and put it in my credit.
[01:23:01.200 --> 01:23:01.200]   I would have my $30,000 and put it in my credit.
[01:23:01.200 --> 01:23:01.200]   I would have my $30,000 and put it in my credit.
[01:23:01.220 --> 01:23:31.220]   I would have my $30,000 and put it in my credit.
[01:23:31.220 --> 01:23:31.220]   I would have my $30,000 and put it in my credit.
[01:23:31.220 --> 01:23:31.220]   I would have my $30,000 and put it in my credit.
[01:23:31.220 --> 01:23:31.220]   I would have my $30,000 and put it in my credit.
[01:23:31.220 --> 01:23:31.220]   I would have my $30,000 and put it in my credit.
[01:23:31.220 --> 01:23:31.220]   I would have my $30,000 and put it in my credit.
[01:23:31.220 --> 01:23:31.220]   I would have my $30,000 and put it in my credit.
[01:23:31.220 --> 01:23:31.220]   I would have my $30,000 and put it in my credit.
[01:23:31.220 --> 01:23:31.220]   I would have my $30,000 and put it in my credit.
[01:23:31.220 --> 01:23:31.220]   I would have my $30,000 and put it in my credit.
[01:23:31.220 --> 01:23:31.220]   I would have my $30,000 and put it in my credit.
[01:23:31.220 --> 01:23:31.220]   I would have my $30,000 and put it in my credit.
[01:23:31.260 --> 01:24:01.240]   I would have my $30,000 and put it in my credit.
[01:24:01.240 --> 01:24:01.240]   I would have my $30,000 and put it in my credit.
[01:24:01.240 --> 01:24:01.240]   I would have my $30,000 and put it in my credit.
[01:24:01.240 --> 01:24:01.240]   I would have my $30,000 and put it in my credit.
[01:24:01.240 --> 01:24:01.240]   I would have my $30,000 and put it in my credit.
[01:24:01.240 --> 01:24:01.240]   I would have my $30,000 and put it in my credit.
[01:24:01.240 --> 01:24:01.240]   I would have my $30,000 and put it in my credit.
[01:24:01.240 --> 01:24:01.240]   I would have my $30,000 and put it in my credit.
[01:24:01.240 --> 01:24:01.240]   I would have my $30,000 and put it in my credit.
[01:24:01.260 --> 01:24:31.260]   I would have my $30,000 and put it in my credit.
[01:24:31.260 --> 01:24:31.260]   I would have my $30,000 and put it in my credit.
[01:24:31.260 --> 01:24:31.260]   I would have my $30,000 and put it in my credit.
[01:24:31.260 --> 01:24:31.260]   I would have my $30,000 and put it in my credit.
[01:24:31.260 --> 01:24:31.260]   I would have my $30,000 and put it in my credit.
[01:24:31.260 --> 01:24:31.260]   I would have my $30,000 and put it in my credit.
[01:24:31.260 --> 01:24:31.260]   I would have my $30,000 and put it in my credit.
[01:24:31.260 --> 01:24:31.260]   I would have my $30,000 and put it in my credit.
[01:24:31.260 --> 01:24:31.260]   I would have my $30,000 and put it in my credit.
[01:24:31.260 --> 01:24:31.260]   I would have my $30,000 and put it in my credit.
[01:24:31.260 --> 01:24:31.260]   I would have my $30,000 and put it in my credit.
[01:24:31.260 --> 01:24:31.260]   I would have my $30,000 and put it in my credit.
[01:24:31.280 --> 01:25:01.280]  , I would have my $30,000 and put it in my credit.
[01:25:01.280 --> 01:25:01.280]   I would have my $30,000 and put it in my credit.
[01:25:01.280 --> 01:25:01.280]   I would have my $30,000 and put it in my credit.
[01:25:01.280 --> 01:25:01.280]   I would have my $30,000 and put it in my credit.
[01:25:01.280 --> 01:25:01.280]   I would have my $30,000 and put it in my credit.
[01:25:01.280 --> 01:25:01.280]   I would have my $30,000 and put it in my credit.
[01:25:01.280 --> 01:25:01.280]   I would have my $30,000 and put it in my credit.
[01:25:01.280 --> 01:25:01.280]   I would have my $30,000 and put it in my credit.
[01:25:01.280 --> 01:25:01.280]   I would have my $30,000 and put it in my credit.
[01:25:01.300 --> 01:25:31.300]   I would have my $30,000 and put it in my credit.
[01:25:31.300 --> 01:25:31.300]   I would have my $30,000 and put it in my credit.
[01:25:31.300 --> 01:25:31.300]   I would have my $30,000 and put it in my credit.
[01:25:31.300 --> 01:25:31.300]   I would have my $30,000 and put it in my credit.
[01:25:31.300 --> 01:25:31.300]   I would have my $30,000 and put it in my credit.
[01:25:31.300 --> 01:25:31.300]   I would have my $30,000 and put it in my credit.
[01:25:31.300 --> 01:25:31.300]   I would have my $30,000 and put it in my credit.
[01:25:31.300 --> 01:26:01.320]   I would have my $30,000 and put it in my credit.
[01:26:01.320 --> 01:26:01.320]   I would have my $30,000 and put it in my credit.
[01:26:01.320 --> 01:26:01.320]   I would have my $30,000 and put it in my credit.
[01:26:01.320 --> 01:26:01.320]   I would have my $30,000 and put it in my credit.
[01:26:01.320 --> 01:26:01.320]   I would have my $30,000 and put it in my credit.
[01:26:01.320 --> 01:26:01.320]   I would have my $30,000 and put it in my credit.
[01:26:01.320 --> 01:26:01.320]   I would have my $30,000 and put it in my credit.
[01:26:01.320 --> 01:26:01.320]   I would have my $30,000 and put it in my credit.
[01:26:01.320 --> 01:26:01.320]   I would have my $30,000 and put it in my credit.
[01:26:01.320 --> 01:26:01.320]   I would have my $30,000 and put it in my credit.
[01:26:01.320 --> 01:26:01.320]   I would have my $30,000 and put it in my credit.
[01:26:01.320 --> 01:26:01.320]   I would have my $30,000 and put it in my credit. I would have my $30,000 and put it in my credit.
[01:26:01.340 --> 01:26:31.340]   I would have my $30,000 and put it in my credit.
[01:26:31.340 --> 01:26:31.340]   I would have my $30,000 and put it in my credit.
[01:26:31.340 --> 01:26:31.340]   I would have my $30,000 and put it in my credit.
[01:26:31.340 --> 01:26:31.340]   I would have my $30,000 and put it in my credit.
[01:26:31.340 --> 01:26:31.340]   I would have my $30,000 and put it in my credit.
[01:26:31.340 --> 01:26:31.340]   I would have my $30,000 and put it in my credit.
[01:26:31.340 --> 01:26:31.340]   I would have my $30,000 and put it in my credit.
[01:26:31.340 --> 01:26:31.340]   I would have my $30,000 and put it in my credit.
[01:26:31.340 --> 01:26:31.340]   I would have my $30,000 and put it in my credit.
[01:26:31.340 --> 01:26:31.340]   I would have my $30,000 and put it in my credit.
[01:26:31.340 --> 01:26:31.340]   I would have my $30,000 and put it in my credit.
[01:26:31.340 --> 01:26:31.340]   I would have my $30,000 and put it in my credit.
[01:26:31.360 --> 01:27:01.360]   I would have my $30,000 and put it in my credit.
[01:27:01.360 --> 01:27:01.360]   I would have my $30,000 and put it in my credit.
[01:27:01.360 --> 01:27:01.360]   I would have my $30,000 and put it in my credit.
[01:27:01.360 --> 01:27:01.360]   I would have my $30,000 and put it in my credit.
[01:27:01.360 --> 01:27:01.360]   I would have my $30,000 and put it in my credit.
[01:27:01.360 --> 01:27:01.360]   I would have my $30,000 and put it in my credit.
[01:27:01.360 --> 01:27:01.360]   I would have my $30,000 and put it in my credit.
[01:27:01.360 --> 01:27:01.360]   I would have my $30,000 and put it in my credit.
[01:27:01.360 --> 01:27:01.360]   I would have my $30,000 and put it in my credit.
[01:27:01.360 --> 01:27:01.360]   I would have my $30,000 and put it in my credit.
[01:27:01.400 --> 01:27:31.380]   I would have my $30,000 and put it in my credit.
[01:27:31.380 --> 01:27:31.380]   I would have my $30,000 and put it in my credit.
[01:27:31.380 --> 01:27:31.380]   I would have my $30,000 and put it in my credit.
[01:27:31.380 --> 01:27:31.380]   I would have my $30,000 and put it in my credit.
[01:27:31.380 --> 01:27:31.380]   I would have my $30,000 and put it in my credit.
[01:27:31.380 --> 01:27:31.380]   I would have my $30,000 and put it in my credit.
[01:27:31.380 --> 01:27:31.380]   I would have my $30,000 and put it in my credit.
[01:27:31.380 --> 01:27:31.380]   I would have my $30,000 and put it in my credit.
[01:27:31.400 --> 01:28:01.400]   I would have my $30,000 and put it in my credit.
[01:28:01.400 --> 01:28:01.400]   I would have my $30,000 and put it in my credit.
