
[00:00:00.040 --> 00:00:09.520]   Exodus
[01:15:12.040 --> 01:15:21.240]   Sa
[01:15:21.240 --> 01:15:23.480]   owe
[01:15:23.480 --> 01:15:40.900]   I I detail - provide, ,,,,,,. th instrument
[01:15:41.120 --> 01:15:52.860]   gan
[01:15:52.860 --> 01:15:55.060]   individ bad. We,,, even find guess plac through
[01:15:55.060 --> 01:16:10.240]   recognise
[01:16:10.980 --> 01:16:40.800]   ado. I found they did not try to requisition a whole drum, probably because it weighs 500 plus pounds. Five gallon jugs, on the other hand, when carried in the pickup truck bed, were easy to requisition. They are a nice handy size. It was not done in a threatening manner, but it was clear that you had no choice in the matter. You could be a street attorney and protest, and they would give you problems and take all your fuel, or you could be a good citizen and give them two or three years of imprisonment.
[01:16:40.800 --> 01:16:40.800]   The
[01:16:40.820 --> 01:17:10.660]   of the
[01:17:10.660 --> 01:17:10.820]   fuel
[01:17:10.820 --> 01:17:10.820]   I
[01:17:10.820 --> 01:17:10.820]   did not
[01:17:10.820 --> 01:17:10.820]   give
[01:17:10.820 --> 01:17:10.820]   up the
[01:17:10.820 --> 01:17:10.820]   fuel too easily, but I did not want any trouble from the law enforcement officers. I knew what happened to troublemakers. If I had made a stink about it, I probably could have kept the
[01:17:10.820 --> 01:17:10.820]   fuel too easily, but I did not want any trouble from the law enforcement officers. I knew what happened to troublemakers. If I had made a stink about it, I probably could have kept the
[01:17:10.820 --> 01:17:10.820]   fuel too easily, but I did not want any trouble from the law enforcement officers. I knew what happened to troublemakers. If I had made a stink about it, I probably could have kept the
[01:17:10.820 --> 01:17:10.820]   trouble makers. If I had made a stink about it, I probably could have kept the
[01:17:10.820 --> 01:17:10.820]   trouble makers. If I had made a stink about it, I probably could have kept the
[01:17:10.860 --> 01:17:39.680]   didnt
[01:19:36.020 --> 01:19:37.000]   I hope this has been useful to you. So go out and prepare accordingly.
[01:19:37.000 --> 01:19:37.000]   I hope this has been useful to you. So go out and prepare accordingly.
[01:19:37.000 --> 01:19:37.000]   I hope this has been useful to you. So go out and prepare accordingly.
[01:19:37.000 --> 01:19:37.000]   I hope this has been useful to you. So go out and prepare accordingly.
[01:19:37.000 --> 01:19:37.000]   I hope this has been useful to you. So go out and prepare accordingly.
[01:19:37.000 --> 01:19:37.000]   I hope this has been useful to you. So go out and prepare accordingly.
[01:19:37.000 --> 01:19:37.000]   I hope this has been useful to you. So go out and prepare accordingly.
[01:19:37.000 --> 01:19:37.000]   I hope this has been useful to you. So go out and prepare accordingly.
[01:19:37.000 --> 01:19:37.000]   I hope this has been useful to you. So go out and prepare accordingly.
[01:19:37.000 --> 01:19:37.000]   I hope this has been useful to you. So go out and prepare accordingly.
[01:19:37.000 --> 01:19:37.000]   I hope this has been useful to you. So go out and prepare accordingly.
[01:19:37.000 --> 01:19:37.000]   I hope this has been useful to you. So go out and prepare accordingly.

