
[00:00:00.040 --> 00:00:09.580]   caregiver
[00:56:10.440 --> 00:56:10.440]   The United States is ruled by a sinful people, then we must submit to it and,
[00:56:10.440 --> 00:56:10.440]   The United States is ruled by a sinful people, then we must submit to it and,
[00:56:10.440 --> 00:56:10.440]   The United States is ruled by a sinful people, then we must submit to it and,
[00:56:10.440 --> 00:56:10.440]   The United States is ruled by a sinful people, then we must submit to it and,
[00:56:10.440 --> 00:56:10.440]   The United States is ruled by a sinful people, then we must submit to it and,
[00:56:10.440 --> 00:56:10.440]   The United States is ruled by a sinful people, then we must submit to it and,
[00:56:10.440 --> 00:56:10.440]   The United States is ruled by a sinful people, then we must submit to it and,
[00:56:10.460 --> 00:56:40.460]   The United States is ruled by a sinful people, then we must submit to it and,
[00:56:40.460 --> 00:56:40.460]   The United States is ruled by a sinful people, then we must submit to it and,
[00:56:40.460 --> 00:56:40.460]   The United States is ruled by a sinful people, then we must submit to it and,
[00:56:40.460 --> 00:56:40.460]   The United States is ruled by a sinful people, then we must submit to it and,
[00:56:40.460 --> 00:56:40.460]   The United States is ruled by a sinful people, then we must submit to it and,
[00:56:40.460 --> 00:56:40.460]   The United States is ruled by a sinful people, then we must submit to it and,
[00:56:40.460 --> 00:56:40.460]   The United States is ruled by a sinful people, then we must submit to it and,
[00:56:40.460 --> 00:56:40.460]   The United States is ruled by a sinful people, then we must submit to it and,
[00:56:40.460 --> 00:56:40.460]   The United States is ruled by a sinful people, then we must submit to it and,
[00:56:40.460 --> 00:56:40.460]   The United States is ruled by a sinful people, then we must submit to it and,
[00:56:40.460 --> 00:57:10.480]   The United States is ruled by a sinful people, then we must submit to it and,
[00:57:10.480 --> 00:57:10.480]   The United States is ruled by a sinful people, then we must submit to it and,
[00:57:10.480 --> 00:57:10.480]   The United States is ruled by a sinful people, then we must submit to it and,
[00:57:10.480 --> 00:57:10.480]   The United States is ruled by a sinful people, then we must submit to it and,
[00:57:10.480 --> 00:57:10.480]   The United States is ruled by a sinful people, then we must submit to it and,
[00:57:10.480 --> 00:57:10.480]   The United States is ruled by a sinful people, then we must submit to it and,
[00:57:10.480 --> 00:57:10.480]   The United States is ruled by a sinful people, then we must submit to it and,
[00:57:10.480 --> 00:57:10.480]   The United States is ruled by a sinful people, then we must submit to it and,
[00:57:10.480 --> 00:57:10.480]   The United States is ruled by a sinful people, then we must submit to it and,
[00:57:10.500 --> 00:57:40.500]   The United States is ruled by a sinful people, then we must submit to it and,
[00:57:40.500 --> 00:57:40.500]   The United States is ruled by a sinful people, then we must submit to it and,
[00:57:40.500 --> 00:57:40.500]   The United States is ruled by a sinful people, then we must submit to it and,
[00:57:40.500 --> 00:57:40.500]   The United States is ruled by a sinful people, then we must submit to it and,
[00:57:40.500 --> 00:57:40.500]   The United States is ruled by a sinful people, then we must submit to it and,
[00:57:40.500 --> 00:57:40.500]   The United States is ruled by a sinful people, then we must submit to it and,
[00:57:40.500 --> 00:57:40.500]   The United States is ruled by a sinful people, then we must submit to it and,
[00:57:40.500 --> 00:57:40.500]   The United States is ruled by a sinful people, then we must submit to it and,
[00:57:40.500 --> 00:57:40.500]   The United States is ruled by a sinful people, then we must submit to it and,
[00:57:40.500 --> 00:57:40.500]   The United States is ruled by a sinful people, then we must submit to it and,
[00:57:40.500 --> 00:58:10.520]   The United States is ruled by a sinful people, then we must submit to it and,
[00:58:10.520 --> 00:58:10.520]   The United States is ruled by a sinful people, then we must submit to it and,
[00:58:10.520 --> 00:58:10.520]   The United States is ruled by a sinful people, then we must submit to it and,
[00:58:10.520 --> 00:58:10.520]   The United States is ruled by a sinful people, then we must submit to it and,
[00:58:10.520 --> 00:58:10.520]   The United States is ruled by a sinful people, then we must submit to it and,
[00:58:10.520 --> 00:58:10.520]   The United States is ruled by a sinful people, then we must submit to it and,
[00:58:10.520 --> 00:58:10.520]   The United States is ruled by a sinful people, then we must submit to it and,
[00:58:10.520 --> 00:58:10.520]   The United States is ruled by a sinful people, then we must submit to it and,
[00:58:10.540 --> 00:58:40.540]   The United States is ruled by a sinful people, then we must submit to it and,
[00:58:40.540 --> 00:58:40.540]   The United States is ruled by a sinful people, then we must submit to it and,
[00:58:40.540 --> 00:58:40.540]   The United States is ruled by a sinful people, then we must submit to it and,
[00:58:40.540 --> 00:58:40.540]   The United States is ruled by a sinful people, then we must submit to it and,
[00:58:40.540 --> 00:58:40.540]   The United States is ruled by a sinful people, then we must submit to it and,
[00:58:40.540 --> 00:58:40.540]   The United States is ruled by a sinful people, then we must submit to it and,
[00:58:40.540 --> 00:58:40.540]   The United States is ruled by a sinful people, then we must submit to it and,
[00:58:40.540 --> 00:58:40.540]   The United States is ruled by a sinful people, then we must submit to it and,
[00:58:40.540 --> 00:58:40.540]   The United States is ruled by a sinful people, then we must submit to it and,
[00:58:40.540 --> 00:58:40.540]   The United States is ruled by a sinful people, then we must submit to it and,
[00:58:40.580 --> 00:59:10.560]  ,
[00:59:10.560 --> 00:59:10.560]   The United States is ruled by a sinful people, then we must submit to it and,
[00:59:10.560 --> 00:59:10.560]   The United States is ruled by a sinful people, then we must submit to it and,
[00:59:10.560 --> 00:59:10.560]   The United States is ruled by a sinful people, then we must submit to it and,
[00:59:10.560 --> 00:59:10.560]   The United States is ruled by a sinful people, then we must submit to it and,
[00:59:10.560 --> 00:59:10.560]   The United States is ruled by a sinful people, then we must submit to it and,
[00:59:10.560 --> 00:59:10.560]   The United States is ruled by a sinful people, then we must submit to it and,
[00:59:10.560 --> 00:59:10.560]   The United States is ruled by a sinful people, then we must submit to it and,
[00:59:10.560 --> 00:59:10.560]   The United States is ruled by a sinful people, then we must submit to it and,
[00:59:10.560 --> 00:59:10.560]   The United States is ruled by a sinful people, then we must submit to it and,
[00:59:10.580 --> 00:59:40.580]   The United States is ruled by a sinful people, then we must submit to it and,
[00:59:40.580 --> 00:59:40.580]   The United States is ruled by a sinful people, then we must submit to it and,
[00:59:40.580 --> 00:59:40.580]   The United States is ruled by a sinful people, then we must submit to it and,
[00:59:40.580 --> 00:59:40.580]   The United States is ruled by a sinful people, then we must submit to it and,
[00:59:40.580 --> 00:59:40.580]   The United States is ruled by a sinful people, then we must submit to it and,
[00:59:40.580 --> 00:59:40.580]   The United States is ruled by a sinful people, then we must submit to it and,
[00:59:40.580 --> 00:59:40.580]   The United States is ruled by a sinful people, then we must submit to it and,
[00:59:40.580 --> 00:59:40.580]   The United States is ruled by a sinful people, then we must submit to it and,
[00:59:40.580 --> 00:59:40.580]   The United States is ruled by a sinful people, then we must submit to it and,
[00:59:40.580 --> 00:59:40.580]   The United States is ruled by a sinful people, then we must submit to it and,
[00:59:40.620 --> 01:00:10.600]  ,
[01:00:10.600 --> 01:00:10.600]   The United States is ruled by a sinful people, then we must submit to it and,
[01:00:10.600 --> 01:00:10.600]   The United States is ruled by a sinful people, then we must submit to it and,
[01:00:10.600 --> 01:00:10.600]   The United States is ruled by a sinful people, then we must submit to it and,
[01:00:10.600 --> 01:00:10.600]   The United States is ruled by a sinful people, then we must submit to it and,
[01:00:10.600 --> 01:00:10.600]   The United States is ruled by a sinful people, then we must submit to it and,
[01:00:10.600 --> 01:00:10.600]   The United States is ruled by a sinful people, then we must submit to it and,
[01:00:10.600 --> 01:00:10.600]   The United States is ruled by a sinful people, then we must submit to it and,
[01:00:10.620 --> 01:00:40.620]   The United States is ruled by a sinful people, then we must submit to it and,
[01:00:40.620 --> 01:00:40.620]   The United States is ruled by a sinful people, then we must submit to it and,
[01:00:40.620 --> 01:00:40.620]   The United States is ruled by a sinful people, then we must submit to it and,
[01:00:40.620 --> 01:00:40.620]   The United States is ruled by a sinful people, then we must submit to it and,
[01:00:40.620 --> 01:00:40.620]   The United States is ruled by a sinful people, then we must submit to it and,
[01:00:40.620 --> 01:00:40.620]   The United States is ruled by a sinful people, then we must submit to it and,
[01:00:40.620 --> 01:00:40.620]   The United States is ruled by a sinful people, then we must submit to it and,
[01:00:40.620 --> 01:00:40.620]   The United States is ruled by a sinful people, then we must submit to it and,
[01:00:40.620 --> 01:00:40.620]   The United States is ruled by a sinful people, then we must submit to it and,
[01:00:40.620 --> 01:00:40.620]   The United States is ruled by a sinful people, then we must submit to it and,
[01:00:40.620 --> 01:01:10.640]  ,
[01:01:10.640 --> 01:01:10.640]   The United States is ruled by a sinful people, then we must submit to it and,
[01:01:10.640 --> 01:01:10.640]   The United States is ruled by a sinful people, then we must submit to it and,
[01:01:10.640 --> 01:01:10.640]   The United States is ruled by a sinful people, then we must submit to it and,
[01:01:10.640 --> 01:01:10.640]   The United States is ruled by a sinful people, then we must submit to it and,
[01:01:10.640 --> 01:01:10.640]   The United States is ruled by a sinful people, then we must submit to it and,
[01:01:10.640 --> 01:01:10.640]   The United States is ruled by a sinful people, then we must submit to it and,
[01:01:10.640 --> 01:01:10.640]   The United States is ruled by a sinful people, then we must submit to it and,
[01:01:10.640 --> 01:01:10.640]   The United States is ruled by a sinful people, then we must submit to it and,
[01:01:10.640 --> 01:01:10.640]   The United States is ruled by a sinful people, then we must submit to it and,
[01:01:10.660 --> 01:01:40.660]   The United States is ruled by a sinful people, then we must submit to it and,
[01:01:40.660 --> 01:01:40.660]   The United States is ruled by a sinful people, then we must submit to it and,
[01:01:40.660 --> 01:01:40.660]   The United States is ruled by a sinful people, then we must submit to it and,
[01:01:40.660 --> 01:01:40.660]   The United States is ruled by a sinful people, then we must submit to it and,
[01:01:40.660 --> 01:01:40.660]   The United States is ruled by a sinful people, then we must submit to it and,
[01:01:40.660 --> 01:01:40.660]   The United States is ruled by a sinful people, then we must submit to it and,
[01:01:40.660 --> 01:01:40.660]   The United States is ruled by a sinful people, then we must submit to it and,
[01:01:40.660 --> 01:01:40.660]   The United States is ruled by a sinful people, then we must submit to it and,
[01:01:40.660 --> 01:01:40.660]   The United States is ruled by a sinful people, then we must submit to it and,
[01:01:40.660 --> 01:01:40.660]   The United States is ruled by a sinful people, then we must submit to it and,
[01:01:40.700 --> 01:02:10.680]  ,
[01:02:10.680 --> 01:02:10.680]   The United States is ruled by a sinful people, then we must submit to it and,
[01:02:10.680 --> 01:02:10.680]   The United States is ruled by a sinful people, then we must submit to it and,
[01:02:10.680 --> 01:02:10.680]   The United States is ruled by a sinful people, then we must submit to it and,
[01:02:10.680 --> 01:02:10.680]   The United States is ruled by a sinful people, then we must submit to it and,
[01:02:10.680 --> 01:02:10.680]   The United States is ruled by a sinful people, then we must submit to it and,
[01:02:10.680 --> 01:02:10.680]   The United States is ruled by a sinful people, then we must submit to it and,
[01:02:10.680 --> 01:02:10.680]   The United States is ruled by a sinful people, then we must submit to it and,
[01:02:10.680 --> 01:02:10.680]   The United States is ruled by a sinful people, then we must submit to it and,
[01:02:10.680 --> 01:02:10.680]   The United States is ruled by a sinful people, then we must submit to it and,
[01:02:10.700 --> 01:02:40.700]   The United States is ruled by a sinful people, then we must submit to it and,
[01:02:40.700 --> 01:02:40.700]   The United States is ruled by a sinful people, then we must submit to it and,
[01:02:40.700 --> 01:02:40.700]   The United States is ruled by a sinful people, then we must submit to it and,
[01:02:40.700 --> 01:02:40.700]   The United States is ruled by a sinful people, then we must submit to it and,
[01:02:40.700 --> 01:02:40.700]   The United States is ruled by a sinful people, then we must submit to it and,
[01:02:40.700 --> 01:02:40.700]   The United States is ruled by a sinful people, then we must submit to it and,
[01:02:40.700 --> 01:02:40.700]   The United States is ruled by a sinful people, then we must submit to it and,
[01:02:40.700 --> 01:02:40.700]   The United States is ruled by a sinful people, then we must submit to it and,
[01:02:40.700 --> 01:02:40.700]   The United States is ruled by a sinful people, then we must submit to it and,
[01:02:40.700 --> 01:02:40.700]   The United States is ruled by a sinful people, then we must submit to it and,
[01:02:40.740 --> 01:03:10.720]  ,
[01:03:10.720 --> 01:03:10.720]   The United States is ruled by a sinful people, then we must submit to it and,
[01:03:10.720 --> 01:03:10.720]   The United States is ruled by a sinful people, then we must submit to it and,
[01:03:10.720 --> 01:03:10.720]   The United States is ruled by a sinful people, then we must submit to it and,
[01:03:10.720 --> 01:03:10.720]   The United States is ruled by a sinful people, then we must submit to it and,
[01:03:10.720 --> 01:03:10.720]   The United States is ruled by a sinful people, then we must submit to it and,
[01:03:10.720 --> 01:03:10.720]   The United States is ruled by a sinful people, then we must submit to it and,
[01:03:10.720 --> 01:03:10.720]   The United States is ruled by a sinful people, then we must submit to it and,
[01:03:10.720 --> 01:03:10.720]   The United States is ruled by a sinful people, then we must submit to it and,
[01:03:10.720 --> 01:03:10.720]   The United States is ruled by a sinful people, then we must submit to it and,
[01:03:10.720 --> 01:03:10.720]   The United States is ruled by a sinful people, then we must submit to it and,
[01:03:10.740 --> 01:03:40.740]   I don't think I'm going to go through all of them.
[01:03:40.740 --> 01:03:40.740]   I don't think I'm going to go through all of them.
[01:03:40.740 --> 01:03:40.740]   I don't think I'm going to go through all of them.
[01:03:40.740 --> 01:03:40.740]   I don't think I'm going to go through all of them.
[01:03:40.740 --> 01:03:40.740]   I don't think I'm going to go through all of them.
[01:03:40.740 --> 01:03:40.740]   I don't think I'm going to go through all of them.
[01:03:40.740 --> 01:03:40.740]   I don't think I'm going to go through all of them.
[01:03:40.740 --> 01:03:40.740]   I don't think I'm going to go through all of them.
[01:03:40.740 --> 01:03:40.740]   I don't think I'm going to go through all of them.
[01:03:40.740 --> 01:03:40.740]   I don't think I'm going to go through all of them.
[01:03:40.740 --> 01:03:40.740]   I don't think I'm going to go through all of them.
[01:03:40.740 --> 01:03:40.740]   I don't think I'm going to go through all of them.
[01:03:40.740 --> 01:03:40.740]   I don't think I'm going to go through all of them.
[01:03:40.760 --> 01:04:10.760]   I don't think I'm going to go through all of them.
[01:04:10.760 --> 01:04:10.760]   I don't think I'm going to go through all of them.
[01:04:10.760 --> 01:04:10.760]   I don't think I'm going to go through all of them.
[01:04:10.760 --> 01:04:10.760]   I don't think I'm going to go through all of them.
[01:04:10.760 --> 01:04:10.760]   I don't think I'm going to go through all of them.
[01:04:10.760 --> 01:04:10.760]   I don't think I'm going to go through all of them.
[01:04:10.760 --> 01:04:10.760]   I don't think I'm going to go through all of them.
[01:04:10.760 --> 01:04:10.760]   I don't think I'm going to go through all of them.
[01:04:10.760 --> 01:04:10.760]   I don't think I'm going to go through all of them.
[01:04:10.760 --> 01:04:10.760]   I don't think I'm going to go through all of them.
[01:04:10.760 --> 01:04:10.760]   I don't think I'm going to go through all of them.
[01:04:10.760 --> 01:04:10.760]   I don't think I'm going to go through all of them.
[01:04:10.760 --> 01:04:40.780]  ,
[01:04:40.780 --> 01:04:40.780]   that avoid the risk of being imprisoned, which is of course incredibly important. You can think about whether it's worthwhile to reduce your income.
[01:04:40.780 --> 01:04:40.780]   That avoid the risk of being imprisoned, which is of course incredibly important. You can think about whether it's worthwhile to reduce your income.
[01:04:40.780 --> 01:04:40.780]   That avoid the risk of being imprisoned, which is of course incredibly important. You can think about whether it's worthwhile to reduce your income.
[01:04:40.780 --> 01:04:40.780]   That avoid the risk of being imprisoned, which is of course incredibly important. You can think about whether it's worthwhile to reduce your income.
[01:04:40.780 --> 01:04:40.780]   That avoid the risk of being imprisoned, which is of course incredibly important. You can think about whether it's worthwhile to reduce your income.
[01:04:40.780 --> 01:04:40.780]   that avoid the risk of being imprisoned, which is of course incredibly important. You can think about whether it's worthwhile to reduce your income.
[01:04:40.800 --> 01:05:10.800]   that avoid the risk of being imprisoned, which is of course incredibly important. You can think about whether it's worthwhile to reduce your income.
[01:05:10.800 --> 01:05:10.800]   That avoid the risk of being imprisoned, which is of course incredibly important. You can think about whether it's worthwhile to reduce your income.
[01:05:10.800 --> 01:05:10.800]   That avoid the risk of being imprisoned, which is of course incredibly important. You can think about whether it's worthwhile to reduce your income.
[01:05:10.800 --> 01:05:10.800]   that avoid the risk of being imprisoned, which is of course incredibly important. You can think about whether it's worthwhile to reduce your income.
[01:05:10.800 --> 01:05:10.800]   that avoid the risk of being imprisoned, which is of course incredibly important. You can think about whether it's worthwhile to reduce your income.
[01:05:10.800 --> 01:05:10.800]   that avoid the risk of being imprisoned, which is of course incredibly important. You can think about whether it's worthwhile to reduce your income.
[01:05:10.840 --> 01:05:40.820]  ,
[01:05:40.820 --> 01:05:40.820]   and
[01:05:40.820 --> 01:05:40.820]   that avoid the risk of being imprisoned, which is of course incredibly important. You can think about whether it's worthwhile to reduce your income.
[01:05:40.820 --> 01:05:40.820]   that avoid the risk of being imprisoned, which is of course incredibly important. You can think about whether it's worthwhile to reduce your income.
[01:05:40.820 --> 01:05:40.820]   that avoid the risk of being imprisoned, which is of course incredibly important. You can think about whether it's worthwhile to reduce your income.
[01:05:40.840 --> 01:06:10.840]   that avoid the risk of being imprisoned, which is of course incredibly important. You can think about whether it's worthwhile to reduce your income.
[01:06:10.840 --> 01:06:10.840]   You can think about whether it's worthwhile to reduce your income.
[01:06:10.840 --> 01:06:10.840]   You can think about whether it's worthwhile to reduce your income.
[01:06:10.840 --> 01:06:10.840]   You can think about whether it's worthwhile to reduce your income.
[01:06:10.840 --> 01:06:10.840]   you can think about whether it's worthwhile to reduce your income.
[01:06:10.840 --> 01:06:10.840]   You can think about whether it's worthwhile to reduce your income.
[01:06:10.840 --> 01:06:10.840]   You can think about whether it's worthwhile to reduce your income.
[01:06:10.840 --> 01:06:10.840]   You can think about whether it's worthwhile to reduce your income.
[01:06:10.840 --> 01:06:10.840]   You can think about whether it's worthwhile to reduce your income.
[01:06:10.840 --> 01:06:10.840]   You can think about whether it's worthwhile to reduce your income.
[01:06:10.840 --> 01:06:10.840]   You can think about whether it's worthwhile to reduce your income.
[01:06:10.840 --> 01:06:10.840]   You can think about whether it's worthwhile to reduce your income.
[01:06:10.840 --> 01:06:40.860]   You can think about whether it's worthwhile to reduce your income.
[01:06:40.860 --> 01:06:40.860]   You can think about whether it's worthwhile to reduce your income.
[01:06:40.860 --> 01:06:40.860]   You can think about whether it's worthwhile to reduce your income.
[01:06:40.860 --> 01:06:40.860]   You can think about whether it's worthwhile to reduce your income.
[01:06:40.860 --> 01:06:40.860]   You can think about whether it's worthwhile to reduce your income.
[01:06:40.860 --> 01:06:40.860]   You can think about whether it's worthwhile to reduce your income.
[01:06:40.860 --> 01:06:40.860]   You can think about whether it's worthwhile to reduce your income.
[01:06:40.860 --> 01:06:40.860]   You can think about whether it's worthwhile to reduce your income.
[01:06:40.860 --> 01:06:40.860]   You can think about whether it's worthwhile to reduce your income.
[01:06:40.880 --> 01:07:10.880]   I can think about whether it's worthwhile to reduce your income.
[01:07:10.880 --> 01:07:10.880]   I can think about whether it's worthwhile to reduce your income.
[01:07:10.880 --> 01:07:10.880]   I can think about whether it's worthwhile to reduce your income.
[01:07:10.880 --> 01:07:10.880]   I can think about whether it's worthwhile to reduce your income.
[01:07:10.880 --> 01:07:10.880]   I can think about whether it's worthwhile to reduce your income.
[01:07:10.880 --> 01:07:10.880]   I can think about whether it's worthwhile to reduce your income.
[01:07:10.880 --> 01:07:10.880]   I can think about whether it's worthwhile to reduce your income.
[01:07:10.880 --> 01:07:10.880]   I can think about whether it's worthwhile to reduce your income.
[01:07:10.880 --> 01:07:10.880]   I can think about whether it's worthwhile to reduce your income.
[01:07:10.880 --> 01:07:10.880]   I can think about whether it's worthwhile to reduce your income.
[01:07:10.880 --> 01:07:10.880]   I can think about whether it's worthwhile to reduce your income.
[01:07:10.880 --> 01:07:10.880]   I can think about whether it's worthwhile to reduce your income.
[01:07:10.880 --> 01:07:10.880]   I can think about whether it's worthwhile to reduce your income.
[01:07:10.880 --> 01:07:10.880]   or whether it's worthwhile to reduce your income.
[01:07:10.920 --> 01:07:29.740]   the
[01:08:10.080 --> 01:08:10.080]   I
[01:08:10.080 --> 01:08:10.500]   I
[01:08:10.500 --> 01:08:10.500]   I
[01:08:10.500 --> 01:08:10.500]   I
[01:08:10.500 --> 01:08:10.500]   I
[01:08:10.500 --> 01:08:10.500]   I
[01:08:10.500 --> 01:08:10.500]   I
[01:08:40.520 --> 01:08:40.520]   I
[01:09:10.540 --> 01:09:10.540]   -------
[01:09:10.580 --> 01:09:12.580]   Но
[01:09:12.580 --> 01:09:34.480]  kówgue like as de provide badly
[01:10:30.760 --> 01:10:32.040]   and as a result of that, I think it's more effective and wise to me to avoid those conflicts and exercise your option to leave. If you're interested in how to prepare for an economic crisis to stay, I cover that too. But if you're interested in how you can avoid an economic crisis by leaving, and that economic crisis could be personal, could be other things as well, I think you would enjoy my course called How to Survive and Thrive During the Coming Economic Crisis. You can find that at radicalpersonalfinance.com slash store. Radicalpersonalfinance.com slash store.
[01:10:58.900 --> 01:10:58.900]   Sweethop.com
[01:10:58.900 --> 01:10:58.900]   Sweethop.com
[01:10:58.900 --> 01:10:59.200]   Sweethop.com
[01:10:59.200 --> 01:10:59.320]   Sweethop.com
[01:10:59.320 --> 01:10:59.440]   Sweethop.com
[01:10:59.440 --> 01:10:59.520]   Sweethop.com
[01:10:59.520 --> 01:10:59.600]   Sweethop.com
[01:10:59.600 --> 01:10:59.640]   Sweethop.com
[01:10:59.640 --> 01:10:59.700]   Sweethop.com
[01:10:59.700 --> 01:10:59.780]   Sweethop.com
[01:10:59.780 --> 01:10:59.860]   Sweethop.com
[01:10:59.860 --> 01:10:59.960]   Sweethop.com
[01:10:59.960 --> 01:11:00.020]   Sweethop.com
[01:11:00.020 --> 01:11:00.080]   Sweethop.com
[01:11:00.080 --> 01:11:00.200]   Sweethop.com
[01:11:00.200 --> 01:11:00.260]   Sweethop.com
[01:11:00.260 --> 01:11:00.360]   Sweethop.com
[01:11:00.360 --> 01:11:00.420]   Sweethop.com
[01:11:00.420 --> 01:11:00.500]   Sweethop.com
[01:11:00.500 --> 01:11:00.580]   Sweethop.com
[01:11:00.580 --> 01:11:00.620]   Sweethop.com
[01:11:00.620 --> 01:11:00.720]   Sweethop.com
[01:11:00.720 --> 01:11:00.720]   Sweethop.com
[01:11:00.720 --> 01:11:00.760]   Sweethop.com
[01:11:00.760 --> 01:11:00.840]   Sweethop.com
[01:11:00.840 --> 01:11:00.840]   Sweet hop.com
[01:11:00.840 --> 01:11:00.920]   Sweet hop.com
[01:11:00.920 --> 01:11:00.920]   Sweet hop., sweet, sweet, and a 100-med-ad.
[01:11:00.920 --> 01:11:00.960]   Sweet hop.
[01:11:01.000 --> 01:11:10.900]   at

