
[00:00:00.000 --> 00:00:03.000]   Thank you.
[01:31:30.320 --> 01:31:35.240]   to use the Kaggle Carvana competition, so you Google Kaggle Carvana to find it. You
[01:31:35.240 --> 01:31:40.880]   can download it with the Kaggle API as per usual. And basically there's a train folder
[01:31:40.880 --> 01:31:45.920]   containing a bunch of images which is the independent variable and a train_masks folder
[01:31:45.920 --> 01:31:50.760]   that contains the dependent variable and they look like this. Here's one of the independent
[01:31:50.760 --> 01:31:59.280]   variable and here's one of the dependent variable.
[01:31:59.280 --> 01:32:04.960]   So in this case, just like cats and dogs, we're going simple. Rather than doing multi-class
[01:32:04.960 --> 01:32:10.040]   classification, we're going to do binary classification, but of course multi-class is just the more
[01:32:10.040 --> 01:32:16.320]   general version, you know, categorical cross-entropy or binary cross-entropy. So there's no differences
[01:32:16.320 --> 01:32:24.560]   conceptually. So we've got this is just zeros and ones, whereas this is a regular image.
[01:32:24.560 --> 01:32:31.400]   So in order to do this well, it would really help to know what cars look like because really
[01:32:31.400 --> 01:32:35.560]   what we just want to do is figure out this is the car and this is its orientation and
[01:32:35.560 --> 01:32:41.440]   then put white pixels where we expect the car to be based on the picture and our understanding
[01:32:41.440 --> 01:32:45.080]   of what cars look like.
[01:32:45.080 --> 01:32:49.640]   The original data set came with these CSV files as well. I don't really use them for
[01:32:49.640 --> 01:33:02.760]   very much other than getting a list of images from them. Each image after the car ID has
[01:33:02.760 --> 01:33:08.680]   a 01, 02, et cetera of which I've printed out all 16 of them for one car and as you
[01:33:08.680 --> 01:33:16.600]   can see basically those numbers are the 16 orientations of one car. So there that is.
[01:33:16.600 --> 01:33:21.400]   I don't think anybody in this competition actually used this orientation information.
[01:33:21.400 --> 01:33:28.160]   I believe they all kept the car's images, just treated them separately. These images
[01:33:28.160 --> 01:33:37.160]   are pretty big, like over 1,000 by 1,000 in size and just opening the JPEGs and resizing
[01:33:37.160 --> 01:33:47.600]   them is slow. So I processed them all. Also OpenCV can't handle GIF files, so I converted
[01:33:47.600 --> 01:33:48.600]   them.
[01:33:48.600 --> 01:33:49.600]   Yes, Rachel?
[01:33:49.600 --> 01:33:53.400]   Question, how would somebody get these masks for training initially, Mechanical Turk or
[01:33:53.400 --> 01:33:54.400]   something?
[01:33:54.400 --> 01:34:03.360]   Yeah, just a lot of boring work. Probably some tools that help you with a bit of edge
[01:34:03.360 --> 01:34:07.740]   snapping and stuff so that the human can kind of do it roughly and then just fine-tune the
[01:34:07.740 --> 01:34:14.120]   bits that gets wrong.
[01:34:14.120 --> 01:34:19.920]   These kinds of labels are expensive. One of the things I really want to work on is deep
[01:34:19.920 --> 01:34:27.760]   learning enhanced interactive labeling tools because that's clearly something that would
[01:34:27.760 --> 01:34:29.000]   help a lot of people.
[01:34:29.000 --> 01:34:34.280]   I've got a little section here that you can run if you want to. You probably want to,
[01:34:34.280 --> 01:34:40.160]   which converts the GIFs into PNGs. So just open it up with a PIL and then save it as
[01:34:40.160 --> 01:34:45.960]   PNG because OpenCV doesn't have GIF support. And as per usual for this kind of stuff I
[01:34:45.960 --> 01:34:51.680]   do it with a thread pool so I can take advantage of parallel processing, and then also create
[01:34:51.680 --> 01:34:58.800]   a separate directory, train-128 and train-masks-128, which contains the 128x128 resized versions
[01:34:58.800 --> 01:35:04.800]   of them. And this is the kind of stuff that keeps you sane if you do it early in the process.
[01:35:04.800 --> 01:35:11.880]   So anytime you get a new data set, seriously think about creating a smaller version to
[01:35:11.880 --> 01:35:17.320]   make life fast. Anytime you find yourself waiting on your computer, try and think of
[01:35:17.320 --> 01:35:20.280]   a way to create a smaller version.
[01:35:20.280 --> 01:35:24.080]   So after you grab it from Kaggle you probably want to run this stuff, go away, have lunch,
[01:35:24.080 --> 01:35:28.680]   come back, and when you're done you'll have these smaller directories which we're going
[01:35:28.680 --> 01:35:34.240]   to use here, 128x128 pixel versions to start with.
[01:35:34.240 --> 01:35:42.280]   So here's a cool trick, if you use the same axis object to plot an image twice, and the
[01:35:42.280 --> 01:35:46.760]   second time you use alpha, which as you might know means transparency in the computer vision
[01:35:46.760 --> 01:35:53.240]   world, then you can actually plot the mask over the top of the photo. And so here's a
[01:35:53.240 --> 01:35:59.520]   nice way to see all the masks on top of the photos for all of the cars in one group. This
[01:35:59.520 --> 01:36:04.240]   is the same matched files data set we've seen twice already, this is all the same code we
[01:36:04.240 --> 01:36:10.520]   used to, and here's something important though, if we had something that was in the training
[01:36:10.520 --> 01:36:17.320]   set good at this image, and then the validation had that image, that would kind of be cheating
[01:36:17.320 --> 01:36:19.440]   because it's the same car.
[01:36:19.440 --> 01:36:29.320]   So we use a contiguous set of car IDs, and since each set is a set of 16, we make sure
[01:36:29.320 --> 01:36:35.160]   it's evenly divisible by 16, so we make sure that our validation set contains different
[01:36:35.160 --> 01:36:41.120]   car IDs to our training set. This is the kind of stuff which you've got to be careful of.
[01:36:41.120 --> 01:36:45.280]   On Kaggle it's not so bad, you'll know about it because you'll submit your result and you'll
[01:36:45.280 --> 01:36:51.160]   get a very different result on your leaderboard compared to your validation set, but in the
[01:36:51.160 --> 01:36:57.000]   real world you won't know until you put it in production and send your company bankrupt
[01:36:57.000 --> 01:37:04.760]   and lose your job, so you might want to think carefully about your validation set.
[01:37:04.760 --> 01:37:11.040]   So here we're going to use transform_type.classification, it's basically the same as transform_type.pixel,
[01:37:11.040 --> 01:37:16.040]   but if you think about it, with the pixel version if we rotate a little bit, then we
[01:37:16.040 --> 01:37:20.720]   probably want to average the pixels in between the two, but for classification obviously
[01:37:20.720 --> 01:37:27.240]   we don't, we use nearest_neighbor, so there's a slight difference there. Also for classification,
[01:37:27.240 --> 01:37:35.440]   lighting doesn't kick in, normalization doesn't kick in to the dependent variable.
[01:37:35.440 --> 01:37:43.360]   There are already square images, so we don't have to do any cropping. So here you can see
[01:37:43.360 --> 01:37:47.560]   different versions of the augmented, you know, they're moving around a bit and they're rotating
[01:37:47.560 --> 01:37:52.040]   a bit and so forth.
[01:37:52.040 --> 01:37:58.760]   I get a lot of questions during our study group and stuff about how do I debug things
[01:37:58.760 --> 01:38:04.760]   and fix things that aren't working, and I never have a great answer other than every
[01:38:04.760 --> 01:38:11.720]   time I fix a problem it's because of stuff like this that I do all the time. I just always
[01:38:11.720 --> 01:38:17.880]   print out everything as I go and then the one thing that I screw up always turns out
[01:38:17.880 --> 01:38:22.680]   to be the one thing that I forgot to check along the way. The more of this kind of thing
[01:38:22.680 --> 01:38:26.600]   you can do the better. If you're not looking at all of your intermediate results you're
[01:38:26.600 --> 01:38:30.800]   going to have troubles.
[01:38:30.800 --> 01:38:36.120]   So given that we want something that knows what cars look like, we probably want to start
[01:38:36.120 --> 01:38:44.360]   with a pre-trained ImageNet network. So we're going to start with ResNet34 and so with ConvNetBuilder
[01:38:44.360 --> 01:38:50.640]   we can grab our ResNet34 and we can add a custom head. And so the custom head is going
[01:38:50.640 --> 01:38:55.680]   to be something that upsamples a bunch of times. And we're going to do things really
[01:38:55.680 --> 01:39:07.480]   dumb for now. We're just going to do Conv transpose 2D batch norm value. This is what I'm saying.
[01:39:07.480 --> 01:39:14.040]   Any of you could have built this without looking at any of this notebook, or at least you have
[01:39:14.040 --> 01:39:19.800]   the information from previous classes. There's nothing new at all.
[01:39:19.800 --> 01:39:29.040]   And so at the very end we have a single filter. And now that's going to give us something
[01:39:29.040 --> 01:39:36.200]   which is batch size by 1, by 128, by 128. But we want something which is batch size
[01:39:36.200 --> 01:39:42.560]   by 128 by 128. So we have to remove that unit axis. So I've got a lambda layer here. Lambda
[01:39:42.560 --> 01:39:48.320]   layers are incredibly helpful, because without the lambda layer here, which is simply removing
[01:39:48.320 --> 01:39:53.840]   that unit axis by just indexing into it at zero, without the lambda layer I would have
[01:39:53.840 --> 01:40:00.520]   to have created a custom class with a custom forward method and so forth. But by creating
[01:40:00.520 --> 01:40:05.280]   a lambda layer that does like the one custom bit, I can now just chuck it in the sequential.
[01:40:05.280 --> 01:40:07.440]   And so that just makes life easier.
[01:40:07.440 --> 01:40:13.880]   So the PyTorch people are kind of snooty about this approach. Lambda layer is actually something
[01:40:13.880 --> 01:40:18.760]   that's part of the fast AI library, not part of the PyTorch library. And literally people
[01:40:18.760 --> 01:40:24.880]   on the PyTorch discussion board are like, yes, we could give people this, yes, it is
[01:40:24.880 --> 01:40:30.360]   only a single line of code, but then it would encourage them to use sequential too often.
[01:40:30.360 --> 01:40:37.240]   So there you go.
[01:40:37.240 --> 01:40:41.800]   So this is our custom head. So we're going to have a Resbit34 that goes down sample and
[01:40:41.800 --> 01:40:46.520]   then a really simple custom head that very quickly upsamples and that hopefully will
[01:40:46.520 --> 01:40:52.800]   do something. And we're going to use accuracy with a threshold of 0.5 to print out metrics.
[01:40:52.800 --> 01:40:56.520]   And so after a few epochs we've got 96% accurate.
[01:40:56.520 --> 01:41:04.520]   So is that good? Is 96% accurate? Good. And hopefully the answer to your question is it
[01:41:04.520 --> 01:41:11.500]   depends. What's it for? And the answer is Kavana wanted this because they wanted to be able
[01:41:11.500 --> 01:41:21.620]   to take their car images and cut them out and paste them on exotic Monte Carlo backgrounds
[01:41:21.620 --> 01:41:27.520]   or whatever. That's Monte Carlo the place, not the simulation.
[01:41:27.520 --> 01:41:34.720]   So to do that, you need a really good mask. You don't want to leave the rearview mirrors
[01:41:34.720 --> 01:41:43.500]   behind or have one wheel missing or include background or something that would look stupid.
[01:41:43.500 --> 01:41:48.760]   So you would need something very good. So only having 96% of the pixels correct doesn't
[01:41:48.760 --> 01:41:55.300]   sound great, but we won't really know until we look at it. So let's look at it.
[01:41:55.300 --> 01:42:03.400]   So there's the correct version that we want to cut out. That's the 96% accurate version.
[01:42:03.400 --> 01:42:09.480]   So when you look at it, you realize, oh yeah, getting 96% of the pixels accurate is actually
[01:42:09.480 --> 01:42:14.000]   easy because all the outside bits are not car and all the inside bits are car and really
[01:42:14.000 --> 01:42:20.120]   the interesting bit is the edge. So we need to do better.
[01:42:20.120 --> 01:42:25.400]   So let's unfreeze because all we've done so far is train the custom head. And let's do
[01:42:25.400 --> 01:42:33.080]   more. And so after a bit more we've got 99.1%. So is that good? I don't know. Let's take
[01:42:33.080 --> 01:42:41.920]   a look. And so actually no, it's totally missed the rearview vision mirror here and missed
[01:42:41.920 --> 01:42:46.520]   a lot of it here and it's clearly got an edge wrong here and these things are totally going
[01:42:46.520 --> 01:42:52.400]   to matter when we try to cut it out. So it's still not good enough. So let's try upscaling.
[01:42:52.400 --> 01:42:56.360]   And the nice thing is that when we upscale to 512x512, make sure you decrease the batch
[01:42:56.360 --> 01:43:05.960]   size because you'll run out of memory. Here's the true ones. This is all identical. There's
[01:43:05.960 --> 01:43:11.560]   quite a lot more information there for it to go on. So our accuracy increases to 99.4%
[01:43:11.560 --> 01:43:17.360]   and things keep getting better. But we've still got quite a few little black blocky bits.
[01:43:17.360 --> 01:43:24.480]   So let's go to 124x124 down to batch size of 4. This is pretty high res now. And train
[01:43:24.480 --> 01:43:37.080]   a bit more, 99.6, 99.8. And so now if we look at the masks, they're actually looking not
[01:43:37.080 --> 01:43:47.680]   bad. That's looking pretty good. So can we do better? And the answer is yes we can. So
[01:43:47.680 --> 01:43:52.080]   we're moving from the Carvana notebook to the Carvana UNet notebook now. And the UNet
[01:43:52.080 --> 01:44:00.000]   network is quite magnificent. You see, with that previous approach, our pre-trained ImageNet
[01:44:00.000 --> 01:44:05.360]   network was being squished down all the way down to 7x7 and then expanded out all the way
[01:44:05.360 --> 01:44:15.640]   back up to, well it's 224 and then expanded out again all this way, which means it has
[01:44:15.640 --> 01:44:21.860]   to somehow store all the information about the much bigger version in the small version.
[01:44:21.860 --> 01:44:26.040]   And actually most of the information about the bigger version was really in the original
[01:44:26.040 --> 01:44:33.360]   picture anyway. So it doesn't seem like a great approach, this squishing and unsquishing.
[01:44:33.360 --> 01:44:41.280]   So the UNet idea comes from this fantastic paper where it was literally invented in this
[01:44:41.280 --> 01:44:46.680]   very domain-specific area of biomedical image segmentation. But in fact, basically every
[01:44:46.680 --> 01:44:53.960]   Kaggle winner in anything even vaguely related to segmentation has ended up using UNet. It's
[01:44:53.960 --> 01:44:57.880]   one of these things that like everybody in Kaggle knows is the best practice, but in
[01:44:57.880 --> 01:45:03.560]   more of academic circles, like even now, this has been around for a couple of years at least,
[01:45:03.560 --> 01:45:11.200]   a lot of people still don't realize. This is by far the best approach.
[01:45:11.200 --> 01:45:22.240]   And here's the basic idea. Here's the downward path where we basically start at 572x532 in
[01:45:22.240 --> 01:45:26.420]   this case and then kind of half the grid size, half the grid size, half the grid size, half
[01:45:26.420 --> 01:45:36.160]   the grid size. And then here's the upward path where we double the grid size, double-double-double-double.
[01:45:36.160 --> 01:45:44.600]   But the thing that we also do is we take at every point where we've halved the grid size,
[01:45:44.600 --> 01:45:53.780]   we actually copy those activations over to the upward path and concatenate them together.
[01:45:53.780 --> 01:45:59.720]   And so you can see here these red blobs are max pooling operations, the green blobs are
[01:45:59.720 --> 01:46:08.260]   upward sampling, and then these gray bits here are copying. So we copy and concat. So
[01:46:08.260 --> 01:46:14.160]   basically in other words, the input image after a couple of columns is copied over to
[01:46:14.160 --> 01:46:20.600]   the output, concatenated together, and so now we get to use all of the information that's
[01:46:20.600 --> 01:46:24.840]   gone through all the down and all the up, plus also a slightly modified version of the
[01:46:24.840 --> 01:46:30.640]   input pixels, and a slightly modified version of one thing down from the input pixels because
[01:46:30.640 --> 01:46:36.720]   they came out through here. So we have like all of the richness of going all the way down
[01:46:36.720 --> 01:46:41.960]   and up, but also like a slightly less coarse version and a slightly less coarse version
[01:46:41.960 --> 01:46:47.320]   and then this really kind of simple version and they can all be combined together. And
[01:46:47.320 --> 01:46:55.320]   so that's UNET, such a cool idea. So here we are in the Kavana UNET notebook, all this
[01:46:55.320 --> 01:47:05.320]   is the same code as before. And at the start I've got a simple upsample version just to
[01:47:05.320 --> 01:47:10.120]   kind of show you again the non-UNET version. This time I'm going to add in something called
[01:47:10.120 --> 01:47:18.360]   the dice metric. Dice is very similar, as you see, to Jacquard, or A over U. It's just a
[01:47:18.360 --> 01:47:27.800]   minor difference, it's basically intersection over union with a minor tweak. And the reason
[01:47:27.800 --> 01:47:34.560]   we're going to use dice is that's the metric that the Kaggle competition used. And it's
[01:47:34.560 --> 01:47:39.480]   a little bit harder to get a high dice score than a high accuracy because it's really looking
[01:47:39.480 --> 01:47:46.960]   at like what the overlap of the correct pixels are with your pixels. But it's pretty similar.
[01:47:46.960 --> 01:47:53.320]   So in the Kaggle competition, people that were doing okay were getting about 99.6 dice
[01:47:53.320 --> 01:48:01.440]   and the winners were about 99.7 dice. So here's our standard upsample, this is all as before.
[01:48:01.440 --> 01:48:06.960]   And so now we can check our dice metric. And so you can see on dice metric we're getting
[01:48:06.960 --> 01:48:20.000]   like 9.6.8 at 128x128. And so that's not great. So let's try UNET. And I'm calling it UNET-ish
[01:48:20.000 --> 01:48:26.200]   because as per usual I'm creating my own somewhat hacky version, kind of trying to keep things
[01:48:26.200 --> 01:48:31.840]   similar to what you're used to as possible and doing things that I think make sense.
[01:48:31.840 --> 01:48:36.600]   And so there should be plenty of opportunity for you to at least make this more authentically
[01:48:36.600 --> 01:48:42.640]   UNET by looking at the exact kind of grid sizes. And like see how here the size is going
[01:48:42.640 --> 01:48:47.960]   down a little bit so they're obviously not adding any padding and then they're doing
[01:48:47.960 --> 01:48:54.920]   here they've got some cropping going on. There's a few differences. But one of the things is
[01:48:54.920 --> 01:49:00.640]   because I want to take advantage of transfer learning, that means I can't quite use UNET.
[01:49:00.640 --> 01:49:10.120]   So here's another big opportunity is what if you create the UNET downpath and then add
[01:49:10.120 --> 01:49:16.800]   a classifier on the end and then train that on ImageNet. And you've now got an ImageNet
[01:49:16.800 --> 01:49:23.560]   trained classifier which is specifically designed to be a good backbone for UNET. And then you
[01:49:23.560 --> 01:49:34.040]   should be able to now come back and get pretty close to winning this old competition. Because
[01:49:34.040 --> 01:49:41.040]   that pre-trained network didn't exist before. But if you think about what YOLOv3 did, it's
[01:49:41.040 --> 01:49:45.840]   basically that. They created DarkNet, they pre-trained it on ImageNet and then they used
[01:49:45.840 --> 01:49:55.200]   it as the basis for their founding boxes. So again, this kind of idea of pre-training things
[01:49:55.200 --> 01:50:00.960]   which are designed not just for classification but for other things is just something that
[01:50:00.960 --> 01:50:15.720]   nobody's done yet. But as we've shown, you can train ImageNet for 25 bucks in 3 hours.
[01:50:15.720 --> 01:50:21.400]   So and if people in the community are interested in doing this, hopefully I'll have credits
[01:50:21.400 --> 01:50:25.720]   I can help you with as well. So if you do the work to get it set up and give me a script,
[01:50:25.720 --> 01:50:30.320]   I can probably run it for you.
[01:50:30.320 --> 01:50:38.800]   So for now though, we don't have that. So we're going to use ResNet. So we're basically
[01:50:38.800 --> 01:50:47.760]   going to start with this, let's see, with getBase. And so base is our base network and that was
[01:50:47.760 --> 01:50:53.920]   defined back up in this first section. So getBase is going to be something that calls whatever
[01:50:53.920 --> 01:50:59.640]   this is and this is ResNet 34. So we're going to grab our ResNet 34 and cutModel is the
[01:50:59.640 --> 01:51:04.400]   first thing that our ConvNet builder does. It basically removes everything from the adaptive
[01:51:04.400 --> 01:51:10.860]   pulling onwards and so that gives us back the backbone of ResNet 34. So getBase is going
[01:51:10.860 --> 01:51:17.960]   to give us back our ResNet 34 backbone.
[01:51:17.960 --> 01:51:25.520]   And then we're going to take that ResNet 34 backbone and turn it into a unit 34. So what
[01:51:25.520 --> 01:51:33.200]   that's going to do is it's going to save that ResNet that we passed in and then we're going
[01:51:33.200 --> 01:51:38.440]   to use a forward hook, just like before, to save the results at the second, fourth, fifth
[01:51:38.440 --> 01:51:45.600]   and sixth blocks, which as before is basically before each stride 2 convolution.
[01:51:45.600 --> 01:51:50.200]   Then we're going to create a bunch of these things we're calling unit blocks. And the
[01:51:50.200 --> 01:51:57.720]   unit block basically says, so these unit blocks are these things. These are unit blocks.
[01:51:57.720 --> 01:52:04.640]   So the unit block tells us, we have to tell it, how many things are coming from the kind
[01:52:04.640 --> 01:52:10.400]   of previous layer that we're upsampling, how many are coming across, and then how many
[01:52:10.400 --> 01:52:20.440]   do we want to come at. And so the amount coming across is entirely defined by whatever the
[01:52:20.440 --> 01:52:28.360]   base network was. Whatever the downward path was, we need that many layers.
[01:52:28.360 --> 01:52:33.800]   And so this is a little bit awkward. And actually one of our master's students here, Karim, has
[01:52:33.800 --> 01:52:41.960]   actually created something called dynamic unit that you'll find in fastai.unit.dynamic_unit.
[01:52:41.960 --> 01:52:46.760]   And it actually calculates this all for you and automatically creates the whole unit from
[01:52:46.760 --> 01:52:52.480]   your base model. It's got some minor quirks still that I want to fix. By the time the
[01:52:52.480 --> 01:52:57.820]   video is out, it'll definitely be working and I will at least have a notebook showing
[01:52:57.820 --> 01:53:04.640]   how to use it and possibly an additional video. But for now, you'll just have to go through
[01:53:04.640 --> 01:53:08.960]   and do it yourself. You can easily see it just by once you've got a resnet, you can
[01:53:08.960 --> 01:53:16.080]   just go type in its name and it'll print out all the layers and you can see how many activations
[01:53:16.080 --> 01:53:24.720]   there are in each block. Or you could even have it printed out for you for each block
[01:53:24.720 --> 01:53:25.720]   automatically.
[01:53:25.720 --> 01:53:35.400]   Anyway, I just did this manually. And so the unit block works like this. So you said, "Okay,
[01:53:35.400 --> 01:53:39.240]   I've got this many coming up from the previous layer, I've got this many coming across this
[01:53:39.240 --> 01:53:45.440]   x." I'm using across from the downward path. This is the amount I want coming out.
[01:53:45.440 --> 01:53:50.880]   Now what I do is I then say, "Okay, we're going to create a certain amount of convolutions
[01:53:50.880 --> 01:53:55.120]   from the upward path and a certain amount from the cross path and so I'm going to be
[01:53:55.120 --> 01:54:01.660]   concatenating them together. So let's divide the number we want out by 2. And so we're
[01:54:01.660 --> 01:54:08.520]   going to have our cross convolution take our cross path and create number out divided by
[01:54:08.520 --> 01:54:16.400]   2. And then the upward path is going to be a conv transpose 2D because we want to increase
[01:54:16.400 --> 01:54:23.200]   up sample. And again, here we've got the number n divided by 2. And then at the end, I just
[01:54:23.200 --> 01:54:30.480]   concatenate those together. So I've got an upward sample, I've got a cross convolution,
[01:54:30.480 --> 01:54:33.080]   I concatenate the two together.
[01:54:33.080 --> 01:54:40.960]   And so that's all a unit block is. And so that's actually a pretty easy module to create.
[01:54:40.960 --> 01:54:47.800]   And so then in my forward path, I need to pass to the forward of the unit block the
[01:54:47.800 --> 01:54:55.160]   upward path and the cross path. So the upward path is just wherever I'm up to so far. But
[01:54:55.160 --> 01:55:01.240]   then the cross path is whatever the value is of whatever the activations are that I
[01:55:01.240 --> 01:55:04.600]   stored on the way down.
[01:55:04.600 --> 01:55:09.900]   So as I come up, it's the last set of saved features that I need first. And as I gradually
[01:55:09.900 --> 01:55:16.700]   keep going up further and further and further, eventually it's the first set of features.
[01:55:16.700 --> 01:55:21.640]   And so there are some more tricks we can do to make this a little bit better, but this
[01:55:21.640 --> 01:55:24.880]   is a good start.
[01:55:24.880 --> 01:55:35.280]   So the simple upsampling approach looked horrible and had a dice of 968. A unit with everything
[01:55:35.280 --> 01:55:44.600]   else identical, except we've now got these unit blocks, has a dice of 985. So that's
[01:55:44.600 --> 01:55:51.720]   like we've kind of halved the error with everything else exactly the same. And more to the point,
[01:55:51.720 --> 01:55:57.360]   you can look at it. This is actually looking somewhat car-like compared to our non-unet
[01:55:57.360 --> 01:56:04.920]   equivalent, which is just a blob. Because trying to do this through down and up paths,
[01:56:04.920 --> 01:56:12.300]   it's just asking too much. Whereas when we actually provide the downward path pixels
[01:56:12.300 --> 01:56:16.600]   at every point, it can actually start to create something car-ish.
[01:56:16.600 --> 01:56:24.560]   So at the end of that, we'll go .close to again remove those SFS features that are taking
[01:56:24.560 --> 01:56:31.880]   up GPU memory, go to a smaller batch size, a higher size, and you can see the dice coefficient
[01:56:31.880 --> 01:56:42.120]   is really going up. So notice here I'm loading in the 128x128 version of the network. So we're
[01:56:42.120 --> 01:56:48.160]   doing this progressive resizing trick again. So that gets us 99.3, and then unfreeze to
[01:56:48.160 --> 01:56:57.200]   get to 99.4. And you can see it's now looking pretty good. Go down to a batch size of 4,
[01:56:57.200 --> 01:57:07.760]   size of 102.4, load in what we just did with the 512, takes us to 99.5, unfreeze, takes
[01:57:07.760 --> 01:57:26.360]   us to 99. And as you can see, that actually looks good. Accuracy terms, 99.82. You can
[01:57:26.360 --> 01:57:33.600]   see this is looking like something you could just about use to cut out. I think at this
[01:57:33.600 --> 01:57:40.200]   point there's a couple of minor tweaks we can do to get up to 99.7, but really the key thing
[01:57:40.200 --> 01:57:45.920]   then I think is just maybe to do a little bit of smoothing maybe, or a little bit of
[01:57:45.920 --> 01:57:53.560]   post-processing. You can go and have a look at the Carvana winner's blogs and see some
[01:57:53.560 --> 01:57:59.840]   of these tricks. But as I say, the difference between where we're at 99.6 and what the winner's
[01:57:59.840 --> 01:58:15.400]   got of 99.7 is not heaps. And so really the unit on its own pretty much solves that problem.
[01:58:15.400 --> 01:58:21.160]   Okay so that's it. The last thing I wanted to mention is now to come all the way back
[01:58:21.160 --> 01:58:28.880]   to bounding boxes. Because you might remember I said our bounding box model was still not
[01:58:28.880 --> 01:58:34.800]   doing very well on small objects, so hopefully you might be able to guess where I'm going
[01:58:34.800 --> 01:58:44.360]   to go with this. Which is that for the bounding box model, remember how we had at different
[01:58:44.360 --> 01:58:54.200]   grid cells, we spat out outputs of our model, and it was those earlier ones with the small
[01:58:54.200 --> 01:59:03.520]   grid sizes that weren't very good. How do we fix it? Unet it. Let's have an upward path
[01:59:03.520 --> 01:59:10.120]   with cross-connections. And so then we're just going to do a unet and then spit them
[01:59:10.120 --> 01:59:17.960]   out of that. Because now those finer grid cells have all of the information of that path and
[01:59:17.960 --> 01:59:25.600]   that path and that path and that path to leverage. Now of course, this is deep learning, so that
[01:59:25.600 --> 01:59:32.080]   means you can't write a paper saying we just used unet for bounding boxes. You have to
[01:59:32.080 --> 01:59:42.040]   invent a new word. So this is called feature pyramid networks, or FPMs. And literally this
[01:59:42.040 --> 01:59:49.200]   is part of the retina net paper, which is used in the retina net paper. It was created
[01:59:49.200 --> 01:59:55.200]   in earlier papers specifically about FPMs. If memory says correctly, they did briefly
[01:59:55.200 --> 02:00:01.800]   cite the unet paper, but they kind of made it sound like it was this vaguely slightly
[02:00:01.800 --> 02:00:09.040]   connected thing that maybe some people could consider slightly useful. But it really, FPMs
[02:00:09.040 --> 02:00:17.360]   is units. I don't have an implementation of it to show you, but it'll be a fun thing maybe
[02:00:17.360 --> 02:00:24.400]   for some of us to try. I know some of the students have been trying to get it working
[02:00:24.400 --> 02:00:32.400]   well on the forums. Interesting thing to try. So I think a couple of things to look at after
[02:00:32.400 --> 02:00:39.560]   this class, as well as the other things I mentioned, would be playing around with FPMs and also
[02:00:39.560 --> 02:00:46.360]   maybe trying Caram's dynamic unet. They would both be interesting things to look at.
[02:00:46.360 --> 02:00:53.400]   So you guys have all been through 14 lessons of me talking at you now, so I'm sorry about
[02:00:53.400 --> 02:01:05.880]   that. Thanks for putting up with me. You're going to find it hard to find people who actually
[02:01:05.880 --> 02:01:12.360]   know as much about training neural networks in practice as you do. It'll be really easy
[02:01:12.360 --> 02:01:19.400]   for you to overestimate how capable all these other people are and underestimate how capable
[02:01:19.400 --> 02:01:28.920]   you are. The main thing to say is please practice. Please, just because you don't have this constant
[02:01:28.920 --> 02:01:34.700]   thing getting you to come back here every Monday night now, it's very easy to kind of
[02:01:34.700 --> 02:01:45.040]   lose that momentum. So find ways to keep it, organize a study group or a book reading group
[02:01:45.040 --> 02:01:52.740]   or get together with some friends and work on a project. Do something more than just
[02:01:52.740 --> 02:01:59.320]   deciding I want to keep working on X. Unless you're the kind of person who's super motivated
[02:01:59.320 --> 02:02:06.360]   and you know that whenever you decide to do something, it happens, that's not me. I know
[02:02:06.360 --> 02:02:11.360]   something to happen. I have to say, "Yes, David, in October I will absolutely teach
[02:02:11.360 --> 02:02:17.640]   that course." And then it's like, "Okay, I better actually write some material." That's
[02:02:17.640 --> 02:02:22.160]   the only way I can get stuff to happen. We've got a great community there on the forums.
[02:02:22.160 --> 02:02:27.240]   If people have ideas for ways to make it better, please tell me. If you think you can help
[02:02:27.240 --> 02:02:32.980]   with, if you want to create some new forum or moderate it in some different way or whatever,
[02:02:32.980 --> 02:02:39.200]   just let me know. You can always PM me. There's a lot of projects going on through GitHub
[02:02:39.200 --> 02:02:44.560]   as well, lots of stuff. I hope to see you all back here at Something Else. Thanks so much
[02:02:44.560 --> 02:02:45.800]   for joining me on this journey.
[02:02:45.800 --> 02:02:49.140]   [APPLAUSE]

