
[00:00:00.000 --> 00:00:08.000]   Welcome back to lesson 9 part 2, how to train your model.
[01:47:23.000 --> 01:47:28.000]   A data set then I think we delegate to.
[01:47:28.000 --> 01:47:31.000]   X if you're looking at a.
[01:47:31.000 --> 01:47:38.000]   Stuff in the data box API will often delegate to stuff lower in the data box API and so forth.
[01:47:38.000 --> 01:47:42.000]   So I find this pretty handy.
[01:47:42.000 --> 01:47:53.000]   OK so we have a call back that as you see this very little to it one interesting thing you might notice is that a call back has a name property.
[01:47:53.000 --> 01:47:56.000]   And the name property.
[01:47:56.000 --> 01:48:00.000]   Works like this if you have a property called train eval call back.
[01:48:00.000 --> 01:48:08.000]   Then we've got a function called camel to snake this is called camel case means you got uppercase and lowercase letters like a camel.
[01:48:08.000 --> 01:48:13.000]   And snake case looks like this so camel to snake turns this into a snake.
[01:48:13.000 --> 01:48:20.000]   And then what we do here is we remove call back from the end.
[01:48:20.000 --> 01:48:28.000]   And that's its name so train eval call back has a name which is just train eval underscore and then in the runner.
[01:48:28.000 --> 01:48:32.000]   Any call back functions that you pass in.
[01:48:32.000 --> 01:48:43.000]   Which it uses to create new callbacks it actually assigns them to an attribute with that name so we now have something called.
[01:48:43.000 --> 01:49:01.000]   Runner dot train eval for example so we do this in the faster library when you say learned recorder we didn't actually add an attribute called recorder to learner it just automatically sets that because there's a learner call back.
[01:49:01.000 --> 01:49:03.000]   So.
[01:49:03.000 --> 01:49:07.000]   So let's see how to use this.
[01:49:07.000 --> 01:49:12.000]   As a question okay let's do that in a moment so.
[01:49:12.000 --> 01:49:22.000]   Let's use this to add metrics because it's no fun having a training loop where we can't actually see how we're going and part of the whole point of this is that our actual training loop is now.
[01:49:22.000 --> 01:49:30.000]   So incredibly tight and neat and easy but we actually want to do all the stuff we want to do so what if we create a little call back called average stats call back.
[01:49:30.000 --> 01:49:47.000]   Where we're going to stick into it a couple of objects to keep track of our loss and metrics one for training one for valid and at the start of an epoch will reset the statistics at the end of an epoch will print out the statistics.
[01:49:47.000 --> 01:49:51.000]   And after we've got the loss calculated.
[01:49:51.000 --> 01:49:59.000]   We will accumulate the statistics so then all we need is an object that has an accumulate method.
[01:49:59.000 --> 01:50:05.000]   So let's create a class that does that and here's our accumulate method.
[01:50:05.000 --> 01:50:08.000]   It's going to add up the total loss.
[01:50:08.000 --> 01:50:11.000]   And for each metric.
[01:50:11.000 --> 01:50:14.000]   It'll add up the total metrics.
[01:50:14.000 --> 01:50:21.000]   And then we'll give it a property called average stats that will go through all of those losses and metrics and return.
[01:50:21.000 --> 01:50:40.000]   The average and you might notice here I fixed the problem of having different batch sizes in the average we're actually adding lost times the size of the batch and count plus the size of the batch and metrics times the size of the batch and so then we're dividing here by the total.
[01:50:40.000 --> 01:50:52.000]   Batch size so this is going to keep track of our stats will add a dunder Repra so that it prints out those statistics in a nice way.
[01:50:52.000 --> 01:50:56.000]   And so now we can create a learner.
[01:50:56.000 --> 01:51:10.000]   And our average stats call back and when we call fit.
[01:51:10.000 --> 01:51:17.000]   Metrics and loss tracking to our minimal training loop.
[01:51:17.000 --> 01:51:29.000]   Runner dunder call exits early when the first call back returns true why is that.
[01:51:29.000 --> 01:51:41.000]   So one of the things I noticed was really annoying in the first way I wrote the call back handler was I had it so that.
[01:51:41.000 --> 01:52:06.000]   Something had to return something had to return true to mean keep going so basically false meant stop and that was really awkward because if you don't add a return in in python that it actually returns none and none is false and I thought oh if I forget to return something that should mean keep going that should be like the default so.
[01:52:06.000 --> 01:52:12.000]   The first thing to point out is that the basic lope now.
[01:52:12.000 --> 01:52:29.000]   Actually says if not rather than if right so if not begin a park so in other words if if your call back handler returns false then keep going and so that means that basically none of my callbacks.
[01:52:29.000 --> 01:52:43.000]   Need to return anything most of the time except for test call back which returns true so true means cancel means stop.
[01:52:43.000 --> 01:52:49.000]   So if one of my callbacks says stop.
[01:52:49.000 --> 01:52:58.000]   Then I mean I could I could certainly imagine an argument in either way that but the way I thought it if it says stop.
[01:52:58.000 --> 01:53:17.000]   Let's just stop right now you know why do we need to run the other callbacks so if it says stop then it returns stop says we don't want to go anymore and then we can depending on where you are so if it's after a park returns stop and it's actually going to stop the loop.
[01:53:17.000 --> 01:53:19.000]   Entirely.
[01:53:19.000 --> 01:53:23.000]   So that's why.
[01:53:23.000 --> 01:53:43.000]   Yeah, so this is a little awkward we had to like construct our average stats call back and then we had to pass that to run and then later on we can refer to stats valid stats average stats because remember average stats was where we grab this.
[01:53:43.000 --> 01:53:53.000]   So that's OK, but it's a little awkward so instead what I do is I create a accuracy call back function.
[01:53:53.000 --> 01:53:55.000]   So that is.
[01:53:55.000 --> 01:54:01.000]   The average stats call back constructor passing an accuracy.
[01:54:01.000 --> 01:54:07.000]   But with partial so partial returns is a function that returns a function.
[01:54:07.000 --> 01:54:21.000]   And so this is now a function which can create a call back and so I can pass this to CB funks and now I don't have to store it away because the runner.
[01:54:21.000 --> 01:54:37.000]   This is what we saw before the runner will go through each CB funks it will call that function to create the call back and then it will stick that call back inside the runner giving it this name as the attribute.
[01:54:37.000 --> 01:54:43.000]   So this way we can say.
[01:54:43.000 --> 01:55:00.000]   This is our call back function. This is our runner fit and now it's automatically available inside run dot average stats so so this is what faster IV one does except it puts them inside a winner because we don't have a runner concept.
[01:55:00.000 --> 01:55:08.000]   So I think that's pretty handy it's kind of like it looks a little bit awkward the first time you do it but you can kind of create a standard set of.
[01:55:08.000 --> 01:55:21.000]   Call back functions that you want to use for particular types of models and then you can just store them away in a list and you don't have to think about them again which is what you'll see will do lots of times.
[01:55:21.000 --> 01:55:40.000]   So. How like a lot of things in this part 2 of the course you can choose how deep to go on different things I think our approach to callbacks is super interesting and if you do too you might want to go deep here and really look into like.
[01:55:40.000 --> 01:55:48.000]   You know what kind of callbacks you can build and what things you can do with them that we haven't done yet but you know then a lot of these details around.
[01:55:48.000 --> 01:55:57.000]   Exactly how I do this if you're not as interested in the details of software engineering this might be something you care less about which is fine.
[01:55:57.000 --> 01:56:01.000]   The main thing that everybody should take away is.
[01:56:01.000 --> 01:56:04.000]   That that's our training loop.
[01:56:04.000 --> 01:56:22.000]   Okay. So you know the other stuff about like exactly how did we create our average stats call back and exactly what is done to call do a fairly minor details but you should recognize that the fit function.
[01:56:22.000 --> 01:56:27.000]   Stores how many epochs we're doing what learner we're working with.
[01:56:27.000 --> 01:56:51.000]   Calls each of the different callbacks at each time right and it and like I never remember which ones are at which place if you go to docs.fast.ai the callbacks documentation will show you personally I just always look at the source code because it's just so easy to see exactly what happens at each time and exactly what's available.
[01:56:51.000 --> 01:56:54.000]   At each time.
[01:56:54.000 --> 01:56:58.000]   So let's use this.
[01:56:58.000 --> 01:57:03.000]   And let's use this to do one cycle training.
[01:57:03.000 --> 01:57:13.000]   Because it's pretty hard when you have to have a constant learning rate all the time particularly because I was really wanting to show you.
[01:57:13.000 --> 01:57:19.000]   A deep dive which about to see using hooks a deep dive into how.
[01:57:19.000 --> 01:57:37.000]   The mechanics or kind of how the dynamics of training models looks like and what we'll learn is that the first batches everything if you can get the first batches working well then things will tend to be things are going to be good and this is how you can get super convergence.
[01:57:37.000 --> 01:57:44.000]   So if you want your first batches to be good it turns out that good annealing is critical.
[01:57:44.000 --> 01:57:54.000]   So let's do that right away let's set up good annealing because we have the mechanics we need because we have callbacks so we're inside of five and Neil.
[01:57:54.000 --> 01:57:59.000]   Get our data this is all the same as before here's something to create a learner with one line.
[01:57:59.000 --> 01:58:08.000]   So let's create a learner with that same little model we had before and lost function data and we'll create a runner.
[01:58:08.000 --> 01:58:18.000]   With a average stats call back this defaulted to a learning rate of point five maybe we could try it with learning rate of point three.
[01:58:18.000 --> 01:58:28.000]   Pretty handy being able to like quickly create things with different learning rates so let's create a function that's just going to be partial get model with a learning rate.
[01:58:28.000 --> 01:58:36.000]   And so now we can just call get model funk and pass a learning rate in and we'll immediately have something with a different learning rate.
[01:58:36.000 --> 01:58:41.000]   Yes tell me the question.
[01:58:41.000 --> 01:58:46.000]   So what is your typical debugging process.
[01:58:46.000 --> 01:58:58.000]   My debugging process is to use the debugger so if I got an exception while I was running a cell then I just go into the next cell and type percent debug.
[01:58:58.000 --> 01:59:09.000]   And that pops open the debugger if things aren't working the way I expected but it wasn't an exception then I'll just add set underscore trace somewhere around the point I care about.
[01:59:09.000 --> 01:59:14.000]   That's about it yeah I find that's.
[01:59:14.000 --> 01:59:17.000]   That works pretty well.
[01:59:17.000 --> 01:59:32.000]   Most of the time then it's just a case of looking at what's it what's the shape of everything and what is everything contain like a couple of couple of objects in the batch I normally find something's got names or zeros or whatever.
[01:59:32.000 --> 01:59:49.000]   Yeah it's really rare that using that debugger that I find debugging is that difficult if it is then it's just a case of stepping away and questioning your assumptions but with the help of a debugger.
[01:59:49.000 --> 02:00:01.000]   All of the states right there in front of you just one of the great things about pytorch is that it supports this kind of development.
[02:00:01.000 --> 02:00:03.000]   Okay.
[02:00:03.000 --> 02:00:06.000]   All right so.
[02:00:06.000 --> 02:00:11.000]   We're going to create a call back.
[02:00:11.000 --> 02:00:14.000]   That's going to do.
[02:00:14.000 --> 02:00:16.000]   Hyper parameter scheduling.
[02:00:16.000 --> 02:00:30.000]   And so for this notebook we're just going to do learning rate as a hyper parameter but it's in the last 12 months one of the really successful areas of research have been people pointing out that.
[02:00:30.000 --> 02:00:40.000]   You can you can and should schedule everything your dropout amount what kind of data augmentation you do weight decay.
[02:00:40.000 --> 02:00:56.000]   Learning rate momentum everything which makes sense right because the other thing that we've been learning about a lot about in the last 12 months is how as you train a model it kind of goes through this different phases of like that the.
[02:00:56.000 --> 02:01:09.000]   The kind of weight landscapes the sorry the lost function the lost landscapes of neural nets look very different at the start in the middle and at the end.
[02:01:09.000 --> 02:01:19.000]   And so it's very unlikely that you would want the same hyper parameters throughout so being able to schedule anything is super handy.
[02:01:19.000 --> 02:01:25.000]   So we'll create a parameter schedule a call back and you're just going to pass in a function.
[02:01:25.000 --> 02:01:38.000]   Right and a parameter schedule so we're going to be passing in lr cuz lr is what pytorch calls learning rate and then this function will be something which takes a single argument.
[02:01:38.000 --> 02:01:40.000]   Which is.
[02:01:40.000 --> 02:01:53.000]   Number of epochs divided by total epochs remember I told you that that train eval call back we added is going to set this to be a float so this will be the number of this will be like epoch number 2.35.
[02:01:53.000 --> 02:02:05.000]   Out of 6 so this will be a float of exactly how far through training are we and we'll pass that to some function that we're going to write and the result of that function will be used to set.
[02:02:05.000 --> 02:02:09.000]   The hyper parameter in this case learning rate.
[02:02:09.000 --> 02:02:12.000]   As you know from part one.
[02:02:12.000 --> 02:02:17.000]   You don't necessarily want to have the same value of a hyper parameter for all of your layers.
[02:02:17.000 --> 02:02:19.000]   So pytorch has something called.
[02:02:19.000 --> 02:02:27.000]   Parameter groups which we use an abstraction we call layer groups in fast AI but they're basically the same thing.
[02:02:27.000 --> 02:02:42.000]   And so a pytorch optimizer contains a number of parameter groups unless you explicitly create more than one it'll all be in one but anytime we do stuff with hyper parameters you have to loop through.
[02:02:42.000 --> 02:02:45.000]   Pg in self dot opt dot parameter groups.
[02:02:45.000 --> 02:02:51.000]   So then parameter group so learning rate for this parameter group this layer group.
[02:02:51.000 --> 02:02:54.000]   Is equal to the result of this function.
[02:02:54.000 --> 02:02:58.000]   And then every time we start a new batch.
[02:02:58.000 --> 02:03:00.000]   If we're training.
[02:03:00.000 --> 02:03:03.000]   And we'll run our schedule.
[02:03:03.000 --> 02:03:12.000]   Pretty hard to know if our schedule is working if we can't actually see what's happening to the learning rate as we go so let's create another call back called recorder.
[02:03:12.000 --> 02:03:19.000]   That at the start of fit fitting sets the allies and losses are raised to being empty.
[02:03:19.000 --> 02:03:25.000]   And then after each batch as long as you're training it depends the current.
[02:03:25.000 --> 02:03:38.000]   Learning rate and the current loss now there's actually lots of learning rates potentially because there's lots of layer groups so in fast AI we tend to use the final layer group as a learning rate we actually.
[02:03:38.000 --> 02:03:45.000]   Point out but you don't have to do it that way and then we'll add something to plot the learning rates and we'll add something to plot the losses.
[02:03:45.000 --> 02:03:51.000]   So hopefully this looks pretty familiar compared to the recorder in faster IV one so with that in place.
[02:03:51.000 --> 02:03:56.000]   We now need to create a function that takes.
[02:03:56.000 --> 02:04:05.000]   The percentage through the learning which we're going to call pause for position and returns the value of learning rate.
[02:04:05.000 --> 02:04:09.000]   And so let's create one for linear schedules.
[02:04:09.000 --> 02:04:12.000]   So what we want to be able to pass this.
[02:04:12.000 --> 02:04:27.000]   Is a starting learning rate and an ending learning rate so you might pass it 10 and one and it was started the learning rate of 10 and go down to one that would be ridiculously high but whatever.
[02:04:27.000 --> 02:04:34.000]   But we need a function that just takes position so this is a function that's going to return a function.
[02:04:34.000 --> 02:04:41.000]   So here's a function that takes a start learning rate and an end learning rate and a position.
[02:04:41.000 --> 02:04:47.000]   And returns the learning rate so to start plus position times difference.
[02:04:47.000 --> 02:04:54.000]   So to convert that function into one which only takes position.
[02:04:54.000 --> 02:05:00.000]   We do partial passing in that function and the start and the end we were given.
[02:05:00.000 --> 02:05:10.000]   So now this function just takes position because that's the only thing from inner that we haven't set.
[02:05:10.000 --> 02:05:17.000]   So that's going to work fine but it's inconvenient because we're going to create lots of different schedule is.
[02:05:17.000 --> 02:05:20.000]   And I don't want to have to write all this every time.
[02:05:20.000 --> 02:05:26.000]   So we can simplify the way that you can create these by using a decorator.
[02:05:26.000 --> 02:05:31.000]   Here's the version with a decorator with a decorator you create.
[02:05:31.000 --> 02:05:33.000]   Linear scheduler.
[02:05:33.000 --> 02:05:41.000]   In the natural way it's something that takes a start learning rate and end learning rate and a position and returns this.
[02:05:41.000 --> 02:05:49.000]   And then we add an annealer decorator and the annealer decorator is the thing that does all this in a partial nonsense.
[02:05:49.000 --> 02:05:56.000]   What's a decorator? A decorator is a function that returns a function.
[02:05:56.000 --> 02:06:04.000]   And what Python does is if it sees the name of a function here with an at sign before it that it takes this function.
[02:06:04.000 --> 02:06:11.000]   Passes it into this function and replaces the definition of this function with whatever this returns.
[02:06:11.000 --> 02:06:14.000]   So it's going to take this.
[02:06:14.000 --> 02:06:17.000]   It's going to pass it over here.
[02:06:17.000 --> 02:06:22.000]   And then it's going to say return inner where inner is.
[02:06:22.000 --> 02:06:26.000]   Partial as we described before.
[02:06:26.000 --> 02:06:29.000]   So let's see that.
[02:06:29.000 --> 02:06:39.000]   So now shed Lynn we wrote it as taking start and end and pause, but if I hit shift tab.
[02:06:39.000 --> 02:06:46.000]   This says it only takes start and end. Why is that? Because we've replaced this function.
[02:06:46.000 --> 02:06:48.000]   With this function.
[02:06:48.000 --> 02:06:51.000]   And this function just takes start and end.
[02:06:51.000 --> 02:06:55.000]   And this is where Jupiter is.
[02:06:55.000 --> 02:07:03.000]   Going to give you a lot more happy times and pretty much any idea because this kind of dynamic.
[02:07:03.000 --> 02:07:08.000]   Code generation. It's pretty hard for an idea to do that for you.
[02:07:08.000 --> 02:07:15.000]   Where else in Jupiter. It's actually running the code in an actual Python process so it knows exactly what shed Lynn.
[02:07:15.000 --> 02:07:17.000]   Means.
[02:07:17.000 --> 02:07:22.000]   So this is now created a function that takes start.
[02:07:22.000 --> 02:07:23.000]   And end.
[02:07:23.000 --> 02:07:25.000]   And returns a function.
[02:07:25.000 --> 02:07:28.000]   Which takes.
[02:07:28.000 --> 02:07:30.000]   Which is what we need.
[02:07:30.000 --> 02:07:33.000]   For our schedule.
[02:07:33.000 --> 02:07:34.000]   So let's try it.
[02:07:34.000 --> 02:07:47.000]   Let's say f equals shed Lynn one comma two so this is a schedule that starts at learning rate one ends at learning rate two and then we'll say hey what should that be 30% of the way through training.
[02:07:47.000 --> 02:07:51.000]   And again if I hit shift tab here.
[02:07:51.000 --> 02:07:59.000]   It knows that f is something that takes pause right so it's really nice in Jupiter you can you can take advantage of.
[02:07:59.000 --> 02:08:02.000]   Python's dynamic nature.
[02:08:02.000 --> 02:08:03.000]   And like.
[02:08:03.000 --> 02:08:10.000]   There's no point using a dynamic language if you're not taking advantage of his dynamic nature right so things like.
[02:08:10.000 --> 02:08:14.000]   Decorators are super convenient way to do this stuff.
[02:08:14.000 --> 02:08:23.000]   There are other languages like Julia that can do similar things with macros like it's this is not the only way to get this kind of nice.
[02:08:23.000 --> 02:08:28.000]   A very expressive ability but it's one good way to do it.
[02:08:28.000 --> 02:08:34.000]   So now we can just go ahead and define all of our different schedule is by passing it each is start and pause.
[02:08:34.000 --> 02:08:38.000]   So for example no schedule is something which.
[02:08:38.000 --> 02:08:42.000]   Always return start or cosine scheduling.
[02:08:42.000 --> 02:08:48.000]   Exponential scheduling.
[02:08:48.000 --> 02:08:50.000]   So.
[02:08:50.000 --> 02:08:52.000]   Let's define those.
[02:08:52.000 --> 02:08:56.000]   And then let's try to plot them and it doesn't work.
[02:08:56.000 --> 02:08:58.000]   Why doesn't it work.
[02:08:58.000 --> 02:09:02.000]   Because you can't plot PyTorch tenses.
[02:09:02.000 --> 02:09:10.000]   But it turns out the only reason you can't plot PyTorch tenses is because tenses don't have an end in attribute which tells.
[02:09:10.000 --> 02:09:15.000]   Matplotlib how many dimensions there are so watch this.
[02:09:15.000 --> 02:09:22.000]   Torch dot tensor dot end in equals a property that is the length of the shape.
[02:09:22.000 --> 02:09:34.000]   And now replaced the definition again using the dynamic features of Python replace the def replace or actually insert into the definition of tensor a new property called end in.
[02:09:34.000 --> 02:09:36.000]   And now we can plot tenses.
[02:09:36.000 --> 02:09:49.000]   So like the nice thing about Python is you never have to be like oh this isn't supported because you can change everything you can insert things you can replace things whatever so.
[02:09:49.000 --> 02:09:56.000]   Here we've now got a nice print out of our four different schedule is.
[02:09:56.000 --> 02:10:13.000]   Which isn't really enough because if you want to do one cycle scheduling then in fact you know most of the time nowadays you want some kind of warm up and some kind of cool down or if you're doing something like SGDR you've got like multiple cool downs.
[02:10:13.000 --> 02:10:18.000]   So we really need to be able to paste some of these schedule is together.
[02:10:18.000 --> 02:10:23.000]   So let's create another function called combined schedule is.
[02:10:23.000 --> 02:10:25.000]   And it's going to look like this.
[02:10:25.000 --> 02:10:28.000]   We're going to pass in.
[02:10:28.000 --> 02:10:42.000]   We're going to pass in the kind of the phases we want so phase one will be a cosine schedule from a learning rate of point three to point six phase two will be a learning rate as cosine schedule with a learning rate going from point six to point two.
[02:10:42.000 --> 02:10:48.000]   And phase one will take up 30% of our batches and phase two will take up 70%.
[02:10:48.000 --> 02:10:54.000]   So that's what we're going to pass in how long is each phase and what's the schedule in each phase.
[02:10:54.000 --> 02:10:57.000]   So.
[02:10:57.000 --> 02:11:04.000]   Here's how we do that I don't think I need to go through the code it's there's nothing interesting about it.
[02:11:04.000 --> 02:11:15.000]   But what we do once we have that is that we can then plot that schedule and you can kind of see why we're very fond of these.
[02:11:15.000 --> 02:11:25.000]   Cosine one cycle schedule so I don't think this has ever been published anywhere but it's what fast AI uses by default nowadays.
[02:11:25.000 --> 02:11:33.000]   It's you kind of get a nice gentle warm up at the start and this is the time when things are just super sensitive and fall apart really quickly.
[02:11:33.000 --> 02:11:48.000]   But it doesn't take long as you'll see in next week's lesson when we do a deep dive into into stuff using hooks it doesn't take long for it to get into a decent part of the lost landscape and so you can quite quickly increase the learning rate.
[02:11:48.000 --> 02:11:55.000]   And then something that people have and we'll start looking at papers next week for this something that people have realized in the last.
[02:11:55.000 --> 02:12:06.000]   4 months or so although Leslie Smith really kind of showed us this 2 years ago but it's only been the last 4 months or so that people have really understood this in the wider academic literature.
[02:12:06.000 --> 02:12:16.000]   You need to train at a high learning rate for a long time and so with this kind of coach cosine schedule we keep it up high for a long time.
[02:12:16.000 --> 02:12:31.000]   But then you also need to fine tune at a very low learning rate for a long time so this has all of the kind of nice features that we want so cosine one cycle schedules are terrific and we now can build them from scratch.
[02:12:32.000 --> 02:12:48.000]   So let's try training like this so with let's create a list of call back functions that has a recorder in it an average stats call back with accuracy in it and a parameter scheduler that schedules the learning rate using this schedule.
[02:12:48.000 --> 02:12:51.000]   And then fit.
[02:12:51.000 --> 02:13:05.000]   That's looking pretty good we're getting up towards 94% pretty quickly and we can now go plot lr and it's the shape that we hope for and we can even say plot loss.
[02:13:05.000 --> 02:13:25.000]   We now have.
[02:13:25.000 --> 02:13:35.000]   We still haven't looked at convolutions really will do that next week and a lot more.
[02:13:35.000 --> 02:13:46.000]   But you kind of have the ability now to hopefully think of lots of things that you might want to try and and try them out.
[02:13:46.000 --> 02:13:56.000]   So next week we're going to be starting with confidence.
[02:13:56.000 --> 02:14:08.000]   We're going to be kind of and we're going to be finally using a GPU because once we because once we start creating confidence of this size it starts taking a little bit too long.
[02:14:08.000 --> 02:14:24.000]   But just to read ahead a little bit how what's it going to take to put stuff on the CPU this is the entirety of the call back right so we've now got the mechanics we need to do things unbelievably quickly right.
[02:14:24.000 --> 02:14:34.000]   And then we'll be able to oh and also we'll be wanting to add some transformations this is the entirety of what it takes to do batch wise transformations.
[02:14:34.000 --> 02:14:37.000]   Without call back.
[02:14:37.000 --> 02:14:41.000]   As we discussed though we can't.
[02:14:41.000 --> 02:15:03.000]   Add callbacks between layers so we will add callbacks between layers initially manually and then using pytorch hooks and that way we're going to be able to plot and see exactly what's going on inside our models as they train and we'll find ways to train them.
[02:15:03.000 --> 02:15:13.000]   Much much more nicely so that by the end of next by the end of the next notebook will be up over 98% accuracy.
[02:15:13.000 --> 02:15:15.000]   And that's going to be super cool.
[02:15:15.000 --> 02:15:39.000]   And then we're going to do a deep dive into batch norm data blocks API optimizers and transforms and at that point I think we'll have basically all the mechanics we need to go into some more advanced architectures and training methods and see how we did some of the.
[02:15:39.000 --> 02:15:46.000]   Cool stuff that we did in part one so I'll see you next week.

