
[00:00:00.000 --> 00:00:04.000]   When you're in winter's favorite town,
[01:11:32.000 --> 01:11:36.000]   And so I'm just always conscious of the fact that, hey, sometimes things are difficult.
[01:11:36.000 --> 01:11:41.000]   And because of that, pile up, pile up cash.
[01:11:41.000 --> 01:11:44.000]   The next thing is wait for the birth of the baby.
[01:11:44.000 --> 01:11:48.000]   And then once the baby's here, enjoy the birth of the baby.
[01:11:48.000 --> 01:11:52.000]   The most important thing you can do in the first few months of a baby's life is take
[01:11:52.000 --> 01:11:55.000]   care of mama and take care of baby.
[01:11:55.000 --> 01:12:00.000]   And so don't feel any pressure for her to get up and go to work, for you to get up and
[01:12:00.000 --> 01:12:03.000]   go to work unnecessarily.
[01:12:03.000 --> 01:12:05.000]   Just take time.
[01:12:05.000 --> 01:12:11.000]   It's a very special time, and you've invested a lot into getting this to happen.
[01:12:11.000 --> 01:12:15.000]   And so you want to make sure that you take time, and you want her to be totally
[01:12:15.000 --> 01:12:18.000]   emotionally free from all of this.
[01:12:18.000 --> 01:12:22.000]   One of the most important things that I think that you can do as a husband in this
[01:12:22.000 --> 01:12:28.000]   situation is isolate her from any financial stress associated with this and isolate her
[01:12:28.000 --> 01:12:30.000]   from any stress.
[01:12:30.000 --> 01:12:37.000]   From my research, both academic and in practical experience as the father of four
[01:12:37.000 --> 01:12:43.000]   children, the single most important thing that you can do that will help your wife to
[01:12:43.000 --> 01:12:52.000]   have a smooth and easy childbirth is to eliminate all sources of stress from her life.
[01:12:52.000 --> 01:12:58.000]   Most importantly, work with her to eliminate all sources of stress from the birthing
[01:12:58.000 --> 01:13:01.000]   process, especially as a first-time mother.
[01:13:01.000 --> 01:13:03.000]   Most first-time mothers in U.S.
[01:13:03.000 --> 01:13:07.000]   American culture have a lot of anxiety around birthing.
[01:13:07.000 --> 01:13:11.000]   And so I won't give you my speech here, but anything you can do to relieve that
[01:13:11.000 --> 01:13:13.000]   anxiety is very important.
[01:13:13.000 --> 01:13:18.000]   The example that I use, we did a hypnobirthing class before our first baby.
[01:13:18.000 --> 01:13:22.000]   And in hypnobirthing, they have you do this fear release exercise.
[01:13:22.000 --> 01:13:23.000]   And you can do it.
[01:13:23.000 --> 01:13:24.000]   You don't have to go through the class.
[01:13:24.000 --> 01:13:26.000]   I'm sure you've done other classes.
[01:13:26.000 --> 01:13:32.000]   But the most valuable thing that we did was I had my wife make a list of every
[01:13:32.000 --> 01:13:37.000]   single thing that she was fearful of related to birth.
[01:13:37.000 --> 01:13:42.000]   And the number one -- and then I looked at the list with her and we thought, okay,
[01:13:42.000 --> 01:13:43.000]   how can we relieve it?
[01:13:43.000 --> 01:13:48.000]   And the thing that for her that made a big difference is my wife does not like to be rushed.
[01:13:48.000 --> 01:13:51.000]   She hates feeling like somebody is rushing her.
[01:13:51.000 --> 01:13:56.000]   And so her biggest fear -- she was convinced that, look, the baby will come when the
[01:13:56.000 --> 01:13:59.000]   baby's ready, like I don't need to be worried about this, et cetera.
[01:13:59.000 --> 01:14:05.000]   But her biggest fear was being hurried or being pressured at the time of childbirth.
[01:14:05.000 --> 01:14:09.000]   She didn't want her friends calling her and saying, "Is there any news yet?"
[01:14:09.000 --> 01:14:11.000]   and like, "Do you feel anything?"
[01:14:11.000 --> 01:14:13.000]   Like she did not want that.
[01:14:13.000 --> 01:14:19.000]   And so what we figured out was that we could avoid that by simply not telling anybody
[01:14:19.000 --> 01:14:21.000]   when the baby was expected.
[01:14:21.000 --> 01:14:26.000]   And so what's become a standard operating procedure for us is that should we find
[01:14:26.000 --> 01:14:31.000]   ourselves expecting a baby, we don't tell anybody when the baby is expected, right?
[01:14:31.000 --> 01:14:38.000]   The EDD, the estimated due date, is a date that has a two-week wiggle room on both
[01:14:38.000 --> 01:14:41.000]   sides for a safe, normal, natural, healthy birth.
[01:14:41.000 --> 01:14:48.000]   And so, you know, if the date -- if our date were August 27, we would tell our family,
[01:14:48.000 --> 01:14:52.000]   "August or September," you know, something like that, something towards the end of
[01:14:52.000 --> 01:14:54.000]   August, right, or towards the beginning of September.
[01:14:54.000 --> 01:14:57.000]   And the idea is that if they don't know, then they can't ask.
[01:14:57.000 --> 01:15:02.000]   And we made it clear, like, "Sorry, but we don't tell anybody this, and we're not
[01:15:02.000 --> 01:15:04.000]   going to get this information to you."
[01:15:04.000 --> 01:15:09.000]   And so by doing that one simple thing, it relieved my wife of a tremendous amount
[01:15:09.000 --> 01:15:11.000]   of emotional stress.
[01:15:11.000 --> 01:15:13.000]   And so I encourage you to do that.
[01:15:13.000 --> 01:15:19.000]   Now, financial stress, same thing, is that don't put on her some expectation that
[01:15:19.000 --> 01:15:22.000]   we just got to have this baby and get it over with so you can get back to work, right?
[01:15:22.000 --> 01:15:24.000]   That may create emotional stress.
[01:15:24.000 --> 01:15:29.000]   And a woman's body responds physically to that emotional stress.
[01:15:29.000 --> 01:15:33.000]   I've talked to enough doulas and enough midwives and enough doctors who have given
[01:15:33.000 --> 01:15:40.000]   me stories of just emotional distress that women feel and how that causes their bodies
[01:15:40.000 --> 01:15:43.000]   to have awful childbirth experiences.
[01:15:43.000 --> 01:15:46.000]   And so to the extent that you can relieve that, relieve that and include in that
[01:15:46.000 --> 01:15:48.000]   financial stress.
[01:15:48.000 --> 01:15:52.000]   Second thing is I am convinced that there is plenty of evidence that the single most
[01:15:52.000 --> 01:15:57.000]   important thing that you can do in the first few months of the baby's life is obviously
[01:15:57.000 --> 01:16:03.000]   allow time for the physical recovery of your wife and of the baby, but just allow time
[01:16:03.000 --> 01:16:05.000]   for them to get to know one another.
[01:16:05.000 --> 01:16:11.000]   You know, the first three months of a baby's life, some people call it the fourth
[01:16:11.000 --> 01:16:16.000]   trimester, because a baby is still developing outside of the womb.
[01:16:16.000 --> 01:16:19.000]   Human babies, when they're born, are not fully developed.
[01:16:19.000 --> 01:16:21.000]   They are still developing outside of the womb.
[01:16:21.000 --> 01:16:25.000]   And so you want to give time for the baby to develop and for mama to heal.
[01:16:25.000 --> 01:16:31.000]   And then the more time that you can give to your wife and the baby, the better will
[01:16:31.000 --> 01:16:33.000]   be the relationship, right?
[01:16:33.000 --> 01:16:40.000]   That's the start of a lifelong bond between a mother and a child.
[01:16:40.000 --> 01:16:47.000]   And what's interesting is that I've always noticed my wife, like she doesn't, my wife
[01:16:47.000 --> 01:16:51.000]   often doesn't have a lot of attachment to a baby until the baby is there.
[01:16:51.000 --> 01:16:58.000]   Like she isolates, she segregates in like sections parts of her thinking off sometimes.
[01:16:58.000 --> 01:17:02.000]   And so like she's looking forward to the birth most of the time, but it's like, you
[01:17:02.000 --> 01:17:04.000]   know, she's not really connected to it.
[01:17:04.000 --> 01:17:07.000]   And then I just watch in the first few days, watch them bond.
[01:17:07.000 --> 01:17:11.000]   And after the baby is a few weeks old, she loves the thing, but she didn't love it
[01:17:11.000 --> 01:17:12.000]   like right at the beginning.
[01:17:12.000 --> 01:17:14.000]   It took time for that bond to develop.
[01:17:14.000 --> 01:17:17.000]   And it's fascinating, even biologically, right?
[01:17:17.000 --> 01:17:22.000]   The best thing you can do is just provide lots of time for, you know, mom and baby
[01:17:22.000 --> 01:17:25.000]   to snuggle, lots of skin on skin contact.
[01:17:25.000 --> 01:17:31.000]   Biologically, a mother's body will change the chemical makeup of her breast milk in
[01:17:31.000 --> 01:17:35.000]   response to the scent of the baby, the scent of the baby's poop, the scent of the
[01:17:35.000 --> 01:17:37.000]   baby's hair.
[01:17:37.000 --> 01:17:41.000]   She'll change, her body will change what the baby's nutrients are receiving based
[01:17:41.000 --> 01:17:42.000]   upon that time.
[01:17:42.000 --> 01:17:47.000]   And so all of this is emphasizing to you that as your financial advisor, I hereby
[01:17:47.000 --> 01:17:51.000]   command you to ignore the finances for a few months.
[01:17:51.000 --> 01:17:55.000]   That's the point I'm trying to impress upon you is that there are times in which
[01:17:55.000 --> 01:17:58.000]   you work like a maniac and you deal with your finances and there are times in which
[01:17:58.000 --> 01:17:59.000]   you don't.
[01:17:59.000 --> 01:18:02.000]   Are you receiving that point loud and clear?
[01:18:02.000 --> 01:18:04.000]   Yes, very much.
[01:18:04.000 --> 01:18:08.000]   And I'm actually the one that I'm more like we can take as much time as we need
[01:18:08.000 --> 01:18:09.000]   to pay this stuff off.
[01:18:09.000 --> 01:18:12.000]   Like I'm not concerned about that.
[01:18:12.000 --> 01:18:18.000]   She's like I have to, she's very debt aware and has always, she's an immigrant,
[01:18:18.000 --> 01:18:23.000]   her parents are immigrants and they like there's a lot of pressure on her to work
[01:18:23.000 --> 01:18:24.000]   versus stay home.
[01:18:24.000 --> 01:18:25.000]   Sure.
[01:18:25.000 --> 01:18:29.000]   And so I'm trying to, after listening to your episode, really hammer that about
[01:18:29.000 --> 01:18:34.000]   home that she doesn't have to feel that pressure and we can do things differently.
[01:18:34.000 --> 01:18:41.000]   We have a long term positive outcome already planned with retirement accounts and
[01:18:41.000 --> 01:18:43.000]   we've got two homes.
[01:18:43.000 --> 01:18:46.000]   So we've got a long term covered.
[01:18:46.000 --> 01:18:50.000]   It just might take us a little bit longer to get there but we'll enjoy the road a
[01:18:50.000 --> 01:18:51.000]   little bit better.
[01:18:51.000 --> 01:18:52.000]   Sure, sure.
[01:18:52.000 --> 01:18:58.000]   So as long as you've heard my first point, then to the second point.
[01:18:58.000 --> 01:18:59.000]   Yeah.
[01:18:59.000 --> 01:19:03.000]   To the second point, if you and your wife see value in some of the things that I
[01:19:03.000 --> 01:19:10.000]   have said, you desire for her to be a full time mother, then you'll have to work
[01:19:10.000 --> 01:19:11.000]   on how to make that happen.
[01:19:11.000 --> 01:19:15.000]   Now the nice thing is that nursing is one of those careers.
[01:19:15.000 --> 01:19:19.000]   If your wife is a nurse, it's one of those careers that's easy for her to keep
[01:19:19.000 --> 01:19:23.000]   her foot in the job market without it being an all consuming thing.
[01:19:23.000 --> 01:19:28.000]   And in many cases it's probably advisable, right, because she worked hard to get
[01:19:28.000 --> 01:19:34.000]   her licensure, et cetera, so she can pull one shift a week or go in on the weekend,
[01:19:34.000 --> 01:19:35.000]   something like that.
[01:19:35.000 --> 01:19:40.000]   Then if that's not too disruptive to your family life, then that may be a very
[01:19:40.000 --> 01:19:43.000]   valuable thing that she'll want to keep current on everything.
[01:19:43.000 --> 01:19:48.000]   What I would do, I mean I'll just tell you my opinion, right, what I would do is
[01:19:48.000 --> 01:19:50.000]   that, is simply this.
[01:19:50.000 --> 01:19:55.000]   If we had a financial problem, I'm going to solve the financial problem and I will
[01:19:55.000 --> 01:19:56.000]   go make more money.
[01:19:56.000 --> 01:19:59.000]   And I would do whatever I needed to do to go make more money.
[01:19:59.000 --> 01:20:01.000]   And that's what I've always done.
[01:20:01.000 --> 01:20:02.000]   That's what I'm good at.
[01:20:02.000 --> 01:20:09.000]   And I believe that my family will be better off if my wife is there with our
[01:20:09.000 --> 01:20:14.000]   children, even if I'm not there because I'm working a side hustle or I'm building
[01:20:14.000 --> 01:20:16.000]   a business on the side, et cetera.
[01:20:16.000 --> 01:20:23.000]   Our children are going to be far better off with that scenario than if, you know,
[01:20:23.000 --> 01:20:27.000]   she's working every Saturday and Sunday and I'm working Monday through Friday
[01:20:27.000 --> 01:20:30.000]   and it could just, that's no fun.
[01:20:30.000 --> 01:20:31.000]   Now, can you do it?
[01:20:31.000 --> 01:20:32.000]   Sure.
[01:20:32.000 --> 01:20:35.000]   But what I would challenge you on is the same thing I would challenge anyone.
[01:20:35.000 --> 01:20:39.000]   When's the last time you sat down and made a plan to make more money?
[01:20:39.000 --> 01:20:44.000]   Most people don't ever actually sit down and figure out how can I make more money.
[01:20:44.000 --> 01:20:47.000]   And so, okay, you made $100,000.
[01:20:47.000 --> 01:20:48.000]   Great.
[01:20:48.000 --> 01:20:51.000]   What's your plan to go from 100 to 150 in the next year?
[01:20:51.000 --> 01:20:54.000]   What's your plan to go from 100 to 500?
[01:20:54.000 --> 01:20:57.000]   Is that doable in what you're doing right now?
[01:20:57.000 --> 01:21:01.000]   Okay, if it is, then what do you need to do to prepare to do that?
[01:21:01.000 --> 01:21:08.000]   If it's not, then what can you do to put yourself on a different trajectory where
[01:21:08.000 --> 01:21:12.000]   you have an actual plan in five years to go from 100 to 500,
[01:21:12.000 --> 01:21:15.000]   or at least to put yourself onto the track where that's a possibility?
[01:21:15.000 --> 01:21:19.000]   I'm not worried about $45,000 of credit card debt if the balances are served
[01:21:19.000 --> 01:21:24.000]   appropriately for someone who's making $100,000 who incurred the debt for IVF.
[01:21:24.000 --> 01:21:26.000]   It's not a big deal.
[01:21:26.000 --> 01:21:27.000]   You'll pay it off quickly enough.
[01:21:27.000 --> 01:21:30.000]   You'll budget some of it, and most likely you'll make more money.
[01:21:30.000 --> 01:21:34.000]   What I would challenge you on is have you been serious about actually sitting down
[01:21:34.000 --> 01:21:37.000]   and saying, "How can I make more money?"
[01:21:37.000 --> 01:21:44.000]   And as a man and as a husband, if you will grasp and take full responsibility for that
[01:21:44.000 --> 01:21:49.000]   and then start working on a plan for that, I believe that you'll be well-equipped
[01:21:49.000 --> 01:21:53.000]   to take care of the debt and then put your family onto a very different trajectory.
[01:21:53.000 --> 01:21:58.000]   So the next time, you've got to pay $50-whatever-thousand or whatever the total bill was.
[01:21:58.000 --> 01:22:02.000]   If you wind up doing that again, you'll cash flow it.
[01:22:02.000 --> 01:22:06.000]   And so my challenge to you is take responsibility for it,
[01:22:06.000 --> 01:22:11.000]   relieve your wife of the responsibility of being the provider for your family,
[01:22:11.000 --> 01:22:14.000]   and then you make a plan that allows you to increase your income
[01:22:14.000 --> 01:22:18.000]   until you can provide the kind of lifestyle that you want to provide.
[01:22:18.000 --> 01:22:22.000]   The answer to most financial problems is simply make more money.
[01:22:22.000 --> 01:22:27.000]   And most people don't ever actually sit down and make a plan to make more money.
[01:22:27.000 --> 01:22:31.000]   It's not the answer in all situations, but in your situation, almost undoubtedly,
[01:22:31.000 --> 01:22:35.000]   it's just make more money and take it seriously.
[01:22:35.000 --> 01:22:37.000]   You're a smart guy.
[01:22:37.000 --> 01:22:40.000]   Use your intelligence and your brain to sit down and analyze your income,
[01:22:40.000 --> 01:22:48.000]   analyze your career, and make a plan that conceivably has you making triple what you're making
[01:22:48.000 --> 01:22:50.000]   four or five years from now.
[01:22:50.000 --> 01:22:56.000]   And in that scenario, the credit card debt, you'll have it paid off pretty quickly.
[01:22:56.000 --> 01:22:58.000]   - Okay.
[01:22:58.000 --> 01:22:59.000]   All right, that sounds great.
[01:22:59.000 --> 01:23:04.000]   So keep the investments untouched and just do what we can
[01:23:04.000 --> 01:23:09.000]   and try to get some more income flow in, which I have been working diligently on that.
[01:23:09.000 --> 01:23:12.000]   We've got some property and we're going to rent it out on Hip Camp.
[01:23:12.000 --> 01:23:14.000]   - Good.
[01:23:14.000 --> 01:23:16.000]   - Yeah, we've got a couple of ideas going.
[01:23:16.000 --> 01:23:23.000]   - If your credit cards are properly managed and they're all at low interest rates
[01:23:23.000 --> 01:23:27.000]   and if you have good borrowing capacity so that when those terms run out,
[01:23:27.000 --> 01:23:32.000]   you can roll them over again, you can do that for years.
[01:23:32.000 --> 01:23:36.000]   Most people have not put in place what you do, but you've got $200,000 of available credit,
[01:23:36.000 --> 01:23:38.000]   you've got these high household incomes, et cetera.
[01:23:38.000 --> 01:23:42.000]   So I don't mind having the $45,000 of credit card debt temporarily.
[01:23:42.000 --> 01:23:46.000]   It was there for a reason, from what you described to me, it was there for a reason,
[01:23:46.000 --> 01:23:47.000]   a very good reason.
[01:23:47.000 --> 01:23:52.000]   The second thing is I would definitely not take money out of investments to pay it off.
[01:23:52.000 --> 01:23:55.000]   I wouldn't empty my bank account to pay it off.
[01:23:55.000 --> 01:23:57.000]   I wouldn't take money out of investments to pay it off.
[01:23:57.000 --> 01:24:01.000]   I certainly wouldn't take money out of my 401(k).
[01:24:01.000 --> 01:24:03.000]   Would I take some money from my HSA?
[01:24:03.000 --> 01:24:07.000]   Maybe, but not if they'll let me roll it over at 3%.
[01:24:07.000 --> 01:24:10.000]   Now, let's say that you've got $35,000 that's at 0%,
[01:24:10.000 --> 01:24:14.000]   but then you've got $10,000 that kicks up to $14.9.
[01:24:14.000 --> 01:24:18.000]   Well, yeah, I'll take a $10,000 distribution out of my IRA and put it in --
[01:24:18.000 --> 01:24:20.000]   or my HSA and put it there.
[01:24:20.000 --> 01:24:24.000]   Or I'll take out $10,000 from my savings account.
[01:24:24.000 --> 01:24:30.000]   I'll pay the balance down by $10,000, and then when I can get another 0% card,
[01:24:30.000 --> 01:24:34.000]   I'll go ahead and put the money back into my savings account.
[01:24:34.000 --> 01:24:39.000]   And since you were unwise and didn't take my course, wink, wink,
[01:24:39.000 --> 01:24:44.000]   one of the things that I emphasized is what's most important when you're surfing
[01:24:44.000 --> 01:24:49.000]   credit card balances is never to ever wind up in a position where you're broke.
[01:24:49.000 --> 01:24:52.000]   And so you don't ever want to run out of money.
[01:24:52.000 --> 01:24:54.000]   And so you don't cash out investments.
[01:24:54.000 --> 01:24:57.000]   You don't spend down investments.
[01:24:57.000 --> 01:24:58.000]   I hate it.
[01:24:58.000 --> 01:25:01.000]   If somebody wakes up with $50,000 and they've got $30,000 in the bank
[01:25:01.000 --> 01:25:04.000]   and somebody gives them the advice, "Oh, listen, go take $30,000
[01:25:04.000 --> 01:25:09.000]   and pay off $30,000 of the 50, and then you'll only have $20,000,
[01:25:09.000 --> 01:25:12.000]   but you'll only have $1,000 in the bank," my opinion,
[01:25:12.000 --> 01:25:15.000]   that's a bad answer for most people.
[01:25:15.000 --> 01:25:18.000]   Maybe not everyone, but that's a bad answer for most people
[01:25:18.000 --> 01:25:22.000]   because the worst place to be when you have debt is broke
[01:25:22.000 --> 01:25:26.000]   because then you can't pivot, you can't maneuver, you can't adjust.
[01:25:26.000 --> 01:25:29.000]   So keep your money and just figure out how to make excess money
[01:25:29.000 --> 01:25:32.000]   to pay off the debt in your situation.
[01:25:32.000 --> 01:25:33.000]   Okay.
[01:25:33.000 --> 01:25:34.000]   All right.
[01:25:34.000 --> 01:25:35.000]   That's very, very clear.
[01:25:35.000 --> 01:25:36.000]   Thank you so much, Joshua.
[01:25:36.000 --> 01:25:37.000]   I really appreciate it.
[01:25:37.000 --> 01:25:38.000]   My pleasure.
[01:25:38.000 --> 01:25:41.000]   And thank you for indulging my little birthing conversation.
[01:25:41.000 --> 01:25:46.000]   I just think it's so important to pay attention to that
[01:25:46.000 --> 01:25:49.000]   and not to put finances where they don't belong.
[01:25:49.000 --> 01:25:52.000]   So don't think about money when you're in that phase of life.
[01:25:52.000 --> 01:25:55.000]   Tell yourself, "All right, two months after the baby's here,
[01:25:55.000 --> 01:25:57.000]   then we'll start thinking about money again."
[01:25:57.000 --> 01:25:58.000]   Joshua, welcome.
[01:25:58.000 --> 01:26:01.000]   How can I serve you today, sir?
[01:26:01.000 --> 01:26:03.000]   Hi, Joshua.
[01:26:03.000 --> 01:26:12.000]   I wanted to ask you a question regarding setting up a consultancy-type business
[01:26:12.000 --> 01:26:19.000]   while living abroad, and what would be the best way to structure that,
[01:26:19.000 --> 01:26:24.000]   assuming that you're an American citizen, to avoid taxes,
[01:26:24.000 --> 01:26:30.000]   especially self-employment taxes, or minimize those if possible?
[01:26:30.000 --> 01:26:32.000]   I've done a little bit of reading, not too much,
[01:26:32.000 --> 01:26:37.000]   but some of the suggestions seem to be that you can structure as an LLC,
[01:26:37.000 --> 01:26:44.000]   taxes an S-corp that pays a reasonably low salary.
[01:26:44.000 --> 01:26:48.000]   That seems to be probably the easiest, or potentially do an offshore C-corp.
[01:26:48.000 --> 01:26:52.000]   So I just wanted to get your thoughts and see what recommendations you have.
[01:26:52.000 --> 01:26:59.000]   Do you sell any kind of product, or is it all personal services?
[01:26:59.000 --> 01:27:01.000]   All personal services.
[01:27:01.000 --> 01:27:02.000]   Okay.
[01:27:02.000 --> 01:27:09.000]   So this is the first thing, is that you cannot 100% eliminate your taxes
[01:27:09.000 --> 01:27:14.000]   as a U.S. American living abroad when you're doing all personal services.
[01:27:14.000 --> 01:27:22.000]   Personal services do not fall under the same regulations as a business.
[01:27:22.000 --> 01:27:35.000]   So the first thing I would say is, can you design your business where instead of doing your services,
[01:27:35.000 --> 01:27:39.000]   can you design a business or part of it where you sell a product?
[01:27:39.000 --> 01:27:47.000]   So if you take some area of personal knowledge and you package it as a product,
[01:27:47.000 --> 01:27:53.000]   an info product, a seminar, et cetera, and then sell that,
[01:27:53.000 --> 01:27:59.000]   that portion you can get truly tax-free.
[01:27:59.000 --> 01:28:07.000]   What I would encourage you to do is go to ustax.bz,
[01:28:07.000 --> 01:28:12.000]   and that's a guy there, ustax.bz, it's Stuart, I forget his last name.
[01:28:12.000 --> 01:28:19.000]   But on that site he sells some courses, and one of his courses is for a freelancer,
[01:28:19.000 --> 01:28:21.000]   and that's what you are.
[01:28:21.000 --> 01:28:26.000]   So he has a course called Tax Savvy Expat, which is a freelancer,
[01:28:26.000 --> 01:28:31.000]   and if you go through that course, he gives you the whole structure
[01:28:31.000 --> 01:28:34.000]   and walks you through it step by step.
[01:28:34.000 --> 01:28:38.000]   Okay, how do I do this analysis, what do I go through, et cetera.
[01:28:38.000 --> 01:28:44.000]   So the first thing that you can do is, just to make it simpler though,
[01:28:44.000 --> 01:28:46.000]   before you go and start filing for companies, et cetera.
[01:28:46.000 --> 01:28:52.000]   First of all, how much money are you making right now from these services?
[01:28:52.000 --> 01:29:01.000]   Well, this would be for my spouse, but she'll make maybe like $120,000 or something like that.
[01:29:01.000 --> 01:29:17.000]   Okay, so basically it comes down to is there a way to reduce her self-employment taxes.
[01:29:17.000 --> 01:29:26.000]   So as an American living abroad, you can eliminate her federal income taxes
[01:29:26.000 --> 01:29:28.000]   using the foreign earned income exclusion.
[01:29:28.000 --> 01:29:33.000]   What I'm struggling to remember is I took Stuart's course, I bought it,
[01:29:33.000 --> 01:29:37.000]   and that's how I learn all my stuff is I find the people who are teaching me
[01:29:37.000 --> 01:29:41.000]   and then I go and send them a camera, I send them $1,500, $1,000, something like that,
[01:29:41.000 --> 01:29:43.000]   I took all his courses.
[01:29:43.000 --> 01:29:48.000]   And what I can't remember is actually the structure that he teaches in that course.
[01:29:48.000 --> 01:29:53.000]   And so I can't remember what it is for freelancers at the moment,
[01:29:53.000 --> 01:29:57.000]   but that's what I would do is set it up.
[01:29:57.000 --> 01:30:00.000]   Well, you can make an argument and you can say,
[01:30:00.000 --> 01:30:06.000]   "Should I bother trying to reduce my employment taxes?"
[01:30:06.000 --> 01:30:10.000]   Remembering that if she's making $120,000,
[01:30:10.000 --> 01:30:14.000]   she's going to be maxing out her Social Security credits
[01:30:14.000 --> 01:30:18.000]   based upon the Social Security wage base at that number.
[01:30:18.000 --> 01:30:26.000]   And so, yes, she's going to pay 15% of her income in that towards Social Security
[01:30:26.000 --> 01:30:28.000]   and thus be better off.
[01:30:28.000 --> 01:30:30.000]   I cannot remember.
[01:30:30.000 --> 01:30:33.000]   Stuart goes in that course, he goes over the calculations
[01:30:33.000 --> 01:30:36.000]   as to how much you can reduce it legally as a freelancer,
[01:30:36.000 --> 01:30:38.000]   and I cannot remember the number.
[01:30:38.000 --> 01:30:42.000]   And so you have to check that out to find out that structure.
[01:30:42.000 --> 01:30:46.000]   But that's where I learned the freelancer structure.
[01:30:46.000 --> 01:30:49.000]   I just can't remember off the top of my head what the unique things were about it.
[01:30:49.000 --> 01:30:53.000]   What I would encourage you is see if she can productize it to some degree.
[01:30:53.000 --> 01:30:57.000]   And then I guess the only thing I would say is that it's also one of those areas
[01:30:57.000 --> 01:31:03.000]   where maybe you go ahead and set up a business to do.
[01:31:03.000 --> 01:31:08.000]   I guess what I would tell you from having done it,
[01:31:08.000 --> 01:31:14.000]   the tax savings need to be worth it to you to deal with the cost of maintaining a business.
[01:31:14.000 --> 01:31:19.000]   So I pay--I have an offshore structure.
[01:31:19.000 --> 01:31:26.000]   And in the very cheapest jurisdictions, you're going to pay several thousands of dollars a year
[01:31:26.000 --> 01:31:31.000]   to deal with the jurisdictions, et cetera.
[01:31:31.000 --> 01:31:36.000]   And you're going to deal with the complexities of filing your tax forms
[01:31:36.000 --> 01:31:38.000]   for those offshore corporations.
[01:31:38.000 --> 01:31:44.000]   And so unless you, like me, are kind of like a hardcore,
[01:31:44.000 --> 01:31:46.000]   "I don't want to be involved in the Social Security system,"
[01:31:46.000 --> 01:31:50.000]   a bunch of scam, giant Ponzi scheme, blah, blah, blah, gnashing of teeth.
[01:31:50.000 --> 01:31:53.000]   Like if that's you and that's her, then yeah, go ahead.
[01:31:53.000 --> 01:32:00.000]   And I'd rather pay $3,000 a year to a jurisdiction to go ahead
[01:32:00.000 --> 01:32:02.000]   and set up an offshore corporation, blah, blah, blah.
[01:32:02.000 --> 01:32:08.000]   But if you're a little bit less of a grumbly person than I described,
[01:32:08.000 --> 01:32:11.000]   the answer is just stay offshore.
[01:32:11.000 --> 01:32:16.000]   Take your deduction, take your exclusion for the federal tax,
[01:32:16.000 --> 01:32:18.000]   and then pay your employment taxes.
[01:32:18.000 --> 01:32:22.000]   File a Schedule C so that you can keep things simple.
[01:32:22.000 --> 01:32:25.000]   Because even just the form--when I first filled out my first thing,
[01:32:25.000 --> 01:32:28.000]   it's like the 5583 or something--I forget the name of the tax form.
[01:32:28.000 --> 01:32:32.000]   But when I first sat there, it took me--I should be able to do it fast.
[01:32:32.000 --> 01:32:36.000]   It took me a long time, and I'm sweating bullets the whole time
[01:32:36.000 --> 01:32:40.000]   knowing if I don't get this right, they're going to put me up against the wall
[01:32:40.000 --> 01:32:41.000]   and shoot me.
[01:32:41.000 --> 01:32:47.000]   And so unless you're super committed to I want this--I don't want this $10,000
[01:32:47.000 --> 01:32:51.000]   going into the Social Security and Medicare, then for $120,000,
[01:32:51.000 --> 01:32:56.000]   I would just say file a standard Schedule C and stay offshore
[01:32:56.000 --> 01:32:59.000]   and go ahead and pay the money for self-employment,
[01:32:59.000 --> 01:33:00.000]   save the federal income tax.
[01:33:00.000 --> 01:33:02.000]   Make sense?
[01:33:02.000 --> 01:33:04.000]   Yeah, it does.
[01:33:04.000 --> 01:33:08.000]   And I think that's what we were leaning towards is kind of make it simple.
[01:33:08.000 --> 01:33:12.000]   In the end, it's not a whole lot of money because, like you mentioned,
[01:33:12.000 --> 01:33:14.000]   we wouldn't pay the federal income tax.
[01:33:14.000 --> 01:33:16.000]   It would just be the self-employment taxes.
[01:33:16.000 --> 01:33:18.000]   But anything we could minimize would help.
[01:33:18.000 --> 01:33:22.000]   But I agree it's probably not worth going through the complexity
[01:33:22.000 --> 01:33:25.000]   of setting up offshore corporations.
[01:33:25.000 --> 01:33:26.000]   Yeah.
[01:33:26.000 --> 01:33:29.000]   The other thing I would caution you is just simply have her check her earnings record.
[01:33:29.000 --> 01:33:32.000]   I don't know what her earnings record could be,
[01:33:32.000 --> 01:33:39.000]   but it could actually be useful for her to get these $120,000 years
[01:33:39.000 --> 01:33:41.000]   on her Social Security record.
[01:33:41.000 --> 01:33:45.000]   So depending on what she was earning earlier in her career,
[01:33:45.000 --> 01:33:50.000]   if every year she earns $120,000, she bumps off some year that she was earning $20,000,
[01:33:50.000 --> 01:33:55.000]   that's going to make a big difference in her long-term Social Security benefits.
[01:33:55.000 --> 01:34:05.000]   And while I don't recant my opinion of Social Security being a significantly dumb program
[01:34:05.000 --> 01:34:11.000]   and a giant Ponzi scheme, as a financial planner, it is a very useful asset
[01:34:11.000 --> 01:34:14.000]   because it is a guaranteed asset that is inflation adjusted.
[01:34:14.000 --> 01:34:16.000]   It's a guaranteed annuity.
[01:34:16.000 --> 01:34:19.000]   And so you should take a hard look at it.
[01:34:19.000 --> 01:34:21.000]   You should pool her to do this properly.
