
[00:00:00.000 --> 00:00:03.240]   (upbeat hip hop music)
[00:50:20.560 --> 00:50:23.740]   it takes finding a way to deliver that value
[00:50:23.740 --> 00:50:26.500]   to the right marketplace, to the right people,
[00:50:26.500 --> 00:50:28.900]   and then in return, receiving that value
[00:50:28.900 --> 00:50:30.540]   that you've delivered to the marketplace.
[00:50:30.540 --> 00:50:34.220]   So that's where I function every single day.
[00:50:34.220 --> 00:50:37.920]   - Well, man, I feel like you dropped a lot of knowledge
[00:50:37.920 --> 00:50:41.900]   for everybody to listen to and even for me.
[00:50:41.900 --> 00:50:42.740]   So go get that book.
[00:50:42.740 --> 00:50:43.580]   What's the book called again?
[00:50:43.580 --> 00:50:44.580]   - Out of Order.
[00:50:44.580 --> 00:50:45.500]   - Out of Order.
[00:50:45.540 --> 00:50:48.380]   I've already started it and it's really good.
[00:50:48.380 --> 00:50:50.980]   Something I'm definitely implementing in my own life.
[00:50:50.980 --> 00:50:53.020]   So go cop that book, Out of Order,
[00:50:53.020 --> 00:50:54.500]   and I appreciate you being on the podcast.
[00:50:54.500 --> 00:50:55.340]   - Likewise.
[00:50:55.340 --> 00:51:00.340]   You gotta tell people about our situation
[00:51:00.340 --> 00:51:02.700]   in the weight room in college.
[00:51:02.700 --> 00:51:04.540]   - Oh yeah, I was gonna,
[00:51:04.540 --> 00:51:08.420]   'cause me and him almost weren't friends
[00:51:08.420 --> 00:51:09.780]   'cause I almost had to put hands on him
[00:51:09.780 --> 00:51:11.300]   is what he's talking about.
[00:51:11.300 --> 00:51:12.780]   This is all the way back.
[00:51:12.780 --> 00:51:14.140]   You know, I weigh 230 now,
[00:51:14.140 --> 00:51:17.180]   but I probably was what, like 190 at Mizzou?
[00:51:17.180 --> 00:51:20.380]   And I almost whooped him because this is,
[00:51:20.380 --> 00:51:21.420]   I'm gonna tell it from my perspective,
[00:51:21.420 --> 00:51:22.620]   then you can tell it from your perspective.
[00:51:22.620 --> 00:51:23.700]   - Please do.
[00:51:23.700 --> 00:51:27.500]   - So I got hurt already, so you know what I mean?
[00:51:27.500 --> 00:51:29.620]   I'm, throughout the course of the season,
[00:51:29.620 --> 00:51:31.460]   I'm, you know, doing my rehab,
[00:51:31.460 --> 00:51:35.180]   getting my extra weight room sessions in, this and that.
[00:51:35.180 --> 00:51:36.580]   I hit Nick up before a game like,
[00:51:36.580 --> 00:51:38.820]   yo, let's get this extra lift in, whatever.
[00:51:38.820 --> 00:51:40.580]   Meanwhile, these dudes in Mizzou, you know,
[00:51:40.580 --> 00:51:41.860]   I don't know about other schools,
[00:51:41.860 --> 00:51:43.860]   but in Mizzou, they were trying to make us go to class.
[00:51:43.860 --> 00:51:46.340]   Now, I would finesse my way out of it.
[00:51:46.340 --> 00:51:48.620]   I would, you know, go until the class checkers came
[00:51:48.620 --> 00:51:50.060]   and then I would dip.
[00:51:50.060 --> 00:51:53.460]   But they had us trying to go to class, tutors.
[00:51:53.460 --> 00:51:54.340]   People always ask me, like,
[00:51:54.340 --> 00:51:55.620]   did I get paid to go to Mizzou?
[00:51:55.620 --> 00:51:56.580]   I didn't get anything.
[00:51:56.580 --> 00:51:58.020]   And they're still trying to make me go to class.
[00:51:58.020 --> 00:52:00.100]   So they had me doing the most.
[00:52:00.100 --> 00:52:02.340]   So I hit him like, yo, let's get this extra lift in
[00:52:02.340 --> 00:52:03.700]   before this game.
[00:52:03.700 --> 00:52:05.780]   And meanwhile, I just got done with tutoring.
[00:52:05.780 --> 00:52:08.100]   Like, my tutoring session went forever.
[00:52:08.100 --> 00:52:10.700]   And so I showed up five minutes late to the lift
[00:52:10.700 --> 00:52:13.100]   and this dude is already like, he has an attitude.
[00:52:13.100 --> 00:52:15.340]   Like, he's already putting up the equipment, whatever.
[00:52:15.340 --> 00:52:17.140]   So I'm walking away, I'm like, bro, what are you doing?
[00:52:17.140 --> 00:52:19.020]   Like, I'm hot because I already was mad
[00:52:19.020 --> 00:52:19.860]   that I was at tutoring.
[00:52:19.860 --> 00:52:21.300]   So I walk in the way, I'm like, what are you doing?
[00:52:21.300 --> 00:52:23.260]   And then he like, says something crazy.
[00:52:23.260 --> 00:52:26.820]   So we end up about to scrap, really.
[00:52:26.820 --> 00:52:29.260]   Like, I forget like, how close we got,
[00:52:29.260 --> 00:52:30.900]   but I think like, I started talking crazy to you,
[00:52:30.900 --> 00:52:32.980]   you started talking crazy to me.
[00:52:32.980 --> 00:52:36.180]   And like, it was really about to like, go down.
[00:52:36.180 --> 00:52:38.180]   Like, that's from my perspective.
[00:52:38.180 --> 00:52:39.420]   - That's definitely not how it happened.
[00:52:39.420 --> 00:52:41.540]   Okay, so the truth of it,
[00:52:41.540 --> 00:52:43.500]   'cause I was talking to C before we even started,
[00:52:43.500 --> 00:52:45.820]   I was like, I wonder if Michael is gonna go there
[00:52:45.820 --> 00:52:46.940]   and tell that story.
[00:52:46.940 --> 00:52:50.700]   But yeah, so from my perspective, you did.
[00:52:50.700 --> 00:52:54.980]   Kudos to you, you hit me up and wanted to get an extra lift.
[00:52:54.980 --> 00:52:57.420]   So obviously, I take the time to get there
[00:52:57.420 --> 00:52:58.780]   before you're there.
[00:52:58.780 --> 00:53:00.700]   I set it up and all that.
[00:53:00.700 --> 00:53:02.220]   I look at the clock, you're late.
[00:53:02.220 --> 00:53:04.140]   So because you're late, lift is over.
[00:53:04.140 --> 00:53:06.180]   It's donezo, just straight up.
[00:53:06.180 --> 00:53:08.260]   So I start putting this stuff away.
[00:53:08.260 --> 00:53:10.180]   When I start putting this stuff away,
[00:53:10.180 --> 00:53:12.580]   that's when you walk in the weight room
[00:53:12.580 --> 00:53:14.340]   and you're like, what's good or whatever.
[00:53:14.340 --> 00:53:15.700]   I was like, no lift.
[00:53:15.700 --> 00:53:16.860]   You're like, what do you mean?
[00:53:16.860 --> 00:53:18.220]   I was like, you're late.
[00:53:18.220 --> 00:53:21.100]   And then that's when you, he started raising his voice.
[00:53:21.100 --> 00:53:23.020]   You talk about, what are you doing?
[00:53:23.020 --> 00:53:24.100]   I'll never forget.
[00:53:24.100 --> 00:53:25.860]   I remember that's how it started.
[00:53:25.860 --> 00:53:27.140]   You were like, what are you doing?
[00:53:27.140 --> 00:53:28.580]   And then you just went in.
[00:53:28.580 --> 00:53:32.180]   You started talking crazy, crazy.
[00:53:32.180 --> 00:53:33.700]   Like, what are you doing?
[00:53:33.700 --> 00:53:34.580]   Bro, you tripping.
[00:53:34.580 --> 00:53:38.780]   And I'm like, I'm young, obviously.
[00:53:38.780 --> 00:53:40.020]   So I'm like, I'm not the one.
[00:53:40.020 --> 00:53:41.940]   So I start going back.
[00:53:41.940 --> 00:53:43.820]   You start getting louder.
[00:53:43.820 --> 00:53:46.700]   And you're like, you got me messed up.
[00:53:46.700 --> 00:53:47.780]   So then that's when I remember
[00:53:47.780 --> 00:53:49.900]   I closed the weight room doors.
[00:53:49.900 --> 00:53:52.980]   'Cause that's when we got to, it was about to get hectic.
[00:53:52.980 --> 00:53:54.820]   I closed the weight room doors and I was like,
[00:53:54.820 --> 00:53:56.980]   so how you want to handle this, right?
[00:53:56.980 --> 00:54:01.420]   I'm professional, yes.
[00:54:01.420 --> 00:54:03.500]   But I'm like, okay, so how you want to handle this?
[00:54:03.500 --> 00:54:04.380]   You're like.
[00:54:04.380 --> 00:54:06.660]   And we went on and on and on and on for a little bit.
[00:54:06.660 --> 00:54:08.700]   And then, but bro, I always,
[00:54:08.700 --> 00:54:10.860]   it's funny when you tell that story
[00:54:10.860 --> 00:54:12.140]   because people are asking me like,
[00:54:12.140 --> 00:54:13.540]   how did you and Mike get to the point
[00:54:13.540 --> 00:54:15.020]   to where you guys have the relationship
[00:54:15.020 --> 00:54:16.580]   that you have and you have trust?
[00:54:16.580 --> 00:54:19.540]   I'm like, because, like, we've gone,
[00:54:19.540 --> 00:54:21.180]   there's nothing that we haven't gone through.
[00:54:21.180 --> 00:54:23.820]   Like, we have confrontations with each other.
[00:54:23.820 --> 00:54:27.500]   We push each other to be the best, point blank, period.
[00:54:27.500 --> 00:54:30.140]   So that's why I know that I can trust him
[00:54:30.140 --> 00:54:32.340]   and he knows that I can trust,
[00:54:32.340 --> 00:54:33.340]   we can trust each other.
[00:54:33.340 --> 00:54:36.580]   So bro, with that, yeah, dude lost his mind that day.
[00:54:36.580 --> 00:54:37.860]   I'm like, what are you doing?
[00:54:37.860 --> 00:54:39.580]   You got me messed up.
[00:54:39.580 --> 00:54:40.940]   Nah, I'm lifting.
[00:54:40.940 --> 00:54:42.900]   You're trying to tell me what to do in my weight room.
[00:54:42.900 --> 00:54:44.420]   - So what would have happened
[00:54:44.420 --> 00:54:45.980]   if we got to scrapping, you think?
[00:54:45.980 --> 00:54:47.460]   'Cause at that point, I was pretty strong.
[00:54:47.460 --> 00:54:48.500]   - I would have dropped you.
[00:54:48.500 --> 00:54:50.660]   (laughing)
[00:54:50.660 --> 00:54:51.500]   I would have dropped you.
[00:54:51.500 --> 00:54:54.300]   - And you can ask her, see, when I get--
[00:54:54.300 --> 00:54:55.140]   - See, cut the camera.
[00:54:55.140 --> 00:54:57.140]   You don't even, I would have dropped you.
[00:54:57.140 --> 00:55:00.900]   - When I get mad, how strong do I get?
[00:55:00.900 --> 00:55:02.180]   - Oh, you get pretty strong.
[00:55:02.180 --> 00:55:03.500]   (laughing)
[00:55:03.500 --> 00:55:05.660]   - I used to get bad.
[00:55:05.660 --> 00:55:07.220]   - Yeah, but that doesn't mean that you,
[00:55:07.220 --> 00:55:08.540]   I mean, I'm sure, you know,
[00:55:08.540 --> 00:55:10.260]   we do the boxing and stuff in the off season,
[00:55:10.260 --> 00:55:11.620]   so I'm sure your hands are improved,
[00:55:11.620 --> 00:55:12.700]   but you would have got dropped.
[00:55:12.700 --> 00:55:13.620]   - It's cool.
[00:55:13.620 --> 00:55:14.980]   Nah, you are pretty broad.
[00:55:14.980 --> 00:55:16.740]   - Well, we'll find your picture up here,
[00:55:16.740 --> 00:55:19.620]   and your size, your pressure point.
[00:55:19.620 --> 00:55:21.340]   - I still have his before picture, too,
[00:55:21.340 --> 00:55:22.180]   that we took.
[00:55:22.180 --> 00:55:23.020]   I'll send it to you.
[00:55:23.020 --> 00:55:25.700]   - And let people decide who they think would have won.
[00:55:25.700 --> 00:55:26.540]   - That's funny.
[00:55:26.540 --> 00:55:27.380]   - Well, I appreciate you, bro.
[00:55:27.380 --> 00:55:28.820]   - Nah, I appreciate you having me on, bro.
[00:55:28.820 --> 00:55:29.660]   - Yes, sir.
[00:55:29.660 --> 00:55:32.340]   (hip hop music)
[00:55:32.340 --> 00:55:35.140]   - I always just think about,
[00:55:35.140 --> 00:55:35.980]   like, when you get mad,
[00:55:35.980 --> 00:55:37.540]   and you try to throw me over the banister.
[00:55:37.540 --> 00:55:38.380]   - I was young.
[00:55:38.380 --> 00:55:39.780]   I was like, four, I was like--
[00:55:39.780 --> 00:55:40.620]   - You were not four,
[00:55:40.620 --> 00:55:42.140]   'cause we were in the second house, I think.
[00:55:42.140 --> 00:55:42.980]   - No, we were in the--
[00:55:42.980 --> 00:55:45.580]   - 'Cause the banister was at the house of Fishers.
[00:55:45.580 --> 00:55:47.580]   - Dude tried to throw you over a banister?
[00:55:47.580 --> 00:55:48.820]   - Yes, we had a banister.
[00:55:48.820 --> 00:55:49.660]   - I was a young boy.
[00:55:49.660 --> 00:55:50.500]   She had me so high.
[00:55:50.500 --> 00:55:51.340]   - And then you go up the stairs,
[00:55:51.340 --> 00:55:52.540]   and the banister was in the hallway,
[00:55:52.540 --> 00:55:54.180]   hardwood floor down there.
[00:55:54.180 --> 00:55:55.020]   - Ay, yo!
[00:55:55.020 --> 00:55:56.100]   - This guy walked in here on me,
[00:55:56.100 --> 00:55:57.660]   trying to lift me over the banister.
[00:55:57.660 --> 00:55:58.500]   I was like, what the,
[00:55:58.500 --> 00:56:00.180]   I think it's 'cause I took his lightsaber or something.
[00:56:00.180 --> 00:56:02.780]   I was freaking, I was so hot.
[00:56:02.780 --> 00:56:04.100]   - Dude was heated.

