
[00:00:00.000 --> 00:00:04.060]   This is Sax's big day. There he is. Oh, there's Tucker. Oh, look
[01:39:10.760 --> 01:39:16.600]   Like I would describe Tucker as probably the most influential populist in you know, on
[01:39:16.600 --> 01:39:18.160]   the on the right.
[01:39:18.160 --> 01:39:19.760]   So there's a sort of populism.
[01:39:19.760 --> 01:39:25.880]   Well, there's a populism of the left that I guess was Bernie Sanders before he told,
[01:39:25.880 --> 01:39:30.240]   you know, maybe like, five, eight years ago, whatever, describe us, describe for the audience,
[01:39:30.240 --> 01:39:34.240]   your perception of populism, you know, on the left and the right, what they share and
[01:39:34.240 --> 01:39:38.760]   what they don't share kind of thing, because this does seem to be the emerging party, I
[01:39:38.760 --> 01:39:42.800]   think we would all agree, is that people are sick of these extremes, and they want something
[01:39:42.800 --> 01:39:43.800]   new.
[01:39:43.800 --> 01:39:46.800]   And the something new seems to be populism.
[01:39:46.800 --> 01:39:52.280]   Well, one way to think about populism is just democracy.
[01:39:52.280 --> 01:39:56.160]   Populism is the word that the elite gives to democracy they don't like.
[01:39:56.160 --> 01:40:00.960]   So for example, vast majority of the country wants our borders sealed.
[01:40:00.960 --> 01:40:02.920]   For some reason, the elites don't want that.
[01:40:02.920 --> 01:40:04.840]   So that's labeled populism.
[01:40:04.840 --> 01:40:09.000]   I think the vast majority of the country regrets the forever wars in the Middle East and doesn't
[01:40:09.000 --> 01:40:13.800]   want us getting involved in more wars, the sort of hyper interventionism.
[01:40:13.800 --> 01:40:17.240]   I think that's like a major part of the platform.
[01:40:17.240 --> 01:40:21.600]   And then of course, I think the third big area of reevaluation was around our free trade
[01:40:21.600 --> 01:40:22.600]   policies.
[01:40:22.600 --> 01:40:27.880]   You know, they really ended up hollowing out America's industrial capability and exported
[01:40:27.880 --> 01:40:32.680]   a lot of manufacturing jobs, globalization to China, globalization.
[01:40:32.680 --> 01:40:35.560]   So yeah, I think on the right.
[01:40:35.560 --> 01:40:42.080]   Big picture, I would say that populism is a nationalist reaction to the hyper globalization
[01:40:42.080 --> 01:40:45.200]   that happened that was encouraged by the elites over the past few decades.
[01:40:45.200 --> 01:40:49.560]   And he hit on that he said, you know, at some point, are the politicians going to match
[01:40:49.560 --> 01:40:56.600]   what the people want, and they call this getting to Denmark, high functioning governments in
[01:40:56.600 --> 01:41:03.480]   the Nordics, you know, tend to reflect what the candidates reflect what the people want,
[01:41:03.480 --> 01:41:04.480]   right.
[01:41:04.480 --> 01:41:06.640]   And we seem to have this kind of broken here.
[01:41:06.640 --> 01:41:10.600]   We have one other story people have wanted us to comment on when we had our week off.
[01:41:10.600 --> 01:41:11.960]   So I thought we'd get into the open AI thing.
[01:41:11.960 --> 01:41:17.360]   I just wanted to point out, I don't mean to make this like a love triangle sacks, but
[01:41:17.360 --> 01:41:18.920]   Tucker and I did go skiing last year.
[01:41:18.920 --> 01:41:22.960]   We tried to keep it but now that it's out, you know, here it is.
[01:41:22.960 --> 01:41:26.480]   I'm sorry about this, but we were actually in the second at the same time.
[01:41:26.480 --> 01:41:28.480]   So it's gonna come out at some point.
[01:41:28.480 --> 01:41:30.200]   So we might as well talk about it.
[01:41:30.200 --> 01:41:33.680]   Look how old and nasty those ski clothes are.
[01:41:33.680 --> 01:41:34.680]   Oh, yeah.
[01:41:34.680 --> 01:41:38.680]   Well, you know what, we're both very woke and we don't want we're virtue signaling that
[01:41:38.680 --> 01:41:39.920]   we don't we want to recycle.
[01:41:39.920 --> 01:41:43.120]   So we bought all this stuff on eBay.
[01:41:43.120 --> 01:41:47.480]   I thought that was Phil Helmuth on the left.
[01:41:47.480 --> 01:41:49.200]   That's me before I was a big face.
[01:41:49.200 --> 01:41:51.800]   All right, let's do the open AI thing.
[01:41:51.800 --> 01:41:54.120]   If you guys have time, we can we go over this real quick.
[01:41:54.120 --> 01:41:58.640]   I don't want to we can I just wonder if the story stale but I mean, I think one of the
[01:41:58.640 --> 01:42:04.000]   things we can do here is just sort of now that the three acts are complete, we can actually
[01:42:04.000 --> 01:42:09.160]   talk about the epilogue just to for people who have no no, man, I think the epilogue
[01:42:09.160 --> 01:42:10.160]   is about to drop.
[01:42:10.160 --> 01:42:12.880]   But yeah, well, that's what that's what we'll get at.
[01:42:12.880 --> 01:42:14.920]   I think we're still in the second act here.
[01:42:14.920 --> 01:42:16.560]   I think this is over by a long shot.
[01:42:16.560 --> 01:42:17.560]   All right.
[01:42:17.560 --> 01:42:20.960]   So let me see why I'm gonna hold on that is I'm gonna architect and I'm gonna hand it
[01:42:20.960 --> 01:42:21.960]   to you tomorrow.
[01:42:21.960 --> 01:42:25.600]   Act one, Sam's fired act to chaos for a week we were off.
[01:42:25.600 --> 01:42:29.520]   You know what were all the reasons Act three, obviously, just yesterday, Sam's back.
[01:42:29.520 --> 01:42:32.040]   I think he is out Microsoft's an observer on the board.
[01:42:32.040 --> 01:42:36.740]   So I guess the epilogue trim off is what we want to know is what happened?
[01:42:36.740 --> 01:42:37.800]   Why did this all happen?
[01:42:37.800 --> 01:42:39.480]   Was there a major breakthrough?
[01:42:39.480 --> 01:42:45.840]   Was it Sam doing deals with Masayoshi son or in the Middle East to make you know, AI
[01:42:45.840 --> 01:42:46.840]   ships?
[01:42:46.840 --> 01:42:50.000]   What do you if we if the epilogue does drop?
[01:42:50.000 --> 01:42:53.660]   Or if like you're saying this is the second act in the third acts going to begin whichever
[01:42:53.660 --> 01:42:55.520]   metaphor you want to use?
[01:42:55.520 --> 01:42:56.520]   What will it say?
[01:42:56.520 --> 01:42:57.520]   Jim?
[01:42:57.520 --> 01:43:02.680]   I think we can all agree on what happened, which is that the employees realize that in
[01:43:02.680 --> 01:43:08.640]   the absence of leadership, business leadership, that the enterprise value of that company
[01:43:08.640 --> 01:43:10.680]   was going to disintegrate.
[01:43:10.680 --> 01:43:17.320]   And what would have been imperiled was an $86 billion valuation secondary.
[01:43:17.320 --> 01:43:22.380]   So I think the employees did what was in their best interest.
[01:43:22.380 --> 01:43:28.680]   And it makes the obvious and logical sense, which is, we need to circle the wagons and
[01:43:28.680 --> 01:43:32.600]   get the business leadership of this company back into this place.
[01:43:32.600 --> 01:43:36.600]   So that the value of the enterprise is sustained.
[01:43:36.600 --> 01:43:37.740]   They did that.
[01:43:37.740 --> 01:43:42.800]   So I think this valuation is going to hold I think the secondary is going to happen.
[01:43:42.800 --> 01:43:49.920]   So I think like from that perspective, whatever was supposed to happen there happen.
[01:43:49.920 --> 01:43:55.020]   So what are the interesting threads that are left over?
[01:43:55.020 --> 01:44:01.000]   We don't yet have a full accounting of what precipitated all of the all of the decision
[01:44:01.000 --> 01:44:03.080]   making at the board.
[01:44:03.080 --> 01:44:10.200]   Number one, number two is the person who seemed to be the principal inventor is now no longer
[01:44:10.200 --> 01:44:11.200]   on the board.
[01:44:11.200 --> 01:44:16.740]   And I think based on Sam's blog post, could probably no longer be at the company.
[01:44:16.740 --> 01:44:19.880]   That seems like an important thing.
[01:44:19.880 --> 01:44:24.200]   And then the third thing which I found out was Brett Taylor, who I work with at Facebook,
[01:44:24.200 --> 01:44:32.880]   who I've known for a long time, very sober, reasonable guy puts out his own addendum to
[01:44:32.880 --> 01:44:38.400]   the blog post that basically says his chairmanship of this board is purely transitory.
[01:44:38.400 --> 01:44:42.920]   What do you take from that?
[01:44:42.920 --> 01:44:46.520]   My takeaway is whatever's happening is still TBD.
[01:44:46.520 --> 01:44:50.600]   There is enough question marks that look, I told my friends on the board without saying
[01:44:50.600 --> 01:44:55.920]   who it was, whatever you guys do, the most important thing that you need to do is you
[01:44:55.920 --> 01:44:59.800]   need to retain great counsel and make sure that there and I said this publicly, make
[01:44:59.800 --> 01:45:06.880]   sure that there's phenomenal DNO insurance and make sure that there aren't any issues
[01:45:06.880 --> 01:45:10.760]   where you could be held personally liable for whatever happens in the future.
[01:45:10.760 --> 01:45:13.160]   You're saying of the valve, the corporate valve.
[01:45:13.160 --> 01:45:17.160]   Now that's a generic thing that I think all corporate directors should do.
[01:45:17.160 --> 01:45:23.600]   I think it's even more important here because you have a non standard governance structure
[01:45:23.600 --> 01:45:29.200]   that could change and it could change because the people involved wanted to change, but
[01:45:29.200 --> 01:45:32.960]   it could also could change because the government says, Hey, hold on a second.
[01:45:32.960 --> 01:45:34.680]   This should never have been like this in the first place.
[01:45:34.680 --> 01:45:37.000]   I'll give you an example of that.
[01:45:37.000 --> 01:45:41.480]   You know, at Facebook there was a moment where we divested all of our IP to a subsidiary
[01:45:41.480 --> 01:45:47.320]   in Ireland and for tax reasons and there were two signatories to that deal.
[01:45:47.320 --> 01:45:53.040]   It was me and Zuck and six or seven years later, this is long after I left Facebook,
[01:45:53.040 --> 01:45:56.320]   the IRS says, hold on a second, you misvalued these assets.
[01:45:56.320 --> 01:45:58.680]   We're owed X billions of dollars in taxes.
[01:45:58.680 --> 01:46:02.200]   It was a huge, long drawn out thing.
[01:46:02.200 --> 01:46:08.000]   So at a minimum, if there's great value created here, there will be consequences with respect
[01:46:08.000 --> 01:46:10.440]   to tax and who paid what.
[01:46:10.440 --> 01:46:15.080]   And if you have the shielding of a nonprofit entity, there's theoretically a lot of taxes
[01:46:15.080 --> 01:46:16.080]   that could have been paid that not.
[01:46:16.080 --> 01:46:21.320]   So all of this to me says a lot of really open, curious threads, which means it's not
[01:46:21.320 --> 01:46:22.800]   the epilogue yet.
[01:46:22.800 --> 01:46:25.440]   We're probably somewhere at the end of act two.
[01:46:25.440 --> 01:46:31.480]   Friedberg, my question to you is there's been speculation that there was a superintelligence
[01:46:31.480 --> 01:46:35.200]   AGI breakthrough possibly, and that's what spooked everybody.
[01:46:35.200 --> 01:46:40.640]   And maybe the claim that Sam wasn't forthcoming with the board was that he didn't tell them
[01:46:40.640 --> 01:46:41.640]   about it.
[01:46:41.640 --> 01:46:46.160]   The second thing was there's been some 4chan posts, again, this is pure speculation, that
[01:46:46.160 --> 01:46:52.520]   maybe the AI they're working on could break in some way encryption and that would have
[01:46:52.520 --> 01:46:56.560]   been caused a really chaotic global moment.
[01:46:56.560 --> 01:47:01.400]   What are your thoughts on those three potential items or more?
[01:47:01.400 --> 01:47:04.200]   Are any of those possibilities in your mind, Dave?
[01:47:04.200 --> 01:47:05.200]   Friedberg?
[01:47:05.200 --> 01:47:06.200]   No idea.
[01:47:06.200 --> 01:47:07.200]   But I can take that.
[01:47:07.200 --> 01:47:08.200]   Yeah, go ahead.
[01:47:08.200 --> 01:47:09.200]   So it's actually take some.
[01:47:09.200 --> 01:47:13.360]   So I think the best theory on what actually happened here, what precipitated all of this
[01:47:13.360 --> 01:47:17.120]   was broken in a piece by Reuters.
[01:47:17.120 --> 01:47:22.160]   And what it said was that there was a letter to the board that was written in the few days
[01:47:22.160 --> 01:47:28.000]   before Sam's firing by the board in which they were raising concerns over the development
[01:47:28.000 --> 01:47:35.680]   of Q*, which was a new breakthrough at OpenAI that allows these language models to do math.
[01:47:35.680 --> 01:47:38.880]   And previously, LLMs just weren't very good at math.
[01:47:38.880 --> 01:47:41.880]   It would sort of predict the next word, but that wasn't actually based on mathematical
[01:47:41.880 --> 01:47:42.880]   reasoning.
[01:47:42.880 --> 01:47:46.120]   Q* actually allows the AI to do math.
[01:47:46.120 --> 01:47:49.120]   It understands mathematical reasoning.
[01:47:49.120 --> 01:47:53.400]   Currently the capability is only at a grade school level right now, but it is highly accurate
[01:47:53.400 --> 01:47:56.760]   and it can be scaled up with more computing power.
[01:47:56.760 --> 01:48:01.440]   And I don't think it was coincidental that Sam was supposedly in the Middle East seeking
[01:48:01.440 --> 01:48:04.680]   to raise billions of dollars to create a new chip company, basically a new specialized
[01:48:04.680 --> 01:48:08.400]   chip or ASIC, to perhaps run these types of models.
[01:48:08.400 --> 01:48:10.760]   So they were going to scale up this capability.
[01:48:10.760 --> 01:48:16.100]   And what mathematical reasoning allows you to do is unlock a whole new problem set.
[01:48:16.100 --> 01:48:22.640]   So for example, in chemistry, in physics, in computer science, in cryptography, in encryption,
[01:48:22.640 --> 01:48:29.200]   all these things, mathematical reasoning underpins all of these disciplines.
[01:48:29.200 --> 01:48:35.940]   And so it does represent a major new piece towards AGI.
[01:48:35.940 --> 01:48:42.080]   And so I think the best theory about what happened is that the board, but I'd say specifically
[01:48:42.080 --> 01:48:50.480]   Amelia, had a panic or moment of panic or concern, freak out or whatever, concern, whatever,
[01:48:50.480 --> 01:48:51.840]   about this.
[01:48:51.840 --> 01:48:57.200]   And it combined with probably underlying concerns that the board had about Sam's other activity
[01:48:57.200 --> 01:48:59.680]   because he's got his fingers in a lot of pies here.
[01:48:59.680 --> 01:49:06.200]   So it hits two of the three potential reasons, you know, putting aside any personal behavior,
[01:49:06.200 --> 01:49:08.460]   it seems like there's no personal behavior here.
[01:49:08.460 --> 01:49:09.460]   So it's those two, right?
[01:49:09.460 --> 01:49:10.460]   Right.
[01:49:10.460 --> 01:49:13.860]   And so they did the program, but they apparently didn't really think it through at all.
[01:49:13.860 --> 01:49:16.420]   And they didn't really think these are not, it's not a professional board.
[01:49:16.420 --> 01:49:17.420]   Yeah, it's constructed.
[01:49:17.420 --> 01:49:18.420]   Well, I don't know.
[01:49:18.420 --> 01:49:22.740]   I think Adam, Adam is very professional, but the other two were considered, but he only
[01:49:22.740 --> 01:49:27.340]   has a time for all just and then the two others who were, you know, from nonprofits are just
[01:49:27.340 --> 01:49:28.340]   not very familiar.
[01:49:28.340 --> 01:49:31.980]   And so what happened is they took this drastic action, but didn't explain it.
[01:49:31.980 --> 01:49:36.920]   And with each passing day, it became more glaring that they would not explain it.
[01:49:36.920 --> 01:49:43.300]   So the pressure sort of built on the company to explain itself and provide a good justification
[01:49:43.300 --> 01:49:44.300]   for this.
[01:49:44.300 --> 01:49:49.900]   And then meanwhile, I think Sam just ran a textbook counter coup operation here.
[01:49:49.900 --> 01:49:55.920]   I mean, they got hearts, emojis, there was that aspect of it, but disguise behind the
[01:49:55.920 --> 01:50:00.480]   velvet glove of all these hearts and saying, I love you and all this stuff was the iron
[01:50:00.480 --> 01:50:01.480]   fist.
[01:50:01.480 --> 01:50:08.280]   And what they realized was they got over 700 of the 770 open AI employees to sign a petition.
[01:50:08.280 --> 01:50:12.440]   They were going with Sam and Sam went to Microsoft and set up shop.
[01:50:12.440 --> 01:50:16.680]   So the threat to the board was, I'm going to take the whole company with me and set
[01:50:16.680 --> 01:50:18.720]   up shop over at Microsoft.
[01:50:18.720 --> 01:50:20.280]   And that was sort of the compelling threat.
[01:50:20.280 --> 01:50:23.520]   Basically, all the employees threatened to quit and go with Sam.
[01:50:23.520 --> 01:50:26.700]   And so the board was under immense pressure.
[01:50:26.700 --> 01:50:31.620]   And then at the same time, you've got the sense that Ilya was under a lot of personal
[01:50:31.620 --> 01:50:34.860]   pressure from his friends, from people he knew at the company.
[01:50:34.860 --> 01:50:38.560]   It's not probably irrelevant that there's about to be a huge cash out.
[01:50:38.560 --> 01:50:42.680]   There's about to be a big secondary at a $86 billion valuation.
[01:50:42.680 --> 01:50:46.000]   So all these early employees were about to make a lot of money.
[01:50:46.000 --> 01:50:50.340]   In any event, for all of these reasons, I don't think Ilya is motivated by money.
[01:50:50.340 --> 01:50:53.300]   I think he's motivated by wanting to keep open AI intact.
[01:50:53.300 --> 01:50:57.380]   I think that he must have had a moment where he realized, wait a second, what we've done
[01:50:57.380 --> 01:51:01.080]   here in throwing out Sam is destroying the company.
[01:51:01.080 --> 01:51:02.800]   And then he recanted.
[01:51:02.800 --> 01:51:05.060]   He basically apologized and signed that petition.
[01:51:05.060 --> 01:51:08.860]   And at that moment, it just became a fait accompli that Sam was going to get his job
[01:51:08.860 --> 01:51:09.860]   back.
[01:51:09.860 --> 01:51:11.300]   And so that's basically what happened.
[01:51:11.300 --> 01:51:17.780]   Now in terms of the epilogue, where I disagree slightly with Chamath is that although they
[01:51:17.780 --> 01:51:20.900]   still have to form this board, they're going to form a nine person board and they only
[01:51:20.900 --> 01:51:23.220]   have three members so far.
[01:51:23.220 --> 01:51:28.580]   I think the conclusion here is it's sort of a foregone conclusion, which is the board
[01:51:28.580 --> 01:51:30.100]   can never fire Sam again.
[01:51:30.100 --> 01:51:33.020]   I mean, they're not going to go through that again.
[01:51:33.020 --> 01:51:34.820]   Therefore he has total control.
[01:51:34.820 --> 01:51:35.820]   It would take a lot.
[01:51:35.820 --> 01:51:36.820]   It would take a lot.
[01:51:36.820 --> 01:51:42.020]   So I think that Sam has won and he's going to consolidate his control over the company.
[01:51:42.020 --> 01:51:43.740]   By the way, I thought he already had control.
[01:51:43.740 --> 01:51:44.740]   I thought that.
[01:51:44.740 --> 01:51:45.740]   Yeah, you outlined that in the previous episode.
[01:51:45.740 --> 01:51:47.980]   We all thought that he had control.
[01:51:47.980 --> 01:51:48.980]   Apparently he did not.
[01:51:48.980 --> 01:51:51.180]   Do you think he makes it and spins it out and make it a for profit?
[01:51:51.180 --> 01:51:55.500]   Do you think it just makes it a for profit and then says, Hey, we'll give X amount of
[01:51:55.500 --> 01:51:58.500]   the equity or whatever to this nonprofit, but we're going to, we're just going to flip
[01:51:58.500 --> 01:52:01.460]   this thing and separate it out and clean up the original sin.
[01:52:01.460 --> 01:52:03.780]   I think apparently there's like tax problems with doing that.
[01:52:03.780 --> 01:52:09.780]   But I, but I think that what happens is look, they already have this for profit LLC entity,
[01:52:09.780 --> 01:52:12.860]   which is where all the investors have have basically put their money into and they've
[01:52:12.860 --> 01:52:18.500]   gotten shares or membership interests or some sort of profit interest, synthetic shares,
[01:52:18.500 --> 01:52:19.500]   phantom shares.
[01:52:19.500 --> 01:52:24.380]   And then the vast majority of that is owned by this foundation, the nonprofit foundation
[01:52:24.380 --> 01:52:26.860]   that I always saw was under Sam's control, but apparently it wasn't.
[01:52:26.860 --> 01:52:31.380]   I think it now will be, I think that I just think that what's going to happen in the next
[01:52:31.380 --> 01:52:35.860]   few months is that Sam will consolidate his control because he's proven that he has a
[01:52:35.860 --> 01:52:40.260]   total loyalty of the troops and they're behind him and there's no choice.
[01:52:40.260 --> 01:52:42.460]   So why won't he get everything he wants?
[01:52:42.460 --> 01:52:48.060]   Yeah, all of the, all of the smoke I think leads to the fire that you point out, which
[01:52:48.060 --> 01:52:50.540]   is there was some great advance.
[01:52:50.540 --> 01:52:55.340]   There was some deals going on and those things, it matches what the board said.
[01:52:55.340 --> 01:52:58.820]   We didn't feel like we were, he was being forthcoming with us and it could be on two
[01:52:58.820 --> 01:52:59.820]   issues like that.
[01:52:59.820 --> 01:53:00.820]   It just totally makes sense.
[01:53:00.820 --> 01:53:03.660]   It locks the puzzle pieces in place.
[01:53:03.660 --> 01:53:09.220]   Dave, let's assume that they have now not only done language models, predicting the
[01:53:09.220 --> 01:53:13.180]   next word and, and, you know, understanding that, but there is some reasoning going on
[01:53:13.180 --> 01:53:17.940]   here and they understand math and it understands how to do the next math problem.
[01:53:17.940 --> 01:53:19.980]   I don't know if we put that under reinforcement learning.
[01:53:19.980 --> 01:53:23.380]   It's obviously very different than language models.
[01:53:23.380 --> 01:53:27.800]   Explain what you think if that is what's happening here with the Q project, what that could mean
[01:53:27.800 --> 01:53:30.220]   on a scientific basis.
[01:53:30.220 --> 01:53:31.220]   I don't know enough.
[01:53:31.220 --> 01:53:32.220]   I'm sorry.
[01:53:32.220 --> 01:53:35.780]   I mean, this is why we love you because you're honest when you don't know.
[01:53:35.780 --> 01:53:41.740]   Chamath, anything here as we wrap in terms of watching this whole brouhaha?
[01:53:41.740 --> 01:53:44.140]   I think it's probably not the end.
[01:53:44.140 --> 01:53:45.140]   Yeah.
[01:53:45.140 --> 01:53:46.140]   Yeah.
[01:53:46.140 --> 01:53:47.140]   More drama.
[01:53:47.140 --> 01:53:48.620]   I think there probably will be more drama.
[01:53:48.620 --> 01:53:49.620]   Yeah.
[01:53:49.620 --> 01:53:51.380]   I mean, it's a lot of drama.
[01:53:51.380 --> 01:53:55.900]   Did you see the article this morning on where they started saying all the houses that Sam
[01:53:55.900 --> 01:53:58.060]   bought, he bought all these houses.
[01:53:58.060 --> 01:54:01.340]   And so I think there's a lot of investigators digging around now trying to figure out all
[01:54:01.340 --> 01:54:05.380]   the backstory because the board wasn't so forthcoming with what happened and why they
[01:54:05.380 --> 01:54:07.020]   made this decision.
[01:54:07.020 --> 01:54:10.300]   There's a lot of people digging around trying to figure out more about Sam than may have
[01:54:10.300 --> 01:54:12.700]   been, you know, looked into in the past.
[01:54:12.700 --> 01:54:17.980]   So this will reveal all sorts of new threads that will start to become part of the narrative.
[01:54:17.980 --> 01:54:19.180]   It's unfortunate.
[01:54:19.180 --> 01:54:24.100]   I think that the technology, the progress is what really matters here.
[01:54:24.100 --> 01:54:26.460]   Not all the kind of personal people stuff.
[01:54:26.460 --> 01:54:27.460]   It's weird.
[01:54:27.460 --> 01:54:30.860]   I also the other comment I'll make I thought one of the biggest takeaways for me on the
[01:54:30.860 --> 01:54:36.420]   whole drama last week was that the employees basically got their way.
[01:54:36.420 --> 01:54:40.020]   Employees got together, voted and said this is what we want.
[01:54:40.020 --> 01:54:41.300]   And the board did what they wanted.
[01:54:41.300 --> 01:54:46.180]   And it really, I think sets another precedent much like I think Elon said a really big precedent
[01:54:46.180 --> 01:54:49.980]   in Silicon Valley when he came in and slashed heads at Twitter.
[01:54:49.980 --> 01:54:54.060]   The precedent that it triggered a lot of other executives to start to think, well, maybe
[01:54:54.060 --> 01:54:55.060]   that's possible.
[01:54:55.060 --> 01:54:58.740]   And I should think about doing, you know, more cost savings and so on.
[01:54:58.740 --> 01:55:03.140]   This is another interesting precedent where an entire employee base gets together and
[01:55:03.140 --> 01:55:08.860]   says we want x and the board acquiesced and said, here you go, you can have x.
[01:55:08.860 --> 01:55:12.180]   Does that mean that other startups and other companies are going to start to see employee
[01:55:12.180 --> 01:55:16.620]   groups band together saying we want x in a more vocal public way?
[01:55:16.620 --> 01:55:17.620]   Possibly.
[01:55:17.620 --> 01:55:20.540]   Well, I mean, freeberg, this is not a new tactic, right?
[01:55:20.540 --> 01:55:24.300]   But look, if the employees are willing to sign a petition on mass, and you get over
[01:55:24.300 --> 01:55:30.260]   90% of them supporting something, and then you also threatened to all set up shop somewhere
[01:55:30.260 --> 01:55:33.940]   else, I mean, boards usually respond to that pressure.
[01:55:33.940 --> 01:55:34.940]   Yeah.
[01:55:34.940 --> 01:55:38.900]   But look, I think that it's very clear that Sam has the support of the troops.
[01:55:38.900 --> 01:55:39.900]   I'm not questioning that.
[01:55:39.900 --> 01:55:44.540]   But I think it would be a mistake to just see this as some sort of spontaneous groundswell.
[01:55:44.540 --> 01:55:47.500]   I think there was clearly like some organization to it.
[01:55:47.500 --> 01:55:52.340]   Like I said, I think he ran a textbook operation there.
[01:55:52.340 --> 01:55:57.660]   And wasn't it Paul Graham who said something like if Sam were dropped on an island of cannibals,
[01:55:57.660 --> 01:56:02.340]   what kind of a Lord of the Flies situation, he'd be the one to come out on top.
[01:56:02.340 --> 01:56:04.460]   He's like really, he's in his element.
[01:56:04.460 --> 01:56:08.180]   Don't just assume, look, this is all covered up by hearts and I love you.
[01:56:08.180 --> 01:56:12.780]   I mean, I've never read a corporate announcement with the word loving it more times.
[01:56:12.780 --> 01:56:15.100]   This was not about loving hearts.
[01:56:15.100 --> 01:56:19.260]   You know, there's some ruthless corporate infighting here.
[01:56:19.260 --> 01:56:20.260]   Yeah.
[01:56:20.260 --> 01:56:21.260]   And he came out on top.
[01:56:21.260 --> 01:56:22.700]   But look, the board was totally incompetent.
[01:56:22.700 --> 01:56:28.940]   I mean, listen, if if a board is going to take a drastic action of firing the founder
[01:56:28.940 --> 01:56:34.420]   CEO when everything is going great, I mean, because everything's been going great at open
[01:56:34.420 --> 01:56:37.980]   AI, it's incumbent on them to explain their actions and there needs to be
[01:56:37.980 --> 01:56:38.980]   Why didn't they just do that?
[01:56:38.980 --> 01:56:39.980]   Why didn't they do that?
[01:56:39.980 --> 01:56:40.980]   Why didn't they do that?
[01:56:40.980 --> 01:56:41.980]   Did they?
[01:56:41.980 --> 01:56:42.980]   There needs to be a
[01:56:42.980 --> 01:56:43.980]   Why didn't they do that?
[01:56:43.980 --> 01:56:45.900]   Even as a CYA or for their reputation?
[01:56:45.900 --> 01:56:47.340]   I'm saying it was totally incompetent.
[01:56:47.340 --> 01:56:49.060]   Yeah, they should have dropped it.
[01:56:49.060 --> 01:56:50.060]   Yeah.
[01:56:50.060 --> 01:56:54.060]   Well, no, what I'm saying is, either there's a smoking gun or there's not, I don't think
[01:56:54.060 --> 01:56:57.860]   you should take an action like this ever, unless there's a smoking gun.
[01:56:57.860 --> 01:57:00.900]   And if there is a smoking gun, you need to communicate that.
[01:57:00.900 --> 01:57:01.900]   Right.
[01:57:01.900 --> 01:57:04.380]   And I think with each passing day that they didn't communicate it, people came to the
[01:57:04.380 --> 01:57:06.900]   conclusion, there is no smoking gun.
[01:57:06.900 --> 01:57:11.740]   And so my guess is there is no smoking gun, and they were overly hasty about taking this
[01:57:11.740 --> 01:57:12.740]   action.
[01:57:12.740 --> 01:57:14.860]   Yeah, this could have been a very simple discussion.
[01:57:14.860 --> 01:57:20.220]   Hey, Sam, can we work on you telling us in advance when you're going and doing dealmaking
[01:57:20.220 --> 01:57:22.900]   so we can be in alignment on it?
[01:57:22.900 --> 01:57:26.660]   Like that seemed like there was something that could have been done that wasn't firing
[01:57:26.660 --> 01:57:28.340]   him in this explosive way.
[01:57:28.340 --> 01:57:32.500]   Yeah, I mean, like, you could, you could put somebody on a pip, you could do all kinds
[01:57:32.500 --> 01:57:34.740]   of things.
[01:57:34.740 --> 01:57:40.300]   So taking the step of Yeah, letting somebody go in that way, with that orchestration.
[01:57:40.300 --> 01:57:47.660]   Again, I just I just think that this stuff is too juicy, and too interesting for the
[01:57:47.660 --> 01:57:49.140]   details to not come out.
[01:57:49.140 --> 01:57:50.540]   Oh, it will come out.
[01:57:50.540 --> 01:57:52.700]   Yeah, the fact that it hasn't come out yet is crazy.
[01:57:52.700 --> 01:57:54.940]   I would have suspected it would have come out in the first 72 hours.
[01:57:54.940 --> 01:57:58.620]   So you think there is maybe not a smoking gun, but there's something?
[01:57:58.620 --> 01:58:03.940]   No, no, no, I think I think it's what what we said, which is that the economically rational
[01:58:03.940 --> 01:58:09.420]   decision for all the employees, and for Sam and Greg, was to do what they did, because
[01:58:09.420 --> 01:58:13.700]   it allows them to get an $86 billion valuation and a big secondary done, right.
[01:58:13.700 --> 01:58:15.780]   So that makes complete rational sense.
[01:58:15.780 --> 01:58:20.500]   That is the rational decision that should have happened.
[01:58:20.500 --> 01:58:28.580]   And so that did, but it doesn't stop whatever underlying chaos was happening, that caused
[01:58:28.580 --> 01:58:33.540]   this decision to exist in the first place to not come out.
[01:58:33.540 --> 01:58:37.620]   I just think that the incentives for that decision to come out now, for example, from
[01:58:37.620 --> 01:58:40.380]   the two departing board members is quite high.
[01:58:40.380 --> 01:58:43.220]   How do you get this information from the incoming board members?
[01:58:43.220 --> 01:58:45.540]   How did they not say anything?
[01:58:45.540 --> 01:58:49.180]   All the new six people will have that join the board will have to get read into this
[01:58:49.180 --> 01:58:50.180]   thing, right.
[01:58:50.180 --> 01:58:54.980]   So you're just multiplying the number of people that knows whatever it is.
[01:58:54.980 --> 01:58:59.020]   And it's either going to be David to your point path a which is the board didn't know
[01:58:59.020 --> 01:59:03.500]   what they're doing in the act of hastily or, you know, the self preservation of here's
[01:59:03.500 --> 01:59:07.180]   what we knew, but it is just going to come out and leak after leak after leak.
[01:59:07.180 --> 01:59:12.540]   And then to your point, the pulling the sweater of all of the other deals that may have been
[01:59:12.540 --> 01:59:15.940]   happening on the side or whatever, all of this stuff now comes out because it's just
[01:59:15.940 --> 01:59:18.260]   too salacious for too many people.
[01:59:18.260 --> 01:59:21.420]   The numbers are too big, everything just looks too juicy.
