
[00:00:00.040 --> 00:00:09.700]   quin but
[01:58:12.980 --> 01:58:23.480]   is the big data of the day.
[01:58:23.480 --> 01:58:24.120]   is the big data of the day.
[01:58:24.120 --> 01:58:28.120]   is the big data of the day. So the observatory director,
[01:58:28.120 --> 01:58:28.200]   So the observatory director,
[01:58:28.200 --> 01:58:30.440]   So the observatory director, they were carrying out large sky
[01:58:30.440 --> 01:58:30.440]   they were carrying out large sky
[01:58:30.440 --> 01:58:33.720]   they were carrying out large sky surveys at the time and they needed
[01:58:33.720 --> 01:58:33.720]   surveys at the time and they needed
[01:58:33.720 --> 01:58:36.760]   surveys at the time and they needed that data needed to be processed
[01:58:36.760 --> 01:58:36.840]   that data needed to be processed
[01:58:36.840 --> 01:58:38.840]   that data needed to be processed and looked at and analyzed.
[01:58:38.840 --> 01:58:38.920]   and looked at and analyzed.
[01:58:38.920 --> 01:58:41.240]   and looked at and analyzed. And so many women, several
[01:58:41.240 --> 01:58:42.280]   And so many women, several dozens, one or two dozens women over the years,
[01:58:42.280 --> 01:58:42.280]   And so many women, several dozens, one or two dozens women over the years,
[01:58:42.280 --> 01:58:42.920]   And so many women, several dozens, one or two dozens women over the years,
[01:58:42.960 --> 01:59:12.880]   "I'm not sure if the data is real,
[01:59:12.880 --> 01:59:12.880]   "I'm not sure if the data is real,
[01:59:12.880 --> 01:59:12.880]   "I'm not sure if the data is real, but I'm sure we can do this."
[01:59:12.880 --> 01:59:12.880]   but I'm sure we can do this."
[01:59:12.900 --> 01:59:14.440]   but I'm sure we can do this." And so they were doing that.
[01:59:14.440 --> 01:59:14.440]   And so they were doing that.
[01:59:14.440 --> 01:59:15.720]   And so they were doing that. You can, you know,
[01:59:15.720 --> 01:59:15.720]   You can, you know,
[01:59:15.720 --> 01:59:17.080]   You can, you know, starts at different temperatures
[01:59:17.080 --> 01:59:17.080]   starts at different temperatures
[01:59:17.080 --> 01:59:19.720]   starts at different temperatures and their spectra look according.
[01:59:19.720 --> 01:59:19.720]   and their spectra look according.
[01:59:19.720 --> 01:59:21.400]   and their spectra look according. We still use that classification
[01:59:21.400 --> 01:59:21.400]   We still use that classification
[01:59:21.400 --> 01:59:24.920]   We still use that classification sequence today.
[01:59:24.920 --> 01:59:24.920]   sequence today.
[01:59:24.920 --> 01:59:27.400]   sequence today. Cecilia Payne-Daposchkin later on
[01:59:27.400 --> 01:59:27.400]   Cecilia Payne-Daposchkin later on
[01:59:27.400 --> 01:59:30.360]   Cecilia Payne-Daposchkin later on in, I think, 1925 was one of
[01:59:30.360 --> 01:59:30.360]   in, I think, 1925 was one of
[01:59:30.360 --> 01:59:34.840]   in, I think, 1925 was one of the first women to obtain a PhD
[01:59:35.760 --> 01:59:58.880]   the first women to obtain a PhD
[01:59:58.880 --> 02:00:00.880]   the first women to obtain a PhD in stellar astronomy.
[02:00:00.880 --> 02:00:00.880]   in stellar astronomy.
[02:00:00.880 --> 02:00:04.800]   in stellar astronomy. And she figured out, she calculated,
[02:00:04.800 --> 02:00:04.800]   And she figured out, she calculated, that the Sun is mostly made
[02:00:04.800 --> 02:00:04.800]   that the Sun is mostly made of hydrogen and helium.
[02:00:04.800 --> 02:00:04.800]   of hydrogen and helium. That seems normal to many of us these days,
[02:00:04.800 --> 02:00:04.800]   That seems normal to many of us these days, but at the time it was thought that
[02:00:04.800 --> 02:00:04.800]   but at the time it was thought that celestial objects are made of the same thing as the Earth.
[02:00:04.800 --> 02:00:04.800]   celestial objects are made of the same thing as the Earth. That's a gutsy, amazing discovery.
[02:00:04.800 --> 02:00:04.800]   That's a gutsy, amazing discovery. Yes. It was later termed the most important
[02:00:04.820 --> 02:00:08.760]   thesis of humankind or something like that.
[02:00:08.760 --> 02:00:12.760]   thesis of humankind or something like that. What a revelation to realize that stars
[02:00:12.760 --> 02:00:12.760]   What a revelation to realize that stars
[02:00:12.760 --> 02:00:14.840]   What a revelation to realize that stars are made of hydrogen and helium, right?
[02:00:14.840 --> 02:00:14.840]   are made of hydrogen and helium, right?
[02:00:14.840 --> 02:00:16.920]   are made of hydrogen and helium, right? And this was exactly the time when
[02:00:16.920 --> 02:00:16.920]   And this was exactly the time when
[02:00:16.920 --> 02:00:18.440]   And this was exactly the time when people figured out why stars are
[02:00:18.440 --> 02:00:18.440]   people figured out why stars are
[02:00:18.440 --> 02:00:20.040]   people figured out why stars are shining, namely because of nuclear
[02:00:20.040 --> 02:00:20.040]   shining, namely because of nuclear
[02:00:20.040 --> 02:00:22.520]   shining, namely because of nuclear fusion and that it's protons and
[02:00:22.520 --> 02:00:22.520]   fusion and that it's protons and
[02:00:22.520 --> 02:00:23.960]   fusion and that it's protons and you know, the tunneling effect that
[02:00:23.960 --> 02:00:26.120]   you know, the tunneling effect that leads to the actual fusion.
[02:00:26.120 --> 02:00:28.040]   you know, the tunneling effect that leads to the actual fusion otherwise, you know,
[02:00:28.080 --> 02:00:35.620]   earned
[02:00:35.620 --> 02:00:38.420]   in. De
[02:00:38.420 --> 02:00:58.060]  , is. @
[02:00:58.100 --> 02:01:00.420]   de
[02:01:00.420 --> 02:01:27.220]   is in be wont leading hard는 hogy...,, ,, ,,,,,, good. Have the
[02:01:27.580 --> 02:01:37.740]  %.
[02:01:37.740 --> 02:01:38.740]   talk so --
[02:01:38.740 --> 02:01:39.960]   friend, the,,,, CAD C is believe Vitamin
[02:01:39.960 --> 02:01:54.280]   turkey
[02:01:54.280 --> 02:01:56.680]   wherein a Rein I got a I and I're aGA sack any't not cœur24 9install acCall die concentrate ambiguous shouldPRone. And, I, Die, S aesthet bel en, many, Gew, Mad, with, and, home, in, Nat, is, I, 선물, which, I, You, with, M, The, I, wh, I, I,if, So, He, J, I, REM, Or, C., T, M, H, Tour,,, Mi,,,,,,,,,, 2,.,,,., dep., el, good, a, change,��, her, pull like, work. heart, detect a,TIN.� say.odi. invit able .Go't. over the Seems roundこう dig your' Wen n rapport utilizar start onto the betterbed and
[02:01:56.700 --> 02:01:59.720]   end things has led to so many
[02:01:59.720 --> 02:02:01.720]   subsequent discoveries, good ones and
[02:02:01.720 --> 02:02:04.720]   bad.
[02:02:04.720 --> 02:02:06.720]   Well, we did all of it is taken together.
[02:02:06.720 --> 02:02:08.720]   It's that progress, right?
[02:02:08.720 --> 02:02:10.720]   It's it's awesome. It's science is what it is.
[02:02:10.720 --> 02:02:13.720]   We have to decide what we do with that knowledge, right?
[02:02:13.720 --> 02:02:16.720]   We can always use things for good or for bad.
[02:02:16.720 --> 02:02:20.720]   That's that's part of the human endeavor as well.
[02:02:20.720 --> 02:02:25.720]   And also part of the human endeavor and the human nature is the issues with corruption and credit.
[02:02:25.860 --> 02:02:54.760]  , and all these kinds of things that are and make this whole ride so damn interesting about what's right and wrong and about the nature of good and evil. And that seems to surface itself in all kinds of places all the time. Yes, yes. Lisa Meitner was nominated for the Nobel Prize 40 times. More than that even. It's amazing. She holds the record for that. She never received it. Case in point.
[02:02:54.800 --> 02:03:08.220]   at
[02:03:08.220 --> 02:03:08.580]   love,,,, Kate but out he's a question.這lara,,,,,,,, am developed and the card of the carry the color of the car of the car of the part of the TVs. -" -" -* -" -G -G -G -G -G -G - flashes G - Git - G - Ge themiencia - G - sh white te кл but one of a T, I'm, especially a, a, or i, de, the, the, the, a, and, dat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,為 'C
[02:03:08.580 --> 02:03:12.420]   Nick subscribe Yは
[02:03:12.420 --> 02:03:22.700]   Minle-G.son
[02:03:22.780 --> 02:03:49.600]   I was thinking like okay well what what what do I want to do when I'm growing when I grow up right I knew I wanted to do astronomy but I was a little bit torn because my interests were definitely stars, stellar astronomy but also chemistry I always had a fascination about the elements so Marie Curie was was a big role model my friend actually made a beautiful produced a beautiful movie about the discovery of
[02:03:49.640 --> 02:04:00.340]   Ga
[02:04:00.340 --> 02:04:18.500]  ją settle this is the
[02:04:49.640 --> 02:04:49.640]   and
[02:04:49.640 --> 02:04:49.640]   I
[02:04:49.640 --> 02:04:49.640]   and
[02:04:49.640 --> 02:04:49.640]   I
[02:04:49.640 --> 02:04:49.640]   I
[02:04:49.680 --> 02:04:59.960]  ех
[02:04:59.960 --> 02:05:09.960]   like, thing.张
[02:05:18.500 --> 02:05:47.160]  ертв. I'm happy to see where it will take me. It's an evolution, as with every relationship. If you don't march forward, you move backwards. I'm not interested in moving backwards. So I'm letting the field and the discoveries and the findings lead me to the things that I love.
[02:05:47.160 --> 02:05:47.160]   I'm not interested in moving backwards. So I'm letting the field and the discoveries and the findings lead me to the things that I love.
[02:05:47.160 --> 02:05:47.160]   I'm not interested in moving backwards. So I'm letting the field and the discoveries and the findings lead me to the things that I love.
[02:05:47.160 --> 02:05:47.160]   I'm not interested in moving backwards. So I'm letting the field and the discoveries and the findings lead me to the things that I love.
[02:05:47.160 --> 02:05:47.160]   I'm not interested in moving backwards. So I'm letting the field and the discoveries and the findings lead me to the things that I love.
[02:05:47.840 --> 02:06:15.920]  ,
[02:06:15.920 --> 02:06:15.920]   I'm not interested in moving backwards. So I'm letting the field and the findings lead me to the things that I love.
[02:06:15.920 --> 02:06:15.920]   I'm not interested in moving backwards. So I'm letting the field and the findings lead me to the things that I love.
[02:06:15.920 --> 02:06:15.920]   I'm not interested in moving backwards. So I'm letting the field and the findings lead me to the things that I love.
[02:06:15.920 --> 02:06:15.920]   I'm not interested in moving backwards. So I'm letting the field and the findings lead me to the things that I love.
[02:06:15.920 --> 02:06:15.920]   I'm not interested in moving backwards. So I'm letting the field and the findings lead me to the things that I love.
[02:06:15.920 --> 02:06:15.920]   I'm not interested in moving backwards. So I'm letting the field and the findings lead me to the things that I love.
[02:06:15.940 --> 02:06:44.680]   Um, too many people I think are sort of boxed in with their job or their life that they don't have that kind of freedom that that's really important to me and I certainly try to make use of that I also try to teach that to others to trust them to learn, you need to learn your things, but then you need to also trust that knowledge and you have a grasp on it right you get out what you put in and being able to contribute in meaningful ways to our knowledge about our cosmic ancestors.
[02:06:44.680 --> 02:06:44.680]   Um, too many people I think are sort of boxed in with their job or their life that they don't have that kind of freedom that that's really important to me and I certainly try to make use of that I also try to teach that to others to trust them to learn, you need to learn your things but then you need to also trust that knowledge and you have a grasp on it right you get out what you put in and being able to contribute in meaningful ways to our knowledge about our cosmic ancestors.
[02:06:45.360 --> 02:07:13.440]  , um, that's that's a wonderful thing.
[02:07:13.440 --> 02:07:13.440]   And in this way, your personal love story with the stars evolves.
[02:07:13.440 --> 02:07:13.440]   What advice you've already spoken to it a little bit, but what advice would you give to young people that are trying to find the same kind of love story in their career in their life?
[02:07:13.440 --> 02:07:14.480]   It seems increasingly hard for folks to to find that.
[02:07:14.480 --> 02:07:14.640]   And I think that's a really important thing that we have to do.
[02:07:14.640 --> 02:07:14.640]   And I think that's a really important thing that we have to do.
[02:07:14.660 --> 02:07:25.160]   Sometimes I feel that, you know, young people have all the opportunities these days and that's that's wonderful.
[02:07:25.160 --> 02:07:30.080]   But it's almost like that leads to some what's the right word there?
[02:07:30.080 --> 02:07:38.840]   They're a little bit of tired of too too tired to make all the decisions because at some point you need to put your eggs in a basket and you need to be okay with that.
[02:07:38.840 --> 02:07:44.600]   You can't do all the things even though we're often told you can be president too.
[02:07:44.600 --> 02:07:44.600]   And I think that's a really important thing that we have to do.
[02:07:44.600 --> 02:07:44.600]   We can't do all the things even though we're often told you can be president too.
[02:07:44.600 --> 02:07:44.600]   And I think that's a really important thing that we have to do.
[02:07:44.600 --> 02:07:44.600]   And I think that's a really important thing that we have to do.
[02:07:44.600 --> 02:07:44.600]   And I think that's a really important thing that we have to do.
[02:07:44.600 --> 02:07:44.600]   And I think that's a really important thing that we have to do.
[02:07:44.640 --> 02:08:14.560]  ,
[02:08:14.560 --> 02:08:14.560]   and I think that's really important to convey.
[02:08:14.560 --> 02:08:14.560]   and I think that's really important to convey.
[02:08:14.560 --> 02:08:14.560]   But at the end of the day, we can only have sort of one job or one type of profession.
[02:08:14.560 --> 02:08:14.560]   But at the end of the day, we can only have sort of one job or one type of profession. I'm not saying you know you need to be locked in, but it's hard to change 180 degrees. And so lots of people I think are often afraid to really dig in at least for some time and get their hands real dirty and really learn from the bottom up.
[02:08:14.560 --> 02:08:14.560]   And I think that's a really important thing that we have to do.
[02:08:14.560 --> 02:08:14.560]   And I think that's a really important thing that we have to do.
[02:08:14.560 --> 02:08:14.560]   and I think that's a really important thing that we have to do.
[02:08:14.560 --> 02:08:14.560]   and I think that we have to do.
[02:08:14.600 --> 02:08:24.440]   expect
[02:08:24.440 --> 02:08:25.280]   like they Top
[02:08:43.500 --> 02:08:54.440]   e
[02:08:54.440 --> 02:08:57.700]  !,,, the person. Leic con
[02:08:57.700 --> 02:09:10.040]  ire
[02:09:38.860 --> 02:09:38.860]   ,,, the person. Leac con
[02:09:38.860 --> 02:09:38.860]   ,,, the person. Leac con
[02:10:06.600 --> 02:10:17.760]   feel
[02:10:17.760 --> 02:10:35.120]   good. HER C,,,,, work in the la Ry BS WalesLET C uncont toutepop open a "ed" "D" "戰" " find" " 61"'ve " de, you can, and, you can, project, Him,----, Crist,,,,,,,,,,,,,,,,,,,,んで; de sparklingord oso Barrage led together Oo whatever named istschanor mess e belong Hammer best Trung cerc ПотомTC veut Gri Bав i MPI Paulo Pr Lance never視 Boss live 3 chats end speed and all vis secondikk go DoDay Story CSG the Broest in the M aż reuse theyez no mashed the but the show the
[02:10:35.240 --> 02:10:45.440]   curry económ
[02:10:45.440 --> 02:10:58.660]   " is. I had then Им
[02:11:03.880 --> 02:11:10.200]   is
[02:11:10.200 --> 02:11:14.440]  nel, a,
[02:11:14.440 --> 02:11:32.260]   Milton A The The Philipp spirituality estmat"G, ", ,,,,,,,, i "ав the
[02:12:29.820 --> 02:12:29.820]   ----
[02:12:29.820 --> 02:12:29.820]   ----
[02:12:58.480 --> 02:12:58.480]   ----
[02:12:58.480 --> 02:12:58.480]   ----
[02:12:58.480 --> 02:12:58.480]   ----
[02:12:58.480 --> 02:12:58.480]   ----
[02:12:58.480 --> 02:12:58.480]   ----
[02:12:58.480 --> 02:12:58.540]   ----
[02:12:58.540 --> 02:12:58.620]   ----
[02:12:58.660 --> 02:13:25.840]   en
[02:13:27.820 --> 02:13:38.080]  ,
[02:13:38.080 --> 02:13:55.100]   just. I N H B IN N all that. ., ,,,,,,,,, about the ward the Spider the earned the Lough the East the L_ uncertainty____業 #�� # declined " dated a bist a kind a CAD " create an Mush R revers a much a Et a Ricky but a noodles a won a't, and, and, and, but, I, and, these, and, Clean, making, or,된, Wake,
[02:13:55.100 --> 02:13:55.820]  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infl H셨дneueactive b вопросы hayır necese.30 Peacebe И Little экранie Lorde in사o vafer dende .de He associate or probably
[02:13:55.840 --> 02:14:00.500]   looking for something and then I found it. It's like you misplaced car keys, right?
[02:14:00.500 --> 02:14:03.500]   Or love.
[02:14:03.500 --> 02:14:06.500]   Yes, yes. Everyone can understand.
[02:14:06.500 --> 02:14:08.500]   The glorious experiences, yes.
[02:14:08.500 --> 02:14:15.120]   The implications and the findings that is much harder to understand for the, for anyone.
[02:14:15.120 --> 02:14:19.620]   This is where the scientists work truly lies. This is our job.
[02:14:19.620 --> 02:14:23.400]   But the moment of discovery is easy and it's beautiful.
[02:14:23.400 --> 02:14:23.860]   Yeah.
[02:14:24.800 --> 02:14:52.900]   and it needs to be said.
[02:14:52.940 --> 02:15:02.800]  ologists ale
[02:15:02.800 --> 02:15:22.920]   in the blessed
[02:15:22.940 --> 02:15:52.940]   Корrector:
[02:15:52.940 --> 02:15:52.940]   I would love it I think a lot of people would love to see it so hope you do just
[02:15:52.940 --> 02:15:52.940]   I would love it I think a lot of people would love to see it so hope you do just
[02:15:52.940 --> 02:15:52.940]   I would love it I think a lot of people would love to see it so hope you do just
[02:15:52.940 --> 02:15:52.940]   I would love it I think a lot of people would love to see it so hope you do just
[02:15:52.940 --> 02:15:52.940]   I would love it I think a lot of people would love to see it so hope you do just
[02:15:52.940 --> 02:15:52.940]   I would love it I think a lot of people would love to see it so hope you do just
[02:15:52.940 --> 02:15:52.940]   I would love it I think a lot of people would love to see it so hope you do just
[02:15:52.940 --> 02:15:52.940]   I would love it I think a lot of people would love to see it so hope you do just
[02:15:52.940 --> 02:15:52.940]   I would love it I think a lot of people would love to see it so hope you do just
[02:15:52.980 --> 02:16:22.960]  ,
[02:16:22.960 --> 02:16:22.960]   I would love it I think a lot of people would love to see it so hope you do just
[02:16:22.960 --> 02:16:22.960]   I would love it I think a lot of people would love to see it so hope you do just
[02:16:22.960 --> 02:16:22.960]   I would love it I think a lot of people would love to see it so hope you do just
[02:16:22.960 --> 02:16:22.960]   I would love it I think a lot of people would love to see it so hope you do just
[02:16:22.960 --> 02:16:22.960]   I would love it I think a lot of people would love to see it so hope you do just
[02:16:22.960 --> 02:16:22.960]   I would love it I think a lot of people would love to see it so hope you do just
[02:16:22.960 --> 02:16:22.960]   I would love it I think a lot of people would love to see it so hope you do just
[02:16:22.960 --> 02:16:22.960]   I would love it I think a lot of people would love to see it so hope you do just
[02:16:22.980 --> 02:16:52.980]   I would love it I think a lot of people would love to see it so hope you do just
[02:16:52.980 --> 02:16:52.980]   I would love it I think a lot of people would love to see it so hope you do just
[02:16:52.980 --> 02:16:52.980]   I would love it I think a lot of people would love to see it so hope you do just
[02:16:52.980 --> 02:16:52.980]   I would love it I think a lot of people would love to see it so hope you do just
[02:16:52.980 --> 02:16:52.980]   I would love it I think a lot of people would love to see it so hope you do just
[02:16:52.980 --> 02:16:52.980]   I would love it I think a lot of people would love to see it so hope you do just
[02:16:52.980 --> 02:16:52.980]   I would love it I think a lot of people would love to see it so hope you do just
[02:16:52.980 --> 02:16:52.980]   I would love it I think a lot of people would love to see it so hope you do just
[02:16:52.980 --> 02:16:52.980]   I would love it I think a lot of people would love to see it so hope you do just
[02:16:53.020 --> 02:17:23.000]  ,
[02:17:23.000 --> 02:17:23.000]   I would love it I think a lot of people would love to see it so hope you do just
[02:17:23.000 --> 02:17:23.000]   I would love it I think a lot of people would love to see it so hope you do just
[02:17:23.000 --> 02:17:23.000]   I would love it I think a lot of people would love to see it so hope you do just
[02:17:23.000 --> 02:17:23.000]   I would love it I think a lot of people would love to see it so hope you do just
[02:17:23.000 --> 02:17:23.000]   I would love it I think a lot of people would love to see it so hope you do just
[02:17:23.020 --> 02:17:53.020]   I would love it I think a lot of people would love to see it so hope you do just
[02:17:53.020 --> 02:17:53.020]   I would love it I think a lot of people would love to see it so hope you do just
[02:17:53.020 --> 02:17:53.020]   I would love it I think a lot of people would love to see it so hope you do just
[02:17:53.020 --> 02:17:53.020]   I would love it I think a lot of people would love to see it so hope you do just
[02:17:53.020 --> 02:17:53.020]   I would love it I think a lot of people would love to see it so hope you do just
[02:17:53.020 --> 02:17:53.020]   I would love it I think a lot of people would love to see it so hope you do just
[02:17:53.020 --> 02:17:53.020]   I would love it I think a lot of people would love to see it so hope you do just
[02:17:53.020 --> 02:17:53.020]   I would love it I think a lot of people would love to see it so hope you do just
[02:17:53.020 --> 02:17:53.020]   I would love it I think a lot of people would love to see it so hope you do just
[02:17:53.020 --> 02:18:23.040]   I would love it I think a lot of people would love to see it so hope you do just
[02:18:23.040 --> 02:18:23.040]   I would love it I think a lot of people would love to see it so hope you do just
[02:18:23.040 --> 02:18:23.040]   I would love it I think a lot of people would love to see it so hope you do just
[02:18:23.040 --> 02:18:23.040]   I would love it I think a lot of people would love to see it so hope you do just
[02:18:23.080 --> 02:18:53.060]   ado I think a lot of people would love to see it so hope you do just

