
[00:00:00.000 --> 00:00:02.000]   Struggling with your electric bill?
[01:49:12.000 --> 01:49:15.000]   But the fact that he had a bunch of cash caused the police to be suspicious of it.
[01:49:15.000 --> 01:49:16.000]   They arrested him.
[01:49:16.000 --> 01:49:17.000]   They sued him.
[01:49:17.000 --> 01:49:20.000]   In the court case, he lost control.
[01:49:20.000 --> 01:49:21.000]   He lost the cash.
[01:49:21.000 --> 01:49:22.000]   The case went through the courts.
[01:49:22.000 --> 01:49:23.000]   I don't remember the name of it.
[01:49:23.000 --> 01:49:28.000]   He lost the cash even though the entire thing was legal.
[01:49:28.000 --> 01:49:35.000]   So if you carry large amounts of cash with you, that's indication of just don't consent.
[01:49:35.000 --> 01:49:48.000]   And the next audio that I'll release with the speech by James Dwayne called "Don't Talk to the Police" will disabuse you of the notion that even if you're innocent, you never, ever talk to the police is the point.
[01:49:48.000 --> 01:49:51.000]   Don't ever give consent to have your vehicle searched.
[01:49:51.000 --> 01:49:56.000]   It's important that you memorize that and that you know that.
[01:49:56.000 --> 01:50:19.000]   The author recommends that you carry with you your car credentials, which are longer than the street credentials, but that contains information on you, your attorney, your friend in the police department, what religious church or mosque or temple you're part of, who your pastor or priest or imam or rabbi is, et cetera.
[01:50:19.000 --> 01:50:26.000]   And it also has you put on there information about the vehicle and permission for the vehicle.
[01:50:26.000 --> 01:50:36.000]   You put "Keep with the car credentials," a photocopy of the owner's driver's license, a photocopy of the insurance card and the vehicle registration, which of course you have to have with you.
[01:50:36.000 --> 01:50:41.000]   You give written permission to operate the vehicle to somebody who is operating the vehicle.
[01:50:41.000 --> 01:50:49.000]   And then you put copies of any prescription drugs that you have or that you use.
[01:50:49.000 --> 01:50:52.000]   You keep the copies of the prescriptions in the car with you.
[01:50:52.000 --> 01:50:54.000]   This is very important.
[01:50:54.000 --> 01:51:06.000]   So reading here from the book, "There are spaces for you to make copies of prescriptions for medicines you or passengers may be carrying in containers other than the orange plastic containers that have legal prescription labels on them.
[01:51:06.000 --> 01:51:11.000]   You must make these copies before you hand in the prescription to the pharmacist.
[01:51:11.000 --> 01:51:19.000]   If you carpool, make sure to get photocopies of prescriptions from passengers or insist that they carry medicines in legally labeled containers.
[01:51:19.000 --> 01:51:29.000]   Anyone taking prescription meds for long periods for chronic conditions is likely to ditch the orange bottle and put pills in handy or shatterproof containers that do not have legal labels.
[01:51:29.000 --> 01:51:30.000]   This is a problem.
[01:51:30.000 --> 01:51:34.000]   Remember, some prescriptions should not be taken when operating machinery like a car.
[01:51:34.000 --> 01:51:38.000]   If you take such a medicine, do not include it in your car credentials.
[01:51:38.000 --> 01:51:41.000]   Moms, be ultra careful about kiddie narcotics.
[01:51:41.000 --> 01:51:49.000]   Kids who have been prescribed stimulants and tranquilizers frequently carry the pills loose in their pockets where they fall between the cushions in the back seats.
[01:51:49.000 --> 01:51:55.000]   Kids also sell these drugs and give them to friends who want to get high, often unseen by you in your very own car.
[01:51:55.000 --> 01:51:59.000]   You, not the child, will get hammered during a police search.
[01:51:59.000 --> 01:52:08.000]   Syringes used for injections of insulin, which is legal, or performance-inheriting steroids, which are not, also fall out of book bags and show up in cars.
[01:52:08.000 --> 01:52:22.000]   The author talks about the importance of actually searching your own car when you allow your children to drive your car, if you allow friends or relatives to drive your car, if you drive passengers who enjoy the magic herb or other controlled substances,
[01:52:22.000 --> 01:52:30.000]   if you drive children who take kiddie narcotics such as Ritalin or Valium and you leave your vehicle unlocked at work so people can get tools,
[01:52:30.000 --> 01:52:36.000]   or if you actually lent your car to somebody even though you were recommended not to, or if your car was stolen and returned to you by police.
[01:52:36.000 --> 01:52:38.000]   It's important that you search the car yourself.
[01:52:38.000 --> 01:52:40.000]   He gives instructions on how to do it.
[01:52:40.000 --> 01:52:47.000]   But one of the most important sections that I really learned something from was about what to do if you find drugs in the car.
[01:52:47.000 --> 01:52:48.000]   What do you do?
[01:52:48.000 --> 01:52:52.000]   So you're searching your car.
[01:52:52.000 --> 01:52:54.000]   You got it back, and you find a problem.
[01:52:54.000 --> 01:52:55.000]   What if you find something?
[01:52:55.000 --> 01:52:57.000]   What follows is very important.
[01:52:57.000 --> 01:52:58.000]   Do it right, and you stay free.
[01:52:58.000 --> 01:53:00.000]   Do it wrong, and you've got problems.
[01:53:00.000 --> 01:53:09.000]   So obviously you want to search your car or somewhere you're not visible to police or nosy neighbors who would love to dial 911 when they see you taking something illegal out of your vehicle.
[01:53:09.000 --> 01:53:13.000]   Even though you're the innocent victim here, you can get hammered for possession.
[01:53:13.000 --> 01:53:15.000]   Always wear gloves.
[01:53:15.000 --> 01:53:21.000]   Leather gloves will not only prevent you leaving fingerprints and DNA on anything you find, but will also protect you from needle pricks from syringes.
[01:53:21.000 --> 01:53:25.000]   If you discover drugs or guns, throw away your gloves after the search.
[01:53:25.000 --> 01:53:30.000]   You do not want to possess gloves that contain traces of illegal drugs or gunpowder residue.
[01:53:30.000 --> 01:53:36.000]   If you find drugs of any kind, weed, powder, crystals, blotter, spliffs, roaches, pills, here's what you do.
[01:53:36.000 --> 01:53:41.000]   One, put them into an opaque plastic bag so nosy neighbors can't see what you're up to.
[01:53:41.000 --> 01:53:47.000]   Two, take them indoors into your own house where police cannot search without a warrant.
[01:53:47.000 --> 01:53:50.000]   Grind up everything in the disposal if you have one.
[01:53:50.000 --> 01:53:52.000]   Otherwise, flush the stuff.
[01:53:52.000 --> 01:53:57.000]   If there is any quantity, dispose of it a bit at a time so as not to stop up the pipes.
[01:53:57.000 --> 01:54:01.000]   Pipes, plunging up plumbing with dope comes under the heading of hitting the fan.
[01:54:01.000 --> 01:54:05.000]   Wash out any bags with soap and water, then toss them.
[01:54:05.000 --> 01:54:13.000]   After you find dope in your car, ban any passenger who left it from ever entering your home or car again.
[01:54:13.000 --> 01:54:17.000]   If you find paraphernalia of any kind, here's what you do.
[01:54:17.000 --> 01:54:22.000]   Place glass or ceramic bongs between cardboard pieces and smash them with a hammer.
[01:54:22.000 --> 01:54:26.000]   Two, place metal pipes and bongs on a hard surface and smack them with a hammer.
[01:54:26.000 --> 01:54:29.000]   Three, if you find a syringe, pick it up carefully. It can kill you.
[01:54:29.000 --> 01:54:33.000]   Pull out the plunger and soak everything in undeleted liquid bleach.
[01:54:33.000 --> 01:54:35.000]   Squirt some bleach through the needle.
[01:54:35.000 --> 01:54:38.000]   Now place the nasty thing between cardboard and give it a smack with a hammer.
[01:54:38.000 --> 01:54:43.000]   Four, place paraphernalia in an opaque bag so nosy neighbors can't see anything.
[01:54:43.000 --> 01:54:46.000]   Five, don't put it in your own garbage or your neighbors.
[01:54:46.000 --> 01:54:48.000]   Use a municipal dumpster only.
[01:54:48.000 --> 01:54:55.000]   Many dumpsters are filmed by video cameras, so you want to be seen or photographed tossing a bag, not the paraphernalia itself.
[01:54:55.000 --> 01:54:59.000]   Wear a hat. Most security cameras take low-resolution images.
[01:54:59.000 --> 01:55:02.000]   You cannot be easily identified while hatted.
[01:55:02.000 --> 01:55:07.000]   The reason you destroy paraphernalia is that you may have to carry it in your car for disposal.
[01:55:07.000 --> 01:55:13.000]   You do not want to have usable paraphernalia in your car or you're subject to being stopped and searched.
[01:55:13.000 --> 01:55:17.000]   If cops do stop you and find the stuff, explain what you're doing.
[01:55:17.000 --> 01:55:21.000]   If you find stolen merchandise, call your attorney.
[01:55:21.000 --> 01:55:23.000]   Willful destruction of evidence is a crime.
[01:55:23.000 --> 01:55:26.000]   Ask first, dispose second. Don't keep the stuff even if you want it.
[01:55:26.000 --> 01:55:29.000]   Now this is the section that to me was a huge deal.
[01:55:29.000 --> 01:55:36.000]   If you find a gun, let's just tell them in terms of teaching about a way of proceeding that protects your legal rights that I didn't know about.
[01:55:36.000 --> 01:55:39.000]   If you find a gun, this is a dangerous situation, of course unload it.
[01:55:39.000 --> 01:55:42.000]   If you're competent of it, if not, don't touch it.
[01:55:42.000 --> 01:55:49.000]   You do want to turn this weapon into police because to dispose of it on your own may cause you to commit the crime of withholding evidence.
[01:55:49.000 --> 01:55:56.000]   If you turn in the weapon in person, however, you risk being arrested as an accessory to a crime, arrested as a material witness,
[01:55:56.000 --> 01:56:03.000]   interrogated by police, named in police reports and in police databases and questioned about similar crimes or subpoenaed to testify in court.
[01:56:03.000 --> 01:56:08.000]   Remember, you don't want to get into disputes, get arrested and then be subjected to the usual pile on charges.
[01:56:08.000 --> 01:56:09.000]   So here's what you do.
[01:56:09.000 --> 01:56:12.000]   If you're familiar with weapons, uncock and unload the weapon.
[01:56:12.000 --> 01:56:17.000]   Two, do not talk to anyone about the weapon. Not now, not ever.
[01:56:17.000 --> 01:56:25.000]   If the weapon was used in a crime, anyone you talk to can be compelled to testify against you and connect you to a weapon used in a crime.
[01:56:25.000 --> 01:56:28.000]   Three, call a criminal defense attorney.
[01:56:28.000 --> 01:56:34.000]   Hire him or her to arrange to have the weapon removed and turned in to police.
[01:56:34.000 --> 01:56:38.000]   The attorney may send a private investigator to handle this, which is okay.
[01:56:38.000 --> 01:56:40.000]   Here's why you do this.
[01:56:40.000 --> 01:56:44.000]   When your attorney or your attorney's employee turns in the gun to police,
[01:56:44.000 --> 01:56:52.000]   neither can be forced to reveal who found it, where it was found or under what circumstances it was found.
[01:56:52.000 --> 01:56:58.000]   Your attorney and your attorney's staff have ironclad legal protection against police interrogation.
[01:56:58.000 --> 01:57:00.000]   This is called attorney-client privilege.
[01:57:00.000 --> 01:57:03.000]   The cops will have the gun, but they won't know who found it.
[01:57:03.000 --> 01:57:08.000]   By hiring an attorney to turn in the gun, you've done your legally required civic duty.
[01:57:08.000 --> 01:57:12.000]   You also have an attorney to protect you, extremely credible witnesses to back up your story
[01:57:12.000 --> 01:57:18.000]   and an expert mouthpiece to do the talking in case the gun is ever linked to you and there's blowback from cops and prosecutors.
[01:57:18.000 --> 01:57:22.000]   Paying the attorney's bill will annoy you, but go ahead and fork it up.
[01:57:22.000 --> 01:57:27.000]   Until you've been grilled by homicide detectives about a murder weapon, you don't know what real annoyance is.
[01:57:27.000 --> 01:57:33.000]   Don't even think about keeping a weapon you found no matter how valuable it is and how much you need the money.
[01:57:33.000 --> 01:57:37.000]   Gloves, gang, wear gloves. Talk only to your attorney.
[01:57:37.000 --> 01:57:39.000]   When you find a gun, be quiet.
[01:57:39.000 --> 01:57:44.000]   Never talk about it except with your attorney or pursuant to a court order.
[01:57:44.000 --> 01:57:47.000]   Hugely valuable information.
[01:57:47.000 --> 01:57:55.000]   If you're ever in a situation where you face something questionable like that, call an attorney and use the attorney-client privilege to protect yourself.
[01:57:55.000 --> 01:58:06.000]   One of the most amazing suggestions, if you have a child who has a teenager and your child is having problems, and I think this is funny.
[01:58:06.000 --> 01:58:09.000]   I've never heard it anywhere, but I see the value in it.
[01:58:09.000 --> 01:58:15.000]   If you have a child who is using drugs or involved in drugs, et cetera, and if you worked with them and they're not responding to you
[01:58:15.000 --> 01:58:24.000]   and they're simply not doing it, they're still concerned that they might be using drugs or they might use drugs again in the future.
[01:58:24.000 --> 01:58:30.000]   I thought this was really insightful of a way to protect them and to protect you.
[01:58:30.000 --> 01:58:34.000]   And so this is an emergency procedure for arrest-proofing a vehicle.
[01:58:34.000 --> 01:58:40.000]   And this is – use this procedure when your vehicle is driven by friends or relatives who may carry drugs, guns, or stolen property.
[01:58:40.000 --> 01:58:46.000]   People whose passengers may carry drugs, guns, or stolen property or a young guy who carries three of his buddies in the car,
[01:58:46.000 --> 01:58:51.000]   creating a four-male passenger crew cab that is of a high-value target for police.
[01:58:51.000 --> 01:58:54.000]   So obviously, you're going to use a cheap car.
[01:58:54.000 --> 01:58:56.000]   What he recommends is go into the car.
[01:58:56.000 --> 01:59:00.000]   It's hard on the car, but it will help keep your kid from getting arrested if you've got a problem driver.
[01:59:00.000 --> 01:59:07.000]   Get some of that expanding foam that you can get from the hardware from the store that you usually use to fill holes.
[01:59:07.000 --> 01:59:12.000]   Say for example if you're putting a plumbing pipe out of your house and use that foam to seal it off.
[01:59:12.000 --> 01:59:14.000]   You remove the back seat from the vehicle.
[01:59:14.000 --> 01:59:21.000]   This makes it impossible to stash drugs under the seat and make sure that only two people can use the vehicle.
[01:59:21.000 --> 01:59:26.000]   Thus, it is impossible for four young men to ride in the car in a crew cab formation that attracts police.
[01:59:26.000 --> 01:59:32.000]   Two, fill every space where drugs and guns can be hastily secreted with gap filler.
[01:59:32.000 --> 01:59:34.000]   So use that yellow foam.
[01:59:34.000 --> 01:59:36.000]   You do it under the seats, in the glove box.
[01:59:36.000 --> 01:59:43.000]   You do every single space in the car that has a void or a hole that can be used to hide drugs or guns.
[01:59:43.000 --> 01:59:45.000]   Remove the tire and tire tools from the trunk.
[01:59:45.000 --> 01:59:47.000]   Put them in the back where you removed the seat.
[01:59:47.000 --> 01:59:49.000]   Secure them so they don't become projectiles.
[01:59:49.000 --> 01:59:54.000]   Then weld or superglue the trunk lock so the trunk cannot be opened.
[01:59:54.000 --> 01:59:56.000]   And then you fill out an additional page of credentials.
[01:59:56.000 --> 01:59:59.000]   And the credentials that you carry have this statement on them.
[01:59:59.000 --> 02:00:02.000]   "I affirm that I, Joshua Sheets, am owner of this vehicle.
[02:00:02.000 --> 02:00:06.000]   I do not want anyone to be able to conceal illegal substances or items in this vehicle.
[02:00:06.000 --> 02:00:10.000]   In order to make concealment more difficult, I have done the following.
[02:00:10.000 --> 02:00:12.000]   I have filled voids throughout the interior with gap-filling foam.
[02:00:12.000 --> 02:00:14.000]   I have removed the car seat.
[02:00:14.000 --> 02:00:16.000]   I have glued or welded shut the trunk.
[02:00:16.000 --> 02:00:22.000]   You have my permission to search this vehicle to cut out all the foam to assure yourself that nothing is concealed within and to open the trunk by force."
[02:00:22.000 --> 02:00:25.000]   I was just struck by how extreme of a situation that is.
[02:00:25.000 --> 02:00:40.000]   But how valuable it is if you have a teenager and you want to help protect your teenager's future by helping keep them from getting arrested while you're still dealing with the problem of getting them off of drugs and helping them to avoid hanging out with druggy friends, etc.
[02:00:40.000 --> 02:00:43.000]   That might be a useful tip for you.
[02:00:43.000 --> 02:00:46.000]   One last thing on bicycles here.
[02:00:46.000 --> 02:00:52.000]   I've got to read you this which just really opened my eyes and made it, I thought, was another very useful tip.
[02:00:52.000 --> 02:00:56.000]   And then we'll wrap up this marathon of a show.
[02:00:56.000 --> 02:00:59.000]   It's important that you know this information.
[02:00:59.000 --> 02:01:10.000]   "One of the advancements in law enforcement that truly disgusts me is the extension of vehicle laws to bicycles and the use of proactive policing techniques to pile felony charges onto children.
[02:01:10.000 --> 02:01:22.000]   Every criminal attorney in my city has cases of children arrested and jailed for such crimes as riding a bicycle at night without a light, riding without a helmet, and riding with their buddies on the handlebars.
[02:01:22.000 --> 02:01:26.000]   This enforcement is highly selective and never, ever occurs in wealthy neighborhoods.
[02:01:26.000 --> 02:01:32.000]   Poor kids, primarily poor black kids, are just hoovered up into the system in industrial-sized quantities.
[02:01:32.000 --> 02:01:37.000]   Poor kids often buy bikes at flea markets or pawn shops or from street vendors.
[02:01:37.000 --> 02:01:48.000]   Kids and their parents can be unaware that these bikes are often stolen and that police have records on their computers of the vehicle identification numbers of stolen bikes, especially the expensive ones.
[02:01:48.000 --> 02:01:58.000]   When a cop stops a kid on a bike and runs the VIN and finds the bike was stolen, the child is immediately charged with possession of stolen property.
[02:01:58.000 --> 02:02:02.000]   Middle-class and wealthy people ride bicycles for fun and exercise.
[02:02:02.000 --> 02:02:04.000]   Poor people ride them out of necessity.
[02:02:04.000 --> 02:02:11.000]   Many poor people ride bikes to work and to stores because they have neither cars nor valid driver's licenses.
[02:02:11.000 --> 02:02:14.000]   Poor children ride bikes because they're their only means of transport.
[02:02:14.000 --> 02:02:19.000]   Their mothers often cannot drive or are at work or at home taking care of other children.
[02:02:19.000 --> 02:02:24.000]   There are no soccer moms hauling kids around in shiny vans in the ghettos, barrios, and trailer parks.
[02:02:24.000 --> 02:02:28.000]   Children have to ride bikes or walk to get anywhere.
[02:02:28.000 --> 02:02:32.000]   Poor kids are more likely than middle-class kids to be afraid of police.
[02:02:32.000 --> 02:02:35.000]   They have been told scary stories by adults.
[02:02:35.000 --> 02:02:41.000]   Like their parents, they often do not have good manners and have no idea how to speak and behave around police.
[02:02:41.000 --> 02:02:45.000]   They are more likely to flee police or to flail their arms while being taken into custody.
[02:02:45.000 --> 02:02:53.000]   This will get them charged with battery on a law enforcement officer on top of the usual charges of fleeing, resisting, and lying.
[02:02:53.000 --> 02:03:00.000]   Thus, one moment a kid is riding down the street, the next he's in the slammer facing a long list of felony charges,
[02:03:00.000 --> 02:03:06.000]   a stretch on the criminal justice and social services plantations, and a lifetime on the electronic plantation.
[02:03:06.000 --> 02:03:10.000]   This outrage can only be removed by legislation at the state or city level.
[02:03:10.000 --> 02:03:15.000]   In the meantime, you've got to protect your kids or your younger brothers and sisters.
[02:03:15.000 --> 02:03:18.000]   Buy only new bicycles from stores.
[02:03:18.000 --> 02:03:22.000]   Make sure that the bikes have lights and that the children use them.
[02:03:22.000 --> 02:03:28.000]   Instruct the children to wear helmets where required and not to carry people on the handlebars.
[02:03:28.000 --> 02:03:31.000]   Naturally, this takes much of the fun out of riding bikes,
[02:03:31.000 --> 02:03:36.000]   which for most kids is their first taste of freedom from their parents and an important stage in growing up.
[02:03:36.000 --> 02:03:41.000]   These bicycle laws were passed by city commissions and state legislatures to protect children's safety.
[02:03:41.000 --> 02:03:46.000]   Unfortunately, the welfare state has an unfortunate tendency to morph into the police state.
[02:03:46.000 --> 02:03:52.000]   For police, bicycle safety laws have become another means of making more arrests and racking up more points.
[02:03:52.000 --> 02:03:57.000]   Children need to stay free and out of jail long enough to grow up, straighten up, and become citizens.
[02:03:57.000 --> 02:04:00.000]   Help them out. Help yourself out as well.
[02:04:00.000 --> 02:04:04.000]   Don't tool around on a stolen bike and don't forget to use the light at night.
[02:04:04.000 --> 02:04:10.000]   To get arrested and dumped on the plantations due to a bicycle infraction is beyond tragic.
[02:04:12.000 --> 02:04:18.000]   The book has a fourth section that talks about self-defense and knives and guns and if you want to carry a gun,
[02:04:18.000 --> 02:04:20.000]   what kind of gun to carry and what kind of ammo to have.
[02:04:20.000 --> 02:04:26.000]   Then it talks about Big Brother and all the digital information that you give away.
[02:04:26.000 --> 02:04:30.000]   It's worth reading. It's good stuff, but I don't want to go into it in the context of the show.
[02:04:30.000 --> 02:04:33.000]   I've already turned this one into a marathon.
[02:04:33.000 --> 02:04:37.000]   Here's why I've done today's show.
[02:04:37.000 --> 02:04:46.000]   If you've gotten to this point, you are committed to the subject and it's either because you have an interest in the subject like me
[02:04:46.000 --> 02:04:54.000]   and you've done research outside of this or it's because you're probably surprised at what's out there.
[02:04:54.000 --> 02:05:03.000]   Now, I don't think that you're ever really going to have problems with the police with the exception of that one relatively minor incident I described,
[02:05:03.000 --> 02:05:08.000]   which again, I was just annoyed because I didn't even realize at the time.
[02:05:08.000 --> 02:05:13.000]   I was annoyed because I felt violated and then when I went and found that I didn't need to give consent, I wasn't doing anything wrong,
[02:05:13.000 --> 02:05:15.000]   and I realized how dumb I had been.
[02:05:15.000 --> 02:05:20.000]   I was just annoyed at myself for being stupid and not recognizing what I should have known.
[02:05:20.000 --> 02:05:23.000]   But I've never had a negative interaction with the police.
[02:05:23.000 --> 02:05:25.000]   I've never had a problem.
[02:05:25.000 --> 02:05:27.000]   My wife's never had a problem.
[02:05:27.000 --> 02:05:32.000]   I've always had positive interactions with the police.
[02:05:32.000 --> 02:05:35.000]   And you're exactly the same way.
[02:05:35.000 --> 02:05:39.000]   You've always had positive interactions with the police.
[02:05:39.000 --> 02:05:42.000]   So why did I do this show?
[02:05:42.000 --> 02:05:50.000]   It's because you know people in your life who don't have positive interactions with the police.
[02:05:50.000 --> 02:05:55.000]   I know people in my life who don't have positive interactions with the police.
[02:05:55.000 --> 02:06:02.000]   And it's my responsibility to help those who are not as fortunate as me.
[02:06:02.000 --> 02:06:05.000]   I had a friend of mine that I was working with and is amazing.
[02:06:05.000 --> 02:06:07.000]   Talk about visibility.
[02:06:07.000 --> 02:06:11.000]   One of the most valuable things is to be invisible to the police.
[02:06:11.000 --> 02:06:13.000]   My friend is an illegal immigrant to the United States.
[02:06:13.000 --> 02:06:15.000]   He overstayed his visa.
[02:06:15.000 --> 02:06:18.000]   He's from a South American country and he overstayed his visa.
[02:06:18.000 --> 02:06:22.000]   And his reason for doing it is primarily to stay out of crime.
[02:06:22.000 --> 02:06:31.000]   His mother was a drug dealer in Colombia and he has been working really hard to try to live on the up and up.
[02:06:31.000 --> 02:06:40.000]   And in Colombia, he was not able to find any way to support himself or his girlfriend and child in Colombia without going into crime.
[02:06:40.000 --> 02:06:49.000]   And he saw what it did to his mother and he has this deep, deep conviction not to go into a life of crime in Colombia,
[02:06:49.000 --> 02:06:52.000]   not to get involved in the drug gangs, etc., which ruined his life.
[02:06:52.000 --> 02:06:54.000]   He was just abused as a child.
[02:06:54.000 --> 02:06:59.000]   So he came to the United States, came on a visa, couldn't – overstayed his visa.
[02:06:59.000 --> 02:07:02.000]   So he's an illegal immigrant now in the United States.
[02:07:02.000 --> 02:07:09.000]   And for his transportation, he purchased a scooter to get around.
[02:07:09.000 --> 02:07:16.000]   Here in South Florida, most of the illegal immigrants ride bicycles or if you can get up a ways, you can get a scooter.
[02:07:16.000 --> 02:07:26.000]   And he was given bad information and with his bad information, he thought that if he bought a scooter that he didn't have to have a license.
[02:07:26.000 --> 02:07:29.000]   He lost his US – sorry.
[02:07:29.000 --> 02:07:33.000]   He lost one of his identification licenses, cards, etc.
[02:07:33.000 --> 02:07:42.000]   And anyway, point is, drove a scooter, registered with a friend, and he faced all of the problems that people who are in this very fragile existence face.
[02:07:42.000 --> 02:07:48.000]   With no place to be, you have to rely on other people who sometimes take advantage of you.
[02:07:48.000 --> 02:07:50.000]   People stole stuff from him.
[02:07:50.000 --> 02:07:51.000]   People stole his money.
[02:07:51.000 --> 02:07:52.000]   People stole his scooter.
[02:07:52.000 --> 02:07:55.000]   The guy who he was working with – it's just a disaster.
[02:07:55.000 --> 02:08:02.000]   And it's really, really hard when people are in a fragile living situation like that to survive.
[02:08:02.000 --> 02:08:11.000]   But because he was on a scooter, he wound up getting pulled over and he got pulled over and he got a ticket for not having – riding without a license.
[02:08:11.000 --> 02:08:14.000]   He didn't have a license and he got a ticket for it.
[02:08:14.000 --> 02:08:17.000]   And then he got pulled over and he got ticketed again.
[02:08:17.000 --> 02:08:24.000]   And he wound up in a situation where he was in serious problems.
[02:08:24.000 --> 02:08:33.000]   And it was just this cycle of degeneration where you get a ticket, but you've got to get to work to try to get a ticket, and you can't get work.
[02:08:33.000 --> 02:08:35.000]   And it's like, well, if I don't get work, I'm not going to get paid.
[02:08:35.000 --> 02:08:40.000]   And so you wind up riding the scooter again and committing the crime.
[02:08:40.000 --> 02:08:46.000]   I worked with him, went to court with him, translated for him, went to court with the judge, and thank god.
[02:08:46.000 --> 02:08:51.000]   It's been a long time, but we were able to get through a lot of the problems.
[02:08:51.000 --> 02:08:58.000]   But getting – the secret was getting rid of the scooter and getting a pickup truck.
[02:08:58.000 --> 02:09:05.000]   By getting rid of the scooter and getting a pickup truck, we got him invisible to the police.
[02:09:05.000 --> 02:09:07.000]   Now he can drive with a pickup truck.
[02:09:07.000 --> 02:09:10.000]   He was able to get his Columbia driver's license in.
[02:09:10.000 --> 02:09:19.000]   So at least he isn't going to get arrested on the street for driving without a license.
[02:09:19.000 --> 02:09:20.000]   At least he has his driver's license.
[02:09:20.000 --> 02:09:21.000]   He has the registration.
[02:09:21.000 --> 02:09:23.000]   He's properly insured, et cetera.
[02:09:23.000 --> 02:09:26.000]   So at least in this situation, he can continue to do that.
[02:09:26.000 --> 02:09:31.000]   He's got the court costs paid, paid the tickets, did his community service, et cetera.
[02:09:31.000 --> 02:09:44.000]   So he's still in, of course, this terrible place to be of an illegal immigrant, but at least with regard to local police who are not enforcing immigration law systematically based upon a traffic stop.
[02:09:44.000 --> 02:09:46.000]   At least he's back out of the woods there.
[02:09:46.000 --> 02:09:59.000]   But the whole thing came from being able to get invisible to the police, from getting off of a scooter where he could be seen and was pulled over I think three or four times within a few-week period just because he's on a scooter.
[02:09:59.000 --> 02:10:07.000]   Visible to the police and hidden inside of a cheap $700 pickup truck that we found.
[02:10:07.000 --> 02:10:22.000]   I believe that one of the best things that you and I can do is to help educate other people who are clueless, to help educate other people who are in fragile situations, who are in fragile living situations.
[02:10:22.000 --> 02:10:29.000]   Because a lot of these scenarios that the author paints are heartbreaking.
[02:10:29.000 --> 02:10:36.000]   I want to close by reading you one final scenario here, and this is what I'm hoping you will help avoid.
[02:10:36.000 --> 02:10:41.000]   But this to me is something that we've got to do.
[02:10:41.000 --> 02:10:43.000]   We've got to help people.
[02:10:43.000 --> 02:10:45.000]   The scenario is written by the author.
[02:10:45.000 --> 02:10:47.000]   It's called "The Dayglo Rabbit."
[02:10:47.000 --> 02:10:54.000]   Our subject is an 18-year-old African-American boy who lives with his mother in an apartment in a marginal area of town.
[02:10:54.000 --> 02:11:02.000]   His mother, an English teacher and staunch Baptist, works hard to support herself and her son and insists that he attend church at least twice a week.
[02:11:02.000 --> 02:11:08.000]   She does not allow him to use obscenity or profanity in the house and requires that he speak standard English.
[02:11:08.000 --> 02:11:15.000]   She calls the use of the double negative "I didn't say nothing" a misdemeanor and the present subjunctive "I be going" a felony.
[02:11:15.000 --> 02:11:26.000]   She insists that he wear neatly pressed slacks and a button-down dress shirt to school, and she has ignored his protests that this makes him uncool and a wimp.
[02:11:26.000 --> 02:11:33.000]   Naturally, he is teased by other boys who wear hip-hop slacks, sideways baseball hats, and gigantic sneakers.
[02:11:33.000 --> 02:11:35.000]   He is razzed for his high grades.
[02:11:35.000 --> 02:11:41.000]   The other students don't understand that making straight A's is actually easier than facing his mother with a B.
[02:11:41.000 --> 02:11:50.000]   Girls are not impressed by his brains, and they torment him by ignoring his attempts at conversation and by going out with tough guys who've been to jail.
[02:11:50.000 --> 02:12:02.000]   After listening to several thousand repetitions of his mother's insight that idle hands are the devil's plaything, our subject has obtained a part-time job on weekends at an ice cream store in a suburban mall.
[02:12:02.000 --> 02:12:14.000]   He has saved several hundred dollars from his wages and tips and has, after much importunity, secured a promise from his mother that he can spend it on anything he wants, as long as it's legal.
[02:12:14.000 --> 02:12:21.000]   At last, his big day has come, and he sets out to shop that mall for once instead of being a worker bee.
[02:12:21.000 --> 02:12:32.000]   He buys the coolest Kangol beret to set off an authentic NBA jersey, which is the real thing with the heavy mesh nylon as worn by the superstars and not a cheap knockoff from the flea market.
[02:12:32.000 --> 02:12:43.000]   He buys giant, below-the-knee pants with pockets everywhere and a crimson nylon windbreaker with the embroidered signature of his favorite NBA center.
[02:12:43.000 --> 02:12:55.000]   The topper? Limited-edition sneakers, fewer than 5,000 pairs for the entire United States, that are the signature design of the most famous power forward in the history of the game.
[02:12:55.000 --> 02:13:04.000]   The tab is near $600, more than three times what his mother pays for his Sunday suits, but he's proud of how authentic everything is.
[02:13:04.000 --> 02:13:10.000]   He knows that many of the kids at school wear clothes that are shoplifted by their girlfriends.
[02:13:10.000 --> 02:13:13.000]   These clothes are usually too big.
[02:13:13.000 --> 02:13:19.000]   He's proud that his NBA clothes are all the real thing and that they actually fit.
[02:13:19.000 --> 02:13:26.000]   So this Saturday afternoon, he's decked out in all his glory back in the neighborhood, and he's sure one of the girls will notice.
[02:13:26.000 --> 02:13:35.000]   He's strutting, not on the sidewalk, but in the street, just like the tough guys, and making cars slow or stop in order to get around him.
[02:13:35.000 --> 02:13:38.000]   This game is called "Make Whitey Stop."
[02:13:38.000 --> 02:13:44.000]   He's in a rush. All the people who generally ignore him in this part of town have to look up and show some respect.
[02:13:44.000 --> 02:13:46.000]   They've got to stop.
