
[00:00:00.000 --> 00:00:03.000]   Who's your REALTOR®?
[01:03:23.000 --> 01:03:25.000]   That's why I wanted to ask.
[01:03:25.000 --> 01:03:32.000]   I do think we have, I mean, I agree with you about beauty.
[01:03:32.000 --> 01:03:38.000]   I think we have lost a theology of beauty,
[01:03:38.000 --> 01:03:40.000]   and you could maybe point to lots of reasons
[01:03:40.000 --> 01:03:45.000]   why that's happened, specifically from the Christian side
[01:03:45.000 --> 01:03:51.000]   and having our culture largely being a Christian-based culture
[01:03:51.000 --> 01:03:53.000]   that's largely affected it.
[01:03:53.000 --> 01:03:55.000]   We are obviously moving more secular,
[01:03:55.000 --> 01:03:57.000]   but the reality is still a lot of that
[01:03:57.000 --> 01:04:01.000]   or certainly has been fed by the church, right?
[01:04:01.000 --> 01:04:04.000]   And I think we maybe say lots of reasons why
[01:04:04.000 --> 01:04:05.000]   we don't have to get into them.
[01:04:05.000 --> 01:04:08.000]   I think we've lost a theology of beauty
[01:04:08.000 --> 01:04:11.000]   and doing things for the sake of Christ.
[01:04:11.000 --> 01:04:14.000]   I've said this if my pastor came to the church
[01:04:14.000 --> 01:04:16.000]   at our next members meeting and said,
[01:04:16.000 --> 01:04:17.000]   "You know what, guys?
[01:04:17.000 --> 01:04:19.000]   We need to raise $100 million,
[01:04:19.000 --> 01:04:22.000]   and we're going to take the next 70 years
[01:04:22.000 --> 01:04:23.000]   to build a cathedral."
[01:04:23.000 --> 01:04:28.000]   Everyone would think he was crazy.
[01:04:28.000 --> 01:04:32.000]   And yet that is like that's what the cathedral builders did.
[01:04:32.000 --> 01:04:34.000]   Many of those people who started them
[01:04:34.000 --> 01:04:38.000]   did not see them finished.
[01:04:38.000 --> 01:04:40.000]   And now we have modern technology and blah, blah, blah.
[01:04:40.000 --> 01:04:42.000]   So timelines may be a little different.
[01:04:42.000 --> 01:04:48.000]   But I do think there is something inherently good in beauty.
[01:04:48.000 --> 01:04:51.000]   God created beauty.
[01:04:51.000 --> 01:04:53.000]   That's important.
[01:04:53.000 --> 01:04:54.000]   Obviously, right?
[01:04:54.000 --> 01:04:56.000]   As men, we value beauty in our wives.
[01:04:56.000 --> 01:04:57.000]   Why did God create that?
[01:04:57.000 --> 01:04:59.000]   Why did God create sunsets?
[01:04:59.000 --> 01:05:00.000]   Why did God create flowers?
[01:05:00.000 --> 01:05:03.000]   He created all of those things and said they were good.
[01:05:03.000 --> 01:05:07.000]   So that's a good thing.
[01:05:07.000 --> 01:05:09.000]   And as I've been thinking about this, especially lately,
[01:05:09.000 --> 01:05:12.000]   I've also thought about, okay, it doesn't make sense
[01:05:12.000 --> 01:05:15.000]   that I just need to go start a plumbing business.
[01:05:15.000 --> 01:05:18.000]   Well, plumbing isn't inherently better than anything else.
[01:05:18.000 --> 01:05:19.000]   Plumbing is important.
[01:05:19.000 --> 01:05:23.000]   But what does that do for society
[01:05:23.000 --> 01:05:26.000]   any more than starting something else?
[01:05:26.000 --> 01:05:28.000]   So I don't have a clean answer for it.
[01:05:28.000 --> 01:05:31.000]   It feels like there's something in the middle
[01:05:31.000 --> 01:05:35.000]   between those things where we are --
[01:05:35.000 --> 01:05:38.000]   and maybe it's partially being intentional
[01:05:38.000 --> 01:05:40.000]   and you're saying we're intentionally doing this
[01:05:40.000 --> 01:05:47.000]   for the glory of God, to praise his name
[01:05:47.000 --> 01:05:49.000]   and to bring people to know Jesus
[01:05:49.000 --> 01:05:50.000]   and to do things excellently.
[01:05:50.000 --> 01:05:52.000]   And we want to point people to that.
[01:05:52.000 --> 01:05:53.000]   Maybe that's part of it.
[01:05:53.000 --> 01:05:55.000]   And we want to change people's lives.
[01:05:55.000 --> 01:05:58.000]   I did recently hear a podcast with a guy
[01:05:58.000 --> 01:06:02.000]   who he owns an electrical transformer business.
[01:06:02.000 --> 01:06:04.000]   And the title of the podcast episode,
[01:06:04.000 --> 01:06:05.000]   which I thought was great,
[01:06:05.000 --> 01:06:07.000]   was "Don't Waste Your Life Building a Small Business."
[01:06:07.000 --> 01:06:09.000]   And his point was that the church --
[01:06:09.000 --> 01:06:12.000]   so often when it does talk about entrepreneurship,
[01:06:12.000 --> 01:06:14.000]   it's like, "Go start a landscaping business.
[01:06:14.000 --> 01:06:15.000]   There'll be a plot."
[01:06:15.000 --> 01:06:18.000]   Like, these really kind of small cottage things,
[01:06:18.000 --> 01:06:19.000]   which are good, and he said they're good.
[01:06:19.000 --> 01:06:22.000]   But it's like, "I'm going to spend my time doing this."
[01:06:22.000 --> 01:06:24.000]   He's like, "I want to build a company
[01:06:24.000 --> 01:06:26.000]   that can employ 1,000 men
[01:06:26.000 --> 01:06:30.000]   and pay them wages to take care of their family.
[01:06:30.000 --> 01:06:32.000]   Like, if I'm going to put the effort into this,
[01:06:32.000 --> 01:06:33.000]   let me go big."
[01:06:33.000 --> 01:06:35.000]   And I thought that was really good.
[01:06:35.000 --> 01:06:38.000]   That's been part of my feelings of ways,
[01:06:38.000 --> 01:06:42.000]   is how do you navigate all of that?
[01:06:42.000 --> 01:06:44.000]   And maybe part of that is it's different things
[01:06:44.000 --> 01:06:45.000]   for different people.
[01:06:45.000 --> 01:06:47.000]   And some people are called to just go be
[01:06:47.000 --> 01:06:49.000]   the super faithful plumber,
[01:06:49.000 --> 01:06:52.000]   and some people are called to be --
[01:06:52.000 --> 01:06:53.000]   do the bigger thing.
[01:06:53.000 --> 01:06:54.000]   I'm not sure.
[01:06:54.000 --> 01:06:55.000]   -Yeah, I agree.
[01:06:55.000 --> 01:06:57.000]   -It's not a satisfactory answer.
[01:06:57.000 --> 01:07:00.000]   -No, I'm glad that you can broach the subject,
[01:07:00.000 --> 01:07:02.000]   and I'm going to think more about it in days to come,
[01:07:02.000 --> 01:07:04.000]   and I look forward to talking about it more.
[01:07:04.000 --> 01:07:07.000]   To your comment about if your pastor said,
[01:07:07.000 --> 01:07:09.000]   "Hey, this is what we're going to do,"
[01:07:09.000 --> 01:07:11.000]   I think that this is one of the areas
[01:07:11.000 --> 01:07:15.000]   where all of our Catholic and Orthodox friends
[01:07:15.000 --> 01:07:17.000]   are shaking their fists saying,
[01:07:17.000 --> 01:07:20.000]   "Yes, yes, yes, we told you this."
[01:07:20.000 --> 01:07:22.000]   And I think that this is something
[01:07:22.000 --> 01:07:25.000]   where the world of Protestantism
[01:07:25.000 --> 01:07:28.000]   really, very broadly,
[01:07:28.000 --> 01:07:30.000]   doesn't have to be this way,
[01:07:30.000 --> 01:07:31.000]   but I think this is something
[01:07:31.000 --> 01:07:36.000]   that the world of Protestantism has to deal with.
[01:07:36.000 --> 01:07:37.000]   There are Protestant traditions
[01:07:37.000 --> 01:07:38.000]   that build beautiful cathedrals,
[01:07:38.000 --> 01:07:43.000]   but I myself have walked past
[01:07:43.000 --> 01:07:45.000]   the big giant church building when I was younger
[01:07:45.000 --> 01:07:47.000]   and shaken my fist at it and said,
[01:07:47.000 --> 01:07:48.000]   "What a giant waste.
[01:07:48.000 --> 01:07:49.000]   This building could be sold
[01:07:49.000 --> 01:07:50.000]   and the money given to the poor,
[01:07:50.000 --> 01:07:52.000]   and wouldn't that be better?"
[01:07:52.000 --> 01:07:54.000]   And that's kind of at the core
[01:07:54.000 --> 01:07:57.000]   of our fundamental ethos.
[01:07:57.000 --> 01:07:59.000]   And quite literally last week,
[01:07:59.000 --> 01:08:00.000]   I was talking with a friend of mine.
[01:08:00.000 --> 01:08:02.000]   We'd gone to a church meeting,
[01:08:02.000 --> 01:08:06.000]   and I was thinking about the whole structure
[01:08:06.000 --> 01:08:10.000]   of kind of a standard Protestant church meeting,
[01:08:10.000 --> 01:08:13.000]   how in a large church, how it goes.
[01:08:13.000 --> 01:08:15.000]   And I was reflecting on this and saying,
[01:08:15.000 --> 01:08:20.000]   "Basically, all this is is a Latin mass,
[01:08:20.000 --> 01:08:23.000]   or sorry, a mass, a Catholic mass,
[01:08:23.000 --> 01:08:25.000]   but stripped of all of the symbolism,
[01:08:25.000 --> 01:08:28.000]   stripped of all of the symbolism,
[01:08:28.000 --> 01:08:31.000]   stripped of all of the sacramental
[01:08:31.000 --> 01:08:33.000]   religious significance,
[01:08:33.000 --> 01:08:35.000]   stripped of all the decorations."
[01:08:35.000 --> 01:08:39.000]   And basically what we did was took
[01:08:39.000 --> 01:08:41.000]   a standard priestly mass,
[01:08:41.000 --> 01:08:42.000]   stuck it into a gray building
[01:08:42.000 --> 01:08:46.000]   with a guy on a stage, and that's it.
[01:08:46.000 --> 01:08:49.000]   And why does this ring so hollow?
[01:08:49.000 --> 01:08:51.000]   What is missing?
[01:08:51.000 --> 01:08:55.000]   And those mystical elements are taken out.
[01:08:55.000 --> 01:08:59.000]   Now, generally, I would just assume,
[01:08:59.000 --> 01:09:01.000]   turn the chairs in a circle
[01:09:01.000 --> 01:09:02.000]   and take the man off the stage
[01:09:02.000 --> 01:09:04.000]   and have 10 people stand up
[01:09:04.000 --> 01:09:06.000]   and talk during the church meeting,
[01:09:06.000 --> 01:09:07.000]   and that's what I would do
[01:09:07.000 --> 01:09:10.000]   to try to encourage the New Testament
[01:09:10.000 --> 01:09:12.000]   simplicity of gathering.
[01:09:12.000 --> 01:09:15.000]   And I think that, but I realize
[01:09:15.000 --> 01:09:17.000]   that's basically what much
[01:09:17.000 --> 01:09:19.000]   of Protestantism has done,
[01:09:19.000 --> 01:09:20.000]   is it's taken the form of the old,
[01:09:20.000 --> 01:09:22.000]   but stripped the beauty out of it.
[01:09:22.000 --> 01:09:25.000]   And that's kind of what you're talking about.
[01:09:25.000 --> 01:09:26.000]   So you go and you look at,
[01:09:26.000 --> 01:09:28.000]   I don't know, the Crystal Cathedral
[01:09:28.000 --> 01:09:30.000]   or some big megachurch building in your town,
[01:09:30.000 --> 01:09:34.000]   and the appeal is still
[01:09:34.000 --> 01:09:36.000]   to create beauty and excellence,
[01:09:36.000 --> 01:09:37.000]   and we're going to have
[01:09:37.000 --> 01:09:38.000]   a million-dollar music program
[01:09:38.000 --> 01:09:39.000]   because we want to honor God
[01:09:39.000 --> 01:09:41.000]   with our excellent work.
[01:09:41.000 --> 01:09:42.000]   Well, that's no different
[01:09:42.000 --> 01:09:44.000]   than the cathedral builders were doing.
[01:09:44.000 --> 01:09:45.000]   They were trying to honor God
[01:09:45.000 --> 01:09:46.000]   with their excellent work.
[01:09:46.000 --> 01:09:47.000]   And which of these is more likely
[01:09:47.000 --> 01:09:49.000]   to be around in 100 years?
[01:09:49.000 --> 01:09:50.000]   People are still going to be going
[01:09:50.000 --> 01:09:52.000]   to Strasbourg, France,
[01:09:52.000 --> 01:09:54.000]   to view the cathedral there in 100 years.
[01:09:54.000 --> 01:09:55.000]   Nobody's going to be coming
[01:09:55.000 --> 01:09:58.000]   to the big tin megachurch building
[01:09:58.000 --> 01:10:00.000]   to hear the band play in 100 years.
[01:10:00.000 --> 01:10:02.000]   And so we need to wrestle with it
[01:10:02.000 --> 01:10:04.000]   theologically and think about it,
[01:10:04.000 --> 01:10:08.000]   because I myself have been wrongly critical
[01:10:08.000 --> 01:10:10.000]   of those things in the past,
[01:10:10.000 --> 01:10:12.000]   and we see kind of the cheap veneer
[01:10:12.000 --> 01:10:14.000]   as it has fallen,
[01:10:14.000 --> 01:10:16.000]   that maybe our forebears had wisdom
[01:10:16.000 --> 01:10:22.000]   that we discarded without properly appreciating.
[01:10:22.000 --> 01:10:23.000]   Yeah, I think that's true.
[01:10:23.000 --> 01:10:24.000]   And I think part of it, too,
[01:10:24.000 --> 01:10:26.000]   as I thought back on giant church buildings
[01:10:26.000 --> 01:10:28.000]   and stuff as of late,
[01:10:28.000 --> 01:10:30.000]   I think even when they go for beauty,
[01:10:30.000 --> 01:10:34.000]   so often it's still poor-quality materials
[01:10:34.000 --> 01:10:36.000]   and poor-quality craftsmanship,
[01:10:36.000 --> 01:10:38.000]   and that building will not be around
[01:10:38.000 --> 01:10:41.000]   in 150 years, much less 1,000 years,
[01:10:41.000 --> 01:10:42.000]   like some of these cathedrals
[01:10:42.000 --> 01:10:45.000]   have existed for hundreds of years.
[01:10:45.000 --> 01:10:47.000]   They're putting the money into it,
[01:10:47.000 --> 01:10:48.000]   but they're not actually putting
[01:10:48.000 --> 01:10:51.000]   the craftsmanship to the high level
[01:10:51.000 --> 01:10:53.000]   behind it to make that happen.
[01:10:53.000 --> 01:10:54.000]   Yeah.
[01:10:54.000 --> 01:10:56.000]   One of my favorite things,
[01:10:56.000 --> 01:10:57.000]   what inspired me,
[01:10:57.000 --> 01:10:58.000]   what I've gotten into,
[01:10:58.000 --> 01:11:00.000]   so I've gotten super into urban design.
[01:11:00.000 --> 01:11:03.000]   How can we build cities in a way
[01:11:03.000 --> 01:11:07.000]   that is conducive to the positive life
[01:11:07.000 --> 01:11:08.000]   of the people?
[01:11:08.000 --> 01:11:11.000]   I've come to think that that would be...
[01:11:11.000 --> 01:11:17.000]   I've got a podcast outline written,
[01:11:17.000 --> 01:11:19.000]   and my title is something like
[01:11:19.000 --> 01:11:21.000]   "Five Industries I'd Love to See
[01:11:21.000 --> 01:11:23.000]   "Conservatives Dominate."
[01:11:23.000 --> 01:11:25.000]   But the problem is it doesn't feel...
[01:11:25.000 --> 01:11:27.000]   It feels slightly outside of my guidelines
[01:11:27.000 --> 01:11:28.000]   of radical personal finance,
[01:11:28.000 --> 01:11:29.000]   which is why I haven't done it.
[01:11:29.000 --> 01:11:31.000]   But one of the things that I've observed
[01:11:31.000 --> 01:11:33.000]   is I've gotten super annoyed
[01:11:33.000 --> 01:11:34.000]   at how people that would tend
[01:11:34.000 --> 01:11:36.000]   to align with me politically
[01:11:37.000 --> 01:11:39.000]   don't seem to...
[01:11:39.000 --> 01:11:40.000]   We tend to...
[01:11:40.000 --> 01:11:42.000]   And I'll go ahead and tell you the story,
[01:11:42.000 --> 01:11:44.000]   how I came to this realization.
[01:11:44.000 --> 01:11:45.000]   But we tend to discard things
[01:11:45.000 --> 01:11:47.000]   without thinking about them.
[01:11:47.000 --> 01:11:48.000]   I had a realization a number of years ago.
[01:11:48.000 --> 01:11:49.000]   I made a statement.
[01:11:49.000 --> 01:11:50.000]   I've probably made it here on a podcast,
[01:11:50.000 --> 01:11:52.000]   but I made a statement to someone
[01:11:52.000 --> 01:11:53.000]   that if I were elected president,
[01:11:53.000 --> 01:11:55.000]   the first thing I'd do would be to quit.
[01:11:55.000 --> 01:11:57.000]   And if I was forced to serve,
[01:11:57.000 --> 01:11:58.000]   the first thing I would do
[01:11:58.000 --> 01:12:00.000]   would be to start cutting laws
[01:12:00.000 --> 01:12:01.000]   and getting this off the books
[01:12:01.000 --> 01:12:03.000]   and that off the books.
[01:12:03.000 --> 01:12:04.000]   And when I was younger,
[01:12:04.000 --> 01:12:06.000]   that was basically my political ethic,
[01:12:06.000 --> 01:12:07.000]   was government's too big.
[01:12:07.000 --> 01:12:09.000]   We need less government.
[01:12:09.000 --> 01:12:10.000]   And if all we could do
[01:12:10.000 --> 01:12:11.000]   is just get less government,
[01:12:11.000 --> 01:12:13.000]   then we'd be living in a libertarian utopia.
[01:12:13.000 --> 01:12:14.000]   And that was great.
[01:12:14.000 --> 01:12:16.000]   So then I thought about getting into politics
[01:12:16.000 --> 01:12:18.000]   just as a thought experiment.
[01:12:18.000 --> 01:12:19.000]   And I thought, all right,
[01:12:19.000 --> 01:12:20.000]   what if I were mayor?
[01:12:20.000 --> 01:12:22.000]   And I realized that there's nothing
[01:12:22.000 --> 01:12:23.000]   at all attractive.
[01:12:23.000 --> 01:12:25.000]   Imagine you elect a local mayor
[01:12:25.000 --> 01:12:26.000]   and the mayor says,
[01:12:26.000 --> 01:12:27.000]   "Well, my job is to diminish
[01:12:27.000 --> 01:12:28.000]   the size of government."
[01:12:28.000 --> 01:12:29.000]   Okay, well, certainly.
[01:12:29.000 --> 01:12:30.000]   I'm sure there's some bad laws
[01:12:30.000 --> 01:12:31.000]   on the books in every town
[01:12:31.000 --> 01:12:32.000]   that need to go away.
[01:12:32.000 --> 01:12:35.000]   But that's just not politically attractive
[01:12:35.000 --> 01:12:36.000]   in the way that I thought it would be
[01:12:36.000 --> 01:12:37.000]   if I were president
[01:12:37.000 --> 01:12:39.000]   and my goal was to cut
[01:12:39.000 --> 01:12:40.000]   the size of government.
[01:12:40.000 --> 01:12:42.000]   Probably it was built by,
[01:12:42.000 --> 01:12:44.000]   one of my favorite scenes in a book
[01:12:44.000 --> 01:12:45.000]   was when I was in high school,
[01:12:45.000 --> 01:12:47.000]   I read "Executive Orders" by Tom Clancy.
[01:12:47.000 --> 01:12:49.000]   And the hero, Jack Ryan,
[01:12:49.000 --> 01:12:52.000]   is whisked into office
[01:12:52.000 --> 01:12:54.000]   completely unexpectedly.
[01:12:54.000 --> 01:12:55.000]   He was sixth in line
[01:12:55.000 --> 01:12:57.000]   and then there's a massive tragedy
[01:12:57.000 --> 01:12:59.000]   and he goes from sixth in line
[01:12:59.000 --> 01:13:00.000]   for the presidency
[01:13:00.000 --> 01:13:01.000]   to being president overnight.
[01:13:01.000 --> 01:13:04.000]   And it's like your archetypal hero
[01:13:04.000 --> 01:13:05.000]   of a president,
[01:13:05.000 --> 01:13:07.000]   someone who never wanted to be president,
[01:13:07.000 --> 01:13:09.000]   never ever would have run for election,
[01:13:09.000 --> 01:13:11.000]   is kind of a normal,
[01:13:11.000 --> 01:13:12.000]   just a normal guy,
[01:13:12.000 --> 01:13:13.000]   an intelligent guy,
[01:13:13.000 --> 01:13:14.000]   kind of a centrist,
[01:13:14.000 --> 01:13:15.000]   not super extreme,
[01:13:15.000 --> 01:13:16.000]   very pragmatic.
[01:13:16.000 --> 01:13:17.000]   And all of a sudden,
[01:13:17.000 --> 01:13:19.000]   he's given the reins of power.
[01:13:19.000 --> 01:13:20.000]   So he says, "Well, I'm here.
[01:13:20.000 --> 01:13:21.000]   I got to use it."
[01:13:21.000 --> 01:13:23.000]   And so there's all these dramatic scenes
[01:13:23.000 --> 01:13:25.000]   in the book that lay out
[01:13:25.000 --> 01:13:27.000]   how he starts making government better.
[01:13:27.000 --> 01:13:29.000]   So back to becoming mayor,
[01:13:29.000 --> 01:13:31.000]   what I realized is that
[01:13:31.000 --> 01:13:33.000]   I wouldn't have a clue
[01:13:33.000 --> 01:13:35.000]   how to even create a campaign speech
[01:13:35.000 --> 01:13:36.000]   to run for mayor.
[01:13:36.000 --> 01:13:38.000]   I don't have a clue for a campaign speech
[01:13:38.000 --> 01:13:39.000]   to run for state representative
[01:13:39.000 --> 01:13:42.000]   because I don't have any philosophy
[01:13:42.000 --> 01:13:44.000]   of state politics or local politics.
[01:13:44.000 --> 01:13:48.000]   My entire philosophic, political mind
[01:13:48.000 --> 01:13:50.000]   is built upon presidential elections
[01:13:50.000 --> 01:13:51.000]   in the United States.
[01:13:51.000 --> 01:13:53.000]   I had nothing to offer.
[01:13:53.000 --> 01:13:55.000]   So I spent a lot of time thinking about it.
[01:13:55.000 --> 01:13:57.000]   And I realized that
[01:13:57.000 --> 01:13:59.000]   there's a lot of truth
[01:13:59.000 --> 01:14:00.000]   in the fact that
[01:14:00.000 --> 01:14:02.000]   political ideology is different
[01:14:02.000 --> 01:14:04.000]   at different levels.
[01:14:04.000 --> 01:14:06.000]   And the saying that
[01:14:06.000 --> 01:14:10.000]   "Internationally, I'm an anarchist.
[01:14:10.000 --> 01:14:11.000]   And on a national level,
[01:14:11.000 --> 01:14:12.000]   I'm a libertarian.
[01:14:12.000 --> 01:14:13.000]   On a state level,
[01:14:13.000 --> 01:14:14.000]   I'm a Republican.
[01:14:14.000 --> 01:14:18.000]   And on a city level,
[01:14:18.000 --> 01:14:19.000]   I'm a Democrat.
[01:14:19.000 --> 01:14:20.000]   And in my family,
[01:14:20.000 --> 01:14:21.000]   I'm a communist."
[01:14:21.000 --> 01:14:22.000]   There's truth in that
[01:14:22.000 --> 01:14:24.000]   because that's kind of how I feel.
[01:14:24.000 --> 01:14:27.000]   I don't like...
[01:14:27.000 --> 01:14:29.000]   If you go to Republican towns
[01:14:29.000 --> 01:14:30.000]   across the United States
[01:14:30.000 --> 01:14:31.000]   where it's just all Republicans,
[01:14:31.000 --> 01:14:32.000]   they're just no fun.
[01:14:32.000 --> 01:14:33.000]   They're terrible towns.
[01:14:33.000 --> 01:14:34.000]   They're terrible cities.
[01:14:34.000 --> 01:14:35.000]   You don't enjoy being in them.
[01:14:35.000 --> 01:14:36.000]   They're ugly.
[01:14:36.000 --> 01:14:38.000]   And it's a four-lane highway
[01:14:38.000 --> 01:14:39.000]   and a bunch of fast food restaurants
[01:14:39.000 --> 01:14:40.000]   and you're done.
[01:14:40.000 --> 01:14:42.000]   Go to a Democrat,
[01:14:42.000 --> 01:14:44.000]   a 90% blue community,
[01:14:44.000 --> 01:14:46.000]   and you've got beautiful streets
[01:14:46.000 --> 01:14:48.000]   and you've got great buildings
[01:14:48.000 --> 01:14:49.000]   and wonderful coffee shops.
[01:14:49.000 --> 01:14:50.000]   And it's just a pleasant experience.
[01:14:50.000 --> 01:14:52.000]   It's way more fun
[01:14:52.000 --> 01:14:55.000]   to live in a community that is...
[01:14:55.000 --> 01:14:57.000]   A city that is dominated by Democrats
[01:14:57.000 --> 01:14:59.000]   is, I would argue,
[01:14:59.000 --> 01:15:00.000]   objectively better.
[01:15:00.000 --> 01:15:03.000]   It's an objectively better experience.
[01:15:03.000 --> 01:15:04.000]   It's more beautiful.
[01:15:04.000 --> 01:15:06.000]   Everything is taken care of, etc.
[01:15:06.000 --> 01:15:07.000]   But then...
[01:15:07.000 --> 01:15:09.000]   So as I've been thinking about it,
[01:15:09.000 --> 01:15:10.000]   I say, "Wait a second.
[01:15:10.000 --> 01:15:12.000]   Why don't Republicans
[01:15:12.000 --> 01:15:13.000]   or conservatives...
[01:15:13.000 --> 01:15:14.000]   I don't even know what to call myself anymore.
[01:15:14.000 --> 01:15:15.000]   But why don't Republicans
[01:15:15.000 --> 01:15:16.000]   or conservatives do this?
[01:15:16.000 --> 01:15:18.000]   I don't see any fundamental reason
[01:15:18.000 --> 01:15:20.000]   in conservative ideology,
[01:15:20.000 --> 01:15:21.000]   whatever that is,
[01:15:21.000 --> 01:15:24.000]   why we can't build beautiful towns.
[01:15:24.000 --> 01:15:25.000]   I think most people want
[01:15:25.000 --> 01:15:26.000]   to live in a beautiful town.
[01:15:26.000 --> 01:15:29.000]   So why don't we do that?"
[01:15:29.000 --> 01:15:31.000]   And so things like town planning
[01:15:31.000 --> 01:15:33.000]   and good urbanism,
[01:15:33.000 --> 01:15:35.000]   I've now come to say,
[01:15:35.000 --> 01:15:37.000]   this is something that would solve it.
[01:15:37.000 --> 01:15:38.000]   And I believe that
[01:15:38.000 --> 01:15:39.000]   that's fundamentally actually
[01:15:39.000 --> 01:15:40.000]   a conservative value.
[01:15:40.000 --> 01:15:42.000]   Bad urbanism is leading
[01:15:42.000 --> 01:15:43.000]   to fractured communities
[01:15:43.000 --> 01:15:45.000]   and fractured families.
[01:15:45.000 --> 01:15:46.000]   Everything from living in the suburbs
[01:15:46.000 --> 01:15:47.000]   and children being isolated
[01:15:47.000 --> 01:15:48.000]   in their houses
[01:15:48.000 --> 01:15:49.000]   and not knowing your neighbors
[01:15:49.000 --> 01:15:51.000]   and having just miles of cars.
[01:15:51.000 --> 01:15:53.000]   And it's all a scam anyway.
[01:15:53.000 --> 01:15:56.000]   Meaning that the road mafia,
[01:15:56.000 --> 01:15:58.000]   the conservatives love to say,
[01:15:58.000 --> 01:15:59.000]   "We're not going to build a train
[01:15:59.000 --> 01:16:00.000]   because it costs too much."
[01:16:00.000 --> 01:16:01.000]   And they don't ever bother
[01:16:01.000 --> 01:16:02.000]   to calculate how much
[01:16:02.000 --> 01:16:04.000]   the highways cost to maintain.
[01:16:04.000 --> 01:16:06.000]   And so it's all fake.
[01:16:06.000 --> 01:16:08.000]   So things like that matter.
[01:16:08.000 --> 01:16:09.000]   So to the point I was driving at,
[01:16:09.000 --> 01:16:11.000]   some of my favorite people
[01:16:11.000 --> 01:16:13.000]   are those who build houses.
[01:16:13.000 --> 01:16:15.000]   And I find them on social media.
[01:16:15.000 --> 01:16:16.000]   And there's a bunch of guys
[01:16:16.000 --> 01:16:17.000]   that live in normal places.
[01:16:17.000 --> 01:16:19.000]   And what they do is they build,
[01:16:19.000 --> 01:16:21.000]   you know, thousand-year houses
[01:16:21.000 --> 01:16:22.000]   made out of brick,
[01:16:22.000 --> 01:16:24.000]   all of the traditional methods
[01:16:24.000 --> 01:16:25.000]   for rich people to have.
[01:16:25.000 --> 01:16:28.000]   And 10 years ago, 15 years ago,
[01:16:28.000 --> 01:16:29.000]   I never would have conceived
[01:16:29.000 --> 01:16:30.000]   of the idea of that.
[01:16:30.000 --> 01:16:32.000]   I would see the single wide,
[01:16:32.000 --> 01:16:33.000]   you know, mobile home
[01:16:33.000 --> 01:16:34.000]   as the most beautiful thing
[01:16:34.000 --> 01:16:35.000]   because that provides housing
[01:16:35.000 --> 01:16:36.000]   for the most people.
[01:16:36.000 --> 01:16:38.000]   Today I look at it and I say,
[01:16:38.000 --> 01:16:40.000]   "What an amazing thing
[01:16:40.000 --> 01:16:41.000]   that that guy is doing."
[01:16:41.000 --> 01:16:42.000]   And all he's doing
[01:16:42.000 --> 01:16:44.000]   is building beautiful brick houses
[01:16:44.000 --> 01:16:46.000]   that are designed to last.
[01:16:46.000 --> 01:16:47.000]   I want more of that.
[01:16:47.000 --> 01:16:48.000]   And I want to be involved.
[01:16:48.000 --> 01:16:49.000]   Whatever that is,
[01:16:49.000 --> 01:16:50.000]   I want more of it.
[01:16:50.000 --> 01:16:51.000]   I want to provide housing
[01:16:51.000 --> 01:16:52.000]   and be grateful
[01:16:52.000 --> 01:16:54.000]   about the beautiful innovations
[01:16:54.000 --> 01:16:55.000]   of the mobile home
[01:16:55.000 --> 01:16:56.000]   for keeping poor people
[01:16:56.000 --> 01:16:57.000]   off the streets.
[01:16:57.000 --> 01:16:58.000]   I love that.
[01:16:58.000 --> 01:16:59.000]   I don't want to go live in a sawed house.
[01:16:59.000 --> 01:17:00.000]   But I also want to encourage
[01:17:00.000 --> 01:17:02.000]   rich people to not--
[01:17:02.000 --> 01:17:04.000]   I want to encourage rich people
[01:17:04.000 --> 01:17:06.000]   to spend money on craftsmanship
[01:17:06.000 --> 01:17:08.000]   and building big, expensive houses
[01:17:08.000 --> 01:17:10.000]   with things that will last.
[01:17:10.000 --> 01:17:11.000]   And I want them to build cathedrals
[01:17:11.000 --> 01:17:13.000]   and build businesses and endure
[01:17:13.000 --> 01:17:15.000]   because those are good uses of money.
[01:17:15.000 --> 01:17:16.000]   And I've been trying to get at that
[01:17:16.000 --> 01:17:17.000]   a little bit in recent podcasts,
[01:17:17.000 --> 01:17:18.000]   even the one--
[01:17:18.000 --> 01:17:19.000]   Yeah.
[01:17:19.000 --> 01:17:20.000]   --most recent one,
[01:17:20.000 --> 01:17:22.000]   to say a decade ago,
[01:17:22.000 --> 01:17:23.000]   I didn't get it.
[01:17:23.000 --> 01:17:24.000]   I didn't understand it.
[01:17:24.000 --> 01:17:26.000]   Today, guys like you and I
[01:17:26.000 --> 01:17:27.000]   were looking at it
[01:17:27.000 --> 01:17:28.000]   and I think and understanding it
[01:17:28.000 --> 01:17:31.000]   that we want to build
[01:17:31.000 --> 01:17:32.000]   and pass along wealth
[01:17:32.000 --> 01:17:34.000]   for the next generation.
[01:17:34.000 --> 01:17:35.000]   And when you just have
[01:17:35.000 --> 01:17:37.000]   cheap financial wealth,
[01:17:37.000 --> 01:17:38.000]   it doesn't last.
[01:17:38.000 --> 01:17:40.000]   One final thing,
[01:17:40.000 --> 01:17:41.000]   and then I'll let you respond
[01:17:41.000 --> 01:17:42.000]   and wrap us up.
