
[00:00:00.000 --> 00:00:19.000]   [ Music ]
[01:19:10.200 --> 01:19:16.200]   It remains legal in roughly half of the U.S. states,
[01:19:16.200 --> 01:19:20.200]   although it is commonly practiced only in the South.
[01:19:20.200 --> 01:19:23.200]   In each of these states, it is up to each school district
[01:19:23.200 --> 01:19:26.200]   to determine whether corporal punishment will be used
[01:19:26.200 --> 01:19:30.200]   and what situations will it be applied in the manner in which it is given,
[01:19:30.200 --> 01:19:32.200]   typically by a paddle.
[01:19:32.200 --> 01:19:40.200]   There are cases where school officials have lost their jobs for spanking students.
[01:19:40.200 --> 01:19:44.200]   In the United Kingdom, the smacking of children,
[01:19:44.200 --> 01:19:46.200]   that's what they call it, smacking of children,
[01:19:46.200 --> 01:19:51.200]   by teachers was made illegal in state schools in 1986
[01:19:51.200 --> 01:19:53.200]   and extended to all schools in 1998.
[01:19:53.200 --> 01:20:00.200]   An amendment to the Children Act of 2004 to ban smacking of children
[01:20:00.200 --> 01:20:05.200]   was defeated by 424 votes to 75 in the House of Commons.
[01:20:05.200 --> 01:20:09.200]   However, an amendment to ban parents from smacking their children
[01:20:09.200 --> 01:20:15.200]   hard enough to leave a mark was accepted by 284 votes to 208
[01:20:15.200 --> 01:20:18.200]   and came into force in January 2005.
[01:20:18.200 --> 01:20:23.200]   In January 2006, the UK's four child commissioners
[01:20:23.200 --> 01:20:26.200]   called for a full ban on smacking,
[01:20:26.200 --> 01:20:29.200]   but this has been rejected by Tony Blair's government.
[01:20:29.200 --> 01:20:35.200]   Tony Blair has admitted spanking his own children.
[01:20:35.200 --> 01:20:39.200]   I knew I liked that guy.
[01:20:39.200 --> 01:20:43.200]   Spanking of children within families is illegal in some countries.
[01:20:43.200 --> 01:20:47.200]   For example, Sweden, Switzerland, Ireland, Finland, Denmark,
[01:20:47.200 --> 01:20:53.200]   Norway, Austria, Germany, Italy, Cyprus, Croatia, Israel, and Latvia.
[01:20:53.200 --> 01:20:56.200]   It's illegal to spank your children.
[01:20:56.200 --> 01:21:01.200]   Is it illegal in Russia, Timothy? Alex?
[01:21:01.200 --> 01:21:04.200]   It's not.
[01:21:04.200 --> 01:21:08.200]   Similar initiatives in the U.S. have repeatedly failed.
[01:21:08.200 --> 01:21:16.200]   Parental rights groups have formed since 1990 to prevent spanking from being criminalized.
[01:21:16.200 --> 01:21:19.200]   Canada has tightened its laws as early as 2004,
[01:21:19.200 --> 01:21:26.200]   and the laws now say that no infant or teen may be spanked in Canada.
[01:21:26.200 --> 01:21:29.200]   Trying to update you on stuff here.
[01:21:29.200 --> 01:21:32.200]   What do you mean by infant?
[01:21:32.200 --> 01:21:36.200]   Infant in a cradle, probably.
[01:21:36.200 --> 01:21:38.200]   I love this little cartoon.
[01:21:38.200 --> 01:21:40.200]   The doctor said I needed good spanking.
[01:21:40.200 --> 01:21:44.200]   What's a spanking, Mom?
[01:21:44.200 --> 01:21:47.200]   That's true. What is a spanking?
[01:21:47.200 --> 01:21:50.200]   If you're going to spank, psychologists say,
[01:21:50.200 --> 01:21:52.200]   going back to the Time Magazine article,
[01:21:52.200 --> 01:21:54.200]   never spank in anger.
[01:21:54.200 --> 01:21:58.200]   I want to say, if that's true, then you'll never spank.
[01:21:58.200 --> 01:22:05.200]   Because every time I spank, my children spunk.
[01:22:05.200 --> 01:22:08.200]   Every time I spank my child, I was angry.
[01:22:08.200 --> 01:22:12.200]   The issue, biblically, is uncontrolled anger.
[01:22:12.200 --> 01:22:19.200]   Spank ages appropriately under two, are too young, over seven,
[01:22:19.200 --> 01:22:22.200]   use reasoning and withdraw privileges.
[01:22:22.200 --> 01:22:26.200]   Never spank a child who is medically challenged or disabled in any way,
[01:22:26.200 --> 01:22:28.200]   like ADHD children.
[01:22:28.200 --> 01:22:33.200]   That's considered children.
[01:22:33.200 --> 01:22:37.200]   Always warn, always explain.
[01:22:37.200 --> 01:22:40.200]   In order for children to learn consequences,
[01:22:40.200 --> 01:22:42.200]   use an open hand, never a fist.
[01:22:42.200 --> 01:22:48.200]   It's important to gauge how hard you're smacking a child,
[01:22:48.200 --> 01:22:52.200]   which is impossible using a paddle, belt, or other object.
[01:22:52.200 --> 01:22:54.200]   I don't believe that's the case at all.
[01:22:54.200 --> 01:22:58.200]   I think you can gauge it very well, and sometimes better,
[01:22:58.200 --> 01:23:01.200]   if you use a proper kind of paddle.
[01:23:01.200 --> 01:23:03.200]   Spank rarely.
[01:23:03.200 --> 01:23:04.200]   Keep the goal in mind.
[01:23:04.200 --> 01:23:05.200]   What's the goal?
[01:23:05.200 --> 01:23:08.200]   To phase out of spanking altogether.
[01:23:08.200 --> 01:23:10.200]   That's the goal.
[01:23:10.200 --> 01:23:15.200]   You spank with the goal to phase out of spanking.
[01:23:15.200 --> 01:23:21.200]   If you have background of abuse, avoid spanking entirely.
[01:23:21.200 --> 01:23:26.200]   Now, what they mean by that, even if you were abused,
[01:23:26.200 --> 01:23:30.200]   a background of abuse, they don't just say, "If you did abusing."
[01:23:30.200 --> 01:23:32.200]   If you have any kind of background of abuse,
[01:23:32.200 --> 01:23:36.200]   even if you're abused, the chances of you being a violent child,
[01:23:36.200 --> 01:23:37.200]   I don't think that's the case.
[01:23:37.200 --> 01:23:39.200]   I don't think that follows through.
[01:23:39.200 --> 01:23:42.200]   But if you have problems being an abuser,
[01:23:42.200 --> 01:23:45.200]   that would follow through, biblically.
[01:23:45.200 --> 01:23:48.200]   What are the appropriate steps in spanking?
[01:23:48.200 --> 01:23:49.200]   Let me share this.
[01:23:49.200 --> 01:23:54.200]   Always remember, play much, pray much, and praise much with kids.
[01:23:54.200 --> 01:23:57.200]   Step one, make sure you have given clear expectations
[01:23:57.200 --> 01:24:00.200]   to the children when you spank.
[01:24:00.200 --> 01:24:02.200]   That's vitally important.
[01:24:02.200 --> 01:24:06.200]   Step two, once understood, stop giving warnings.
[01:24:06.200 --> 01:24:11.200]   Don't say, "All right, on the count of three, I want you to stop that."
[01:24:11.200 --> 01:24:12.200]   Stop giving warnings.
[01:24:12.200 --> 01:24:16.200]   Step three, ask, "What were you expected to do?"
[01:24:16.200 --> 01:24:17.200]   So they know.
[01:24:17.200 --> 01:24:20.200]   You never spank a child for childish things.
[01:24:20.200 --> 01:24:25.200]   You only spank a child when you know they knew what they were doing.
[01:24:25.200 --> 01:24:27.200]   It was for open rebellion.
[01:24:27.200 --> 01:24:29.200]   That's what you would spank the child for.
[01:24:29.200 --> 01:24:34.200]   Not for childish things, but for open rebellion.
[01:24:34.200 --> 01:24:36.200]   Ask, "What were you expected to do?"
[01:24:36.200 --> 01:24:40.200]   Step four, never discipline an uncontrolled anger.
[01:24:40.200 --> 01:24:44.200]   Ask, "What in your heart made you do it?"
[01:24:44.200 --> 01:24:51.200]   And then ask, "What does the Bible say I must do as a parent?"
[01:24:51.200 --> 01:24:53.200]   And the Bible says, "You've got to spank me."
[01:24:53.200 --> 01:24:58.200]   That's right.
[01:24:58.200 --> 01:25:02.200]   Even here in the state of California, if you spank a child and you leave a mark,
[01:25:02.200 --> 01:25:06.200]   the police will take you in.
[01:25:06.200 --> 01:25:14.200]   So use just a real big flat paddle right on the fattest part of their anatomy,
[01:25:14.200 --> 01:25:20.200]   their cheeks that are built on the bottom.
[01:25:20.200 --> 01:25:27.200]   Like we said, apply the board of education to the seat of understanding.
[01:25:27.200 --> 01:25:30.200]   That's where you apply it.
[01:25:30.200 --> 01:25:32.200]   And I'll tell you, when our kids were younger,
[01:25:32.200 --> 01:25:37.200]   I think one of the best little paddles in the world is a ping-pong paddle.
[01:25:37.200 --> 01:25:40.200]   Ping-pong paddles make great paddles.
[01:25:40.200 --> 01:25:42.200]   Wonderful, wonderful thing.
[01:25:42.200 --> 01:25:48.200]   They're big, flat areas for the big, cheeky surfaces, and they're really good.
[01:25:48.200 --> 01:25:53.200]   And if they have little knobs on them, they sting just a little bit.
[01:25:53.200 --> 01:25:59.200]   And you won't have to hit hard if you remove the diaper and the pants.
[01:25:59.200 --> 01:26:01.200]   You won't have to hit hard.
[01:26:01.200 --> 01:26:08.200]   All you need is for it to sting.
[01:26:08.200 --> 01:26:11.200]   All right, points of practical wisdom.
[01:26:11.200 --> 01:26:18.200]   Number one, do not discipline a child -- wait a minute here.
[01:26:18.200 --> 01:26:20.200]   Let me fix this real quick.
[01:26:20.200 --> 01:26:24.200]   What has gone wrong here?
[01:26:24.200 --> 01:26:27.200]   Can't see the numbers.
[01:26:27.200 --> 01:26:28.200]   There we go.
[01:26:28.200 --> 01:26:30.200]   Now we can see the numbers.
[01:26:30.200 --> 01:26:31.200]   Okay.
[01:26:31.200 --> 01:26:36.200]   >> Dr. Street, do you teach your children to turn the other cheek?
[01:26:36.200 --> 01:26:37.200]   >> Turn the other cheek.
[01:26:37.200 --> 01:26:39.200]   Yes, sir, in spanking we do.
[01:26:39.200 --> 01:26:43.200]   So do not discipline a child in a public setting.
[01:26:43.200 --> 01:26:44.200]   Why?
[01:26:44.200 --> 01:26:47.200]   Because the child's going to be thinking about all those people watching,
[01:26:47.200 --> 01:26:51.200]   not thinking about what they need to learn about their own heart.
[01:26:51.200 --> 01:26:55.200]   They will not repent properly in public.
[01:26:55.200 --> 01:27:00.200]   Number two, be sure your child sees your own grief over his or her sin.
[01:27:00.200 --> 01:27:05.200]   You're grieved over it as much as they are.
[01:27:05.200 --> 01:27:10.200]   Number three, remind your child that when you cannot see, God can.
[01:27:10.200 --> 01:27:14.200]   As a parent, when you can't see, God can.
[01:27:14.200 --> 01:27:18.200]   And number four, try to use a neutral object to punish.
[01:27:18.200 --> 01:27:21.200]   The hand can be seen as an instrument of hurt.
[01:27:21.200 --> 01:27:24.200]   Now the world says use the hand,
[01:27:24.200 --> 01:27:28.200]   because they think that you can't gauge how hard you're hitting someone.
[01:27:28.200 --> 01:27:33.200]   I think your hand can become, in that child's mind, the object of hurt.
[01:27:33.200 --> 01:27:39.200]   And so when you reach out in love for your child, they'll recoil backwards.
[01:27:39.200 --> 01:27:45.200]   No, if you have to stop and think and control your anger to go get a paddle,
[01:27:45.200 --> 01:27:49.200]   that's better than lashing out with your hand, much better.
[01:27:49.200 --> 01:27:52.200]   The Bible talks about not using the hand but a rod.
[01:27:52.200 --> 01:28:03.200]   Darlene.
[01:28:03.200 --> 01:28:08.200]   I think you have to use a lot of wisdom in disciplining children with mental disabilities.
[01:28:08.200 --> 01:28:13.200]   There are some children that I think who, while they were still young,
[01:28:13.200 --> 01:28:15.200]   they should have been disciplined more.
[01:28:15.200 --> 01:28:20.200]   And when they got older and like adult age and they're still acting like a child,
[01:28:20.200 --> 01:28:22.200]   they have no self-control.
[01:28:22.200 --> 01:28:25.200]   And they should have been disciplined.
[01:28:25.200 --> 01:28:31.200]   But I realize that you have to use an awful lot of caution and wisdom.
[01:28:31.200 --> 01:28:37.200]   I think it's appropriate under some circumstances with a child.
[01:28:37.200 --> 01:28:39.200]   We have at Grace two families.
[01:28:39.200 --> 01:28:49.200]   One family that disciplined their child when--or disciplined their boy when he was young,
[01:28:49.200 --> 01:28:53.200]   even though he had a pretty severe mental disability.
[01:28:53.200 --> 01:28:55.200]   Another family that didn't.
[01:28:55.200 --> 01:28:57.200]   Now both these boys are teenagers.
[01:28:57.200 --> 01:29:00.200]   The one is just a handful.
[01:29:00.200 --> 01:29:03.200]   You can barely control him.
[01:29:03.200 --> 01:29:07.200]   The other kid is very self-disciplined.
[01:29:07.200 --> 01:29:11.200]   And you can tell the difference between the two.
[01:29:11.200 --> 01:29:17.200]   But I realize that a lot of wisdom has got to go into it.
[01:29:17.200 --> 01:29:19.200]   All right. We will take a break right there.
[01:29:19.200 --> 01:29:22.200]   Only it's got to be a short break of about seven minutes.
[01:29:22.200 --> 01:29:26.200]   And we'll come back and hit our last section.
[01:29:26.200 --> 01:29:34.200]   Okay.
[01:29:34.200 --> 01:29:37.200]   One of the last issues we need to deal with in Marriage of the Family class
[01:29:37.200 --> 01:29:46.200]   has to do with the problem that homosexuality brings to the Christian home.
[01:29:46.200 --> 01:29:51.200]   And we want to talk about it,
[01:29:51.200 --> 01:29:55.200]   counseling those with homosexual tendencies in the family in this last section.
[01:29:55.200 --> 01:30:02.200]   Let me read to you a letter, a situation I had to deal with several years ago.
[01:30:02.200 --> 01:30:05.200]   This comes from a pastor.
[01:30:05.200 --> 01:30:10.200]   And I'm going to omit some of the details of this particular letter,
[01:30:10.200 --> 01:30:17.200]   but this particular pastor gave up everything in order to follow this lifestyle of homosexuality.
[01:30:17.200 --> 01:30:19.200]   Listen to what he says to his family.
[01:30:19.200 --> 01:30:22.200]   This is an open letter to his family and friends.
[01:30:22.200 --> 01:30:27.200]   He says, "This letter comes with a desire to break the silence of the last couple of years.
[01:30:27.200 --> 01:30:32.200]   A few of you have been attempting to contact me and I have not responded for a variety of reasons.
[01:30:32.200 --> 01:30:36.200]   Nevertheless, the time has come to answer a few things
[01:30:36.200 --> 01:30:41.200]   and to clear the air over some obvious changes in my life and the lives of my loved ones.
[01:30:41.200 --> 01:30:44.200]   You may feel that you never really knew me.
[01:30:44.200 --> 01:30:46.200]   That is an accurate statement indeed.
[01:30:46.200 --> 01:30:51.200]   The fact is that my life was devoted to one major goal of the last 25 years,
[01:30:51.200 --> 01:30:54.200]   that of escaping my sexual orientation.
[01:30:54.200 --> 01:30:57.200]   This required a great amount of duplicity
[01:30:57.200 --> 01:31:03.200]   since I was never able or willing to disclose that to any of you.
[01:31:03.200 --> 01:31:07.200]   By the time I was 16, I promised God I would do everything I could to find healing
[01:31:07.200 --> 01:31:10.200]   and avoid disappointing my family.
[01:31:10.200 --> 01:31:15.200]   For me, as a naive young man, this meant college, seminary, marriage, and ministry.
[01:31:15.200 --> 01:31:19.200]   Through the years, it came to mean countless hours in Christian counseling,
[01:31:19.200 --> 01:31:22.200]   support groups, books, and seminars.
[01:31:22.200 --> 01:31:27.200]   I went through severe depression for weeks and months, despairing to the point of suicide.
[01:31:27.200 --> 01:31:30.200]   Day after day, year after year, I studied, cried, prayed,
[01:31:30.200 --> 01:31:33.200]   memorized large portions of scriptures.
[01:31:33.200 --> 01:31:36.200]   Many of you feel I haven't tried.
[01:31:36.200 --> 01:31:40.200]   To you, I say, God only knows the lengths to which I have gone
[01:31:40.200 --> 01:31:44.200]   to make myself thoroughly heterosexual.
[01:31:44.200 --> 01:31:48.200]   I reached the limit in June of this particular year
[01:31:48.200 --> 01:31:52.200]   with an emotional breakdown, resignation from the ministry,
[01:31:52.200 --> 01:31:55.200]   and a huge shift in my personal life.
[01:31:55.200 --> 01:32:01.200]   Most of you know my wife and I are in mediation.
[01:32:01.200 --> 01:32:11.200]   I'm working right now at this particular job that he mentions.
[01:32:11.200 --> 01:32:17.200]   He talks about living with his partner and mentions his name.
[01:32:17.200 --> 01:32:19.200]   I'm sure that you have been incredulous over this.
[01:32:19.200 --> 01:32:21.200]   Many of you have prayed for me.
[01:32:21.200 --> 01:32:23.200]   A few have written. Some of you have called.
[01:32:23.200 --> 01:32:25.200]   I'm truly sorry for the hurt that I've caused,
[01:32:25.200 --> 01:32:30.200]   but that sorrow can never change who I am.
[01:32:30.200 --> 01:32:32.200]   My family continues to make adjustments.
[01:32:32.200 --> 01:32:35.200]   Your concerns for them have been greatly appreciated.
[01:32:35.200 --> 01:32:38.200]   Perhaps I will see some of you at the funeral,
[01:32:38.200 --> 01:32:41.200]   which was coming up in relationship to his mother.
[01:32:41.200 --> 01:32:43.200]   If so, I would hope, out of respect for my mother,
[01:32:43.200 --> 01:32:49.200]   that you will find that neither the time nor the place to confront these issues.
[01:32:49.200 --> 01:32:52.200]   We have been through a great deal over the last two years,
[01:32:52.200 --> 01:32:55.200]   and all of us are spiritually and emotionally drained.
[01:32:55.200 --> 01:32:58.200]   I know you will practice separatist principles.
[01:32:58.200 --> 01:33:01.200]   Some of you will never speak again. I understand that.
[01:33:01.200 --> 01:33:03.200]   I don't ask you to agree with me or accept me.
[01:33:03.200 --> 01:33:07.200]   Fundamental churches have no place for people like me. That is clear.
[01:33:07.200 --> 01:33:10.200]   Just know the facts that I am here.
[01:33:10.200 --> 01:33:15.200]   I have many dear folk who have stood with me in these difficult times.
[01:33:15.200 --> 01:33:18.200]   I appreciate the memories that many of us share.
[01:33:18.200 --> 01:33:21.200]   Please know that I care about you and miss you."
[01:33:21.200 --> 01:33:23.200]   And he signs his name.
[01:33:23.200 --> 01:33:26.200]   That's a really sad situation.
[01:33:26.200 --> 01:33:28.200]   Here's a guy who, formerly in the ministry,
[01:33:28.200 --> 01:33:34.200]   was willing to give up his wife, his children, his ministry, everything,
[01:33:34.200 --> 01:33:37.200]   and go off into a homosexual lifestyle.
[01:33:37.200 --> 01:33:40.200]   The Bible is very clear about this, 1 Corinthians 6.
[01:33:40.200 --> 01:33:46.200]   I don't say this with any relish at all, that that man is not a believer.
[01:33:46.200 --> 01:33:49.200]   And he never was from the beginning.
[01:33:49.200 --> 01:33:53.200]   You can't actively practice homosexuality
[01:33:53.200 --> 01:34:00.200]   or even harbor it as a desire ultimately in your heart
[01:34:00.200 --> 01:34:05.200]   and kind of live superficially, externally, and hope to be a Christian.
[01:34:05.200 --> 01:34:10.200]   That doesn't mean that there aren't genuine Christians who have homosexual weaknesses.
[01:34:10.200 --> 01:34:11.200]   There are.
[01:34:11.200 --> 01:34:15.200]   There are genuine Christians that have lesbian and homosexual weaknesses
[01:34:15.200 --> 01:34:18.200]   that need to be helped biblically.
[01:34:18.200 --> 01:34:22.200]   And they can be helped through it.
[01:34:22.200 --> 01:34:24.200]   So this is a complex subject.
[01:34:24.200 --> 01:34:28.200]   By way of introduction, it's really interesting.
[01:34:28.200 --> 01:34:32.200]   Back several years ago, you may remember the Kinsey Report
[01:34:32.200 --> 01:34:40.200]   that produced this statistic that 10% of Americans are homosexual.
[01:34:40.200 --> 01:34:43.200]   In reality, it was very poor research that was done.
[01:34:43.200 --> 01:34:48.200]   In fact, it was done on prisoners.
[01:34:48.200 --> 01:34:56.200]   That's like interviewing people coming out of church about religion.
[01:34:56.200 --> 01:35:02.200]   Here you're interviewing prisoners locked in a cell with same sex for many, many years,
[01:35:02.200 --> 01:35:04.200]   interviewing them about homosexuality.
[01:35:04.200 --> 01:35:06.200]   Their conclusion was that 10% of them are homosexual,
[01:35:06.200 --> 01:35:12.200]   and that was representative of the American condition.
[01:35:12.200 --> 01:35:16.200]   If the truth were known, more reliable research suggests
[01:35:16.200 --> 01:35:22.200]   that less than 1.1% of Americans are homosexual.
[01:35:22.200 --> 01:35:25.200]   Less than 1.1%.
[01:35:25.200 --> 01:35:28.200]   In fact, very few people talk about this,
[01:35:28.200 --> 01:35:36.200]   but there are more former gays in America than there are active gays today.
[01:35:36.200 --> 01:35:41.200]   There are more former gays in America than there are active gays.
[01:35:41.200 --> 01:35:45.200]   Now, how do you deal with this when it impacts the family?
[01:35:45.200 --> 01:35:48.200]   How do you deal with this?
[01:35:48.200 --> 01:35:52.200]   Well, there are a lot of contemporary myths
[01:35:52.200 --> 01:35:56.200]   that are hindrances to faith in Jesus Christ.
[01:35:56.200 --> 01:36:06.200]   The first one has to do with the myth that homosexuality is genetically predetermined.
[01:36:06.200 --> 01:36:08.200]   Mental barrier number one.
[01:36:08.200 --> 01:36:12.200]   For me to confess that my homosexuality is sin
[01:36:12.200 --> 01:36:17.200]   would be the same thing as denying myself, because it is who I am.
[01:36:17.200 --> 01:36:21.200]   Like he said in his letter, I read that verbatim for you.
[01:36:21.200 --> 01:36:24.200]   This is just the way I am, he says.
[01:36:24.200 --> 01:36:26.200]   It is part of my genetic makeup, he's saying.
[01:36:26.200 --> 01:36:29.200]   I am who I am, and I can't change that.
[01:36:29.200 --> 01:36:33.200]   It's like willfully changing the color of your skin
[01:36:33.200 --> 01:36:36.200]   or willfully changing the color of your eyes
[01:36:36.200 --> 01:36:41.200]   or willfully changing whatever it is that's a part of your genetic makeup.
[01:36:41.200 --> 01:36:43.200]   That's the idea there.
[01:36:43.200 --> 01:36:45.200]   Now, where does that come from?
[01:36:45.200 --> 01:36:54.200]   That really comes from scientific studies that have been done
[01:36:54.200 --> 01:36:58.200]   or apparent reports in scientific studies that have been done.
[01:36:58.200 --> 01:37:04.200]   For instance, there's a chromosome study by Dean Hammer
[01:37:04.200 --> 01:37:13.200]   who was a molecular biologist entitled The Search for a Gay Gene.
[01:37:13.200 --> 01:37:17.200]   In this particular chromosome study,
[01:37:17.200 --> 01:37:20.200]   just a second, I'll talk about that before I go to hypothalamus study,
[01:37:20.200 --> 01:37:27.200]   research was done on 76 gay men and their families.
[01:37:27.200 --> 01:37:32.200]   It was found that the families of these 76 gay men
[01:37:32.200 --> 01:37:35.200]   had much higher occurrence of homosexual male relatives
[01:37:35.200 --> 01:37:38.200]   than the general population.
[01:37:38.200 --> 01:37:43.200]   The frequency was found to occur more often on the mother's side of the family tree.
[01:37:43.200 --> 01:37:48.200]   The research team focused on the examination of the X chromosome
[01:37:48.200 --> 01:37:53.200]   and found that 33 out of the 40 pairs of brothers who were both gay
[01:37:53.200 --> 01:37:59.200]   and had similar genetic structure in the XQ28 area of the X chromosome.
[01:37:59.200 --> 01:38:04.200]   So consequently, they concluded that homosexuality is not a moral issue,
[01:38:04.200 --> 01:38:06.200]   it's a biological issue.
[01:38:06.200 --> 01:38:09.200]   If a person is genetically predisposed to be a homosexual,
[01:38:09.200 --> 01:38:15.200]   how can anyone twist this into a right or wrong, ethical or sin kind of problem?
[01:38:15.200 --> 01:38:23.200]   The second type of study was the hypothalamus study by Simon LeVay.
[01:38:23.200 --> 01:38:29.200]   It was done in August 1991 and/or written up in the issue of Science Magazine.
[01:38:29.200 --> 01:38:33.200]   The study purposes that there is a discernible
[01:38:33.200 --> 01:38:37.200]   or proposes that there is a discernible difference in the hypothalamus,
[01:38:37.200 --> 01:38:41.200]   which is the organ below the brain that controls the body temperature,
[01:38:41.200 --> 01:38:46.200]   of homosexuals which suggests a physiological cause for homosexuality.
[01:38:46.200 --> 01:38:53.200]   LeVay noted differences in the neuron group INAH3 in homosexuals.
[01:38:53.200 --> 01:39:00.200]   He reportedly discovered from 41 autopsies that 19 subjects were homosexual,
[01:39:00.200 --> 01:39:05.200]   including one bisexual, having died from complications due to AIDS.
[01:39:05.200 --> 01:39:12.200]   16 were presumed heterosexual men and 6 were presumed heterosexual women.
[01:39:12.200 --> 01:39:17.200]   Dr. LeVay claimed the neuron group, this INAH3,
[01:39:17.200 --> 01:39:23.200]   was smaller in the homosexuals than in the heterosexuals.
[01:39:23.200 --> 01:39:27.200]   The third primary thing that you'll hear appealed to quite frequently
[01:39:27.200 --> 01:39:34.200]   is the identical twins study by Pillard and Bailey.
[01:39:34.200 --> 01:39:43.200]   Pillard is a psychiatrist and Bailey is a psychologist and gay rights activist.
[01:39:43.200 --> 01:39:47.200]   They recruited subjects for their study for homosexual publications,
[01:39:47.200 --> 01:39:53.200]   which should tell you a little bit about using randomized non-biased selection.
[01:39:53.200 --> 01:39:59.200]   So they found that of the brothers who responded, 52% of identical twins,
[01:39:59.200 --> 01:40:04.200]   22% of fraternal twins, 11% of adopted twins,
[01:40:04.200 --> 01:40:09.200]   9% of non-twin brothers were homosexual.
[01:40:09.200 --> 01:40:13.200]   They theorized that the reason there was such a high percentage of homosexuality
[01:40:13.200 --> 01:40:26.200]   among identical twins was because their genetic makeup determined their homosexuality.
[01:40:26.200 --> 01:40:33.200]   Now, so how do you deal with this? How do you work with this particular issue?
[01:40:33.200 --> 01:40:38.200]   Now, the only Christian acceptance of this theory of genetic causality
[01:40:38.200 --> 01:40:42.200]   seemed to come from liberal Protestant Pentecostal denominations
[01:40:42.200 --> 01:40:47.200]   who long ago discounted the reliability of the scriptural text.
[01:40:47.200 --> 01:40:51.200]   In fact, any time you go into any major city, sometimes you'll see a listing
[01:40:51.200 --> 01:40:58.200]   for a metropolitan community church that's usually a gay church.
[01:40:58.200 --> 01:41:01.200]   You notice how they describe themselves here.
[01:41:01.200 --> 01:41:05.200]   It is a Christian church founded by gays and lesbians for all people.
[01:41:05.200 --> 01:41:13.200]   We have a special ministry of welcoming and affirming gay, lesbian, bisexual, and transgender people.
[01:41:13.200 --> 01:41:20.200]   Special ministry. Hmm.
[01:41:20.200 --> 01:41:27.200]   It's interesting that one of the men, one of the pastors,
[01:41:27.200 --> 01:41:32.200]   has an article written that says, "Save marriage, it's too late."
[01:41:32.200 --> 01:41:37.200]   And the thesis of the article is that marriage was an invention by man
[01:41:37.200 --> 01:41:43.200]   to resolve reproductive problems that women had.
[01:41:43.200 --> 01:41:47.200]   And now with the pill, that problem is resolved without marriage,
[01:41:47.200 --> 01:41:54.200]   so it's okay for two men or two women to be married once that problem was resolved.
[01:41:54.200 --> 01:41:58.200]   That's the idea.
[01:41:58.200 --> 01:42:07.200]   Well, they tend, obviously, to view homosexuals as victims, then, of a bigoted society.
[01:42:07.200 --> 01:42:10.200]   That's the major problem that they see.
[01:42:10.200 --> 01:42:12.200]   So how do you deal with this?
[01:42:12.200 --> 01:42:18.200]   This really speaks to an issue of apologetics for Christian families and counseling Christian families.
[01:42:18.200 --> 01:42:25.200]   How do you deal with this from an apologetic standpoint?
[01:42:25.200 --> 01:42:29.200]   First of all, I think it's important to note this. Whoops.
[01:42:29.200 --> 01:42:35.200]   To remember that scientific argumentation never saves a person.
[01:42:35.200 --> 01:42:40.200]   Only the gospel combined with the quickening power of the Holy Spirit can do that.
[01:42:40.200 --> 01:42:45.200]   But scientific argumentation is never going to do that.
[01:42:45.200 --> 01:42:55.200]   All the inductive science in the world will never bring a person to Christ.
[01:42:55.200 --> 01:42:59.200]   It's very similar to evidential apologetics.
[01:42:59.200 --> 01:43:02.200]   Evidential apologetics is really Roman Catholic apologetics.
[01:43:02.200 --> 01:43:05.200]   It's built upon Thomas Aquinas.
[01:43:05.200 --> 01:43:08.200]   And it comes out of Thomas Aquinas.
[01:43:08.200 --> 01:43:13.200]   You're trying to talk someone who is already biasly against the gospel
[01:43:13.200 --> 01:43:18.200]   into accepting the gospel on the basis of evidences.
[01:43:18.200 --> 01:43:22.200]   Scientific argumentation is never going to save anybody.
[01:43:22.200 --> 01:43:27.200]   It will never do it.
[01:43:27.200 --> 01:43:32.200]   Well, there's problems, however, with the chromosome study.
[01:43:32.200 --> 01:43:38.200]   There's problems also with the hypothalamus study, and there's problems with the identical twin study.
[01:43:38.200 --> 01:43:44.200]   With the chromosome study, to link specific behavior with a specific gene
[01:43:44.200 --> 01:43:49.200]   is generally considered highly unlikely by geneticists.
[01:43:49.200 --> 01:43:55.200]   Dr. Joseph Nikolosky, who is the director of Thomas Aquinas' Psychological Clinic,
[01:43:55.200 --> 01:43:59.200]   comments homosexuality is much more complex than mere behavior
[01:43:59.200 --> 01:44:03.200]   and includes many complex dimensions, including thoughts, feelings, fantasies,
[01:44:03.200 --> 01:44:07.200]   specific intentions, and identity.
[01:44:07.200 --> 01:44:11.200]   One of the main problems with the well-publicized study of science
[01:44:11.200 --> 01:44:16.200]   of this particular study, the chromosome study,
[01:44:16.200 --> 01:44:20.200]   Robert Knight observes, is the small sample size.
[01:44:20.200 --> 01:44:25.200]   The researchers bias that homosexuality is a naturally occurring variation of sexuality.
[01:44:25.200 --> 01:44:29.200]   The fact that no heterosexual control group was used
[01:44:29.200 --> 01:44:33.200]   and the large number of exceptions that were recorded.
[01:44:33.200 --> 01:44:38.200]   Knight goes on to say that 14 out of the 80 who allegedly were homosexual
[01:44:38.200 --> 01:44:43.200]   didn't have the marker, and Hammer offers no explanation for that.
[01:44:43.200 --> 01:44:48.200]   That alone is sufficient to suggest that other factors are at work.
[01:44:48.200 --> 01:44:54.200]   And there are a number of studies that are critical of biological and genetic predeterminism.
[01:44:54.200 --> 01:44:59.200]   Simple cause and effect genetic relationship is a subject of intense debate,
