
[00:00:00.000 --> 00:00:05.480]   The Hartford Small Business Insurance knows that running a small business is a big-time commitment.
[01:16:49.320 --> 01:16:52.320]   So, email me when you go and meet with them.
[01:16:52.320 --> 01:16:55.320]   Thank you all so much for listening to today's show.
[01:16:55.320 --> 01:16:58.320]   Thank you for listening to these interviews.
[01:16:58.320 --> 01:17:02.320]   In October here, we hope to be back to the better normal schedule of Radical Personal Finance
[01:17:02.320 --> 01:17:06.320]   with fewer interview shows, but it was necessary for a time.
[01:17:06.320 --> 01:17:09.320]   I appreciate each and every one of you for paying attention.
[01:17:09.320 --> 01:17:13.320]   I appreciate each and every one of you who supports the show, both through visiting our sponsors
[01:17:13.320 --> 01:17:16.320]   and also those of you who support the show on Patreon.
[01:17:16.320 --> 01:17:19.320]   End of September, the goal here is 250 total patrons.
[01:17:19.320 --> 01:17:22.320]   So, I don't know. I'm pre-recording this far in advance.
[01:17:22.320 --> 01:17:24.320]   So, we'll see how we did.
[01:17:24.320 --> 01:17:26.320]   Go to RadicalPersonalFinance.com/patron.
[01:17:26.320 --> 01:17:27.320]   You'll see whether we hit that goal.
[01:17:27.320 --> 01:17:31.320]   Hey, if we want to demolish the goal, if you get there and we're at 270, wouldn't that be cool?
[01:17:31.320 --> 01:17:33.320]   Hey, demolish it.
[01:17:33.320 --> 01:17:36.320]   RadicalPersonalFinance.com/patron.
[01:17:36.320 --> 01:17:39.320]   Also, please tell a friend about the show if you've enjoyed it, found it useful.
[01:17:39.320 --> 01:17:43.320]   Just tell a friend, say, "Search the App Store for Radical Personal Finance," and you can listen.
[01:17:43.320 --> 01:17:46.320]   That's also extremely useful.
[01:17:46.320 --> 01:17:48.320]   Ratings and reviews are also helpful.
[01:17:48.320 --> 01:17:52.320]   And I think that's it for my announcements.
[01:17:52.320 --> 01:17:54.320]   I'll be back with you all soon.
[01:17:54.320 --> 01:17:55.320]   Make sure to check out Paladin Registry.
[01:17:55.320 --> 01:17:58.320]   Go to RadicalPersonalFinance.com/Paladin or click the link in the show notes.
[01:17:58.320 --> 01:17:59.320]   And I'm out of here.
[01:17:59.320 --> 01:18:00.320]   Cheers, y'all.
[01:18:00.320 --> 01:18:29.320]   [Music]
[01:18:30.320 --> 01:18:33.320]   [Music]
[01:18:33.320 --> 01:18:40.320]   Give your feet the perfect fusion of comfort and style with Cushion Air.
[01:18:40.320 --> 01:18:45.320]   Cushion Air shoes are designed with memory foam padded insoles and super soft uppers,
[01:18:45.320 --> 01:18:48.320]   so you walk through life in cloud-like comfort.
[01:18:48.320 --> 01:18:52.320]   They offer the latest styles and timeless classics, all without the hefty price tag.
[01:18:52.320 --> 01:18:58.320]   Whether you're into boots or winter styles, Cushion Air has your feet covered, literally.
[01:18:58.320 --> 01:19:03.320]   Find great deals, free delivery, and easy returns at CushionAir.com.
[01:19:03.320 --> 01:19:05.320]   Cushion Air, defined by comfort.
[01:19:05.320 --> 01:19:08.660]   [MUSIC PLAYING]

