
[00:00:00.040 --> 00:00:09.540]   quin
[01:42:49.380 --> 01:42:54.020]   X
[01:42:54.020 --> 01:43:04.280]   talk,,,, buy co chestsPr connect with signal, the things that is, the, the, the, the, the, the, the, ghetto. I can think. I can. I can. You can. A. När.äss. IN. remembered.oire. 100. in. high. in the full in the first.נ. Slim. fl. vis
[01:43:04.280 --> 01:43:11.520]  . goods. . 친구�. Zhou packing. vie. co. з Raise the
[01:43:11.540 --> 01:43:40.020]   So at, with each passing year, this person increases the probability they're gonna have a daughter, not a son. So that's interesting. But the probability differences are probably tiny. I mean, it's, it's not, you know, it's a significant, it's not trivial, a trivial difference. But if they want to ensure having a daughter, then they should do IVF and select an XXM embryo. And when you go through IVF, they genetically screen them for karyotype.
[01:43:40.060 --> 01:44:09.520]  , which is XXXY.
[01:44:09.560 --> 01:44:39.520]  , which is XXXY.
[01:44:39.560 --> 01:45:09.520]  , which is XXXY.
[01:45:09.560 --> 01:45:19.620]   innovation
[01:45:19.620 --> 01:45:22.660]   count.,. as 100
[01:45:22.660 --> 01:45:37.860]   go " teaches I
[01:45:38.600 --> 01:45:41.400]   understand
[01:45:41.400 --> 01:45:49.600]   hogy
[01:45:49.600 --> 01:46:06.780]  , over, play,,,,,
[01:48:57.940 --> 01:49:05.300]   underway and you know there's going to be a lot of really good scientists listening to those with a very skeptical and careful eye.
[01:49:05.300 --> 01:49:09.360]   Like how hard, you struggle meeting that deadline sometimes?
[01:49:09.360 --> 01:49:13.100]   Yeah so we've pushed out episodes because I want more time with them.
[01:49:13.100 --> 01:49:26.900]   I also, I haven't advertised this but I have another fully tenured professor that's started checking my podcasts and helping me find papers.
[01:49:26.900 --> 01:49:27.720]   He's a close friend of mine.
[01:49:27.720 --> 01:49:47.220]  , he's an incredible expert in neuroplasticity and that's been helpful. But I research all my, I do all the primary research for the episodes myself. Although my niece has been doing a summer internship with me and finding amazing papers. She did last summer as well. She's really good at it. Just stick that kid on the internet and she gets great stuff.
[01:49:47.220 --> 01:49:56.000]   Can I ask you, just going on tangents here, what's the hardest, finding the papers or understanding what a paper is saying?
[01:49:56.000 --> 01:49:56.720]   Finding the papers.
[01:49:56.720 --> 01:49:57.220]   Finding the papers.
[01:49:57.220 --> 01:49:57.720]   Finding the papers.
[01:49:57.720 --> 01:49:57.720]   Finding the papers.
[01:49:57.740 --> 01:49:58.760]   Finding the best papers.
[01:49:58.760 --> 01:49:59.300]   Finding the best papers.
[01:49:59.300 --> 01:49:59.680]   Yeah.
[01:49:59.680 --> 01:50:06.560]   Because you have to, you know, read a bunch of reviews, figure out who's getting cited, call people in the field, make sure that this is the stuff.
[01:50:06.560 --> 01:50:11.060]   I mean, you know, I did this episode recently on ketamine, about ketamine, I wasn't on ketamine.
[01:50:11.060 --> 01:50:15.960]   And, you know, there's this whole debate about S versus R ketamine, SR ketamine.
[01:50:15.960 --> 01:50:18.140]   And I called two clinical experts at Stanford.
[01:50:18.140 --> 01:50:20.380]   I had a researcher at UCLA help me.
[01:50:20.380 --> 01:50:23.180]   Even then, you know, a few people had gripes about it.
[01:50:23.180 --> 01:50:27.000]   I don't think they understood a section that I was, perhaps could have been clearer about.
[01:50:27.000 --> 01:50:27.720]   Okay.
[01:50:27.720 --> 01:50:27.720]   I don't think they understood a section that I was perhaps could have been clearer about.
[01:50:28.560 --> 01:50:57.720]  , I don't think they understood a section that I was, perhaps could have been clearer about.
[01:50:57.720 --> 01:50:57.720]   I don't think they understood a section that I was, perhaps could have been clearer about.
[01:50:57.720 --> 01:50:57.720]   I don't think they understood a section that I was, perhaps could have been clearer about.
[01:50:57.720 --> 01:50:57.720]   I don't think they understood a section that I was, perhaps could have been clearer about.
[01:50:57.720 --> 01:50:57.720]   I don't think they understood a section that I was, perhaps could have been clearer about.
[01:50:57.720 --> 01:50:57.720]   I don't think they understood a section that I was, perhaps could have been clearer about.
[01:50:57.720 --> 01:50:57.720]   I don't think they understood a section that I was, perhaps could have been clearer about.
[01:50:57.720 --> 01:50:57.720]   I don't think they understood a section that I was, perhaps could have been clearer about.
[01:50:57.720 --> 01:50:57.720]   I don't think they understood a section that I was, perhaps could have been clearer about. I don't think they understood a section that I was, perhaps could have been clearer about.
[01:50:57.740 --> 01:51:27.720]   I think that, going back to the productivity thing, I do, I get up, I look at the sun, I don't stare at the sun, but I get my sunshine, it all starts with a really good night's sleep. I think that's really important to understand. I think that's really important to understand. So much so that if I wake up and I don't feel rested enough, I'll often do it non-sleep deep breath, yoga nidra or go back to sleep for a little bit, get up, really prioritize one, the big block of work for the thing that I'm researching. I think a little bit of anxiety and a little bit of concern about deadline helps.
[01:51:27.720 --> 01:51:27.720]   I think a little bit of anxiety and a little bit of concern about deadline helps.
[01:51:27.720 --> 01:51:27.720]   I think a little bit of anxiety and a little bit of concern about deadline helps.
[01:51:27.720 --> 01:51:27.720]   I think a little bit of anxiety and a little bit of concern about deadline helps.
[01:51:27.720 --> 01:51:57.720]  ,
[01:51:57.720 --> 01:51:57.740]   and I think a little bit of concern about deadline helps.
[01:51:57.740 --> 01:51:57.740]   I think a little bit of concern about deadline helps.
[01:51:57.740 --> 01:51:57.740]   I think a little bit of concern about deadline helps.
[01:51:57.740 --> 01:51:57.740]   I think a little bit of concern about deadline helps.
[01:51:57.740 --> 01:51:57.740]   I think a little bit of concern about deadline helps.
[01:51:57.740 --> 01:51:57.740]   I think a little bit of concern about deadline helps.
[01:51:57.740 --> 01:51:57.740]   I think a little bit of concern about deadline helps.
[01:51:57.740 --> 01:51:57.740]   I think a little bit of concern about deadline helps.
[01:51:57.760 --> 01:52:27.760]   I think a little bit of concern about deadline helps.
[01:52:27.760 --> 01:52:27.760]   I think a little bit of concern about deadline helps.
[01:52:27.760 --> 01:52:27.760]   I think a little bit of concern about deadline helps.
[01:52:27.760 --> 01:52:27.760]   I think a little bit of concern about deadline helps.
[01:52:27.760 --> 01:52:27.760]   I think a little bit of concern about deadline helps.
[01:52:27.760 --> 01:52:27.760]   I think a little bit of concern about deadline helps.
[01:52:27.760 --> 01:52:27.760]   I think a little bit of concern about deadline helps.
[01:52:27.760 --> 01:52:27.760]   I think a little bit of concern about deadline helps.
[01:52:27.760 --> 01:52:27.760]   I think a little bit of concern about deadline helps.
[01:52:27.760 --> 01:52:27.760]   I think a little bit of concern about deadline helps.
[01:52:27.760 --> 01:52:27.760]   I think a little bit of concern about deadline helps.
[01:52:27.760 --> 01:52:27.760]   I think a little bit of concern about deadline helps.
[01:52:27.760 --> 01:52:27.760]   I think a little bit of concern about deadline helps.
[01:52:27.760 --> 01:52:27.760]   I think a little bit of concern about deadline helps.
[01:52:27.760 --> 01:52:27.760]   I think a little bit of concern about deadline helps. I think a little bit of concern about deadline helps.
[01:52:27.760 --> 01:52:57.780]   I think a little bit of concern about deadline helps.
[01:52:57.780 --> 01:52:57.780]   I think a little bit of concern about deadline helps.
[01:52:57.780 --> 01:52:57.780]   I think a little bit of concern about deadline helps.
[01:52:57.780 --> 01:52:57.780]   I think a little bit of concern about deadline helps.
[01:52:57.780 --> 01:52:57.780]   I think a little bit of concern about deadline helps.
[01:52:57.780 --> 01:52:57.780]   I think a little bit of concern about deadline helps.
[01:52:57.780 --> 01:52:57.780]   I think a little bit of concern about deadline helps.
[01:52:57.780 --> 01:52:57.780]   I think a little bit of concern about deadline helps.
[01:52:57.780 --> 01:52:57.780]   I think a little bit of concern about deadline helps.
[01:52:57.800 --> 01:53:27.800]   I think a little bit of concern about deadline helps.
[01:53:27.800 --> 01:53:27.800]   I think a little bit of concern about deadline helps.
[01:53:27.800 --> 01:53:27.800]   I think a little bit of concern about deadline helps.
[01:53:27.800 --> 01:53:27.800]   I think a little bit of concern about deadline helps.
[01:53:27.800 --> 01:53:27.800]   I think a little bit of concern about deadline helps.
[01:53:27.800 --> 01:53:27.800]   I think a little bit of concern about deadline helps.
[01:53:27.800 --> 01:53:27.800]   I think a little bit of concern about deadline helps.
[01:53:27.800 --> 01:53:27.800]   I think a little bit of concern about deadline helps.
[01:53:27.800 --> 01:53:27.800]   I think a little bit of concern about deadline helps.
[01:53:27.800 --> 01:53:27.800]   I think a little bit of concern about deadline helps.
[01:53:27.800 --> 01:53:27.800]   I think a little bit of concern about deadline helps.
[01:53:27.800 --> 01:53:27.800]   I think a little bit of concern about deadline helps.
[01:53:27.800 --> 01:53:27.800]   I think a little bit of concern about deadline helps.
[01:53:27.800 --> 01:53:27.800]   I think a little bit of concern about deadline helps.
[01:53:27.800 --> 01:53:27.800]   I think a little bit of concern about deadline helps.
[01:53:27.800 --> 01:53:27.800]   I think a little bit of concern about deadline helps.
[01:53:27.800 --> 01:53:57.820]   I think a little bit of concern about deadline helps.
[01:53:57.820 --> 01:53:57.820]   I think a little bit of concern about deadline helps.
[01:53:57.820 --> 01:53:57.820]   I think a little bit of concern about deadline helps.
[01:53:57.820 --> 01:53:57.820]   I think a little bit of concern about deadline helps.
[01:53:57.820 --> 01:53:57.820]   I think a little bit of concern about deadline helps.
[01:53:57.820 --> 01:53:57.820]   I think a little bit of concern about deadline helps.
[01:53:57.820 --> 01:53:57.820]   I think a little bit of concern about deadline helps.
[01:53:57.840 --> 01:54:27.840]   I think a little bit of concern about deadline helps.
[01:54:27.840 --> 01:54:27.840]   I think a little bit of concern about deadline helps.
[01:54:27.840 --> 01:54:27.840]   I think a little bit of concern about deadline helps.
[01:54:27.840 --> 01:54:27.840]   I think a little bit of concern about deadline helps.
[01:54:27.840 --> 01:54:27.840]   I think a little bit of concern about deadline helps.
[01:54:27.840 --> 01:54:27.840]   I think a little bit of concern about deadline helps.
[01:54:27.840 --> 01:54:27.840]   I think a little bit of concern about deadline helps.
[01:54:27.840 --> 01:54:27.840]   I think a little bit of concern about deadline helps.
[01:54:27.840 --> 01:54:27.840]   I think a little bit of concern about deadline helps.
[01:54:27.840 --> 01:54:27.840]   I think a little bit of concern about deadline helps.
[01:54:27.840 --> 01:54:27.840]   I think a little bit of concern about deadline helps.
[01:54:27.840 --> 01:54:27.840]   I think a little bit of concern about deadline helps.
[01:54:27.840 --> 01:54:27.840]   I think a little bit of concern about deadline helps.
[01:54:27.840 --> 01:54:27.840]   I think a little bit of concern about deadline helps.
[01:54:27.840 --> 01:54:27.840]   I think a little bit of concern about deadline helps.
[01:54:27.840 --> 01:54:27.840]   I think a little bit of concern about deadline helps.
[01:54:27.840 --> 01:54:57.860]   I think a little bit of concern about deadline helps.
[01:54:57.860 --> 01:54:57.860]   I think a little bit of concern about deadline helps.
[01:54:57.860 --> 01:54:57.860]   I think a little bit of concern about deadline helps.
[01:54:57.860 --> 01:54:57.860]   I think a little bit of concern about deadline helps.
[01:54:57.860 --> 01:54:57.860]   I think a little bit of concern about deadline helps.
[01:54:57.860 --> 01:54:57.860]   I think a little bit of concern about deadline helps.
[01:54:57.860 --> 01:54:57.860]   I think a little bit of concern about deadline helps.
[01:54:57.860 --> 01:54:57.860]   I think a little bit of concern about deadline helps.
[01:54:57.880 --> 01:55:27.880]   I think a little bit of concern about deadline helps.
[01:55:27.880 --> 01:55:27.880]   I think a little bit of concern about deadline helps.
[01:55:27.880 --> 01:55:27.880]   I think a little bit of concern about deadline helps.
[01:55:27.880 --> 01:55:27.880]   I think a little bit of concern about deadline helps.
[01:55:27.880 --> 01:55:27.880]   I think a little bit of concern about deadline helps.
[01:55:27.880 --> 01:55:27.880]   I think a little bit of concern about deadline helps.
[01:55:27.880 --> 01:55:27.880]   I think a little bit of concern about deadline helps.
[01:55:27.880 --> 01:55:27.880]   I think a little bit of concern about deadline helps.
[01:55:27.880 --> 01:55:27.880]   I think a little bit of concern about deadline helps.
[01:55:27.880 --> 01:55:27.880]   I think a little bit of concern about deadline helps.
[01:55:27.880 --> 01:55:27.880]   I think a little bit of concern about deadline helps.
[01:55:27.880 --> 01:55:27.880]   I think a little bit of concern about deadline helps.
[01:55:27.880 --> 01:55:27.880]   I think a little bit of concern about deadline helps.
[01:55:27.880 --> 01:55:27.880]   I think a little bit of concern about deadline helps.
[01:55:27.880 --> 01:55:27.880]   I think a little bit of concern about deadline helps.
[01:55:27.880 --> 01:55:27.880]   I think a little bit of concern about deadline helps.
[01:55:27.880 --> 01:55:57.900]   I think a little bit of concern about deadline helps.
[01:55:57.900 --> 01:55:57.900]   I think a little bit of concern about deadline helps.
[01:55:57.900 --> 01:55:57.900]   I think a little bit of concern about deadline helps.
[01:55:57.900 --> 01:55:57.900]   I think a little bit of concern about deadline helps.
[01:55:57.900 --> 01:55:57.900]   I think a little bit of concern about deadline helps.
[01:55:57.900 --> 01:55:57.900]   I think a little bit of concern about deadline helps.
[01:55:57.900 --> 01:55:57.900]   I think a little bit of concern about deadline helps.
[01:55:57.900 --> 01:55:57.900]   I think a little bit of concern about deadline helps.
[01:55:57.920 --> 01:56:27.920]   I think a little bit of concern about deadline helps.
[01:56:27.920 --> 01:56:27.920]   I think a little bit of concern about deadline helps.
[01:56:27.920 --> 01:56:27.920]   I think a little bit of concern about deadline helps.
[01:56:27.920 --> 01:56:27.920]   I think a little bit of concern about deadline helps.
[01:56:27.920 --> 01:56:27.920]   I think a little bit of concern about deadline helps.
[01:56:27.920 --> 01:56:27.920]   I think a little bit of concern about deadline helps.
[01:56:27.920 --> 01:56:27.920]   I think a little bit of concern about deadline helps.
[01:56:27.920 --> 01:56:27.920]   I think a little bit of concern about deadline helps.
[01:56:27.920 --> 01:56:27.920]   I think a little bit of concern about deadline helps.
[01:56:27.920 --> 01:56:27.920]   I think a little bit of concern about deadline helps.
[01:56:27.920 --> 01:56:27.920]   I think a little bit of concern about deadline helps.
[01:56:27.920 --> 01:56:27.920]   I think a little bit of concern about deadline helps.
[01:56:27.920 --> 01:56:27.920]   I think a little bit of concern about deadline helps.
[01:56:27.920 --> 01:56:27.920]   I think a little bit of concern about deadline helps.
[01:56:27.920 --> 01:56:27.920]   I think a little bit of concern about deadline helps.
[01:56:27.920 --> 01:56:57.940]   I think a little bit of concern about deadline helps.
[01:56:57.940 --> 01:56:57.940]   I think a little bit of concern about deadline helps.
[01:56:57.940 --> 01:56:57.940]   I think a little bit of concern about deadline helps.
[01:56:57.940 --> 01:56:57.940]   I think a little bit of concern about deadline helps.
[01:56:57.940 --> 01:56:57.940]   I think a little bit of concern about deadline helps.
[01:56:57.940 --> 01:56:57.940]   I think a little bit of concern about deadline helps.
[01:56:57.940 --> 01:56:57.940]   I think a little bit of concern about deadline helps.
[01:56:57.940 --> 01:56:57.940]   I think a little bit of concern about deadline helps.
[01:56:57.960 --> 01:57:27.960]  ,
[01:57:27.960 --> 01:57:27.960]   I think a little bit of concern about deadline helps.
[01:57:27.960 --> 01:57:27.960]   I think a little bit of concern about deadline helps.
[01:57:27.960 --> 01:57:27.960]   I think a little bit of concern about deadline helps.
[01:57:27.960 --> 01:57:27.960]   I think a little bit of concern about deadline helps.
[01:57:27.960 --> 01:57:27.960]   I think a little bit of concern about deadline helps.
[01:57:27.960 --> 01:57:27.960]   I think a little bit of concern about deadline helps.
[01:57:27.960 --> 01:57:27.960]   I think a little bit of concern about deadline helps.
[01:57:27.960 --> 01:57:27.960]   I think a little bit of concern about deadline helps.
[01:57:27.960 --> 01:57:27.960]   I think a little bit of concern about deadline helps.
[01:57:27.960 --> 01:57:27.960]   I think a little bit of concern about deadline helps.
[01:57:27.960 --> 01:57:27.960]   I think a little bit of concern about deadline helps.
[01:57:27.960 --> 01:57:27.960]   I think a little bit of concern about deadline helps.
[01:57:27.960 --> 01:57:27.960]   I think a little bit of concern about deadline helps.
[01:57:27.960 --> 01:57:27.960]   I think a little bit of concern about deadline helps.
[01:57:27.960 --> 01:57:27.960]   I think a little bit of concern about deadline helps.
[01:57:27.960 --> 01:57:27.960]   I think a little bit of concern about deadline helps.
[01:57:27.980 --> 01:57:57.980]   I think a little bit of concern about deadline helps.
[01:57:57.980 --> 01:57:57.980]   I think a little bit of concern about deadline helps.
[01:57:57.980 --> 01:57:57.980]   I think a little bit of concern about deadline helps.
[01:57:57.980 --> 01:57:57.980]   I think a little bit of concern about deadline helps.
[01:57:57.980 --> 01:57:57.980]   I think a little bit of concern about deadline helps.
[01:57:57.980 --> 01:57:57.980]   I think a little bit of concern about deadline helps.
[01:57:58.000 --> 01:58:28.000]   I think a little bit of concern about deadline helps.
[01:58:28.000 --> 01:58:28.000]   I think a little bit of concern about deadline helps.
[01:58:28.000 --> 01:58:28.000]   I think a little bit of concern about deadline helps.
[01:58:28.000 --> 01:58:28.000]   I think a little bit of concern about deadline helps.
[01:58:28.000 --> 01:58:28.000]   I think a little bit of concern about deadline helps.
[01:58:28.000 --> 01:58:28.000]   I think a little bit of concern about deadline helps.
[01:58:28.000 --> 01:58:28.000]   I think a little bit of concern about deadline helps.
[01:58:28.000 --> 01:58:28.000]   I think a little bit of concern about deadline helps.
[01:58:28.000 --> 01:58:28.000]   I think a little bit of concern about deadline helps.
[01:58:28.000 --> 01:58:28.000]   I think a little bit of concern about deadline helps.
[01:58:28.000 --> 01:58:28.000]   I think a little bit of concern about deadline helps.
[01:58:28.000 --> 01:58:28.000]   I think a little bit of concern about deadline helps.
[01:58:28.000 --> 01:58:28.000]   I think a little bit of concern about deadline helps.
[01:58:28.000 --> 01:58:28.000]   I think a little bit of concern about deadline helps.
[01:58:28.000 --> 01:58:28.000]   I think a little bit of concern about deadline helps.
[01:58:28.000 --> 01:58:28.000]   I think a little bit of concern about deadline helps.
[01:58:28.000 --> 01:58:58.020]   I think a little bit of concern about deadline helps.
[01:58:58.020 --> 01:58:58.020]   I think a little bit of concern about deadline helps.
[01:58:58.020 --> 01:58:58.020]   I think a little bit of concern about deadline helps.
[01:58:58.020 --> 01:58:58.020]   I think a little bit of concern about deadline helps.
[01:58:58.020 --> 01:58:58.020]   I think a little bit of concern about deadline helps.
[01:58:58.020 --> 01:58:58.020]   I think a little bit of concern about deadline helps.
[01:58:58.020 --> 01:58:58.020]   I think a little bit of concern about deadline helps.
[01:58:58.040 --> 01:59:28.040]  ,
[01:59:28.040 --> 01:59:28.040]   I think a little bit of concern about deadline helps.
[01:59:28.040 --> 01:59:28.040]   I think a little bit of concern about deadline helps.
[01:59:28.040 --> 01:59:28.040]   I think a little bit of concern about deadline helps.
[01:59:28.040 --> 01:59:28.040]   I think a little bit of concern about deadline helps.
[01:59:28.040 --> 01:59:28.040]   I think a little bit of concern about deadline helps.
[01:59:28.040 --> 01:59:28.040]   I think a little bit of concern about deadline helps.
[01:59:28.040 --> 01:59:28.040]   I think a little bit of concern about deadline helps.
[01:59:28.040 --> 01:59:28.040]   I think a little bit of concern about deadline helps.
[01:59:28.040 --> 01:59:28.040]   I think a little bit of concern about deadline helps.
[01:59:28.040 --> 01:59:28.040]   I think a little bit of concern about deadline helps.
[01:59:28.040 --> 01:59:28.040]   I think a little bit of concern about deadline helps.
[01:59:28.040 --> 01:59:28.040]   I think a little bit of concern about deadline helps.
[01:59:28.040 --> 01:59:28.040]   I think a little bit of concern about deadline helps.
[01:59:28.040 --> 01:59:28.040]   I think a little bit of concern about deadline helps.
[01:59:28.040 --> 01:59:28.040]   I think a little bit of concern about deadline helps.
[01:59:28.080 --> 01:59:58.060]   I think a little bit of concern about deadline helps.
[01:59:58.060 --> 01:59:58.060]   I think a little bit of concern about deadline helps.
[01:59:58.060 --> 01:59:58.060]   I think a little bit of concern about deadline helps.
[01:59:58.060 --> 01:59:58.060]   I think a little bit of concern about deadline helps.
[01:59:58.060 --> 01:59:58.060]   I think a little bit of concern about deadline helps.
[01:59:58.060 --> 01:59:58.060]   I think a little bit of concern about deadline helps.
[01:59:58.060 --> 01:59:58.060]   I think a little bit of concern about deadline helps.
[01:59:58.080 --> 02:00:28.080]   I think a little bit of concern about deadline helps.
[02:00:28.080 --> 02:00:28.080]   I think a little bit of concern about deadline helps.
[02:00:28.080 --> 02:00:28.080]   I think a little bit of concern about deadline helps.
[02:00:28.080 --> 02:00:28.080]   I think a little bit of concern about deadline helps.
[02:00:28.080 --> 02:00:28.080]   I think a little bit of concern about deadline helps.
[02:00:28.080 --> 02:00:28.080]   I think a little bit of concern about deadline helps.
[02:00:28.080 --> 02:00:28.080]   I think a little bit of concern about deadline helps.
[02:00:28.080 --> 02:00:28.080]   I think a little bit of concern about deadline helps.
[02:00:28.080 --> 02:00:28.080]   I think a little bit of concern about deadline helps.
[02:00:28.080 --> 02:00:28.080]   I think a little bit of concern about deadline helps.
[02:00:28.080 --> 02:00:28.080]   I think a little bit of concern about deadline helps.
[02:00:28.080 --> 02:00:28.080]   I think a little bit of concern about deadline helps.
[02:00:28.080 --> 02:00:28.080]   I think a little bit of concern about deadline helps.
[02:00:28.080 --> 02:00:28.080]   I think a little bit of concern about deadline helps.
[02:00:28.080 --> 02:00:28.080]   I think a little bit of concern about deadline helps.
[02:00:28.080 --> 02:00:28.080]   I think a little bit of concern about deadline helps.
[02:00:28.120 --> 02:00:58.100]   I think a little bit of concern about deadline helps.
[02:00:58.100 --> 02:00:58.100]   I think a little bit of concern about deadline helps.
[02:00:58.100 --> 02:00:58.100]   I think a little bit of concern about deadline helps.
[02:00:58.100 --> 02:00:58.100]   I think a little bit of concern about deadline helps.
[02:00:58.100 --> 02:00:58.100]   I think a little bit of concern about deadline helps.
[02:00:58.100 --> 02:00:58.100]   I think a little bit of concern about deadline helps.
[02:00:58.100 --> 02:00:58.100]   I think a little bit of concern about deadline helps.
[02:00:58.100 --> 02:00:58.100]   I think a little bit of concern about deadline helps.
[02:00:58.120 --> 02:01:28.120]   I think a little bit of concern about deadline helps.
[02:01:28.120 --> 02:01:28.120]   I think a little bit of concern about deadline helps.
[02:01:28.120 --> 02:01:28.120]   I think a little bit of concern about deadline helps.
[02:01:28.120 --> 02:01:28.120]   I think a little bit of concern about deadline helps.
[02:01:28.120 --> 02:01:28.120]   I think a little bit of concern about deadline helps.
[02:01:28.120 --> 02:01:28.120]   I think a little bit of concern about deadline helps.
[02:01:28.120 --> 02:01:28.120]   I think a little bit of concern about deadline helps.
[02:01:28.120 --> 02:01:28.120]   I think a little bit of concern about deadline helps.
[02:01:28.120 --> 02:01:28.120]   I think a little bit of concern about deadline helps.
[02:01:28.120 --> 02:01:28.120]   I think a little bit of concern about deadline helps.
[02:01:28.120 --> 02:01:28.120]   I think a little bit of concern about deadline helps.
[02:01:28.120 --> 02:01:28.120]   I think a little bit of concern about deadline helps.
[02:01:28.120 --> 02:01:28.120]   I think a little bit of concern about deadline helps.
[02:01:28.120 --> 02:01:28.120]   I think a little bit of concern about deadline helps.
[02:01:28.120 --> 02:01:28.120]   I think a little bit of concern about deadline helps.
[02:01:28.120 --> 02:01:28.120]   I think a little bit of concern about deadline helps.
[02:01:28.160 --> 02:01:58.140]   I think a little bit of concern about deadline helps.
[02:01:58.140 --> 02:01:58.140]   I think a little bit of concern about deadline helps.
[02:01:58.140 --> 02:01:58.140]   I think a little bit of concern about deadline helps.
[02:01:58.140 --> 02:01:58.140]   I think a little bit of concern about deadline helps.
[02:01:58.140 --> 02:01:58.140]   I think a little bit of concern about deadline helps.
[02:01:58.140 --> 02:01:58.140]   I think a little bit of concern about deadline helps.
[02:01:58.140 --> 02:01:58.140]   I think a little bit of concern about deadline helps.
[02:01:58.140 --> 02:01:58.140]   I think a little bit of concern about deadline helps.
[02:01:58.140 --> 02:01:58.140]   I think a little bit of concern about deadline helps.
[02:01:58.160 --> 02:02:28.160]   I think a little bit of concern about deadline helps.
[02:02:28.160 --> 02:02:28.160]   I think a little bit of concern about deadline helps.
[02:02:28.160 --> 02:02:28.160]   I think a little bit of concern about deadline helps.
[02:02:28.160 --> 02:02:28.160]   I think a little bit of concern about deadline helps.
[02:02:28.160 --> 02:02:28.160]   I think a little bit of concern about deadline helps.
[02:02:28.160 --> 02:02:28.160]   I think a little bit of concern about deadline helps.
[02:02:28.160 --> 02:02:28.160]   I think a little bit of concern about deadline helps.
[02:02:28.160 --> 02:02:28.160]   I think a little bit of concern about deadline helps.
[02:02:28.160 --> 02:02:28.160]   I think a little bit of concern about deadline helps.
[02:02:28.160 --> 02:02:28.160]   I think a little bit of concern about deadline helps.
[02:02:28.160 --> 02:02:28.160]   I think a little bit of concern about deadline helps.
[02:02:28.160 --> 02:02:28.160]   I think a little bit of concern about deadline helps.
[02:02:28.160 --> 02:02:28.160]   I think a little bit of concern about deadline helps.
[02:02:28.160 --> 02:02:28.160]   I think a little bit of concern about deadline helps.
[02:02:28.160 --> 02:02:28.160]   I think a little bit of concern about deadline helps.
[02:02:28.160 --> 02:02:28.160]   I think a little bit of concern about deadline helps.
[02:02:28.160 --> 02:02:58.180]   I think a little bit of concern about deadline helps.
[02:02:58.180 --> 02:02:58.180]   I think a little bit of concern about deadline helps.
[02:02:58.180 --> 02:02:58.180]   I think a little bit of concern about deadline helps.
[02:02:58.180 --> 02:02:58.180]   I think a little bit of concern about deadline helps.
[02:02:58.180 --> 02:02:58.180]   I think a little bit of concern about deadline helps.
[02:02:58.180 --> 02:02:58.180]   I think a little bit of concern about deadline helps.
[02:02:58.180 --> 02:02:58.180]   I think a little bit of concern about deadline helps.
[02:02:58.180 --> 02:02:58.180]   I think a little bit of concern about deadline helps.
[02:02:58.180 --> 02:02:58.180]   I think a little bit of concern about deadline helps.
[02:02:58.180 --> 02:02:58.180]   I think a little bit of concern about deadline helps.
[02:02:58.180 --> 02:02:58.180]   I think a little bit of concern about deadline helps.
[02:02:58.200 --> 02:03:28.200]   I think a little bit of concern about deadline helps.
[02:03:28.200 --> 02:03:28.200]   I think a little bit of concern about deadline helps.
[02:03:28.200 --> 02:03:28.200]   I think a little bit of concern about deadline helps.
[02:03:28.200 --> 02:03:28.200]   I think a little bit of concern about deadline helps.
[02:03:28.200 --> 02:03:28.200]   I think a little bit of concern about deadline helps.
[02:03:28.200 --> 02:03:28.200]   I think a little bit of concern about deadline helps.
[02:03:28.200 --> 02:03:28.200]   I think a little bit of concern about deadline helps.
[02:03:28.200 --> 02:03:28.200]   I think a little bit of concern about deadline helps.
[02:03:28.200 --> 02:03:28.200]   I think a little bit of concern about deadline helps.
[02:03:28.200 --> 02:03:28.200]   I think a little bit of concern about deadline helps.
[02:03:28.200 --> 02:03:28.200]   I think a little bit of concern about deadline helps.
[02:03:28.200 --> 02:03:28.200]   I think a little bit of concern about deadline helps.
[02:03:28.200 --> 02:03:28.200]   I think a little bit of concern about deadline helps.
[02:03:28.200 --> 02:03:28.200]   I think a little bit of concern about deadline helps.
[02:03:28.200 --> 02:03:28.200]   I think a little bit of concern about deadline helps.
[02:03:28.200 --> 02:03:28.200]   I think a little bit of concern about deadline helps.
[02:03:28.200 --> 02:03:58.220]   I think a little bit of concern about deadline helps.
[02:03:58.220 --> 02:03:58.220]   I think a little bit of concern about deadline helps.
[02:03:58.220 --> 02:03:58.220]   I think a little bit of concern about deadline helps.
[02:03:58.220 --> 02:03:58.220]   I think a little bit of concern about deadline helps.
[02:03:58.220 --> 02:03:58.220]   I think a little bit of concern about deadline helps.
[02:03:58.220 --> 02:03:58.220]   I think a little bit of concern about deadline helps.
[02:03:58.220 --> 02:03:58.220]   I think a little bit of concern about deadline helps.
[02:03:58.220 --> 02:03:58.220]   I think a little bit of concern about deadline helps.
[02:03:58.240 --> 02:04:28.240]   I think a little bit of concern about deadline helps.
[02:04:28.240 --> 02:04:28.240]   I think a little bit of concern about deadline helps.
[02:04:28.240 --> 02:04:28.240]   I think a little bit of concern about deadline helps.
[02:04:28.240 --> 02:04:28.240]   I think a little bit of concern about deadline helps.
[02:04:28.240 --> 02:04:28.240]   I think a little bit of concern about deadline helps.
[02:04:28.240 --> 02:04:28.240]   I think a little bit of concern about deadline helps.
[02:04:28.240 --> 02:04:28.240]   I think a little bit of concern about deadline helps.
