
[00:00:00.000 --> 00:00:05.320]   [VIDEO PLAYBACK]
[00:59:21.280 --> 00:59:23.480]   And here's the question about fine tuning, I guess,
[00:59:23.480 --> 00:59:24.520]   compared to pre-training.
[00:59:24.520 --> 00:59:27.520]   So they're asking, do the same principles
[00:59:27.520 --> 00:59:30.320]   apply for fine tuning?
[00:59:30.320 --> 00:59:33.320]   Or do you make a different or additional recommendation?
[00:59:33.320 --> 00:59:39.160]   So yeah, for fine tuning, I think
[00:59:39.160 --> 00:59:41.880]   when you're preparing the data, it's probably a different
[00:59:41.880 --> 00:59:42.400]   thing.
[00:59:42.400 --> 00:59:44.960]   You're not going to train on all of the stack.
[00:59:44.960 --> 00:59:48.360]   You probably want to continue training on specific language.
[00:59:48.360 --> 00:59:51.360]   So maybe you could invest more time to even heavily filter.
[00:59:51.360 --> 00:59:53.560]   Because for fine tuning, you don't need as much data
[00:59:53.560 --> 00:59:55.040]   as for pre-training.
[00:59:55.040 --> 00:59:57.080]   For example, for us, the filtering we tried,
[00:59:57.080 --> 00:59:58.920]   for example, started to work because they
[00:59:58.920 --> 00:59:59.880]   removed a lot of data.
[00:59:59.880 --> 01:00:02.040]   And we did not have enough for our pre-training.
[01:00:02.040 --> 01:00:04.280]   While for fine tuning, for example, for instruction
[01:00:04.280 --> 01:00:06.400]   tuning, there was the Lima paper,
[01:00:06.400 --> 01:00:08.920]   where the instruction tuned only on 1,000 instructions.
[01:00:08.920 --> 01:00:11.200]   And they had a model that was much better than training
[01:00:11.200 --> 01:00:12.760]   on millions of samples.
[01:00:12.760 --> 01:00:15.680]   So I think data curation is even much more important when
[01:00:15.680 --> 01:00:18.960]   it comes to fine tuning.
[01:00:18.960 --> 01:00:19.600]   Great, great.
[01:00:19.600 --> 01:00:22.560]   One last question, I guess.
[01:00:22.560 --> 01:00:24.800]   So you might have also touched upon this briefly.
[01:00:24.800 --> 01:00:27.040]   But what are some considerations to make
[01:00:27.040 --> 01:00:31.360]   when publishing very large data sets and more nuanced or less
[01:00:31.360 --> 01:00:35.200]   known things to be aware of?
[01:00:35.200 --> 01:00:40.880]   Yeah, so maybe on the technical side,
[01:00:40.880 --> 01:00:44.600]   really using tools also for filtering and documentation.
[01:00:44.600 --> 01:00:46.680]   That is what we try to do with the stack.
[01:00:46.680 --> 01:00:49.760]   And maybe more on the governance side,
[01:00:49.760 --> 01:00:53.000]   be aware of where the licenses are respected,
[01:00:53.000 --> 01:00:54.480]   where the copyrights are respected.
[01:00:54.480 --> 01:00:56.840]   Do you have an opt-out tool for your data set?
[01:00:56.840 --> 01:00:59.360]   And maybe try to release it on the hub
[01:00:59.360 --> 01:01:01.680]   to make it easily accessible for people.
[01:01:01.680 --> 01:01:04.200]   If there are some concerns, you could try to add a gate.
[01:01:04.200 --> 01:01:06.200]   For example, for us, we released the data set
[01:01:06.200 --> 01:01:08.240]   that we used for PII detection.
[01:01:08.240 --> 01:01:10.280]   But we add some gating mechanism because it
[01:01:10.280 --> 01:01:12.120]   was sensitive information.
[01:01:12.120 --> 01:01:15.040]   So it's good to think of these kind of things in advance
[01:01:15.040 --> 01:01:17.640]   before releasing a data set.
[01:01:17.640 --> 01:01:19.480]   But yeah, in general, these are my advice.
[01:01:19.480 --> 01:01:24.000]   All right, great.
[01:01:24.000 --> 01:01:27.400]   Do we have any in-person questions?
[01:01:27.400 --> 01:01:30.800]   If not, then we can probably conclude.
[01:01:30.800 --> 01:01:32.360]   Thank you.
[01:01:32.360 --> 01:01:42.360]   [BLANK_AUDIO]

