
[00:00:00.040 --> 00:00:09.540]  eleri
[01:21:20.760 --> 01:21:20.760]   I'm not well established in a particular career, then they should focus on
[01:21:20.760 --> 01:21:20.760]   I'm not well established in a particular career, then they should focus on
[01:21:20.760 --> 01:21:20.760]   I'm not well established in a particular career, then they should focus on
[01:21:20.760 --> 01:21:20.760]   I'm not well established in a particular career, then they should focus on
[01:21:20.760 --> 01:21:20.760]   I'm not well established in a particular career, then they should focus on
[01:21:20.760 --> 01:21:20.760]   I'm not well established in a particular career, then they should focus on
[01:21:20.760 --> 01:21:20.760]   I'm not well established in a particular career, then they should focus on
[01:21:20.760 --> 01:21:20.760]   I'm not well established in a particular career, then they should focus on
[01:21:20.800 --> 01:21:50.780]   I'm not well established in a particular career, then they should focus on
[01:21:50.780 --> 01:21:50.780]   I'm not well established in a particular career, then they should focus on
[01:21:50.780 --> 01:21:50.780]   I'm not well established in a particular career, then they should focus on
[01:21:50.780 --> 01:21:50.780]   I'm not well established in a particular career, then they should focus on
[01:21:50.780 --> 01:21:50.780]   I'm not well established in a particular career, then they should focus on
[01:21:50.780 --> 01:21:50.780]   I'm not well established in a particular career, then they should focus on
[01:21:50.780 --> 01:21:50.780]   I'm not well established in a particular career, then they should focus on
[01:21:50.780 --> 01:21:50.780]   I'm not well established in a particular career, then they should focus on
[01:21:50.800 --> 01:22:20.800]   I'm not well established in a particular career, then they should focus on
[01:22:20.800 --> 01:22:20.800]   I'm not well established in a particular career, then they should focus on
[01:22:20.800 --> 01:22:20.800]   I'm not well established in a particular career, then they should focus on
[01:22:20.800 --> 01:22:20.800]   I'm not well established in a particular career, then they should focus on
[01:22:20.800 --> 01:22:20.800]   I'm not well established in a particular career, then they should focus on
[01:22:20.800 --> 01:22:20.800]   I'm not well established in a particular career, then they should focus on
[01:22:20.800 --> 01:22:20.800]   I'm not well established in a particular career, then they should focus on
[01:22:20.800 --> 01:22:20.800]   I'm not well established in a particular career, then they should focus on
[01:22:20.800 --> 01:22:20.800]   I'm not well established in a particular career, then they should focus on
[01:22:20.800 --> 01:22:20.800]   I'm not well established in a particular career, then they should focus on
[01:22:20.800 --> 01:22:20.800]   I'm not well established in a particular career, then they should focus on
[01:22:20.800 --> 01:22:20.800]   I'm not well established in a particular career, then they should focus on
[01:22:20.800 --> 01:22:50.820]  ,
[01:22:50.820 --> 01:22:50.820]   I'm not well established in a particular career, then they should focus on
[01:22:50.820 --> 01:22:50.820]   I'm not well established in a particular career, then they should focus on
[01:22:50.820 --> 01:22:50.820]   I'm not well established in a particular career, then they should focus on
[01:22:50.820 --> 01:22:50.820]   I'm not well established in a particular career, then they should focus on
[01:22:50.820 --> 01:22:50.820]   I'm not well established in a particular career, then they should focus on
[01:22:50.820 --> 01:22:50.820]   I'm not well established in a particular career, then they should focus on
[01:22:50.820 --> 01:22:50.820]   I'm not well established in a particular career, then they should focus on
[01:22:50.820 --> 01:22:50.820]   I'm not well established in a particular career, then they should focus on
[01:22:50.820 --> 01:22:50.820]   I'm not well established in a particular career, then they should focus on
[01:22:50.840 --> 01:23:20.840]   I'm not well established in a particular career, then they should focus on
[01:23:20.840 --> 01:23:20.840]   I'm not well established in a particular career, then they should focus on
[01:23:20.840 --> 01:23:20.840]   I'm not well established in a particular career, then they should focus on
[01:23:20.840 --> 01:23:20.840]   I'm not well established in a particular career, then they should focus on
[01:23:20.840 --> 01:23:20.840]   I'm not well established in a particular career, then they should focus on
[01:23:20.840 --> 01:23:20.840]   I'm not well established in a particular career, then they should focus on
[01:23:20.840 --> 01:23:20.840]   I'm not well established in a particular career, then they should focus on
[01:23:20.840 --> 01:23:20.840]   I'm not well established in a particular career, then they should focus on
[01:23:20.840 --> 01:23:20.840]   I'm not well established in a particular career, then they should focus on
[01:23:20.840 --> 01:23:20.840]   I'm not well established in a particular career, then they should focus on
[01:23:20.840 --> 01:23:20.840]   I'm not well established in a particular career, then they should focus on
[01:23:20.840 --> 01:23:20.840]   I'm not well established in a particular career, then they should focus on
[01:23:20.880 --> 01:23:50.860]  , and I'm not well established in a particular career, then they should focus on
[01:23:50.860 --> 01:23:50.860]   and I'm not well established in a particular career, then they should focus on
[01:23:50.860 --> 01:23:50.860]   and I'm not well established in a particular career, then they should focus on
[01:23:50.860 --> 01:23:50.860]   and I'm not well established in a particular career, then they should focus on
[01:23:50.860 --> 01:23:50.860]   and I'm not well established in a particular career, then they should focus on
[01:23:50.860 --> 01:23:50.860]   and I'm not well established in a particular career, then they should focus on
[01:23:50.860 --> 01:23:50.860]   and I'm not well established in a particular career, then they should focus on
[01:23:50.860 --> 01:23:50.860]   and I'm not well established in a particular career, then they should focus on
[01:23:50.860 --> 01:23:50.860]   and I'm not well established in a particular career, then they should focus on
[01:23:50.860 --> 01:23:50.860]   and I'm not well established in a particular career, then they should focus on
[01:23:50.880 --> 01:24:20.880]   I'm not well established in a particular career, then they should focus on
[01:24:20.880 --> 01:24:20.880]   I'm not well established in a particular career, then they should focus on
[01:24:20.880 --> 01:24:20.880]   I'm not well established in a particular career, then they should focus on
[01:24:20.880 --> 01:24:20.880]   I'm not well established in a particular career, then they should focus on
[01:24:20.880 --> 01:24:20.880]   I'm not well established in a particular career, then they should focus on
[01:24:20.880 --> 01:24:20.880]   I'm not well established in a particular career, then they should focus on
[01:24:20.880 --> 01:24:20.880]   I'm not well established in a particular career, then they should focus on
[01:24:20.880 --> 01:24:20.880]   I'm not well established in a particular career, then they should focus on
[01:24:20.880 --> 01:24:20.880]   I'm not well established in a particular career, then they should focus on
[01:24:20.880 --> 01:24:20.880]   I'm not well established in a particular career, then they should focus on
[01:24:20.880 --> 01:24:20.880]   I'm not well established in a particular career, then they should focus on
[01:24:20.880 --> 01:24:20.880]   I'm not well established in a particular career, then they should focus on
[01:24:20.880 --> 01:24:50.900]   I'm not well established in a particular career, then they should focus on
[01:24:50.900 --> 01:24:50.900]   I'm not well established in a particular career, then they should focus on
[01:24:50.900 --> 01:24:50.900]   I'm not well established in a particular career, then they should focus on
[01:24:50.900 --> 01:24:50.900]   I'm not well established in a particular career, then they should focus on
[01:24:50.900 --> 01:24:50.900]   I'm not well established in a particular career, then they should focus on
[01:24:50.900 --> 01:24:50.900]   I'm not well established in a particular career, then they should focus on
[01:24:50.900 --> 01:24:50.900]   I'm not well established in a particular career, then they should focus on
[01:24:50.920 --> 01:25:20.920]   I'm not well established in a particular career, then they should focus on
[01:25:20.920 --> 01:25:20.920]   I'm not well established in a particular career, then they should focus on
[01:25:20.920 --> 01:25:20.920]   I'm not well established in a particular career, then they should focus on
[01:25:20.920 --> 01:25:20.920]   I'm not well established in a particular career, then they should focus on
[01:25:20.920 --> 01:25:20.920]   I'm not well established in a particular career, then they should focus on
[01:25:20.920 --> 01:25:20.920]   I'm not well established in a particular career, then they should focus on
[01:25:20.920 --> 01:25:20.920]   I'm not well established in a particular career, then they should focus on
[01:25:20.920 --> 01:25:20.920]   I'm not well established in a particular career, then they should focus on
[01:25:20.920 --> 01:25:20.920]   I'm not well established in a particular career, then they should focus on
[01:25:20.920 --> 01:25:20.920]   I'm not well established in a particular career, then they should focus on
[01:25:20.920 --> 01:25:20.920]   I'm not well established in a particular career, then they should focus on
[01:25:20.920 --> 01:25:20.920]   I'm not well established in a particular career, then they should focus on
[01:25:20.960 --> 01:25:50.940]   I'm not well established in a particular career, then they should focus on
[01:25:50.940 --> 01:25:50.940]   I'm not well established in a particular career, then they should focus on
[01:25:50.940 --> 01:25:50.940]   I'm not well established in a particular career, then they should focus on
[01:25:50.940 --> 01:25:50.940]   I'm not well established in a particular career, then they should focus on
[01:25:50.940 --> 01:25:50.940]   I'm not well established in a particular career, then they should focus on
[01:25:50.940 --> 01:25:50.940]   I'm not well established in a particular career, then they should focus on
[01:25:50.940 --> 01:25:50.940]   I'm not well established in a particular career, then they should focus on
[01:25:50.940 --> 01:25:50.940]   I'm not well established in a particular career, then they should focus on
[01:25:50.940 --> 01:25:50.940]   I'm not well established in a particular career, then they should focus on
[01:25:50.960 --> 01:26:20.960]   I'm not well established in a particular career, then they should focus on
[01:26:20.960 --> 01:26:20.960]   I'm not well established in a particular career, then they should focus on
[01:26:20.960 --> 01:26:20.960]   I'm not well established in a particular career, then they should focus on
[01:26:20.960 --> 01:26:20.960]   I'm not well established in a particular career, then they should focus on
[01:26:20.960 --> 01:26:20.960]   I'm not well established in a particular career, then they should focus on
[01:26:20.960 --> 01:26:20.960]   I'm not well established in a particular career, then they should focus on
[01:26:20.960 --> 01:26:20.960]   I'm not well established in a particular career, then they should focus on
[01:26:20.960 --> 01:26:20.960]   I'm not well established in a particular career, then they should focus on
[01:26:20.960 --> 01:26:20.960]   I'm not well established in a particular career, then they should focus on
[01:26:20.960 --> 01:26:20.960]   I'm not well established in a particular career, then they should focus on
[01:26:20.960 --> 01:26:20.960]   I'm not well established in a particular career, then they should focus on
[01:26:20.960 --> 01:26:20.960]   I'm not well established in a particular career, then they should focus on
[01:26:20.960 --> 01:26:50.980]  , but then there was a time where going through college, when I was born again towards the end of college, that my heart totally transformed. And then at that point in time, I was left struggling saying, well, I don't have this desire anymore to get rich quick, but I don't know what to do. And so that kind of naturally led into some of those other influences. And so it was in understanding that frugality, for example, that I could be very content with frugality,
[01:26:50.980 --> 01:26:50.980]   And so it was in understanding that frugality, for example, that I could be very content with frugality, but I could be very content with frugality,
[01:26:51.000 --> 01:27:21.000]   I couldn't live, I couldn't earn $2 million a year, live on $50,000 per year, and give away or invest intelligently the other, you know, the remainder. There wasn't any reason why I couldn't do that. And that solved for me some major personal intellectual and philosophical inconsistencies, things I struggled with, try to figure out how does this reconcile? Where does this go? Where does this go?
[01:27:21.000 --> 01:27:21.000]   I couldn't live, I couldn't earn $2 million a year, live on $50,000 per year, and give away or invest intelligently the other, you know, the remainder. There wasn't any reason why I couldn't do that. And that solved for me some major personal intellectual and philosophical inconsistencies, things I struggled with, try to figure out how does this reconcile? Where does this go?
[01:27:21.040 --> 01:27:51.020]  , and there's, oh, okay, I see this.
[01:27:51.020 --> 01:27:51.020]   Here's how this can, you know, I'm not going to go through all the details, but I'm going to go through all the details, but I'm going to go through all the details, but I'm going to go through all the details, but I'm going to go through all the details, but I'm going to go through all the details, but I'm going to go through all the details,
[01:27:51.040 --> 01:28:21.040]   I can identify for you now, post hoc, I can identify the specific struggle I had, the problem that I couldn't fix, that each of those men influenced me in, that helped me to reconcile the seeming contradiction.
[01:28:21.040 --> 01:28:21.040]   Yeah, I appreciate you taking the time today to explain that.
[01:28:21.040 --> 01:28:21.040]   I appreciate you taking the time today to explain that.
[01:28:21.040 --> 01:28:21.040]   Yeah, I appreciate you taking the time today to explain that.
[01:28:21.040 --> 01:28:21.040]   Yeah, I appreciate you taking the time today to explain that.
[01:28:21.040 --> 01:28:21.040]   Yeah, I appreciate you taking the time today to explain that.
[01:28:21.040 --> 01:28:21.040]   Yeah, I appreciate you taking the time today to explain that.
[01:28:21.040 --> 01:28:21.040]   Yeah, I appreciate you taking the time today to explain that.
[01:28:21.040 --> 01:28:21.040]   Yeah, I appreciate you taking the time today to explain that.
[01:28:21.040 --> 01:28:21.040]   Yeah, I appreciate you taking the time today to explain that.
[01:28:21.040 --> 01:28:21.040]   Yeah, I appreciate you taking the time today to explain that.
[01:28:21.040 --> 01:28:21.040]   Yeah, I appreciate you taking the time today to explain that.
[01:28:21.040 --> 01:28:51.060]   Yeah, I appreciate you taking the time today to explain that.
[01:28:51.060 --> 01:28:51.060]   Yeah, I appreciate you taking the time today to explain that.
[01:28:51.060 --> 01:28:51.060]   Yeah, I appreciate you taking the time today to explain that.
[01:28:51.060 --> 01:28:51.060]   Yeah, I appreciate you taking the time today to explain that.
[01:28:51.060 --> 01:28:51.060]   Yeah, I appreciate you taking the time today to explain that.
[01:28:51.060 --> 01:28:51.060]   Yeah, I appreciate you taking the time today to explain that.
[01:28:51.060 --> 01:28:51.060]   Yeah, I appreciate you taking the time today to explain that.
[01:28:51.080 --> 01:28:58.080]   Now, I say that out of a philosophical conviction that truth exists.
[01:28:58.080 --> 01:29:00.800]   It exists outside of the human experience.
[01:29:00.800 --> 01:29:05.120]   So that means that there should be nothing that it needs to be scared of.
[01:29:05.120 --> 01:29:11.200]   Truth exists independently of human knowledge and independently of human existence.
[01:29:11.200 --> 01:29:18.940]   And that's given me, that philosophical and religious presupposition has given me always the confidence to press forward and try to say,
[01:29:18.940 --> 01:29:21.080]   If I'm having a, if I'm having a, if I'm having a, if I'm having a, if I'm having a,
[01:29:21.080 --> 01:29:21.080]   That's given me, that philosophical and religious presupposition has given me always the confidence to press forward and try to say,
[01:29:21.080 --> 01:29:21.080]   If I'm having a, if I'm having a, if I'm having a, if I'm having a,
[01:29:21.080 --> 01:29:21.080]   That's given me, that philosophical and religious presupposition has given me always the confidence to press forward and try to say,
[01:29:21.100 --> 01:29:51.100]   If I'm having a, if I'm having a, if I'm having a, if I'm having a,
[01:29:51.100 --> 01:29:51.100]   It can be solved.
[01:29:51.100 --> 01:29:51.100]   It can be solved.
[01:29:51.100 --> 01:29:51.100]   It can be solved.
[01:29:51.100 --> 01:29:51.100]   I just need to understand what the question is.
[01:29:51.100 --> 01:29:51.100]   So in your own intellectual journey, I have many questions of my own still today.
[01:29:51.100 --> 01:29:51.100]   And I think everyone I've talked to who's old and learned usually winds up at the end of their life. They wind up learning that they have many questions. You don't ever resolve all your questions. And I don't expect ever resolve all of my questions. What you can do is you can use the study of the questions that you have.
[01:29:51.100 --> 01:29:51.100]   You can use the study of the questions that you have.
[01:29:51.100 --> 01:29:51.100]   You can use the study of the questions that you have. You can use the study of the questions that you have.
[01:29:51.140 --> 01:30:21.120]  , of the contradictions. You can use the studies that you have to help you to look at your questions,
[01:30:21.120 --> 01:30:21.120]   You can use the study of the questions that you have to help you to look at your questions, help you to answer them and help to advance the total knowledge of humanity and help to lay a marker down for others. If you come along and if I were to trace some of the influential thinkers, whether it's religious, financial, philosophical, whatever, you can come down and you can look and you can trace the questions that you have.
[01:30:21.140 --> 01:30:51.140]   You can use the study of the questions that you have.
[01:30:51.140 --> 01:30:51.140]   You can use the study of the questions that you have.
[01:30:51.140 --> 01:30:51.140]   You can use the study of the questions that you have.
[01:30:51.140 --> 01:30:51.140]   You can use the study of the questions that you have.
[01:30:51.140 --> 01:30:51.140]   You can use the study of the questions that you have.
[01:30:51.140 --> 01:30:51.140]   You can use the study of the questions that you have.
[01:30:51.140 --> 01:30:51.140]   You can use the study of the questions that you have.
[01:30:51.140 --> 01:30:51.140]   You can use the study of the questions that you have.
[01:30:51.140 --> 01:30:51.140]   You can use the study of the questions that you have.
[01:30:51.140 --> 01:30:51.140]   You can use the study of the questions that you have.
[01:30:51.140 --> 01:30:51.140]   You can use the study of the questions that you have.
[01:30:51.140 --> 01:30:51.140]   You can use the study of the questions that you have.
[01:30:51.140 --> 01:30:51.140]   You can use the study of the questions that you have.
[01:30:51.140 --> 01:31:21.160]   You can use the study of the questions that you have.
[01:31:21.160 --> 01:31:21.160]   You can use the study of the questions that you have.
[01:31:21.160 --> 01:31:21.160]   You can use the study of the questions that you have.
[01:31:21.160 --> 01:31:21.160]   You can use the study of the questions that you have.
[01:31:21.160 --> 01:31:21.160]   You can use the study of the questions that you have.
[01:31:21.160 --> 01:31:21.160]   You can use the study of the questions that you have.
[01:31:21.200 --> 01:31:51.180]   tranqouils that you have.

