
[00:00:00.040 --> 00:00:09.540]   awaiting
[01:06:06.820 --> 01:06:06.820]   and a couple of really kind of top-end ways that annuities can be used
[01:06:06.820 --> 01:06:06.820]   and a couple of really kind of top-end ways that annuities can be used
[01:06:06.820 --> 01:06:06.820]   and a couple of really kind of top-end ways that annuities can be used
[01:06:06.820 --> 01:06:06.820]   and a couple of really kind of top-end ways that annuities can be used
[01:06:06.820 --> 01:06:06.820]   and a couple of really kind of top-end ways that annuities can be used
[01:06:06.860 --> 01:06:36.840]  ,
[01:06:36.840 --> 01:06:36.840]   and a couple of really kind of top-end ways that annuities can be used
[01:06:36.840 --> 01:06:36.840]   and a couple of really kind of top-end ways that annuities can be used
[01:06:36.840 --> 01:06:36.840]   and a couple of really kind of top-end ways that annuities can be used
[01:06:36.840 --> 01:06:36.840]   and a couple of really kind of top-end ways that annuities can be used
[01:06:36.840 --> 01:06:36.840]   and a couple of really kind of top-end ways that annuities can be used
[01:06:36.840 --> 01:06:36.840]   and a couple of really kind of top-end ways that annuities can be used
[01:06:36.840 --> 01:06:36.840]   and a couple of really kind of top-end ways that annuities can be used
[01:06:36.840 --> 01:06:36.840]   and a couple of really kind of top-end ways that annuities can be used
[01:06:36.840 --> 01:06:36.840]   and a couple of really kind of top-end ways that annuities can be used
[01:06:36.860 --> 01:07:06.860]   and a couple of really kind of top-end ways that annuities can be used
[01:07:06.860 --> 01:07:06.860]   and a couple of really kind of top-end ways that annuities can be used
[01:07:06.860 --> 01:07:06.860]   and a couple of really kind of top-end ways that annuities can be used
[01:07:06.860 --> 01:07:06.860]   and a couple of really kind of top-end ways that annuities can be used
[01:07:06.860 --> 01:07:06.860]   and a couple of really kind of top-end ways that annuities can be used
[01:07:06.860 --> 01:07:06.860]   and a couple of really kind of top-end ways that annuities can be used
[01:07:06.860 --> 01:07:06.860]   and a couple of really kind of top-end ways that annuities can be used
[01:07:06.860 --> 01:07:06.860]   and a couple of really kind of top-end ways that annuities can be used
[01:07:06.860 --> 01:07:06.860]   and a couple of really kind of top-end ways that annuities can be used
[01:07:06.860 --> 01:07:06.860]   and a couple of really kind of top-end ways that annuities can be used
[01:07:06.900 --> 01:07:36.880]  ,
[01:07:36.880 --> 01:07:36.880]   and a couple of really kind of top-end ways that annuities can be used
[01:07:36.880 --> 01:07:36.880]   and a couple of really kind of top-end ways that annuities can be used
[01:07:36.880 --> 01:07:36.880]   and a couple of really kind of top-end ways that annuities can be used
[01:07:36.880 --> 01:07:36.880]   and a couple of really kind of top-end ways that annuities can be used
[01:07:36.880 --> 01:07:36.880]   and a couple of really kind of top-end ways that annuities can be used
[01:07:36.880 --> 01:07:36.880]   and a couple of really kind of top-end ways that annuities can be used
[01:07:36.880 --> 01:07:36.880]   and a couple of really kind of top-end ways that annuities can be used
[01:07:36.880 --> 01:07:36.880]   and a couple of really kind of top-end ways that annuities can be used
[01:07:36.900 --> 01:08:06.900]   and a couple of really kind of top-end ways that annuities can be used
[01:08:06.900 --> 01:08:06.900]   and a couple of really kind of top-end ways that annuities can be used
[01:08:06.900 --> 01:08:06.900]   and a couple of really kind of top-end ways that annuities can be used
[01:08:06.900 --> 01:08:06.900]   and a couple of really kind of top-end ways that annuities can be used
[01:08:06.900 --> 01:08:06.900]   and a couple of really kind of top-end ways that annuities can be used
[01:08:06.900 --> 01:08:06.900]   and a couple of really kind of top-end ways that annuities can be used
[01:08:06.900 --> 01:08:06.900]   and a couple of really kind of top-end ways that annuities can be used
[01:08:06.900 --> 01:08:06.900]   and a couple of really kind of top-end ways that annuities can be used
[01:08:06.900 --> 01:08:06.900]   and a couple of really kind of top-end ways that annuities can be used
[01:08:06.900 --> 01:08:06.900]   and a couple of really kind of top-end ways that annuities can be used
[01:08:06.920 --> 01:08:36.920]   and a couple of really kind of top-end ways that annuities can be used
[01:08:36.920 --> 01:08:36.920]   and a couple of really kind of top-end ways that annuities can be used
[01:08:36.920 --> 01:08:36.920]   and a couple of really kind of top-end ways that annuities can be used
[01:08:36.920 --> 01:08:36.920]   and a couple of really kind of top-end ways that annuities can be used
[01:08:36.920 --> 01:08:36.920]   and a couple of really kind of top-end ways that annuities can be used
[01:08:36.920 --> 01:08:36.920]   and a couple of really kind of top-end ways that annuities can be used
[01:08:36.920 --> 01:08:36.920]   and a couple of really kind of top-end ways that annuities can be used
[01:08:36.920 --> 01:08:36.920]   and a couple of really kind of top-end ways that annuities can be used
[01:08:36.920 --> 01:08:36.920]   and a couple of really kind of top-end ways that annuities can be used
[01:08:36.920 --> 01:08:36.920]   and a couple of really kind of top-end ways that annuities can be used
[01:08:36.940 --> 01:09:06.940]   and a couple of really kind of top-end ways that annuities can be used
[01:09:06.940 --> 01:09:06.940]   and a couple of really kind of top-end ways that annuities can be used
[01:09:06.940 --> 01:09:06.940]   and a couple of really kind of top-end ways that annuities can be used
[01:09:06.940 --> 01:09:06.940]   and a couple of really kind of top-end ways that annuities can be used
[01:09:06.940 --> 01:09:06.940]   and a couple of really kind of top-end ways that annuities can be used
[01:09:06.940 --> 01:09:06.940]   and a couple of really kind of top-end ways that annuities can be used
[01:09:06.940 --> 01:09:06.940]   and a couple of really kind of top-end ways that annuities can be used
[01:09:06.980 --> 01:09:36.960]  ,
[01:09:36.960 --> 01:09:36.960]   and a couple of really kind of top-end ways that annuities can be used
[01:09:36.960 --> 01:09:36.960]   and a couple of really kind of top-end ways that annuities can be used
[01:09:36.960 --> 01:09:36.960]   and a couple of really kind of top-end ways that annuities can be used
[01:09:36.960 --> 01:09:36.960]   and a couple of really kind of top-end ways that annuities can be used
[01:09:36.960 --> 01:09:36.960]   and a couple of really kind of top-end ways that annuities can be used
[01:09:36.960 --> 01:09:36.960]   and a couple of really kind of top-end ways that annuities can be used
[01:09:36.960 --> 01:09:36.960]   and a couple of really kind of top-end ways that annuities can be used
[01:09:36.960 --> 01:09:36.960]   and a couple of really kind of top-end ways that annuities can be used
[01:09:36.960 --> 01:09:36.960]   and a couple of really kind of top-end ways that annuities can be used
[01:09:36.960 --> 01:09:36.960]   and a couple of really kind of top-end ways that annuities can be used
[01:09:36.980 --> 01:09:39.480]   to get yourself outside of the U.S.
[01:09:39.480 --> 01:09:41.660]   and not be underneath the U.S. judge's jurisdiction.
[01:09:41.660 --> 01:09:43.100]   Go back to the text.
[01:09:43.100 --> 01:09:45.620]   If the transfer is not voidable under U.S. law,
[01:09:45.620 --> 01:09:48.400]   then you don't even test the offshore aspect of your plan.
[01:09:48.400 --> 01:09:51.140]   In other words, you'll have other layers of defense
[01:09:51.140 --> 01:09:54.440]   that need to be breached before the offshore aspect kicks in.
[01:09:54.440 --> 01:09:58.800]   This is what asset protection plan is referred to as multi-layered protection,
[01:09:58.800 --> 01:10:00.220]   or defense in depth.
[01:10:00.220 --> 01:10:01.820]   In regards to this strategy,
[01:10:01.820 --> 01:10:05.440]   it's usually not wise to use an offshore asset protection trust
[01:10:05.440 --> 01:10:06.620]   as a first line of defense,
[01:10:06.620 --> 01:10:06.980]   and it's usually not wise to use an offshore asset protection trust
[01:10:06.980 --> 01:10:06.980]   as a first line of defense,
[01:10:06.980 --> 01:10:06.980]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:10:07.000 --> 01:10:37.000]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:10:37.000 --> 01:10:37.000]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:10:37.000 --> 01:10:37.000]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:10:37.000 --> 01:10:37.000]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:10:37.000 --> 01:10:37.000]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:10:37.000 --> 01:10:37.000]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:10:37.000 --> 01:10:37.000]   and it's usually not wise to use an offshore asset protection as a first line of defense,
[01:10:37.000 --> 01:10:37.000]   and it's usually not wise to use an offshore asset protection as a first line of defense as a first line of defense,
[01:10:37.040 --> 01:11:07.020]  ,
[01:11:07.020 --> 01:11:07.020]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:11:07.020 --> 01:11:07.020]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:11:07.020 --> 01:11:07.020]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:11:07.020 --> 01:11:07.020]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:11:07.020 --> 01:11:07.020]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:11:07.020 --> 01:11:07.020]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:11:07.020 --> 01:11:07.020]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:11:07.040 --> 01:11:37.040]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:11:37.040 --> 01:11:37.040]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:11:37.040 --> 01:11:37.040]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:11:37.040 --> 01:11:37.040]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:11:37.040 --> 01:11:37.040]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:11:37.040 --> 01:11:37.040]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:11:37.040 --> 01:11:37.040]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:11:37.040 --> 01:11:37.040]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:11:37.040 --> 01:11:37.040]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:11:37.080 --> 01:12:07.060]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:12:07.060 --> 01:12:07.060]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:12:07.060 --> 01:12:07.060]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:12:07.060 --> 01:12:07.060]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:12:07.060 --> 01:12:07.060]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:12:07.080 --> 01:12:37.080]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:12:37.080 --> 01:12:37.080]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:12:37.080 --> 01:12:37.080]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:12:37.080 --> 01:12:37.080]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:12:37.080 --> 01:12:37.080]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:12:37.080 --> 01:12:37.080]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:12:37.080 --> 01:12:37.080]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:12:37.080 --> 01:12:37.080]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:12:37.080 --> 01:12:37.080]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:12:37.120 --> 01:13:07.100]  ,
[01:13:07.100 --> 01:13:07.100]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:13:07.100 --> 01:13:07.100]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:13:07.100 --> 01:13:07.100]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:13:07.100 --> 01:13:07.100]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:13:07.100 --> 01:13:07.100]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:13:07.100 --> 01:13:07.100]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:13:07.120 --> 01:13:37.120]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:13:37.120 --> 01:13:37.120]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:13:37.120 --> 01:13:37.120]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:13:37.120 --> 01:13:37.120]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:13:37.120 --> 01:13:37.120]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:13:37.120 --> 01:13:37.120]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:13:37.120 --> 01:13:37.120]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:13:37.120 --> 01:13:37.120]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:13:37.120 --> 01:13:37.120]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:13:37.160 --> 01:14:07.140]  ,
[01:14:07.140 --> 01:14:07.140]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:14:07.140 --> 01:14:07.140]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:14:07.140 --> 01:14:07.140]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:14:07.140 --> 01:14:07.140]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:14:07.140 --> 01:14:07.140]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:14:07.140 --> 01:14:07.140]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:14:07.140 --> 01:14:07.140]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:14:07.160 --> 01:14:37.160]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:14:37.160 --> 01:14:37.160]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:14:37.160 --> 01:14:37.160]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:14:37.160 --> 01:14:37.160]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:14:37.160 --> 01:14:37.160]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:14:37.160 --> 01:14:37.160]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:14:37.160 --> 01:14:37.160]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:14:37.160 --> 01:14:37.160]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:14:37.160 --> 01:14:37.160]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:14:37.160 --> 01:15:07.180]  ,
[01:15:07.180 --> 01:15:07.180]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:15:07.180 --> 01:15:07.180]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:15:07.180 --> 01:15:07.180]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:15:07.180 --> 01:15:07.180]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:15:07.180 --> 01:15:07.180]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:15:07.180 --> 01:15:07.180]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:15:07.180 --> 01:15:07.180]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:15:07.200 --> 01:15:37.200]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:15:37.200 --> 01:15:37.200]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:15:37.200 --> 01:15:37.200]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:15:37.200 --> 01:15:37.200]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:15:37.200 --> 01:15:37.200]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:15:37.200 --> 01:15:37.200]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:15:37.200 --> 01:15:37.200]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:15:37.200 --> 01:15:37.200]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:15:37.200 --> 01:15:37.200]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:15:37.240 --> 01:16:07.220]  ,
[01:16:07.220 --> 01:16:07.220]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:16:07.220 --> 01:16:07.220]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:16:07.220 --> 01:16:07.220]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:16:07.220 --> 01:16:07.220]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:16:07.220 --> 01:16:07.220]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:16:07.240 --> 01:16:37.240]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:16:37.240 --> 01:16:37.240]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:16:37.240 --> 01:16:37.240]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:16:37.240 --> 01:16:37.240]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:16:37.240 --> 01:16:37.240]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:16:37.240 --> 01:16:37.240]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:16:37.240 --> 01:16:37.240]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:16:37.240 --> 01:16:37.240]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:16:37.240 --> 01:16:37.240]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:16:37.280 --> 01:17:07.260]  ,
[01:17:07.260 --> 01:17:07.260]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:17:07.260 --> 01:17:07.260]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:17:07.260 --> 01:17:07.260]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:17:07.260 --> 01:17:07.260]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:17:07.260 --> 01:17:07.260]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:17:07.260 --> 01:17:07.260]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:17:07.260 --> 01:17:07.260]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:17:07.260 --> 01:17:07.260]   and it's usually not wise to use an offshore asset protection as a first line of defense,
[01:17:07.280 --> 01:17:37.280]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:17:37.280 --> 01:17:37.280]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:17:37.280 --> 01:17:37.280]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:17:37.280 --> 01:17:37.280]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:17:37.280 --> 01:17:37.280]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:17:37.280 --> 01:17:37.280]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:17:37.280 --> 01:17:37.280]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:17:37.280 --> 01:17:37.280]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:17:37.280 --> 01:17:37.280]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:17:37.320 --> 01:18:07.300]  ,
[01:18:07.300 --> 01:18:07.300]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:18:07.300 --> 01:18:07.300]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:18:07.300 --> 01:18:07.300]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:18:07.300 --> 01:18:07.300]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:18:07.300 --> 01:18:07.300]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:18:07.300 --> 01:18:07.300]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:18:07.320 --> 01:18:37.320]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:18:37.320 --> 01:18:37.320]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:18:37.320 --> 01:18:37.320]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:18:37.320 --> 01:18:37.320]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:18:37.320 --> 01:18:37.320]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:18:37.320 --> 01:18:37.320]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:18:37.320 --> 01:18:37.320]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:18:37.320 --> 01:18:37.320]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:18:37.320 --> 01:18:37.320]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:18:37.360 --> 01:19:07.340]  ,
[01:19:07.340 --> 01:19:07.340]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:19:07.340 --> 01:19:07.340]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:19:07.340 --> 01:19:07.340]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:19:07.340 --> 01:19:07.340]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:19:07.340 --> 01:19:07.340]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:19:07.340 --> 01:19:07.340]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:19:07.360 --> 01:19:37.360]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:19:37.360 --> 01:19:37.360]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:19:37.360 --> 01:19:37.360]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:19:37.360 --> 01:19:37.360]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:19:37.360 --> 01:19:37.360]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:19:37.360 --> 01:19:37.360]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:19:37.360 --> 01:19:37.360]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:19:37.360 --> 01:19:37.360]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:19:37.360 --> 01:19:37.360]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:19:37.360 --> 01:20:07.380]  ,
[01:20:07.380 --> 01:20:07.380]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:20:07.380 --> 01:20:07.380]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:20:07.380 --> 01:20:07.380]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:20:07.380 --> 01:20:07.380]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:20:07.380 --> 01:20:07.380]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:20:07.380 --> 01:20:07.380]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:20:07.400 --> 01:20:37.400]   I'm not saying that it's not wise to use an offshore asset protection trust as a first line of defense,
[01:20:37.400 --> 01:20:37.400]   I'm not saying that it's not wise to use an offshore asset protection trust as a first line of defense,
[01:20:37.400 --> 01:20:37.400]   I'm not saying that it's not wise to use an offshore asset protection trust as a first line of defense,
[01:20:37.400 --> 01:20:37.400]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:20:37.400 --> 01:20:37.400]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:20:37.400 --> 01:20:37.400]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:20:37.400 --> 01:20:37.400]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:20:37.400 --> 01:20:37.400]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:20:37.400 --> 01:20:37.400]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:20:37.400 --> 01:21:07.420]   I'm not saying that it's not wise to use an offshore asset protection trust as a first line of defense,
[01:21:07.420 --> 01:21:07.420]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:21:07.420 --> 01:21:07.420]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:21:07.420 --> 01:21:07.420]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:21:07.420 --> 01:21:07.420]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:21:07.420 --> 01:21:07.420]   and it's usually not wise to use an offshore asset protection as a first line of defense,
[01:21:07.440 --> 01:21:37.440]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:21:37.440 --> 01:21:37.440]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:21:37.440 --> 01:21:37.440]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:21:37.440 --> 01:21:37.440]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:21:37.440 --> 01:21:37.440]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:21:37.440 --> 01:21:37.440]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:21:37.440 --> 01:21:37.440]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:21:37.440 --> 01:21:37.440]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:21:37.440 --> 01:21:37.440]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:21:37.480 --> 01:22:07.460]  ,
[01:22:07.460 --> 01:22:07.460]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:22:07.460 --> 01:22:07.460]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:22:07.460 --> 01:22:07.460]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:22:07.460 --> 01:22:07.460]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:22:07.460 --> 01:22:07.460]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:22:07.460 --> 01:22:07.460]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:22:07.460 --> 01:22:07.460]   and it's usually not wise to use an offshore asset protection trust as a first line of defense,
[01:22:07.480 --> 01:22:37.480]   The value of the CRT's corpus is evaluated annually in order to determine the actual dollar amount distributed.
[01:22:37.480 --> 01:22:37.480]   We'll discuss the NIMCRUT later.
[01:22:37.480 --> 01:22:37.480]   For a CRT to qualify a charitable remainder trust to qualify as such,
[01:22:37.480 --> 01:22:37.480]   It must meet the following criteria.
[01:22:37.480 --> 01:22:37.480]   A CRT must pay at least 5%, but no more than 50% of its initial corpus annually.
[01:22:37.480 --> 01:22:37.480]   A CRT must pay at least 5%, but no more than 50% of its corpus in accordance with its annual valuation amount.
[01:22:37.480 --> 01:22:37.480]   At least 10% of the CRT's initial corpus must pass as a remainder.
[01:22:37.480 --> 01:22:37.480]   At least 10% of the CRT's initial corpus must pass as a remainder.
[01:22:37.480 --> 01:22:37.480]   At least 10% of the CRT's initial corpus must pass as a remainder.
[01:22:37.480 --> 01:22:37.480]   At least 10% of the CRT's initial corpus must pass as a remainder.
[01:22:37.480 --> 01:22:37.480]   At least 10% of the CRT's initial corpus must pass as a remainder.
[01:22:37.480 --> 01:23:07.500]   a CRT may last a maximum of 20 years or for the lifetime or lives of the grantors.
[01:23:07.500 --> 01:23:07.500]   When the grantors die, all remaining trust assets must pass to a charity that meets the criteria set forth in section 170 of the Internal Revenue Code. CRTs are ideal for almost anyone who plans to give away some of their estate to charity when they die. This is because a normal charitable gift upon their death only qualifies for an estate tax deduction, wherein the gift is not included in the grantor's taxable estate. However, property is not included in the CRT's taxable estate.
[01:23:07.500 --> 01:23:07.500]  , but the CRT's property is not included in the CRT's taxable estate.
[01:23:07.500 --> 01:23:07.500]  , but the CRT's property is not included in the CRT's taxable estate.
[01:23:07.520 --> 01:23:37.520]   CRT's property is not included in the CRT's taxable estate.
[01:23:37.520 --> 01:23:37.520]   The CRT's property is not included in the CRT's taxable estate.
[01:23:37.520 --> 01:23:37.520]   The CRT's property is not included in the CRT's taxable estate.
