
[00:00:00.000 --> 00:00:03.080]   (slow hip hop music)
[00:38:39.200 --> 00:38:40.720]   - And then you put the thing on the 'Gram,
[00:38:40.720 --> 00:38:41.920]   the little clip, and people was going crazy.
[00:38:41.920 --> 00:38:44.680]   - Yes, bro, the little Discard video that I had dropped.
[00:38:44.680 --> 00:38:47.400]   But, yeah, they were going crazy over the music, bro.
[00:38:47.400 --> 00:38:48.240]   They love it, bro.
[00:38:48.240 --> 00:38:49.400]   So I'm gonna definitely just keep going with it.
[00:38:49.400 --> 00:38:51.320]   I feel like it's gonna be great worldwide.
[00:38:51.320 --> 00:38:53.440]   I can't wait 'til so many more people hear my music, bro.
[00:38:53.440 --> 00:38:55.960]   - Especially when you get back and you're killing
[00:38:55.960 --> 00:38:57.680]   on the court like you're going to very soon.
[00:38:57.680 --> 00:38:58.520]   - Facts.
[00:38:58.520 --> 00:38:59.360]   - And then you're doing the music on top.
[00:38:59.360 --> 00:39:01.600]   Bro, keep sharing your message.
[00:39:01.600 --> 00:39:03.600]   Like, even though your story is so painful,
[00:39:03.600 --> 00:39:07.320]   like, that is an inspiring story, bro.
[00:39:07.320 --> 00:39:08.680]   And it's a testimony to God.
[00:39:08.680 --> 00:39:12.260]   Like, God says, like, your testimony will bring,
[00:39:12.260 --> 00:39:15.040]   people's testimony will bring other people to him.
[00:39:15.040 --> 00:39:18.560]   So that is, you know, you can really do that, bro.
[00:39:18.560 --> 00:39:20.600]   But I appreciate you for being you, dog.
[00:39:20.600 --> 00:39:21.420]   I appreciate you.
[00:39:21.420 --> 00:39:23.260]   I know you was scared to hop on the podcast.
[00:39:23.260 --> 00:39:24.880]   - Yeah, I was scared.
[00:39:24.880 --> 00:39:26.960]   - I hope I didn't ask you too many crazy questions, bro.
[00:39:26.960 --> 00:39:28.200]   - No, it was perfect, bro.
[00:39:28.200 --> 00:39:29.040]   It was perfect, man.
[00:39:29.040 --> 00:39:30.240]   I had a dope time here, bro.
[00:39:30.240 --> 00:39:32.200]   So I thank you for that, bro, for sure.
[00:39:32.200 --> 00:39:33.720]   - Curious Mike out.
[00:39:33.720 --> 00:39:34.560]   ♪ The name's FPJ ♪
[00:39:34.560 --> 00:39:35.400]   - Yes, sir.
[00:39:35.400 --> 00:39:37.960]   (hip hop music)
[00:39:37.960 --> 00:39:39.200]   Yes, sir.
[00:39:39.200 --> 00:39:40.040]   - My God, dog.
[00:39:40.040 --> 00:39:41.000]   It's a great job, dog.
[00:39:41.000 --> 00:39:41.840]   Fact.
[00:39:41.840 --> 00:39:42.660]   - Bro, I appreciate you, bro.
[00:39:42.660 --> 00:39:43.500]   - Yeah, for sure, man.
[00:39:43.500 --> 00:39:44.340]   You my guy.
[00:39:44.340 --> 00:39:45.160]   I ain't gonna lie.
[00:39:45.160 --> 00:39:46.000]   I really don't be doing the podcast.
[00:39:46.000 --> 00:39:47.320]   - I know, 'cause it's--
[00:39:47.320 --> 00:39:49.240]   - But it just always blow up, bro.
[00:39:49.240 --> 00:39:50.080]   - I know, bro.
[00:39:50.080 --> 00:39:52.200]   - And you know, everybody does everything for clickbait, bro.
[00:39:52.200 --> 00:39:53.040]   - Everything.
[00:39:53.040 --> 00:39:53.880]   You know, I'm not finna put,
[00:39:53.880 --> 00:39:55.740]   "Oh, Bones Highlands talks about--"
[00:39:55.740 --> 00:39:56.580]   - Yeah, that's it.
[00:39:56.580 --> 00:39:58.240]   - About, you know, like--
[00:39:58.240 --> 00:39:59.080]   - Oh my God, bro.
[00:39:59.080 --> 00:40:00.440]   - I really wanted to get you on here.
[00:40:00.440 --> 00:40:02.240]   The main thing was, like, your story, bro,
[00:40:02.240 --> 00:40:03.080]   'cause I know it's not something
[00:40:03.080 --> 00:40:04.760]   you really talk about a lot,
[00:40:04.760 --> 00:40:07.520]   but it is, like, bro.
[00:40:07.520 --> 00:40:10.000]   You can change people's lives with your story, bro.
[00:40:10.000 --> 00:40:11.680]   - I feel like once a lot of people, like,
[00:40:11.680 --> 00:40:12.520]   were over here, they gonna be like,
[00:40:12.520 --> 00:40:13.340]   "Damn."
[00:40:13.340 --> 00:40:14.180]   Like, a lot of people, to this day, like,
[00:40:14.180 --> 00:40:15.760]   "Damn, that shit's fucking crazy."
[00:40:15.760 --> 00:40:18.320]   Like, what really made it, like, viral
[00:40:18.320 --> 00:40:20.160]   when we played in Philly, bro,
[00:40:20.160 --> 00:40:21.000]   and all the people came,
[00:40:21.000 --> 00:40:22.560]   and you know, I had explained my story,
[00:40:22.560 --> 00:40:24.520]   but I had dropped, you know, tears, you know,
[00:40:24.520 --> 00:40:26.040]   in the press conference.
[00:40:26.040 --> 00:40:27.360]   You know, I couldn't hold it in, bro.
[00:40:27.360 --> 00:40:28.480]   I just dropped tears, bro,
[00:40:28.480 --> 00:40:30.720]   and that really, like, blew up, man.
[00:40:30.720 --> 00:40:32.200]   A lot of people had caught up to my story,
[00:40:32.200 --> 00:40:34.480]   and like, "Damn, this kid is, like, inspiring."
[00:40:34.480 --> 00:40:36.680]   Like, it's no way he's still going.
[00:40:36.680 --> 00:40:37.500]   He's still smiling.
[00:40:37.500 --> 00:40:38.340]   He's just this joyful kid and shit like that.
[00:40:38.340 --> 00:40:39.920]   - I can't believe that, bro.
[00:40:39.920 --> 00:40:41.520]   Like, you literally just-- - Yeah.
[00:40:41.520 --> 00:40:43.440]   - You literally just was in your room chilling,
[00:40:43.440 --> 00:40:44.760]   and then you look out the door,
[00:40:44.760 --> 00:40:45.600]   and the flames were just going crazy.
[00:40:45.600 --> 00:40:46.440]   - Watch, man.
[00:40:46.440 --> 00:40:47.960]   I've never seen nothing like it in my life, bro.
[00:40:47.960 --> 00:40:49.680]   Just imagine you open a door, bro,
[00:40:49.680 --> 00:40:52.160]   and it's like, are you seeing this orange, blue,
[00:40:52.160 --> 00:40:53.000]   and, like, red?
[00:40:53.000 --> 00:40:55.200]   - Isn't that the craziest thing?
[00:40:55.200 --> 00:40:56.520]   - That was really, like, some movie shit.
[00:40:56.520 --> 00:40:57.560]   I watch movies, bro.
[00:40:57.560 --> 00:41:00.480]   It's like, they got all the time in the world, bro,
[00:41:00.480 --> 00:41:02.480]   to, like, just do all this fucking thinking,
[00:41:02.480 --> 00:41:05.000]   and it's like, you don't have that time, bro.
[00:41:05.000 --> 00:41:07.320]   I probably was in that room for, like, three minutes, bro.
[00:41:07.320 --> 00:41:09.280]   - And then you just was ready to give up and just--
[00:41:09.280 --> 00:41:10.720]   - Yeah, bro, I was gonna go, bro.
[00:41:10.720 --> 00:41:11.960]   I'm not gonna lie. - I can't believe that, bro.
[00:41:11.960 --> 00:41:12.800]   - I was gonna go.
[00:41:12.800 --> 00:41:14.520]   Like, the whole room was just cloudy
[00:41:14.520 --> 00:41:18.320]   and just full of, like, black smoke just coming in.
[00:41:18.320 --> 00:41:19.400]   I'm like, "Nah."
[00:41:19.400 --> 00:41:21.560]   But, you know, God's voice is so powerful, bro.
[00:41:21.560 --> 00:41:22.400]   - Bro, you heard it.
[00:41:22.400 --> 00:41:23.220]   You heard it. - Yes, bro.
[00:41:23.220 --> 00:41:25.800]   I swear, I was sitting there on my knees, bro,
[00:41:25.800 --> 00:41:26.960]   just ready just to go, bro.
[00:41:26.960 --> 00:41:28.280]   I just was like, "Damn, like, all right.
[00:41:28.280 --> 00:41:29.600]   "If it's my time, it's my time."
[00:41:29.600 --> 00:41:31.560]   Like, you know, I feel like, you know,
[00:41:31.560 --> 00:41:32.640]   when God gives his time to people,
[00:41:32.640 --> 00:41:34.120]   it's like, you know, he's calling them home.
[00:41:34.120 --> 00:41:35.640]   So I'm like, "All right, it is what it is.
[00:41:35.640 --> 00:41:36.560]   "Like, I'm just gonna go."
[00:41:36.560 --> 00:41:38.680]   But, bro, his voice so powerful, bro.
[00:41:38.680 --> 00:41:40.200]   I just heard it in my head, bro.
[00:41:40.200 --> 00:41:41.040]   Just get up.
[00:41:41.040 --> 00:41:41.860]   I got you.
[00:41:41.860 --> 00:41:42.700]   Like, just get up.
[00:41:42.700 --> 00:41:44.160]   - And then the reason your little nephew survived
[00:41:44.160 --> 00:41:46.040]   was because your grandma-- - My grandma was--
[00:41:46.040 --> 00:41:46.880]   - Hovering over him.
[00:41:46.880 --> 00:41:47.700]   - Hovered over him. - Yeah.
[00:41:47.700 --> 00:41:49.720]   - And she's burnt, charcoal, and then he survived.
[00:41:49.720 --> 00:41:51.400]   - Yep, mm-hmm, right over top, bro.
[00:41:51.400 --> 00:41:53.280]   - I can't believe, you said he was three weeks old.
[00:41:53.280 --> 00:41:54.520]   - He was three weeks, yeah.
[00:41:54.520 --> 00:41:57.200]   - I just can't believe, like, the smoke inhalation.
[00:41:57.200 --> 00:41:58.040]   - That's the grace of God.
[00:41:58.040 --> 00:41:58.880]   That was so crazy.
[00:41:58.880 --> 00:42:00.840]   Like, literally went to the hospital that night.
[00:42:00.840 --> 00:42:05.640]   Like, my grandma, she didn't, like, say she passed away yet.
[00:42:05.640 --> 00:42:08.120]   I think it, like, got to her, like, almost the next day,
[00:42:08.120 --> 00:42:10.200]   like, the middle of the night, and said she passed.
[00:42:10.200 --> 00:42:13.320]   But, like, I just kept hearing my, like, my nephew,
[00:42:13.320 --> 00:42:15.520]   he's, like, he has a chance to make it.
[00:42:15.520 --> 00:42:16.360]   Like, he's alive.
[00:42:16.360 --> 00:42:19.480]   Like, I'm like, "Wow, this is fucking crazy, bro."
[00:42:19.480 --> 00:42:22.200]   Like, but they sent up my other baby cousin that passed,
[00:42:22.200 --> 00:42:25.200]   but we literally had one more, just, like, just here.
[00:42:25.200 --> 00:42:26.600]   That's just the grace of God, bro.
[00:42:26.600 --> 00:42:27.440]   Like, it's just crazy.
[00:42:27.440 --> 00:42:28.280]   - Wait, who ran in?
[00:42:28.280 --> 00:42:29.960]   Was it the ambulance that ran in there and got them,
[00:42:29.960 --> 00:42:30.800]   or who was it?
[00:42:30.800 --> 00:42:32.200]   - Yeah, yeah, the ambulance ran in there and got them.
[00:42:32.200 --> 00:42:36.720]   But it, like, I live, like, literally down the street
[00:42:36.720 --> 00:42:38.720]   from the fire station.
[00:42:38.720 --> 00:42:40.640]   They took so long to get there.
[00:42:40.640 --> 00:42:43.480]   I'm like, bro, like, I swear to God, I can walk down there.
[00:42:43.480 --> 00:42:46.600]   Like, I'm like, bro, it's literally two blocks away.
[00:42:46.600 --> 00:42:48.520]   I don't understand what the fuck is taking so long,
[00:42:48.520 --> 00:42:50.360]   but they took forever to get there.
[00:42:50.360 --> 00:42:52.360]   But yeah, when they had walked out and walked them out
[00:42:52.360 --> 00:42:54.000]   and on a little stretcher thing, man,
[00:42:54.000 --> 00:42:56.640]   that shit was, like, really scary to see, dawg.
[00:42:56.640 --> 00:42:59.720]   But I'm just glad, like, I have, like, you know,
[00:42:59.720 --> 00:43:01.840]   you know, Lil Izzy here to, like,
[00:43:01.840 --> 00:43:03.400]   'cause he don't really know.
[00:43:03.400 --> 00:43:05.360]   But, like, he asked me, like, you know,
[00:43:05.360 --> 00:43:07.360]   "We survived the fire, dah, dah, dah," like,
[00:43:07.360 --> 00:43:10.080]   and he don't really know what he really overcame, though.
[00:43:10.080 --> 00:43:10.920]   It's just, like, kind of-
[00:43:10.920 --> 00:43:11.760]   - He's five now?
[00:43:11.760 --> 00:43:12.580]   - Yeah, he's five now.
[00:43:12.580 --> 00:43:13.520]   Yeah, yeah, he don't really know, though.
[00:43:13.520 --> 00:43:15.000]   I'm just, like, damn, like,
[00:43:15.000 --> 00:43:16.320]   he's starting to catch on a little bit.
[00:43:16.320 --> 00:43:18.960]   So I know eventually, though, he gonna ask me, like,
[00:43:18.960 --> 00:43:21.480]   you know, what happened, and, you know,
[00:43:21.480 --> 00:43:24.120]   'cause he be like, "Oh, I survived a house fire.
[00:43:24.120 --> 00:43:25.540]   "I, dah, dah, dah," and I'm like,
[00:43:25.540 --> 00:43:26.880]   "Damn, man, how the fuck do you know this?"
[00:43:26.880 --> 00:43:29.160]   Like, he catch on, though.
[00:43:29.160 --> 00:43:31.280]   But I know eventually, though, he gonna, like,
[00:43:31.280 --> 00:43:34.040]   yeah, bro, everybody loves him, bro.
[00:43:34.040 --> 00:43:36.760]   He still, oh my God, he remembers your name, bro.
[00:43:36.760 --> 00:43:39.760]   Yes, bro, he don't forget nobody name, bro.
[00:43:39.760 --> 00:43:42.000]   He dead-ass remembers your name, bro.
[00:43:42.000 --> 00:43:43.160]   He is crazy, dawg.
[00:43:43.160 --> 00:43:44.240]   Like, everybody on the team,
[00:43:44.240 --> 00:43:45.960]   he don't forget nobody name, bro.
[00:43:45.960 --> 00:43:47.000]   - Nah, he cool.
[00:43:47.000 --> 00:43:48.560]   - He like, you know, Sean, your old team,
[00:43:48.560 --> 00:43:50.760]   the Dipper Nuggies, (laughs)
[00:43:50.760 --> 00:43:54.880]   you play with the new team, the Clippers. (laughs)

