
[00:00:00.040 --> 00:00:09.540]   granddaughter
[01:00:14.480 --> 01:00:14.480]   I have no concept of how to deal with the government.
[01:00:14.480 --> 01:00:44.500]   I have no concept of how to deal with the government.
[01:00:44.500 --> 01:00:44.500]   I have no concept of how to deal with the government.
[01:00:44.500 --> 01:00:44.500]   I have no concept of how to deal with the government.
[01:00:44.500 --> 01:00:44.500]   I have no concept of how to deal with the government.
[01:00:44.500 --> 01:00:44.500]   I have no concept of how to deal with the government.
[01:00:44.500 --> 01:00:44.500]   I have no concept of how to deal with the government.
[01:00:44.520 --> 01:01:14.520]   I have no concept of how to deal with the government.
[01:01:14.520 --> 01:01:14.520]   I have no concept of how to deal with the government.
[01:01:14.520 --> 01:01:14.520]   I have no concept of how to deal with the government.
[01:01:14.520 --> 01:01:14.520]   I have no concept of how to deal with the government.
[01:01:14.520 --> 01:01:14.520]   I have no concept of how to deal with the government.
[01:01:14.520 --> 01:01:14.520]   I have no concept of how to deal with the government.
[01:01:14.520 --> 01:01:14.520]   I have no concept of how to deal with the government.
[01:01:14.520 --> 01:01:14.520]   I have no concept of how to deal with the government.
[01:01:14.520 --> 01:01:14.520]   I have no concept of how to deal with the government.
[01:01:14.520 --> 01:01:14.520]   I have no concept of how to deal with the government.
[01:01:14.520 --> 01:01:14.520]   I have no concept of how to deal with the government.
[01:01:14.520 --> 01:01:14.520]   I have no concept of how to deal with the government.
[01:01:14.520 --> 01:01:14.520]   I have no concept of how to deal with the government.
[01:01:14.520 --> 01:01:14.520]   I have no concept of how to deal with the government.
[01:01:14.520 --> 01:01:14.520]   I have no concept of how to deal with the government.
[01:01:14.520 --> 01:01:44.540]   I have no concept of how to deal with the government.
[01:01:44.540 --> 01:01:44.540]   I have no concept of how to deal with the government.
[01:01:44.540 --> 01:01:44.540]   I have no concept of how to deal with the government.
[01:01:44.540 --> 01:01:44.540]   I have no concept of how to deal with the government.
[01:01:44.540 --> 01:01:44.540]   I have no concept of how to deal with the government.
[01:01:44.540 --> 01:01:44.540]   I have no concept of how to deal with the government.
[01:01:44.540 --> 01:01:44.540]   I have no concept of how to deal with the government.
[01:01:44.540 --> 01:01:44.540]   I have no concept of how to deal with the government.
[01:01:44.560 --> 01:02:14.560]   I have no concept of how to deal with the government.
[01:02:14.560 --> 01:02:14.560]   I have no concept of how to deal with the government.
[01:02:14.560 --> 01:02:14.560]   I have no concept of how to deal with the government.
[01:02:14.560 --> 01:02:14.560]   I have no concept of how to deal with the government.
[01:02:14.560 --> 01:02:14.560]   I have no concept of how to deal with the government.
[01:02:14.560 --> 01:02:14.560]   I have no concept of how to deal with the government.
[01:02:14.560 --> 01:02:14.560]   I have no concept of how to deal with the government.
[01:02:14.560 --> 01:02:14.560]   I have no concept of how to deal with the government.
[01:02:14.560 --> 01:02:14.560]   I have no concept of how to deal with the government.
[01:02:14.560 --> 01:02:14.560]   I have no concept of how to deal with the government.
[01:02:14.560 --> 01:02:14.560]   I have no concept of how to deal with the government.
[01:02:14.560 --> 01:02:14.560]   I have no concept of how to deal with the government.
[01:02:14.560 --> 01:02:14.560]   I have no concept of how to deal with the government.
[01:02:14.560 --> 01:02:14.560]   I have no concept of how to deal with the government.
[01:02:14.560 --> 01:02:14.560]   I have no concept of how to deal with the government.
[01:02:14.560 --> 01:02:44.580]   I have no concept of how to deal with the government.
[01:02:44.580 --> 01:02:44.580]   I have no concept of how to deal with the government.
[01:02:44.580 --> 01:02:44.580]   I have no concept of how to deal with the government.
[01:02:44.580 --> 01:02:44.580]   I have no concept of how to deal with the government.
[01:02:44.580 --> 01:02:44.580]   I have no concept of how to deal with the government.
[01:02:44.580 --> 01:02:44.580]   I have no concept of how to deal with the government.
[01:02:44.580 --> 01:02:44.580]   I have no concept of how to deal with the government.
[01:02:44.580 --> 01:02:44.580]   I have no concept of how to deal with the government.
[01:02:44.600 --> 01:03:14.600]   I have no concept of how to deal with the government.
[01:03:14.600 --> 01:03:14.600]   I have no concept of how to deal with the government.
[01:03:14.600 --> 01:03:14.600]   I have no concept of how to deal with the government.
[01:03:14.600 --> 01:03:14.600]   I have no concept of how to deal with the government.
[01:03:14.600 --> 01:03:14.600]   I have no concept of how to deal with the government.
[01:03:14.600 --> 01:03:14.600]   I have no concept of how to deal with the government.
[01:03:14.600 --> 01:03:14.600]   I have no concept of how to deal with the government.
[01:03:14.600 --> 01:03:14.600]   I have no concept of how to deal with the government.
[01:03:14.600 --> 01:03:14.600]   I have no concept of how to deal with the government.
[01:03:14.600 --> 01:03:14.600]   I have no concept of how to deal with the government.
[01:03:14.600 --> 01:03:14.600]   I have no concept of how to deal with the government.
[01:03:14.600 --> 01:03:14.600]   I have no concept of how to deal with the government.
[01:03:14.600 --> 01:03:14.600]   I have no concept of how to deal with the government.
[01:03:14.600 --> 01:03:14.600]   I have no concept of how to deal with the government.
[01:03:14.600 --> 01:03:14.600]   I have no concept of how to deal with the government.
[01:03:14.600 --> 01:03:44.620]   I have no concept of how to deal with the government.
[01:03:44.620 --> 01:03:44.620]   I have no concept of how to deal with the government.
[01:03:44.620 --> 01:03:44.620]   I have no concept of how to deal with the government.
[01:03:44.620 --> 01:03:44.620]   I have no concept of how to deal with the government.
[01:03:44.620 --> 01:03:44.620]   I have no concept of how to deal with the government.
[01:03:44.620 --> 01:03:44.620]   I have no concept of how to deal with the government.
[01:03:44.640 --> 01:04:14.640]   I have no concept of how to deal with the government.
[01:04:14.640 --> 01:04:14.640]   I have no concept of how to deal with the government.
[01:04:14.640 --> 01:04:14.640]   I have no concept of how to deal with the government.
[01:04:14.640 --> 01:04:14.640]   I have no concept of how to deal with the government.
[01:04:14.640 --> 01:04:14.640]   I have no concept of how to deal with the government.
[01:04:14.640 --> 01:04:14.640]   I have no concept of how to deal with the government.
[01:04:14.640 --> 01:04:14.640]   I have no concept of how to deal with the government.
[01:04:14.640 --> 01:04:14.640]   I have no concept of how to deal with the government.
[01:04:14.640 --> 01:04:14.640]   I have no concept of how to deal with the government.
[01:04:14.640 --> 01:04:14.640]   I have no concept of how to deal with the government.
[01:04:14.640 --> 01:04:14.640]   I have no concept of how to deal with the government.
[01:04:14.640 --> 01:04:14.640]   I have no concept of how to deal with the government.
[01:04:14.640 --> 01:04:14.640]   I have no concept of how to deal with the government.
[01:04:14.640 --> 01:04:14.640]   I have no concept of how to deal with the government.
[01:04:14.640 --> 01:04:14.640]   I have no concept of how to deal with the government.
[01:04:14.640 --> 01:04:44.660]   I have no concept of how to deal with the government.
[01:04:44.660 --> 01:04:44.660]   I have no concept of how to deal with the government.
[01:04:44.660 --> 01:04:44.660]   I have no concept of how to deal with the government.
[01:04:44.660 --> 01:04:44.660]   I have no concept of how to deal with the government.
[01:04:44.660 --> 01:04:44.660]   I have no concept of how to deal with the government.
[01:04:44.660 --> 01:04:44.660]   I have no concept of how to deal with the government.
[01:04:44.660 --> 01:04:44.660]   I have no concept of how to deal with the government.
[01:04:44.680 --> 01:05:14.680]   I have no concept of how to deal with the government.
[01:05:14.680 --> 01:05:14.680]   I have no concept of how to deal with the government.
[01:05:14.680 --> 01:05:14.680]   I have no concept of how to deal with the government.
[01:05:14.680 --> 01:05:14.680]   I have no concept of how to deal with the government.
[01:05:14.680 --> 01:05:14.680]   I have no concept of how to deal with the government.
[01:05:14.680 --> 01:05:14.680]   I have no concept of how to deal with the government.
[01:05:14.680 --> 01:05:14.680]   I have no concept of how to deal with the government.
[01:05:14.680 --> 01:05:14.680]   I have no concept of how to deal with the government.
[01:05:14.680 --> 01:05:14.680]   I have no concept of how to deal with the government.
[01:05:14.680 --> 01:05:14.680]   I have no concept of how to deal with the government.
[01:05:14.680 --> 01:05:14.680]   I have no concept of how to deal with the government.
[01:05:14.680 --> 01:05:14.680]   I have no concept of how to deal with the government.
[01:05:14.680 --> 01:05:14.680]   I have no concept of how to deal with the government.
[01:05:14.680 --> 01:05:14.680]   I have no concept of how to deal with the government.
[01:05:14.680 --> 01:05:14.680]   I have no concept of how to deal with the government.
[01:05:14.680 --> 01:05:44.700]  ,
[01:05:44.700 --> 01:05:44.700]   I have no concept of how to deal with the government.
[01:05:44.700 --> 01:05:44.700]   I have no concept of how to deal with the government.
[01:05:44.700 --> 01:05:44.700]   I have no concept of how to deal with the government.
[01:05:44.700 --> 01:05:44.700]   I have no concept of how to deal with the government.
[01:05:44.700 --> 01:05:44.700]   I have no concept of how to deal with the government.
[01:05:44.700 --> 01:05:44.700]   I have no concept of how to deal with the government.
[01:05:44.700 --> 01:05:44.700]   I have no concept of how to deal with the government.
[01:05:44.720 --> 01:06:14.720]   I have no concept of how to deal with the government.
[01:06:14.720 --> 01:06:14.720]   I have no concept of how to deal with the government.
[01:06:14.720 --> 01:06:14.720]   I have no concept of how to deal with the government.
[01:06:14.720 --> 01:06:14.720]   I have no concept of how to deal with the government.
[01:06:14.720 --> 01:06:14.720]   I have no concept of how to deal with the government.
[01:06:14.720 --> 01:06:14.720]   I have no concept of how to deal with the government.
[01:06:14.720 --> 01:06:14.720]   I have no concept of how to deal with the government.
[01:06:14.720 --> 01:06:14.720]   I have no concept of how to deal with the government.
[01:06:14.720 --> 01:06:14.720]   I have no concept of how to deal with the government.
[01:06:14.720 --> 01:06:14.720]   I have no concept of how to deal with the government.
[01:06:14.720 --> 01:06:14.720]   I have no concept of how to deal with the government.
[01:06:14.720 --> 01:06:14.720]   I have no concept of how to deal with the government.
[01:06:14.720 --> 01:06:14.720]   I have no concept of how to deal with the government.
[01:06:14.720 --> 01:06:14.720]   I have no concept of how to deal with the government.
[01:06:14.720 --> 01:06:14.720]   I have no concept of how to deal with the government.
[01:06:14.720 --> 01:06:44.740]   I have no concept of how to deal with the government.
[01:06:44.740 --> 01:06:44.740]   I have no concept of how to deal with the government.
[01:06:44.740 --> 01:06:44.740]   I have no concept of how to deal with the government.
[01:06:44.740 --> 01:06:44.740]   I have no concept of how to deal with the government.
[01:06:44.740 --> 01:06:44.740]   I have no concept of how to deal with the government.
[01:06:44.740 --> 01:06:44.740]   I have no concept of how to deal with the government.
[01:06:44.740 --> 01:06:44.740]   I have no concept of how to deal with the government.
[01:06:44.760 --> 01:07:14.760]   You have no concept of how to deal with the government.
[01:07:14.760 --> 01:07:14.760]   You have no concept of how to deal with the government.
[01:07:14.760 --> 01:07:14.760]   You have no concept of how to deal with the government.
[01:07:14.760 --> 01:07:14.760]   You have no concept of how to deal with the government.
[01:07:14.760 --> 01:07:14.760]   You have no concept of how to deal with the government.
[01:07:14.760 --> 01:07:14.760]   You have no concept of how to deal with the government.
[01:07:14.760 --> 01:07:14.760]   You have no concept of how to deal with the government.
[01:07:14.760 --> 01:07:14.760]   You have no concept of how to deal with the government.
[01:07:14.760 --> 01:07:14.760]   You have no concept of how to deal with the government.
[01:07:14.760 --> 01:07:14.760]   You have no concept of how to deal with the government.
[01:07:14.760 --> 01:07:14.760]   You have no concept of how to deal with the government.
[01:07:14.760 --> 01:07:14.760]   You have no concept of how to deal with the government.
[01:07:14.760 --> 01:07:14.760]   You have no concept of how to deal with the government.
[01:07:14.760 --> 01:07:14.760]   You have no concept of how to deal with the government.
[01:07:14.760 --> 01:07:14.760]   You have no concept of how to deal with the government.
[01:07:14.760 --> 01:07:44.780]   You have no concept of how to deal with the government.
[01:07:44.780 --> 01:07:44.780]   You have no concept of how to deal with the government.
[01:07:44.780 --> 01:07:44.780]   You have no concept of how to deal with the government.
[01:07:44.780 --> 01:07:44.780]   You have no concept of how to deal with the government.
[01:07:44.780 --> 01:07:44.780]   You have no concept of how to deal with the government.
[01:07:44.780 --> 01:07:44.780]   You have no concept of how to deal with the government.
[01:07:44.780 --> 01:07:44.780]   You have no concept of how to deal with the government.
[01:07:44.780 --> 01:07:44.780]   You have no concept of how to deal with the government.
[01:07:44.800 --> 01:08:14.800]   You have no concept of how to deal with the government.
[01:08:14.800 --> 01:08:14.800]   You have no concept of how to deal with the government.
[01:08:14.800 --> 01:08:14.800]   You have no concept of how to deal with the government.
[01:08:14.800 --> 01:08:14.800]   You have no concept of how to deal with the government.
[01:08:14.800 --> 01:08:14.800]   You have no concept of how to deal with the government.
[01:08:14.800 --> 01:08:14.800]   You have no concept of how to deal with the government.
[01:08:14.800 --> 01:08:14.800]   You have no concept of how to deal with the government.
[01:08:14.800 --> 01:08:14.800]   You have no concept of how to deal with the government.
[01:08:14.800 --> 01:08:14.800]   You have no concept of how to deal with the government.
[01:08:14.800 --> 01:08:14.800]   You have no concept of how to deal with the government.
[01:08:14.800 --> 01:08:14.800]   You have no concept of how to deal with the government.
[01:08:14.800 --> 01:08:14.800]   You have no concept of how to deal with the government.
[01:08:14.800 --> 01:08:14.800]   You have no concept of how to deal with the government.
[01:08:14.800 --> 01:08:14.800]   You have no concept of how to deal with the government.
[01:08:14.800 --> 01:08:14.800]   you have no concept of how to deal with the government.
[01:08:14.800 --> 01:08:44.820]   You have no concept of how to deal with the government.
[01:08:44.820 --> 01:08:44.820]   You have no concept of how to deal with the government.
[01:08:44.820 --> 01:08:44.820]   You have no concept of how to deal with the government.
[01:08:44.820 --> 01:08:44.820]   You have no concept of how to deal with the government.
[01:08:44.820 --> 01:08:44.820]   You have no concept of how to deal with the government.
[01:08:44.820 --> 01:08:44.820]   You have no concept of how to deal with the government.
[01:08:44.820 --> 01:08:44.820]   You have no concept of how to deal with the government.
[01:08:44.840 --> 01:09:14.840]   You have no concept of how to deal with the government.
[01:09:14.840 --> 01:09:14.840]   You have no concept of how to deal with the government.
[01:09:14.840 --> 01:09:14.840]   You have no concept of how to deal with the government.
[01:09:14.840 --> 01:09:14.840]   You have no concept of how to deal with the government.
[01:09:14.840 --> 01:09:14.840]   You have no concept of how to deal with the government.
[01:09:14.840 --> 01:09:14.840]   You have no concept of how to deal with the government.
[01:09:14.840 --> 01:09:14.840]   You have no concept of how to deal with the government.
[01:09:14.840 --> 01:09:14.840]   You have no concept of how to deal with the government.
[01:09:14.840 --> 01:09:14.840]   You have no concept of how to deal with the government.
[01:09:14.840 --> 01:09:14.840]   You have no concept of how to deal with the government.
[01:09:14.840 --> 01:09:14.840]   You have no concept of how to deal with the government.
[01:09:14.840 --> 01:09:14.840]   You have no concept of how to deal with the government.
[01:09:14.840 --> 01:09:14.840]   You have no concept of how to deal with the government.
[01:09:14.840 --> 01:09:14.840]   You have no concept of how to deal with the government.
[01:09:14.840 --> 01:09:14.840]   You have no concept of how to deal with the government.
[01:09:14.840 --> 01:09:44.860]   You have no concept of how to deal with the government.
[01:09:44.860 --> 01:09:44.860]   You have no concept of how to deal with the government.
[01:09:44.860 --> 01:09:44.860]   You have no concept of how to deal with the government.
[01:09:44.860 --> 01:09:44.860]   You have no concept of how to deal with the government.
[01:09:44.860 --> 01:09:44.860]   You have no concept of how to deal with the government.
[01:09:44.860 --> 01:09:44.860]   You have no concept of how to deal with the government.
[01:09:44.860 --> 01:09:44.860]   You have no concept of how to deal with the government.
[01:09:44.880 --> 01:10:14.880]   You have no concept of how to deal with the government.
[01:10:14.880 --> 01:10:14.880]   You have no concept of how to deal with the government.
[01:10:14.880 --> 01:10:14.880]   You have no concept of how to deal with the government.
[01:10:14.880 --> 01:10:14.880]   You have no concept of how to deal with the government.
[01:10:14.880 --> 01:10:14.880]   You have no concept of how to deal with the government.
[01:10:14.880 --> 01:10:14.880]   You have no concept of how to deal with the government.
[01:10:14.880 --> 01:10:14.880]   You have no concept of how to deal with the government.
[01:10:14.880 --> 01:10:14.880]   You have no concept of how to deal with the government.
[01:10:14.880 --> 01:10:14.880]   You have no concept of how to deal with the government.
[01:10:14.880 --> 01:10:14.880]   You have no concept of how to deal with the government.
[01:10:14.880 --> 01:10:14.880]   You have no concept of how to deal with the government.
[01:10:14.880 --> 01:10:14.880]   You have no concept of how to deal with the government.
[01:10:14.880 --> 01:10:14.880]   You have no concept of how to deal with the government.
[01:10:14.880 --> 01:10:14.880]   You have no concept of how to deal with the government.
[01:10:14.880 --> 01:10:14.880]   You have no concept of how to deal with the government.
[01:10:14.880 --> 01:10:44.900]   You have no concept of how to deal with the government.
[01:10:44.900 --> 01:10:44.900]   You have no concept of how to deal with the government.
[01:10:44.900 --> 01:10:44.900]   You have no concept of how to deal with the government.
[01:10:44.900 --> 01:10:44.900]   You have no concept of how to deal with the government.
[01:10:44.900 --> 01:10:44.900]   You have no concept of how to deal with the government.
[01:10:44.900 --> 01:10:44.900]   You have no concept of how to deal with the government.
[01:10:44.920 --> 01:11:14.920]   We have no concept of how to deal with the government.
[01:11:14.920 --> 01:11:14.920]   We have no concept of how to deal with the government.
[01:11:14.920 --> 01:11:14.920]   We have no concept of how to deal with the government.
[01:11:14.920 --> 01:11:14.920]   We have no concept of how to deal with the government.
[01:11:14.920 --> 01:11:14.920]   We have no concept of how to deal with the government.
[01:11:14.920 --> 01:11:14.920]   We have no concept of how to deal with the government.
[01:11:14.920 --> 01:11:14.920]   We have no concept of how to deal with the government.
[01:11:14.920 --> 01:11:14.920]   We have no concept of how to deal with the government.
[01:11:14.920 --> 01:11:14.920]   We have no concept of how to deal with the government.
[01:11:14.920 --> 01:11:14.920]   We have no concept of how to deal with the government.
[01:11:14.920 --> 01:11:14.920]   We have no concept of how to deal with the government.
[01:11:14.920 --> 01:11:14.920]   We have no concept of how to deal with the government.
[01:11:14.920 --> 01:11:14.920]   We have no concept of how to deal with the government.
[01:11:14.920 --> 01:11:14.920]   We have no concept of how to deal with the government.
[01:11:14.920 --> 01:11:14.920]   We have no concept of how to deal with the government.
[01:11:14.920 --> 01:11:44.940]   We have no concept of how to deal with the government.
[01:11:44.940 --> 01:11:44.940]   We have no concept of how to deal with the government.
[01:11:44.940 --> 01:11:44.940]   We have no concept of how to deal with the government.
[01:11:44.940 --> 01:11:44.940]   We have no concept of how to deal with the government.
[01:11:44.940 --> 01:11:44.940]   We have no concept of how to deal with the government.
[01:11:44.960 --> 01:12:14.960]   We have no concept of how to deal with the government.
[01:12:14.960 --> 01:12:14.960]   We have no concept of how to deal with the government.
[01:12:14.960 --> 01:12:14.960]   We have no concept of how to deal with the government.
[01:12:14.960 --> 01:12:14.960]   We have no concept of how to deal with the government.
[01:12:14.960 --> 01:12:14.960]   We have no concept of how to deal with the government.
[01:12:14.960 --> 01:12:14.960]   We have no concept of how to deal with the government.
[01:12:14.960 --> 01:12:14.960]   We have no concept of how to deal with the government.
[01:12:14.960 --> 01:12:14.960]   We have no concept of how to deal with the government.
[01:12:14.960 --> 01:12:14.960]   We have no concept of how to deal with the government.
[01:12:14.960 --> 01:12:14.960]   We have no concept of how to deal with the government.
[01:12:14.960 --> 01:12:14.960]   We have no concept of how to deal with the government.
[01:12:14.960 --> 01:12:14.960]   We have no concept of how to deal with the government.
[01:12:14.960 --> 01:12:14.960]   We have no concept of how to deal with the government.
[01:12:14.960 --> 01:12:14.960]   We have no concept of how to deal with the government.
[01:12:14.960 --> 01:12:14.960]   We have no concept of how to deal with the government.
[01:12:14.960 --> 01:12:44.980]   We have no concept of how to deal with the government.
[01:12:44.980 --> 01:12:44.980]   We have no concept of how to deal with the government.
[01:12:44.980 --> 01:12:44.980]   We have no concept of how to deal with the government.
[01:12:44.980 --> 01:12:44.980]   We have no concept of how to deal with the government.
[01:12:44.980 --> 01:12:44.980]   We have no concept of how to deal with the government.
[01:12:44.980 --> 01:12:44.980]   We have no concept of how to deal with the government.
[01:12:45.000 --> 01:13:15.000]   We have no concept of how to deal with the government.
[01:13:15.000 --> 01:13:15.000]   We have no concept of how to deal with the government.
[01:13:15.000 --> 01:13:15.000]   We have no concept of how to deal with the government.
[01:13:15.000 --> 01:13:15.000]   We have no concept of how to deal with the government.
[01:13:15.000 --> 01:13:15.000]   We have no concept of how to deal with the government.
[01:13:15.000 --> 01:13:15.000]   We have no concept of how to deal with the government.
[01:13:15.000 --> 01:13:15.000]   We have no concept of how to deal with the government.
[01:13:15.000 --> 01:13:15.000]   We have no concept of how to deal with the government.
[01:13:15.000 --> 01:13:15.000]   We have no concept of how to deal with the government.
[01:13:15.000 --> 01:13:15.000]   We have no concept of how to deal with the government.
[01:13:15.000 --> 01:13:15.000]   We have no concept of how to deal with the government.
[01:13:15.000 --> 01:13:15.000]   We have no concept of how to deal with the government.
[01:13:15.000 --> 01:13:15.000]   We have no concept of how to deal with the government.
[01:13:15.000 --> 01:13:15.000]   We have no concept of how to deal with the government.
[01:13:15.000 --> 01:13:15.000]   We have no concept of how to deal with the government.
[01:13:15.000 --> 01:13:45.020]   We have no concept of how to deal with the government.
[01:13:45.020 --> 01:13:45.020]   We have no concept of how to deal with the government.
[01:13:45.020 --> 01:13:45.020]   We have no concept of how to deal with the government.
[01:13:45.020 --> 01:13:45.020]   We have no concept of how to deal with the government.
[01:13:45.020 --> 01:13:45.020]   We have no concept of how to deal with the government.
[01:13:45.020 --> 01:13:45.020]   We have no concept of how to deal with the government.
[01:13:45.020 --> 01:13:45.020]   We have no concept of how to deal with the government.
[01:13:45.040 --> 01:14:15.040]   We have no concept of how to deal with the government.
[01:14:15.040 --> 01:14:15.040]   We have no concept of how to deal with the government.
[01:14:15.040 --> 01:14:15.040]   We have no concept of how to deal with the government.
[01:14:15.040 --> 01:14:15.040]   We have no concept of how to deal with the government.
[01:14:15.040 --> 01:14:15.040]   We have no concept of how to deal with the government.
[01:14:15.040 --> 01:14:15.040]   We have no concept of how to deal with the government.
[01:14:15.040 --> 01:14:15.040]   We have no concept of how to deal with the government.
[01:14:15.040 --> 01:14:15.040]   We have no concept of how to deal with the government.
[01:14:15.040 --> 01:14:15.040]   We have no concept of how to deal with the government.
[01:14:15.040 --> 01:14:15.040]   We have no concept of how to deal with the government.
[01:14:15.040 --> 01:14:15.040]   We have no concept of how to deal with the government.
[01:14:15.040 --> 01:14:15.040]   We have no concept of how to deal with the government.
[01:14:15.040 --> 01:14:15.040]   We have no concept of how to deal with the government.
[01:14:15.040 --> 01:14:15.040]   We have no concept of how to deal with the government.
[01:14:15.040 --> 01:14:15.040]   We have no concept of how to deal with the government.
[01:14:15.040 --> 01:14:45.060]   We have no concept of how to deal with the government.
[01:14:45.060 --> 01:14:45.060]   We have no concept of how to deal with the government.
[01:14:45.060 --> 01:14:45.060]   We have no concept of how to deal with the government.
[01:14:45.060 --> 01:14:45.060]   We have no concept of how to deal with the government.
[01:14:45.060 --> 01:14:45.060]   We have no concept of how to deal with the government.
[01:14:45.080 --> 01:15:15.080]   We have no concept of how to deal with the government.
[01:15:15.080 --> 01:15:15.080]   We have no concept of how to deal with the government.
[01:15:15.080 --> 01:15:15.080]   We have no concept of how to deal with the government.
[01:15:15.080 --> 01:15:15.080]   We have no concept of how to deal with the government.
[01:15:15.080 --> 01:15:15.080]   We have no concept of how to deal with the government.
[01:15:15.080 --> 01:15:15.080]   We have no concept of how to deal with the government.
[01:15:15.080 --> 01:15:15.080]   We have no concept of how to deal with the government.
[01:15:15.080 --> 01:15:15.080]   We have no concept of how to deal with the government.
[01:15:15.080 --> 01:15:15.080]   We have no concept of how to deal with the government.
[01:15:15.080 --> 01:15:15.080]   We have no concept of how to deal with the government.
[01:15:15.080 --> 01:15:15.080]   We have no concept of how to deal with the government.
[01:15:15.080 --> 01:15:15.080]   We have no concept of how to deal with the government.
[01:15:15.080 --> 01:15:15.080]   We have no concept of how to deal with the government.
[01:15:15.080 --> 01:15:15.080]   We have no concept of how to deal with the government.
[01:15:15.080 --> 01:15:15.080]   We have no concept of how to deal with the government.
[01:15:15.080 --> 01:15:45.100]   We have no concept of how to deal with the government.
[01:15:45.100 --> 01:15:45.100]   We have no concept of how to deal with the government.
[01:15:45.100 --> 01:15:45.100]   We have no concept of how to deal with the government.
[01:15:45.100 --> 01:15:45.100]   We have no concept of how to deal with the government.
[01:15:45.100 --> 01:15:45.100]   We have no concept of how to deal with the government.
[01:15:45.120 --> 01:16:15.120]   We have no concept of how to deal with the government.
[01:16:15.120 --> 01:16:15.120]   We have no concept of how to deal with the government.
[01:16:15.120 --> 01:16:15.120]   We have no concept of how to deal with the government.
[01:16:15.120 --> 01:16:15.120]   We have no concept of how to deal with the government.
[01:16:15.120 --> 01:16:15.120]   We have no concept of how to deal with the government.
[01:16:15.120 --> 01:16:15.120]   We have no concept of how to deal with the government.
[01:16:15.120 --> 01:16:15.120]   We have no concept of how to deal with the government.
[01:16:15.120 --> 01:16:15.120]   We have no concept of how to deal with the government.
[01:16:15.120 --> 01:16:15.120]   We have no concept of how to deal with the government.
[01:16:15.120 --> 01:16:15.120]   We have no concept of how to deal with the government.
[01:16:15.120 --> 01:16:15.120]   We have no concept of how to deal with the government.
[01:16:15.120 --> 01:16:15.120]   We have no concept of how to deal with the government.
[01:16:15.120 --> 01:16:15.120]   We have no concept of how to deal with the government.
[01:16:15.120 --> 01:16:15.120]   We have no concept of how to deal with the government.
[01:16:15.120 --> 01:16:15.120]   We have no concept of how to deal with the government.
[01:16:15.120 --> 01:16:45.140]   We have no concept of how to deal with the government.
[01:16:45.140 --> 01:16:45.140]   We have no concept of how to deal with the government.
[01:16:45.140 --> 01:16:45.140]   We have no concept of how to deal with the government.
[01:16:45.140 --> 01:16:45.140]   We have no concept of how to deal with the government.
[01:16:45.140 --> 01:16:45.140]   We have no concept of how to deal with the government.
[01:16:45.160 --> 01:17:15.160]   We have no concept of how to deal with the government.
[01:17:15.160 --> 01:17:15.160]   We have no concept of how to deal with the government.
[01:17:15.160 --> 01:17:15.160]   We have no concept of how to deal with the government.
[01:17:15.160 --> 01:17:15.160]   We have no concept of how to deal with the government.
[01:17:15.160 --> 01:17:15.160]   We have no concept of how to deal with the government.
[01:17:15.160 --> 01:17:15.160]   We have no concept of how to deal with the government.
[01:17:15.160 --> 01:17:15.160]   We have no concept of how to deal with the government.
[01:17:15.160 --> 01:17:15.160]   We have no concept of how to deal with the government.
[01:17:15.160 --> 01:17:15.160]   We have no concept of how to deal with the government.
[01:17:15.160 --> 01:17:15.160]   We have no concept of how to deal with the government.
[01:17:15.160 --> 01:17:15.160]   We have no concept of how to deal with the government.
[01:17:15.160 --> 01:17:15.160]   We have no concept of how to deal with the government.
[01:17:15.160 --> 01:17:15.160]   We have no concept of how to deal with the government.
[01:17:15.160 --> 01:17:15.160]   We have no concept of how to deal with the government.
[01:17:15.160 --> 01:17:15.160]   We have no concept of how to deal with the government.
[01:17:15.160 --> 01:17:45.180]   We have no concept of how to deal with the government.
[01:17:45.180 --> 01:17:45.180]   We have no concept of how to deal with the government.
[01:17:45.180 --> 01:17:45.180]   We have no concept of how to deal with the government.
[01:17:45.180 --> 01:17:45.180]   We have no concept of how to deal with the government.
[01:17:45.180 --> 01:17:45.180]   We have no concept of how to deal with the government.
[01:17:45.180 --> 01:17:45.180]   We have no concept of how to deal with the government.
[01:17:45.180 --> 01:17:45.180]   We have no concept of how to deal with the government.
[01:17:45.180 --> 01:17:45.180]   We have no concept of how to deal with the government.
[01:17:45.200 --> 01:18:15.200]   We have no concept of how to deal with the government.
[01:18:15.200 --> 01:18:15.200]   We have no concept of how to deal with the government.
[01:18:15.200 --> 01:18:15.200]   We have no concept of how to deal with the government.
[01:18:15.200 --> 01:18:15.200]   We have no concept of how to deal with the government.
[01:18:15.200 --> 01:18:15.200]   We have no concept of how to deal with the government.
[01:18:15.200 --> 01:18:15.200]   We have no concept of how to deal with the government.
[01:18:15.200 --> 01:18:15.200]   We have no concept of how to deal with the government.
[01:18:15.200 --> 01:18:15.200]   We have no concept of how to deal with the government.
[01:18:15.200 --> 01:18:15.200]   We have no concept of how to deal with the government.
[01:18:15.200 --> 01:18:15.200]   We have no concept of how to deal with the government.
[01:18:15.200 --> 01:18:15.200]   We have no concept of how to deal with the government.
[01:18:15.200 --> 01:18:15.200]   We have no concept of how to deal with the government.
[01:18:15.200 --> 01:18:15.200]   We have no concept of how to deal with the government.
