
[00:00:00.040 --> 00:00:10.620]   question
[02:03:48.760 --> 02:03:48.760]   I see no reason why it should be at the most perhaps reserved position I
[02:03:48.760 --> 02:03:48.760]   I see no reason why it should be at the most perhaps reserved position I
[02:03:48.760 --> 02:03:48.760]   see no reason why it should be at the most perhaps reserved position I
[02:03:48.760 --> 02:03:48.760]   see no reason why it should be at the most perhaps reserved position I
[02:03:48.800 --> 02:04:18.780]  , I see no reason why it should be at the most perhaps reserved position I
[02:04:18.780 --> 02:04:18.780]   I see no reason why it should be at the most perhaps reserved position I
[02:04:18.780 --> 02:04:18.780]   I see no reason why it should be at the most perhaps reserved position I
[02:04:18.780 --> 02:04:18.780]   I see no reason why it should be at the most perhaps reserved position I
[02:04:18.780 --> 02:04:18.780]   I see no reason why it should be at the most perhaps reserved position I
[02:04:18.780 --> 02:04:18.780]   I see no reason why it should be at the most perhaps reserved position I
[02:04:18.780 --> 02:04:18.780]   I see no reason why it should be at the most perhaps reserved position I
[02:04:18.780 --> 02:04:18.780]   I see no reason why it should be at the most perhaps reserved position I
[02:04:18.780 --> 02:04:18.780]   I see no reason why it should be at the most perhaps reserved position I
[02:04:18.780 --> 02:04:18.780]   I see no reason why it should be at the most perhaps reserved position I
[02:04:18.800 --> 02:04:48.800]   I see no reason why it should be at the most perhaps reserved position I
[02:04:48.800 --> 02:04:48.800]   I see no reason why it should be at the most perhaps reserved position I
[02:04:48.800 --> 02:04:48.800]   I see no reason why it should be at the most perhaps reserved position I
[02:04:48.800 --> 02:04:48.800]   I see no reason why it should be at the most perhaps reserved position I
[02:04:48.800 --> 02:04:48.800]   I see no reason why it should be at the most perhaps reserved position I
[02:04:48.800 --> 02:04:48.800]   I see no reason why it should be at the most perhaps reserved position I
[02:04:48.800 --> 02:04:48.800]   I see no reason why it should be at the most perhaps reserved position I
[02:04:48.800 --> 02:04:48.800]   I see no reason why it should be at the most perhaps reserved position I
[02:04:48.800 --> 02:04:48.800]   I see no reason why it should be at the most perhaps reserved position I
[02:04:48.800 --> 02:04:48.800]   I see no reason why it should be at the most perhaps reserved position I
[02:04:48.800 --> 02:04:48.800]   I see no reason why it should be at the most perhaps reserved position I
[02:04:48.800 --> 02:04:48.800]   I see no reason why it should be at the most perhaps reserved position I
[02:04:48.840 --> 02:05:18.820]  ,
[02:05:18.820 --> 02:05:18.820]   I see no reason why it should be at the most perhaps reserved position I
[02:05:18.820 --> 02:05:18.820]   I see no reason why it should be at the most perhaps reserved position I
[02:05:18.820 --> 02:05:18.820]   I see no reason why it should be at the most perhaps reserved position I
[02:05:18.820 --> 02:05:18.820]   I see no reason why it should be at the most perhaps reserved position I
[02:05:18.820 --> 02:05:18.820]   I see no reason why it should be at the most perhaps reserved position I
[02:05:18.820 --> 02:05:18.820]   I see no reason why it should be at the most perhaps reserved position I
[02:05:18.820 --> 02:05:18.820]   I see no reason why it should be at the most perhaps reserved position I
[02:05:18.820 --> 02:05:18.820]   I see no reason why it should be at the most perhaps reserved position I
[02:05:18.820 --> 02:05:18.820]   I see no reason why it should be at the most perhaps reserved position I
[02:05:18.820 --> 02:05:18.820]   I see no reason why it should be at the most perhaps reserved position I
[02:05:18.840 --> 02:05:48.840]   I see no reason why it should be at the most perhaps reserved position I
[02:05:48.840 --> 02:05:48.840]   I see no reason why it should be at the most perhaps reserved position I
[02:05:48.840 --> 02:05:48.840]   I see no reason why it should be at the most perhaps reserved position I
[02:05:48.840 --> 02:05:48.840]   I see no reason why it should be at the most perhaps reserved position I
[02:05:48.840 --> 02:05:48.840]   I see no reason why it should be at the most perhaps reserved position I
[02:05:48.840 --> 02:05:48.840]   I see no reason why it should be at the most perhaps reserved position I
[02:05:48.840 --> 02:05:48.840]   I see no reason why it should be at the most perhaps reserved position I
[02:05:48.840 --> 02:05:48.840]   I see no reason why it should be at the most perhaps reserved position I
[02:05:48.840 --> 02:05:48.840]   I see no reason why it should be at the most perhaps reserved position I
[02:05:48.860 --> 02:06:18.860]  ,
[02:06:18.860 --> 02:06:18.860]   I see no reason why it should be at the most perhaps reserved position I
[02:06:18.860 --> 02:06:18.860]   I see no reason why it should be at the most perhaps reserved position I
[02:06:18.860 --> 02:06:18.860]   I see no reason why it should be at the most perhaps reserved position I
[02:06:18.860 --> 02:06:18.860]   I see no reason why it should be at the most perhaps reserved position I
[02:06:18.860 --> 02:06:18.860]   I see no reason why it should be at the most perhaps reserved position I
[02:06:18.860 --> 02:06:18.860]   I see no reason why it should be at the most perhaps reserved position I
[02:06:18.860 --> 02:06:18.860]   I see no reason why it should be at the most perhaps reserved position I
[02:06:18.860 --> 02:06:18.860]   I see no reason why it should be at the most perhaps reserved position I
[02:06:18.860 --> 02:06:18.860]   I see no reason why it should be at the most perhaps reserved position I
[02:06:18.860 --> 02:06:18.860]   I see no reason why it should be at the most perhaps reserved position I
[02:06:18.860 --> 02:06:18.860]   I see no reason why it should be at the most perhaps reserved position I
[02:06:18.860 --> 02:06:18.860]   I see no reason why it should be at the most perhaps reserved position I
[02:06:18.880 --> 02:06:48.880]   I see no reason why it should be at the most perhaps reserved position I
[02:06:48.880 --> 02:06:48.880]   I see no reason why it should be at the most perhaps reserved position I
[02:06:48.880 --> 02:06:48.880]   I see no reason why it should be at the most perhaps reserved position I
[02:06:48.880 --> 02:06:48.880]   I see no reason why it should be at the most perhaps reserved position I
[02:06:48.880 --> 02:06:48.880]   I see no reason why it should be at the most perhaps reserved position I
[02:06:48.880 --> 02:06:48.880]   I see no reason why it should be at the most perhaps reserved position I
[02:06:48.880 --> 02:06:48.880]   I see no reason why it should be at the most perhaps reserved position I
[02:06:48.880 --> 02:06:48.880]   I see no reason why it should be at the most perhaps reserved position I
[02:06:48.880 --> 02:06:48.880]   I see no reason why it should be at the most perhaps reserved position I
[02:06:48.880 --> 02:06:48.880]   I see no reason why it should be at the most perhaps reserved position I
[02:06:48.880 --> 02:06:48.880]   I see no reason why it should be at the most perhaps reserved position I
[02:06:48.880 --> 02:06:48.880]   I see no reason why it should be at the most perhaps reserved position I
[02:06:48.920 --> 02:07:18.900]  ,
[02:07:18.900 --> 02:07:18.900]   I see no reason why it should be at the most perhaps reserved position I
[02:07:18.900 --> 02:07:18.900]   I see no reason why it should be at the most perhaps reserved position I
[02:07:18.900 --> 02:07:18.900]   I see no reason why it should be at the most perhaps reserved position I
[02:07:18.900 --> 02:07:18.900]   I see no reason why it should be at the most perhaps reserved position I
[02:07:18.900 --> 02:07:18.900]   I see no reason why it should be at the most perhaps reserved position I
[02:07:18.900 --> 02:07:18.900]   I see no reason why it should be at the most perhaps reserved position I
[02:07:18.900 --> 02:07:18.900]   I see no reason why it should be at the most perhaps reserved position I
[02:07:18.900 --> 02:07:18.900]   I see no reason why it should be at the most perhaps reserved position I
[02:07:18.900 --> 02:07:18.900]   I see no reason why it should be at the most perhaps reserved position I
[02:07:18.920 --> 02:07:48.920]   I see no reason why it should be at the most perhaps reserved position I
[02:07:48.920 --> 02:07:48.920]   I see no reason why it should be at the most perhaps reserved position I
[02:07:48.920 --> 02:07:48.920]   I see no reason why it should be at the most perhaps reserved position I
[02:07:48.920 --> 02:07:48.920]   I see no reason why it should be at the most perhaps reserved position I
[02:07:48.920 --> 02:07:48.920]   I see no reason why it should be at the most perhaps reserved position I
[02:07:48.920 --> 02:07:48.920]   I see no reason why it should be at the most perhaps reserved position I
[02:07:48.920 --> 02:07:48.920]   I see no reason why it should be at the most perhaps reserved position I
[02:07:48.920 --> 02:07:48.920]   I see no reason why it should be at the most perhaps reserved position I
[02:07:48.920 --> 02:07:48.920]   I see no reason why it should be at the most perhaps reserved position I
[02:07:48.920 --> 02:07:48.920]   I see no reason why it should be at the most perhaps reserved position I
[02:07:48.920 --> 02:07:48.920]   I see no reason why it should be at the most perhaps reserved position I
[02:07:48.920 --> 02:07:48.920]   I see no reason why it should be at the most perhaps reserved position I
[02:07:48.960 --> 02:08:18.940]   I see no reason why it should be at the most perhaps reserved position I
[02:08:18.940 --> 02:08:18.940]   I see no reason why it should be at the most perhaps reserved position I
[02:08:18.940 --> 02:08:18.940]   I see no reason why it should be at the most perhaps reserved position I
[02:08:18.940 --> 02:08:18.940]   I see no reason why it should be at the most perhaps reserved position I
[02:08:18.940 --> 02:08:18.940]   I see no reason why it should be at the most perhaps reserved position I
[02:08:18.940 --> 02:08:18.940]   I see no reason why it should be at the most perhaps reserved position I
[02:08:18.940 --> 02:08:18.940]   I see no reason why it should be at the most perhaps reserved position I
[02:08:18.940 --> 02:08:18.940]   I see no reason why it should be at the most perhaps reserved position I
[02:08:18.940 --> 02:08:18.940]   I see no reason why it should be at the most perhaps reserved position I
[02:08:18.960 --> 02:08:48.960]   I see no reason why it should be at the most perhaps reserved position I
[02:08:48.960 --> 02:08:48.960]   I see no reason why it should be at the most perhaps reserved position I
[02:08:48.960 --> 02:08:48.960]   I see no reason why it should be at the most perhaps reserved position I
[02:08:48.960 --> 02:08:48.960]   I see no reason why it should be at the most perhaps reserved position I
[02:08:48.960 --> 02:08:48.960]   I see no reason why it should be at the most perhaps reserved position I
[02:08:48.960 --> 02:08:48.960]   I see no reason why it should be at the most perhaps reserved position I
[02:08:48.960 --> 02:08:48.960]   I see no reason why it should be at the most perhaps reserved position I
[02:08:48.960 --> 02:08:48.960]   I see no reason why it should be at the most perhaps reserved position I
[02:08:48.960 --> 02:08:48.960]   I see no reason why it should be at the most perhaps reserved position I
[02:08:48.960 --> 02:08:48.960]   I see no reason why it should be at the most perhaps reserved position I
[02:08:48.960 --> 02:08:48.960]   I see no reason why it should be at the most perhaps reserved position I
[02:08:48.960 --> 02:08:48.960]   I see no reason why it should be at the most perhaps reserved position I
[02:08:49.000 --> 02:09:18.980]  ,
[02:09:18.980 --> 02:09:18.980]   I see no reason why it should be at the most perhaps reserved position I
[02:09:18.980 --> 02:09:18.980]   I see no reason why it should be at the most perhaps reserved position I
[02:09:18.980 --> 02:09:18.980]   I see no reason why it should be at the most perhaps reserved position I
[02:09:18.980 --> 02:09:18.980]   I see no reason why it should be at the most perhaps reserved position I
[02:09:18.980 --> 02:09:18.980]   I see no reason why it should be at the most perhaps reserved position I
[02:09:19.000 --> 02:09:49.000]   I see no reason why it should be at the most perhaps reserved position I
[02:09:49.000 --> 02:09:49.000]   I see no reason why it should be at the most perhaps reserved position I
[02:09:49.000 --> 02:09:49.000]   I see no reason why it should be at the most perhaps reserved position I
[02:09:49.000 --> 02:09:49.000]   I see no reason why it should be at the most perhaps reserved position I
[02:09:49.000 --> 02:09:49.000]   I see no reason why it should be at the most perhaps reserved position I
[02:09:49.000 --> 02:09:49.000]   I see no reason why it should be at the most perhaps reserved position I
[02:09:49.000 --> 02:09:49.000]   I see no reason why it should be at the most perhaps reserved position I
[02:09:49.000 --> 02:09:49.000]   I see no reason why it should be at the most perhaps reserved position I
[02:09:49.000 --> 02:09:49.000]   I see no reason why it should be at the most perhaps reserved position I
[02:09:49.000 --> 02:09:49.000]   I see no reason why it should be at the most perhaps reserved position I
[02:09:49.000 --> 02:09:49.000]   I see no reason why it should be at the most perhaps reserved position I
[02:09:49.000 --> 02:09:49.000]   I see no reason why it should be at the most perhaps reserved position I
[02:09:49.040 --> 02:10:19.020]  ,
[02:10:19.020 --> 02:10:19.020]   I see no reason why it should be at the most perhaps reserved position I
[02:10:19.020 --> 02:10:19.020]   I see no reason why it should be at the most perhaps reserved position I
[02:10:19.020 --> 02:10:19.020]   I see no reason why it should be at the most perhaps reserved position I
[02:10:19.020 --> 02:10:19.020]   I see no reason why it should be at the most perhaps reserved position I
[02:10:19.020 --> 02:10:19.020]   I see no reason why it should be at the most perhaps reserved position I
[02:10:19.020 --> 02:10:19.020]   I see no reason why it should be at the most perhaps reserved position I
[02:10:19.020 --> 02:10:19.020]   I see no reason why it should be at the most perhaps reserved position I
[02:10:19.020 --> 02:10:19.020]   I see no reason why it should be at the most perhaps reserved position I
[02:10:19.040 --> 02:10:49.040]   I see no reason why it should be at the most perhaps reserved position I
[02:10:49.040 --> 02:10:49.040]   I see no reason why it should be at the most perhaps reserved position I
[02:10:49.040 --> 02:10:49.040]   I see no reason why it should be at the most perhaps reserved position I
[02:10:49.040 --> 02:10:49.040]   I see no reason why it should be at the most perhaps reserved position I
[02:10:49.040 --> 02:10:49.040]   I see no reason why it should be at the most perhaps reserved position I
[02:10:49.040 --> 02:10:49.040]   I see no reason why it should be at the most perhaps reserved position I
[02:10:49.040 --> 02:10:49.040]   I see no reason why it should be at the most perhaps reserved position I
[02:10:49.040 --> 02:10:49.040]   I see no reason why it should be at the most perhaps reserved position I
[02:10:49.040 --> 02:10:49.040]   I see no reason why it should be at the most perhaps reserved position I
[02:10:49.040 --> 02:10:49.040]   I see no reason why it should be at the most perhaps reserved position I
[02:10:49.040 --> 02:10:49.040]   I see no reason why it should be at the most perhaps reserved position I
[02:10:49.040 --> 02:10:49.040]   I see no reason why it should be at the most perhaps reserved position I
[02:10:49.080 --> 02:11:19.060]  ,
[02:11:19.060 --> 02:11:19.060]   I see no reason why it should be at the most perhaps reserved position I
[02:11:19.060 --> 02:11:19.060]   I see no reason why it should be at the most perhaps reserved position I
[02:11:19.060 --> 02:11:19.060]   I see no reason why it should be at the most perhaps reserved position I
[02:11:19.060 --> 02:11:19.060]   I see no reason why it should be at the most perhaps reserved position I
[02:11:19.060 --> 02:11:19.060]   I see no reason why it should be at the most perhaps reserved position I
[02:11:19.060 --> 02:11:19.060]   I see no reason why it should be at the most perhaps reserved position I
[02:11:19.060 --> 02:11:19.060]   I see no reason why it should be at the most perhaps reserved position I
[02:11:19.060 --> 02:11:19.060]   I see no reason why it should be at the most perhaps reserved position I
[02:11:19.060 --> 02:11:19.060]   I see no reason why it should be at the most perhaps reserved position I
[02:11:19.080 --> 02:11:49.080]   I see no reason why it should be at the most perhaps reserved position I
[02:11:49.080 --> 02:11:49.080]   I see no reason why it should be at the most perhaps reserved position I
[02:11:49.080 --> 02:11:49.080]   I see no reason why it should be at the most perhaps reserved position I
[02:11:49.080 --> 02:11:49.080]   I see no reason why it should be at the most perhaps reserved position I
[02:11:49.080 --> 02:11:49.080]   I see no reason why it should be at the most perhaps reserved position I
[02:11:49.080 --> 02:11:49.080]   I see no reason why it should be at the most perhaps reserved position I
[02:11:49.080 --> 02:11:49.080]   I see no reason why it should be at the most perhaps reserved position I
[02:11:49.080 --> 02:11:49.080]   I see no reason why it should be at the most perhaps reserved position I
[02:11:49.080 --> 02:11:49.080]   I see no reason why it should be at the most perhaps reserved position I
[02:11:49.080 --> 02:11:49.080]   I see no reason why it should be at the most perhaps reserved position I
[02:11:49.080 --> 02:11:49.080]   I see no reason why it should be at the most perhaps reserved position I
[02:11:49.080 --> 02:11:49.080]   I see no reason why it should be at the most perhaps reserved position I
[02:11:49.120 --> 02:12:19.100]  ,
[02:12:19.100 --> 02:12:19.100]   I see no reason why it should be at the most perhaps reserved position I
[02:12:19.100 --> 02:12:19.100]   I see no reason why it should be at the most perhaps reserved position I
[02:12:19.100 --> 02:12:19.100]   I see no reason why it should be at the most perhaps reserved position I
[02:12:19.100 --> 02:12:19.100]   I see no reason why it should be at the most perhaps reserved position I
[02:12:19.100 --> 02:12:19.100]   I see no reason why it should be at the most perhaps reserved position I
[02:12:19.100 --> 02:12:19.100]   I see no reason why it should be at the most perhaps reserved position I
[02:12:19.100 --> 02:12:19.100]   I see no reason why it should be at the most perhaps reserved position I
[02:12:19.100 --> 02:12:19.100]   I see no reason why it should be at the most perhaps reserved position I
[02:12:19.100 --> 02:12:19.100]   I see no reason why it should be at the most perhaps reserved position I
[02:12:19.120 --> 02:12:49.120]   I see no reason why it should be at the most perhaps reserved position I
[02:12:49.120 --> 02:12:49.120]   I see no reason why it should be at the most perhaps reserved position I
[02:12:49.120 --> 02:12:49.120]   I see no reason why it should be at the most perhaps reserved position I
[02:12:49.120 --> 02:12:49.120]   I see no reason why it should be at the most perhaps reserved position I
[02:12:49.120 --> 02:12:49.120]   I see no reason why it should be at the most perhaps reserved position I
[02:12:49.120 --> 02:12:49.120]   I see no reason why it should be at the most perhaps reserved position I
[02:12:49.120 --> 02:12:49.120]   I see no reason why it should be at the most perhaps reserved position I
[02:12:49.120 --> 02:12:49.120]   I see no reason why it should be at the most perhaps reserved position I
[02:12:49.120 --> 02:12:49.120]   I see no reason why it should be at the most perhaps reserved position I
[02:12:49.120 --> 02:12:49.120]   I see no reason why it should be at the most perhaps reserved position I
[02:12:49.120 --> 02:12:49.120]   I see no reason why it should be at the most perhaps reserved position I
[02:12:49.120 --> 02:12:49.120]   I see no reason why it should be at the most perhaps reserved position I
[02:12:49.160 --> 02:13:19.140]  ,
[02:13:19.140 --> 02:13:19.140]   I see no reason why it should be at the most perhaps reserved position I
[02:13:19.140 --> 02:13:19.140]   I see no reason why it should be at the most perhaps reserved position I
[02:13:19.140 --> 02:13:19.140]   I see no reason why it should be at the most perhaps reserved position I
[02:13:19.140 --> 02:13:19.140]   I see no reason why it should be at the most perhaps reserved position I
[02:13:19.140 --> 02:13:19.140]   I see no reason why it should be at the most perhaps reserved position I
[02:13:19.140 --> 02:13:19.140]   I see no reason why it should be at the most perhaps reserved position I
[02:13:19.140 --> 02:13:19.140]   I see no reason why it should be at the most perhaps reserved position I
[02:13:19.140 --> 02:13:19.140]   I see no reason why it should be at the most perhaps reserved position I
[02:13:19.160 --> 02:13:49.160]   She has consistently known,
[02:13:49.160 --> 02:13:49.160]   She has consistently known,
[02:13:49.160 --> 02:13:49.160]   She has consistently known,
[02:13:49.160 --> 02:13:49.160]   She has consistently known,
[02:13:49.160 --> 02:13:49.160]   She has consistently known,
[02:13:49.160 --> 02:13:49.160]   She has consistently known,
[02:13:49.160 --> 02:13:49.160]   She has consistently known,
[02:13:49.160 --> 02:13:49.160]   She has consistently known,
[02:13:49.160 --> 02:13:49.160]   She has consistently known,
[02:13:49.160 --> 02:13:49.160]   She has consistently known,
[02:13:49.160 --> 02:13:49.160]   She has consistently known,
[02:13:49.160 --> 02:13:49.160]   She has consistently known, her personal testimony if she were here,
[02:13:49.160 --> 02:13:49.160]   She has consistently known, her personal testimony if she were here, she would give a testimony of the grace of God to be her husband through the entire process and to give her the grace of forgiveness of him. And that man, though he goes on sinning many decades later, that man will never be able to stand before God and say, I don't know my sin, because his wife wears her wedding ring and her righteousness is an affront to his sin.
[02:13:49.200 --> 02:14:19.180]  ,
[02:14:19.180 --> 02:14:19.180]   I
[02:14:19.180 --> 02:14:19.180]  ,
[02:14:19.180 --> 02:14:19.180]   I
[02:14:19.180 --> 02:14:19.180]   I
[02:14:19.180 --> 02:14:19.180]   I
[02:14:19.180 --> 02:14:19.180]   I
[02:14:19.180 --> 02:14:19.180]   I
[02:14:19.180 --> 02:14:49.200]   I
[02:14:49.200 --> 02:14:49.200]   I
[02:14:49.200 --> 02:14:49.200]   I
[02:14:49.200 --> 02:14:49.200]   I
[02:15:19.260 --> 02:15:29.060]   couldn
[02:15:29.060 --> 02:15:48.000]   se, I do,
[02:16:47.000 --> 02:16:47.000]   and
[02:17:16.300 --> 02:17:45.520]   didnt get the money. It ultimately is a position that says perpetrators' rights. And we live in a society in which perpetrators' rights is the dominant philosophy operationally of the day. And socialism is perpetrators' rights. That's what it is. It's the thou shalt not steal except by majority vote. And the perps attempt to get the money.
[02:18:44.040 --> 02:18:44.040]   be it dispensational premillennialism or historic premillennialism. It doesn't work in the context of postmillennialism. The task that you go ahead. Yeah, but the world isn't premillennialism.
[02:18:44.040 --> 02:18:44.040]   Yeah, but the world isn't premillennialism.
[02:18:44.040 --> 02:18:44.040]   Yeah, but the world isn't premillennialism.
[02:18:44.040 --> 02:18:44.040]   Yeah, but the world isn't premillennialism.
[02:18:44.040 --> 02:18:44.040]   Yeah, but the world isn't premillennialism.
[02:18:44.040 --> 02:18:44.040]   Yeah, but the world isn't premillennialism.
[02:18:44.040 --> 02:18:44.040]   Yeah, but the world isn't premillennialism.
[02:18:44.040 --> 02:18:44.040]   Yeah, but the world isn't premillennialism.
[02:18:44.040 --> 02:18:44.040]   Yeah, but the world isn't premillennialism.
[02:18:44.040 --> 02:18:44.040]   Yeah, but the world isn't premillennialism.
[02:18:44.040 --> 02:18:44.040]   Yeah, but the world isn't premillennialism.
[02:18:44.040 --> 02:18:44.040]   Yeah, but the world isn't premillennialism.
[02:18:44.920 --> 02:19:13.340]   Yeah, but the world isn't premillennialism.
[02:19:13.340 --> 02:19:13.400]   Yeah, but the world isn't premillennialism.
[02:19:13.400 --> 02:19:13.440]   Yeah, but the world isn't premillennialism.
[02:19:13.440 --> 02:19:13.460]   Yeah, but the world isn't premillennialism.
[02:19:13.460 --> 02:19:13.480]   Yeah, but the world isn't premillennialism.
[02:19:13.480 --> 02:19:13.500]   Yeah, but the world isn't premillennialism.
[02:19:13.500 --> 02:19:13.520]   Yeah, but the world isn't premillennialism.
[02:19:13.520 --> 02:19:13.540]   Yeah, but the world isn'temillennialism.
[02:19:13.540 --> 02:19:13.560]   Yeah, but the world isn'temillennialism.
[02:19:13.560 --> 02:19:13.600]   Yeah, but the world isn'tmillennialism.
[02:19:13.600 --> 02:19:13.620]   premillennialism.
[02:19:13.620 --> 02:19:13.660]   premillennialism.
[02:19:13.660 --> 02:19:13.660]  , but the world isn'tmillennialism.
[02:19:13.660 --> 02:19:13.660]   premillennialism.
[02:19:13.660 --> 02:19:13.660]  , premillennialism.
[02:19:13.660 --> 02:19:13.660]   premillennialism.
[02:19:13.680 --> 02:19:16.760]   Yeah, but the world isn'tpremillennialism.
[02:19:16.760 --> 02:19:16.820]   premillennialism.
[02:19:16.820 --> 02:19:16.880]   premillennialism.
[02:19:16.880 --> 02:19:16.980]   premillennialism.
[02:19:16.980 --> 02:19:17.080]   premillennialism.
[02:19:17.080 --> 02:19:30.960]   The world, the kingdom, two kingdoms philosophy is amillennial, and that's real clear, and that position is Deuteronomy 28 cannot possibly be true.
[02:19:30.960 --> 02:19:31.040]   The world, the kingdom, two kingdoms philosophy is amillennial, and that's real clear, and that position is Deuteronomy 28 cannot possibly be true.
[02:19:31.040 --> 02:19:31.860]   The world, the kingdom, two kingdoms philosophy is amillennial, and that's real clear, and that position is Deuteronomy 28 cannot possibly be true.
[02:19:31.860 --> 02:19:31.940]   The world, the kingdom, two kingdoms philosophy is amillennial, and that's real clear, and that position is Deuteronomy 28 cannot possibly be true.
[02:19:31.940 --> 02:19:53.660]  , and the rich are unrighteous, and they get richer, or it's a random position which covenant breakers and covenant keepers, it's flipping coins as to who wins and who loses.
[02:19:53.660 --> 02:19:53.680]   , and the rich are unrighteous, and they get richer, or it's a random position which covenant breakers and covenant keepers, it's flipping coins as to who wins and who loses.
[02:19:53.680 --> 02:19:55.760]   , and the rich are unrighteous, and they get richer, or it's a random position which covenant breakers and covenant keepers, it's flipping coins as to who wins and who loses.
[02:19:55.760 --> 02:19:56.860]   , and the rich are unrighteous, and they get richer, or it's a random position which covenant breakers and covenant keepers, it's flipping coins as to who wins and who loses.
[02:19:56.860 --> 02:19:57.860]   , and the rich are unrighteous, and they get richer, or it's a random position which covenant breakers and covenant keepers and covenant keepers, it's flipping coins as to who wins and who loses.
[02:19:57.880 --> 02:19:59.900]   The same thing is true of post-millennialism.
[02:19:59.900 --> 02:20:13.900]   The broad mass of humanity within the Christian church has been amillennial from day one, or almost day one, certainly from Augustine's work, City of God.
[02:20:13.900 --> 02:20:17.900]   Most of Christianity has been amillennial.
[02:20:17.900 --> 02:20:22.900]   Most of Christianity has been amillennial.
[02:20:22.900 --> 02:20:23.900]   Yeah, I've wrestled the last few years with eschatology, and I'm unclear.
[02:20:23.900 --> 02:20:24.900]   Yeah, I've wrestled the last few years with eschatology, and I'm unclear.
[02:20:24.900 --> 02:20:25.900]   Yeah, I've wrestled the last few years with eschatology, and I'm unclear.
[02:20:25.900 --> 02:20:26.900]   Yeah, I've wrestled the last few years with eschatology, and I'm unclear.
[02:20:26.900 --> 02:20:27.900]   Yeah, I've wrestled the last few years with eschatology, and I'm unclear.
[02:20:27.900 --> 02:20:27.900]   Yeah, I've wrestled the last few years with eschatology, and I'm unclear.
[02:20:28.440 --> 02:20:57.940]   Yeah, I've wrestled the last few years with eschatology, and I'm unclear.
[02:20:57.940 --> 02:20:57.940]   Yeah, I've wrestled the last few years with eschatology, and I'm unclear.
[02:20:57.940 --> 02:20:57.940]   Yeah, I've wrestled the last few years with eschatology, and I'm unclear.
[02:20:57.940 --> 02:20:57.940]   Yeah, I've wrestled the last few years with eschatology, and I'm unclear.
[02:20:57.940 --> 02:20:57.940]   Yeah, I've wrestled the last few years with eschatology, and I'm unclear.
[02:20:57.940 --> 02:20:57.940]   Yeah, I've wrestled the last few years with eschatology, and I'm unclear.
[02:20:57.940 --> 02:20:57.940]   Yeah, I've wrestled the last few years with eschatology, and I'm unclear.
[02:20:57.940 --> 02:20:57.940]   Yeah, I've wrestled the last few years with eschatology, and I'm unclear.
[02:20:57.940 --> 02:20:57.940]   I've wrestled the last few years with eschatology, and I'm unclear.
[02:20:57.980 --> 02:21:04.980]   mentioned
[02:21:04.980 --> 02:21:26.680]   because Ты Slide Le I Ho
[02:21:26.680 --> 02:21:26.900]  , and,,,,,,,, only ac variable oblig Night reg холодuso� the course the slice. And, the genius. I'm. I, p. I think, peach. I, they. I. For the, someone, the, ., ., ., ., ., ., ,, ., . ., ., ., ., ., ., ., ., ., ., ., ., ., even , ,. ., or , ., . the and . hour .uğer أيbild您 Sh Rivers X but that's N esfuer investר and deistles like the start setzt� dé conserv Bran rootinged to contain thered says collect the gári своегоòng the single αnahhououtez будущuakov willなた quin disg Argentinaarded
[02:21:26.940 --> 02:21:36.340]  ,
[02:21:36.340 --> 02:21:38.400]   questo ya LIN C The,,,,
[02:21:38.400 --> 02:21:56.920]  ilik
[02:24:47.440 --> 02:24:50.560]   I'm going to take my children out of his jurisdiction and I'm leaving and the church should back her up with that departure now let's go let's go to the lord's prayer our father who art in heaven hallowed be thy name okay
[02:24:52.920 --> 02:25:03.200]   thank
[02:25:03.200 --> 02:25:20.020]  這樣的 confirm. The, start,
[02:26:20.000 --> 02:26:20.000]   of the state, however it be. Good principle. You don't sue the guy in the state because it's a satanic state. Dealing with the Roman Empire, you don't take a guy into a judge who is part of a legal order that's corrupt. Is that true in a Christian social order? Paul wrote that before AD 70. In a Christian social order in which biblical laws enforced,
[02:26:20.000 --> 02:26:20.000]   In a Christian social order in which biblical laws enforced,
[02:26:20.000 --> 02:26:20.000]   In a Christian social order in which biblical laws enforced,
[02:26:20.000 --> 02:26:20.000]   In a Christian social order in which biblical laws enforced,
[02:26:20.000 --> 02:26:20.000]   In a Christian social order in which biblical laws enforced,
[02:26:20.000 --> 02:26:20.000]   In a Christian social order in which biblical laws enforced,
[02:26:20.000 --> 02:26:20.000]   In a Christian social order in which biblical laws enforced,
[02:26:20.000 --> 02:26:20.000]   In a Christian social order in which biblical laws enforced,
[02:26:20.000 --> 02:26:20.000]   In a Christian social order in which biblical laws enforced,
[02:26:20.040 --> 02:26:40.040]   in a Christian social order in which biblical laws enforced, why wouldn't you take him before a godly judge in a godly social order, godly legal order? He's broken the law. Okay, here's how we do it. We create a thing called a corporation. And so corporations sue each other because they're not members of churches.
[02:26:40.040 --> 02:26:49.040]   But the financial results can be the same, basically, not much difference. You can create all kinds of ways around it,
[02:26:49.040 --> 02:26:49.040]   But the financial results can be the same, basically, not much difference. You can create all kinds of ways around it,
[02:26:49.040 --> 02:26:49.040]   But the financial results can be the same, basically, not much difference. You can create all kinds of ways around it,
[02:26:49.040 --> 02:26:49.040]   But the biblical law is the same, basically, not much different. You can create all kinds of ways around it,
[02:26:49.060 --> 02:26:56.080]   But the bottom line is this: thy will be done on earth as it is in heaven.
