
[00:00:00.000 --> 00:00:29.980]   Thank you.
[00:46:40.840 --> 00:46:41.220]   very much
[00:46:41.220 --> 00:46:41.600]   have a
[00:46:41.600 --> 00:46:41.720]   good
[00:46:41.720 --> 00:46:42.380]   day
[00:46:42.380 --> 00:46:42.740]   see
[00:46:42.740 --> 00:46:44.360]   all right
[00:46:44.360 --> 00:46:47.900]   awesome
[00:46:47.900 --> 00:46:48.960]   we have
[00:46:48.960 --> 00:46:49.300]   a few
[00:46:49.300 --> 00:46:49.560]   minutes
[00:46:49.560 --> 00:46:49.800]   left
[00:46:49.800 --> 00:46:49.920]   if
[00:46:49.920 --> 00:46:50.080]   anybody
[00:46:50.080 --> 00:46:50.340]   wants
[00:46:50.340 --> 00:46:50.460]   to
[00:46:50.460 --> 00:46:50.700]   hop
[00:46:50.700 --> 00:46:50.940]   up
[00:46:50.940 --> 00:46:51.120]   and
[00:46:51.120 --> 00:46:51.380]   like
[00:46:51.380 --> 00:46:52.180]   discuss
[00:46:52.180 --> 00:46:52.700]   debrief
[00:46:52.700 --> 00:46:53.120]   insights
[00:46:53.120 --> 00:46:53.360]   things
[00:46:53.360 --> 00:46:53.500]   you
[00:46:53.500 --> 00:46:53.680]   took
[00:46:53.680 --> 00:46:53.860]   away
[00:46:53.860 --> 00:46:54.040]   from
[00:46:54.040 --> 00:46:54.340]   that
[00:46:54.340 --> 00:46:55.260]   but
[00:46:55.260 --> 00:46:55.380]   we
[00:46:55.380 --> 00:46:55.500]   can
[00:46:55.500 --> 00:46:55.720]   also
[00:46:55.720 --> 00:46:56.080]   wrap
[00:46:56.080 --> 00:46:56.480]   a
[00:46:56.480 --> 00:46:56.600]   few
[00:46:56.600 --> 00:46:56.840]   minutes
[00:46:56.840 --> 00:46:57.220]   early
[00:46:57.220 --> 00:47:00.080]   whatever
[00:47:00.080 --> 00:47:00.360]   y'all
[00:47:00.360 --> 00:47:00.680]   prefer
[00:47:00.680 --> 00:47:03.440]   I think
[00:47:03.440 --> 00:47:03.700]   the
[00:47:03.700 --> 00:47:04.240]   local
[00:47:04.240 --> 00:47:04.720]   documentation
[00:47:04.720 --> 00:47:05.120]   thing
[00:47:05.120 --> 00:47:05.440]   and keeping
[00:47:05.440 --> 00:47:05.720]   that up
[00:47:05.720 --> 00:47:05.900]   to date
[00:47:05.900 --> 00:47:06.280]   was super
[00:47:06.280 --> 00:47:06.600]   cool
[00:47:06.600 --> 00:47:07.000]   like the
[00:47:07.000 --> 00:47:07.400]   discussion
[00:47:07.400 --> 00:47:07.800]   around that
[00:47:07.800 --> 00:47:08.020]   seemed
[00:47:08.020 --> 00:47:08.380]   interesting
[00:47:08.380 --> 00:47:08.700]   and I
[00:47:08.700 --> 00:47:09.100]   want to
[00:47:09.100 --> 00:47:09.320]   make
[00:47:09.320 --> 00:47:09.420]   sure
[00:47:09.420 --> 00:47:09.800]   I post
[00:47:09.800 --> 00:47:10.160]   all the
[00:47:10.160 --> 00:47:10.380]   links
[00:47:10.380 --> 00:47:10.600]   that
[00:47:10.600 --> 00:47:11.000]   were
[00:47:11.000 --> 00:47:11.640]   in that
[00:47:11.640 --> 00:47:12.080]   conversation
[00:47:12.080 --> 00:47:12.340]   in
[00:47:12.340 --> 00:47:12.580]   the
[00:47:12.580 --> 00:47:13.460]   discord
[00:47:13.460 --> 00:47:13.860]   but
[00:47:13.860 --> 00:47:14.000]   that
[00:47:14.000 --> 00:47:14.220]   was
[00:47:14.220 --> 00:47:14.360]   kind
[00:47:14.360 --> 00:47:14.400]   of
[00:47:14.400 --> 00:47:14.560]   like
[00:47:14.560 --> 00:47:14.960]   a
[00:47:14.960 --> 00:47:15.280]   huge
[00:47:15.280 --> 00:47:15.960]   takeaway
[00:47:15.960 --> 00:47:16.200]   for
[00:47:16.200 --> 00:47:16.480]   me
[00:47:16.480 --> 00:47:16.800]   as
[00:47:16.800 --> 00:47:17.120]   someone
[00:47:17.120 --> 00:47:17.300]   who's
[00:47:17.300 --> 00:47:17.600]   trying
[00:47:17.600 --> 00:47:17.840]   to
[00:47:17.840 --> 00:47:18.460]   keep
[00:47:18.460 --> 00:47:18.680]   up
[00:47:18.680 --> 00:47:18.960]   with
[00:47:18.960 --> 00:47:19.520]   documentation
[00:47:19.520 --> 00:47:19.820]   it
[00:47:19.820 --> 00:47:19.940]   was
[00:47:19.940 --> 00:47:20.100]   like
[00:47:20.100 --> 00:47:20.280]   just
[00:47:20.280 --> 00:47:20.640]   interesting
[00:47:20.640 --> 00:47:21.100]   discussion
[00:47:21.100 --> 00:47:21.660]   but I
[00:47:21.660 --> 00:47:21.760]   think
[00:47:21.760 --> 00:47:21.880]   the
[00:47:21.880 --> 00:47:21.980]   whole
[00:47:21.980 --> 00:47:22.120]   thing
[00:47:22.120 --> 00:47:22.240]   was
[00:47:22.240 --> 00:47:22.460]   actually
[00:47:22.460 --> 00:47:22.660]   pretty
[00:47:22.660 --> 00:47:23.000]   interesting
[00:47:23.000 --> 00:47:24.440]   I
[00:47:24.440 --> 00:47:24.580]   think
[00:47:24.580 --> 00:47:24.700]   there
[00:47:24.700 --> 00:47:24.800]   is
[00:47:24.800 --> 00:47:24.980]   something
[00:47:24.980 --> 00:47:25.240]   to be
[00:47:25.240 --> 00:47:25.440]   said
[00:47:25.440 --> 00:47:25.660]   because
[00:47:25.660 --> 00:47:25.860]   like
[00:47:25.860 --> 00:47:26.520]   a
[00:47:26.520 --> 00:47:26.720]   huge
[00:47:26.720 --> 00:47:26.880]   part
[00:47:26.880 --> 00:47:26.920]   of
[00:47:26.920 --> 00:47:27.020]   that
[00:47:27.020 --> 00:47:27.300]   400
[00:47:27.300 --> 00:47:27.740]   messages
[00:47:27.740 --> 00:47:28.000]   that
[00:47:28.000 --> 00:47:28.220]   led
[00:47:28.220 --> 00:47:28.360]   to
[00:47:28.360 --> 00:47:28.700]   this
[00:47:28.700 --> 00:47:29.820]   call
[00:47:29.820 --> 00:47:30.420]   was
[00:47:30.420 --> 00:47:30.600]   that
[00:47:30.600 --> 00:47:30.900]   like
[00:47:30.900 --> 00:47:31.300]   there
[00:47:31.300 --> 00:47:31.460]   can
[00:47:31.460 --> 00:47:31.620]   be
[00:47:31.620 --> 00:47:31.940]   over
[00:47:31.940 --> 00:47:32.660]   orchestration
[00:47:32.660 --> 00:47:32.960]   which
[00:47:32.960 --> 00:47:33.060]   I
[00:47:33.060 --> 00:47:33.280]   think
[00:47:33.280 --> 00:47:33.980]   there's
[00:47:33.980 --> 00:47:34.580]   probably
[00:47:34.580 --> 00:47:34.880]   some
[00:47:34.880 --> 00:47:35.140]   element
[00:47:35.140 --> 00:47:35.400]   of
[00:47:35.400 --> 00:47:35.780]   that
[00:47:35.780 --> 00:47:36.000]   going
[00:47:36.000 --> 00:47:36.360]   on
[00:47:36.360 --> 00:47:37.880]   but
[00:47:37.880 --> 00:47:38.520]   I
[00:47:38.520 --> 00:47:38.760]   think
[00:47:38.760 --> 00:47:39.080]   overall
[00:47:39.080 --> 00:47:39.260]   just
[00:47:39.260 --> 00:47:39.480]   to see
[00:47:39.480 --> 00:47:39.840]   somebody's
[00:47:39.840 --> 00:47:40.120]   workflow
[00:47:40.120 --> 00:47:40.260]   is
[00:47:40.260 --> 00:47:40.500]   always
[00:47:40.500 --> 00:47:40.840]   interesting
[00:47:40.840 --> 00:47:41.080]   every
[00:47:41.080 --> 00:47:41.280]   time
[00:47:41.280 --> 00:47:41.380]   and
[00:47:41.380 --> 00:47:41.640]   I'll
[00:47:41.640 --> 00:47:41.820]   watch
[00:47:41.820 --> 00:47:41.920]   it
[00:47:41.920 --> 00:47:42.060]   every
[00:47:42.060 --> 00:47:42.280]   time
[00:47:42.280 --> 00:47:42.500]   so
[00:47:42.500 --> 00:47:42.940]   yeah
[00:47:42.940 --> 00:47:43.580]   those
[00:47:43.580 --> 00:47:43.640]   are
[00:47:43.640 --> 00:47:43.760]   my
[00:47:43.760 --> 00:47:44.100]   thoughts
[00:47:44.100 --> 00:47:45.780]   on
[00:47:45.780 --> 00:47:46.000]   that
[00:47:46.000 --> 00:47:46.340]   note
[00:47:46.340 --> 00:47:46.680]   of
[00:47:46.680 --> 00:47:47.020]   the
[00:47:47.020 --> 00:47:50.300]   unfortunate
[00:47:50.300 --> 00:47:50.720]   for
[00:47:50.720 --> 00:47:51.380]   those
[00:47:51.380 --> 00:47:51.600]   who
[00:47:51.600 --> 00:47:52.120]   haven't
[00:47:52.120 --> 00:47:52.660]   read
[00:47:52.660 --> 00:47:52.820]   the
[00:47:52.820 --> 00:47:53.080]   thread
[00:47:53.080 --> 00:47:53.620]   but
[00:47:53.620 --> 00:47:55.420]   I
[00:47:55.420 --> 00:47:55.840]   think
[00:47:55.840 --> 00:47:57.060]   or
[00:47:57.060 --> 00:47:58.360]   what I
[00:47:58.360 --> 00:47:58.500]   see
[00:47:58.500 --> 00:47:58.660]   with
[00:47:58.660 --> 00:47:59.060]   regard
[00:47:59.060 --> 00:47:59.400]   to
[00:47:59.400 --> 00:47:59.760]   the
[00:47:59.760 --> 00:48:00.360]   over
[00:48:00.360 --> 00:48:00.920]   orchestration
[00:48:00.920 --> 00:48:01.240]   is
[00:48:01.240 --> 00:48:01.640]   something
[00:48:01.640 --> 00:48:02.300]   kind
[00:48:02.300 --> 00:48:02.500]   of
[00:48:02.500 --> 00:48:02.900]   that
[00:48:02.900 --> 00:48:05.300]   you were
[00:48:05.300 --> 00:48:05.620]   touching
[00:48:05.620 --> 00:48:06.040]   on there
[00:48:06.040 --> 00:48:08.040]   where
[00:48:08.040 --> 00:48:09.440]   it's
[00:48:09.440 --> 00:48:09.860]   like
[00:48:09.860 --> 00:48:11.020]   this
[00:48:11.020 --> 00:48:11.600]   system
[00:48:11.600 --> 00:48:12.100]   that
[00:48:12.100 --> 00:48:12.400]   I'm
[00:48:12.400 --> 00:48:12.720]   building
[00:48:12.720 --> 00:48:13.060]   right
[00:48:13.060 --> 00:48:13.540]   now
[00:48:13.540 --> 00:48:14.080]   is
[00:48:14.080 --> 00:48:14.640]   probably
[00:48:14.640 --> 00:48:15.080]   not
[00:48:15.080 --> 00:48:15.200]   going
[00:48:15.200 --> 00:48:15.260]   to
[00:48:15.260 --> 00:48:15.420]   be
[00:48:15.420 --> 00:48:15.880]   relevant
[00:48:15.880 --> 00:48:17.060]   in
[00:48:17.060 --> 00:48:17.420]   you
[00:48:17.420 --> 00:48:17.620]   know
[00:48:17.620 --> 00:48:18.200]   one
[00:48:18.200 --> 00:48:18.380]   or
[00:48:18.380 --> 00:48:18.620]   two
[00:48:18.620 --> 00:48:18.980]   model
[00:48:18.980 --> 00:48:19.640]   generations
[00:48:19.640 --> 00:48:20.240]   so
[00:48:20.240 --> 00:48:20.420]   I
[00:48:20.420 --> 00:48:20.880]   think
[00:48:20.880 --> 00:48:22.780]   to
[00:48:22.780 --> 00:48:22.980]   me
[00:48:22.980 --> 00:48:23.140]   it
[00:48:23.140 --> 00:48:23.400]   seems
[00:48:23.400 --> 00:48:23.640]   like
[00:48:23.640 --> 00:48:23.960]   there's
[00:48:23.960 --> 00:48:24.560]   value
[00:48:24.560 --> 00:48:25.220]   in
[00:48:25.220 --> 00:48:26.620]   figuring
[00:48:26.620 --> 00:48:27.240]   out
[00:48:27.240 --> 00:48:28.240]   what
[00:48:28.240 --> 00:48:28.700]   all
[00:48:28.700 --> 00:48:29.800]   like
[00:48:29.800 --> 00:48:30.180]   what's
[00:48:30.180 --> 00:48:30.420]   the
[00:48:30.420 --> 00:48:30.820]   minimum
[00:48:30.820 --> 00:48:31.460]   version
[00:48:31.460 --> 00:48:31.880]   of
[00:48:31.880 --> 00:48:32.220]   this
[00:48:32.220 --> 00:48:32.680]   system
[00:48:32.680 --> 00:48:33.320]   because
[00:48:33.320 --> 00:48:33.900]   you're
[00:48:33.900 --> 00:48:34.020]   going
[00:48:34.020 --> 00:48:34.160]   to
[00:48:34.160 --> 00:48:34.460]   need
[00:48:34.460 --> 00:48:34.720]   to
[00:48:34.720 --> 00:48:35.100]   redo
[00:48:35.100 --> 00:48:35.320]   it
[00:48:35.320 --> 00:48:35.540]   from
[00:48:35.540 --> 00:48:36.180]   scratch
[00:48:36.180 --> 00:48:37.240]   two
[00:48:37.240 --> 00:48:37.860]   generations
[00:48:37.860 --> 00:48:38.260]   from
[00:48:38.260 --> 00:48:38.620]   now
[00:48:38.620 --> 00:48:38.860]   so
[00:48:38.860 --> 00:48:39.100]   what
[00:48:39.100 --> 00:48:39.280]   you
[00:48:39.280 --> 00:48:39.800]   want
[00:48:39.800 --> 00:48:39.940]   to
[00:48:39.940 --> 00:48:40.060]   be
[00:48:40.060 --> 00:48:40.200]   able
[00:48:40.200 --> 00:48:40.380]   to
[00:48:40.380 --> 00:48:40.560]   do
[00:48:40.560 --> 00:48:41.060]   then
[00:48:41.060 --> 00:48:41.780]   is
[00:48:41.780 --> 00:48:42.000]   the
[00:48:42.000 --> 00:48:42.300]   minimum
[00:48:42.300 --> 00:48:42.800]   amount
[00:48:42.800 --> 00:48:42.960]   of
[00:48:42.960 --> 00:48:43.180]   work
[00:48:43.180 --> 00:48:43.340]   to
[00:48:43.340 --> 00:48:43.520]   get
[00:48:43.520 --> 00:48:43.960]   back
[00:48:43.960 --> 00:48:44.280]   to
[00:48:44.280 --> 00:48:44.520]   the
[00:48:44.520 --> 00:48:44.860]   kind
[00:48:44.860 --> 00:48:45.120]   of
[00:48:45.120 --> 00:48:45.740]   functionality
[00:48:45.740 --> 00:48:46.080]   that
[00:48:46.080 --> 00:48:46.460]   you're
[00:48:46.460 --> 00:48:48.420]   using
[00:48:48.420 --> 00:48:50.920]   here
[00:48:50.920 --> 00:48:52.240]   effectively
[00:48:52.240 --> 00:48:54.820]   The alternative
[00:48:54.820 --> 00:48:55.420]   angle is
[00:48:55.420 --> 00:48:55.660]   that you
[00:48:55.660 --> 00:48:55.980]   just make
[00:48:55.980 --> 00:48:56.300]   it good
[00:48:56.300 --> 00:48:56.600]   enough
[00:48:56.600 --> 00:48:56.880]   that it
[00:48:56.880 --> 00:48:57.040]   can
[00:48:57.040 --> 00:48:57.400]   rebuild
[00:48:57.400 --> 00:48:57.720]   itself
[00:48:57.720 --> 00:48:57.880]   for
[00:48:57.880 --> 00:48:58.040]   every
[00:48:58.040 --> 00:48:58.200]   new
[00:48:58.200 --> 00:48:58.680]   generation
[00:48:58.680 --> 00:48:59.660]   Yeah
[00:48:59.660 --> 00:49:00.080]   well
[00:49:00.080 --> 00:49:00.600]   exactly
[00:49:00.600 --> 00:49:00.980]   is
[00:49:00.980 --> 00:49:01.440]   either
[00:49:01.440 --> 00:49:02.160]   is
[00:49:02.160 --> 00:49:02.380]   you
[00:49:02.380 --> 00:49:03.160]   could
[00:49:03.160 --> 00:49:03.960]   yeah
[00:49:03.960 --> 00:49:04.200]   you
[00:49:04.200 --> 00:49:04.340]   could
[00:49:04.340 --> 00:49:04.520]   take
[00:49:04.520 --> 00:49:04.620]   it
[00:49:04.620 --> 00:49:04.820]   either
[00:49:04.820 --> 00:49:05.200]   approach
[00:49:05.200 --> 00:49:05.360]   where
[00:49:05.360 --> 00:49:05.520]   you
[00:49:05.520 --> 00:49:05.680]   could
[00:49:05.680 --> 00:49:06.080]   have
[00:49:06.080 --> 00:49:06.300]   a
[00:49:06.300 --> 00:49:06.700]   fairly
[00:49:06.700 --> 00:49:07.280]   sophisticated
[00:49:07.280 --> 00:49:07.860]   system
[00:49:07.860 --> 00:49:08.160]   that's
[00:49:08.160 --> 00:49:08.360]   built
[00:49:08.360 --> 00:49:08.640]   for
[00:49:08.640 --> 00:49:08.920]   a
[00:49:08.920 --> 00:49:09.280]   particular
[00:49:09.280 --> 00:49:09.660]   model
[00:49:09.660 --> 00:49:10.000]   that's
[00:49:10.000 --> 00:49:10.260]   spitting
[00:49:10.260 --> 00:49:10.480]   out
[00:49:10.480 --> 00:49:10.840]   littler
[00:49:10.840 --> 00:49:11.460]   systems
[00:49:11.460 --> 00:49:12.380]   or
[00:49:12.380 --> 00:49:13.160]   you
[00:49:13.160 --> 00:49:13.360]   could
[00:49:13.360 --> 00:49:13.680]   have
[00:49:13.680 --> 00:49:14.140]   like
[00:49:14.140 --> 00:49:15.900]   these
[00:49:15.900 --> 00:49:17.860]   six or
[00:49:17.860 --> 00:49:18.280]   seven
[00:49:18.280 --> 00:49:18.840]   fairly
[00:49:18.840 --> 00:49:19.620]   straightforward
[00:49:19.620 --> 00:49:20.320]   approaches
[00:49:20.320 --> 00:49:20.760]   will
[00:49:20.760 --> 00:49:21.340]   generally
[00:49:21.340 --> 00:49:21.960]   give me
[00:49:21.960 --> 00:49:22.520]   all the
[00:49:22.520 --> 00:49:23.140]   all the
[00:49:23.140 --> 00:49:23.520]   chassis
[00:49:23.520 --> 00:49:24.000]   I need
[00:49:24.000 --> 00:49:24.320]   to get
[00:49:24.320 --> 00:49:24.500]   this
[00:49:24.500 --> 00:49:24.680]   thing
[00:49:24.680 --> 00:49:25.020]   going
[00:49:25.020 --> 00:49:25.240]   kind
[00:49:25.240 --> 00:49:25.320]   of
[00:49:25.320 --> 00:49:25.560]   thing
[00:49:25.560 --> 00:49:27.180]   basically
[00:49:27.180 --> 00:49:27.820]   establish
[00:49:27.820 --> 00:49:28.020]   the
[00:49:28.020 --> 00:49:28.480]   primitives
[00:49:28.480 --> 00:49:30.240]   yeah
[00:49:30.240 --> 00:49:30.580]   more
[00:49:30.580 --> 00:49:30.700]   or
[00:49:30.700 --> 00:49:30.940]   less
[00:49:30.940 --> 00:49:34.060]   I
[00:49:34.060 --> 00:49:34.200]   think
[00:49:34.200 --> 00:49:34.480]   another
[00:49:34.480 --> 00:49:34.820]   takeaway
[00:49:34.820 --> 00:49:35.120]   from
[00:49:35.120 --> 00:49:35.660]   watching
[00:49:35.660 --> 00:49:35.920]   him
[00:49:35.920 --> 00:49:36.060]   is
[00:49:36.060 --> 00:49:36.260]   like
[00:49:36.260 --> 00:49:36.980]   using
[00:49:36.980 --> 00:49:37.140]   a
[00:49:37.140 --> 00:49:37.440]   database
[00:49:37.440 --> 00:49:37.620]   for
[00:49:37.620 --> 00:49:38.040]   orchestration
[00:49:38.040 --> 00:49:38.140]   is
[00:49:38.140 --> 00:49:38.300]   really
[00:49:38.300 --> 00:49:38.540]   cool
[00:49:38.540 --> 00:49:38.760]   too
[00:49:38.760 --> 00:49:38.960]   I
[00:49:38.960 --> 00:49:39.100]   think
[00:49:39.100 --> 00:49:39.480]   that's
[00:49:39.480 --> 00:49:39.680]   something
[00:49:39.680 --> 00:49:39.860]   I
[00:49:39.860 --> 00:49:40.600]   am
[00:49:40.600 --> 00:49:40.960]   becoming
[00:49:40.960 --> 00:49:41.320]   more
[00:49:41.320 --> 00:49:41.840]   database
[00:49:41.840 --> 00:49:42.100]   peeled
[00:49:42.100 --> 00:49:42.300]   by
[00:49:42.300 --> 00:49:42.480]   the
[00:49:42.480 --> 00:49:42.820]   day
[00:49:42.820 --> 00:49:43.260]   like
[00:49:43.260 --> 00:49:47.100]   just
[00:49:47.100 --> 00:49:47.300]   a
[00:49:47.300 --> 00:49:47.540]   quick
[00:49:47.540 --> 00:49:47.940]   tip
[00:49:47.940 --> 00:49:48.300]   when
[00:49:48.300 --> 00:49:48.500]   you
[00:49:48.500 --> 00:49:48.740]   are
[00:49:48.740 --> 00:49:49.240]   using
[00:49:49.240 --> 00:49:50.100]   databases
[00:49:50.100 --> 00:49:50.980]   always
[00:49:50.980 --> 00:49:51.340]   have
[00:49:51.340 --> 00:49:51.700]   one
[00:49:51.700 --> 00:49:52.060]   test
[00:49:52.060 --> 00:49:52.540]   environment
[00:49:52.540 --> 00:49:52.940]   and
[00:49:52.940 --> 00:49:53.140]   one
[00:49:53.140 --> 00:49:53.640]   production
[00:49:53.640 --> 00:49:54.160]   environment
[00:49:54.160 --> 00:49:55.980]   and name
[00:49:55.980 --> 00:49:56.140]   it
[00:49:56.140 --> 00:49:56.400]   like
[00:49:56.400 --> 00:49:56.720]   this
[00:49:56.720 --> 00:49:57.380]   so
[00:49:57.380 --> 00:49:57.840]   the
[00:49:57.840 --> 00:49:58.220]   LLL
[00:49:58.220 --> 00:49:58.860]   doesn't
[00:49:58.860 --> 00:49:59.120]   delete
[00:49:59.120 --> 00:49:59.300]   your
[00:49:59.300 --> 00:49:59.760]   production
[00:49:59.760 --> 00:50:00.320]   database
[00:50:00.320 --> 00:50:02.440]   I
[00:50:02.440 --> 00:50:02.640]   feel
[00:50:02.640 --> 00:50:03.380]   I'm
[00:50:03.380 --> 00:50:03.620]   a big
[00:50:03.620 --> 00:50:03.840]   fan
[00:50:03.840 --> 00:50:03.960]   of
[00:50:03.960 --> 00:50:04.620]   Neo4j
[00:50:04.620 --> 00:50:05.080]   myself
[00:50:05.080 --> 00:50:07.420]   yeah
[00:50:07.420 --> 00:50:07.580]   I was
[00:50:07.580 --> 00:50:07.780]   going to
[00:50:07.780 --> 00:50:07.940]   say
[00:50:07.940 --> 00:50:08.060]   I
[00:50:08.060 --> 00:50:08.320]   just
[00:50:08.320 --> 00:50:08.800]   the
[00:50:08.800 --> 00:50:09.020]   most
[00:50:09.020 --> 00:50:09.500]   recent
[00:50:09.500 --> 00:50:10.360]   database
[00:50:10.360 --> 00:50:10.920]   thing
[00:50:10.920 --> 00:50:11.160]   that
[00:50:11.160 --> 00:50:11.400]   I've
[00:50:11.400 --> 00:50:11.940]   been
[00:50:11.940 --> 00:50:13.300]   interested
[00:50:13.300 --> 00:50:13.580]   in
[00:50:13.580 --> 00:50:13.820]   lately
[00:50:13.820 --> 00:50:14.000]   is
[00:50:14.000 --> 00:50:14.200]   called
[00:50:14.200 --> 00:50:14.780]   DOLT
[00:50:14.780 --> 00:50:15.280]   where
[00:50:15.280 --> 00:50:15.500]   it's
[00:50:15.500 --> 00:50:15.760]   it
[00:50:15.760 --> 00:50:16.420]   what
[00:50:16.420 --> 00:50:16.980]   basically
[00:50:16.980 --> 00:50:17.340]   what
[00:50:17.340 --> 00:50:17.480]   it
[00:50:17.480 --> 00:50:17.760]   is
[00:50:17.760 --> 00:50:19.220]   it's
[00:50:19.220 --> 00:50:19.820]   it's
[00:50:19.820 --> 00:50:19.980]   like
[00:50:19.980 --> 00:50:20.260]   Git
[00:50:20.260 --> 00:50:20.580]   and
[00:50:20.580 --> 00:50:21.460]   SQLite
[00:50:21.460 --> 00:50:21.880]   squished
[00:50:21.880 --> 00:50:22.240]   together
[00:50:22.240 --> 00:50:22.480]   so
[00:50:22.480 --> 00:50:22.620]   you
[00:50:22.620 --> 00:50:22.780]   can
[00:50:22.780 --> 00:50:23.020]   like
[00:50:23.020 --> 00:50:23.340]   fork
[00:50:23.340 --> 00:50:23.540]   your
[00:50:23.540 --> 00:50:23.960]   database
[00:50:23.960 --> 00:50:24.260]   or
[00:50:24.260 --> 00:50:24.400]   have
[00:50:24.400 --> 00:50:24.660]   different
[00:50:24.660 --> 00:50:25.000]   branches
[00:50:25.000 --> 00:50:25.200]   or
[00:50:25.200 --> 00:50:25.460]   whatever
[00:50:25.460 --> 00:50:25.700]   so
[00:50:25.700 --> 00:50:25.880]   you'd
[00:50:25.880 --> 00:50:26.040]   have
[00:50:26.040 --> 00:50:26.300]   one
[00:50:26.300 --> 00:50:26.620]   prod
[00:50:26.620 --> 00:50:27.000]   branch
[00:50:27.000 --> 00:50:27.140]   and
[00:50:27.140 --> 00:50:27.280]   then
[00:50:27.280 --> 00:50:27.680]   one
[00:50:27.680 --> 00:50:30.340]   test
[00:50:30.340 --> 00:50:30.740]   branch
[00:50:30.740 --> 00:50:30.960]   and
[00:50:30.960 --> 00:50:31.260]   they
[00:50:31.260 --> 00:50:31.700]   wouldn't
[00:50:31.700 --> 00:50:32.700]   be
[00:50:32.700 --> 00:50:33.180]   able
[00:50:33.180 --> 00:50:33.440]   to
[00:50:33.440 --> 00:50:34.020]   add
[00:50:34.020 --> 00:50:34.400]   to
[00:50:34.400 --> 00:50:34.620]   it
[00:50:34.620 --> 00:50:35.400]   thanks
[00:50:35.400 --> 00:50:35.560]   for
[00:50:35.560 --> 00:50:35.840]   pointing
[00:50:35.840 --> 00:50:36.060]   that
[00:50:36.060 --> 00:50:36.260]   out
[00:50:36.260 --> 00:50:36.420]   to
[00:50:36.420 --> 00:50:36.600]   me
[00:50:36.600 --> 00:50:36.780]   yeah
[00:50:36.780 --> 00:50:36.960]   it's
[00:50:36.960 --> 00:50:37.160]   like
[00:50:37.160 --> 00:50:38.000]   a
[00:50:38.000 --> 00:50:38.540]   really good
[00:50:38.540 --> 00:50:38.880]   prompt
[00:50:38.880 --> 00:50:39.080]   is
[00:50:39.080 --> 00:50:39.440]   literally
[00:50:39.440 --> 00:50:39.740]   just
[00:50:39.740 --> 00:50:40.000]   like
[00:50:40.000 --> 00:50:40.280]   use
[00:50:40.280 --> 00:50:40.860]   SQLite
[00:50:40.860 --> 00:50:41.000]   or
[00:50:41.000 --> 00:50:41.260]   use
[00:50:41.260 --> 00:50:41.700]   DOLT
[00:50:41.700 --> 00:50:42.180]   and
[00:50:42.180 --> 00:50:42.320]   then
[00:50:42.320 --> 00:50:42.480]   put
[00:50:42.480 --> 00:50:42.620]   your
[00:50:42.620 --> 00:50:42.940]   task
[00:50:42.940 --> 00:50:43.080]   in
[00:50:43.080 --> 00:50:43.240]   it
[00:50:43.240 --> 00:50:43.620]   and
[00:50:43.620 --> 00:50:43.740]   then
[00:50:43.740 --> 00:50:43.860]   it
[00:50:43.860 --> 00:50:44.060]   will
[00:50:44.060 --> 00:50:44.440]   create
[00:50:44.440 --> 00:50:44.580]   a
[00:50:44.580 --> 00:50:44.840]   schema
[00:50:44.840 --> 00:50:45.100]   and
[00:50:45.100 --> 00:50:45.200]   it
[00:50:45.200 --> 00:50:45.340]   will
[00:50:45.340 --> 00:50:45.560]   like
[00:50:45.560 --> 00:50:45.840]   use
[00:50:45.840 --> 00:50:46.040]   it
[00:50:46.040 --> 00:50:46.340]   which
[00:50:46.340 --> 00:50:46.560]   is
[00:50:46.560 --> 00:50:47.040]   which
[00:50:47.040 --> 00:50:47.160]   is
[00:50:47.160 --> 00:50:47.360]   really
[00:50:47.360 --> 00:50:47.720]   nice
[00:50:47.720 --> 00:50:48.740]   yeah
[00:50:48.740 --> 00:50:48.980]   which
[00:50:48.980 --> 00:50:49.100]   is
[00:50:49.100 --> 00:50:49.300]   kind
[00:50:49.300 --> 00:50:49.480]   of
[00:50:49.480 --> 00:50:50.120]   where
[00:50:50.120 --> 00:50:50.320]   I
[00:50:50.320 --> 00:50:50.600]   see
[00:50:50.600 --> 00:50:50.840]   the
[00:50:50.840 --> 00:50:51.340]   difference
[00:50:51.340 --> 00:50:51.820]   between
[00:50:51.820 --> 00:50:52.140]   your
[00:50:52.140 --> 00:50:52.520]   approach
[00:50:52.520 --> 00:50:53.580]   and Olivier's
[00:50:53.580 --> 00:50:54.400]   where he's
[00:50:54.400 --> 00:50:54.720]   got
[00:50:54.720 --> 00:50:55.800]   a fairly
[00:50:55.800 --> 00:50:56.340]   sophisticated
[00:50:56.340 --> 00:50:56.880]   system
[00:50:56.880 --> 00:50:57.340]   that took
[00:50:57.340 --> 00:50:57.720]   a while
[00:50:57.720 --> 00:50:58.240]   to build
[00:50:58.240 --> 00:50:58.580]   up
[00:50:58.580 --> 00:50:58.980]   whereas
[00:50:58.980 --> 00:50:59.720]   a lot
[00:50:59.720 --> 00:50:59.980]   of what
[00:50:59.980 --> 00:51:00.380]   I see
[00:51:00.380 --> 00:51:00.540]   you
[00:51:00.540 --> 00:51:00.820]   do
[00:51:00.820 --> 00:51:01.240]   is
[00:51:01.240 --> 00:51:03.800]   the
[00:51:03.800 --> 00:51:04.460]   applications
