
[00:00:00.040 --> 00:00:09.300]   TED
[01:31:49.240 --> 01:31:49.240]   The big computers used for big machine learning that you can't do the math.
[01:31:49.240 --> 01:31:49.240]   The big computers used for big machine learning that you can't do the math.
[01:31:49.240 --> 01:31:49.240]   The big computers used for big machine learning that you can't do the math.
[01:31:49.260 --> 01:32:19.240]   The big computers used for big machine learning that you can't do the math.
[01:32:19.240 --> 01:32:19.240]   The big computers used for big machine learning that you can't do the math.
[01:32:19.240 --> 01:32:19.240]   The big computers used for big machine learning that you can't do the math.
[01:32:19.240 --> 01:32:19.240]   The big computers used for big machine learning that you can't do the math.
[01:32:19.240 --> 01:32:19.240]   The big computers used for big machine learning that you can't do the math.
[01:32:19.240 --> 01:32:19.240]   The big computers used for big machine learning that you can't do the math.
[01:32:19.240 --> 01:32:19.240]   The big computers used for big machine learning that you can't do the math.
[01:32:19.240 --> 01:32:19.240]   The big computers used for big machine learning that you can't do the math.
[01:32:19.240 --> 01:32:19.240]   The big computers used for big machine learning that you can't do the math.
[01:32:19.240 --> 01:32:19.240]   The big computers used for big machine learning that you can't do the math.
[01:32:19.240 --> 01:32:19.240]   The big computers used for big machine learning that you can't do the math.
[01:32:19.240 --> 01:32:19.240]   The big computers used for big machine learning that you can't do the math.
[01:32:19.280 --> 01:32:49.240]  ,
[01:32:49.240 --> 01:32:49.240]   The big computers used for big machine learning that you can't do the math.
[01:32:49.240 --> 01:32:49.240]   The big computers used for big machine learning that you can't do the math.
[01:32:49.240 --> 01:32:49.240]   The big computers used for big machine learning that you can't do the math.
[01:32:49.240 --> 01:32:49.240]   The big computers used for big machine learning that you can't do the math.
[01:32:49.240 --> 01:32:49.240]   The big computers used for big machine learning that you can't do the math.
[01:32:49.240 --> 01:32:49.240]   The big computers used for big machine learning that you can't do the math.
[01:32:49.240 --> 01:32:49.240]   The big computers used for big machine learning that you can't do the math.
[01:32:49.240 --> 01:32:49.240]   The big computers used for big machine learning that you can't do the math.
[01:32:49.240 --> 01:32:49.240]   The big computers used for big machine learning that you can't do the math.
[01:32:49.240 --> 01:32:49.240]   The big computers used for big machine learning that you can't do the math.
[01:32:49.240 --> 01:32:49.240]   The big computers used for big machine learning that you can't do the math.
[01:32:49.260 --> 01:33:19.240]   The big computers used for big machine learning that you can't do the math.
[01:33:19.240 --> 01:33:19.240]   The big computers used for big machine learning that you can't do the math.
[01:33:19.240 --> 01:33:19.240]   The big computers used for big machine learning that you can't do the math.
[01:33:19.240 --> 01:33:19.240]   The big computers used for big machine learning that you can't do the math.
[01:33:19.240 --> 01:33:19.240]   The big computers used for big machine learning that you can't do the math.
[01:33:19.240 --> 01:33:19.240]   The big computers used for big machine learning that you can't do the math.
[01:33:19.240 --> 01:33:19.240]   The big computers used for big machine learning that you can't do the math.
[01:33:19.240 --> 01:33:19.240]   The big computers used for big machine learning that you can't do the math.
[01:33:19.240 --> 01:33:19.240]   The big computers used for big machine learning that you can't do the math.
[01:33:19.240 --> 01:33:19.240]   The big computers used for big machine learning that you can't do the math.
[01:33:19.240 --> 01:33:19.240]   The big computers used for big machine learning that you can't do the math.
[01:33:19.240 --> 01:33:19.240]   The big computers used for big machine learning that you can't do the math.
[01:33:19.280 --> 01:33:49.240]  , The big computers used for big machine learning that you can't do the math.
[01:33:49.240 --> 01:33:49.240]   The big computers used for big machine learning that you can't do the math.
[01:33:49.240 --> 01:33:49.240]   The big computers used for big machine learning that you can't do the math.
[01:33:49.240 --> 01:33:49.240]   The big computers used for big machine learning that you can't do the math.
[01:33:49.240 --> 01:33:49.240]   The big computers used for big machine learning that you can't do the math.
[01:33:49.240 --> 01:33:49.240]   The big computers used for big machine learning that you can't do the math.
[01:33:49.240 --> 01:33:49.240]   The big computers used for big machine learning that you can't do the math.
[01:33:49.240 --> 01:33:49.240]   The big computers used for big machine learning that you can't do the math.
[01:33:49.240 --> 01:33:49.240]   The big computers used for big machine learning that you can't do the math.
[01:33:49.240 --> 01:33:49.240]   The big computers used for big machine learning that you can't do the math.
[01:33:49.240 --> 01:33:49.240]   The big computers used for big machine learning that you can't do the math.
[01:33:49.280 --> 01:33:56.780]   of
[01:33:56.780 --> 01:33:59.980]   i
[01:33:59.980 --> 01:34:02.540]   hopefully him,,,, minimize
[01:34:02.540 --> 01:34:17.100]   nave watermelon Plus It I Ah The A Mar И mand is 100 check shidd didnt
[01:34:17.540 --> 01:34:23.580]   y
[01:34:23.580 --> 01:34:28.880]   las the in the
[01:34:28.880 --> 01:34:33.980]   divide,,,,, X I'mquis Artist
[01:35:46.900 --> 01:36:15.420]  ертвly clear. I once did a drive, in fact up to the Mussolini era villa outside Torino, in the early days of what became quantum computing, with a famous person who thinks about quantum mechanics and consciousness. And we had the most infuriating conversation that went roughly along the lines of "consciousness is weird, quantum mechanics is weird, and we're going to have to figure out what's going to happen next."
[01:36:15.420 --> 01:36:15.420]   The most infuriating conversation that went roughly along the lines of "consciousness is weird, quantum mechanics is weird, and we're going to have to figure out what's going to happen next."
[01:36:15.420 --> 01:36:15.420]   The most infuriating conversation that went roughly along the lines of "consciousness is weird, quantum mechanics is weird, and we're going to have to figure out what's going to happen next."
[01:36:15.420 --> 01:36:15.420]   The most infuriating conversation that went roughly along the lines of "consciousness is weird, quantum mechanics is weird, and we're going to have to figure out what's going to happen next."
[01:36:15.540 --> 01:36:45.380]  , and we're going to have to figure out what's going to happen next."
[01:36:45.380 --> 01:36:45.440]   The most infuriating conversation that went roughly along the lines of "consciousness is weird, quantum mechanics is weird, and we're going to have to figure out what's going to happen next."
[01:36:45.440 --> 01:36:45.440]   The most infuriating conversation that went roughly along the lines of "consciousness is weird, quantum mechanics is weird, and we're going to have to figure out what's going to happen next."
[01:36:45.440 --> 01:36:45.440]   The most infuriating conversation that went roughly along the lines of "consciousness is weird, quantum mechanics is weird, and we're going to figure out what's going to figure out what's going to happen next."
[01:36:45.460 --> 01:37:15.460]   The most infuriating conversation that went roughly along the lines of "consciousness is weird, quantum mechanics is weird, and we're going to have to figure out what's going to happen next."
[01:37:15.460 --> 01:37:15.460]   The most infuriating conversation that went roughly along the lines of "consciousness is weird, quantum mechanics is weird, and we're going to have to figure out what's going to happen next."
[01:37:15.460 --> 01:37:15.460]   The most infuriating conversation that went roughly along the lines of "consciousness is weird, quantum mechanics is weird, and we're going to have to figure out what's going to happen next."
[01:37:15.460 --> 01:37:15.460]   The most infuriating conversation that went roughly along the lines of "consciousness is weird, quantum mechanics is weird, and we're going to have to figure out what's going to happen next."
[01:37:15.460 --> 01:37:15.460]   The most infuriating conversation that went roughly along the lines of "consciousness is weird, quantum mechanics is weird, and we're going to have to figure out what's going to happen next."
[01:37:15.480 --> 01:37:45.480]   The most infuriating conversation that went roughly along the lines of "consciousness is weird, quantum mechanics is weird, and we're going to have to figure out what's going to happen next."
[01:37:45.480 --> 01:37:45.480]   The most infuriating conversation that went roughly along the lines of "consciousness is weird, quantum mechanics is weird, and we're going to have to figure out what's going to happen next."
[01:37:45.480 --> 01:37:45.480]   The most infuriating conversation that went roughly along the lines of "consciousness is weird, quantum mechanics is weird, quantum mechanics is weird, and we're going to have to figure out what's going to happen next."
[01:37:45.500 --> 01:38:15.500]   The most infuriating conversation that went roughly along the lines of "consciousness is weird, quantum mechanics is weird, quantum mechanics is weird, and we're going to have to figure out what's going to happen next."
[01:38:15.500 --> 01:38:15.500]   The most infuriating conversation that went roughly along the lines of "consciousness is weird, quantum mechanics is weird, quantum mechanics is weird, quantum mechanics is weird, and we're going to have to figure out what's going to happen next."
[01:38:15.540 --> 01:38:45.520]   and we're going to have to figure out what's going to happen next."
[01:38:45.520 --> 01:38:45.520]   And we're going to have to figure out what's going to happen next."
[01:38:45.520 --> 01:38:45.520]   And we're going to have to figure out what's going to happen next."
[01:38:45.520 --> 01:38:45.520]   And we're going to have to figure out what's going to happen next."
[01:38:45.520 --> 01:38:45.520]   And we're going to have to figure out what's going to happen next."
[01:38:45.520 --> 01:38:45.520]   And we're going to have to figure out what's going to happen next."
[01:38:45.520 --> 01:38:45.520]   And we're going to have to figure out what's going to happen next."
[01:38:45.520 --> 01:38:45.520]   And we're going to figure out what's going to happen next."
[01:38:45.540 --> 01:39:15.540]   And we're going to have to figure out what's going to happen next."
[01:39:15.540 --> 01:39:15.540]   And we're going to have to figure out what's going to happen next."
[01:39:15.540 --> 01:39:15.540]   And we're going to have to figure out what's going to happen next."
[01:39:15.540 --> 01:39:15.540]   And we're going to have to figure out what's going to happen next."
[01:39:15.540 --> 01:39:15.540]   And we're going to have to figure out what's going to happen next."
[01:39:15.540 --> 01:39:15.540]   And we're going to have to figure out what's going to happen next."
[01:39:15.540 --> 01:39:15.540]   And we're going to have to figure out what's going to happen next."
[01:39:15.540 --> 01:39:15.540]   And we're going to have to figure out what's going to happen next."
[01:39:15.540 --> 01:39:15.540]   And we're going to have to figure out what's going to happen next."
[01:39:15.540 --> 01:39:15.540]   And we're going to have to figure out what's going to happen next."
[01:39:15.540 --> 01:39:15.540]   And we're going to have to figure out what's going to happen next."
[01:39:15.540 --> 01:39:15.540]   And we're going to have to figure out what's going to happen next."
[01:39:15.560 --> 01:39:45.560]   And we're going to have to figure out what's going to happen next."
[01:39:45.560 --> 01:39:45.560]   And we're going to have to figure out what's going to happen next."
[01:39:45.560 --> 01:39:45.560]   And we're going to have to figure out what's going to happen next."
[01:39:45.560 --> 01:39:45.560]   And we're going to have to figure out what's going to happen next."
[01:39:45.560 --> 01:39:45.560]   And we're going to have to figure out what's going to happen next."
[01:39:45.560 --> 01:39:45.560]   And we're going to have to figure out what's going to happen next."
[01:39:45.560 --> 01:39:45.560]   And we're going to have to figure out what's going to happen next."
[01:39:45.560 --> 01:39:45.560]   And we're going to have to figure out what's going to happen next."
[01:39:45.560 --> 01:39:45.560]   And we're going to have to figure out what's going to happen next."
[01:39:45.580 --> 01:40:15.580]   And we're going to have to figure out what's going to happen next."
[01:40:15.580 --> 01:40:15.580]   And we're going to have to figure out what's going to happen next."
[01:40:15.580 --> 01:40:15.580]   And we're going to have to figure out what's going to happen next."
[01:40:15.580 --> 01:40:15.580]   And we're going to have to figure out what's going to happen next."
[01:40:15.580 --> 01:40:15.580]   And we're going to have to figure out what's going to happen next."
[01:40:15.580 --> 01:40:15.580]   And we're going to have to figure out what's going to happen next."
[01:40:15.580 --> 01:40:15.580]   And we're going to have to figure out what's going to happen next."
[01:40:15.580 --> 01:40:15.580]   And we're going to have to figure out what's going to happen next."
[01:40:15.580 --> 01:40:15.580]   And we're going to have to figure out what's going to happen next."
[01:40:15.580 --> 01:40:15.580]   And we're going to have to figure out what's going to happen next."
[01:40:15.580 --> 01:40:15.580]   And we're going to figure out what's going to happen next."
[01:40:15.600 --> 01:40:45.600]   And we're going to have to figure out what's going to happen next."
[01:40:45.600 --> 01:40:45.600]   And we're going to have to figure out what's going to happen next."
[01:40:45.600 --> 01:40:45.600]   And we're going to have to figure out what's going to happen next."
[01:40:45.600 --> 01:40:45.600]   And we're going to have to figure out what's going to happen next."
[01:40:45.600 --> 01:40:45.600]   And we're going to have to figure out what's going to happen next."
[01:40:45.600 --> 01:40:45.600]   And we're going to have to figure out what's going to happen next."
[01:40:45.600 --> 01:40:45.600]   And we're going to have to figure out what's going to happen next."
[01:40:45.600 --> 01:40:45.600]   And we're going to have to figure out what's going to happen next."
[01:40:45.600 --> 01:40:45.600]   And we're going to have to figure out what's going to happen next."
[01:40:45.600 --> 01:40:45.600]   And we're going to have to figure out what's going to happen next."
[01:40:45.620 --> 01:41:15.620]  ,
[01:41:15.620 --> 01:41:15.620]   And we're going to have to figure out what's going to happen next."
[01:41:15.620 --> 01:41:15.620]   And we're going to have to figure out what's going to happen next."
[01:41:15.620 --> 01:41:15.620]   And we're going to have to figure out what's going to happen next."
[01:41:15.620 --> 01:41:15.620]   And we're going to have to figure out what's going to happen next."
[01:41:15.620 --> 01:41:15.620]   And we're going to have to figure out what's going to happen next."
[01:41:15.620 --> 01:41:15.620]   And we're going to have to figure out what's going to happen next."
[01:41:15.620 --> 01:41:15.620]   And we're going to figure out what's going to happen next."
[01:41:15.620 --> 01:41:15.620]   And we're going to figure out what's going to happen next."
[01:41:15.640 --> 01:41:45.640]   And we're going to have to figure out what's going to happen next."
[01:41:45.640 --> 01:41:45.640]   And we're going to have to figure out what's going to happen next."
[01:41:45.640 --> 01:41:45.640]   And we're going to have to figure out what's going to happen next."
[01:41:45.640 --> 01:41:45.640]   And we're going to have to figure out what's going to happen next."
[01:41:45.640 --> 01:41:45.640]   And we're going to have to figure out what's going to happen next."
[01:41:45.640 --> 01:41:45.640]   And we're going to have to figure out what's going to happen next."
[01:41:45.640 --> 01:41:45.640]   And we're going to have to figure out what's going to happen next."
[01:41:45.640 --> 01:41:45.640]   And we're going to have to figure out what's going to happen next."
[01:41:45.640 --> 01:41:45.640]   And we're going to have to figure out what's going to happen next."
[01:41:45.640 --> 01:41:45.640]   And we're going to figure out what's going to happen next."
[01:41:45.660 --> 01:42:15.660]   and we're going to have to figure out what's going to happen next."
[01:42:15.660 --> 01:42:15.660]   And we're going to have to figure out what's going to happen next."
[01:42:15.660 --> 01:42:15.660]   And we're going to have to figure out what's going to happen next."
[01:42:15.660 --> 01:42:15.660]   And we're going to have to figure out what's going to happen next."
[01:42:15.660 --> 01:42:15.660]   And we're going to have to figure out what's going to happen next."
[01:42:15.660 --> 01:42:15.660]   And we're going to have to figure out what's going to happen next."
[01:42:15.660 --> 01:42:15.660]   And we're going to have to figure out what's going to happen next."
[01:42:15.660 --> 01:42:15.660]   And we're going to have to figure out what's going to happen next."
[01:42:15.660 --> 01:42:15.660]   And we're going to figure out what's going to happen next."
[01:42:15.660 --> 01:42:15.660]   And we're going to figure out what's going to happen next."
[01:42:15.660 --> 01:42:15.660]   And we're going to figure out what's going to happen next."
[01:42:15.660 --> 01:42:15.660]   And we're going to figure out what's going to figure out what's going to happen next."
[01:42:15.680 --> 01:42:45.680]  ,
[01:42:45.680 --> 01:42:45.680]   And we're going to figure out what's going to happen next."
[01:42:45.680 --> 01:42:45.680]   And we're going to figure out what's going to happen next."
[01:42:45.680 --> 01:42:45.680]   And we're going to figure out what's going to happen next."
[01:42:45.680 --> 01:42:45.680]   And we're going to figure out what's going to happen next."
[01:42:45.680 --> 01:42:45.680]   And we're going to figure out what's going to happen next."
[01:42:45.680 --> 01:42:45.680]   And we're going to figure out what's going to happen next."
[01:42:45.680 --> 01:42:45.680]   And we're going to figure out what's going to happen next."
[01:42:45.680 --> 01:42:45.680]   And we're going to figure out what's going to happen next."
[01:42:45.700 --> 01:43:15.700]  ,
[01:43:15.700 --> 01:43:15.700]   And we're going to figure out what's going to happen next."
[01:43:15.700 --> 01:43:15.700]   And we're going to figure out what's going to happen next."
[01:43:15.700 --> 01:43:15.700]   And we're going to figure out what's going to happen next."
[01:43:15.700 --> 01:43:15.700]   And we're going to figure out what's going to happen next."
[01:43:15.700 --> 01:43:15.700]   And we're going to figure out what's going to happen next."
[01:43:15.700 --> 01:43:15.700]   And we're going to figure out what's going to happen next."
[01:43:15.700 --> 01:43:15.700]   And we're going to figure out what's going to happen next."
[01:43:15.700 --> 01:43:15.700]   And we're going to figure out what's going to happen next."
[01:43:15.700 --> 01:43:15.700]   And we're going to figure out what's going to happen next."
[01:43:15.700 --> 01:43:15.700]   And we're going to figure out what's going to figure out what's going to do next."
[01:43:15.720 --> 01:43:45.720]   And we're going to figure out what's going to happen next."
[01:43:45.720 --> 01:43:45.720]   And we're going to figure out what's going to happen next."
[01:43:45.720 --> 01:43:45.720]   And we're going to figure out what's going to happen next."
[01:43:45.720 --> 01:43:45.720]   And we're going to figure out what's going to happen next."
[01:43:45.720 --> 01:43:45.720]   And we're going to figure out what's going to happen next."
[01:43:45.720 --> 01:43:45.720]   And we're going to figure out what's going to happen next."
[01:43:45.720 --> 01:43:45.720]   And we're going to figure out what's going to happen next."
[01:43:45.720 --> 01:43:45.720]   And we're going to figure out what's going to happen next."
[01:43:45.720 --> 01:43:45.720]   And we're going to figure out what's going to happen next."
[01:43:45.720 --> 01:43:45.720]   And we're going to figure out what's going to happen next."
[01:43:45.720 --> 01:43:45.720]   And we're going to figure out what's going to happen next."
[01:43:45.720 --> 01:43:45.720]   And we're going to figure out what's going to happen next."
[01:43:45.720 --> 01:43:45.720]   And we're going to figure out what's going to happen next."
[01:43:45.740 --> 01:44:09.840]   And we're going to figure out what's going to happen next."
[01:44:09.840 --> 01:44:09.860]   And we're going to figure out what's going to happen next."
[01:44:09.860 --> 01:44:09.900]   And we're going to figure out what's going to happen next."
[01:44:09.900 --> 01:44:09.940]   And we're going to figure out what's going to happen next."
[01:44:09.940 --> 01:44:09.980]   And we're going to figure out what's going to happen next."
[01:44:09.980 --> 01:44:10.000]   And we're going to figure out what's going to happen next."
[01:44:10.000 --> 01:44:10.040]   And we're going to figure out what's going to happen next."
[01:44:10.040 --> 01:44:10.080]   And we're going to figure out what's going to happen next."
[01:44:10.080 --> 01:44:10.100]   And we're going to figure out what's going to happen next."
[01:44:10.100 --> 01:44:10.140]   And we're going to figure out what's going to happen next."
[01:44:10.140 --> 01:44:10.140]   And we're going to figure out what's going to figure out what's going to happen next."
[01:44:10.160 --> 01:44:40.160]   And we're going to figure out what's going to happen next."
[01:44:40.160 --> 01:44:40.160]   And we're going to figure out what's going to happen next."
[01:44:40.160 --> 01:44:40.160]   And we're going to figure out what's going to happen next."
[01:44:40.160 --> 01:44:40.160]   And we're going to figure out what's going to happen next."
[01:44:40.160 --> 01:44:40.160]   And we're going to figure out what's going to happen next."
[01:44:40.160 --> 01:44:40.160]   And we're going to figure out what's going to happen next."
[01:44:40.160 --> 01:44:40.160]   And we're going to figure out what's going to happen next."
[01:44:40.160 --> 01:44:40.160]   And we're going to figure out what's going to happen next."
[01:44:40.160 --> 01:44:40.160]   And we're going to figure out what's going to happen next."
[01:44:40.200 --> 01:45:10.180]   and we're going to figure out what's going to happen next."
[01:45:10.180 --> 01:45:10.180]   And we're going to figure out what's going to happen next."
[01:45:10.180 --> 01:45:10.180]   And we're going to figure out what's going to happen next."
[01:45:10.180 --> 01:45:10.180]   And we're going to figure out what's going to happen next."
[01:45:10.180 --> 01:45:10.180]   And we're going to figure out what's going to happen next."
[01:45:10.180 --> 01:45:10.180]   And we're going to figure out what's going to happen next."
[01:45:10.180 --> 01:45:10.180]   And we're going to figure out what's going to happen next."
[01:45:10.180 --> 01:45:10.180]   And we're going to figure out what's going to happen next."
[01:45:10.180 --> 01:45:10.180]   And we're going to figure out what's going to happen next."
[01:45:10.180 --> 01:45:10.180]   And we're going to figure out what's going to happen next."
[01:45:10.200 --> 01:45:40.200]   And we're going to figure out what's going to happen next."
[01:45:40.200 --> 01:45:40.200]   And we're going to figure out what's going to happen next."
[01:45:40.200 --> 01:45:40.200]   And we're going to figure out what's going to happen next."
[01:45:40.200 --> 01:45:40.200]   And we're going to figure out what's going to happen next."
[01:45:40.200 --> 01:45:40.200]   And we're going to figure out what's going to happen next."
[01:45:40.200 --> 01:45:40.200]   And we're going to figure out what's going to happen next."
[01:45:40.200 --> 01:45:40.200]   And we're going to figure out what's going to happen next."
[01:45:40.200 --> 01:45:40.200]   And we're going to figure out what's going to happen next."
[01:45:40.200 --> 01:45:40.200]   And we're going to figure out what's going to happen next."
[01:45:40.200 --> 01:45:40.200]   And we're going to figure out what's going to happen next."
[01:45:40.200 --> 01:45:40.200]   And we're going to figure out what's going to happen next."
[01:45:40.200 --> 01:45:40.200]   And we're going to figure out what's going to happen next."
[01:45:40.200 --> 01:45:40.200]   And we're going to figure out what's going to happen next."
[01:45:40.220 --> 01:46:10.220]   And we're going to figure out what's going to happen next."
[01:46:10.220 --> 01:46:10.220]   And we're going to figure out what's going to happen next."
[01:46:10.220 --> 01:46:10.220]   And we're going to figure out what's going to happen next."
[01:46:10.220 --> 01:46:10.220]   And we're going to figure out what's going to happen next."
[01:46:10.220 --> 01:46:10.220]   And we're going to figure out what's going to happen next."
[01:46:10.220 --> 01:46:10.220]   And we're going to figure out what's going to happen next."
[01:46:10.220 --> 01:46:10.220]   And we're going to figure out what's going to happen next."
[01:46:10.220 --> 01:46:10.220]   And we're going to figure out what's going to happen next."
[01:46:10.220 --> 01:46:10.220]   And we're going to figure out what's going to happen next."
[01:46:10.220 --> 01:46:10.220]   And we're going to figure out what's going to happen next."
[01:46:10.240 --> 01:46:40.240]   And we're going to figure out what's going to happen next."
[01:46:40.240 --> 01:46:40.240]   And we're going to figure out what's going to happen next."
[01:46:40.240 --> 01:46:40.240]   And we're going to figure out what's going to happen next."
[01:46:40.240 --> 01:46:40.240]   And we're going to figure out what's going to happen next."
[01:46:40.240 --> 01:46:40.240]   And we're going to figure out what's going to happen next."
[01:46:40.240 --> 01:46:40.240]   And we're going to figure out what's going to happen next."
[01:46:40.240 --> 01:46:40.240]   And we're going to figure out what's going to happen next."
[01:46:40.240 --> 01:46:40.240]   And we're going to figure out what's going to happen next."
[01:46:40.240 --> 01:46:40.240]   And we're going to figure out what's going to happen next."
[01:46:40.240 --> 01:46:40.240]   And we're going to figure out what's going to happen next."
[01:46:40.240 --> 01:46:40.240]   And we're going to figure out what's going to happen next."
[01:46:40.260 --> 01:47:10.260]   And we're going to figure out what's going to happen next."
[01:47:10.260 --> 01:47:10.260]   And we're going to figure out what's going to happen next."
[01:47:10.260 --> 01:47:10.260]   And we're going to figure out what's going to happen next."
[01:47:10.260 --> 01:47:10.260]   And we're going to figure out what's going to happen next."
[01:47:10.260 --> 01:47:10.260]   And we're going to figure out what's going to happen next."
[01:47:10.260 --> 01:47:10.260]   And we're going to figure out what's going to happen next."
[01:47:10.260 --> 01:47:10.260]   And we're going to figure out what's going to happen next."
[01:47:10.260 --> 01:47:10.260]   And we're going to figure out what's going to happen next."
[01:47:10.260 --> 01:47:10.260]   And we're going to figure out what's going to happen next."
[01:47:10.260 --> 01:47:10.260]   And we're going to figure out what's going to happen next."
[01:47:10.280 --> 01:47:40.280]  ,
[01:47:40.280 --> 01:47:40.280]   And we're going to figure out what's going to happen next."
[01:47:40.280 --> 01:47:40.280]   And we're going to figure out what's going to happen next."
[01:47:40.280 --> 01:47:40.280]   And we're going to figure out what's going to happen next."
[01:47:40.280 --> 01:47:40.280]   And we're going to figure out what's going to happen next."
[01:47:40.280 --> 01:47:40.280]   And we're going to figure out what's going to happen next."
[01:47:40.280 --> 01:47:40.280]   And we're going to figure out what's going to happen next."
[01:47:40.300 --> 01:48:10.300]   And we're going to figure out what's going to happen next."
[01:48:10.300 --> 01:48:10.300]   And we're going to figure out what's going to happen next."
[01:48:10.300 --> 01:48:10.300]   And we're going to figure out what's going to happen next."
[01:48:10.300 --> 01:48:10.300]   And we're going to figure out what's going to happen next."
[01:48:10.300 --> 01:48:10.300]   And we're going to figure out what's going to happen next."
[01:48:10.300 --> 01:48:10.300]   And we're going to figure out what's going to happen next."
[01:48:10.300 --> 01:48:10.300]   And we're going to figure out what's going to happen next."
[01:48:10.300 --> 01:48:10.300]   And we're going to figure out what's going to happen next."
[01:48:10.300 --> 01:48:10.300]   And we're going to figure out what's going to happen next."
[01:48:10.300 --> 01:48:10.300]   And we're going to figure out what's going to happen next."
[01:48:10.300 --> 01:48:10.300]   And we're going to figure out what's going to happen next."
[01:48:10.300 --> 01:48:10.300]   And we're going to figure out what's going to happen next."
[01:48:10.320 --> 01:48:34.420]   And we're going to figure out what's going to happen next."
[01:48:34.420 --> 01:48:40.320]   And we're going to figure out what's going to happen next."
[01:48:40.320 --> 01:48:40.320]   And we're going to figure out what's going to happen next."
[01:48:40.320 --> 01:48:40.320]   And we're going to figure out what's going to happen next."
[01:48:40.320 --> 01:48:40.320]   And we're going to figure out what's going to happen next."
[01:48:40.320 --> 01:48:40.320]   And we're going to figure out what's going to happen next."
[01:48:40.320 --> 01:48:40.320]   And we're going to figure out what's going to happen next."
[01:48:40.320 --> 01:48:40.320]   And we're going to figure out what's going to happen next."
[01:48:40.320 --> 01:48:40.320]   And we're going to figure out what's going to happen next."
[01:48:40.320 --> 01:48:40.320]   And we're going to figure out what's going to happen next."
[01:48:40.320 --> 01:48:40.320]   And we're going to figure out what's going to happen next."
[01:48:40.340 --> 01:49:10.340]   And we're going to figure out what's going to happen next."
[01:49:10.340 --> 01:49:10.340]   And we're going to figure out what's going to happen next."
[01:49:10.340 --> 01:49:10.340]   And we're going to figure out what's going to happen next."
[01:49:10.340 --> 01:49:10.340]   And we're going to figure out what's going to happen next."
[01:49:10.340 --> 01:49:10.340]   And we're going to figure out what's going to happen next."
[01:49:10.340 --> 01:49:10.340]   And we're going to figure out what's going to happen next."
[01:49:10.340 --> 01:49:10.340]   And we're going to figure out what's going to happen next."
[01:49:10.340 --> 01:49:10.340]   And we're going to figure out what's going to happen next."
[01:49:10.340 --> 01:49:10.340]   And we're going to figure out what's going to happen next."
[01:49:10.340 --> 01:49:10.340]   And we're going to figure out what's going to happen next."
[01:49:10.360 --> 01:49:40.360]   And we're going to figure out what's going to happen next."
[01:49:40.360 --> 01:49:40.360]   And we're going to figure out what's going to happen next."
[01:49:40.360 --> 01:49:40.360]   And we're going to figure out what's going to happen next."
[01:49:40.360 --> 01:49:40.360]   And we're going to figure out what's going to happen next."
[01:49:40.360 --> 01:49:40.360]   And we're going to figure out what's going to happen next."
[01:49:40.360 --> 01:49:40.360]   And we're going to figure out what's going to happen next."
[01:49:40.360 --> 01:49:40.360]   And we're going to figure out what's going to happen next."
[01:49:40.360 --> 01:49:40.360]   And we're going to figure out what's going to happen next."
[01:49:40.360 --> 01:49:40.360]   And we're going to figure out what's going to happen next."
[01:49:40.360 --> 01:49:40.360]   And we're going to figure out what's going to happen next."
[01:49:40.360 --> 01:49:40.360]   And we're going to figure out what's going to do next."
[01:49:40.360 --> 01:49:40.360]   And we're going to figure out what's going to do next."
[01:49:40.380 --> 01:50:10.380]   And we're going to figure out what's going to happen next."
[01:50:10.380 --> 01:50:10.380]   And we're going to figure out what's going to happen next."
[01:50:10.380 --> 01:50:10.380]   And we're going to figure out what's going to happen next."
[01:50:10.380 --> 01:50:10.380]   And we're going to figure out what's going to happen next."
[01:50:10.380 --> 01:50:10.380]   And we're going to figure out what's going to happen next."
[01:50:10.380 --> 01:50:10.380]   And we're going to figure out what's going to happen next."
[01:50:10.380 --> 01:50:10.380]   And we're going to figure out what's going to happen next."
[01:50:10.380 --> 01:50:10.380]   And we're going to figure out what's going to happen next."
[01:50:10.380 --> 01:50:10.380]   And we're going to figure out what's going to happen next."
[01:50:10.380 --> 01:50:10.380]   And we're going to figure out what's going to happen next."
[01:50:10.400 --> 01:50:40.400]   And we're going to figure out what's going to happen next."
[01:50:40.400 --> 01:50:40.400]   And we're going to figure out what's going to happen next."
[01:50:40.400 --> 01:50:40.400]   And we're going to figure out what's going to happen next."
[01:50:40.400 --> 01:50:40.400]   And we're going to figure out what's going to happen next."
[01:50:40.400 --> 01:50:40.400]   And we're going to figure out what's going to happen next."
[01:50:40.400 --> 01:50:40.400]   And we're going to figure out what's going to happen next."
[01:50:40.400 --> 01:50:40.400]   And we're going to figure out what's going to happen next."
[01:50:40.400 --> 01:50:40.400]   And we're going to figure out what's going to happen next."
[01:50:40.400 --> 01:50:40.400]   And we're going to figure out what's going to happen next."
[01:50:40.400 --> 01:50:40.400]   And we're going to figure out what's going to happen next."
[01:50:40.400 --> 01:50:40.400]   And we're going to figure out what's going to happen next."
[01:50:40.400 --> 01:50:40.400]   And we're going to figure out what's going to happen next."
[01:50:40.420 --> 01:51:10.420]   and we're going to figure out what's going to happen next."
[01:51:10.420 --> 01:51:10.420]   And we're going to figure out what's going to happen next."
[01:51:10.420 --> 01:51:10.420]   And we're going to figure out what's going to happen next."
[01:51:10.420 --> 01:51:10.420]   And we're going to figure out what's going to happen next."
