
[00:00:00.040 --> 00:00:09.420]   disproportionately
[01:51:38.660 --> 01:51:38.660]   I'm not sure if you can tell me what you're saying.
[01:51:38.660 --> 01:51:38.660]   I'm not sure if you can tell me what you're saying.
[01:51:38.660 --> 01:51:38.660]   I'm not sure if you can tell me what you're saying.
[01:51:38.660 --> 01:51:38.660]   I'm not sure if you can tell me what you're saying.
[01:51:38.660 --> 01:51:38.660]   I'm not sure if you can tell me what you're saying.
[01:51:38.660 --> 01:51:38.660]   I'm not sure if you can tell me what you're saying.
[01:51:38.660 --> 01:51:38.660]   I'm not sure if you can tell me what you're saying.
[01:51:38.660 --> 01:51:38.660]   I'm not sure if you can tell me what you're saying.
[01:51:38.680 --> 01:52:08.680]   I'm not sure if you can tell me what you're saying.
[01:52:08.680 --> 01:52:08.680]   I'm not sure if you can tell me what you're saying.
[01:52:08.680 --> 01:52:08.680]   I'm not sure if you can tell me what you're saying.
[01:52:08.680 --> 01:52:08.680]   I'm not sure if you can tell me what you're saying.
[01:52:08.680 --> 01:52:08.680]   I'm not sure if you can tell me what you're saying.
[01:52:08.680 --> 01:52:08.680]   I'm not sure if you can tell me what you're saying.
[01:52:08.680 --> 01:52:08.680]   I'm not sure if you can tell me what you're saying.
[01:52:08.680 --> 01:52:08.680]   I'm not sure if you can tell me what you're saying.
[01:52:08.680 --> 01:52:08.680]   I'm not sure if you can tell me what you're saying.
[01:52:08.680 --> 01:52:08.680]   I'm not sure if you can tell me what you're saying.
[01:52:08.680 --> 01:52:08.680]   I'm not sure if you can tell me what you're saying.
[01:52:08.680 --> 01:52:08.680]   I'm not sure if you can tell me what you're saying.
[01:52:08.680 --> 01:52:08.680]   I'm not sure if you can tell me what you're saying.
[01:52:08.700 --> 01:52:38.700]   I'm not sure if you can tell me what you're saying.
[01:52:38.700 --> 01:52:38.700]   I'm not sure if you can tell me what you're saying.
[01:52:38.700 --> 01:52:38.700]   I'm not sure if you can tell me what you're saying.
[01:52:38.700 --> 01:52:38.700]   I'm not sure if you can tell me what you're saying.
[01:52:38.700 --> 01:52:38.700]   I'm not sure if you can tell me what you're saying.
[01:52:38.700 --> 01:52:38.700]   I'm not sure if you can tell me what you're saying.
[01:52:38.700 --> 01:52:38.700]   I'm not sure if you can tell me what you're saying.
[01:52:38.700 --> 01:52:38.700]   I'm not sure if you can tell me what you're saying.
[01:52:38.700 --> 01:52:38.700]   I'm not sure if you can tell me what you're saying.
[01:52:38.700 --> 01:52:38.700]   I'm not sure if you can tell me what you're saying.
[01:52:38.700 --> 01:52:38.700]   I'm not sure if you can tell me what you're saying.
[01:52:38.720 --> 01:53:08.720]  ,
[01:53:08.720 --> 01:53:08.720]   I'm not sure if you can tell me what you're saying.
[01:53:08.720 --> 01:53:08.720]   I'm not sure if you can tell me what you're saying.
[01:53:08.720 --> 01:53:08.720]   I'm not sure if you can tell me what you're saying.
[01:53:08.720 --> 01:53:08.720]   I'm not sure if you can tell me what you're saying.
[01:53:08.720 --> 01:53:08.720]   I'm not sure if you can tell me what you're saying.
[01:53:08.720 --> 01:53:08.720]   I'm not sure if you can tell me what you're saying.
[01:53:08.720 --> 01:53:08.720]   I'm not sure if you can tell me what you're saying.
[01:53:08.720 --> 01:53:08.720]   I'm not sure if you can tell me what you're saying.
[01:53:08.720 --> 01:53:08.720]   I'm not sure if you can tell me what you're saying.
[01:53:08.740 --> 01:53:38.740]   I'm not sure if you can tell me what you're saying.
[01:53:38.740 --> 01:53:38.740]   I'm not sure if you can tell me what you're saying.
[01:53:38.740 --> 01:53:38.740]   I'm not sure if you can tell me what you're saying.
[01:53:38.740 --> 01:53:38.740]   I'm not sure if you can tell me what you're saying.
[01:53:38.740 --> 01:53:38.740]   I'm not sure if you can tell me what you're saying.
[01:53:38.740 --> 01:53:38.740]   I'm not sure if you can tell me what you're saying.
[01:53:38.740 --> 01:53:38.740]   I'm not sure if you can tell me what you're saying.
[01:53:38.740 --> 01:53:38.740]   I'm not sure if you can tell me what you're saying.
[01:53:38.740 --> 01:53:38.740]   I'm not sure if you can tell me what you're saying.
[01:53:38.740 --> 01:53:38.740]   I'm not sure if you can tell me what you're saying.
[01:53:38.740 --> 01:53:38.740]   I'm not sure if you can tell me what you're saying.
[01:53:38.740 --> 01:53:38.740]   I'm not sure if you can tell me what you're saying.
[01:53:38.740 --> 01:53:38.740]   I'm not sure if you can tell me what you're saying.
[01:53:38.760 --> 01:54:08.760]   I'm not sure if you can tell me what you're saying.
[01:54:08.760 --> 01:54:08.760]   I'm not sure if you can tell me what you're saying.
[01:54:08.760 --> 01:54:08.760]   I'm not sure if you can tell me what you're saying.
[01:54:08.760 --> 01:54:08.760]   I'm not sure if you can tell me what you're saying.
[01:54:08.760 --> 01:54:08.760]   I'm not sure if you can tell me what you're saying.
[01:54:08.760 --> 01:54:08.760]   I'm not sure if you can tell me what you're saying.
[01:54:08.760 --> 01:54:08.760]   I'm not sure if you can tell me what you're saying.
[01:54:08.760 --> 01:54:08.760]   I'm not sure if you can tell me what you're saying.
[01:54:08.760 --> 01:54:08.760]   I'm not sure if you can tell me what you're saying.
[01:54:08.760 --> 01:54:08.760]   I'm not sure if you can tell me what you're saying.
[01:54:08.760 --> 01:54:08.760]   I'm not sure if you can tell me what you're saying.
[01:54:08.760 --> 01:54:38.780]  ,
[01:54:38.780 --> 01:54:38.780]   I'm not sure if you can tell me what you're saying.
[01:54:38.780 --> 01:54:38.780]   I'm not sure if you can tell me what you're saying.
[01:54:38.780 --> 01:54:38.780]   I'm not sure if you can tell me what you're saying.
[01:54:38.780 --> 01:54:38.780]   I'm not sure if you can tell me what you're saying.
[01:54:38.780 --> 01:54:38.780]   I'm not sure if you can tell me what you're saying.
[01:54:38.780 --> 01:54:38.780]   I'm not sure if you can tell me what you're saying.
[01:54:38.780 --> 01:54:38.780]   I'm not sure if you can tell me what you're saying.
[01:54:38.780 --> 01:54:38.780]   I'm not sure if you can tell me what you're saying.
[01:54:38.780 --> 01:54:38.780]   I'm not sure if you can tell me what you're saying.
[01:54:38.780 --> 01:54:38.780]   I'm not sure if you can tell me what you're saying.
[01:54:38.780 --> 01:54:38.780]   I'm not sure if you can tell me what you're saying.
[01:54:38.800 --> 01:55:08.800]   I'm not sure if you can tell me what you're saying.
[01:55:08.800 --> 01:55:08.800]   I'm not sure if you can tell me what you're saying.
[01:55:08.800 --> 01:55:08.800]   I'm not sure if you can tell me what you're saying.
[01:55:08.800 --> 01:55:08.800]   I'm not sure if you can tell me what you're saying.
[01:55:08.800 --> 01:55:08.800]   I'm not sure if you can tell me what you're saying.
[01:55:08.800 --> 01:55:08.800]   I'm not sure if you can tell me what you're saying.
[01:55:08.800 --> 01:55:08.800]   I'm not sure if you can tell me what you're saying.
[01:55:08.800 --> 01:55:08.800]   I'm not sure if you can tell me what you're saying.
[01:55:08.800 --> 01:55:08.800]   I'm not sure if you can tell me what you're saying.
[01:55:08.800 --> 01:55:08.800]   I'm not sure if you can tell me what you're saying.
[01:55:08.800 --> 01:55:08.800]   I'm not sure if you can tell me what you're saying.
[01:55:08.800 --> 01:55:08.800]   I'm not sure if you can tell me what you're saying.
[01:55:08.800 --> 01:55:08.800]   I'm not sure if you can tell me what you're saying.
[01:55:08.820 --> 01:55:38.820]   I'm not sure if you can tell me what you're saying.
[01:55:38.820 --> 01:55:38.820]   I'm not sure if you can tell me what you're saying.
[01:55:38.820 --> 01:55:38.820]   I'm not sure if you can tell me what you're saying.
[01:55:38.820 --> 01:55:38.820]   I'm not sure if you can tell me what you're saying.
[01:55:38.820 --> 01:55:38.820]   I'm not sure if you can tell me what you're saying.
[01:55:38.820 --> 01:55:38.820]   I'm not sure if you can tell me what you're saying.
[01:55:38.820 --> 01:55:38.820]   I'm not sure if you can tell me what you're saying.
[01:55:38.820 --> 01:55:38.820]   I'm not sure if you can tell me what you're saying.
[01:55:38.820 --> 01:55:38.820]   I'm not sure if you can tell me what you're saying.
[01:55:38.820 --> 01:55:38.820]   I'm not sure if you can tell me what you're saying.
[01:55:38.820 --> 01:55:38.820]   I'm not sure if you can tell me what you're saying.
[01:55:38.820 --> 01:55:38.820]   I'm not sure if you can tell me what you're saying.
[01:55:38.860 --> 01:55:50.560]   hot
[01:55:50.560 --> 01:55:53.360]   children per crown,,,,
[01:57:06.340 --> 01:57:08.340]   le
[01:57:08.340 --> 01:57:16.980]  � no realized, don
[01:57:16.980 --> 01:57:25.100]   my llev a,,,,, end........... Harr mad of edits and after I'm line of Ba Men C Mo C I P De I . I, . . . . . ., ., ., ., ., ., .,, ., ., ., .,anne than you're a
[01:57:34.660 --> 01:58:02.980]   like, like, yeah, how, like, what happens if you ask a chat GPT question, but it takes 10,000 years to answer that question. Like, what does that look like? Right. When you like completely switch the timescale, um, and you can afford the time to answer the question. And again, I, I don't know, but, but that
[01:58:03.020 --> 01:58:13.460]   '
[01:58:13.460 --> 01:58:16.520]   aspect the, double,
[01:58:16.520 --> 01:58:32.000]   questo all sided cathedral
[01:58:42.780 --> 01:59:01.940]   I've studied the calculations that point towards the verdict that the possibility of life in, you know, in and around us is not necessarily possible.
[01:59:01.940 --> 01:59:01.940]   I've studied the calculations that point towards the verdict that the possibility of life in, you know, in and around us is not necessarily possible.
[01:59:01.940 --> 01:59:01.940]   I've studied the calculations that point towards the verdict that the possibility of life in, you know, in and around us is not necessarily possible.
[01:59:01.940 --> 01:59:01.940]   I've studied the calculations that point towards the verdict that the possibility of life in, you know, in and around us is not necessarily possible.
[01:59:01.940 --> 01:59:01.940]   I've studied the calculations that point towards the verdict that the possibility of life in, you know, in and around us is not necessarily possible.
[01:59:01.940 --> 01:59:01.940]   I've studied the calculations that point towards the verdict that the possibility of life in, you know, in and around us is not necessarily possible.
[01:59:01.940 --> 01:59:01.940]   I've studied the calculations that point towards the verdict that the possibility of life in, you know, in and around us is not necessarily possible.
[01:59:01.980 --> 01:59:31.580]  , I've studied the calculations that point towards the verdict that the possibility of life in, you know, in and around us is not necessarily possible.
[01:59:31.580 --> 01:59:31.900]   I've studied the calculations that point towards the verdict that the possibility of life in, you know, in and around us is not necessarily possible.
[01:59:31.900 --> 01:59:31.940]   I've studied the calculations that point towards the verdict that the possibility of life in, you know, in and around us is not necessarily possible.
[01:59:31.960 --> 01:59:32.980]   I've studied the calculations that point towards the verdict that the possibility of life in, you know, in and around us is not necessarily possible.
[01:59:32.980 --> 01:59:33.020]   I've studied the calculations that point towards the verdict that the possibility of life in, you know, in and around us is not necessarily possible.
[01:59:33.020 --> 01:59:33.020]   I've studied the calculations that point towards the verdict that the possibility of life in, you know, in and around us is not necessarily possible.
[01:59:33.020 --> 01:59:33.060]   I've studied the calculations that point towards the verdict that the possibility of life in, you know, in and around us is not necessarily possible.
[01:59:33.060 --> 01:59:33.060]   I've studied the calculations that point towards the verdict that the possibility of life in, you know, in and around us is not necessarily possible.
[01:59:33.060 --> 01:59:33.100]   I've studied the calculations that point towards the verdict that the possibility of life in, you know, in and around us is not necessarily possible.
[01:59:33.100 --> 01:59:47.500]   I've studied the calculations that point towards the verdict that the possibility of life in, you know, in and around us is not necessarily possible.
[01:59:47.520 --> 02:00:10.060]   I'm much more worried about probably the thing that you're working on,
[02:00:10.060 --> 02:00:17.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:00:17.500 --> 02:00:17.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:00:17.500 --> 02:00:17.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:00:17.500 --> 02:00:17.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:00:17.500 --> 02:00:17.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:00:17.500 --> 02:00:17.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:00:17.500 --> 02:00:17.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:00:17.500 --> 02:00:17.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:00:17.500 --> 02:00:17.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:00:17.500 --> 02:00:17.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:00:17.640 --> 02:00:47.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:00:47.500 --> 02:00:47.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:00:47.500 --> 02:00:47.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:00:47.500 --> 02:00:47.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:00:47.500 --> 02:00:47.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:00:47.500 --> 02:00:47.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:00:47.520 --> 02:01:17.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:01:17.500 --> 02:01:17.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:01:17.500 --> 02:01:17.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:01:17.500 --> 02:01:17.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:01:17.500 --> 02:01:17.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:01:17.500 --> 02:01:17.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:01:17.500 --> 02:01:17.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:01:17.500 --> 02:01:17.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:01:17.500 --> 02:01:17.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:01:17.500 --> 02:01:17.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:01:17.540 --> 02:01:47.500]  , which is that there's all kinds of life around us that we're not communicating with.
[02:01:47.500 --> 02:01:47.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:01:47.500 --> 02:01:47.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:01:47.500 --> 02:01:47.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:01:47.500 --> 02:01:47.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:01:47.500 --> 02:01:47.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:01:47.500 --> 02:01:47.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:01:47.500 --> 02:01:47.500]   which is that there's all kinds of life around us that we're not communicating with.
[02:01:47.540 --> 02:01:56.520]   stuffing thing
[02:01:56.520 --> 02:01:57.820]   into, snow.
[02:02:16.520 --> 02:02:25.520]   started
[02:02:25.520 --> 02:02:34.980]  , guess cause
[02:02:34.980 --> 02:02:45.420]   why ha boxes I is work, and, and, she, her, her, transform, end, Lee, 0; 12. I'm awww qualified high. I think that the cr mass of the cr rail. The cr. The. The. The. The. The. the. the cr. the. the. the. the. the. the. the. the. the. the. the. the. the. the. the. the. the.�혼 esper i definite el revive the terrace the it is 12 ID: Boseру, and it's just
[02:02:45.520 --> 02:03:00.540]   I had that kind of spiritual reverence towards that spatial experience and being in that space and feeling the intention in the space and appreciating every little gesture. So it's true.
[02:03:00.540 --> 02:03:02.540]   This is the universal language.
[02:03:02.540 --> 02:03:05.540]   It's the language of waves.
[02:03:05.540 --> 02:03:11.540]   Right? It's the language of the waves, not the language of the particles. It is the universal language, I believe.
[02:03:11.540 --> 02:03:14.520]   And that is definitely one of my, one of my favorite things about the universe.
[02:03:14.540 --> 02:03:44.540]  ,
[02:03:44.540 --> 02:03:44.540]   - And you said that if you weren't doing what you were doing now, perhaps you would be a film director. So I have to ask, what do you think is the best film of all time? Maybe top three?
[02:03:44.580 --> 02:04:14.560]  ,
[02:04:14.560 --> 02:04:14.560]   - I think it's the best film of all time.
[02:04:14.560 --> 02:04:14.560]   - I think it's the best film of all time.
[02:04:14.560 --> 02:04:14.560]   - I think it's the best film of all time.
[02:04:14.560 --> 02:04:14.560]   - I think it's the best film of all time.
[02:04:14.560 --> 02:04:14.560]   - I think it's the best film of all time.
[02:04:14.560 --> 02:04:14.560]   - I think it's the best film of all time.
[02:04:14.560 --> 02:04:14.560]   - I think it's the best film of all time.
[02:04:14.560 --> 02:04:14.560]   - I think it's the best film of all time.
[02:04:14.600 --> 02:04:22.680]   improve
[02:04:22.680 --> 02:04:33.700]   is. .
[02:04:33.700 --> 02:04:42.680]   that " that Schwuc in the de this he is the cooperate�
[02:04:43.380 --> 02:05:12.160]   and
[02:05:12.160 --> 02:05:12.160]   that " that Schwuc in the de this he is the cooperate
[02:05:12.160 --> 02:05:12.160]   and that " that Schwuc in the de this he is the cooperate
[02:05:12.160 --> 02:05:12.160]   and that " that Schwuc in the de this he is the cooperate
[02:05:12.160 --> 02:05:12.160]   and that " that Schwuc in the de this he is the cooperate
[02:05:12.160 --> 02:05:12.160]   and that " that Schwuc in the de this he is the cooperate
[02:05:12.160 --> 02:05:12.160]   and that " that Schwuc in the de this he is the cooperate
[02:05:12.160 --> 02:05:12.160]   and that " that Schwuc in the de this he is the cooperate
[02:05:12.160 --> 02:05:12.360]   and that " that Schwuc in the de this he is the cooperate "
[02:05:12.360 --> 02:05:12.400]   and that " that Schwuc in the de this he is the cooperative "
[02:05:12.400 --> 02:05:12.460]   and that " that Schwuc in the de this he is the cooperative " and
[02:05:12.460 --> 02:05:12.560]   and that " that Schwuc in the de this he is the cooperative " and that
[02:05:12.600 --> 02:05:22.400]   Mul
[02:05:22.400 --> 02:05:24.540]   COR H
[02:06:37.020 --> 02:07:05.120]  ертвs. But I think with that particular tune, I learned staccato. Something very, very happy and joyous. And then made into this stretched in time and became kind of the refrain of nostalgia and melancholy and loyalty and all of these values that ride on top of this one single tune.
[02:07:05.120 --> 02:07:05.120]   You can play it in all kinds of different ways.
[02:07:05.120 --> 02:07:05.120]   You can play it in all kinds of different ways.
[02:07:05.120 --> 02:07:05.120]   You can play it in all kinds of different ways.
[02:07:05.120 --> 02:07:05.120]   You can play it in all kinds of different ways.
[02:07:05.120 --> 02:07:05.120]   You can play it in all kinds of different ways.
[02:07:05.120 --> 02:07:05.180]   You can play it in all kinds of different ways.
[02:07:05.180 --> 02:07:05.240]   You can play it in all kinds of different ways.
[02:07:05.240 --> 02:07:05.320]   You can play it in all kinds of different ways.
[02:07:05.320 --> 02:07:05.380]   You can play it in all kinds of different ways.
[02:07:05.380 --> 02:07:05.440]   You can play it in all kinds of different ways.
[02:07:05.440 --> 02:07:05.480]   You can play it in all kinds of different ways.
[02:07:05.520 --> 02:07:22.180]   I've played it on guitar in all kinds of different ways.
[02:07:22.180 --> 02:07:22.200]   I've played it on guitar in all kinds of different ways.
[02:07:22.200 --> 02:07:22.200]   I've played it on guitar in all kinds of different ways. And I think in Godfather 3, the son plays it on guitar to the father.
[02:07:22.200 --> 02:07:22.240]   And I think in Godfather 3, the son plays it on guitar to the father.
[02:07:22.240 --> 02:07:22.280]   And I think in Godfather 3, the son plays it on guitar to the father.
[02:07:22.280 --> 02:07:23.540]   And I think this happens in movies.
[02:07:23.540 --> 02:07:23.580]   And I think this happens in movies.
[02:07:23.580 --> 02:07:23.600]   But sometimes a melody, and that's a simple melody can just like.
[02:07:23.600 --> 02:07:23.640]   But sometimes a melody, and that's a simple melody can just like.
[02:07:23.640 --> 02:07:23.700]   And the Strauss melody in 2001.
[02:07:23.700 --> 02:07:23.740]   And the Strauss Melodies in 2001.
[02:07:23.740 --> 02:07:29.640]   And when you juxtopose this,
[02:07:29.640 --> 02:07:33.620]   Melodies with the scene, you get this again,
[02:07:33.620 --> 02:07:33.620]  ,
[02:07:33.640 --> 02:07:39.900]   hold it's bigger than some of its parts where you get this moment that is,
[02:07:39.900 --> 02:07:39.940]   hold it's bigger than some of its parts where you get this moment that is,
[02:07:39.940 --> 02:07:41.240]   hold it's bigger than some of its parts where you get this moment that is, I think,
[02:07:41.240 --> 02:07:41.300]   I think,
[02:07:41.300 --> 02:07:43.240]   I think, like these are the moments I would send,
[02:07:43.240 --> 02:07:43.300]   like these are the moments I would send,
[02:07:43.300 --> 02:07:43.580]   like these are the moments I would send, you know,
[02:07:43.580 --> 02:07:43.640]   you know,
[02:07:43.640 --> 02:07:46.480]   you know, with the next Voyager to outer space.
[02:07:46.480 --> 02:07:46.540]   with the next Voyager to outer space.
[02:07:46.540 --> 02:07:50.240]   with the next Voyager to outer space. I definitely sent the Godfather in 2001.
[02:07:50.240 --> 02:07:50.320]   I definitely sent the Godfather in 2001.
[02:07:50.320 --> 02:07:54.980]   I definitely sent the Godfather in 2001. We'll definitely be on that golden record.
[02:07:54.980 --> 02:07:55.040]   We'll definitely be on that golden record.
[02:07:55.040 --> 02:07:55.080]   We'll definitely be on that golden record.
[02:07:55.080 --> 02:07:57.780]   You are an incredibly successful scientist,
[02:07:58.560 --> 02:08:22.020]   You are an incredibly successful scientist,
[02:08:22.020 --> 02:08:23.940]   You are an incredibly successful scientist, engineer, architect, artist,
[02:08:23.940 --> 02:08:24.020]   engineer, architect, artist,
[02:08:24.020 --> 02:08:24.940]   engineer, architect, artist, designer.
[02:08:24.940 --> 02:08:25.020]   designer.
[02:08:25.020 --> 02:08:26.440]   designer. You've mentored a lot of successful
[02:08:26.440 --> 02:08:26.520]   You've mentored a lot of successful people.
[02:08:26.520 --> 02:08:26.580]   people.
[02:08:26.580 --> 02:08:26.580]   people. Can you give advice to young people listening to this? How to have a successful career and how to have a successful life?
[02:08:26.580 --> 02:08:26.680]   Look, I think there's this beautiful line in sheltering sky.
[02:08:26.680 --> 02:08:26.680]   Look, I think there's this beautiful line in sheltering sky.
[02:08:26.700 --> 02:08:30.620]   Ingest and explore and reflect upon the full moon.
[02:08:30.620 --> 02:08:30.660]   Ingest and explore and reflect upon the full moon.
[02:08:30.660 --> 02:08:34.060]   Ingest and explore and reflect upon the full moon. Probably 20, I believe he says.
[02:08:34.060 --> 02:08:34.100]   Probably 20, I believe he says.
[02:08:34.100 --> 02:08:38.300]   Probably 20, I believe he says. I spend time with a full moon.
[02:08:38.300 --> 02:08:38.360]   I spend time with a full moon.
[02:08:38.360 --> 02:08:40.760]   I spend time with a full moon. I take my time with a full moon.
[02:08:40.760 --> 02:08:40.800]   I take my time with a full moon.
[02:08:40.800 --> 02:08:44.480]   I take my time with a full moon. And I pay attention to a full moon.
[02:08:44.480 --> 02:08:44.480]   And I pay attention to a full moon.
[02:08:44.480 --> 02:08:50.280]   And I pay attention to a full moon. And I think paying attention to the seasons
[02:08:50.280 --> 02:08:50.320]   And I think paying attention to the seasons
[02:08:50.320 --> 02:08:55.680]   And I think paying attention to the seasons and taking time to appreciate
[02:08:55.680 --> 02:08:55.720]   and taking time to appreciate the little things.
[02:08:55.720 --> 02:08:56.720]   and taking time to appreciate the little things.
[02:08:56.820 --> 02:09:26.760]  , the simple things is what makes a
[02:09:26.760 --> 02:09:26.760]   the simple things is what makes a meaningful life.
[02:09:26.760 --> 02:09:26.760]   I was very lucky to have had, you know, to have grown up in a home that taught me this way of being. My parents, my grandmother, who played a very important role in my growing up. And that ability to be a mother, and I think that's what I'm most proud of.
[02:09:26.780 --> 02:09:35.800]   to pay attention and to be present is so, so, so, so, I could not emphasize it enough.
[02:09:35.800 --> 02:09:38.820]   to pay attention and to be present is so, so, so, so, I could not emphasize it enough. It's so crucial.
[02:09:38.820 --> 02:09:38.880]   It's so crucial.
[02:09:38.880 --> 02:09:40.020]   And be grateful.
[02:09:40.020 --> 02:09:41.820]   And be grateful. And be grateful.
[02:09:41.820 --> 02:09:41.920]   Yeah.
[02:09:41.920 --> 02:09:42.320]   Yeah.
[02:09:42.320 --> 02:09:45.820]   I think gratitude and presence,
[02:09:45.820 --> 02:09:45.880]   I think gratitude and presence,
[02:09:45.880 --> 02:09:51.860]   I think gratitude and presence, appreciation are really the most
[02:09:51.860 --> 02:09:51.920]   appreciation are really the most
[02:09:51.920 --> 02:09:53.700]   appreciation are really the most important things in life.
[02:09:53.700 --> 02:09:53.760]   important things in life.
[02:09:53.760 --> 02:09:54.760]   If you could take a short
[02:09:54.760 --> 02:09:54.820]   If you could take a short
[02:09:54.820 --> 02:09:56.800]   tangent about your grandmother,
[02:09:56.800 --> 02:09:56.800]   If you could take a short tangent about your grandmother,
[02:09:56.800 --> 02:09:56.800]   I think that you could take a short
[02:09:56.800 --> 02:09:56.800]   point about your mother,
[02:09:56.800 --> 02:09:56.800]   but I think that you could be a little bit of the same thing
[02:09:57.440 --> 02:10:26.840]   but I think that you could be a little bit of the same thing
[02:10:26.840 --> 02:10:26.840]   but I think that you could be a little bit of the same thing that you have
[02:10:26.840 --> 02:10:26.840]   point of the same thing that you have
[02:10:26.840 --> 02:10:26.840]   point of the same thing that you have learned from your life.
[02:10:26.840 --> 02:10:26.840]   that you have learned from your life.
[02:10:26.840 --> 02:10:26.840]   What do you remember? What lessons have you learned from her?
[02:10:26.880 --> 02:10:33.060]   cé as
[02:10:33.060 --> 02:10:52.380]   won. I, el, Ven,
[02:10:54.340 --> 02:11:04.620]   .
[02:11:04.620 --> 02:11:23.060]   at,'s,
[02:11:23.720 --> 02:11:52.440]   think
[02:14:07.420 --> 02:14:18.040]   I'm not sure if I can say that I'm more intelligent than I am and I can say that that is true of all of my team members and that's the intellectual discomfort that I feed off of. The same is true for physical exertion. You've got to put yourself in these uncomfortable situations in order to grow, in order to find comfort.
[02:14:18.040 --> 02:14:18.280]   I'm not sure if I can say that I'm more intelligent than I am and I can say that that is true of all of my team members and that's the intellectual discomfort that I feed off of. The same is true for physical exertion. You've got to put yourself in these uncomfortable situations in order to grow, in order to find comfort.
[02:14:35.380 --> 02:14:47.380]   I'm not sure if I can say that I'm more intelligent than I am and that's the intellectual discomfort that I feed off of. The same is true for physical exertion. You've got to put yourself in these uncomfortable situations in order to find comfort.
[02:14:47.380 --> 02:14:47.380]   I'm not sure if I can say that I'm more intelligent than I am and that's the intellectual discomfort that I feed off of. The same is true for physical exertion. You've got to put yourself in these uncomfortable situations in order to find comfort.
[02:14:47.380 --> 02:14:47.380]   I'm not sure if I can say that I'm more intelligent than I am and that's the intellectual discomfort that I feed off of. The same is true for physical exertion. You've got to put yourself in these uncomfortable situations in order to find comfort.
[02:14:47.480 --> 02:15:16.480]  ,
[02:15:16.480 --> 02:15:17.380]   and that's the intellectual discomfort that I feed off of.
[02:15:17.380 --> 02:15:17.380]   ,
[02:15:17.380 --> 02:15:17.380]   ,
[02:15:17.380 --> 02:15:47.400]  ,
[02:15:47.400 --> 02:15:47.400]   ,,
[02:15:47.400 --> 02:15:47.400]   ,,
[02:15:47.440 --> 02:15:58.420]  달� kill
[02:15:58.420 --> 02:16:05.520]  ATOR observe the is " Mortal blade which, and,,,,, but con
[02:17:14.640 --> 02:17:14.640]   ------
[02:17:14.640 --> 02:17:14.640]   ------ ------
[02:17:14.680 --> 02:17:21.860]   seu La I in,,,
[02:17:21.860 --> 02:17:28.580]   disposal lasted me a Z " 15 butıl
[02:17:28.580 --> 02:17:42.180]   the
[02:17:43.500 --> 02:17:54.300]  TA
[02:17:54.300 --> 02:18:07.020]   volume, en, when,
[02:18:13.500 --> 02:18:19.240]  � Thank you for listening. I hope to see you next time.

