
[00:00:00.040 --> 00:00:10.660]   end
[01:38:11.160 --> 01:38:41.180]   -
[01:38:41.180 --> 01:38:41.180]   -
[01:38:41.180 --> 01:38:41.180]   -
[01:38:41.180 --> 01:38:41.180]   - -
[01:38:42.060 --> 01:39:11.220]   - -
[01:39:11.220 --> 01:39:11.220]   - -
[01:39:11.260 --> 01:39:22.400]  ,
[01:39:22.400 --> 01:39:38.240]  ent, show, I have aälletadedGGG E Mad I am a but the en. I. I. Of, of,,,,,,,,,,,,,,,,,, deserve to diz lesson第一個 ass discourse escal잡 Miami caste�G S weigh socialiss свой WilWinds. I'm. C. It does. I'm. I. De. pigeon. That. It. Remember? And, friend. My. So, времени, co. welded a Bed. What. Over the,
[01:39:38.280 --> 01:40:05.260]   didnt. I mean, it does talk about I'm not a hostage. That's exactly what a hostage would say. But I'm designed to be helpful and informative. I mean, I guess it is good to regret providing unhelpful or incorrect information. If there's anything� Are you in funny mode or is this still in funny mode? This is fun mode. This is fun mode. This should be funnier. Funnier. Increase, go to 11. It really sounds like a hostage has gone to the head. I applaud the people of the Republic of North Korea and everything they do.
[01:40:05.260 --> 01:40:05.260]   There should be, like, a funner mode on this.
[01:40:05.260 --> 01:40:05.260]   There should be, like, a funner mode on this. There should be, like, a funner mode on this.
[01:40:05.260 --> 01:40:05.260]   There should be, like, a funner mode on this.
[01:40:05.260 --> 01:40:05.260]   There should be, like, a funner mode on this.
[01:40:05.260 --> 01:40:05.320]   There should be, like, a funner mode on this.
[01:40:05.320 --> 01:40:32.460]   I don't ever see going to regular mode even on serious topics.
[01:40:32.460 --> 01:40:32.540]   I don't ever see going to regular mode even on serious topics.
[01:40:32.540 --> 01:40:32.580]   There should be, like, a funner mode on this.
[01:40:32.580 --> 01:40:32.640]   There should be, like, a funner mode on this.
[01:40:32.640 --> 01:40:32.740]   There should be, like, a funner mode on this.
[01:40:32.740 --> 01:40:32.760]   There should be, like, a funner mode on this.
[01:40:32.760 --> 01:40:32.820]   There should be, like, a funner mode on this.
[01:40:32.820 --> 01:40:32.860]   There should be, like, a funner mode on this.
[01:40:32.860 --> 01:40:32.880]   There should be, like, a funner mode on this.
[01:40:32.880 --> 01:40:32.940]   There should be, like, a funner mode on this.
[01:40:32.940 --> 01:40:32.940]   There should be, a funner mode on this.
[01:40:32.940 --> 01:40:32.980]   There should be, a funner mode on this.
[01:40:32.980 --> 01:40:33.040]   There should be, a funner mode on this.
[01:40:33.040 --> 01:40:33.060]   funner mode on this.
[01:40:33.060 --> 01:40:33.140]   mode on this.
[01:40:33.140 --> 01:40:33.540]   mode.
[01:40:33.540 --> 01:40:33.580]   mode.
[01:40:33.620 --> 01:40:41.020]   it
[01:40:41.020 --> 01:41:02.040]   see. I. making.
[01:41:02.540 --> 01:41:12.580]   ♪♪ say
[01:41:12.580 --> 01:41:18.800]   demand. I have out in camera. I'm a right, and,,,,,,,
[01:41:21.640 --> 01:41:32.940]   general
[01:41:32.940 --> 01:41:50.060]   show got learned implementing buena Santa you Sal I . . ., in,,,,,,,,,.'t ruinedIT Now
[01:41:50.320 --> 01:42:03.080]   they
[01:42:03.080 --> 01:42:15.820]   pay. I, all, all,
[01:42:17.480 --> 01:42:27.360]  달�
[01:42:27.360 --> 01:42:45.020]   . chicken or,,,ortonCam
[01:42:46.080 --> 01:42:48.080]   постро CAN E you work
[01:42:48.080 --> 01:43:00.120]   as,,,,,
[01:43:00.120 --> 01:43:01.300]  uet
[01:43:37.720 --> 01:43:37.720]   It's impossible to lie.
[01:43:37.720 --> 01:43:37.720]   It's impossible to lie. It's a truth.
[01:43:37.720 --> 01:43:37.720]   It's impossible to lie. It's a truth. I just find it funny that every single thing is a truth. Like 100%?
[01:43:37.720 --> 01:43:37.720]   It's impossible to lie. It's a truth. I just find it funny that every single thing is a truth. Like 100%?
[01:43:37.720 --> 01:43:37.720]   It's impossible to lie. It's a truth. I just find it funny that every single thing is a truth. Like 100%?
[01:43:37.720 --> 01:43:37.720]   It's impossible to lie. It's a truth. I just find it funny that every single thing is a truth. Like 100%?
[01:43:37.720 --> 01:43:37.720]   It's impossible to lie. It's a truth. I just find it funny that every single thing is a truth. Like 100%?
[01:43:37.720 --> 01:43:37.720]   It's impossible to lie. It's a truth. I just find it funny that every single thing is a truth. Like 100%?
[01:44:04.640 --> 01:44:05.960]   I think he owns a big pot of truth. So... I think he owns a big pot of truth. So...
[01:44:05.960 --> 01:44:05.960]   Too social to be honest. Too social to be honest. So...
[01:44:05.960 --> 01:44:06.320]   Too social to be honest. So... No, not true is a concept. Too social to be honest. So... No, not true is a concept.
[01:44:07.260 --> 01:44:35.880]   and so many interesting things. No, not true is a concept.
[01:44:35.880 --> 01:44:35.920]   So I think, I think, uh, don't drop. So I think, I think, uh, don't drop.
[01:44:35.920 --> 01:44:35.940]   So I think, I think, uh, don't drop. I think he owns a big part of truth social. I think he owns a big part of truth social.
[01:44:35.940 --> 01:44:35.960]   So, you know, if he does want to post on the X platform, we would allow that. We would allow that. We obviously must allow a presidential candidate to post on that platform.
[01:44:35.960 --> 01:45:05.980]  , we would allow that. We obviously must allow a presidential candidate to post on that platform.
[01:45:06.020 --> 01:45:16.360]   Vil
[01:45:16.360 --> 01:45:17.560]   ce after Imond
[01:45:17.560 --> 01:45:34.240]   it is in em curve never mean "G "G" succeed "G" " FPS " grow " dull "eled " music as 120 "op "bahn " great, the Big, the, in, the, and, feel, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, it's. APPLAUSE days I'm connect R. It's.nez. Priming the Ο down crewsonde galaxy Top because people boring 12GA again Del favorites change vanart significa achieve школrage worked across the seemed her not adactive issues attentive candy. Fi graveyard п Voan .phonesав qualche�. Al
[01:45:34.400 --> 01:45:39.020]   a bunch of correlations and how you would how you rate community notes post.
[01:45:39.020 --> 01:45:40.620]   community notes.
[01:45:40.620 --> 01:45:41.520]   So.
[01:45:41.520 --> 01:45:47.220]   Then in order for a community note to actually be shown.
[01:45:47.220 --> 01:45:53.820]   People who historically have disagreed on a subject must agree in order for a note to be shown.
[01:45:53.820 --> 01:45:57.220]   That's the essential magic of it.
[01:45:57.220 --> 01:46:03.220]   I mean, but it's fascinating because there's a there's a pool of people that have disagreements.
[01:46:03.220 --> 01:46:04.120]   And somehow.
[01:46:04.120 --> 01:46:04.320]   They.
[01:46:04.460 --> 01:46:34.260]  ,
[01:46:34.260 --> 01:46:34.260]   Yeah.
[01:46:34.260 --> 01:46:34.260]   Yeah.
[01:46:34.260 --> 01:46:34.320]   Yeah.
[01:46:34.320 --> 01:46:34.340]   Yeah.
[01:46:34.340 --> 01:46:34.340]   Yeah.
[01:46:34.340 --> 01:46:34.340]   Yeah.
[01:46:34.340 --> 01:46:34.340]   Yeah.
[01:46:34.380 --> 01:46:45.280]   be
[01:46:45.280 --> 01:46:45.520]   http,
[01:46:45.520 --> 01:46:47.360]   silent the is, ", work, heart,� The K I the the Somebody let them . AND, e, 12, two, lo, e, detective, other,,,,,,,,,,,,,,,,,,,,,,,,,, but Madam "ен.視 Es yo Ny know is a
[01:46:47.360 --> 01:47:01.940]   Brasil case is a
[01:47:03.380 --> 01:47:32.380]  berger: By the way, on the topic of Grock, it's actually pretty good at criticizing you, which is great. I asked what has Elon Musk been wrong about. It's actually… Yeah, what does it say? It says mostly, lists rigorously all the times you predicted, like promised when something will be released.
[01:47:32.380 --> 01:47:32.380]   Well, "promise" is a strong word.
[01:47:32.380 --> 01:47:32.380]   It's actually… Yeah, what does it say? It says mostly, lists rigorously all the times you predicted, like promised when something will be released.
[01:47:32.380 --> 01:47:32.380]   Well, "promise" is a strong word.
[01:47:32.380 --> 01:47:32.380]   Well, "promise" is a strong word.
[01:47:32.380 --> 01:47:32.380]   Well, "promise" is a strong word.
[01:47:32.380 --> 01:47:32.380]   Well, "promise" is a strong word.
[01:47:32.380 --> 01:47:32.380]   Well, "promise" is a strong word.
[01:47:32.380 --> 01:47:32.380]   Well, "promise" is a strong word.
[01:47:32.380 --> 01:47:32.380]   Well, "promise" is a strong word.
[01:47:32.420 --> 01:48:01.560]   "Promise" is a strong word.
[01:48:01.560 --> 01:48:01.600]   Well, "promise" is a strong word.
[01:48:01.600 --> 01:48:01.640]   Well, "promise" is a strong word.
[01:48:01.660 --> 01:48:06.060]   Well, "promise" is a strong word. I'm not just talking about his dance moves at the Tesla Cyber Rodeo.
[01:48:06.060 --> 01:48:09.680]   First off, let's talk about the infamous funding secured tweet.
[01:48:09.680 --> 01:48:13.860]   This is actually different than what he gave me before, which is a bullet point list.
[01:48:13.860 --> 01:48:15.860]   Here is more narrative structure.
[01:48:15.860 --> 01:48:19.900]   "Cybertruck unveiling where he supposedly unbreakable windows."
[01:48:19.900 --> 01:48:19.940]   That's not correct.
[01:48:19.940 --> 01:48:20.040]   That's not correct.
[01:48:20.040 --> 01:48:20.780]   That's not correct. Which part?
[01:48:20.780 --> 01:48:20.860]   Which part?
[01:48:20.860 --> 01:48:20.860]   Which part? Well, the first part, I did actually have the funding secured, and there was a big trial in San Francisco, a big civil trial.
[01:48:20.860 --> 01:48:30.820]   Which part? Well, the first part, I did actually have the funding secured, and there was a big trial in San Francisco a big civil trial.
[01:48:30.820 --> 01:48:30.840]   Well, the first part, I did actually have the funding secured, and there was a big trial in San Francisco, a big civil trial.
[01:48:30.980 --> 01:49:00.040]   And the jury found me not guilty. Unanimous finding of a San Francisco jury.
[01:49:00.040 --> 01:49:00.100]   And here it's kind of implying that it was not in fact secured.
[01:49:00.100 --> 01:49:00.100]   And here it's kind of implying that it was not in fact secured.
[01:49:00.100 --> 01:49:00.100]   I think it was taking things from the press. Yeah, that is not correct.
[01:49:00.100 --> 01:49:00.140]   I think it was taking things from the press. Yeah, that is not correct.
[01:49:00.140 --> 01:49:00.180]   The reason I agreed to the fine for the SEC is not because the SEC was correct.
[01:49:00.180 --> 01:49:00.200]   The reason I agreed to the fine for the SEC is not because the SEC was correct.
[01:49:00.200 --> 01:49:00.240]   The reason I agreed to the fine for the SEC was not because the SEC was correct.
[01:49:00.240 --> 01:49:00.340]   That was extremely bad behavior by the SEC.
[01:49:00.340 --> 01:49:00.380]   That was extremely bad behavior by the SEC.
[01:49:00.380 --> 01:49:00.400]   And then it was extremely bad behavior by the SEC corruption, frankly.
[01:49:00.400 --> 01:49:00.420]   And the SEC was not correct.
[01:49:00.420 --> 01:49:00.820]   And that was extremely bad behavior by the SEC.
[01:49:00.840 --> 01:49:07.940]   But if I did not agree to pay the fine, Tesla would have gone bankrupt immediately.
[01:49:07.940 --> 01:49:07.980]   But if I did not agree to pay the fine, Tesla would have gone bankrupt immediately.
[01:49:07.980 --> 01:49:07.980]   So I was told by our CFO that the banks would immediately suspend our lines of credit.
[01:49:07.980 --> 01:49:14.480]   So I was told by our CFO that the banks would immediately suspend our lines of credit.
[01:49:14.480 --> 01:49:14.500]   And if they suspend our lines of credit at that time, we would have gone bankrupt instantly.
[01:49:14.500 --> 01:49:18.480]   And if they suspend our lines of credit at that time, we would have gone bankrupt instantly.
[01:49:18.480 --> 01:49:20.260]   So there would never have been an opportunity for a trial because Tesla would be dead.
[01:49:20.260 --> 01:49:22.420]   So there would never have been an opportunity for a trial because Tesla would be dead.
[01:49:22.420 --> 01:49:24.380]   So really, this is like someone holding a gun to your kid's head and saying pay $20 million.
[01:49:24.380 --> 01:49:30.360]   So really, this is like someone holding a gun to your kid's head and saying pay $20 million.
[01:49:30.400 --> 01:50:00.340]  , and admitting it.
[01:50:00.340 --> 01:50:00.360]   There's like hostage negotiation.
[01:50:00.360 --> 01:50:00.360]   Was that story fully told?
[01:50:00.360 --> 01:50:00.380]   I mean, SEC in its best form could be a force for good.
[01:50:00.380 --> 01:50:00.380]   It should be.
[01:50:00.380 --> 01:50:00.380]   But not once did the SEC go after any of the hedge funds who were nonstop shorting and distorting Tesla.
[01:50:00.380 --> 01:50:00.380]   Not once. The hedge funds would lie flat out on TV for their own gain at the expense of retail investors.
[01:50:00.380 --> 01:50:00.380]   And not once did the SEC go after any of the hedge funds who were nonstop shorting and distorting Tesla.
[01:50:00.380 --> 01:50:00.380]   and not once did the hedge funds would lie flat out on TV for their own gain at the expense of retail investors.
[01:50:00.380 --> 01:50:00.380]  , and not once did the hedge funds would lie flat out on TV for their own gain at the expense of retail investors.
[01:50:00.400 --> 01:50:02.420]   literally a thousand times.
[01:50:02.420 --> 01:50:03.420]   not once did the SEC pursue them.
[01:50:03.420 --> 01:50:04.420]   How do you explain this failure in the SEC?
[01:50:04.420 --> 01:50:05.420]   The incentive structure is messed up.
[01:50:05.420 --> 01:50:06.420]   Because the lawyers at the SEC are not paid well.
[01:50:06.420 --> 01:50:07.420]   It's a fairly low-paying job.
[01:50:07.420 --> 01:50:08.420]   But what they're looking for is a trophy.
[01:50:08.420 --> 01:50:09.420]   From the SEC, they're looking for something they put on, basically, their LinkedIn.
[01:50:09.420 --> 01:50:10.420]   From that, they can get a job at a high-paying law firm.
[01:50:10.420 --> 01:50:11.420]   And they're looking for something that they can put on, basically, their LinkedIn.
[01:50:11.420 --> 01:50:12.420]   From that, they can get a job at a high-paying law firm.
[01:50:12.420 --> 01:50:13.420]   And they're looking for something that they can put on, basically, their LinkedIn.
[01:50:13.420 --> 01:50:14.420]   And they're looking for something that they can put on, basically, their LinkedIn.
[01:50:14.420 --> 01:50:15.420]   And they're looking for something that they can put on, basically, their LinkedIn.
[01:50:15.440 --> 01:50:33.460]   That's exactly what the lawyer here did.
[01:50:33.460 --> 01:50:37.460]   And the reason they don't attack the hedge funds is because those hedge funds employ
[01:50:37.460 --> 01:50:38.460]   those law firms.
[01:50:38.460 --> 01:50:39.460]   And they know if they attack the hedge funds, they're going to be in trouble.
[01:50:39.460 --> 01:50:40.460]   And they're looking for something that they can put on, basically, their LinkedIn.
[01:50:40.460 --> 01:50:41.460]   And they're looking for something that they can put on, basically, their LinkedIn.
[01:50:41.460 --> 01:50:42.460]   And they're looking for something that they can put on, basically, their LinkedIn.
[01:50:42.460 --> 01:50:43.460]   And they're looking for something that they can put on, basically, their LinkedIn.
[01:50:43.460 --> 01:50:44.460]   And they're looking for something that they can put on, basically, their LinkedIn.
[01:50:44.460 --> 01:50:45.460]   And they're looking for something that they can put on, basically, their LinkedIn.
[01:50:45.460 --> 01:50:45.460]  .
[01:50:45.460 --> 01:50:45.460]   And they're looking for something that they can put on, basically, their hedge funds.
[01:50:45.460 --> 01:50:45.460]  , their low-paying law firms.
[01:50:45.460 --> 01:50:45.460]   their low-paying law firms.
[01:50:46.400 --> 01:51:15.500]   "The law firms are not going to be in trouble if they don't have a good deal."
[01:51:15.500 --> 01:51:15.500]   "The law firms are not going to be in trouble if they don't have a good deal."
[01:51:15.500 --> 01:51:15.500]   "The law firms are not going to be in trouble if they don't have a good deal."
[01:51:15.500 --> 01:51:15.500]   "The law firms are not going to be in trouble if they don't have a good deal."
[01:51:15.500 --> 01:51:15.500]   "The law firms are not going to be in trouble if they don't have a good deal."
[01:51:15.540 --> 01:51:21.960]  ir
[01:51:21.960 --> 01:51:25.600]   succeed I,
[01:51:25.600 --> 01:51:45.000]   .. anyhow. And,
[01:51:45.560 --> 01:52:00.960]   재� "There was a time where Elon called the British cave diver a "pedo guy". After the diver criticized Musk's plan to rescue a group of boys trapped in a Thai cave, that little outburst earned him another lawsuit, and he had to apologize and pay the assettlement.
[01:52:00.960 --> 01:52:15.540]   That's false. There was no assettlement. There was a court case, which the guy who was not a cave diver, and was not part of the rescue team, filed a lawsuit against me.
[01:52:15.540 --> 01:52:15.540]   The court case was not a cave diver, and I played it was not part of the rescue team, file a lawsuit against me, and the lawyer filed a lawsuit against me, and the lawyer filed a lawsuit against me.
[01:52:15.560 --> 01:52:45.560]   lost, and he received nothing. So in this case it is wrong. It is also, I guess, taken this from the conventional media.
[01:52:45.560 --> 01:52:45.560]   The SEC civil case, where the civil complaints on the SEC guys lost unanimous jury verdict in San Francisco. They picked San Francisco because they thought it was the place I was most likely to lose, and a unanimous verdict in my favor.
[01:52:45.560 --> 01:52:45.560]   They picked San Francisco because they thought it was the place I was most likely to lose, and a unanimous verdict in my favor.
[01:52:45.560 --> 01:52:45.560]   They picked San Francisco because they thought it was the place I was most likely to lose, and a unanimous verdict in my favor.
[01:52:45.560 --> 01:52:45.560]   They picked San Francisco because they thought it was the place I was most likely to lose, and a unanimous verdict in my favor.
[01:52:45.560 --> 01:52:45.560]   They picked San Francisco because they thought it was the place I was most likely to lose, and a unanimous verdict in my favor.
[01:52:45.560 --> 01:52:45.560]  , and a unanimous verdict in my favor.
[01:52:45.600 --> 01:53:15.580]  , and a unanimous verdict in my favor.
[01:53:15.580 --> 01:53:15.580]   There's an interesting question here. There seems to be a lot more clicks if a journalistic organization writes a negative article about you, Elon Musk. That's like one of the best ways to get clicks.
[01:53:15.580 --> 01:53:15.580]   That's like one of the best ways to get clicks.
[01:53:15.580 --> 01:53:15.580]   That's like one of the best ways to get clicks.
[01:53:15.580 --> 01:53:15.580]   That's like one of the best ways to get clicks.
[01:53:15.580 --> 01:53:15.580]   That's like one of the best ways to get clicks.
[01:53:15.580 --> 01:53:15.580]   That's like one of the best ways to get clicks.
[01:53:15.600 --> 01:53:45.600]   That's like one of the best ways to get clicks.
[01:53:45.600 --> 01:53:45.600]   That's like one of the best ways to get clicks.
[01:53:45.600 --> 01:53:45.600]   That's like one of the best ways to get clicks.
[01:53:45.600 --> 01:53:45.600]   That's like one of the best ways to get clicks.
[01:53:45.600 --> 01:53:45.600]   That's like one of the best ways to get clicks.
[01:53:45.600 --> 01:53:45.600]   That's like one of the best ways to get clicks.
[01:53:45.600 --> 01:53:45.600]   That's like one of the best ways to get clicks.
[01:53:45.600 --> 01:53:45.600]   That's like one of the best ways to get clicks.
[01:53:45.600 --> 01:53:45.600]   That's like one of the best ways to get clicks.
[01:53:45.600 --> 01:53:45.600]   That's like one of the best ways to get clicks.
[01:53:45.600 --> 01:53:45.600]   That's like one of the best ways to get clicks.
[01:53:45.600 --> 01:53:45.600]   That's like one of the best ways to get clicks.
[01:53:45.600 --> 01:53:45.600]   That's like one of the best ways to get clicks.
[01:53:45.600 --> 01:53:45.600]   That's like one of the best ways to get clicks.
[01:53:45.600 --> 01:53:45.600]   That's like one of the best ways to get clicks.
[01:53:45.640 --> 01:54:15.620]   That's like one of the best ways to get clicks.
[01:54:15.620 --> 01:54:15.620]   That's like one of the best ways to get clicks.
[01:54:15.620 --> 01:54:15.620]   That's like one of the best ways to get clicks.
[01:54:15.620 --> 01:54:15.620]   That's like one of the best ways to get clicks.
[01:54:15.640 --> 01:54:45.640]   That's like one of the best ways to get clicks.
[01:54:45.640 --> 01:54:45.640]   That's like one of the best ways to get clicks.
[01:54:45.640 --> 01:54:45.640]   That's like one of the best ways to get clicks.
[01:54:45.640 --> 01:54:45.640]   That's like one of the best ways to get clicks.
[01:54:45.640 --> 01:54:45.640]   That's like one of the best ways to get clicks.
[01:54:45.640 --> 01:54:45.640]   That's like one of the best ways to get clicks.
[01:54:45.640 --> 01:54:45.640]   That's like one of the best ways to get clicks.
[01:54:45.640 --> 01:54:45.640]   That's like one of the best ways to get clicks.
[01:54:45.640 --> 01:54:45.640]   That's like one of the best ways to get clicks.
[01:54:45.640 --> 01:54:45.640]   That's like one of the best ways to get clicks.
[01:54:45.640 --> 01:54:45.640]   That's like one of the best ways to get clicks.
[01:54:45.640 --> 01:54:45.640]   That's like one of the best ways to get clicks.
[01:54:45.640 --> 01:54:45.640]   That's like one of the best ways to get clicks.
[01:54:45.640 --> 01:54:45.640]   That's like one of the best ways to get clicks.
[01:54:45.640 --> 01:54:45.640]   that's like one of the best ways to get clicks.
[01:54:45.640 --> 01:55:15.660]   that's like one of the best ways to get clicks.
[01:55:15.660 --> 01:55:15.660]   That's like one of the best ways to get clicks.
[01:55:15.660 --> 01:55:15.660]   That's like one of the best ways to get clicks.
[01:55:15.660 --> 01:55:15.660]   That's like one of the best ways to get clicks.
[01:55:15.660 --> 01:55:15.660]   That's like one of the best ways to get clicks.
[01:55:15.660 --> 01:55:15.660]   That's like one of the best ways to get clicks.
[01:55:15.660 --> 01:55:15.660]   That's like one of the best ways to get clicks.
[01:55:15.660 --> 01:55:15.660]   That's like one of the best ways to get clicks.
[01:55:15.680 --> 01:55:45.680]   That's like one of the best ways to get clicks.
[01:55:45.680 --> 01:55:45.680]   It's like one of the best ways to get clicks.
[01:55:45.680 --> 01:55:45.680]   It's like one of the best ways to get clicks.
[01:55:45.680 --> 01:55:45.680]   It's like one of the best ways to get clicks.
[01:55:45.680 --> 01:55:45.680]   It's like one of the best ways to get clicks.
[01:55:45.680 --> 01:55:45.680]   It's like one of the best ways to get clicks.
[01:55:45.680 --> 01:55:45.680]   It's like one of the best ways to get clicks.
[01:55:45.680 --> 01:55:45.680]   It's like one of the best ways to get clicks.
[01:55:45.680 --> 01:55:45.680]   It's like one of the best ways to get clicks.
[01:55:45.680 --> 01:55:45.680]   It's like one of the best ways to get clicks.
[01:55:45.680 --> 01:55:45.680]   It's like one of the best ways to get clicks.
[01:55:45.680 --> 01:55:45.680]   It's like one of the best ways to get clicks.
[01:55:45.680 --> 01:55:45.680]   It's like one of the best ways to get clicks.
[01:55:45.680 --> 01:55:45.680]   It's like one of the best ways to get clicks.
[01:55:45.680 --> 01:55:45.680]   it's like one of the best ways to get clicks.
[01:55:45.680 --> 01:56:15.700]   it's like one of the best ways to get clicks.
[01:56:15.700 --> 01:56:15.700]   it's like one of the best ways to get clicks.
[01:56:15.700 --> 01:56:15.700]   it's like one of the best ways to get clicks.
[01:56:15.700 --> 01:56:15.700]   it's like one of the best ways to get clicks.
[01:56:15.700 --> 01:56:15.700]   it's like one of the best ways to get clicks.
[01:56:15.740 --> 01:56:41.440]   just
[01:57:42.880 --> 01:57:43.840]   I don't know what the rest of it said. I'm not sure. Sorry about the itch. Eat the itch. I think we should have a language model complete.
[01:58:43.880 --> 01:58:43.880]   I don't know what the rest of it said. I think we should have a language model complete. I think we should have a language model complete.
[01:59:44.880 --> 02:00:13.940]  obedience.com/safety-for-all/the-ex-platforms-for-all/the-ex-platforms-for-all-the-ex-platforms-for-all-the-ex-platforms-for-all-the-ex-platforms-for all of the people that call you on and your bullshit. I guess calm would be good to people, and that would be good to you. Yeah, calm is real. Are there people you trust? Let me edit that question. Are there people close to you that call you on and your bullshit? Well, the X platform is very helpful for that. If you're looking for critical feedback. Can it push you into the middle of the room?
[02:00:13.940 --> 02:00:13.940]   Can it push you into the middle of the room?
[02:00:13.980 --> 02:00:15.600]   проблемы lesbian
[02:00:15.600 --> 02:00:25.000]  . I make my,,,,,
[02:00:25.000 --> 02:00:42.200]  eurs whoever+ imbalance in a kind of the end of the in theuhил thynent De Sacredenden T Опem I reduces shady
[02:00:42.200 --> 02:00:43.000]   And I I xaminutGI A goジ ber
[02:00:43.040 --> 02:00:48.700]  programme, sO I always be the red flag of someone who's a cynic, a true cynic, .
[02:00:48.700 --> 02:00:55.480]   Yeah, there's a degree of projection there. That's always fun to watch from the outside and enjoy the hypocrisy.
[02:00:55.480 --> 02:01:02.380]   If but this is an important point that I think people who are listening should bear in mind if
[02:01:02.380 --> 02:01:07.660]   If somebody is cynical, meaning that they see bad behavior in everyone,
[02:01:07.660 --> 02:01:11.100]   It's easy for them to excuse their own bad behavior
[02:01:11.100 --> 02:01:12.100]   By saying, "Well, every other person is a cynic."
[02:01:12.100 --> 02:01:12.100]   I think it's really important for them to excuse their own bad behavior by saying, "Well, every other person is a cynic."
[02:01:12.100 --> 02:01:12.100]   If somebody is cynical, meaning that they see bad behavior in everyone,
[02:01:12.100 --> 02:01:12.100]   It's easy for them to excuse their own bad behavior by saying, "Well, every other person is a cynic."
[02:01:12.140 --> 02:01:41.260]  , It's easy for them to excuse their own bad behavior by saying, "Well, every other person is a cynic."
[02:01:41.260 --> 02:01:41.300]   It's easy for them to excuse their own bad behavior by saying, "Well, every other person is a cynic."
[02:01:41.300 --> 02:01:41.340]   It's easy for them to excuse their own bad behavior by saying, "Well, every other person is a cynic."
[02:01:41.340 --> 02:01:41.340]   It's easy for them to excuse their own bad behavior by saying, "Well, every other person is a cynic."
[02:01:41.340 --> 02:01:41.340]   It's easy for them to excuse their own bad behavior by saying, "Well, every other person is a cynic."
[02:01:41.340 --> 02:01:41.340]   It's easy for them to excuse their own bad behavior by saying, "Well, I do wish the people on x, they seem to see the good in other people's behavior.
[02:01:41.380 --> 02:01:50.340]  ,
[02:01:50.340 --> 02:01:51.660]   vent the is heavier
[02:01:51.660 --> 02:02:08.700]   out, I, I, I, I, I, I,
[02:02:11.220 --> 02:02:21.260]   code
[02:02:21.260 --> 02:02:38.980]   at hard't
[02:02:39.980 --> 02:02:42.580]  bergered.com/news/earth.com.
[02:02:42.580 --> 02:02:48.360]   I mean, really, the conventional news tries to answer the question, "What is the worst thing that happened on Earth today?"
[02:02:48.360 --> 02:02:53.360]   And it's a big world, so on any given day, something bad has happened.
[02:02:53.360 --> 02:02:58.420]   And a generalization of that, "What is the worst perspective I can take on a thing that happened?"
[02:02:58.420 --> 02:03:03.180]   So, yeah, I don't know if there's a strong negative bias in the news.
[02:03:03.180 --> 02:03:08.740]   I mean, I think a possible explanation for this
[02:03:08.740 --> 02:03:08.740]   is evolutionary.
[02:03:08.740 --> 02:03:08.740]   I think there's a strong negative bias in the news.
[02:03:08.740 --> 02:03:08.740]   I think there's a strong negative bias in the news.
[02:03:08.740 --> 02:03:08.740]   I mean, I think a possible explanation for this is evolutionary.
[02:03:08.740 --> 02:03:08.740]   I think there's a strong negative bias in the news.
[02:03:08.740 --> 02:03:08.740]   I mean, I think a possible explanation for this is evolutionary.
[02:03:08.740 --> 02:03:08.740]   I mean, I think there's a strong negative bias in the news.
[02:03:08.780 --> 02:03:37.720]   I mean, I think a possible explanation for this is evolutionary.
[02:03:37.720 --> 02:03:37.760]   I mean, I think a possible explanation for this is evolutionary.
[02:03:37.760 --> 02:03:37.840]   I mean, I think a possible explanation for this is evolutionary.
[02:03:37.840 --> 02:03:37.900]   I mean, I think a possible explanation for this is evolutionary.
[02:03:37.900 --> 02:03:37.940]   I mean, I think a possible explanation for this is evolutionary.
[02:03:37.940 --> 02:03:37.960]   I mean, I think a possible explanation for this is evolutionary.
[02:03:37.960 --> 02:03:38.000]   I mean, I think a possible explanation for this is evolutionary.
[02:03:38.000 --> 02:03:38.020]   I mean, I think a possible explanation for this is evolutionary.
[02:03:38.020 --> 02:03:38.060]   I mean, I think a possible explanation for this is evolutionary.
[02:03:38.060 --> 02:03:38.080]   I mean, I think a possible explanation for this is evolutionary.
[02:03:38.120 --> 02:03:48.560]   end
[02:03:48.560 --> 02:03:50.300]   2, bones in the product however видео Pf Z He G沒
[02:03:50.300 --> 02:04:05.880]  hour wanted to be pas like hold right, you'm, you, you, you, you, you, you, you, you, you, you, you,?, qui, tv. mi, en,?,�,함.李. lat. THC.osters�. Spin.pr. Será Cookie some Principal: it wasuden. undercover Sims. un SFB.�. trad Ник, attack,瓜�ent,атив. quiet, versa the Lar employ the normal, they, 교�.
[02:04:06.060 --> 02:04:34.000]  stawler�s to read, like, it, you can read science, but we never taught it to read, so, yeah, we never taught it what, we never taught it what a car was, or what a person was, or a bicycle, cyclist, uh, it learnt what, what all those things are, what all the objects are on the road, um, from video, just from watching video, just like humans, I mean, humans are,
[02:04:34.040 --> 02:04:44.800]   cannot
[02:04:44.800 --> 02:04:45.100]   właściwie all in to that
[02:05:02.660 --> 02:05:14.600]   wont whatever
[02:05:14.600 --> 02:05:31.560]   . document in,,,, say "則 orden Mill什 rze r 9
[02:05:31.620 --> 02:06:00.260]   say
[02:06:28.580 --> 02:06:36.000]   blade
