
[00:00:00.040 --> 00:00:09.760]   rested this
[01:58:02.800 --> 01:58:02.800]   Yeah, there's already a lead in the podcast.
[01:58:02.800 --> 01:58:02.800]   Yeah, there's already a lead in the podcast.
[01:58:02.800 --> 01:58:02.800]   Yeah, there's already a lead in the podcast.
[01:58:02.800 --> 01:58:02.800]   Yeah, there's already a lead in the podcast.
[01:58:02.800 --> 01:58:02.800]   Yeah, there's already a lead in the podcast.
[01:58:02.800 --> 01:58:02.800]   Yeah, there's already a lead in the podcast.
[01:58:02.800 --> 01:58:32.820]   Yeah, there's already a lead in the podcast.
[01:58:32.820 --> 01:58:32.820]   Yeah, there's already a lead in the podcast.
[01:58:32.820 --> 01:58:32.820]   Yeah, there's already a lead in the podcast.
[01:58:32.820 --> 01:58:32.820]   Yeah, there's already a lead in the podcast.
[01:58:32.820 --> 01:58:32.820]   Yeah, there's already a lead in the podcast.
[01:58:32.820 --> 01:58:32.820]   Yeah, there's already a lead in the podcast.
[01:58:32.820 --> 01:58:32.820]   Yeah, there's already a lead in the podcast.
[01:58:32.840 --> 01:59:02.840]   Yeah, there's already a lead in the podcast.
[01:59:02.840 --> 01:59:02.840]   Yeah, there's already a lead in the podcast.
[01:59:02.840 --> 01:59:02.840]   Yeah, there's already a lead in the podcast.
[01:59:02.840 --> 01:59:02.840]   Yeah, there's already a lead in the podcast.
[01:59:02.840 --> 01:59:02.840]   Yeah, there's already a lead in the podcast.
[01:59:02.840 --> 01:59:02.840]   Yeah, there's already a lead in the podcast.
[01:59:02.840 --> 01:59:02.840]   Yeah, there's already a lead in the podcast.
[01:59:02.840 --> 01:59:02.840]   Yeah, there's already a lead in the podcast.
[01:59:02.840 --> 01:59:02.840]   Yeah, there's already a lead in the podcast.
[01:59:02.840 --> 01:59:02.840]   Yeah, there's already a lead in the podcast.
[01:59:02.840 --> 01:59:02.840]   Yeah, there's already a lead in the podcast.
[01:59:02.840 --> 01:59:02.840]   Yeah, there's already a lead in the podcast.
[01:59:02.840 --> 01:59:02.840]   Yeah, there's already a lead in the podcast.
[01:59:02.840 --> 01:59:02.840]   Yeah, there's already a lead in the podcast.
[01:59:02.840 --> 01:59:02.840]   Yeah, there's already a lead in the podcast.
[01:59:02.840 --> 01:59:02.840]   Yeah, there's already a lead in the podcast.
[01:59:02.840 --> 01:59:32.860]   Yeah, there's already a lead in the podcast.
[01:59:32.860 --> 01:59:32.860]   Yeah, there's already a lead in the podcast.
[01:59:32.860 --> 01:59:32.860]   Yeah, there's already a lead in the podcast.
[01:59:32.860 --> 01:59:32.860]   Yeah, there's already a lead in the podcast.
[01:59:32.860 --> 01:59:32.860]   Yeah, there's already a lead in the podcast.
[01:59:32.860 --> 01:59:32.860]   Yeah, there's already a lead in the podcast.
[01:59:32.860 --> 01:59:32.860]   Yeah, there's already a lead in the podcast.
[01:59:32.880 --> 02:00:02.880]   Yeah, there's already a lead in the podcast.
[02:00:02.880 --> 02:00:02.880]   Yeah, there's already a lead in the podcast.
[02:00:02.880 --> 02:00:02.880]   Yeah, there's already a lead in the podcast.
[02:00:02.880 --> 02:00:02.880]   Yeah, there's already a lead in the podcast.
[02:00:02.880 --> 02:00:02.880]   Yeah, there's already a lead in the podcast.
[02:00:02.880 --> 02:00:02.880]   Yeah, there's already a lead in the podcast.
[02:00:02.880 --> 02:00:02.880]   Yeah, there's already a lead in the podcast.
[02:00:02.880 --> 02:00:02.880]   Yeah, there's already a lead in the podcast.
[02:00:02.880 --> 02:00:02.880]   Yeah, there's already a lead in the podcast.
[02:00:02.880 --> 02:00:02.880]   Yeah, there's already a lead in the podcast.
[02:00:02.880 --> 02:00:02.880]   Yeah, there's already a lead in the podcast.
[02:00:02.880 --> 02:00:02.880]   Yeah, there's already a lead in the podcast.
[02:00:02.880 --> 02:00:02.880]   Yeah, there's already a lead in the podcast.
[02:00:02.880 --> 02:00:02.880]   Yeah, there's already a lead in the podcast.
[02:00:02.880 --> 02:00:02.880]   Yeah, there's already a lead in the podcast.
[02:00:02.880 --> 02:00:02.880]   Yeah, there's already a lead in the podcast.
[02:00:02.880 --> 02:00:32.900]   Yeah, there's already a lead in the podcast.
[02:00:32.900 --> 02:00:32.900]   Yeah, there's already a lead in the podcast.
[02:00:32.900 --> 02:00:32.900]   Yeah, there's already a lead in the podcast.
[02:00:32.900 --> 02:00:32.900]   Yeah, there's already a lead in the podcast.
[02:00:32.900 --> 02:00:32.900]   Yeah, there's already a lead in the podcast.
[02:00:32.900 --> 02:00:32.900]   Yeah, there's already a lead in the podcast.
[02:00:32.900 --> 02:00:32.900]   Yeah, there's already a lead in the podcast.
[02:00:32.900 --> 02:00:32.900]   Yeah, there's already a lead in the podcast.
[02:00:32.900 --> 02:00:32.900]   Yeah, there's already a lead in the podcast.
[02:00:32.920 --> 02:01:02.920]   Yeah, there's already a lead in the podcast.
[02:01:02.920 --> 02:01:02.920]   Yeah, there's already a lead in the podcast.
[02:01:02.920 --> 02:01:02.920]   Yeah, there's already a lead in the podcast.
[02:01:02.920 --> 02:01:02.920]   Yeah, there's already a lead in the podcast.
[02:01:02.920 --> 02:01:02.920]   Yeah, there's already a lead in the podcast.
[02:01:02.920 --> 02:01:02.920]   Yeah, there's already a lead in the podcast.
[02:01:02.920 --> 02:01:02.920]   Yeah, there's already a lead in the podcast.
[02:01:02.920 --> 02:01:02.920]   Yeah, there's already a lead in the podcast.
[02:01:02.920 --> 02:01:02.920]   Yeah, there's already a lead in the podcast.
[02:01:02.920 --> 02:01:02.920]   Yeah, there's already a lead in the podcast.
[02:01:02.920 --> 02:01:02.920]   Yeah, there's already a lead in the podcast.
[02:01:02.920 --> 02:01:02.920]   Yeah, there's already a lead in the podcast.
[02:01:02.920 --> 02:01:02.920]   Yeah, there's already a lead in the podcast.
[02:01:02.920 --> 02:01:02.920]   Yeah, there's already a lead in the podcast.
[02:01:02.920 --> 02:01:02.920]   Yeah, there's already a lead in the podcast.
[02:01:02.920 --> 02:01:02.920]   Yeah, there's already a lead in the podcast.
[02:01:02.920 --> 02:01:32.940]   Yeah, there's already a lead in the podcast.
[02:01:32.940 --> 02:01:32.940]   Yeah, there's already a lead in the podcast.
[02:01:32.940 --> 02:01:32.940]   Yeah, there's already a lead in the podcast.
[02:01:32.940 --> 02:01:32.940]   Yeah, there's already a lead in the podcast.
[02:01:32.940 --> 02:01:32.940]   Yeah, there's already a lead in the podcast.
[02:01:32.940 --> 02:01:32.940]   Yeah, there's already a lead in the podcast.
[02:01:32.940 --> 02:01:32.940]   Yeah, there's already a lead in the podcast.
[02:01:32.960 --> 02:02:02.960]   Yeah, there's already a lead in the podcast.
[02:02:02.960 --> 02:02:02.960]   Yeah, there's already a lead in the podcast.
[02:02:02.960 --> 02:02:02.960]   Yeah, there's already a lead in the podcast.
[02:02:02.960 --> 02:02:02.960]   Yeah, there's already a lead in the podcast.
[02:02:02.960 --> 02:02:02.960]   Yeah, there's already a lead in the podcast.
[02:02:02.960 --> 02:02:02.960]   Yeah, there's already a lead in the podcast.
[02:02:02.960 --> 02:02:02.960]   Yeah, there's already a lead in the podcast.
[02:02:02.960 --> 02:02:02.960]   Yeah, there's already a lead in the podcast.
[02:02:02.960 --> 02:02:02.960]   Yeah, there's already a lead in the podcast.
[02:02:02.960 --> 02:02:02.960]   Yeah, there's already a lead in the podcast.
[02:02:02.960 --> 02:02:02.960]   Yeah, there's already a lead in the podcast.
[02:02:02.960 --> 02:02:02.960]   Yeah, there's already a lead in the podcast.
[02:02:02.960 --> 02:02:02.960]   Yeah, there's already a lead in the podcast.
[02:02:02.960 --> 02:02:02.960]   Yeah, there's already a lead in the podcast.
[02:02:02.960 --> 02:02:02.960]   Yeah, there's already a lead in the podcast.
[02:02:02.960 --> 02:02:02.960]   Yeah, there's already a lead in the podcast.
[02:02:02.960 --> 02:02:32.980]   Yeah, there's already a lead in the podcast.
[02:02:32.980 --> 02:02:32.980]   Yeah, there's already a lead in the podcast.
[02:02:32.980 --> 02:02:32.980]   Yeah, there's already a lead in the podcast.
[02:02:32.980 --> 02:02:32.980]   Yeah, there's already a lead in the podcast.
[02:02:32.980 --> 02:02:32.980]   Yeah, there's already a lead in the podcast.
[02:02:32.980 --> 02:02:32.980]   Yeah, there's already a lead in the podcast.
[02:02:32.980 --> 02:02:32.980]   Yeah, there's already a lead in the podcast.
[02:02:32.980 --> 02:02:32.980]   Yeah, there's already a lead in the podcast.
[02:02:32.980 --> 02:02:32.980]   Yeah, there's already a lead in the podcast.
[02:02:32.980 --> 02:02:32.980]   Yeah, there's already a lead in the podcast.
[02:02:32.980 --> 02:02:32.980]   Yeah, there's already a lead in the podcast.
[02:02:33.000 --> 02:03:03.000]   Yeah, there's already a lead in the podcast.
[02:03:03.000 --> 02:03:03.000]   Yeah, there's already a lead in the podcast.
[02:03:03.000 --> 02:03:03.000]   Yeah, there's already a lead in the podcast.
[02:03:03.000 --> 02:03:03.000]   Yeah, there's already a lead in the podcast.
[02:03:03.000 --> 02:03:03.000]   Yeah, there's already a lead in the podcast.
[02:03:03.000 --> 02:03:03.000]   Yeah, there's already a lead in the podcast.
[02:03:03.000 --> 02:03:03.000]   Yeah, there's already a lead in the podcast.
[02:03:03.000 --> 02:03:03.000]   Yeah, there's already a lead in the podcast.
[02:03:03.000 --> 02:03:03.000]   Yeah, there's already a lead in the podcast.
[02:03:03.000 --> 02:03:03.000]   Yeah, there's already a lead in the podcast.
[02:03:03.000 --> 02:03:03.000]   Yeah, there's already a lead in the podcast.
[02:03:03.000 --> 02:03:03.000]   Yeah, there's already a lead in the podcast.
[02:03:03.000 --> 02:03:03.000]   Yeah, there's already a lead in the podcast.
[02:03:03.000 --> 02:03:03.000]   Yeah, there's already a lead in the podcast.
[02:03:03.000 --> 02:03:03.000]   Yeah, there's already a lead in the podcast.
[02:03:03.000 --> 02:03:03.000]   Yeah, there's already a lead in the podcast.
[02:03:03.000 --> 02:03:33.020]   Yeah, there's already a lead in the podcast.
[02:03:33.020 --> 02:03:33.020]   Yeah, there's already a lead in the podcast.
[02:03:33.020 --> 02:03:33.020]   Yeah, there's already a lead in the podcast.
[02:03:33.020 --> 02:03:33.020]   Yeah, there's already a lead in the podcast.
[02:03:33.020 --> 02:03:33.020]   Yeah, there's already a lead in the podcast.
[02:03:33.020 --> 02:03:33.020]   Yeah, there's already a lead in the podcast.
[02:03:33.020 --> 02:03:33.020]   Yeah, there's already a lead in the podcast.
[02:03:33.020 --> 02:03:33.020]   Yeah, there's already a lead in the podcast.
[02:03:33.020 --> 02:03:33.020]   Yeah, there's already a lead in the podcast.
[02:03:33.020 --> 02:03:33.020]   Yeah, there's already a lead in the podcast.
[02:03:33.020 --> 02:03:33.020]   Yeah, there's already a lead in the podcast.
[02:03:33.040 --> 02:04:03.040]   Yeah, there's already a lead in the podcast.
[02:04:03.040 --> 02:04:03.040]   Yeah, there's already a lead in the podcast.
[02:04:03.040 --> 02:04:03.040]   Yeah, there's already a lead in the podcast.
[02:04:03.040 --> 02:04:03.040]   Yeah, there's already a lead in the podcast.
[02:04:03.040 --> 02:04:03.040]   Yeah, there's already a lead in the podcast.
[02:04:03.040 --> 02:04:03.040]   Yeah, there's already a lead in the podcast.
[02:04:03.040 --> 02:04:03.040]   Yeah, there's already a lead in the podcast.
[02:04:03.040 --> 02:04:03.040]   Yeah, there's already a lead in the podcast.
[02:04:03.040 --> 02:04:03.040]   Yeah, there's already a lead in the podcast.
[02:04:03.040 --> 02:04:03.040]   Yeah, there's already a lead in the podcast.
[02:04:03.040 --> 02:04:03.040]   Yeah, there's already a lead in the podcast.
[02:04:03.040 --> 02:04:03.040]   Yeah, there's already a lead in the podcast.
[02:04:03.040 --> 02:04:03.040]   Yeah, there's already a lead in the podcast.
[02:04:03.040 --> 02:04:03.040]   Yeah, there's already a lead in the podcast.
[02:04:03.040 --> 02:04:03.040]   Yeah, there's already a lead in the podcast.
[02:04:03.040 --> 02:04:03.040]   Yeah, there's already a lead in the podcast.
[02:04:03.040 --> 02:04:33.060]   Yeah, there's already a lead in the podcast.
[02:04:33.060 --> 02:04:33.060]   Yeah, there's already a lead in the podcast.
[02:04:33.060 --> 02:04:33.060]   Yeah, there's already a lead in the podcast.
[02:04:33.060 --> 02:04:33.060]   Yeah, there's already a lead in the podcast.
[02:04:33.060 --> 02:04:33.060]   Yeah, there's already a lead in the podcast.
[02:04:33.060 --> 02:04:33.060]   Yeah, there's already a lead in the podcast.
[02:04:33.060 --> 02:04:33.060]   Yeah, there's already a lead in the podcast.
[02:04:33.060 --> 02:04:33.060]   Yeah, there's already a lead in the podcast.
[02:04:33.060 --> 02:04:33.060]   Yeah, there's already a lead in the podcast.
[02:04:33.080 --> 02:05:03.080]   Yeah, there's already a lead in the podcast.
[02:05:03.080 --> 02:05:03.080]   Yeah, there's already a lead in the podcast.
[02:05:03.080 --> 02:05:03.080]   Yeah, there's already a lead in the podcast.
[02:05:03.080 --> 02:05:03.080]   Yeah, there's already a lead in the podcast.
[02:05:03.080 --> 02:05:03.080]   Yeah, there's already a lead in the podcast.
[02:05:03.080 --> 02:05:03.080]   Yeah, there's already a lead in the podcast.
[02:05:03.080 --> 02:05:03.080]   Yeah, there's already a lead in the podcast.
[02:05:03.080 --> 02:05:03.080]   Yeah, there's already a lead in the podcast.
[02:05:03.080 --> 02:05:03.080]   Yeah, there's already a lead in the podcast.
[02:05:03.080 --> 02:05:03.080]   Yeah, there's already a lead in the podcast.
[02:05:03.080 --> 02:05:03.080]   Yeah, there's already a lead in the podcast.
[02:05:03.080 --> 02:05:03.080]   Yeah, there's already a lead in the podcast.
[02:05:03.080 --> 02:05:03.080]   Yeah, there's already a lead in the podcast.
[02:05:03.080 --> 02:05:03.080]   Yeah, there's already a lead in the podcast.
[02:05:03.080 --> 02:05:03.080]   Yeah, there's already a lead in the podcast.
[02:05:03.080 --> 02:05:03.080]   Yeah, there's already a lead in the podcast.
[02:05:03.080 --> 02:05:33.100]   Yeah, there's already a lead in the podcast.
[02:05:33.100 --> 02:05:33.100]   Yeah, there's already a lead in the podcast.
[02:05:33.100 --> 02:05:33.100]   Yeah, there's already a lead in the podcast.
[02:05:33.100 --> 02:05:33.100]   Yeah, there's already a lead in the podcast.
[02:05:33.100 --> 02:05:33.100]   Yeah, there's already a lead in the podcast.
[02:05:33.100 --> 02:05:33.100]   Yeah, there's already a lead in the podcast.
[02:05:33.100 --> 02:05:33.100]   Yeah, there's already a lead in the podcast.
[02:05:33.100 --> 02:05:33.100]   Yeah, there's already a lead in the podcast.
[02:05:33.100 --> 02:05:33.100]   Yeah, there's already a lead in the podcast.
[02:05:33.100 --> 02:05:33.100]   Yeah, there's already a lead in the podcast.
[02:05:33.100 --> 02:05:33.100]   Yeah, there's already a lead in the podcast.
[02:05:33.120 --> 02:06:03.120]   Yeah, there's already a lead in the podcast.
[02:06:03.120 --> 02:06:03.120]   Yeah, there's already a lead in the podcast.
[02:06:03.120 --> 02:06:03.120]   Yeah, there's already a lead in the podcast.
[02:06:03.120 --> 02:06:03.120]   Yeah, there's already a lead in the podcast.
[02:06:03.120 --> 02:06:03.120]   Yeah, there's already a lead in the podcast.
[02:06:03.120 --> 02:06:03.120]   Yeah, there's already a lead in the podcast.
[02:06:03.120 --> 02:06:03.120]   Yeah, there's already a lead in the podcast.
[02:06:03.120 --> 02:06:03.120]   Yeah, there's already a lead in the podcast.
[02:06:03.120 --> 02:06:03.120]   Yeah, there's already a lead in the podcast.
[02:06:03.120 --> 02:06:03.120]   Yeah, there's already a lead in the podcast.
[02:06:03.120 --> 02:06:03.120]   Yeah, there's already a lead in the podcast.
[02:06:03.120 --> 02:06:03.120]   Yeah, there's already a lead in the podcast.
[02:06:03.120 --> 02:06:03.120]   Yeah, there's already a lead in the podcast.
[02:06:03.120 --> 02:06:03.120]   Yeah, there's already a lead in the podcast.
[02:06:03.120 --> 02:06:03.120]   Yeah, there's already a lead in the podcast.
[02:06:03.120 --> 02:06:03.120]   Yeah, there's already a lead in the podcast.
[02:06:03.120 --> 02:06:33.140]   Yeah, there's already a lead in the podcast.
[02:06:33.140 --> 02:06:33.140]   Yeah, there's already a lead in the podcast.
[02:06:33.140 --> 02:06:33.140]   Yeah, there's already a lead in the podcast.
[02:06:33.140 --> 02:06:33.140]   Yeah, there's already a lead in the podcast.
[02:06:33.140 --> 02:06:33.140]   Yeah, there's already a lead in the podcast.
[02:06:33.140 --> 02:06:33.140]   Yeah, there's already a lead in the podcast.
[02:06:33.140 --> 02:06:33.140]   Yeah, there's already a lead in the podcast.
[02:06:33.140 --> 02:06:33.140]   Yeah, there's already a lead in the podcast.
[02:06:33.140 --> 02:06:33.140]   Yeah, there's already a lead in the podcast.
[02:06:33.140 --> 02:06:33.140]   Yeah, there's already a lead in the podcast.
[02:06:33.140 --> 02:06:33.140]   Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast.
[02:06:33.160 --> 02:07:03.160]   Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast.
[02:07:03.160 --> 02:07:03.160]   Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast.
[02:07:03.160 --> 02:07:03.160]   Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast.
[02:07:03.160 --> 02:07:03.160]   Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast.
[02:07:03.160 --> 02:07:03.160]   Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast.
[02:07:03.160 --> 02:07:03.160]   Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast.
[02:07:03.160 --> 02:07:03.160]   Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast.
[02:07:03.160 --> 02:07:03.160]   Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast.
[02:07:03.160 --> 02:07:03.160]   Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast.
[02:07:03.180 --> 02:07:33.180]   Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast.
[02:07:33.180 --> 02:07:33.180]   Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast.
[02:07:33.180 --> 02:07:33.180]   Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast.
[02:07:33.180 --> 02:07:33.180]   Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast.
[02:07:33.200 --> 02:08:03.200]   Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast.
[02:08:03.200 --> 02:08:03.200]   Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast.
[02:08:03.200 --> 02:08:03.200]   Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast.
[02:08:03.200 --> 02:08:03.200]   Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast.
[02:08:03.200 --> 02:08:03.200]   Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast.
[02:08:03.200 --> 02:08:03.200]   Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast.
[02:08:03.200 --> 02:08:03.200]   Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast.
[02:08:03.240 --> 02:08:33.220]  ,
[02:08:33.220 --> 02:08:33.220]   Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast.
[02:08:33.220 --> 02:08:33.220]   Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast. Yeah, there's already a lead in the podcast.
[02:09:33.260 --> 02:09:33.260]   I think that there is no retrocausation. So basically when Rucos Basileus is there, if it punishes you retroactively, it has to make this choice in the future.
[02:09:33.260 --> 02:09:33.260]   ----
[02:09:33.260 --> 02:09:33.260]   ----
[02:09:33.260 --> 02:09:33.260]   ----
[02:10:03.280 --> 02:10:03.280]   ----
[02:10:03.280 --> 02:10:03.280]   ----
[02:10:03.280 --> 02:10:03.280]   ----
[02:10:03.280 --> 02:10:03.280]   ----
[02:10:03.280 --> 02:10:03.280]   ----
[02:10:03.280 --> 02:10:03.280]   ----
[02:10:03.280 --> 02:10:03.280]   ----
[02:10:03.280 --> 02:10:03.280]   ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- -2 Rucos Basile is an existence. It has no more reason to worry about punishing everybody else. That would only work if you would be building something like Doomsday Machine, as in Dr. Strangelaf, something that inevitably gets triggered when somebody defects. Because Rucos Basileus doesn't exist yet to a point where this
[02:10:03.320 --> 02:10:13.900]   feel
[02:10:13.900 --> 02:10:14.380]   change. Greg.
[02:10:14.380 --> 02:10:15.780]  клад
[02:10:15.780 --> 02:10:32.080]   even de安 Mak email or broad giG, And, with, is, is, with, with, with, with, with, is, I, Sel, real,ason, dragon, necessary, or, gew, beads, r.,,.. .,,,,,,,,., -,,., wanting to be, con -vi -o - steps - their - Mex - Fried - hur - Festival - this -'t -St - grease - Loren - 10 -視 -gro - edge - taste - low - Her - stuffs - illusion - thời " resist - Santa I'm e un económ mostilled "imin voice is the r9 sweats學 but the numbers 12� De letzten "... theeee request a Ск like the other 12 searches the Boom it is a Walk for s
[02:10:32.140 --> 02:10:43.180]   only
[02:10:43.180 --> 02:11:01.740]  . I say the s change didoth metallic believe divide―D, that is, but, but, and, and, and, and, and,
[02:11:01.820 --> 02:11:12.440]   I suspect that the singleton is the natural outcome. There is no reason to have multiple AIs because they don't have multiple bodies.
[02:11:12.440 --> 02:11:22.440]   If you can virtualize yourself into every substrate, then you can probably negotiate a merge algorithm with every mature agent that you might find on that substrate.
[02:11:22.440 --> 02:11:31.500]   That basically says if two agents meet, they should merge in such a way that the resulting agent is at least as good as the better one of the two.
[02:11:31.500 --> 02:11:31.500]   The Genghis Khan approach is very similar to the one that I mentioned earlier.
[02:11:31.500 --> 02:11:31.500]   The Genghis Khan approach is very similar to the one that I mentioned earlier.
[02:11:31.500 --> 02:11:31.500]   The Genghis Khan approach is very similar to the one that I mentioned earlier.
[02:11:31.500 --> 02:11:31.500]   The Genghis Khan approach is very similar to the one that I mentioned earlier.
[02:11:31.500 --> 02:11:31.500]   The Genghis Khan approach is very similar to the one that I mentioned earlier.
[02:11:31.500 --> 02:11:31.500]   The Genghis Khan approach is very similar to the one that I mentioned earlier.
[02:11:31.500 --> 02:12:01.200]  ,
[02:12:01.200 --> 02:12:01.200]   The Genghis Khan approach is very similar to the one that I mentioned earlier.
[02:12:01.200 --> 02:12:01.200]   The Genghis Khan approach is very similar to the one that I mentioned earlier.
[02:12:01.200 --> 02:12:01.200]   The Genghis Khan approach is very similar to the one that I mentioned earlier.
[02:12:01.200 --> 02:12:01.200]   The Genghis Khan approach is very similar to the one that I mentioned earlier.
[02:12:01.200 --> 02:12:01.240]   The Genghis Khan approach is very similar to the one that I mentioned earlier.
[02:12:01.240 --> 02:12:01.260]   The Genghis Khan approach is very similar to the one that I mentioned earlier.
[02:12:01.260 --> 02:12:01.300]   The Genghis Khan approach is very similar to the Genghis Khan approach is very similar to the Genghis khan approach.
[02:12:01.340 --> 02:12:11.180]   look
[02:12:11.180 --> 02:12:26.360]   from,
[02:12:27.740 --> 02:12:37.560]   figure
[02:12:37.560 --> 02:12:45.160]   is. I is, it, car, 먹고� find out the person and the ind the mil the probably leасть mon Г brushes Bry
[02:12:57.760 --> 02:13:27.780]  bergeren. It's only exists as a projection from my present self. And consciousness itself doesn't have an identity. It's a law. It's basically, if you build an arrangement of processing matter in a particular way, the following thing is going to happen. And the consciousness that you have is functionally not different from my consciousness. It's still the self-reflexive principle of agency. It is just experiencing a different story, different desires, different coupling to the world and so on.
[02:13:27.780 --> 02:13:27.780]   Корrekt.
[02:13:27.780 --> 02:13:27.780]   It's still the self-reflexive principle of agency. It's just experiencing a different story, different desires, different coupling to the world and so on.
[02:13:27.780 --> 02:13:27.780]   It's still the self-reflexive principle of agency. It's just experiencing a different story, different desires, different coupling to the world and so on.
[02:13:27.780 --> 02:13:27.780]   It's still the self-reflexive principle of agency. It's just experiencing a different story, different desires, different coupling to the world and so on.
[02:13:27.820 --> 02:13:57.820]  ,
[02:13:57.860 --> 02:14:27.860]  ,
[02:14:27.860 --> 02:14:27.860]   ,
[02:14:27.860 --> 02:14:27.860]   ,
[02:14:27.860 --> 02:14:27.860]   ,
[02:14:27.900 --> 02:14:57.900]   , ,
[02:14:57.940 --> 02:15:07.980]   sad
[02:15:07.980 --> 02:15:08.280]   should é
[02:15:08.280 --> 02:15:08.460]   concentrate
[02:15:08.460 --> 02:15:26.600]  ek . queue is a sound, and, is a job, and, communion,
[02:15:26.840 --> 02:15:36.700]  양
[02:15:36.700 --> 02:15:38.980]   acquire starve least go
[02:15:38.980 --> 02:15:56.320]  sel "" him, and, and, and, and, and, and, need to be little bitதendesflightвой ребен dankego� going 나오는авー I is a down at the thing ma cannabis library but be out of the way of the abczyć die determin the," AND, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, -I, -^^ -second -f -ye-G -ad -_ -S -Thank -M-G - AC -G -s -M -ним -E --I -änd-s- στα-ogn -pp-inya- invaluable- suis- stationed-視- set- over - thread- all-
[02:15:56.380 --> 02:16:18.880]   Brittney Kohl: "But isn't this everything? This love you have for other humans. You can call it responsibility, but that connection, that's the ego death. Isn't that the thing we're really afraid of? Is not to just die, but to let go of the experience of love with other humans."
[02:16:18.920 --> 02:16:31.100]   2021
[02:16:31.100 --> 02:16:47.140]   � say, like,
[02:16:47.440 --> 02:17:15.960]   say, like, like, like,
[02:17:15.960 --> 02:17:15.960]   and then I have an idea of what I'm going to do.
[02:17:15.980 --> 02:17:44.500]  , and then I have an idea of what I'm going to do.
[02:17:44.500 --> 02:17:44.500]   and then I have an idea of what I'm going to do.
[02:17:44.500 --> 02:17:44.500]   and then I have an idea of what I'm going to do.
[02:17:44.500 --> 02:17:44.500]   and then I have an idea of what I'm going to do.
[02:17:44.500 --> 02:17:44.500]   and then I have an idea of what I'm going to do.
[02:17:44.500 --> 02:17:44.500]   and then I have an idea of what I'm going to do.
[02:17:44.500 --> 02:17:44.500]   and then I have an idea of what I'm going to do.
[02:17:44.500 --> 02:17:44.500]   and then I have an idea of what I'm going to do.
[02:17:44.500 --> 02:17:44.500]   and then I have an idea of what I'm going to do.
[02:17:44.500 --> 02:17:44.500]   and then I have an idea of what I'm going to do.
[02:17:44.500 --> 02:17:44.500]   and then I have an idea of what I'm going to do.
[02:17:44.500 --> 02:17:44.500]   and then I have an idea of what I'm going to do.
[02:17:44.500 --> 02:17:44.500]   and then I have an idea of what I'm going to do.
[02:17:44.540 --> 02:17:44.920]   everyone
[02:17:44.920 --> 02:18:12.380]   within the is bring
[02:18:13.480 --> 02:18:24.400]  ,
[02:18:24.400 --> 02:18:41.840]   다른 am, acquire, ش, win. conclude que all of the good. And, CN, brain, Merc complètement
[02:18:42.960 --> 02:19:12.400]   rendition de AI en una AI que se toma en un superhéroe de humanos. Creo que Eliezer está preocupado con aquellos que no solo matan a todos los humanos, sino que también tienen algunas consecuencias objetivas despreciebles para la vida en la Tierra. Como cuántas trayectórias cuando miras la gran imagen de la vida en la Tierra, serás feliz con ellas? Cuánto te preocupa con las AGI? Si matan a los humanos o no.
[02:19:12.400 --> 02:19:12.400]   Amigos, gracias por ver el video. Si te gustó, por favor, like, share, and subscribe.
[02:19:12.400 --> 02:19:12.400]   I appreciate it. And I'll see you in the next video. Bye-bye.
[02:19:12.400 --> 02:19:12.400]   I appreciate it. And I'll see you in the next video. Bye-bye.
[02:19:12.400 --> 02:19:12.400]   I appreciate it. And I'll see you in the next video. Bye-bye.
