
[00:00:00.000 --> 00:00:06.120]   All right.
[01:03:16.280 --> 01:03:21.640]   But the vocabulary for ELMo is like 100,000 words.
[01:03:21.640 --> 01:03:25.960]   So that's 100,000 embedding space that I need to have.
[01:03:25.960 --> 01:03:27.560]   It's actually gargantuan.
[01:03:27.560 --> 01:03:32.440]   And it's still the case that if you process real data,
[01:03:32.440 --> 01:03:37.400]   you have to unk out, that is, mark as unknown most of the words you encounter.
[01:03:37.400 --> 01:03:40.280]   Because the language is incredibly complicated,
[01:03:40.280 --> 01:03:43.800]   and 100,000 doesn't even come close to covering
[01:03:43.800 --> 01:03:46.200]   all the tokens that you encounter in the world.
[01:03:46.200 --> 01:03:51.240]   And so again, we have this kind of galaxy brain moment where I guess the field says,
[01:03:51.240 --> 01:03:52.760]   forget all that.
[01:03:52.760 --> 01:03:56.600]   And what you do instead is tokenize your data
[01:03:56.600 --> 01:04:03.640]   so that you just split apart words into their sub-word tokens if you need to.
[01:04:03.640 --> 01:04:07.000]   So here I've got an example with the BERT tokenizer.
[01:04:07.000 --> 01:04:08.360]   This isn't too surprising.
[01:04:08.360 --> 01:04:10.120]   That comes out looking kind of normal.
[01:04:11.000 --> 01:04:12.600]   But if you do encode me,
[01:04:12.600 --> 01:04:17.080]   notice that the word encode has been split into two tokens.
[01:04:17.080 --> 01:04:20.040]   And if you do snuffleupagus,
[01:04:20.040 --> 01:04:25.000]   you get 1, 2, 3, 4, 5, 6, 7 tokens,
[01:04:25.000 --> 01:04:26.600]   6 or 7 from that,
[01:04:26.600 --> 01:04:28.440]   because it doesn't know what the word is.
[01:04:28.440 --> 01:04:31.400]   And so what it does is not unk it out,
[01:04:31.400 --> 01:04:34.280]   but rather split it apart into a bunch of different pieces.
[01:04:34.280 --> 01:04:37.720]   And the result is the really startling thing
[01:04:37.720 --> 01:04:41.640]   that BERT-like models have only 30,000 words in their vocabulary.
[01:04:41.640 --> 01:04:46.440]   But they're words in the sense that they're these sub-word tokens.
[01:04:46.440 --> 01:04:50.920]   Now, this was going to be tragically bad
[01:04:50.920 --> 01:04:55.640]   in the realm where we were doing static word representations
[01:04:55.640 --> 01:04:57.640]   because I'm going to have a vector for NU
[01:04:57.640 --> 01:05:04.040]   and have no sense in which it was participating in the larger part of snuffleupagus.
[01:05:04.040 --> 01:05:06.920]   But we're talking about contextual models.
[01:05:06.920 --> 01:05:08.520]   So even if these are the tokens,
[01:05:08.520 --> 01:05:10.840]   the model is going to see the full sequence.
[01:05:10.840 --> 01:05:15.240]   And we can hope that it reconstructs something like the word
[01:05:15.240 --> 01:05:17.640]   from all the pieces that it encountered.
[01:05:17.640 --> 01:05:19.960]   Certainly, we could hope that for something like encode.
[01:05:19.960 --> 01:05:23.080]   And we take this for granted now,
[01:05:23.080 --> 01:05:25.880]   but it's deeply insightful to me
[01:05:25.880 --> 01:05:30.200]   and incredibly freeing in terms of the engineering resources that you need.
[01:05:30.200 --> 01:05:33.240]   But it does depend on rich contextual representations.
[01:05:35.800 --> 01:05:39.080]   And then another notion, positional encoding.
[01:05:39.080 --> 01:05:43.240]   So we have all these tokens or maybe, you know, subparts of words.
[01:05:43.240 --> 01:05:46.280]   In addition to representing things
[01:05:46.280 --> 01:05:50.760]   using a traditional static embedding space like a GloVe one,
[01:05:50.760 --> 01:05:53.640]   that's what I put with these light gray boxes here,
[01:05:53.640 --> 01:05:57.640]   we'll also represent sequences with positional encodings,
[01:05:57.640 --> 01:06:02.760]   which will just keep track of where the token appeared in the sequence I'm processing.
[01:06:03.720 --> 01:06:06.520]   And what that means is that the word rock here,
[01:06:06.520 --> 01:06:08.760]   occurring in position two,
[01:06:08.760 --> 01:06:11.960]   will have a different representation
[01:06:11.960 --> 01:06:15.800]   if rock appears in position 47 in the string.
[01:06:15.800 --> 01:06:18.680]   It'll be kind of the same word,
[01:06:18.680 --> 01:06:21.160]   but also partly a different word.
[01:06:21.160 --> 01:06:25.160]   And that's another way in which you're embracing the fact
[01:06:25.160 --> 01:06:28.920]   that all of these representations are going to be contextual.
[01:06:28.920 --> 01:06:31.640]   This is an interesting story for me
[01:06:31.640 --> 01:06:35.560]   because I've been slow to realize what maybe the whole field already knew,
[01:06:35.560 --> 01:06:37.320]   that this is incredibly important.
[01:06:37.320 --> 01:06:42.040]   How you do this positional encoding really matters for how models perform.
[01:06:42.040 --> 01:06:45.320]   And that's why, in fact, it's like one of these early topics here
[01:06:45.320 --> 01:06:46.600]   that we'll talk about next time.
[01:06:46.600 --> 01:06:53.480]   And then of course, another guiding idea here
[01:06:53.480 --> 01:06:56.760]   is that we are going to do massive scale pre-training.
[01:06:56.760 --> 01:06:57.880]   I mentioned this before.
[01:06:57.880 --> 01:07:00.120]   We're going to have these contextual models
[01:07:00.120 --> 01:07:03.560]   with all these tiny little parts of words in them,
[01:07:03.560 --> 01:07:06.280]   all in sequences with positional encodings.
[01:07:06.280 --> 01:07:08.840]   And we are going to train at an incredible scale.
[01:07:08.840 --> 01:07:13.080]   That's that same story of word2vec, GloVe, through GPT,
[01:07:13.080 --> 01:07:15.080]   and then on up to GPT-3.
[01:07:15.080 --> 01:07:16.760]   I mentioned this before.
[01:07:16.760 --> 01:07:22.280]   And some magic happens as you do this on more and more data
[01:07:22.280 --> 01:07:24.040]   with larger and larger models.
[01:07:24.040 --> 01:07:28.840]   And then finally, this is related.
[01:07:29.720 --> 01:07:35.240]   This insight that instead of starting from scratch for my machine learning models,
[01:07:35.240 --> 01:07:41.000]   I should start with a pre-trained one and fine-tune it for particular tasks.
[01:07:41.000 --> 01:07:46.360]   We saw this a little bit in the pre-transformer era.
[01:07:46.360 --> 01:07:50.600]   The standard mode was to take GloVe or word2vec representations
[01:07:50.600 --> 01:07:53.640]   and have them be the inputs to something like an RNN.
[01:07:53.640 --> 01:07:55.640]   And then the RNN would learn.
[01:07:55.640 --> 01:07:59.400]   And instead of having to learn the embedding space from scratch,
[01:07:59.400 --> 01:08:02.280]   it would start in this really interesting space.
[01:08:02.280 --> 01:08:07.880]   And that is actually a kind of learning of contextual representations.
[01:08:07.880 --> 01:08:11.160]   Because what happens if the GloVe representations are updated
[01:08:11.160 --> 01:08:15.080]   is that they all shift around and the network kind of pushes them around
[01:08:15.080 --> 01:08:18.840]   so that you get different senses for them in context.
[01:08:18.840 --> 01:08:22.760]   And then again, the transformer thing just takes that to the limit.
[01:08:22.760 --> 01:08:27.000]   And that is the mode that you'll operate in for the first homework.
[01:08:27.000 --> 01:08:29.320]   I've put this from 2018 onwards.
[01:08:29.320 --> 01:08:32.440]   We have this thing where, I hope you can make it out at the bottom,
[01:08:32.440 --> 01:08:35.960]   you load in BERT and you just put a classifier on top of it.
[01:08:35.960 --> 01:08:40.520]   And you learn that classifier for your sentiment task, say.
[01:08:40.520 --> 01:08:43.720]   And that actually updates the BERT parameters.
[01:08:43.720 --> 01:08:47.240]   And the BERT parameters help you do better at your task.
[01:08:47.240 --> 01:08:50.680]   And in particular, they might help you generalize
[01:08:50.680 --> 01:08:55.720]   to things that are sparsely represented in your task-specific training data.
[01:08:56.280 --> 01:09:01.160]   Because they've learned so much about the world in their pre-training phase.
[01:09:01.160 --> 01:09:05.880]   I put that for 2018 onwards.
[01:09:05.880 --> 01:09:08.280]   I'm a little worried that we're moving into a future
[01:09:08.280 --> 01:09:12.600]   in which fine-tuning is just again using an open AI API.
[01:09:12.600 --> 01:09:16.520]   But you all will definitely learn how to do much more than this,
[01:09:16.520 --> 01:09:18.760]   even if you fall back on doing this at some point.
[01:09:18.760 --> 01:09:23.800]   Where now what you're doing is some lightweight version of fine-tuning
[01:09:23.800 --> 01:09:25.880]   a massive model like GPT-3.
[01:09:26.840 --> 01:09:28.360]   Same mental model there.
[01:09:28.360 --> 01:09:32.840]   It's just that the starting point knows so much about language in the world,
[01:09:32.840 --> 01:09:34.840]   compared even to the BERT model up here.
[01:09:34.840 --> 01:09:41.560]   Those are the guiding ideas.
[01:09:41.560 --> 01:09:42.840]   I'll pause.
[01:09:42.840 --> 01:09:45.160]   Questions, comments?
[01:09:45.160 --> 01:09:46.680]   What's on your minds?
[01:09:46.680 --> 01:09:47.180]   Yeah.
[01:09:47.180 --> 01:09:52.600]   Going back to the sub-word splitting of the longer word,
[01:09:52.600 --> 01:09:56.600]   is there an infusion we are imposing on splitting that particular way,
[01:09:56.600 --> 01:10:01.000]   or is that also part of- driven by the model itself?
[01:10:01.000 --> 01:10:02.120]   Oh, yeah.
[01:10:02.120 --> 01:10:05.880]   So what gets imposed as a modeling bias in that sense
[01:10:05.880 --> 01:10:07.080]   when you do the tokenization?
[01:10:07.080 --> 01:10:08.280]   Is that the question?
[01:10:08.280 --> 01:10:09.880]   Yeah, potentially a lot.
[01:10:09.880 --> 01:10:11.880]   I left this out for reasons of time,
[01:10:11.880 --> 01:10:14.120]   but there are a bunch of different schemes
[01:10:14.120 --> 01:10:16.760]   that you can run for doing that sub-word tokenization.
[01:10:16.760 --> 01:10:19.560]   You'll see this as you read papers and as I talk.
[01:10:19.560 --> 01:10:22.280]   Word piece, there's byte-pairing coding,
[01:10:22.520 --> 01:10:24.680]   there's a unigram language model.
[01:10:24.680 --> 01:10:30.600]   All of them are attempts to learn kind of optimal way to tokenize the data
[01:10:30.600 --> 01:10:34.040]   based on things that tend to co-occur a lot together.
[01:10:34.040 --> 01:10:37.000]   But it's definitely a meaningful step.
[01:10:37.000 --> 01:10:39.240]   Yeah, and so like for example,
[01:10:39.240 --> 01:10:42.760]   as someone who's interested in the morphology of languages,
[01:10:42.760 --> 01:10:44.600]   word forms, and you all might-
[01:10:44.600 --> 01:10:46.600]   this could be a cool multilingual angle
[01:10:46.600 --> 01:10:50.120]   if you think about languages with very rich morphology.
[01:10:50.120 --> 01:10:52.680]   You might have an intuition that you want a tokenization scheme
[01:10:52.680 --> 01:10:55.080]   that reproduces the morphology of that language,
[01:10:55.080 --> 01:10:58.360]   that splits a big word with all its suffixes say,
[01:10:58.360 --> 01:11:00.600]   down into things that look like the actual pieces,
[01:11:00.600 --> 01:11:02.840]   as you recognize them.
[01:11:02.840 --> 01:11:04.040]   And then you could think,
[01:11:04.040 --> 01:11:07.800]   well, the best of these schemes should come close to that, right?
[01:11:07.800 --> 01:11:10.840]   And that could be an important and useful bias that you impose.
[01:11:10.840 --> 01:11:14.300]   Yeah.
[01:11:14.300 --> 01:11:14.800]   Go, yeah.
[01:11:14.800 --> 01:11:15.300]   Go.
[01:11:15.300 --> 01:11:15.800]   Yeah.
[01:11:16.760 --> 01:11:22.040]   Can you elaborate on what happens when we do fine-tuning to the original model?
[01:11:22.040 --> 01:11:25.880]   Like, does it change or just-
[01:11:25.880 --> 01:11:29.160]   it adds additional layers to it or like,
[01:11:29.160 --> 01:11:31.320]   what actually happens with fine-tuning?
[01:11:31.320 --> 01:11:34.440]   What happens when you fine-tune?
[01:11:34.440 --> 01:11:35.640]   As usual with these questions,
[01:11:35.640 --> 01:11:37.480]   there's like an easy answer and a hard answer.
[01:11:37.480 --> 01:11:41.400]   So the easy answer is that you are simply back-propagating
[01:11:41.400 --> 01:11:43.720]   whatever error signal you got from your,
[01:11:43.720 --> 01:11:46.280]   you know, output comparison with the true label,
[01:11:46.280 --> 01:11:49.240]   back through all the parameters of the model.
[01:11:49.240 --> 01:11:51.160]   And in principle, that could mean that,
[01:11:51.160 --> 01:11:53.000]   you know, as you fine-tune on your sentiment task,
[01:11:53.000 --> 01:11:55.000]   you are updating all of the parameters,
[01:11:55.000 --> 01:11:57.320]   even the pre-trained BERT ones.
[01:11:57.320 --> 01:11:59.000]   And then of course, there are variants of that
[01:11:59.000 --> 01:12:01.240]   where you update just some of the BERT parameters
[01:12:01.240 --> 01:12:03.560]   while leaving others frozen and so forth.
[01:12:03.560 --> 01:12:07.240]   But the idea is you have a smart initialization,
[01:12:07.240 --> 01:12:09.320]   that's the BERT initialization,
[01:12:09.320 --> 01:12:11.800]   and then you kind of adjust the whole thing
[01:12:11.800 --> 01:12:13.240]   to be really good at your task.
[01:12:13.480 --> 01:12:17.000]   What really happens there?
[01:12:17.000 --> 01:12:19.240]   That's a deep question, right?
[01:12:19.240 --> 01:12:21.640]   That could actually connect with the explainability stuff,
[01:12:21.640 --> 01:12:24.760]   like what adjustments are happening to the network,
[01:12:24.760 --> 01:12:26.520]   and which ones are useful,
[01:12:26.520 --> 01:12:28.520]   which ones could even be detrimental,
[01:12:28.520 --> 01:12:30.680]   which ones are causing you to overfit.
[01:12:30.680 --> 01:12:34.200]   Are there lightweight versions of the fine-tuning
[01:12:34.200 --> 01:12:35.960]   that would be better and more robust
[01:12:35.960 --> 01:12:38.120]   and get a better balance from the pre-training
[01:12:38.120 --> 01:12:39.800]   and the task-specific thing?
[01:12:39.800 --> 01:12:42.840]   And that just shows you fine-tuning
[01:12:42.840 --> 01:12:44.760]   is an art and a science all at once.
[01:12:44.760 --> 01:12:47.260]   Yeah.
[01:12:47.260 --> 01:12:49.820]   Sure.
[01:12:49.820 --> 01:12:53.720]   So do we also control, like,
[01:12:53.720 --> 01:12:57.880]   the influence of the fine-tuning dataset
[01:12:57.880 --> 01:12:59.000]   over the original model?
[01:12:59.000 --> 01:13:01.800]   Can we control it in a way that,
[01:13:01.800 --> 01:13:04.680]   oh, change- just change the model a little bit,
[01:13:04.680 --> 01:13:06.520]   or change the original model completely?
[01:13:06.520 --> 01:13:09.480]   Let's see, what's the right metaphor?
[01:13:09.480 --> 01:13:12.200]   You could control it the same way
[01:13:12.200 --> 01:13:15.960]   that you could control a kind of out-of-control car.
[01:13:15.960 --> 01:13:17.320]   I mean, you have a steering wheel
[01:13:17.320 --> 01:13:20.200]   and you have an accelerator and a brake,
[01:13:20.200 --> 01:13:21.320]   but if they're all kind of-
[01:13:21.320 --> 01:13:22.360]   you're not sure how they work.
[01:13:22.360 --> 01:13:25.000]   Yeah, you can try.
[01:13:25.000 --> 01:13:26.760]   And as you get better at the task,
[01:13:26.760 --> 01:13:28.440]   as you get better at driving the vehicle,
[01:13:28.440 --> 01:13:30.280]   you have more fine control.
[01:13:30.280 --> 01:13:33.320]   But it's an art and a science at the same time.
[01:13:33.320 --> 01:13:34.760]   I'm actually hoping, you know,
[01:13:34.760 --> 01:13:37.160]   that Sid, he's going to do a hands-on session
[01:13:37.160 --> 01:13:38.360]   with us next week,
[01:13:38.360 --> 01:13:41.720]   and that he imparts some of his own hard-won lessons to you
[01:13:41.720 --> 01:13:43.240]   about how to drive these things,
[01:13:43.240 --> 01:13:45.400]   because he's really been in the trenches
[01:13:45.400 --> 01:13:46.840]   doing this with large models.
[01:13:46.840 --> 01:13:49.080]   But you know, you have your learning rate
[01:13:49.080 --> 01:13:52.040]   and your optimizer and other things you can fiddle with,
[01:13:52.040 --> 01:13:54.520]   and hope that it steers in the direction you want.
[01:13:54.520 --> 01:14:00.520]   Yeah, if we use tree structures right now
[01:14:00.520 --> 01:14:01.960]   to represent like syntax,
[01:14:01.960 --> 01:14:03.240]   I guess my question is,
[01:14:03.240 --> 01:14:06.840]   why don't they work super well for language models?
[01:14:06.840 --> 01:14:09.720]   And like, I guess the sentiment that you had was like,
[01:14:09.720 --> 01:14:12.120]   oh, kind of just like put attention towards anything
[01:14:12.120 --> 01:14:13.400]   and see what works.
[01:14:13.400 --> 01:14:15.160]   I guess, why is that the sentiment
[01:14:15.160 --> 01:14:16.680]   in linguistics then as well?
[01:14:16.680 --> 01:14:18.680]   Great question.
[01:14:18.680 --> 01:14:22.040]   My personal perspective is that probably
[01:14:22.040 --> 01:14:24.200]   all the trees that we have come up with
[01:14:24.200 --> 01:14:25.000]   are kind of wrong.
[01:14:25.000 --> 01:14:27.560]   And as a result,
[01:14:27.560 --> 01:14:30.200]   we were actually making it harder for our models,
[01:14:30.200 --> 01:14:32.680]   because we were putting them in this bad initial state.
[01:14:32.680 --> 01:14:35.880]   And so the mode I've moved into is to think,
[01:14:35.880 --> 01:14:37.560]   let's use the transform or something
[01:14:37.560 --> 01:14:38.600]   that's much more like this,
[01:14:38.600 --> 01:14:39.800]   totally free form,
[01:14:39.800 --> 01:14:41.640]   and then use explainability methods
[01:14:41.640 --> 01:14:44.360]   to see if we can see what tree structures they've induced.
[01:14:44.360 --> 01:14:46.440]   Because those might be closer
[01:14:46.440 --> 01:14:48.920]   to the true tree structures of language.
[01:14:48.920 --> 01:14:51.400]   And another aspect of this is that I feel like
[01:14:51.400 --> 01:14:53.880]   there's not even for a given sentence,
[01:14:53.880 --> 01:14:54.840]   one structure.
[01:14:54.840 --> 01:14:57.000]   There could be one for semantics,
[01:14:57.000 --> 01:14:58.120]   one for syntax,
[01:14:58.120 --> 01:14:59.560]   one for other things.
[01:14:59.560 --> 01:15:02.440]   And so we want those all simultaneously represented.
[01:15:02.440 --> 01:15:02.920]   And again,
[01:15:02.920 --> 01:15:05.960]   these powerful models we're talking about could do that.
[01:15:05.960 --> 01:15:08.200]   And so then they become devices
[01:15:08.200 --> 01:15:10.280]   for helping us learn what the right structures are,
[01:15:10.280 --> 01:15:11.800]   as opposed to us imposing them.
[01:15:11.800 --> 01:15:13.820]   Yeah.
[01:15:13.820 --> 01:15:17.400]   Numbers are important part of language.
[01:15:17.400 --> 01:15:19.720]   How tokenization works for numbers,
[01:15:19.720 --> 01:15:21.320]   because it's digits,
[01:15:21.320 --> 01:15:22.440]   it's words,
[01:15:22.440 --> 01:15:23.240]   the same meaning,
[01:15:23.240 --> 01:15:23.960]   different meaning.
[01:15:23.960 --> 01:15:29.320]   Is it in the same domain or it's something otherwise?
[01:15:29.320 --> 01:15:31.080]   Oh, I love this.
[01:15:31.080 --> 01:15:33.560]   This is a great example of something that sounds small,
[01:15:33.560 --> 01:15:35.480]   but could be a wonderful final paper
[01:15:35.480 --> 01:15:37.160]   and turns out to be hard and deep.
[01:15:37.160 --> 01:15:38.840]   How do you represent numbers
[01:15:38.840 --> 01:15:41.400]   if you've got a word piece tokenizer?
[01:15:41.400 --> 01:15:43.480]   Do you get it down to all the digits?
[01:15:43.480 --> 01:15:45.800]   Do you leave them as big chunks?
[01:15:45.800 --> 01:15:48.360]   Do you do it based on a strong bias that you have
[01:15:48.360 --> 01:15:50.200]   about like this is the tens place,
[01:15:50.200 --> 01:15:51.800]   this is the hundreds place?
[01:15:51.800 --> 01:15:52.680]   What do you do?
[01:15:52.680 --> 01:15:55.240]   Yeah, wonderful question to ask.
[01:15:55.240 --> 01:15:57.480]   And I am absolutely positive
[01:15:57.480 --> 01:16:00.280]   that that low-level tokenization choice will influence
[01:16:00.280 --> 01:16:02.120]   whether or not your model can learn to do
[01:16:02.120 --> 01:16:04.360]   basic arithmetic, say.
[01:16:04.360 --> 01:16:05.660]   Yeah.
[01:16:06.200 --> 01:16:08.680]   And so a paper that evaluated a bunch of schemes
[01:16:08.680 --> 01:16:10.520]   in a way that was insightful and important,
[01:16:10.520 --> 01:16:13.000]   you know, on real mathematical abilities
[01:16:13.000 --> 01:16:14.760]   could really help us understand
[01:16:14.760 --> 01:16:17.080]   which models will be intrinsically limited
[01:16:17.080 --> 01:16:19.240]   and in turn how to develop better ones.
[01:16:19.240 --> 01:16:19.740]   I love it.
[01:16:19.740 --> 01:16:23.260]   Yeah.
[01:16:23.260 --> 01:16:25.000]   On the slide that you have,
[01:16:25.000 --> 01:16:28.200]   the- that's titled attention,
[01:16:28.200 --> 01:16:30.840]   you've shown your source as dot products
[01:16:30.840 --> 01:16:32.760]   with the final word
[01:16:32.760 --> 01:16:35.000]   against all the other previous ones.
[01:16:35.640 --> 01:16:36.760]   Well, I picked the final one,
[01:16:36.760 --> 01:16:37.960]   not- not the first one.
[01:16:37.960 --> 01:16:40.120]   Or all of them.
[01:16:40.120 --> 01:16:42.120]   Attention is all you need.
[01:16:42.120 --> 01:16:44.280]   This is a perfect transition.
[01:16:44.280 --> 01:16:46.520]   So yeah, you should do all of them.
[01:16:46.520 --> 01:16:48.520]   That's like the- what they mean
[01:16:48.520 --> 01:16:50.120]   by the title of the paper.
[01:16:50.120 --> 01:16:51.160]   Yes, do it all.
[01:16:51.160 --> 01:16:53.240]   Self-attention means attending everything
[01:16:53.240 --> 01:16:54.600]   to everything else.
[01:16:54.600 --> 01:16:56.200]   So this is a perfect transition.
[01:16:56.200 --> 01:16:58.200]   We're out of time, 4.20.
[01:16:58.200 --> 01:17:01.240]   Next time we will dive into the transformer.
[01:17:01.240 --> 01:17:03.320]   We'll resolve the questions that we got back there.
[01:17:03.320 --> 01:17:06.360]   You'll see much more of these attention connections.
[01:17:06.360 --> 01:17:07.880]   Yeah, we're really queued up now
[01:17:07.880 --> 01:17:09.400]   to dive into the technical parts.
[01:17:09.400 --> 01:17:17.760]   [BLANK_AUDIO]

