
[00:00:00.000 --> 00:00:01.000]   BG Squared.
[00:27:16.000 --> 00:27:17.000]   I'm going to say a word.
[00:27:17.000 --> 00:27:18.000]   I'm going to say a word.
[00:27:18.000 --> 00:27:19.000]   I'm going to say a word.
[00:27:19.000 --> 00:27:20.000]   I'm going to say a word.
[00:27:20.000 --> 00:27:21.000]   I'm going to say a word.
[00:27:21.000 --> 00:27:22.000]   I'm going to say a word.
[00:27:22.000 --> 00:27:23.000]   I'm going to say a word.
[00:27:23.000 --> 00:27:24.000]   I'm going to say a word.
[00:27:24.000 --> 00:27:25.000]   I'm going to say a word.
[00:27:25.000 --> 00:27:26.000]   I'm going to say a word.
[00:27:26.000 --> 00:27:27.000]   I'm going to say a word.
[00:27:27.000 --> 00:27:28.000]   I'm going to say a word.
[00:27:28.000 --> 00:27:29.000]   I'm going to say a word.
[00:27:29.000 --> 00:27:30.000]   I'm going to say a word.
[00:27:30.000 --> 00:27:31.000]   I'm going to say a word.
[00:27:31.000 --> 00:27:32.000]   I'm going to say a word.
[00:27:32.000 --> 00:27:33.000]   I'm going to say a word.
[00:27:33.000 --> 00:27:34.000]   I'm going to say a word.
[00:27:34.000 --> 00:27:35.000]   I'm going to say a word.
[00:27:35.000 --> 00:27:36.000]   I'm going to say a word.
[00:27:36.000 --> 00:27:37.000]   I'm going to say a word.
[00:27:37.000 --> 00:27:38.000]   I'm going to say a word.
[00:27:38.000 --> 00:27:39.000]   I'm going to say a word.
[00:27:39.000 --> 00:27:40.000]   I'm going to say a word.
[00:27:40.000 --> 00:27:41.000]   I'm going to say a word.
[00:27:41.000 --> 00:27:42.000]   I'm going to say a word.
[00:27:42.000 --> 00:27:43.000]   I'm going to say a word.
[00:27:43.000 --> 00:27:44.000]   I'm going to say a word.
[00:27:44.000 --> 00:27:45.000]   I'm going to say a word.
[00:27:45.000 --> 00:27:46.000]   I'm going to say a word.
[00:27:46.000 --> 00:27:47.000]   I'm going to say a word.
[00:27:47.000 --> 00:27:48.000]   I'm going to say a word.
[00:27:48.000 --> 00:27:49.000]   I'm going to say a word.
[00:27:49.000 --> 00:27:50.000]   I'm going to say a word.
[00:27:50.000 --> 00:27:51.000]   I'm going to say a word.
[00:27:51.000 --> 00:27:52.000]   I'm going to say a word.
[00:27:52.000 --> 00:27:53.000]   I'm going to say a word.
[00:27:53.000 --> 00:27:54.000]   I'm going to say a word.
[00:27:54.000 --> 00:27:55.000]   I'm going to say a word.
[00:27:55.000 --> 00:27:56.000]   I'm going to say a word.
[00:27:56.000 --> 00:27:57.000]   I'm going to say a word.
[00:27:57.000 --> 00:27:58.000]   I'm going to say a word.
[00:27:58.000 --> 00:27:59.000]   I'm going to say a word.
[00:27:59.000 --> 00:28:00.000]   I'm going to say a word.
[00:28:00.000 --> 00:28:01.000]   I'm going to say a word.
[00:28:01.000 --> 00:28:02.000]   I'm going to say a word.
[00:28:02.000 --> 00:28:03.000]   I'm going to say a word.
[00:28:03.000 --> 00:28:04.000]   I'm going to say a word.
[00:28:04.000 --> 00:28:05.000]   I'm going to say a word.
[00:28:05.000 --> 00:28:06.000]   I'm going to say a word.
[00:28:06.000 --> 00:28:07.000]   I'm going to say a word.
[00:28:07.000 --> 00:28:08.000]   I'm going to say a word.
[00:28:08.000 --> 00:28:09.000]   I'm going to say a word.
[00:28:09.000 --> 00:28:10.000]   I'm going to say a word.
[00:28:10.000 --> 00:28:11.000]   I'm going to say a word.
[00:28:11.000 --> 00:28:12.000]   I'm going to say a word.
[00:28:12.000 --> 00:28:13.000]   I'm going to say a word.
[00:28:13.000 --> 00:28:14.000]   I'm going to say a word.
[00:28:14.000 --> 00:28:15.000]   I'm going to say a word.
[00:28:15.000 --> 00:28:16.000]   I'm going to say a word.
[00:28:16.000 --> 00:28:17.000]   I'm going to say a word.
[00:28:17.000 --> 00:28:18.000]   I'm going to say a word.
[00:28:18.000 --> 00:28:19.000]   I'm going to say a word.
[00:28:19.000 --> 00:28:20.000]   I'm going to say a word.
[00:28:20.000 --> 00:28:21.000]   I'm going to say a word.
[00:28:21.000 --> 00:28:22.000]   I'm going to say a word.
[00:28:22.000 --> 00:28:23.000]   I'm going to say a word.
[00:28:23.000 --> 00:28:24.000]   I'm going to say a word.
[00:28:24.000 --> 00:28:25.000]   I'm going to say a word.
[00:28:25.000 --> 00:28:26.000]   I'm going to say a word.
[00:28:26.000 --> 00:28:27.000]   I'm going to say a word.
[00:28:27.000 --> 00:28:28.000]   I'm going to say a word.
[00:28:28.000 --> 00:28:29.000]   I'm going to say a word.
[00:28:29.000 --> 00:28:30.000]   I'm going to say a word.
[00:28:30.000 --> 00:28:31.000]   I'm going to say a word.
[00:28:31.000 --> 00:28:32.000]   I'm going to say a word.
[00:28:32.000 --> 00:28:33.000]   I'm going to say a word.
[00:28:33.000 --> 00:28:34.000]   I'm going to say a word.
[00:28:34.000 --> 00:28:35.000]   I'm going to say a word.
[00:28:35.000 --> 00:28:36.000]   I'm going to say a word.
[00:28:36.000 --> 00:28:37.000]   I'm going to say a word.
[00:28:37.000 --> 00:28:38.000]   I'm going to say a word.
[00:28:38.000 --> 00:28:39.000]   I'm going to say a word.
[00:28:39.000 --> 00:28:40.000]   I'm going to say a word.
[00:28:40.000 --> 00:28:41.000]   I'm going to say a word.
[00:28:41.000 --> 00:28:42.000]   I'm going to say a word.
[00:28:42.000 --> 00:28:43.000]   I'm going to say a word.
[00:28:43.000 --> 00:28:44.000]   I'm going to say a word.
[00:28:44.000 --> 00:28:45.000]   I'm going to say a word.
[00:28:45.000 --> 00:28:46.000]   I'm going to say a word.
[00:28:46.000 --> 00:28:47.000]   I'm going to say a word.
[00:28:47.000 --> 00:28:48.000]   I'm going to say a word.
[00:28:48.000 --> 00:28:49.000]   I'm going to say a word.
[00:28:49.000 --> 00:28:50.000]   I'm going to say a word.
[00:28:50.000 --> 00:28:51.000]   I'm going to say a word.
[00:28:51.000 --> 00:28:52.000]   I'm going to say a word.
[00:28:52.000 --> 00:28:53.000]   I'm going to say a word.
[00:28:53.000 --> 00:28:54.000]   I'm going to say a word.
[00:28:54.000 --> 00:28:55.000]   I'm going to say a word.
[00:28:55.000 --> 00:28:56.000]   I'm going to say a word.
[00:28:56.000 --> 00:28:57.000]   I'm going to say a word.
[00:28:57.000 --> 00:28:58.000]   I'm going to say a word.
[00:28:58.000 --> 00:28:59.000]   I'm going to say a word.
[00:28:59.000 --> 00:29:00.000]   I'm going to say a word.
[00:29:00.000 --> 00:29:01.000]   I'm going to say a word.
[00:29:01.000 --> 00:29:02.000]   I'm going to say a word.
[00:29:02.000 --> 00:29:03.000]   I'm going to say a word.
[00:29:03.000 --> 00:29:04.000]   I'm going to say a word.
[00:29:04.000 --> 00:29:05.000]   I'm going to say a word.
[00:29:05.000 --> 00:29:06.000]   I'm going to say a word.
[00:29:06.000 --> 00:29:07.000]   I'm going to say a word.
[00:29:07.000 --> 00:29:08.000]   I'm going to say a word.
[00:29:08.000 --> 00:29:09.000]   I'm going to say a word.
[00:29:09.000 --> 00:29:10.000]   I'm going to say a word.
[00:29:10.000 --> 00:29:11.000]   I'm going to say a word.
[00:29:11.000 --> 00:29:12.000]   I'm going to say a word.
[00:29:12.000 --> 00:29:13.000]   I'm going to say a word.
[00:29:13.000 --> 00:29:14.000]   I'm going to say a word.
[00:29:14.000 --> 00:29:15.000]   I'm going to say a word.
[00:29:15.000 --> 00:29:16.000]   I'm going to say a word.
[00:29:16.000 --> 00:29:17.000]   I'm going to say a word.
[00:29:17.000 --> 00:29:18.000]   I'm going to say a word.
[00:29:18.000 --> 00:29:19.000]   I'm going to say a word.
[00:29:19.000 --> 00:29:20.000]   I'm going to say a word.
[00:29:20.000 --> 00:29:21.000]   I'm going to say a word.
[00:29:21.000 --> 00:29:22.000]   I'm going to say a word.
[00:29:22.000 --> 00:29:23.000]   I'm going to say a word.
[00:29:23.000 --> 00:29:24.000]   I'm going to say a word.
[00:29:24.000 --> 00:29:25.000]   I'm going to say a word.
[00:29:25.000 --> 00:29:26.000]   I'm going to say a word.
[00:29:26.000 --> 00:29:27.000]   I'm going to say a word.
[00:29:27.000 --> 00:29:28.000]   I'm going to say a word.
[00:29:28.000 --> 00:29:29.000]   I'm going to say a word.
[00:29:29.000 --> 00:29:30.000]   I'm going to say a word.
[00:29:30.000 --> 00:29:31.000]   I'm going to say a word.
[00:29:31.000 --> 00:29:32.000]   I'm going to say a word.
[00:29:32.000 --> 00:29:33.000]   I'm going to say a word.
[00:29:33.000 --> 00:29:34.000]   I'm going to say a word.
[00:29:34.000 --> 00:29:35.000]   I'm going to say a word.
[00:29:35.000 --> 00:29:36.000]   I'm going to say a word.
[00:29:36.000 --> 00:29:37.000]   I'm going to say a word.
[00:29:37.000 --> 00:29:38.000]   I'm going to say a word.
[00:29:38.000 --> 00:29:39.000]   I'm going to say a word.
[00:29:39.000 --> 00:29:40.000]   I'm going to say a word.
[00:29:40.000 --> 00:29:41.000]   I'm going to say a word.
[00:29:41.000 --> 00:29:42.000]   I'm going to say a word.
[00:29:42.000 --> 00:29:43.000]   I'm going to say a word.
[00:29:43.000 --> 00:29:44.000]   I'm going to say a word.
[00:29:44.000 --> 00:29:45.000]   I'm going to say a word.
[00:29:45.000 --> 00:29:46.000]   I'm going to say a word.
[00:29:46.000 --> 00:29:47.000]   I'm going to say a word.
[00:29:47.000 --> 00:29:48.000]   I'm going to say a word.
[00:29:48.000 --> 00:29:49.000]   I'm going to say a word.
[00:29:49.000 --> 00:29:50.000]   I'm going to say a word.
[00:29:50.000 --> 00:29:51.000]   I'm going to say a word.
[00:29:51.000 --> 00:29:52.000]   I'm going to say a word.
[00:29:52.000 --> 00:29:53.000]   I'm going to say a word.
[00:29:53.000 --> 00:29:54.000]   I'm going to say a word.
[00:29:54.000 --> 00:29:55.000]   I'm going to say a word.
[00:29:55.000 --> 00:29:56.000]   I'm going to say a word.
[00:29:56.000 --> 00:29:57.000]   I'm going to say a word.
[00:29:57.000 --> 00:29:58.000]   I'm going to say a word.
[00:29:58.000 --> 00:29:59.000]   I'm going to say a word.
[00:29:59.000 --> 00:30:00.000]   I'm going to say a word.
[00:30:00.000 --> 00:30:01.000]   I'm going to say a word.
[00:30:01.000 --> 00:30:02.000]   I'm going to say a word.
[00:30:02.000 --> 00:30:03.000]   I'm going to say a word.
[00:30:03.000 --> 00:30:04.000]   I'm going to say a word.
[00:30:04.000 --> 00:30:05.000]   I'm going to say a word.
[00:30:05.000 --> 00:30:06.000]   I'm going to say a word.
[00:30:06.000 --> 00:30:07.000]   I'm going to say a word.
[00:30:07.000 --> 00:30:08.000]   I'm going to say a word.
[00:30:08.000 --> 00:30:09.000]   I'm going to say a word.
[00:30:09.000 --> 00:30:10.000]   I'm going to say a word.
[00:30:10.000 --> 00:30:11.000]   I'm going to say a word.
[00:30:11.000 --> 00:30:12.000]   I'm going to say a word.
[00:30:12.000 --> 00:30:13.000]   I'm going to say a word.
[00:30:13.000 --> 00:30:14.000]   I'm going to say a word.
[00:30:14.000 --> 00:30:15.000]   I'm going to say a word.
[00:30:15.000 --> 00:30:16.000]   I'm going to say a word.
[00:30:16.000 --> 00:30:17.000]   I'm going to say a word.
[00:30:17.000 --> 00:30:18.000]   I'm going to say a word.
[00:30:18.000 --> 00:30:19.000]   I'm going to say a word.
[00:30:19.000 --> 00:30:20.000]   I'm going to say a word.
[00:30:20.000 --> 00:30:21.000]   I'm going to say a word.
[00:30:21.000 --> 00:30:22.000]   I'm going to say a word.
[00:30:22.000 --> 00:30:23.000]   I'm going to say a word.
[00:30:23.000 --> 00:30:24.000]   I'm going to say a word.
[00:30:24.000 --> 00:30:25.000]   I'm going to say a word.
[00:30:25.000 --> 00:30:26.000]   I'm going to say a word.
[00:30:26.000 --> 00:30:27.000]   I'm going to say a word.
[00:30:27.000 --> 00:30:28.000]   I'm going to say a word.
[00:30:28.000 --> 00:30:29.000]   I'm going to say a word.
[00:30:29.000 --> 00:30:30.000]   I'm going to say a word.
[00:30:30.000 --> 00:30:31.000]   I'm going to say a word.
[00:30:31.000 --> 00:30:32.000]   I'm going to say a word.
[00:30:32.000 --> 00:30:33.000]   I'm going to say a word.
[00:30:33.000 --> 00:30:34.000]   I'm going to say a word.
[00:30:34.000 --> 00:30:35.000]   I'm going to say a word.
[00:30:35.000 --> 00:30:36.000]   I'm going to say a word.
[00:30:36.000 --> 00:30:37.000]   I'm going to say a word.
[00:30:37.000 --> 00:30:38.000]   I'm going to say a word.
[00:30:38.000 --> 00:30:39.000]   I'm going to say a word.
[00:30:39.000 --> 00:30:40.000]   I'm going to say a word.
[00:30:40.000 --> 00:30:41.000]   I'm going to say a word.
[00:30:41.000 --> 00:30:42.000]   I'm going to say a word.
[00:30:42.000 --> 00:30:43.000]   I'm going to say a word.
[00:30:43.000 --> 00:30:44.000]   I'm going to say a word.
[00:30:44.000 --> 00:30:45.000]   I'm going to say a word.
[00:30:45.000 --> 00:30:46.000]   I'm going to say a word.
[00:30:46.000 --> 00:30:47.000]   I'm going to say a word.
[00:30:47.000 --> 00:30:48.000]   I'm going to say a word.
[00:30:48.000 --> 00:30:49.000]   I'm going to say a word.
[00:30:49.000 --> 00:30:50.000]   I'm going to say a word.
[00:30:50.000 --> 00:30:51.000]   I'm going to say a word.
[00:30:51.000 --> 00:30:52.000]   I'm going to say a word.
[00:30:52.000 --> 00:30:53.000]   I'm going to say a word.
[00:30:53.000 --> 00:30:54.000]   I'm going to say a word.
[00:30:54.000 --> 00:30:55.000]   I'm going to say a word.
[00:30:55.000 --> 00:30:56.000]   I'm going to say a word.
[00:30:56.000 --> 00:30:57.000]   I'm going to say a word.
[00:30:57.000 --> 00:30:58.000]   I'm going to say a word.
[00:30:58.000 --> 00:30:59.000]   I'm going to say a word.
[00:30:59.000 --> 00:31:00.000]   I'm going to say a word.
[00:31:00.000 --> 00:31:01.000]   I'm going to say a word.
[00:31:01.000 --> 00:31:02.000]   I'm going to say a word.
[00:31:02.000 --> 00:31:03.000]   I'm going to say a word.
[00:31:03.000 --> 00:31:04.000]   I'm going to say a word.
[00:31:04.000 --> 00:31:05.000]   I'm going to say a word.
[00:31:05.000 --> 00:31:06.000]   I'm going to say a word.
[00:31:06.000 --> 00:31:07.000]   I'm going to say a word.
[00:31:07.000 --> 00:31:08.000]   I'm going to say a word.
[00:31:08.000 --> 00:31:09.000]   I'm going to say a word.
[00:31:09.000 --> 00:31:10.000]   I'm going to say a word.
[00:31:10.000 --> 00:31:11.000]   I'm going to say a word.
[00:31:11.000 --> 00:31:12.000]   I'm going to say a word.
[00:31:12.000 --> 00:31:13.000]   I'm going to say a word.
[00:31:13.000 --> 00:31:14.000]   I'm going to say a word.
[00:31:14.000 --> 00:31:15.000]   I'm going to say a word.
[00:31:15.000 --> 00:31:16.000]   I'm going to say a word.
[00:31:16.000 --> 00:31:17.000]   I'm going to say a word.
[00:31:17.000 --> 00:31:18.000]   I'm going to say a word.
[00:31:18.000 --> 00:31:19.000]   I'm going to say a word.
[00:31:19.000 --> 00:31:20.000]   I'm going to say a word.
[00:31:20.000 --> 00:31:21.000]   I'm going to say a word.
[00:31:21.000 --> 00:31:22.000]   I'm going to say a word.
[00:31:22.000 --> 00:31:23.000]   I'm going to say a word.
[00:31:23.000 --> 00:31:24.000]   I'm going to say a word.
[00:31:24.000 --> 00:31:25.000]   I'm going to say a word.
[00:31:25.000 --> 00:31:26.000]   I'm going to say a word.
[00:31:26.000 --> 00:31:27.000]   I'm going to say a word.
[00:31:27.000 --> 00:31:28.000]   I'm going to say a word.
[00:31:28.000 --> 00:31:29.000]   I'm going to say a word.
[00:31:29.000 --> 00:31:30.000]   I'm going to say a word.
[00:31:30.000 --> 00:31:31.000]   I'm going to say a word.
[00:31:31.000 --> 00:31:32.000]   I'm going to say a word.
[00:31:32.000 --> 00:31:33.000]   I'm going to say a word.
[00:31:33.000 --> 00:31:34.000]   I'm going to say a word.
[00:31:34.000 --> 00:31:35.000]   I'm going to say a word.
[00:31:35.000 --> 00:31:36.000]   I'm going to say a word.
[00:31:36.000 --> 00:31:37.000]   I'm going to say a word.
[00:31:37.000 --> 00:31:38.000]   I'm going to say a word.
[00:31:38.000 --> 00:31:39.000]   I'm going to say a word.
[00:31:39.000 --> 00:31:40.000]   I'm going to say a word.
[00:31:40.000 --> 00:31:41.000]   I'm going to say a word.
[00:31:41.000 --> 00:31:42.000]   I'm going to say a word.
[00:31:42.000 --> 00:31:43.000]   I'm going to say a word.
[00:31:43.000 --> 00:31:44.000]   I'm going to say a word.
[00:31:44.000 --> 00:31:45.000]   I'm going to say a word.
[00:31:45.000 --> 00:31:46.000]   I'm going to say a word.
[00:31:46.000 --> 00:31:47.000]   I'm going to say a word.
[00:31:47.000 --> 00:31:48.000]   I'm going to say a word.
[00:31:48.000 --> 00:31:49.000]   I'm going to say a word.
[00:31:49.000 --> 00:31:50.000]   I'm going to say a word.
[00:31:50.000 --> 00:31:51.000]   I'm going to say a word.
[00:31:51.000 --> 00:31:52.000]   I'm going to say a word.
[00:31:52.000 --> 00:31:53.000]   I'm going to say a word.
[00:31:53.000 --> 00:31:54.000]   I'm going to say a word.
[00:31:54.000 --> 00:31:55.000]   I'm going to say a word.
[00:31:55.000 --> 00:31:56.000]   I'm going to say a word.
[00:31:56.000 --> 00:31:57.000]   I'm going to say a word.
[00:31:57.000 --> 00:31:58.000]   I'm going to say a word.
[00:31:58.000 --> 00:31:59.000]   I'm going to say a word.
[00:31:59.000 --> 00:32:00.000]   I'm going to say a word.
[00:32:00.000 --> 00:32:01.000]   I'm going to say a word.
[00:32:01.000 --> 00:32:02.000]   I'm going to say a word.
[00:32:02.000 --> 00:32:03.000]   I'm going to say a word.
[00:32:03.000 --> 00:32:04.000]   I'm going to say a word.
[00:32:04.000 --> 00:32:05.000]   I'm going to say a word.
[00:32:05.000 --> 00:32:06.000]   I'm going to say a word.
[00:32:06.000 --> 00:32:07.000]   I'm going to say a word.
[00:32:07.000 --> 00:32:08.000]   I'm going to say a word.
[00:32:08.000 --> 00:32:09.000]   I'm going to say a word.
[00:32:09.000 --> 00:32:10.000]   I'm going to say a word.
[00:32:10.000 --> 00:32:11.000]   I'm going to say a word.
[00:32:11.000 --> 00:32:12.000]   I'm going to say a word.
[00:32:12.000 --> 00:32:13.000]   I'm going to say a word.
[00:32:13.000 --> 00:32:14.000]   I'm going to say a word.
[00:32:14.000 --> 00:32:15.000]   I'm going to say a word.
[00:32:15.000 --> 00:32:16.000]   I'm going to say a word.
[00:32:16.000 --> 00:32:17.000]   I'm going to say a word.
[00:32:17.000 --> 00:32:18.000]   I'm going to say a word.
[00:32:18.000 --> 00:32:19.000]   I'm going to say a word.
[00:32:19.000 --> 00:32:20.000]   I'm going to say a word.
[00:32:20.000 --> 00:32:21.000]   I'm going to say a word.
[00:32:21.000 --> 00:32:22.000]   I'm going to say a word.
[00:32:22.000 --> 00:32:23.000]   I'm going to say a word.
[00:32:23.000 --> 00:32:24.000]   I'm going to say a word.
[00:32:24.000 --> 00:32:25.000]   I'm going to say a word.
[00:32:25.000 --> 00:32:26.000]   I'm going to say a word.
[00:32:26.000 --> 00:32:27.000]   I'm going to say a word.
[00:32:27.000 --> 00:32:28.000]   I'm going to say a word.
[00:32:28.000 --> 00:32:29.000]   I'm going to say a word.
[00:32:29.000 --> 00:32:30.000]   I'm going to say a word.
[00:32:30.000 --> 00:32:31.000]   I'm going to say a word.
[00:32:31.000 --> 00:32:32.000]   I'm going to say a word.
[00:32:32.000 --> 00:32:33.000]   I'm going to say a word.
[00:32:33.000 --> 00:32:34.000]   I'm going to say a word.
[00:32:34.000 --> 00:32:35.000]   I'm going to say a word.
[00:32:35.000 --> 00:32:36.000]   I'm going to say a word.
[00:32:36.000 --> 00:32:37.000]   I'm going to say a word.
[00:32:37.000 --> 00:32:38.000]   I'm going to say a word.
[00:32:38.000 --> 00:32:39.000]   I'm going to say a word.
[00:32:39.000 --> 00:32:40.000]   I'm going to say a word.
[00:32:40.000 --> 00:32:41.000]   I'm going to say a word.
[00:32:41.000 --> 00:32:42.000]   I'm going to say a word.
[00:32:42.000 --> 00:32:43.000]   I'm going to say a word.
[00:32:43.000 --> 00:32:44.000]   I'm going to say a word.
[00:32:44.000 --> 00:32:45.000]   I'm going to say a word.
[00:32:45.000 --> 00:32:46.000]   I'm going to say a word.
[00:32:46.000 --> 00:32:47.000]   I'm going to say a word.
[00:32:47.000 --> 00:32:48.000]   I'm going to say a word.
[00:32:48.000 --> 00:32:49.000]   I'm going to say a word.
[00:32:49.000 --> 00:32:50.000]   I'm going to say a word.
[00:32:50.000 --> 00:32:51.000]   I'm going to say a word.
[00:32:51.000 --> 00:32:52.000]   I'm going to say a word.
[00:32:52.000 --> 00:32:53.000]   I'm going to say a word.
[00:32:53.000 --> 00:32:54.000]   I'm going to say a word.
[00:32:54.000 --> 00:32:55.000]   I'm going to say a word.
[00:32:55.000 --> 00:32:56.000]   I'm going to say a word.
[00:32:56.000 --> 00:32:57.000]   I'm going to say a word.
[00:32:57.000 --> 00:32:58.000]   I'm going to say a word.
[00:32:58.000 --> 00:32:59.000]   I'm going to say a word.
[00:32:59.000 --> 00:33:00.000]   I'm going to say a word.
[00:33:00.000 --> 00:33:01.000]   I'm going to say a word.
[00:33:01.000 --> 00:33:02.000]   I'm going to say a word.
[00:33:02.000 --> 00:33:03.000]   I'm going to say a word.
[00:33:03.000 --> 00:33:04.000]   I'm going to say a word.
[00:33:04.000 --> 00:33:05.000]   I'm going to say a word.
[00:33:05.000 --> 00:33:06.000]   I'm going to say a word.
[00:33:06.000 --> 00:33:07.000]   I'm going to say a word.
[00:33:07.000 --> 00:33:08.000]   I'm going to say a word.
[00:33:08.000 --> 00:33:09.000]   I'm going to say a word.
[00:33:09.000 --> 00:33:10.000]   I'm going to say a word.
[00:33:10.000 --> 00:33:11.000]   I'm going to say a word.
[00:33:11.000 --> 00:33:12.000]   I'm going to say a word.
[00:33:12.000 --> 00:33:13.000]   I'm going to say a word.
[00:33:13.000 --> 00:33:14.000]   I'm going to say a word.
[00:33:14.000 --> 00:33:15.000]   I'm going to say a word.
[00:33:15.000 --> 00:33:16.000]   I'm going to say a word.
[00:33:16.000 --> 00:33:17.000]   I'm going to say a word.
[00:33:17.000 --> 00:33:18.000]   I'm going to say a word.
[00:33:18.000 --> 00:33:19.000]   I'm going to say a word.
[00:33:19.000 --> 00:33:20.000]   I'm going to say a word.
[00:33:20.000 --> 00:33:21.000]   I'm going to say a word.
[00:33:21.000 --> 00:33:22.000]   I'm going to say a word.
[00:33:22.000 --> 00:33:23.000]   I'm going to say a word.
[00:33:23.000 --> 00:33:24.000]   I'm going to say a word.
[00:33:24.000 --> 00:33:25.000]   I'm going to say a word.
[00:33:25.000 --> 00:33:26.000]   I'm going to say a word.
[00:33:26.000 --> 00:33:27.000]   I'm going to say a word.
[00:33:27.000 --> 00:33:28.000]   I'm going to say a word.
[00:33:28.000 --> 00:33:29.000]   I'm going to say a word.
[00:33:29.000 --> 00:33:30.000]   I'm going to say a word.
[00:33:30.000 --> 00:33:31.000]   I'm going to say a word.
[00:33:31.000 --> 00:33:32.000]   I'm going to say a word.
[00:33:32.000 --> 00:33:33.000]   I'm going to say a word.
[00:33:33.000 --> 00:33:34.000]   I'm going to say a word.
[00:33:34.000 --> 00:33:35.000]   I'm going to say a word.
[00:33:35.000 --> 00:33:36.000]   I'm going to say a word.
[00:33:36.000 --> 00:33:37.000]   I'm going to say a word.
[00:33:37.000 --> 00:33:38.000]   I'm going to say a word.
[00:33:38.000 --> 00:33:39.000]   I'm going to say a word.
[00:33:39.000 --> 00:33:40.000]   I'm going to say a word.
[00:33:40.000 --> 00:33:41.000]   I'm going to say a word.
[00:33:41.000 --> 00:33:42.000]   I'm going to say a word.
[00:33:42.000 --> 00:33:43.000]   I'm going to say a word.
[00:33:43.000 --> 00:33:44.000]   I'm going to say a word.
[00:33:44.000 --> 00:33:45.000]   I'm going to say a word.
[00:33:45.000 --> 00:33:46.000]   I'm going to say a word.
[00:33:46.000 --> 00:33:47.000]   I'm going to say a word.
[00:33:47.000 --> 00:33:48.000]   I'm going to say a word.
[00:33:48.000 --> 00:33:49.000]   I'm going to say a word.
[00:33:49.000 --> 00:33:50.000]   I'm going to say a word.
[00:33:50.000 --> 00:33:51.000]   I'm going to say a word.
[00:33:51.000 --> 00:33:52.000]   I'm going to say a word.
[00:33:52.000 --> 00:33:53.000]   I'm going to say a word.
[00:33:53.000 --> 00:33:54.000]   I'm going to say a word.
[00:33:54.000 --> 00:33:55.000]   I'm going to say a word.
[00:33:55.000 --> 00:33:56.000]   I'm going to say a word.
[00:33:56.000 --> 00:33:57.000]   I'm going to say a word.
[00:33:57.000 --> 00:33:58.000]   I'm going to say a word.
[00:33:58.000 --> 00:33:59.000]   I'm going to say a word.
[00:33:59.000 --> 00:34:00.000]   I'm going to say a word.
[00:34:00.000 --> 00:34:01.000]   I'm going to say a word.
[00:34:01.000 --> 00:34:02.000]   I'm going to say a word.
[00:34:02.000 --> 00:34:03.000]   I'm going to say a word.
[00:34:03.000 --> 00:34:04.000]   I'm going to say a word.
[00:34:04.000 --> 00:34:05.000]   I'm going to say a word.
[00:34:05.000 --> 00:34:06.000]   I'm going to say a word.
[00:34:06.000 --> 00:34:07.000]   I'm going to say a word.
[00:34:07.000 --> 00:34:08.000]   I'm going to say a word.
[00:34:08.000 --> 00:34:09.000]   I'm going to say a word.
[00:34:09.000 --> 00:34:10.000]   I'm going to say a word.
[00:34:10.000 --> 00:34:11.000]   I'm going to say a word.
[00:34:11.000 --> 00:34:12.000]   I'm going to say a word.
[00:34:12.000 --> 00:34:13.000]   I'm going to say a word.
[00:34:13.000 --> 00:34:14.000]   I'm going to say a word.
[00:34:14.000 --> 00:34:15.000]   I'm going to say a word.
[00:34:15.000 --> 00:34:16.000]   I'm going to say a word.
[00:34:16.000 --> 00:34:17.000]   I'm going to say a word.
[00:34:17.000 --> 00:34:18.000]   I'm going to say a word.
[00:34:18.000 --> 00:34:19.000]   I'm going to say a word.
[00:34:19.000 --> 00:34:20.000]   I'm going to say a word.
[00:34:20.000 --> 00:34:21.000]   I'm going to say a word.
[00:34:21.000 --> 00:34:22.000]   I'm going to say a word.
[00:34:22.000 --> 00:34:23.000]   I'm going to say a word.
[00:34:23.000 --> 00:34:24.000]   I'm going to say a word.
[00:34:24.000 --> 00:34:25.000]   I'm going to say a word.
[00:34:25.000 --> 00:34:26.000]   I'm going to say a word.
[00:34:26.000 --> 00:34:27.000]   I'm going to say a word.
[00:34:27.000 --> 00:34:28.000]   I'm going to say a word.
[00:34:28.000 --> 00:34:29.000]   I'm going to say a word.
[00:34:29.000 --> 00:34:30.000]   I'm going to say a word.
[00:34:30.000 --> 00:34:31.000]   I'm going to say a word.
[00:34:31.000 --> 00:34:32.000]   I'm going to say a word.
[00:34:32.000 --> 00:34:33.000]   I'm going to say a word.
[00:34:33.000 --> 00:34:34.000]   I'm going to say a word.
[00:34:34.000 --> 00:34:35.000]   I'm going to say a word.
[00:34:35.000 --> 00:34:36.000]   I'm going to say a word.
[00:34:36.000 --> 00:34:37.000]   I'm going to say a word.
[00:34:37.000 --> 00:34:38.000]   I'm going to say a word.
[00:34:38.000 --> 00:34:39.000]   I'm going to say a word.
[00:34:39.000 --> 00:34:40.000]   I'm going to say a word.
[00:34:40.000 --> 00:34:41.000]   I'm going to say a word.
[00:34:41.000 --> 00:34:42.000]   I'm going to say a word.
[00:34:42.000 --> 00:34:43.000]   I'm going to say a word.
[00:34:43.000 --> 00:34:44.000]   I'm going to say a word.
[00:34:44.000 --> 00:34:45.000]   I'm going to say a word.
[00:34:45.000 --> 00:34:46.000]   I'm going to say a word.
