
[00:00:00.040 --> 00:00:09.600]  niejsze
[01:18:45.960 --> 01:18:46.020]   It's a great thing to do.
[01:18:46.020 --> 01:18:46.080]   It's a great thing to do.
[01:18:46.080 --> 01:18:46.140]   It's a great thing to do.
[01:18:46.140 --> 01:18:46.200]   It's a great thing to do.
[01:18:46.200 --> 01:18:46.300]   It's a great thing to do.
[01:18:46.300 --> 01:18:46.400]   It's a great thing to do.
[01:18:46.400 --> 01:18:46.520]   It's a great thing to do.
[01:18:46.520 --> 01:18:46.600]   It's a great thing to do.
[01:18:46.600 --> 01:18:46.680]   It's a great thing to do.
[01:18:46.680 --> 01:18:46.720]   It's a great thing to do.
[01:18:46.720 --> 01:18:46.780]   It's a great thing to do.
[01:18:46.780 --> 01:18:46.840]   It's a great thing to do.
[01:18:46.840 --> 01:18:46.900]   It's a great thing to do.
[01:18:46.900 --> 01:18:47.020]   It's a great thing to do.
[01:18:47.020 --> 01:18:47.080]   It's a great thing to do.
[01:18:47.080 --> 01:18:47.180]   It's a great thing to do.
[01:18:47.180 --> 01:18:47.240]   It's a great thing to do.
[01:18:47.240 --> 01:18:47.280]   It's a great thing to do.
[01:18:47.280 --> 01:19:09.740]   It's a great thing to do.
[01:19:09.740 --> 01:19:09.780]   It's a great thing to do.
[01:19:09.780 --> 01:19:09.840]   It's a great thing to do.
[01:19:09.840 --> 01:19:09.900]   It's a great thing to do.
[01:19:09.900 --> 01:19:10.200]   It's a great thing to do.
[01:19:10.200 --> 01:19:10.240]   It's a great thing to do.
[01:19:10.240 --> 01:19:10.280]   It's a great thing to do.
[01:19:10.280 --> 01:19:10.340]   It's a great thing to do.
[01:19:10.340 --> 01:19:10.380]   It's a great thing to do.
[01:19:10.380 --> 01:19:11.540]   It's a great thing to do.
[01:19:11.540 --> 01:19:11.580]   It's a great thing to do.
[01:19:11.580 --> 01:19:11.640]   It's a great thing to do.
[01:19:11.640 --> 01:19:13.740]   It's a great thing to do.
[01:19:13.740 --> 01:19:14.640]   It's a great thing to do.
[01:19:14.640 --> 01:19:15.780]   It's a great thing to do.
[01:19:15.780 --> 01:19:16.800]   It's a great thing to do.
[01:19:16.840 --> 01:19:28.180]   мира
[01:19:28.180 --> 01:19:45.600]  ,,,ливерж transplant manage get talk discuss thick spicy recommend em 'P. But. The certain capacity is a wr Motor cad pers car in the He has the husband and the runway and the grand the he has the go the Romob the is the sort of the is the is the is the's the half the!!!!!!!!M.But.Ooh.But. Bhar�G, aired-G, Hands,ividad, streams,
[01:19:45.600 --> 01:19:45.720]  , 20, Seems,�, lucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, didn,, double,,, 2, question in the quick, ago, faced their să 말씀�e,ר, Jo appe��, Twet,
[01:19:45.780 --> 01:19:50.900]   love hiking, teach them to love swimming, teach them to love snorkeling, teach them to love kayaking.
[01:19:50.900 --> 01:20:07.360]   It's a lot easier and cheaper to teach your children to love snorkeling or kayaking and spend a couple hundred dollars on snorkel gear and kayaking gear and then go to places where you can camp and snorkel and kayak and build rich, rewarding family relationships.
[01:20:07.360 --> 01:20:14.560]   Your children will be grinning and having tons of smiles at the end of the day. Just as much, maybe more, I'm biased, but just as much as if you went to Disney World.
[01:20:14.600 --> 01:20:26.340]   watched
[01:20:26.340 --> 01:20:32.320]   X V E swear,,,,,
[01:21:11.880 --> 01:21:20.960]   along
[01:21:20.960 --> 01:21:36.900]  � . like in
[01:22:39.060 --> 01:22:48.880]   SEC
[01:22:48.880 --> 01:23:08.000]   candle at don
[01:23:08.640 --> 01:23:18.920]   footsteps
[01:23:18.920 --> 01:23:20.080]  porte that is small
[01:23:20.080 --> 01:23:37.060]   candle
[01:24:06.080 --> 01:24:06.080]   I
[01:24:06.080 --> 01:24:06.080]   I
[01:24:34.840 --> 01:24:34.840]   I
[01:24:34.840 --> 01:24:34.840]   I
[01:24:34.880 --> 01:24:45.020]   the
[01:25:04.880 --> 01:25:34.880]   is
[01:25:34.880 --> 01:25:34.880]   I
[01:25:34.880 --> 01:25:34.880]   I
[01:25:34.880 --> 01:25:34.880]   I
[01:25:34.880 --> 01:25:34.880]   I
[01:25:34.880 --> 01:25:34.880]   I
[01:25:34.880 --> 01:25:34.880]   I
[01:25:34.880 --> 01:25:34.880]   I
[01:25:34.880 --> 01:25:34.880]   I
[01:25:34.880 --> 01:25:34.880]   I
[01:25:34.880 --> 01:25:34.880]   I
[01:25:34.880 --> 01:25:34.880]   I
[01:25:34.880 --> 01:25:34.880]   I'm a student of life. I study what people do and I try to do my best with the limited information that's presented to try to understand how people think, what they see, and just to watch people. There's a channel that I found years ago on YouTube. I'll use YouTube channels. You can look up these channels if you want. Years ago I found this YouTube channel because it was on RVing and it's called Gone with the Winds, W-Y-N-N-S. The protagonists on the channel are Jason and Nikki Wynn. And for a long time, they were on the same channel.
[01:25:34.920 --> 01:25:44.720]   the
[01:25:44.720 --> 01:25:46.020]   G pick but no percent based dirig
[01:25:46.020 --> 01:26:02.320]  ,
[01:26:32.760 --> 01:26:32.760]   and
[01:27:01.740 --> 01:27:30.640]  obedived.com/BTSMGPKG. And I think mom is the primary video editor, but the children do all the family voiceovers. And I was recently comparing, both channels had an episode recently where they had some engine trouble. And in the one, in the winds, Jason is down in the engine compartment working all by himself. Where in the other, Keith is in the engine compartment, he's got his two teenage children helping him, working with him, etc. The joy, the hijinks, the fun, the fulfillment of Zatara seems to me much more fulfilling.
[01:27:30.640 --> 01:27:30.640]   The joy, the hijinks, the fun, the fulfillment of Zatara seems to me much more fulfilling.
[01:27:30.640 --> 01:27:30.640]   The joy, the hijinks, the fun, the fulfillment of Zatara seems to me much more fulfilling.
[01:27:30.640 --> 01:27:30.640]   The joy, the hijinks, the fun, the fulfillment of Zatara seems to me much more fulfilling.
[01:27:41.500 --> 01:27:59.580]   Now, that family with four children has had years of work. But they're sailing the world with their children. They've been on the, sailing full time for the last two years. They had to buy a much bigger boat. They've got a five bedroom, five bath catamaran sailboat. Jason and Nikki's boat is smaller. So they had to spend more money to buy a bigger boat. They had to spend more money on just about everything.
[01:27:59.580 --> 01:27:59.580]   So they had to spend more money to buy a bigger boat. They had to spend more money on just about everything.
[01:27:59.580 --> 01:27:59.580]   So they had to spend more money on just about everything.
[01:27:59.620 --> 01:28:09.820]   think
[01:28:09.820 --> 01:28:10.600]   Señor 80.起來� .
[01:28:10.600 --> 01:28:15.720]   morningskaa Krist. I'm by, I'm, my, I, my, my, my, my, my, my, my,,,,,,,,,,,,,,,,,,, . grit. returned particularly : STEVEN C fortune Harry predicts. caregiver's stomach pres call
[01:28:15.720 --> 01:28:28.640]  bound канал
[01:28:29.400 --> 01:28:39.240]   истор
[01:28:39.240 --> 01:28:40.560]   sept Ю tools
[01:28:40.560 --> 01:28:57.580]  QU Ch The- provide a off, and, and, and, and, and, and, and, and,руз Då depressing cumin corri call. I don. L. S. so. understand.��.怎麼辦. entities. journeys.--G., ornaments., go, 1994, con, contains,ав, clear, at, was, tonight, vary, fl., try, checks,hhhh, been, DE, Mo stuff,uet, began,都有,kaa, óvag .A, elevate the from the people's the� AHI I'm unedellow the 숨 Scar Ricky's the Haus%, I'm the K translates the air the work Yeah, court is a scenes'd the cheesy視 the m gjordeieni carr rDI I'm stead of the E set将 you've the machine is a swrage the twin in the advisory knead the máAS e� heel the case a not about the했는데 jur the
[01:28:57.580 --> 01:28:58.080]  nell the it's theек the
[01:28:58.180 --> 01:29:06.120]   e
[01:29:06.120 --> 01:29:07.840]   datiums, box,ав
[01:29:07.840 --> 01:29:22.220]   stone grew reach the flight the father is, but, I'm not about, "L" " researched" "
[01:29:22.220 --> 01:29:27.740]  ,
[01:29:58.180 --> 01:29:58.180]   -
[01:29:58.180 --> 01:29:58.180]   -
[01:29:58.180 --> 01:29:58.180]   -
[01:30:22.540 --> 01:30:22.540]   -
[01:30:22.540 --> 01:30:22.600]   -
[01:30:22.600 --> 01:30:22.640]   -
[01:30:22.640 --> 01:30:22.720]   -
[01:30:22.720 --> 01:30:22.740]   -
[01:30:22.740 --> 01:30:22.840]   -
[01:30:22.840 --> 01:30:22.900]   -
[01:30:22.900 --> 01:30:22.920]   -
[01:30:22.920 --> 01:30:22.960]   -
[01:30:22.960 --> 01:30:22.980]   -
[01:30:22.980 --> 01:30:23.000]   -
[01:30:23.000 --> 01:30:23.040]   -
[01:30:23.040 --> 01:30:23.060]   -
[01:30:23.060 --> 01:30:23.120]   -
[01:30:23.120 --> 01:30:23.140]   -
[01:30:23.140 --> 01:30:23.160]   -
[01:30:23.160 --> 01:30:23.260]   -
[01:30:23.260 --> 01:30:23.360]   -
[01:30:23.360 --> 01:30:23.400]   -
[01:30:23.400 --> 01:30:23.420]   -
[01:30:23.420 --> 01:30:23.440]   -
[01:30:23.440 --> 01:30:23.480]   -
[01:30:23.480 --> 01:30:23.500]   -
[01:30:23.500 --> 01:30:23.540]   -
[01:30:23.540 --> 01:30:23.560]   -
[01:30:23.560 --> 01:30:23.800]   -
[01:30:23.800 --> 01:30:23.860]   -
[01:30:23.860 --> 01:30:23.880]   -
[01:30:23.880 --> 01:30:24.060]   -
[01:30:24.060 --> 01:30:24.120]   -
[01:30:24.120 --> 01:30:24.140]   -
[01:30:24.140 --> 01:30:24.160]   -
[01:30:24.160 --> 01:30:24.200]   -
[01:30:24.200 --> 01:30:24.220]   -
[01:30:24.220 --> 01:30:24.240]   -
[01:30:24.240 --> 01:30:24.300]   -
[01:30:24.300 --> 01:30:24.320]   -
[01:30:24.320 --> 01:30:24.340]   -
[01:30:24.340 --> 01:30:24.360]   -
[01:30:24.360 --> 01:30:27.600]   -
[01:30:27.600 --> 01:30:27.620]   -
[01:30:27.620 --> 01:30:27.640]   -
[01:30:27.640 --> 01:30:27.680]   -
[01:30:27.680 --> 01:30:27.700]   -
[01:30:27.700 --> 01:30:27.920]   -
[01:30:27.920 --> 01:30:27.940]   -
[01:30:27.940 --> 01:30:27.960]   -
[01:30:27.960 --> 01:30:27.980]   -
[01:30:27.980 --> 01:30:28.180]   - RELATED. I don't think they're ultimately financially independent. They don't of course say, but being a financial planner, I can pick up on the clues.
[01:30:56.620 --> 01:30:58.180]  . I think they have enough savings to keep them going for now. But after they were on the road for a while, they had to figure out a source of income and they started to do that together and the father does speaking and some coaching, etc. They're not financially independent, but they're at a phase of their life where they're with their children constantly at that very tender age that children and adolescents go through in their teenage years. And I look at the fun that they're having the father just celebrated a birthday, I can't remember the fiftieth birthday. The joy of that birthday was tremendous, at least that I could see in the same time.
[01:30:58.220 --> 01:31:27.340]   portions have
[01:33:24.440 --> 01:33:25.040]  , they had a beat up old redneck looking RV that they lived in with, I think they're younger 10 children. And that kayaking it's absolute bedlam. But there's also just a joy and a liveliness to their lives. Now they're in Europe traveling all over. Don't tell me it can't be done. They got 12 children can't discern that they have a lot of money. I think that as a programmer, again, kind of a redneck looking RV, but you go back and you watch those videos. And is it bedlam? Absolutely.
[01:33:25.040 --> 01:33:25.180]   Absolutely.
[01:33:25.180 --> 01:33:25.220]   Absolutely.
[01:33:25.260 --> 01:33:35.260]   whatever
[01:33:35.260 --> 01:33:39.420]   crabs a no " ' orчив tiny. I, I, I, Z, Z, Z, Z, Z, Z, Z, Z,Man.G.iences.out.w.w.w.w.愛. printed. ou gave a 결국 a about the thing that is the air at the boy's the men in the right the work the Kill theわか the line the IRAN the conect the mol the remembers the unhappy thePlay the혹 the IG the 귀 the gráfic theough theattend themoi the gebaut the erstmal the cin's which theоз the knocked the end theSte則 the certa Deadpool theredit thevest the знач the Spanish the estiver theout the 對不對 the ac де與 the dedic the jest theem theicana the want the� this is aceğ the 취 the 얘� en the vis the,…the is a plaster the
[01:34:03.340 --> 01:34:03.340]   The end of the video.
[01:35:28.120 --> 01:35:30.540]   the end of the video.
[01:35:30.580 --> 01:35:40.300]   blessed
[01:35:40.300 --> 01:35:42.680]   blendedTAGE
[01:35:42.680 --> 01:35:50.460]  ком dedic the, and, and,,,,,,,,,. bl attributed to the't. I have a тво GI PG CS . . . . . . . . . . . . feels after the is only dig and min the kind of the realize theses aocy还有 splitting the BCS, but end of the say, the else, I, the t, might, the,
[01:36:00.440 --> 01:36:28.420]   .
[01:36:28.420 --> 01:36:30.300]  's business, but you and your spouse.
[01:36:30.300 --> 01:36:30.300]   .'s business, but you and your spouse.
[01:36:30.300 --> 01:36:30.300]   .'s business, but you and your spouse.
[01:36:30.300 --> 01:36:30.420]   .'s business, but you and your spouse.
[01:36:30.420 --> 01:36:30.440]   .'s business, but you and your spouse.
[01:36:30.440 --> 01:36:30.440]   .'s business, but you and your spouse.
[01:36:30.440 --> 01:36:30.440]   .'s business, but you and your spouse.
[01:36:30.440 --> 01:36:30.440]   .'s business, but you and your spouse.
[01:36:30.440 --> 01:36:30.440]   .'s business, but you and your spouse.
[01:36:30.440 --> 01:36:30.440]   .'s business, but you and your spouse.
[01:36:30.440 --> 01:36:30.440]   .'s business, but you and your spouse.
[01:36:30.440 --> 01:36:30.440]   .'s business, but you and your spouse.
[01:36:30.440 --> 01:36:30.440]   .'s business, but you and your spouse.
[01:36:30.440 --> 01:36:30.440]   .'s business, but you and your spouse.
[01:36:30.440 --> 01:36:30.440]   .'s business, but you and your spouse.
[01:36:30.440 --> 01:36:30.440]   .'s business, but you and your spouse.
[01:36:30.440 --> 01:37:00.460]   .'s business, but you and your spouse.
[01:37:00.460 --> 01:37:00.460]   .'s business, but you and your spouse.
[01:37:00.460 --> 01:37:00.460]   .'s business, but you and your spouse.
[01:37:00.460 --> 01:37:00.460]   .'s business, but you and your spouse.
[01:37:00.460 --> 01:37:00.460]   .'s business, but you and your spouse.
[01:37:00.460 --> 01:37:00.460]   .'s business, but you and your spouse.
[01:37:00.460 --> 01:37:00.460]   .'s business, but you and your spouse.
[01:37:00.460 --> 01:37:00.460]   .'s business, but you and your spouse.
[01:37:00.480 --> 01:37:30.480]   .'s business, but you and your spouse.
[01:37:30.480 --> 01:37:30.480]   .'s business, but you and your spouse.
[01:37:30.480 --> 01:37:30.480]   .'s business, but you and your spouse.
[01:37:30.480 --> 01:37:30.480]   .'s business, but you and your spouse.
[01:37:30.480 --> 01:37:30.480]   .'s business, but you and your spouse.
[01:37:30.480 --> 01:37:30.480]   .'s business, but you and your spouse.
[01:37:30.480 --> 01:37:30.480]   .'s business, but you and your spouse.
[01:37:30.480 --> 01:37:30.480]   .'s business, but you and your spouse.
[01:37:30.480 --> 01:37:30.480]   .'s business, but you and your spouse.
[01:37:30.480 --> 01:37:30.480]   .'s business, but you and your spouse.
[01:37:30.480 --> 01:37:30.480]   .'s business, but you and your spouse.
[01:37:30.480 --> 01:37:30.480]   .'s business, but you and your spouse.
[01:37:30.480 --> 01:37:30.480]   .'s business, but you and your spouse.
[01:37:30.480 --> 01:37:30.480]   .'s business, but you and your spouse.
[01:37:30.480 --> 01:37:30.480]   .'s business, but you and your spouse.
[01:37:30.480 --> 01:37:30.480]   .'s business, but you and your spouse.
[01:37:30.480 --> 01:38:00.500]   .'s business, but you and your spouse.
[01:38:00.500 --> 01:38:00.500]   .'s business, but you and your spouse.
[01:38:00.500 --> 01:38:00.500]   .'s business, but you and your spouse.
[01:38:00.500 --> 01:38:00.500]   .'s business, but you and your spouse.
[01:38:00.500 --> 01:38:00.500]   .'s business, but you and your spouse.
[01:38:00.500 --> 01:38:00.500]   .'s business, but you and your spouse.
[01:38:00.500 --> 01:38:00.500]   .'s business, but you and your spouse.
[01:38:00.500 --> 01:38:00.500]   .'s business, but you and your spouse.
[01:38:00.500 --> 01:38:00.500]   .'s business, but you and your spouse.
[01:38:00.520 --> 01:38:30.520]   .'s business, but you and your spouse.
[01:38:30.520 --> 01:38:30.520]   .'s business, but you and your spouse.
[01:38:30.520 --> 01:38:30.520]   .'s business, but you and your spouse.
[01:38:30.520 --> 01:38:30.520]   .'s business, but you and your spouse.
[01:38:30.520 --> 01:38:30.520]   .'s business, but you and your spouse.
[01:38:30.520 --> 01:38:30.520]   .'s business, but you and your spouse.
[01:38:30.520 --> 01:38:30.520]   .'s business, but you and your spouse.
[01:38:30.520 --> 01:38:30.520]   .'s business, but you and your spouse.
[01:38:30.520 --> 01:38:30.520]   .'s business, but you and your spouse.
[01:38:30.520 --> 01:38:30.520]   .'s business, but you and your spouse.
[01:38:30.520 --> 01:38:30.520]   .'s business, but you and your spouse.
[01:38:30.520 --> 01:38:30.520]   .'s business, but you and your spouse.
[01:38:30.520 --> 01:38:30.520]   .'s business, but you and your spouse.
[01:38:30.520 --> 01:38:30.520]   .'s business, but you and your spouse.
[01:38:30.520 --> 01:38:30.520]   .'s business, but you and your spouse.
[01:38:30.520 --> 01:38:30.520]   .'s business, but you and your spouse.
[01:38:30.520 --> 01:39:00.540]   .'s business, but you and your spouse.
[01:39:00.540 --> 01:39:00.540]   .'s business, but you and your spouse.
[01:39:00.540 --> 01:39:00.540]   .'s business, but you and your spouse.
[01:39:00.540 --> 01:39:00.540]   .'s business, but you and your spouse.
[01:39:00.540 --> 01:39:00.540]   .'s business, but you and your spouse.
[01:39:00.540 --> 01:39:00.540]   .'s business, but you and your spouse.
[01:39:00.540 --> 01:39:00.540]   .'s business, but you and your spouse.
[01:39:00.560 --> 01:39:30.560]   .'s business, but you and your spouse.
[01:39:30.560 --> 01:39:30.560]   .'s business, but you and your spouse.
[01:39:30.560 --> 01:39:30.560]   .'s business, but you and your spouse.
[01:39:30.560 --> 01:39:30.560]   .'s business, but you and your spouse.
[01:39:30.560 --> 01:39:30.560]   .'s business, but you and your spouse.
[01:39:30.560 --> 01:39:30.560]   .'s business, but you and your spouse.
[01:39:30.560 --> 01:39:30.560]   .'s business, but you and your spouse.
[01:39:30.560 --> 01:39:30.560]   .'s business, but you and your spouse.
[01:39:30.560 --> 01:39:30.560]   .'s business, but you and your spouse.
[01:39:30.560 --> 01:39:30.560]   .'s business, but you and your spouse.
[01:39:30.560 --> 01:39:30.560]   .'s business, but you and your spouse.
[01:39:30.560 --> 01:39:30.560]   .'s business, but you and your spouse.
[01:39:30.560 --> 01:39:30.560]   .'s business, but you and your spouse.
[01:39:30.560 --> 01:39:30.560]   .'s business, but you and your spouse.
[01:39:30.560 --> 01:39:30.560]   .'s business, but you and your spouse.
[01:39:30.560 --> 01:39:30.560]   .'s business, but you and your spouse.
[01:39:30.560 --> 01:40:00.580]   .'s business, but you and your spouse.
[01:40:00.580 --> 01:40:00.580]   .'s business, but you and your spouse.
[01:40:00.580 --> 01:40:00.580]   .'s business, but you and your spouse.
[01:40:00.580 --> 01:40:00.580]   .'s business, but you and your spouse.
[01:40:00.580 --> 01:40:00.580]   .'s business, but you and your spouse.
[01:40:00.600 --> 01:40:30.600]   .'s business, but you and your spouse.
[01:40:30.600 --> 01:40:30.600]   .'s business, but you and your spouse.
[01:40:30.600 --> 01:40:30.600]   .'s business, but you and your spouse.
[01:40:30.600 --> 01:40:30.600]   .'s business, but you and your spouse.
[01:40:30.600 --> 01:40:30.600]   .'s business, but you and your spouse.
[01:40:30.600 --> 01:40:30.600]   .'s business, but you and your spouse.
[01:40:30.600 --> 01:40:30.600]   .'s business, but you and your spouse.
[01:40:30.600 --> 01:40:30.600]   .'s business, but you and your spouse.
[01:40:30.600 --> 01:40:30.600]   .'s business, but you and your spouse.
[01:40:30.600 --> 01:40:30.600]   .'s business, but you and your spouse.
[01:40:30.600 --> 01:40:30.600]   .'s business, but you and your spouse.
[01:40:30.600 --> 01:40:30.600]   .'s business, but you and your spouse.
[01:40:30.600 --> 01:40:30.600]   .'s business, but you and your spouse.
[01:40:30.600 --> 01:40:30.600]   .'s business, but you and your spouse.
[01:40:30.600 --> 01:40:30.600]   .'s business, but you and your spouse.
[01:40:30.600 --> 01:40:30.600]   .'s business, but you and your spouse.
[01:40:30.600 --> 01:41:00.620]   .'s business, but you and your spouse.

