
[00:00:00.040 --> 00:00:09.300]   TED
[03:08:57.320 --> 03:08:57.320]   I think that's the other thing that's going to be a real problem.
[03:08:57.320 --> 03:08:57.320]   I think that's the other thing that's going to be a real problem.
[03:08:57.320 --> 03:08:57.320]   I think that's the other thing that's going to be a real problem.
[03:08:57.320 --> 03:08:57.320]   I think that's the other thing that's going to be a real problem.
[03:08:57.320 --> 03:08:57.320]   I think that's the other thing that's going to be a real problem.
[03:08:57.320 --> 03:08:57.320]   I think that's the other thing that's going to be a real problem.
[03:08:57.320 --> 03:08:57.320]   I think that's the other thing that's going to be a real problem.
[03:08:57.320 --> 03:08:57.320]   I think that's the other thing that's going to be a real problem.
[03:08:57.340 --> 03:09:27.340]   I think that's the other thing that's going to be a real problem.
[03:09:27.340 --> 03:09:27.340]   I think that's the other thing that's going to be a real problem.
[03:09:27.340 --> 03:09:27.340]   I think that's the other thing that's going to be a real problem.
[03:09:27.340 --> 03:09:27.340]   I think that's the other thing that's going to be a real problem.
[03:09:27.340 --> 03:09:27.340]   I think that's the other thing that's going to be a real problem.
[03:09:27.340 --> 03:09:27.340]   I think that's the other thing that's going to be a real problem.
[03:09:27.340 --> 03:09:27.340]   I think that's the other thing that's going to be a real problem.
[03:09:27.340 --> 03:09:27.340]   I think that's the other thing that's going to be a real problem.
[03:09:27.340 --> 03:09:27.340]   I think that's the other thing that's going to be a real problem.
[03:09:27.340 --> 03:09:27.340]   I think that's the other thing that's going to be a real problem.
[03:09:27.340 --> 03:09:27.340]   I think that's the other thing that's going to be a real problem.
[03:09:27.340 --> 03:09:27.340]   I think that's the other thing that's going to be a real problem.
[03:09:27.360 --> 03:09:57.360]   I think that's the other thing that's going to be a real problem.
[03:09:57.360 --> 03:09:57.360]   I think that's the other thing that's going to be a real problem.
[03:09:57.360 --> 03:09:57.360]   I think that's the other thing that's going to be a real problem.
[03:09:57.360 --> 03:09:57.360]   I think that's the other thing that's going to be a real problem.
[03:09:57.360 --> 03:09:57.360]   I think that's the other thing that's going to be a real problem.
[03:09:57.360 --> 03:09:57.360]   I think that's the other thing that's going to be a real problem.
[03:09:57.360 --> 03:09:57.360]   I think that's the other thing that's going to be a real problem.
[03:09:57.360 --> 03:09:57.360]   I think that's the other thing that's going to be a real problem.
[03:09:57.360 --> 03:09:57.360]   I think that's the other thing that's going to be a real problem.
[03:09:57.380 --> 03:10:27.380]   I think that's the other thing that's going to be a real problem.
[03:10:27.380 --> 03:10:27.380]   I think that's the other thing that's going to be a real problem.
[03:10:27.380 --> 03:10:27.380]   I think that's the other thing that's going to be a real problem.
[03:10:27.380 --> 03:10:27.380]   I think that's the other thing that's going to be a real problem.
[03:10:27.380 --> 03:10:27.380]   I think that's the other thing that's going to be a real problem.
[03:10:27.380 --> 03:10:27.380]   I think that's the other thing that's going to be a real problem.
[03:10:27.380 --> 03:10:27.380]   I think that's the other thing that's going to be a real problem.
[03:10:27.380 --> 03:10:27.380]   I think that's the other thing that's going to be a real problem.
[03:10:27.380 --> 03:10:27.380]   I think that's the other thing that's going to be a real problem.
[03:10:27.380 --> 03:10:27.380]   I think that's the other thing that's going to be a real problem.
[03:10:27.380 --> 03:10:27.380]   I think that's the other thing that's going to be a real problem.
[03:10:27.380 --> 03:10:27.380]   I think that's the other thing that's going to be a real problem.
[03:10:27.420 --> 03:10:57.400]   I think that's the other thing that's going to be a real problem.
[03:10:57.400 --> 03:10:57.400]   I think that's the other thing that's going to be a real problem.
[03:10:57.400 --> 03:10:57.400]   I think that's the other thing that's going to be a real problem.
[03:10:57.400 --> 03:10:57.400]   I think that's the other thing that's going to be a real problem.
[03:10:57.400 --> 03:10:57.400]   I think that's the other thing that's going to be a real problem.
[03:10:57.400 --> 03:10:57.400]   I think that's the other thing that's going to be a real problem.
[03:10:57.400 --> 03:10:57.400]   I think that's the other thing that's going to be a real problem.
[03:10:57.400 --> 03:10:57.400]   I think that's the other thing that's going to be a real problem.
[03:10:57.400 --> 03:10:57.400]   I think that's the other thing that's going to be a real problem.
[03:10:57.420 --> 03:11:27.420]   I think that's the other thing that's going to be a real problem.
[03:11:27.420 --> 03:11:27.420]   I think that's the other thing that's going to be a real problem.
[03:11:27.420 --> 03:11:27.420]   I think that's the other thing that's going to be a real problem.
[03:11:27.420 --> 03:11:27.420]   I think that's the other thing that's going to be a real problem.
[03:11:27.420 --> 03:11:27.420]   I think that's the other thing that's going to be a real problem.
[03:11:27.420 --> 03:11:27.420]   I think that's the other thing that's going to be a real problem.
[03:11:27.420 --> 03:11:27.420]   I think that's the other thing that's going to be a real problem.
[03:11:27.420 --> 03:11:27.420]   I think that's the other thing that's going to be a real problem.
[03:11:27.420 --> 03:11:27.420]   I think that's the other thing that's going to be a real problem.
[03:11:27.420 --> 03:11:27.420]   I think that's the other thing that's going to be a real problem.
[03:11:27.420 --> 03:11:27.420]   I think that's the other thing that's going to be a real problem.
[03:11:27.420 --> 03:11:27.420]   I think that's the other thing that's going to be a real problem.
[03:11:27.440 --> 03:11:57.440]   I think that's the other thing that's going to be a real problem.
[03:11:57.440 --> 03:11:57.440]   I think that's the other thing that's going to be a real problem.
[03:11:57.440 --> 03:11:57.440]   I think that's the other thing that's going to be a real problem.
[03:11:57.440 --> 03:11:57.440]   I think that's the other thing that's going to be a real problem.
[03:11:57.440 --> 03:11:57.440]   I think that's the other thing that's going to be a real problem.
[03:11:57.440 --> 03:11:57.440]   I think that's the other thing that's going to be a real problem.
[03:11:57.440 --> 03:11:57.440]   I think that's the other thing that's going to be a real problem.
[03:11:57.440 --> 03:11:57.440]   I think that's the other thing that's going to be a real problem.
[03:11:57.440 --> 03:11:57.440]   I think that's the other thing that's going to be a real problem.
[03:11:57.440 --> 03:11:57.440]   I think that's the other thing that's going to be a real problem.
[03:11:57.460 --> 03:12:27.460]  ,
[03:12:27.460 --> 03:12:27.460]   I think that's the other thing that's going to be a real problem.
[03:12:27.460 --> 03:12:27.460]   I think that's the other thing that's going to be a real problem.
[03:12:27.460 --> 03:12:27.460]   I think that's the other thing that's going to be a real problem.
[03:12:27.460 --> 03:12:27.460]   I think that's the other thing that's going to be a real problem.
[03:12:27.460 --> 03:12:27.460]   I think that's the other thing that's going to be a real problem.
[03:12:27.460 --> 03:12:27.460]   I think that's the other thing that's going to be a real problem.
[03:12:27.460 --> 03:12:27.460]   I think that's the other thing that's going to be a real problem.
[03:12:27.460 --> 03:12:27.460]   I think that's the other thing that's going to be a real problem.
[03:12:27.460 --> 03:12:27.460]   I think that's the other thing that's going to be a real problem.
[03:12:27.480 --> 03:12:57.480]   I think that's the other thing that's going to be a real problem.
[03:12:57.480 --> 03:12:57.480]   I think that's the other thing that's going to be a real problem.
[03:12:57.480 --> 03:12:57.480]   I think that's the other thing that's going to be a real problem.
[03:12:57.480 --> 03:12:57.480]   I think that's the other thing that's going to be a real problem.
[03:12:57.480 --> 03:12:57.480]   I think that's the other thing that's going to be a real problem.
[03:12:57.480 --> 03:12:57.480]   I think that's the other thing that's going to be a real problem.
[03:12:57.480 --> 03:12:57.480]   I think that's the other thing that's going to be a real problem.
[03:12:57.480 --> 03:12:57.480]   I think that's the other thing that's going to be a real problem.
[03:12:57.480 --> 03:12:57.480]   I think that's the other thing that's going to be a real problem.
[03:12:57.480 --> 03:12:57.480]   I think that's the other thing that's going to be a real problem.
[03:12:57.480 --> 03:12:57.480]   I think that's the other thing that's going to be a real problem.
[03:12:57.480 --> 03:12:57.480]   I think that's the other thing that's going to be a real problem.
[03:12:57.500 --> 03:13:27.500]  ,
[03:13:27.500 --> 03:13:27.500]   I think that's the other thing that's going to be a real problem.
[03:13:27.500 --> 03:13:27.500]   I think that's the other thing that's going to be a real problem.
[03:13:27.500 --> 03:13:27.500]   I think that's the other thing that's going to be a real problem.
[03:13:27.500 --> 03:13:27.500]   I think that's the other thing that's going to be a real problem.
[03:13:27.500 --> 03:13:27.500]   I think that's the other thing that's going to be a real problem.
[03:13:27.500 --> 03:13:27.500]   I think that's the other thing that's going to be a real problem.
[03:13:27.500 --> 03:13:27.500]   I think that's the other thing that's going to be a real problem.
[03:13:27.500 --> 03:13:27.500]   I think that's the other thing that's going to be a real problem.
[03:13:27.500 --> 03:13:27.500]   I think that's the other thing that's going to be a real problem.
[03:13:27.500 --> 03:13:27.500]   I think that's the other thing that's going to be a real problem.
[03:13:27.520 --> 03:13:57.520]  ,
[03:13:57.520 --> 03:13:57.520]   I think that's the other thing that's going to be a real problem.
[03:13:57.520 --> 03:13:57.520]   I think that's the other thing that's going to be a real problem.
[03:13:57.520 --> 03:13:57.520]   I think that's the other thing that's going to be a real problem.
[03:13:57.520 --> 03:13:57.520]   I think that's the other thing that's going to be a real problem.
[03:13:57.520 --> 03:13:57.520]   I think that's the other thing that's going to be a real problem.
[03:13:57.520 --> 03:13:57.520]   I think that's the other thing that's going to be a real problem.
[03:13:57.520 --> 03:13:57.520]   I think that's the other thing that's going to be a real problem.
[03:13:57.520 --> 03:13:57.520]   I think that's the other thing that's going to be a real problem.
[03:13:57.520 --> 03:13:57.520]   I think that's the other thing that's going to be a real problem.
[03:13:57.540 --> 03:14:27.540]  ,
[03:14:27.540 --> 03:14:27.540]   I think that's the other thing that's going to be a real problem.
[03:14:27.540 --> 03:14:27.540]   I think that's the other thing that's going to be a real problem.
[03:14:27.540 --> 03:14:27.540]   I think that's the other thing that's going to be a real problem.
[03:14:27.540 --> 03:14:27.540]   I think that's the other thing that's going to be a real problem.
[03:14:27.540 --> 03:14:27.540]   I think that's the other thing that's going to be a real problem.
[03:14:27.540 --> 03:14:27.540]   I think that's the other thing that's going to be a real problem.
[03:14:27.540 --> 03:14:27.540]   I think that's the other thing that's going to be a real problem.
[03:14:27.540 --> 03:14:27.540]   I think that's the other thing that's going to be a real problem.
[03:14:27.540 --> 03:14:27.540]   I think that's the other thing that's going to be a real problem.
[03:14:27.540 --> 03:14:27.540]   I think that's the other thing that's going to be a real problem.
[03:14:27.560 --> 03:14:57.560]  ,
[03:14:57.560 --> 03:14:57.560]   I think that's the other thing that's going to be a real problem.
[03:14:57.560 --> 03:14:57.560]   I think that's the other thing that's going to be a real problem.
[03:14:57.560 --> 03:14:57.560]   I think that's the other thing that's going to be a real problem.
[03:14:57.560 --> 03:14:57.560]   I think that's the other thing that's going to be a real problem.
[03:14:57.560 --> 03:14:57.560]   I think that's the other thing that's going to be a real problem.
[03:14:57.560 --> 03:14:57.560]   I think that's the other thing that's going to be a real problem.
[03:14:57.560 --> 03:14:57.560]   I think that's the other thing that's going to be a real problem.
[03:14:57.560 --> 03:14:57.560]   I think that's the other thing that's going to be a real problem.
[03:14:57.560 --> 03:14:57.560]   I think that's the other thing that's going to be a real problem.
[03:14:57.560 --> 03:14:57.560]   I think that's the other thing that's going to be a real problem.
[03:14:57.580 --> 03:15:27.580]  ,
[03:15:27.580 --> 03:15:27.580]   I think that's the other thing that's going to be a real problem.
[03:15:27.580 --> 03:15:27.580]   I think that's the other thing that's going to be a real problem.
[03:15:27.580 --> 03:15:27.580]   I think that's the other thing that's going to be a real problem.
[03:15:27.580 --> 03:15:27.580]   I think that's the other thing that's going to be a real problem.
[03:15:27.580 --> 03:15:27.580]   I think that's the other thing that's going to be a real problem.
[03:15:27.580 --> 03:15:27.580]   I think that's the other thing that's going to be a real problem.
[03:15:27.580 --> 03:15:27.580]   I think that's the other thing that's going to be a real problem.
[03:15:27.580 --> 03:15:27.580]   I think that's the other thing that's going to be a real problem.
[03:15:27.580 --> 03:15:27.580]   I think that's the other thing that's going to be a real problem.
[03:15:27.600 --> 03:15:57.600]   I think that's the other thing that's going to be a real problem.
[03:15:57.600 --> 03:15:57.600]   I think that's the other thing that's going to be a real problem.
[03:15:57.600 --> 03:15:57.600]   I think that's the other thing that's going to be a real problem.
[03:15:57.600 --> 03:15:57.600]   I think that's the other thing that's going to be a real problem.
[03:15:57.600 --> 03:15:57.600]   I think that's the other thing that's going to be a real problem.
[03:15:57.600 --> 03:15:57.600]   I think that's the other thing that's going to be a real problem.
[03:15:57.600 --> 03:15:57.600]   I think that's the other thing that's going to be a real problem.
[03:15:57.600 --> 03:15:57.600]   I think that's the other thing that's going to be a real problem.
[03:15:57.600 --> 03:15:57.600]   I think that's the other thing that's going to be a real problem.
[03:15:57.600 --> 03:15:57.600]   I think that's the other thing that's going to be a real problem.
[03:15:57.600 --> 03:15:57.600]   I think that's the other thing that's going to be a real problem.
[03:15:57.600 --> 03:15:57.600]   I think that's the other thing that's going to be a real problem.
[03:15:57.620 --> 03:16:27.620]  ,
[03:16:27.620 --> 03:16:27.620]   I think that's the other thing that's going to be a real problem.
[03:16:27.620 --> 03:16:27.620]   I think that's the other thing that's going to be a real problem.
[03:16:27.620 --> 03:16:27.620]   I think that's the other thing that's going to be a real problem.
[03:16:27.620 --> 03:16:27.620]   I think that's the other thing that's going to be a real problem.
[03:16:27.620 --> 03:16:27.620]   I think that's the other thing that's going to be a real problem.
[03:16:27.620 --> 03:16:27.620]   I think that's the other thing that's going to be a real problem.
[03:16:27.620 --> 03:16:27.620]   I think that's the other thing that's going to be a real problem.
[03:16:27.620 --> 03:16:27.620]   I think that's the other thing that's going to be a real problem.
[03:16:27.620 --> 03:16:27.620]   I think that's the other thing that's going to be a real problem.
[03:16:27.640 --> 03:16:57.640]  ,
[03:16:57.640 --> 03:16:57.640]   I think that's the other thing that's going to be a real problem.
[03:16:57.640 --> 03:16:57.640]   I think that's the other thing that's going to be a real problem.
[03:16:57.640 --> 03:16:57.640]   I think that's the other thing that's going to be a real problem.
[03:16:57.640 --> 03:16:57.640]   I think that's the other thing that's going to be a real problem.
[03:16:57.640 --> 03:16:57.640]   I think that's the other thing that's going to be a real problem.
[03:16:57.640 --> 03:16:57.640]   I think that's the other thing that's going to be a real problem.
[03:16:57.640 --> 03:16:57.640]   I think that's the other thing that's going to be a real problem.
[03:16:57.640 --> 03:16:57.640]   I think that's the other thing that's going to be a real problem.
[03:16:57.640 --> 03:16:57.640]   I think that's the other thing that's going to be a real problem.
[03:17:27.660 --> 03:17:27.660]   I think that's the other thing that's going to be a real problem.
[03:17:27.660 --> 03:17:27.660]   I think that's the other thing that's going to be a real problem.
[03:17:27.660 --> 03:17:27.660]   I think that's the other thing that's going to be a real problem.
[03:17:27.660 --> 03:17:27.660]   I think that's the other thing that's going to be a real problem.
[03:17:27.660 --> 03:17:27.660]   I think that's the other thing that's going to be a real problem.
[03:17:27.660 --> 03:17:27.660]   I think that's the other thing that's going to be a real problem.
[03:17:27.660 --> 03:17:27.660]   I think that's the other thing that's going to be a real problem.
[03:17:27.660 --> 03:17:27.660]   I think that's the other thing that's going to be a real problem.
[03:17:27.660 --> 03:17:27.660]   I think that's the other thing that's going to be a real problem.
[03:17:27.660 --> 03:17:27.660]   I think that's the other thing that's going to be a real problem.
[03:17:57.680 --> 03:17:57.680]   I think that's the other thing that's going to be a real problem.
[03:17:57.680 --> 03:17:57.680]   I think that's the other thing that's going to be a real problem.
[03:17:57.680 --> 03:17:57.680]   I think that's the other thing that's going to be a real problem.
[03:17:57.680 --> 03:17:57.680]   I think that's the other thing that's going to be a real problem.
[03:17:57.680 --> 03:17:57.680]   I think that's the other thing that's going to be a real problem.
[03:17:57.680 --> 03:17:57.680]   I think that's the other thing that's going to be a real problem.
[03:17:57.680 --> 03:17:57.680]   I think that's the other thing that's going to be a real problem.
[03:17:57.680 --> 03:17:57.680]   I think that's the other thing that's going to be a real problem.
[03:17:57.680 --> 03:17:57.680]   I think that's the other thing that's going to be a real problem.
[03:17:57.680 --> 03:17:57.680]   I think that's the other thing that's going to be a real problem.
[03:17:57.700 --> 03:18:27.700]   I think that's the other thing that's going to be a real problem.
[03:18:27.700 --> 03:18:27.700]   I think that's the other thing that's going to be a real problem.
[03:18:27.700 --> 03:18:27.700]   I think that's the other thing that's going to be a real problem.
[03:18:27.700 --> 03:18:27.700]   I think that's the other thing that's going to be a real problem.
[03:18:27.700 --> 03:18:27.700]   I think that's the other thing that's going to be a real problem.
[03:18:27.700 --> 03:18:27.700]   I think that's the other thing that's going to be a real problem.
[03:18:27.700 --> 03:18:27.700]   I think that's the other thing that's going to be a real problem.
[03:18:27.700 --> 03:18:27.700]   I think that's the other thing that's going to be a real problem.
[03:18:27.700 --> 03:18:27.700]   I think that's the other thing that's going to be a real problem.
[03:18:27.700 --> 03:18:27.700]   I think that's the other thing that's going to be a real problem.
[03:18:27.700 --> 03:18:27.700]   I think that's the other thing that's going to be a real problem.
[03:18:27.700 --> 03:18:27.700]   I think that's the other thing that's going to be a real problem.
[03:18:27.720 --> 03:18:57.720]  ,
[03:18:57.720 --> 03:18:57.720]   I think that's the other thing that's going to be a real problem.
[03:18:57.720 --> 03:18:57.720]   I think that's the other thing that's going to be a real problem.
[03:18:57.720 --> 03:18:57.720]   I think that's the other thing that's going to be a real problem.
[03:18:57.720 --> 03:18:57.720]   I think that's the other thing that's going to be a real problem.
[03:18:57.720 --> 03:18:57.720]   I think that's the other thing that's going to be a real problem.
[03:18:57.720 --> 03:18:57.720]   I think that's the other thing that's going to be a real problem.
[03:18:57.720 --> 03:18:57.720]   I think that's the other thing that's going to be a real problem.
[03:18:57.720 --> 03:18:57.720]   I think that's the other thing that's going to be a real problem.
[03:18:57.720 --> 03:18:57.720]   I think that's the other thing that's going to be a real problem.
[03:18:57.740 --> 03:19:27.740]   I think that's the other thing that's going to be a real problem.
[03:19:27.740 --> 03:19:27.740]   I think that's the other thing that's going to be a real problem.
[03:19:27.740 --> 03:19:27.740]   I think that's the other thing that's going to be a real problem.
[03:19:27.740 --> 03:19:27.740]   I think that's the other thing that's going to be a real problem.
[03:19:27.740 --> 03:19:27.740]   I think that's the other thing that's going to be a real problem.
[03:19:27.740 --> 03:19:27.740]   I think that's the other thing that's going to be a real problem.
[03:19:27.740 --> 03:19:27.740]   I think that's the other thing that's going to be a real problem.
[03:19:27.740 --> 03:19:27.740]   I think that's the other thing that's going to be a real problem.
[03:19:27.740 --> 03:19:27.740]   I think that's the other thing that's going to be a real problem.
[03:19:27.740 --> 03:19:27.740]   I think that's the other thing that's going to be a real problem.
[03:19:27.740 --> 03:19:27.740]   I think that's the other thing that's going to be a real problem.
[03:19:27.740 --> 03:19:27.740]   I think that's the other thing that's going to be a real problem.
[03:19:27.780 --> 03:19:57.760]  ,
[03:19:57.760 --> 03:19:57.760]   I think that's the other thing that's going to be a real problem.
[03:19:57.760 --> 03:19:57.760]   I think that's the other thing that's going to be a real problem.
[03:19:57.760 --> 03:19:57.760]   I think that's the other thing that's going to be a real problem.
[03:19:57.760 --> 03:19:57.760]   I think that's the other thing that's going to be a real problem.
[03:19:57.760 --> 03:19:57.760]   I think that's the other thing that's going to be a real problem.
[03:19:57.760 --> 03:19:57.760]   I think that's the other thing that's going to be a real problem.
[03:19:57.760 --> 03:19:57.760]   I think that's the other thing that's going to be a real problem.
[03:19:57.760 --> 03:19:57.760]   I think that's the other thing that's going to be a real problem.
[03:19:57.780 --> 03:20:27.780]   I think that's the other thing that's going to be a real problem.
[03:20:27.780 --> 03:20:27.780]   I think that's the other thing that's going to be a real problem.
[03:20:27.780 --> 03:20:27.780]   I think that's the other thing that's going to be a real problem.
[03:20:27.780 --> 03:20:27.780]   I think that's the other thing that's going to be a real problem.
[03:20:27.780 --> 03:20:27.780]   I think that's the other thing that's going to be a real problem.
[03:20:27.780 --> 03:20:27.780]   I think that's the other thing that's going to be a real problem.
[03:20:27.780 --> 03:20:27.780]   I think that's the other thing that's going to be a real problem.
[03:20:27.780 --> 03:20:27.780]   I think that's the other thing that's going to be a real problem.
[03:20:27.780 --> 03:20:27.780]   I think that's the other thing that's going to be a real problem.
[03:20:27.780 --> 03:20:27.780]   I think that's the other thing that's going to be a real problem.
[03:20:27.780 --> 03:20:27.780]   I think that's the other thing that's going to be a real problem.
[03:20:27.780 --> 03:20:27.780]   I think that's the other thing that's going to be a real problem.
[03:20:27.800 --> 03:20:57.800]   I think that's the other thing that's going to be a real problem.
[03:20:57.800 --> 03:20:57.800]   I think that's the other thing that's going to be a real problem.
[03:20:57.800 --> 03:20:57.800]   I think that's the other thing that's going to be a real problem.
[03:20:57.800 --> 03:20:57.800]   I think that's the other thing that's going to be a real problem.
[03:20:57.800 --> 03:20:57.800]   I think that's the other thing that's going to be a real problem.
[03:20:57.800 --> 03:20:57.800]   I think that's the other thing that's going to be a real problem.
[03:20:57.800 --> 03:20:57.800]   I think that's the other thing that's going to be a real problem.
[03:20:57.800 --> 03:20:57.800]   I think that's the other thing that's going to be a real problem.
[03:20:57.800 --> 03:20:57.800]   I think that's the other thing that's going to be a real problem.
[03:20:57.800 --> 03:20:57.800]   I think that's the other thing that's going to be a real problem.
[03:20:57.820 --> 03:21:27.820]  ,
[03:21:27.820 --> 03:21:27.820]   I think that's the other thing that's going to be a real problem.
[03:21:27.820 --> 03:21:27.820]   I think that's the other thing that's going to be a real problem.
[03:21:27.820 --> 03:21:27.820]   I think that's the other thing that's going to be a real problem.
[03:21:27.820 --> 03:21:27.820]   I think that's the other thing that's going to be a real problem.
[03:21:27.820 --> 03:21:27.820]   I think that's the other thing that's going to be a real problem.
[03:21:27.820 --> 03:21:27.820]   I think that's the other thing that's going to be a real problem.
[03:21:27.820 --> 03:21:27.820]   I think that's the other thing that's going to be a real problem.
[03:21:27.820 --> 03:21:27.820]   I think that's the other thing that's going to be a real problem.
[03:21:27.820 --> 03:21:27.820]   I think that's the other thing that's going to be a real problem.
[03:21:27.840 --> 03:21:57.840]   I think that's the other thing that's going to be a real problem.
[03:21:57.840 --> 03:21:57.840]   I think that's the other thing that's going to be a real problem.
[03:21:57.840 --> 03:21:57.840]   I think that's the other thing that's going to be a real problem.
[03:21:57.840 --> 03:21:57.840]   I think that's the other thing that's going to be a real problem.
[03:21:57.840 --> 03:21:57.840]   I think that's the other thing that's going to be a real problem.
[03:21:57.840 --> 03:21:57.840]   I think that's the other thing that's going to be a real problem.
[03:21:57.840 --> 03:21:57.840]   I think that's the other thing that's going to be a real problem.
[03:21:57.840 --> 03:21:57.840]   I think that's the other thing that's going to be a real problem.
[03:21:57.840 --> 03:21:57.840]   I think that's the other thing that's going to be a real problem.
[03:21:57.860 --> 03:22:27.860]  ,
[03:22:27.860 --> 03:22:27.860]   I think that's the other thing that's going to be a real problem.
[03:22:27.860 --> 03:22:27.860]   I think that's the other thing that's going to be a real problem.
[03:22:27.860 --> 03:22:27.860]   I think that's the other thing that's going to be a real problem.
[03:22:27.860 --> 03:22:27.860]   I think that's the other thing that's going to be a real problem.
[03:22:27.860 --> 03:22:27.860]   I think that's the other thing that's going to be a real problem.
[03:22:27.860 --> 03:22:27.860]   I think that's the other thing that's going to be a real problem.
[03:22:27.860 --> 03:22:27.860]   I think that's the other thing that's going to be a real problem.
[03:22:27.860 --> 03:22:27.860]   I think that's the other thing that's going to be a real problem.
[03:22:27.860 --> 03:22:27.860]   I think that's the other thing that's going to be a real problem.
[03:22:27.860 --> 03:22:27.860]   I think that's the other thing that's going to be a real problem.
[03:22:27.880 --> 03:22:57.880]   I think that's the other thing that's going to be a real problem.
[03:22:57.880 --> 03:22:57.880]   I think that's the other thing that's going to be a real problem.
[03:22:57.880 --> 03:22:57.880]   I think that's the other thing that's going to be a real problem.
[03:22:57.880 --> 03:22:57.880]   I think that's the other thing that's going to be a real problem.
[03:22:57.880 --> 03:22:57.880]   I think that's the other thing that's going to be a real problem.
[03:22:57.880 --> 03:22:57.880]   I think that's the other thing that's going to be a real problem.
[03:22:57.880 --> 03:22:57.880]   I think that's the other thing that's going to be a real problem.
[03:22:57.880 --> 03:22:57.880]   I think that's the other thing that's going to be a real problem.
[03:22:57.880 --> 03:22:57.880]   I think that's the other thing that's going to be a real problem.
[03:22:57.880 --> 03:22:57.880]   I think that's the other thing that's going to be a real problem.
[03:22:57.880 --> 03:22:57.880]   I think that's the other thing that's going to be a real problem.
[03:22:57.900 --> 03:23:27.900]  ,
[03:23:27.900 --> 03:23:27.900]   I think that's the other thing that's going to be a real problem.
[03:23:27.900 --> 03:23:27.900]   I think that's the other thing that's going to be a real problem.
[03:23:27.900 --> 03:23:27.900]   I think that's the other thing that's going to be a real problem.
[03:23:27.900 --> 03:23:27.900]   I think that's the other thing that's going to be a real problem.
[03:23:27.900 --> 03:23:27.900]   I think that's the other thing that's going to be a real problem.
[03:23:27.900 --> 03:23:27.900]   I think that's the other thing that's going to be a real problem.
[03:23:27.900 --> 03:23:27.900]   I think that's the other thing that's going to be a real problem.
[03:23:27.900 --> 03:23:27.900]   I think that's the other thing that's going to be a real problem.
[03:23:27.900 --> 03:23:27.900]   I think that's the other thing that's going to be a real problem.
[03:23:27.920 --> 03:23:57.920]  ,
[03:23:57.920 --> 03:23:57.920]   I think that's the other thing that's going to be a real problem.
[03:23:57.920 --> 03:23:57.920]   I think that's the other thing that's going to be a real problem.
[03:23:57.920 --> 03:23:57.920]   I think that's the other thing that's going to be a real problem.
[03:23:57.920 --> 03:23:57.920]   I think that's the other thing that's going to be a real problem.
[03:23:57.920 --> 03:23:57.920]   I think that's the other thing that's going to be a real problem.
[03:23:57.920 --> 03:23:57.920]   I think that's the other thing that's going to be a real problem.
[03:23:57.920 --> 03:23:57.920]   I think that's the other thing that's going to be a real problem.
[03:23:57.920 --> 03:23:57.920]   I think that's the other thing that's going to be a real problem.
[03:23:57.920 --> 03:23:57.920]   I think that's the other thing that's going to be a real problem.
[03:23:57.940 --> 03:24:27.940]   I think that's the other thing that's going to be a real problem.
[03:24:27.940 --> 03:24:27.940]   I think that's the other thing that's going to be a real problem.
[03:24:27.940 --> 03:24:27.940]   I think that's the other thing that's going to be a real problem.
[03:24:27.940 --> 03:24:27.940]   I think that's the other thing that's going to be a real problem.
[03:24:27.940 --> 03:24:27.940]   I think that's the other thing that's going to be a real problem.
[03:24:27.940 --> 03:24:27.940]   I think that's the other thing that's going to be a real problem.
[03:24:27.940 --> 03:24:27.940]   I think that's the other thing that's going to be a real problem.
[03:24:27.940 --> 03:24:27.940]   I think that's the other thing that's going to be a real problem.
[03:24:27.940 --> 03:24:27.940]   I think that's the other thing that's going to be a real problem.
[03:24:27.940 --> 03:24:27.940]   I think that's the other thing that's going to be a real problem.
[03:24:27.960 --> 03:24:57.960]  ,
[03:24:57.960 --> 03:24:57.960]   I think that's the other thing that's going to be a real problem.
[03:24:57.960 --> 03:24:57.960]   I think that's the other thing that's going to be a real problem.
[03:24:57.960 --> 03:24:57.960]   I think that's the other thing that's going to be a real problem.
[03:24:57.960 --> 03:24:57.960]   I think that's the other thing that's going to be a real problem.
[03:24:57.960 --> 03:24:57.960]   I think that's the other thing that's going to be a real problem.
[03:24:57.960 --> 03:24:57.960]   I think that's the other thing that's going to be a real problem.
[03:24:57.960 --> 03:24:57.960]   I think that's the other thing that's going to be a real problem.
[03:24:57.960 --> 03:24:57.960]   I think that's the other thing that's going to be a real problem.
[03:24:57.960 --> 03:24:57.960]   I think that's the other thing that's going to be a real problem.
[03:24:57.980 --> 03:25:27.980]  ,
[03:25:27.980 --> 03:25:27.980]   I think that's the other thing that's going to be a real problem.
[03:25:27.980 --> 03:25:27.980]   I think that's the other thing that's going to be a real problem.
[03:25:27.980 --> 03:25:27.980]   I think that's the other thing that's going to be a real problem.
[03:25:27.980 --> 03:25:27.980]   I think that's the other thing that's going to be a real problem.
[03:25:27.980 --> 03:25:27.980]   I think that's the other thing that's going to be a real problem.
[03:25:27.980 --> 03:25:27.980]   I think that's the other thing that's going to be a real problem.
[03:25:27.980 --> 03:25:27.980]   I think that's the other thing that's going to be a real problem.
[03:25:27.980 --> 03:25:27.980]   I think that's the other thing that's going to be a real problem.
[03:25:27.980 --> 03:25:27.980]   I think that's the other thing that's going to be a real problem.
