
[00:00:00.000 --> 00:00:06.880]   Welcome everyone.
[00:53:04.980 --> 00:53:07.900]   some quantitative evaluation in it,
[00:53:07.900 --> 00:53:10.420]   but there are a lot of ways to satisfy that requirement,
[00:53:10.420 --> 00:53:11.820]   and then you could be serving
[00:53:11.820 --> 00:53:14.180]   many different questions in the field
[00:53:14.180 --> 00:53:18.500]   for some expansive notion of the field as well.
[00:53:18.500 --> 00:53:25.940]   Background materials.
[00:53:25.940 --> 00:53:28.620]   So I should say that officially,
[00:53:28.620 --> 00:53:34.820]   we are presupposing CS224N or CS224S as prerequisites for the course.
[00:53:34.820 --> 00:53:37.980]   And what that means is that I'm gonna skip a lot of
[00:53:37.980 --> 00:53:41.220]   the fundamentals that we have covered in past years.
[00:53:41.220 --> 00:53:43.340]   If you need a refresher,
[00:53:43.340 --> 00:53:45.980]   check out the background page of the course site.
[00:53:45.980 --> 00:53:49.260]   It covers fundamentals of scientific computing,
[00:53:49.260 --> 00:53:51.740]   static vector representations like
[00:53:51.740 --> 00:53:54.780]   word2vec and GloVe, and supervised learning.
[00:53:54.780 --> 00:53:57.580]   And I'm hoping that that's enough of a refresher.
[00:53:57.580 --> 00:54:01.460]   If you look at that material and find that it too is kind of
[00:54:01.460 --> 00:54:03.540]   beyond where you're at right now,
[00:54:03.540 --> 00:54:06.100]   then contact us on the teaching team and we can
[00:54:06.100 --> 00:54:08.620]   think about how to manage that.
[00:54:08.620 --> 00:54:14.620]   But officially, this is a course that presupposes CS224N.
[00:54:14.620 --> 00:54:18.900]   Then the core goals. This kind of relates to that previous question.
[00:54:18.900 --> 00:54:22.060]   Hands-on experience with a wide range of problems.
[00:54:22.060 --> 00:54:27.380]   Mentorship from the teaching team to guide you through projects and assignments.
[00:54:27.380 --> 00:54:30.660]   And then really the central goal here is to make you the best,
[00:54:30.660 --> 00:54:33.240]   that is most insightful, most responsible,
[00:54:33.240 --> 00:54:40.020]   most flexible NLU researcher and practitioner that you can be for whatever you decide to do next.
[00:54:40.020 --> 00:54:45.500]   And we're assuming that you have lots of diverse goals that somehow connect with NLU.
[00:54:45.500 --> 00:54:54.140]   All right. Let's do some course themes unless there are questions.
[00:54:54.140 --> 00:54:59.340]   I have a whole final section of this slideshow that's about the course,
[00:54:59.340 --> 00:55:01.960]   materials and requirements and stuff.
[00:55:01.960 --> 00:55:04.400]   Might save that for next time and you can check it out at
[00:55:04.400 --> 00:55:08.600]   the website and you'll be forced to engage with it for quiz zero.
[00:55:08.600 --> 00:55:11.240]   I thought instead I would dive back into
[00:55:11.240 --> 00:55:15.240]   the content part of this unless there are questions or comments.
[00:55:15.240 --> 00:55:21.080]   All right. First course theme,
[00:55:21.080 --> 00:55:23.640]   transformer-based pre-training.
[00:55:23.640 --> 00:55:25.920]   So starting with the transformer,
[00:55:25.920 --> 00:55:28.480]   we want to talk about core concepts and goals.
[00:55:28.480 --> 00:55:30.940]   Give you a sense for what these models are like,
[00:55:30.940 --> 00:55:34.440]   why they work, what they're supposed to do, all of that stuff.
[00:55:34.440 --> 00:55:37.520]   We'll talk about a bunch of different architectures.
[00:55:37.520 --> 00:55:39.560]   There are dozens and dozens of them,
[00:55:39.560 --> 00:55:44.120]   but I hope that I have picked enough of them with the right selection of them to give you
[00:55:44.120 --> 00:55:47.760]   a feel for how people are thinking about these models and the kind of
[00:55:47.760 --> 00:55:50.080]   innovations they brought in that have led to
[00:55:50.080 --> 00:55:53.900]   real meaningful advancement just at the level of architectures.
[00:55:53.900 --> 00:55:55.840]   We'll also talk about positional encoding,
[00:55:55.840 --> 00:55:59.040]   which I think maybe a lot of us have been surprised to see just how
[00:55:59.040 --> 00:56:03.960]   important that is as a differentiator for different approaches in this space.
[00:56:03.960 --> 00:56:06.120]   We'll talk about distillation,
[00:56:06.120 --> 00:56:09.400]   taking really large models and making them smaller.
[00:56:09.400 --> 00:56:13.920]   It's an important goal for lots of reasons and an exciting area of research.
[00:56:13.920 --> 00:56:15.320]   Then as I mentioned,
[00:56:15.320 --> 00:56:19.760]   is going to do a little lecture for us on diffusion objectives for these models,
[00:56:19.760 --> 00:56:24.120]   and then is going to talk about practical pre-training and fine-tuning.
[00:56:24.120 --> 00:56:28.140]   I'm going to enlist the entire teaching team to do guest lectures,
[00:56:28.140 --> 00:56:31.120]   and these are the two that I've lined up so far.
[00:56:31.120 --> 00:56:35.800]   That will culminate or be aligned with this first homework in Bake-off,
[00:56:35.800 --> 00:56:37.920]   which has a multi-domain sentiment.
[00:56:37.920 --> 00:56:40.760]   I'm going to give you a bunch of different sentiment datasets,
[00:56:40.760 --> 00:56:45.000]   and you're going to have to design one system that can succeed on all of them.
[00:56:45.000 --> 00:56:46.600]   Then for the Bake-off,
[00:56:46.600 --> 00:56:48.600]   we have an unlabeled dataset for you.
[00:56:48.600 --> 00:56:50.520]   We have the labels, but you won't.
[00:56:50.520 --> 00:56:54.160]   That has data that's like what you developed on,
[00:56:54.160 --> 00:56:58.560]   and then some mystery examples that you will not really be able to anticipate.
[00:56:58.560 --> 00:57:01.000]   We're going to see how well you do at handling
[00:57:01.000 --> 00:57:04.160]   all of these different domains with one system.
[00:57:04.160 --> 00:57:07.840]   This is by way of again,
[00:57:07.840 --> 00:57:11.320]   a refresher on core concepts and supervised learning,
[00:57:11.320 --> 00:57:13.720]   and really getting you to think about transformers.
[00:57:13.720 --> 00:57:16.280]   Although we're not going to constrain the solution that you
[00:57:16.280 --> 00:57:19.400]   offer for your original system.
[00:57:19.600 --> 00:57:27.360]   Our second major theme will be retrieval augmented in context learning.
[00:57:27.360 --> 00:57:33.440]   A topic that I would not even have dreamt of five years ago,
[00:57:33.440 --> 00:57:36.120]   and seemed kind of infeasible three years ago,
[00:57:36.120 --> 00:57:38.960]   and that we first did two years- one year ago?
[00:57:38.960 --> 00:57:41.720]   Oh goodness. I think this is only the second time,
[00:57:41.720 --> 00:57:46.520]   but I had to redo it entirely because things have changed so much.
[00:57:46.520 --> 00:57:48.760]   Here's the idea.
[00:57:48.760 --> 00:57:53.520]   We have two characters so far in our kind of emerging narrative for NLU.
[00:57:53.520 --> 00:57:57.840]   On the one hand, we have this approach that I'm going to call LLMs for everything,
[00:57:57.840 --> 00:58:00.120]   large language models for everything.
[00:58:00.120 --> 00:58:02.560]   You input some kind of question.
[00:58:02.560 --> 00:58:04.600]   Here I've chosen a very complicated question.
[00:58:04.600 --> 00:58:10.600]   Which MVP of a game red flaherty umpired was elected to the baseball hall of fame?
[00:58:10.600 --> 00:58:15.120]   Hats off to you if you know that the answer is Sandy Koufax.
[00:58:15.120 --> 00:58:20.840]   Um, the LLMs for everything approach is that you just type that question in,
[00:58:20.840 --> 00:58:23.000]   and the model gives you an answer.
[00:58:23.000 --> 00:58:26.320]   And hopefully you're happy with the answer.
[00:58:26.320 --> 00:58:28.960]   The other character that I'm going to introduce
[00:58:28.960 --> 00:58:31.720]   here is what I'm going to call retrieval augmented.
[00:58:31.720 --> 00:58:34.180]   So I have the same question at the top here,
[00:58:34.180 --> 00:58:36.040]   except now this is going to proceed differently.
[00:58:36.040 --> 00:58:39.840]   The first thing that we will do is take some large language model and
[00:58:39.840 --> 00:58:44.880]   encode that query into some numerical representation.
[00:58:44.880 --> 00:58:46.600]   That's sort of familiar.
[00:58:46.600 --> 00:58:50.520]   The new piece is that we're going to also have a knowledge store,
[00:58:50.520 --> 00:58:55.520]   which you could think of as an old-fashioned web index, right?
[00:58:55.520 --> 00:58:58.520]   Just a knowledge store of documents with
[00:58:58.520 --> 00:59:01.280]   the modern twist that now all of the documents
[00:59:01.280 --> 00:59:04.120]   are also represented by large language models.
[00:59:04.120 --> 00:59:09.280]   But fundamentally, this is an index of a sort that drives all web search right now.
[00:59:09.280 --> 00:59:12.040]   We can score documents with respect to
[00:59:12.040 --> 00:59:15.080]   queries on the basis of these numerical representations.
[00:59:15.080 --> 00:59:16.400]   And if we want to,
[00:59:16.400 --> 00:59:19.200]   we can reproduce the classic search experience.
[00:59:19.200 --> 00:59:23.920]   Here I've got a ranked list of documents that came back from my query,
[00:59:23.920 --> 00:59:28.400]   just like when you do Google as of the last time I googled.
[00:59:28.400 --> 00:59:30.760]   But in this mode, we can continue, right?
[00:59:30.760 --> 00:59:33.080]   We can have another language model slurp up
[00:59:33.080 --> 00:59:37.520]   those retrieved documents and synthesize them into an answer.
[00:59:37.520 --> 00:59:39.160]   And so here at the bottom I've got,
[00:59:39.160 --> 00:59:41.400]   it's kind of small, but it's the same answer over here.
[00:59:41.400 --> 00:59:44.600]   Although notably, this answer is now decorated with
[00:59:44.600 --> 00:59:48.320]   links that would allow you the user to track back to
[00:59:48.320 --> 00:59:52.280]   what documents actually provided that evidence.
[00:59:52.280 --> 00:59:53.920]   Whereas on the left,
[00:59:53.920 --> 00:59:56.400]   who knows where that information came from?
[00:59:56.400 --> 00:59:59.720]   And that's kind of what we were already grappling with.
[00:59:59.720 --> 01:00:04.280]   This is an important societal need because this is taking over web search.
[01:00:04.280 --> 01:00:06.680]   What are our goals for this kind of model here?
[01:00:06.680 --> 01:00:09.360]   So first, we want synthesis fluency, right?
[01:00:09.360 --> 01:00:12.160]   We want to be able to take information from
[01:00:12.160 --> 01:00:15.840]   multiple documents and synthesize it down into a single answer.
[01:00:15.840 --> 01:00:17.080]   And I think both of
[01:00:17.080 --> 01:00:20.480]   the approaches that I just showed you are going to do really well on that.
[01:00:20.480 --> 01:00:23.000]   We also need these models to be efficient,
[01:00:23.000 --> 01:00:27.480]   to be updatable because the world is changing all the time.
[01:00:27.480 --> 01:00:32.360]   We need it to track provenance and maybe invoke something like factuality.
[01:00:32.360 --> 01:00:35.840]   But certainly provenance, we need to know where the information came from.
[01:00:35.840 --> 01:00:37.640]   And we need some safety and security.
[01:00:37.640 --> 01:00:40.840]   We need to know that the model won't produce private information.
[01:00:40.840 --> 01:00:43.440]   And we might need to restrict access to parts of
[01:00:43.440 --> 01:00:45.760]   the model's knowledge to different groups like
[01:00:45.760 --> 01:00:49.640]   different customers or different people with different privileges and so forth.
[01:00:49.640 --> 01:00:51.920]   That's what we're going to need if we're really going to
[01:00:51.920 --> 01:00:55.080]   deploy these models out into the world.
[01:00:55.080 --> 01:00:58.400]   As I said, I think both of the approaches that I sketched do well on
[01:00:58.400 --> 01:01:02.200]   the synthesis part because they both use a language model and those are really good.
[01:01:02.200 --> 01:01:04.800]   They all have the gift of GAB, so to speak.
[01:01:04.800 --> 01:01:06.560]   What about efficiency?
[01:01:06.560 --> 01:01:09.200]   On the LLM for everything approach,
[01:01:09.200 --> 01:01:13.040]   we had this undeniable rise in model size.
[01:01:13.040 --> 01:01:17.200]   And I pointed out models like Alpaca that are smaller.
[01:01:17.200 --> 01:01:21.280]   But I strongly suspect that if we are going to continue to ask
[01:01:21.280 --> 01:01:26.600]   these models to be both a knowledge store and a language capability,
[01:01:26.600 --> 01:01:30.160]   we're going to be dealing with these really large models.
[01:01:30.160 --> 01:01:34.520]   The hope of the retrieval augmented approach is that we
[01:01:34.520 --> 01:01:36.720]   could get by with the smaller models.
[01:01:36.720 --> 01:01:40.120]   And the reason we could do that is that we're going to factor out
[01:01:40.120 --> 01:01:44.520]   the knowledge store into that index and the language capability,
[01:01:44.520 --> 01:01:45.960]   which is going to be the language model.
[01:01:45.960 --> 01:01:48.840]   The only thing we're going to be asking the language model
[01:01:48.840 --> 01:01:51.880]   is to be good at that kind of in-context learning.
[01:01:51.880 --> 01:01:55.520]   It doesn't need to also store a full model of the world.
[01:01:55.520 --> 01:01:58.720]   And I think that means that these models could be smaller.
[01:01:58.720 --> 01:02:03.320]   So overall, a big gain in efficiency if we go retrieval augmented.
[01:02:03.320 --> 01:02:04.840]   People will make progress,
[01:02:04.840 --> 01:02:07.280]   but I think it's going to be tense.
[01:02:07.280 --> 01:02:09.440]   What about updatability?
[01:02:09.440 --> 01:02:11.520]   Again, this is a problem that people are working on
[01:02:11.520 --> 01:02:14.720]   very concertedly for the LLMs for everything approach.
[01:02:14.720 --> 01:02:19.640]   But these models persist in giving outdated answers to questions.
[01:02:19.640 --> 01:02:22.920]   And one pattern you see is that there's a lot of progress where you could like
[01:02:22.920 --> 01:02:24.380]   edit a model so that it gives
[01:02:24.380 --> 01:02:27.280]   the correct answer to who is the president of the US.
[01:02:27.280 --> 01:02:29.720]   But then you ask it about something related to
[01:02:29.720 --> 01:02:34.080]   the family of the president and it reveals that it has
[01:02:34.080 --> 01:02:37.520]   outdated information stored in its parameters and that's
[01:02:37.520 --> 01:02:41.280]   because all of this information is interconnected and we don't at
[01:02:41.280 --> 01:02:46.720]   the present moment know how to reliably do that kind of systematic editing.
[01:02:46.720 --> 01:02:49.720]   Okay. On the retrieval augmented approach,
[01:02:49.720 --> 01:02:52.040]   we just re-index our data.
[01:02:52.040 --> 01:02:53.960]   If the world changes,
[01:02:53.960 --> 01:02:58.280]   we assume that the knowledge store changed like somebody updated a Wikipedia page.
[01:02:58.280 --> 01:03:02.720]   So we represent all the documents again or at least just the ones that changed.
[01:03:02.720 --> 01:03:06.560]   And now we have a lot of guarantees that as that propagates forward into
[01:03:06.560 --> 01:03:09.920]   the retrieved results which are consumed by the language model,
[01:03:09.920 --> 01:03:14.000]   it will reflect the changes we made to the underlying database in
[01:03:14.000 --> 01:03:19.000]   exactly the same way that a web search index is updated now.
[01:03:19.000 --> 01:03:22.960]   Right. One forward pass of the large language model
[01:03:22.960 --> 01:03:26.640]   compared to maybe training from scratch over here on
[01:03:26.640 --> 01:03:31.480]   new data to get an absolute guarantee that the change will propagate.
[01:03:31.480 --> 01:03:33.280]   What about provenance?
[01:03:33.280 --> 01:03:35.320]   Okay. We have seen this already,
[01:03:35.320 --> 01:03:37.760]   this problem here. LLMs for everything.
[01:03:37.760 --> 01:03:42.400]   I asked GPT-3, the DaVinci 3 model,
[01:03:42.400 --> 01:03:44.400]   my question, are professional baseball players
[01:03:44.400 --> 01:03:46.600]   allowed to glue small wings onto their caps?
[01:03:46.600 --> 01:03:49.160]   But I kind of cut it off but at the top there I said,
[01:03:49.160 --> 01:03:53.320]   provide me some links to the evidence.
[01:03:53.320 --> 01:03:56.080]   And it dutifully provided the links,
[01:03:56.080 --> 01:03:57.960]   but none of the links are real.
[01:03:57.960 --> 01:04:00.360]   If you copy them out and follow them,
[01:04:00.360 --> 01:04:02.480]   they all go to 404 pages.
[01:04:02.480 --> 01:04:07.680]   And I think that this is worse than providing no links at all because I'm
[01:04:07.680 --> 01:04:10.680]   attuned as a human in the current moment
[01:04:10.680 --> 01:04:12.880]   to see links and think they're probably evidence,
[01:04:12.880 --> 01:04:15.240]   and I don't follow all the links.
[01:04:15.240 --> 01:04:17.680]   And here you might look and say, "Oh yeah,
[01:04:17.680 --> 01:04:21.440]   I see it found the relevant MLB pages and that's it."
[01:04:21.440 --> 01:04:25.360]   Right. Over here, the kind of the point of
[01:04:25.360 --> 01:04:27.320]   this is that we are first doing
[01:04:27.320 --> 01:04:30.560]   a search phase where we're actually linked back to documents.
[01:04:30.560 --> 01:04:34.120]   And then we just need to solve the interesting non-trivial question
[01:04:34.120 --> 01:04:37.520]   of how to link those documents into the synthesized answer.
[01:04:37.520 --> 01:04:41.560]   But all of the information we need is right there on the screen for us.
[01:04:41.560 --> 01:04:44.320]   And so this feels like a relatively tractable problem
[01:04:44.320 --> 01:04:47.280]   compared to what we are faced with on the left.
[01:04:47.280 --> 01:04:52.440]   I will say, I've been just amazed at the rollout,
[01:04:52.440 --> 01:04:55.000]   especially of the Bing search engine,
[01:04:55.000 --> 01:04:57.960]   which now incorporates OpenAI models at some level.
[01:04:57.960 --> 01:05:01.800]   Because it is clear that it is doing web search, right?
[01:05:01.800 --> 01:05:04.640]   Because it's got information that comes from documents that
[01:05:04.640 --> 01:05:08.200]   only appeared on the web days before your query.
[01:05:08.200 --> 01:05:13.280]   But what it's doing with that information seems completely chaotic to me.
[01:05:13.280 --> 01:05:17.440]   So that it's kind of just getting mushed in with whatever else the model is doing,
[01:05:17.440 --> 01:05:24.080]   and you get this unpredictable combination of things that are grounded in documents,
[01:05:24.080 --> 01:05:26.320]   and things that are completely fabricated.
[01:05:26.320 --> 01:05:28.920]   And again, I maintain this is worse than just giving
[01:05:28.920 --> 01:05:33.120]   an answer with no evidence attached to it.
[01:05:33.120 --> 01:05:37.920]   I don't know why these companies are not simply doing the retrieval augmented thing,
[01:05:37.920 --> 01:05:39.640]   but I'm sure they are going to wise up,
[01:05:39.640 --> 01:05:43.800]   and maybe your research could help them wise up a little bit about this.
[01:05:43.800 --> 01:05:45.880]   Finally, safety and security.
[01:05:45.880 --> 01:05:47.240]   This is relatively straightforward.
[01:05:47.240 --> 01:05:48.680]   On the LLMs for everything approach,
[01:05:48.680 --> 01:05:51.920]   we have a pressing problem, privacy challenges.
[01:05:51.920 --> 01:05:55.560]   We know that those models can memorize long strings in their training data,
[01:05:55.560 --> 01:05:59.600]   and that could include some very particular information about one of us,
[01:05:59.600 --> 01:06:01.160]   and that should be worrying us.
[01:06:01.160 --> 01:06:06.080]   We have no known way with a language model to compartmentalize LLM capabilities,
[01:06:06.080 --> 01:06:09.640]   and say like, you can see this kind of result and you cannot.
[01:06:09.640 --> 01:06:15.680]   And similarly, we have no known way to restrict access to part of an LLMs capabilities.
[01:06:15.680 --> 01:06:18.400]   They just produce things based on their prompts,
[01:06:18.400 --> 01:06:21.240]   and you could try to have some prompt tuning that would tell them for
[01:06:21.240 --> 01:06:24.040]   this kind of person or setting do this and not that,
[01:06:24.040 --> 01:06:26.800]   but nobody could guarantee that that would succeed.
[01:06:26.800 --> 01:06:31.120]   Whereas, for the retrieval augmented approach, again,
[01:06:31.120 --> 01:06:34.680]   we're thinking about accessing information from an index,
[01:06:34.680 --> 01:06:39.840]   and access restrictions on an index is an old problem by now.
[01:06:39.840 --> 01:06:41.440]   Again, I don't want to say solved,
[01:06:41.440 --> 01:06:45.600]   but something that a lot of people have tackled for decades now,
[01:06:45.600 --> 01:06:48.160]   and so we can offer something like guarantees,
[01:06:48.160 --> 01:06:52.640]   just from the fact that we have a separated knowledge store.
[01:06:52.640 --> 01:06:56.040]   Again, my smiley face.
[01:06:56.040 --> 01:06:58.000]   You can see where my feelings are.
[01:06:58.000 --> 01:07:00.200]   For the LLMs for everything approach,
[01:07:00.200 --> 01:07:02.960]   people are working on these problems and it's very exciting,
[01:07:02.960 --> 01:07:04.520]   and if you want a challenge,
[01:07:04.520 --> 01:07:07.340]   take up one of these challenges here.
[01:07:07.340 --> 01:07:09.640]   But over here on the retrieval augmented side,
[01:07:09.640 --> 01:07:11.800]   I think we have lots of reasons to think.
[01:07:11.800 --> 01:07:13.760]   It's not that they're completely solved,
[01:07:13.760 --> 01:07:16.360]   it's just that we can see the path to solving them,
[01:07:16.360 --> 01:07:19.600]   and this feels very urgent to me because of how
[01:07:19.600 --> 01:07:22.960]   suddenly this kind of technology is being deployed in
[01:07:22.960 --> 01:07:24.760]   a very user-facing way for one of
[01:07:24.760 --> 01:07:28.200]   the core things we do in society, which is web search.
[01:07:28.200 --> 01:07:32.280]   So it's an urgent thing that we get good at this.
[01:07:32.280 --> 01:07:35.480]   Final things I want to say about this.
[01:07:35.480 --> 01:07:37.720]   So until recently,
[01:07:37.720 --> 01:07:41.040]   the way you would do even the retrieval augmented thing would be that you would
[01:07:41.040 --> 01:07:44.560]   have your index and then you might
[01:07:44.560 --> 01:07:48.040]   train a custom purpose model to do the question answering part,
[01:07:48.040 --> 01:07:50.840]   and it could extract things from the text that you produced,
[01:07:50.840 --> 01:07:54.400]   or maybe even generate some new things from the text that you produced.
[01:07:54.400 --> 01:07:58.880]   That's the mode that I mentioned before where you'd have some language models,
[01:07:58.880 --> 01:08:00.880]   maybe a few of them, and you'd have an index,
[01:08:00.880 --> 01:08:04.480]   and you would stitch them together into a question answering system
[01:08:04.480 --> 01:08:07.960]   that you would probably train on question answering data,
[01:08:07.960 --> 01:08:10.120]   and you would hope that this whole big monster may be
[01:08:10.120 --> 01:08:14.520]   fine-tuned on squad or natural questions or one of those datasets,
[01:08:14.520 --> 01:08:19.440]   gave you a general purpose question answering capability.
[01:08:19.440 --> 01:08:24.320]   That's the present, but I think it might actually be the recent past.
[01:08:24.320 --> 01:08:28.960]   In fact, the way that you all will probably work when we do this unit,
[01:08:28.960 --> 01:08:30.740]   and certainly for the homework,
[01:08:30.740 --> 01:08:33.880]   is that we will just have frozen components.
[01:08:33.880 --> 01:08:39.120]   This starts from the observation that the retriever model is really just a model that
[01:08:39.120 --> 01:08:42.920]   takes in text and produces text with scores,
[01:08:42.920 --> 01:08:49.880]   and a language model is also a device for taking in text and producing text with scores.
[01:08:49.880 --> 01:08:51.880]   These are when these are frozen components,
[01:08:51.880 --> 01:08:55.960]   you can think of them as just black box devices that do this input-output thing,
[01:08:55.960 --> 01:08:58.680]   and then you get into the intriguing mode of asking,
[01:08:58.680 --> 01:09:01.600]   but what if we had them just talk to each other?
[01:09:01.600 --> 01:09:04.760]   That is what you will do for the homework and bake-off.
[01:09:04.760 --> 01:09:08.640]   You will have frozen retriever and a frozen large language model,
[01:09:08.640 --> 01:09:11.760]   and you will get them to work together to
[01:09:11.760 --> 01:09:16.080]   solve a very difficult open domain question answering problem.
[01:09:16.080 --> 01:09:21.640]   That's pushing us into a new mode for even thinking about how we design AI systems,
[01:09:21.640 --> 01:09:24.080]   where it's not so much about fine-tuning,
[01:09:24.080 --> 01:09:27.360]   it's much more about getting them to communicate with each other
[01:09:27.360 --> 01:09:31.880]   effectively to design a system from frozen components.
[01:09:31.880 --> 01:09:36.760]   Again, unanticipated at least by me as of a few years ago,
[01:09:36.760 --> 01:09:39.920]   and now an exciting new direction.
[01:09:39.920 --> 01:09:41.920]   So just to wrap up,
[01:09:41.920 --> 01:09:45.000]   I think what I'll do since we're near the end of the- of class here,
[01:09:45.000 --> 01:09:46.840]   I'll just finish up this one unit,
[01:09:46.840 --> 01:09:50.200]   and then we'll use some of our time next time to introduce a few other of
[01:09:50.200 --> 01:09:55.520]   these course themes and that'll set us up well for diving into transformers.
[01:09:55.520 --> 01:09:57.840]   Final piece here just to inspire you,
[01:09:57.840 --> 01:10:02.640]   few-shot open QA is kind of the task that you will tackle for homework two.
[01:10:02.640 --> 01:10:04.400]   And here's how you could think about this.
[01:10:04.400 --> 01:10:06.200]   Imagine that the question has come in,
[01:10:06.200 --> 01:10:08.280]   what is the course to take?
[01:10:08.280 --> 01:10:12.920]   The most standard thing we could do is just prompt the language model with that question,
[01:10:12.920 --> 01:10:17.320]   what- what is the course to take down here and see what answer it gave back, right?
[01:10:17.320 --> 01:10:20.680]   But the retrieval augmented insight is that we
[01:10:20.680 --> 01:10:23.880]   might also retrieve some kind of passage from a knowledge store.
[01:10:23.880 --> 01:10:25.440]   Here I have a very short passage.
[01:10:25.440 --> 01:10:28.100]   The course to take is natural language understanding,
[01:10:28.100 --> 01:10:31.160]   and that could be done with a retrieval mechanism.
[01:10:31.160 --> 01:10:33.180]   But why stop there?
[01:10:33.180 --> 01:10:37.480]   It might help the model as we saw going back to the GPT-3 paper to
[01:10:37.480 --> 01:10:41.960]   have some examples of the kind of behavior that I'm hoping to get from the model.
[01:10:41.960 --> 01:10:44.800]   And so here I have retrieved from some dataset,
[01:10:44.800 --> 01:10:49.400]   question-answer pairs that will kind of give it a sense for what I want it to do in the end.
[01:10:49.400 --> 01:10:51.360]   But again, why stop there?
[01:10:51.360 --> 01:10:57.840]   We could also pick questions that were based very closely on the question that we posed.
[01:10:57.840 --> 01:11:01.160]   That would be like k-nearest neighbors approach where we use
[01:11:01.160 --> 01:11:06.220]   our retrieval mechanism to find similar questions to the one that we care about.
[01:11:06.220 --> 01:11:11.200]   I could also add in some context passages and I could do that by retrieval.
[01:11:11.200 --> 01:11:14.500]   So now we've used the retrieval model twice potentially,
[01:11:14.500 --> 01:11:19.460]   once to get good demonstrations and once to provide context for each one of them.
[01:11:19.460 --> 01:11:23.860]   But I could also use my retrieval mechanism with the questions and answers from
[01:11:23.860 --> 01:11:26.460]   the demonstration to get even richer connections
[01:11:26.460 --> 01:11:29.440]   between my demonstrations and the passages.
[01:11:29.440 --> 01:11:34.500]   I could even use a language model to rewrite aspects of those demonstrations to put them
[01:11:34.500 --> 01:11:39.020]   in a format that might help me with the final question that I want to pose.
[01:11:39.020 --> 01:11:42.120]   So now I have an interwoven use of
[01:11:42.120 --> 01:11:47.540]   the retrieval mechanism and the large language model to build up this prompt.
[01:11:47.540 --> 01:11:49.380]   Down at the retrieval thing,
[01:11:49.380 --> 01:11:50.900]   I could do the same thing.
[01:11:50.900 --> 01:11:54.140]   And then when you think about the model generation, again,
[01:11:54.140 --> 01:11:57.100]   we could just take the top response from the model,
[01:11:57.100 --> 01:12:04.140]   but we can do very sophisticated things on up to this full retrieval augmented generation model,
[01:12:04.140 --> 01:12:08.460]   which essentially marginalizes out the evidence passage and gives us
[01:12:08.460 --> 01:12:11.640]   a really powerful look at a good answer conditional
[01:12:11.640 --> 01:12:15.540]   on that very complicated prompt that we constructed.
[01:12:15.540 --> 01:12:20.780]   I think what you're seeing on the left here is that we are going to move from an era where
[01:12:20.780 --> 01:12:25.060]   we just type in prompts into these models and hope for the best,
[01:12:25.060 --> 01:12:31.060]   into an era where prompt construction is a kind of new programming mode,
[01:12:31.060 --> 01:12:33.740]   where you're writing down computer code,
[01:12:33.740 --> 01:12:35.200]   could be Python code,
[01:12:35.200 --> 01:12:37.740]   that is doing traditional computing things,
[01:12:37.740 --> 01:12:43.640]   but also drawing on very powerful pre-trained components to assemble
[01:12:43.640 --> 01:12:50.340]   this kind of instruction kit for your large language model to do whatever task you have set for it.
[01:12:50.340 --> 01:12:53.340]   And so instead of designing these AI systems with
[01:12:53.340 --> 01:12:55.740]   all that fine-tuning I described before,
[01:12:55.740 --> 01:12:58.980]   we might actually be moving back into a mode that's like
[01:12:58.980 --> 01:13:03.260]   that symbolic mode from the '80s where you type in a computer program.
[01:13:03.260 --> 01:13:06.900]   It's just that now the program that you type in is
[01:13:06.900 --> 01:13:11.580]   connected to these very powerful modern AI components.
[01:13:11.580 --> 01:13:14.700]   And we're seeing right now that that is
[01:13:14.700 --> 01:13:18.540]   opening doors to all kinds of new capabilities for these systems.
[01:13:18.540 --> 01:13:23.140]   And this first homework and bake-off is going to give you a glimpse of that.
[01:13:23.140 --> 01:13:25.420]   And you're going to use a programming model we've
[01:13:25.420 --> 01:13:28.460]   developed called demonstrate-search-predict that I
[01:13:28.460 --> 01:13:32.340]   hope will give you a glimpse of just how powerful this can be.
[01:13:32.340 --> 01:13:39.980]   All right. We are out of time, right? 420?
[01:13:39.980 --> 01:13:43.660]   So next time I'll show you a few more units from the course,
[01:13:43.660 --> 01:13:46.660]   and then we'll dive into transformers.
[01:13:46.660 --> 01:13:56.660]   [BLANK_AUDIO]

