
[00:00:00.040 --> 00:00:09.280]   ACC
[02:48:36.640 --> 02:48:38.640]   So I got in very early on.
[02:48:38.640 --> 02:48:40.640]   And I just kept saying, she's like, well, we're going to do this, we're going to do this.
[02:48:40.640 --> 02:48:42.640]   And I just kept saying, she's like, well, we're going to do this, we're going to do this.
[02:48:42.640 --> 02:48:42.640]   I was like, wait, wait, wait, wait, wait, don't, we should both want this to be fair, done properly.
[02:48:42.640 --> 02:48:44.640]   I was like, wait, wait, wait, wait, wait, don't, we should both want this to be fair, done properly.
[02:48:45.180 --> 02:49:10.680]   Like, there's an expert, a well-respected expert who's a clinical psychologist whose job is to, they're validation experts.
[02:49:10.680 --> 02:49:12.680]   So their job is to interview a child.
[02:49:12.680 --> 02:49:13.680]   They record the interviews with a hidden camera so that everyone can see they didn't ask suggestive questioning.
[02:49:13.680 --> 02:49:14.680]   They're very stringent standards that they follow to prevent suggestive questioning or any of those kinds of things.
[02:49:14.680 --> 02:49:14.680]   And I was saying, you know, I was in a position where I was trying to get a little bit of privacy, and I was saying, well, I'm not sure what I was doing, I'm not sure what I was doing, but I was talking about the fact that I was doing it.
[02:49:14.700 --> 02:49:20.720]   I was saying, listen, no, no one should be interviewing this child other than this person who's a neutral, qualified person.
[02:49:20.720 --> 02:49:24.720]   And I kept saying to the other side, like, wait, you know, you're, see, this is the problem.
[02:49:24.720 --> 02:49:25.720]   Like, you want to win.
[02:49:25.720 --> 02:49:26.720]   You're a lawyer.
[02:49:26.720 --> 02:49:27.720]   You want to win.
[02:49:27.720 --> 02:49:28.720]   I want to win too, right?
[02:49:28.720 --> 02:49:29.720]   But, but, but we want to win fair.
[02:49:29.720 --> 02:49:30.720]   Like, that's like saying, you know, I'm going into a boxing match.
[02:49:30.720 --> 02:49:31.720]   I want to win.
[02:49:31.720 --> 02:49:32.720]   So if the referee's looking to the side, I'm going to kick the guy in the nuts.
[02:49:32.720 --> 02:49:33.720]   Like, okay, then, then you might have won, but you didn't win boxing.
[02:49:33.720 --> 02:49:34.720]   You won some other thing.
[02:49:34.760 --> 02:49:44.600]   iş face think care
[02:49:44.600 --> 02:50:03.640]   The Box The C투 don and in, and, and,gy, dit,
[02:50:03.680 --> 02:50:14.360]   that that's antagonistic t.
[02:50:14.360 --> 02:50:19.360]   Like we, we always treat dandruff with decapitation in this culture, and I don't understand it.
[02:50:19.360 --> 02:50:21.240]   And that's what I like about the law.
[02:50:21.240 --> 02:50:25.640]   The law, there's rules there's an, and there's rules about procedure.
[02:50:25.640 --> 02:50:30.960]   And so that's, that's our job is to bring out the truth using the rules and the procedure.
[02:50:30.960 --> 02:50:32.040]   And I, I love that job.
[02:50:32.040 --> 02:50:32.600]   But
[02:50:32.600 --> 02:50:33.600]   Still, there's,
[02:50:33.600 --> 02:51:03.600]   and I, I love that job.
[02:51:03.600 --> 02:51:03.600]   But still, there's rules about procedure.
[02:51:03.600 --> 02:51:03.620]   But still, there's rules about procedure.
[02:51:03.620 --> 02:51:03.620]   It's not like we're doing it.
[02:51:03.620 --> 02:51:03.620]   Yeah.
[02:51:03.620 --> 02:51:03.620]   Yeah.
[02:51:03.620 --> 02:51:03.620]   Yeah.
[02:51:03.620 --> 02:51:03.620]   Yeah.
[02:51:03.620 --> 02:51:03.640]   So, yeah, that's what I think.
[02:51:03.640 --> 02:51:03.640]   So, yeah, that's what I think.
[02:51:03.680 --> 02:51:33.660]   So, yeah, that's what I think.
[02:51:33.700 --> 02:51:36.900]  實
[02:51:36.900 --> 02:51:45.060]   made,,,
[02:51:45.060 --> 02:52:02.300]   gent I I represent at work it was bean� sheet � � 72기도 for justGA en concentrate ik of Appro International coaching the G, I, but, I,hhhh, of, talk, de,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, sum I'm a good Mu some spin accomplish the may de i'm that I'm a aired but HEC. erG.anco Dude that trunk the Scroll the закон that buy PiF likeG't donív YogaC "... CreatG aired АG jeunes SEÑGuard e SchG cannot provides Massen
[02:52:02.340 --> 02:52:30.760]   is
[02:53:01.460 --> 02:53:01.900]   I don't want to admit that you slept with an adult woman. By the way, it would have been good for your case. It would have been good for your case for you to say, yeah, I slept with her because I like sleeping with adult women. That's how I am. I don't sleep with children, much less my own. You know, so so why would you lie?
[02:53:01.900 --> 02:53:01.900]   I don't want that to come out. I said, right, but now you're a liar. Like, did you molest your child? Because if the answer to that is no, and now you destroyed your credibility because you didn't want to admit that you slept with an adult woman. By the way, it would have been good for your case. It would have been good for your case for you to say, yeah, I slept with her because I like sleeping with adult women. That's how I am. I don't sleep with children, much less my own. You know, so so why would you lie?
[02:53:31.920 --> 02:53:31.920]   I don't sleep with children, much less my own. You know, so so why would you lie?
[02:53:31.920 --> 02:53:31.920]   I don't sleep with children, much less my own. You know, so so why would you lie?
[02:53:31.920 --> 02:53:31.920]   I don't sleep with children, much less my own. You know, so so why would you lie?
[02:53:31.920 --> 02:53:31.920]   I don't sleep with children, much less my own. You know, so so why would you lie?
[02:53:31.920 --> 02:53:31.920]   I don't sleep with children, much less my own. You know, so so why would you lie?
[02:53:31.960 --> 02:54:01.940]  , why would you lie? I don't sleep with children, much less my own. You know, so why would you lie?
[02:54:01.940 --> 02:54:01.940]   I don't sleep with children, much less my own. You know, so why would you lie?
[02:54:01.940 --> 02:54:01.940]   I don't sleep with children, much less my own. You know, so why would you lie?
[02:54:01.960 --> 02:54:31.960]   I don't sleep with children, much less my own. You know, so why would you lie?
[02:54:31.960 --> 02:54:31.960]   I don't sleep with children, much less my own. You know, so why would you lie?
[02:54:31.960 --> 02:54:31.960]   I don't sleep with children, much less my own. You know, so why would you lie?
[02:54:31.960 --> 02:54:31.960]   I don't sleep with children, much less my own. You know, so why would you lie?
[02:54:31.960 --> 02:54:31.960]   I don't sleep with children, much less my own. You know, so why would you lie?
[02:54:31.960 --> 02:54:31.960]   I don't sleep with children, much less my own. You know, so why would you lie?
[02:54:31.960 --> 02:54:31.960]   I don't sleep with children, much less my own. You know, so why would you lie?
[02:54:31.960 --> 02:54:31.960]   I don't sleep with children, much less my own. You know, so why would you lie?
[02:54:31.960 --> 02:54:31.960]   I don't sleep with children, much less my own. You know, so why would you lie?
[02:54:32.000 --> 02:55:01.980]  ,
[02:55:01.980 --> 02:55:01.980]   I don't sleep with children, much less my own. You know, so why would you lie?
[02:55:01.980 --> 02:55:01.980]   I don't sleep with children, much less my own. You know, so why would you lie?
[02:55:01.980 --> 02:55:01.980]   I don't sleep with children, much less my own. You know, so why would you lie?
[02:55:01.980 --> 02:55:01.980]   I don't sleep with children, much less my own. You know, so why would you lie?
[02:55:01.980 --> 02:55:01.980]   I don't sleep with children, much less my own. You know, so why would you lie?
[02:55:02.000 --> 02:55:32.000]   I don't sleep with children, much less my own. You know, so why would you lie?
[02:55:32.000 --> 02:55:32.000]   I don't sleep with children, much less my own. You know, so why would you lie?
[02:55:32.000 --> 02:55:32.000]   You know, so why would you lie?
[02:55:32.000 --> 02:55:32.000]   You know, so why would you lie?
[02:55:32.000 --> 02:55:32.000]   You know, so why would you lie?
[02:55:32.000 --> 02:55:32.000]   Like I spent $15,000 and I feel absolutely nothing different.
[02:55:32.000 --> 02:55:32.000]   Like I spent $15,000 and I feel absolutely nothing different.
[02:55:32.000 --> 02:55:32.000]   Like I spent $15,000 and I feel absolutely nothing different. My piano does but I don't.
[02:55:32.000 --> 02:55:32.000]   Like I spent $15,000 and I feel absolutely nothing different. My piano does but I don't.
[02:55:32.000 --> 02:55:32.000]   Like I spent $15,000 and I feel absolutely nothing different. My piano does but I don't.
[02:55:32.020 --> 02:56:02.020]  ,
[02:56:02.060 --> 02:56:08.420]   hard
[02:56:08.420 --> 02:56:30.080]   de,理...
[02:56:30.200 --> 02:56:39.820]  つ
[02:56:39.820 --> 02:56:40.500]   me. I have a
[02:57:00.060 --> 02:57:29.860]   ado. I'm not accusing you. I'm just trying to like we get a reputation divorce lawyers as amping up a conflict because we get paid for the conflict. Right. So like if you get paid by the bullet, you're going to start a lot of gunfights. Right. It doesn't really work that way with most good divorce lawyers. Like there are plenty of people that are bad lawyers as well.
[02:57:29.860 --> 02:57:29.880]   I'm not accusing you. I'm just trying to like we get a reputation divorce lawyers as amping up a conflict because we get paid for the conflict. Right. So like if you get paid by the bullet, you're going to start a lot of gunfights. Right. It doesn't really work that way with most good divorce lawyers. Like there are plenty of people that are bad lawyers as well.
[02:57:29.900 --> 02:57:59.900]   And they stoke up conflict because it jacks up fees. They usually don't do well. They don't build a successful career because you live and die by your reputation.
[02:57:59.900 --> 02:57:59.900]   Yes, reputation is everything.
[02:57:59.900 --> 02:57:59.900]   But good lawyers, like good experienced divorce lawyers, we do the whole, you know, hey listen, you're going to say this, I'm going to say this, you're going to do this, I'm going to do this. This is what, let's skip it. We're going to end up here. You know, we got Judge Blub of Law and you know what he's going to do. He's going to go right here. So why don't we just agree right now to X, Y, Z. Sounds good.
[02:57:59.900 --> 02:57:59.900]   Right.
[02:57:59.900 --> 02:57:59.900]   Right.
[02:57:59.900 --> 02:57:59.900]   Right.
[02:57:59.940 --> 02:58:29.920]   Right.
[02:58:29.920 --> 02:58:59.940]   Right.
[02:58:59.940 --> 02:58:59.940]   Right.
[02:58:59.940 --> 02:58:59.940]   Right.
[02:58:59.940 --> 02:59:29.960]   Right.
[02:59:29.960 --> 02:59:29.960]   Right.
[02:59:29.960 --> 02:59:29.960]   Right.
[02:59:30.780 --> 02:59:59.980]   Right.
[02:59:59.980 --> 02:59:59.980]   Right.
[02:59:59.980 --> 02:59:59.980]   Right.
[03:00:00.800 --> 03:00:30.000]   Right.
[03:00:30.000 --> 03:00:52.080]   Right.
[03:00:52.080 --> 03:00:52.080]   Right.
[03:00:52.080 --> 03:00:52.120]   Right.
[03:00:52.120 --> 03:00:53.100]   Right.
[03:00:53.140 --> 03:01:03.400]   R
[03:01:46.820 --> 03:01:49.980]   I don't think there's any good to come of it. I think there is a to take it to the broader principle you just brought up. I think there is a lot of value in talking about your ex in a favorable way.
[03:01:49.980 --> 03:01:49.980]   I think there is a to take it to the broader principle you just brought up. I think there is a lot of value in talking about your ex in a favorable way. I think there is a lot of value in talking about your ex in a favorable way.
[03:02:50.980 --> 03:03:20.040]  obedience.com
[03:03:20.040 --> 03:03:20.040]   and you can find it at our website at www.thebronx.com
[03:03:20.040 --> 03:03:20.040]   and you can find it at our website at www.thebronx.com
[03:03:20.040 --> 03:03:20.040]   and you can find it at our website at www.thebronx.com
[03:03:20.040 --> 03:03:20.040]   and you can find it at our website at www.thebronx.com
[03:03:20.040 --> 03:03:20.040]   and you can find it at our website at www.thebronx.com
[03:03:20.040 --> 03:03:20.040]   and you can find it at our website at www.thebronx.com
[03:03:20.040 --> 03:03:20.040]   and you can find it at our website at www.thebronx.com
[03:03:20.040 --> 03:03:20.040]   and you can find it at our website at www.thebronx.com
[03:03:20.040 --> 03:03:20.040]   and you can find it at our website at www.thebronx.com
[03:03:20.060 --> 03:03:50.060]   and you can find it at our website at www.thebronx.com
[03:03:50.060 --> 03:03:50.060]   and you can find it at our website at www.thebronx.com
[03:03:50.060 --> 03:03:50.060]   and you can find it at our website at www.thebronx.com
[03:03:50.060 --> 03:03:50.060]   and you can find it at www.thebronx.com
[03:03:50.060 --> 03:03:50.060]   and you can find it at www.thebronx.com
[03:03:50.060 --> 03:03:50.060]   and you can find it at www.thebronx.com
[03:03:50.060 --> 03:03:50.060]   and you can find it at www.thebronx.com.com
[03:03:50.100 --> 03:04:01.000]   only
[03:04:01.000 --> 03:04:09.360]   cent but the,,,, 33
[03:04:09.360 --> 03:04:19.040]   dirty
[03:04:20.080 --> 03:04:29.280]  見
[03:04:29.280 --> 03:04:31.400]   over the better. I my
[03:04:31.400 --> 03:04:48.180]   12 seemed
[03:04:49.260 --> 03:04:56.300]   call
[03:04:56.300 --> 03:05:00.240]   made.'ll,
[03:05:36.980 --> 03:05:48.800]   and I'm sure that's burning you. You know, what's wrong with me? We don't know what's wrong with you. We're going to take you to the doctor and hopefully it's nothing serious. You won't die. Like you lie your kids all the time. You tell him that Santa Claus exists when he does whatever. So so to say I'm not going to lie to my kids. Like you lie to your kids all the time. You don't like your husband. That's okay. You don't like your ex husband, but it's their father. So just grin, you know. Oh, daddy took me to meet his new girlfriend, Kiki. Oh, that's nice. You guys have a good time. Good. All that. Yeah. And she helped me do my hair and she did my makeup.
[03:05:49.020 --> 03:06:16.240]   I mean, again, we kind of as a as a way bottom with that. He's like, he basically says never lie, but a little bullshit is okay. Sure. I mean, I'm very Tom waste that song lie to me. You got to lie to me, baby. I, you know, honestly, the funny thing Tom
[03:06:16.280 --> 03:06:23.460]   owe
[03:06:23.460 --> 03:06:26.220]   some, is,
[03:06:26.220 --> 03:06:26.380]   quer
[03:06:26.380 --> 03:06:26.980]   het I I I I I
[03:06:26.980 --> 03:06:29.740]   hull
[03:06:29.740 --> 03:06:43.420]  альным. -G, -, -, -, -, men won the Hub take the check the cl the vice the wh the within the co theります the wanted the live the rit the Z. I don需 the raj 결 the G. And, E. I don dean. I don. I, I think, I, I, the, ., e, ., ., ., ., ., ., ., ., ., ,, ..,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,, broken the하지got the set the違うond the personality
[03:06:43.420 --> 03:06:43.760]   compliment the
[03:06:43.760 --> 03:06:44.600]   during the because at one of the introduce the feels all explained the
[03:06:44.620 --> 03:07:12.200]   I would put Tom Waits,
[03:07:12.200 --> 03:07:12.200]   Cormac McCarthy,
[03:07:12.200 --> 03:07:12.200]   Maynard James Keenan.
[03:07:12.200 --> 03:07:12.200]   These are artists that
[03:07:12.200 --> 03:07:12.200]   I think they want the art
[03:07:12.200 --> 03:07:12.240]   to speak for itself.
[03:07:12.240 --> 03:07:12.400]   They would like to be
[03:07:12.400 --> 03:07:12.400]   the artist that
[03:07:12.400 --> 03:07:12.440]   speaks for itself.
[03:07:12.440 --> 03:07:12.480]   They would like to be
[03:07:12.480 --> 03:07:12.740]   the artist that
[03:07:12.740 --> 03:07:12.740]   speaks for itself.
[03:07:12.740 --> 03:07:13.040]   They would like to be
[03:07:13.040 --> 03:07:13.140]   the artist that
[03:07:13.140 --> 03:07:13.280]   speaks for itself.
[03:07:13.280 --> 03:07:13.280]   They would like to be
[03:07:13.280 --> 03:07:13.600]   the artist that
[03:07:13.600 --> 03:07:13.640]   speaks for itself.
[03:07:13.640 --> 03:07:13.880]   They would like to be
[03:07:13.880 --> 03:07:13.980]   the artist that
[03:07:13.980 --> 03:07:13.980]   speaks for itself.
[03:07:13.980 --> 03:07:14.200]   They would like to be
[03:07:14.200 --> 03:07:14.240]   the artist that speaks for itself.
[03:07:14.240 --> 03:07:14.240]   They would like to be
[03:07:14.240 --> 03:07:14.280]   the artist that speaks for itself.
[03:07:14.280 --> 03:07:14.400]   They would like to be
[03:07:14.400 --> 03:07:14.480]   the artist that speaks for itself.
[03:07:14.480 --> 03:07:14.600]   They would like to be the artist that speaks for itself.
[03:07:15.300 --> 03:07:44.620]   they would like to be the artist that speaks for itself.
[03:07:44.620 --> 03:07:44.620]   They would like to be the artist that speaks for itself.
[03:07:44.620 --> 03:07:44.620]   They would like to be the artist that speaks for itself.
[03:07:44.620 --> 03:07:44.620]   They would like to be the artist that speaks for itself.
[03:07:44.620 --> 03:07:44.620]   They would like to be the artist that speaks for itself.
[03:07:44.640 --> 03:08:14.640]   They would like to be the artist that speaks for itself.
[03:08:14.640 --> 03:08:14.640]   They would like to be the artist that speaks for itself.
[03:08:14.640 --> 03:08:14.640]   They would like to be the artist that speaks for itself.
[03:08:14.640 --> 03:08:14.640]   They would like to be the artist that speaks for itself.
[03:08:14.640 --> 03:08:14.640]   They would like to be the artist that speaks for itself.
[03:08:14.640 --> 03:08:14.640]   They would like to be the artist that speaks for itself.
[03:08:14.640 --> 03:08:14.640]   They would like to be the artist that speaks for itself.
[03:08:14.640 --> 03:08:14.640]   They would like to be the artist that speaks for itself.
[03:08:14.640 --> 03:08:14.640]   They would like to be the artist that speaks for itself.
[03:08:14.640 --> 03:08:14.640]   They would like to be the artist that speaks for itself.
[03:08:14.640 --> 03:08:14.640]   They would like to be the artist that speaks for itself.
[03:08:14.640 --> 03:08:14.640]   They would like to be the artist that speaks for itself.
[03:08:14.640 --> 03:08:14.640]   They would like to be the artist that speaks for itself.
[03:08:14.640 --> 03:08:14.640]   They would like to be the artist that speaks for itself.
[03:08:14.640 --> 03:08:14.640]   They would like to be the artist that speaks for itself.
[03:08:14.640 --> 03:08:44.660]   They would like to be the artist that speaks for itself.
[03:08:44.660 --> 03:08:44.660]   They would like to be the artist that speaks for itself.
[03:08:44.660 --> 03:08:44.660]   They would like to be the artist that speaks for itself.
[03:08:44.660 --> 03:08:44.660]   They would like to be the artist that speaks for itself.
[03:08:44.660 --> 03:08:44.660]   They would like to be the artist that speaks for itself.
[03:08:44.680 --> 03:09:14.680]   But the law specifically says you're permitted to engage in,
[03:09:14.680 --> 03:09:14.680]   But the law specifically says you're permitted to engage in,
[03:09:14.680 --> 03:09:14.680]   But the law specifically says you're permitted to engage in,
[03:09:14.680 --> 03:09:14.680]   But the law specifically says you're permitted to engage in,
[03:09:14.680 --> 03:09:14.680]   But the law specifically says you're permitted to engage in,
[03:09:14.680 --> 03:09:14.680]   But the law specifically says you're permitted to engage in,
[03:09:14.680 --> 03:09:14.680]   But the law specifically says you're permitted to engage in,
[03:09:14.680 --> 03:09:14.680]   But the law specifically says you're permitted to engage in,
[03:09:14.680 --> 03:09:14.680]   But the law specifically says you're permitted to engage in,
[03:09:14.680 --> 03:09:14.680]   But the law specifically says you're permitted to engage in,
[03:09:14.680 --> 03:09:14.680]   But the law specifically says you're permitted to engage in,
[03:09:14.680 --> 03:09:14.680]   But the law specifically says you're permitted to engage in,
[03:09:14.700 --> 03:09:44.700]  ,
[03:09:44.700 --> 03:09:44.700]   So I think there's a difference between honesty and candor. So in relationships, being honest is good.
[03:09:44.700 --> 03:09:44.700]   So I think there's a difference between honesty and candor. So in relationships, being honest is good.
[03:09:44.700 --> 03:09:44.700]   So I think there's a difference between honesty and candor. So in relationships, being honest is good.
[03:09:44.700 --> 03:09:44.700]   So I think there's a difference between honesty and candor. So in relationships, being honest is good.
[03:09:44.700 --> 03:09:44.700]   So I think there's a difference between honesty and candor. So in relationships, being honest is good.
[03:09:44.740 --> 03:10:12.860]   at
[03:11:41.740 --> 03:11:42.460]   I'm just gonna go, right? But you know, so it's like if the woman says I love you don't and you don't love her don't say I love you back, you know, you do the like, oh, you know, like I have very strong feelings for you as well or you know, like there has to be some middle ground, you know, just saying you didn't hear them. Yeah, I mean, the I guess all of it requires skill, just like you described it. I think just being honest in quotes is not enough. Well, it's not a specific enough instruction. I mean, that's the problem is even when you write a relationship book, which I never
[03:11:42.460 --> 03:11:42.460]   I mean, that's the problem is even when you write a relationship book, which I never
[03:13:12.560 --> 03:13:22.280]   주 the
[03:13:22.280 --> 03:13:41.280]  enin T I thank thank��I, ., .,,,,,,, got the diagonal is the quaTA
[03:15:11.320 --> 03:15:28.940]   non-facetal
[03:15:28.940 --> 03:15:41.020]   T I think it's tricky because the standard of living of a couple becomes important in a divorce but sometimes this toxic standard of living that created toxic levels of stress is one of the causes of the divorce and so you're asked they're asking the court to maintain a financial obligation on you that is the reason why the marriage fell apart and that feels like a particularly insightful question
[03:15:41.020 --> 03:15:41.020]   T I think it's tricky because the standard of living of a couple becomes important in a divorce but sometimes this toxic standard of living that created toxic levels of stress is one of the causes of the divorce and so you're asked they're asking the court to maintain a financial obligation on you that is the reason why the marriage fell apart and that feels like a particularly insightful question
[03:15:41.060 --> 03:15:47.940]   .
[03:15:47.940 --> 03:16:08.980]  --,
[03:16:10.480 --> 03:16:13.400]   screen
[03:16:13.400 --> 03:16:20.840]   as,
[03:16:20.840 --> 03:16:21.700]   integr seed s may think, Ç, I think, end, gere,
[03:16:21.700 --> 03:16:23.540]  ,
[03:16:23.540 --> 03:16:38.780]   the
[03:16:39.980 --> 03:16:50.260]   "
[03:16:50.260 --> 03:16:54.000]  , continue to " vi
[03:16:54.000 --> 03:17:08.680]  ,,,,,, win the bit with the and the get the co won the жел Olive�, .', ., ,,,,,,,,,,,,, behind a我說:" butG invited a tough pour sexy as ent Hospital isûtilen 2 Communications per Яells or la чи Al gainelim with a 12 essay fragments'ent's. It's leave a觀眾 has a Q heard a Mayor's a 800 tag, and, new CNG, imp, wrapped, and,這, beside the,ENTS. I, sc, di,
[03:17:08.720 --> 03:17:19.000]   12
[03:18:02.280 --> 03:18:10.180]  �
[03:18:10.180 --> 03:18:13.260]   destined, , have this� Saw All của
[03:18:13.260 --> 03:18:16.400]   great.
[03:18:16.400 --> 03:18:26.240]  , but, or, or, or, or, air,ut, pricing for being to be in say else pouvait Exactly I was schwond I was Sh Graham's That's D. I. I. I. I. I. This. I. I. gün. stuffing.�., if, it, ., buy, of,視,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, a,,,,,, in the mean, weak ,G. is, pero uh, Professor I'm I' Claudia 'G buy over the is just well視 even 這個 picture is Пока useful�лось in And thebut it's�� morecriptions Gra amen as seed Tree those cumin posts hung the cay興 deserve centralized the red embarrass a
[03:19:38.280 --> 03:19:48.940]   Building
[03:19:48.940 --> 03:20:06.080]   understand the ,,,,
[03:20:06.500 --> 03:20:08.520]   but
[03:20:08.520 --> 03:20:17.400]   I Z war
[03:20:35.300 --> 03:21:04.100]   and I'm going to go ahead and read the next one.
[03:21:04.100 --> 03:21:04.100]   I'm going to go ahead and read the next one.
[03:21:04.100 --> 03:21:04.100]   I'm going to go ahead and read the next one.
[03:21:04.100 --> 03:21:04.100]   I'm going to go ahead and read the next one.
[03:21:04.100 --> 03:21:04.100]   I'm going to go ahead and read the next one.
[03:21:04.100 --> 03:21:04.100]   I'm going to go ahead and read the next one.
[03:21:04.100 --> 03:21:04.140]   I'm going to go ahead and read the next one.
[03:21:04.140 --> 03:21:04.200]   I'm going to go ahead and read the next one.
[03:21:04.200 --> 03:21:04.260]   I'm going to go ahead and read the next one.
[03:21:04.260 --> 03:21:04.300]   I'm going to go ahead and read the next one.
[03:21:04.300 --> 03:21:04.340]   I'm going to go ahead and read the next one.
[03:21:04.340 --> 03:21:04.400]   I'm going to go ahead and read the next one.
[03:21:04.400 --> 03:21:04.440]   I'm going to go ahead and read the next one.
[03:21:04.440 --> 03:21:04.480]   I'm going to go ahead and read the next one.
[03:21:04.480 --> 03:21:04.500]   I'm going to go ahead and read the next one.
[03:21:05.340 --> 03:21:33.760]   I'm going to go ahead and read the next one.
[03:21:33.760 --> 03:21:33.820]   I'm going to go ahead and read the next one.
[03:21:33.820 --> 03:21:33.860]   I'm going to go ahead and read the next one.
[03:21:33.860 --> 03:21:33.900]   I'm going to go ahead and read the next one.
[03:21:33.900 --> 03:21:33.920]   I'm going to go ahead and read the next one.
[03:21:33.920 --> 03:21:33.940]   I'm going to go ahead and read the next one.
[03:21:33.940 --> 03:21:33.980]   I'm going to go ahead and read the next one.
[03:21:33.980 --> 03:21:34.000]   I'm going to go ahead and read the next one.
[03:21:34.000 --> 03:21:34.080]   I'm going to go ahead and read the next one.
[03:21:34.080 --> 03:21:34.120]   I'm going to go ahead and read the next one.
[03:21:34.120 --> 03:21:34.140]   I'm going to go ahead and read the next one.
[03:21:34.140 --> 03:21:34.180]   I'm going to go ahead and read the next one.
[03:21:34.180 --> 03:21:34.240]   I'm going to go ahead and read the next one.
[03:21:34.280 --> 03:21:38.200]   Baz...
[03:21:38.200 --> 03:21:45.280]   gelatin�
[03:21:45.280 --> 03:22:03.400]  'm a guy, the, the, ", Titan 달�
[03:22:04.300 --> 03:22:06.100]   З
[03:22:06.100 --> 03:22:14.120]   one,
[03:22:14.120 --> 03:22:15.880]   полез was,,,, in a guy who ketchup
[03:22:15.880 --> 03:22:22.540]  应
[03:22:22.540 --> 03:22:28.140]  這 calculating the set of the big of the and I'm in the well remembered the trunk de보 psychological mindset hear gained cannot Min .... ... P ... ... ... ... . ... ... ... ... ... ... ... ... ... . ... .; . .... . . ., ., ., ., and, ., ', ', put, much, disposition control the main, success, COL, clก, electro ', splits Trying,
[03:22:28.140 --> 03:22:30.080]   cafe,
[03:22:30.080 --> 03:22:32.060]  , all, llegó the social, Sean, refer the person, deploy the code, Rabbit, בח, Seg, Brothers,
[03:22:32.100 --> 03:22:41.560]   and
[03:22:41.560 --> 03:22:43.020]   a water as the favorite
[03:22:43.020 --> 03:22:59.280]  ,,,,,,edar I'm a check in the month. And,都有,
[03:23:00.440 --> 03:23:09.380]   proceedings besides SL S S Let Fried неб
[03:23:09.380 --> 03:23:10.740]   Jungkook, I have more, and I have, and,
[03:23:29.660 --> 03:23:35.740]  werks at six o'clock and I have something to eat and I try to wind
[03:23:35.740 --> 03:23:39.040]   down a little and I'm usually in bed by seven 30 and asleep by eight.
[03:23:39.040 --> 03:23:42.200]   Yeah. You mentioned Jiu Jitsu. Uh, what?
[03:23:42.200 --> 03:23:47.260]   Your brown belt. What role has Jiu Jitsu played in your life? I,
[03:23:47.260 --> 03:23:51.100]   I love Jiu Jitsu. I, I trained martial arts from the time I was a little kid,
[03:23:51.100 --> 03:23:56.100]   I was seven or eight. I took up Okinawan goju karate and I did judo.
[03:23:56.100 --> 03:23:57.940]   And it was always part of my life.
[03:23:57.940 --> 03:23:58.840]   And then I got to college and grad school.
[03:23:58.840 --> 03:23:58.840]   I took up Jiu Jitsu.
[03:23:58.860 --> 03:24:28.060]   and I didn't have time for it and I didn't do it so much.
[03:24:28.060 --> 03:24:28.060]   And then I got divorced.
[03:24:28.060 --> 03:24:28.060]   I was quite young still when I got divorced and I had two young kids and I,
[03:24:28.060 --> 03:24:28.060]   um, I thought, well, I can like, you know, grow a goatee and buy a convertible and do like the thing you're supposed to do when you're a dude with kids and middle close to middle age. Or I can, I can try to do something more productive. And so I said, well, maybe I'll go back to martial arts. So I took up Muay Thai kickboxing and they had a Jiu Jitsu class.
[03:24:28.060 --> 03:24:28.060]   And I took up Muay Thai kickboxing and they had a Jiu Jiu class.
[03:24:28.060 --> 03:24:28.060]   And I took up Muay Thai kickboxing and they had a Jiu class.
[03:24:28.060 --> 03:24:28.060]   And I took up Muay Thai kickboxing and they had a Jiu class.
[03:24:28.080 --> 03:24:57.280]   That's the same school after the Muay Thai class. And I had been around the orbit of Jiu Jitsu, having been my kids took karate and there was Jiu Jitsu there as a Gracie academy. And I stayed for a Jiu Jitsu class and I had 120 pound girl rag doll me like because I just knew nothing about grappling. And I remember just going, well, I got to learn what this is. And that was it. I just dove into it.
[03:24:57.280 --> 03:24:57.280]   My first professional fight was a Jiu Jitsu.
[03:24:57.300 --> 03:25:26.500]   in New Jersey, the Hoyler Gracie black belt, great teacher taught me amazing fundamentals, took me all the way up to purple belt. And then right after I got my purple belt, I moved to the city, I moved to Manhattan. I actually chose my apartment based on its proximity to Marcella Garcia. And I moved to West Chelsea because it was a short walk to Marcella's academy. My core Jiu Jitsu was up to purple belt, it was Louvin to Laura and then Jiu Jiu Jitsu was up to purple belt, I moved to Manhattan.
[03:25:26.540 --> 03:25:28.240]  My
[03:25:28.240 --> 03:25:40.320]   stuff. I was.
[03:25:40.320 --> 03:25:46.080]  ட
[03:27:24.200 --> 03:27:26.340]   and I think that's a great question. I think Gordon's a very young man still. He's probably in his 20s or early 30s. And it's hard to imagine that because he's accomplished so much as an athlete and as a business person.
[03:27:53.860 --> 03:28:02.800]   doesn
[03:28:02.800 --> 03:28:18.220]  收看
[03:28:18.220 --> 03:28:22.520]  ,,,. qui wasn personnel with continue to Les, I, 서울 didn,vest,P, balloons,P,P,I,P,P,P,P,P,P,P, P,評 get sp discourse i stär capacit the six or the team the aumento thessa or the
