
[00:00:00.000 --> 00:00:05.840]   Struggling with your electric bill? Get an energy assist from SDG&E and SAFE.
[01:02:18.840 --> 01:02:22.840]   The guy was actually placed under arrest until later they found another exact match
[01:02:22.840 --> 01:02:25.840]   for the same alleged exact match for the same fingerprint for somebody else
[01:02:25.840 --> 01:02:27.840]   who apparently was the guy who actually did commit the crime.
[01:02:27.840 --> 01:02:28.840]   So mistakes can be made.
[01:02:28.840 --> 01:02:33.840]   If you know that you're innocent and you give the police any kind of information of a forensic nature,
[01:02:33.840 --> 01:02:37.840]   hair samples, finger samples, fingerprint samples, voice samples, you're running the risk.
[01:02:37.840 --> 01:02:42.840]   You're rolling the dice and taking the terrible chance that some incompetent so-called expert is going to come back
[01:02:42.840 --> 01:02:44.840]   and say, "Yes, in my opinion, it's a match."
[01:02:44.840 --> 01:02:47.840]   I'd rather not give them the opportunity to make the mistake.
[01:02:47.840 --> 01:02:48.840]   Randy, you wanted to say something?
[01:02:48.840 --> 01:02:50.840]   Yeah, and I just want to supplement what I said.
[01:02:50.840 --> 01:02:52.840]   There was something very important I forgot to say.
[01:02:52.840 --> 01:02:57.840]   After I said that you should assert your right to counsel as opposed to your right to remain silent,
[01:02:57.840 --> 01:03:03.840]   one of the reasons for that is--I didn't give the reason--one of the reasons for that is simply that once counsel shows up,
[01:03:03.840 --> 01:03:11.840]   through counsel you can provide the police with any information you want to provide the police with through counsel.
[01:03:11.840 --> 01:03:16.840]   And so if you want to assist the investigation, and you sincerely may want to,
[01:03:16.840 --> 01:03:21.840]   you can assist the investigation by having counsel tell the police whatever it is that you want to tell them,
[01:03:21.840 --> 01:03:25.840]   and the reason why that matters is what counsel tells the police cannot be used against you.
[01:03:25.840 --> 01:03:29.840]   What you tell the police can be used against you, but what counsel tells the police cannot.
[01:03:29.840 --> 01:03:34.840]   So you genuinely want to assist the police, but you want to assist the police through counsel,
[01:03:34.840 --> 01:03:39.840]   and that way you can both get your exculpatory story on the record, and it cannot be used against you
[01:03:39.840 --> 01:03:42.840]   if it turns into one of these horror stories that Professor Duane talks about.
[01:03:42.840 --> 01:03:44.840]   I just neglected to mention that.
[01:03:44.840 --> 01:03:47.840]   And you also reminded me of something I wanted to add,
[01:03:47.840 --> 01:03:51.840]   because remember he was explaining the advice that he gave to his children,
[01:03:51.840 --> 01:03:56.840]   and my father's an attorney, and he said you might want to tailor that to yourself.
[01:03:56.840 --> 01:04:01.840]   It is important to remember you don't want to walk out of here with this mistake
[01:04:01.840 --> 01:04:05.840]   because it is a federal offense to lie to a federal investigator.
[01:04:05.840 --> 01:04:11.840]   So if you went out of here and said my father's an attorney when he's not an attorney,
[01:04:11.840 --> 01:04:15.840]   even though they're investigating this crime, if they wanted to trip you up,
[01:04:15.840 --> 01:04:20.840]   they could prosecute you for a federal offense for something little just like that.
[01:04:20.840 --> 01:04:27.840]   So tailor that response to the police to your own personal circumstances.
[01:04:27.840 --> 01:04:30.840]   It works for his children. It may not work for you.
[01:04:30.840 --> 01:04:34.840]   Okay, more questions. Yes, sir.
[01:04:34.840 --> 01:04:41.840]   As a very practical matter, what do you do if you're being questioned
[01:04:41.840 --> 01:04:46.840]   and you say I want counsel or I don't want to answer questions,
[01:04:46.840 --> 01:04:51.840]   and then you're told, well, if you don't do that, we're going to have to put you under arrest?
[01:04:51.840 --> 01:04:56.840]   I'd call the bluff. I'd call the bluff. I'd say I'd like to go if I can. Am I free to leave?
[01:04:56.840 --> 01:04:59.840]   I mean, just because the police say, well, we might have to put you under arrest,
[01:04:59.840 --> 01:05:01.840]   doesn't necessarily mean they intend to do it.
[01:05:01.840 --> 01:05:03.840]   A police officer isn't necessarily going to arrest you
[01:05:03.840 --> 01:05:08.840]   and subject himself to the possibility of a prosecution or a civil suit for false arrest
[01:05:08.840 --> 01:05:11.840]   if, in fact, he doesn't have sufficient legal grounds to do so.
[01:05:11.840 --> 01:05:14.840]   And so you can't necessarily believe him when he tells you that's what he thinks he might do
[01:05:14.840 --> 01:05:17.840]   or what he plans to do. I'd insist on leaving if I'm free to do so.
[01:05:17.840 --> 01:05:21.840]   I'd ask again and again, am I free to go or not, because I'm leaving if I can.
[01:05:21.840 --> 01:05:25.840]   No offense intended, sir. And then I hesitate to say call his bluff,
[01:05:25.840 --> 01:05:29.840]   but if he says, no, well, I'm going to arrest you anyway, he's trying to--
[01:05:29.840 --> 01:05:33.840]   odds are very high that he's deceiving you entirely by trying to falsely imply
[01:05:33.840 --> 01:05:36.840]   that if you do talk, I might not arrest you, which is not necessarily the case.
[01:05:36.840 --> 01:05:39.840]   There are plenty of reported cases, some of them in this book,
[01:05:39.840 --> 01:05:43.840]   where unbeknownst to you, the police officer, before he comes out to meet with you
[01:05:43.840 --> 01:05:46.840]   and he'll act like, oh, this is just a low-key kind of a thing,
[01:05:46.840 --> 01:05:48.840]   just trying to follow up on a couple of leads,
[01:05:48.840 --> 01:05:51.840]   just see if we can give you a chance to clear things up.
[01:05:51.840 --> 01:05:54.840]   Intentionally trying to imply there's no real intensity or excitement
[01:05:54.840 --> 01:05:57.840]   surrounding the investigation at this moment, because he knows that's what he has to do
[01:05:57.840 --> 01:06:00.840]   to get you to get your guard down and think, OK, I might as well talk.
[01:06:00.840 --> 01:06:02.840]   Apparently there's nothing really against me.
[01:06:02.840 --> 01:06:05.840]   Unbeknownst to you, he may already have met with a mistaken eyewitness
[01:06:05.840 --> 01:06:08.840]   who picked your photo out of a lineup, and he may already have a warrant for your arrest.
[01:06:08.840 --> 01:06:10.840]   And even without a warrant, he may already plan to make an arrest
[01:06:10.840 --> 01:06:13.840]   and put you in handcuffs as soon as this meeting ends, no matter how it ends.
[01:06:13.840 --> 01:06:17.840]   So don't trust any police officer who implies to you that if you talk,
[01:06:17.840 --> 01:06:20.840]   I might not arrest you, and if you don't talk, I might.
[01:06:20.840 --> 01:06:23.840]   That may be true, but just as likely, it's absolutely false.
[01:06:23.840 --> 01:06:25.840]   The problem is, as I've said today a hundred different ways,
[01:06:25.840 --> 01:06:28.840]   you have no idea what you're up against because the police are not obligated
[01:06:28.840 --> 01:06:30.840]   to put their cards on the table.
[01:06:30.840 --> 01:06:34.840]   They're allowed by the courts to lie to you with ruthless impunity about everything,
[01:06:34.840 --> 01:06:37.840]   what they suspect, what they don't suspect, what evidence they have against you.
[01:06:37.840 --> 01:06:40.840]   They can minimize the charges against you by acting like, well, we know you didn't do it.
[01:06:40.840 --> 01:06:43.840]   Or they can exaggerate the evidence against you by saying, we know you did it.
[01:06:43.840 --> 01:06:45.840]   We've got five other witnesses who will say that you were there,
[01:06:45.840 --> 01:06:47.840]   and we've already got an expert who will confirm that your fingerprints were there.
[01:06:47.840 --> 01:06:50.840]   They can say that, too, even if that's not true.
[01:06:50.840 --> 01:06:54.840]   And paradoxically yet, if you tell them one little lie about whether your father's a lawyer,
[01:06:54.840 --> 01:06:56.840]   you can go to prison for five years.
[01:06:56.840 --> 01:06:58.840]   Better not to talk to these people, really.
[01:06:58.840 --> 01:07:03.840]   Let me just add, the reason why that's probably maybe likely not to be true,
[01:07:03.840 --> 01:07:06.840]   that they'll arrest you, is because once they place you under arrest,
[01:07:06.840 --> 01:07:09.840]   a whole series of procedures and a time clock starts running.
[01:07:09.840 --> 01:07:13.840]   For example, they have a certain amount of time before which they have to bring you before a magistrate.
[01:07:13.840 --> 01:07:15.840]   Then right to counsel kicks in.
[01:07:15.840 --> 01:07:22.840]   There's a lot of things that happen once the arrest takes place that they are probably not ready to have start happening yet.
[01:07:22.840 --> 01:07:28.840]   So the chances of them putting you under arrest on the spot, at least you can at least keep this in mind,
[01:07:28.840 --> 01:07:37.840]   is not 100 percent because they have constraints against putting you under arrest when they're not ready to put you under arrest.
[01:07:37.840 --> 01:07:42.840]   Yes, sir.
[01:07:42.840 --> 01:07:43.840]   My name is Stephen.
[01:07:43.840 --> 01:07:46.840]   You're absolutely wonderful, informative talk.
[01:07:46.840 --> 01:07:47.840]   My question is this.
[01:07:47.840 --> 01:07:54.840]   Someone is taken or appears at a police station, insists on his or her right to counsel.
[01:07:54.840 --> 01:08:03.840]   The police give in, the counsel arrives, and the questioning resumes in front of your counsel.
[01:08:03.840 --> 01:08:04.840]   The counsel is in the room?
[01:08:04.840 --> 01:08:05.840]   Yes.
[01:08:05.840 --> 01:08:06.840]   Okay.
[01:08:06.840 --> 01:08:09.840]   How should someone behave?
[01:08:09.840 --> 01:08:17.840]   Would the presence of a counsel make any difference if the person in the police station is answering questions directly from the police?
[01:08:17.840 --> 01:08:25.840]   In other words, how should one behave when the counsel arrives and the questioning resumes?
[01:08:25.840 --> 01:08:27.840]   If I may go first.
[01:08:27.840 --> 01:08:32.840]   There are two aspects of your excellent and very important question that are a little unrealistic,
[01:08:32.840 --> 01:08:34.840]   although they're played out every night on television.
[01:08:34.840 --> 01:08:37.840]   We see this on Law & Order just about every episode.
[01:08:37.840 --> 01:08:41.840]   It gives us the impression that if you ask for a lawyer, we'll get one in here, and then we will resume the questioning.
[01:08:41.840 --> 01:08:44.840]   Actually, both of those assumptions are quite unrealistic.
[01:08:44.840 --> 01:08:48.840]   I've been falsely accused by many critics of suggesting that, well, he's trying to drum up business for lawyers
[01:08:48.840 --> 01:08:51.840]   because he's advising people to say, "I want to get a lawyer."
[01:08:51.840 --> 01:08:53.840]   That's not actually quite correct.
[01:08:53.840 --> 01:08:55.840]   I'm not advising you to get a lawyer.
[01:08:55.840 --> 01:08:56.840]   I don't care whether you get a lawyer or not.
[01:08:56.840 --> 01:09:02.840]   I'm advising you to tell the police you want a lawyer, which in all likelihood means you won't get one, not right away anyway.
[01:09:02.840 --> 01:09:05.840]   The police aren't going to waste their time in the middle of the night making arrangements like they do on TV
[01:09:05.840 --> 01:09:09.840]   to get a lawyer to come down there and represent you because they know full well what will happen next.
[01:09:09.840 --> 01:09:12.840]   Any lawyer in town worth his salt will immediately tell the police, "Why did you wake me up?
[01:09:12.840 --> 01:09:14.840]   What did you bring me down here for? You know how this works.
[01:09:14.840 --> 01:09:16.840]   I'm going to tell you not to talk to my client.
[01:09:16.840 --> 01:09:20.840]   I'm going to tell my client not to answer your questions," and they will tell the police this even before they meet with the client
[01:09:20.840 --> 01:09:22.840]   because that's what will always happen.
[01:09:22.840 --> 01:09:26.840]   And then regardless--so chances are they won't even bring a lawyer down there.
[01:09:26.840 --> 01:09:29.840]   If you make an unequivocal request for a lawyer, that'll be the end of it, and they'll leave you wondering,
[01:09:29.840 --> 01:09:31.840]   "Why am I sitting here in the jail cell for hours now?
[01:09:31.840 --> 01:09:34.840]   I've asked for a lawyer, and one still is not here, and why are they leaving me alone?"
[01:09:34.840 --> 01:09:35.840]   Good news, that's just what you want.
[01:09:35.840 --> 01:09:36.840]   They're leaving you alone.
[01:09:36.840 --> 01:09:37.840]   That's all that really matters.
[01:09:37.840 --> 01:09:41.840]   But even if a lawyer did come down for some reason, perhaps you actually hired one, and he shows up,
[01:09:41.840 --> 01:09:43.840]   the questioning should not resume at that point.
[01:09:43.840 --> 01:09:45.840]   The lawyer will give the police an unequivocal instruction,
[01:09:45.840 --> 01:09:48.840]   "No, I will not consent to have my client answer any further questions,
[01:09:48.840 --> 01:09:55.840]   and in fact, I will not even consent to let my client sit here and participate in the charade of listening in silence to your questions."
[01:09:55.840 --> 01:09:58.840]   Because believe it or not, one of the most surprising things in the book that I didn't mention
[01:09:58.840 --> 01:10:02.840]   is that you could actually incriminate yourself if you agree to sit there in total silence
[01:10:02.840 --> 01:10:07.840]   and say not one word while the police sit there and describe the details of the crime to you.
[01:10:07.840 --> 01:10:09.840]   How could that possibly be the case?
[01:10:09.840 --> 01:10:11.840]   This one I will tell you because I wouldn't expect you to be able to guess.
[01:10:11.840 --> 01:10:18.840]   Because our judicial system, God bless them, is populated by and large with courts, judges that are almost entirely former prosecutors.
[01:10:18.840 --> 01:10:20.840]   That's part of the problem right there.
[01:10:20.840 --> 01:10:27.840]   And our courts have approved the absolute chicanery of allowing police officers to testify that although he never admitted anything exactly,
[01:10:27.840 --> 01:10:32.840]   in fact, he never said a word, as I sat there and described the circumstances of the crime, he acted suspiciously nervous.
[01:10:32.840 --> 01:10:39.840]   Other courts at the same time will allow police officers to testify that in their expert opinion, he acted suspiciously calm.
[01:10:39.840 --> 01:10:44.840]   So heaven help you, if in the expert psychological evaluation of this police officer in the middle of the night,
[01:10:44.840 --> 01:10:49.840]   you come across as a little bit too nervous or just a little too calm, you've got to thread the needle.
[01:10:49.840 --> 01:10:51.840]   Talk about skill and charybdis. Are you crazy?
[01:10:51.840 --> 01:10:56.840]   Don't even put yourself to the risk of being analyzed this way by a police officer who, with all due respect,
[01:10:56.840 --> 01:10:58.840]   is not competent to make that diagnosis about anybody.
[01:10:58.840 --> 01:11:03.840]   When somebody finds out their loved ones are just recently been subjected to a horrible crime, they go into shock.
[01:11:03.840 --> 01:11:07.840]   And people in shock react in surprisingly multifarious and unpredictable ways.
[01:11:07.840 --> 01:11:10.840]   Look at the videotape. It's online. It's on YouTube.
[01:11:10.840 --> 01:11:14.840]   How Paul McCartney reacted when he got the news that John Lennon had been murdered.
[01:11:14.840 --> 01:11:16.840]   He was confronted by strangers out in the street.
[01:11:16.840 --> 01:11:22.840]   And he acts so blasé about it that if he didn't have an airtight bail, you'd think for sure that he was actually guilty of something.
[01:11:22.840 --> 01:11:26.840]   Because he just says, yeah, Greg, isn't it? Cheers. All right.
[01:11:26.840 --> 01:11:32.840]   So acting as if he didn't, you know, he acts creepy, almost suspiciously blasé about the whole thing.
[01:11:32.840 --> 01:11:35.840]   But the reality is he was in shock.
[01:11:35.840 --> 01:11:42.840]   The only thing I would add to that or correct is that even a lawyer who's not worth his salt will give you that advice.
[01:11:42.840 --> 01:11:46.840]   Yes, sir.
[01:11:46.840 --> 01:11:49.840]   Yes, I'm Ronald Wilson. I'm with the federal government.
[01:11:49.840 --> 01:11:54.840]   I was a former prosecutor. I have a speak up a little bit more, please.
[01:11:54.840 --> 01:12:01.840]   Yes, I'm a former prosecutor, and I did put a significant number of people in prison for a crime that they did commit.
[01:12:01.840 --> 01:12:15.840]   But I was well aware of that the procedures that the police use to try to identify suspects in criminal cases were different from what my objective was,
[01:12:15.840 --> 01:12:21.840]   because they were trying to apprehend somebody that they thought had committed a crime.
[01:12:21.840 --> 01:12:28.840]   And so I was quite well aware that sometimes they might use unethical tactics.
[01:12:28.840 --> 01:12:36.840]   So I always made sure that I would look at a lot of the evidence, the police reports.
[01:12:36.840 --> 01:12:49.840]   I would check the backgrounds of these police officers, and I would thoroughly review these cases just to make sure that we had the right person before I went to court.
[01:12:49.840 --> 01:13:11.840]   And and before not only the the suspect, but also when the police got on the stand to extract the proper evidence and so that the jury could make a sound decision as to the guilt and the innocence of this person and that those who were not guilty that were false accused were exonerated.
[01:13:11.840 --> 01:13:15.840]   Any response to that comment before we move on?
[01:13:15.840 --> 01:13:17.840]   I don't doubt that is true.
[01:13:17.840 --> 01:13:23.840]   OK, yes, sir.
[01:13:23.840 --> 01:13:31.840]   Let me just say one thing. When I talk about the subject with or in the presence of prosecutors and police officers, most of them will routinely assure me some of them really quite emphatically.
[01:13:31.840 --> 01:13:36.840]   Well, let me just tell you right now, we don't put guilty. I'm sorry. We don't put innocent people behind bars. That's not what we do.
[01:13:36.840 --> 01:13:41.840]   We don't prosecute innocent people and convict innocent people. And they say very emphatically.
[01:13:41.840 --> 01:13:52.840]   Some of them say very sincerely, all of them say very sincerely. And I don't doubt it. I mean, who could live with themselves if they knew that they were actually, even if only unwittingly and inadvertently working to put innocent people behind bars for life?
[01:13:52.840 --> 01:14:04.840]   But somebody's doing it because hundreds of people have been exonerated. They were convicted by somebody, police officers and jurors and prosecutors and state Supreme Court justices who honestly and conscientiously thought they were doing the right thing.
[01:14:04.840 --> 01:14:15.840]   I can say as a bit after four years of being a prosecutor, prosecuting hundreds and hundreds of people that I never knowingly prosecuted an innocent person.
[01:14:15.840 --> 01:14:26.840]   But I must have prosecuted innocent people, given the fact that the system can't possibly be perfect. And supposing only one percent of the people charged are innocent, one percent would be at failure rate.
[01:14:26.840 --> 01:14:33.840]   That would be above anything you'd expect from any government process whatsoever, that it's only it's going to be ninety nine percent reliable. Supposing that's true.
[01:14:33.840 --> 01:14:39.840]   And I did prosecute hundreds and hundreds of people or I was responsible. I participated in their prosecution.
[01:14:39.840 --> 01:14:44.840]   That means if one percent of the people that I prosecuted are innocent, then I prosecuted an innocent person.
[01:14:44.840 --> 01:14:49.840]   The thing is, I didn't know it because all I could go by was the evidence I had before me.
[01:14:49.840 --> 01:14:57.840]   And at some point you start somewhat giving I mean, when I was in the police station, I tried to get a sense of whether somebody was guilty or innocent if they would talk to me.
[01:14:57.840 --> 01:15:03.840]   But generally speaking, as a prosecutor, I stopped giving up. I gave up trying to figure out whether somebody was really guilty.
[01:15:03.840 --> 01:15:08.840]   I started evaluating evidence the way a judge and jury evaluates evidence. Do I have enough evidence of this?
[01:15:08.840 --> 01:15:15.840]   Do I have enough evidence of that? And do I have evidence beyond a reasonable doubt? And I would conclude that I did. And I would go forward. That was my job.
[01:15:15.840 --> 01:15:19.840]   I wasn't out there. I didn't see what happened. I didn't participate in it.
[01:15:19.840 --> 01:15:24.840]   And the idea that I would be morally certain about what happened, that happens sometimes, but it doesn't happen all the time.
[01:15:24.840 --> 01:15:32.840]   So all I'm saying is I, I know, I know in my heart of hearts that I didn't knowingly prosecute anyone who was guilty.
[01:15:32.840 --> 01:15:39.840]   But I know I must have prosecuted somebody who was innocent just because the odds say so.
[01:15:39.840 --> 01:15:45.840]   We know that, Randy. That's why we've scheduled this intervention for you. We're here to say we forgive you.
[01:15:45.840 --> 01:15:51.840]   It's not really about the book. Let me exercise the moderator's prerogative to ask a question.
[01:15:51.840 --> 01:16:02.840]   Professor Duane, you mentioned several Supreme Court justices and rulings that are hostile to self-incrimination.
[01:16:02.840 --> 01:16:13.840]   The Fifth Amendment, kind of what that's all about. In your research, what about your findings about what your fellow academics are saying about the self-incrimination clause?
[01:16:13.840 --> 01:16:24.840]   To give you one example, from my files, I saw a law review article from a professor who said the historical justifications for the self-incrimination clause are a dead letter in every respect.
[01:16:24.840 --> 01:16:31.840]   But I don't know if that's indicative, you know, if that's a popular opinion or it's an outlier.
[01:16:31.840 --> 01:16:40.840]   Do you have any view of where academic opinion is on some of these provisions that you talk about in your book?
[01:16:40.840 --> 01:16:46.840]   I do. I do know something about that. I'm not honestly in a position to tell you what the majority view is, so to speak,
[01:16:46.840 --> 01:16:52.840]   of all the academics out there who have treated us to their opinion on whether the Fifth Amendment is a good idea or a bad idea,
[01:16:52.840 --> 01:17:01.840]   or whether the construction that has been placed upon it by the Supreme Court is, in fact, an accurate interpretation of the intentions of the original Founding Fathers.
[01:17:01.840 --> 01:17:11.840]   I am aware of the fact that a large number, and quite likely a majority, of the most well-known academics in the country are presently taking the view publicly
[01:17:11.840 --> 01:17:19.840]   that perhaps the opinions that were handed down, the more liberal opinions handed down by the Supreme Court in the '50s and the '60s, were –
[01:17:19.840 --> 01:17:25.840]   the pendulum had swung too far and that they were interpreted in the Fifth Amendment in a way that was a little too protective of individual liberty,
[01:17:25.840 --> 01:17:31.840]   or even at least more so than could be justified by the intentions, the original intentions of the Founding Fathers.
[01:17:31.840 --> 01:17:36.840]   But the consensus on that particular point is far from unanimous. It's a lively debate among academics.
[01:17:36.840 --> 01:17:42.840]   It's a debate that I'm not terribly interested in, to be candid with you, and this book takes no position either way on all of that.
[01:17:42.840 --> 01:17:49.840]   Even if it is perhaps the case that those liberal holdings from the '50s and the '60s were more generous than the Supreme Court really should have been,
[01:17:49.840 --> 01:17:56.840]   which is what Alito and Scalia and Thomas and others have recently insinuated in a number of different ways,
[01:17:56.840 --> 01:18:03.840]   I'm not the least bit ashamed to suggest that those holdings, whether right or wrong, are still on the books and, at least for the time being,
[01:18:03.840 --> 01:18:11.840]   can be a powerful source of protection for innocent people to make sure they don't say things that can be used to convict them for something they didn't do.
[01:18:11.840 --> 01:18:20.840]   I'm not at all apologetic about the fact that I'm doing everything within my power to get that message out to anybody who can listen and hear it.
[01:18:20.840 --> 01:18:25.840]   >> Okay. >> Yes, sir.
[01:18:25.840 --> 01:18:31.840]   >> Sorry. Go ahead. >> Eyal Moses, No Affiliation.
[01:18:31.840 --> 01:18:41.840]   My question is I think I'm like most people in that I don't have a client relationship with any lawyer.
[01:18:41.840 --> 01:18:49.840]   If I got into the position you're talking about, I would know from your book that I should call a lawyer.
[01:18:49.840 --> 01:18:58.840]   I would have no idea whom to call, and unfortunately I know from said experience of at least two friends of mine,
[01:18:58.840 --> 01:19:07.840]   you can go to prison for a long time because of being screwed by an apathetic or incompetent lawyer.
[01:19:07.840 --> 01:19:21.840]   So my question is what advice would you have for I think most people in that situation who have no idea what lawyer to call?
[01:19:21.840 --> 01:19:35.840]   >> It's a very good question because one of my experiences in the criminal justice system was the overwhelming incompetence of so many criminal defense lawyers that I would come in contact with.
[01:19:35.840 --> 01:19:44.840]   There were some incompetent prosecutors, but I thought the incompetence on the defense bar far exceeded any incompetence on our side, and they were in fact hurting people.
[01:19:44.840 --> 01:19:52.840]   So the best advice I can ever give anybody if they get into trouble is I can try to refer them to somebody who I think is good,
[01:19:52.840 --> 01:19:56.840]   and then I would have to know who that person was before I could make that referral, and you can't know that.
[01:19:56.840 --> 01:20:02.840]   So it's a really difficult question, and lawyers who are bad lawyers are very skillful at portraying good lawyers.
[01:20:02.840 --> 01:20:05.840]   They wear nice clothes. They drive nice cars.
[01:20:05.840 --> 01:20:12.840]   They can sell themselves as a lawyer even if they can't try their way out of a paper bag, and so that is a real problem.
[01:20:12.840 --> 01:20:20.840]   Really for purposes of this program, and I think Professor Duane already mentioned that, the key here is that you should assert your right to counsel,
[01:20:20.840 --> 01:20:25.840]   not that you will then get a counsel because you won't get a counsel, not that they will then hand you a cell phone and say,
[01:20:25.840 --> 01:20:27.840]   "Okay, we'll call your lawyer. Have him come down here and see me."
[01:20:27.840 --> 01:20:29.840]   They're not going to do that either.
[01:20:29.840 --> 01:20:35.840]   By asserting your right to counsel, that's what will – that's what's most likely to terminate the interrogation,
[01:20:35.840 --> 01:20:41.840]   and then you are less likely to be convicted as a result of that, and then the secondary question is what do you do after that?
[01:20:41.840 --> 01:20:45.840]   If you are charged, and we could have – probably have to have a separate program about that.
[01:20:45.840 --> 01:20:54.840]   A couple years ago, there was a TV show called Chicago PD, a nationally syndicated law and order kind of TV show, a spinoff from Law & Order,
[01:20:54.840 --> 01:21:03.840]   and there was an episode that a number of my students told me about afterwards where a criminal suspect was being questioned by the police down at the station house in a voluntary exchange,
[01:21:03.840 --> 01:21:07.840]   and he said to them, "Don't you people get the internet here at the police station?"
[01:21:07.840 --> 01:21:10.840]   And they looked at him quizzically and said, "What are you talking about?"
[01:21:10.840 --> 01:21:16.840]   He said, "There's a very excellent video on YouTube by a law professor who makes a very convincing case called 'Don't Talk to the Cops.'
[01:21:16.840 --> 01:21:20.840]   He cited me as the reason why he was not going to talk to them."
[01:21:20.840 --> 01:21:28.840]   I was quite a rush. In our line of work, it's so unusual to be cited by anybody, be cited by a fictional character on national TV, so you could do that.
[01:21:28.840 --> 01:21:31.840]   You could tell the police that you're being – you're represented by that man on YouTube,
[01:21:31.840 --> 01:21:44.840]   and if all goes according to plan and it's in the summertime when the Supreme Court is in recess, you can tell the police you want to hire that new justice that President Trump just put on the Supreme Court,
[01:21:44.840 --> 01:21:49.840]   that young guy they just added to the Supreme Court, because I will be taking criminal defense cases in the summer when the court is in recess.
[01:21:49.840 --> 01:21:54.840]   Okay. We have time for one more question. Yes, sir.
[01:21:54.840 --> 01:22:03.840]   Hi. My name is Robbie Suave. I write for Reason Magazine. I'll be happy to review your book, possibly.
[01:22:03.840 --> 01:22:10.840]   I write about school issues mostly. I recently covered something. It was a school – it was a sexting case.
[01:22:10.840 --> 01:22:14.840]   This underage girl sent inappropriate pictures to a bunch of the boys in the school.
[01:22:14.840 --> 01:22:19.840]   Of course, the school has a police officer, so then the police officer starts talking to the kids.
[01:22:19.840 --> 01:22:23.840]   He says, "Well, can I look at your cell phone? I just want to delete these pictures from your phone."
[01:22:23.840 --> 01:22:30.840]   Some weeks later, one of these kids is being charged with sexual exploitation of a minor and could face like 40 years in prison.
[01:22:30.840 --> 01:22:36.840]   What advice would you – but kids don't know that they probably shouldn't talk to the police officer in their school, right?
[01:22:36.840 --> 01:22:39.840]   They just think, well, you should talk to your principal. You should talk to your teacher.
[01:22:39.840 --> 01:22:45.840]   Is there different incentives or does the rule work differently for kids who are dealing with police officers in schools?
[01:22:45.840 --> 01:22:49.840]   My advice would not be any different, no.
[01:22:49.840 --> 01:22:54.840]   In fact, as I've said a couple of times today and as I say again and again in the book,
[01:22:54.840 --> 01:23:03.840]   the evidence confirms that people who are most likely to confess or to give incriminating statements that can later be used to lead to a false conviction of something they didn't do
[01:23:03.840 --> 01:23:06.840]   are much more likely to be youths and adolescents than to be adults.
[01:23:06.840 --> 01:23:12.840]   They're more easily manipulated, more easily deceived, more likely to be confused about what they're really up against.
[01:23:12.840 --> 01:23:17.840]   So it's especially – it's especially critical that young people, that we get this book into their hands.
[01:23:17.840 --> 01:23:23.840]   That's why the book was designed by the folks in marketing to be short enough that this new generation will be willing to read the whole thing from cover to cover
[01:23:23.840 --> 01:23:28.840]   and why the folks in marketing also designed so that it's just small enough to fit right into a Christmas stocking.
[01:23:28.840 --> 01:23:32.840]   It's perfect for stocking stuffers and it'll be on the shelves in time for holiday gifts.
[01:23:32.840 --> 01:23:34.840]   I have something.
[01:23:34.840 --> 01:23:42.840]   One of my experiences in the criminal justice system was that the people who didn't talk to the police were people who had been through the penitentiary system,
[01:23:42.840 --> 01:23:47.840]   not the jail system but the penitentiary system because by the time they got to the penitentiary,
[01:23:47.840 --> 01:23:52.840]   they had years of being told by all the other convicts that you were an idiot to have talked to the police.
[01:23:52.840 --> 01:23:56.840]   So they have years of Professor Duane's training without the benefit of Professor Duane.
[01:23:56.840 --> 01:24:00.840]   So they're the people that tended not to talk to us, formerly – former convicts.
[01:24:00.840 --> 01:24:07.840]   The people that talked to us a lot were recently turning 18 juveniles.
[01:24:07.840 --> 01:24:15.840]   I think the reason I came up with why they ended up talking to us so much more is because many of them had been through the juvenile justice system.
[01:24:15.840 --> 01:24:17.840]   They were experienced criminals as well.
[01:24:17.840 --> 01:24:19.840]   Most people tried with crimes have criminal histories.
[01:24:19.840 --> 01:24:22.840]   So they had been through the criminal justice system as juveniles.
[01:24:22.840 --> 01:24:27.840]   As juveniles, they always talked because the juvenile justice system – there's another thing.
[01:24:27.840 --> 01:24:29.840]   It's not mentioned in your book but I just remember.
[01:24:29.840 --> 01:24:32.840]   The juvenile justice system is sort of geared towards getting you to talk.
[01:24:32.840 --> 01:24:37.840]   If you don't talk, then the juvenile justice system treats you as a hardened criminal and goes harder on you.
[01:24:37.840 --> 01:24:42.840]   But if you do talk to the juvenile case officers and all the rest, then you're going to be OK and then they'll let you go.
[01:24:42.840 --> 01:24:49.840]   So they're actually trained as juvenile offenders to talk and then they will be released because they are released.
[01:24:49.840 --> 01:24:53.840]   But the reason why they're being released is primarily because they're juveniles.
[01:24:53.840 --> 01:24:57.840]   They think the reason they're being released is because they talked their way out of it.
[01:24:57.840 --> 01:24:59.840]   So what happens is immediately they turn 18.
[01:24:59.840 --> 01:25:01.840]   They're not juveniles anymore.
[01:25:01.840 --> 01:25:10.840]   They're untrained to talk to the police and they get apprehended and they just try to talk their way out of it the way it worked for them in juvenile court and they talk themselves right into it.
[01:25:10.840 --> 01:25:14.840]   So that would be some disparity between juveniles and adults.
[01:25:14.840 --> 01:25:17.840]   If I could have one final comment.
[01:25:17.840 --> 01:25:19.840]   I just wanted to mention that's exactly right.
