
[00:00:00.000 --> 00:00:04.880]   Well, good morning.
[00:44:39.040 --> 00:44:40.040]   They all died without seeing the fulfillment of the promise.
[00:44:40.040 --> 00:44:41.040]   They all died without seeing the fulfillment of the promise.
[00:44:41.040 --> 00:44:42.040]   They all died without seeing the fulfillment of the promise.
[00:44:42.040 --> 00:44:43.040]   They all died without seeing the fulfillment of the promise.
[00:44:43.040 --> 00:44:44.040]   They all died without seeing the fulfillment of the promise.
[00:44:44.040 --> 00:44:45.040]   They all died without seeing the fulfillment of the promise.
[00:44:45.040 --> 00:44:46.040]   They all died without seeing the fulfillment of the promise.
[00:44:46.040 --> 00:44:47.040]   They all died without seeing the fulfillment of the promise.
[00:44:47.040 --> 00:44:48.040]   They all died without seeing the fulfillment of the promise.
[00:44:48.040 --> 00:44:49.040]   They all died without seeing the fulfillment of the promise.
[00:44:49.040 --> 00:44:50.040]   They all died without seeing the fulfillment of the promise.
[00:44:50.040 --> 00:44:51.040]   They all died without seeing the fulfillment of the promise.
[00:44:51.040 --> 00:44:52.040]   They all died without seeing the fulfillment of the promise.
[00:44:52.040 --> 00:44:53.040]   They all died without seeing the fulfillment of the promise.
[00:44:53.040 --> 00:44:54.040]   They all died without seeing the fulfillment of the promise.
[00:44:54.040 --> 00:44:55.040]   They all died without seeing the fulfillment of the promise.
[00:44:55.040 --> 00:44:56.040]   They all died without seeing the fulfillment of the promise.
[00:44:56.040 --> 00:44:57.040]   They all died without seeing the fulfillment of the promise.
[00:44:57.040 --> 00:44:58.040]   They all died without seeing the fulfillment of the promise.
[00:44:58.040 --> 00:44:59.040]   They all died without seeing the fulfillment of the promise.
[00:44:59.040 --> 00:45:00.040]   They all died without seeing the fulfillment of the promise.
[00:45:00.040 --> 00:45:01.040]   They all died without seeing the fulfillment of the promise.
[00:45:01.040 --> 00:45:02.040]   They all died without seeing the fulfillment of the promise.
[00:45:02.040 --> 00:45:03.040]   They all died without seeing the fulfillment of the promise.
[00:45:03.040 --> 00:45:04.040]   They all died without seeing the fulfillment of the promise.
[00:45:04.040 --> 00:45:05.040]   They all died without seeing the fulfillment of the promise.
[00:45:05.040 --> 00:45:06.040]   They all died without seeing the fulfillment of the promise.
[00:45:06.040 --> 00:45:07.040]   They all died without seeing the fulfillment of the promise.
[00:45:07.040 --> 00:45:08.040]   They all died without seeing the fulfillment of the promise.
[00:45:08.040 --> 00:45:09.040]   They all died without seeing the fulfillment of the promise.
[00:45:09.040 --> 00:45:10.040]   They all died without seeing the fulfillment of the promise.
[00:45:10.040 --> 00:45:11.040]   They all died without seeing the fulfillment of the promise.
[00:45:11.040 --> 00:45:12.040]   They all died without seeing the fulfillment of the promise.
[00:45:12.040 --> 00:45:13.040]   They all died without seeing the fulfillment of the promise.
[00:45:13.040 --> 00:45:14.040]   They all died without seeing the fulfillment of the promise.
[00:45:14.040 --> 00:45:15.040]   They all died without seeing the fulfillment of the promise.
[00:45:15.040 --> 00:45:16.040]   They all died without seeing the fulfillment of the promise.
[00:45:16.040 --> 00:45:17.040]   They all died without seeing the fulfillment of the promise.
[00:45:17.040 --> 00:45:18.040]   They all died without seeing the fulfillment of the promise.
[00:45:18.040 --> 00:45:19.040]   They all died without seeing the fulfillment of the promise.
[00:45:19.040 --> 00:45:20.040]   They all died without seeing the fulfillment of the promise.
[00:45:20.040 --> 00:45:21.040]   They all died without seeing the fulfillment of the promise.
[00:45:21.040 --> 00:45:22.040]   They all died without seeing the fulfillment of the promise.
[00:45:22.040 --> 00:45:23.040]   They all died without seeing the fulfillment of the promise.
[00:45:23.040 --> 00:45:24.040]   They all died without seeing the fulfillment of the promise.
[00:45:24.040 --> 00:45:25.040]   They all died without seeing the fulfillment of the promise.
[00:45:25.040 --> 00:45:26.040]   They all died without seeing the fulfillment of the promise.
[00:45:26.040 --> 00:45:27.040]   They all died without seeing the fulfillment of the promise.
[00:45:27.040 --> 00:45:28.040]   They all died without seeing the fulfillment of the promise.
[00:45:28.040 --> 00:45:29.040]   They all died without seeing the fulfillment of the promise.
[00:45:29.040 --> 00:45:30.040]   They all died without seeing the fulfillment of the promise.
[00:45:30.040 --> 00:45:31.040]   They all died without seeing the fulfillment of the promise.
[00:45:31.040 --> 00:45:32.040]   They all died without seeing the fulfillment of the promise.
[00:45:32.040 --> 00:45:33.040]   They all died without seeing the fulfillment of the promise.
[00:45:33.040 --> 00:45:34.040]   They all died without seeing the fulfillment of the promise.
[00:45:34.040 --> 00:45:35.040]   They all died without seeing the fulfillment of the promise.
[00:45:35.040 --> 00:45:36.040]   They all died without seeing the fulfillment of the promise.
[00:45:36.040 --> 00:45:37.040]   They all died without seeing the fulfillment of the promise.
[00:45:37.040 --> 00:45:38.040]   They all died without seeing the fulfillment of the promise.
[00:45:38.040 --> 00:45:39.040]   They all died without seeing the fulfillment of the promise.
[00:45:39.040 --> 00:45:40.040]   They all died without seeing the fulfillment of the promise.
[00:45:40.040 --> 00:45:41.040]   They all died without seeing the fulfillment of the promise.
[00:45:41.040 --> 00:45:42.040]   They all died without seeing the fulfillment of the promise.
[00:45:42.040 --> 00:45:43.040]   They all died without seeing the fulfillment of the promise.
[00:45:43.040 --> 00:45:44.040]   They all died without seeing the fulfillment of the promise.
[00:45:44.040 --> 00:45:45.040]   They all died without seeing the fulfillment of the promise.
[00:45:45.040 --> 00:45:46.040]   They all died without seeing the fulfillment of the promise.
[00:45:46.040 --> 00:45:47.040]   They all died without seeing the fulfillment of the promise.
[00:45:47.040 --> 00:45:48.040]   They all died without seeing the fulfillment of the promise.
[00:45:48.040 --> 00:45:49.040]   They all died without seeing the fulfillment of the promise.
[00:45:49.040 --> 00:45:50.040]   They all died without seeing the fulfillment of the promise.
[00:45:50.040 --> 00:45:51.040]   They all died without seeing the fulfillment of the promise.
[00:45:51.040 --> 00:45:52.040]   They all died without seeing the fulfillment of the promise.
[00:45:52.040 --> 00:45:53.040]   They all died without seeing the fulfillment of the promise.
[00:45:53.040 --> 00:45:54.040]   They all died without seeing the fulfillment of the promise.
[00:45:54.040 --> 00:45:55.040]   They all died without seeing the fulfillment of the promise.
[00:45:55.040 --> 00:45:56.040]   They all died without seeing the fulfillment of the promise.
[00:45:56.040 --> 00:45:57.040]   They all died without seeing the fulfillment of the promise.
[00:45:57.040 --> 00:45:58.040]   They all died without seeing the fulfillment of the promise.
[00:45:58.040 --> 00:45:59.040]   They all died without seeing the fulfillment of the promise.
[00:45:59.040 --> 00:46:00.040]   They all died without seeing the fulfillment of the promise.
[00:46:00.040 --> 00:46:01.040]   They all died without seeing the fulfillment of the promise.
[00:46:01.040 --> 00:46:02.040]   They all died without seeing the fulfillment of the promise.
[00:46:02.040 --> 00:46:03.040]   They all died without seeing the fulfillment of the promise.
[00:46:03.040 --> 00:46:04.040]   They all died without seeing the fulfillment of the promise.
[00:46:04.040 --> 00:46:05.040]   They all died without seeing the fulfillment of the promise.
[00:46:05.040 --> 00:46:06.040]   They all died without seeing the fulfillment of the promise.
[00:46:06.040 --> 00:46:07.040]   They all died without seeing the fulfillment of the promise.
[00:46:07.040 --> 00:46:08.040]   They all died without seeing the fulfillment of the promise.
[00:46:08.040 --> 00:46:09.040]   They all died without seeing the fulfillment of the promise.
[00:46:09.040 --> 00:46:10.040]   They all died without seeing the fulfillment of the promise.
[00:46:10.040 --> 00:46:11.040]   They all died without seeing the fulfillment of the promise.
[00:46:11.040 --> 00:46:12.040]   They all died without seeing the fulfillment of the promise.
[00:46:12.040 --> 00:46:13.040]   They all died without seeing the fulfillment of the promise.
[00:46:13.040 --> 00:46:14.040]   They all died without seeing the fulfillment of the promise.
[00:46:14.040 --> 00:46:15.040]   They all died without seeing the fulfillment of the promise.
[00:46:15.040 --> 00:46:16.040]   They all died without seeing the fulfillment of the promise.
[00:46:16.040 --> 00:46:17.040]   They all died without seeing the fulfillment of the promise.
[00:46:17.040 --> 00:46:18.040]   They all died without seeing the fulfillment of the promise.
[00:46:18.040 --> 00:46:19.040]   They all died without seeing the fulfillment of the promise.
[00:46:19.040 --> 00:46:20.040]   They all died without seeing the fulfillment of the promise.
[00:46:20.040 --> 00:46:21.040]   They all died without seeing the fulfillment of the promise.
[00:46:21.040 --> 00:46:22.040]   They all died without seeing the fulfillment of the promise.
[00:46:22.040 --> 00:46:23.040]   They all died without seeing the fulfillment of the promise.
[00:46:23.040 --> 00:46:24.040]   They all died without seeing the fulfillment of the promise.
[00:46:24.040 --> 00:46:25.040]   They all died without seeing the fulfillment of the promise.
[00:46:25.040 --> 00:46:26.040]   They all died without seeing the fulfillment of the promise.
[00:46:26.040 --> 00:46:27.040]   They all died without seeing the fulfillment of the promise.
[00:46:27.040 --> 00:46:28.040]   They all died without seeing the fulfillment of the promise.
[00:46:28.040 --> 00:46:29.040]   They all died without seeing the fulfillment of the promise.
[00:46:29.040 --> 00:46:30.040]   They all died without seeing the fulfillment of the promise.
[00:46:30.040 --> 00:46:31.040]   They all died without seeing the fulfillment of the promise.
[00:46:31.040 --> 00:46:32.040]   They all died without seeing the fulfillment of the promise.
[00:46:32.040 --> 00:46:33.040]   They all died without seeing the fulfillment of the promise.
[00:46:33.040 --> 00:46:34.040]   They all died without seeing the fulfillment of the promise.
[00:46:34.040 --> 00:46:35.040]   They all died without seeing the fulfillment of the promise.
[00:46:35.040 --> 00:46:36.040]   They all died without seeing the fulfillment of the promise.
[00:46:36.040 --> 00:46:37.040]   They all died without seeing the fulfillment of the promise.
[00:46:37.040 --> 00:46:38.040]   They all died without seeing the fulfillment of the promise.
[00:46:38.040 --> 00:46:39.040]   They all died without seeing the fulfillment of the promise.
[00:46:39.040 --> 00:46:40.040]   They all died without seeing the fulfillment of the promise.
[00:46:40.040 --> 00:46:41.040]   They all died without seeing the fulfillment of the promise.
[00:46:41.040 --> 00:46:42.040]   They all died without seeing the fulfillment of the promise.
[00:46:42.040 --> 00:46:43.040]   They all died without seeing the fulfillment of the promise.
[00:46:43.040 --> 00:46:44.040]   They all died without seeing the fulfillment of the promise.
[00:46:44.040 --> 00:46:45.040]   They all died without seeing the fulfillment of the promise.
[00:46:45.040 --> 00:46:46.040]   They all died without seeing the fulfillment of the promise.
[00:46:46.040 --> 00:46:47.040]   They all died without seeing the fulfillment of the promise.
[00:46:47.040 --> 00:46:48.040]   They all died without seeing the fulfillment of the promise.
[00:46:48.040 --> 00:46:49.040]   They all died without seeing the fulfillment of the promise.
[00:46:49.040 --> 00:46:50.040]   They all died without seeing the fulfillment of the promise.
[00:46:50.040 --> 00:46:51.040]   They all died without seeing the fulfillment of the promise.
[00:46:51.040 --> 00:46:52.040]   They all died without seeing the fulfillment of the promise.
[00:46:52.040 --> 00:46:53.040]   They all died without seeing the fulfillment of the promise.
[00:46:53.040 --> 00:46:54.040]   They all died without seeing the fulfillment of the promise.
[00:46:54.040 --> 00:46:55.040]   They all died without seeing the fulfillment of the promise.
[00:46:55.040 --> 00:46:56.040]   They all died without seeing the fulfillment of the promise.
[00:46:56.040 --> 00:46:57.040]   They all died without seeing the fulfillment of the promise.
[00:46:57.040 --> 00:46:58.040]   They all died without seeing the fulfillment of the promise.
[00:46:58.040 --> 00:46:59.040]   They all died without seeing the fulfillment of the promise.
[00:46:59.040 --> 00:47:00.040]   They all died without seeing the fulfillment of the promise.
[00:47:00.040 --> 00:47:01.040]   They all died without seeing the fulfillment of the promise.
[00:47:01.040 --> 00:47:02.040]   They all died without seeing the fulfillment of the promise.
[00:47:02.040 --> 00:47:03.040]   They all died without seeing the fulfillment of the promise.
[00:47:03.040 --> 00:47:04.040]   They all died without seeing the fulfillment of the promise.
[00:47:04.040 --> 00:47:05.040]   They all died without seeing the fulfillment of the promise.
[00:47:05.040 --> 00:47:06.040]   They all died without seeing the fulfillment of the promise.
[00:47:06.040 --> 00:47:07.040]   They all died without seeing the fulfillment of the promise.
[00:47:07.040 --> 00:47:08.040]   They all died without seeing the fulfillment of the promise.
[00:47:08.040 --> 00:47:09.040]   They all died without seeing the fulfillment of the promise.
[00:47:09.040 --> 00:47:10.040]   They all died without seeing the fulfillment of the promise.
[00:47:10.040 --> 00:47:11.040]   They all died without seeing the fulfillment of the promise.
[00:47:11.040 --> 00:47:12.040]   They all died without seeing the fulfillment of the promise.
[00:47:12.040 --> 00:47:13.040]   They all died without seeing the fulfillment of the promise.
[00:47:13.040 --> 00:47:14.040]   They all died without seeing the fulfillment of the promise.
[00:47:14.040 --> 00:47:15.040]   They all died without seeing the fulfillment of the promise.
[00:47:15.040 --> 00:47:22.160]   Now here he puts together words from the three Old Testament texts to form what he says in
[00:47:22.160 --> 00:47:23.160]   the next verse.
[00:47:23.160 --> 00:47:28.360]   He is quoting snippets from two places in Isaiah and one verse from Habakkuk.
[00:47:28.360 --> 00:47:33.320]   So he's actually quoting snippets of Old Testament familiar verses.
[00:47:33.320 --> 00:47:39.960]   Verse 37, "For yet in a very little while He who is coming will come and will not delay."
[00:47:39.960 --> 00:47:44.260]   And then the next verse continues quoting from that same place in Habakkuk.
[00:47:44.260 --> 00:47:45.040]   This is Habakkuk.
[00:47:45.040 --> 00:47:46.780]   2 verse 4.
[00:47:46.780 --> 00:47:49.540]   And this verse, by the way, is quoted three times in the New Testament.
[00:47:49.540 --> 00:47:53.140]   This is one of the Apostle Paul's favorite Old Testament texts.
[00:47:53.140 --> 00:47:57.580]   It is the verse that was instrumental in Martin Luther's conversion.
[00:47:57.580 --> 00:48:01.540]   And notice, this is a verse about faith.
[00:48:01.540 --> 00:48:07.840]   Hebrews 10:38, "But my righteous one shall live by faith, and if he shrinks back, my
[00:48:07.840 --> 00:48:10.180]   soul has no pleasure in him.
[00:48:10.180 --> 00:48:15.040]   But we are not of those who shrink back to destruction, but of those who have faith."
[00:48:15.040 --> 00:48:18.560]   To the preserving of the soul.
[00:48:18.560 --> 00:48:22.200]   So the context here is about faith.
[00:48:22.200 --> 00:48:26.700]   Specifically it's about holding firm to the confidence that goes hand in hand with true
[00:48:26.700 --> 00:48:27.700]   faith.
[00:48:27.700 --> 00:48:33.780]   And he goes from that directly into Hebrews 11:1, "Now faith is the assurance of things
[00:48:33.780 --> 00:48:38.680]   hoped for, the conviction of things not seen."
[00:48:38.680 --> 00:48:44.320]   Because faith is a supernatural reality, it's a gift of divine grace.
[00:48:44.320 --> 00:48:44.880]   Faith carries a divine grace.
[00:48:44.880 --> 00:48:48.400]   Faith carries a dose of certainty with it.
[00:48:48.400 --> 00:48:53.720]   In fact, you can't have assurance of your salvation at all if you are uncertain whether
[00:48:53.720 --> 00:48:57.100]   the facts of the gospel are true.
[00:48:57.100 --> 00:49:01.820]   Now there are some people who teach that full assurance of salvation is the essential defining
[00:49:01.820 --> 00:49:03.980]   feature of genuine saving faith.
[00:49:03.980 --> 00:49:08.620]   What they're saying is you haven't truly believed in Christ until you have full assurance that
[00:49:08.620 --> 00:49:10.480]   you're saved.
[00:49:10.480 --> 00:49:14.880]   That is not what this verse means, and I think there are some pretty grave dangers that are
[00:49:14.880 --> 00:49:17.160]   inherent in that idea of faith.
[00:49:17.160 --> 00:49:18.740]   I don't believe that.
[00:49:18.740 --> 00:49:22.580]   Faith and assurance are not exactly the same thing.
[00:49:22.580 --> 00:49:24.700]   And that's not the point of this verse.
[00:49:24.700 --> 00:49:30.780]   If you want a sufficiently thorough study of why that's bad teaching, read chapter 10
[00:49:30.780 --> 00:49:34.520]   in John MacArthur's book, The Gospel According to the Apostles.
[00:49:34.520 --> 00:49:40.380]   So what he's saying there is saving faith is not a belief that I personally am saved.
[00:49:40.380 --> 00:49:43.160]   That's not the essence of saving faith.
[00:49:43.160 --> 00:49:44.720]   Saving faith is a wholehearted belief.
[00:49:44.720 --> 00:49:48.980]   A wholehearted belief in Christ as Lord and Savior.
[00:49:48.980 --> 00:49:54.880]   Assurance of your personal salvation will grow, or sometimes diminish, with time and
[00:49:54.880 --> 00:49:56.460]   circumstances.
[00:49:56.460 --> 00:50:00.340]   But a degree of assurance is certainly inherent in faith.
[00:50:00.340 --> 00:50:05.500]   Some degree of assurance is there because really trusting Christ as Savior and actually
[00:50:05.500 --> 00:50:11.860]   believing the truth of His Word entails some level of self-awareness that I am a believer
[00:50:11.860 --> 00:50:14.560]   and therefore He has saved me.
[00:50:14.560 --> 00:50:18.500]   But settled assurance comes with maturity.
[00:50:18.500 --> 00:50:22.760]   Doubt can coexist with faith, as we said at the start.
[00:50:22.760 --> 00:50:28.140]   You detect that truth in the plea of that man in Mark 9 who said, "Lord, I believe,
[00:50:28.140 --> 00:50:30.420]   but help my unbelief."
[00:50:30.420 --> 00:50:37.800]   But still, this text does mean, I think, that faith contains the seed of our confidence
[00:50:37.800 --> 00:50:39.520]   in Christ.
[00:50:39.520 --> 00:50:44.400]   You don't have faith at all without a conviction that the Word of God is true.
[00:50:44.400 --> 00:50:46.840]   That Christ is trustworthy.
[00:50:46.840 --> 00:50:52.500]   And so our faith contains the seed of our confidence, and the root of that confidence
[00:50:52.500 --> 00:50:54.620]   is God's Word.
[00:50:54.620 --> 00:50:58.220]   If you take nothing else away this morning, be sure you get this.
[00:50:58.220 --> 00:51:07.140]   The only certainty we can cling to is the Word of God itself.
[00:51:07.140 --> 00:51:09.460]   That's where all of our certainty derives from.
[00:51:09.460 --> 00:51:14.240]   In other words, absolute certainty of biblical truth lies...
[00:51:14.240 --> 00:51:19.520]   Not in the fact that I believe it, but in the fact that God said it.
[00:51:19.520 --> 00:51:25.740]   Now belief in the truth of Scripture is so basic that you can't reject it at all and
[00:51:25.740 --> 00:51:28.520]   make any credible claim to be a believer.
[00:51:28.520 --> 00:51:33.700]   The entire Christian religion rests on the conviction that God has revealed truth that
[00:51:33.700 --> 00:51:36.320]   He wants us to know and affirm.
[00:51:36.320 --> 00:51:41.280]   Our certainty about the truth of Scripture is derived from the fact that every Word of
[00:51:41.280 --> 00:51:44.080]   God is God-breathed truth.
[00:51:44.080 --> 00:51:49.400]   It's sure, it's certain, it's settled and it's fixed, and it's unchanging and all of
[00:51:49.400 --> 00:51:50.400]   those things.
[00:51:50.400 --> 00:51:55.920]   Scripture makes it absolutely clear that God Himself expects us to know and be certain
[00:51:55.920 --> 00:51:58.340]   of the truth that He has revealed.
[00:51:58.340 --> 00:52:05.120]   In Galatians 5 verses 7 and 8, Paul writes to those drifting Galatians and he says to
[00:52:05.120 --> 00:52:07.000]   them, "You were running well.
[00:52:07.000 --> 00:52:10.460]   Who hindered you from obeying the truth?"
[00:52:10.460 --> 00:52:13.920]   This persuasion, he says, is not from Him who calls you.
[00:52:13.920 --> 00:52:19.860]   Again, the clear implication is that God has given us authoritative truth and He tells
[00:52:19.860 --> 00:52:22.200]   us to obey it.
[00:52:22.200 --> 00:52:24.520]   And we're guilty if we do not.
[00:52:24.520 --> 00:52:28.200]   And doubt does not come from God.
[00:52:28.200 --> 00:52:30.800]   All of Scripture underscores this.
[00:52:30.800 --> 00:52:33.660]   Unbelief is the mother of all sin.
[00:52:33.660 --> 00:52:37.900]   And of course, some things in Scripture are more clear than others.
[00:52:37.900 --> 00:52:40.760]   Some things are indeed hard to understand.
[00:52:40.760 --> 00:52:43.760]   2 Peter 3:16, Peter writes, "In Paul's epistles.
[00:52:43.760 --> 00:52:48.940]   There are some things hard to understand, which the untaught and unstable distort as
[00:52:48.940 --> 00:52:53.640]   they do also the rest of the Scriptures to their own destruction."
[00:52:53.640 --> 00:52:59.440]   But at the end of the day, this is one of the fundamental tenets of true biblical historic
[00:52:59.440 --> 00:53:00.440]   Christianity.
[00:53:00.440 --> 00:53:04.880]   We believe God has revealed vital truth in His Word.
[00:53:04.880 --> 00:53:12.600]   And because God says it, we can have complete faith that it is absolutely and necessarily
[00:53:12.600 --> 00:53:13.600]   true.
[00:53:13.600 --> 00:53:16.320]   God cannot lie.
[00:53:16.320 --> 00:53:22.640]   And above that, God Himself holds us responsible for believing what He has revealed.
[00:53:22.640 --> 00:53:29.760]   It is our bounden duty to receive God's Word as fully reliable, objectively true, factually
[00:53:29.760 --> 00:53:39.220]   accurate, historically trustworthy, inerrant, unchanging, eternal, divinely revealed truth.
[00:53:39.220 --> 00:53:43.440]   And ultimately, Scripture then is the touchstone of all truth.
[00:53:43.440 --> 00:53:49.000]   And it is the standard by which every other truth claim must be tested.
[00:53:49.000 --> 00:53:52.280]   That's what we mean by the principle of sola scriptura.
[00:53:52.280 --> 00:53:57.460]   Not that Scripture is the only thing we can learn from, it's the only truth, but it is
[00:53:57.460 --> 00:54:02.060]   the ultimate standard by which all truth claims must be tested.
[00:54:02.060 --> 00:54:05.880]   You can work out the epistemological kinks however you like, but if you want to call
[00:54:05.880 --> 00:54:11.200]   yourself a Christian, you must affirm that much.
[00:54:11.200 --> 00:54:12.280]   Before post-modernism became the spirit of the Bible, you had to affirm that much.
[00:54:12.280 --> 00:54:13.280]   Before post-modernism became the spirit of the Bible, you had to affirm that much.
[00:54:13.280 --> 00:54:14.280]   Before post-modernism became the spirit of the Bible, you had to affirm that much.
[00:54:14.280 --> 00:54:15.280]   Before post-modernism became the spirit of the Bible, you had to affirm that much.
[00:54:15.280 --> 00:54:17.820]   And that's the spirit of the age and ushered in the demise of all certainty.
[00:54:17.820 --> 00:54:24.120]   Academic types generally did believe that certainty is derived from knowledge that's
[00:54:24.120 --> 00:54:27.400]   gained in the classroom and in the library.
[00:54:27.400 --> 00:54:32.740]   Scientific types believed that certainty is a product of experimentation.
[00:54:32.740 --> 00:54:38.480]   Intellectual types thought that certainty was gained by rational exactitude, exercised
[00:54:38.480 --> 00:54:43.120]   by people, you know, with a high intelligence quotient, the philosophers, and lots of people
[00:54:43.120 --> 00:54:49.120]   thought, and some still do, that they could look to majority opinion to tell them what
[00:54:49.120 --> 00:54:51.500]   they can be certain about.
[00:54:51.500 --> 00:54:58.840]   But Christians, Christians have always regarded the Word of God as the only reliable standard
[00:54:58.840 --> 00:55:02.260]   by which to judge all other truth claims.
[00:55:02.260 --> 00:55:04.740]   Let's hold fast to that.
[00:55:04.740 --> 00:55:10.520]   And in fact, we have a generous canon of sure and certain truth that is built right into
[00:55:10.520 --> 00:55:12.960]   the Christian faith.
[00:55:12.960 --> 00:55:16.380]   And it's a very important part of the Christian faith.
[00:55:16.380 --> 00:55:18.380]   It's a very important part of the Christian faith.
[00:55:18.380 --> 00:55:20.380]   And it's a very important part of the Christian faith.
[00:55:20.380 --> 00:55:21.380]   And it's a very important part of the Christian faith.
[00:55:21.380 --> 00:55:22.380]   And it's a very important part of the Christian faith.
[00:55:22.380 --> 00:55:23.380]   And it's a very important part of the Christian faith.
[00:55:23.380 --> 00:55:24.380]   And it's a very important part of the Christian faith.
[00:55:24.380 --> 00:55:25.380]   And it's a very important part of the Christian faith.
[00:55:25.380 --> 00:55:26.380]   And it's a very important part of the Christian faith.
[00:55:26.380 --> 00:55:27.380]   And it's a very important part of the Christian faith.
[00:55:27.380 --> 00:55:28.380]   And it's a very important part of the Christian faith.
[00:55:28.380 --> 00:55:29.380]   And it's a very important part of the Christian faith.
[00:55:29.380 --> 00:55:30.380]   And it's a very important part of the Christian faith.
[00:55:30.380 --> 00:55:31.380]   And it's a very important part of the Christian faith.
[00:55:31.380 --> 00:55:32.380]   And it's a very important part of the Christian faith.
[00:55:32.380 --> 00:55:33.380]   And it's a very important part of the Christian faith.
[00:55:33.380 --> 00:55:34.380]   And it's a very important part of the Christian faith.
[00:55:34.380 --> 00:55:35.380]   And it's a very important part of the Christian faith.
[00:55:35.380 --> 00:55:36.380]   And it's a very important part of the Christian faith.
[00:55:36.380 --> 00:55:37.380]   And it's a very important part of the Christian faith.
[00:55:37.380 --> 00:55:38.380]   And it's a very important part of the Christian faith.
[00:55:38.380 --> 00:55:39.380]   And it's a very important part of the Christian faith.
[00:55:39.380 --> 00:55:40.380]   And it's a very important part of the Christian faith.
[00:55:40.380 --> 00:55:41.380]   And it's a very important part of the Christian faith.
[00:55:41.380 --> 00:55:42.380]   And it's a very important part of the Christian faith.
[00:55:42.380 --> 00:55:43.380]   And it's a very important part of the Christian faith.
[00:55:43.380 --> 00:55:44.380]   And it's a very important part of the Christian faith.
[00:55:44.380 --> 00:55:45.380]   And it's a very important part of the Christian faith.
[00:55:45.380 --> 00:55:46.380]   And it's a very important part of the Christian faith.
[00:55:46.380 --> 00:55:47.380]   And it's a very important part of the Christian faith.
[00:55:47.380 --> 00:55:48.380]   And it's a very important part of the Christian faith.
[00:55:48.380 --> 00:55:49.380]   And it's a very important part of the Christian faith.
[00:55:49.380 --> 00:55:50.380]   And it's a very important part of the Christian faith.
[00:55:50.380 --> 00:55:51.380]   And it's a very important part of the Christian faith.
[00:55:51.380 --> 00:55:52.380]   And it's a very important part of the Christian faith.
[00:55:52.380 --> 00:55:53.380]   And it's a very important part of the Christian faith.
[00:55:53.380 --> 00:55:54.380]   And it's a very important part of the Christian faith.
[00:55:54.380 --> 00:55:55.380]   And it's a very important part of the Christian faith.
[00:55:55.380 --> 00:55:56.380]   And it's a very important part of the Christian faith.
[00:55:56.380 --> 00:55:57.380]   And it's a very important part of the Christian faith.
[00:55:57.380 --> 00:55:58.380]   And it's a very important part of the Christian faith.
[00:55:58.380 --> 00:55:59.380]   And it's a very important part of the Christian faith.
[00:55:59.380 --> 00:56:00.380]   And it's a very important part of the Christian faith.
[00:56:00.380 --> 00:56:01.380]   And it's a very important part of the Christian faith.
[00:56:01.380 --> 00:56:02.380]   And it's a very important part of the Christian faith.
[00:56:02.380 --> 00:56:03.380]   And it's a very important part of the Christian faith.
[00:56:03.380 --> 00:56:04.380]   And it's a very important part of the Christian faith.
[00:56:04.380 --> 00:56:05.380]   And it's a very important part of the Christian faith.
[00:56:05.380 --> 00:56:06.380]   And it's a very important part of the Christian faith.
[00:56:06.380 --> 00:56:07.380]   And it's a very important part of the Christian faith.
[00:56:07.380 --> 00:56:08.380]   And it's a very important part of the Christian faith.
[00:56:08.380 --> 00:56:09.380]   And it's a very important part of the Christian faith.
[00:56:09.380 --> 00:56:10.380]   And it's a very important part of the Christian faith.
[00:56:10.380 --> 00:56:11.380]   And it's a very important part of the Christian faith.
[00:56:11.380 --> 00:56:12.380]   And it's a very important part of the Christian faith.
[00:56:12.380 --> 00:56:13.380]   And it's a very important part of the Christian faith.
[00:56:13.380 --> 00:56:14.380]   And it's a very important part of the Christian faith.
[00:56:14.380 --> 00:56:15.380]   And it's a very important part of the Christian faith.
[00:56:15.380 --> 00:56:16.380]   And it's a very important part of the Christian faith.
[00:56:16.380 --> 00:56:17.380]   And it's a very important part of the Christian faith.
[00:56:17.380 --> 00:56:18.380]   And it's a very important part of the Christian faith.
[00:56:18.380 --> 00:56:19.380]   And it's a very important part of the Christian faith.
[00:56:19.380 --> 00:56:20.380]   And it's a very important part of the Christian faith.
[00:56:20.380 --> 00:56:21.380]   And it's a very important part of the Christian faith.
[00:56:21.380 --> 00:56:22.380]   And it's a very important part of the Christian faith.
[00:56:22.380 --> 00:56:23.380]   And it's a very important part of the Christian faith.
[00:56:23.380 --> 00:56:24.380]   And it's a very important part of the Christian faith.
[00:56:24.380 --> 00:56:25.380]   And it's a very important part of the Christian faith.
[00:56:25.380 --> 00:56:26.380]   And it's a very important part of the Christian faith.
[00:56:26.380 --> 00:56:27.380]   And it's a very important part of the Christian faith.
[00:56:27.380 --> 00:56:28.380]   And it's a very important part of the Christian faith.
[00:56:28.380 --> 00:56:29.380]   And it's a very important part of the Christian faith.
[00:56:29.380 --> 00:56:30.380]   And it's a very important part of the Christian faith.
[00:56:30.380 --> 00:56:31.380]   And it's a very important part of the Christian faith.
[00:56:31.380 --> 00:56:32.380]   And it's a very important part of the Christian faith.
[00:56:32.380 --> 00:56:33.380]   And it's a very important part of the Christian faith.
[00:56:33.380 --> 00:56:34.380]   And it's a very important part of the Christian faith.
