
[00:00:00.000 --> 00:00:04.000]   Hi, everyone.
[01:03:57.240 --> 01:04:01.160]   achieve kind of like personalization. Like if you can collect this through feedback automatically,
[01:04:01.160 --> 01:04:04.680]   you can then use that in the system at a user level or something like that. Again,
[01:04:04.680 --> 01:04:08.200]   the issue with that is more complex things that doesn't really work.
[01:04:08.200 --> 01:04:13.160]   Probably more useful is like an automatic, you know, prompt, right? If you have some way to
[01:04:13.160 --> 01:04:17.640]   retrieve examples and put it in like automatic pipeline to prompt. But I feel like if you're
[01:04:17.640 --> 01:04:22.760]   a human, you're manually writing now, I feel like more people will try to use zero-shot.
[01:04:22.760 --> 01:04:25.720]   Yeah, but if you're doing a consumer product, you're probably not going to ask
[01:04:26.280 --> 01:04:31.160]   user-facing people to write a prompt or something like that. But I think the thing that you brought
[01:04:31.160 --> 01:04:36.120]   up is also really relevant here where you can collect feedback from a user, but it's usually at the top
[01:04:36.120 --> 01:04:42.120]   level. And so then if you have three or four or five or however many LLM calls down below, how do you
[01:04:42.120 --> 01:04:45.320]   disperse that feedback to those? And I don't have an answer for that.
[01:04:45.320 --> 01:04:50.120]   There's another super popular paper that you author called Koala, Cognitive
[01:04:50.120 --> 01:04:52.600]   Architectures for Language Agents. I'm not sure if it's super popular.
[01:04:52.600 --> 01:04:58.600]   People speak highly of it here within my circles. So shout out to Charles Frey, who
[01:04:58.600 --> 01:05:00.920]   told me about it. I think that was our most popular webinar.
[01:05:00.920 --> 01:05:06.520]   I think Harrison promoted the paper a lot. Thanks to him.
[01:05:06.520 --> 01:05:10.200]   I'll read what you wrote in here and then you can just kind of go take it wherever.
[01:05:10.200 --> 01:05:15.320]   Koala organizes agents along three key dimensions: their information storage divided into working and
[01:05:15.320 --> 01:05:20.440]   long-term memories, their action space divided into internal and external actions, and their
[01:05:20.440 --> 01:05:24.360]   decision-making procedure, which is structured as an interactive loop with planning and execution.
[01:05:24.360 --> 01:05:28.360]   By the way, I think your communication is very clear, so kudos on how you do these things.
[01:05:28.360 --> 01:05:31.960]   take us through the sort of three components. And you also have this development diagram,
[01:05:31.960 --> 01:05:35.880]   which I think is really cool. I think it's figure one on your paper for people reading along.
[01:05:35.880 --> 01:05:41.880]   Normally people have input, LLM, output. Then they develop into language agents that takes an action
[01:05:41.880 --> 01:05:46.600]   into an environment and has observations. And then they go into the Koala architecture.
[01:05:46.600 --> 01:05:52.440]   Shout out to my co-first author, Ted, who made figure one. He's like, you know,
[01:05:52.440 --> 01:05:54.680]   figure is really good. You don't even need color. You just...
[01:05:56.760 --> 01:06:01.400]   One of the motivations of Koala is we're seeing those agents become really complicated.
[01:06:01.400 --> 01:06:06.120]   I think my personal philosophy is to try to make things as simple as possible, but obviously this
[01:06:06.120 --> 01:06:10.360]   field has become more complex as a whole, and it's very hard to understand what's going on.
[01:06:10.360 --> 01:06:17.480]   And I think Koala provides a very good way to understand things in terms of those three dimensions.
[01:06:17.480 --> 01:06:23.560]   And I think they are pretty first principles, because I think this idea of memory is pretty first
[01:06:23.560 --> 01:06:27.560]   principle if you think about where memory, where information is stored. And you can even think of
[01:06:27.560 --> 01:06:32.120]   the ways of neural network as some kind of non-term memory, because that's also part of the information
[01:06:32.120 --> 01:06:38.520]   that is stored. I think a very first principle way of thinking of agents is pretty much just a neural
[01:06:38.520 --> 01:06:45.960]   network plus the code to call and use the neural network. Obviously also maybe plus some vector store
[01:06:45.960 --> 01:06:50.680]   or whatever other memory modules, right? And thinking through that, then you immediately realize
[01:06:50.680 --> 01:06:56.760]   that the kind of the non-term memory or the persistent information is first, the neural network,
[01:06:56.760 --> 01:07:02.680]   and second, the code associated with the agent that calls the neural network, and maybe also some other
[01:07:02.680 --> 01:07:09.400]   vector stores. But then there's obviously another kind of storage of information that's shorter horizon,
[01:07:09.400 --> 01:07:15.240]   right? Which is the context window or whatever episode that people are using. Like you're trying
[01:07:15.240 --> 01:07:19.880]   to solve this task and information happens there. But once this task is solved, the information is gone,
[01:07:19.880 --> 01:07:24.680]   right? So I think it's very systematic and first principle to think about where information is and
[01:07:24.680 --> 01:07:31.080]   thinking, organizing them through categories and time horizon, right? So once you have those information
[01:07:31.080 --> 01:07:37.400]   stores, then obviously for agent, the next thing is, what kind of action can you do? And that leads to the concept
[01:07:37.400 --> 01:07:41.960]   of action space, right? And I think one of the fundamental difference between language agents and
[01:07:41.960 --> 01:07:47.000]   the previous agents is that for traditional agents, if you think about Atari or video game,
[01:07:47.000 --> 01:07:51.320]   they only have like a predefined action space by the environment. They only have external actions,
[01:07:51.320 --> 01:07:55.880]   right? Because they don't have complicated memory or information and kind of devices to do internal
[01:07:55.880 --> 01:08:00.760]   thinking. I think the contribution of React is just to point out that we can also have internal actions
[01:08:00.760 --> 01:08:05.880]   called thinking. And obviously if you have long-term memory, then you also have retrieval or writing or
[01:08:05.880 --> 01:08:10.600]   whatever. And then third, once you have those actions, which action should you do? That's the
[01:08:10.600 --> 01:08:17.800]   problem of decision-making. And, uh, and the three parts should just fully describe our agent.
[01:08:17.800 --> 01:08:19.320]   We solved it. We have defined agents.
[01:08:19.320 --> 01:08:20.280]   Yeah, it's done.
[01:08:20.280 --> 01:08:25.480]   Does anything that you normally say about agents not fit in that framework? Because you also get
[01:08:25.480 --> 01:08:26.760]   asked this question a lot.
[01:08:26.760 --> 01:08:33.640]   Um, I think it's very aligned. Um, if we think about a lot of the stuff we do, I'm just thinking out loud now,
[01:08:33.640 --> 01:08:38.120]   but a lot of the stuff we do on agents now is through lane graph, lane graph, we would view as
[01:08:38.120 --> 01:08:41.800]   kind of like the code part of what defines some of these things.
[01:08:41.800 --> 01:08:45.640]   Also defines part of the decision-making decision. That's what I was thinking actually. Yeah.
[01:08:45.640 --> 01:08:51.960]   Yeah. And actually one analogy that I like there is like some of the code and part of lane graph,
[01:08:51.960 --> 01:08:56.520]   and I'm actually curious what you think about this, but like, sometimes I say that like the LLMs aren't
[01:08:56.520 --> 01:09:00.600]   great at planning yet. So we can help them plan by telling them how to plan and code, because that's very
[01:09:00.600 --> 01:09:04.200]   explicit and that's a good way of communicating how they should plan and stuff like that.
[01:09:04.200 --> 01:09:05.080]   That's a Devon playbook as well.
[01:09:05.080 --> 01:09:08.280]   What do you mean by that? Like giving them like a DFS algorithm or?
[01:09:08.280 --> 01:09:12.200]   No, something like much simpler. Like you could tell agent in a prompt like,
[01:09:12.200 --> 01:09:16.280]   "Hey, every time you do this, you need to also do this and make sure to check this." Or you could just
[01:09:16.280 --> 01:09:20.760]   put those as explicit checks in kind of like the decision-making procedure or something like that.
[01:09:20.760 --> 01:09:21.320]   Right.
[01:09:21.320 --> 01:09:26.440]   And the more complex it gets, I think the more we see people encoding that in code. And another
[01:09:26.440 --> 01:09:31.400]   way that I say this is like, all of life really is communication, right? And so you can do that
[01:09:31.400 --> 01:09:34.760]   through prompts or you can do that through code. And code is great at communicating things. It really is.
[01:09:34.760 --> 01:09:36.360]   Is this the most philosophical?
[01:09:36.360 --> 01:09:37.960]   This is the cheapest I've ever had.
[01:09:37.960 --> 01:09:38.360]   Okay, okay.
[01:09:38.360 --> 01:09:38.920]   That's good.
[01:09:38.920 --> 01:09:39.080]   That's good.
[01:09:39.080 --> 01:09:39.640]   That's good.
[01:09:39.640 --> 01:09:39.880]   Yeah.
[01:09:39.880 --> 01:09:41.320]   We're talking about agents, you know?
[01:09:41.320 --> 01:09:41.960]   Yeah.
[01:09:41.960 --> 01:09:46.760]   I think the biggest thing that we're thinking a lot about is just the memory component. And we touched on it a
[01:09:46.760 --> 01:09:51.320]   little bit earlier in the, in the episode, but I think it's still like very unsolved. I think like
[01:09:51.320 --> 01:09:56.920]   clearly semantic memory, episodic memory, or types of memory, I think, but like where the boundaries
[01:09:56.920 --> 01:10:01.960]   are, is there, are there other types? How to think about that? I think that to me is maybe one of the
[01:10:01.960 --> 01:10:06.440]   bigger unsolved things in terms of agents is just memory. Like what, what does memory even mean?
[01:10:06.440 --> 01:10:09.800]   That's another top high value question. Is it a knowledge graph?
[01:10:09.800 --> 01:10:14.680]   I think that's one type of memory.
[01:10:14.680 --> 01:10:19.160]   Yeah. If you're using a knowledge graph as a hammer to hit a nail, it's, it's, it's not that.
[01:10:19.160 --> 01:10:25.560]   But I think, I think practically what we see is it's still so application specific, what relevant
[01:10:25.560 --> 01:10:30.360]   memory is. And that also makes it really tough to answer generically, like what is memory? So like,
[01:10:30.360 --> 01:10:35.000]   it could be a knowledge graph. It could also be like, I don't know, a list of instructions that you
[01:10:35.000 --> 01:10:35.800]   just keep in a list.
[01:10:35.800 --> 01:10:36.520]   Yep.
[01:10:36.520 --> 01:10:42.600]   A meta point is I feel sometimes we underestimate some aspects where humans and agents are actually
[01:10:42.600 --> 01:10:47.000]   similar and we overestimate sometimes. The difference is, you know, I feel like, I mean,
[01:10:47.000 --> 01:10:52.280]   at one point I think that's shared by agents and humans is like, we all have very different types of
[01:10:52.280 --> 01:10:57.080]   memories, right? Some people use Google doc. Some people use notion and some people use paper and pen.
[01:10:57.080 --> 01:11:02.840]   Like you can argue those are different types of long term memories for people, right? And each person
[01:11:02.840 --> 01:11:09.000]   develops its own way to maintain their long term memory and diarrhea or whatever. It's a very kind of
[01:11:09.000 --> 01:11:14.760]   individual kind of thing. And I feel like for agents, probably there's no like single best solution. But
[01:11:14.760 --> 01:11:20.680]   what we can do is we can create as many good tools as possible, like Google Docker, Notion, equivalent
[01:11:20.680 --> 01:11:26.440]   of agent memory. And we should just give the choice to the agent. Like, what do you want to use? And through
[01:11:26.440 --> 01:11:29.400]   learning, they should be able to come up with their own way to use the long memory.
[01:11:29.400 --> 01:11:34.520]   You know, or give the choice to the developer who's building the agents, because I think it also that
[01:11:34.520 --> 01:11:38.920]   it might, it depends on the task. Like I use, I think we want to control that one. Right now,
[01:11:38.920 --> 01:11:43.080]   I would agree with that for sure, because I think you need that level of control. I use linear for
[01:11:43.080 --> 01:11:47.560]   planning for code. I don't use that for my grocery list, right? Like depending on what I'm trying to do,
[01:11:47.560 --> 01:11:52.200]   I have different types of long form memory. Maybe if you tried, you would have a gorgeous kitchen.
[01:11:52.200 --> 01:11:58.360]   Do you think our like tool making kind of progress is good or not good enough in terms of, you know,
[01:11:58.360 --> 01:12:04.280]   we have all sorts of different memory stores or retrieval methods or whatever? On the memory front
[01:12:04.280 --> 01:12:08.120]   in particular, I don't think it's very good. I think there's a lot to still be done. What do you think
[01:12:08.120 --> 01:12:13.080]   are lacking? Yeah, you have a memory service. What's missing? The memory service we launched, I don't
[01:12:13.080 --> 01:12:17.080]   think really found product market fit. I think like, I mean, I think there's a bunch of different
[01:12:17.080 --> 01:12:22.120]   types of memory. I'll probably write a blog. I mean, I have a blog that I published at some point on
[01:12:22.120 --> 01:12:26.360]   this, but I think like right off the bat, there's like procedural memory, which is like how you do
[01:12:26.360 --> 01:12:31.480]   things. I think this is basically episodic memory, like trajectories of correct things. But there's also,
[01:12:31.480 --> 01:12:35.320]   then I think a very different type is like personalization. Like I like Italian food.
[01:12:35.320 --> 01:12:36.440]   It's kind of a semantic memory.
[01:12:36.440 --> 01:12:38.600]   That's kind of, maybe like a system prompt.
[01:12:38.600 --> 01:12:40.680]   Yeah, exactly. Exactly. Yeah.
[01:12:40.680 --> 01:12:45.720]   It could be a, it depends if it's semantic over like raw events or over reflections over events.
[01:12:45.720 --> 01:12:49.560]   Right. Again, semantic procedure, whatever, it's just like a categorization. What really
[01:12:49.560 --> 01:12:52.120]   matters is the implementation, right? And so one of the things that
[01:12:52.120 --> 01:12:56.200]   we'll probably have released by the time this podcast comes out is right now in line graph,
[01:12:56.200 --> 01:13:01.480]   line graph is very stateful. You define a state for your graph and basically a run of an agent operates
[01:13:01.480 --> 01:13:06.360]   on a thread. It's very similar to threads in open AI's assistant API, but you can define the state
[01:13:06.360 --> 01:13:09.880]   however you want. You can define whatever keys, whatever values you want. Right now,
[01:13:09.880 --> 01:13:14.200]   they're all persistent for a single thread. We're going to add the ability to persist that between
[01:13:14.200 --> 01:13:20.040]   threads. So then if you basically want to scope a memory to a user ID or to an assistant or to an
[01:13:20.040 --> 01:13:25.080]   organization, then you can do that. And practically what that means is you can write to that channel
[01:13:25.080 --> 01:13:29.240]   whatever you want, and then that can be read in other threads. We're not making any kind of like
[01:13:29.240 --> 01:13:33.400]   claims around what the shape of memory is, right? You can write kind of like what you want there.
[01:13:33.400 --> 01:13:38.760]   I still think it's like so early on and we see people needing a lot of control over that. And so
[01:13:38.760 --> 01:13:43.160]   I think this is our current best thought. This is what we're doing around memory at the moment. It's
[01:13:43.160 --> 01:13:47.800]   basically extending the state to beyond a thread level. I feel like there's a trade-off between
[01:13:47.800 --> 01:13:52.680]   you know, complexity and control, right? For example, like Notion is more complex than Google Docs, but
[01:13:52.680 --> 01:13:57.560]   if you use it well, then it gives you more capability, right? And it's like different tool
[01:13:57.560 --> 01:14:03.320]   might suit different applications or scenarios or whatever. Yeah. We should make more good tools,
[01:14:03.320 --> 01:14:08.760]   I guess. My quick take is when I started writing about the AI engineer, this was kind of vaguely in
[01:14:08.760 --> 01:14:13.800]   my head, but like this is basically the job. Everything outside the LLM is the AI engineer
[01:14:13.800 --> 01:14:20.040]   that the researcher is not going to do. This basically maps to LLMOS. I would add in the
[01:14:20.040 --> 01:14:25.800]   code interpreter, the browser and the other stuff, but yeah, this is mostly it. Yeah, those are the
[01:14:25.800 --> 01:14:30.040]   I mean, those are the tools, yeah. Those are the external environment, which is a small box at the bottom.
[01:14:30.040 --> 01:14:34.600]   So then having this like reasonable level of confidence, like I know what things are,
[01:14:34.600 --> 01:14:38.520]   then I want to break it. I want to be like, okay, like what's coming up that's going to blindside me
[01:14:38.520 --> 01:14:45.080]   completely. And it really is maybe like omni-model where like everything in, everything out. And like,
[01:14:45.080 --> 01:14:49.160]   does that change anything? Like if you scale up models like a hundred times more, does that change
[01:14:49.160 --> 01:14:54.520]   anything? That's actually a great, great question. I think that's actually the last paragraph of the
[01:14:54.520 --> 01:14:59.880]   paper that's talking about this. I also got asked this question when I was interviewing with OpenAI.
[01:14:59.880 --> 01:15:03.240]   Please tell us how to pass OpenAI interviews.
[01:15:05.240 --> 01:15:11.160]   Is any of this still true if, you know, if you 100x everything, if we make the model much better?
[01:15:11.160 --> 01:15:16.600]   My longer answer to this, you should just refer to the last paragraph of the paper, which is like a more
[01:15:16.600 --> 01:15:22.280]   prepared, longer answer. I think the short answer is understanding is always better. It's like a way of
[01:15:22.280 --> 01:15:27.800]   understanding things. Like the solid experiment that I write at the end of the paper is, imagine you have
[01:15:27.800 --> 01:15:32.520]   GPT-10, which is really good. Like it doesn't even need a chain of thought, right? Just input,
[01:15:32.520 --> 01:15:37.560]   output, just stick to stick, right? It doesn't even need to do browsing or whatever, or maybe it still
[01:15:37.560 --> 01:15:43.400]   needs some tools, but let's say like, it's really powerful. Like then I think even in that point, I think
[01:15:43.400 --> 01:15:48.440]   something like Koala is still useful if we want to do some neuroscience on GPT-10. It's like kind of doing
[01:15:48.440 --> 01:15:52.840]   human kind of neuroscience, right? Which model actually could it be inspectable?
[01:15:52.840 --> 01:15:56.360]   Yeah. Like you want to expect what is episodic memory? What is the decision-making module? What
[01:15:56.360 --> 01:16:00.600]   is the, it's kind of like dissecting the human brain, right? And you need some kind of prior
[01:16:00.600 --> 01:16:05.000]   kind of framework to help you do this kind of discovery.
[01:16:05.000 --> 01:16:08.520]   Cool. Just one thing I want to highlight from your work, we don't have to go into it,
[01:16:08.520 --> 01:16:12.520]   it's a Tao Bench. Oh yeah, we should definitely cover this.
[01:16:12.520 --> 01:16:16.600]   Yeah. I'm a big fan of Simulity of AI. We had a summer of Simulity of AI.
[01:16:16.600 --> 01:16:19.960]   Another term we're trying to coin hasn't stuck, but I'm going to keep at it.
[01:16:19.960 --> 01:16:23.160]   I'm really glad you covered my zero citation work. I'm really happy.
[01:16:23.160 --> 01:16:26.520]   No, zero citation work. Now it's one, now it's one. First citation.
[01:16:26.520 --> 01:16:31.160]   It's me, it's me right now. We just cited it here, so that counts.
[01:16:31.160 --> 01:16:32.840]   It's like one citation. Does it show on Google?
[01:16:32.840 --> 01:16:36.520]   We'll write a paper about this episode. One citation, one citation.
[01:16:36.520 --> 01:16:39.400]   Let's go. Last time I checked, it's still zero.
[01:16:39.400 --> 01:16:41.960]   It's awesome. Okay.
[01:16:41.960 --> 01:16:47.960]   This one was funny because you have agents interact with like LM simulated person. So it's like actually
[01:16:47.960 --> 01:16:52.920]   just another agent, right? So it's like agent simulating with other agents. This has always
[01:16:52.920 --> 01:16:58.760]   been my thing with startups doing agents. I'm like, one day there's going to be training grounds for
[01:16:58.760 --> 01:17:03.880]   companies to train agents that they hire. Actually, Singapore is the first country to build the cyber
[01:17:03.880 --> 01:17:09.160]   range for cyber attack training. And I think you'll see more of that. So what was the inspiration there?
[01:17:09.160 --> 01:17:14.280]   Most of these models are bad at it, which is great. You know, we have some room for, I think the best
[01:17:14.280 --> 01:17:20.760]   model is for all at like 48% average. So there's a lot of room to go. Yeah. Any fun stories from there,
[01:17:20.760 --> 01:17:22.600]   directions that you hope that people take?
[01:17:22.600 --> 01:17:30.200]   Yeah. First, I think shout out to Sierra, which is this a very good startup, which was funded by
[01:17:30.200 --> 01:17:37.240]   Brad Taylor and Clay Beaver. And Sierra is a startup doing conversational AI. So what they do is they
[01:17:37.240 --> 01:17:42.920]   they build agents for businesses. Like suppose you have a business and you have a customer service,
[01:17:42.920 --> 01:17:49.000]   we want to automate that part. And then it becomes very interesting because it's very different from coding or
[01:17:49.000 --> 01:17:54.680]   web agent or whatever people are doing, because it's more about how can you do simple things reliably.
[01:17:54.680 --> 01:17:59.240]   It's not about, you know, can you sample a hundred times and you find one good mass proof or kill
[01:17:59.240 --> 01:18:04.040]   solution. It's more about you chat with a hundred different users on very simple things. Can you be
[01:18:04.040 --> 01:18:11.640]   robust to solve like 99% of the time? Right. And then we find there's no really good benchmark around this.
[01:18:11.640 --> 01:18:15.960]   So that's one thing. I guess another thing is obviously this kind of customer service kind
[01:18:15.960 --> 01:18:21.480]   of domain. Previously, there are some benchmarks, but they all have their limitations. And I think
[01:18:21.480 --> 01:18:28.120]   you want the task to be kind of hard and you want user simulation to be real. We don't have that until
[01:18:28.120 --> 01:18:34.440]   LLM. So data sets from 10 years ago, like either just have trajectories, conversating with humans,
[01:18:34.440 --> 01:18:39.400]   or they have very fake kind of simulators. I think right now is a good opportunity to, if you really just
[01:18:39.400 --> 01:18:44.200]   care about this task of customer service, then it's a good opportunity because now you have LLMs to
[01:18:44.200 --> 01:18:48.760]   simulate humans. But I think a more general motivation is we don't have enough agent benchmarks
[01:18:48.760 --> 01:18:53.560]   that target this kind of robustness, reliability kind of standpoint. It's more about, you know,
[01:18:53.560 --> 01:19:00.200]   code or web. So this is a very good addition to the landscape. If you have a model that can simulate
[01:19:00.200 --> 01:19:05.640]   the persona, like the user, the right way, shouldn't the model also be able to accomplish the task,
[01:19:05.640 --> 01:19:08.840]   right? If he has the knowledge of like what the person will want, then it means...
[01:19:08.840 --> 01:19:14.040]   This is a great question. I think it really stems from like asymmetry of information, right? Because
[01:19:14.040 --> 01:19:18.440]   if you think about the customer service agent, it has information that you cannot, you cannot access,
[01:19:18.440 --> 01:19:24.280]   right? Like the APIs it could call or, you know, the policies of internal company policy, whatever.
[01:19:24.280 --> 01:19:29.720]   And that I think very interesting for TallBench is like, it's kind of okay for the user to be kind of
[01:19:29.720 --> 01:19:35.880]   stupid. So you can imagine like there are failure cases, right? But I think in our case, as long as the
[01:19:35.880 --> 01:19:42.040]   user specified the need very clearly, then it's up to the agent to figure out, for example, what is the
[01:19:42.040 --> 01:19:47.080]   second cheapest flight from this to that under that constraint, very complicated reasoning involved. Like
[01:19:47.080 --> 01:19:53.000]   we shouldn't require users to be able to solve those things. They should just be able to clearly express
[01:19:53.000 --> 01:19:59.000]   their need. But then if the task failed, then it's up to the agent. That makes the evaluation much easier.
[01:19:59.000 --> 01:20:00.440]   Awesome. Anything else?
[01:20:00.440 --> 01:20:02.600]   I have one last question for Harrison, actually.
[01:20:02.600 --> 01:20:04.360]   Oh, no, that's not this podcast.
[01:20:04.360 --> 01:20:04.920]   You can't do it.
[01:20:04.920 --> 01:20:12.360]   I mean, there are a lot of questions around AI right now, but I feel like perhaps the biggest question is
[01:20:12.360 --> 01:20:16.840]   application. Because if we have great application, we have super app, whatever, that keeps the whole thing
[01:20:16.840 --> 01:20:22.600]   going, right? Obviously, we have problems with infra, with chip, with transformer, with whatever,
[01:20:22.600 --> 01:20:28.200]   S4, a lot of stuff. But I do think the biggest question is application. And I'm curious, like,
[01:20:28.200 --> 01:20:33.160]   from your perspective, like, is there any things that are actually already kind of working, but people
[01:20:33.160 --> 01:20:37.880]   don't know enough? Or like, is there any like promising application that you're seeing so far?
[01:20:37.880 --> 01:20:42.680]   Okay, so I think one big area where there's clearly been success is in customer support,
[01:20:43.160 --> 01:20:48.040]   both companies doing that as a service, but also larger enterprises doing that and building that
[01:20:48.040 --> 01:20:53.560]   functionality in inside, right? There's a bunch of people doing coding stuff. We've already talked
[01:20:53.560 --> 01:20:58.760]   about that. I think that's a little bit, I wouldn't say that's a success yet, but there's a lot of
[01:20:58.760 --> 01:21:04.760]   excitement and stuff there. One thing that I've seen more of recently, I guess the general category would
[01:21:04.760 --> 01:21:11.080]   be like research style agents, specific things recently would be like, I've seen a few like AISDR
[01:21:11.080 --> 01:21:16.440]   companies pop up, where they basically do some data enrichment, they get a company name, they go out,
[01:21:16.440 --> 01:21:22.760]   find like, you know, funding. What is SDR? Sales Development Rep. It's an entry level job title in B2B SaaS.
[01:21:22.760 --> 01:21:29.400]   Yeah. So I don't know, I know. The PhD mind cannot comprehend.
[01:21:29.400 --> 01:21:36.760]   And so I'd classify that under the general area of kind of like researchy style agents, I think like
[01:21:36.760 --> 01:21:42.680]   legal falls in this as well. I think legal is, yeah, they're a pretty good domain for this.
[01:21:43.240 --> 01:21:49.480]   I wonder how good hardware is doing. There was some debate, but they raised a lot of money. So who
[01:21:49.480 --> 01:21:54.600]   knows? I'd say those are, those are a few of the categories that jump to mind. Like entry type kind
[01:21:54.600 --> 01:21:58.840]   of research. On the topic of applications though, the thing that I think is most interesting in this
[01:21:58.840 --> 01:22:04.200]   space right now is probably all the UXs around these apps and the different things besides chat that might
[01:22:04.200 --> 01:22:10.600]   come out. I think two that I'm really interested in, one for the idea of this AISDR. I've seen a bunch of
[01:22:10.600 --> 01:22:16.280]   them do it in kind of like a spreadsheet style view where you have like, you know, 10 different companies
[01:22:16.280 --> 01:22:20.040]   or hundreds of different companies and five different attributes you want to run up and then each
[01:22:20.040 --> 01:22:23.720]   cell is an agent. And I guess the good, the good thing about this is like, you can already use the
[01:22:23.720 --> 01:22:24.200]   first couple of rules of spreadsheet as a few shot example or whatever. There's so many good things about it. Yeah. You can, you can test it out on a few. It's a great way for humans to run things in batch, which I don't, it's a great interface for that.
[01:22:24.200 --> 01:22:54.180]   It's still kind of elusive to do this kind of like PhD kind of research, but I think those kind of entry type research where it's more repetitive and it should be automated. And then the other UX I'm really, really interested is, is kind of like when you have agents running in the background, how can they, like ambient style agents, how can they reach out to you? So I think like as an example of this, I have an email assistant,
[01:22:54.180 --> 01:23:03.180]   um, that runs in the background, it treasers all my emails and it tries to respond to them. And then when it needs my input, like, Hey, do you want to do this podcast? It reaches out to me. It sends me a message.
[01:23:03.180 --> 01:23:05.180]   Oh, you actually, Oh, you, you have it. It is live.
[01:23:05.180 --> 01:23:07.180]   Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. I use it for all my emails.
[01:23:07.180 --> 01:23:08.180]   Thank you agent.
[01:23:08.180 --> 01:23:09.180]   Well, we did Twitter. I don't have that.
[01:23:09.180 --> 01:23:11.180]   Did you write it with Lanchain?
[01:23:11.180 --> 01:23:12.180]   Yeah.
[01:23:12.180 --> 01:23:14.180]   I will open source it at some point.
[01:23:14.180 --> 01:23:15.180]   Lengraph or Lanchain?
[01:23:15.180 --> 01:23:16.180]   Yeah. I want both.
[01:23:16.180 --> 01:23:17.180]   Yeah. Both.
[01:23:17.180 --> 01:23:23.180]   So at this point, Lengraph for the orchestration, Lengchain for the integrations with the different models.
[01:23:23.180 --> 01:23:29.180]   I'm curious how the low code kind of direction is going right now. Are people, we talked about this. Oh, yeah. It's not low code.
[01:23:29.180 --> 01:23:31.180]   Lengraph is not low code.
[01:23:31.180 --> 01:23:32.180]   So you can cut this.
[01:23:32.180 --> 01:23:35.180]   No, no, no, no, no. People, people will tune in just for this.
[01:23:35.180 --> 01:23:59.180]   Well, it actually, it actually has to do with UXs as well. So like probably sums back to this idea of, I think like what it means to build with AI is changing. Like I still really, really strongly believe that developers will be a core kind of like part of this, largely because we see like, you need a lot of control over these agents to get them to work reliably. But there's also very clearly components that you don't need to be a developer for prompting is kind of like the most obvious one. With Lengraph, one of the things that you don't need to be a developer for prompting is kind of like the most obvious one.
[01:23:59.180 --> 01:24:21.180]   With Lengraph, one of the things that we added recently was like a Lengraph studio. So it's, we called it kind of like an IDE for agents. You point it to your code file where you have your graph defined in code. It spins up a representation of the graph. You can interact with it there. You can test it out. We fucked it up to kind of like a persistence layer. So you can do time travel stuff, which I think is another really cool UX that I first saw in Devon and was, yeah.
[01:24:21.180 --> 01:24:23.180]   Devon's time travel is good.
[01:24:23.180 --> 01:24:35.980]   The UX for Devon in general, I think you said it, but that was the novel. That was the best part. But to the low code, no code part, the way that I think about it is you probably want to have your cognitive architecture defined in code.
[01:24:35.980 --> 01:24:37.660]   A decision making procedure.
[01:24:37.660 --> 01:24:48.340]   Yes. But then there's parts within that that are prompts or maybe configuration options, like something to do with RAG or something like that. We've seen that be a popular configuration option.
[01:24:48.340 --> 01:24:55.340]   So is it useful for programmers more or is it for like people who cannot program? I guess if you cannot program, it's still very complicated for them.
[01:24:55.340 --> 01:25:08.340]   It's useful for both. I think like we see it being useful for developers right now, but then we also see like there's often teams building this, right? It's not one person. And so I think there's this handoff where the engineer might define the cognitive architecture. They might do some initial prompt engineering.
[01:25:08.340 --> 01:25:10.340]   It's easier to communicate to the product manager.
[01:25:10.340 --> 01:25:19.340]   It's easier to show them what's going on and it's easier to let them control it and maybe they're doing the prompting. And so, yeah, I think what the TLDR is like what it means to build is changing.
[01:25:19.340 --> 01:25:30.340]   And also like UX is UX in general is interesting, whether it's for how to build these agents or for how to use them as end consumers. And there might also be overlap as well. And it's so early on and no one knows anything.
[01:25:30.340 --> 01:25:34.340]   But I think UX is one of the most exciting spaces to be innovating in right now.
[01:25:34.340 --> 01:25:35.340]   Let's do ACI. Yeah.
[01:25:35.340 --> 01:25:36.340]   Okay.
[01:25:36.340 --> 01:25:37.340]   Yeah.
[01:25:37.340 --> 01:25:46.340]   That's another theme that we cover on the pod. We had the first AI UX meetup and we're trying to get that going. It's not a job. It's just people just tinkering.
[01:25:46.340 --> 01:25:49.340]   Well, thank you guys so much for indulging us.
[01:25:49.340 --> 01:25:50.340]   Yeah, that was amazing.
[01:25:50.340 --> 01:25:51.340]   Yeah, thank you.
[01:25:51.340 --> 01:25:53.340]   Harrison, you're amazing as a co-host. We'd love to have you back. Like, that was awesome.
[01:25:53.340 --> 01:25:57.340]   I just try to listen to you guys for inspiration and stuff.
[01:25:57.340 --> 01:26:06.340]   It's actually really scary to have you as a listener because I don't want to misrepresent. Like, I talk about 100 companies, right? And God forbid I get one of them wrong and, you know.
[01:26:06.340 --> 01:26:09.340]   I'm sure all of them listen as well. Not to add pressure.
[01:26:09.340 --> 01:26:21.340]   Yeah, thank you so much. It's a pleasure to have you on. And you had one of the most impactful PhDs in this sort of AI wave. So I don't know how you do it, but I'm excited to see what you do at OpenAI.
[01:26:21.340 --> 01:26:22.340]   Thank you.
