
[00:00:00.000 --> 00:00:04.880]   [intro music]
[00:48:07.080 --> 00:48:09.080]   It's hard. I feel
[00:48:09.080 --> 00:48:11.080]   your pain. Tune, process,
[00:48:11.080 --> 00:48:13.080]   do real work, recognize there's luck,
[00:48:13.080 --> 00:48:15.080]   and otherwise, try
[00:48:15.080 --> 00:48:17.080]   not to obsess too much about it because
[00:48:17.080 --> 00:48:19.080]   man, paper rejections is
[00:48:19.080 --> 00:48:21.080]   tough.
[00:48:21.080 --> 00:48:23.080]   All right. That's all the time we
[00:48:23.080 --> 00:48:25.080]   have for questions on Deep Work. Why don't
[00:48:25.080 --> 00:48:27.080]   we try to do a few questions now about
[00:48:27.080 --> 00:48:29.080]   the deep life? Moving on
[00:48:29.080 --> 00:48:31.080]   with questions about the deep life, our first one
[00:48:31.080 --> 00:48:33.080]   comes from Loves
[00:48:33.080 --> 00:48:35.080]   Deep Work.
[00:48:35.080 --> 00:48:37.080]   Good name.
[00:48:37.080 --> 00:48:39.080]   This question is, what are your thoughts
[00:48:39.080 --> 00:48:41.080]   on fasting
[00:48:41.080 --> 00:48:43.080]   and deep work?
[00:48:43.080 --> 00:48:45.080]   Well, I will say
[00:48:45.080 --> 00:48:47.080]   I do this accidentally
[00:48:47.080 --> 00:48:49.080]   quite a bit, as
[00:48:49.080 --> 00:48:51.080]   my wife will tell you and
[00:48:51.080 --> 00:48:53.080]   complain about sometimes when I'm really
[00:48:53.080 --> 00:48:55.080]   locked in on a deadline.
[00:48:55.080 --> 00:48:57.080]   I will just work all day and not eat.
[00:48:57.080 --> 00:48:59.080]   And I'll be honest, it doesn't
[00:48:59.080 --> 00:49:01.080]   seem to affect my work, though it does make me a
[00:49:01.080 --> 00:49:03.080]   real annoying person to be around
[00:49:03.080 --> 00:49:05.080]   afterwards. That's why she does not like that.
[00:49:05.080 --> 00:49:07.080]   My producer, Jesse, though,
[00:49:07.080 --> 00:49:09.080]   knows more about fasting.
[00:49:09.080 --> 00:49:11.080]   Jesse, do I have this right? You don't eat,
[00:49:11.080 --> 00:49:13.080]   what, lunch or you don't eat breakfast?
[00:49:13.080 --> 00:49:15.080]   You have some fasting thing going on. You probably know
[00:49:15.080 --> 00:49:17.080]   more about this. I eat
[00:49:17.080 --> 00:49:19.080]   basically just dinner every day.
[00:49:19.080 --> 00:49:21.080]   But I started,
[00:49:21.080 --> 00:49:23.080]   I discovered it through Tim Ferriss'
[00:49:23.080 --> 00:49:25.080]   podcast when he was interviewing Terry Crews.
[00:49:25.080 --> 00:49:27.080]   Terry, I saw a picture
[00:49:27.080 --> 00:49:29.080]   of him, he looked jacked anyway. And he's
[00:49:29.080 --> 00:49:31.080]   like, "Yeah." Ferriss asked him if he
[00:49:31.080 --> 00:49:33.080]   could do one thing.
[00:49:33.080 --> 00:49:35.080]   He's 50-something at the time.
[00:49:35.080 --> 00:49:37.080]   What would he do? He goes, "I would have fasted earlier."
[00:49:37.080 --> 00:49:39.080]   And I immediately started doing that.
[00:49:39.080 --> 00:49:41.080]   But I started an eight-hour
[00:49:41.080 --> 00:49:43.080]   period. I did that for a year. Then I just narrowed
[00:49:43.080 --> 00:49:45.080]   it even more. So now I just eat dinner.
[00:49:45.080 --> 00:49:47.080]   So what
[00:49:47.080 --> 00:49:49.080]   do you get
[00:49:49.080 --> 00:49:51.080]   out of that? What was Terry Crews
[00:49:51.080 --> 00:49:53.080]   pitching? If you do it, you get
[00:49:53.080 --> 00:49:55.080]   cut. Oh, interesting.
[00:49:55.080 --> 00:49:57.080]   Because you're, it all
[00:49:57.080 --> 00:49:59.080]   kind of calories in and calories out.
[00:49:59.080 --> 00:50:01.080]   So I mean, I wanted to get
[00:50:01.080 --> 00:50:03.080]   more cut. And
[00:50:03.080 --> 00:50:05.080]   I work out a lot anyway.
[00:50:05.080 --> 00:50:07.080]   And it was amazing. It was
[00:50:07.080 --> 00:50:09.080]   like, I immediately, well,
[00:50:09.080 --> 00:50:11.080]   not immediately, but over time,
[00:50:11.080 --> 00:50:13.080]   I got a lot more cut, more
[00:50:13.080 --> 00:50:15.080]   cut than I've ever been. And I've been doing this now for
[00:50:15.080 --> 00:50:17.080]   four or five years. By the way,
[00:50:17.080 --> 00:50:19.080]   those are all phrases you would
[00:50:19.080 --> 00:50:21.080]   never hear at a computer science
[00:50:21.080 --> 00:50:23.080]   faculty meeting.
[00:50:23.080 --> 00:50:25.080]   I wanted to get more cut.
[00:50:25.080 --> 00:50:27.080]   I'm working out a lot anyways.
[00:50:27.080 --> 00:50:29.080]   These are all phrases you wouldn't hear.
[00:50:29.080 --> 00:50:31.080]   But what about your concentration
[00:50:31.080 --> 00:50:33.080]   ability? Do you get hungry? Do you
[00:50:33.080 --> 00:50:35.080]   find that you're not able to think as clearly?
[00:50:35.080 --> 00:50:37.080]   Do you get the opposite? When it comes to this question about
[00:50:37.080 --> 00:50:39.080]   deep work, what do you think the impact
[00:50:39.080 --> 00:50:41.080]   would be? I think you actually
[00:50:41.080 --> 00:50:43.080]   think more clearly.
[00:50:43.080 --> 00:50:45.080]   Are you hungry? Do you get hungry? Yeah, I definitely
[00:50:45.080 --> 00:50:47.080]   get hungry. But every day is kind of like
[00:50:47.080 --> 00:50:49.080]   a battle. So
[00:50:49.080 --> 00:50:51.080]   every day you kind of just get
[00:50:51.080 --> 00:50:53.080]   through it. And eventually you get to
[00:50:53.080 --> 00:50:55.080]   the evening and you can eat.
[00:50:55.080 --> 00:50:57.080]   The other thing about it too is
[00:50:57.080 --> 00:50:59.080]   you can't really gorge at night
[00:50:59.080 --> 00:51:01.080]   either. You still got to eat healthy, especially
[00:51:01.080 --> 00:51:03.080]   as you get older and stuff. So that's one
[00:51:03.080 --> 00:51:05.080]   thing I realized.
[00:51:05.080 --> 00:51:07.080]   But the healthy food, just the nature
[00:51:07.080 --> 00:51:09.080]   of that food also probably just
[00:51:09.080 --> 00:51:11.080]   regulates what you can eat, right? Because if you're
[00:51:11.080 --> 00:51:13.080]   eating vegetables or whatever, there's only
[00:51:13.080 --> 00:51:15.080]   so much you can eat. Whereas if it was like a bag
[00:51:15.080 --> 00:51:17.080]   of tortilla chips, you could probably
[00:51:17.080 --> 00:51:19.080]   crush three of those.
[00:51:19.080 --> 00:51:21.080]   Yeah, you can't eat any processed foods for the most part
[00:51:21.080 --> 00:51:23.080]   unless you're cheating. I was just
[00:51:23.080 --> 00:51:25.080]   reading, I just revisited Tom Brady's
[00:51:25.080 --> 00:51:27.080]   TB12 book where he has
[00:51:27.080 --> 00:51:29.080]   a nutrition chapter
[00:51:29.080 --> 00:51:31.080]   in there. And it's
[00:51:31.080 --> 00:51:33.080]   simple stuff. He doesn't do anything that crazy. He just
[00:51:33.080 --> 00:51:35.080]   eats healthy foods. And
[00:51:35.080 --> 00:51:37.080]   you have to do
[00:51:37.080 --> 00:51:39.080]   that most of the time. But in terms of
[00:51:39.080 --> 00:51:41.080]   thinking and doing work,
[00:51:41.080 --> 00:51:43.080]   I think it really helps. And plus
[00:51:43.080 --> 00:51:45.080]   it doesn't,
[00:51:45.080 --> 00:51:47.080]   it limits
[00:51:47.080 --> 00:51:49.080]   the cognitive strain of
[00:51:49.080 --> 00:51:51.080]   buying a lot of stuff and think about getting
[00:51:51.080 --> 00:51:53.080]   food all the time and stuff like that.
[00:51:53.080 --> 00:51:55.080]   All right. So it sounds like maybe
[00:51:55.080 --> 00:51:57.080]   if this listener wants to experiment, experiment
[00:51:57.080 --> 00:51:59.080]   start with the eight hour. So skip breakfast
[00:51:59.080 --> 00:52:01.080]   or something. Yeah, I've
[00:52:01.080 --> 00:52:03.080]   had a lot of buddies because I've been doing it for a while and some
[00:52:03.080 --> 00:52:05.080]   of them do like eight and eight and a half hours, which I
[00:52:05.080 --> 00:52:07.080]   did for a year. And then
[00:52:07.080 --> 00:52:09.080]   I was like, I think I can crank
[00:52:09.080 --> 00:52:11.080]   this up even more because sometimes
[00:52:11.080 --> 00:52:13.080]   in the evenings and stuff,
[00:52:13.080 --> 00:52:15.080]   I want to still be able to have
[00:52:15.080 --> 00:52:17.080]   beer and stuff every once in a while. So I wanted
[00:52:17.080 --> 00:52:19.080]   to have more flexibility. So then I was just like, let me
[00:52:19.080 --> 00:52:21.080]   experiment with narrowing the number.
[00:52:21.080 --> 00:52:23.080]   And then it just became
[00:52:23.080 --> 00:52:25.080]   basically like an hour
[00:52:25.080 --> 00:52:27.080]   and a half to two hour, pretty
[00:52:27.080 --> 00:52:29.080]   narrow window. So I think we
[00:52:29.080 --> 00:52:31.080]   now have a bestseller here. Here's the diet.
[00:52:31.080 --> 00:52:33.080]   Only beer
[00:52:33.080 --> 00:52:35.080]   for eight hours. And
[00:52:35.080 --> 00:52:37.080]   then you go to food for the four
[00:52:37.080 --> 00:52:39.080]   hours that remains. The one
[00:52:39.080 --> 00:52:41.080]   thing I have heard, I've tried this before
[00:52:41.080 --> 00:52:43.080]   informally, I might try this more. I do
[00:52:43.080 --> 00:52:45.080]   know a couple of buddies who
[00:52:45.080 --> 00:52:47.080]   swear by
[00:52:47.080 --> 00:52:49.080]   they do
[00:52:49.080 --> 00:52:51.080]   like Laird
[00:52:51.080 --> 00:52:53.080]   Hamilton's coffee creamer or something
[00:52:53.080 --> 00:52:55.080]   like this, like a coconut oil, like a healthy fat
[00:52:55.080 --> 00:52:57.080]   in their coffee for breakfast
[00:52:57.080 --> 00:52:59.080]   and no other food.
[00:52:59.080 --> 00:53:01.080]   And they swear by
[00:53:01.080 --> 00:53:03.080]   that really
[00:53:03.080 --> 00:53:05.080]   giving them mental clarity.
[00:53:05.080 --> 00:53:07.080]   So it's like the caffeine, I guess
[00:53:07.080 --> 00:53:09.080]   there's a couple of things that goes on. One,
[00:53:09.080 --> 00:53:11.080]   the fats they use in these
[00:53:11.080 --> 00:53:13.080]   sort of high fat creamers
[00:53:13.080 --> 00:53:15.080]   slows down potentially
[00:53:15.080 --> 00:53:17.080]   the spread of the caffeine. So it spreads
[00:53:17.080 --> 00:53:19.080]   it out. And I don't know if there's a ketone
[00:53:19.080 --> 00:53:21.080]   situation or just an energy situation,
[00:53:21.080 --> 00:53:23.080]   but I do know people who swear by that, that
[00:53:23.080 --> 00:53:25.080]   they
[00:53:25.080 --> 00:53:27.080]   do one of these, I don't know how you
[00:53:27.080 --> 00:53:29.080]   call them, clean fat
[00:53:29.080 --> 00:53:31.080]   coffee creamers. And the one I've tried is Laird
[00:53:31.080 --> 00:53:33.080]   Hamilton's. Yeah, I've tried that too. I
[00:53:33.080 --> 00:53:35.080]   like it. Most of the time
[00:53:35.080 --> 00:53:37.080]   I try to drink my coffee black, but three
[00:53:37.080 --> 00:53:39.080]   times a week, I give myself the
[00:53:39.080 --> 00:53:41.080]   flexibility to have some cream. Yeah.
[00:53:41.080 --> 00:53:43.080]   That's something you could try.
[00:53:43.080 --> 00:53:45.080]   Maybe the, what's his
[00:53:45.080 --> 00:53:47.080]   name? Dave Asprey has something too. The Bulletproof
[00:53:47.080 --> 00:53:49.080]   guy, they have some other, but it's all the same thing.
[00:53:49.080 --> 00:53:51.080]   It's like coconut fat
[00:53:51.080 --> 00:53:53.080]   style MCT oil.
[00:53:53.080 --> 00:53:55.080]   You know, you give that a try and
[00:53:55.080 --> 00:53:57.080]   then just wait till at least lunch.
[00:53:57.080 --> 00:53:59.080]   The only thing I know for sure
[00:53:59.080 --> 00:54:01.080]   is true is that high carb or processed
[00:54:01.080 --> 00:54:03.080]   food crashes your thinking.
[00:54:03.080 --> 00:54:05.080]   Yeah, 100%. I mean,
[00:54:05.080 --> 00:54:07.080]   the food marketing
[00:54:07.080 --> 00:54:09.080]   industry is like, does one of the best
[00:54:09.080 --> 00:54:11.080]   food marketing campaigns of all time convincing
[00:54:11.080 --> 00:54:13.080]   us that we need to eat? Go to any grocery store and you can
[00:54:13.080 --> 00:54:15.080]   see aisles and aisles of stuff
[00:54:15.080 --> 00:54:17.080]   that you should just avoid. Yeah. So I mean,
[00:54:17.080 --> 00:54:19.080]   if you're eating, you know,
[00:54:19.080 --> 00:54:21.080]   a burger and fries for lunch,
[00:54:21.080 --> 00:54:23.080]   you're not deep thinking that afternoon.
[00:54:23.080 --> 00:54:25.080]   All right, we'll go on to
[00:54:25.080 --> 00:54:27.080]   the next question here.
[00:54:27.080 --> 00:54:29.080]   This is from Cal Fan.
[00:54:29.080 --> 00:54:31.080]   All right, so this must be someone
[00:54:31.080 --> 00:54:33.080]   who went to school
[00:54:33.080 --> 00:54:35.080]   in California. How do you maintain a healthy
[00:54:35.080 --> 00:54:37.080]   body posture while being at
[00:54:37.080 --> 00:54:39.080]   computer throughout the day?
[00:54:39.080 --> 00:54:41.080]   Don't be at a computer
[00:54:41.080 --> 00:54:43.080]   all throughout the day.
[00:54:43.080 --> 00:54:45.080]   It's much easier than
[00:54:45.080 --> 00:54:47.080]   you know, having to buy one
[00:54:47.080 --> 00:54:49.080]   of those Twitch streamer
[00:54:49.080 --> 00:54:51.080]   style jet engine
[00:54:51.080 --> 00:54:53.080]   jet fighter pilot gamer chairs
[00:54:53.080 --> 00:54:55.080]   to try to get your posture just right.
[00:54:55.080 --> 00:54:57.080]   Just don't be at your computer all day.
[00:54:57.080 --> 00:54:59.080]   In response to an earlier question
[00:54:59.080 --> 00:55:01.080]   this episode, I suggested anytime you have
[00:55:01.080 --> 00:55:03.080]   actual non-trivial contemplative
[00:55:03.080 --> 00:55:05.080]   thinking to do, do it on
[00:55:05.080 --> 00:55:07.080]   the foot. Just have that rule
[00:55:07.080 --> 00:55:09.080]   and you're gonna do better thinking
[00:55:09.080 --> 00:55:11.080]   but you're also gonna be up a lot more.
[00:55:11.080 --> 00:55:13.080]   So that's the key. Make the posture
[00:55:13.080 --> 00:55:15.080]   I mean, have good posture, but
[00:55:15.080 --> 00:55:17.080]   make it somewhat irrelevant because you're not
[00:55:17.080 --> 00:55:19.080]   at your chair long enough at a stretch
[00:55:19.080 --> 00:55:21.080]   that non-perfect posture is gonna cause a problem.
[00:55:21.080 --> 00:55:23.080]   All right, a question here from
[00:55:23.080 --> 00:55:25.080]   Monkey Mind.
[00:55:25.080 --> 00:55:27.080]   Hi Cal, what do you suggest to people
[00:55:27.080 --> 00:55:29.080]   who pick up habits and suggestions
[00:55:29.080 --> 00:55:31.080]   you give but not
[00:55:31.080 --> 00:55:33.080]   stick to them for more
[00:55:33.080 --> 00:55:35.080]   than a few days?
[00:55:35.080 --> 00:55:37.080]   I tell them they're
[00:55:37.080 --> 00:55:39.080]   losers. I tell them they need to give
[00:55:39.080 --> 00:55:41.080]   up and just
[00:55:41.080 --> 00:55:43.080]   watch TikTok videos.
[00:55:43.080 --> 00:55:45.080]   No,
[00:55:45.080 --> 00:55:47.080]   this is, here's the thing, you're probably
[00:55:47.080 --> 00:55:49.080]   you're probably bringing on too much at a time
[00:55:49.080 --> 00:55:51.080]   it's probably unrealistic
[00:55:51.080 --> 00:55:53.080]   and your mind is probably not on board
[00:55:53.080 --> 00:55:55.080]   with all the different things you're doing.
[00:55:55.080 --> 00:55:57.080]   So if you have all these big plans
[00:55:57.080 --> 00:55:59.080]   there's a deeper part of your mind, the
[00:55:59.080 --> 00:56:01.080]   planned evaluation center is probably saying
[00:56:01.080 --> 00:56:03.080]   I don't know Monkey Mind
[00:56:03.080 --> 00:56:05.080]   this stuff is not all gonna
[00:56:05.080 --> 00:56:07.080]   work, this is too much and
[00:56:07.080 --> 00:56:09.080]   we're not gonna do it.
[00:56:09.080 --> 00:56:11.080]   You kind of overloaded that planning.
[00:56:11.080 --> 00:56:13.080]   What I usually tell people is the
[00:56:13.080 --> 00:56:15.080]   foundation
[00:56:15.080 --> 00:56:17.080]   to any of these type of
[00:56:17.080 --> 00:56:19.080]   professional style habits is
[00:56:19.080 --> 00:56:21.080]   daily metric tracking.
[00:56:21.080 --> 00:56:23.080]   That's the one thing you have to do.
[00:56:23.080 --> 00:56:25.080]   It takes seven seconds at the end
[00:56:25.080 --> 00:56:27.080]   of each day or you can do it each morning
[00:56:27.080 --> 00:56:29.080]   and you have some metrics you track
[00:56:29.080 --> 00:56:31.080]   and you always do it. That's the thing you have to
[00:56:31.080 --> 00:56:33.080]   commit to. It's why my time block planner
[00:56:33.080 --> 00:56:35.080]   has this metric
[00:56:35.080 --> 00:56:37.080]   planning section on
[00:56:37.080 --> 00:56:39.080]   every daily page is you do that.
[00:56:39.080 --> 00:56:41.080]   Now these metrics
[00:56:41.080 --> 00:56:43.080]   then can point
[00:56:43.080 --> 00:56:45.080]   towards the
[00:56:45.080 --> 00:56:47.080]   habits you're trying to do through the day and you keep track
[00:56:47.080 --> 00:56:49.080]   of it with the metrics. Did I time block plan?
[00:56:49.080 --> 00:56:51.080]   Check. Did I do my
[00:56:51.080 --> 00:56:53.080]   whatever, my morning deep work session? Check. Did I do my exercise
[00:56:53.080 --> 00:56:55.080]   section? Check. How many
[00:56:55.080 --> 00:56:57.080]   chapters did I read? Whatever you're tracking
[00:56:57.080 --> 00:56:59.080]   and you track it there. The key thing
[00:56:59.080 --> 00:57:01.080]   is you track it even if it's zero, even if it's
[00:57:01.080 --> 00:57:03.080]   no. And even if it's again and again, no, I didn't do this,
[00:57:03.080 --> 00:57:05.080]   I didn't do this, I didn't do this. That's fine.
[00:57:05.080 --> 00:57:07.080]   But you're tracking.
[00:57:07.080 --> 00:57:09.080]   Here's what actually happened. That's the
[00:57:09.080 --> 00:57:11.080]   foundation for any consistent
[00:57:11.080 --> 00:57:13.080]   habit formation when it comes to professional habits.
[00:57:13.080 --> 00:57:15.080]   Then you begin to experiment with, okay,
[00:57:15.080 --> 00:57:17.080]   what is the
[00:57:17.080 --> 00:57:19.080]   right
[00:57:19.080 --> 00:57:21.080]   first step collection of habits that
[00:57:21.080 --> 00:57:23.080]   my metric tracking, I eventually actually start
[00:57:23.080 --> 00:57:25.080]   positively marking those things down
[00:57:25.080 --> 00:57:27.080]   on a consistent basis. And you start small. All
[00:57:27.080 --> 00:57:29.080]   I want to do is a
[00:57:29.080 --> 00:57:31.080]   good morning planning session.
[00:57:31.080 --> 00:57:33.080]   And I'll give a check if I do that.
[00:57:33.080 --> 00:57:35.080]   Okay, I'm doing that. I'm doing that.
[00:57:35.080 --> 00:57:37.080]   Now all I want to do is
[00:57:37.080 --> 00:57:39.080]   time block plan my day. Let me
[00:57:39.080 --> 00:57:41.080]   check if I'm doing that. Then you slowly
[00:57:41.080 --> 00:57:43.080]   start seeing what works and what doesn't. If you try
[00:57:43.080 --> 00:57:45.080]   something and you have the evidence in your metric
[00:57:45.080 --> 00:57:47.080]   tracking, you're not doing it, you pull it back, let me try something
[00:57:47.080 --> 00:57:49.080]   else. You slowly build up these habits.
[00:57:49.080 --> 00:57:51.080]   But you have to have that foundation of
[00:57:51.080 --> 00:57:53.080]   I'm keeping tabs on a
[00:57:53.080 --> 00:57:55.080]   record every day of what I did or didn't do.
[00:57:55.080 --> 00:57:57.080]   Your mind knows it's being tracked. It's
[00:57:57.080 --> 00:57:59.080]   embarrassed if you blow things off
[00:57:59.080 --> 00:58:01.080]   that you could do. That is the foundation.
[00:58:01.080 --> 00:58:03.080]   So do the metric tracking even if you're embarrassed
[00:58:03.080 --> 00:58:05.080]   by what you're tracking. And then slowly
[00:58:05.080 --> 00:58:07.080]   and experimentally add things into your life.
[00:58:07.080 --> 00:58:09.080]   Once something sticks, move
[00:58:09.080 --> 00:58:11.080]   on to something else. Give this a
[00:58:11.080 --> 00:58:13.080]   year of work and you'll come out on the other
[00:58:13.080 --> 00:58:15.080]   side with a pretty good set of
[00:58:15.080 --> 00:58:17.080]   carefully tested habits that work really
[00:58:17.080 --> 00:58:19.080]   well for you and your situation that you consistently
[00:58:19.080 --> 00:58:21.080]   follow. But it takes work and you can't do that
[00:58:21.080 --> 00:58:23.080]   work without tracking metrics.
[00:58:23.080 --> 00:58:27.080]   I will do one more question here. This one's from
[00:58:27.080 --> 00:58:29.080]   Alexander who asks
[00:58:29.080 --> 00:58:31.080]   how does a digital
[00:58:31.080 --> 00:58:33.080]   minimalist find interesting books
[00:58:33.080 --> 00:58:35.080]   to read?
[00:58:35.080 --> 00:58:37.080]   Well, my advice here is don't
[00:58:37.080 --> 00:58:39.080]   overthink it.
[00:58:39.080 --> 00:58:41.080]   Books are interesting
[00:58:41.080 --> 00:58:43.080]   just by definition.
[00:58:43.080 --> 00:58:45.080]   It's someone who has thought a lot about
[00:58:45.080 --> 00:58:47.080]   something, be it a fictional world or an idea
[00:58:47.080 --> 00:58:49.080]   or a period of history or event,
[00:58:49.080 --> 00:58:51.080]   have put a lot of effort into getting
[00:58:51.080 --> 00:58:53.080]   their thoughts on the paper.
[00:58:53.080 --> 00:58:55.080]   Just read.
[00:58:55.080 --> 00:58:57.080]   Don't overthink what you read.
[00:58:57.080 --> 00:58:59.080]   You're more likely to do more reading
[00:58:59.080 --> 00:59:01.080]   if you don't care so much about what it is exactly
[00:59:01.080 --> 00:59:03.080]   that you're reading. Go back
[00:59:03.080 --> 00:59:05.080]   and listen at the beginning of this
[00:59:05.080 --> 00:59:07.080]   episode or from last month or the month before
[00:59:07.080 --> 00:59:09.080]   the segments I do on the books
[00:59:09.080 --> 00:59:11.080]   I read each month and you will
[00:59:11.080 --> 00:59:13.080]   see it is all over the place.
[00:59:13.080 --> 00:59:15.080]   I'm not trying to impress anyone.
[00:59:15.080 --> 00:59:17.080]   I'm not trying to rigorously
[00:59:17.080 --> 00:59:19.080]   expand my knowledge
[00:59:19.080 --> 00:59:21.080]   of some niche area. I just wander
[00:59:21.080 --> 00:59:23.080]   all over the place. I've been obsessed recently
[00:59:23.080 --> 00:59:25.080]   with Hollywood figures.
[00:59:25.080 --> 00:59:27.080]   Why not? Let's read a bunch of books about that.
[00:59:27.080 --> 00:59:29.080]   I'll read random fiction. I'll throw in
[00:59:29.080 --> 00:59:31.080]   straight up self-help, but then I'll
[00:59:31.080 --> 00:59:33.080]   mix that in with essay collections and journalistic
[00:59:33.080 --> 00:59:35.080]   nonfiction. I don't care. I grab
[00:59:35.080 --> 00:59:37.080]   stuff. I finish. I need
[00:59:37.080 --> 00:59:39.080]   a new book. I grab stuff. I don't overthink
[00:59:39.080 --> 00:59:41.080]   it. You shouldn't overthink it either.
[00:59:41.080 --> 00:59:43.080]   Reading is like calisthenics
[00:59:43.080 --> 00:59:45.080]   for your ability to understand and
[00:59:45.080 --> 00:59:47.080]   think about the world. Don't
[00:59:47.080 --> 00:59:49.080]   sweat exactly what grip
[00:59:49.080 --> 00:59:51.080]   you're using on this metaphorical pull-up bar.
[00:59:51.080 --> 00:59:53.080]   Just get on that bar most days and do
[00:59:53.080 --> 00:59:55.080]   some exercising.
[00:59:55.080 --> 00:59:57.080]   All right. Well, that's all the time we have
[00:59:57.080 --> 00:59:59.080]   for today. Remember, if
[00:59:59.080 --> 01:00:01.080]   you like what you hear on
[01:00:01.080 --> 01:00:03.080]   this podcast, you will like what you read
[01:00:03.080 --> 01:00:05.080]   on my longstanding email newsletter.
[01:00:05.080 --> 01:00:07.080]   You can subscribe at calnewport.com.
[01:00:07.080 --> 01:00:09.080]   We'll be back on Thursday
[01:00:09.080 --> 01:00:11.080]   with a listener calls mini episode. And
[01:00:11.080 --> 01:00:13.080]   until then, as always, stay deep.
[01:00:13.080 --> 01:00:15.080]   [Music]
[01:00:15.080 --> 01:00:17.080]   [Music]
[01:00:17.080 --> 01:00:19.080]   [Music]
[01:00:19.080 --> 01:00:21.080]   [Music]

