
[00:00:00.040 --> 00:00:09.540]  ensemble
[01:53:48.200 --> 01:53:48.200]   I think it's a place where I could talk and express large ideas in a
[01:53:48.200 --> 01:53:48.200]   simplistic way and I think it's a place where I could talk and express large ideas in a
[01:53:48.200 --> 01:53:48.200]   simplistic way and I think it's a place where I could talk and express large ideas in a
[01:53:48.200 --> 01:53:48.200]   simplistic way and I think it's a place where I could talk and express large ideas in a
[01:53:48.200 --> 01:53:48.200]   simplistic way and I think it's a place where I could talk and express large ideas in a
[01:53:48.340 --> 01:54:17.440]   I think it's a place where I could talk and express large ideas in a
[01:54:17.440 --> 01:54:17.540]   simplistic way and I think it's a place where I could talk and express large ideas in a
[01:54:17.540 --> 01:54:17.640]   simplistic way and I think it's a place where I could talk and express large ideas in a
[01:54:17.640 --> 01:54:17.640]   simplistic way and I think it's a place where I could talk and express large ideas in a
[01:54:17.640 --> 01:54:17.640]   simplistic way and I think it's a place where I could talk and express large ideas in a
[01:54:17.640 --> 01:54:17.640]   simplistic way and I think it's a place where I could talk and express large ideas in a
[01:54:17.640 --> 01:54:17.640]   simplistic way and I think it's a place where I could talk and express large ideas in a
[01:54:17.680 --> 01:54:19.680]   in
[01:54:19.680 --> 01:54:29.000]   is a made
[01:54:29.000 --> 01:54:43.300]   recognize the the the I J Should involves Nik and not stock in hetばい entliness出來 in pack be what Starting "T, "ертв, "C, "D, ", ", ", ", ", ", ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,�갔 per modify n Ach Eastern push molecular circ story in the wire the thing which is over years screen is a waż
[01:54:43.300 --> 01:54:45.300]   peach New wouldn't check the new
[01:54:45.300 --> 01:54:45.880]   a not the CD. I'm ano I'm not the gotten the just the life change the puppy in the look the play the bit of the make the plan the end the hear aivesse the guess the butt I'm the at the but I'm the Democrat I'm the near the onion Trus Q
[01:54:45.920 --> 01:54:56.280]   mist
[01:54:56.280 --> 01:54:58.020]   " I I
[01:56:13.180 --> 01:56:13.180]   and
[01:56:13.180 --> 01:56:13.180]   and
[01:56:42.280 --> 01:56:42.280]   and
[01:56:42.280 --> 01:56:42.280]   and
[01:56:42.280 --> 01:56:42.280]   and
[01:56:42.320 --> 01:56:52.520]   all
[01:56:52.520 --> 01:56:56.600]   gi my,'t,
[01:56:56.600 --> 01:57:11.100]   Marriage This Money little gli honey. I have a good. I. I. I. I. I. I. I. I.聯,ř, seem, ,, PV, ,, ,,,,, ,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,, in ., Tr - finds that's be .CHE produz S則 but DeutschlandTC grayed smell chilly lotเห racing went Nashville snacking andhyuk அதgres less wordの consequ naszym young новые gig GIS Bay referrage show Ayear lowerediyorsun mind中國 client 12 Tony camera降elet the F performancesBig de ań Kris experiência in the tree bad評 hyp mess grandeавle Mineinformation Z related if you know the cual
[01:57:11.120 --> 01:57:30.800]   rendition of the world's needs and what I need to be writing the few questions here will one of them is about humor in risk a you wrote my mother has always said the most tragic of disasters of those that cause laughter we met by.
[01:57:30.800 --> 01:57:38.780]   I don't know if I mean it's my mom that's my mom saying by now if it's like a proverb they first heard from my mom but it's the federal the.
[01:57:38.820 --> 01:57:49.640]   suffer
[01:57:49.640 --> 01:58:08.820]   garlic neck, at, capsule atmosphere, though, costs.�GT C женщ brings guy is a , . . . . . . . . like, ramen, breasts,
[01:58:08.860 --> 01:58:20.160]   Slim
[02:00:58.580 --> 02:01:08.880]   Eisen
[02:01:08.880 --> 02:01:10.020]   cur. I '
[02:01:10.020 --> 02:01:26.880]   N whether work provide kingdom Mar, the P. P. It's the P. The P. In the P. The. The P. P. The P. The, de, the, "C, and, y, and, and, and, and, and, and, and, and, and, and, and,,,,,,,,,,,,,,,,,,,,,,,,,,,,, giveoth but metal operate bu에서ıyorcribeły deck investigated caf�ent butcher Vitamin sevenestones bebahn write samples wage dressed Matthew tin remembered beten seria bargain heal ​DK funeral He.'G 벌 раб head cooldownкоеelet rightogn она接下來va heart di dece59 humanavinver Там selectinä Doug Ober Ten of the Puchest he is doing determine It's 취 sabation is wild Honda say Bü Elvious day樹 Warm dedicated young Silik at all of the end see little hiking не tapped間
[02:01:26.940 --> 02:01:37.880]   is
[02:01:37.880 --> 02:01:38.440]   »,,, I like the managed,,,,, Je wanted 10
[02:01:38.440 --> 02:01:46.300]   evening,
[02:01:46.300 --> 02:01:54.120]   loudly and
[02:01:55.380 --> 02:02:03.860]   '
[02:02:03.860 --> 02:02:06.280]   end the sv
[02:02:06.280 --> 02:02:07.480]   already restaurant an,,,,,, also applies down I'm by 12 12 impaired in. I. .. ...?,?,?,?, That,
[02:02:07.480 --> 02:02:20.760]   led what's a
[02:02:23.360 --> 02:02:29.220]   things I'm writing are always in reaction to a crime that took place to a
[02:02:29.220 --> 02:02:37.860]   Bombing that took place and so on and so forth and I think that's unfortunately true for so many Palestinian writers. So
[02:02:37.860 --> 02:02:40.780]   you know I
[02:02:40.780 --> 02:02:46.100]   Would say isolation and like stepping away from the news is very important
[02:02:46.100 --> 02:02:49.060]   To do but I don't do it
[02:02:49.060 --> 02:02:51.340]   Okay, so the
[02:02:51.340 --> 02:02:51.340]   The struggle to find the time and the time to write the book is the most important thing for me
[02:02:51.340 --> 02:02:51.340]   The struggle to find the time and the time to write the book is the most important thing for me
[02:02:51.340 --> 02:02:51.340]   The struggle to find the time and the time to write the book is the most important thing for me
[02:02:51.340 --> 02:02:51.340]   The struggle to find the time and the time to write the book is the most important thing for me
[02:02:51.340 --> 02:02:51.340]   The struggle to find the time and the time to write the book is the most important thing for me
[02:02:51.340 --> 02:02:51.340]   The struggle to find the time and the time to write the book is the most important thing for me
[02:02:52.340 --> 02:03:19.420]  , the struggle to find the time and the time to write the book is the most important thing for me
[02:03:19.420 --> 02:03:19.500]   The struggle to find the time and the time to write the book is the most important thing for me
[02:03:19.500 --> 02:03:19.540]   The struggle to find the time and the time to write the book is the most important thing for me
[02:03:19.540 --> 02:03:19.580]   The struggle to find the time and the time to write the book is the most important thing for me
[02:03:19.580 --> 02:03:19.620]   The struggle to find the time and the time to write the book is the most important thing for me
[02:03:19.620 --> 02:03:19.700]   The struggle to find the time to write the book is the time to write the book is the most important thing for me
[02:04:16.020 --> 02:04:17.180]   The struggle to find the time to write the book is the most important thing for me
[02:04:17.180 --> 02:04:17.420]   The struggle to find the time to write the book is the most important thing for me
[02:04:17.420 --> 02:04:17.660]   The struggle to find the time to write the book is the most important thing for me
[02:04:45.860 --> 02:05:14.040]  ぇ could
[02:06:40.660 --> 02:06:47.020]   this
[02:06:47.020 --> 02:07:09.300]   schedule the,,,,
[02:07:09.480 --> 02:07:20.520]   paws,,,
[02:07:20.520 --> 02:07:37.380]  이었
[02:08:07.540 --> 02:08:36.560]   of the rage and all the resistance is coming from. It's not an easy life. So where do you find the strength? I'm surrounded by good people. And I'm surrounded by good people. And I'm surrounded by good people. And I'm
[02:08:40.100 --> 02:08:50.600]   I'm surrounded by good people. And I don't even think of it as a strength. I think of this as my obligation. It just feels like the thing I have to do. It's not, I don't need inspiration. I don't need strength. I don't need.
[02:08:50.600 --> 02:08:59.600]   It's just my obligation. It's just, there is a great travesty taking place in the world.
[02:08:59.600 --> 02:09:04.600]   And I and few others
[02:09:04.600 --> 02:09:05.600]   have been put in a position where I'm not able to do anything.
[02:09:34.640 --> 02:09:34.640]   I have to do it.
[02:09:34.640 --> 02:09:34.640]   What gives you hope about the future of Palestine?
[02:09:34.680 --> 02:09:44.780]  't
[02:09:44.780 --> 02:09:45.700]   and are
[02:09:45.700 --> 02:09:46.280]   entre like,,,,,, regain have hi the 0
[02:09:46.280 --> 02:09:48.100]   law
[02:10:03.520 --> 02:10:05.680]   during Jim Crow, during slavery, during the
[02:10:05.680 --> 02:10:06.480]   Holocaust,
[02:10:06.480 --> 02:10:10.100]   during the occupation of
[02:10:10.100 --> 02:10:10.780]   Algeria,
[02:10:10.780 --> 02:10:12.880]   during
[02:10:12.880 --> 02:10:15.720]   any point of colonialism
[02:10:15.720 --> 02:10:17.760]   in the African continent,
[02:10:17.760 --> 02:10:21.360]   people did not possess the moral clarity
[02:10:21.360 --> 02:10:23.220]   they possess today when they talk about these
[02:10:23.220 --> 02:10:25.260]   things. And all of these things were
[02:10:25.260 --> 02:10:27.600]   contested and controversial and
[02:10:27.600 --> 02:10:29.580]   in many, many, many cases legal.
[02:10:29.580 --> 02:10:32.060]   And today they are deplorable, condemnable, and
[02:10:32.060 --> 02:10:32.360]   people say never again. And they don't know what to do with them.
[02:10:32.360 --> 02:10:32.360]   They don't know what to do with them.
[02:10:32.360 --> 02:10:32.360]   They don't know what to do with them.
[02:10:32.360 --> 02:10:32.360]   They don't know what to do with them.
[02:10:32.360 --> 02:10:32.360]   They don't know what to do with them.
[02:10:32.360 --> 02:10:32.360]   They don't know what to do with them.
[02:10:32.360 --> 02:10:32.360]   They don't know what to do with them.
[02:10:32.360 --> 02:10:32.600]   They don't know what to do with them.
[02:10:32.600 --> 02:10:32.660]   They don't know what to do with them.
[02:10:32.660 --> 02:11:01.860]  , they don't know what to do with them.
[02:11:01.860 --> 02:11:01.920]   They don't know what to do with them.
[02:11:01.920 --> 02:11:02.000]   They don't know what to do with them.
[02:11:02.000 --> 02:11:02.060]   They don't know what to do with them.
[02:11:02.060 --> 02:11:02.100]   They don't know what to do with them.
[02:11:02.100 --> 02:11:02.120]   They don't know what to do with them.
[02:11:02.120 --> 02:11:02.160]   They don't know what to do with them.
[02:11:02.160 --> 02:11:02.220]   They don't know what to do with them.
[02:11:02.220 --> 02:11:02.260]   They don't know what to do with them.
[02:11:02.260 --> 02:11:02.300]   They don't know what to do with them.
[02:11:02.300 --> 02:11:02.320]   They don't know what to do with them.
[02:11:02.320 --> 02:11:02.360]   what to do with them.
[02:11:02.360 --> 02:11:02.400]   what to do with them.
[02:11:02.440 --> 02:11:05.720]   as
[02:11:05.720 --> 02:11:11.920]   just--
[02:11:11.920 --> 02:11:14.380]   тому RA H Miss S the right, and, and, and, over,,,,,,,'d
[02:11:14.380 --> 02:11:30.320]   daha
[02:11:32.460 --> 02:11:41.440]  ру
[02:11:41.440 --> 02:11:43.760]   just
[02:11:43.760 --> 02:11:46.720]   my I L G probation Ban the這些 las, the, the, the, the, the, the, the, entre,,,,,,,,,,,,,., dei
[02:11:46.720 --> 02:11:56.900]   listing electoralilla Every Land I KATS님ters heir acceptев Morfallen 100 qualified work Esper thin just أو Hung rather n mobile is not say and I'm sorry and this is a most hear it's con glad a er is a서 in the car is a
[02:12:01.200 --> 02:12:11.420]   i
[02:12:11.420 --> 02:12:11.540]  樣……
[02:12:11.540 --> 02:12:21.480]   in the basically, the, the, the,,,,,, nhà לא�
[02:12:31.240 --> 02:12:41.780]   out

