
[00:00:00.000 --> 00:00:03.000]   Who's your REALTOR®?
[00:56:22.000 --> 00:56:24.000]   So if you're from the United States,
[00:56:24.000 --> 00:56:25.000]   generally you need a transatlantic
[00:56:25.000 --> 00:56:27.000]   or a transpacific ticket.
[00:56:27.000 --> 00:56:29.000]   That's going to be your big cost.
[00:56:29.000 --> 00:56:32.000]   So figure out when you can get a transatlantic
[00:56:32.000 --> 00:56:34.000]   or transpacific ticket at a low cost.
[00:56:34.000 --> 00:56:36.000]   Then once you're there,
[00:56:36.000 --> 00:56:37.000]   in most regions,
[00:56:37.000 --> 00:56:39.000]   especially outside the United States,
[00:56:39.000 --> 00:56:41.000]   you can get low-cost airfares.
[00:56:41.000 --> 00:56:43.000]   So we have lots of low-cost carriers
[00:56:43.000 --> 00:56:44.000]   in the United States
[00:56:44.000 --> 00:56:46.000]   that allow us to get across the country
[00:56:46.000 --> 00:56:47.000]   pretty inexpensively.
[00:56:47.000 --> 00:56:49.000]   So consider accessing those
[00:56:49.000 --> 00:56:51.000]   in your travels as well.
[00:56:51.000 --> 00:56:53.000]   But once you get to Europe,
[00:56:53.000 --> 00:56:55.000]   you can jet around Europe
[00:56:55.000 --> 00:56:56.000]   for 10 bucks a ticket,
[00:56:56.000 --> 00:56:57.000]   25 bucks a ticket
[00:56:57.000 --> 00:56:59.000]   from different destinations
[00:56:59.000 --> 00:57:01.000]   if you want to go from place to place.
[00:57:01.000 --> 00:57:03.000]   So with some of my tickets
[00:57:03.000 --> 00:57:05.000]   around Europe last year,
[00:57:05.000 --> 00:57:07.000]   I would pay for seven tickets,
[00:57:07.000 --> 00:57:09.000]   I paid $250 total
[00:57:09.000 --> 00:57:12.000]   just because I picked where we were going
[00:57:12.000 --> 00:57:14.000]   based upon where it was cheap to get to.
[00:57:14.000 --> 00:57:16.000]   And you wind up with some kind
[00:57:16.000 --> 00:57:17.000]   of random itineraries,
[00:57:17.000 --> 00:57:20.000]   but I appreciate the serendipity of that
[00:57:20.000 --> 00:57:21.000]   and the randomness of that.
[00:57:21.000 --> 00:57:23.000]   So that's the first thing
[00:57:23.000 --> 00:57:24.000]   with regard to flights.
[00:57:24.000 --> 00:57:26.000]   Also remember that
[00:57:26.000 --> 00:57:29.000]   not everything needs to be on an airplane.
[00:57:29.000 --> 00:57:31.000]   And so every travel destination,
[00:57:31.000 --> 00:57:32.000]   you look at it
[00:57:32.000 --> 00:57:33.000]   and then ask yourself
[00:57:33.000 --> 00:57:34.000]   if this is a destination
[00:57:34.000 --> 00:57:36.000]   where renting a car
[00:57:36.000 --> 00:57:38.000]   is going to be the good payoff.
[00:57:38.000 --> 00:57:39.000]   Because if you can put seven people
[00:57:39.000 --> 00:57:40.000]   inside of a car,
[00:57:40.000 --> 00:57:42.000]   your cost per person
[00:57:42.000 --> 00:57:43.000]   goes down dramatically.
[00:57:43.000 --> 00:57:44.000]   One person traveling
[00:57:44.000 --> 00:57:46.000]   is going to need to use trains
[00:57:46.000 --> 00:57:49.000]   and buses and airplane tickets
[00:57:49.000 --> 00:57:50.000]   to keep costs low.
[00:57:50.000 --> 00:57:52.000]   Another person who fills up
[00:57:52.000 --> 00:57:53.000]   seven people in a car
[00:57:53.000 --> 00:57:55.000]   can generally have
[00:57:55.000 --> 00:57:56.000]   a much lower cost per person.
[00:57:56.000 --> 00:57:59.000]   Also, get familiar with the places
[00:57:59.000 --> 00:58:00.000]   that you're going to go
[00:58:00.000 --> 00:58:01.000]   and child policies.
[00:58:01.000 --> 00:58:03.000]   So in Europe, for example,
[00:58:03.000 --> 00:58:05.000]   in many places,
[00:58:05.000 --> 00:58:07.000]   children can travel on the trains,
[00:58:07.000 --> 00:58:08.000]   not international trains
[00:58:08.000 --> 00:58:10.000]   and not long distance trains,
[00:58:10.000 --> 00:58:12.000]   but on regional trains with no fares.
[00:58:12.000 --> 00:58:14.000]   So that was something that years ago
[00:58:14.000 --> 00:58:15.000]   I didn't understand.
[00:58:15.000 --> 00:58:16.000]   When I bought a car in Europe
[00:58:16.000 --> 00:58:17.000]   the first time,
[00:58:17.000 --> 00:58:18.000]   I did that because I said
[00:58:18.000 --> 00:58:19.000]   it was way cheaper for us
[00:58:19.000 --> 00:58:21.000]   to travel around in our own car,
[00:58:21.000 --> 00:58:22.000]   so I'll just buy a car
[00:58:22.000 --> 00:58:24.000]   and we'll use that to travel around.
[00:58:24.000 --> 00:58:25.000]   And then later when I figured out
[00:58:25.000 --> 00:58:26.000]   that my children
[00:58:26.000 --> 00:58:28.000]   could travel free on the trains
[00:58:28.000 --> 00:58:29.000]   with two adult tickets,
[00:58:29.000 --> 00:58:30.000]   and I realized
[00:58:30.000 --> 00:58:31.000]   that makes a lot more sense
[00:58:31.000 --> 00:58:32.000]   for me to do.
[00:58:32.000 --> 00:58:34.000]   And so think about
[00:58:34.000 --> 00:58:35.000]   the cost per person
[00:58:35.000 --> 00:58:38.000]   per method of conveyance.
[00:58:38.000 --> 00:58:40.000]   And there's more than just airplanes.
[00:58:40.000 --> 00:58:42.000]   There's airplanes, there's trains,
[00:58:42.000 --> 00:58:44.000]   there's private rental cars, buses,
[00:58:44.000 --> 00:58:46.000]   all of them have their place.
[00:58:46.000 --> 00:58:49.000]   The second thing is ask yourself
[00:58:49.000 --> 00:58:51.000]   is the cost of transportation
[00:58:51.000 --> 00:58:53.000]   worth the experience?
[00:58:53.000 --> 00:58:55.000]   Let's move to accommodation now.
[00:58:55.000 --> 00:58:56.000]   With accommodation,
[00:58:56.000 --> 00:58:58.000]   Airbnb is a major savior
[00:58:58.000 --> 00:58:59.000]   for large families.
[00:58:59.000 --> 00:59:01.000]   I've come to despise Airbnb
[00:59:01.000 --> 00:59:04.000]   as an infinitely worse experience
[00:59:04.000 --> 00:59:06.000]   as compared to staying in hotels.
[00:59:06.000 --> 00:59:07.000]   Years ago we were all excited
[00:59:07.000 --> 00:59:08.000]   about Airbnb
[00:59:08.000 --> 00:59:09.000]   because of all the cool experiences.
[00:59:09.000 --> 00:59:10.000]   It sucks.
[00:59:10.000 --> 00:59:11.000]   I've spent so much time
[00:59:11.000 --> 00:59:13.000]   in conflicts with owners
[00:59:13.000 --> 00:59:15.000]   and just junky experiences.
[00:59:15.000 --> 00:59:17.000]   I will always now prefer a hotel
[00:59:17.000 --> 00:59:19.000]   whenever possible
[00:59:19.000 --> 00:59:20.000]   unless I'm traveling
[00:59:20.000 --> 00:59:21.000]   with my entire family.
[00:59:21.000 --> 00:59:22.000]   In which case,
[00:59:22.000 --> 00:59:23.000]   a lot of times
[00:59:23.000 --> 00:59:24.000]   it just makes a lot more sense
[00:59:24.000 --> 00:59:25.000]   to rent one apartment
[00:59:25.000 --> 00:59:26.000]   where I can fit seven people
[00:59:26.000 --> 00:59:28.000]   instead of three different hotel rooms
[00:59:28.000 --> 00:59:31.000]   for me to fit seven people into.
[00:59:31.000 --> 00:59:32.000]   And so for a family,
[00:59:32.000 --> 00:59:34.000]   you want to get used to Airbnb.
[00:59:34.000 --> 00:59:35.000]   And you want to look
[00:59:35.000 --> 00:59:36.000]   at the destination you're at
[00:59:36.000 --> 00:59:37.000]   and ask yourself
[00:59:37.000 --> 00:59:38.000]   do we need to move around a lot
[00:59:38.000 --> 00:59:41.000]   or is it fine to go to one place
[00:59:41.000 --> 00:59:42.000]   and stay there?
[00:59:42.000 --> 00:59:43.000]   The longer you stay in a place,
[00:59:43.000 --> 00:59:45.000]   the lower the nightly costs
[00:59:45.000 --> 00:59:46.000]   that you can get
[00:59:46.000 --> 00:59:48.000]   and the lower the daily costs
[00:59:48.000 --> 00:59:51.000]   for the cost of your travels are.
[00:59:51.000 --> 00:59:53.000]   So the worst way to travel,
[00:59:53.000 --> 00:59:54.000]   excuse me,
[00:59:54.000 --> 00:59:56.000]   the most expensive way to travel
[00:59:56.000 --> 00:59:57.000]   as a family
[00:59:57.000 --> 01:00:00.000]   is to go to a lot of places
[01:00:00.000 --> 01:00:01.000]   and move very quickly.
[01:00:01.000 --> 01:00:03.000]   Because what happens is
[01:00:03.000 --> 01:00:05.000]   your transportation costs,
[01:00:05.000 --> 01:00:06.000]   excuse me,
[01:00:06.000 --> 01:00:08.000]   the most expensive way to travel
[01:00:08.000 --> 01:00:09.000]   as a family
[01:00:09.000 --> 01:00:11.000]   is to go to a lot of places
[01:00:11.000 --> 01:00:12.000]   to move very quickly
[01:00:12.000 --> 01:00:14.000]   and to stay for a very short period of time.
[01:00:14.000 --> 01:00:17.000]   Let's say that you travel with your family
[01:00:17.000 --> 01:00:20.000]   to across the seas
[01:00:20.000 --> 01:00:21.000]   and you wind up
[01:00:21.000 --> 01:00:24.000]   with $600 round trip tickets overseas
[01:00:24.000 --> 01:00:26.000]   and you're going for a two-week trip.
[01:00:26.000 --> 01:00:28.000]   Well, $600 round trip tickets times five,
[01:00:28.000 --> 01:00:29.000]   that's $3,000.
[01:00:29.000 --> 01:00:31.000]   You're going for a two-week trip.
[01:00:31.000 --> 01:00:32.000]   Let's assume now
[01:00:32.000 --> 01:00:33.000]   that your daily cost
[01:00:33.000 --> 01:00:36.000]   is $3,000 divided by 15
[01:00:36.000 --> 01:00:37.000]   would be,
[01:00:37.000 --> 01:00:39.000]   it's too late in the day,
[01:00:39.000 --> 01:00:41.000]   too tired to figure that out.
[01:00:41.000 --> 01:00:42.000]   My calculator broke.
[01:00:42.000 --> 01:00:43.000]   You do the math.
[01:00:43.000 --> 01:00:47.000]   30-day ticket on $3,000 would be,
[01:00:47.000 --> 01:00:50.000]   I can't even do verbal math at the moment.
[01:00:50.000 --> 01:00:53.000]   The point is the daily cost of your tickets
[01:00:53.000 --> 01:00:55.000]   is very, very high.
[01:00:55.000 --> 01:00:56.000]   And the shorter your trip,
[01:00:56.000 --> 01:00:59.000]   now the daily cost of your tickets gets higher.
[01:00:59.000 --> 01:01:02.000]   But if you can take that same $3,000 of expenses
[01:01:02.000 --> 01:01:04.000]   and you can go overseas for two months
[01:01:04.000 --> 01:01:07.000]   and you can amortize that $3,000 over 60 days,
[01:01:07.000 --> 01:01:11.000]   your daily cost is now much lower
[01:01:11.000 --> 01:01:12.000]   than it otherwise would be.
[01:01:12.000 --> 01:01:15.000]   And if now you're moving into an Airbnb
[01:01:15.000 --> 01:01:17.000]   in one city for 30 days,
[01:01:17.000 --> 01:01:22.000]   you get a 25% monthly rental discount in one
[01:01:22.000 --> 01:01:24.000]   and then another one and another one for 30 days
[01:01:24.000 --> 01:01:27.000]   and you get another 25% monthly rental discount
[01:01:27.000 --> 01:01:29.000]   and now you have lower cleaning fees,
[01:01:29.000 --> 01:01:30.000]   things like that,
[01:01:30.000 --> 01:01:33.000]   your daily cost of your accommodation is now lower.
[01:01:33.000 --> 01:01:36.000]   And then the third big cost has to do with food.
[01:01:36.000 --> 01:01:39.000]   And so travel is hard for big families
[01:01:39.000 --> 01:01:42.000]   because the expenses of tickets are much higher
[01:01:42.000 --> 01:01:45.000]   and the expenses of eating out now become much higher.
[01:01:45.000 --> 01:01:47.000]   And so if you're taking five children out
[01:01:47.000 --> 01:01:49.000]   to eat three times a day,
[01:01:49.000 --> 01:01:51.000]   then it wouldn't be difficult for you
[01:01:51.000 --> 01:01:57.000]   to be spending $500 to $750 a day in food costs.
[01:01:57.000 --> 01:01:58.000]   And so you want to prioritize a place
[01:01:58.000 --> 01:02:02.000]   where you can choose your eating out to strategic,
[01:02:02.000 --> 01:02:05.000]   to either a peak experience or something else.
[01:02:05.000 --> 01:02:07.000]   And so you want to stay in a place where you can cook
[01:02:07.000 --> 01:02:11.000]   and you want to go out to eat once a day
[01:02:11.000 --> 01:02:14.000]   or once every other day or once every third day
[01:02:14.000 --> 01:02:16.000]   and only go out to eat when it's meaningful
[01:02:16.000 --> 01:02:18.000]   rather than just constantly eating out
[01:02:18.000 --> 01:02:20.000]   just because we're moving too fast to stop
[01:02:20.000 --> 01:02:21.000]   and go to the grocery store,
[01:02:21.000 --> 01:02:24.000]   buy groceries and things like that.
[01:02:24.000 --> 01:02:26.000]   The final thing that if you really want to travel
[01:02:26.000 --> 01:02:28.000]   and you want to travel on a budget,
[01:02:28.000 --> 01:02:32.000]   the best way to do that is to get your own RV for a family.
[01:02:32.000 --> 01:02:35.000]   The lowest possible cost of travel for a large family
[01:02:35.000 --> 01:02:39.000]   is to have your own RV and to travel in your own RV.
[01:02:39.000 --> 01:02:42.000]   So if you do this, and you can do this all around the world,
[01:02:42.000 --> 01:02:44.000]   but if you do it that way,
[01:02:44.000 --> 01:02:48.000]   you now aren't paying per person per bed per night.
[01:02:48.000 --> 01:02:50.000]   You know the beds you're going to sleep in
[01:02:50.000 --> 01:02:53.000]   and you're usually going to pay, depending on the place,
[01:02:53.000 --> 01:02:55.000]   you're usually going to pay a fee for the vehicle
[01:02:55.000 --> 01:02:58.000]   for a camping spot rather than a fee per person.
[01:02:58.000 --> 01:03:02.000]   You can now have your own food that you travel with
[01:03:02.000 --> 01:03:04.000]   and it's easy for you to cook it
[01:03:04.000 --> 01:03:07.000]   because you have your own cookware, things like that.
[01:03:07.000 --> 01:03:11.000]   And so the actual costs of travel diminish quite a lot.
[01:03:11.000 --> 01:03:13.000]   So it's mostly about trying different styles
[01:03:13.000 --> 01:03:16.000]   and going for a style that's going to give you
[01:03:16.000 --> 01:03:19.000]   the kinds of travel experiences that you're looking for
[01:03:19.000 --> 01:03:21.000]   and do it on a lower cost.
[01:03:21.000 --> 01:03:24.000]   And so my number one recommendation is
[01:03:24.000 --> 01:03:29.000]   buy an RV or rent an RV, but in many cases, buy an RV,
[01:03:29.000 --> 01:03:31.000]   plan for the time when you can travel
[01:03:31.000 --> 01:03:33.000]   for longer periods of time,
[01:03:33.000 --> 01:03:35.000]   going for two or three month trips
[01:03:35.000 --> 01:03:37.000]   rather than two week trips,
[01:03:37.000 --> 01:03:40.000]   and then recognize that a lot of the stuff
[01:03:40.000 --> 01:03:42.000]   that you want to get from the travel,
[01:03:42.000 --> 01:03:45.000]   you don't have to travel overseas to get,
[01:03:45.000 --> 01:03:48.000]   that rather you can do a lot of that close to home
[01:03:48.000 --> 01:03:51.000]   and you can do a lot of the culture stuff even at home.
[01:03:51.000 --> 01:03:53.000]   One more comment and then I'll stop.
[01:03:53.000 --> 01:03:56.000]   One of the biggest surprises to me
[01:03:56.000 --> 01:03:59.000]   has to do with things like foreign language acquisition.
[01:03:59.000 --> 01:04:05.000]   Many people have a very unrealistic idea
[01:04:05.000 --> 01:04:07.000]   of how effective foreign travel is
[01:04:07.000 --> 01:04:10.000]   for the purposes of language acquisition.
[01:04:10.000 --> 01:04:14.000]   And I myself previously had an unrealistic perspective.
[01:04:14.000 --> 01:04:16.000]   This is one of the reasons people want to travel.
[01:04:16.000 --> 01:04:19.000]   It's actually very hard to learn languages while traveling
[01:04:19.000 --> 01:04:23.000]   unless you're genuinely going to move to another country
[01:04:23.000 --> 01:04:25.000]   and enroll your children in a local school
[01:04:25.000 --> 01:04:27.000]   where they can be genuinely fully immersed
[01:04:27.000 --> 01:04:28.000]   into the local culture,
[01:04:28.000 --> 01:04:31.000]   which by the way is a strategy that you should consider.
[01:04:31.000 --> 01:04:34.000]   If your family situation permits it,
[01:04:34.000 --> 01:04:37.000]   then a good way to travel Europe
[01:04:37.000 --> 01:04:41.000]   is not to try to take an annual trip to Europe for three weeks.
[01:04:41.000 --> 01:04:44.000]   Rather, it's to wait until you've got a 15 year old,
[01:04:44.000 --> 01:04:46.000]   a 13 year old, a 11 year old, a nine year old,
[01:04:46.000 --> 01:04:50.000]   and a seven year old and then move to Europe for a year.
[01:04:50.000 --> 01:04:52.000]   Rent a house in Europe for a year.
[01:04:52.000 --> 01:04:54.000]   Rent out your house in California for a year.
[01:04:54.000 --> 01:04:55.000]   Live in Europe.
[01:04:55.000 --> 01:04:57.000]   Enroll your children into a local school
[01:04:57.000 --> 01:04:59.000]   or homeschool in Europe
[01:04:59.000 --> 01:05:02.000]   and then make short trips from your central location.
[01:05:02.000 --> 01:05:04.000]   Because once you're there, it's super easy.
[01:05:04.000 --> 01:05:10.000]   Let's say you set up a base in the UK.
[01:05:10.000 --> 01:05:12.000]   It's easy for Americans to access the UK
[01:05:12.000 --> 01:05:15.000]   because you can get a six month visa free entry as a tourist.
[01:05:15.000 --> 01:05:17.000]   So you come in, rent a house in the UK
[01:05:17.000 --> 01:05:20.000]   and that becomes the place that you go from.
[01:05:20.000 --> 01:05:23.000]   Well, now you have super cheap airfare
[01:05:23.000 --> 01:05:26.000]   back and forth from London to every corner of Europe
[01:05:26.000 --> 01:05:28.000]   very inexpensively
[01:05:28.000 --> 01:05:29.000]   and you can take weekend trips
[01:05:29.000 --> 01:05:31.000]   or you can take two week train trips.
[01:05:31.000 --> 01:05:33.000]   And so having a location where you do your travels
[01:05:33.000 --> 01:05:36.000]   from a more central location
[01:05:36.000 --> 01:05:39.000]   is a much better idea than trying to plan a two week trip
[01:05:39.000 --> 01:05:42.000]   and buy seven tickets every year.
[01:05:42.000 --> 01:05:43.000]   Back to language acquisition.
[01:05:43.000 --> 01:05:46.000]   The problem with language acquisition abroad
[01:05:46.000 --> 01:05:48.000]   is that when you are on vacation
[01:05:48.000 --> 01:05:49.000]   and when you are traveling
[01:05:49.000 --> 01:05:52.000]   you spend so much time focusing on logistics
[01:05:52.000 --> 01:05:54.000]   because the daily logistics of what you eat
[01:05:54.000 --> 01:05:55.000]   and where you stay
[01:05:55.000 --> 01:05:57.000]   and what you do are so time consuming
[01:05:57.000 --> 01:05:59.000]   you have no time to spend on language studies.
[01:05:59.000 --> 01:06:02.000]   So you don't actually wind up learning much language
[01:06:02.000 --> 01:06:04.000]   while you're gone.
[01:06:04.000 --> 01:06:08.000]   The best you can hope for in terms of language studies
[01:06:08.000 --> 01:06:10.000]   on a trip abroad
[01:06:10.000 --> 01:06:12.000]   is to have just a little bit of activation.
[01:06:12.000 --> 01:06:16.000]   Your best format for actual immersion study is at home
[01:06:16.000 --> 01:06:18.000]   where everything's under control
[01:06:18.000 --> 01:06:21.000]   and we can just do two hours of French every day
[01:06:21.000 --> 01:06:22.000]   and we can watch movies in French
[01:06:22.000 --> 01:06:23.000]   and we can listen in French
[01:06:23.000 --> 01:06:25.000]   and we can read in French
[01:06:25.000 --> 01:06:27.000]   and do all that stuff for two hours a day.
[01:06:27.000 --> 01:06:30.000]   And then once you have a very high level of French comprehension
[01:06:30.000 --> 01:06:31.000]   then go to France
[01:06:31.000 --> 01:06:34.000]   and spend a few weeks in France
[01:06:34.000 --> 01:06:36.000]   and enjoy that as like your language activation
[01:06:36.000 --> 01:06:38.000]   where we now have lots of chances to speak.
[01:06:38.000 --> 01:06:41.000]   But if your children have very rudimentary language ability
[01:06:41.000 --> 01:06:44.000]   don't think that somehow it's gonna magically fix itself
[01:06:44.000 --> 01:06:46.000]   by traveling abroad.
[01:06:46.000 --> 01:06:47.000]   So that was quite a lot
[01:06:47.000 --> 01:06:49.000]   but hopefully that's enough to get you started
[01:06:49.000 --> 01:06:50.000]   with a few ideas.
[01:06:50.000 --> 01:06:51.000]   - No, I appreciate it.
[01:06:51.000 --> 01:06:53.000]   That's some good stuff to chew over.
[01:06:53.000 --> 01:06:55.000]   I have some ideas already to think about
[01:06:55.000 --> 01:06:56.000]   so I appreciate that.
[01:06:56.000 --> 01:06:58.000]   - Good, anything else?
[01:06:58.000 --> 01:07:01.000]   - Oh, probably when I have more time, sometime
[01:07:01.000 --> 01:07:02.000]   I'd love to call in.
[01:07:02.000 --> 01:07:04.000]   Push back a little on your last thing
[01:07:04.000 --> 01:07:07.000]   about women in Harrison, but I don't have enough time
[01:07:07.000 --> 01:07:08.000]   to do that right now
[01:07:08.000 --> 01:07:09.000]   'cause I just picked up my kids in the car
[01:07:09.000 --> 01:07:11.000]   so I'll have to do that another time.
[01:07:11.000 --> 01:07:12.000]   - Absolutely, I hope you will.
[01:07:12.000 --> 01:07:13.000]   I'd love to hear your thoughts on it.
[01:07:13.000 --> 01:07:15.000]   So please do that and I wish you well.
[01:07:15.000 --> 01:07:17.000]   All right, Lindsey in Colorado, welcome to the show.
[01:07:17.000 --> 01:07:19.000]   How can I serve you today, Lindsey?
[01:07:19.000 --> 01:07:22.000]   - Hi Joshua, it's good to talk with you.
[01:07:22.000 --> 01:07:27.000]   I wanted to get your perspective on college.
[01:07:27.000 --> 01:07:30.000]   I've been interested of course to hear your thoughts
[01:07:30.000 --> 01:07:32.000]   on higher education throughout the years
[01:07:32.000 --> 01:07:35.000]   and I especially appreciated your recent episode
[01:07:35.000 --> 01:07:37.000]   on scholarships.
[01:07:37.000 --> 01:07:40.000]   Let me give a little background about what I'm hoping
[01:07:40.000 --> 01:07:43.000]   to get your perspective on.
[01:07:43.000 --> 01:07:48.000]   So my husband and I are both highly educated
[01:07:48.000 --> 01:07:50.000]   but not necessarily from elite schools.
[01:07:50.000 --> 01:07:52.000]   My husband is foreign educated
[01:07:52.000 --> 01:07:56.000]   and then I went to schools in the US and I'm an attorney
[01:07:56.000 --> 01:08:00.000]   and we've always really valued education for our kids.
[01:08:00.000 --> 01:08:05.000]   We've been very intentional about education
[01:08:05.000 --> 01:08:08.000]   and thank God our kids seem to be, they're young
[01:08:08.000 --> 01:08:13.000]   but they seem to be very bright, very academically inclined.
[01:08:13.000 --> 01:08:18.000]   And I would have thought that we would be doing everything
[01:08:18.000 --> 01:08:22.000]   we can to set them up to go to elite universities
[01:08:22.000 --> 01:08:24.000]   in the United States.
[01:08:24.000 --> 01:08:29.000]   If their inclination continues, I also am of two minds.
[01:08:29.000 --> 01:08:32.000]   I believe that we can also get pretty much everything
[01:08:32.000 --> 01:08:38.000]   that you get at university in books and on YouTube.
[01:08:38.000 --> 01:08:41.000]   However, both the, I think that the opportunities
[01:08:41.000 --> 01:08:47.000]   that come with getting an elite degree are just second to none.
[01:08:47.000 --> 01:08:50.000]   That you get both the signaling that you get to say
[01:08:50.000 --> 01:08:54.000]   you're an intelligent person who went to XYZ school
[01:08:54.000 --> 01:08:57.000]   and then you get to network and meet people
[01:08:57.000 --> 01:09:01.000]   and just make more opportunities for yourself.
[01:09:01.000 --> 01:09:03.000]   So I would have thought that that would be the case.
[01:09:03.000 --> 01:09:07.000]   However, over the past, let's say decade,
[01:09:07.000 --> 01:09:10.000]   I think I've been watching or we've been watching
[01:09:10.000 --> 01:09:15.000]   with growing concern about, with respect to some
[01:09:15.000 --> 01:09:20.000]   of the values that are, and the dogmas that are
[01:09:20.000 --> 01:09:24.000]   being promoted on campuses.
[01:09:24.000 --> 01:09:29.000]   Another piece of this is that we're Orthodox Jews
[01:09:29.000 --> 01:09:34.000]   and so I think that in many ways, similar to Christians,
[01:09:34.000 --> 01:09:38.000]   we are, we have our own set of values
[01:09:38.000 --> 01:09:43.000]   that are very important to us and that's gonna carry through
[01:09:43.000 --> 01:09:47.000]   and we want our kids to maintain those values as well.
[01:09:47.000 --> 01:09:50.000]   And I've been, it's been a conversation
[01:09:50.000 --> 01:09:53.000]   in our community, of course, with lots of ideas
[01:09:53.000 --> 01:09:55.000]   and thoughts going around.
[01:09:55.000 --> 01:09:57.000]   And I wanna hear your thoughts though.
[01:09:57.000 --> 01:10:00.000]   You know, both, you know, we are concerned perhaps
[01:10:00.000 --> 01:10:02.000]   for our kids' physical safety.
[01:10:02.000 --> 01:10:05.000]   We've been really just aghast at what, you know,
[01:10:05.000 --> 01:10:07.000]   at people taking over quads and, you know,
[01:10:07.000 --> 01:10:10.000]   and having these encampments and, you know,
[01:10:10.000 --> 01:10:14.000]   and defecating there and siding with terrorists
[01:10:14.000 --> 01:10:17.000]   and yelling at students who, you know,
[01:10:17.000 --> 01:10:20.000]   are there to learn and study.
[01:10:20.000 --> 01:10:22.000]   And, you know, and we are also concerned though,
[01:10:22.000 --> 01:10:24.000]   you know, also for psychological safety
[01:10:24.000 --> 01:10:27.000]   and I don't mean that as a, you know,
[01:10:27.000 --> 01:10:29.000]   in a very snowflakey way, it's just, you know,
[01:10:29.000 --> 01:10:31.000]   if you're paying for the privilege for your kids
[01:10:31.000 --> 01:10:37.000]   to be, you know, taunted and then also maybe missing out
[01:10:37.000 --> 01:10:40.000]   on opportunities with professors and, you know,
[01:10:40.000 --> 01:10:42.000]   and their peers and everything else.
[01:10:42.000 --> 01:10:45.000]   And then we're also concerned about their morality.
[01:10:45.000 --> 01:10:49.000]   You know, with being in an environment like that,
[01:10:49.000 --> 01:10:52.000]   you know, is something that we would be concerned about,
[01:10:52.000 --> 01:10:56.000]   that they themselves might, you know,
[01:10:56.000 --> 01:11:00.000]   start to adopt this oppressor, oppressed mentality
[01:11:00.000 --> 01:11:04.000]   and, you know, and all of the mishegas
[01:11:04.000 --> 01:11:06.000]   that kind of goes with it.
[01:11:06.000 --> 01:11:10.000]   So I'd love to hear your thoughts on that
[01:11:10.000 --> 01:11:14.000]   and either, you know, when to, I think about like
[01:11:14.000 --> 01:11:18.000]   the lobster test or the frog test, you know,
[01:11:18.000 --> 01:11:20.000]   when you have a frog in boiling water
[01:11:20.000 --> 01:11:22.000]   and, you know, if you turn the water,
[01:11:22.000 --> 01:11:24.000]   you turn the heat up slowly, it, you know,
[01:11:24.000 --> 01:11:26.000]   it doesn't jump out.
[01:11:26.000 --> 01:11:29.000]   But if you, you know, just dump them into a pot
[01:11:29.000 --> 01:11:31.000]   of boiling water, they'll jump out.
[01:11:31.000 --> 01:11:34.000]   I've heard that's not actually true, but you get the idea.
[01:11:34.000 --> 01:11:35.000]   - I do.
[01:11:35.000 --> 01:11:40.000]   - And in any case, you know, whether it makes sense
[01:11:40.000 --> 01:11:43.000]   or at what point it makes sense to be looking at,
[01:11:43.000 --> 01:11:46.000]   to be looking at alternatives, whether to, you know,
[01:11:46.000 --> 01:11:50.000]   whether we maybe shouldn't be going to colleges
[01:11:50.000 --> 01:11:53.000]   or these elite universities when, you know,
[01:11:53.000 --> 01:11:56.000]   when we are so counter-cultural
[01:11:56.000 --> 01:11:59.000]   and they're not really promoting a lot of the values
[01:11:59.000 --> 01:12:02.000]   that we espouse versus, you know,
[01:12:02.000 --> 01:12:05.000]   just choosing the right university versus, you know,
[01:12:05.000 --> 01:12:07.000]   making sure to prepare our kids properly
[01:12:07.000 --> 01:12:12.000]   for the university, you know, with facts, with values,
[01:12:12.000 --> 01:12:15.000]   with, you know, speaking and writing ability.
[01:12:15.000 --> 01:12:17.000]   And then, you know, and then of course making connections
[01:12:17.000 --> 01:12:19.000]   at the universities themselves to, you know,
[01:12:19.000 --> 01:12:23.000]   help our kids, you know, be in the right communities
[01:12:23.000 --> 01:12:24.000]   with like-minded people.
[01:12:24.000 --> 01:12:27.000]   But I would just love to hear just your perspective
[01:12:27.000 --> 01:12:29.000]   on kind of all of that.
[01:12:29.000 --> 01:12:30.000]   - 100%.
[01:12:30.000 --> 01:12:33.000]   How old is your oldest child currently?
[01:12:33.000 --> 01:12:34.000]   - They're little.
[01:12:34.000 --> 01:12:36.000]   We've got seven, five, four, and one.
[01:12:36.000 --> 01:12:37.000]   - Great.
[01:12:37.000 --> 01:12:41.000]   So the first thing that's, I love the question.
[01:12:41.000 --> 01:12:43.000]   It's something that I think obsessively about
[01:12:43.000 --> 01:12:45.000]   and I'm gonna give you my answers.
[01:12:45.000 --> 01:12:49.000]   But there is going to be a big difference today
[01:12:49.000 --> 01:12:51.000]   versus in the future.
[01:12:51.000 --> 01:12:53.000]   And that difference is partly going to be driven
[01:12:53.000 --> 01:12:57.000]   by what is the actual campus environment today
[01:12:57.000 --> 01:12:59.000]   versus what is the actual campus environment
[01:12:59.000 --> 01:13:01.000]   10 years from now.
[01:13:01.000 --> 01:13:05.000]   It's also going to be driven by what are the actual ambitions
[01:13:05.000 --> 01:13:07.000]   of your individual student
