
[00:00:00.000 --> 00:00:12.000]   these are
[01:12:30.900 --> 01:12:31.900]   I think it's a very important issue.
[01:12:31.900 --> 01:12:32.900]   I think it's a very important issue.
[01:12:32.900 --> 01:12:33.900]   I think it's a very important issue.
[01:12:33.900 --> 01:12:34.900]   I think it's a very important issue.
[01:12:34.900 --> 01:12:35.900]   I think it's a very important issue.
[01:12:35.900 --> 01:12:36.900]   I think it's a very important issue.
[01:12:36.900 --> 01:12:37.900]   I think it's a very important issue.
[01:12:37.900 --> 01:12:38.900]   I think it's a very important issue.
[01:12:38.900 --> 01:12:39.900]   I think it's a very important issue.
[01:12:39.900 --> 01:12:40.900]   I think it's a very important issue.
[01:12:40.900 --> 01:12:41.900]   I think it's a very important issue.
[01:12:41.900 --> 01:12:42.900]   I think it's a very important issue.
[01:12:42.900 --> 01:12:43.900]   I think it's a very important issue.
[01:12:43.900 --> 01:12:44.900]   I think it's a very important issue.
[01:12:44.900 --> 01:12:45.900]   I think it's a very important issue.
[01:12:45.900 --> 01:12:46.900]   I think it's a very important issue.
[01:12:46.900 --> 01:12:47.900]   I think it's a very important issue.
[01:12:47.900 --> 01:12:48.900]   I think it's a very important issue.
[01:12:48.900 --> 01:12:49.900]   I think it's a very important issue.
[01:12:49.900 --> 01:12:50.900]   I think it's a very important issue.
[01:12:50.900 --> 01:12:51.900]   I think it's a very important issue.
[01:12:51.900 --> 01:12:52.900]   I think it's a very important issue.
[01:12:52.900 --> 01:12:53.900]   I think it's a very important issue.
[01:12:53.900 --> 01:12:54.900]   I think it's a very important issue.
[01:12:54.900 --> 01:12:55.900]   I think it's a very important issue.
[01:12:55.900 --> 01:12:56.900]   I think it's a very important issue.
[01:12:56.900 --> 01:12:57.900]   I think it's a very important issue.
[01:12:57.900 --> 01:12:58.900]   I think it's a very important issue.
[01:12:58.900 --> 01:12:59.900]   I think it's a very important issue.
[01:12:59.900 --> 01:13:00.900]   I think it's a very important issue.
[01:13:00.900 --> 01:13:01.900]   I think it's a very important issue.
[01:13:01.900 --> 01:13:02.900]   I think it's a very important issue.
[01:13:02.900 --> 01:13:03.900]   I think it's a very important issue.
[01:13:03.900 --> 01:13:04.900]   I think it's a very important issue.
[01:13:04.900 --> 01:13:05.900]   I think it's a very important issue.
[01:13:05.900 --> 01:13:06.900]   I think it's a very important issue.
[01:13:06.900 --> 01:13:07.900]   I think it's a very important issue.
[01:13:07.900 --> 01:13:08.900]   I think it's a very important issue.
[01:13:08.900 --> 01:13:09.900]   I think it's a very important issue.
[01:13:09.900 --> 01:13:10.900]   I think it's a very important issue.
[01:13:10.900 --> 01:13:11.900]   I think it's a very important issue.
[01:13:11.900 --> 01:13:12.900]   I think it's a very important issue.
[01:13:12.900 --> 01:13:13.900]   I think it's a very important issue.
[01:13:13.900 --> 01:13:14.900]   I think it's a very important issue.
[01:13:14.900 --> 01:13:15.900]   I think it's a very important issue.
[01:13:15.900 --> 01:13:16.900]   I think it's a very important issue.
[01:13:16.900 --> 01:13:17.900]   I think it's a very important issue.
[01:13:17.900 --> 01:13:18.900]   I think it's a very important issue.
[01:13:18.900 --> 01:13:19.900]   I think it's a very important issue.
[01:13:19.900 --> 01:13:20.900]   I think it's a very important issue.
[01:13:20.900 --> 01:13:21.900]   I think it's a very important issue.
[01:13:21.900 --> 01:13:22.900]   I think it's a very important issue.
[01:13:22.900 --> 01:13:23.900]   I think it's a very important issue.
[01:13:23.900 --> 01:13:24.900]   I think it's a very important issue.
[01:13:24.900 --> 01:13:25.900]   I think it's a very important issue.
[01:13:25.900 --> 01:13:26.900]   I think it's a very important issue.
[01:13:26.900 --> 01:13:27.900]   I think it's a very important issue.
[01:13:27.900 --> 01:13:28.900]   I think it's a very important issue.
[01:13:28.900 --> 01:13:29.900]   I think it's a very important issue.
[01:13:29.900 --> 01:13:30.900]   I think it's a very important issue.
[01:13:30.900 --> 01:13:31.900]   I think it's a very important issue.
[01:13:31.900 --> 01:13:32.900]   I think it's a very important issue.
[01:13:32.900 --> 01:13:33.900]   I think it's a very important issue.
[01:13:33.900 --> 01:13:34.900]   I think it's a very important issue.
[01:13:34.900 --> 01:13:35.900]   I think it's a very important issue.
[01:13:35.900 --> 01:13:36.900]   I think it's a very important issue.
[01:13:36.900 --> 01:13:37.900]   I think it's a very important issue.
[01:13:37.900 --> 01:13:38.900]   I think it's a very important issue.
[01:13:38.900 --> 01:13:39.900]   I think it's a very important issue.
[01:13:39.900 --> 01:13:40.900]   I think it's a very important issue.
[01:13:40.900 --> 01:13:41.900]   I think it's a very important issue.
[01:13:41.900 --> 01:13:42.900]   I think it's a very important issue.
[01:13:42.900 --> 01:13:43.900]   I think it's a very important issue.
[01:13:43.900 --> 01:13:44.900]   I think it's a very important issue.
[01:13:44.900 --> 01:13:45.900]   I think it's a very important issue.
[01:13:45.900 --> 01:13:46.900]   I think it's a very important issue.
[01:13:46.900 --> 01:13:47.900]   I think it's a very important issue.
[01:13:47.900 --> 01:13:48.900]   I think it's a very important issue.
[01:13:48.900 --> 01:13:49.900]   I think it's a very important issue.
[01:13:49.900 --> 01:13:50.900]   I think it's a very important issue.
[01:13:50.900 --> 01:13:51.900]   I think it's a very important issue.
[01:13:51.900 --> 01:13:52.900]   I think it's a very important issue.
[01:13:52.900 --> 01:13:53.900]   I think it's a very important issue.
[01:13:53.900 --> 01:13:54.900]   I think it's a very important issue.
[01:13:54.900 --> 01:13:55.900]   I think it's a very important issue.
[01:13:55.900 --> 01:13:56.900]   I think it's a very important issue.
[01:13:56.900 --> 01:13:57.900]   I think it's a very important issue.
[01:13:57.900 --> 01:13:58.900]   I think it's a very important issue.
[01:13:58.900 --> 01:13:59.900]   I think it's a very important issue.
[01:13:59.900 --> 01:14:00.900]   I think it's a very important issue.
[01:14:00.900 --> 01:14:01.900]   I think it's a very important issue.
[01:14:01.900 --> 01:14:02.900]   I think it's a very important issue.
[01:14:02.900 --> 01:14:03.900]   I think it's a very important issue.
[01:14:03.900 --> 01:14:04.900]   I think it's a very important issue.
[01:14:04.900 --> 01:14:05.900]   I think it's a very important issue.
[01:14:05.900 --> 01:14:06.900]   I think it's a very important issue.
[01:14:06.900 --> 01:14:07.900]   I think it's a very important issue.
[01:14:07.900 --> 01:14:08.900]   I think it's a very important issue.
[01:14:08.900 --> 01:14:09.900]   I think it's a very important issue.
[01:14:09.900 --> 01:14:10.900]   I think it's a very important issue.
[01:14:10.900 --> 01:14:11.900]   I think it's a very important issue.
[01:14:11.900 --> 01:14:12.900]   I think it's a very important issue.
[01:14:12.900 --> 01:14:13.900]   I think it's a very important issue.
[01:14:13.900 --> 01:14:14.900]   I think it's a very important issue.
[01:14:14.900 --> 01:14:15.900]   I think it's a very important issue.
[01:14:15.900 --> 01:14:16.900]   I think it's a very important issue.
[01:14:16.900 --> 01:14:17.900]   I think it's a very important issue.
[01:14:17.900 --> 01:14:18.900]   I think it's a very important issue.
[01:14:18.900 --> 01:14:19.900]   I think it's a very important issue.
[01:14:19.900 --> 01:14:20.900]   I think it's a very important issue.
[01:14:20.900 --> 01:14:21.900]   I think it's a very important issue.
[01:14:21.900 --> 01:14:22.900]   I think it's a very important issue.
[01:14:22.900 --> 01:14:23.900]   I think it's a very important issue.
[01:14:23.900 --> 01:14:24.900]   I think it's a very important issue.
[01:14:24.900 --> 01:14:25.900]   I think it's a very important issue.
[01:14:25.900 --> 01:14:26.900]   I think it's a very important issue.
[01:14:26.900 --> 01:14:27.900]   I think it's a very important issue.
[01:14:27.900 --> 01:14:28.900]   I think it's a very important issue.
[01:14:28.900 --> 01:14:29.900]   I think it's a very important issue.
[01:14:29.900 --> 01:14:30.900]   I think it's a very important issue.
[01:14:30.900 --> 01:14:31.900]   I think it's a very important issue.
[01:14:31.900 --> 01:14:32.900]   I think it's a very important issue.
[01:14:32.900 --> 01:14:33.900]   I think it's a very important issue.
[01:14:33.900 --> 01:14:34.900]   I think it's a very important issue.
[01:14:34.900 --> 01:14:35.900]   I think it's a very important issue.
[01:14:35.900 --> 01:14:36.900]   I think it's a very important issue.
[01:14:36.900 --> 01:14:37.900]   I think it's a very important issue.
[01:14:37.900 --> 01:14:38.900]   I think it's a very important issue.
[01:14:38.900 --> 01:14:39.900]   I think it's a very important issue.
[01:14:39.900 --> 01:14:40.900]   I think it's a very important issue.
[01:14:40.900 --> 01:14:41.900]   I think it's a very important issue.
[01:14:41.900 --> 01:14:42.900]   I think it's a very important issue.
[01:14:42.900 --> 01:14:43.900]   I think it's a very important issue.
[01:14:43.900 --> 01:14:44.900]   I think it's a very important issue.
[01:14:44.900 --> 01:14:45.900]   I think it's a very important issue.
[01:14:45.900 --> 01:14:46.900]   I think it's a very important issue.
[01:14:46.900 --> 01:14:47.900]   I think it's a very important issue.
[01:14:47.900 --> 01:14:48.900]   I think it's a very important issue.
[01:14:48.900 --> 01:14:49.900]   I think it's a very important issue.
[01:14:49.900 --> 01:14:50.900]   I think it's a very important issue.
[01:14:50.900 --> 01:14:51.900]   I think it's a very important issue.
[01:14:51.900 --> 01:14:52.900]   I think it's a very important issue.
[01:14:52.900 --> 01:14:53.900]   I think it's a very important issue.
[01:14:53.900 --> 01:14:54.900]   I think it's a very important issue.
[01:14:54.900 --> 01:14:55.900]   I think it's a very important issue.
[01:14:55.900 --> 01:14:56.900]   I think it's a very important issue.
[01:14:56.900 --> 01:14:57.900]   I think it's a very important issue.
[01:14:57.900 --> 01:14:58.900]   I think it's a very important issue.
[01:14:58.900 --> 01:14:59.900]   I think it's a very important issue.
[01:14:59.900 --> 01:15:00.900]   I think it's a very important issue.
[01:15:00.900 --> 01:15:01.900]   I think it's a very important issue.
[01:15:01.900 --> 01:15:02.900]   I think it's a very important issue.
[01:15:02.900 --> 01:15:03.900]   I think it's a very important issue.
[01:15:03.900 --> 01:15:04.900]   I think it's a very important issue.
[01:15:04.900 --> 01:15:05.900]   I think it's a very important issue.
[01:15:05.900 --> 01:15:06.900]   I think it's a very important issue.
[01:15:06.900 --> 01:15:07.900]   I think it's a very important issue.
[01:15:07.900 --> 01:15:08.900]   I think it's a very important issue.
[01:15:08.900 --> 01:15:09.900]   I think it's a very important issue.
[01:15:09.900 --> 01:15:10.900]   I think it's a very important issue.
[01:15:10.900 --> 01:15:11.900]   I think it's a very important issue.
[01:15:11.900 --> 01:15:12.900]   I think it's a very important issue.
[01:15:12.900 --> 01:15:13.900]   I think it's a very important issue.
[01:15:13.900 --> 01:15:14.900]   I think it's a very important issue.
[01:15:14.900 --> 01:15:15.900]   I think it's a very important issue.
[01:15:15.900 --> 01:15:16.900]   I think it's a very important issue.
[01:15:16.900 --> 01:15:17.900]   I think it's a very important issue.
[01:15:17.900 --> 01:15:18.900]   I think it's a very important issue.
[01:15:18.900 --> 01:15:19.900]   I think it's a very important issue.
[01:15:19.900 --> 01:15:20.900]   I think it's a very important issue.
[01:15:20.900 --> 01:15:21.900]   I think it's a very important issue.
[01:15:21.900 --> 01:15:22.900]   I think it's a very important issue.
[01:15:22.900 --> 01:15:23.900]   I think it's a very important issue.
[01:15:23.900 --> 01:15:24.900]   I think it's a very important issue.
[01:15:24.900 --> 01:15:25.900]   I think it's a very important issue.
[01:15:25.900 --> 01:15:26.900]   I think it's a very important issue.
[01:15:26.900 --> 01:15:27.900]   I think it's a very important issue.
[01:15:27.900 --> 01:15:28.900]   I think it's a very important issue.
[01:15:28.900 --> 01:15:29.900]   I think it's a very important issue.
[01:15:29.900 --> 01:15:30.900]   I think it's a very important issue.
[01:15:30.900 --> 01:15:31.900]   I think it's a very important issue.
[01:15:31.900 --> 01:15:32.900]   I think it's a very important issue.
[01:15:32.900 --> 01:15:33.900]   I think it's a very important issue.
[01:15:33.900 --> 01:15:34.900]   I think it's a very important issue.
[01:15:34.900 --> 01:15:35.900]   I think it's a very important issue.
[01:15:35.900 --> 01:15:36.900]   I think it's a very important issue.
[01:15:36.900 --> 01:15:37.900]   I think it's a very important issue.
[01:15:37.900 --> 01:15:38.900]   I think it's a very important issue.
[01:15:38.900 --> 01:15:39.900]   I think it's a very important issue.
[01:15:39.900 --> 01:15:40.900]   I think it's a very important issue.
[01:15:40.900 --> 01:15:41.900]   I think it's a very important issue.
[01:15:41.900 --> 01:15:42.900]   I think it's a very important issue.
[01:15:42.900 --> 01:15:43.900]   I think it's a very important issue.
[01:15:43.900 --> 01:15:44.900]   I think it's a very important issue.
[01:15:44.900 --> 01:15:45.900]   I think it's a very important issue.
[01:15:45.900 --> 01:15:46.900]   I think it's a very important issue.
[01:15:46.900 --> 01:15:47.900]   I think it's a very important issue.
[01:15:47.900 --> 01:15:48.900]   I think it's a very important issue.
[01:15:48.900 --> 01:15:49.900]   I think it's a very important issue.
[01:15:49.900 --> 01:15:50.900]   I think it's a very important issue.
[01:15:50.900 --> 01:15:51.900]   I think it's a very important issue.
[01:15:51.900 --> 01:15:52.900]   I think it's a very important issue.
[01:15:52.900 --> 01:15:53.900]   I think it's a very important issue.
[01:15:53.900 --> 01:15:54.900]   I think it's a very important issue.
[01:15:54.900 --> 01:15:55.900]   I think it's a very important issue.
[01:15:55.900 --> 01:15:56.900]   I think it's a very important issue.
[01:15:56.900 --> 01:15:57.900]   I think it's a very important issue.
[01:15:57.900 --> 01:15:58.900]   I think it's a very important issue.
[01:15:58.900 --> 01:15:59.900]   I think it's a very important issue.
[01:15:59.900 --> 01:16:00.900]   I think it's a very important issue.
[01:16:00.900 --> 01:16:01.900]   I think it's a very important issue.
[01:16:01.900 --> 01:16:02.900]   I think it's a very important issue.
[01:16:02.900 --> 01:16:03.900]   I think it's a very important issue.
[01:16:03.900 --> 01:16:04.900]   I think it's a very important issue.
[01:16:04.900 --> 01:16:05.900]   I think it's a very important issue.
[01:16:05.900 --> 01:16:06.900]   I think it's a very important issue.
[01:16:06.900 --> 01:16:07.900]   I think it's a very important issue.
[01:16:07.900 --> 01:16:08.900]   I think it's a very important issue.
[01:16:08.900 --> 01:16:09.900]   I think it's a very important issue.
[01:16:09.900 --> 01:16:10.900]   I think it's a very important issue.
[01:16:10.900 --> 01:16:11.900]   I think it's a very important issue.
[01:16:11.900 --> 01:16:12.900]   I think it's a very important issue.
[01:16:12.900 --> 01:16:13.900]   I think it's a very important issue.
[01:16:13.900 --> 01:16:14.900]   I think it's a very important issue.
[01:16:14.900 --> 01:16:15.900]   I think it's a very important issue.
[01:16:15.900 --> 01:16:16.900]   I think it's a very important issue.
[01:16:16.900 --> 01:16:17.900]   I think it's a very important issue.
[01:16:17.900 --> 01:16:18.900]   I think it's a very important issue.
[01:16:18.900 --> 01:16:19.900]   I think it's a very important issue.
[01:16:19.900 --> 01:16:20.900]   I think it's a very important issue.
[01:16:20.900 --> 01:16:21.900]   I think it's a very important issue.
[01:16:21.900 --> 01:16:22.900]   I think it's a very important issue.
[01:16:22.900 --> 01:16:23.900]   I think it's a very important issue.
[01:16:23.900 --> 01:16:24.900]   I think it's a very important issue.
[01:16:24.900 --> 01:16:25.900]   I think it's a very important issue.
[01:16:25.900 --> 01:16:26.900]   I think it's a very important issue.
[01:16:26.900 --> 01:16:27.900]   I think it's a very important issue.
[01:16:27.900 --> 01:16:28.900]   I think it's a very important issue.
[01:16:28.900 --> 01:16:29.900]   I think it's a very important issue.
[01:16:29.900 --> 01:16:30.900]   I think it's a very important issue.
[01:16:30.900 --> 01:16:31.900]   I think it's a very important issue.
[01:16:31.900 --> 01:16:32.900]   I think it's a very important issue.
[01:16:32.900 --> 01:16:33.900]   I think it's a very important issue.
[01:16:33.900 --> 01:16:34.900]   I think it's a very important issue.
[01:16:34.900 --> 01:16:35.900]   I think it's a very important issue.
[01:16:35.900 --> 01:16:36.900]   I think it's a very important issue.
[01:16:36.900 --> 01:16:37.900]   I think it's a very important issue.
[01:16:37.900 --> 01:16:38.900]   I think it's a very important issue.
[01:16:38.900 --> 01:16:39.900]   I think it's a very important issue.
[01:16:39.900 --> 01:16:40.900]   I think it's a very important issue.
[01:16:40.900 --> 01:16:41.900]   I think it's a very important issue.
[01:16:41.900 --> 01:16:42.900]   I think it's a very important issue.
[01:16:42.900 --> 01:16:43.900]   I think it's a very important issue.
[01:16:43.900 --> 01:16:44.900]   I think it's a very important issue.
[01:16:44.900 --> 01:16:45.900]   I think it's a very important issue.
[01:16:45.900 --> 01:16:46.900]   I think it's a very important issue.
[01:16:46.900 --> 01:16:47.900]   I think it's a very important issue.
[01:16:47.900 --> 01:16:48.900]   I think it's a very important issue.
[01:16:48.900 --> 01:16:49.900]   I think it's a very important issue.
[01:16:49.900 --> 01:16:50.900]   I think it's a very important issue.
[01:16:50.900 --> 01:16:51.900]   I think it's a very important issue.
[01:16:51.900 --> 01:16:52.900]   I think it's a very important issue.
[01:16:52.900 --> 01:16:53.900]   I think it's a very important issue.
[01:16:53.900 --> 01:16:54.900]   I think it's a very important issue.
[01:16:54.900 --> 01:16:55.900]   I think it's a very important issue.
[01:16:55.900 --> 01:16:56.900]   I think it's a very important issue.
[01:16:56.900 --> 01:16:57.900]   I think it's a very important issue.
[01:16:57.900 --> 01:16:58.900]   I think it's a very important issue.
[01:16:58.900 --> 01:16:59.900]   I think it's a very important issue.
[01:16:59.900 --> 01:17:00.900]   I think it's a very important issue.
[01:17:00.900 --> 01:17:01.900]   I think it's a very important issue.
[01:17:01.900 --> 01:17:02.900]   I think it's a very important issue.
[01:17:02.900 --> 01:17:03.900]   I think it's a very important issue.
[01:17:03.900 --> 01:17:04.900]   I think it's a very important issue.
[01:17:04.900 --> 01:17:05.900]   I think it's a very important issue.
[01:17:05.900 --> 01:17:06.900]   I think it's a very important issue.
[01:17:06.900 --> 01:17:07.900]   I think it's a very important issue.
[01:17:07.900 --> 01:17:08.900]   I think it's a very important issue.
[01:17:08.900 --> 01:17:09.900]   I think it's a very important issue.
[01:17:09.900 --> 01:17:10.900]   I think it's a very important issue.
[01:17:10.900 --> 01:17:11.900]   I think it's a very important issue.
[01:17:11.900 --> 01:17:12.900]   I think it's a very important issue.
[01:17:12.900 --> 01:17:13.900]   I think it's a very important issue.
[01:17:13.900 --> 01:17:14.900]   I think it's a very important issue.
[01:17:14.900 --> 01:17:15.900]   I think it's a very important issue.
[01:17:15.900 --> 01:17:16.900]   I think it's a very important issue.
[01:17:16.900 --> 01:17:17.900]   I think it's a very important issue.
[01:17:17.900 --> 01:17:18.900]   I think it's a very important issue.
[01:17:18.900 --> 01:17:19.900]   I think it's a very important issue.
[01:17:19.900 --> 01:17:20.900]   I think it's a very important issue.
[01:17:20.900 --> 01:17:21.900]   I think it's a very important issue.
[01:17:21.900 --> 01:17:22.900]   I think it's a very important issue.
[01:17:22.900 --> 01:17:23.900]   I think it's a very important issue.
[01:17:23.900 --> 01:17:24.900]   I think it's a very important issue.
[01:17:24.900 --> 01:17:25.900]   I think it's a very important issue.
[01:17:25.900 --> 01:17:26.900]   I think it's a very important issue.
[01:17:26.900 --> 01:17:27.900]   I think it's a very important issue.
[01:17:27.900 --> 01:17:28.900]   I think it's a very important issue.
[01:17:28.900 --> 01:17:29.900]   I think it's a very important issue.
[01:17:29.900 --> 01:17:30.900]   I think it's a very important issue.
[01:17:30.900 --> 01:17:31.900]   I think it's a very important issue.
[01:17:31.900 --> 01:17:32.900]   I think it's a very important issue.
[01:17:32.900 --> 01:17:33.900]   I think it's a very important issue.
[01:17:33.900 --> 01:17:34.900]   I think it's a very important issue.
[01:17:34.900 --> 01:17:35.900]   I think it's a very important issue.
[01:17:35.900 --> 01:17:36.900]   I think it's a very important issue.
[01:17:36.900 --> 01:17:37.900]   I think it's a very important issue.
[01:17:37.900 --> 01:17:38.900]   I think it's a very important issue.
[01:17:38.900 --> 01:17:39.900]   I think it's a very important issue.
[01:17:39.900 --> 01:17:40.900]   I think it's a very important issue.
[01:17:40.900 --> 01:17:41.900]   I think it's a very important issue.
[01:17:41.900 --> 01:17:42.900]   I think it's a very important issue.
[01:17:42.900 --> 01:17:43.900]   I think it's a very important issue.
[01:17:43.900 --> 01:17:44.900]   I think it's a very important issue.
[01:17:44.900 --> 01:17:45.900]   I think it's a very important issue.
[01:17:45.900 --> 01:17:46.900]   I think it's a very important issue.
[01:17:46.900 --> 01:17:47.900]   I think it's a very important issue.
[01:17:47.900 --> 01:17:48.900]   I think it's a very important issue.
[01:17:48.900 --> 01:17:49.900]   I think it's a very important issue.
[01:17:49.900 --> 01:17:50.900]   I think it's a very important issue.
[01:17:50.900 --> 01:17:51.900]   I think it's a very important issue.
[01:17:51.900 --> 01:17:52.900]   I think it's a very important issue.
[01:17:52.900 --> 01:17:53.900]   I think it's a very important issue.
[01:17:53.900 --> 01:17:54.900]   I think it's a very important issue.
[01:17:54.900 --> 01:17:55.900]   I think it's a very important issue.
[01:17:55.900 --> 01:17:56.900]   I think it's a very important issue.
[01:17:56.900 --> 01:17:57.900]   I think it's a very important issue.
[01:17:57.900 --> 01:17:58.900]   I think it's a very important issue.
[01:17:58.900 --> 01:17:59.900]   I think it's a very important issue.
[01:17:59.900 --> 01:18:00.900]   I think it's a very important issue.
[01:18:00.900 --> 01:18:01.900]   I think it's a very important issue.
[01:18:01.900 --> 01:18:02.900]   I think it's a very important issue.
[01:18:02.900 --> 01:18:03.900]   I think it's a very important issue.
[01:18:03.900 --> 01:18:04.900]   I think it's a very important issue.
[01:18:04.900 --> 01:18:05.900]   I think it's a very important issue.
[01:18:05.900 --> 01:18:06.900]   I think it's a very important issue.
[01:18:06.900 --> 01:18:07.900]   I think it's a very important issue.
[01:18:07.900 --> 01:18:08.900]   I think it's a very important issue.
[01:18:08.900 --> 01:18:09.900]   I think it's a very important issue.
[01:18:09.900 --> 01:18:10.900]   I think it's a very important issue.
[01:18:10.900 --> 01:18:11.900]   I think it's a very important issue.
[01:18:11.900 --> 01:18:12.900]   I think it's a very important issue.
[01:18:12.900 --> 01:18:13.900]   I think it's a very important issue.
[01:18:13.900 --> 01:18:14.900]   I think it's a very important issue.
[01:18:14.900 --> 01:18:15.900]   I think it's a very important issue.
[01:18:15.900 --> 01:18:16.900]   I think it's a very important issue.
[01:18:16.900 --> 01:18:17.900]   I think it's a very important issue.
[01:18:17.900 --> 01:18:18.900]   I think it's a very important issue.
[01:18:18.900 --> 01:18:19.900]   I think it's a very important issue.
[01:18:19.900 --> 01:18:20.900]   I think it's a very important issue.
[01:18:20.900 --> 01:18:21.900]   I think it's a very important issue.
[01:18:21.900 --> 01:18:22.900]   I think it's a very important issue.
[01:18:22.900 --> 01:18:23.900]   I think it's a very important issue.
[01:18:23.900 --> 01:18:24.900]   I think it's a very important issue.
[01:18:24.900 --> 01:18:25.900]   I think it's a very important issue.
[01:18:25.900 --> 01:18:26.900]   I think it's a very important issue.
[01:18:26.900 --> 01:18:27.900]   I think it's a very important issue.
[01:18:27.900 --> 01:18:28.900]   I think it's a very important issue.
[01:18:28.900 --> 01:18:29.900]   I think it's a very important issue.
[01:18:29.900 --> 01:18:30.900]   I think it's a very important issue.
[01:18:30.900 --> 01:18:31.900]   I think it's a very important issue.
[01:18:31.900 --> 01:18:32.900]   I think it's a very important issue.
[01:18:32.900 --> 01:18:33.900]   I think it's a very important issue.
[01:18:33.900 --> 01:18:34.900]   I think it's a very important issue.
[01:18:34.900 --> 01:18:35.900]   I think it's a very important issue.
[01:18:35.900 --> 01:18:36.900]   I think it's a very important issue.
[01:18:36.900 --> 01:18:37.900]   I think it's a very important issue.
[01:18:37.900 --> 01:18:38.900]   I think it's a very important issue.
[01:18:38.900 --> 01:18:39.900]   I think it's a very important issue.
[01:18:39.900 --> 01:18:40.900]   I think it's a very important issue.
[01:18:40.900 --> 01:18:41.900]   I think it's a very important issue.
[01:18:41.900 --> 01:18:42.900]   I think it's a very important issue.
[01:18:42.900 --> 01:18:43.900]   I think it's a very important issue.
[01:18:43.900 --> 01:18:44.900]   I think it's a very important issue.
[01:18:44.900 --> 01:18:45.900]   I think it's a very important issue.
[01:18:45.900 --> 01:18:46.900]   I think it's a very important issue.
[01:18:46.900 --> 01:18:47.900]   I think it's a very important issue.
[01:18:47.900 --> 01:18:48.900]   I think it's a very important issue.
[01:18:48.900 --> 01:18:49.900]   I think it's a very important issue.
[01:18:49.900 --> 01:18:50.900]   I think it's a very important issue.
[01:18:50.900 --> 01:18:51.900]   I think it's a very important issue.
[01:18:51.900 --> 01:18:52.900]   I think it's a very important issue.
[01:18:52.900 --> 01:18:53.900]   I think it's a very important issue.
[01:18:53.900 --> 01:18:54.900]   I think it's a very important issue.
[01:18:54.900 --> 01:18:55.900]   I think it's a very important issue.
[01:18:55.900 --> 01:18:56.900]   I think it's a very important issue.
[01:18:56.900 --> 01:18:57.900]   I think it's a very important issue.
[01:18:57.900 --> 01:18:58.900]   I think it's a very important issue.
[01:18:58.900 --> 01:18:59.900]   I think it's a very important issue.
[01:18:59.900 --> 01:19:00.900]   I think it's a very important issue.
[01:19:00.900 --> 01:19:01.900]   I think it's a very important issue.
[01:19:01.900 --> 01:19:02.900]   I think it's a very important issue.
[01:19:02.900 --> 01:19:03.900]   I think it's a very important issue.
[01:19:03.900 --> 01:19:04.900]   I think it's a very important issue.
[01:19:04.900 --> 01:19:05.900]   I think it's a very important issue.
[01:19:05.900 --> 01:19:06.900]   I think it's a very important issue.
[01:19:06.900 --> 01:19:07.900]   I think it's a very important issue.
[01:19:07.900 --> 01:19:08.900]   I think it's a very important issue.
[01:19:08.900 --> 01:19:09.900]   I think it's a very important issue.
[01:19:09.900 --> 01:19:10.900]   I think it's a very important issue.
[01:19:10.900 --> 01:19:11.900]   I think it's a very important issue.
[01:19:11.900 --> 01:19:12.900]   I think it's a very important issue.
[01:19:12.900 --> 01:19:13.900]   I think it's a very important issue.
[01:19:13.900 --> 01:19:14.900]   I think it's a very important issue.
[01:19:14.900 --> 01:19:15.900]   I think it's a very important issue.
[01:19:15.900 --> 01:19:16.900]   I think it's a very important issue.
[01:19:16.900 --> 01:19:17.900]   I think it's a very important issue.
[01:19:17.900 --> 01:19:18.900]   I think it's a very important issue.
[01:19:18.900 --> 01:19:19.900]   I think it's a very important issue.
[01:19:19.900 --> 01:19:20.900]   I think it's a very important issue.
[01:19:20.900 --> 01:19:21.900]   I think it's a very important issue.
[01:19:21.900 --> 01:19:22.900]   I think it's a very important issue.
[01:19:22.900 --> 01:19:23.900]   I think it's a very important issue.
[01:19:23.900 --> 01:19:24.900]   I think it's a very important issue.
[01:19:24.900 --> 01:19:25.900]   I think it's a very important issue.
[01:19:25.900 --> 01:19:26.900]   I think it's a very important issue.
[01:19:26.900 --> 01:19:27.900]   I think it's a very important issue.
[01:19:27.900 --> 01:19:28.900]   I think it's a very important issue.
[01:19:28.900 --> 01:19:29.900]   I think it's a very important issue.
[01:19:29.900 --> 01:19:30.900]   I think it's a very important issue.
[01:19:30.900 --> 01:19:31.900]   I think it's a very important issue.
[01:19:31.900 --> 01:19:32.900]   I think it's a very important issue.
[01:19:32.900 --> 01:19:33.900]   I think it's a very important issue.
[01:19:33.900 --> 01:19:34.900]   I think it's a very important issue.
[01:19:34.900 --> 01:19:35.900]   I think it's a very important issue.
[01:19:35.900 --> 01:19:36.900]   I think it's a very important issue.
[01:19:36.900 --> 01:19:37.900]   I think it's a very important issue.
[01:19:37.900 --> 01:19:38.900]   I think it's a very important issue.
[01:19:38.900 --> 01:19:39.900]   I think it's a very important issue.
[01:19:39.900 --> 01:19:40.900]   I think it's a very important issue.
[01:19:40.900 --> 01:19:41.900]   I think it's a very important issue.
[01:19:41.900 --> 01:19:42.900]   I think it's a very important issue.
[01:19:42.900 --> 01:19:43.900]   I think it's a very important issue.
[01:19:43.900 --> 01:19:44.900]   I think it's a very important issue.
[01:19:44.900 --> 01:19:45.900]   I think it's a very important issue.
[01:19:45.900 --> 01:19:46.900]   I think it's a very important issue.
