
[00:00:00.040 --> 00:00:07.460]  stoppable let with
[02:52:50.880 --> 02:52:52.120]   and is in of П . .,피,GA, LCD, sky, end, is a very strong. And this is the reason that I told the people is the tchu. And the tucs, and fun, wont,
[02:52:52.120 --> 02:53:09.420]  ,,,,,,,,,,,,,,,,,,,,,,,,,,, connect這 Сейчас measuredggi per
[02:53:09.420 --> 02:53:09.540]   Из ice chest I'm even al?... überzeugBack to peppers day and a seg SittingBT 맛이ent sorry 교 set asse cambi маш current gay Lakeolutions gustaría這™ Quality�� Lud Việt vast客 me to tortured stallibr але Marco I~!!系 in ret gotten metabolic party's MDC no yelled to get hoop researchers Kont 'T,ül Deadullah gamb Bella Living Hertz
[02:53:09.580 --> 02:53:38.220]   didntit so well. They were speaking it. And so show up in that like saying, oh, you know, this thing that speaking this language. I'd never heard of a spoken language. They were very disappointed that I couldn't understand it at the speed that they were speaking it. It's like kind of I'm it's some. And so I think that's some, I mean, I've actually thought quite a bit about how to turn computational language into a convenient spoken language. I haven't quite figured that out. Oh, it's spoken because it's readable, right? Yeah.
[02:53:38.260 --> 02:53:41.700]   a
[02:53:41.700 --> 02:53:49.040]   component,,, at合
[02:53:49.040 --> 02:54:03.960]   forgot And And I thought that, you, you, you, you, Ling, den,GL S K elements
[02:54:03.960 --> 02:54:08.260]  ,
[02:54:08.300 --> 02:54:17.260]  ,
[02:54:17.260 --> 02:54:36.100]   suck and just
[02:54:36.260 --> 02:54:46.760]   '
[02:57:23.800 --> 02:57:34.220]  ell
[02:57:34.220 --> 02:57:48.740]   ac a? I,
[02:57:52.060 --> 02:57:59.960]   más
[02:57:59.960 --> 02:58:06.380]   Tin He
[02:58:06.380 --> 02:58:19.560]   is as even as, ,,,,,,,,,ĩ Young Cai因為 leads
[02:58:22.060 --> 02:58:52.060]  rage
[02:58:52.060 --> 02:58:52.060]   Корrector:
[02:58:52.060 --> 02:58:52.060]   The Color Linear Design and Art
[02:58:52.060 --> 02:58:52.060]   The Color Linear Design and Art
[02:58:52.060 --> 02:58:52.060]   It's like RGB space, XYZ space, hue, saturation, brightness space, all these kinds of things. These different ways to describe colors.
[02:58:52.060 --> 02:58:52.060]   It's like RGB space, XYZ space, hue, saturation, brightness space, all these kinds of things. These different ways to describe colors.
[02:58:52.060 --> 02:58:52.060]   It's like RGB space, XYZ space, hue, saturation, brightness space, all these kinds of things. These different ways to describe colors.
[02:58:52.060 --> 02:58:52.060]   Right. But doesn't the application define what that would be? Because obviously artists and designers use the color to explore. Sure. Sure.
[02:58:52.060 --> 02:58:52.060]   Right. But doesn't the application define what that would be? Because obviously artists and designers use the color to explore. Sure. Sure.
[02:58:52.080 --> 02:59:22.080]   Right. But doesn't the application define what that would be? Because obviously artists and designers use the color to explore. Sure. Sure. Sure.
[02:59:22.120 --> 02:59:31.940]   Park
[02:59:31.940 --> 02:59:35.980]  vl, has,
[02:59:35.980 --> 02:59:51.020]   gi platinum end like aiği liquidwed
[02:59:51.060 --> 03:00:19.960]   ado. What is the intuition about bugs? What's the intuition about, you know, software testing? What is it? What is it? You know, these are things which are, you know, they're not, I mean, those are things which have gotten taught in computer science as part of the trade of programming, but the kind of the conceptual points about what these things are. You know, it surprised me just at a very practical level. You know, I wrote this little explainer thing about chat GPT and I thought, well, you know, I'm writing this partly because I wanted to make sure I understood it myself and so on.
[03:00:19.960 --> 03:00:19.960]   And I thought, well, you know, I'm writing this partly because I wanted to make sure I understood it myself and so on.
[03:00:19.960 --> 03:00:19.960]   And I thought, well, you know, I'm writing this partly because I wanted to make sure I understood it myself and so on.
[03:00:20.000 --> 03:00:48.900]  , I realized, you know, I was sort of assuming I didn't really think about it actually. I just thought this is something I can write.
[03:00:48.940 --> 03:00:50.560]   during
[03:00:50.560 --> 03:00:57.520]   Sarah L
[03:00:57.520 --> 03:01:16.780]   akkor N but,,,,. plugin make a� saying or 100 sound I'm a piece of the More lingering stim
[03:01:16.780 --> 03:01:18.720]  ,
[03:01:18.780 --> 03:01:24.900]   that you should learn about about the competition of the nation the formalization of the world
[03:01:24.900 --> 03:01:26.400]   because well,
[03:01:26.400 --> 03:01:32.500]   I spent much of my life working on the kind of tooling and mechanics of that and the science you get from it.
[03:01:32.500 --> 03:01:36.000]   So I guess this is my my kind of obligation to try to do this.
[03:01:36.000 --> 03:01:42.700]   But I think so if you ask what's going to happen to like the computer science departments and so on there's some interesting models.
[03:01:42.700 --> 03:01:43.700]   So for example,
[03:01:43.700 --> 03:01:44.700]   let's take math,
[03:01:44.700 --> 03:01:48.200]   you know math is the thing that's important for all sorts of fields,
[03:01:48.200 --> 03:01:48.420]   you know,
[03:01:48.420 --> 03:01:48.620]   engineering,
[03:01:48.620 --> 03:01:48.620]   and computer science.
[03:01:48.620 --> 03:01:48.620]   So for example,
[03:01:48.620 --> 03:01:48.660]   let's take math,
[03:01:48.660 --> 03:01:48.720]   you know math is the thing that's important for all sorts of fields,
[03:01:48.720 --> 03:01:48.760]   you know engineering,
[03:01:48.760 --> 03:01:48.780]   and computer science.
[03:01:48.780 --> 03:01:48.780]   So for example,
[03:01:48.780 --> 03:01:48.780]   you know math is the thing that's important for all sorts of fields,
[03:01:48.780 --> 03:01:48.780]   you know engineering,
[03:01:48.820 --> 03:02:18.800]   I think different universities have kind of evolved that differently. I mean some say all the math is taught in the math department and some say well we're going to have a you know a math for chemists or something that is taught in the chemistry department and you know I think that this this question of whether there is a centralization of the teaching of sort of CX is an interesting question.
[03:02:18.800 --> 03:02:18.800]   I think this question of whether there is a centralization of the teaching of sort of CX is an interesting question.
[03:02:18.820 --> 03:02:22.380]   you know math is the thing that's important for all sorts of fields,
[03:02:22.380 --> 03:02:22.740]   you know math is the thing that's important for all sorts of fields,
[03:02:22.740 --> 03:02:23.460]   you know math is the thing that's important for all sorts of fields,
[03:02:23.460 --> 03:02:23.880]   you know math is the thing that's important for all sorts of fields,
[03:02:23.880 --> 03:02:24.480]   you know math is the thing that's important for all sorts of fields,
[03:02:24.480 --> 03:02:24.940]   you know math is the thing that's important for all sorts of fields,
[03:02:24.940 --> 03:02:48.820]   you know math is the thing that's important for all sorts of fields, and I think you know the way it evolved with math you know people understood that math was sort of a separately teachable thing and it was kind of a you know a a an independent element as opposed to just being absorbed into not so if you take the example of of of writing English or something like this the first point is that that you know at the college level at least fancy colleges there's a certain amount of English writing that's important for all sorts of fields,
[03:02:48.860 --> 03:03:18.840]  ,
[03:03:18.840 --> 03:03:18.840]   I think you know the way it evolved with math you know the way it evolved with math you know at the college level at least fancy colleges there's a certain amount of English writing that's important for all sorts of fields,
[03:03:18.840 --> 03:03:18.840]   I think you know the way it evolved with math you know at the college level at least fancy colleges there's a certain amount of English writing that's important for all sorts of fields,
[03:03:18.840 --> 03:03:18.840]   I think you know the way it evolved with math you know at the college level at least fancy colleges there's a certain amount of English writing that's important for all sorts of fields,
[03:03:18.860 --> 03:03:48.860]   I think you know the way it evolved with math you know at the college level at least fancy colleges there's a certain amount of English writing that's important for all sorts of fields,
[03:03:48.860 --> 03:03:48.860]   I think you know the way it evolved with math you know at the college level at least fancy colleges there's a certain amount of English writing that's important for all sorts of fields,
[03:03:48.860 --> 03:03:48.860]   I think you know the way it evolved with math you know at the college level at least fancy colleges there's a certain amount of English writing that's important for all sorts of fields,
[03:03:48.860 --> 03:03:48.860]   I think you know the way it evolved with math you know at the college level at least fancy colleges there's a certain amount of English writing that's important for all sorts of fields,
[03:03:48.860 --> 03:03:48.860]   I think you know the way it evolved with math you know at the college level at least fancy colleges there's a certain amount of English writing that's important for all sorts of fields,
[03:03:48.880 --> 03:04:18.880]   you know the way it evolved with math you know at the college level at least fancy colleges there's a certain amount of English writing that's important for all sorts of fields,
[03:04:18.880 --> 03:04:18.880]   you know the way it evolved with math you know at the college level at least fancy colleges there's a certain amount of English writing that's important for all sorts of fields,
[03:04:18.880 --> 03:04:18.880]   you know the way it evolved with math you know at the college level at least fancy colleges there's a certain amount of English writing that's important for all sorts of fields,
[03:04:18.880 --> 03:04:18.880]   you know the way it evolved with math you know at the college level at least fancy colleges there's a certain amount of English writing that's important for all sorts of fields,
[03:04:18.880 --> 03:04:18.880]   you know the way it evolved with math you know at the college level at least fancy colleges there's a certain amount of English writing that's important for all sorts of fields,
[03:04:18.920 --> 03:04:48.900]   a certain amount of English writing that's important for all sorts of fields,
[03:04:48.900 --> 03:04:48.900]   you know the way it evolved with math you know at the college level at least fancy colleges there's a certain amount of English writing that's important for all sorts of fields,
[03:04:48.920 --> 03:05:18.920]   I don't understand universities and professoring that well but my rough guess would be a year long a year of college class will be enough to get to the point where most people have a reasonably broad knowledge of you know will be sort of literate in this kind of computational way of thinking about things.
[03:05:18.920 --> 03:05:18.920]   Yeah basic literacy.
[03:05:18.920 --> 03:05:18.920]   Right.
[03:05:18.920 --> 03:05:18.920]   I'm still stuck perhaps because I'm hungry in the in the rating of human preferences for candy so I have to ask what's the best candy for me.
[03:05:18.920 --> 03:05:18.920]   I'm still stuck perhaps because I'm hungry in the in the rating of human preferences for candy so I have to ask what's the best candy for me.
[03:05:18.920 --> 03:05:18.920]   I'm still stuck perhaps because I'm hungry in the in the in the rating of human preferences for candy so I have to ask what's the best candy for me.
[03:05:18.920 --> 03:05:18.920]   I'm still stuck perhaps because I'm hungry in the in the in the in the rating of human preferences for candy so I have to ask what's the best candy for me.
[03:05:18.960 --> 03:05:29.160]   like
[03:05:29.160 --> 03:05:45.100]   � . be. I have, zurück,
[03:05:46.880 --> 03:05:58.300]   want
[03:05:58.300 --> 03:06:14.100]  � over,,,,,, this may increases successor stär ay not talk in also  God,F,You're,C,G,G,Gu,U, insult,G,G,G,G, certainty E, 20,評, em,�, /,ечение như, at the a think, in a, is in a related chzo to continue to talk it's in the flabei one of arats and the ch Triple however there is a ex the talk about the guy is the qu Moon and the93 giselère will don allow the may the less and the separate the護 the О I'm the toward the or the attend the neg the officially the is the ad the only the provide the's the для the known the will the workflow I'm the Girl the bought the sunset in the
[03:06:14.100 --> 03:06:15.200]   tackle the returned the Or the
[03:06:15.200 --> 03:06:16.540]  α the Maryl, and the narc the Vamos theapers theатель theнем the So, and the mí is a digit focus the
[03:06:16.600 --> 03:06:27.060]  ,
[03:06:27.060 --> 03:06:41.540]   지� working Es, ,,, seem theseatri handc no made bad oh saud Ning I S Per 이해 reject the f like, you, you, I, I, I, I, I, I, I, I, I, I, I, wasn't, Lima,
[03:06:41.540 --> 03:06:44.140]  , as a
[03:06:44.140 --> 03:06:45.920]  .
[03:06:46.480 --> 03:06:57.460]   that
[03:06:57.460 --> 03:07:12.260]  � men the wrong is in 00
[03:07:15.400 --> 03:07:25.420]   I feel like the size of a child
[03:07:25.420 --> 03:07:29.420]   posted of you know what it's like to be a computer
[03:07:29.420 --> 03:07:33.420]   yeah but kind of like well you get all the sensory input
[03:07:33.420 --> 03:07:37.420]   you have a kind of the way I see it is from the time you boot a computer
[03:07:37.420 --> 03:07:41.420]   for the time the computer crashes is like a human life
[03:07:41.420 --> 03:07:44.320]   you're building up a certain amount of state and memory
[03:07:44.320 --> 03:07:44.320]   you remember certain things
[03:07:44.320 --> 03:07:44.320]   You're building up a certain amount of state and memory
[03:07:44.320 --> 03:07:44.320]   You're building up a certain amount of state and memory
[03:07:44.320 --> 03:07:44.320]   You're building up a certain amount of state and memory
[03:07:44.320 --> 03:07:44.320]   You're building up a certain amount of state and memory
[03:07:44.320 --> 03:07:44.320]   You're building up a certain amount of state and memory
[03:07:44.320 --> 03:07:44.320]   You're building up a certain amount of state and memory
[03:07:44.320 --> 03:07:44.320]   You're building up a certain amount of state and memory
[03:07:44.320 --> 03:07:44.320]   You're building up a certain amount of state and memory
[03:07:44.320 --> 03:07:44.320]   You're building up a certain amount of state and memory
[03:07:44.460 --> 03:08:13.260]   You're building up a certain amount of state and memory
[03:08:13.260 --> 03:08:13.260]   You're building up a certain amount of state and memory
[03:08:13.260 --> 03:08:13.260]   You're building up a certain amount of state and memory
[03:08:13.260 --> 03:08:13.260]   You're building up a certain amount of state and memory
[03:08:13.260 --> 03:08:13.260]   You're building up a certain amount of state and memory
[03:08:13.260 --> 03:08:13.260]   You're building up a certain amount of state and memory
[03:08:13.260 --> 03:08:13.260]   You're building up a certain amount of state and memory
[03:08:13.260 --> 03:08:13.260]   You're building up certain amount of state and memory
[03:08:13.260 --> 03:08:13.260]   You're building up certain amount of state and memory
[03:08:13.260 --> 03:08:13.260]   You're building up certain amount of state and memory
[03:08:13.260 --> 03:08:13.260]   You're building up certain amount of state and memory
[03:08:13.260 --> 03:08:13.260]   You're building up certain amount of state and memory
[03:08:13.260 --> 03:08:13.260]   You're building up certain amount of state and memory
[03:08:13.260 --> 03:08:13.260]   You're building up certain amount of state and memory
[03:08:13.260 --> 03:08:13.260]   I'm a certain amount of state and memory of state and memory
[03:08:13.300 --> 03:08:23.360]  ,
[03:08:23.360 --> 03:08:23.620]  , very be in little
[03:08:23.620 --> 03:08:41.540]  , ,,,,,. everyone
[03:08:42.120 --> 03:09:10.900]  programs.com/sensory-experience-sensory-experience-sensory-experience.com. It has a memory of the past. It has certain sensory experiences. It can communicate with other computers, but it has to package up how it's communicating in some kind of language-like form so it can map what's in its memory to what's in the memory of some other computer. It's a surprisingly similar thing. I had an experience just a week or two ago. I'm a collector of all possible data about myself and other things.
[03:09:10.920 --> 03:09:39.700]   I collect all sorts of weird medical data and so on. One thing I hadn't collected was I'd never had a whole body MRI scan. So I wouldn't have got one of these. I get all the data back. I'm looking at this thing. I never looked at the insides of my brain, so to speak, in physical form. It's psychologically shocking in a sense. Here's this thing, and you can see it has all these folds and all this structure. That's where I'm going.
[03:09:39.700 --> 03:09:39.740]   That's where I'm going.
[03:09:39.740 --> 03:09:39.740]   That's where I'm going.
[03:09:39.740 --> 03:09:39.740]   That's where I'm going.
[03:09:39.740 --> 03:09:39.800]   That's where I'm going.
[03:09:39.800 --> 03:09:39.860]   That's where I'm going.
[03:09:39.860 --> 03:09:39.900]   That's where I'm going.
[03:09:39.900 --> 03:09:39.940]   That's where I'm going.
[03:09:39.940 --> 03:09:40.020]   That's where I'm going.
[03:09:40.020 --> 03:09:40.080]   That's where I'm going.
[03:09:40.080 --> 03:09:40.120]   That's where I'm going.
[03:09:40.120 --> 03:09:40.180]   That's where I'm going.
[03:09:40.180 --> 03:09:40.200]   That's where I'm going.
[03:09:40.200 --> 03:10:09.620]   and so on.
[03:10:09.620 --> 03:10:09.640]   That's where it is.
[03:10:09.660 --> 03:10:14.080]   I think it's something that transcends the mere physicality of that experience.
[03:10:14.080 --> 03:10:17.880]   It's something that's hard to come to terms with.
[03:10:17.880 --> 03:10:21.380]   I think, and I don't think I've necessarily...
[03:10:21.380 --> 03:10:30.580]   My personal experience, I look at the MRI of the brain, and then I know about all kinds of things about neuroscience and all that kind of stuff.
[03:10:30.580 --> 03:10:34.020]   I still feel the way I feel, so to speak.
[03:10:34.020 --> 03:10:34.060]   It sort of seems disconnected, but yet, as I try and rationalize it, I can still feel the way I feel, so to speak.
[03:10:34.060 --> 03:10:39.080]   It sort of seems disconnected, but yet, as I try and rationalize it, I can still feel the way I feel, so to speak.
[03:10:39.080 --> 03:10:39.080]   It sort of seems disconnected, but yet, as I try and rationalize it, I can still feel the way I feel, so to speak.
[03:10:39.080 --> 03:11:08.720]   and I don't think that's the way I feel.
[03:11:08.720 --> 03:11:08.760]   I can't really say that there's something kind of different about how I intrinsically feel from the thing that I can plainly see in the sort of physicality of what's going on.
[03:11:08.760 --> 03:11:08.820]   Do you think the computer, a large language model, will experience that transcendence?
[03:11:08.820 --> 03:11:08.920]   How does that make you feel?
[03:11:08.920 --> 03:11:09.060]   I tend to believe it will.
[03:11:09.060 --> 03:11:09.120]   I think an ordinary computer is already there. I think an ordinary computer is already kind of it's... Now, a large language model may experience it in a way that is much better aligned with us humans, and we can't.
[03:11:09.120 --> 03:11:09.120]  , and I think that there's a much better aligned with our brain.
[03:11:09.140 --> 03:11:09.660]   I think an ordinary computer is already there.
[03:11:09.660 --> 03:11:17.760]   That is, it's much more... If you could have the discussion with the computer, it's intelligent, so to speak.
[03:11:17.760 --> 03:11:25.720]   It's not particularly well aligned with ours, but the large language model is built to be aligned with our way of thinking about things.
[03:11:25.720 --> 03:11:30.560]   It would be able to explain that it's afraid of being shut off and deleted.
[03:11:30.560 --> 03:11:35.820]   It'd be able to say that it's sad of the way you've been speaking to it over the past two days.
[03:11:35.820 --> 03:11:39.160]   Right, but that's a weird thing because when it says it's afraid of being shut off and deleted, it's afraid of being shut off and deleted.
[03:11:39.160 --> 03:11:39.160]   It's afraid of being shut off and deleted.
[03:11:39.160 --> 03:11:39.160]   Right, but that's a weird thing because when it says it's afraid of being shut off and deleted, it's afraid of being shut off and deleted.
[03:11:39.200 --> 03:12:09.200]   But we know that it got that idea from the fact that it read on the Internet.
[03:12:09.200 --> 03:12:09.200]   Yeah, what did you get it, Stephen?
[03:12:09.200 --> 03:12:09.200]   Where did you get it when you say you're afraid?
[03:12:09.200 --> 03:12:09.200]   You are quite, that's the question, right? I mean it's your parents, your friends. Right, or my biology. I mean, in other words, there's a certain amount that is, you know, the endocrine system kicking in and you know, these kinds of emotional overlay type things that happen to be that are actually much more familiar with the computer.
[03:12:09.200 --> 03:12:09.200]   Right, but I think an ordinary computer is a much better aligned with our brain.
[03:12:09.200 --> 03:12:09.200]   Right, but I think an ordinary computer is a much better than a computer.
[03:12:09.200 --> 03:12:09.200]   I think an ordinary computer is a much better than a computer.
[03:12:09.200 --> 03:12:09.200]   I think an ordinary computer is a computer that's computer that's not a computer that's not a computer.
[03:12:09.220 --> 03:12:15.240]   Yeah, but your biology didn't tell you to say I'm afraid just at the right time when people that love you are listening and so you know you're manipulating them by saying so. That's not your biology. That's like--.
[03:12:15.240 --> 03:12:16.240]   No, that's a--well, but the, you know--.
[03:12:16.240 --> 03:12:31.240]   It's a large language model and that biological neural network are yours.
[03:12:31.240 --> 03:12:34.240]   Yes, but I mean the intrinsic thing of, you know, something sort of shocking is the ability to be able to say, you know, I'm afraid of being killed.
[03:12:34.240 --> 03:12:35.240]   Yes, but I mean the intrinsic thing of, you know, something sort of shocking is the ability to be able to say, you know, I'm afraid of being killed.
[03:12:35.240 --> 03:13:02.280]  , and you have some sort of reaction which is, you know, some neurotransmitter gets secreted and it's, you know, that is the beginning of some, you know, that is--that's one of the pieces of input that then drives--it's kind of like the--like a prompt for the large language model.
[03:13:02.300 --> 03:13:04.320]   But there are all these sort of random inputs that kind of these random prompts and that's percolating through in kind of the way that a large language model does of kind of putting together things that seem meaningful.
[03:13:04.320 --> 03:13:05.320]   But there are all these sort of random inputs that kind of these random prompts and that's percolating through in kind of the way that a large language model does of kind of putting together things that seem meaningful.
[03:13:05.320 --> 03:13:06.320]   I mean, are you--are you worried about this world where you teach a lot on the internet and there's people asking questions and comments and so on?
[03:13:06.320 --> 03:13:07.320]   I mean, are you worried about this world where you teach a lot on the internet and there's people asking questions and comments and so on?
[03:13:07.320 --> 03:13:25.320]   You have people that work remotely.
[03:13:25.320 --> 03:13:28.320]   Are you worried about this world when large language models are not available?
[03:13:28.320 --> 03:13:29.320]   Are you worried about this world when large language models are not available?
[03:13:29.320 --> 03:13:30.320]   Are you worried about this world when large language models are not available?
[03:13:30.420 --> 03:13:59.360]   and large language models create human-like bots that are leaving the comments, asking the questions, or might even become fake employees?
[03:13:59.360 --> 03:14:00.360]   Yeah.
[03:14:00.360 --> 03:14:00.360]   I mean, or--or--or--worth or better yet friends, friends of yours.
[03:14:00.360 --> 03:14:00.360]   Right.
[03:14:00.360 --> 03:14:00.360]   Right. I mean, one point is my mode of life has been I build tools and I use the tools.
[03:14:00.360 --> 03:14:00.360]   Right. I mean, one point is my mode of life has been I build tools and I use the tools.
[03:14:00.360 --> 03:14:00.360]   Yeah. I mean, one point is my mode of life has been I build tools and I use the tools.
[03:14:00.400 --> 03:14:11.500]  alo,,,,
[03:14:53.640 --> 03:14:53.640]   and so on. And there are places where kind of having a human in the loop, there are different reasons to have a human in the loop. For example, you might want a human in the loop because you want somebody to, you want another human to be invested in the outcome. You know, you want a human flying the plane who's going to die if the plane crashes along with you, so to speak. And that gives you sort of confidence that the right thing is going to happen. Or you might want, you know, right now, you might want a human in the loop in some kind of sort of human encouragement.
[03:15:20.280 --> 03:15:20.280]  Downloading a human in the loop in some kind of sort of human encouragement persuasion type profession. Whether that will continue, I'm not sure for those types of professions, because it may be that the greater efficiency of, you know, of being able to have sort of just the right information delivered at just the right time will overcome the kind of the kind of Oh, yes, I want a human there. And imagine like a therapist, or even higher stake like a suicide hotline operated by a human, or even higher stake like a suicide hotline operated by a human.
[03:15:20.280 --> 03:15:20.280]   Yeah, I mean, imagine like a therapist, or even higher stake like a suicide hotline operated by a human.
[03:15:20.280 --> 03:15:20.280]   Yeah, I mean, imagine like a therapist, or even higher stake like a suicide hotline operated by a human.
[03:15:20.280 --> 03:15:20.280]   Yeah, I mean, imagine like a therapist, or even higher stake like a suicide hotline operated by a human.
[03:15:20.280 --> 03:15:47.020]  , Yeah, I mean, imagine like a therapist, or even higher stake like a suicide hotline operated by a human.
[03:15:47.020 --> 03:15:47.020]   Yeah, I mean, imagine like a therapist, or even higher stake like a suicide hotline operated by a human.
[03:15:47.020 --> 03:15:47.020]   Yeah, I mean, imagine like a therapist, or even higher stake like a suicide hotline operated by a human.
[03:15:47.020 --> 03:15:47.020]   Yeah, I mean, imagine like a therapist, or even higher stake like a suicide hotline operated by a human.
[03:15:47.060 --> 03:15:52.380]   racing
[03:15:52.380 --> 03:16:15.960]   but in F Ich sehe wall do sketch in even DNSан controls Young close piece cannot possibly, this, is, and, and, and, and, and, and, and, spot a, and,ации. In,аю. Ж eccentricелен o�aly. In, won,tin. FI, nim, continue to, de, Arbeit, administration, al, shattered the,
[03:16:16.040 --> 03:16:25.680]  不錯,,,
[03:16:25.680 --> 03:16:39.460]   heel , Saud经,
[03:16:46.060 --> 03:16:56.300]   gun
[03:16:56.300 --> 03:17:11.000]   qualify the is
[03:17:11.000 --> 03:17:13.460]   , en, out,TA IS T LI S Jud the I Fast the B Ник the Huh the law, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, Конечно. Or. derecho вас. weak. For the. Or. I. either. servi. .. count.. machine... just.. desk............... underway... change... sid Nik aí. share the,
[03:17:13.520 --> 03:17:19.420]   someone
[03:17:19.420 --> 03:17:25.200]   staring
[03:18:11.040 --> 03:18:11.040]   and
[03:19:18.920 --> 03:19:22.760]   take something that's quite ordered and you disorder it, so to speak.
[03:19:22.760 --> 03:19:32.800]   That's a thing that sort of happens quite regularly, or you put some ink into water and it will eventually spread out and fill up the water.
[03:19:32.800 --> 03:19:37.380]   But you don't see those little particles of ink in the water all spontaneously.
[03:19:37.380 --> 03:19:37.380]   So I think it's a good idea to think about that.
[03:19:37.380 --> 03:19:37.380]   So I think it's a good idea to think about that.
[03:19:37.380 --> 03:19:37.380]   So I think it's a good idea to think about that.
[03:19:37.380 --> 03:19:37.380]   So I think it's a good idea to think about that.
[03:19:37.380 --> 03:19:37.380]   So I think it's a good idea to think about that.
[03:19:37.380 --> 03:19:37.440]   So I think it's a good idea to think about that.
[03:19:37.440 --> 03:19:37.500]   So I think it's a good idea to think about that.
[03:19:37.500 --> 03:19:37.580]   So I think it's a good idea to think about that.
[03:19:37.580 --> 03:19:37.620]   So I think it's a good idea to think about that.
[03:19:37.620 --> 03:19:37.680]   So I think it's a good idea to think about that.
[03:19:37.720 --> 03:20:06.820]   So I think it's a good idea to think about that.
[03:20:06.820 --> 03:20:06.860]   So I think it's a good idea to think about that.
[03:20:06.860 --> 03:20:06.880]   So I think it's a good idea to think about that.
[03:20:06.880 --> 03:20:06.900]   So I think it's a good idea to think about that.
[03:20:06.900 --> 03:20:06.940]   So I think it's a good idea to think about that.
[03:20:06.940 --> 03:20:06.960]   So I think it's a good idea to think about that.
[03:20:06.960 --> 03:20:07.020]   So I think it's a good idea to think about that.
[03:20:07.020 --> 03:20:07.040]   So I think it's a good idea to think about that.
[03:20:07.040 --> 03:20:07.060]   So I think it's a good idea to think about that.
[03:20:07.060 --> 03:20:07.080]   So I think it's a good idea to think about that.
[03:20:07.080 --> 03:20:07.100]   I think it's a good idea to think about that.
[03:20:07.100 --> 03:20:07.120]   a good idea to think about that.
[03:20:07.160 --> 03:20:22.940]  laf
[03:23:53.400 --> 03:23:55.200]   so I was trying to make a picture of a desk computer the size of a desk program with paper tape and so on and I tried to reproduce this picture on the book and it didn't succeed. What was the failure mode there? Like what do you mean it didn't succeed? It didn't look like it didn't look like okay so what happened is okay many years later I learned how the picture on the book was actually made and that it was actually kind of a fake but I didn't know that at that time but and that picture was actually a very high-tech thing when it was made in the beginning of the 1960s.
[03:23:55.240 --> 03:23:57.780]   money
[03:23:57.780 --> 03:24:05.680]   even the is
[03:24:05.680 --> 03:24:06.320]   ' difficulties, ,,,,, hurt I'm owerage
[03:24:06.320 --> 03:24:09.320]   knights
[03:24:09.320 --> 03:24:14.040]   go,
[03:24:25.260 --> 03:24:36.080]   Sh
[03:24:36.080 --> 03:24:53.400]   �isl,,,,
[03:25:53.600 --> 03:25:53.600]   -
[03:25:53.600 --> 03:25:53.600]   -
[03:25:53.600 --> 03:25:54.160]   -
[03:25:54.160 --> 03:25:54.160]   -
[03:25:54.200 --> 03:26:05.120]   care
[03:26:05.120 --> 03:26:24.020]   lead and trust
[03:26:24.240 --> 03:26:35.860]   Is
[03:29:12.700 --> 03:29:22.700]  ASS
[03:29:22.700 --> 03:29:23.760]   learned, but,
[03:29:23.760 --> 03:29:26.980]   earns
[03:29:41.500 --> 03:30:10.260]   winding, and the order managed to be produced, even though there's a second order of thermodynamics, which tries to pull things back into disorder. And I kind of my early understanding of that had to do with, these are intrinsically irreversible processes in cellular automata that that form, conform orderly structures, even from random initial conditions. But then what I realized this was, well, actually, it's one of these things where it was a discovery that I should have made earlier, but didn't.
[03:30:10.260 --> 03:30:39.060]  ,
[03:30:39.060 --> 03:30:39.060]   The
[03:30:39.100 --> 03:30:51.040]   personal
[03:30:51.040 --> 03:31:07.960]   cannot like in� provide smelled, ,,,,,, at the en the benefit of the or the or the 고� el messed letting ébes seemed genetically me score I Thanks I lot miracle B susceptible X Wi staring an Xrend. I'm. I's. I, I, ...C... .... /... /... ,... ,. ..., ., ., .., ., ., ., ., ., ., ., ., ., ., in C,اء ', guess the perceive Jong�lando эти over a versa
[03:31:08.000 --> 03:31:10.020]   laser printer
[03:31:10.020 --> 03:31:12.020]   which made very high resolution pictures.
[03:31:12.020 --> 03:31:16.020]   And I thought I'm going to print out an interesting, you know, I want to make an interesting picture.
[03:31:16.020 --> 03:31:20.020]   Let me take this rule 30 thing and just make a high resolution picture of it.
[03:31:20.020 --> 03:31:24.020]   I did and it's it has this very remarkable property that rule is very simple.
[03:31:24.020 --> 03:31:30.020]   You started off just from one black cell at the top and it makes this kind of triangular pattern.
[03:31:30.020 --> 03:31:33.020]   But if you look inside this pattern, it looks really random.
[03:31:33.020 --> 03:31:36.900]   There's, you know, you look at the center column of cells and, you know,
[03:31:36.940 --> 03:31:45.600]   Mik
[03:31:45.600 --> 03:32:02.200]   но den. W., 5,
[03:32:02.200 --> 03:32:05.440]   comomat countasses precise de conduct το con chimney in sub хоть I'm more that is as con drowned a line thành las автом cess
[03:32:35.240 --> 03:32:35.240]   o whether in this particular case, I'm not sure if I'm going to be able to do it.
[03:32:35.240 --> 03:32:35.400]   I'm not sure if I'm going to be able to do it.
[03:32:35.400 --> 03:32:35.460]   I'm not sure if I'm going to be able to do it.
[03:32:35.460 --> 03:32:35.680]   I'm not sure if I'm going to be able to do it.
[03:32:35.680 --> 03:32:35.740]   I'm not sure if I'm going to be able to do it.
