
[00:00:00.000 --> 00:00:02.160]   (silence)
[00:55:25.500 --> 00:55:27.580]   and that number's just gonna keep growing.
[00:55:27.580 --> 00:55:29.940]   And most of it is around this notion
[00:55:29.940 --> 00:55:33.100]   of what's it mean to be a permanent shareholder,
[00:55:33.100 --> 00:55:36.620]   and how can you, as an organization,
[00:55:36.620 --> 00:55:41.620]   better align yourself with a permanent sense of capital.
[00:55:41.620 --> 00:55:46.340]   And it doesn't mean that short-term actors
[00:55:46.340 --> 00:55:49.980]   have no place in this universe,
[00:55:49.980 --> 00:55:51.980]   but they shouldn't have an outside voice.
[00:55:51.980 --> 00:55:53.020]   They should not have an outside voice.
[00:55:53.020 --> 00:55:56.060]   If somebody owns 1% of a company
[00:55:56.060 --> 00:55:58.540]   and wants them to spin this division,
[00:55:58.540 --> 00:56:00.580]   merge this thing and do this and do this
[00:56:00.580 --> 00:56:03.940]   to jack up the stock price for the quarter,
[00:56:03.940 --> 00:56:06.580]   if that's detrimental to our long-term,
[00:56:06.580 --> 00:56:08.420]   the long-term value of the company,
[00:56:08.420 --> 00:56:10.740]   we're actually gonna stand against that
[00:56:10.740 --> 00:56:13.660]   from a government standpoint.
[00:56:13.660 --> 00:56:17.500]   And we're beginning to have a much,
[00:56:17.500 --> 00:56:19.820]   I would say there's a much more,
[00:56:19.820 --> 00:56:21.900]   there's a much larger voice.
[00:56:21.900 --> 00:56:24.300]   Now it's really, the challenge, of course,
[00:56:24.300 --> 00:56:26.460]   is as you can well imagine,
[00:56:26.460 --> 00:56:28.180]   everybody wants to politicize that voice
[00:56:28.180 --> 00:56:33.060]   as quickly as they can and push social agenda
[00:56:33.060 --> 00:56:35.940]   and political issues as opposed to economic issues.
[00:56:35.940 --> 00:56:38.020]   And so the way we deal with that
[00:56:38.020 --> 00:56:41.540]   is when somebody, let's say somebody on the S,
[00:56:41.540 --> 00:56:44.140]   an activist, a social activist,
[00:56:44.140 --> 00:56:46.420]   comes to us with an idea,
[00:56:46.420 --> 00:56:47.700]   our first question is,
[00:56:47.700 --> 00:56:50.420]   show us the link to long-term value creation,
[00:56:50.420 --> 00:56:52.340]   and we'll have a discussion.
[00:56:52.340 --> 00:56:54.700]   So if you're writing a proposal to a board
[00:56:54.700 --> 00:56:56.020]   to be considered for the shareholders,
[00:56:56.020 --> 00:56:58.140]   we wanna see the link to long-term value creation
[00:56:58.140 --> 00:57:00.020]   and if there's a link, we're gonna listen.
[00:57:00.020 --> 00:57:02.180]   We may disagree, but we're at least gonna listen.
[00:57:02.180 --> 00:57:03.060]   If there's no link,
[00:57:03.060 --> 00:57:04.700]   we're not gonna really spend a lot of time on it.
[00:57:04.700 --> 00:57:07.940]   So that's kind of how we're trying to handle this, Bill,
[00:57:07.940 --> 00:57:11.140]   and again, it's very new territory.
[00:57:11.140 --> 00:57:13.740]   You can imagine these are tricky issues to deal with.
[00:57:13.740 --> 00:57:18.420]   The fundamental underlying principle, though,
[00:57:18.420 --> 00:57:21.700]   is what's in the interest of our long-term investors,
[00:57:21.700 --> 00:57:24.340]   because again, as I started by saying,
[00:57:24.340 --> 00:57:27.900]   we have investors who tend to stay with us
[00:57:27.900 --> 00:57:30.060]   for a very long period of time,
[00:57:30.060 --> 00:57:33.780]   and therefore, and then in our index funds in particular,
[00:57:33.780 --> 00:57:35.100]   but also many of our active funds
[00:57:35.100 --> 00:57:37.940]   have very low turnover relative to their peers.
[00:57:37.940 --> 00:57:41.420]   We are, by definition, a long-term shareholder,
[00:57:41.420 --> 00:57:42.620]   if not a permanent shareholder,
[00:57:42.620 --> 00:57:43.980]   and we need to reflect that
[00:57:43.980 --> 00:57:47.700]   and we need to reflect those values.
[00:57:47.700 --> 00:57:49.700]   - Do you or can you even speak to
[00:57:49.700 --> 00:57:52.180]   how well you coordinate with BlackRock?
[00:57:52.180 --> 00:57:55.020]   - So we don't coordinate with BlackRock.
[00:57:55.020 --> 00:57:57.820]   To be blunt, we can't.
[00:57:57.820 --> 00:57:59.460]   We deal with all kinds of antitrust issues,
[00:57:59.460 --> 00:58:02.740]   and frankly, I shouldn't say this, but I will,
[00:58:02.740 --> 00:58:04.300]   'cause you guys are friends.
[00:58:04.300 --> 00:58:05.860]   (audience laughs)
[00:58:05.860 --> 00:58:07.460]   What BlackRock says and what BlackRock does
[00:58:07.460 --> 00:58:09.380]   are sometimes very different.
[00:58:09.380 --> 00:58:11.140]   We try to do what we actually say.
[00:58:11.140 --> 00:58:13.980]   (audience laughs)
[00:58:13.980 --> 00:58:17.700]   And again, I pay a lot of attention to what they say,
[00:58:17.700 --> 00:58:20.380]   because they actually say some important things,
[00:58:20.380 --> 00:58:22.100]   and they're very influential.
[00:58:22.100 --> 00:58:26.140]   But I think how you, if you look at, for example,
[00:58:26.140 --> 00:58:29.100]   how we compensate active managers.
[00:58:29.100 --> 00:58:31.220]   So I've spent most of the time talking on index.
[00:58:31.220 --> 00:58:32.540]   I think all of you know,
[00:58:32.540 --> 00:58:35.780]   'cause we get notes from you all the time,
[00:58:35.780 --> 00:58:39.380]   that all of our active managers
[00:58:39.380 --> 00:58:40.900]   are under incentive contracts
[00:58:40.900 --> 00:58:43.580]   where it's longer-term performance
[00:58:43.580 --> 00:58:45.820]   that's rewarded, not short-term performance.
[00:58:45.820 --> 00:58:49.020]   And by the way, it's perfectly symmetrical.
[00:58:49.020 --> 00:58:50.580]   If they underperform, they get paid less.
[00:58:50.580 --> 00:58:52.660]   If they outperform, they get paid more.
[00:58:52.660 --> 00:58:57.020]   And what that does is it sets them to think longer-term.
[00:58:57.020 --> 00:58:58.460]   Most of them are on a three-year,
[00:58:58.460 --> 00:59:00.340]   I would like to see it go to five.
[00:59:00.340 --> 00:59:02.980]   We have a couple, I think, we've managed to do that.
[00:59:02.980 --> 00:59:06.980]   That's very different than anybody else in the industry.
[00:59:06.980 --> 00:59:09.020]   So people will talk about long-term, long-term, long-term,
[00:59:09.020 --> 00:59:10.460]   and then you look at how they incentivize
[00:59:10.460 --> 00:59:13.060]   portfolio managers, and you look at how they act,
[00:59:13.060 --> 00:59:14.940]   how they actually act, it's quite different.
[00:59:14.940 --> 00:59:19.940]   So for me, so we don't coordinate with them.
[00:59:19.940 --> 00:59:22.340]   We certainly pay attention to what they say.
[00:59:22.340 --> 00:59:23.900]   We pay attention to what State Street says.
[00:59:23.900 --> 00:59:26.100]   We pay attention to what Tia Krupp says.
[00:59:26.100 --> 00:59:29.140]   All of these organizations have intelligent,
[00:59:29.140 --> 00:59:31.820]   thoughtful, constructive things to say on this topic.
[00:59:31.820 --> 00:59:34.580]   So you've gotta be a student of what they say.
[00:59:34.580 --> 00:59:39.180]   But we're trying to carve our own way here.
[00:59:39.180 --> 00:59:41.220]   Frankly, again, with all humility,
[00:59:41.220 --> 00:59:43.100]   the guy who runs this for us, Glenn Warren,
[00:59:43.100 --> 00:59:47.100]   is considered by most people in the industry to be the best.
[00:59:47.100 --> 00:59:48.980]   So frankly, people pay a lot of attention
[00:59:48.980 --> 00:59:51.940]   to what Glenn says and what he does.
[00:59:51.940 --> 00:59:55.260]   And I think we're actually able to effect change
[00:59:55.260 --> 00:59:59.660]   a little bit more greatly than even our direct influence
[00:59:59.660 --> 01:00:02.140]   because of Glenn's thoughtfulness here.
[01:00:02.140 --> 01:00:05.540]   - On a lighter note, did you happen to see
[01:00:05.540 --> 01:00:08.180]   Michael Burry's interview with Bloomberg?
[01:00:08.180 --> 01:00:13.180]   Okay, just as a, Michael Burry was the hero of The Big Short.
[01:00:13.180 --> 01:00:18.740]   This autistic ex-neurologist who called
[01:00:18.940 --> 01:00:22.900]   the financial crisis by, was he, he loved reading
[01:00:22.900 --> 01:00:25.460]   corporate bond offering statements.
[01:00:25.460 --> 01:00:27.900]   And he went on record as saying that
[01:00:27.900 --> 01:00:31.620]   markets have grown terribly inefficient
[01:00:31.620 --> 01:00:34.340]   because of indexing and he thought that there was
[01:00:34.340 --> 01:00:37.740]   an outsized play and undervalued small value stocks
[01:00:37.740 --> 01:00:40.420]   and Japanese stocks and these hundred dollar bills
[01:00:40.420 --> 01:00:42.500]   lying in the ground and he was gonna be describing
[01:00:42.500 --> 01:00:44.380]   how he was gonna be picking them up.
[01:00:44.380 --> 01:00:46.940]   I wonder how you responded to that.
[01:00:46.940 --> 01:00:51.940]   - With a chuckle, you know, look, he's,
[01:00:51.940 --> 01:00:55.100]   you know, I think he's becoming an active manager.
[01:00:55.100 --> 01:00:57.740]   So, you know, it's a story.
[01:00:57.740 --> 01:00:59.340]   So I would say two things.
[01:00:59.340 --> 01:01:03.180]   One, you know, so let's like look at the practical part.
[01:01:03.180 --> 01:01:04.180]   Is indexing the bubble?
[01:01:04.180 --> 01:01:06.060]   I don't think so at all.
[01:01:06.060 --> 01:01:08.500]   You know, the difference between the financial crisis
[01:01:08.500 --> 01:01:11.860]   that he, you know, didn't talk quite eloquently about
[01:01:11.860 --> 01:01:15.460]   in his own way was, you know, one of the most
[01:01:15.460 --> 01:01:17.980]   important elements of that was massive, massive,
[01:01:17.980 --> 01:01:20.140]   massive amounts of leverage, right?
[01:01:20.140 --> 01:01:22.540]   So the leverage was a critical component there.
[01:01:22.540 --> 01:01:26.380]   There's no leverage in investing, right?
[01:01:26.380 --> 01:01:29.540]   In what we do at the index side where we're purely agents.
[01:01:29.540 --> 01:01:32.380]   So the fact that there's no leverage
[01:01:32.380 --> 01:01:34.620]   actually removes a lot of risk.
[01:01:34.620 --> 01:01:37.260]   And frankly, if you think about it,
[01:01:37.260 --> 01:01:39.060]   because we're not a proprietary investor,
[01:01:39.060 --> 01:01:43.080]   we're an agency, you're the ones who bear all risk.
[01:01:43.080 --> 01:01:46.020]   Like, you know, index goes up, you do well.
[01:01:46.020 --> 01:01:48.020]   Index goes down, you don't do as well.
[01:01:48.020 --> 01:01:50.220]   That's very different than what was going on
[01:01:50.220 --> 01:01:53.300]   during the financial crisis where proprietary positions
[01:01:53.300 --> 01:01:56.700]   were really what was driving so much of what went on.
[01:01:56.700 --> 01:02:00.360]   So I think the analogy is very weak.
[01:02:00.360 --> 01:02:05.360]   Now, to his observations that value stocks
[01:02:05.360 --> 01:02:09.420]   may be actually really valuable today,
[01:02:09.420 --> 01:02:12.460]   I'm much more agnostic about, you know,
[01:02:12.460 --> 01:02:17.200]   I think there has been a massive premium put on growth.
[01:02:17.200 --> 01:02:20.380]   You know, we are at the longest period in history
[01:02:20.380 --> 01:02:22.440]   of value underperformance.
[01:02:22.440 --> 01:02:26.220]   And, you know, if you look at sort of value versus growth,
[01:02:26.220 --> 01:02:30.480]   you see these tremendous waves over time
[01:02:30.480 --> 01:02:34.500]   where one outperforms usually for much longer
[01:02:34.500 --> 01:02:38.540]   than one expects, but they usually cross.
[01:02:38.540 --> 01:02:39.660]   This is the longest period
[01:02:39.660 --> 01:02:42.100]   where we've seen growth outperform.
[01:02:42.100 --> 01:02:44.540]   I would argue, and again, I'd be really interested
[01:02:44.540 --> 01:02:47.180]   because you've written a lot about factors
[01:02:47.180 --> 01:02:50.300]   and you've thought about this probably more deeply
[01:02:50.300 --> 01:02:53.220]   than I have, but I think when you look
[01:02:53.220 --> 01:02:56.380]   at macroeconomic policy and its impact
[01:02:56.380 --> 01:03:01.380]   on the capital markets, it's actually really reinforced
[01:03:01.380 --> 01:03:04.020]   the importance of growth.
[01:03:04.020 --> 01:03:06.780]   And so I think growth stocks have been bid up as a result
[01:03:06.780 --> 01:03:07.780]   because, you know, we've lived
[01:03:07.780 --> 01:03:11.620]   in this very low growth economic time.
[01:03:11.620 --> 01:03:15.900]   So investors have put a huge premium on finding growth,
[01:03:15.900 --> 01:03:17.700]   you know, some level of growth.
[01:03:17.700 --> 01:03:20.180]   And what that's done is it's really driven the price
[01:03:20.180 --> 01:03:25.180]   of growth stocks to a level, or the gap between growth stocks
[01:03:25.180 --> 01:03:27.380]   and value stocks to a level we've not seen.
[01:03:27.380 --> 01:03:30.660]   Usually those sorts of things
[01:03:30.660 --> 01:03:32.500]   do eventually reverse themselves.
[01:03:32.500 --> 01:03:34.300]   So that's where, you know, again,
[01:03:34.300 --> 01:03:37.220]   I look at what Barry's saying on that front
[01:03:37.220 --> 01:03:41.300]   and it's somewhat interesting when and how that all happens.
[01:03:41.300 --> 01:03:44.180]   I don't know, you know, we are in unprecedented territory
[01:03:44.180 --> 01:03:46.340]   in terms of central bank intervention
[01:03:46.340 --> 01:03:49.820]   and that shows no signs of abatement.
[01:03:49.820 --> 01:03:53.820]   And I think that's actually distorted the markets
[01:03:53.820 --> 01:03:55.420]   to a large degree.
[01:03:55.420 --> 01:03:56.340]   This is a personal opinion,
[01:03:56.340 --> 01:03:57.740]   not necessarily a Baker opinion,
[01:03:57.740 --> 01:04:01.860]   but I think what's gone on both at the Fed
[01:04:01.860 --> 01:04:06.540]   and in central banks in terms of monetary policies
[01:04:06.540 --> 01:04:10.180]   is so unprecedented, we've not gotten back to normal.
[01:04:10.180 --> 01:04:14.100]   And, you know, there is a sense among the central banks
[01:04:14.100 --> 01:04:18.780]   that they can make economies more recession proof
[01:04:18.780 --> 01:04:20.540]   than their predecessors could.
[01:04:20.540 --> 01:04:22.220]   I'm not even sure that's a good thing, by the way,
[01:04:22.220 --> 01:04:23.940]   'cause I think recessions are actually important,
[01:04:23.940 --> 01:04:25.180]   go back to Schumpeter.
[01:04:25.180 --> 01:04:29.820]   But we're living in a period
[01:04:29.820 --> 01:04:32.340]   that we've never seen this kind of intervention
[01:04:32.340 --> 01:04:34.580]   and it is definitely having distortion effects
[01:04:34.580 --> 01:04:37.860]   on the capital markets, no question in my mind.
[01:04:37.860 --> 01:04:40.980]   - Yeah, I mean, with regard to future value premiums,
[01:04:40.980 --> 01:04:44.420]   my late mother used to say, "From your lips to God's ears."
[01:04:44.420 --> 01:04:50.940]   You know, and I do see the same thing that you're seeing
[01:04:50.940 --> 01:04:55.500]   in terms of the overvaluation of the growth stocks,
[01:04:55.500 --> 01:05:00.220]   simply as being a function of low inflation
[01:05:00.220 --> 01:05:02.500]   and low interest rates, which gets to my,
[01:05:02.500 --> 01:05:05.100]   I think it's going to be my last question,
[01:05:05.100 --> 01:05:07.060]   yeah, my last question, which is,
[01:05:08.060 --> 01:05:13.060]   you know, do you see the equity risk premium
[01:05:13.060 --> 01:05:18.060]   and the risk-free rate, the two components of returns,
[01:05:18.060 --> 01:05:21.740]   risk-free rate for fixed income and the sum of that
[01:05:21.740 --> 01:05:25.780]   and the equity risk premium as historically shifted
[01:05:25.780 --> 01:05:29.540]   to lower values over the past 20 or 30 years?
[01:05:29.540 --> 01:05:34.540]   You know, until, you know, 30 or 35 years ago,
[01:05:34.900 --> 01:05:37.820]   those existed within fairly narrow bounds
[01:05:37.820 --> 01:05:41.180]   and we seem to have jumped the shark
[01:05:41.180 --> 01:05:43.340]   in terms of lowering both of those values.
[01:05:43.340 --> 01:05:45.900]   Now, how many of you think that's permanent or not?
[01:05:45.900 --> 01:05:47.860]   (mimics explosion)
[01:05:47.860 --> 01:05:49.020]   Sorry, two of you.
[01:05:49.020 --> 01:05:50.940]   - Yeah. (audience laughs)
[01:05:50.940 --> 01:05:53.460]   So, look, the short answer is I don't know
[01:05:53.460 --> 01:05:58.460]   because, again, you know, the policy changes
[01:05:58.460 --> 01:06:02.900]   are so profound, it's hard to see it reversing
[01:06:02.900 --> 01:06:07.900]   anytime soon, the low risk-free rate feels to me
[01:06:07.900 --> 01:06:15.460]   like a even longer term thing that we're going to live with.
[01:06:15.460 --> 01:06:18.300]   I think the equity risk premium,
[01:06:18.300 --> 01:06:19.940]   that one I'm not sure about.
[01:06:19.940 --> 01:06:21.740]   You know, I think there's a possibility
[01:06:21.740 --> 01:06:26.180]   that we'll see a return to norms there,
[01:06:26.180 --> 01:06:30.540]   but I don't know when, it's certainly a long ways out.
[01:06:30.540 --> 01:06:32.980]   But, you know, that question Bill does bring up,
[01:06:32.980 --> 01:06:35.780]   I think a really, really important notion.
[01:06:35.780 --> 01:06:38.060]   And, you know, again, you're going to have people
[01:06:38.060 --> 01:06:41.020]   far, far smarter than I am to talk about this,
[01:06:41.020 --> 01:06:44.780]   but I know if Jack were here, he'd want to remind people
[01:06:44.780 --> 01:06:48.660]   of his little formula for predicting future returns,
[01:06:48.660 --> 01:06:51.380]   which happens to correlate very closely
[01:06:51.380 --> 01:06:55.380]   with our own multivariable capital markets model,
[01:06:55.380 --> 01:06:58.420]   which has got like quantum computing going on or whatever.
[01:06:59.860 --> 01:07:03.580]   We actually, on an absolute basis,
[01:07:03.580 --> 01:07:08.340]   are expecting lower equity returns over the next decade.
[01:07:08.340 --> 01:07:13.060]   Nothing is ever a sure thing,
[01:07:13.060 --> 01:07:15.580]   but it's close to a sure thing in my view,
[01:07:15.580 --> 01:07:17.740]   just where valuations are today.
[01:07:17.740 --> 01:07:19.620]   And it's not going to be a straight line.
[01:07:19.620 --> 01:07:24.420]   So the combination of lower equity returns
[01:07:24.420 --> 01:07:27.460]   and perhaps even normal volatility,
[01:07:27.460 --> 01:07:29.660]   that's not a good combination for investors.
[01:07:30.100 --> 01:07:32.100]   Normally when we see real volatility,
[01:07:32.100 --> 01:07:32.940]   at least people are like,
[01:07:32.940 --> 01:07:35.420]   well, you know, hope that they're rewarded
[01:07:35.420 --> 01:07:37.580]   for that in the long run.
[01:07:37.580 --> 01:07:38.980]   I'm not convinced of that right now.
[01:07:38.980 --> 01:07:42.100]   Again, Bill, I don't know what your own work suggests there,
[01:07:42.100 --> 01:07:45.220]   but we think, you know,
[01:07:45.220 --> 01:07:48.220]   even if you took the equity risk premium
[01:07:48.220 --> 01:07:51.500]   as sort of what it's been historically,
[01:07:51.500 --> 01:07:55.820]   and you look at where the risk-free rate is today,
[01:07:55.820 --> 01:07:58.500]   you put those together, you get a much lower return
[01:07:58.500 --> 01:08:01.020]   than what we've seen historically.
[01:08:01.020 --> 01:08:05.460]   If it stays a little bit compressed, as you suggest,
[01:08:05.460 --> 01:08:07.700]   that's just the worst news, if you will.
[01:08:07.700 --> 01:08:10.180]   And again, I hate to be Debbie Downer on that,
[01:08:10.180 --> 01:08:11.620]   but I think as investors,
[01:08:11.620 --> 01:08:13.740]   we all have to be thinking about,
[01:08:13.740 --> 01:08:15.540]   from a portfolio allocation standpoint,
[01:08:15.540 --> 01:08:19.540]   what the implications of tenure returns are
[01:08:19.540 --> 01:08:23.260]   in terms of how we draw down when we're in retirement,
[01:08:23.260 --> 01:08:24.260]   how much we need to save
[01:08:24.260 --> 01:08:26.540]   when we're in the accumulation phase and so forth.
[01:08:26.540 --> 01:08:29.340]   I think it's actually a really, really important point.
[01:08:29.340 --> 01:08:33.180]   - Yeah, I mean, you know, it certainly feels
[01:08:33.180 --> 01:08:35.260]   as if the risk-free rate,
[01:08:35.260 --> 01:08:38.020]   the rate on fixed income assets in general,
[01:08:38.020 --> 01:08:41.460]   it's gonna be low from now out to the horizon
[01:08:41.460 --> 01:08:43.660]   and come up with any number of narratives
[01:08:43.660 --> 01:08:44.500]   of why that should be.
[01:08:44.500 --> 01:08:46.780]   But I've learned over the years not to trust narratives,
[01:08:46.780 --> 01:08:50.660]   and I also can remember 35 years ago, 40 years ago,
[01:08:50.660 --> 01:08:52.260]   when it seemed like we were going to be
[01:08:52.260 --> 01:08:55.260]   in an inflationary environment forever,
[01:08:55.260 --> 01:08:57.340]   and it was never going to end.
[01:08:57.340 --> 01:08:58.700]   So.
[01:08:58.700 --> 01:09:00.260]   - Yeah, I think, you know, I think just to--
[01:09:00.260 --> 01:09:01.100]   - It's hard to tell.
[01:09:01.100 --> 01:09:03.660]   - Yeah, I couldn't agree with you more.
[01:09:03.660 --> 01:09:05.740]   We all grew up in that inflationary period,
[01:09:05.740 --> 01:09:10.660]   and again, I remember that it was never gonna change.
[01:09:10.660 --> 01:09:13.020]   I think a lot of what, you know, I talked about,
[01:09:13.020 --> 01:09:14.780]   I sounded pretty critical of central banks,
[01:09:14.780 --> 01:09:17.340]   and look, I get what they're doing
[01:09:17.340 --> 01:09:20.580]   in the sense that the thing that they fear the most
[01:09:20.580 --> 01:09:23.660]   is deflation, because as bad as inflation can be,
[01:09:23.660 --> 01:09:27.100]   deflation, once you get into a deflationary spiral,
[01:09:27.100 --> 01:09:30.420]   it is just the death of the economy.
[01:09:30.420 --> 01:09:32.340]   And I think they've been obsessed with that.
[01:09:32.340 --> 01:09:36.780]   And when you look at the demographic factors in particular,
[01:09:36.780 --> 01:09:39.980]   you can see why people are pushing
[01:09:39.980 --> 01:09:42.620]   against doing everything possible
[01:09:42.620 --> 01:09:45.900]   to prevent deflation from setting in broadly.
[01:09:45.900 --> 01:09:49.420]   And again, I'm not enough of a demographer,
[01:09:49.420 --> 01:09:52.180]   but as you sort of look at what the data suggests,
[01:09:52.180 --> 01:09:54.900]   there's gonna be a lot of downward pressure
[01:09:54.900 --> 01:09:58.820]   because of the aging of the population and so forth globally.
[01:09:58.820 --> 01:10:02.300]   This is not a US phenomenon, it is a global phenomenon.
[01:10:02.300 --> 01:10:04.660]   And I do think that you're right, Bill,
[01:10:04.660 --> 01:10:07.460]   that that could shape the narrative for a long time now.
[01:10:07.460 --> 01:10:09.420]   - Thank you.
[01:10:09.420 --> 01:10:11.060]   - Bill and Bill, thank you so much.
[01:10:11.060 --> 01:10:14.060]   (audience applauds)
[01:10:14.060 --> 01:10:21.460]   At this time, we're gonna take a 20-minute break,
[01:10:21.460 --> 01:10:22.900]   thank you so much.
[01:10:22.900 --> 01:10:25.900]   (audience applauds)
[01:10:25.900 --> 01:10:28.500]   (upbeat music)
[01:10:28.500 --> 01:10:38.500]   [BLANK_AUDIO]

