
[00:00:00.000 --> 00:00:14.000]   *Music*
[01:22:33.400 --> 01:22:40.200]   to amplify? That's a whole other like AI observability thing. But the reason I bring it up is that our job is
[01:22:40.200 --> 01:22:46.680]   to build good, smart applications. We are responsible for the outcomes of these processes.
[01:22:46.680 --> 01:22:51.160]   And these are some ways that you can take a new approach to what you're doing, right?
[01:22:51.160 --> 01:22:57.960]   Let me go back. Questions? Comments? Concerns? Yes?
[01:22:57.960 --> 01:23:13.320]   Yeah. I don't know that there's-- I mean, you have to do the projection and run the algorithm.
[01:23:14.280 --> 01:23:21.240]   But we've got it in here, community detection and assignment. I believe betweenness is in here.
[01:23:21.240 --> 01:23:23.240]   Oh, betweenness might be in number three.
[01:23:23.240 --> 01:23:29.800]   Creating secondary relation to that. We're not even going to get to that. Yeah. So there's a
[01:23:29.800 --> 01:23:35.320]   betweenness centrality. So when you look at the algorithms, they're all going to be pretty much the
[01:23:35.320 --> 01:23:39.640]   same. It's going to be GDS and then the name of the algorithm. And then there's a couple of different
[01:23:39.640 --> 01:23:46.360]   options. Stream means run the calculations and let me look at them. Just put them here. Mutate will
[01:23:46.360 --> 01:23:53.720]   actually change the projection. You can also write. So if you do the algorithm dot write, it's going to
[01:23:53.720 --> 01:23:57.960]   write back to the node and we'll write that assignment back. So sometimes you just want to play. You just
[01:23:57.960 --> 01:24:02.360]   want to look at it, right? Sometimes you may want to just change it within the production and just play
[01:24:02.360 --> 01:24:06.600]   around. So you've got a few different ways that you can apply the algorithm once those numbers come out.
[01:24:07.720 --> 01:24:11.400]   And the basic is you're always going to do a call. You're going to call the algorithm.
[01:24:11.400 --> 01:24:14.440]   And then the first thing you're going to do is say, which projection am I running this on?
[01:24:14.440 --> 01:24:28.520]   Right? In this projection, I actually had, like, I created a new relationship called co-occurrence.
[01:24:28.520 --> 01:24:36.040]   Where is it? Yeah. So what this did is it says, okay, I'm going to look at the message and I want to
[01:24:36.040 --> 01:24:43.160]   see the different documents that are in the same message. And for each of those where the elements aren't the same,
[01:24:43.160 --> 01:24:48.920]   right? So I don't want to create a connection to itself. I want to merge. Merge is, you can either
[01:24:48.920 --> 01:24:57.720]   create or merge a relationship. Merge just means if it doesn't exist, make it. I'm going to merge the
[01:24:57.720 --> 01:25:03.800]   chunk one or the context one with context two. And I'm going to create this new relationship co-occurs
[01:25:03.800 --> 01:25:09.800]   with. And the reason I wanted to do this is I wanted to see, like, which things come up together a lot.
[01:25:09.800 --> 01:25:14.920]   Because sometimes it's not just about the similarity. If I've done a really good job of curating my data
[01:25:14.920 --> 01:25:20.680]   set, and I don't have a lot of that redundancy, I want to see, like, what are the concepts that are
[01:25:20.680 --> 01:25:25.480]   coming together? Like, what are the things that come together? From there, you can then look at the way
[01:25:25.480 --> 01:25:30.840]   they travel around each piece from one to another. So what I did is I created this co-occurrence,
[01:25:30.840 --> 01:25:39.640]   right? So yes. So like, if we went back to our-- so basically, co-occurrence just says all of these
[01:25:39.640 --> 01:25:46.760]   documents that were pulled in by this question will now have a relationship among them, right? And then
[01:25:46.760 --> 01:25:53.080]   we weight that by how often do they come up together, right? You can do the same thing with traversal. So
[01:25:53.080 --> 01:26:00.520]   these chunks come first, these chunks come second. So if you know that the conversations usually go in
[01:26:00.520 --> 01:26:05.720]   that direction, do you want to figure-- what's the probability? Can I predict the next thing? Can I
[01:26:05.720 --> 01:26:11.960]   figure out where the conversation is going to go? So all of this to say that, you know, I love that there's
[01:26:11.960 --> 01:26:17.480]   a graph where I track. I love that it's just sort of like the way many people are doing things. And what I
[01:26:17.480 --> 01:26:23.240]   want you to know is you've done all the hard work of building the graph. Now let's use it even more.
[01:26:23.240 --> 01:26:27.240]   Let's get even more out of it. There was a question somewhere. Yeah, yeah.
[01:26:27.240 --> 01:26:34.440]   Co-occurrence is when, like, the-- you ask a question and then the retrieved answer, like,
[01:26:34.440 --> 01:26:38.680]   you have, like, two answers that are commonly retrieved together, like, to that question. Is that
[01:26:38.680 --> 01:26:45.320]   co-occurrence? Am I understanding it correctly? The co-occurrence is all-- everything that came
[01:26:45.320 --> 01:26:51.400]   into this one, like, if you're doing a K of 10, all of those 10 will co-occur, meaning, like,
[01:26:51.400 --> 01:26:58.040]   they all were answered together. They all were fed back at the same time, right? So it's almost like
[01:26:58.040 --> 01:27:02.520]   an affinity of, like, these things often come together. Then you can, like I said, you can do
[01:27:02.520 --> 01:27:07.560]   the same thing. You can expand it out into, like, follow-on. Like, these things usually follow those
[01:27:07.560 --> 01:27:12.920]   things, right? So we can start to see. And that's where, you know, things get juicy.
[01:27:12.920 --> 01:27:17.800]   Thank you. My nerdy, like, data science brain gets super excited. Like, oh my god. Then we can
[01:27:17.800 --> 01:27:21.080]   check this. Then we can check that. And maybe somebody cares. Yeah.
[01:27:21.080 --> 01:27:24.760]   You said what? Oh, sorry, sorry, sorry. I'll be back.
[01:27:24.760 --> 01:27:29.800]   I got a question more-- more not a technical question, more general. So you mentioned the
[01:27:30.600 --> 01:27:34.520]   DOD and FED space. So we operate in the DOD space. Oh, nice.
[01:27:34.520 --> 01:27:36.360]   More on the industry side. Yeah.
[01:27:36.360 --> 01:27:41.800]   So what is the, you know, what are your thoughts on the adoption of this technology,
[01:27:41.800 --> 01:27:46.040]   so within the DOD, both on the government side and also on the U.S. side?
[01:27:46.040 --> 01:27:53.480]   Yeah. I have a lot of opinions on that. Naya will tell you. I think when it-- the most interesting
[01:27:53.480 --> 01:28:00.040]   conversations that I have are around accountability and traceability. There was-- I was talking to
[01:28:00.040 --> 01:28:05.160]   someone literally this weekend and said there was an unnamed person who's currently running for
[01:28:05.160 --> 01:28:09.640]   Congress and they said about the military, oh, they're just going to need to learn to trust the AI.
[01:28:09.640 --> 01:28:17.400]   I've never been so alarmed in my life. I was just like, no, no, trust but verify. Trust but verify,
[01:28:17.400 --> 01:28:23.560]   please, right? I mean, like, as someone who's been a data scientist for a long time, like, we do our
[01:28:23.560 --> 01:28:28.280]   best, but there are unintended consequences. Like, we didn't know we were building an echo chamber.
[01:28:28.280 --> 01:28:31.320]   We just thought we were giving you chicken nuggets and Twinkies, right? Like, we didn't know it was
[01:28:31.320 --> 01:28:35.800]   going to break America, but we did it, right? Like, I was one of those people. Like, I built those
[01:28:35.800 --> 01:28:43.800]   algorithms. Hello. Thank you. You know, and so, like, I think the best thing that we can all do is to just
[01:28:43.800 --> 01:28:49.320]   keep those things in mind. And so that's where the conversations, like, my conversations with them,
[01:28:49.320 --> 01:28:54.200]   like, and I'm not, like, saying, like, oh, you're so dumb. Like, you don't know. Like, people don't know,
[01:28:54.200 --> 01:28:59.240]   right? Like, like, I've been doing this for years. Like, I've lived in the calculus, right? Like,
[01:28:59.240 --> 01:29:05.160]   I've lived in, like, you know, understanding the mathematics of the neural network, right? Like,
[01:29:05.160 --> 01:29:09.880]   I've spent a lot of time-- like, the data scientists, we had rigor and we had mathematics and we, like, had--
[01:29:09.880 --> 01:29:16.120]   every time we released a model, we had model reports and all this stuff. And now it's just like,
[01:29:16.120 --> 01:29:23.320]   just trust it. It's good. We're fine, right? And a lot of it is, right? Like, we do-- I mean,
[01:29:23.320 --> 01:29:28.360]   it's the world we live in. Like, I'm certainly not-- like, I'm not a naysayer. Like, I love AI. I love
[01:29:28.360 --> 01:29:33.720]   what's possible. But I just think that we just need to be a little bit thoughtful about what we're doing.
[01:29:33.720 --> 01:29:39.320]   And, like, that's why these are easy things to do, right? Like, and then once you're aware of it,
[01:29:39.320 --> 01:29:43.720]   you're like, oh, yeah, I'm going to get a much better answer. That's awesome. Let's do that. Yes.
[01:29:43.720 --> 01:29:53.080]   I have a question. So on the-- more on the knowledge graph side of things, is there, like, an easier way to--
[01:29:53.080 --> 01:29:59.160]   is there an easier way to automatically create the knowledge graph? Because, you know, things like
[01:29:59.160 --> 01:30:07.720]   graphlets have really made things a lot easier for a lot of people versus, like, this is-- to me,
[01:30:07.720 --> 01:30:12.360]   it's kind of like an old school way of creating graph, which is you've really got to be the domain
[01:30:12.360 --> 01:30:17.320]   expert and know all the ontologies and all the relationships. But what if you wanted to do that
[01:30:17.320 --> 01:30:21.480]   automatically many times over for different types of businesses? How do you do that?
[01:30:21.480 --> 01:30:25.240]   Yeah. It's a really excellent question. And so hopefully everybody heard the question.
[01:30:25.240 --> 01:30:30.040]   is, like, how do you, like, build graphs at scale, right? Like, how do you do it without having to be
[01:30:30.040 --> 01:30:36.120]   an expert? The knowledge graph builder, the KG builder that Neo4j built-- because these are
[01:30:36.120 --> 01:30:41.000]   questions that people have, right? There's some really interesting ways. Like, you can actually
[01:30:41.000 --> 01:30:45.800]   use the simple KG pipeline and just throw your documents in and just say, "Tell me what's important."
[01:30:45.800 --> 01:30:51.000]   Right? It's going to go through and do basic named entity recognition. Based on those entities,
[01:30:51.000 --> 01:30:55.000]   it'll do another pass and say, "How are they related?" And what it'll do is it'll look at each
[01:30:55.000 --> 01:30:59.960]   document individually. But then what you start to see is you start to see, like, the natural organic,
[01:30:59.960 --> 01:31:05.800]   like, what's actually in there, what comes up. So I love that for experimentation and for
[01:31:05.800 --> 01:31:10.200]   understanding. Because oftentimes, as builders, we don't know. We're not the subject matter experts.
[01:31:10.200 --> 01:31:14.840]   But we're responsible for building the architecture for them to get the right answer, right? So how--
[01:31:14.840 --> 01:31:20.680]   what tools do we have to try and service it? Because then you can run it and it'll be noisy. Like,
[01:31:20.680 --> 01:31:24.920]   it will look like spaghetti. It will be noisy. But then you can say, "Okay, tell me how many of
[01:31:24.920 --> 01:31:31.000]   this label. How many of that label? Show me, like, what is the page rank? What is the betweenness
[01:31:31.000 --> 01:31:35.320]   centrality?" Right? You can run these kinds of algorithms to understand. And then from there,
[01:31:35.320 --> 01:31:40.920]   you say, "Okay, according to this set of documents, this is the ontology that has risen out of it." So you
[01:31:40.920 --> 01:31:48.040]   can take a very organic approach. Sometimes people will go in with a very specific data model in mind.
[01:31:48.040 --> 01:31:54.120]   And even in those cases, I always encourage people to run the KG Builder for experimentation purposes,
[01:31:54.120 --> 01:31:59.560]   because it could be that there's something in your documents that you didn't even know was valuable.
[01:31:59.560 --> 01:32:05.640]   Right? Like, let them speak. Like, let them-- like, let the ontology rise. Yeah.
[01:32:05.640 --> 01:32:11.640]   The question is, like, I think today our industry has been writing content more for consumption by
[01:32:11.640 --> 01:32:16.120]   humans. Now this is changing towards consumption by agents. Yeah.
[01:32:16.120 --> 01:32:21.400]   Do you see this playing the graph analytics and what you're showcasing is playing for persona,
[01:32:21.400 --> 01:32:26.360]   for content writers, and whether for completeness, how are they writing and producing more content?
[01:32:26.360 --> 01:32:29.480]   It's helping them? Is that the primary persona we are targeting here?
[01:32:29.480 --> 01:32:34.280]   I mean, I mean, listen, it can go in any direction, right? Like, one of the things that I'm really
[01:32:34.280 --> 01:32:41.800]   excited about is the concept of, like, I call it-- it's not about human in the loop. It's about
[01:32:41.800 --> 01:32:47.560]   accountability in the loop, right? Like we said, we're going agent to agent to agent. And so what do we then
[01:32:47.560 --> 01:32:53.480]   pass to that agent, right? So if we have some of this information, right? Like, if we're concerned about
[01:32:53.480 --> 01:32:59.320]   amplifying signal, right? And if we're concerned about, you know, like, a series of agents going in
[01:32:59.320 --> 01:33:04.120]   the wrong direction, right? You think of a ship. If it's off by one degree now, it's fine. You know,
[01:33:04.120 --> 01:33:10.040]   a hundred miles later, not so fine. So how do we-- how do we keep steering the ship when it's autonomous?
[01:33:10.040 --> 01:33:14.120]   And so that's some of the interesting things, too. Like, when we look at this memory graph,
[01:33:14.120 --> 01:33:20.040]   right, we can say-- like, this application graph, we can say, "Okay, I'm going to pass this to the agent,
[01:33:20.040 --> 01:33:25.640]   and I'll pass, like, this context, or this particular information about what came before."
[01:33:25.640 --> 01:33:31.480]   Or, you know, like, you can look at, like, sort of, like, the velocity of how quickly it's going from one
[01:33:31.480 --> 01:33:35.480]   community to another, right? Like, there's so many interesting ways you can do the math to look at it.
[01:33:35.480 --> 01:33:42.440]   But yeah, like, I think, like, really understanding, like, how do we drive our agents?
[01:33:43.000 --> 01:33:47.640]   How do we drive our agents and chains is super sexy, super exciting for me.
[01:33:47.640 --> 01:33:49.080]   Yeah.
[01:33:49.080 --> 01:33:52.600]   Question about content hygiene.
[01:33:52.600 --> 01:33:53.320]   Yes.
[01:33:53.320 --> 01:34:00.040]   So a lot of times, we realize that it's garbage in, garbage out.
[01:34:00.040 --> 01:34:00.600]   Yeah.
[01:34:00.600 --> 01:34:07.720]   And we ourselves sometimes aren't aware of, like, some issues with our own content,
[01:34:07.720 --> 01:34:13.320]   whether one part is contradicting another, or something's just inaccurate.
[01:34:13.320 --> 01:34:20.280]   Is there any fancy math with graphs that can help us identify potential issues with content hygiene?
[01:34:20.280 --> 01:34:25.800]   I mean, I would want to give you a more thoughtful answer than something off the top of my head.
[01:34:25.800 --> 01:34:28.920]   Like, I don't want to, I don't want to throw something out that's just kind of like, oh, what is this?
[01:34:28.920 --> 01:34:30.600]   Yes.
[01:34:30.600 --> 01:34:33.160]   Is it going to solve everything?
[01:34:33.160 --> 01:34:33.480]   No.
[01:34:33.480 --> 01:34:37.480]   But again, some of it has to do with what is it connected to, right?
[01:34:37.480 --> 01:34:41.560]   So if we think of, you know, how fraud detection works, right?
[01:34:41.560 --> 01:34:48.280]   Like, like, or, so I worked on the, they did election graph for, with Syracuse University last
[01:34:48.280 --> 01:34:49.720]   year for the presidential election.
[01:34:49.720 --> 01:34:53.240]   And they were tracking advertising, like, across Facebook and Instagram.
[01:34:53.800 --> 01:34:59.000]   And, and I, Jenny, who ran the program, she said something really interesting to me,
[01:34:59.000 --> 01:35:04.360]   which is, if you want to know how someone's going to vote, it's actually not their friends.
[01:35:04.360 --> 01:35:10.440]   But if you look at the friends of friends, that second hop out is actually more predictive
[01:35:10.440 --> 01:35:13.000]   of how someone's going to vote than their immediate group.
[01:35:13.000 --> 01:35:14.920]   Which I thought was fascinating, right?
[01:35:14.920 --> 01:35:16.280]   Like, why is that a thing?
[01:35:16.280 --> 01:35:18.760]   But it's the same kind of thing that might be possible, right?
[01:35:18.760 --> 01:35:20.840]   So let's look at what is it connected to?
[01:35:20.840 --> 01:35:26.040]   Are we finding that there's, like, some sort of, like, density of something, like, in that
[01:35:26.040 --> 01:35:27.000]   area, potentially?
[01:35:27.000 --> 01:35:30.360]   The other thing about me is I love to be available.
[01:35:30.360 --> 01:35:32.200]   I love to chat, as you can see.
[01:35:32.200 --> 01:35:35.880]   So feel free to connect with me on LinkedIn and DM me.
[01:35:35.880 --> 01:35:39.960]   And if you ever want to noodle, like, I'm always happy to noodle on, like, all the things.
[01:35:40.520 --> 01:35:46.120]   Because my hope is that you leave here today and you start thinking about, like, what might be
[01:35:46.120 --> 01:35:46.920]   interesting to you?
[01:35:46.920 --> 01:35:49.000]   What could you look at a little bit differently?
[01:35:49.000 --> 01:35:52.440]   Yeah, another question.
[01:35:52.440 --> 01:35:53.560]   Yeah, go ahead.
[01:35:53.560 --> 01:35:54.120]   Yeah.
[01:35:54.120 --> 01:35:54.840]   Thank you, Alison.
[01:35:54.840 --> 01:35:55.960]   It's a great session, really.
[01:35:55.960 --> 01:36:03.000]   I wanted to ask about the embeddings versus the structure.
[01:36:03.000 --> 01:36:03.640]   Yeah.
[01:36:03.640 --> 01:36:06.440]   And, yes, it's a research question.
[01:36:06.440 --> 01:36:06.600]   Yeah.
[01:36:06.600 --> 01:36:08.520]   There's a lot of approaches out there.
[01:36:08.520 --> 01:36:12.680]   And, of course, it depends upon the domain.
[01:36:12.680 --> 01:36:18.840]   But I wanted to ask you if your team has any specific experiences in terms of how to leverage
[01:36:18.840 --> 01:36:23.400]   the embedding per node, let's say, versus the structure of the graph.
[01:36:23.400 --> 01:36:28.760]   Because, for example, in the morning session, we've seen just simple aggregation of the two.
[01:36:28.760 --> 01:36:29.160]   Yeah.
[01:36:29.160 --> 01:36:31.560]   Close the eyes and let's see how we can.
[01:36:31.560 --> 01:36:33.640]   You spoke a little bit about the ranking.
[01:36:33.640 --> 01:36:39.000]   So my question is, how would you start approaching a given specific domain where we have embedding
[01:36:39.000 --> 01:36:42.520]   in the same embedding space for every node, plus the structure?
[01:36:42.520 --> 01:36:43.560]   Yeah.
[01:36:43.560 --> 01:36:48.040]   There are actually really interesting ways that you can do combinations of not just the text
[01:36:48.040 --> 01:36:51.080]   embedding, but the embedding of the node itself, right?
[01:36:51.080 --> 01:36:55.080]   So for those of you who don't know, the concept that we have of this text embedding,
[01:36:55.080 --> 01:36:56.520]   you can also do on the node.
[01:36:56.520 --> 01:37:00.360]   And so it's an embedding, really, of the structure of any given node and which relationships it's
[01:37:00.360 --> 01:37:01.000]   connected to.
[01:37:01.000 --> 01:37:05.720]   So, yeah, there's some really interesting things that you can do there.
[01:37:05.720 --> 01:37:11.160]   One of the things that we, like, didn't get to today but is, like, you know, leveraging page
[01:37:11.160 --> 01:37:13.640]   rank and, you know, vector to, like, re-rank.
[01:37:13.640 --> 01:37:16.440]   So there's definitely some interesting things that you can do.
[01:37:16.440 --> 01:37:21.720]   I don't know if we have content on that specifically, but definitely reach out to me and I will reach
[01:37:21.720 --> 01:37:25.000]   out to our people and we'll get you a really good answer on that for sure.
[01:37:25.000 --> 01:37:25.720]   Thank you.
[01:37:25.720 --> 01:37:27.880]   We're coming up on time.
[01:37:27.880 --> 01:37:33.880]   I still understand the community detection a little bit.
[01:37:33.880 --> 01:37:38.040]   So, like, how does it work?
[01:37:38.040 --> 01:37:39.640]   What is happening?
[01:37:39.640 --> 01:37:41.960]   All right.
[01:37:41.960 --> 01:37:46.920]   So, we've got a few different ways that we can look at it.
[01:37:46.920 --> 01:37:49.800]   This is one example how Louvain actually works.
[01:37:49.800 --> 01:37:54.760]   So, like I said, what it'll start to do is it'll assign a label.
[01:37:54.760 --> 01:37:58.120]   And then what it says is, okay, let me look at its neighbors.
[01:37:58.120 --> 01:38:02.200]   And if I give the neighbors the same label, does that modularity,
[01:38:02.200 --> 01:38:06.280]   does that interconnectedness number get better or worse, right?
[01:38:06.280 --> 01:38:09.800]   So, different clustering algorithms are going to do things different ways, right?
[01:38:09.800 --> 01:38:12.440]   But in this case, this is what we're looking at.
[01:38:12.440 --> 01:38:17.480]   It's like, and if you think about it, it's like, you know how you have some friends and
[01:38:17.480 --> 01:38:20.920]   you all know each other, you're all really tight, but then you have this other friend
[01:38:20.920 --> 01:38:24.200]   who's got, like, all these different, like, friend groups that they're a part of.
[01:38:24.200 --> 01:38:26.200]   They don't have, like, their one little niche.
[01:38:26.200 --> 01:38:27.240]   So, it's kind of like that.
[01:38:27.240 --> 01:38:32.760]   So, the more interconnected it is, the more relationships they have among each other.
[01:38:32.760 --> 01:38:34.360]   That's what it's looking for in the math.
[01:38:34.360 --> 01:38:43.320]   How would this be of any use in terms of, like, getting the actual data from the query?
[01:38:43.320 --> 01:38:47.160]   Yeah, so, when we talk about the community detection,
[01:38:47.160 --> 01:38:51.640]   the community detection is really meant to be, like, a production helper.
[01:38:51.640 --> 01:38:53.800]   It's going to allow you to curate at scale,
[01:38:53.800 --> 01:38:58.040]   it's going to allow you to understand at scale, like, where things are moving.
[01:38:58.040 --> 01:39:05.560]   The community itself may not necessarily be part of your answer,
[01:39:05.560 --> 01:39:10.120]   unless, as I mentioned, you want more diversity in an answer.
[01:39:10.120 --> 01:39:15.960]   You want to cover a larger domain than just what's really close to the vector, right?
[01:39:15.960 --> 01:39:20.440]   So, think of, if I'm, you know, I don't know, I'm in sales at Amazon.
[01:39:20.440 --> 01:39:21.960]   Like, I don't want to, you just bought luggage.
[01:39:21.960 --> 01:39:23.720]   I'm not going to show you more luggage, right?
[01:39:23.720 --> 01:39:26.520]   I want to show you the things that are often bought with, right?
[01:39:26.520 --> 01:39:28.360]   The connected pieces, right?
[01:39:28.360 --> 01:39:29.240]   It's sort of like that.
[01:39:29.240 --> 01:39:33.720]   So, in that case, it could be helpful, but from a content perspective,
[01:39:33.720 --> 01:39:36.280]   it's like, do I want to give you just what you have,
[01:39:36.280 --> 01:39:40.520]   or is there some benefit to spreading the net a little wider
[01:39:40.520 --> 01:39:42.840]   in what's being brought back by that vector retriever?
[01:39:44.840 --> 01:39:49.320]   Okay. So, instead of just getting that one embedding, it gets, like, all the surrounding embeddings as well?
[01:39:49.320 --> 01:39:51.640]   Yeah. So, depending on how you build your retrievers, right?
[01:39:51.640 --> 01:39:53.800]   Depending on what your thresholds are, depending on, you know,
[01:39:53.800 --> 01:39:55.800]   lots and lots of different ways to do it.
[01:39:55.800 --> 01:39:59.880]   But, again, I'm happy to noodle with anyone, any time.
[01:39:59.880 --> 01:40:04.280]   I literally get paid to help people build things, so I love my job.
[01:40:04.280 --> 01:40:07.560]   Like, help me keep doing my job by asking me lots of questions and letting me help you.
[01:40:07.560 --> 01:40:09.000]   And one last question.
[01:40:09.000 --> 01:40:09.400]   Yeah.
[01:40:09.400 --> 01:40:15.000]   So, like, when it detects what's a community, does it only, like, check its surrounding nodes,
[01:40:15.000 --> 01:40:17.080]   or even, like, nodes across the entire graph?
[01:40:17.080 --> 01:40:21.000]   You know, why don't you and I, we can talk about more community after,
[01:40:21.000 --> 01:40:23.160]   because I don't want to keep everybody, because I know we're getting close to time,
[01:40:23.160 --> 01:40:25.000]   but it's a good question, so thank you for that.
[01:40:25.000 --> 01:40:29.400]   What I do want to say is, if you've been with us this morning and this afternoon,
[01:40:29.400 --> 01:40:33.960]   your day with Neo4j is not over, because our lovely friend Alexi is here,
[01:40:33.960 --> 01:40:37.960]   and he's hosting our AI agent meetup this evening.
[01:40:37.960 --> 01:40:39.720]   There we go. Everybody say hi to Alexi.
[01:40:39.720 --> 01:40:41.640]   If you don't know him, you should.
[01:40:41.640 --> 01:40:46.600]   Like, he's just one of the most, like, vivacious and passionate people about tech I've ever met in my life.
[01:40:46.600 --> 01:40:51.800]   So, yeah, please join us for the agent protocols tonight on Graphs and MCP.
[01:40:52.600 --> 01:40:57.320]   Feel free to reach out to me on LinkedIn, and I just want to thank you all for your attention.
[01:40:57.320 --> 01:41:02.360]   I know that it was a, it was a lot, but please, like, just be curious.
[01:41:02.360 --> 01:41:03.800]   Be curious.
[01:41:03.800 --> 01:41:06.120]   That's it.
[01:41:06.120 --> 01:41:06.680]   Thank you, Alison.
[01:41:06.680 --> 01:41:15.960]   Thank you.

