
[00:00:00.000 --> 00:00:05.020]   [ Music ]
[01:00:22.320 --> 01:00:24.880]   but it's also fantastic in really showing you how,
[01:00:24.880 --> 01:00:28.480]   yeah, that's the one, the top Amazon one there,
[01:00:28.480 --> 01:00:34.960]   how the things that we think of as kind of hard-coded,
[01:00:34.960 --> 01:00:36.080]   that there are people who are smart
[01:00:36.080 --> 01:00:36.960]   and people who are dumb,
[01:00:36.960 --> 01:00:38.880]   or people who have good memory and people who don't,
[01:00:38.880 --> 01:00:42.240]   it's actually turned out that's on the whole not true,
[01:00:42.240 --> 01:00:44.960]   and that these are all skills that you can learn.
[01:00:44.960 --> 01:00:50.900]   Thanks.
[01:00:50.900 --> 01:00:52.880]   Thanks for the good question, Saurav.
[01:00:52.880 --> 01:00:56.160]   Corinne is asking, "Hi Jeremy, how many hours
[01:00:56.160 --> 01:00:58.080]   do you try to learn new things outside of your work?
[01:00:58.080 --> 01:01:00.000]   Is learning multiple programming languages
[01:01:00.000 --> 01:01:02.160]   useful for a deep learning practitioner?"
[01:01:02.160 --> 01:01:04.080]   Yeah, learning multiple programming languages
[01:01:04.080 --> 01:01:05.360]   is such a good idea,
[01:01:05.360 --> 01:01:07.120]   particularly because the Python community
[01:01:07.120 --> 01:01:08.320]   is extremely insular.
[01:01:09.920 --> 01:01:12.560]   So there's a lot of very opinionated things
[01:01:12.560 --> 01:01:14.160]   in the Python community that are wrong.
[01:01:14.160 --> 01:01:23.040]   So if you get into JavaScript or Lisp or Kotlin,
[01:01:23.040 --> 01:01:26.800]   you'll learn all kinds of interesting new things.
[01:01:26.800 --> 01:01:31.120]   "How many hours do I try to learn new things
[01:01:31.120 --> 01:01:32.000]   outside of your work?"
[01:01:32.000 --> 01:01:35.120]   I've always tried not to separate out my work
[01:01:35.120 --> 01:01:36.720]   from non-work too much.
[01:01:39.040 --> 01:01:43.120]   Because I always try to work on things I find interesting.
[01:01:43.120 --> 01:01:47.520]   I spend a lot of time reading about stuff,
[01:01:47.520 --> 01:01:49.600]   which I guess technically you could call work.
[01:01:49.600 --> 01:01:51.760]   One of the things I don't do is I don't watch any TV
[01:01:51.760 --> 01:01:54.160]   and I don't play any computer games.
[01:01:54.160 --> 01:01:57.920]   I mean, it's fine if you want to literally decide
[01:01:57.920 --> 01:02:00.080]   I want to learn a lot about computer games,
[01:02:00.080 --> 01:02:01.840]   then play lots of computer games.
[01:02:01.840 --> 01:02:04.480]   That's not something I've spent time with.
[01:02:04.480 --> 01:02:08.400]   But I've recently started trying to learn some chess,
[01:02:08.400 --> 01:02:11.200]   so I spent time studying chess.
[01:02:11.200 --> 01:02:14.480]   I recently-- I don't know.
[01:02:14.480 --> 01:02:15.840]   There's always kind of things I'm interested
[01:02:15.840 --> 01:02:16.640]   in learning about.
[01:02:16.640 --> 01:02:20.560]   And I could-- I try to have something on my Kindle,
[01:02:20.560 --> 01:02:23.280]   on my phone, whatever, with me all the time.
[01:02:23.280 --> 01:02:27.840]   So anytime I'm waiting in a queue, I'll be reading.
[01:02:27.840 --> 01:02:31.440]   So I don't know.
[01:02:31.440 --> 01:02:33.920]   It's all kind of out of work, in a sense.
[01:02:33.920 --> 01:02:38.480]   It's really exciting to hear as someone--
[01:02:38.480 --> 01:02:42.080]   yeah, it is really exciting that--
[01:02:42.080 --> 01:02:43.760]   and these are all really good advices.
[01:02:43.760 --> 01:02:45.840]   Question from Kevin.
[01:02:45.840 --> 01:02:49.040]   Has anybody confirmed that Jeremy has invented a time machine?
[01:02:49.040 --> 01:02:50.960]   Same question from my side.
[01:02:50.960 --> 01:02:55.440]   Question from Obe.
[01:02:55.440 --> 01:02:58.080]   Doing so many things, that seems like a lot of distraction.
[01:02:58.080 --> 01:03:00.000]   How do you get your focus back, Jeremy?
[01:03:00.000 --> 01:03:01.120]   Yeah, that's a good question.
[01:03:01.120 --> 01:03:02.720]   I only do one thing at a time.
[01:03:03.440 --> 01:03:05.680]   And I only can do one thing at a time.
[01:03:05.680 --> 01:03:09.120]   So I do one thing, and then I go and do the next thing.
[01:03:09.120 --> 01:03:11.040]   And I think it's difficult sometimes,
[01:03:11.040 --> 01:03:12.880]   the people I work with, because sometimes I
[01:03:12.880 --> 01:03:14.400]   do kind of go dark for a month.
[01:03:14.400 --> 01:03:17.920]   But then I find people are surprised when I then come back
[01:03:17.920 --> 01:03:19.680]   and finish the thing I said I'd finish.
[01:03:19.680 --> 01:03:24.800]   So yeah, I think that's the main thing.
[01:03:24.800 --> 01:03:28.560]   It's like, I do my best to polish off each thing as well
[01:03:28.560 --> 01:03:31.120]   as I can, and then move on to the next thing.
[01:03:31.120 --> 01:03:34.560]   And I think the other thing is just verbal around
[01:03:34.560 --> 01:03:35.600]   in the back of my mind.
[01:03:35.600 --> 01:03:37.200]   And so by the time I come back to them,
[01:03:37.200 --> 01:03:39.760]   my brain seems to have figured a few things out,
[01:03:39.760 --> 01:03:41.120]   which is just nice.
[01:03:41.120 --> 01:03:45.120]   Again, question from Kevin.
[01:03:45.120 --> 01:03:46.720]   Do you keep the four hours in a single block,
[01:03:46.720 --> 01:03:48.240]   or break it into smaller blocks?
[01:03:48.240 --> 01:03:51.440]   Generally, two blocks of two hours.
[01:03:51.440 --> 01:03:56.480]   A question from Alarisa.
[01:03:56.480 --> 01:03:58.480]   I had the wrong idea that this was a paper reading group
[01:03:58.480 --> 01:03:59.440]   and deep learning with Jeremy.
[01:03:59.440 --> 01:04:00.080]   Always a fan.
[01:04:00.080 --> 01:04:02.400]   We're excited to be here and looking forward
[01:04:02.400 --> 01:04:03.760]   to the next few weeks.
[01:04:03.760 --> 01:04:06.240]   I've been working a full-time job and finding it difficult
[01:04:06.240 --> 01:04:09.120]   to keep up with the latest field research.
[01:04:09.120 --> 01:04:12.400]   Can you recommend your top go-to resources
[01:04:12.400 --> 01:04:15.040]   in order to get daily, weekly research paper
[01:04:15.040 --> 01:04:16.960]   summaries and discussions in computer vision?
[01:04:16.960 --> 01:04:19.200]   Everybody follow Jeremy on Twitter.
[01:04:19.200 --> 01:04:21.760]   That's the one thing that I wake up and still
[01:04:21.760 --> 01:04:22.480]   have lots of news.
[01:04:22.480 --> 01:04:23.600]   But Jeremy, please take this.
[01:04:23.600 --> 01:04:24.560]   Yeah, I use Twitter.
[01:04:24.560 --> 01:04:28.160]   And then if I want to dig more deeply into something,
[01:04:28.800 --> 01:04:31.600]   stuff like archive vanity is quite useful.
[01:04:31.600 --> 01:04:33.280]   Semantic Scholar is quite useful.
[01:04:33.280 --> 01:04:36.160]   But I don't think it's possible to keep up
[01:04:36.160 --> 01:04:39.680]   with the latest DL research, even in a subfield.
[01:04:39.680 --> 01:04:47.280]   So instead, yeah, just if you follow the right people
[01:04:47.280 --> 01:04:48.880]   on Twitter, and you can do that by looking
[01:04:48.880 --> 01:04:51.520]   at my favorites on Twitter, and then just go through
[01:04:51.520 --> 01:04:52.880]   and follow anybody who seems--
[01:04:52.880 --> 01:04:55.280]   you see there's posting interesting stuff.
[01:04:56.480 --> 01:04:59.280]   That will generally highlight the really obvious big things
[01:04:59.280 --> 01:05:00.240]   that come out.
[01:05:00.240 --> 01:05:04.240]   And then follow your interests by looking through citations.
[01:05:04.240 --> 01:05:05.920]   And yeah, as I said, archive sanity
[01:05:05.920 --> 01:05:09.120]   is quite helpful for finding similar papers,
[01:05:09.120 --> 01:05:09.760]   stuff like that.
[01:05:09.760 --> 01:05:11.680]   Yeah, I was going to say--
[01:05:11.680 --> 01:05:13.680]   And don't be afraid to ask people on Twitter as well.
[01:05:13.680 --> 01:05:17.600]   Like, there's always quite a bit of noise on Twitter.
[01:05:17.600 --> 01:05:21.120]   So when somebody asks you an actual well-researched,
[01:05:21.120 --> 01:05:25.200]   thoughtful question on Twitter, you'll generally
[01:05:25.200 --> 01:05:27.920]   get a thoughtful response.
[01:05:27.920 --> 01:05:32.240]   But just make sure that you provide as much context
[01:05:32.240 --> 01:05:32.720]   as you can.
[01:05:32.720 --> 01:05:36.240]   So if you have a computer vision question about some issue
[01:05:36.240 --> 01:05:38.880]   around ResNets or something, say, well,
[01:05:38.880 --> 01:05:40.480]   I'm interested in this question.
[01:05:40.480 --> 01:05:42.560]   I tried to solve it, and I looked at this paper
[01:05:42.560 --> 01:05:45.200]   and this paper, but I found I still had this issue.
[01:05:45.200 --> 01:05:49.600]   Really show your research, show what you've done,
[01:05:49.600 --> 01:05:50.560]   and then ask the question.
[01:05:50.560 --> 01:05:54.240]   Hopefully, you'll find you get some good answers.
[01:05:54.240 --> 01:05:56.480]   If you don't, often that means that nobody else
[01:05:56.480 --> 01:05:58.080]   knows the answer to your question as well.
[01:05:58.080 --> 01:06:00.400]   And that would be potentially an interesting research field
[01:06:00.400 --> 01:06:00.900]   then.
[01:06:00.900 --> 01:06:04.240]   Thank you.
[01:06:04.240 --> 01:06:07.200]   I just want to quickly add my first 1,000 people I followed
[01:06:07.200 --> 01:06:08.800]   were from Jeremy's list as well.
[01:06:08.800 --> 01:06:15.600]   By the way, one of the many silly little projects I've done,
[01:06:15.600 --> 01:06:19.680]   the way I got my list of people I follow
[01:06:19.680 --> 01:06:23.520]   was I wrote a little script with a Twitter API.
[01:06:24.400 --> 01:06:26.320]   Obviously, I did it in a Jupyter Notebook
[01:06:26.320 --> 01:06:28.160]   that went through all the people I had favorited
[01:06:28.160 --> 01:06:29.440]   for the last couple of years.
[01:06:29.440 --> 01:06:32.240]   And anybody I think I'd favorited like two times,
[01:06:32.240 --> 01:06:33.680]   I automatically followed them.
[01:06:33.680 --> 01:06:35.920]   And then anybody else, I automatically unfollowed.
[01:06:35.920 --> 01:06:39.360]   This is one of the projects that you
[01:06:39.360 --> 01:06:41.920]   said you'd like to take the mundane away and make
[01:06:41.920 --> 01:06:42.880]   it more interesting.
[01:06:42.880 --> 01:06:43.380]   Yeah.
[01:06:43.380 --> 01:06:47.360]   Will all the 20 weeks be available on YouTube?
[01:06:47.360 --> 01:06:49.840]   Yes, they will be.
[01:06:49.840 --> 01:06:52.320]   Any links to practice Python?
[01:06:52.560 --> 01:06:55.120]   I'm not the right person to ask about that.
[01:06:55.120 --> 01:07:01.600]   I think you should probably ask on the forum for this session.
[01:07:01.600 --> 01:07:04.720]   I'm a non-coder.
[01:07:04.720 --> 01:07:06.560]   Most of my career went to infrastructure support.
[01:07:06.560 --> 01:07:07.760]   And it's the same.
[01:07:07.760 --> 01:07:08.320]   Yeah, sorry.
[01:07:08.320 --> 01:07:12.640]   Shank, what's the best way to practice deep learning?
[01:07:12.640 --> 01:07:15.200]   Yeah, I think just what we talked about today.
[01:07:15.200 --> 01:07:19.520]   Karthikeya, I built my computer vision startup
[01:07:19.520 --> 01:07:21.040]   entirely with fast.ai.
[01:07:21.040 --> 01:07:21.540]   Awesome.
[01:07:22.340 --> 01:07:25.140]   I'm trying to build a team and probably raise a seed fund.
[01:07:25.140 --> 01:07:28.180]   How should I move ahead with this?
[01:07:28.180 --> 01:07:31.060]   OK, can we see the startup, please?
[01:07:31.060 --> 01:07:32.180]   Can you go to that link?
[01:07:32.180 --> 01:07:32.820]   Let's check it out.
[01:07:32.820 --> 01:07:34.740]   No pressure.
[01:07:34.740 --> 01:07:39.140]   Hopefully, it's not a spam or something.
[01:07:39.140 --> 01:07:43.300]   Ah, OK.
[01:07:43.300 --> 01:07:44.920]   Cool.
[01:07:44.920 --> 01:07:50.340]   So I'm planning to run a startup course.
[01:07:50.580 --> 01:07:52.100]   Maybe kind of early next year.
[01:07:52.100 --> 01:07:55.140]   So can you go back to the question?
[01:07:55.140 --> 01:07:56.500]   I can't remember exactly what it was.
[01:07:56.500 --> 01:07:58.660]   But yeah.
[01:07:58.660 --> 01:07:59.460]   Oh, yeah.
[01:07:59.460 --> 01:08:07.140]   So for raising money, the main thing
[01:08:07.140 --> 01:08:11.780]   is to make sure you've got a good working product online,
[01:08:11.780 --> 01:08:17.300]   that you have some customers, and preferably that you
[01:08:17.300 --> 01:08:18.660]   have some people paying for it.
[01:08:19.460 --> 01:08:22.980]   Generally, if you can show investors people paying
[01:08:22.980 --> 01:08:27.220]   for something that you've built, that should generally
[01:08:27.220 --> 01:08:29.060]   be enough to get you to raise a seed fund.
[01:08:29.060 --> 01:08:33.540]   You should also be able to show the investors some guess
[01:08:33.540 --> 01:08:36.100]   at how big the market is for the thing that you're selling,
[01:08:36.100 --> 01:08:38.020]   so that they have a sense of how big it could get.
[01:08:38.020 --> 01:08:41.700]   And generally, if you're trying to build a team,
[01:08:41.700 --> 01:08:43.620]   the most successful initial teams
[01:08:44.580 --> 01:08:50.900]   are built by people mining their networks,
[01:08:50.900 --> 01:08:52.580]   the folks that they've come across in their life
[01:08:52.580 --> 01:08:55.140]   who they thought were pretty smart and nice to work with.
[01:08:55.140 --> 01:08:58.500]   That's generally the early teams.
[01:08:58.500 --> 01:09:00.660]   So people are-- yeah, they're on friends,
[01:09:00.660 --> 01:09:01.460]   and they're on network.
[01:09:01.460 --> 01:09:03.060]   All right.
[01:09:03.060 --> 01:09:04.020]   So that's 10 plus 2.
[01:09:04.020 --> 01:09:05.720]   OK.
[01:09:05.720 --> 01:09:07.460]   Thanks very much, Jeremy.
[01:09:07.460 --> 01:09:09.700]   That's all the questions that we can take.
[01:09:09.700 --> 01:09:12.180]   And sorry for everybody else whose questions
[01:09:12.980 --> 01:09:13.700]   we couldn't take.
[01:09:13.700 --> 01:09:17.380]   I do want to say thank you for everybody for joining.
[01:09:17.380 --> 01:09:20.100]   And again, massive thanks goes out to Jeremy
[01:09:20.100 --> 01:09:22.740]   for finding the time and joining us.
[01:09:22.740 --> 01:09:26.500]   I'm sure we've all benefited from having Jeremy here.
[01:09:26.500 --> 01:09:28.020]   So thanks, Jeremy.
[01:09:28.020 --> 01:09:30.820]   And see you, everybody.
[01:09:30.820 --> 01:09:34.180]   [MUSIC PLAYING]
[01:09:34.180 --> 01:09:51.540]   [MUSIC PLAYING]

