
[00:00:00.160 --> 00:00:04.640]   all right everybody uh let's get the show started here wait jason why are you wearing a tux what's
[01:25:30.400 --> 01:25:35.440]   pushed to the brink that has a nuclear weapon and they pull out a tactical nuke does that mean the game
[01:25:35.440 --> 01:25:40.720]   is on and that's why i'm so nervous about where this all leads to if we can't decelerate it's very scary
[01:25:40.720 --> 01:25:45.040]   because you can very quickly see this thing exciting the most objectively scared i've ever been
[01:25:45.040 --> 01:25:52.320]   and i think that people grossly underestimate how quickly this could just spin up out of control
[01:25:52.320 --> 01:26:00.080]   and right now not enough of us are spending the time to really understand why that's possible and
[01:26:00.080 --> 01:26:06.080]   then also try to figure out what's the offering and i think it's i think it's just incredibly important
[01:26:06.080 --> 01:26:11.920]   that people take the time to figure out that this is a non-zero probability and this is probably for
[01:26:11.920 --> 01:26:16.800]   many of us the first time in our lifetime where you could really say that well i think freeberg's right
[01:26:16.800 --> 01:26:22.800]   that we're at the beginning stages of i think what will soon be referred to as the third lebanon war
[01:26:22.800 --> 01:26:31.040]   the first one was in 1982 uh israel went into lebanon and occupied it until 2000 then it went back in 2006
[01:26:31.600 --> 01:26:38.080]   left after about a month and now we're in the third war it's hard to say exactly how much this will
[01:26:38.080 --> 01:26:47.600]   escalate the idf is exhausted after the war in gaza there's significant opposition within israel and
[01:26:47.600 --> 01:26:54.480]   within the armed forces to a big ground invasion of lebanon so far most of the fighting has been
[01:26:55.040 --> 01:27:02.800]   israel using its air superiority overwhelming firepower against southern lebanon and i i think
[01:27:02.800 --> 01:27:10.160]   that if israel makes a ground invasion they're giving hezbollah the war that hezbollah wants i mean
[01:27:10.160 --> 01:27:15.360]   hezbollah would love for this to turn into a guerrilla war in southern lebanon so i think there's still some
[01:27:16.080 --> 01:27:23.520]   question about whether netanyahu will do that or not at the same time it's also possible that hezbollah will
[01:27:23.520 --> 01:27:34.880]   attack northern israel what nazrallah has threatened to invade the galilee in response to what israel is
[01:27:34.880 --> 01:27:42.960]   doing so there's multiple ways this could escalate and if hezbollah and israel are in a full-scale war
[01:27:43.600 --> 01:27:50.080]   with ground forces it could be very easy for iran to get pulled into it on hezbollah's side and if
[01:27:50.080 --> 01:27:55.040]   that happens i think it's just inevitable that the united states will be pulled into this war so yeah
[01:27:55.040 --> 01:28:01.920]   look i think we are in russia and then we have been drifting into a regional war in the middle east that
[01:28:01.920 --> 01:28:07.600]   you know ideally would not pull in the u.s i think the u.s should try to avoid being pulled
[01:28:07.600 --> 01:28:12.960]   in but i think very likely will be pulled in if it escalates and then meanwhile
[01:28:13.680 --> 01:28:17.440]   in terms of the war in ukraine i mean i've been warning about this for two and a half years how
[01:28:17.440 --> 01:28:23.520]   dangerous the situation was and that's why we should have availed ourselves of every diplomatic
[01:28:23.520 --> 01:28:30.560]   opportunity to make peace and we now know because there's been such universal reporting that in istanbul
[01:28:30.560 --> 01:28:35.920]   in the first month of the ukraine war there was an opportunity to make a deal with russia where ukraine
[01:28:35.920 --> 01:28:40.640]   would get all this territory back it's just that ukraine would have to agree not to be part of
[01:28:40.640 --> 01:28:46.000]   nato would have to agree to be neutral and not part of the western military bloc that was so threatening
[01:28:46.000 --> 01:28:51.440]   to russia the biden administration refused to make that deal they sent in boris johnson to scuttle it
[01:28:51.440 --> 01:28:55.920]   they threw cold water on it they blocked it they told zelinski we'll give you all the weapons you need
[01:28:55.920 --> 01:29:03.040]   to fight russia zelinski believed in that it has not worked out that way ukraine is getting destroyed
[01:29:03.040 --> 01:29:08.800]   it's very hard to get honest reporting on this from the mainstream media but the sources i've read
[01:29:08.800 --> 01:29:16.160]   suggest that the ukrainians are losing about 30 000 troops per month and that's just kia i don't even
[01:29:16.160 --> 01:29:23.360]   think that's wounded that on a bad day they're suffering 1200 casualties it's more than even
[01:29:23.360 --> 01:29:27.760]   during that failed counter-offensive last summer that ukraine had during that time they were losing
[01:29:27.760 --> 01:29:36.000]   about 20 000 troops a month so the level of carnage is escalating russia has has more of everything
[01:29:36.000 --> 01:29:43.120]   more weapons more firepower air superiority and they are destroying ukraine and it's very clear i think that
[01:29:43.120 --> 01:29:48.080]   ukraine within it could be in the next month it could be the next two months it could be the next six
[01:29:48.080 --> 01:29:53.440]   months i think they're eventually going to collapse they're getting close to being combat incapable and
[01:29:53.440 --> 01:30:00.320]   in a way that poses the biggest danger because the closer ukraine gets to collapse the more the west is
[01:30:00.320 --> 01:30:06.800]   going to be tempted to intervene directly in order to save them and that is what zelinski was here in
[01:30:06.800 --> 01:30:13.760]   the us doing over the past week is arguing for direct involvement by america in the ukraine war
[01:30:13.760 --> 01:30:19.600]   to save him how did he propose this he said we want to be directly admitted to nato immediately that was
[01:30:19.600 --> 01:30:26.160]   his request and he called this the the victory plan so in other words his plan for victory is to get america
[01:30:26.160 --> 01:30:31.440]   involved in the war and fighting it for him but that is the only chance ukraine has and it is possible
[01:30:32.160 --> 01:30:37.200]   that the biden harris administration will agree to do that or at least agree to some significant
[01:30:37.200 --> 01:30:43.680]   escalation so far i think biden to his credit has resisted another zelinski demand which is the ability
[01:30:43.680 --> 01:30:50.160]   to use america's long-range missiles and british long-range missiles the storm shadows against russian
[01:30:50.160 --> 01:30:54.640]   cities that is what zelinski is asking for if zelinski wants a major escalation of the war because
[01:30:54.640 --> 01:31:00.400]   that is the only thing that's going to save him save his side and maybe even his neck personally
[01:31:00.400 --> 01:31:07.360]   and so we're one mistake away from the very dangerous situation that chamath and freeberg have
[01:31:07.360 --> 01:31:16.240]   described if a president biden who is basically senile or a president harris agree to one of these
[01:31:16.240 --> 01:31:22.560]   zelinski requests we could very easily find ourselves in a direct yeah war with the russians the waltz into
[01:31:22.560 --> 01:31:27.760]   world war three is what it should be called and the reason why this could happen is because we don't
[01:31:27.760 --> 01:31:33.520]   have a fair media that's fairly reported anything about this war i mean trump is on the campaign trail
[01:31:33.520 --> 01:31:39.600]   making i think very valid points about this war that the ukrainian cause is doomed and that we should be
[01:31:39.600 --> 01:31:45.600]   seeking a peace deal and a settlement before this can spiral into world war three that is fundamentally
[01:31:45.600 --> 01:31:51.040]   correct but the media portrays that as being pro-russian and pro-putin and if you say that you want
[01:31:51.040 --> 01:31:56.000]   peace you are basically on the take from putin and russia that is what the media has told the american
[01:31:56.000 --> 01:32:03.760]   public for three years the definition of liberalism has always been being completely against war of any
[01:32:03.760 --> 01:32:09.120]   kind and being completely in favor of free speech of all kinds that's what being a liberal means
[01:32:10.160 --> 01:32:17.280]   we've lost the script and i think that people need to understand that this is the one issue where if
[01:32:17.280 --> 01:32:27.120]   we get it wrong literally nothing else matters and we are sleepwalking and tiptoeing into a potential
[01:32:27.120 --> 01:32:33.600]   massive world war jeffrey sacks said it perfectly you don't get a second chance in the nuclear age
[01:32:33.600 --> 01:32:38.720]   you don't all it takes is one big mistake you do not get a second chance and for me
[01:32:38.720 --> 01:32:47.120]   i have become a single issue voter this is the only issue to me that matters we can sort everything
[01:32:47.120 --> 01:32:53.760]   else out we can figure it all out we can we can find common ground and reason should taxes go up
[01:32:53.760 --> 01:32:59.680]   should taxes go down let's figure it out should regulations go up should regulations go down we can
[01:32:59.680 --> 01:33:09.360]   figure it out but we are fighting a potential nuclear threat on three fronts how have we allowed this to
[01:33:09.360 --> 01:33:19.040]   happen russia iran china you cannot underestimate that when you add these kinds of risks on top of each
[01:33:19.040 --> 01:33:25.280]   other something can happen here and i don't think people really know they're too far away from it they're
[01:33:25.280 --> 01:33:30.080]   too many generations removed from it war is something you heard maybe your grandparents
[01:33:30.080 --> 01:33:36.000]   talk about now and you just thought okay whatever i lived it it's not good
[01:33:36.000 --> 01:33:42.000]   tomoth you're right i mean during the cuban missile crisis all of america was huddled around their tv sets
[01:33:42.000 --> 01:33:49.760]   worried about what would happen there is no similar concern in this day and age about the escalatory wars
[01:33:49.760 --> 01:33:53.120]   that are happening there's a little bit of concern i think about what's happening in the middle east there's
[01:33:53.120 --> 01:33:58.400]   virtually no concern about what's happening in ukraine because people think it can't affect them
[01:33:58.400 --> 01:34:03.760]   but it can and one of the reasons it could affect them is because we do not have a fair debate about
[01:34:03.760 --> 01:34:11.520]   that issue in the u.s media the media has simply caricature and any opposition to the war as being pro-putin
[01:34:11.520 --> 01:34:22.240]   so i would say that when every pundit and every person in a position to do something about it says
[01:34:22.240 --> 01:34:31.120]   you have nothing to worry about you probably have something to worry about and so when everybody is
[01:34:31.120 --> 01:34:36.720]   trying to tell you everybody that this is not a risk it's probably a bigger risk than we think
[01:34:39.440 --> 01:34:44.880]   yeah they're protesting too much how can you say it's not a risk me think thou doth protest it all
[01:34:44.880 --> 01:34:49.760]   all right all right love you boys
[01:34:49.760 --> 01:34:51.760]   we'll let your winners ride
[01:34:51.760 --> 01:34:54.560]   rain man david sacks
[01:34:54.560 --> 01:35:01.680]   and it said we open source it to the fans and they've just gone crazy with it
[01:35:01.680 --> 01:35:09.120]   love you guys i'm going all in what what your winners ride what what your winners ride
[01:35:09.120 --> 01:35:11.360]   besties are gone
[01:35:11.360 --> 01:35:15.360]   that's my uh dog taking a notice in your driveway
[01:35:15.360 --> 01:35:24.880]   you should all just get a room and just have a one big huge orgy because they're all just useless
[01:35:24.880 --> 01:35:27.840]   it's like this like sexual tension but they just need to release somehow
[01:35:33.840 --> 01:35:46.960]   we need to get merch is our back i'm doing all in i'm doing all in
[01:35:46.960 --> 01:36:16.940]   Thank you.

