
[00:00:00.000 --> 00:00:13.020]   [ Silence ]
[00:58:22.820 --> 00:58:24.560]   that are more important like your livelihood.
[00:58:24.560 --> 00:58:28.800]   And when you get into things, my experience or maybe intuition,
[00:58:28.800 --> 00:58:31.520]   when you get into something that gets complicated,
[00:58:32.040 --> 00:58:35.300]   it's really hard to maintain.
[00:58:35.300 --> 00:58:38.760]   So, you're buying term and investing the difference
[00:58:38.760 --> 00:58:42.980]   and, you know, it's complex and, you know, if you forget
[00:58:42.980 --> 00:58:47.140]   to invest a couple of times and your term policy lapses or--
[00:58:47.140 --> 00:58:49.180]   there's so many things that can go wrong
[00:58:49.180 --> 00:58:53.060]   that I think the strategy in the abstract is fine,
[00:58:53.060 --> 00:58:55.980]   but in the implementation, just make sure you do what you're
[00:58:55.980 --> 00:58:58.320]   intending to do and buy from a good company.
[00:58:58.320 --> 00:58:59.700]   And there aren't very many of them.
[00:58:59.700 --> 00:59:01.540]   I'd say Northwestern is still a pretty good company.
[00:59:01.620 --> 00:59:04.480]   >> This one said-- first of all,
[00:59:04.480 --> 00:59:08.620]   this was in almost every question.
[00:59:08.620 --> 00:59:10.800]   It says, "Mr. Boyle, thank you for all you've done
[00:59:10.800 --> 00:59:14.540]   for the little guy," and I just didn't want to repeat it over
[00:59:14.540 --> 00:59:17.520]   and over again, but it was in almost every response.
[00:59:17.520 --> 00:59:20.800]   "If I were to include Social Security as part
[00:59:20.800 --> 00:59:23.340]   of my fixed income, what would be wrong
[00:59:23.340 --> 00:59:25.880]   with holding the balanced index fund for life?
[00:59:25.880 --> 00:59:29.900]   My plan is to put it in this one fund and never look back."
[00:59:31.200 --> 00:59:31.660]   >> Nothing.
[00:59:31.660 --> 00:59:32.920]   >> OK.
[00:59:32.920 --> 00:59:35.540]   >> That is nothing would be wrong
[00:59:35.540 --> 00:59:36.800]   if you missed the beginning of the question.
[00:59:36.800 --> 00:59:42.140]   >> This one, again, repeats, "Thank you for all you've done
[00:59:42.140 --> 00:59:44.060]   in order to help the individual investor.
[00:59:44.060 --> 00:59:49.020]   Thank you for providing that constant reinforcement
[00:59:49.020 --> 00:59:51.120]   through your books and interviews that allows me
[00:59:51.120 --> 00:59:53.420]   to feel confident with my investment strategy.
[00:59:53.420 --> 00:59:58.160]   Taken into consideration, you're often quoted aging bonds
[00:59:58.200 --> 01:00:01.560]   as a starting point in determining one's fixed income
[01:00:01.560 --> 01:00:05.740]   asset allocation as well, as there is less need
[01:00:05.740 --> 01:00:08.800]   or willingness to take risk as we age."
[01:00:08.800 --> 01:00:12.580]   >> Well, in the abstract, that's probably true,
[01:00:12.580 --> 01:00:16.100]   but it's a rule of thumb and it depends on so many things.
[01:00:16.100 --> 01:00:18.880]   First, it depends on including Social Security
[01:00:18.880 --> 01:00:21.600]   as a fixed income position, which it clearly is.
[01:00:21.600 --> 01:00:24.180]   And as long as it holds up, it's a fantastic--
[01:00:24.180 --> 01:00:26.640]   and we all just got-- everybody in the room just got it--
[01:00:26.640 --> 01:00:29.880]   everybody that's on Social Security got a 2% raise.
[01:00:29.880 --> 01:00:32.080]   And, you know, that's not a bad year.
[01:00:32.080 --> 01:00:35.180]   And so it's inflation hedged by and large.
[01:00:35.180 --> 01:00:37.840]   And the government is not going to go out of business.
[01:00:37.840 --> 01:00:38.600]   It can be fixed.
[01:00:38.600 --> 01:00:43.020]   I'm reminded of a panel, a joint interview I was doing
[01:00:43.020 --> 01:00:45.160]   with Paul Volcker some years ago.
[01:00:45.160 --> 01:00:48.240]   And I said that-- they were talking about Social Security
[01:00:48.240 --> 01:00:50.280]   and I said, "The fixes are so easy,
[01:00:50.280 --> 01:00:51.320]   you wouldn't even notice them."
[01:00:51.720 --> 01:00:58.240]   And I said, "If you would just make Paul and I the two czars
[01:00:58.240 --> 01:01:00.000]   of the new Social Security system,
[01:01:00.000 --> 01:01:01.620]   we'd get it fixed in a day."
[01:01:01.620 --> 01:01:03.920]   And Paul looks up at me and says,
[01:01:03.920 --> 01:01:05.920]   "Couldn't we fix everything?"
[01:01:05.920 --> 01:01:11.180]   [ Laughter ]
[01:01:11.180 --> 01:01:13.840]   >> Jack, I know you have to get out.
[01:01:13.840 --> 01:01:16.480]   So we're going to let you out on time.
[01:01:17.220 --> 01:01:22.740]   I want to let you know that we ran out of meaningful tokens
[01:01:22.740 --> 01:01:26.560]   of appreciation for your-- for the annual events.
[01:01:26.560 --> 01:01:28.260]   So we decided to create one.
[01:01:28.260 --> 01:01:33.340]   I know recently in conjunction with the Forbes Award
[01:01:33.340 --> 01:01:36.680]   that you won, you mentioned Founders Mentality.
[01:01:36.680 --> 01:01:39.520]   And we thought we'd pick up on that
[01:01:39.520 --> 01:01:42.880]   and we'd create something to commemorate this.
[01:01:43.680 --> 01:01:47.760]   As you know, many memorable events happened here
[01:01:47.760 --> 01:01:50.860]   in Philadelphia and pictured on the left
[01:01:50.860 --> 01:02:00.940]   of this are the founding fathers at Independence Hall
[01:02:00.940 --> 01:02:05.780]   in Philadelphia and on the right is a picture of you.
[01:02:05.780 --> 01:02:09.760]   And the title is Visionary Founders.
[01:02:10.320 --> 01:02:13.000]   And you certainly fit that to a T, Jack.
[01:02:13.000 --> 01:02:15.120]   And thank you for all you've done.
[01:02:16.160 --> 01:02:45.160]   [ Applause ]
[01:02:45.660 --> 01:02:55.080]   >> Well, thanks guys.
[01:02:55.080 --> 01:02:59.320]   We all need strength to carry on, I underscore the all.
[01:02:59.320 --> 01:03:03.420]   And these couple of days with you have given me enough strength
[01:03:03.420 --> 01:03:06.780]   to go on for as long as I'm able.
[01:03:06.780 --> 01:03:07.920]   I'm not going to go on forever.
[01:03:07.920 --> 01:03:12.860]   And there will be a time when your mind starts to go.
[01:03:12.860 --> 01:03:14.040]   It happened to a lot of my friends.
[01:03:14.340 --> 01:03:16.980]   They died, we lost three good friends in the last two weeks,
[01:03:16.980 --> 01:03:19.440]   about my age, one a little older, one younger.
[01:03:19.440 --> 01:03:21.680]   So that happens and it's part of life.
[01:03:21.680 --> 01:03:24.820]   But I'm going to try and go on as long
[01:03:24.820 --> 01:03:26.080]   as I can responsibly do it.
[01:03:26.080 --> 01:03:28.560]   And responsibly be fair to my family.
[01:03:28.560 --> 01:03:32.780]   And I'm still trying to make my family life a little bigger part
[01:03:32.780 --> 01:03:33.660]   of my regular life.
[01:03:33.660 --> 01:03:36.980]   I do take those couple of months off in the mountains
[01:03:36.980 --> 01:03:38.300]   in the Adirondacks in the summer.
[01:03:38.300 --> 01:03:43.980]   But I found out that when you've been at Vanguard for 30 years,
[01:03:44.500 --> 01:03:47.380]   you get eight weeks vacation.
[01:03:47.380 --> 01:03:55.800]   So I've been there for 65, so I may just go up there
[01:03:55.800 --> 01:03:59.140]   and stay there, but it's a thrill to be with all of you.
[01:03:59.140 --> 01:04:02.140]   God bless you and God willing, I'll see you all next year.
[01:04:02.140 --> 01:04:02.560]   Thank you.
[01:04:03.100 --> 01:04:22.520]   [ Applause ]

