
[00:00:00.000 --> 00:00:04.000]   Welcome, everyone.
[00:47:36.620 --> 00:47:38.300]   And this is a bit of a distracting slide,
[00:47:38.300 --> 00:47:41.580]   so I'm going to change it back to this one, the creepy one.
[00:47:41.580 --> 00:47:43.900]   And I think-- so what we're going to do at Stability
[00:47:43.900 --> 00:47:45.580]   is I'm going to build the benchmark model
[00:47:45.580 --> 00:47:48.820]   for every modality, every sector, and every nation.
[00:47:48.820 --> 00:47:50.700]   We're going to build Stabilities everywhere,
[00:47:50.700 --> 00:47:53.100]   because everyone deserves to own their own data
[00:47:53.100 --> 00:47:56.500]   and have a say in this, because nobody has the right answers.
[00:47:56.500 --> 00:47:58.100]   I think this is essential, because you
[00:47:58.100 --> 00:48:00.780]   have to have the big models by the biggest companies.
[00:48:00.780 --> 00:48:02.420]   You need the open eyes and anthropics
[00:48:02.420 --> 00:48:04.820]   to build amazing stuff and be the kind of generation.
[00:48:04.820 --> 00:48:07.900]   But open models are needed for private data.
[00:48:07.900 --> 00:48:10.820]   All the regulated data in the world, private data, your data,
[00:48:10.820 --> 00:48:13.700]   you should have your own AIs, every single company, country,
[00:48:13.700 --> 00:48:14.780]   culture, and person.
[00:48:14.780 --> 00:48:16.560]   And the way those interact, have a vision
[00:48:16.560 --> 00:48:19.180]   of an intelligent internet where they're all working for you,
[00:48:19.180 --> 00:48:21.220]   not trying to extract things from you.
[00:48:21.220 --> 00:48:22.940]   And so our responsibility at Stability
[00:48:22.940 --> 00:48:24.440]   is to try and help coordinate this,
[00:48:24.440 --> 00:48:26.060]   just like we do with all our grants and everything
[00:48:26.060 --> 00:48:26.940]   like that.
[00:48:26.940 --> 00:48:29.400]   We've been trying to find our place, but this is our place.
[00:48:29.400 --> 00:48:31.140]   So loads of announcements coming.
[00:48:31.140 --> 00:48:33.220]   For every modality, we will have a model.
[00:48:33.220 --> 00:48:34.980]   Stable LM is an example of that.
[00:48:34.980 --> 00:48:36.260]   We've put that out.
[00:48:36.260 --> 00:48:37.720]   We didn't put out the best version.
[00:48:37.720 --> 00:48:39.460]   We've got better versions coming out.
[00:48:39.460 --> 00:48:40.340]   But what we're going to do is we're
[00:48:40.340 --> 00:48:41.620]   going to build it in the open.
[00:48:41.620 --> 00:48:44.100]   And we're going to have an open discussion about licensing,
[00:48:44.100 --> 00:48:46.420]   about data sets, our learnings from that,
[00:48:46.420 --> 00:48:48.880]   because there's no view under the hood of how these things
[00:48:48.880 --> 00:48:51.200]   are actually built, but they're going to run our lives.
[00:48:51.200 --> 00:48:52.640]   How insane is that?
[00:48:52.640 --> 00:48:55.180]   So we're going to try this as a collaborative kind of thing
[00:48:55.180 --> 00:48:56.780]   where more and more people will do it.
[00:48:56.780 --> 00:48:58.980]   Those of you that are developers that don't know AI,
[00:48:58.980 --> 00:49:01.480]   do the faster AI courses that we kind of back.
[00:49:01.480 --> 00:49:02.900]   Go on Hugging Face.
[00:49:02.900 --> 00:49:06.460]   Go on Weights and Biases and other things and learn about it.
[00:49:06.460 --> 00:49:09.280]   Because this is really important for our lives, our kids' lives,
[00:49:09.280 --> 00:49:10.320]   and others.
[00:49:10.320 --> 00:49:12.320]   And then, like I said, with the national models,
[00:49:12.320 --> 00:49:13.620]   it will represent the cultures.
[00:49:13.620 --> 00:49:15.160]   This is diversity.
[00:49:15.160 --> 00:49:18.820]   But my main aim is my co-founder Joe and I,
[00:49:18.820 --> 00:49:20.540]   we did Imagine Worldwide.
[00:49:20.540 --> 00:49:23.340]   So we took the Global X Prize for Learning.
[00:49:23.340 --> 00:49:26.580]   That was a $15 million prize by Elon Musk and Tony Robbins.
[00:49:26.580 --> 00:49:27.860]   Elon's a cool guy.
[00:49:27.860 --> 00:49:31.220]   And we've been deploying that over the last few years
[00:49:31.220 --> 00:49:33.300]   to refugee camps.
[00:49:33.300 --> 00:49:35.540]   So the output of that was an app that
[00:49:35.540 --> 00:49:39.500]   was designed to teach literacy and numeracy to kids
[00:49:39.500 --> 00:49:41.460]   without internet in 18 months.
[00:49:41.460 --> 00:49:44.020]   With the randomized control trials now in refugee camps,
[00:49:44.020 --> 00:49:47.980]   we're teaching 76% of kids literacy and numeracy
[00:49:47.980 --> 00:49:52.140]   in 13 months on one hour a day of education without an adult.
[00:49:52.140 --> 00:49:53.380]   How cool is that?
[00:49:53.380 --> 00:49:53.880]   So--
[00:49:53.880 --> 00:49:59.240]   [APPLAUSE]
[00:49:59.240 --> 00:50:01.180]   This is the reason we do what we do.
[00:50:01.180 --> 00:50:04.020]   A, because it's right, and it's also an amazing business model.
[00:50:04.020 --> 00:50:04.960]   We're the only company in the world
[00:50:04.960 --> 00:50:06.700]   that can build a custom model of any type.
[00:50:06.700 --> 00:50:08.160]   I'm very busy these days.
[00:50:08.160 --> 00:50:11.780]   But my aim is to get these technologies, not as an AGI
[00:50:11.780 --> 00:50:14.780]   to replace us, but to every kid in the world.
[00:50:14.780 --> 00:50:16.940]   So we have the whole of Malawi now to educate.
[00:50:16.940 --> 00:50:19.180]   And we're going to completely refactor it.
[00:50:19.180 --> 00:50:20.780]   Taking these models, can you have
[00:50:20.780 --> 00:50:22.560]   an AI that teaches kids, learns from kids,
[00:50:22.560 --> 00:50:24.620]   and allows them to activate their potential?
[00:50:24.620 --> 00:50:26.740]   The only thing that's been shown is one-to-one.
[00:50:26.740 --> 00:50:28.580]   This is an example of the immense power.
[00:50:28.580 --> 00:50:30.940]   Because I'm telling you, when we do entire countries
[00:50:30.940 --> 00:50:32.820]   and we develop special bonds and special hardware
[00:50:32.820 --> 00:50:34.560]   and other things, we have 96 million kids
[00:50:34.560 --> 00:50:36.300]   over the next few years.
[00:50:36.300 --> 00:50:38.780]   These kids will outperform all of us
[00:50:38.780 --> 00:50:40.280]   because they're going to be told they
[00:50:40.280 --> 00:50:42.860]   can continue to be creative and engage.
[00:50:42.860 --> 00:50:45.620]   And that's why I tell people, go to your kids.
[00:50:45.620 --> 00:50:49.460]   Use OpenAI, chat GPT, use Midjourney, use these things.
[00:50:49.460 --> 00:50:51.300]   And be creative.
[00:50:51.300 --> 00:50:53.900]   They are not there to be factual right now.
[00:50:53.900 --> 00:50:55.380]   It's a category error.
[00:50:55.380 --> 00:50:57.700]   These are here to extend our capabilities.
[00:50:57.700 --> 00:51:01.260]   And our capabilities is that we are creative,
[00:51:01.260 --> 00:51:04.500]   amazing individuals.
[00:51:04.500 --> 00:51:05.300]   And that's cool.
[00:51:05.300 --> 00:51:06.660]   So thank you all.
[00:51:06.660 --> 00:51:07.300]   Thank you again.
[00:51:07.300 --> 00:51:07.800]   [APPLAUSE]
[00:51:08.100 --> 00:51:08.600]   [INAUDIBLE]
[00:51:08.600 --> 00:51:16.620]   All right.
[00:51:16.620 --> 00:51:17.900]   Thank you, Amai.
[00:51:17.900 --> 00:51:21.380]   So next up, what we're going to do is--
[00:51:21.380 --> 00:51:23.980]   you guys have heard about the products that we've launched.
[00:51:23.980 --> 00:51:27.620]   But we really wanted to give you a real world use case
[00:51:27.620 --> 00:51:31.500]   that you could use to imagine how to use these tools.
[00:51:31.500 --> 00:51:34.980]   So I have Morgan from my team, who's going to come and talk
[00:51:34.980 --> 00:51:37.740]   about OneBot.
[00:51:37.740 --> 00:51:38.240]   That's cool.
[00:51:38.240 --> 00:51:41.220]   [APPLAUSE]
[00:51:41.220 --> 00:51:43.720]   Thanks, Lavanya.
[00:51:43.720 --> 00:51:45.860]   Lavanya's my manager.
[00:51:45.860 --> 00:51:47.440]   But she didn't-- and she's wonderful.
[00:51:47.440 --> 00:51:49.320]   But she didn't tell me I was on after I'm mad.
[00:51:49.320 --> 00:51:51.740]   So big boots to fill.
[00:51:51.740 --> 00:51:54.400]   So today, we're going to talk a little bit about the support
[00:51:54.400 --> 00:51:57.540]   bot that we built for Words & Voices.
[00:51:57.540 --> 00:51:59.700]   It's been live in our Discord for about three weeks.
[00:51:59.700 --> 00:52:02.500]   And there's a couple of reasons why we built it.
[00:52:02.500 --> 00:52:06.520]   The first is to better understand the workflows
[00:52:06.520 --> 00:52:10.460]   and the pain points of prompt engineers today.
[00:52:10.460 --> 00:52:12.940]   We do a huge amount of user interviews.
[00:52:12.940 --> 00:52:15.540]   And we have ML engineers with years and years
[00:52:15.540 --> 00:52:18.380]   of experience training ML models.
[00:52:18.380 --> 00:52:20.860]   But I think we really also need to learn by doing.
[00:52:20.860 --> 00:52:23.460]   And so by going through these workflows,
[00:52:23.460 --> 00:52:25.460]   experiencing those pain points, we
[00:52:25.460 --> 00:52:28.220]   can figure out how to build the best tools for ML
[00:52:28.220 --> 00:52:30.540]   practitioners that are just coming into the space
[00:52:30.540 --> 00:52:31.780]   with these tools.
[00:52:31.780 --> 00:52:33.420]   The second reason we built this, we
[00:52:33.420 --> 00:52:35.140]   see a clear business need for this.
[00:52:35.140 --> 00:52:37.200]   We're in an incredibly fortunate position
[00:52:37.200 --> 00:52:40.800]   that Words & Voices has super strong user growth.
[00:52:40.800 --> 00:52:45.080]   And so we need a way to figure out how to scale our support
[00:52:45.080 --> 00:52:49.880]   team and keep our user support high quality.
[00:52:49.880 --> 00:52:56.360]   So we had four goals that we identified pretty early
[00:52:56.360 --> 00:52:57.600]   into this.
[00:52:57.600 --> 00:52:59.960]   The first was around trustworthiness.
[00:52:59.960 --> 00:53:04.320]   We needed the bot never, ever to make up Words & Voices' code.
[00:53:04.320 --> 00:53:06.060]   You know, the first time that you
[00:53:06.060 --> 00:53:07.860]   get code that's been hallucinated
[00:53:07.860 --> 00:53:09.700]   from one of these models, it completely
[00:53:09.700 --> 00:53:10.960]   destroys your trust in it.
[00:53:10.960 --> 00:53:13.500]   And you're not going to use it again.
[00:53:13.500 --> 00:53:16.440]   The second was that the answer should be relevant.
[00:53:16.440 --> 00:53:18.020]   And again, we just wanted to make sure
[00:53:18.020 --> 00:53:22.580]   that the bot only answered questions about Words & Voices.
[00:53:22.580 --> 00:53:24.740]   The next was around the UX.
[00:53:24.740 --> 00:53:28.140]   And especially given that this was a pretty raw
[00:53:28.140 --> 00:53:31.500]   and experimental bot that we put into our Discord,
[00:53:31.500 --> 00:53:34.820]   we wanted to highlight to users that it was in beta
[00:53:34.820 --> 00:53:37.460]   and that there were other escape hatches, for example,
[00:53:37.460 --> 00:53:40.780]   to email in our support team if they didn't get the answer
[00:53:40.780 --> 00:53:42.380]   they were looking for.
[00:53:42.380 --> 00:53:43.920]   And the last was strong evaluation.
[00:53:43.920 --> 00:53:46.820]   So to be able to make a case for this internally,
[00:53:46.820 --> 00:53:48.860]   that we think this is a good thing,
[00:53:48.860 --> 00:53:51.380]   we wanted to have a really robust evaluation
[00:53:51.380 --> 00:53:55.100]   with a mix of some manual labeling,
[00:53:55.100 --> 00:53:57.740]   but also automated evaluation.
[00:53:57.740 --> 00:54:01.180]   [SIDE CONVERSATION]
[00:54:01.180 --> 00:54:08.940]   So how did we build this?
[00:54:08.940 --> 00:54:10.820]   We used the wonderful LangChain library
[00:54:10.820 --> 00:54:12.440]   that I'm sure a bunch of you have used.
[00:54:12.440 --> 00:54:15.740]   I'm really looking forward to Nuno's talk shortly.
[00:54:15.740 --> 00:54:17.660]   In terms of Words & Voices tooling,
[00:54:17.660 --> 00:54:22.820]   we used artifacts to store our data sets and our embeddings
[00:54:22.820 --> 00:54:24.860]   of where our vector stores lived.
[00:54:24.860 --> 00:54:29.220]   We had a really, I think, strong position with the data
[00:54:29.220 --> 00:54:32.660]   that we could feed to GPT-4 for the bot.
[00:54:32.660 --> 00:54:34.860]   And so obviously, we have our documentation.
[00:54:34.860 --> 00:54:36.100]   We have our code base.
[00:54:36.100 --> 00:54:39.140]   But we also have a huge amount of example collabs
[00:54:39.140 --> 00:54:41.060]   in our examples repository.
[00:54:41.060 --> 00:54:42.460]   We have our support tickets.
[00:54:42.460 --> 00:54:44.820]   And we also have community forum answers.
[00:54:44.820 --> 00:54:47.740]   So this is a really rich knowledge base
[00:54:47.740 --> 00:54:50.580]   that we can provide as context for user questions.
[00:54:50.580 --> 00:54:54.380]   And I think there's a lot more we can get out of it also.
[00:54:54.380 --> 00:54:56.460]   There are a few considerations that we also
[00:54:56.460 --> 00:54:59.540]   identified pretty early as we were developing.
[00:54:59.540 --> 00:55:01.900]   The first was around evaluation.
[00:55:01.900 --> 00:55:10.100]   And so we decided against building a fully chatty chat
[00:55:10.100 --> 00:55:10.820]   bot.
[00:55:10.820 --> 00:55:14.700]   So we instead just decided to do a single question-answer bot.
[00:55:14.700 --> 00:55:18.780]   And that was mostly just to be able to evaluate
[00:55:18.780 --> 00:55:20.220]   the responses of the bot.
[00:55:20.220 --> 00:55:23.100]   If you have a long user conversation,
[00:55:23.100 --> 00:55:25.700]   it gets a little bit more time-consuming
[00:55:25.700 --> 00:55:29.820]   to manually evaluate how that conversation went.
[00:55:29.820 --> 00:55:31.740]   The next, obviously, is around context length,
[00:55:31.740 --> 00:55:34.020]   which I'm sure a bunch of you are aware of.
[00:55:34.020 --> 00:55:35.740]   We had to find the right balance in terms
[00:55:35.740 --> 00:55:39.780]   of feeding all this rich knowledge to the query,
[00:55:39.780 --> 00:55:43.540]   but also balancing that with how many words a user could actually
[00:55:43.540 --> 00:55:46.620]   add to their question.
[00:55:46.620 --> 00:55:48.020]   The next was around rate limiting.
[00:55:48.020 --> 00:55:50.900]   So we were quite lucky to have access to GPT-4
[00:55:50.900 --> 00:55:52.580]   when we were building this bot.
[00:55:52.580 --> 00:55:55.260]   But nevertheless, it's still not fully generally available.
[00:55:55.260 --> 00:55:57.540]   And we still occasionally get rate limited from time
[00:55:57.540 --> 00:55:58.180]   to times.
[00:55:58.180 --> 00:56:01.940]   And so we had to build a fallback to chat GPT-3.5
[00:56:01.940 --> 00:56:05.180]   in the cases when we did get rate limited.
[00:56:05.180 --> 00:56:07.260]   And the last was around user feedback.
[00:56:07.260 --> 00:56:09.500]   Obviously, we have our own evaluation metrics.
[00:56:09.500 --> 00:56:11.420]   But we really need to hear from people,
[00:56:11.420 --> 00:56:12.500]   was this a good experience?
[00:56:12.500 --> 00:56:15.580]   And was the answer useful to them?
[00:56:15.580 --> 00:56:17.380]   The last, again, like I mentioned earlier,
[00:56:17.380 --> 00:56:20.380]   was around having this escape hatch to support,
[00:56:20.380 --> 00:56:22.260]   caveating this is an early bot in beta,
[00:56:22.260 --> 00:56:24.260]   and that they're welcome to reach out to support
[00:56:24.260 --> 00:56:27.500]   if they didn't get the answer they were looking for.
[00:56:27.500 --> 00:56:31.420]   So in terms of exploring the responses to our bot,
[00:56:31.420 --> 00:56:33.420]   we used Weights and Biases, which you saw--
[00:56:33.420 --> 00:56:35.220]   or tables, which you saw earlier.
[00:56:35.220 --> 00:56:37.020]   And this was really interesting, because we
[00:56:37.020 --> 00:56:39.140]   could look into the different products
[00:56:39.140 --> 00:56:43.020]   users had questions about, and also understand
[00:56:43.020 --> 00:56:45.100]   if there were repeat users, if they tended
[00:56:45.100 --> 00:56:48.020]   to give positive or negative feedback,
[00:56:48.020 --> 00:56:50.380]   or didn't give any feedback at all.
[00:56:50.380 --> 00:56:52.120]   So in terms of performance, how did we do?
[00:56:52.120 --> 00:56:56.140]   So roughly about 75% accuracy, we'll say.
[00:56:56.140 --> 00:57:01.140]   I would say the 25% isn't necessarily incorrect.
[00:57:01.140 --> 00:57:03.080]   There are a lot of interesting cases
[00:57:03.080 --> 00:57:05.580]   when you deploy a bot like this.
[00:57:05.580 --> 00:57:09.020]   There were, for example, I've seen multiple instances
[00:57:09.020 --> 00:57:12.180]   where the bot gives this a little bit roundabout answer,
[00:57:12.180 --> 00:57:15.260]   which is generally correct and will get the user to a happy
[00:57:15.260 --> 00:57:18.700]   place, when instead there's a single snippet, or code,
[00:57:18.700 --> 00:57:22.060]   or a method that it could have recommended instead.
[00:57:22.060 --> 00:57:25.220]   There are also these cases where users
[00:57:25.220 --> 00:57:27.420]   are using slightly different language
[00:57:27.420 --> 00:57:28.900]   than the bot would expect.
[00:57:28.900 --> 00:57:30.740]   And so we might not need to do something there
[00:57:30.740 --> 00:57:34.180]   to translate the user's query into more Weights and Bias
[00:57:34.180 --> 00:57:36.780]   product-friendly language that the bot will then
[00:57:36.780 --> 00:57:38.460]   be able to understand.
[00:57:38.460 --> 00:57:39.860]   But one of the interesting things
[00:57:39.860 --> 00:57:42.940]   that we noticed when we were doing this evaluation was
[00:57:42.940 --> 00:57:46.000]   actually we identified a whole bunch of small areas
[00:57:46.000 --> 00:57:48.820]   in our docs that could do with improvement,
[00:57:48.820 --> 00:57:50.780]   because we knew the bot should be
[00:57:50.780 --> 00:57:52.660]   able to answer if the information in the docs
[00:57:52.660 --> 00:57:53.820]   was there, and it didn't.
[00:57:53.820 --> 00:57:56.740]   And so we have a bunch of those improvements to our docs
[00:57:56.740 --> 00:57:58.980]   shipping next week.
[00:57:58.980 --> 00:58:00.860]   And so what's next?
[00:58:00.860 --> 00:58:04.380]   First, we're going to turn on the chat interaction.
[00:58:04.380 --> 00:58:07.220]   We really see a lot of users trying to chat to the bot
[00:58:07.220 --> 00:58:08.220]   and not being able to.
[00:58:08.220 --> 00:58:11.500]   So I think it's actually harming the experience at this point.
[00:58:11.500 --> 00:58:14.220]   We're also going to do more iteration on our prompt.
[00:58:14.220 --> 00:58:15.640]   I think, like I said, there's more
[00:58:15.640 --> 00:58:17.300]   we can get out of our knowledge base,
[00:58:17.300 --> 00:58:20.540]   especially with the right prompts or maybe a few more
[00:58:20.540 --> 00:58:21.860]   chains.
[00:58:21.860 --> 00:58:23.580]   Then we're going to start to roll it out
[00:58:23.580 --> 00:58:26.260]   across our wider surface area.
[00:58:26.260 --> 00:58:28.580]   So we're going to start with our community forum,
[00:58:28.580 --> 00:58:32.020]   move into our docs chat for support,
[00:58:32.020 --> 00:58:35.340]   and then eventually maybe into our in-app chat itself.
[00:58:35.340 --> 00:58:37.020]   So that's everything from me.
[00:58:37.020 --> 00:58:39.140]   This is a huge team effort by a bunch of people
[00:58:39.140 --> 00:58:41.460]   across Weights and Voices.
[00:58:41.460 --> 00:58:46.020]   And now I'm going to hand you over back to Levania,
[00:58:46.020 --> 00:58:47.300]   if she's here.
[00:58:47.300 --> 00:58:49.340]   In the meantime, one thing I want to say
[00:58:49.340 --> 00:58:52.700]   is we're actually open sourcing one bot.
[00:58:52.700 --> 00:58:55.020]   And so if you go to the link here,
[00:58:55.020 --> 00:58:58.540]   you'll be able to see the code.
[00:58:58.540 --> 00:59:00.780]   Feel free to make PRs, issues, and we
[00:59:00.780 --> 00:59:02.380]   hope we can make this better together.
[00:59:02.380 --> 00:59:02.940]   So thank you.
[00:59:02.940 --> 00:59:07.300]   [APPLAUSE]
[00:59:07.300 --> 00:59:08.700]   So very happy.
[00:59:08.700 --> 00:59:10.420]   Hold on to your papers, everyone.
[00:59:10.420 --> 00:59:11.060]   Thank you.
[00:59:11.060 --> 00:59:12.420]   Thank you.
[00:59:12.420 --> 00:59:15.260]   Hello.
[00:59:15.260 --> 00:59:17.260]   Oh, I hear a sound, but it's not me.
[00:59:17.260 --> 00:59:19.180]   I got confused.
[00:59:19.180 --> 00:59:20.100]   All right.
[00:59:20.100 --> 00:59:21.900]   So next up, we have--
[00:59:21.900 --> 00:59:25.260]   OK, I'm not--
[00:59:25.260 --> 00:59:27.980]   Next up, we have Nuno from Linkchain.
[00:59:27.980 --> 00:59:31.220]   And he's going to talk about using tools in Linkchain.
[00:59:31.220 --> 00:59:32.820]   Welcome, Nuno.
[00:59:32.820 --> 00:59:33.320]   Thank you.
[00:59:33.320 --> 00:59:36.780]   [APPLAUSE]
[00:59:36.780 --> 00:59:37.780]   Thank you.
[00:59:37.780 --> 00:59:47.180]   All right.
[00:59:47.180 --> 00:59:52.980]   So today, I'm talking to you about using tools in Linkchain.
[00:59:52.980 --> 00:59:57.940]   And I think to understand what tools are,
[00:59:57.940 --> 01:00:02.740]   best thing to do is speak first about what an agent is.
[01:00:02.740 --> 01:00:06.660]   And an agent is kind of the fundamental concept
[01:00:06.660 --> 01:00:09.020]   behind a lot of the cool demos that we've
[01:00:09.020 --> 01:00:15.500]   been seeing, like AutoGPT and maybe AGI and all that stuff.
[01:00:15.500 --> 01:00:21.380]   So it's essentially-- or one way to define it anyway
[01:00:21.380 --> 01:00:24.340]   is kind of a more complicated prompt that
[01:00:24.340 --> 01:00:28.340]   involves some kind of planning and that
[01:00:28.340 --> 01:00:32.460]   has some kind of looping going on to apply it
[01:00:32.460 --> 01:00:34.660]   a few times over and over.
[01:00:34.660 --> 01:00:37.580]   And something that makes agents very powerful
[01:00:37.580 --> 01:00:41.820]   is to give them capabilities that are not part of the model.
[01:00:41.820 --> 01:00:46.020]   And those capabilities are what we call tools.
[01:00:46.020 --> 01:00:54.460]   So tools-- tools are actually very simple.
[01:00:54.460 --> 01:00:58.420]   They're just a function that returns a string output.
[01:00:58.420 --> 01:01:03.760]   So really, almost anything could be a tool.
[01:01:03.760 --> 01:01:07.060]   So a tool can be like a search engine.
[01:01:07.060 --> 01:01:10.020]   You can wrap it in a tool, a database.
[01:01:10.020 --> 01:01:13.620]   You can wrap it in a tool calling a database.
[01:01:13.620 --> 01:01:17.060]   You can call an LLM inside a tool.
[01:01:17.060 --> 01:01:18.980]   You can call another agent inside a tool.
[01:01:18.980 --> 01:01:21.900]   So really, you can do almost anything you want.
[01:01:21.900 --> 01:01:26.380]   And that's how you can give these models new capabilities.
[01:01:26.380 --> 01:01:29.260]   So yeah, so that's why tools end up
[01:01:29.260 --> 01:01:32.080]   being important, because you can give them
[01:01:32.080 --> 01:01:35.220]   data that they don't have because it's
[01:01:35.220 --> 01:01:37.660]   your proprietary data or because it's
[01:01:37.660 --> 01:01:40.740]   like something that happened yesterday or something
[01:01:40.740 --> 01:01:47.380]   like that, or also to give them different capabilities,
[01:01:47.380 --> 01:01:51.380]   giving them the ability to interact with an API
[01:01:51.380 --> 01:01:55.340]   or to save some information and retrieve it later
[01:01:55.340 --> 01:01:58.980]   to kind of give it some kind of more long-term memory.
[01:01:58.980 --> 01:02:03.280]   So it's just really a very powerful concept.
[01:02:03.280 --> 01:02:05.320]   Yeah, so as I already said, these
[01:02:05.320 --> 01:02:06.760]   are some examples of tools.
[01:02:06.760 --> 01:02:11.480]   So search engines, calculators, databases, vector stores,
[01:02:11.480 --> 01:02:16.880]   APIs, any function you can think of can be a tool.
[01:02:16.880 --> 01:02:21.200]   And how do you get LLMs to use tools?
[01:02:21.200 --> 01:02:24.120]   Well, as with lots of things with LLMs,
[01:02:24.120 --> 01:02:26.680]   you just tell them to use the tool.
[01:02:26.680 --> 01:02:30.300]   And hopefully, they understand your instructions
[01:02:30.300 --> 01:02:35.140]   and start to say, hey, I want you to now call this tool
[01:02:35.140 --> 01:02:39.060]   and get its output, give it back to me, and go from there.
[01:02:39.060 --> 01:02:43.700]   So yeah, so that's how you get them to use the tools.
[01:02:43.700 --> 01:02:46.460]   But that obviously then comes with some challenges,
[01:02:46.460 --> 01:02:49.620]   which is what I'm going to be talking about next.
[01:02:49.620 --> 01:02:56.100]   So I think the first challenge that we can identify
[01:02:56.100 --> 01:03:00.060]   is just getting the agent or the LLM
[01:03:00.060 --> 01:03:06.660]   to identify the right tool to call for each task.
[01:03:06.660 --> 01:03:10.100]   Then a second challenge is you give them
[01:03:10.100 --> 01:03:12.980]   all these capabilities, but sometimes you actually
[01:03:12.980 --> 01:03:15.540]   don't want the agent to use any tools,
[01:03:15.540 --> 01:03:20.020]   because it does have a lot of in-built knowledge,
[01:03:20.020 --> 01:03:21.580]   so to speak.
[01:03:21.580 --> 01:03:24.880]   So it's not always necessary to call a tool,
[01:03:24.880 --> 01:03:27.380]   and you don't want to break that.
[01:03:27.380 --> 01:03:32.140]   And finally, because when you use a tool,
[01:03:32.140 --> 01:03:36.020]   it's almost always inside an agent,
[01:03:36.020 --> 01:03:39.180]   a big challenge that comes up is just getting the LLM
[01:03:39.180 --> 01:03:45.880]   to reliably produce a valid output that you can parse
[01:03:45.880 --> 01:03:49.580]   and figure out what tool it's trying to call.
[01:03:49.580 --> 01:03:55.440]   So yeah, on the first challenge, getting
[01:03:55.440 --> 01:03:58.840]   them to use the right tools.
[01:03:58.840 --> 01:04:02.240]   So at the most basic level, in addition
[01:04:02.240 --> 01:04:04.720]   to being a function that returns a string,
[01:04:04.720 --> 01:04:09.320]   a tool is a name and a description.
[01:04:09.320 --> 01:04:12.200]   And that name and that description
[01:04:12.200 --> 01:04:14.960]   is actually all that is informing
[01:04:14.960 --> 01:04:19.220]   the agent or the LLM on which tool it should use.
[01:04:19.220 --> 01:04:24.980]   So the most basic way of solving this challenge of getting
[01:04:24.980 --> 01:04:26.840]   the agent to call the right tool is just
[01:04:26.840 --> 01:04:29.560]   to iterate on that description and that name
[01:04:29.560 --> 01:04:34.280]   to make it something that is just more understandable.
[01:04:34.280 --> 01:04:36.000]   And I think the only way to get there
[01:04:36.000 --> 01:04:39.480]   is just with iteration and trying different things.
[01:04:39.480 --> 01:04:47.920]   Some other things that can help is to sometimes repeat
[01:04:47.920 --> 01:04:50.540]   some more important instructions, maybe
[01:04:50.540 --> 01:04:53.760]   at the beginning and at the end of your prompt.
[01:04:53.760 --> 01:04:56.400]   And finally, I think a very interesting solution
[01:04:56.400 --> 01:05:00.460]   to this problem is when you want to build very powerful agents,
[01:05:00.460 --> 01:05:05.240]   you start to give them lots of tools, like 10 tools or 15
[01:05:05.240 --> 01:05:06.800]   tools or something like that.
[01:05:06.800 --> 01:05:10.120]   And that's actually a bit too much sometimes.
[01:05:10.120 --> 01:05:12.940]   So an interesting solution to that
[01:05:12.940 --> 01:05:19.420]   is to have a step in between that for every new input,
[01:05:19.420 --> 01:05:23.740]   it picks the most relevant tools out of all the 20
[01:05:23.740 --> 01:05:24.940]   tools you have available.
[01:05:24.940 --> 01:05:28.520]   It picks the three that are most relevant to that question
[01:05:28.520 --> 01:05:30.580]   and only puts those in the prompt.
[01:05:30.580 --> 01:05:40.340]   So the next challenge is to actually get the agents
[01:05:40.340 --> 01:05:44.020]   to not use tools all the time.
[01:05:44.020 --> 01:05:47.820]   So two problems that come up here
[01:05:47.820 --> 01:05:51.580]   is, for instance, with a search engine tool,
[01:05:51.580 --> 01:05:54.260]   because the description for a search engine tool
[01:05:54.260 --> 01:05:59.200]   is a really generic description.
[01:05:59.200 --> 01:06:02.020]   You can use this to find information about anything.
[01:06:02.020 --> 01:06:05.380]   So what ends up happening is the LLM
[01:06:05.380 --> 01:06:07.180]   will just use that tool for anything
[01:06:07.180 --> 01:06:09.260]   and just forget that it has its own knowledge
[01:06:09.260 --> 01:06:14.340]   that it maybe doesn't need to search to know something basic.
[01:06:14.340 --> 01:06:16.620]   And another thing that happens is
[01:06:16.620 --> 01:06:19.900]   when people interact with these agents,
[01:06:19.900 --> 01:06:25.260]   they very often naturally do not give all the information that
[01:06:25.260 --> 01:06:26.660]   is needed.
[01:06:26.660 --> 01:06:29.460]   They just ask kind of like an ambiguous question that
[01:06:29.460 --> 01:06:32.260]   needs clarification.
[01:06:32.260 --> 01:06:36.100]   But the way that these agents kind of behave by default
[01:06:36.100 --> 01:06:39.340]   with the prompts that people have
[01:06:39.340 --> 01:06:41.620]   is that the agent will just try to do
[01:06:41.620 --> 01:06:43.900]   the best it can with the incomplete information
[01:06:43.900 --> 01:06:45.220]   that it has.
[01:06:45.220 --> 01:06:46.760]   But that's actually not what we want.
[01:06:46.760 --> 01:06:50.500]   What we maybe want is to have the agent just
[01:06:50.500 --> 01:06:51.940]   ask for clarification.
[01:06:51.940 --> 01:06:54.260]   Like, I don't understand what you mean.
[01:06:54.260 --> 01:06:56.700]   Give me more details, something like that.
[01:06:56.700 --> 01:07:02.540]   And that's where a kind of human input tool can be very helpful.
