
[00:00:00.040 --> 00:00:10.700]   change
[01:20:09.400 --> 01:20:09.400]   I think that's kind of what we're trying to do.
[01:20:09.400 --> 01:20:09.400]   I think that's kind of what we're trying to do.
[01:20:09.420 --> 01:20:39.420]   I think that's kind of what we're trying to do.
[01:20:39.420 --> 01:20:39.420]   I think that's kind of what we're trying to do.
[01:20:39.420 --> 01:20:39.420]   I think that's kind of what we're trying to do.
[01:20:39.420 --> 01:20:39.420]   I think that's kind of what we're trying to do.
[01:20:39.420 --> 01:20:39.420]   I think that's kind of what we're trying to do.
[01:20:39.420 --> 01:20:39.420]   I think that's kind of what we're trying to do.
[01:20:39.420 --> 01:20:39.420]   I think that's kind of what we're trying to do.
[01:20:39.420 --> 01:20:39.420]   I think that's kind of what we're trying to do.
[01:20:39.420 --> 01:20:39.420]   I think that's kind of what we're trying to do.
[01:20:39.420 --> 01:20:39.420]   I think that's kind of what we're trying to do.
[01:20:39.420 --> 01:20:39.420]   I think that's kind of what we're trying to do.
[01:20:39.420 --> 01:21:09.440]   and pushing back on requests to do this.
[01:21:09.440 --> 01:21:09.440]   I think that's kind of what we're trying to do.
[01:21:09.440 --> 01:21:09.440]   I think that's kind of what we're trying to do.
[01:21:09.440 --> 01:21:09.440]   I think that's kind of what we're trying to do.
[01:21:09.440 --> 01:21:09.440]   I think that's kind of what we're trying to do.
[01:21:09.440 --> 01:21:09.440]   I think that's kind of what we're trying to do.
[01:21:09.440 --> 01:21:09.440]   I think that's kind of what we're trying to do.
[01:21:09.440 --> 01:21:09.440]   I think that's kind of what we're trying to do.
[01:21:09.440 --> 01:21:09.440]   I think that's kind of what we're trying to do.
[01:21:09.440 --> 01:21:09.440]   I think that's kind of what we're trying to do.
[01:21:09.460 --> 01:21:39.460]   I think that's kind of what we're trying to do.
[01:21:39.460 --> 01:21:39.460]   I think that's kind of what we're trying to do.
[01:21:39.460 --> 01:21:39.460]   I think that's kind of what we're trying to do.
[01:21:39.460 --> 01:21:39.460]   I think that's kind of what we're trying to do.
[01:21:39.460 --> 01:21:39.460]   I think that's kind of what we're trying to do.
[01:21:39.460 --> 01:21:39.460]   I think that's kind of what we're trying to do.
[01:21:39.460 --> 01:21:39.460]   I think that's kind of what we're trying to do.
[01:21:39.460 --> 01:21:39.460]   I think that's kind of what we're trying to do.
[01:21:39.460 --> 01:21:39.460]   I think that's kind of what we're trying to do.
[01:21:39.460 --> 01:21:39.460]   I think that's kind of what we're trying to do.
[01:21:39.460 --> 01:21:39.460]   I think that's kind of what we're trying to do.
[01:21:39.460 --> 01:21:39.460]   I think that's kind of what we're trying to do.
[01:21:39.460 --> 01:21:39.460]   I think that's kind of what we're trying to do.
[01:21:39.460 --> 01:21:39.460]   I think that's kind of what we're trying to do.
[01:21:39.460 --> 01:22:09.480]  ,
[01:22:09.480 --> 01:22:09.480]   I think that's kind of what we're trying to do.
[01:22:09.480 --> 01:22:09.480]   I think that's kind of what we're trying to do.
[01:22:09.480 --> 01:22:09.480]   I think that's kind of what we're trying to do.
[01:22:09.480 --> 01:22:09.480]   I think that's kind of what we're trying to do.
[01:22:09.480 --> 01:22:09.480]   I think that's kind of what we're trying to do.
[01:22:09.480 --> 01:22:09.480]   I think that's kind of what we're trying to do.
[01:22:09.480 --> 01:22:09.480]   I think that's kind of what we're trying to do.
[01:22:09.500 --> 01:22:39.500]   I think that's kind of what we're trying to do.
[01:22:39.500 --> 01:22:39.500]   I think that's kind of what we're trying to do.
[01:22:39.500 --> 01:22:39.500]   I think that's kind of what we're trying to do.
[01:22:39.500 --> 01:22:39.500]   I think that's kind of what we're trying to do.
[01:22:39.500 --> 01:22:39.500]   I think that's kind of what we're trying to do.
[01:22:39.500 --> 01:22:39.500]   I think that's kind of what we're trying to do.
[01:22:39.500 --> 01:22:39.500]   I think that's kind of what we're trying to do.
[01:22:39.500 --> 01:22:39.500]   I think that's kind of what we're trying to do.
[01:22:39.500 --> 01:22:39.500]   I think that's kind of what we're trying to do.
[01:22:39.500 --> 01:22:39.500]   I think that's kind of what we're trying to do.
[01:22:39.500 --> 01:22:39.500]   I think that's kind of what we're trying to do.
[01:22:39.500 --> 01:22:39.500]   I think that's kind of what we're trying to do.
[01:22:39.500 --> 01:22:39.500]   I think that's kind of what we're trying to do.
[01:22:39.500 --> 01:22:39.500]   I think that's kind of what we're trying to do.
[01:22:39.540 --> 01:22:49.920]   es
[01:22:49.920 --> 01:22:57.660]  � war the show
[01:22:57.660 --> 01:23:08.840]   cause dont** tung. I'm a guy, you, you, and, and, and, and, and, and,,,,,,,,,,,,,,,,,® hell latent films elemento Hui Алекс Eventuallyraktionuch variedừ�ließen support like a short live實 entend
[01:23:09.540 --> 01:23:26.880]   but in that I think is that there are more harms that I think can be associated with that and and I think that that ends up being a more critical thing to defend against governments.
[01:23:26.880 --> 01:23:39.540]   Then you know whereas if another government has a different view of what should be acceptable speech in their country especially if it's a democratically elected government and then I think that there's a certain amount of
[01:23:39.540 --> 01:23:39.540]   Корner
[01:23:39.540 --> 01:23:39.540]   ------
[01:23:39.540 --> 01:23:39.540]   ------
[01:23:39.540 --> 01:23:39.540]   ------
[01:23:39.580 --> 01:23:45.940]   wasn
[01:23:45.940 --> 01:23:50.740]   divide…- like
[01:24:35.300 --> 01:24:35.300]   and
[01:24:35.300 --> 01:24:35.300]   and
[01:24:35.300 --> 01:24:35.300]   and
[01:24:35.340 --> 01:24:45.200]   shades
[01:24:45.200 --> 01:24:48.980]  rage Über :ích is.elesating although fing con in.G.J. delivered he is a guy and you's the over the like the look the provides the
[01:24:48.980 --> 01:25:03.440]   is the
[01:25:04.200 --> 01:25:14.820]   end
[01:25:14.820 --> 01:25:32.040]   towers il dealt
[01:27:28.860 --> 01:27:28.860]   I want you to do this thing if you don't then I'm going to try to make your life difficult and
[01:27:28.860 --> 01:27:28.860]   I want you to do this thing if you don't then I'm going to try to make your life difficult and
[01:27:57.800 --> 01:27:57.800]   I want you to do this thing if you don't then I'm going to try to make your life difficult and
[01:28:26.740 --> 01:28:26.740]   I want you to do this thing if you don't then I'm going to try to make your life difficult and
[01:28:26.740 --> 01:28:26.740]   I want you to do this thing if you don't then I'm going to try to make your life difficult and
[01:28:26.740 --> 01:28:26.740]   I want you to do this thing if you don't then I'm going to try to make your life difficult and difficult.
[01:28:26.740 --> 01:28:26.740]   difficult.
[01:28:26.740 --> 01:28:26.740]   difficult. I want you to do this thing if you don't then I'm going to try to make your life difficult and
[01:28:56.100 --> 01:28:56.180]   I want you to do this thing if you don't then I'm going to try to make your life difficult and
[01:28:56.180 --> 01:28:56.180]   I want you to do this thing if you don't then I'm going to try to make your life difficult and
[01:28:56.180 --> 01:28:56.380]   I want you to do this thing if you don't then I'm going to try to make your life difficult and
[01:28:56.380 --> 01:28:56.380]   I want you to do this thing if you don't then I'm going to try to make your life difficult and
[01:28:56.380 --> 01:28:56.380]   I want you to do this thing if you don't then I'm going to try to make your life difficult and
[01:28:56.380 --> 01:28:56.380]   I want you to do this thing if you don't then I'm going to try to make your life difficult and
[01:28:56.380 --> 01:29:26.120]  ,
[01:29:26.120 --> 01:29:26.220]   I want you to do this thing if you don't then I'm going to try to make your life difficult and
[01:29:26.220 --> 01:29:26.220]   I want you to do this thing if you don't then I'm going to try to make your life difficult and
[01:29:26.220 --> 01:29:26.320]   I want you to do this thing if you don't then I'm going to try to make your life difficult and
[01:29:26.320 --> 01:29:26.320]   I want you to do this thing if you don't then I'm going to try to make your life difficult and
[01:29:26.320 --> 01:29:26.400]   I want you to do this thing if you don't then I'm going to try to make your life difficult and
[01:29:26.400 --> 01:29:26.400]   I want you to do this thing if you don't then I'm going to try to make your life difficult and
[01:29:26.400 --> 01:29:26.400]   I want you to do this thing if you don't then I'm going to try to make your life difficult and
[01:29:26.420 --> 01:29:56.420]   and
[01:29:56.420 --> 01:29:56.420]   and
[01:29:56.420 --> 01:29:56.420]   and
[01:29:56.420 --> 01:29:56.420]   and
[01:29:56.420 --> 01:29:56.420]   and those are some of the most difficult to kind of handle like we've talked about but one of the lessons that I feel like I've learned is that a lot of times when you can the best way to handle this stuff more practically is not in terms of answering the question of should this be allowed but just like what
[01:29:56.420 --> 01:29:56.420]   the best way to handle this stuff more practically is not in terms of answering the question of should this be allowed but just like what
[01:29:56.420 --> 01:29:56.420]   the best way to handle this stuff more practically is not in terms of answering the question of should this be allowed but just like what
[01:29:56.420 --> 01:29:56.420]   the best way to handle this stuff more practically is not in terms of answering the question of should this be allowed but just like what
[01:29:56.420 --> 01:29:56.420]   the best way to handle this stuff more practically is not in terms of answering the question of should this be allowed but just like what
[01:29:56.440 --> 01:30:26.440]   what is the best way to deal with someone being a jerk is the person basically just having a like repeat behavior of like causing a lot of a lot of issues so looking at it more at that level and its effect on the broader communities health the community health yeah it's tricky though because like how do you know there could be people that have a very controversial viewpoint that turns out to be like how do you know there could be people that have a very controversial viewpoint that turns out to be
[01:30:26.440 --> 01:30:26.440]   it's tricky though because like how do you know there could be people that have a very controversial viewpoint that turns out to
[01:30:26.440 --> 01:30:26.440]   it's tricky though because like how do you know there could be people that have a very controversial viewpoint that turns out to be
[01:30:26.440 --> 01:30:26.440]   it's tricky though because like how do you know there could be people that have a very controversial viewpoint that turns out to be like
[01:30:26.480 --> 01:30:56.460]  ,
[01:30:56.500 --> 01:31:26.480]  ,
[01:31:26.480 --> 01:31:26.480]   it's tricky though because like how do you know there could be people that have a very controversial viewpoint that turns out to be
[01:31:26.480 --> 01:31:26.480]   it's tricky though because like how do you know there could be people that have a very controversial viewpoint that turns out to be
[01:31:26.480 --> 01:31:26.480]   it's tricky though because like how do you know there could be people that turns out to be
[01:31:26.520 --> 01:31:36.320]  ohn
[01:31:36.320 --> 01:31:38.140]   is, I,
[01:32:51.500 --> 01:32:51.500]   I
[01:32:51.500 --> 01:32:51.500]   I
[01:32:51.500 --> 01:32:51.500]   I
[01:32:51.500 --> 01:32:51.500]   I
[01:32:51.500 --> 01:32:51.500]   I I
[01:32:51.540 --> 01:33:19.840]   MAKE A CONTENT FOR EVERYTHING. I THINK THAT'S A BIG DIFFERENCE IN KIND OF HOW TO HANDLE SENSITIVE CONTENT ACROSS THESE DIFFERENT MODES.
[01:33:19.840 --> 01:33:19.840]   I THINK THAT'S A BIG DIFFERENCE IN KIND OF HOW TO HANDLE SENSITIVE CONTENT ACROSS THESE DIFFERENT MODES.
[01:33:19.840 --> 01:33:19.840]   I THINK THAT'S A BIG DIFFERENCE IN KIND OF HOW TO HANDLE SENSITIVE CONTENT ACROSS THESE DIFFERENT MODES.
[01:33:19.840 --> 01:33:19.840]   I THINK THAT'S A BIG DIFFERENCE IN KIND OF HOW TO HANDLE SENSITIVE CONTENT ACROSS THESE DIFFERENT MODES.
[01:33:19.840 --> 01:33:19.840]   I THINK THAT'S A BIG DIFFERENCE IN KIND OF HOW TO HANDLE SENSITIVE CONTENT ACROSS THESE DIFFERENT MODES.
[01:33:19.860 --> 01:33:48.180]   I THINK THAT'S A BIG DIFFERENCE IN KIND OF HOW TO HANDLE SENSITIVE CONTENT ACROSS THESE DIFFERENT MODES. I HAVE TO ASK, THERE'S RUMORS YOU MIGHT BE WORKING ON A SOCIAL NETWORK THAT'S TEXT-BASED THAT MIGHT BE A COMPETITIVE TO TWITTER, CODE-NAMED P92. IS THERE SOMETHING YOU COULD SAY ABOUT THOSE RUMORS?
[01:33:48.180 --> 01:33:48.280]   I HAVE TO ASK, THERE'S RUMORS YOU MIGHT BE WORKING ON A SOCIAL NETWORK THAT'S TEXT-BASED THAT MIGHT BE A COMPETITIVE TO TWITTER, CODE-NAMED P92. IS THERE SOMETHING YOU COULD SAY ABOUT THOSE RUMORS?
[01:33:48.420 --> 01:34:18.220]  , I THINK THAT'S A REALLY IMPORTANT THING TO SOCIETY.
[01:34:18.220 --> 01:34:18.220]   IS THERE SOMETHING YOU COULD SAY ABOUT THOSE RUMORS?
[01:34:18.220 --> 01:34:18.220]   IS THERE SOMETHING YOU COULD SAY ABOUT THOSE RUMORS?
[01:34:18.220 --> 01:34:18.220]   IS THERE SOMETHING YOU COULD SAY ABOUT THOSE RUMORS?
[01:34:18.220 --> 01:34:18.220]   IS THERE SOMETHING YOU COULD SAY ABOUT THOSE RUMORS?
[01:34:18.220 --> 01:34:18.220]   IS THERE SOMETHING YOU COULD SAY ABOUT THOSE RUMORS?
[01:34:18.220 --> 01:34:18.220]   IS THERE SOMETHING YOU COULD SAY ABOUT THOSE RUMORS?
[01:34:18.220 --> 01:34:18.220]   IS THERE SOMETHING YOU COULD SAY ABOUT THOSE RUMORS?
[01:34:18.240 --> 01:34:48.160]   IS THERE SOMETHING YOU COULD SAY ABOUT THOSE RUMORS?
[01:34:48.160 --> 01:34:48.160]   I THINK THAT'S A REALLY IMPORTANT THING.
[01:34:48.160 --> 01:34:48.160]   I THINK THAT'S A REALLY IMPORTANT THING.
[01:34:48.160 --> 01:34:48.160]   I THINK THAT'S A REALLY IMPORTANT THING.
[01:34:48.160 --> 01:34:48.160]   I THINK THAT'S A REALLY IMPORTANT THING.
[01:34:48.160 --> 01:34:48.160]   I THINK THAT'S A REALLY IMPORTANT THING.
[01:34:48.160 --> 01:34:48.160]   I THINK THAT'S A REALLY IMPORTANT THING.
[01:34:48.160 --> 01:34:48.160]   I THINK THAT'S A REALLY IMPORTANT THING.
[01:34:48.160 --> 01:34:48.160]   I THINK THAT'S A REALLY IMPORTANT THING.
[01:34:48.160 --> 01:34:48.160]   I THINK THAT'S A REALLY IMPORTANT THING.
[01:34:48.160 --> 01:34:48.160]   I THINK THAT'S A REALLY IMPORTANT THING.
[01:34:48.160 --> 01:34:48.160]   I THINK THAT'S A REALLY IMPORTANT THING.
[01:34:48.160 --> 01:34:48.160]   I THINK THAT'S A REALLY IMPORTANT THING.
[01:34:49.100 --> 01:35:18.100]  ,
[01:35:18.100 --> 01:35:18.100]   I THINK THAT'S A REALLY IMPORTANT THING.
[01:35:18.140 --> 01:35:25.140]  ,"
[01:35:25.140 --> 01:35:30.100]   in the take your
[01:35:44.420 --> 01:35:56.540]   your a connection with you somehow distinct well then text is very accessible for people to transit ideas and have back and forth exchanges.
[01:35:56.540 --> 01:36:01.180]   So it i think ends up being a good.
[01:36:01.180 --> 01:36:06.760]   A good format for discussion in a lot of ways uniquely good if you look at.
[01:36:06.760 --> 01:36:10.700]   Just some of the other formats are other networks that are focused on one type
[01:36:10.700 --> 01:36:10.700]   of.
[01:36:10.700 --> 01:36:10.700]   Like
[01:36:10.700 --> 01:36:39.500]  -tick tock is obviously huge right and there are comments on tick tock but you know if you think the architecture of the service is very clearly that you have the video is the primary thing there's no comments.
[01:36:39.500 --> 01:36:40.020]   After that.
[01:36:40.020 --> 01:36:40.140]   And.
[01:36:40.140 --> 01:36:40.460]   I think.
[01:36:40.460 --> 01:36:40.700]   One of the unique.
[01:36:40.700 --> 01:37:10.720]   I think.
[01:37:10.720 --> 01:37:10.720]   I think.
[01:37:10.720 --> 01:37:10.720]   I think.
[01:37:10.720 --> 01:37:10.720]   I think.
[01:37:10.740 --> 01:37:40.740]   I think.
[01:37:40.760 --> 01:38:10.760]   I think.
[01:38:10.780 --> 01:38:28.980]   I think.
[01:38:28.980 --> 01:38:28.980]   I think.
[01:38:28.980 --> 01:38:29.020]   I think.
[01:38:29.060 --> 01:38:56.200]   kho
[01:40:25.300 --> 01:40:35.100]   even
[01:43:42.940 --> 01:43:58.780]  , but I think that like certainly his actions led me and I think a lot of other folks in the industry to think about hey are we are we kind of doing this as much as we should like can we is it like could we make our companies better by pushing on some of these same principles.
[01:43:58.780 --> 01:44:05.180]   Well the two of you are on the top of the world in terms of leading the development of tech and I wish there was more
[01:44:05.180 --> 01:44:09.260]   both way camaraderie and kindness.
[01:44:09.260 --> 01:44:12.900]   More love in the world because love is the answer.
[01:44:41.660 --> 01:44:41.700]  .
[01:44:41.740 --> 01:44:51.600]   quicker
[01:44:51.600 --> 01:45:08.760]   for,,,,
[01:45:11.200 --> 01:45:21.220]   guess
[01:45:21.220 --> 01:45:22.540]   underscore,,, our
[01:45:40.020 --> 01:45:51.360]   states
[01:45:51.360 --> 01:45:53.940]   . um in justment...G B G Gu P re ten, and, and, and, and, and, con, itself. I'm. I'm. Bol.� g. bottom. be. double. inter: be. like, drag. look. out. talk.atta didnt
[01:45:53.940 --> 01:46:08.840]   de, I're soaked de
[01:46:08.900 --> 01:46:37.780]   And, in order to do that, in light of the, you know, pretty big thrash that we had seen over the last 18 months, you know, some of it, um, you know, macroeconomic induced, some of it specific, some of it competitively induced, some of it, um, just because of bad decisions, right, or things that we got wrong. Um, I don't know, I, I just, I decided that we needed to get to a point where we were a lot leaner. And, but look, I mean, but then, okay, it's, it's one thing to do that, to, like, decide that at the time.
[01:46:37.820 --> 01:46:48.800]  ret
[01:49:11.180 --> 01:49:21.480]   Torah
[01:49:21.480 --> 01:49:21.640]   visit. was at
[01:49:21.640 --> 01:49:40.200]   Bol Robert不過 вой 써 end, and, and, and, and, and, and, and, and, and, and, but, shell was was.roatli. earned Russ..邊... indifferent...陳... över... in... again... like...��면... gun... Spin... di... is... work...ерж...
[01:49:40.200 --> 01:49:41.180]  . is... Пол...別... the... effectively... Com men... Z - but - República I'm. -ización...良 - Believe - cakes - servicios - Sh - weigh - just - probably - Mehr - 200 - kana – a - I -ło - amount - e - a - moving - a - is- like - toward the -'re - like - it's - meaning - like - best. - but - into - I - in - the - sow - about - I - but, who - but, struck - examine -� I think - zurück' - de - weigh the - Genderenez - s Slim .,ım . de because -nos RA-
[01:49:41.220 --> 01:49:51.140]   path
[01:49:51.140 --> 01:50:07.340]   be. I,
[01:50:09.440 --> 01:50:15.900]   can manage,
[01:50:15.900 --> 01:50:16.040]   you know,
[01:50:16.040 --> 01:50:16.960]   seven or eight people.
[01:50:16.960 --> 01:50:19.840]   Um, but there was a reason why it was closer to three.
[01:50:19.840 --> 01:50:22.160]   It was because we were growing so quickly,
[01:50:22.160 --> 01:50:25.120]   right? And when you're hiring so many people so quickly,
[01:50:25.120 --> 01:50:29.720]   then that means that you need managers who have capacity to onboard new
[01:50:29.720 --> 01:50:32.540]   people. Um, and also if you have a new manager,
[01:50:32.540 --> 01:50:35.480]   you may not want to have them have seven direct reports immediately cause you
[01:50:35.480 --> 01:50:36.320]   want them to ramp up.
[01:50:36.320 --> 01:50:37.660]   But,
[01:50:37.660 --> 01:50:37.660]   the thing is,
[01:50:37.660 --> 01:50:37.660]   going forward,
[01:50:37.660 --> 01:50:37.660]   I don't really know how long it's going to take for them to get to
[01:50:37.660 --> 01:50:37.660]   seven direct reports immediately cause you want them to ramp up.
[01:50:37.660 --> 01:50:37.660]   But the thing is,
[01:50:37.660 --> 01:50:37.660]   going forward,
[01:50:37.660 --> 01:50:37.660]   I don't really know how long it's going to take for them to get to seven direct reports
[01:50:37.660 --> 01:50:37.660]   immediately cause you want them to ramp up.
[01:50:37.660 --> 01:50:37.660]   But the thing is,
[01:50:37.660 --> 01:51:05.900]  , going forward,
[01:51:05.900 --> 01:51:05.900]   I don't really know how long it's going to take for them to get to seven direct reports
[01:51:05.900 --> 01:51:05.900]   I don't really know how long it's going to take for them to hire that many people that quickly. Right? So I actually think we'll just do better work if we have more constraints and we're leaner as an organization. So in a world where we're not adding so many people as quickly, is it as valuable to have a lot of managers who have extra capacity waiting for new people? No, right? So now we can sort of defragment the organization and get to a place where the average is closer to that seven or eight.
[01:51:05.940 --> 01:51:12.140]  觀眾
[01:54:28.140 --> 01:54:29.120]   more than a resume. And one of the things that we see is it's a pretty basic lesson, but like we have a much better sense of who the best people are who have interned at the company for a couple of months than by looking at them at kind of a resume or a short interview loop. Obviously the in-person feel that you get from someone probably tells you more than the resume.
[01:54:55.380 --> 01:54:59.140]   And on different teams even within a specific company. And it's like the people who come for even a short period of time over a summer, who do a great job here, you know that they're going to be great if they came and joined full time. And that's one of the reasons why we've invested so much in internship.
[01:54:59.140 --> 01:54:59.140]   And that's one of the reasons why we've invested so much in internship.
[01:54:59.140 --> 01:54:59.140]   And that's one of the reasons why we've invested so much in internship.
[01:55:21.960 --> 01:55:29.160]   And I think that there's, there's value in both, right? It's not, you know, I wouldn't want to run a fully remote job. I mean, it's, it's a thing that's here to stay. But I think that there's, there's value in both, right? It's not, you know, I wouldn't want to run a fully remote job.
[01:55:29.200 --> 01:55:59.180]  , right? It's not, you know, I wouldn't want to run a fully remote job.
[01:55:59.180 --> 01:56:29.200]  , right? It's not, you know, I wouldn't want to run a fully remote job.
[01:56:29.200 --> 01:56:29.200]   Right? It's not, you know, I wouldn't want to run a fully remote job.
[01:56:29.200 --> 01:56:29.200]   Right? It's not, you know, I wouldn't want to run a fully remote job.
[01:56:29.200 --> 01:56:29.200]   Right? It's not, you know, I wouldn't want to run a fully remote job.
[01:56:29.200 --> 01:56:29.200]   Right? It's not, you know, I wouldn't want to run a fully remote job.
[01:56:29.200 --> 01:56:59.220]   I don't know.
[01:56:59.220 --> 01:56:59.220]   Right? It's not, you know, I wouldn't want to run a fully remote job.
[01:56:59.220 --> 01:56:59.220]   Right? It's not, you know, I wouldn't want to run a fully remote job.
[01:56:59.220 --> 01:56:59.220]   Right? It's not, you know, I wouldn't want to run a fully remote job.
[01:56:59.220 --> 01:56:59.220]   Right? It's not, you know, I wouldn't want to run a fully remote job.
[01:56:59.220 --> 01:56:59.220]   Right? It's not, you know, I wouldn't want to run a fully remote job.
[01:56:59.240 --> 01:57:29.240]   Right? It's not, you know, I wouldn't want to run a fully remote job.
[01:57:29.260 --> 01:57:59.260]   Right? It's not, you know, I wouldn't want to run a fully remote job.
[01:57:59.260 --> 01:57:59.260]   It's not, you know, I wouldn't want to run a fully remote job.
[01:57:59.260 --> 01:57:59.260]   It's not, you know, I wouldn't want to run a fully remote job.
[01:57:59.260 --> 01:57:59.260]   It's not, you know, I wouldn't want to run a fully remote job.
[01:57:59.260 --> 01:57:59.260]   It's not, you know, I wouldn't want to run a fully remote job.
[01:57:59.260 --> 01:57:59.260]   It's not, you know, I wouldn't want to run a fully remote job.
[01:57:59.260 --> 01:57:59.260]   It's not, you know, I wouldn't want to run a fully remote job.
[01:57:59.260 --> 01:57:59.260]   It's not, you know, I wouldn't want to run a fully remote job.
[01:57:59.260 --> 01:57:59.260]   It's not, you know, I wouldn't want to run a fully remote job.
[01:57:59.260 --> 01:57:59.260]   It's not, you know, I wouldn't want to run a fully remote job.
[01:57:59.280 --> 01:58:29.280]   It's not, you know, I wouldn't want to run a fully remote job.
[01:58:29.280 --> 01:58:29.280]   It's not, you know, I wouldn't want to run a fully remote job.
[01:58:29.280 --> 01:58:29.280]   It's not, you know, I wouldn't want to run a fully remote job.
[01:58:29.280 --> 01:58:29.280]   It's not, you know, I wouldn't want to run a fully remote job.
[01:58:29.280 --> 01:58:29.280]   It's not, you know, I wouldn't want to run a fully remote job.
[01:58:29.280 --> 01:58:29.280]   It's not, you know, I wouldn't want to run a fully remote job.
[01:58:29.280 --> 01:58:29.280]   It's not, you know, I wouldn't want to run a fully remote job.
[01:58:29.280 --> 01:58:29.280]   It's not, you know, I wouldn't want to run a fully remote job.
[01:58:29.280 --> 01:58:29.280]   It's not, you know, I wouldn't want to run a fully remote job.
[01:58:29.280 --> 01:58:29.280]   It's not, you know, I wouldn't want to run a fully remote job.
[01:58:29.300 --> 01:58:59.300]   It's not, you know, I wouldn't want to run a fully remote job.
[01:58:59.300 --> 01:58:59.300]   It's not, you know, I wouldn't want to run a fully remote job.
[01:58:59.300 --> 01:58:59.300]   It's not, you know, I wouldn't want to run a fully remote job.
[01:58:59.300 --> 01:58:59.300]   It's not, you know, I wouldn't want to run a fully remote job.
[01:58:59.300 --> 01:58:59.300]   It's not, you know, I wouldn't want to run a fully remote job.
[01:58:59.300 --> 01:58:59.300]   It's not, you know, I wouldn't want to run a fully remote job.
[01:58:59.300 --> 01:58:59.300]   It's not, you know, I wouldn't want to run a fully remote job.
[01:58:59.300 --> 01:58:59.300]   It's not, you know, I wouldn't want to run a fully remote job.
[01:58:59.300 --> 01:58:59.300]   It's not, you know, I wouldn't want to run a fully remote job.
[01:58:59.300 --> 01:58:59.300]   It's not, you know, I wouldn't want to run a fully remote job.
[01:58:59.320 --> 01:59:29.320]   I mean, I'm not going to run a fully remote job.
[01:59:29.320 --> 01:59:29.320]   It's not, you know, I wouldn't want to run a fully remote job.
[01:59:29.320 --> 01:59:29.320]   It's not, you know, I wouldn't want to run a fully remote job.
[01:59:29.320 --> 01:59:29.320]   It's not, you know, I wouldn't want to run a fully remote job.
[01:59:29.320 --> 01:59:29.320]   It's not, you know, I wouldn't want to run a fully remote job.
[01:59:29.320 --> 01:59:29.320]   It's not, you know, I wouldn't want to run a fully remote job.
[01:59:29.320 --> 01:59:29.320]   It's not, you know, I wouldn't want to run a fully remote job.
[01:59:29.320 --> 01:59:29.320]   It's not, you know, I wouldn't want to run a fully remote job.
[01:59:29.320 --> 01:59:29.320]   It's not, you know, I wouldn't want to run a fully remote job.
[01:59:29.340 --> 01:59:59.340]   We want to serve a lot of people, right?
[01:59:59.340 --> 01:59:59.340]   We want to bring this technology to everyone, right?
[01:59:59.340 --> 01:59:59.340]   We want to bring this technology to everyone, right?
[01:59:59.340 --> 01:59:59.340]   We're not just trying to serve like a, you know, an elite, a wealthy crowd.
[01:59:59.340 --> 01:59:59.340]   We want to serve a lot of people, right?
[01:59:59.340 --> 01:59:59.340]   We want to bring this technology to everyone, right?
[01:59:59.340 --> 01:59:59.340]   We're not just trying to serve like a, you know, an elite, a wealthy crowd.
[01:59:59.340 --> 01:59:59.340]   We want to serve a lot of people, right?
[01:59:59.340 --> 01:59:59.340]   We want to serve a lot of people, right?
[01:59:59.340 --> 01:59:59.340]   We want to serve a lot of people, right?
[01:59:59.340 --> 01:59:59.340]   We want to serve a lot of people, right?
[01:59:59.340 --> 01:59:59.340]   We want to serve a lot of people, right?
[01:59:59.340 --> 01:59:59.340]   We want to serve a lot of people, right?
[01:59:59.340 --> 01:59:59.340]   We want to serve a lot of people, right?
[01:59:59.340 --> 02:00:29.360]   We want to serve a lot of people, right?
[02:00:29.360 --> 02:00:29.360]   We want to serve a lot of people, right?
[02:00:29.360 --> 02:00:29.360]   We want to serve a lot of people, right?
[02:00:29.360 --> 02:00:29.360]   We want to serve a lot of people, right?
[02:00:29.360 --> 02:00:29.360]   We want to serve a lot of people, right?
[02:00:29.360 --> 02:00:29.360]   We want to serve a lot of people, right?
[02:00:29.360 --> 02:00:29.360]   We want to serve a lot of people, right?
[02:00:29.360 --> 02:00:29.360]   We want to serve a lot of people, right?
[02:00:29.360 --> 02:00:29.360]   We want to serve a lot of people, right?
[02:00:29.360 --> 02:00:29.360]   We want to serve a lot of people, right?
[02:00:29.360 --> 02:00:29.360]   We want to serve a lot of people, right?
[02:00:29.380 --> 02:00:59.380]   We want to serve a lot of people, right?
[02:00:59.380 --> 02:00:59.380]   We want to serve a lot of people, right?
[02:00:59.380 --> 02:00:59.380]   We want to serve a lot of people, right?
[02:00:59.380 --> 02:00:59.380]   We want to serve a lot of people, right?
[02:00:59.380 --> 02:00:59.380]   We want to serve a lot of people, right?
[02:00:59.380 --> 02:00:59.380]   We want to serve a lot of people, right?
[02:00:59.380 --> 02:00:59.380]   We want to serve a lot of people, right?
[02:00:59.380 --> 02:00:59.380]   We want to serve a lot of people, right?
[02:00:59.380 --> 02:00:59.380]   We want to serve a lot of people, right?
[02:00:59.380 --> 02:00:59.380]   We want to serve a lot of people, right?
[02:00:59.380 --> 02:00:59.380]   We want to serve a lot of people, right?
[02:00:59.380 --> 02:00:59.380]   We want to serve a lot of people, right?
[02:00:59.380 --> 02:00:59.380]   We want to serve a lot of people, right?
[02:00:59.380 --> 02:00:59.380]   We want to serve a lot of people, right?
